HON,Honeywell International Inc. Common Stock,NASDAQ
79.01,77.67,79.29,77.49
78.31,78.25,78.50,77.29
77.49,76.65,77.54,76.15
77.46,77.65,77.99,77.17
78.50,79.75,79.86,78.44
80.15,80.20,81.00,80.15
80.00,79.34,80.20,79.30
79.86,80.32,81.09,79.86
79.24,77.88,79.84,77.63
77.36,78.51,78.97,77.32
79.04,80.06,80.08,79.04
80.48,80.67,81.04,80.05
81.32,81.39,81.65,81.14
81.25,81.21,81.75,80.93
82.17,82.57,82.67,81.98
82.56,82.37,82.75,81.87
82.50,82.30,82.68,81.71
82.35,82.03,82.64,81.86
82.37,82.44,82.95,82.23
82.44,82.97,83.29,82.01
84.38,83.57,84.85,82.90
83.05,83.04,83.29,82.75
83.44,83.27,83.59,82.93
83.41,83.01,83.59,82.84
82.79,82.85,83.00,82.56
82.55,82.88,82.95,82.30
82.63,82.76,83.12,82.48
83.24,83.00,83.74,82.74
83.30,82.98,83.80,82.93
83.80,84.56,84.71,83.63
84.40,84.68,84.78,84.05
84.28,84.53,84.71,84.01
84.46,84.16,84.70,83.91
83.99,83.65,84.00,83.34
84.10,83.51,84.39,83.50
83.53,83.32,83.69,83.11
82.96,83.43,83.55,82.62
83.48,83.69,83.94,83.16
83.79,83.35,83.92,83.22
82.60,82.01,82.70,81.78
81.65,81.96,82.15,81.52
81.69,81.46,82.01,81.40
81.49,81.72,82.19,81.40
81.60,80.58,81.69,80.52
80.57,80.77,81.08,80.38
80.83,81.40,81.58,80.41
81.51,81.05,81.67,80.95
80.17,79.25,80.50,79.09
79.24,79.45,79.74,78.88
79.25,80.06,80.49,79.09
80.36,79.57,80.36,79.26
80.44,80.98,81.03,80.31
80.40,80.96,81.09,80.23
80.90,81.39,81.91,80.69
81.56,81.66,82.23,80.25
81.84,82.43,82.73,81.77
82.98,84.13,84.28,82.80
84.20,84.03,84.40,83.65
84.08,83.78,84.42,83.77
84.02,84.05,84.09,83.32
85.11,85.10,85.33,84.44
85.14,85.45,85.67,85.01
85.42,86.65,86.88,84.90
86.92,86.79,87.55,86.67
86.61,85.48,86.71,85.48
85.21,84.13,85.48,83.98
84.10,84.25,84.96,83.74
84.33,83.84,84.67,83.84
84.02,84.05,84.43,83.72
83.55,83.58,83.81,83.15
82.80,83.04,83.43,82.37
83.13,83.22,83.52,82.86
82.65,82.84,82.88,82.08
82.63,81.45,82.80,81.04
81.67,82.24,82.49,81.31
81.45,82.91,83.40,81.10
82.80,81.82,83.35,81.79
82.00,81.90,82.50,81.45
82.85,85.09,85.09,82.80
85.01,86.46,86.51,84.90
85.68,85.98,86.14,85.33
85.76,85.14,86.00,84.97
85.79,85.75,86.17,85.01
85.39,86.74,86.78,85.19
85.71,84.58,85.94,83.70
84.58,84.65,84.84,84.06
84.97,86.16,86.48,84.90
86.13,86.69,86.69,85.54
86.85,87.28,87.43,86.72
87.20,87.50,87.54,86.65
87.14,87.33,87.55,86.91
87.11,87.46,87.52,86.93
87.52,86.72,87.94,86.57
86.85,86.73,87.65,86.50
86.77,86.91,87.77,86.54
87.00,86.31,87.00,85.90
86.05,86.34,86.69,85.42
86.82,86.72,87.19,86.39
86.73,85.46,86.99,85.33
85.52,87.44,87.46,85.37
87.37,87.42,87.67,87.08
87.23,86.59,87.40,86.46
86.36,87.51,87.51,86.13
87.75,88.67,88.82,87.40
88.28,88.62,88.77,88.21
88.88,88.68,89.52,88.54
88.02,87.86,88.46,87.70
88.15,87.22,88.15,87.10
87.41,87.94,88.05,87.36
87.87,88.80,88.87,87.68
89.00,88.59,89.27,88.48
88.65,88.53,89.10,88.42
88.99,88.87,89.41,88.69
88.83,88.51,89.16,88.39
88.48,88.14,88.99,88.00
87.95,87.07,87.95,86.68
86.84,86.83,87.29,86.19
86.70,86.86,87.30,86.50
88.08,88.32,88.48,87.72
88.38,87.87,88.52,87.73
87.66,87.84,88.28,87.42
87.78,86.45,87.80,86.27
86.22,86.29,86.70,85.92
86.56,86.61,87.38,85.77
86.94,87.37,87.73,86.46
87.58,86.48,87.98,86.44
86.78,88.45,88.48,85.90
88.07,88.64,88.72,87.97
88.82,89.55,90.00,88.61
90.00,89.72,90.21,89.36
89.96,90.45,90.61,89.71
90.58,91.10,91.22,90.55
91.33,91.14,91.43,91.07
91.32,91.00,91.44,90.79
90.87,91.37,91.56,90.73
90.96,90.32,91.14,90.05
90.49,90.52,90.96,90.33
90.95,90.43,91.26,90.40
90.57,90.80,91.14,90.47
90.07,90.44,90.80,89.92
90.89,90.47,91.44,90.25
90.67,90.16,90.81,89.76
89.87,88.87,90.45,88.74
89.27,89.39,89.49,88.12
89.83,89.91,90.16,89.60
89.86,90.05,90.26,89.74
90.22,89.95,90.45,89.66
90.61,90.59,91.03,89.85
90.91,91.09,91.25,90.22
90.36,89.80,90.71,89.23
89.55,88.47,90.91,88.43
89.23,90.29,90.97,89.23
90.26,90.45,91.19,90.14
89.59,89.74,90.54,89.26
90.69,91.70,91.87,90.45
90.60,91.23,92.15,90.26
91.23,88.75,91.96,88.66
88.96,89.76,89.99,88.27
89.20,89.59,89.95,88.51
89.91,91.14,91.19,89.77
91.69,93.16,93.29,91.47
93.10,92.85,93.80,92.50
93.10,94.16,94.55,92.94
94.56,94.29,94.87,93.91
93.48,94.53,94.60,93.26
94.49,94.61,94.82,93.89
94.41,94.35,94.72,93.87
93.98,92.95,95.07,92.83
93.23,93.56,94.03,92.72
93.84,93.93,94.44,93.71
94.36,93.76,95.21,93.75
93.63,93.87,94.29,93.23
93.55,93.86,94.54,93.50
93.62,94.37,94.50,93.44
94.30,94.44,95.21,93.83
92.71,93.59,94.07,92.57
94.66,94.60,95.58,94.52
95.38,94.66,95.85,94.56
95.05,94.75,95.50,94.70
95.48,95.44,95.91,95.22
95.05,95.25,95.42,94.69
95.13,94.11,95.27,93.93
93.27,93.85,93.86,92.61
94.34,92.85,94.49,92.63
92.61,92.01,93.08,91.88
92.51,93.40,93.82,92.47
93.72,93.75,93.86,93.36
93.79,92.89,94.02,92.21
92.89,92.95,93.39,92.49
94.05,92.99,94.78,92.96
93.41,91.97,93.66,91.51
92.59,92.44,92.92,91.78
92.86,90.84,93.07,90.83
90.96,90.30,91.19,90.05
90.50,90.89,91.54,90.48
91.66,92.76,92.92,91.42
93.15,93.26,93.36,92.61
93.43,93.88,94.19,93.14
94.10,94.28,94.34,93.57
94.55,93.33,95.16,93.29
93.28,91.90,93.46,91.57
93.44,91.97,93.44,91.17
92.17,93.21,93.27,91.87
93.20,91.34,93.40,91.34
90.43,90.40,91.44,90.21
91.18,90.92,91.31,90.02
91.08,91.71,91.77,89.96
92.51,93.30,93.32,92.08
93.61,93.10,93.94,92.22
93.47,93.18,93.47,92.47
93.24,93.34,93.99,92.99
92.82,94.03,94.16,92.82
94.54,93.63,94.57,93.41
93.64,92.65,93.79,92.46
92.86,92.46,93.36,91.40
92.66,92.47,92.91,91.98
92.26,92.90,93.24,91.90
92.83,92.24,93.17,91.98
92.23,92.37,92.84,92.07
92.17,92.61,92.89,91.82
92.39,91.58,92.53,91.57
91.93,92.92,92.97,91.53
92.68,92.96,93.64,92.57
92.76,92.80,92.99,92.30
93.20,94.39,94.43,93.20
94.50,94.22,94.77,94.05
94.26,92.74,94.55,92.62
92.45,91.16,92.62,91.00
91.05,91.20,91.32,90.69
91.01,91.89,91.94,90.94
91.24,90.36,91.47,90.07
90.80,91.26,91.41,90.71
91.36,91.45,91.73,91.00
91.26,91.97,92.09,91.26
92.45,92.36,92.50,92.13
92.28,92.51,92.89,92.27
92.56,92.83,92.86,92.39
92.59,93.15,93.21,92.50
93.30,93.41,93.57,92.72
93.20,93.26,93.41,92.63
93.21,93.85,93.99,92.90
94.00,94.95,95.33,93.80
95.17,95.20,95.56,95.01
95.42,95.81,96.49,95.08
95.55,95.34,95.66,94.96
94.91,94.91,95.10,94.50
94.85,93.66,94.89,93.45
93.70,93.77,94.23,93.43
93.60,93.80,94.08,93.40
93.60,94.30,94.48,93.49
94.21,94.19,94.32,93.34
94.43,94.44,94.49,93.91
94.74,94.82,94.93,94.42
94.60,94.27,94.84,93.95
94.15,93.02,94.19,92.93
92.69,93.21,93.49,92.59
93.41,93.06,93.49,92.60
92.58,93.26,93.34,92.51
93.18,92.95,93.22,92.60
93.29,94.59,94.82,93.08
94.24,94.28,94.60,93.97
94.78,94.88,95.19,94.68
94.72,94.38,94.76,94.07
94.31,94.21,94.52,93.86
94.62,94.54,94.87,93.95
93.49,94.28,94.54,93.27
94.23,94.90,94.98,94.08
95.37,95.74,95.86,95.09
95.56,95.96,96.27,95.38
96.45,96.39,96.76,96.19
95.39,95.17,96.35,95.16
96.30,96.82,97.28,95.65
96.70,97.34,97.50,96.29
97.93,97.19,98.09,96.77
97.75,96.60,97.80,96.59
96.59,96.01,96.80,95.92
95.82,95.76,96.23,95.65
95.83,95.17,96.00,94.36
95.10,93.78,95.37,93.69
94.83,94.07,94.83,93.34
93.31,91.83,93.44,91.83
91.75,91.57,92.30,90.94
92.86,91.36,92.86,90.75
90.86,91.24,92.28,90.59
90.36,90.56,91.01,90.18
90.99,90.96,91.40,90.59
91.11,92.71,92.79,90.88
93.00,93.16,93.84,92.96
92.82,92.91,93.54,92.55
93.28,94.27,94.35,93.08
94.47,94.39,94.77,94.27
94.49,94.23,94.78,93.50
94.62,95.26,95.40,94.59
95.07,94.72,95.15,94.67
95.04,95.77,95.98,94.59
95.98,95.94,96.33,95.54
95.74,95.56,95.89,95.25
96.04,95.81,96.17,95.71
95.89,95.51,96.04,95.46
95.75,95.57,95.89,95.28
95.14,95.30,95.40,94.70
95.35,95.23,95.57,94.83
95.18,95.50,95.79,95.06
95.86,95.46,95.95,95.26
95.48,94.99,96.02,94.82
94.99,95.61,95.81,94.50
95.54,95.24,95.63,94.98
95.04,94.46,95.28,94.33
94.33,94.36,94.61,93.80
94.13,94.74,94.79,93.94
94.76,94.50,94.98,94.27
94.31,94.65,94.83,93.77
94.47,94.86,95.02,93.89
95.16,95.54,95.98,94.90
96.00,96.39,96.50,95.67
96.72,96.50,96.93,96.24
95.82,94.70,96.33,94.56
94.35,93.39,94.43,93.32
93.31,93.83,94.02,93.24
93.53,92.40,93.64,92.33
92.43,93.30,93.35,92.25
92.43,93.53,93.83,92.36
93.43,93.12,93.72,92.67
92.75,91.66,92.85,91.30
91.59,91.12,91.87,90.30
91.90,91.71,92.11,91.15
92.08,91.95,92.74,91.66
91.17,89.79,91.36,89.74
89.88,91.45,91.52,89.28
91.38,89.77,91.58,89.50
89.55,87.90,89.79,87.89
88.02,85.66,88.50,85.56
86.00,86.19,86.96,85.71
85.17,85.11,85.72,82.89
83.73,86.39,86.80,83.48
89.23,90.06,90.78,88.89
89.35,90.00,90.02,88.97
90.60,92.92,92.95,90.60
93.56,91.16,93.78,91.13
92.80,93.58,94.50,92.60
93.54,94.70,94.85,93.21
94.19,93.70,94.41,93.25
94.40,95.17,95.39,94.15
95.24,95.05,95.74,94.37
94.40,95.59,96.02,94.15
96.93,96.12,96.98,95.88
96.25,95.66,96.25,95.43
95.70,95.29,95.86,94.88
96.32,96.71,96.89,95.70
96.89,96.71,96.97,96.13
96.70,96.77,96.98,96.13
96.87,97.27,97.38,96.39
97.20,96.98,97.60,96.74
96.36,97.01,97.18,96.33
97.04,97.06,97.80,96.74
97.14,96.79,97.31,96.58
96.18,96.53,96.65,96.18
96.25,96.83,97.24,96.09
96.57,96.57,96.70,96.00
96.14,96.73,96.88,95.85
97.74,98.23,98.41,97.61
98.54,98.27,98.86,97.96
98.26,98.88,99.21,98.15
99.14,99.08,99.22,98.87
99.25,99.07,99.35,98.94
98.60,97.40,98.91,97.32
97.47,97.86,97.86,97.23
98.14,99.97,100.06,98.14
99.85,99.26,99.85,98.76
99.62,99.69,100.16,99.38
99.37,98.75,99.78,98.57
97.49,99.32,99.41,97.45
99.19,97.50,99.25,97.40
97.70,97.89,98.50,97.57
97.10,95.88,97.49,95.84
97.03,95.81,97.33,95.37
95.91,96.38,98.06,95.81
96.40,97.66,97.83,95.59
98.96,100.63,100.63,98.67
100.66,101.16,101.75,100.44
100.97,101.21,101.98,100.83
101.61,101.98,102.38,101.54
102.34,101.96,102.39,101.95
102.05,101.63,102.19,101.62
101.42,101.67,101.93,101.18
101.20,100.72,101.43,100.57
100.97,99.92,101.35,99.87
100.20,100.23,100.85,99.10
99.90,98.32,99.90,98.00
98.30,98.09,99.49,97.53
99.07,98.80,99.85,98.49
99.64,100.60,100.80,99.64
100.69,98.93,100.78,98.82
99.20,98.45,99.37,97.24
99.14,99.15,100.23,98.00
97.68,98.69,98.96,97.68
98.69,97.11,99.39,97.10
96.87,98.22,98.32,96.50
99.28,98.98,99.75,97.94
98.48,99.25,99.51,98.15
99.75,99.39,99.95,98.13
101.00,102.50,103.92,100.50
102.42,101.89,102.49,101.26
100.83,100.90,101.80,99.97
101.53,99.82,102.50,99.76
99.55,100.17,100.31,98.06
99.26,97.76,99.75,97.54
98.57,99.77,99.87,96.94
100.00,101.27,101.31,99.96
100.89,100.75,101.50,100.41
101.00,102.34,102.50,100.83
102.25,101.75,102.86,101.44
101.45,101.59,101.98,101.13
102.00,102.44,102.64,101.47
102.19,102.43,102.81,101.87
102.66,103.50,103.71,102.65
103.25,104.38,104.45,103.25
104.07,104.00,104.42,103.66
104.23,104.62,104.95,104.06
104.27,104.70,104.99,104.02
104.59,105.36,105.39,103.58
105.30,104.38,105.30,104.11
103.83,104.30,104.54,103.58
104.10,104.39,104.82,104.07
104.20,103.64,104.36,103.43
103.35,102.78,103.87,102.73
102.78,104.58,104.63,102.53
103.88,104.04,104.40,103.60
104.36,103.05,104.36,102.42
103.72,103.13,103.84,103.01
102.31,101.87,102.77,101.60
102.15,103.14,103.50,102.00
102.14,101.17,102.40,101.17
101.27,100.65,101.47,100.58
100.99,102.46,102.57,100.99
102.37,101.17,102.45,100.30
101.50,102.78,102.85,101.39
102.03,102.21,102.51,101.84
101.98,103.84,104.26,101.19
103.27,103.02,103.59,102.47
103.71,105.40,106.15,103.60
105.39,104.30,105.39,103.92
104.10,104.06,104.83,103.72
104.41,101.93,104.41,101.92
101.38,102.17,102.61,100.88
102.11,102.96,103.05,102.01
103.71,104.91,105.10,103.58
104.25,104.31,104.82,103.79
104.05,103.24,104.10,102.62
103.37,103.51,104.01,102.81
102.82,104.49,105.06,102.74
104.36,104.13,104.85,104.13
103.99,103.85,104.74,103.49
103.86,104.39,104.63,103.45
104.77,104.70,104.90,103.97
104.31,103.28,104.65,103.28
102.97,103.25,103.55,102.48
103.75,103.79,104.24,103.49
103.23,103.92,104.17,103.05
103.01,101.70,103.34,100.86
102.15,102.58,102.84,102.09
102.69,101.33,102.97,101.02
101.23,102.19,102.35,101.02
101.98,103.01,103.44,101.72
102.97,102.50,103.05,102.36
102.88,102.54,103.27,102.40
102.95,102.93,103.32,101.94
102.25,101.74,102.84,101.54
101.56,100.92,101.96,100.69
101.56,102.50,102.52,101.42
102.48,102.58,103.34,102.33
102.52,101.54,102.88,101.28
102.15,100.99,102.25,100.31
100.65,101.01,101.16,100.15
102.22,102.12,102.47,101.93
102.98,102.69,103.39,102.56
101.88,102.31,102.45,101.45
103.10,104.44,105.23,103.03
104.86,106.44,106.58,104.50
106.67,106.85,106.92,106.08
106.65,106.77,107.10,106.59
106.41,105.81,106.63,105.63
105.92,106.23,106.58,105.60
106.28,106.36,106.80,106.08
106.27,105.92,106.50,105.84
105.51,104.84,105.67,104.47
105.15,105.38,105.58,104.78
105.35,105.69,105.77,104.82
105.46,104.20,105.55,104.00
104.23,104.06,104.71,103.52
103.97,104.56,105.13,103.16
105.00,104.98,105.39,104.30
104.30,103.72,104.86,103.43
103.68,103.74,104.06,103.37
103.77,103.26,103.92,103.25
103.33,103.56,103.99,103.23
104.30,104.77,105.01,103.66
105.23,104.90,105.23,104.54
104.44,104.05,104.80,103.69
103.18,103.44,103.66,102.33
103.18,104.10,104.33,103.09
104.38,104.20,104.70,103.22
104.31,105.53,105.92,104.31
105.22,105.34,105.89,105.10
105.90,105.37,106.21,104.55
105.28,104.76,105.35,104.52
104.75,104.10,105.26,104.10
105.07,103.36,105.07,103.22
103.73,103.54,103.75,103.18
102.93,101.85,103.15,101.81
102.67,101.97,103.12,101.57
102.98,102.84,103.48,102.48
103.14,102.51,103.31,102.19
101.50,102.38,102.96,101.36
102.42,102.84,102.98,101.05
102.00,100.97,102.39,100.75
102.32,101.18,102.72,101.14
101.99,102.41,102.67,101.58
103.34,103.77,103.87,103.12
103.72,104.08,104.41,103.40
104.08,103.84,104.46,103.56
104.89,103.57,104.89,103.03
104.92,105.54,106.62,104.27
105.70,106.37,106.79,105.53
106.02,105.40,106.40,105.19
105.36,104.74,105.52,104.51
104.78,104.32,105.47,104.21
104.17,102.77,104.52,102.30
102.00,101.64,102.05,101.36
102.70,104.20,104.52,102.30
104.20,105.54,105.84,103.95
105.02,105.38,105.77,104.62
105.76,105.05,105.92,104.93
105.02,104.70,105.02,103.90
104.72,104.62,105.40,104.09
105.50,105.73,106.27,105.25
105.80,105.79,106.30,105.40
105.66,105.46,105.94,104.99
106.45,107.30,107.41,106.33
106.11,105.37,106.46,104.51
105.29,105.54,105.78,103.63
104.98,105.52,105.90,104.62
105.66,106.08,106.21,105.44
105.56,106.28,106.35,104.71
105.77,106.21,106.67,105.57
105.50,105.04,105.99,104.80
104.09,102.64,104.31,102.60
101.87,98.88,102.05,98.85
92.33,95.28,98.49,87.00
98.35,93.93,98.54,93.81
96.27,97.83,97.88,95.10
99.14,99.89,100.50,98.37
99.52,100.02,100.25,99.11
99.61,99.27,100.38,99.10
96.98,95.96,97.44,95.42
97.03,98.01,98.01,96.51
98.52,98.57,99.66,98.37
97.31,96.59,97.70,96.06
98.81,99.81,99.82,98.39
100.44,98.86,101.02,98.64
98.72,99.55,100.15,98.26
99.47,99.62,99.64,98.43
100.01,99.22,100.01,98.93
99.64,100.32,100.74,99.28
100.69,100.96,101.13,100.38
100.93,100.53,102.29,100.31
99.29,98.04,99.36,97.75
98.18,97.74,98.59,97.20
96.28,96.04,96.40,95.22
96.22,94.59,96.45,94.13
93.65,93.62,93.95,91.74
94.76,93.52,94.79,93.04
92.83,91.59,93.39,91.57
91.97,92.52,93.10,91.71
93.65,94.69,94.84,93.48
94.74,94.71,96.08,93.60
93.37,96.54,96.61,93.01
97.08,98.38,98.93,96.90
98.38,98.21,99.08,98.15
99.03,99.49,100.35,98.76
99.07,101.07,101.40,99.03
101.12,101.16,102.11,101.01
101.29,101.50,101.68,100.84
100.68,99.82,101.09,99.72
99.86,98.26,100.00,98.24
98.83,98.50,98.83,97.41
100.00,97.03,100.85,95.33
96.79,97.18,97.53,96.50
97.20,98.28,98.84,97.20
98.87,98.77,99.91,98.23
99.27,102.58,102.90,99.27
103.31,103.13,103.80,102.09
103.42,102.78,103.42,102.55
102.58,102.45,102.99,102.03
102.51,103.58,103.65,102.21
103.24,102.94,103.84,102.33
103.29,103.28,104.00,102.94
103.27,104.18,104.35,103.00
103.97,103.65,104.21,103.39
103.69,103.37,104.22,103.21
103.38,103.60,103.92,102.86
102.87,104.00,104.00,102.61
103.35,102.71,103.62,102.02
102.27,102.40,102.86,101.31
102.88,103.26,104.13,102.45
102.46,101.97,102.64,101.63
101.75,101.08,102.51,100.79
101.08,102.96,102.99,100.96
103.18,102.29,103.18,101.94
102.62,104.06,104.15,102.42
104.26,105.04,105.18,104.07
105.39,105.63,106.14,105.35
105.56,104.59,105.93,103.84
103.30,103.17,103.80,102.09
103.48,103.63,103.91,102.91
103.66,104.06,104.40,103.43
104.30,103.95,104.54,103.82
103.90,104.15,105.27,103.77
103.91,103.10,104.29,102.92
103.41,102.40,103.68,101.86
102.78,104.55,104.71,102.41
104.55,104.18,104.85,103.61
103.03,102.66,103.56,102.39
102.10,101.89,103.55,101.41
102.16,101.76,102.34,101.30
100.27,98.23,100.99,97.91
98.34,98.98,99.06,97.66
99.43,98.47,99.95,98.38
101.73,104.08,104.40,101.30
104.20,102.31,104.53,102.26
102.09,101.83,102.99,101.45
102.72,102.60,103.75,101.93
102.93,104.16,104.47,102.51
104.69,104.96,105.32,104.23
104.87,104.65,104.99,104.48
104.23,104.33,104.62,103.83
105.20,105.34,105.72,104.24
105.40,104.46,105.44,104.19
104.07,103.57,104.58,103.48
101.62,102.57,102.64,100.99
102.64,103.41,103.59,102.27
102.14,102.24,102.50,101.48
100.54,99.23,101.11,98.71
99.92,98.43,100.34,98.18
98.82,98.42,99.42,97.44
99.24,99.17,99.59,97.83
99.75,97.10,99.90,96.72
97.34,98.74,99.48,96.52
96.31,97.26,97.59,95.90
98.42,97.33,98.55,96.21
95.49,96.24,96.89,93.71
96.82,96.58,97.64,95.89
98.14,97.82,98.53,96.77
97.58,96.48,97.72,96.37
96.75,98.51,98.64,96.39
97.77,96.96,98.78,96.32
97.92,97.97,98.55,97.10
100.99,103.20,103.43,99.88
102.20,102.88,103.20,100.68
101.80,100.66,101.80,100.09
101.45,102.16,102.28,99.42
101.69,102.55,103.72,101.62
102.66,102.13,102.76,101.22
101.00,101.53,101.64,99.88
100.24,102.72,103.55,100.24
103.14,102.60,104.57,102.47
100.41,101.54,102.31,99.93
102.68,103.48,103.78,101.90
104.47,104.95,106.00,104.16
105.39,106.13,106.60,105.27
105.93,106.47,107.06,105.73
106.14,107.27,107.52,105.40
108.00,105.17,111.86,104.65
104.31,103.64,105.80,103.17
102.33,103.30,103.73,101.25
103.62,104.19,104.26,103.04
104.09,103.03,104.53,102.71
102.59,101.35,103.49,101.28
103.61,105.87,105.87,103.30
105.80,106.49,107.66,105.38
106.60,107.98,108.21,106.20
107.85,108.15,108.94,107.66
107.82,107.47,108.24,106.61
106.50,107.58,107.77,106.09
107.78,108.93,108.95,107.76
109.05,108.36,109.33,107.27
109.61,109.03,109.89,108.64
108.71,108.51,109.49,108.50
107.78,108.68,108.78,107.58
108.59,109.23,109.66,108.10
109.67,111.02,111.35,108.58
111.59,112.10,112.14,110.98
111.74,112.68,112.78,111.56
111.98,112.98,113.47,111.83
112.47,112.21,112.73,111.93
111.41,111.32,111.98,111.00
111.52,111.60,111.87,111.08
111.20,111.90,112.19,110.38
113.02,112.17,113.02,111.92
112.11,112.05,112.52,111.14
111.50,113.23,113.45,110.83
113.42,112.55,113.42,112.21
111.96,111.78,112.47,111.33
111.81,113.06,113.20,111.27
112.57,111.67,112.61,111.37
112.08,112.12,112.99,111.69
112.41,111.94,112.87,111.90
112.09,113.03,113.35,112.00
113.93,114.74,114.95,113.44
114.99,114.52,114.99,114.19
114.42,114.63,114.90,114.05
114.60,115.46,115.52,114.12
115.89,115.80,116.56,115.33
115.94,115.18,115.99,114.90
115.31,114.92,116.19,114.71
114.00,114.17,115.59,112.34
114.00,113.25,115.00,112.61
113.62,114.80,114.95,113.62
114.86,115.44,115.95,114.42
115.12,114.62,116.52,114.22
114.41,114.27,115.01,113.69
114.46,114.67,114.87,113.83
113.80,114.51,114.94,113.68
113.65,112.93,113.98,112.65
113.28,113.62,114.05,113.05
113.58,113.78,114.00,112.91
113.67,113.16,114.00,112.98
113.94,114.94,115.50,113.25
115.00,114.11,115.31,113.96
114.54,114.19,114.79,113.51
114.12,113.20,114.50,112.86
113.62,114.84,115.13,112.99
114.10,113.63,114.49,113.04
113.16,112.69,113.80,112.11
112.01,112.32,112.56,110.72
112.72,113.22,114.09,112.72
113.09,112.80,113.39,112.59
113.10,114.37,114.71,113.01
114.59,114.72,115.25,114.43
114.72,114.19,115.28,113.80
114.47,114.33,114.60,113.90
114.28,113.83,114.59,113.38
113.89,113.94,114.14,112.46
114.05,114.53,114.53,113.54
114.75,114.79,114.98,113.73
114.98,115.54,115.77,114.76
115.54,115.35,115.88,115.33
115.51,116.07,116.39,115.30
115.57,117.21,117.30,115.44
117.51,116.68,117.51,116.22
116.61,115.13,116.64,115.06
115.06,115.51,115.59,114.56
115.97,115.52,116.52,115.44
114.97,115.79,116.01,114.00
115.92,115.92,116.16,115.17
117.30,117.06,118.53,116.63
117.48,117.30,117.62,116.96
117.45,116.57,117.81,116.44
117.51,117.32,117.70,116.64
113.50,112.98,115.34,112.64
112.07,111.46,112.07,110.20
113.32,114.06,114.10,112.38
114.36,114.46,114.96,113.18
115.00,116.32,116.34,114.61
116.65,116.50,117.62,116.26
115.87,115.23,116.46,114.67
115.48,116.82,116.86,114.41
116.78,116.11,117.16,115.55
117.07,118.84,118.99,116.93
118.96,118.57,119.04,118.12
119.01,119.02,119.71,118.78
119.61,119.05,119.80,118.76
119.67,119.09,120.02,118.90
119.67,119.23,119.73,118.94
119.23,118.89,119.25,118.68
118.59,119.35,119.43,118.34
119.44,119.88,120.00,119.19
119.81,118.66,120.00,118.30
113.65,115.61,116.00,112.70
115.07,115.49,116.45,115.07
115.29,115.95,115.96,114.60
116.08,114.96,116.41,114.60
115.00,115.76,115.92,114.24
115.60,116.33,116.50,115.05
115.95,115.88,116.34,115.31
115.50,115.45,115.74,115.04
115.46,116.01,116.12,115.13
116.04,115.95,116.59,115.90
116.30,116.37,116.90,115.90
116.60,116.04,116.77,115.71
116.23,116.26,116.58,115.92
116.32,116.03,116.50,115.57
116.45,116.37,116.63,116.08
116.15,116.10,116.32,115.83
116.50,116.84,117.02,116.03
116.43,116.23,117.45,116.16
115.60,115.78,115.87,115.08
115.61,115.86,115.98,115.44
115.47,116.11,116.25,115.47
115.91,116.58,116.94,115.74
116.92,117.01,117.35,116.85
116.80,116.76,117.08,116.54
116.64,116.77,117.23,116.37
117.13,116.75,117.75,116.37
116.75,117.17,117.38,116.51
117.20,117.02,117.41,116.85
116.96,116.71,117.13,116.41
116.40,116.13,116.78,115.14
116.26,116.39,116.94,115.81
116.45,115.71,116.59,115.01
115.52,114.24,115.73,113.73
114.00,113.82,114.53,113.53
112.86,112.01,113.35,111.76
111.27,113.49,114.01,111.00
112.83,111.60,112.97,111.29
111.76,114.03,114.28,111.76
113.78,115.28,115.49,113.66
114.77,114.26,114.86,113.49
114.87,114.54,115.68,114.46
115.35,114.87,115.79,114.73
114.96,115.93,115.95,114.49
116.40,116.83,117.27,116.20
115.31,115.98,116.40,115.27
115.74,115.94,116.85,115.39
115.67,116.21,116.45,115.22
116.47,117.16,117.26,115.86
117.72,116.19,117.72,116.14
116.64,116.59,117.00,116.05
115.81,116.05,116.29,115.43
115.97,114.88,115.98,114.58
115.10,115.26,115.82,115.10
115.32,115.61,115.89,115.00
107.02,106.94,107.56,105.25
107.27,106.80,107.96,106.21
106.43,105.78,106.43,105.26
105.83,107.43,107.75,105.73
106.83,108.26,108.68,106.55
109.99,109.00,110.07,108.55
108.86,108.04,109.40,107.96
109.16,107.87,109.17,107.71
108.01,108.27,108.66,107.41
108.08,108.14,108.58,107.72
107.96,108.96,109.60,107.51
109.43,109.26,110.12,108.81
109.50,109.07,109.51,108.61
108.86,109.43,109.75,108.54
109.76,108.83,109.89,108.42
109.40,109.83,110.88,108.93
109.96,109.68,110.17,109.53
109.87,109.15,110.19,108.83
109.39,108.46,109.39,108.01
108.75,108.35,108.82,108.01
108.48,108.25,109.20,108.01
109.83,111.25,111.34,109.45
111.00,110.62,111.51,110.51
111.05,112.36,113.14,109.73
113.11,113.19,114.50,112.82
113.11,113.25,113.51,112.74
113.62,113.04,114.36,112.84
113.06,113.12,113.44,112.09
112.47,112.27,112.83,111.87
112.59,113.10,113.39,112.44
112.98,112.09,113.00,111.89
112.24,112.21,112.48,111.78
112.53,112.52,112.76,112.10
112.77,113.83,113.96,112.77
113.92,114.17,114.36,113.52
114.16,113.85,114.19,113.34
113.46,113.34,114.49,113.29
113.73,113.94,114.74,113.28
113.24,113.67,114.05,112.81
113.96,112.45,114.00,112.17
112.90,112.88,113.80,112.71
