CVX,Chevron Corporation Common Stock,NASDAQ
119.54,117.95,119.66,117.57
119.24,118.93,119.54,117.26
117.71,116.82,118.03,116.02
117.75,117.45,117.87,116.92
118.34,118.15,118.54,117.00
118.52,118.71,119.54,118.49
118.79,118.34,119.56,118.14
118.35,119.08,120.01,118.00
119.09,119.15,120.33,118.59
119.24,119.08,119.30,118.61
119.69,120.51,120.86,119.10
121.29,121.24,122.31,120.98
122.39,123.27,123.74,122.05
123.45,122.90,124.54,122.71
123.95,123.77,124.11,122.51
123.52,124.06,124.15,123.04
124.11,124.68,125.14,124.06
124.71,124.12,125.24,123.55
124.65,124.35,125.00,124.29
124.68,125.47,125.65,124.64
125.79,126.91,126.91,125.17
126.71,127.03,127.61,126.65
127.07,127.26,127.65,126.70
127.25,126.37,127.63,125.90
126.14,127.76,127.83,125.79
127.03,127.56,127.62,126.09
127.37,126.17,127.37,125.89
126.20,125.78,126.96,125.19
126.02,125.89,126.91,125.46
126.49,126.44,126.66,125.64
124.87,124.95,125.10,123.30
124.72,123.99,124.75,123.76
123.97,123.14,124.16,123.01
123.03,123.33,123.92,122.80
123.88,123.07,124.21,121.91
123.12,122.50,123.12,121.68
122.00,121.80,122.07,120.91
121.93,122.50,123.23,121.40
122.76,122.05,122.96,121.54
120.68,120.25,121.00,120.00
119.89,119.88,120.19,119.05
119.69,118.66,120.00,118.52
118.59,118.29,119.30,118.29
118.38,117.70,118.50,117.22
117.94,118.29,119.19,117.43
118.69,119.53,119.73,118.12
119.74,118.84,119.92,118.52
118.24,118.81,119.67,118.07
119.46,121.81,122.36,119.46
121.15,120.37,121.56,120.06
120.52,120.43,120.88,120.07
121.34,120.55,121.48,120.00
120.35,120.86,121.27,119.94
121.08,121.37,121.66,120.91
121.53,121.21,122.75,119.01
121.21,122.22,122.47,121.21
122.82,123.01,123.01,121.21
123.05,123.92,124.00,122.79
124.05,123.89,124.62,123.64
123.98,124.14,124.84,123.81
124.98,124.08,125.19,123.98
124.10,124.34,125.19,124.08
124.36,125.82,126.43,123.82
125.86,125.44,126.12,125.25
125.66,124.92,126.23,124.74
124.62,125.52,125.62,124.57
125.34,124.49,125.84,124.41
124.77,124.07,125.03,124.07
124.10,123.49,124.44,123.02
123.23,122.64,123.26,122.51
121.60,121.50,122.02,120.50
121.27,121.32,121.74,120.84
121.04,120.83,121.18,119.76
120.62,118.25,120.66,117.93
118.50,118.13,118.54,117.52
117.43,117.87,118.50,117.21
117.89,116.73,118.09,116.71
116.55,116.13,116.80,115.32
115.24,116.38,116.38,114.44
116.57,117.67,117.71,115.93
117.33,118.58,118.75,116.32
118.56,118.15,119.07,117.77
119.42,119.16,119.72,118.34
119.10,119.52,119.61,118.67
119.61,119.65,119.85,119.13
119.63,119.82,120.19,119.31
120.14,120.64,120.79,119.71
120.29,120.13,120.64,119.84
120.67,120.56,121.00,119.91
120.59,120.59,121.22,120.27
120.56,120.91,121.15,120.09
121.33,121.50,122.01,121.16
121.54,120.30,121.96,119.91
120.15,119.96,121.33,119.83
119.04,118.01,119.44,117.00
118.59,118.10,118.60,117.32
117.60,118.45,118.90,117.07
119.30,121.14,121.41,118.82
121.60,119.91,121.88,119.42
119.67,121.19,121.21,119.58
121.18,121.08,121.50,120.71
121.03,120.00,121.25,119.62
119.58,120.09,120.15,119.19
119.58,119.56,119.93,119.32
119.78,120.06,120.27,119.13
120.70,120.56,120.89,120.07
120.55,122.06,122.38,120.27
122.16,122.00,122.75,121.60
122.36,123.46,123.60,122.36
123.54,124.03,124.19,122.42
123.77,123.74,124.10,123.22
123.41,122.78,123.70,122.65
122.62,122.42,122.74,121.64
122.83,122.44,123.30,122.00
122.87,122.34,123.06,122.05
122.31,122.52,122.90,121.87
122.10,121.77,122.83,121.19
121.27,121.10,122.00,120.71
122.05,122.29,122.36,121.65
122.29,123.34,123.88,122.16
123.78,123.66,123.94,122.70
123.83,122.10,123.89,121.80
121.78,120.99,122.10,120.57
120.43,119.90,121.14,119.38
120.46,120.22,120.70,119.81
120.12,118.74,120.23,118.25
119.27,121.60,121.77,119.21
121.55,123.22,123.40,121.06
123.04,122.78,123.79,122.40
123.41,122.80,123.59,122.63
122.77,123.51,123.55,122.70
123.60,124.81,124.99,123.55
125.00,125.23,125.65,124.69
124.79,124.23,125.21,123.90
124.68,124.91,125.17,123.93
124.46,124.14,124.88,123.71
124.60,124.35,124.89,123.86
124.59,124.02,124.80,123.52
124.42,125.07,125.32,123.65
124.44,123.29,124.46,122.75
123.42,123.29,123.42,122.02
122.50,121.01,122.84,120.37
120.81,119.25,120.90,119.01
119.40,119.57,119.75,118.80
119.69,119.18,120.07,119.05
119.11,118.83,119.29,118.19
119.03,119.29,120.38,118.74
120.74,120.36,120.89,119.51
120.51,120.43,120.76,119.97
119.84,118.39,119.85,118.26
117.87,116.29,118.14,116.26
116.26,116.43,117.25,115.88
116.72,116.84,117.03,116.07
116.14,116.00,116.89,115.71
116.31,116.45,116.96,115.18
113.90,111.63,113.90,111.11
112.35,111.14,112.46,110.54
111.86,110.83,112.04,110.49
111.00,109.52,111.00,109.27
110.11,111.27,111.35,109.91
111.91,112.05,112.12,110.39
112.47,111.69,112.47,111.08
112.03,113.58,113.87,111.95
112.89,112.03,112.89,111.81
111.73,112.51,112.74,111.18
112.58,113.48,113.83,111.59
113.86,112.71,114.11,112.60
112.55,113.60,115.05,112.47
113.51,114.60,115.33,113.10
114.72,112.68,114.74,112.60
113.37,114.15,115.00,113.05
114.37,114.97,115.44,114.24
114.82,115.51,115.86,114.40
115.66,115.69,115.82,114.56
115.87,115.33,116.74,114.81
114.79,114.84,116.19,114.26
115.89,115.32,116.27,115.26
115.08,114.43,115.26,114.01
114.71,114.85,115.15,114.35
115.07,115.08,115.95,114.64
115.45,115.84,115.94,114.12
115.90,114.51,116.23,114.24
114.14,115.65,116.36,114.13
115.60,114.45,115.75,114.12
114.36,114.10,114.90,113.68
114.26,115.07,115.29,114.13
115.62,116.24,116.56,115.20
115.88,115.20,116.74,114.66
114.85,115.51,116.08,114.32
116.29,115.63,118.00,115.58
116.00,115.85,116.69,115.65
116.23,117.09,117.19,116.21
117.80,117.71,118.28,117.36
117.75,117.67,117.99,116.83
118.13,118.50,118.55,117.70
118.79,118.91,119.62,118.48
119.15,119.00,119.61,118.84
118.52,119.35,119.54,118.52
119.78,119.04,119.79,118.88
119.75,118.80,119.75,118.59
118.32,117.34,118.82,117.34
117.66,117.80,118.31,117.18
117.83,119.10,119.25,117.59
117.20,116.69,118.06,116.55
116.50,117.03,117.73,116.50
117.84,118.70,118.83,117.34
118.71,120.30,120.31,118.34
120.90,121.83,122.12,120.90
121.72,123.68,123.85,121.72
123.05,124.24,124.40,123.05
123.87,124.00,124.35,123.61
124.19,124.69,124.96,124.19
124.84,124.30,124.92,124.14
124.23,123.99,124.70,123.58
124.26,125.73,126.06,124.25
125.92,125.97,127.27,125.76
125.76,125.52,125.98,125.31
125.66,124.94,125.76,124.28
123.90,124.72,125.80,123.58
124.82,125.36,125.85,124.34
125.00,124.97,125.69,124.52
125.95,126.23,126.78,125.64
125.70,125.09,126.13,124.87
125.39,125.03,126.07,124.64
125.57,125.24,125.57,124.63
125.57,125.85,125.99,124.97
126.14,126.42,126.78,125.76
125.17,123.81,125.50,123.55
123.96,123.18,124.35,122.89
122.95,122.95,123.42,122.85
122.95,122.50,123.10,122.24
123.00,124.16,124.36,122.94
124.10,123.63,124.41,123.56
124.10,123.37,124.36,123.33
123.76,122.84,123.99,122.75
122.90,122.52,123.31,122.52
122.89,122.32,122.90,121.65
122.24,122.79,122.88,122.01
122.93,122.21,123.04,122.01
122.39,122.55,122.82,121.72
122.32,122.35,122.68,122.00
122.53,123.52,123.78,122.46
123.70,124.19,124.70,123.54
124.01,124.37,124.64,123.88
124.98,125.34,125.37,124.15
125.13,125.18,125.47,124.62
125.73,126.11,126.23,125.42
125.94,127.26,127.26,125.90
127.15,128.54,128.80,127.14
127.90,128.83,129.04,127.57
128.96,130.28,130.50,128.36
130.29,131.99,132.00,129.91
131.95,132.34,132.40,130.88
132.52,132.98,133.57,132.42
132.74,131.77,133.46,131.71
131.34,131.23,132.36,131.01
131.21,130.92,131.22,129.53
130.73,130.36,130.94,129.30
130.15,130.55,130.63,129.37
130.94,130.54,131.42,130.46
130.53,130.23,130.92,129.99
131.44,131.19,131.59,130.72
130.44,130.47,130.64,130.02
129.70,129.90,130.38,129.52
130.27,131.39,131.69,129.99
130.48,130.25,130.86,129.90
129.13,128.47,129.89,128.03
128.80,129.26,129.50,128.38
129.07,129.26,129.50,128.61
129.89,130.89,130.94,129.69
130.64,130.08,131.50,129.88
130.64,130.39,130.73,129.58
130.11,131.29,131.34,130.01
131.55,132.58,133.20,131.55
132.70,133.88,133.93,132.48
134.03,134.85,135.10,133.69
134.58,133.57,134.61,133.06
133.56,133.24,133.80,132.89
132.90,132.42,133.72,132.42
132.97,132.53,133.69,131.50
131.73,129.24,131.97,129.10
127.76,127.90,128.96,126.36
127.69,128.17,128.36,126.03
127.81,124.96,127.81,124.58
124.90,125.73,126.97,124.80
126.19,125.65,126.73,124.83
126.07,127.86,127.96,125.91
128.16,127.71,128.67,127.54
127.14,127.09,127.28,126.26
127.64,127.60,128.24,126.87
127.68,126.96,127.70,126.53
126.42,126.10,126.79,125.68
126.27,126.30,126.59,125.63
126.72,127.63,127.70,126.55
127.25,127.49,127.60,126.78
127.68,127.93,128.18,127.18
127.02,127.11,127.50,126.47
127.57,127.84,128.07,127.38
128.06,128.25,128.71,127.94
128.41,128.64,128.82,128.19
128.28,128.75,128.90,128.25
129.00,129.45,129.53,128.50
129.20,127.54,129.38,127.06
128.45,127.86,128.88,127.67
128.21,126.80,128.46,126.20
127.15,127.40,127.44,126.16
126.68,126.21,126.75,125.69
124.49,125.18,125.79,124.26
124.46,124.28,124.74,123.01
123.28,123.83,124.07,122.41
123.54,122.66,123.66,122.21
122.35,124.24,124.78,122.06
124.06,124.96,125.68,123.61
125.13,124.72,125.49,124.45
124.85,124.14,125.04,123.85
124.94,124.80,125.70,124.64
124.60,123.49,124.92,123.47
123.53,123.06,123.98,122.86
123.07,122.40,123.07,120.85
122.20,120.68,122.61,120.68
120.55,121.47,122.04,120.02
120.72,120.55,120.74,119.14
120.51,119.32,120.51,118.66
118.80,117.65,119.35,117.38
117.39,117.11,117.90,116.13
118.16,117.71,118.16,116.40
117.91,118.09,119.05,117.28
117.47,116.02,118.43,116.00
115.83,117.95,118.25,115.15
117.02,114.51,117.08,114.24
114.70,113.89,115.73,112.88
113.55,112.03,114.59,111.85
112.60,109.78,113.05,109.10
108.57,109.27,109.50,106.65
107.96,111.06,111.32,107.20
111.78,111.80,112.74,110.73
111.53,111.49,112.28,110.97
113.18,115.09,115.17,112.91
115.20,114.00,116.24,113.91
116.00,116.19,117.32,114.95
116.19,115.91,116.26,114.53
114.38,115.02,115.37,113.46
116.17,117.13,117.27,115.16
118.00,117.14,118.93,116.10
116.18,117.20,117.25,115.57
118.35,119.95,120.17,116.39
119.83,116.78,119.97,116.46
115.99,115.37,116.02,114.80
117.27,117.05,117.30,114.86
116.90,118.53,118.55,116.36
118.75,118.80,119.73,118.36
119.58,117.92,119.67,117.31
117.95,118.44,118.67,117.30
117.86,117.65,118.71,117.38
117.09,116.45,117.47,115.64
115.70,116.32,116.35,115.42
115.96,115.75,116.15,115.27
115.97,115.47,116.63,115.25
115.97,116.47,116.68,115.07
116.16,117.31,117.47,116.16
118.79,118.58,118.91,117.73
118.13,117.59,118.58,117.15
117.80,116.15,117.82,115.63
116.07,115.11,116.35,115.02
111.59,108.87,111.69,108.43
109.38,111.73,112.49,108.68
111.27,114.02,114.56,110.89
114.74,113.71,114.82,113.15
113.08,112.28,113.08,111.01
111.79,110.87,112.29,110.71
109.89,106.80,109.94,106.41
106.17,107.01,108.15,106.13
106.22,104.86,106.25,103.07
104.97,104.91,107.27,104.30
103.76,102.38,104.35,102.37
103.13,100.86,103.91,100.42
100.50,101.70,104.47,100.15
102.18,106.02,106.59,102.01
108.01,109.03,109.03,105.49
109.53,112.93,112.96,108.50
112.36,112.03,112.99,111.07
112.76,113.95,114.45,112.32
113.66,113.47,114.14,112.07
113.93,113.25,114.35,112.82
113.44,113.32,114.38,112.78
112.93,113.11,113.65,112.15
111.65,112.18,113.31,111.53
111.63,112.58,113.00,110.85
110.96,108.08,111.20,107.44
107.87,108.03,109.02,106.48
109.25,107.94,109.72,107.51
109.19,110.41,110.44,108.60
110.14,108.21,110.22,107.67
107.47,105.88,107.47,105.56
106.92,104.20,107.66,103.19
103.20,103.90,104.41,101.83
104.41,102.67,104.94,102.53
102.47,105.12,105.14,102.47
104.56,106.47,106.58,103.81
106.79,108.16,108.27,106.35
108.76,108.92,109.12,106.99
108.22,106.85,108.75,106.73
107.22,108.88,109.35,106.32
108.11,108.26,108.81,107.63
108.16,103.71,108.17,103.42
104.24,103.00,104.63,101.66
101.60,102.53,103.28,98.88
103.98,106.06,106.13,102.97
107.70,109.53,110.11,107.67
108.49,108.35,109.28,107.39
109.57,109.31,110.11,108.57
109.66,109.61,110.46,109.11
109.84,110.43,111.50,109.65
110.52,110.18,110.62,108.09
108.98,109.98,110.18,108.29
110.28,110.86,111.05,109.82
111.35,112.78,112.84,111.10
112.31,112.40,112.93,111.52
111.25,110.44,111.65,110.37
108.20,108.35,109.58,107.24
108.43,108.60,108.87,107.50
107.79,107.86,108.50,107.35
107.89,107.96,108.24,107.34
108.12,108.58,108.78,107.76
107.89,107.06,107.92,106.60
107.52,106.68,107.73,106.57
106.32,105.90,106.34,104.93
105.88,105.16,106.22,104.81
105.64,105.16,105.64,104.44
105.01,104.73,105.31,104.33
104.22,103.55,104.52,103.16
103.60,103.95,105.63,103.50
103.79,102.91,104.55,102.33
103.52,103.54,103.89,102.45
104.22,102.42,104.51,102.30
101.84,101.62,101.84,100.66
101.44,103.13,103.27,101.00
102.30,103.17,103.54,102.10
102.61,106.70,106.88,102.37
105.10,104.75,105.40,104.65
105.29,107.03,107.26,105.11
107.51,105.92,107.69,105.92
105.92,104.20,106.19,104.16
104.66,105.67,106.20,104.33
106.28,105.25,106.52,104.16
104.99,104.28,104.99,103.67
104.97,106.90,107.21,104.97
105.62,104.98,106.07,104.88
105.77,104.79,106.22,104.50
104.45,105.28,105.68,104.08
106.03,106.92,107.86,105.22
106.97,108.54,109.09,106.62
108.86,106.66,108.92,106.52
106.80,106.95,107.24,106.18
107.47,106.91,107.66,106.81
107.35,106.50,107.90,106.44
107.70,108.84,109.09,107.26
109.59,110.41,110.69,109.38
109.90,110.16,110.94,109.00
109.36,109.11,109.69,108.26
109.57,110.29,111.71,109.55
110.05,109.73,110.74,109.31
110.05,109.50,110.44,109.21
110.00,109.97,110.65,109.60
109.67,109.87,110.04,109.03
110.34,109.70,110.74,109.54
110.05,111.12,111.24,109.65
110.82,111.73,111.99,110.68
112.04,111.06,112.20,110.44
110.28,109.04,110.80,108.34
109.38,108.32,109.41,107.99
109.24,108.00,109.93,108.00
109.24,107.95,109.53,107.30
107.69,107.57,108.20,106.69
108.29,108.65,108.80,107.40
108.65,107.36,108.69,107.30
107.44,107.56,108.00,107.10
107.98,107.70,108.47,107.30
108.02,108.45,109.30,108.02
107.21,108.03,108.33,106.94
107.50,106.65,107.51,106.58
106.05,105.02,106.31,105.00
105.42,105.25,105.90,104.76
105.97,105.49,106.27,105.30
105.09,104.89,105.55,104.86
104.22,103.29,104.44,102.93
103.20,103.11,103.78,102.73
102.96,103.24,103.42,102.38
103.14,103.00,103.57,102.67
103.47,102.63,103.75,102.49
102.65,102.58,103.11,102.11
102.40,102.17,103.38,102.12
101.89,101.39,102.37,100.98
101.18,101.59,103.10,100.99
101.29,100.42,101.39,99.95
100.70,100.42,101.25,100.22
102.52,101.83,102.58,101.52
101.87,101.12,102.20,100.94
100.52,99.87,100.69,99.63
99.45,99.29,100.06,99.13
99.20,100.04,100.44,98.81
100.83,99.76,101.17,99.52
100.26,100.25,100.90,100.15
99.72,99.47,100.17,99.46
99.83,100.29,100.37,99.37
99.96,100.09,100.43,99.54
99.98,99.27,100.68,99.27
99.45,98.34,99.66,98.29
98.24,98.60,98.69,97.81
97.50,96.69,97.96,96.60
97.45,96.47,97.66,96.22
96.30,96.09,96.62,95.55
96.36,95.87,96.67,95.72
95.06,94.77,95.56,94.48
94.41,95.27,95.48,93.50
94.59,93.56,95.09,93.26
94.90,93.78,95.21,93.76
94.53,94.41,94.95,94.07
94.31,94.60,94.89,94.15
94.40,95.55,95.79,94.39
95.04,94.24,95.70,93.89
94.28,94.48,94.73,93.90
94.23,93.15,94.39,92.90
93.30,92.94,93.49,92.59
93.00,93.90,94.14,93.00
93.51,93.51,94.33,93.29
93.57,92.94,94.07,92.70
92.78,90.60,92.78,90.35
89.86,89.14,90.09,88.74
89.45,92.40,92.69,89.43
91.98,93.25,93.40,91.44
93.45,93.03,93.81,92.75
91.52,88.48,91.75,88.01
87.28,85.60,87.33,85.32
85.74,85.21,86.90,84.68
85.44,84.03,86.00,83.87
83.56,85.19,85.58,82.89
84.71,83.75,85.26,83.43
84.20,85.89,86.10,83.88
84.38,85.78,85.98,83.60
85.00,86.79,87.11,84.92
86.03,85.85,86.34,85.45
85.78,85.99,86.42,85.29
84.46,83.23,84.51,83.11
83.08,83.44,83.77,82.82
82.87,80.91,82.91,80.67
80.66,79.24,81.29,79.24
78.87,75.76,79.59,75.71
70.55,72.12,75.38,69.58
74.93,70.02,75.02,69.84
71.72,73.09,73.10,70.94
75.00,77.64,78.12,74.56
77.72,80.43,81.20,77.58
80.01,80.99,81.08,77.92
78.76,78.19,79.39,77.52
79.75,78.06,79.75,77.23
78.70,78.26,79.42,77.69
77.30,76.67,77.63,76.45
77.53,76.84,77.56,76.24
77.43,74.92,78.20,74.75
75.73,75.66,75.80,74.31
75.94,75.79,76.25,75.09
75.52,75.77,76.00,74.96
76.43,77.17,77.69,76.21
77.82,79.02,79.21,77.77
79.12,79.41,80.47,78.60
77.91,77.74,78.70,76.97
78.30,78.09,78.73,77.84
76.84,77.25,77.69,76.49
77.40,76.12,77.53,75.76
75.45,76.89,77.31,75.10
77.87,77.70,78.16,76.92
76.66,75.77,76.93,75.75
76.04,76.25,76.66,75.28
77.15,78.88,79.02,77.00
79.72,78.34,80.89,77.81
77.74,81.55,81.55,77.31
82.41,84.03,84.19,82.35
84.18,86.99,87.63,84.07
88.25,88.12,89.51,86.28
87.89,89.91,90.14,87.80
90.20,89.57,90.40,88.67
89.86,88.74,89.98,87.87
87.80,88.38,88.94,87.29
88.23,89.76,89.97,87.71
89.65,90.72,90.87,88.44
91.55,91.29,91.66,90.02
90.36,90.03,90.54,89.22
89.50,89.99,90.49,89.39
89.44,89.33,90.63,89.14
89.74,91.62,91.81,89.74
90.75,91.24,91.93,90.09
90.87,88.77,90.88,88.58
87.73,87.70,87.96,86.74
88.21,89.79,90.12,87.92
89.32,89.89,90.93,89.14
91.14,90.88,91.98,89.41
90.61,94.96,95.28,90.48
95.42,98.14,98.64,95.42
98.02,96.77,98.10,96.08
96.05,94.55,96.55,94.33
93.71,94.03,94.07,91.76
93.48,92.32,94.45,92.10
92.10,93.23,93.50,91.84
93.39,92.19,93.71,91.86
90.75,89.86,91.15,89.25
89.57,88.68,89.97,88.19
87.79,91.45,91.47,87.79
91.27,91.03,92.50,90.70
91.44,92.21,92.75,91.03
92.03,90.83,92.37,90.43
90.64,89.01,91.31,88.81
88.65,90.01,90.44,88.11
90.19,91.35,92.30,89.80
90.71,90.87,91.32,90.16
90.25,90.37,90.84,90.05
90.64,91.32,91.96,90.44
90.97,92.48,92.65,90.97
92.60,90.25,92.69,90.03
90.81,88.85,91.42,88.36
87.90,89.71,89.82,86.49
87.48,87.28,87.94,84.90
85.81,86.44,88.00,84.25
86.67,87.60,90.14,86.30
88.00,89.30,90.46,87.61
87.85,86.44,87.91,86.09
86.30,89.33,89.59,85.41
90.58,92.76,93.40,90.55
92.58,93.44,93.82,90.81
93.50,90.54,94.00,90.40
90.06,89.81,91.27,89.30
90.40,89.24,90.70,88.21
89.12,90.27,90.79,88.30
92.20,93.81,93.85,91.57
93.95,92.05,93.95,92.01
90.31,90.36,90.72,89.69
91.89,91.25,92.58,91.07
90.10,90.09,90.98,89.89
89.38,89.96,90.86,89.02
89.53,88.85,90.11,87.57
89.05,89.61,89.65,87.84
87.44,86.07,87.78,85.16
84.55,83.02,85.75,82.67
83.39,82.13,83.84,81.22
82.85,80.77,82.97,79.77
82.20,82.15,82.40,79.69
83.16,81.33,84.25,80.01
81.95,85.47,86.17,80.95
81.64,83.67,83.81,80.87
84.17,81.51,84.75,80.79
79.98,78.98,80.31,75.33
78.80,81.05,81.65,78.02
84.46,83.54,85.19,81.72
82.29,80.89,84.29,80.80
81.97,84.12,84.50,81.35
83.95,83.29,86.10,82.36
85.75,85.92,86.69,83.70
84.05,86.47,86.71,82.95
85.15,85.29,86.09,84.24
82.71,81.24,83.04,80.96
82.39,84.62,84.63,80.20
84.59,84.79,86.19,83.83
83.94,82.88,84.29,82.26
81.76,85.99,86.70,81.10
85.08,82.92,85.79,82.17
82.77,83.04,83.90,81.50
81.60,82.99,83.66,80.64
83.80,85.43,85.58,83.20
85.23,84.81,85.39,83.30
85.41,88.31,88.66,85.02
88.75,86.73,89.25,86.61
86.33,86.50,86.54,84.80
87.87,88.82,89.84,87.50
88.39,84.91,88.48,84.70
83.33,85.27,85.49,82.90
85.67,85.30,85.71,83.74
86.97,84.35,87.10,84.28
84.94,83.44,85.20,83.07
84.12,86.13,86.53,83.37
85.40,87.14,87.18,84.40
87.00,87.53,87.57,86.05
87.42,87.93,88.62,86.70
87.94,90.67,90.76,87.55
90.38,88.74,91.08,88.33
89.70,92.82,94.64,89.47
92.79,93.94,93.95,92.02
94.95,94.58,96.14,93.38
93.57,94.26,94.83,93.09
93.15,94.27,94.40,92.25
94.72,95.40,96.14,93.72
96.25,96.89,97.74,95.29
97.85,97.69,97.91,95.86
97.02,96.44,97.54,95.91
95.75,95.50,96.91,95.32
94.72,93.59,94.81,93.04
92.54,94.85,94.94,92.25
94.90,94.68,95.08,94.00
93.79,95.32,95.39,92.94
96.35,95.25,96.69,95.16
95.19,95.40,96.20,94.95
93.69,94.26,94.78,93.32
94.44,93.43,94.48,93.04
93.00,92.67,93.35,92.43
93.15,94.84,95.00,92.82
94.37,94.79,95.03,94.08
96.25,96.33,96.87,95.76
96.87,95.24,97.30,95.15
95.69,97.51,97.94,95.43
97.80,97.60,97.91,97.03
97.65,97.98,98.27,97.36
97.71,97.23,97.80,96.96
95.76,98.70,98.76,95.52
99.00,100.50,100.53,98.16
100.08,101.69,102.54,99.84
101.64,101.40,102.80,101.11
101.74,102.01,102.50,101.50
101.47,101.51,101.77,100.83
102.05,102.29,102.98,101.71
102.90,103.85,103.94,102.38
103.13,102.40,104.26,102.05
101.14,102.18,102.63,100.61
101.83,103.31,103.85,101.80
102.26,101.32,102.35,101.05
101.06,100.59,102.30,100.39
101.85,101.42,102.60,100.86
100.84,101.86,102.70,100.84
101.62,100.35,101.80,99.08
100.64,101.27,101.29,100.41
101.24,101.14,101.74,100.15
102.15,102.12,102.42,101.08
101.63,100.74,102.04,100.36
101.87,102.29,102.60,101.40
101.07,100.75,102.18,100.34
100.90,100.06,101.27,99.44
99.26,99.85,100.08,98.52
100.30,99.79,100.40,99.49
99.18,99.38,100.13,99.07
99.94,100.19,100.76,99.62
100.82,101.77,101.98,100.82
101.85,101.50,102.37,100.97
101.38,102.02,102.11,100.87
102.15,101.00,102.28,100.57
100.24,101.13,101.38,99.89
100.40,100.53,100.57,99.72
100.65,100.66,101.14,100.00
101.34,101.17,102.04,100.92
101.84,103.32,103.70,101.61
103.55,103.09,104.08,102.67
102.04,102.81,103.12,102.03
102.47,101.98,102.97,101.26
101.50,102.10,103.10,101.38
101.76,101.28,102.05,100.52
100.63,100.63,101.64,100.25
99.97,101.07,101.26,98.77
101.44,101.57,101.74,100.40
102.88,102.61,103.40,102.60
102.69,103.24,103.45,102.27
103.50,102.29,103.55,102.18
103.45,104.44,104.45,103.07
101.46,101.90,103.01,101.17
101.25,100.36,101.40,99.52
101.22,101.63,102.00,100.64
102.52,103.42,104.68,102.30
103.56,104.83,105.00,103.28
104.78,104.15,104.88,103.78
103.50,103.57,103.87,102.84
103.26,104.58,104.60,102.46
104.89,103.05,105.00,102.14
103.88,104.77,104.97,103.00
104.81,105.39,106.00,104.80
106.30,106.78,107.30,106.18
106.78,106.65,107.20,105.86
107.20,106.70,107.58,106.43
107.33,107.03,107.54,106.39
106.67,106.09,106.75,106.02
105.98,106.04,106.26,105.65
105.93,105.59,106.13,105.00
105.40,105.39,105.85,104.87
105.68,105.66,106.00,105.20
104.86,103.07,105.11,102.78
102.57,102.68,103.16,102.08
102.68,102.26,103.32,101.80
102.09,101.79,102.22,100.98
100.53,102.48,102.66,99.85
101.33,99.11,102.10,98.62
99.52,99.59,100.07,97.91
99.65,100.61,100.64,99.29
100.28,100.39,101.08,100.00
100.99,100.51,101.07,99.72
100.99,101.20,101.68,100.72
101.85,101.32,102.00,100.77
101.65,100.14,101.81,99.94
100.65,101.40,101.86,100.39
101.74,102.16,102.33,101.26
102.61,102.77,103.06,102.42
102.77,102.62,102.93,102.33
101.50,102.22,102.30,101.02
102.63,103.55,103.60,102.06
103.07,102.32,103.13,102.12
101.75,101.94,102.40,101.24
102.03,101.68,102.17,101.50
101.40,102.20,102.29,101.28
102.29,101.89,102.29,101.53
102.11,101.32,102.48,100.86
101.24,102.05,102.23,101.00
102.30,101.70,102.63,101.37
101.20,100.58,101.33,99.92
100.35,100.21,100.58,99.47
100.89,100.93,101.46,100.26
101.21,102.43,102.61,100.97
102.75,102.88,103.05,102.24
103.34,104.12,104.34,102.47
103.35,101.27,103.41,101.23
101.20,102.25,102.55,100.57
101.65,99.43,101.65,99.17
99.12,98.42,99.95,98.17
98.50,99.50,100.39,98.43
98.33,97.84,98.81,97.52
98.33,98.04,98.85,97.99
98.17,97.70,98.48,97.68
98.35,99.63,99.69,98.25
100.52,99.98,100.75,99.84
99.34,99.22,100.55,98.87
99.49,98.78,100.28,98.66
98.24,98.98,99.66,97.79
99.52,102.15,102.28,98.75
102.00,101.27,102.27,100.48
101.83,102.92,103.60,101.23
102.55,102.45,102.83,101.91
102.71,101.27,102.92,100.76
101.99,102.23,102.86,101.75
102.32,102.18,102.70,101.34
102.50,102.27,103.47,102.19
103.21,103.98,104.42,103.21
103.78,103.04,104.10,102.68
102.74,102.15,102.83,101.60
101.49,100.79,101.72,99.61
101.48,101.08,101.96,100.61
100.94,101.36,101.48,100.62
101.99,101.79,102.25,101.12
102.47,102.27,103.70,102.24
101.64,101.87,102.22,100.69
101.06,101.30,101.56,100.63
101.56,100.66,101.58,100.06
100.75,100.77,101.67,100.52
100.32,101.19,101.53,99.87
101.51,99.92,101.98,99.92
101.12,103.82,105.03,100.95
103.82,104.75,105.46,103.78
105.51,106.48,106.74,105.45
105.65,105.39,106.05,104.25
105.53,105.39,106.19,104.95
105.25,104.78,105.49,104.38
106.00,106.85,106.98,105.78
106.57,107.29,108.19,106.42
106.04,107.64,108.26,105.69
107.54,107.79,108.50,107.24
107.48,106.64,107.65,105.94
106.15,106.59,106.73,105.59
107.49,108.96,109.06,107.40
108.20,108.35,109.00,107.74
109.00,108.12,110.10,107.59
108.57,109.20,109.67,108.15
110.36,110.18,111.00,110.07
110.79,110.62,111.00,109.31
110.40,111.00,111.47,110.04
110.54,111.00,111.22,110.12
110.95,110.50,111.57,110.38
109.10,109.34,109.72,108.40
112.05,111.56,112.98,111.30
112.79,113.29,114.91,112.53
113.20,113.00,113.81,112.28
113.39,113.25,114.48,113.03
