ULTI,The Ultimate Software Group,NASDAQ
112.77,115.97,116.19,112.47
116.17,115.34,116.68,114.93
113.80,112.72,114.74,112.26
113.03,113.98,114.07,111.44
112.67,113.06,114.94,111.21
113.69,113.11,114.62,111.77
113.68,115.06,115.80,112.67
116.00,117.65,118.15,115.42
117.68,117.29,118.57,116.21
118.05,118.68,119.10,116.19
118.26,119.77,120.12,117.74
119.59,120.42,121.17,118.73
122.08,122.88,122.95,120.61
122.87,123.45,123.97,121.98
124.05,123.96,125.28,122.29
124.26,125.24,125.30,122.94
126.14,129.58,129.58,125.57
129.26,129.56,131.28,129.00
129.43,131.30,131.32,128.91
131.30,129.61,133.42,129.00
129.14,128.12,129.71,127.59
128.32,129.68,130.49,127.03
129.18,129.65,130.27,128.85
128.97,129.49,129.83,128.12
129.73,129.99,130.12,128.73
130.77,130.77,132.25,130.46
130.50,132.55,132.73,129.78
131.44,132.47,132.66,129.92
132.65,130.87,133.00,129.50
131.00,130.44,131.48,130.04
138.00,135.30,138.89,133.34
136.74,143.34,143.51,136.17
142.40,145.26,145.63,141.86
144.74,147.35,147.41,144.16
146.83,146.25,147.53,145.48
145.98,144.84,146.27,143.90
145.10,145.12,146.15,143.25
144.53,145.99,146.86,144.46
144.61,146.43,148.41,144.61
146.96,147.30,148.02,146.06
146.93,146.70,147.81,145.97
144.96,141.71,145.25,141.20
141.02,142.32,143.61,140.62
142.32,140.12,143.36,140.11
140.05,141.02,142.02,138.97
140.37,141.53,143.45,140.05
141.82,142.65,143.82,140.40
142.64,144.17,144.39,142.32
144.48,142.51,146.01,142.31
141.06,140.98,142.10,140.08
140.95,141.86,143.15,140.38
141.21,142.12,143.53,141.21
148.97,140.21,148.97,139.91
141.22,142.33,143.10,140.35
142.40,142.69,143.71,141.79
142.50,141.41,143.76,140.82
142.27,140.61,142.27,138.95
141.19,143.59,143.83,140.90
143.91,146.32,146.37,143.91
146.30,145.66,146.36,143.64
146.13,145.12,146.66,144.85
145.75,145.75,145.77,143.44
147.40,146.58,147.97,146.50
146.50,149.09,149.44,146.01
149.50,149.49,149.76,147.34
149.91,147.60,151.08,147.56
147.58,146.73,148.03,146.20
146.79,146.76,147.70,144.73
146.74,144.56,147.19,142.85
144.27,144.05,145.40,143.19
144.53,146.20,147.36,144.07
145.12,146.10,146.72,143.05
144.81,147.40,149.12,143.60
147.82,148.97,150.50,147.24
147.62,149.00,149.58,147.13
148.62,145.98,148.96,143.90
145.59,147.75,148.30,145.59
146.67,145.83,147.79,145.82
145.90,140.32,146.60,140.27
140.31,138.24,140.70,137.24
140.77,141.73,142.23,139.85
141.03,143.62,144.43,141.03
142.62,143.49,144.17,140.45
142.93,137.81,143.98,137.59
139.78,142.53,144.21,139.40
142.34,143.80,143.96,141.00
145.09,148.40,148.57,144.40
148.10,149.44,150.47,148.10
150.10,150.52,152.55,148.97
149.40,149.17,150.56,147.66
150.14,152.80,153.20,149.67
153.57,152.87,153.61,151.32
152.68,153.03,153.89,151.75
153.20,153.18,156.61,151.14
160.00,157.43,162.88,155.22
157.21,154.48,158.65,154.35
154.43,152.04,155.03,150.92
152.20,152.19,153.70,151.38
151.29,153.98,154.19,150.63
154.55,155.32,155.59,153.91
155.68,153.45,156.64,152.34
153.36,155.44,155.50,152.82
154.76,156.86,157.09,154.12
156.18,158.54,159.33,155.78
157.28,158.80,159.04,156.63
158.65,156.90,158.65,155.91
156.72,157.50,157.85,155.56
157.50,156.17,158.00,155.87
156.15,154.98,157.23,153.84
155.43,154.25,155.92,153.76
155.21,153.87,155.88,153.56
154.29,155.37,155.79,153.55
155.57,154.48,156.14,153.91
154.97,156.77,157.25,152.68
157.17,156.93,157.49,155.95
157.82,156.69,157.82,156.20
156.57,152.97,157.40,152.22
152.61,154.21,154.50,152.27
153.43,153.64,153.95,150.38
153.21,153.30,154.49,152.91
154.84,155.17,156.26,154.50
155.71,153.70,156.94,152.71
153.03,151.03,154.29,150.50
151.00,146.52,151.45,146.05
146.48,145.31,146.48,144.04
145.50,147.67,149.06,144.30
148.14,148.00,149.43,147.03
148.91,147.48,148.91,146.84
147.50,148.31,148.63,146.84
148.35,147.13,149.16,146.41
147.84,151.42,153.19,145.18
151.96,151.59,152.70,150.94
151.33,151.04,152.01,149.58
151.69,152.77,153.18,151.69
153.43,153.09,154.04,152.17
152.93,152.11,153.01,151.95
152.64,153.22,153.36,151.08
153.28,152.43,153.91,151.68
152.53,151.88,154.06,150.57
152.21,151.61,153.10,150.81
151.82,153.41,155.00,151.82
153.62,154.95,155.63,153.13
155.21,152.18,156.49,151.80
152.68,151.79,152.68,149.28
151.03,150.89,152.40,149.89
151.19,154.37,154.97,150.31
154.19,154.01,154.85,153.05
152.86,156.18,156.98,152.86
156.01,157.05,157.90,155.35
158.00,157.45,159.31,156.69
157.22,159.83,160.02,156.58
159.36,157.56,159.36,157.34
156.85,155.17,158.65,153.91
157.89,153.75,157.89,150.52
153.88,156.32,156.98,153.10
154.92,155.87,158.20,154.32
157.77,162.32,163.21,157.76
158.74,163.23,164.82,158.04
163.20,157.41,165.50,155.88
158.03,159.72,160.68,154.22
164.06,155.26,168.43,148.24
154.92,156.56,158.42,154.92
157.41,158.48,158.63,155.56
158.48,158.71,159.20,156.15
159.00,159.52,160.30,158.18
159.43,159.88,161.20,158.38
158.85,164.87,165.11,157.87
164.91,163.65,165.00,161.83
164.25,166.36,166.49,164.10
165.04,166.40,168.62,165.04
165.99,168.19,168.58,164.07
169.30,168.86,171.54,166.18
168.57,170.79,171.74,168.35
170.92,169.18,171.96,168.00
169.78,168.56,170.78,167.26
167.82,169.00,169.68,167.50
168.64,166.00,170.31,164.88
164.84,163.21,164.84,161.50
166.20,168.22,170.34,163.76
167.69,166.12,167.69,165.48
165.88,162.95,166.23,162.30
163.55,159.65,164.74,159.12
159.78,157.63,159.78,156.13
157.40,155.12,159.42,154.25
154.40,155.75,156.89,153.03
157.61,153.88,157.94,152.17
152.90,154.72,156.61,152.50
155.37,156.66,158.39,154.95
156.54,158.68,160.17,156.54
158.69,155.69,158.69,154.36
155.58,154.55,157.91,153.88
155.15,150.48,157.25,149.00
150.46,143.40,150.47,143.13
143.35,141.16,145.76,139.17
141.93,136.86,141.93,136.86
135.83,136.90,138.38,133.46
136.71,132.28,138.27,132.01
133.76,137.00,137.98,131.79
137.33,136.57,138.18,136.06
136.97,135.03,136.98,134.20
135.32,127.84,135.56,127.61
129.15,121.94,129.22,121.65
121.88,121.75,123.63,118.88
121.98,127.28,130.12,121.24
127.36,130.04,130.97,126.20
129.64,124.55,131.04,123.80
123.26,122.98,125.85,121.00
127.63,124.86,128.61,123.39
124.94,128.38,129.10,122.62
128.98,129.78,131.01,127.36
129.79,129.68,131.38,127.62
130.10,128.19,130.35,127.37
128.06,128.04,129.83,127.14
128.13,125.17,128.22,124.26
126.35,121.79,126.41,121.12
120.83,118.54,121.86,117.39
119.12,112.78,120.03,111.22
112.74,118.48,121.77,112.74
111.01,119.63,121.25,109.50
119.79,124.83,126.51,118.00
125.28,126.80,128.29,122.77
125.99,125.78,128.11,123.96
124.58,123.16,126.50,123.07
122.92,117.30,123.01,116.19
117.30,118.03,120.12,116.01
117.54,120.22,120.77,115.55
120.50,124.32,126.61,120.23
124.22,119.07,124.50,118.87
119.15,117.55,119.68,116.93
117.08,117.21,117.86,113.64
118.03,120.68,120.81,115.60
120.04,124.42,124.50,119.89
123.81,125.58,126.89,122.56
125.67,125.18,125.67,123.16
124.96,125.59,126.50,123.46
125.75,126.83,127.23,123.20
127.85,132.11,132.83,127.04
132.11,130.03,132.63,128.76
130.85,130.60,131.51,128.95
131.00,127.13,131.00,125.14
126.92,124.18,128.30,122.82
123.73,123.52,125.59,121.43
122.68,123.58,124.04,121.19
123.67,125.89,126.98,122.74
126.72,128.91,129.01,125.45
128.73,128.59,130.96,127.32
127.79,127.25,128.99,125.34
126.43,130.26,130.77,126.18
130.08,129.21,131.78,128.37
129.73,131.28,131.45,128.26
130.90,137.59,138.65,130.01
137.86,135.31,138.31,134.52
135.08,136.98,137.18,132.34
137.65,135.68,137.65,134.24
136.22,135.17,136.22,133.67
135.36,135.39,136.43,133.78
135.39,136.96,138.34,134.62
136.16,137.11,137.81,135.66
136.96,136.84,138.47,134.80
135.75,138.65,139.28,135.75
138.63,138.17,139.72,137.50
138.52,143.41,144.76,138.34
143.30,141.21,143.49,140.44
141.63,142.11,142.60,140.22
141.51,138.00,141.51,137.83
137.72,130.74,137.72,129.33
131.56,131.46,134.31,130.72
128.90,131.23,132.51,126.68
130.95,131.99,133.20,130.60
133.81,132.36,134.59,131.84
132.00,130.97,132.77,128.88
131.94,129.24,131.94,128.60
128.33,126.21,129.36,125.68
126.03,128.60,128.98,125.68
127.97,127.79,128.75,125.69
128.72,130.20,131.50,128.25
130.49,130.18,130.80,128.86
130.50,132.20,132.81,130.31
130.75,132.03,132.27,130.27
132.48,130.92,133.01,129.51
130.62,133.84,135.50,129.06
135.88,143.76,144.84,135.88
141.18,134.96,141.43,133.27
135.14,130.50,135.14,129.57
131.08,132.45,133.18,128.96
131.50,131.95,132.90,129.22
130.53,132.23,133.54,129.94
132.27,132.94,133.99,131.41
132.86,133.83,135.11,132.10
134.19,136.80,137.55,132.90
142.26,144.48,145.71,141.69
144.00,146.11,147.88,143.23
146.59,144.19,147.58,142.68
145.36,142.53,145.36,140.77
144.30,145.16,145.54,143.14
145.10,145.49,146.76,144.27
144.56,144.26,145.41,142.99
144.18,145.44,146.76,142.60
145.66,145.81,148.17,143.87
147.08,146.02,147.86,144.80
145.96,148.55,148.67,145.06
149.13,146.42,149.13,145.86
145.25,144.26,145.57,142.88
144.81,146.99,148.16,144.81
147.68,147.86,148.12,146.25
148.11,147.68,148.95,146.39
147.78,146.66,149.32,146.08
146.41,148.62,148.73,144.48
148.07,150.26,150.29,147.79
149.60,146.31,149.60,146.04
146.11,148.11,148.94,145.33
147.26,148.83,149.01,147.26
149.13,148.50,149.88,146.42
148.28,145.53,149.66,144.30
145.81,147.00,147.98,144.70
146.74,145.69,147.61,145.43
146.37,146.75,148.29,145.69
148.00,148.06,150.71,146.59
147.29,143.48,148.96,140.70
142.55,142.33,146.36,141.09
142.33,144.24,144.90,142.21
143.53,139.90,143.79,139.42
140.41,142.73,143.07,139.74
140.80,143.29,143.55,140.48
143.26,141.51,143.96,141.37
141.27,135.32,141.27,135.02
135.01,136.97,137.40,133.39
138.32,141.10,141.82,137.06
141.34,137.39,141.72,136.97
136.65,134.39,137.92,134.35
133.90,135.71,135.94,132.03
136.00,132.08,137.24,132.02
131.46,127.95,133.36,127.88
127.71,128.11,131.62,125.89
129.66,129.05,132.28,128.20
126.76,130.63,132.49,125.74
127.99,134.29,134.77,126.76
136.33,134.29,136.68,133.42
133.66,135.79,136.96,133.22
136.51,138.97,139.43,134.43
139.01,135.48,139.09,135.24
137.16,138.42,139.87,136.57
138.00,142.40,142.52,137.62
140.51,141.82,142.71,138.93
141.75,145.20,146.46,140.52
146.29,143.96,149.44,139.03
142.59,145.23,146.00,140.60
148.49,150.51,150.62,146.51
150.31,149.56,151.78,148.33
149.75,150.10,152.65,148.73
151.36,150.13,152.48,148.88
149.61,152.59,152.96,149.61
152.14,154.51,155.18,152.14
154.32,153.32,154.62,151.70
153.49,153.98,154.78,152.68
153.10,154.12,154.69,152.65
153.04,153.50,154.73,151.75
153.87,154.35,155.95,152.66
154.32,152.11,155.75,151.73
152.87,152.94,156.20,150.61
152.38,149.18,152.53,147.19
148.35,150.68,151.01,147.19
153.11,150.01,153.98,149.41
150.79,150.30,151.48,148.80
150.21,147.15,150.68,146.34
147.64,147.37,148.44,146.05
147.59,147.24,150.01,145.99
146.70,146.00,148.39,145.14
147.18,148.94,149.75,147.16
149.20,150.06,151.15,147.36
150.48,150.34,151.16,148.48
150.40,150.80,151.94,149.76
150.28,146.79,152.00,145.68
145.12,149.81,150.13,143.46
148.98,145.00,150.39,144.67
145.88,145.43,148.80,145.00
143.62,143.22,145.97,143.09
144.11,141.91,144.17,141.12
141.48,140.53,143.64,140.14
140.47,145.66,145.80,138.64
147.41,150.07,150.07,146.16
150.76,149.67,152.68,149.41
149.74,149.99,150.49,147.73
150.99,151.51,152.00,149.65
152.08,152.80,154.18,150.44
152.87,152.62,153.75,151.71
152.46,151.12,152.47,149.09
150.23,147.51,151.67,147.00
148.34,146.82,149.23,146.62
148.18,146.63,150.20,145.01
145.18,144.22,147.69,143.17
144.43,141.41,145.58,139.93
142.19,141.91,143.51,140.95
143.53,146.12,147.60,143.50
145.96,144.65,146.98,143.69
144.80,144.73,145.67,142.71
145.49,145.30,149.47,143.11
143.83,144.64,146.09,142.61
144.84,140.21,146.27,139.92
139.74,143.34,143.70,139.32
143.34,143.78,145.78,141.04
143.64,143.05,145.48,142.44
144.38,146.77,146.94,142.31
147.11,151.49,151.77,146.24
151.40,152.76,153.81,149.42
151.00,148.82,151.44,148.20
150.16,145.74,150.22,144.65
146.34,148.57,148.72,144.00
147.69,148.01,149.08,146.67
148.83,150.65,151.12,145.08
151.13,152.96,154.70,150.00
149.50,155.93,158.04,147.33
157.08,157.20,159.01,154.91
156.66,158.47,158.82,156.26
157.97,155.87,158.42,155.17
157.40,160.92,161.26,155.41
161.00,161.95,162.54,160.30
163.06,162.17,163.06,161.41
161.96,163.76,163.99,161.32
163.44,162.68,163.44,160.72
161.80,165.62,165.84,160.92
164.90,168.25,169.41,164.21
168.51,168.88,169.26,165.98
167.83,164.09,167.94,162.91
164.00,165.47,169.13,162.85
165.47,167.34,167.58,164.36
167.64,169.04,169.73,166.33
168.05,164.65,169.95,164.59
164.58,167.39,167.56,164.05
166.68,165.73,167.27,164.35
165.19,164.08,166.06,163.07
163.90,165.80,166.32,161.96
164.39,162.60,165.57,161.98
163.21,164.62,165.06,161.57
162.89,161.78,164.34,161.55
162.19,164.66,164.99,159.41
165.02,166.72,166.96,164.73
166.65,167.13,168.18,164.22
167.75,169.75,169.99,166.96
168.92,170.11,170.70,167.96
169.36,170.14,171.57,168.21
169.83,170.95,171.47,169.49
171.90,172.53,174.12,170.46
172.16,169.93,172.61,168.66
169.80,169.29,171.97,168.72
170.40,164.59,170.40,163.70
164.50,167.05,167.80,163.75
167.12,169.08,169.70,165.76
169.85,171.29,172.43,168.92
170.16,169.96,171.00,168.35
169.26,167.02,169.26,165.01
166.44,166.41,168.51,164.65
165.60,169.39,169.62,165.01
169.01,169.41,171.40,168.83
169.83,171.97,172.01,169.25
171.48,173.00,173.91,171.42
173.61,176.71,176.84,172.80
177.00,177.57,178.71,176.31
177.62,177.09,178.02,175.01
177.33,179.94,180.85,176.83
179.95,182.78,183.25,179.01
181.63,179.13,181.77,175.10
179.97,179.89,181.84,179.18
181.65,180.43,182.35,179.47
180.52,180.61,181.54,177.66
179.93,180.54,181.61,178.00
181.13,178.31,182.12,177.87
179.73,180.25,180.77,176.58
181.23,178.88,182.12,177.04
173.30,169.82,174.00,165.06
167.94,166.22,170.16,163.88
167.25,167.17,170.32,165.98
167.23,166.12,168.80,165.06
165.81,163.28,166.70,161.51
163.07,163.03,164.40,161.91
163.39,163.32,165.53,162.29
165.88,163.99,166.79,163.32
164.20,163.15,166.40,163.02
162.27,162.61,163.53,159.90
163.59,164.84,165.38,162.32
165.55,167.49,168.00,163.99
167.53,166.05,167.99,164.74
165.25,168.58,169.06,165.00
168.93,168.33,170.00,166.55
170.03,170.36,170.55,168.10
169.96,171.01,171.87,169.19
170.46,170.82,171.53,169.40
169.81,168.15,170.47,166.56
171.10,167.92,171.39,165.56
167.90,165.31,169.02,165.13
165.10,161.79,166.19,161.64
162.96,162.92,164.35,159.74
162.03,162.03,163.53,161.32
162.87,165.53,166.20,161.62
164.54,162.13,164.98,161.63
162.35,163.56,164.25,161.09
163.46,161.57,164.53,160.79
161.20,161.28,162.26,158.31
161.44,163.09,164.00,160.50
163.28,163.57,164.82,162.57
163.24,163.29,164.44,162.66
161.93,162.32,163.50,159.07
161.81,164.10,165.31,161.28
164.84,165.41,166.84,164.83
166.25,169.44,169.64,164.66
169.72,167.05,169.72,166.09
168.40,169.96,170.01,167.73
169.96,168.99,170.43,168.18
168.50,165.54,168.88,163.23
165.84,168.38,168.51,165.11
169.17,166.80,169.39,165.94
166.50,163.81,167.50,163.58
165.47,164.34,166.52,163.42
165.57,167.40,167.76,165.13
167.75,167.32,168.00,164.60
165.55,165.81,168.30,164.34
165.53,166.16,166.54,162.01
164.75,164.38,167.39,163.17
166.57,165.88,168.15,163.02
167.92,167.20,167.92,165.17
168.23,167.68,169.41,167.00
166.52,167.86,168.70,166.52
167.71,165.08,168.96,164.80
166.67,169.00,169.04,165.16
169.55,171.65,171.81,168.50
172.00,174.33,174.89,170.12
174.14,173.79,174.76,170.95
172.38,174.21,175.57,172.37
174.78,173.85,176.31,172.85
173.97,172.81,176.01,171.11
172.04,170.80,172.31,170.15
171.32,176.29,176.82,167.75
177.80,183.05,184.91,171.00
180.76,184.64,185.00,179.74
184.63,184.21,186.05,183.43
183.99,182.87,184.95,180.27
182.63,182.07,183.18,180.64
183.23,186.64,187.79,181.69
186.96,183.19,187.15,180.04
183.51,185.22,185.32,181.65
185.75,188.88,190.52,185.04
186.11,189.00,189.98,185.16
187.71,191.59,193.00,185.08
191.53,188.86,193.36,187.94
188.71,191.18,192.19,187.71
190.62,194.44,195.18,189.96
194.40,191.39,194.40,190.00
190.73,189.98,192.64,188.96
187.79,184.60,189.18,184.24
183.19,180.46,185.52,180.03
174.73,172.07,179.41,167.45
178.73,170.84,178.85,170.71
175.10,174.64,175.89,170.94
175.75,179.41,180.43,175.13
178.36,178.90,180.22,177.22
178.62,176.19,179.41,175.84
173.04,172.40,176.04,171.80
174.74,174.60,174.96,169.22
174.80,176.00,178.67,174.21
173.84,173.54,176.29,172.54
177.07,181.74,182.56,175.20
182.21,178.99,182.94,178.59
178.71,179.50,182.22,178.34
179.08,183.24,183.48,179.08
183.24,183.38,184.23,181.73
183.50,185.75,186.55,182.58
185.43,185.71,186.55,183.71
185.32,183.55,186.74,181.55
180.46,183.68,186.50,180.46
184.61,185.40,189.21,183.93
183.21,184.10,187.68,181.37
184.59,186.02,187.91,183.80
185.01,183.51,185.51,180.96
185.00,183.50,186.46,181.94
182.57,177.35,184.61,175.45
177.44,177.49,179.12,175.37
179.74,179.01,180.69,176.12
179.61,180.48,181.00,174.78
177.49,182.56,182.62,174.50
183.82,186.89,187.90,182.99
186.88,186.19,187.79,182.81
187.03,192.20,192.44,184.33
192.40,191.28,194.14,189.38
192.13,188.19,193.96,187.20
187.34,187.66,189.07,186.17
187.05,186.24,189.57,185.43
185.98,184.05,187.78,183.59
184.78,191.28,191.49,184.03
190.99,192.31,194.24,190.80
191.25,190.95,193.54,187.04
191.04,188.07,191.20,186.32
188.96,184.32,188.96,183.61
185.77,190.27,190.80,182.00
192.49,195.31,195.86,190.78
195.44,194.22,198.11,192.89
193.47,189.38,195.19,188.11
196.99,202.82,209.60,194.00
202.61,204.63,205.31,199.66
205.56,204.35,208.70,203.17
205.31,205.09,207.08,203.96
205.09,204.44,206.98,203.30
205.56,205.62,206.72,204.50
205.48,203.94,207.36,202.08
204.39,210.94,211.09,204.28
209.98,208.15,216.27,206.75
204.99,205.72,206.36,202.33
206.39,205.07,208.16,204.74
204.12,204.64,206.73,203.00
204.27,199.83,204.27,199.81
199.82,199.95,201.67,199.59
200.72,198.96,201.81,198.63
199.90,202.25,203.22,196.79
202.95,204.79,206.61,202.51
204.63,202.52,205.41,201.73
202.47,199.52,203.50,199.12
198.19,197.74,200.59,196.62
197.27,198.18,199.12,196.62
198.52,198.00,198.52,196.49
198.42,197.50,198.60,196.13
198.30,197.36,198.56,196.66
197.84,197.22,199.80,196.47
197.99,192.73,198.33,190.29
192.70,193.96,195.05,191.80
193.39,192.88,193.39,191.54
190.86,194.65,195.43,190.10
193.81,188.99,195.32,188.06
189.40,192.70,193.63,188.93
190.94,189.93,192.82,188.93
189.77,191.19,192.42,189.51
192.52,195.17,195.81,191.19
196.37,200.10,200.39,194.94
200.50,198.28,202.34,198.28
198.58,196.42,199.12,195.62
197.36,195.40,199.11,193.10
196.06,195.69,196.93,193.12
196.81,193.02,198.43,192.52
193.02,194.09,195.47,193.02
193.47,194.43,194.95,192.90
195.33,196.44,197.26,194.56
196.46,198.27,199.69,196.42
197.86,195.51,198.99,195.18
192.24,188.34,192.24,186.50
188.73,185.19,190.23,184.45
181.81,183.39,184.62,180.71
179.80,176.48,183.40,176.21
178.10,178.06,180.51,177.29
179.55,176.50,180.24,174.60
178.00,177.92,181.77,175.02
178.95,170.06,179.76,165.98
170.27,174.43,175.80,167.40
168.85,174.16,174.63,167.92
176.53,171.38,176.53,169.17
168.73,174.56,176.00,165.42
174.64,174.63,178.57,171.90
177.60,179.53,180.59,175.41
178.75,172.06,179.52,171.19
172.55,172.20,173.00,168.55
171.36,168.52,174.15,167.68
169.65,167.98,169.75,166.08
168.91,175.63,175.69,168.91
175.00,178.78,179.22,174.75
177.50,172.52,181.41,170.56
188.78,185.33,193.38,177.10
184.33,184.44,185.55,178.94
182.00,165.98,182.00,165.22
164.44,156.12,166.11,153.86
155.84,153.04,160.10,150.29
154.76,152.42,160.61,151.71
149.37,155.79,157.48,148.26
158.14,159.61,162.44,156.06
161.21,161.94,162.27,155.86
162.58,165.36,167.32,159.43
165.37,159.60,165.41,158.71
158.51,163.00,163.56,157.04
164.95,165.84,167.76,164.00
164.64,164.22,166.90,160.50
162.36,164.97,165.41,160.26
165.94,168.02,170.00,164.36
168.70,170.91,171.79,166.22
171.00,171.76,173.30,170.31
173.48,175.76,175.81,172.02
175.73,176.88,176.88,173.50
177.10,180.16,180.31,176.16
179.88,180.13,180.92,177.37
179.13,178.70,180.42,176.48
177.19,172.42,177.19,171.84
173.24,173.91,175.52,170.03
174.64,172.94,176.37,171.16
174.59,177.86,178.75,173.85
177.04,179.22,180.15,174.01
177.90,178.08,180.00,176.02
176.98,179.29,179.87,175.90
178.86,178.87,179.88,177.81
178.00,179.52,180.60,176.41
179.57,180.78,181.60,178.66
179.44,179.20,181.25,178.79
178.75,175.43,179.07,174.99
175.00,179.31,179.39,174.36
179.94,182.42,183.04,176.80
181.54,188.54,188.72,181.54
189.09,190.12,191.44,188.45
190.11,193.50,194.70,188.56
191.83,196.67,197.13,187.15
196.22,195.12,197.19,194.59
193.33,191.43,193.74,190.62
191.20,194.83,195.00,190.50
193.73,192.82,194.75,192.06
194.47,191.10,194.52,190.38
191.70,186.82,192.50,186.38
186.60,184.99,187.28,183.30
186.34,188.65,189.99,184.29
188.04,188.42,189.14,187.06
188.46,190.34,190.51,187.68
189.27,194.27,195.99,189.27
195.75,197.00,197.72,191.44
197.55,195.01,197.55,194.71
195.80,196.73,199.65,195.80
195.95,196.22,198.33,194.49
196.48,196.44,197.44,194.73
197.10,197.97,199.69,195.97
200.00,201.96,209.71,190.49
200.83,194.04,200.83,193.01
193.79,196.59,197.75,192.57
196.67,197.64,198.93,196.50
196.31,193.43,197.57,192.77
192.68,191.67,195.23,190.24
192.51,191.09,195.38,190.69
190.56,188.97,191.00,185.64
188.48,191.55,192.74,187.80
192.12,194.96,195.01,189.22
194.02,193.25,196.77,192.70
194.39,193.71,195.62,189.38
192.89,191.73,194.46,189.31
192.90,195.63,196.73,192.37
195.32,191.43,196.11,190.68
191.17,192.05,194.60,187.40
191.31,192.63,195.18,189.90
196.40,197.25,198.37,193.00
196.77,195.14,198.14,193.50
196.44,199.19,200.58,195.66
199.99,198.41,200.62,196.33
198.19,199.91,200.50,198.19
199.42,203.86,203.94,199.28
204.42,204.48,204.89,201.67
203.79,206.44,206.78,202.93
206.65,209.54,209.89,205.70
209.57,208.80,209.57,206.56
208.97,208.15,209.50,207.54
208.40,208.38,209.16,207.41
207.77,209.28,209.79,207.00
208.01,208.34,208.72,207.30
206.28,204.80,208.79,204.68
203.23,202.09,206.25,201.93
202.27,201.95,203.50,200.88
202.42,205.05,205.73,201.77
203.78,205.78,206.36,203.00
205.87,205.60,207.05,203.00
207.45,210.54,211.90,207.16
210.99,212.33,213.35,210.13
212.85,208.97,212.85,208.29
211.06,209.50,211.06,208.81
200.40,198.49,205.80,198.05
195.14,195.02,199.39,192.66
196.56,200.02,200.85,196.56
202.48,206.77,206.90,201.09
207.27,210.29,210.53,206.14
210.00,212.86,213.23,209.35
212.82,211.16,215.00,210.25
210.47,214.10,214.11,210.02
215.00,214.45,215.70,214.01
216.33,215.80,217.32,214.91
217.53,217.47,218.40,216.20
219.59,219.57,221.44,217.20
219.78,216.40,220.74,216.34
217.52,217.00,218.40,213.38
216.99,215.73,218.45,215.63
216.37,215.43,218.18,213.78
215.71,216.18,217.42,215.18
217.44,218.35,219.40,216.18
219.10,215.01,219.80,213.95
216.10,220.66,220.87,213.54
221.54,222.79,223.33,219.35
221.94,221.83,224.07,221.20
219.82,219.84,222.80,205.01
209.35,210.67,212.43,203.52
209.63,209.10,210.52,206.19
209.96,210.75,211.33,208.54
211.18,207.94,211.22,207.47
206.82,210.29,210.59,200.19
210.43,208.17,210.43,207.31
208.96,211.98,212.76,206.55
211.29,210.61,212.31,209.26
210.33,210.34,211.93,209.41
209.78,211.39,211.45,208.37
212.00,214.64,215.02,211.49
213.88,214.80,215.09,210.35
215.02,214.69,215.92,213.92
214.08,212.94,215.46,212.33
213.33,206.35,213.33,200.50
206.08,206.70,207.50,204.82
206.65,207.08,207.72,205.38
206.89,207.28,207.47,205.05
207.98,208.76,209.95,206.79
207.80,208.65,210.48,207.80
208.50,211.77,213.03,207.17
211.29,211.32,213.16,209.33
212.24,211.96,213.87,211.10
212.00,211.21,212.26,209.87
211.49,208.94,213.32,208.72
207.94,210.63,210.96,206.90
211.39,213.21,213.50,210.56
214.00,212.29,214.09,211.36
212.67,213.17,214.10,212.36
211.91,209.73,212.81,209.37
207.94,205.08,208.94,204.92
204.24,206.32,206.52,203.96
205.05,203.53,205.61,201.52
203.41,203.86,205.82,202.78
203.38,206.23,206.84,201.87
205.44,204.53,206.75,204.48
205.90,204.37,206.84,204.21
206.57,203.93,207.10,203.24
205.38,205.50,205.94,203.53
206.00,208.12,208.96,205.25
208.92,209.53,209.94,207.08
208.86,208.10,209.98,207.20
207.38,209.33,210.64,207.07
209.97,210.48,210.71,207.56
210.10,205.48,214.97,205.47
204.58,204.39,205.44,202.72
204.70,204.03,207.78,202.47
205.00,204.13,206.95,203.64
203.99,206.00,207.38,203.36
206.50,206.37,207.30,204.39
206.10,203.67,206.10,201.48
205.71,207.25,208.47,205.51
206.16,202.22,206.88,200.11
201.92,203.78,204.18,200.61
201.78,204.03,204.45,198.99
204.57,204.59,206.34,203.00
205.28,203.14,205.36,202.89
203.00,204.05,206.54,203.00
204.22,203.75,205.46,203.21
203.24,202.54,204.70,201.61
202.56,208.43,208.87,202.06
210.00,209.91,210.92,208.80
209.79,210.63,210.78,205.58
210.17,208.74,212.18,208.45
210.85,206.51,211.30,204.80
206.20,208.53,209.99,206.20
210.52,210.99,211.54,208.35
211.19,215.26,217.81,210.69
211.95,210.54,211.95,201.39
210.20,210.03,213.22,208.13
208.91,210.59,212.56,208.53
213.00,216.00,218.25,210.57
204.10,207.14,215.20,201.91
203.36,201.09,204.89,199.94
201.95,196.96,204.41,193.46
197.10,198.60,201.44,195.65
199.34,190.92,199.39,189.25
191.66,200.11,200.91,190.81
199.61,205.88,206.52,195.98
205.31,210.81,211.49,205.31
210.50,209.81,212.92,209.60
210.00,211.19,212.97,209.17
211.78,210.17,212.01,208.83
209.81,209.10,209.98,207.24
209.70,211.30,211.96,209.29
210.94,210.41,212.08,209.78
208.75,208.51,210.44,208.13
209.77,204.93,210.00,204.57
205.05,195.40,209.69,194.22
