COO,Cooper Companies,NASDAQ
117.97,118.60,119.00,117.48
117.48,117.85,119.05,116.75
118.96,116.84,119.39,116.27
117.92,117.66,118.58,117.18
118.38,117.80,118.49,117.30
117.70,119.05,120.92,116.81
119.64,120.89,121.07,119.23
120.96,121.93,122.54,120.83
121.10,121.65,121.97,120.00
122.56,123.64,123.78,121.81
124.10,123.34,124.73,123.17
123.62,123.79,124.25,122.61
124.01,124.42,124.90,122.96
125.47,123.70,125.60,123.65
123.61,125.36,125.49,122.03
125.18,127.07,127.46,124.55
127.39,125.07,128.37,124.59
125.80,125.78,126.77,125.68
125.97,126.62,127.21,125.88
126.50,126.84,127.01,125.82
126.88,128.31,128.31,125.67
128.15,127.50,129.06,127.01
128.09,126.89,128.45,126.40
126.84,126.22,127.46,125.36
126.18,125.79,126.18,124.66
125.47,125.72,126.34,124.08
126.39,125.32,126.39,124.40
125.83,127.35,128.29,125.67
128.47,129.61,130.37,128.05
129.17,129.05,129.17,127.65
128.75,130.47,130.47,127.48
130.00,130.15,130.69,128.22
130.00,130.14,130.83,128.00
130.85,131.66,131.94,129.91
131.20,131.61,132.29,130.47
131.13,131.72,132.73,131.13
131.65,131.50,133.53,129.85
131.99,131.74,131.99,131.11
130.83,129.42,130.91,129.00
129.44,129.43,130.21,128.02
129.28,128.94,130.36,128.06
128.76,129.74,129.85,127.54
129.47,129.22,130.24,128.53
129.49,130.00,130.42,128.40
130.05,130.16,130.86,129.21
130.09,129.63,130.76,128.78
128.74,129.53,130.28,128.03
129.77,130.42,131.14,128.60
130.45,131.73,132.17,129.39
131.73,130.61,132.21,129.76
131.79,131.82,132.99,129.81
131.76,133.36,133.58,131.76
132.70,133.25,134.20,131.42
131.90,130.92,131.90,126.79
131.33,133.12,133.27,131.33
133.95,134.97,135.01,133.32
135.06,134.47,135.41,134.13
134.54,132.03,134.77,131.79
132.20,132.07,132.74,131.55
133.80,133.32,134.40,132.80
133.32,134.41,134.52,133.27
134.20,134.72,134.75,132.49
134.76,131.99,135.22,131.47
131.72,131.31,132.62,130.76
131.11,129.25,131.27,129.02
129.24,127.79,129.25,127.61
127.96,129.24,129.66,125.88
129.58,129.98,130.74,128.64
129.66,130.53,130.78,128.48
129.00,129.69,130.36,128.44
130.00,130.76,131.99,129.37
130.29,129.47,130.29,128.03
129.20,126.86,129.93,126.83
126.95,127.07,128.06,126.23
126.21,126.41,127.21,124.00
126.75,124.96,127.72,124.88
124.99,125.51,126.34,124.04
126.67,127.27,127.43,126.08
127.63,129.68,129.76,126.87
128.99,129.60,129.96,127.92
129.77,127.86,129.78,127.63
128.19,127.91,128.95,127.54
127.68,127.13,127.84,126.92
127.70,125.92,127.84,125.49
126.19,127.37,127.58,125.29
127.04,128.40,129.08,127.04
128.10,128.35,128.66,127.07
128.80,128.77,129.15,127.83
128.64,129.18,129.28,127.61
128.93,129.64,129.87,128.27
130.00,131.16,131.16,130.00
130.92,129.75,132.15,129.00
129.95,129.21,130.26,128.03
129.44,128.35,130.51,127.53
128.25,129.05,129.18,127.33
126.47,128.49,129.11,126.47
129.24,127.88,129.24,127.71
128.28,125.72,129.04,125.64
125.67,127.07,127.58,125.48
127.39,127.16,128.49,126.71
127.02,127.85,128.11,126.04
127.11,127.60,128.82,127.11
127.63,126.98,128.49,126.49
126.70,129.35,129.41,126.51
129.23,128.00,129.27,127.23
127.75,127.96,128.56,127.33
127.96,128.00,129.21,127.70
128.46,132.22,132.23,128.46
132.49,133.61,134.47,131.87
133.56,132.83,133.96,132.60
132.56,130.64,132.81,130.60
130.72,131.79,131.87,129.99
132.12,131.74,133.42,131.45
131.64,132.26,132.72,130.68
131.40,132.79,133.06,130.42
133.52,131.88,133.52,130.64
134.38,133.73,135.00,132.19
126.66,125.76,127.40,125.02
125.15,126.58,126.86,125.10
126.06,123.74,127.17,123.68
124.23,119.89,124.40,119.60
119.56,119.53,121.33,118.58
119.64,121.21,124.23,119.64
120.84,120.56,122.07,120.42
120.34,122.14,123.53,119.31
122.33,121.43,123.87,119.90
121.13,122.60,122.89,121.02
122.62,127.00,127.00,122.52
126.93,126.09,128.05,125.49
126.23,126.66,127.19,125.56
126.66,125.65,127.00,125.39
126.01,125.58,126.44,125.46
125.88,124.99,126.99,124.91
125.37,123.84,125.84,123.35
123.25,123.05,123.97,122.29
123.09,123.55,124.12,122.46
123.85,122.27,124.49,121.02
120.42,123.95,124.51,120.16
123.76,124.07,124.64,123.24
124.27,125.83,126.69,124.15
125.82,126.14,127.17,125.35
125.87,124.05,125.99,123.86
124.39,126.38,126.94,124.39
126.20,129.07,129.98,126.20
128.91,130.62,131.30,128.71
130.54,129.70,131.52,129.42
130.86,129.41,130.86,127.81
129.72,127.35,129.95,127.20
126.40,126.30,127.76,125.62
126.18,122.70,126.18,122.11
122.91,123.80,125.17,121.47
123.94,123.72,124.69,123.02
123.57,123.06,125.29,122.50
124.55,125.24,125.36,123.71
123.33,124.28,124.95,122.42
123.29,117.30,123.50,117.23
117.58,119.37,120.47,116.95
119.42,119.74,120.45,118.33
120.03,120.15,120.96,119.06
120.55,123.40,123.54,120.49
123.38,124.85,124.89,122.92
124.73,126.15,126.77,124.57
126.17,126.59,127.24,125.50
125.91,126.54,127.88,125.91
126.41,124.96,126.75,124.23
125.20,127.39,127.43,124.84
126.81,126.98,128.12,126.12
126.92,128.52,128.71,125.38
127.25,127.54,128.84,126.26
127.45,128.30,129.66,127.38
128.36,128.60,128.62,126.60
128.73,129.44,129.82,127.16
129.22,129.65,130.14,127.70
130.37,128.21,131.20,127.34
127.87,128.14,129.66,127.55
129.28,132.40,132.53,129.02
132.45,130.88,132.66,130.88
130.88,130.09,132.95,129.59
136.65,136.48,145.34,133.00
135.52,134.23,136.66,133.84
134.43,133.05,134.91,132.85
132.04,134.44,134.85,130.97
134.85,133.55,136.20,133.08
132.73,132.35,134.63,132.10
133.09,133.67,134.45,132.68
134.38,136.59,137.50,133.49
136.59,137.62,138.92,136.22
137.33,138.58,139.31,136.38
139.47,134.00,139.47,134.00
134.70,134.41,135.90,132.81
135.70,133.97,135.98,132.77
134.93,133.25,135.49,133.16
133.43,131.57,133.58,131.23
132.04,132.30,133.00,131.20
133.86,137.36,137.60,132.48
136.92,138.37,139.30,136.54
138.57,137.40,139.38,136.74
137.42,137.50,138.27,136.12
138.10,132.58,138.94,132.40
132.37,130.66,132.45,128.64
130.65,130.43,131.41,129.36
130.78,132.72,132.75,129.00
132.31,126.10,132.31,125.84
124.96,123.62,125.67,123.49
124.93,126.79,127.07,124.22
127.29,126.67,129.18,124.02
127.95,129.18,129.98,126.55
128.52,128.66,129.82,126.30
126.10,128.04,129.45,126.10
128.84,130.07,130.48,127.92
129.97,129.30,130.23,128.76
130.07,130.53,130.95,128.81
129.46,129.10,130.22,128.32
129.87,130.12,131.03,128.35
131.00,131.81,132.56,130.12
131.32,131.91,132.12,130.75
132.12,132.27,133.42,130.97
132.68,133.80,134.47,132.08
132.58,134.11,134.57,132.38
133.61,133.85,134.48,132.37
134.62,133.57,134.62,131.30
133.66,132.20,135.56,131.86
132.11,132.73,133.66,129.81
134.03,135.24,136.58,133.08
135.72,134.72,136.46,134.15
134.24,133.40,135.50,133.20
133.27,132.24,133.29,130.72
132.92,133.22,133.26,131.39
132.88,133.85,134.56,132.81
133.62,131.08,133.70,127.02
131.85,130.01,132.49,129.90
130.05,129.94,131.26,129.60
130.00,130.15,130.54,129.34
131.15,129.88,131.47,129.38
130.00,127.45,130.21,127.38
128.04,128.39,129.12,127.36
128.65,129.02,129.59,128.06
129.65,131.09,131.16,128.80
130.23,130.98,132.62,130.23
130.69,131.07,131.44,130.05
130.75,131.11,131.67,129.83
130.82,133.36,133.56,127.62
133.39,133.18,133.99,130.75
133.33,132.57,133.63,131.94
132.49,133.03,133.10,131.67
132.83,131.45,133.45,131.15
131.71,130.64,131.71,129.97
131.00,132.07,133.09,130.41
132.41,135.28,135.63,132.17
135.30,134.95,135.80,133.55
135.45,136.03,136.29,134.50
136.29,137.18,137.24,135.62
137.25,136.51,137.25,136.18
135.71,134.99,136.05,134.93
134.98,136.86,136.93,134.44
137.10,135.65,137.10,135.02
135.17,137.04,137.12,134.42
136.99,135.53,137.06,134.72
140.48,146.95,147.56,140.43
146.50,146.66,147.52,145.76
146.48,145.32,146.70,144.54
145.16,144.66,145.16,143.97
144.94,145.25,145.50,143.93
146.21,149.54,149.95,145.36
148.82,148.83,149.87,147.66
148.38,150.21,150.44,148.05
150.76,150.39,151.22,149.57
150.56,150.78,151.03,149.08
151.23,151.09,151.55,149.54
150.07,148.76,150.34,148.35
148.97,151.00,151.31,148.43
149.63,152.14,152.46,148.83
152.19,154.60,154.98,152.08
154.93,156.01,157.20,154.01
155.98,160.85,161.65,155.43
160.76,159.97,160.93,158.00
159.59,159.67,160.39,158.92
159.78,160.45,161.39,159.14
161.22,163.13,163.20,160.54
162.08,160.88,163.24,159.84
160.49,159.90,161.69,159.22
160.71,159.46,160.77,158.42
159.05,158.30,160.58,158.00
158.00,158.01,158.79,157.56
158.46,158.07,160.39,157.69
158.24,158.39,159.19,157.88
159.14,158.13,159.88,157.96
158.08,158.44,158.59,157.65
159.00,161.44,161.63,159.00
161.59,160.47,162.33,160.08
161.65,160.65,161.94,159.32
161.58,161.91,163.57,161.58
162.04,161.85,162.83,161.21
161.16,161.83,162.37,160.18
162.31,162.80,163.75,162.08
162.99,162.08,163.34,161.73
163.19,161.26,163.19,160.52
161.40,162.63,163.90,161.40
162.99,163.61,163.88,161.46
163.57,162.98,164.17,162.43
163.55,163.03,164.48,162.25
163.49,162.99,164.85,162.95
163.39,161.29,163.54,161.14
161.92,160.95,163.99,160.60
160.44,162.42,162.43,157.76
162.52,164.29,164.57,161.68
164.25,162.55,164.31,161.84
163.00,162.62,163.55,161.62
161.49,161.33,162.73,160.04
161.24,158.47,161.24,158.25
158.85,157.77,158.86,157.67
157.63,158.05,158.09,155.54
158.25,157.40,159.21,157.09
157.90,157.01,158.16,156.25
157.50,159.15,160.35,157.00
159.13,158.81,160.08,158.21
157.65,156.00,158.00,155.95
156.48,157.27,157.61,155.64
156.60,155.59,156.78,154.64
156.21,156.21,157.00,155.66
155.00,156.61,157.77,154.76
156.66,155.75,157.08,155.40
155.50,155.04,155.87,153.76
155.18,155.34,156.10,153.24
156.27,156.21,157.96,155.67
156.63,155.99,157.72,155.82
155.18,153.15,156.44,153.10
152.99,154.68,154.95,152.02
154.13,154.30,155.80,154.06
153.58,150.27,154.93,150.25
149.88,147.65,151.08,147.49
147.89,148.67,149.53,145.07
146.00,146.12,148.51,143.62
144.78,148.00,148.67,144.05
149.06,149.74,150.58,148.15
149.76,151.30,151.36,147.73
152.87,156.55,156.55,152.25
157.02,154.70,157.02,154.64
155.53,156.13,157.07,155.43
156.42,157.20,157.48,156.22
156.83,158.50,158.66,156.44
159.19,160.76,161.74,158.54
160.62,162.73,162.81,160.09
162.86,163.66,164.10,162.09
166.52,163.90,166.52,163.19
164.89,162.69,165.53,162.14
162.81,163.07,164.41,162.25
164.84,164.30,164.99,163.47
164.29,166.08,167.59,164.29
166.44,165.00,167.08,164.53
165.25,160.42,165.86,159.95
160.64,160.03,161.48,159.18
159.38,160.83,161.48,158.91
161.15,161.73,164.33,160.27
161.00,161.73,163.27,160.54
161.73,165.51,165.51,160.72
165.68,170.15,170.36,164.83
170.28,167.93,171.54,166.78
167.37,167.39,169.50,165.79
168.28,167.15,169.03,166.26
167.50,169.32,169.43,166.63
169.22,166.65,169.90,164.44
167.05,169.15,169.15,165.99
169.70,168.90,169.98,168.48
168.59,166.72,168.90,166.64
166.13,166.76,168.07,164.87
167.45,169.53,169.87,166.33
169.44,168.77,170.22,167.14
163.50,162.00,165.00,161.02
160.86,162.35,163.30,160.71
161.23,162.28,162.41,158.12
161.68,158.42,162.46,158.23
159.67,159.02,161.22,158.57
158.16,158.25,160.32,157.88
159.43,155.97,159.43,155.62
154.58,154.96,156.70,154.21
155.72,159.61,159.75,154.46
161.83,162.28,162.28,159.92
162.29,162.87,163.41,161.07
162.70,163.57,163.90,162.34
164.41,163.20,164.41,161.23
163.02,164.19,164.59,162.20
164.21,164.00,164.41,163.55
163.27,164.77,165.37,162.41
164.41,163.79,164.96,163.04
164.28,162.09,165.48,162.02
162.88,160.61,163.94,159.94
159.47,159.37,161.29,158.59
159.82,157.12,160.60,156.35
158.54,162.22,162.40,158.27
163.06,162.88,164.93,162.36
163.37,161.86,164.45,161.61
162.68,161.11,163.17,160.44
162.97,161.12,164.49,160.02
159.64,160.65,161.90,159.27
160.79,159.69,161.52,159.41
158.92,159.75,160.36,158.34
159.56,160.02,161.72,158.63
160.19,162.69,162.82,159.36
162.98,164.10,164.85,161.84
163.55,161.75,164.35,161.57
161.28,162.21,162.40,158.72
160.48,162.58,163.22,159.72
163.84,160.08,164.63,159.76
159.53,160.10,160.55,156.76
159.05,157.65,159.89,157.13
158.25,157.82,158.25,154.80
158.76,157.84,159.45,156.12
157.18,160.00,161.32,157.18
160.15,161.53,162.91,160.15
161.87,161.28,162.42,160.35
160.25,158.83,161.24,158.12
160.16,161.90,162.06,159.24
162.01,161.96,162.61,161.21
162.53,163.02,163.82,161.47
162.73,165.20,165.24,162.24
165.31,163.30,165.63,163.11
163.60,165.11,165.25,162.45
164.79,164.35,166.24,164.14
164.35,165.81,165.94,163.64
165.27,165.02,165.75,164.15
165.02,164.43,166.24,164.03
164.60,163.46,164.86,162.54
163.08,165.45,165.56,163.02
164.84,163.97,165.39,163.44
164.34,165.73,166.07,163.39
164.61,164.77,165.16,162.53
164.50,164.26,165.51,163.50
164.83,165.26,166.79,164.21
174.33,180.26,181.98,172.56
179.00,183.45,183.51,178.21
181.64,182.24,183.20,180.90
182.98,185.43,185.70,181.66
186.40,185.05,188.84,184.71
184.81,185.84,186.17,184.18
186.00,188.15,189.30,185.04
187.39,187.74,188.38,184.80
187.75,186.25,187.81,185.25
186.36,187.36,187.76,185.74
188.75,187.44,189.98,186.05
187.44,184.19,187.44,183.65
183.34,183.87,185.27,182.47
184.05,184.41,187.02,184.05
183.48,185.09,186.04,182.15
185.61,186.17,186.81,184.30
186.86,189.09,190.00,186.27
189.00,187.42,189.23,187.26
186.91,186.59,188.37,184.85
186.88,187.70,189.68,186.47
187.26,188.38,189.47,186.91
189.17,185.05,189.91,184.98
185.00,186.51,187.27,184.16
185.67,186.92,188.11,185.07
187.58,187.25,188.61,186.57
186.96,186.41,188.12,186.03
186.71,183.06,186.79,182.76
183.58,182.67,184.63,182.52
182.79,179.93,182.79,179.78
178.64,180.32,180.69,178.02
181.20,181.04,182.74,181.00
181.33,181.75,182.52,180.54
181.28,182.93,182.98,180.45
182.96,182.99,184.24,182.46
182.74,181.75,183.89,181.43
182.82,180.67,183.20,178.46
180.00,182.10,182.58,176.99
182.01,180.88,183.13,180.21
179.72,178.07,181.72,177.17
178.19,178.00,180.86,177.65
178.53,179.08,182.65,177.90
178.68,177.44,179.41,175.48
177.20,177.82,178.85,175.85
177.83,177.45,179.42,176.64
178.87,180.85,181.47,178.87
180.14,179.33,181.71,178.53
178.32,178.53,178.93,177.05
178.28,178.39,179.63,177.76
179.16,180.78,181.02,178.00
181.38,180.98,181.78,179.59
180.75,182.34,182.78,180.02
182.33,183.06,183.53,181.24
182.79,182.78,183.96,181.70
182.39,179.80,182.50,179.54
179.72,180.75,182.20,178.88
179.66,179.17,180.68,178.25
179.46,179.18,180.69,178.40
178.81,180.78,181.91,178.71
180.41,181.77,182.35,179.44
182.04,182.97,183.90,180.72
182.12,182.28,183.25,180.92
182.62,184.84,186.37,181.75
183.01,180.14,184.48,179.74
174.89,175.37,176.69,170.50
175.07,173.43,176.04,173.21
173.70,171.43,173.99,170.78
172.20,173.24,173.78,171.43
173.68,176.79,177.17,173.68
176.00,177.47,178.05,175.69
176.29,176.29,176.82,175.27
176.36,176.39,177.39,175.54
176.95,177.78,178.39,176.02
177.72,177.83,179.38,177.32
178.67,180.00,181.73,177.72
180.42,177.34,181.01,176.72
177.74,177.22,178.82,175.94
176.75,174.45,177.93,174.35
174.56,175.70,176.68,174.56
176.15,178.88,178.94,175.22
176.89,176.75,179.50,176.17
178.28,177.97,179.07,177.03
178.72,176.16,179.73,175.76
176.66,176.59,177.32,175.56
175.54,176.48,177.64,174.61
176.74,177.53,177.64,174.94
176.82,173.90,177.75,173.40
175.62,174.68,175.99,174.04
176.66,176.12,177.98,175.89
177.00,178.20,178.57,176.46
178.31,179.68,179.86,178.26
179.18,175.30,179.97,175.23
176.28,176.67,177.35,175.06
176.63,174.07,176.74,173.50
174.48,176.43,176.64,173.78
176.65,173.65,176.95,172.11
173.49,172.50,174.75,171.15
172.71,173.71,175.21,172.71
173.14,173.39,175.75,172.34
172.80,171.86,173.49,171.17
172.64,175.20,175.27,171.36
175.59,176.42,176.90,174.41
176.63,176.50,177.22,174.45
177.01,177.00,179.01,175.76
177.33,177.15,178.49,175.97
177.00,175.97,178.43,174.91
177.09,178.53,179.75,176.38
178.35,175.10,179.51,171.98
174.88,173.88,175.51,172.14
174.74,175.60,176.96,173.86
174.38,173.39,176.03,172.45
172.82,173.78,174.52,171.01
173.84,173.87,174.92,172.64
173.41,173.29,173.98,171.62
172.39,174.00,174.56,170.67
173.84,175.02,175.96,173.10
173.85,170.90,173.85,170.42
169.55,166.47,170.57,166.29
164.92,162.42,165.84,161.51
153.73,157.50,161.10,149.72
160.81,156.98,162.50,156.75
159.78,161.27,162.91,157.90
163.67,164.20,165.58,162.28
163.79,164.74,165.18,162.74
164.20,162.42,165.69,161.93
159.67,159.41,161.00,158.72
160.76,162.40,162.80,160.18
163.24,161.31,164.54,160.94
142.11,150.87,155.57,142.11
152.81,148.92,153.08,147.54
149.69,148.79,151.60,148.47
149.03,148.57,149.99,148.25
148.28,149.66,151.02,147.15
149.61,147.80,150.38,147.51
148.41,148.59,148.97,147.38
148.67,149.93,150.05,147.28
150.00,150.54,151.98,149.28
149.45,152.98,153.55,149.14
153.96,154.86,158.17,153.28
153.05,154.44,154.85,151.45
154.14,155.02,157.15,153.52
154.49,153.90,154.52,153.07
154.14,149.86,154.99,148.80
148.50,144.76,149.55,142.22
144.58,145.29,146.87,143.18
147.12,148.86,149.80,145.23
148.57,146.68,149.71,143.47
144.82,148.87,148.88,143.52
150.17,148.18,150.95,147.39
147.71,144.71,148.65,144.54
145.00,142.68,145.54,142.24
142.55,141.99,143.48,141.25
141.11,137.62,141.11,137.05
137.06,139.19,139.74,136.75
138.90,139.44,140.59,138.22
139.91,140.19,141.21,139.51
140.33,145.23,145.36,139.67
145.77,144.34,147.23,143.67
144.09,143.71,144.88,142.58
143.76,144.96,145.21,142.89
145.90,146.12,147.08,143.68
146.69,143.47,146.69,142.36
143.52,146.31,146.94,143.00
146.38,146.54,147.10,145.08
146.28,146.50,146.62,143.53
146.42,149.00,149.11,145.60
148.84,150.38,150.44,148.10
150.22,152.36,152.60,150.16
152.67,154.77,155.18,151.02
154.70,152.14,154.73,151.66
152.37,153.48,153.88,151.17
152.65,153.51,154.32,150.97
153.50,153.31,154.41,152.59
152.94,152.02,153.69,149.64
151.82,151.95,153.02,150.88
152.29,148.70,152.29,148.65
148.57,146.82,149.05,146.40
146.76,147.46,148.04,145.80
147.50,150.12,150.13,147.26
148.92,144.52,148.92,143.60
144.67,145.70,146.19,143.52
145.56,144.44,146.06,144.06
144.99,144.27,145.27,143.94
144.67,143.16,145.80,142.92
142.20,144.35,145.14,141.84
144.64,145.31,146.16,143.91
145.14,146.96,148.00,144.84
147.15,146.25,147.87,145.34
146.34,147.99,148.16,146.32
148.10,149.38,149.71,147.28
149.78,142.05,150.48,141.24
126.23,130.34,131.36,121.01
129.78,132.33,133.68,129.78
131.60,134.88,136.20,131.00
133.81,131.60,134.90,130.62
131.66,134.94,136.14,131.48
134.23,135.20,135.52,133.95
135.00,134.82,135.25,132.58
136.05,136.51,137.25,135.78
136.88,138.26,138.54,136.50
137.74,136.44,138.20,135.91
136.00,135.69,136.75,134.23
135.84,133.70,137.06,132.99
134.37,134.35,135.10,132.64
135.14,136.25,136.95,134.22
135.63,136.34,137.16,135.09
135.65,136.07,136.89,135.41
136.52,136.36,137.44,135.74
136.52,135.48,137.22,135.43
135.08,134.20,135.86,134.11
132.46,131.86,132.46,130.94
132.33,131.58,133.30,130.75
129.95,131.59,132.37,129.30
129.89,127.96,130.76,127.85
128.64,128.71,129.98,128.41
129.12,127.66,129.48,126.43
128.48,127.60,129.97,126.32
128.03,125.45,128.70,125.29
125.56,124.04,126.09,123.19
121.58,121.86,123.44,119.77
123.00,121.01,123.50,119.67
119.60,124.14,124.73,119.28
124.33,123.85,125.64,122.45
125.07,127.85,128.21,124.89
127.22,125.51,127.67,125.45
126.13,128.91,129.75,124.50
128.32,128.60,129.13,124.89
129.42,126.83,130.97,125.45
127.18,131.15,131.33,127.18
129.00,132.05,132.61,127.97
131.07,131.99,134.40,130.35
132.99,133.47,134.40,131.02
132.85,131.87,133.98,131.29
131.17,127.11,131.17,127.00
126.05,125.42,127.51,123.80
124.44,128.00,129.03,124.40
128.73,132.29,133.36,128.25
130.53,134.27,135.27,130.50
134.62,133.58,134.98,133.25
135.00,137.89,137.94,135.00
138.90,139.33,139.72,138.02
139.32,139.56,141.66,138.17
139.28,140.84,140.87,138.27
141.83,142.51,142.95,141.03
141.58,141.06,141.79,139.15
140.35,141.44,142.49,139.34
142.19,144.96,144.98,141.38
145.46,144.81,145.50,143.61
144.48,142.96,145.41,142.84
143.96,145.46,145.67,142.32
144.94,143.41,145.44,141.51
143.19,145.01,145.01,141.85
151.00,152.64,156.31,149.67
152.56,152.15,153.54,150.45
151.33,148.92,151.79,148.72
149.18,147.93,149.24,144.17
147.99,149.02,149.44,146.97
148.14,150.47,150.93,147.88
149.68,148.87,150.69,148.38
147.96,145.96,148.99,145.68
145.95,145.89,148.06,145.16
145.75,144.51,146.38,142.98
145.20,150.00,151.68,141.67
149.33,150.56,151.69,148.97
149.83,149.86,150.61,149.08
149.83,148.61,149.83,148.03
147.69,148.80,148.91,146.89
149.00,149.44,150.03,147.77
148.79,154.65,155.64,148.76
155.10,156.05,156.31,154.30
155.70,153.97,156.25,153.79
153.57,157.60,158.65,152.50
158.73,156.67,159.12,156.08
155.46,155.42,157.08,154.00
155.63,159.51,159.60,155.63
158.70,156.26,159.22,154.93
157.11,155.21,157.34,154.65
155.40,154.95,155.89,153.55
155.18,155.45,156.02,154.43
156.19,154.80,156.60,153.69
154.51,153.77,155.26,153.76
155.00,156.23,156.70,154.68
155.21,157.19,157.80,154.91
157.49,157.45,158.21,156.57
157.73,158.74,159.59,156.67
158.57,158.63,161.17,158.18
158.32,157.86,159.69,156.46
157.98,157.36,158.67,156.57
157.61,159.08,159.27,156.92
159.36,158.04,159.46,156.62
156.67,155.80,158.31,155.47
154.97,153.08,156.20,152.71
152.77,154.61,155.02,152.62
154.03,154.31,155.02,153.10
153.49,153.26,154.00,152.45
153.41,153.69,154.46,152.82
152.38,153.31,154.15,152.09
153.29,155.13,156.60,152.58
155.12,156.06,156.79,154.12
156.13,155.02,157.52,155.00
155.76,155.41,157.84,153.83
155.69,155.97,157.90,155.29
158.36,160.33,161.73,157.21
160.03,158.20,161.17,157.51
158.00,158.28,160.42,156.60
157.49,159.29,159.76,156.84
159.45,160.35,161.04,156.70
160.85,161.10,161.99,159.98
161.84,163.01,163.35,160.88
163.93,164.62,164.83,162.46
164.71,161.93,164.71,161.14
162.00,162.50,163.14,161.11
163.34,162.81,164.14,162.33
162.91,165.63,166.07,161.62
166.00,167.42,167.42,164.41
171.05,165.40,173.50,164.01
165.40,163.07,166.10,162.88
163.07,165.02,166.48,162.21
164.54,164.92,165.41,164.00
164.42,165.20,165.99,163.92
164.95,163.24,164.95,162.52
163.05,162.32,164.50,162.02
163.88,162.99,163.88,161.46
163.21,162.54,163.84,161.44
161.91,162.93,163.31,161.18
162.52,161.89,162.75,159.81
163.35,164.28,164.89,163.11
165.00,165.56,166.65,164.77
165.71,164.55,166.68,164.21
166.24,166.59,166.67,163.81
164.71,166.80,168.09,161.51
165.77,162.99,165.79,162.38
164.07,168.50,168.70,164.00
169.03,169.85,171.44,168.14
170.78,171.57,172.24,170.15
172.73,177.34,177.61,172.50
176.30,177.42,177.73,175.19
176.33,177.67,179.97,176.03
178.38,178.50,180.07,177.81
178.94,181.83,182.21,178.55
181.92,182.10,183.07,181.54
182.39,178.54,182.80,178.48
179.30,178.83,179.99,178.34
179.92,178.96,180.43,177.97
179.48,178.42,180.11,177.52
178.87,177.58,179.53,176.42
178.10,177.14,178.21,176.67
178.12,178.28,178.70,177.32
177.99,176.39,179.25,175.52
175.89,177.56,177.98,175.32
177.80,176.02,177.80,175.48
176.10,179.13,179.24,175.59
178.94,179.35,180.00,178.08
179.55,180.94,181.59,179.35
181.05,182.47,183.49,181.05
182.40,182.61,183.00,181.40
182.73,181.97,183.26,181.53
181.77,181.30,181.87,180.43
181.71,181.77,182.65,180.14
182.49,182.87,183.86,181.28
182.42,181.29,182.72,180.78
181.96,182.15,182.43,181.14
182.58,181.22,184.17,180.67
181.49,182.24,183.12,180.98
181.67,180.81,182.46,179.90
180.95,181.98,182.57,180.89
180.86,181.32,182.19,180.08
181.59,179.82,181.59,179.51
180.56,181.37,181.70,179.80
181.22,183.86,183.87,180.18
183.73,184.19,184.70,182.66
185.14,185.79,186.95,184.96
189.48,185.02,189.76,184.58
184.59,183.81,185.16,183.29
184.33,183.92,184.65,182.29
184.29,186.56,186.84,183.71
186.31,186.38,187.77,185.19
187.26,185.92,189.98,185.54
185.39,185.37,186.65,184.37
185.35,185.92,189.35,182.27
186.69,188.30,188.57,185.03
188.08,188.56,189.69,187.05
188.66,186.74,189.67,186.64
185.96,184.83,186.59,184.75
184.60,186.74,186.90,184.20
186.00,185.81,186.75,184.90
186.22,185.53,187.10,184.31
186.18,189.90,190.75,185.25
189.42,188.51,190.60,188.08
188.66,188.47,190.39,187.95
189.24,186.41,190.99,186.35
188.26,186.18,188.99,184.47
186.75,184.50,187.09,183.64
184.00,180.97,184.46,180.90
180.87,178.19,180.87,177.73
178.52,178.30,179.33,177.41
178.07,178.88,179.26,177.30
178.40,176.04,178.82,175.02
177.39,179.26,180.32,177.04
177.63,177.75,179.11,176.66
177.85,176.88,178.63,175.99
176.76,177.17,177.76,175.97
177.14,178.69,179.22,176.59
179.12,180.88,181.17,178.39
180.92,181.98,182.43,180.34
181.37,179.62,181.52,178.44
180.07,179.28,180.07,178.91
178.73,178.59,179.31,176.64
178.72,177.59,179.64,177.28
178.81,178.34,178.81,176.53
179.51,180.68,181.05,178.56
180.78,178.98,180.78,178.44
178.74,179.50,179.79,177.47
178.13,178.78,178.97,176.28
179.94,180.30,180.39,178.78
181.00,181.61,181.96,180.00
181.26,176.20,181.26,175.76
176.41,175.28,176.41,174.60
175.25,175.36,177.01,175.00
175.91,176.04,176.31,174.51
175.07,173.77,175.45,172.92
174.13,173.84,175.17,173.29
174.24,173.64,175.54,173.12
174.23,175.82,177.16,173.96
176.89,180.22,180.37,176.89
180.22,182.90,184.54,177.19
182.00,181.76,182.24,177.96
184.06,180.27,184.69,179.16
179.83,177.27,183.26,176.75
177.87,170.13,178.72,169.86
170.62,171.95,173.37,167.53
172.20,172.00,173.33,170.75
171.55,174.40,174.52,170.37
174.27,172.00,175.26,171.86
172.70,173.30,176.27,172.70
172.69,170.00,173.04,167.56
169.66,168.67,171.31,166.64
168.81,170.70,170.92,167.55
170.33,168.33,171.48,167.93
169.60,170.15,171.81,168.50
169.28,164.49,170.32,162.70
164.73,159.50,165.08,158.73
159.92,162.12,162.91,159.23
161.52,163.96,165.02,161.52
163.61,165.71,165.75,162.94
