NDSN,Nordson Corporation - Common Stock,NASDAQ
69.26,67.56,69.73,67.49
67.89,67.56,68.53,67.39
67.06,67.26,67.86,66.50
67.92,67.75,68.10,67.32
68.24,68.37,68.87,67.93
68.92,69.78,69.95,68.92
69.35,69.31,69.99,69.23
70.00,70.42,70.75,69.01
70.33,69.39,70.97,69.27
68.73,69.07,69.13,68.08
69.50,70.88,70.91,69.39
71.00,70.80,71.00,70.41
71.03,72.30,72.61,71.03
72.20,72.27,72.75,71.70
72.75,73.42,73.50,72.75
73.29,74.33,74.37,72.91
74.13,74.19,74.63,73.87
74.16,73.78,74.92,73.75
74.10,73.58,74.10,73.25
73.75,73.96,74.50,73.50
73.68,73.73,73.92,73.21
73.63,73.73,74.16,73.46
74.00,73.53,74.00,73.26
73.66,72.56,73.93,72.48
72.17,72.44,72.92,72.06
72.00,71.72,72.04,71.25
71.23,70.73,71.62,70.61
70.94,71.38,71.44,70.56
71.80,72.16,72.88,71.39
73.07,74.65,75.88,72.28
74.34,74.18,74.57,73.63
73.89,74.49,74.62,73.75
74.18,73.88,74.48,73.25
73.64,72.37,73.64,72.14
72.35,73.67,74.17,72.35
73.51,73.40,73.95,73.18
72.98,73.58,74.01,72.42
73.70,73.76,74.11,72.67
73.95,72.88,74.33,72.70
71.83,70.05,73.22,69.88
70.27,70.34,71.42,69.94
70.51,69.50,70.87,69.45
69.59,69.95,70.33,69.49
69.76,69.68,70.68,69.38
69.72,71.37,71.42,69.72
69.00,69.75,70.45,65.78
69.68,69.27,70.17,69.02
68.40,67.07,68.51,67.05
67.00,67.89,68.16,66.66
67.78,67.47,68.86,67.42
67.60,66.65,67.60,66.55
67.67,67.11,69.21,66.00
67.09,68.55,68.72,67.03
68.70,69.24,69.56,68.63
69.37,68.82,69.83,68.54
68.94,70.18,70.26,68.83
70.74,72.10,72.15,70.44
72.00,71.65,72.27,71.07
71.64,71.86,72.36,71.49
72.17,72.09,72.37,71.65
73.17,73.08,73.60,72.95
73.15,73.74,73.76,72.67
73.67,74.49,74.57,72.93
74.51,74.14,74.94,74.13
74.45,74.07,74.45,73.70
73.99,74.07,74.14,73.16
74.08,74.44,75.12,73.66
74.54,73.63,74.87,73.52
73.59,74.27,74.49,73.31
73.71,73.44,74.07,73.09
72.46,73.63,73.96,72.45
73.67,74.90,75.12,73.13
74.60,74.76,75.12,74.16
74.35,74.28,75.02,73.77
74.18,73.99,74.74,73.83
73.34,72.64,73.94,72.64
72.68,71.35,73.10,71.27
71.42,70.72,71.80,70.19
71.78,72.55,72.56,71.25
72.40,73.16,73.22,72.13
72.42,73.77,73.81,72.42
73.61,72.84,73.61,72.58
73.23,72.98,73.71,72.27
72.69,74.00,74.15,72.69
74.22,74.75,74.98,73.87
74.65,74.59,75.08,74.12
74.75,74.15,74.97,73.67
73.85,73.54,74.42,72.97
73.85,73.46,74.04,73.20
73.53,73.41,73.65,73.05
73.38,73.07,73.57,72.72
73.03,72.74,73.43,72.50
72.74,71.91,73.38,71.65
71.92,72.09,73.19,71.92
72.16,71.82,72.45,71.02
73.11,73.00,73.32,71.62
72.35,72.38,72.89,71.87
72.88,71.96,72.88,71.65
71.99,70.07,72.37,70.02
70.28,70.74,70.77,69.93
70.79,71.02,71.25,70.79
71.00,70.94,71.04,70.24
70.50,72.29,72.65,70.50
72.11,72.32,72.52,71.70
72.57,73.19,73.24,71.99
73.07,72.06,73.08,71.91
72.15,71.40,72.23,71.34
71.50,70.86,71.81,70.60
71.04,71.59,71.65,70.95
71.61,71.77,72.13,71.55
71.85,71.75,72.66,71.53
71.90,71.93,72.00,71.39
71.98,72.11,72.34,71.64
72.07,72.12,72.62,71.82
72.02,72.08,72.85,71.76
71.62,71.96,72.34,71.33
71.37,72.08,72.36,71.15
71.84,72.43,72.47,71.47
73.00,73.77,74.34,72.43
73.58,74.30,74.44,73.47
73.96,73.23,74.50,73.19
73.27,71.76,73.27,71.37
70.27,71.57,71.66,70.00
71.58,72.19,72.66,71.48
72.38,72.19,72.38,71.77
72.14,72.27,72.49,71.93
72.15,73.17,73.21,71.39
72.97,73.41,73.94,72.52
73.76,74.02,74.74,73.75
74.66,74.60,74.93,74.22
74.61,75.02,75.24,74.24
75.20,74.83,75.53,74.36
74.99,74.62,75.10,74.49
74.70,74.77,75.05,74.15
74.73,74.30,75.26,74.20
74.25,73.55,74.42,72.99
73.50,73.77,74.27,73.10
73.87,72.50,74.23,72.02
72.95,72.24,73.15,72.15
72.39,71.71,72.52,71.42
72.02,71.89,72.49,71.18
72.11,72.29,72.68,71.45
71.87,70.87,72.38,70.57
71.17,71.89,71.99,70.46
72.00,72.33,72.79,71.56
72.24,72.04,72.64,71.77
71.91,72.46,72.77,71.60
73.18,72.41,73.18,72.08
72.70,73.08,73.09,72.40
72.70,72.30,73.02,72.00
71.63,70.48,71.86,70.43
70.73,69.70,70.95,69.37
69.98,70.05,70.60,69.50
69.50,69.14,70.33,69.07
69.94,69.75,70.23,69.05
69.00,69.32,70.05,68.81
69.45,67.98,69.78,67.06
68.22,69.38,69.45,67.39
69.10,68.00,69.10,67.59
68.13,68.35,68.70,67.57
68.56,69.13,69.45,68.35
68.98,69.31,69.61,68.55
69.34,70.23,70.39,69.33
70.20,70.85,71.44,70.20
70.34,70.68,70.82,69.64
70.58,70.46,70.84,70.18
70.40,70.12,70.63,69.78
69.79,69.80,70.39,69.67
69.91,70.27,70.37,69.81
70.42,69.80,70.46,69.79
69.86,70.01,70.78,69.81
71.28,70.88,71.28,70.25
70.47,71.41,71.75,69.65
72.47,72.44,73.22,71.90
72.75,73.16,73.87,72.16
72.37,72.04,72.65,71.52
73.03,72.87,73.50,72.77
73.00,72.84,73.27,72.55
72.77,72.86,73.37,72.17
73.07,73.11,73.47,72.58
72.93,72.76,73.40,72.30
72.82,71.78,73.03,71.53
71.44,71.55,71.79,70.74
71.88,70.27,72.24,69.72
70.20,70.10,70.86,70.00
70.54,71.00,71.53,70.50
71.00,70.95,71.62,70.51
70.84,70.83,71.46,70.46
70.62,71.08,71.45,70.44
71.23,71.83,72.51,71.17
71.91,70.36,72.19,70.00
70.47,70.31,71.04,69.97
70.60,69.13,70.60,69.09
69.03,68.83,69.22,68.36
68.91,69.08,69.80,68.46
69.56,70.49,70.61,69.36
70.54,71.07,71.34,70.46
71.15,71.55,72.12,71.14
71.80,71.76,72.09,71.30
72.20,71.51,72.35,71.45
71.60,70.48,71.60,69.89
70.62,71.27,71.31,70.18
71.72,72.50,72.60,71.42
72.28,71.36,72.60,71.31
71.23,70.50,71.63,70.26
71.10,70.53,71.60,70.25
70.69,71.76,71.86,70.16
72.08,73.00,73.10,71.83
72.92,73.78,73.97,72.78
73.59,73.72,74.05,73.40
73.72,73.70,74.41,73.55
73.70,73.90,74.35,73.16
74.05,74.54,75.00,73.52
74.09,74.04,74.97,73.68
74.29,74.32,74.83,73.54
74.64,74.37,75.22,73.95
74.19,74.35,74.78,73.90
74.53,74.49,75.22,73.85
74.57,74.61,75.14,73.94
74.21,74.35,74.89,73.54
74.26,74.47,74.99,74.05
74.59,74.82,74.94,73.92
74.46,75.10,75.62,74.10
74.85,74.94,75.12,74.32
74.96,75.77,76.11,74.61
75.77,75.45,76.59,75.30
75.25,75.08,77.41,74.91
74.83,74.54,75.00,73.58
74.53,75.06,75.15,74.37
74.93,75.50,76.08,74.91
75.34,74.08,75.68,73.94
74.52,74.95,75.14,73.90
75.02,74.88,75.38,74.76
78.00,81.86,82.24,78.00
81.92,83.33,84.52,81.92
83.42,82.17,83.99,82.15
82.82,82.69,82.86,81.71
82.49,81.54,83.40,81.54
81.98,82.40,82.64,81.03
82.45,81.55,82.48,81.35
81.68,81.60,82.35,81.32
81.79,82.70,82.71,81.16
82.94,83.69,83.83,82.90
83.77,84.30,84.95,82.56
84.32,83.90,84.32,83.51
83.67,83.00,83.72,82.66
82.85,82.00,82.99,81.94
82.20,82.00,82.32,81.62
81.80,81.29,81.99,81.18
81.45,81.92,82.94,80.99
82.74,82.21,84.11,81.86
82.06,81.89,82.32,81.48
81.75,79.91,82.29,79.50
80.16,80.87,81.58,79.95
80.62,79.76,81.00,79.51
79.66,79.46,80.20,79.16
79.62,79.10,79.68,78.28
78.96,79.16,79.45,78.61
79.28,80.19,80.34,78.70
80.43,80.60,81.24,80.38
80.60,80.03,81.05,79.68
80.34,80.68,80.93,79.76
80.02,79.01,80.48,78.85
79.06,78.61,79.42,78.17
78.91,78.31,79.03,77.89
77.40,77.10,77.57,76.59
77.23,77.06,77.57,76.73
78.53,78.52,79.84,78.41
78.67,77.79,78.82,77.59
78.09,78.03,78.48,77.19
77.68,77.35,77.98,76.87
77.65,78.71,78.78,77.55
78.41,78.36,78.97,77.13
78.77,78.84,79.77,78.45
79.17,78.32,79.17,77.92
78.56,78.37,79.01,77.76
78.24,78.21,78.73,77.75
78.30,77.89,78.30,77.16
77.90,77.21,78.50,77.20
77.58,77.17,78.13,76.56
76.69,75.17,77.18,75.10
75.04,74.50,75.34,73.46
74.73,75.00,75.13,74.09
74.60,74.86,75.28,74.26
74.40,74.28,75.18,73.72
74.63,74.50,75.18,74.39
74.62,75.90,75.91,74.23
75.88,76.49,76.85,75.88
76.16,76.38,76.95,75.95
76.56,77.28,77.93,76.39
77.41,77.88,77.98,76.91
78.00,77.96,78.31,76.82
78.39,79.59,79.65,78.00
79.72,79.64,80.07,79.27
79.40,79.73,79.81,79.04
79.75,79.80,80.17,79.05
81.76,80.36,81.94,78.76
80.85,81.14,81.87,80.19
81.29,81.34,81.56,80.74
81.49,80.84,81.49,80.54
80.74,80.73,81.11,80.01
81.00,81.06,81.15,80.50
81.20,81.34,82.60,80.91
81.78,81.22,81.78,80.78
81.51,81.50,82.00,81.03
81.24,81.23,81.64,80.56
80.87,80.92,81.26,80.36
80.87,80.41,81.10,80.25
80.51,80.31,80.73,79.36
79.92,79.88,80.17,79.56
79.71,79.35,79.95,79.20
79.46,79.23,79.46,78.85
79.11,79.35,79.70,78.72
79.46,78.96,79.74,78.71
79.30,79.38,79.86,78.80
79.45,78.46,79.79,78.02
78.43,76.84,78.43,76.56
76.44,76.25,77.18,75.82
76.52,76.57,77.12,75.92
76.22,75.63,76.72,75.49
75.68,76.55,76.95,75.37
75.59,76.86,76.99,75.59
76.81,76.07,77.27,76.05
75.77,74.64,76.47,74.37
74.35,74.10,74.82,73.51
74.65,74.18,74.98,74.13
74.56,74.75,75.21,73.91
74.12,73.11,74.40,73.07
73.02,74.29,74.39,72.49
73.99,71.89,74.22,71.66
70.20,69.73,70.71,67.97
69.53,67.75,69.99,67.64
67.94,69.63,70.13,67.81
68.43,68.41,68.92,66.77
66.88,69.61,69.77,66.80
70.48,70.12,71.39,69.38
69.78,70.39,70.65,69.51
70.79,72.18,72.24,70.13
72.49,71.35,72.79,71.23
72.33,73.37,73.87,72.29
73.40,73.95,73.97,73.11
73.42,73.65,73.95,72.99
74.23,75.37,75.51,73.99
75.51,75.23,75.99,74.93
75.19,75.59,75.84,74.35
76.26,76.55,76.73,75.81
76.84,76.19,77.17,75.93
76.12,75.40,76.31,75.35
76.14,76.11,76.99,75.60
76.27,77.18,77.46,76.27
77.33,77.64,77.97,77.16
77.83,77.89,78.47,77.66
77.73,78.20,78.55,77.27
77.59,78.57,79.07,77.59
78.51,77.98,78.68,77.67
77.86,77.99,78.60,77.66
77.97,78.02,78.41,77.26
78.17,78.45,79.63,78.17
78.17,77.66,78.17,77.00
77.11,77.09,78.32,76.69
77.99,79.51,79.93,77.82
79.65,79.66,80.17,79.58
79.52,79.71,80.21,79.11
79.67,79.24,79.92,78.94
79.06,78.15,79.08,77.91
77.64,77.22,78.74,76.91
77.81,78.35,78.95,77.60
78.59,79.01,79.22,78.57
78.68,78.53,78.87,77.99
78.52,78.88,78.99,78.21
78.43,77.29,79.36,76.86
76.43,76.97,77.10,75.58
76.62,75.26,77.01,75.16
75.52,76.45,77.03,75.16
75.91,76.99,77.49,74.53
77.53,75.19,77.53,75.08
74.83,74.58,75.75,74.01
74.58,75.89,76.15,73.70
77.47,77.88,78.11,76.77
77.91,77.74,78.68,77.32
77.99,78.45,78.77,77.56
78.97,78.80,79.40,78.72
78.80,79.25,79.78,78.44
79.59,79.49,80.42,79.47
79.35,79.72,80.40,79.00
79.55,78.96,79.59,78.59
79.09,77.96,79.69,77.93
78.07,78.25,78.66,76.76
78.09,75.70,78.10,75.65
76.00,74.71,76.36,74.33
75.27,73.93,75.94,73.75
74.52,75.33,76.00,74.25
75.58,74.17,75.74,73.96
74.26,73.36,74.26,72.97
73.88,73.53,74.97,72.44
72.51,73.25,73.65,72.50
73.36,72.19,73.96,72.07
72.03,72.53,72.92,71.58
72.66,72.21,73.36,71.89
72.00,72.76,73.11,71.82
73.08,73.01,73.72,72.06
72.86,72.50,73.49,72.23
72.18,73.53,73.76,71.94
72.62,73.39,73.95,72.62
73.69,72.51,74.47,72.42
72.55,73.68,73.84,72.02
73.18,72.86,74.20,72.65
73.03,73.46,73.62,72.10
73.74,75.31,75.41,73.39
75.13,74.43,75.45,74.33
75.01,75.36,75.56,74.81
76.12,75.75,76.18,74.93
75.22,75.70,76.14,75.09
76.32,75.72,76.32,75.00
75.68,76.10,76.34,75.22
76.05,76.67,76.75,75.94
76.61,78.04,78.36,76.61
77.83,77.68,78.33,77.28
77.34,78.26,78.83,77.34
77.87,78.29,78.57,77.61
78.02,78.46,78.51,77.50
78.38,78.60,78.61,77.53
78.63,78.41,79.13,77.83
77.72,78.60,80.50,77.42
78.38,77.55,78.62,77.09
76.94,76.93,77.48,76.67
76.97,77.92,77.94,76.96
77.94,77.45,78.34,77.30
77.03,76.43,77.69,76.15
76.56,76.50,76.98,75.90
76.15,75.41,76.61,75.07
75.57,75.32,76.12,75.26
74.51,73.70,75.83,73.68
73.33,73.80,73.96,72.93
74.42,75.58,75.87,74.37
75.56,75.28,75.97,74.68
75.89,76.80,76.94,74.87
76.84,77.77,77.88,76.44
77.30,79.01,79.40,77.10
78.87,78.13,79.00,77.84
78.55,78.26,79.10,78.20
78.39,77.88,78.93,77.80
77.88,77.17,78.02,77.01
77.46,76.45,77.93,76.35
76.00,76.43,76.82,75.63
76.57,77.42,77.83,76.23
77.92,78.52,78.70,77.91
77.91,78.34,78.40,77.64
78.28,76.72,78.48,76.53
76.87,77.24,77.57,76.37
76.94,78.78,79.01,76.90
79.00,78.43,79.00,78.32
78.35,78.65,78.93,77.87
78.34,78.68,78.82,77.98
78.63,78.80,79.52,78.50
78.56,78.30,79.49,78.30
78.36,78.83,79.06,77.87
79.16,79.26,79.99,79.00
79.10,79.01,79.42,78.70
78.62,79.00,79.21,78.31
79.34,79.84,80.34,79.34
80.00,79.59,80.25,79.19
79.60,80.39,80.47,78.84
80.00,80.08,81.05,79.99
80.17,79.68,80.47,79.36
79.98,79.94,80.37,79.39
80.10,80.01,80.17,79.40
79.55,80.46,80.56,79.11
79.83,79.65,80.34,79.17
80.16,80.68,80.98,79.91
80.68,81.63,81.98,80.57
81.02,80.84,82.13,80.52
81.17,80.86,81.17,80.40
80.98,81.15,81.17,80.46
81.45,81.69,82.06,81.23
81.45,81.91,82.07,81.26
81.41,82.00,82.11,81.00
82.00,81.91,82.35,81.71
82.25,83.06,83.39,81.89
83.29,83.12,83.50,82.62
83.14,83.97,84.03,82.86
83.50,83.55,84.45,83.11
82.19,82.79,83.23,79.26
82.31,82.90,83.30,82.10
82.73,82.99,83.47,82.73
82.89,82.10,83.30,81.87
82.34,82.51,82.75,81.99
82.57,82.68,83.31,81.76
82.37,80.91,82.91,80.84
80.96,81.00,81.58,80.35
80.70,81.18,81.76,80.35
81.33,81.97,82.82,81.13
81.36,81.59,81.98,81.15
81.31,82.11,82.20,81.09
82.06,81.10,82.06,80.98
80.98,81.28,81.71,80.80
81.72,82.15,82.62,81.46
82.47,82.23,82.47,81.73
82.03,81.39,82.21,81.26
80.75,80.54,81.08,79.61
80.62,80.47,80.95,80.33
80.82,80.36,80.93,79.53
80.45,80.37,80.86,79.91
80.57,80.26,80.57,79.86
80.75,80.70,81.02,80.46
80.66,80.09,80.83,79.80
80.08,79.70,80.48,79.60
79.87,79.53,81.26,79.33
79.72,80.09,80.15,79.40
79.26,78.13,79.52,78.06
78.63,77.89,79.14,77.80
78.41,78.08,78.87,77.74
78.12,77.72,78.40,77.54
77.46,77.41,77.98,76.92
77.45,77.43,77.51,75.97
76.74,76.25,77.43,75.51
77.18,75.64,77.39,75.59
76.24,75.90,76.72,75.61
76.44,76.85,77.24,76.02
76.91,77.34,77.50,76.78
77.22,76.04,77.93,75.95
76.56,75.30,76.97,75.02
75.51,75.14,75.79,74.08
75.31,74.76,75.69,74.73
74.60,74.30,75.02,74.10
74.16,73.39,74.68,73.36
73.64,73.71,74.11,73.19
73.56,72.62,73.87,72.48
72.34,72.29,72.97,71.75
72.53,73.29,73.53,71.99
73.12,74.42,74.46,73.08
74.10,74.47,74.83,73.75
74.81,74.11,74.91,74.00
74.20,73.83,74.45,73.24
73.83,73.52,74.41,73.15
73.92,74.09,74.75,73.67
74.17,74.05,74.99,73.72
73.91,74.13,74.27,73.41
74.54,75.60,75.95,74.54
74.80,74.30,75.34,73.99
73.48,74.36,74.56,72.97
74.33,74.10,74.38,73.48
73.99,74.11,74.21,73.61
73.93,74.32,74.35,73.29
74.07,73.91,75.75,73.79
73.45,73.27,73.84,72.53
72.59,71.15,73.00,70.96
67.14,62.44,68.00,62.35
58.96,63.04,65.34,58.52
65.50,63.01,65.51,62.87
64.20,64.04,64.32,62.35
64.97,66.27,66.54,64.31
66.00,66.74,66.90,65.62
66.32,66.52,67.10,65.95
64.90,63.82,65.84,63.66
64.46,64.57,64.75,63.03
64.60,65.12,65.69,64.34
64.17,64.44,65.18,64.09
65.61,65.89,66.08,65.20
66.17,65.35,66.70,65.16
65.25,66.11,66.58,65.07
65.83,66.64,66.75,65.59
66.62,65.59,66.62,65.49
65.64,66.39,66.50,65.57
66.49,67.28,67.47,66.23
67.30,66.32,67.54,66.27
65.43,65.01,65.65,64.75
65.21,64.92,66.03,64.77
64.00,63.68,64.57,63.26
63.71,62.69,63.89,62.30
62.07,61.83,62.38,61.13
62.59,62.31,63.15,62.09
61.99,61.48,62.02,61.42
61.50,61.95,62.38,61.39
62.56,62.94,63.28,61.43
62.98,62.32,63.58,61.69
61.78,64.18,64.38,61.67
64.37,66.22,66.77,64.37
66.46,66.61,67.23,66.17
66.96,67.96,68.53,66.34
67.56,69.12,69.21,65.04
69.33,69.10,69.97,68.09
69.21,68.64,69.21,67.93
67.92,67.57,68.73,67.49
67.37,67.01,67.77,66.51
67.21,67.23,67.63,65.87
67.10,66.98,67.60,66.27
66.48,67.39,67.67,65.78
67.21,67.59,68.26,67.16
67.86,67.33,68.72,67.19
67.82,69.25,69.48,67.32
69.79,69.85,70.16,69.24
69.80,69.55,70.16,69.15
68.81,69.00,69.70,68.41
69.22,70.94,70.95,69.22
70.54,70.55,71.39,69.43
70.51,71.24,71.43,69.00
71.11,72.01,72.14,70.30
72.68,72.88,73.63,72.12
73.03,72.97,73.72,72.69
72.94,73.10,73.41,72.52
72.73,73.22,73.49,72.02
73.19,72.16,74.24,71.72
71.80,72.81,72.81,71.58
73.06,71.93,73.06,71.85
71.20,69.65,71.47,69.44
69.58,69.70,70.56,69.10
69.47,70.06,70.58,69.28
70.39,69.05,70.93,68.80
68.64,69.37,69.60,68.61
69.55,70.59,70.87,69.21
70.76,70.89,71.34,70.38
70.66,70.91,71.36,70.55
70.72,71.75,71.98,70.49
71.74,72.20,72.84,71.74
72.21,72.56,73.24,71.90
72.82,72.53,73.27,72.21
72.63,73.20,73.51,72.53
72.93,72.60,73.60,72.13
72.71,71.14,73.11,71.14
70.81,72.08,72.39,70.81
71.64,72.01,72.24,70.86
71.27,69.99,71.45,68.74
69.75,69.15,70.81,68.92
69.29,68.39,69.36,68.14
63.91,63.54,65.38,62.72
63.04,63.74,64.29,62.68
64.29,63.60,64.74,62.96
64.16,64.87,65.17,63.99
65.10,64.22,65.10,64.19
63.61,63.64,64.31,63.30
63.82,63.54,64.69,63.15
63.74,64.52,64.82,63.08
65.00,65.53,66.03,64.33
65.58,65.42,65.75,65.07
65.14,64.49,65.14,64.14
64.74,64.70,65.29,64.16
64.64,64.57,64.88,64.24
64.50,64.15,64.96,63.81
63.49,63.35,64.14,62.54
63.57,62.41,64.57,62.23
61.51,60.73,61.95,60.43
60.50,59.13,60.56,58.47
59.38,57.86,59.41,57.72
57.93,57.70,58.09,57.19
58.29,57.83,58.54,57.03
57.95,56.41,59.32,56.03
56.60,56.25,56.92,55.74
55.10,55.52,55.75,54.71
55.85,54.90,56.11,54.41
54.00,53.75,54.62,51.89
53.98,55.84,56.22,53.24
56.96,57.12,58.10,56.41
56.43,55.74,57.42,55.53
56.12,58.17,58.41,55.99
57.90,58.22,60.10,57.38
58.67,58.27,59.21,57.88
58.36,60.43,60.58,58.36
59.85,59.56,60.26,58.76
58.71,57.43,58.79,57.30
58.01,58.85,58.96,56.63
58.65,59.84,61.13,58.42
59.49,58.89,60.42,58.56
58.07,58.34,58.48,57.40
57.57,59.03,59.33,57.57
59.15,59.72,60.58,59.15
58.76,59.45,60.20,58.51
60.25,61.41,61.59,60.11
62.10,62.82,62.88,61.34
63.08,64.37,64.65,63.08
64.62,64.11,64.62,63.65
63.26,63.84,64.00,62.50
64.65,64.74,65.94,64.28
68.70,69.68,71.35,68.08
69.84,70.33,70.72,68.49
70.51,70.64,70.97,69.57
71.07,71.80,71.91,70.69
71.63,71.67,72.24,70.76
72.20,73.21,73.24,71.52
72.81,73.42,73.47,72.04
73.50,74.08,74.33,73.12
74.06,74.93,75.30,73.24
74.63,75.48,75.50,73.55
75.21,73.51,75.53,73.28
73.78,73.41,73.90,72.84
73.57,73.57,74.07,72.50
74.31,74.01,74.85,73.42
73.62,73.85,74.22,73.12
73.10,73.83,74.25,72.71
73.70,75.17,75.32,73.41
75.05,77.24,77.35,74.23
76.72,77.61,77.98,76.72
77.39,77.46,77.74,76.22
76.88,77.38,77.71,76.72
77.10,76.28,77.83,75.90
75.91,76.77,76.78,75.06
76.66,75.54,77.19,75.02
75.24,76.96,77.02,75.02
77.48,76.34,77.89,76.29
76.20,76.04,76.89,75.69
75.40,76.41,76.52,74.72
76.32,75.38,76.69,75.06
74.89,74.71,75.24,74.41
74.69,75.17,75.34,73.92
74.77,74.35,74.94,73.80
75.02,75.05,76.12,74.46
75.43,75.20,76.44,74.93
75.45,76.76,77.23,74.76
77.28,77.92,77.99,76.58
77.79,77.58,77.95,77.23
77.63,78.05,78.23,77.20
77.65,78.03,78.41,77.65
78.30,77.95,78.94,77.71
77.91,78.49,78.78,77.46
78.54,78.22,78.81,77.78
78.42,78.99,79.16,78.07
78.58,78.07,78.79,77.68
78.37,79.42,79.50,78.02
79.52,79.72,80.50,78.85
79.78,77.35,79.90,77.14
77.26,76.73,77.64,76.25
76.81,77.77,77.89,76.34
76.99,76.81,77.61,76.17
76.48,75.60,77.30,75.50
76.05,75.83,76.57,75.57
75.50,76.18,76.28,75.28
75.78,76.37,76.65,75.31
76.41,77.77,77.77,76.02
77.31,77.60,78.27,77.21
77.80,78.15,78.58,77.16
78.07,77.21,78.46,76.81
77.26,77.66,78.41,77.26
77.32,76.46,78.25,76.10
76.26,75.93,77.53,75.52
75.63,75.08,75.97,74.49
75.12,75.74,76.05,75.12
75.93,76.18,76.73,75.66
83.74,87.61,87.88,81.76
87.41,87.88,88.92,86.90
87.12,88.13,88.45,86.53
87.39,88.47,89.20,87.18
86.80,86.98,88.25,85.80
86.27,87.03,87.30,85.61
87.02,88.25,88.25,86.73
88.21,87.88,88.21,86.93
88.23,88.49,88.87,87.85
88.65,87.96,88.88,87.84
87.96,87.80,88.82,87.69
87.01,86.96,88.56,86.70
86.27,84.88,86.65,84.75
84.75,84.85,86.29,84.72
84.39,84.90,85.17,84.26
85.54,85.00,88.00,84.80
84.34,84.58,85.45,83.38
84.80,84.66,85.19,84.09
85.96,86.10,87.52,85.04
85.95,85.18,86.10,84.97
85.49,84.96,87.84,84.94
85.93,87.37,87.40,85.93
83.83,81.08,84.64,81.03
79.72,78.68,79.72,78.16
79.68,80.12,80.46,79.16
81.29,81.58,82.19,80.68
81.82,83.61,83.61,81.69
83.71,84.73,84.93,83.16
83.96,82.58,84.65,81.75
82.03,83.81,83.92,81.48
84.17,83.88,84.91,83.10
84.58,85.88,85.90,84.58
86.25,86.50,86.89,86.15
87.00,87.56,88.08,86.83
87.62,86.42,87.67,86.28
87.10,86.48,87.69,86.47
86.94,86.69,87.11,86.43
86.74,86.42,86.74,86.10
86.39,86.00,86.57,85.72
86.16,86.68,86.86,85.83
86.26,86.65,87.21,85.97
86.66,88.12,88.14,85.93
88.00,87.30,88.17,86.96
87.31,88.58,88.62,87.03
88.69,88.87,89.42,88.09
88.69,88.42,88.96,88.04
88.56,88.29,88.77,87.51
88.15,88.30,88.63,87.63
88.23,87.95,88.83,87.76
88.07,88.31,88.66,87.76
88.25,88.80,89.83,88.14
89.37,90.39,90.64,88.92
90.61,90.78,91.22,90.17
90.99,90.39,90.99,89.82
90.69,90.79,90.86,89.98
90.97,91.29,91.54,90.63
91.38,90.59,91.38,90.19
90.93,91.02,91.48,90.60
90.91,90.39,91.25,90.19
90.53,90.10,90.77,89.87
89.95,91.15,91.32,89.95
90.74,92.20,92.31,90.39
91.99,92.25,92.91,90.14
97.00,101.96,102.20,96.16
101.57,99.98,101.88,99.12
99.00,100.08,100.19,98.78
99.83,99.56,100.85,99.01
99.88,99.76,100.84,99.44
99.98,99.14,100.00,98.49
98.83,98.73,99.34,98.16
99.07,99.19,99.27,98.01
99.85,100.57,100.59,99.59
100.57,100.01,101.45,99.39
100.14,99.90,101.98,99.80
99.92,99.08,99.92,98.87
97.98,95.93,98.01,95.87
96.22,97.64,97.71,94.90
96.98,95.30,98.62,95.02
95.57,95.27,96.21,94.56
95.43,96.86,97.21,95.17
96.17,96.28,96.78,95.38
97.03,97.53,98.32,97.01
98.20,97.05,98.20,97.00
97.54,98.75,98.80,97.31
99.78,100.99,101.19,99.05
100.29,98.43,100.50,98.30
97.73,97.94,98.80,97.13
98.04,99.05,99.09,97.45
99.34,100.28,100.45,98.63
99.86,99.39,100.40,98.84
100.00,99.63,100.09,99.14
99.87,99.01,100.18,98.91
99.23,98.70,99.76,98.15
99.38,100.25,100.66,97.97
99.96,100.59,100.76,98.82
100.64,99.04,101.97,98.73
99.59,98.57,100.65,98.50
98.41,97.05,98.41,96.41
97.38,97.43,98.02,96.62
96.40,95.76,96.43,95.46
96.06,96.10,97.22,95.92
96.03,96.06,96.58,95.35
97.11,96.29,97.11,96.10
96.23,100.51,100.79,96.01
100.10,100.50,101.11,99.70
99.53,100.46,100.63,99.40
100.90,100.85,102.57,100.18
100.51,100.35,101.24,99.77
99.66,100.34,101.30,99.66
100.49,99.64,100.96,99.18
99.71,98.91,100.81,98.77
99.24,100.13,100.52,98.68
100.55,97.43,100.55,96.99
97.02,96.89,97.95,96.68
97.26,96.96,99.35,96.59
97.06,96.43,97.81,96.05
98.16,99.31,99.48,98.05
98.86,99.88,100.59,98.02
99.02,100.96,101.27,96.35
102.21,103.27,103.85,100.76
103.37,105.66,106.00,103.37
106.81,107.71,108.13,106.81
108.22,107.99,108.22,107.10
108.05,108.07,108.68,106.90
108.28,107.42,108.69,106.65
107.33,106.70,107.33,105.46
107.48,107.65,108.15,106.88
108.00,108.86,108.92,107.34
108.30,109.86,109.99,108.30
109.79,110.56,110.65,109.26
109.51,108.43,109.70,108.27
108.00,107.62,108.52,107.55
107.78,106.73,108.89,106.73
107.32,107.13,108.45,106.66
107.25,106.04,107.39,105.85
106.48,107.44,108.08,105.81
