EOG,EOG Resources,NASDAQ
66.12,65.20,66.20,64.28
64.44,63.70,64.73,62.26
64.51,65.08,65.55,64.11
65.60,65.92,66.28,64.76
66.58,65.50,67.04,65.36
65.22,65.84,66.50,65.01
66.90,67.66,68.22,66.62
67.62,68.94,69.64,67.62
69.00,69.09,69.25,68.40
69.53,70.20,70.32,69.32
70.75,69.88,71.26,69.50
70.48,71.11,71.24,70.20
71.34,71.14,71.84,70.82
72.00,71.78,73.40,71.44
71.55,72.36,72.38,70.96
72.32,71.77,72.81,71.29
71.89,72.28,72.77,71.88
72.52,72.92,73.21,72.32
73.21,73.50,74.14,73.11
73.90,74.34,74.35,73.26
74.32,74.74,75.02,73.77
74.81,74.32,74.99,74.01
74.54,72.04,74.57,71.58
72.04,73.68,73.70,72.00
73.12,72.87,73.36,72.12
72.66,72.36,72.76,71.94
72.52,72.05,72.89,70.78
72.31,72.74,74.08,72.31
73.78,76.04,76.46,73.78
75.38,76.52,76.60,75.12
76.47,77.09,77.52,76.08
77.05,76.61,77.46,75.65
80.16,78.11,80.74,77.64
78.93,79.29,80.12,78.16
79.33,79.42,79.98,79.00
79.08,79.38,80.22,78.73
79.50,79.12,79.58,78.38
79.06,78.20,79.45,78.06
77.77,78.30,78.89,77.14
77.76,77.74,78.44,77.16
77.76,76.34,78.06,76.27
76.35,77.31,77.94,76.08
77.18,75.92,77.18,75.70
76.36,77.20,77.68,76.22
77.20,78.31,78.40,76.77
78.63,78.56,79.80,78.42
78.08,78.14,79.28,78.00
78.47,79.73,80.66,78.42
79.36,78.54,79.65,78.34
78.75,78.52,79.16,78.14
79.73,79.22,80.25,78.52
78.74,80.26,80.50,78.74
80.61,80.72,81.31,80.48
81.28,80.86,82.16,80.29
81.55,81.82,82.00,81.08
81.75,81.75,82.36,80.46
81.72,83.58,83.68,81.42
83.77,84.00,84.38,83.50
83.88,83.22,84.07,83.05
83.77,82.90,84.00,82.54
83.26,83.88,84.18,82.89
83.63,85.90,86.18,83.60
86.05,85.36,86.40,84.68
85.25,84.44,85.76,84.26
84.28,84.43,84.86,84.06
84.70,86.04,86.96,84.31
86.04,85.69,86.64,85.36
85.86,86.04,86.08,84.91
85.62,85.36,85.83,84.90
83.78,84.64,85.17,83.56
84.30,86.08,86.42,84.28
85.94,86.18,86.18,84.59
85.98,85.90,86.12,85.00
85.96,87.30,87.43,85.27
86.10,86.42,87.10,85.63
86.17,85.73,87.32,85.20
86.16,85.76,86.78,84.80
86.70,87.43,87.47,86.47
87.16,89.50,90.48,87.12
88.68,90.53,90.54,88.16
90.12,89.98,90.99,89.50
91.24,91.14,92.94,90.74
90.84,90.70,91.20,89.65
91.33,91.90,92.08,90.42
91.50,92.16,92.75,91.32
93.40,92.58,94.15,91.79
91.56,89.22,91.56,88.26
89.03,90.72,91.28,88.06
91.18,91.72,92.04,90.64
91.92,91.21,91.95,90.94
91.44,92.54,92.88,91.16
93.16,90.16,93.42,89.44
89.99,89.20,90.46,88.36
89.30,89.49,90.02,87.70
90.24,91.73,91.80,89.86
91.67,89.86,91.67,89.76
90.66,88.32,91.45,87.97
89.66,85.79,90.12,82.53
85.56,85.48,86.63,85.28
85.60,85.72,85.82,84.82
85.35,83.55,85.54,82.90
83.22,84.73,84.93,82.89
84.74,84.84,85.04,83.98
85.14,85.69,86.07,83.94
85.75,84.26,86.10,83.74
84.06,83.94,84.74,82.83
84.42,83.46,84.88,83.11
84.06,84.66,84.98,83.90
85.10,85.08,85.20,83.68
84.66,84.60,84.68,82.84
84.68,84.60,85.74,83.85
84.46,83.22,84.84,82.76
83.25,82.50,83.56,82.09
83.00,82.50,83.28,81.56
82.22,82.74,83.36,80.91
82.80,83.56,84.56,82.75
82.67,82.69,83.87,82.08
83.48,80.02,83.55,79.94
80.46,79.07,80.62,78.16
79.28,79.66,80.97,79.07
79.32,78.13,79.57,78.00
78.36,79.18,79.66,78.12
78.84,79.51,79.68,78.24
79.67,79.87,80.98,79.67
79.98,79.82,80.26,78.76
79.82,81.00,81.19,79.16
80.84,82.66,82.96,80.59
82.88,84.26,84.66,82.72
84.63,83.81,84.92,83.42
83.91,84.13,84.14,83.12
84.23,84.01,84.77,83.84
84.07,84.58,84.74,83.84
84.48,83.68,85.25,83.10
83.67,83.92,84.42,83.24
83.28,82.51,83.98,82.03
82.88,82.28,83.32,81.91
82.38,82.01,82.66,81.17
82.54,83.42,83.46,81.85
83.01,83.39,83.92,82.52
83.70,83.50,84.44,82.74
83.73,83.40,84.05,83.00
83.70,81.73,84.14,81.48
82.03,84.30,84.36,81.82
84.73,85.18,86.64,84.70
85.05,85.05,85.58,84.35
85.48,84.48,85.94,84.46
84.58,84.62,85.28,84.07
85.10,85.86,86.15,84.62
84.89,84.58,85.87,84.12
84.02,82.76,84.52,82.56
82.58,81.05,82.74,80.63
81.69,83.61,83.75,81.14
82.96,82.32,83.08,81.77
82.55,83.06,83.75,82.32
82.34,82.62,83.80,81.59
82.30,80.87,83.43,80.75
81.34,84.29,84.50,81.25
84.05,83.74,84.85,83.38
83.84,86.62,86.90,83.84
87.38,88.25,88.44,86.57
88.38,87.10,88.38,86.54
87.15,87.36,88.10,86.78
87.88,87.56,88.45,87.24
86.79,87.74,88.38,86.30
87.86,88.48,88.62,87.44
89.06,89.96,90.13,89.00
89.52,89.43,90.80,89.20
89.52,90.02,91.03,89.08
90.24,89.00,90.48,88.97
89.22,90.20,90.81,88.52
91.42,92.00,92.56,89.62
91.80,93.22,94.20,91.44
93.20,93.74,93.82,92.24
93.86,94.71,95.54,93.56
94.52,94.64,96.00,94.31
95.24,95.78,96.46,95.16
96.02,95.24,96.61,95.02
95.36,95.53,96.10,94.66
95.76,94.96,95.98,94.10
94.96,94.52,94.96,93.56
94.92,92.80,95.08,92.66
91.80,92.56,93.22,90.83
93.12,91.46,93.32,90.88
91.48,92.98,93.10,91.45
93.30,93.62,94.00,93.00
93.70,94.58,95.26,93.59
94.68,93.76,94.72,93.02
93.81,95.16,95.28,93.04
95.96,95.82,96.58,94.69
96.12,94.80,96.48,94.23
95.59,95.78,96.48,95.45
96.28,96.06,97.66,95.95
96.14,96.73,97.70,96.01
97.24,98.58,99.41,97.06
99.24,98.08,99.75,97.52
99.38,98.98,100.36,98.26
98.27,99.11,99.45,98.02
99.33,100.65,101.50,99.26
102.67,99.77,103.30,98.95
99.72,97.93,99.98,97.45
97.78,98.71,99.58,97.54
98.94,98.95,99.17,97.99
98.63,98.11,99.99,97.56
97.67,98.63,99.44,97.57
99.52,99.96,100.10,98.72
99.63,101.11,101.68,99.52
101.48,101.01,102.20,100.43
100.84,102.45,102.84,100.84
102.98,103.53,103.58,101.84
103.27,102.34,103.27,102.11
102.53,105.08,105.18,102.53
105.50,103.48,105.50,103.42
103.25,99.04,103.30,98.52
99.94,98.06,100.00,96.53
98.88,99.62,101.23,98.83
99.07,98.00,99.20,97.01
98.33,97.12,98.77,96.81
97.30,97.06,98.25,96.82
96.04,99.25,99.71,96.01
102.80,103.63,106.50,101.84
104.61,104.79,105.45,102.64
104.03,101.73,104.56,101.62
102.00,102.28,102.30,100.64
102.57,103.64,103.73,101.98
104.58,105.17,105.50,104.07
105.39,103.90,105.49,103.86
103.97,102.74,103.98,101.55
102.57,102.50,102.88,101.34
102.50,102.30,103.36,101.96
102.22,101.89,102.95,101.47
102.70,104.16,104.36,102.13
104.29,103.68,105.17,103.53
103.89,103.97,105.15,103.44
104.44,104.73,104.97,103.75
104.86,105.19,105.63,104.40
105.42,106.67,106.71,105.00
106.27,105.80,106.36,105.25
105.95,105.38,106.00,104.95
105.45,106.66,106.66,105.27
106.48,106.37,106.73,105.56
106.35,107.90,107.91,105.82
108.14,109.32,109.56,108.04
110.09,109.51,110.75,109.00
109.39,108.69,109.75,108.41
108.25,110.70,110.91,108.14
111.46,111.63,113.02,111.22
111.77,114.02,114.06,110.53
115.21,114.03,115.21,113.02
113.95,112.39,113.95,111.26
112.58,113.54,113.84,111.74
113.14,115.80,115.85,112.52
117.05,117.98,118.39,116.15
118.52,117.41,118.89,116.95
117.18,113.02,117.45,112.24
113.32,116.02,116.25,113.32
115.68,115.42,115.82,114.07
115.23,115.84,115.93,114.71
116.08,116.86,117.19,115.85
117.44,116.55,117.94,116.02
116.86,116.23,117.59,115.54
116.27,116.75,117.02,115.11
116.40,115.73,116.50,115.42
115.37,115.98,116.55,115.13
116.10,116.56,116.63,115.19
114.88,114.96,115.88,113.76
115.74,113.65,115.74,113.39
114.65,115.69,116.05,114.31
114.91,113.44,115.62,112.64
114.62,117.10,117.28,114.17
117.48,115.55,118.81,115.35
115.36,116.04,116.39,114.34
115.86,116.15,116.42,115.12
116.75,116.55,117.62,115.80
116.70,115.95,116.70,115.30
116.48,116.20,116.93,115.70
115.58,114.82,115.86,114.40
114.82,113.39,115.02,113.00
113.27,114.24,115.33,113.19
114.83,113.63,115.44,113.36
112.84,109.44,113.09,109.37
108.65,108.04,109.81,107.16
108.74,111.81,112.12,108.08
111.81,108.63,111.81,107.51
107.03,106.64,108.51,105.63
107.63,106.06,107.63,105.40
106.07,107.78,107.90,106.07
108.72,108.30,109.00,107.92
107.89,106.69,108.49,106.34
107.66,106.35,107.88,106.22
107.22,103.93,107.23,103.57
103.97,106.09,106.42,103.67
106.65,105.43,106.91,104.66
106.10,107.03,107.35,105.66
107.09,107.28,107.45,106.10
107.50,107.19,107.52,106.02
106.59,106.27,106.84,105.61
106.93,107.94,108.25,106.60
108.86,109.40,110.47,108.50
109.43,108.61,109.45,108.07
108.32,108.39,109.08,108.10
108.80,109.88,109.98,108.37
109.57,107.71,109.85,107.08
108.85,107.74,109.08,107.46
107.76,104.61,107.99,103.97
104.35,105.18,105.29,103.05
104.07,101.41,104.07,100.75
101.63,101.31,102.49,100.82
100.93,102.01,102.14,99.33
100.93,103.06,103.13,100.50
102.50,101.32,102.57,101.03
100.80,101.91,102.41,100.12
102.33,105.22,105.90,101.75
105.65,105.19,106.09,104.52
105.82,104.98,105.99,104.21
105.24,104.37,105.90,103.96
103.82,101.74,103.86,100.57
101.55,100.84,101.63,100.45
100.94,102.14,102.87,99.55
102.64,100.36,102.70,100.14
100.37,101.88,102.41,100.21
100.80,101.87,102.06,100.10
101.85,99.02,101.85,97.45
99.21,96.85,99.73,96.15
95.76,97.06,97.64,94.27
97.71,96.57,97.72,95.57
96.84,95.09,97.00,94.36
95.02,93.61,96.02,93.57
93.31,94.56,94.69,90.80
93.64,91.96,93.73,90.88
91.07,89.83,91.95,88.61
89.25,83.76,90.30,83.58
85.40,83.84,86.88,83.50
82.03,88.17,88.53,81.07
85.19,91.27,92.52,85.19
94.20,91.22,95.55,90.26
91.63,92.76,93.13,90.77
94.35,96.03,96.15,94.27
96.76,92.07,97.00,91.98
94.24,93.40,94.84,92.40
92.95,92.10,93.02,90.20
90.28,88.43,90.28,86.95
88.81,91.50,91.91,87.55
94.24,93.13,95.32,91.76
92.57,92.22,93.29,91.03
91.95,95.05,95.10,90.74
95.05,93.32,96.81,92.89
89.67,90.28,90.99,89.00
95.50,96.10,97.47,93.56
95.19,98.97,99.18,95.11
99.72,99.55,101.58,99.27
101.01,98.50,102.25,97.99
98.50,98.75,99.07,97.11
98.68,97.56,99.35,97.35
96.50,95.85,97.44,94.47
96.32,98.16,98.36,96.20
97.01,96.35,97.38,95.73
96.32,97.67,98.26,96.09
98.75,98.33,98.80,96.78
98.45,99.44,100.29,98.34
102.49,101.74,103.04,101.29
101.18,99.56,101.74,99.25
100.28,96.74,100.32,96.72
96.62,94.07,96.63,93.86
87.16,86.72,88.43,85.19
85.52,87.24,87.58,83.66
87.38,90.30,91.33,86.87
91.71,91.80,93.60,90.80
90.79,93.00,93.00,89.75
91.91,90.75,92.05,89.78
89.08,88.19,89.50,87.51
87.00,89.15,91.12,86.77
86.38,86.79,87.26,85.54
87.19,86.86,89.76,86.13
85.31,86.37,88.42,85.10
87.09,85.34,88.16,84.94
83.86,85.47,89.39,83.78
87.61,91.14,92.21,86.11
93.83,92.45,94.39,88.90
93.63,95.02,95.09,92.45
94.21,95.06,95.62,93.68
95.74,96.41,97.27,94.54
95.61,94.05,95.64,92.51
94.90,93.82,95.20,93.33
94.55,94.33,95.21,93.45
93.50,92.70,94.33,91.89
91.97,92.07,93.55,90.75
91.01,92.24,92.99,90.36
89.96,86.68,90.78,86.02
85.84,84.21,86.60,82.76
85.18,83.68,85.73,82.72
84.72,86.88,87.65,84.07
87.02,87.46,88.03,86.01
85.11,84.51,85.35,83.20
84.97,85.06,86.66,84.05
84.07,87.74,88.09,83.67
89.04,86.53,89.50,86.45
86.86,90.31,90.54,86.54
89.09,89.33,89.78,87.52
90.59,90.54,91.40,89.68
91.38,90.36,91.38,88.58
90.07,90.79,92.52,89.70
91.23,92.33,92.39,90.15
91.94,93.00,94.41,91.12
92.33,88.10,92.69,87.76
89.12,88.91,89.41,86.76
88.16,89.03,90.07,87.40
90.99,92.52,92.57,89.53
94.72,96.31,97.88,94.65
94.40,95.19,97.53,93.54
95.71,96.19,97.28,95.16
96.99,95.79,97.21,95.57
96.60,95.95,97.23,95.78
96.65,95.26,96.69,93.84
93.84,93.20,94.09,92.15
94.96,94.80,95.24,93.47
95.94,96.92,96.97,95.25
96.08,96.49,96.67,95.65
94.81,95.31,96.49,94.50
86.68,93.80,94.74,86.58
93.09,91.08,93.46,90.07
90.06,91.93,92.10,89.25
92.85,91.61,93.00,91.26
91.54,93.03,93.25,91.29
91.81,90.13,92.25,89.61
90.63,89.72,90.71,89.29
89.08,89.06,89.20,87.08
88.98,90.37,91.11,88.60
90.20,90.49,90.95,88.55
89.85,89.59,90.52,89.37
88.92,88.57,90.00,88.23
88.08,87.72,89.25,87.64
86.88,86.19,88.57,86.15
86.42,86.55,87.37,85.88
87.05,85.71,87.19,85.62
85.20,85.39,85.66,84.10
85.11,87.90,88.03,85.06
86.86,86.80,87.97,86.40
86.08,90.66,91.37,86.00
89.40,89.53,89.90,88.36
89.75,90.68,91.94,89.43
91.25,89.00,91.41,89.00
89.20,88.84,89.94,88.64
89.68,89.96,90.64,88.79
91.49,91.36,91.93,90.25
90.62,90.56,91.12,90.14
91.64,92.14,92.50,90.78
91.13,91.69,92.47,90.83
92.04,91.22,93.35,91.06
90.30,92.71,92.97,89.23
93.36,94.87,95.40,93.30
95.20,94.27,95.99,94.12
95.01,94.04,95.58,93.80
94.11,95.71,96.07,94.11
95.87,96.59,96.60,95.25
96.75,94.69,96.90,94.20
95.66,96.46,96.95,95.34
96.76,97.96,98.34,96.43
97.83,98.00,98.95,97.17
97.04,97.23,97.47,96.39
97.18,97.74,99.01,97.18
97.83,96.59,98.32,96.36
96.94,97.70,98.60,96.30
97.98,98.27,99.25,97.84
97.90,96.72,97.97,95.91
97.55,97.36,97.96,96.56
97.64,98.46,98.81,97.64
98.22,99.74,99.98,97.79
100.00,98.95,100.44,98.48
99.21,98.90,101.00,97.61
99.11,99.39,101.36,98.55
98.70,94.54,100.20,94.53
96.21,95.08,96.86,94.49
96.10,93.50,96.10,92.42
94.48,93.50,94.50,92.56
94.05,91.61,94.24,91.46
91.76,93.41,93.59,91.71
94.04,91.60,94.07,90.98
91.99,90.73,92.08,90.68
90.32,90.47,91.24,89.25
90.56,91.80,92.04,89.90
91.48,90.26,91.61,90.24
90.60,90.46,90.72,89.76
91.17,91.49,91.83,90.68
90.40,90.26,91.39,90.07
89.25,89.15,89.81,88.55
89.13,89.00,89.94,88.51
88.55,89.15,89.36,88.00
89.42,88.69,89.52,88.26
89.02,88.76,89.12,88.18
89.02,89.77,90.35,88.21
89.55,89.01,90.47,88.97
88.23,87.38,89.13,87.28
87.00,89.68,90.64,86.82
89.37,89.11,89.96,88.63
90.02,89.09,91.48,89.09
90.39,90.41,90.71,89.66
91.00,90.65,91.05,90.23
90.16,89.53,90.43,89.12
88.51,89.22,89.86,88.50
89.07,90.08,90.36,89.03
90.68,89.02,91.15,88.42
89.76,88.81,90.13,88.54
88.29,88.27,89.12,88.24
88.60,88.08,88.67,87.45
88.28,88.79,88.82,87.66
88.54,88.34,89.07,88.10
88.17,87.65,88.27,87.30
87.60,88.06,88.70,87.08
86.99,86.25,87.94,86.15
86.99,87.55,87.90,86.34
87.85,85.77,87.85,84.84
85.95,85.67,86.70,85.58
84.49,85.09,86.18,84.05
85.78,86.72,87.10,83.83
86.10,84.49,86.92,84.00
85.99,85.30,87.35,85.18
85.98,84.54,86.76,84.45
84.53,84.21,84.79,83.47
84.20,85.23,85.64,84.10
84.62,83.25,85.23,83.05
83.74,82.40,83.80,82.34
81.97,80.50,82.15,80.26
80.24,77.93,80.25,77.92
78.09,77.33,78.38,76.94
77.18,76.09,77.49,75.76
76.20,76.32,76.82,75.47
76.10,75.16,76.58,74.62
74.10,73.19,74.73,72.86
73.40,76.85,77.56,73.40
76.50,77.74,79.01,76.50
77.65,78.54,78.72,76.80
78.00,77.19,78.31,77.00
76.20,76.44,77.63,75.45
77.08,76.74,77.77,76.35
78.06,76.09,78.95,75.96
75.65,77.68,78.34,75.30
75.25,73.76,78.70,73.03
73.67,76.27,76.48,73.62
75.13,77.30,77.43,74.18
77.32,79.93,80.26,76.50
79.30,79.68,80.50,78.34
79.50,79.93,80.88,78.80
79.50,80.01,80.16,78.89
79.71,80.41,80.54,79.28
79.87,77.07,79.88,76.07
77.02,76.73,78.44,76.61
76.39,74.86,77.43,74.12
70.00,69.26,73.28,68.15
72.10,68.36,72.11,68.29
70.21,70.99,71.04,68.40
72.99,75.79,76.10,72.86
75.50,77.31,79.34,75.41
76.20,78.31,79.16,74.57
76.02,76.02,77.32,75.18
77.06,77.71,77.71,74.87
78.25,77.45,80.16,76.79
76.22,76.89,77.44,75.95
77.58,77.66,78.18,75.45
78.74,76.93,79.35,76.67
77.57,78.06,78.24,76.13
76.75,77.15,77.41,75.84
77.15,76.43,77.15,76.04
77.04,77.25,77.80,76.56
77.68,79.94,80.17,77.46
80.02,79.66,81.18,79.12
78.86,76.26,79.19,75.93
77.05,76.52,77.33,75.87
75.43,75.22,76.66,74.69
75.24,73.04,75.92,72.87
72.29,73.26,73.72,71.48
74.06,72.79,74.21,72.19
71.74,69.43,72.19,69.10
69.86,70.13,70.67,69.14
70.85,72.80,72.94,70.67
73.80,73.59,75.68,73.00
72.67,77.06,77.45,71.59
78.16,80.65,81.70,78.00
80.72,82.84,83.73,80.55
84.37,83.77,85.40,82.18
83.31,87.04,87.27,83.07
87.35,87.30,88.30,86.10
87.12,86.03,88.00,84.93
85.13,85.28,86.29,84.75
84.99,85.78,86.14,84.76
85.30,87.14,87.16,84.93
87.75,87.50,88.00,86.56
86.27,84.81,86.47,84.11
84.57,84.87,85.65,83.95
84.44,83.78,84.70,83.41
84.63,85.80,86.17,84.37
85.09,85.43,86.09,84.32
85.10,83.39,85.29,83.25
81.84,82.70,82.95,80.05
82.98,84.79,86.17,82.35
84.32,85.52,85.90,84.13
85.78,85.85,86.68,84.37
85.14,86.07,86.50,84.71
86.90,88.45,89.52,86.28
88.48,86.47,88.96,85.75
86.28,86.47,88.22,85.45
85.41,85.27,88.49,84.23
85.94,85.37,87.18,84.49
85.22,86.58,86.88,84.72
86.35,83.32,87.90,83.19
82.34,81.69,82.75,80.93
81.65,82.25,82.95,80.50
82.44,84.79,84.86,82.00
84.29,82.98,84.31,81.93
83.84,85.15,85.26,82.95
84.26,82.65,84.64,81.74
83.00,82.63,83.27,81.98
82.36,82.57,83.38,82.06
83.30,85.14,85.65,83.16
84.24,83.53,84.63,83.20
82.88,82.02,83.27,81.90
82.41,83.43,84.64,82.20
83.45,84.05,84.13,83.02
83.33,80.86,84.06,80.41
81.64,80.99,82.48,80.25
79.29,80.49,80.84,78.50
77.88,76.19,78.40,74.55
74.72,77.11,77.88,73.93
77.47,78.38,80.40,76.88
77.84,78.18,80.15,77.40
77.32,74.89,79.43,74.76
74.36,76.86,77.03,73.72
77.97,77.30,78.66,76.98
77.29,75.80,77.62,75.72
75.47,73.30,75.98,71.93
73.19,71.43,73.87,71.41
71.60,70.25,71.85,69.30
70.33,69.81,71.58,69.58
71.40,73.69,73.76,70.79
73.75,73.42,73.98,72.65
71.76,70.49,71.98,70.20
71.88,71.09,72.33,70.55
69.80,70.61,71.09,69.74
70.11,70.79,71.59,70.00
70.80,69.68,71.00,68.83
70.06,70.13,70.54,68.57
68.50,67.32,68.50,66.70
65.92,65.46,69.01,65.19
65.86,65.52,66.43,64.77
65.88,63.67,66.06,62.92
64.65,62.92,65.18,61.35
63.42,64.17,64.66,62.59
64.67,65.26,66.61,63.61
62.01,62.97,64.02,61.01
63.15,60.98,63.63,59.48
59.73,60.24,60.88,57.15
60.24,63.75,64.25,59.41
66.44,66.02,67.49,64.67
64.62,61.59,66.15,61.51
63.00,66.03,66.13,62.29
65.09,66.07,67.93,64.49
69.23,68.63,69.79,66.65
69.17,71.02,71.18,69.02
69.30,69.09,70.00,67.69
67.01,67.16,69.37,66.00
68.61,70.19,70.27,66.32
70.67,68.44,71.39,68.14
67.68,67.06,67.68,65.62
65.66,68.43,68.80,64.75
67.21,65.59,67.97,64.34
65.45,65.79,66.78,63.91
63.62,65.56,65.99,63.06
66.82,67.70,68.76,65.98
68.77,67.89,69.09,66.25
69.00,70.82,70.94,67.60
70.99,69.46,71.23,69.34
68.61,69.71,69.73,68.06
71.54,72.21,72.77,70.62
71.69,68.02,71.75,67.65
67.23,69.52,69.94,66.75
69.19,68.50,70.30,67.17
68.00,67.50,69.70,65.74
67.42,64.74,67.56,64.72
65.10,65.02,65.47,62.53
64.95,67.00,67.12,64.14
66.95,69.25,69.67,66.18
69.91,71.41,71.52,68.74
71.12,75.47,75.53,70.22
74.65,70.56,74.84,70.48
71.59,72.26,72.50,69.81
71.16,72.27,72.86,70.30
73.14,75.18,75.89,72.99
73.71,74.78,75.45,73.29
73.82,73.61,74.37,71.90
74.37,75.04,75.27,72.68
75.66,76.50,77.45,75.18
77.50,75.63,77.70,74.63
75.02,75.96,76.32,74.59
75.39,75.90,77.25,75.38
75.45,74.34,76.54,73.84
72.42,74.30,74.91,72.32
74.30,74.53,74.76,73.52
73.17,75.45,75.64,73.14
76.44,73.66,76.50,73.59
73.48,72.58,74.42,72.37
70.85,72.04,72.47,70.41
72.48,70.31,72.63,70.11
69.89,70.54,71.36,69.66
70.68,71.22,71.71,69.76
70.79,71.45,72.08,70.39
73.37,73.47,73.50,72.44
73.88,74.01,74.78,73.70
74.46,77.51,77.83,73.54
77.61,77.78,78.18,76.32
78.03,77.81,78.63,77.00
77.42,75.71,77.42,75.07
74.04,77.44,77.68,73.57
78.52,79.13,80.18,77.70
78.13,79.37,80.06,76.64
79.38,79.16,80.29,78.71
79.67,80.92,81.78,79.50
80.39,79.76,80.52,79.04
80.52,82.78,82.86,79.98
83.69,84.51,85.43,83.04
83.85,81.89,84.75,81.60
82.71,82.62,83.24,81.03
82.33,82.78,83.06,80.68
81.44,80.63,82.23,80.05
80.61,79.34,82.00,78.81
80.44,81.26,82.75,80.15
78.83,78.68,81.65,78.08
78.21,78.64,78.83,77.04
78.77,79.73,79.85,78.71
79.38,80.32,81.21,78.22
81.39,80.50,81.85,79.55
80.21,78.65,80.97,78.60
79.64,80.69,81.41,79.64
80.80,81.57,82.48,80.39
81.36,80.41,82.15,79.88
79.15,80.08,80.19,77.66
80.59,80.92,81.31,79.54
79.80,81.27,81.87,79.73
81.79,82.49,83.08,80.65
82.50,83.08,83.38,82.29
83.55,82.30,83.94,82.21
81.94,81.57,82.26,80.77
82.03,81.36,82.48,81.08
80.65,80.75,81.30,80.00
79.96,80.49,80.58,79.20
80.24,79.71,80.80,79.11
80.61,81.27,81.42,79.97
81.99,85.42,85.63,81.91
86.60,85.36,86.87,85.14
84.17,84.58,85.44,84.00
83.32,81.56,84.34,81.33
80.99,81.39,83.10,80.51
81.22,82.98,83.05,81.07
82.73,82.44,83.54,81.50
81.25,80.18,81.34,79.33
80.95,80.89,81.55,80.34
82.33,83.19,83.39,81.81
82.99,84.91,85.22,82.83
84.90,83.60,85.09,83.43
84.76,84.50,84.97,83.97
81.58,81.06,82.88,80.81
80.00,78.59,80.80,78.11
80.65,81.75,81.77,79.85
82.80,83.44,84.01,82.41
83.44,83.42,83.96,82.64
83.78,84.78,85.73,83.37
83.12,82.76,84.03,81.67
82.03,82.76,83.11,81.86
83.83,81.61,83.86,81.12
82.84,82.54,83.07,81.57
82.94,82.90,83.89,82.60
84.55,85.14,85.96,84.14
84.59,83.84,85.07,82.62
84.84,84.63,84.93,83.88
84.51,84.10,84.90,83.64
83.92,83.25,84.31,82.74
82.87,82.04,83.15,81.86
81.53,82.11,82.86,80.92
82.15,81.49,83.46,81.20
82.05,80.98,82.20,80.19
80.38,78.75,80.56,78.19
78.47,80.45,80.45,78.04
80.76,79.78,81.95,79.64
79.74,79.90,80.71,79.25
79.00,81.70,81.89,78.86
81.04,78.70,81.13,78.26
79.37,79.89,80.36,78.52
80.00,82.37,82.42,79.67
82.03,84.24,84.30,81.60
87.23,90.16,90.77,86.75
90.97,90.66,92.00,90.47
91.29,90.38,91.39,89.90
90.87,89.42,90.87,89.20
90.07,90.28,91.15,89.08
90.65,91.20,91.42,90.00
91.51,90.55,91.97,90.54
90.19,90.26,90.80,88.84
89.81,90.22,90.66,89.30
90.82,91.73,92.10,90.29
91.17,91.76,91.94,90.66
90.83,91.17,91.84,90.27
90.73,91.21,91.85,90.71
90.77,90.73,91.40,90.56
90.70,90.25,90.85,90.00
90.73,90.18,91.51,89.92
89.98,91.14,91.33,89.61
91.27,90.07,91.69,89.64
89.76,88.49,89.90,88.02
88.31,88.55,88.64,87.44
89.27,88.91,89.50,88.68
90.25,94.83,95.20,90.06
94.78,94.32,95.16,94.04
95.18,95.43,95.93,94.16
94.36,92.65,94.87,92.62
92.05,92.98,93.53,91.35
91.61,90.40,92.13,89.53
89.88,88.45,90.82,88.17
88.85,90.95,92.39,88.49
89.54,90.97,91.46,89.27
91.66,90.05,91.87,90.02
90.16,90.40,91.85,90.04
91.56,93.52,93.79,91.10
94.61,92.61,95.00,92.43
92.25,89.75,92.36,89.40
90.22,89.26,90.63,89.01
88.15,88.56,89.00,87.18
89.46,93.96,94.58,88.57
94.28,95.05,95.94,93.14
95.55,96.71,97.20,94.69
96.27,96.11,96.71,95.06
96.32,95.14,96.37,94.51
96.37,97.38,98.32,96.09
97.55,97.14,98.06,96.39
96.88,96.44,97.33,96.05
97.28,97.29,98.10,97.13
96.75,96.05,97.07,95.72
95.88,96.30,96.76,95.15
95.43,95.50,95.93,93.99
96.27,94.48,96.27,93.91
94.46,93.78,94.95,93.05
94.96,93.13,95.16,92.94
94.26,95.06,96.18,94.00
93.97,94.91,95.50,93.77
94.19,93.88,95.02,93.64
93.98,93.62,94.67,92.28
93.48,92.67,94.19,92.57
91.85,92.14,93.10,90.38
92.51,91.74,92.89,91.30
91.65,90.80,94.09,90.68
90.66,90.42,91.23,90.18
91.32,91.16,92.22,89.90
89.91,90.94,91.79,88.94
90.88,92.08,92.88,90.59
94.87,91.80,96.00,91.51
93.60,93.43,93.60,92.21
92.90,93.36,94.10,92.57
93.35,93.43,94.67,92.52
92.64,92.63,93.70,92.06
92.07,91.41,92.54,90.12
91.19,92.68,92.80,90.09
94.03,94.57,94.99,93.05
94.51,95.22,96.02,94.05
96.10,92.34,96.58,92.04
92.75,93.15,94.28,92.38
95.00,95.67,97.00,94.86
95.79,95.27,96.20,93.42
94.79,97.00,97.70,94.64
96.39,95.98,96.80,95.19
96.64,93.47,96.84,93.27
91.60,92.44,93.38,90.00
97.31,102.52,103.07,97.09
105.71,104.75,107.47,103.85
104.81,103.74,105.47,103.39
104.88,104.46,106.81,104.32
103.52,103.97,105.30,102.56
