CMI,Cummins Inc. Common Stock,NASDAQ
114.56,112.42,115.03,111.86
113.00,111.12,113.36,110.84
109.11,105.94,109.26,105.55
107.23,107.44,109.03,106.75
108.81,107.36,109.40,107.03
108.29,108.51,108.98,107.91
108.27,108.46,109.73,107.80
109.25,110.33,110.94,108.72
110.01,110.20,111.72,109.84
108.69,108.90,109.30,107.51
109.92,110.79,110.84,108.74
111.16,110.83,111.54,110.50
111.40,112.62,113.17,111.33
112.94,113.70,114.96,112.90
116.01,115.28,117.33,114.99
115.28,115.40,115.86,114.18
115.50,117.29,117.87,115.12
117.61,115.99,118.04,115.25
116.87,116.48,117.16,115.63
116.92,117.02,117.50,116.19
116.77,118.14,118.32,116.24
118.29,118.01,119.00,117.68
118.57,117.67,119.39,117.43
117.76,116.24,117.76,115.73
115.65,116.58,117.10,115.30
115.90,115.88,116.54,115.37
115.89,116.44,117.05,115.50
120.01,118.23,123.90,117.38
119.18,121.19,121.91,119.02
122.60,122.94,123.83,122.34
122.24,123.05,123.18,121.00
122.88,122.73,123.05,121.81
122.07,122.09,122.12,121.15
121.70,122.19,122.44,120.71
123.43,123.70,124.50,123.13
123.47,124.02,124.48,123.06
122.79,125.84,126.97,122.52
126.79,127.52,128.13,125.84
127.88,127.51,128.30,127.15
125.89,124.72,125.89,124.14
124.73,124.94,126.24,124.53
125.02,123.83,125.82,123.64
123.79,123.57,124.30,122.58
123.41,123.43,125.35,122.84
124.14,126.56,127.59,124.14
126.57,125.21,126.57,124.82
125.27,124.57,126.25,124.51
122.82,122.03,124.05,121.91
121.66,122.76,123.57,121.66
122.08,123.44,124.74,122.07
123.55,123.20,123.94,122.72
125.00,124.13,126.00,123.46
124.40,127.00,127.52,124.01
126.74,127.11,128.25,126.30
127.82,126.77,128.23,125.51
127.10,129.38,130.00,127.08
130.07,131.75,132.40,130.03
131.80,132.34,132.34,130.37
131.99,133.05,133.67,131.76
133.46,133.68,134.29,132.24
136.24,133.85,136.24,133.49
133.22,131.96,133.47,131.74
131.99,133.72,134.03,131.05
134.00,135.25,135.54,133.50
135.24,134.57,136.50,134.28
134.52,133.61,134.55,132.89
133.16,133.93,135.19,132.62
133.92,133.70,134.71,132.46
134.21,134.19,135.08,133.54
132.98,133.54,133.80,132.60
132.15,132.87,133.87,131.74
132.01,132.73,134.09,132.00
131.98,134.64,134.77,131.82
134.60,131.76,134.91,131.00
131.92,133.21,133.68,131.40
131.84,131.15,132.48,131.11
131.29,129.47,132.62,129.34
129.57,129.34,130.47,128.15
131.19,132.65,133.22,130.91
131.96,132.31,132.63,131.20
131.42,134.07,134.55,131.14
133.71,132.52,134.42,132.00
133.20,133.29,133.41,131.57
132.84,133.98,134.32,132.48
134.66,136.44,136.87,134.41
136.68,136.91,137.43,136.12
137.60,138.18,139.17,137.45
137.15,135.54,137.19,134.80
136.19,137.86,137.90,135.50
137.92,135.59,137.92,133.89
135.63,134.91,136.31,134.59
124.84,127.90,128.27,122.52
127.55,125.44,128.17,124.99
125.63,127.02,128.08,124.47
127.42,128.85,129.14,127.00
129.08,129.91,130.84,129.05
129.85,131.72,132.55,128.40
132.06,132.48,132.75,130.71
132.44,128.89,132.98,128.76
129.30,130.70,130.94,129.30
130.89,130.10,130.94,130.02
132.39,130.10,132.55,129.80
129.21,131.55,131.69,128.60
131.55,132.49,132.91,131.38
132.27,132.04,132.86,131.10
132.38,132.59,133.86,132.26
131.86,130.00,132.49,129.50
130.64,128.74,131.00,128.30
128.99,129.26,129.89,128.86
129.01,130.37,130.40,128.70
130.90,130.80,131.61,130.54
130.80,130.98,131.41,130.50
131.51,132.63,132.79,131.00
132.99,132.36,133.31,132.17
132.55,132.98,134.05,131.61
132.29,130.03,132.66,129.19
129.50,129.02,130.14,127.81
128.87,129.60,130.13,128.49
131.39,130.48,131.72,130.17
130.01,131.66,132.84,130.01
131.43,132.86,133.48,131.25
132.79,130.66,132.80,130.29
130.49,129.54,131.01,129.05
130.29,130.01,130.47,129.35
131.10,133.09,133.62,131.10
133.00,133.25,133.89,132.67
133.26,136.03,136.31,133.00
137.13,137.20,138.00,136.28
136.75,137.75,138.47,136.56
138.76,138.66,139.50,138.16
138.99,139.40,139.84,138.13
139.48,139.85,140.22,139.14
140.43,139.83,140.43,139.28
139.81,139.93,140.48,139.30
140.00,140.97,141.39,139.96
140.43,138.56,140.98,138.28
138.77,139.16,140.00,138.34
140.22,138.72,141.67,138.25
138.87,139.89,140.25,138.80
139.59,139.35,140.23,138.83
140.15,138.67,140.62,137.94
139.36,138.10,139.54,137.80
137.59,136.15,138.42,135.76
137.00,137.13,137.49,136.37
137.49,137.79,138.25,137.36
137.05,137.84,138.55,137.05
138.96,137.74,139.07,137.51
138.04,136.41,138.50,135.76
136.50,134.88,136.55,134.80
134.50,132.08,135.49,131.52
131.10,126.31,131.22,126.06
128.32,125.95,128.68,124.03
126.61,128.63,128.71,126.53
126.87,128.59,130.02,126.50
129.65,128.48,129.92,128.04
126.73,126.98,128.01,126.06
127.13,123.70,127.92,123.15
123.76,126.40,126.70,122.64
126.24,126.67,127.14,125.48
123.50,130.78,131.49,123.50
132.50,134.33,135.57,131.94
133.91,133.02,133.99,132.40
133.12,135.52,136.45,132.90
135.69,138.59,139.05,135.56
136.94,140.92,141.23,136.89
140.90,142.12,143.60,140.64
142.42,143.10,143.20,141.58
141.39,139.98,143.03,139.76
140.38,141.75,141.77,139.82
142.45,142.83,143.83,141.84
143.87,146.01,148.60,143.76
144.69,145.63,146.58,143.07
145.00,145.90,147.33,144.55
145.33,145.30,145.57,143.49
145.59,145.92,146.76,145.12
144.17,143.00,144.17,142.09
144.69,145.70,146.33,144.51
146.09,145.26,147.00,144.83
145.93,146.12,146.89,145.86
146.80,145.62,146.98,144.95
144.40,143.90,145.33,143.06
145.43,142.90,145.85,142.37
141.80,143.07,143.11,140.58
143.52,140.62,143.96,139.79
140.24,139.36,141.24,139.16
140.86,142.79,143.31,140.86
142.55,142.68,143.74,142.12
142.45,142.76,143.30,141.58
142.40,143.55,143.96,142.03
144.76,144.35,145.45,143.39
144.51,142.36,145.12,141.48
143.89,144.34,145.20,143.26
145.48,143.99,147.47,143.92
143.72,144.08,144.78,142.36
144.22,146.00,147.78,144.22
148.35,148.99,150.34,147.51
149.39,148.95,149.98,147.77
149.29,149.34,150.07,148.38
149.42,149.43,150.27,148.62
150.99,147.08,151.00,146.52
146.82,144.69,147.67,143.71
144.43,146.70,146.81,143.21
146.96,147.92,148.50,146.36
147.92,144.09,149.14,144.00
143.03,142.05,144.36,141.65
143.48,143.26,144.46,142.10
143.38,141.76,144.06,139.01
143.50,145.30,145.32,142.44
145.32,146.28,146.86,145.15
146.20,146.57,146.88,144.85
146.76,146.80,147.87,146.01
146.93,147.35,148.17,146.52
148.39,149.06,149.70,147.38
148.01,147.18,148.72,146.57
147.57,145.20,148.07,142.86
151.02,150.81,151.80,148.17
150.36,150.85,151.39,149.73
150.46,151.48,152.76,150.06
151.23,150.88,152.75,150.47
150.02,150.29,150.84,148.85
149.75,148.41,151.05,147.87
149.01,149.56,150.25,148.16
149.58,151.16,152.08,149.03
150.84,149.94,150.84,148.84
150.52,153.32,153.49,150.52
153.32,153.43,154.87,152.83
153.55,151.70,153.96,151.58
151.50,149.64,151.57,148.13
150.00,149.72,150.00,147.69
149.11,150.10,150.90,149.11
149.94,147.55,150.16,147.00
147.88,148.99,149.03,147.07
148.36,148.49,149.91,148.30
148.29,150.05,150.30,148.29
151.18,152.08,153.60,150.77
152.60,152.23,154.24,152.14
152.42,152.52,153.29,151.53
152.31,152.93,153.24,151.79
153.45,153.29,153.58,151.70
152.54,153.53,153.86,151.77
153.38,153.78,154.54,152.86
154.29,156.25,156.56,153.33
156.25,159.06,159.13,156.01
158.62,160.25,161.03,158.25
159.92,160.55,160.84,159.14
159.51,158.49,160.09,158.01
157.67,154.77,158.36,154.22
155.03,156.03,156.85,154.74
156.00,156.67,157.01,155.07
156.48,155.94,157.16,155.69
156.25,156.81,157.04,155.00
156.50,157.00,157.07,155.17
157.54,158.55,158.82,157.03
159.17,157.49,159.23,157.37
157.21,156.46,159.29,156.23
156.12,157.12,157.42,156.06
154.98,155.02,155.90,154.06
154.99,154.65,155.41,154.14
154.65,154.29,155.36,153.85
153.37,154.35,155.90,153.32
154.76,153.99,155.75,153.24
156.22,157.75,158.25,155.60
156.68,156.01,157.34,155.40
155.75,155.96,157.43,154.44
155.28,154.47,155.82,154.31
152.96,152.00,153.12,151.50
152.54,152.23,152.98,151.25
153.71,152.56,154.19,152.34
152.89,151.89,154.08,151.23
152.77,154.20,154.56,151.88
153.02,151.55,154.60,151.33
152.09,152.74,153.04,151.48
151.93,153.00,153.10,151.66
153.95,154.01,155.03,153.70
154.03,153.29,154.44,152.52
153.13,150.80,154.04,150.54
150.28,150.15,151.35,148.51
148.01,145.35,148.59,144.34
145.60,143.70,147.15,143.67
144.19,142.95,144.48,141.76
141.71,139.39,142.40,139.31
139.22,138.99,139.86,137.09
139.24,140.11,140.58,138.06
143.13,140.00,143.93,138.94
139.35,139.37,140.78,138.68
140.75,139.37,141.63,139.00
139.74,141.39,141.56,139.00
142.48,141.80,143.26,141.48
141.80,141.04,142.61,140.76
141.17,141.97,142.34,140.92
142.00,141.95,142.32,141.42
142.66,140.93,142.78,140.40
142.13,142.17,142.99,141.46
142.39,144.40,144.51,142.23
144.19,147.28,148.04,144.19
147.36,146.21,147.50,145.75
145.63,145.22,146.28,144.43
146.11,145.09,146.47,145.02
145.27,144.17,145.49,144.06
144.68,145.19,145.37,144.40
144.22,144.75,145.45,143.27
145.03,145.11,145.13,143.89
145.37,144.35,145.63,143.80
145.45,144.14,145.49,143.35
144.20,143.58,144.96,143.05
143.26,142.62,143.50,141.50
142.50,141.98,142.57,141.50
141.81,141.44,142.64,141.17
140.63,140.40,141.33,140.11
140.00,140.00,140.38,139.04
140.06,138.57,140.09,138.06
138.16,137.91,138.50,136.75
136.37,137.46,138.03,134.77
137.81,137.30,138.17,136.80
137.35,138.71,138.94,136.96
139.95,137.89,140.15,136.86
137.43,136.04,137.61,135.60
135.42,134.59,135.71,134.57
134.84,134.21,134.86,133.43
134.00,133.04,134.00,132.80
133.68,133.78,134.12,132.63
132.50,132.85,133.46,131.54
132.89,131.98,133.15,131.24
131.40,131.06,131.55,129.90
134.76,132.98,134.87,131.10
134.46,135.10,135.67,133.56
136.25,136.13,136.76,135.41
134.33,129.57,134.33,129.50
130.13,133.94,134.24,129.58
133.91,130.86,134.29,130.19
130.84,127.37,131.13,127.36
127.61,124.95,128.53,124.74
126.01,127.49,129.41,125.69
126.04,128.46,129.23,124.30
126.19,130.57,131.98,125.91
132.01,130.53,132.99,130.06
129.97,130.88,130.90,129.58
132.49,134.80,134.95,132.46
134.69,132.00,134.92,131.85
134.21,136.36,137.33,134.21
136.34,137.25,137.52,135.28
136.03,135.37,136.39,134.31
140.93,144.59,145.15,139.78
144.25,144.51,145.18,143.14
144.04,144.62,145.99,143.13
146.81,146.18,147.14,145.51
146.02,145.09,146.25,144.48
143.49,141.77,144.40,141.26
144.53,144.12,144.85,141.57
144.99,146.64,146.72,144.22
146.53,146.04,147.43,145.49
146.39,146.50,147.25,145.73
146.18,146.60,147.25,145.66
146.42,146.49,147.22,145.52
146.47,144.52,146.61,143.88
144.73,145.06,145.27,143.80
145.09,144.78,145.20,143.86
144.27,144.84,145.62,144.27
144.80,143.14,144.80,142.97
142.18,143.96,144.36,142.00
146.99,148.45,149.71,146.50
148.30,147.99,149.30,147.56
148.61,149.22,149.48,147.75
148.98,148.92,149.40,147.75
148.02,145.62,148.06,145.08
145.64,145.34,146.22,144.37
145.28,146.19,146.33,144.70
148.68,150.60,151.25,147.31
149.95,149.96,150.60,149.10
149.97,150.86,150.92,149.43
150.70,147.62,150.80,146.16
145.72,149.22,149.33,145.49
148.40,143.97,148.40,143.20
144.53,144.20,145.52,143.82
143.00,140.90,143.39,140.90
141.86,140.30,142.05,140.16
139.21,138.47,142.51,138.38
138.58,140.42,140.96,137.97
143.83,144.00,144.04,141.20
144.71,143.06,144.77,143.06
143.34,145.30,145.64,142.61
146.26,145.73,147.23,145.63
145.90,145.82,146.28,145.15
146.20,146.53,147.21,146.06
146.24,146.89,147.31,145.66
146.74,146.16,147.21,145.24
146.16,144.17,146.82,144.13
145.22,146.42,146.95,143.60
145.21,141.46,145.44,140.87
141.88,142.25,143.62,139.70
143.65,142.93,144.02,140.86
145.40,145.82,146.76,144.01
146.43,143.60,146.62,143.28
143.28,142.56,143.28,141.03
143.72,141.34,144.44,140.25
139.22,142.40,142.45,139.22
143.80,141.52,144.20,141.36
141.70,140.86,142.21,139.76
141.56,142.03,142.50,140.52
141.27,144.73,145.09,141.24
146.47,147.33,148.04,144.73
146.48,145.85,147.03,144.70
146.58,147.85,147.99,145.55
143.33,142.27,143.76,140.03
143.28,141.62,144.18,141.48
141.99,142.70,142.79,139.89
141.10,139.46,141.61,139.31
139.86,143.01,143.34,138.90
143.75,145.55,145.59,143.74
145.05,144.16,145.43,143.57
138.41,138.11,139.88,135.35
138.21,135.86,138.40,135.56
135.09,134.40,136.35,134.07
134.90,134.96,135.24,133.50
134.99,135.12,135.41,134.24
135.48,136.63,136.78,135.36
136.75,139.04,139.36,136.65
139.12,138.98,139.48,137.96
138.61,140.18,141.09,138.45
139.94,140.80,141.68,139.62
140.63,142.55,142.88,139.62
142.02,141.56,142.50,140.73
141.56,141.79,142.49,141.43
142.12,142.18,142.80,141.70
142.55,142.23,143.02,141.80
142.23,142.23,142.82,141.03
142.37,143.43,143.46,141.70
144.60,145.36,146.13,144.26
145.05,143.95,145.33,142.58
143.52,142.27,143.92,142.20
141.20,140.42,142.51,139.92
140.30,140.95,141.18,139.80
139.20,138.26,139.36,138.07
138.62,137.37,138.64,136.88
138.76,140.04,140.13,137.85
139.55,139.27,139.58,137.10
140.25,140.50,141.02,139.88
139.50,138.70,139.74,138.50
137.90,139.83,140.16,136.55
139.04,137.45,139.04,136.85
137.90,138.40,138.82,137.57
138.77,138.38,139.45,137.96
139.61,138.94,140.06,138.56
139.18,136.76,139.43,136.72
136.46,136.78,137.83,136.19
137.11,137.46,137.68,136.03
137.88,140.14,140.49,137.88
139.00,138.64,139.12,138.09
138.43,137.02,138.46,136.82
137.52,136.82,139.42,136.30
136.75,137.88,138.60,136.09
138.16,136.76,138.36,136.53
135.80,135.00,136.48,134.55
134.62,134.18,135.60,133.61
134.78,136.55,136.67,134.68
136.42,136.00,137.12,135.53
135.75,136.44,136.84,134.51
134.96,137.24,137.76,134.96
136.71,136.34,137.24,135.77
135.15,133.84,135.50,133.38
134.77,135.15,136.00,134.66
135.85,136.03,136.57,134.70
136.46,136.93,137.18,135.17
137.12,136.45,137.78,135.59
136.40,136.50,137.00,135.21
136.77,139.25,139.38,136.77
136.51,137.25,137.50,135.12
136.78,138.03,138.62,135.86
137.57,138.26,138.93,136.65
139.32,141.13,141.69,139.00
141.06,141.09,142.27,140.76
140.83,139.27,141.84,139.22
140.01,139.32,140.38,138.72
138.92,139.91,140.25,138.39
140.91,140.66,141.50,140.15
140.75,141.76,142.28,140.47
141.31,141.23,142.10,140.62
141.86,142.31,142.86,141.63
142.99,143.22,143.40,142.40
143.14,142.77,143.21,141.48
142.86,143.21,143.32,142.09
142.25,140.55,142.35,139.60
140.65,140.97,141.44,140.23
141.00,141.93,142.39,140.80
141.74,141.88,142.46,141.30
141.47,140.42,141.94,139.65
141.00,140.48,141.62,140.35
140.00,139.25,140.29,138.74
138.98,135.55,139.00,135.49
136.14,135.22,136.23,134.63
135.01,135.76,136.85,134.97
136.35,135.57,136.47,134.75
134.58,136.17,136.17,134.09
136.15,136.19,136.82,135.55
135.87,135.47,136.25,135.41
135.58,135.91,136.58,135.33
136.78,137.16,137.71,135.88
137.07,137.85,137.99,136.85
137.41,137.12,137.85,136.74
136.02,135.85,136.57,135.18
135.51,135.42,135.92,135.16
135.48,135.78,136.18,134.87
136.54,136.46,137.42,136.02
136.35,136.14,136.96,135.80
136.80,135.70,136.89,135.11
135.80,135.66,136.00,135.29
135.39,135.18,136.98,134.99
135.70,134.09,136.14,134.08
134.29,133.54,134.59,133.36
132.72,131.14,132.96,130.77
132.34,131.19,132.78,131.04
132.34,131.09,132.62,130.50
131.85,131.36,132.00,130.28
130.00,130.83,131.65,129.81
130.80,131.49,131.61,129.60
130.31,129.06,130.55,128.62
130.57,127.77,131.44,127.56
128.95,128.74,129.35,127.77
129.50,130.19,130.42,128.83
130.17,129.87,130.90,129.52
130.48,129.91,130.91,129.58
131.00,130.39,131.28,130.11
130.00,128.19,130.10,126.79
128.19,128.97,129.56,128.14
128.50,128.62,130.18,128.08
128.51,127.23,128.92,126.84
126.51,126.97,127.84,126.50
126.68,124.37,126.89,123.56
123.78,123.78,125.18,123.14
129.24,128.00,129.46,127.01
127.95,130.27,130.47,127.80
129.97,129.80,130.15,128.06
130.35,129.53,130.47,129.19
129.42,128.61,129.97,128.04
127.50,126.00,127.99,125.59
127.57,127.84,129.00,127.54
127.86,127.18,128.29,126.67
126.95,126.88,127.73,126.60
128.25,130.93,131.08,127.72
129.30,127.98,129.52,127.24
126.99,129.06,129.42,125.93
128.59,128.39,128.97,127.41
127.94,128.05,128.83,127.72
127.52,128.61,129.17,126.67
128.04,128.04,128.55,127.71
126.68,127.44,128.59,125.54
126.66,124.08,127.02,124.04
123.52,119.75,123.54,119.73
113.01,116.84,120.32,112.00
119.62,114.87,120.58,114.76
117.23,118.73,118.78,114.88
119.84,122.60,123.67,119.73
122.04,122.27,123.51,121.41
122.77,121.75,122.92,121.03
119.14,120.31,121.43,118.90
121.50,120.90,121.95,119.00
121.30,120.03,121.33,119.61
117.63,118.00,119.06,117.49
119.87,119.82,120.00,119.27
121.00,118.99,121.41,118.72
118.70,119.02,120.07,118.35
118.98,120.49,120.50,118.47
119.95,119.02,120.02,118.69
119.50,121.73,121.96,118.79
121.72,122.84,123.06,121.04
121.95,120.17,122.25,119.76
118.58,115.24,118.59,115.16
116.00,114.82,116.05,114.32
112.33,113.27,113.38,110.86
113.30,112.22,113.76,111.78
109.89,111.17,111.94,108.27
111.10,110.52,111.65,109.88
108.97,106.84,109.36,106.71
106.95,108.10,109.84,106.84
109.02,108.58,109.38,106.70
108.50,105.40,109.14,104.76
104.22,107.96,108.54,103.03
108.76,111.76,111.99,108.16
110.94,112.17,113.23,110.53
112.73,112.53,114.60,111.07
112.59,114.27,114.86,112.04
114.49,113.09,115.37,112.88
113.32,111.98,113.70,111.79
111.10,109.98,112.07,109.95
110.08,109.37,110.29,108.62
109.77,109.16,109.97,107.51
109.26,108.71,109.52,107.41
108.22,108.57,109.00,107.84
107.23,109.49,110.46,107.15
110.06,108.59,110.44,107.86
108.86,111.82,112.73,108.60
113.39,112.84,114.52,112.11
112.84,112.10,113.49,111.88
100.75,102.35,104.44,100.61
101.10,103.23,103.77,99.76
102.51,103.40,104.36,102.46
103.55,103.51,104.18,102.50
103.49,106.86,107.58,103.21
106.86,107.40,108.40,106.04
107.05,106.76,108.52,105.02
106.49,106.50,107.25,105.27
105.86,106.48,106.68,105.05
106.26,105.20,106.49,103.78
104.89,103.73,105.89,102.25
103.52,100.08,103.91,99.87
99.66,97.83,100.20,97.77
97.68,98.67,99.53,97.41
98.62,99.13,100.28,98.17
99.48,97.90,99.82,97.70
97.86,98.35,98.60,97.68
98.15,98.57,98.86,97.74
98.71,98.70,100.20,98.46
98.80,98.14,99.75,97.81
97.86,98.68,99.15,97.41
99.56,99.57,100.30,98.98
99.82,99.74,100.14,99.13
99.92,100.37,101.21,99.61
96.58,92.41,96.87,91.92
92.21,94.85,95.35,92.17
93.96,92.48,93.98,91.80
92.45,92.50,92.74,91.65
91.84,91.41,92.47,91.15
90.25,90.18,90.99,89.73
89.69,89.92,91.10,89.44
90.21,90.16,90.26,89.48
88.82,87.61,89.17,87.35
87.46,86.83,87.88,86.11
87.06,87.10,87.54,86.58
87.88,87.36,88.52,86.71
87.01,85.96,87.57,85.93
85.85,85.21,86.59,85.18
85.97,85.39,86.41,84.99
85.60,87.41,88.31,85.51
87.90,89.56,89.94,87.67
89.56,89.30,89.96,89.17
89.12,89.27,89.52,88.29
89.60,89.85,90.16,89.40
89.24,89.18,90.13,89.18
88.85,88.01,89.49,88.00
86.75,89.97,90.15,86.00
90.05,89.09,90.24,87.98
88.33,88.68,90.24,87.95
87.03,87.19,88.18,86.71
87.87,86.02,88.16,85.56
86.59,85.42,86.81,84.63
86.35,86.63,86.85,85.22
86.87,84.90,88.57,84.74
85.22,86.68,87.39,84.00
84.11,84.35,84.74,83.12
85.45,83.52,85.69,82.74
81.89,84.24,85.23,79.88
84.58,86.02,87.29,84.29
87.42,86.41,89.23,85.69
85.00,84.05,86.09,84.02
84.47,85.38,85.94,83.53
85.30,85.21,86.44,84.16
86.51,86.95,87.49,85.33
87.04,89.89,89.95,87.04
88.94,91.17,91.63,88.02
89.55,88.97,90.40,88.32
89.20,90.66,91.04,86.85
91.18,97.57,97.97,91.00
96.08,99.00,99.92,95.03
97.91,98.43,100.23,96.82
98.41,99.70,101.19,98.41
100.58,96.33,100.79,95.71
95.05,95.25,98.16,93.50
96.45,97.01,98.37,94.96
98.46,99.14,99.76,96.39
99.10,97.53,100.39,97.16
97.88,97.20,98.70,95.65
96.47,96.59,97.12,95.01
97.95,98.53,99.17,97.51
98.48,97.53,98.91,96.74
96.08,96.13,96.43,93.27
96.49,97.70,97.74,95.59
98.67,97.66,98.80,97.26
97.80,97.57,98.72,97.49
98.94,100.26,100.64,97.10
99.81,99.46,100.16,98.07
99.23,101.25,102.99,99.01
101.73,102.24,103.66,100.31
102.24,105.07,105.94,102.00
104.00,101.78,104.00,99.30
102.06,102.07,103.05,100.43
102.11,102.79,103.11,100.75
103.43,104.00,104.81,103.23
103.55,105.12,105.48,103.30
104.00,104.58,104.62,103.29
104.42,106.38,106.80,103.92
105.75,109.58,110.39,105.50
109.94,110.09,111.29,108.10
109.83,110.61,110.99,109.42
110.11,109.45,110.59,109.22
108.95,107.74,109.32,107.66
106.67,107.40,107.42,104.84
107.84,108.44,108.77,106.60
107.36,109.93,110.13,107.04
110.83,109.31,111.16,108.38
109.20,109.94,110.29,108.90
108.48,110.12,110.39,106.97
110.11,109.09,110.71,108.68
107.49,108.02,109.36,106.63
107.07,106.43,107.50,104.30
105.51,105.09,106.40,104.83
106.11,106.28,108.30,105.84
106.83,106.26,108.14,106.21
106.69,107.80,108.19,106.13
108.96,113.70,113.77,108.76
113.51,114.57,115.17,112.74
115.00,115.32,115.61,114.15
115.34,116.66,117.68,114.55
116.46,117.75,118.74,116.35
117.75,116.61,118.02,116.12
115.36,115.14,116.64,114.61
114.67,116.11,116.61,114.61
115.86,114.91,116.00,114.17
115.70,116.18,116.49,115.15
116.56,116.72,117.05,115.63
116.52,116.61,118.47,115.84
117.02,117.03,118.64,115.79
117.39,116.53,117.88,115.66
115.27,118.60,120.00,114.38
118.54,114.44,118.55,112.94
114.90,113.89,115.33,113.56
113.19,114.99,115.06,112.86
114.07,112.42,114.07,111.76
112.94,114.78,114.95,112.34
114.79,114.72,115.93,113.88
115.35,114.39,116.00,113.80
114.59,111.79,115.26,111.68
112.00,114.19,114.81,112.00
114.00,114.28,115.99,113.56
112.45,110.67,113.30,110.05
110.33,108.08,110.76,106.26
108.49,108.21,109.60,108.06
108.10,108.16,109.36,107.33
108.57,109.71,109.99,108.36
110.55,113.17,113.45,110.16
113.74,113.50,114.85,113.36
113.42,113.24,114.49,112.84
113.25,114.47,115.32,113.02
113.99,114.13,114.15,112.20
113.96,115.13,115.13,113.10
114.93,113.64,114.93,112.71
114.14,116.30,116.43,113.67
116.50,117.15,117.82,116.02
118.00,118.87,119.91,118.00
117.70,118.64,118.79,117.30
117.39,116.00,117.57,115.46
115.54,113.74,115.92,113.65
113.76,112.95,114.24,111.95
114.04,113.44,114.33,112.38
112.78,113.35,113.67,110.55
113.49,114.18,115.15,112.71
115.91,115.97,117.57,115.76
115.57,115.36,115.76,113.82
115.50,115.78,116.33,115.44
117.09,118.96,119.00,116.61
114.25,110.50,115.06,110.45
109.69,105.75,109.80,105.43
106.80,106.94,108.40,105.33
108.40,109.73,109.98,107.58
109.97,112.44,112.44,109.46
112.01,112.92,113.56,111.81
112.13,110.18,112.79,109.45
109.20,110.61,110.69,107.51
110.87,111.26,112.48,110.30
112.26,114.70,114.85,111.76
114.80,115.89,116.34,113.70
116.73,118.98,119.18,116.27
118.30,118.13,119.87,117.72
119.33,119.47,120.18,118.90
119.84,119.01,119.84,118.58
118.37,118.19,119.05,117.04
117.43,116.47,117.79,116.31
116.78,117.56,118.19,116.02
118.00,118.46,119.98,117.50
118.32,118.21,118.44,117.44
118.04,118.19,118.60,117.36
118.14,122.05,122.08,117.50
122.05,123.42,124.09,121.70
122.71,122.16,122.71,121.23
122.00,122.77,122.97,120.57
122.50,121.80,122.93,120.70
121.75,121.04,123.71,119.16
120.75,122.28,123.26,120.44
122.08,123.25,123.85,121.06
123.30,125.34,125.34,123.30
125.98,126.41,126.70,125.79
126.40,125.88,127.09,125.50
126.29,126.07,126.52,125.83
126.08,127.11,127.36,126.08
127.21,126.73,127.64,126.45
126.91,127.01,127.55,126.91
126.77,126.87,127.58,126.21
126.87,126.51,127.28,126.05
125.48,126.22,126.82,125.17
125.79,126.13,126.56,125.30
125.73,125.35,125.91,125.12
126.09,125.66,126.30,125.59
125.50,124.94,126.05,124.65
124.77,125.33,125.43,124.17
125.54,124.51,127.27,124.18
124.74,125.49,125.96,124.14
125.49,126.05,126.12,124.88
125.55,125.61,125.92,124.59
125.61,125.41,126.15,124.28
126.12,126.16,126.55,125.64
120.94,116.94,121.75,116.60
116.74,119.75,120.93,116.03
119.34,119.88,121.39,118.54
118.81,116.81,119.26,116.81
116.41,118.97,119.53,116.30
117.88,117.31,118.94,116.87
117.46,118.05,118.36,117.10
118.22,119.51,119.95,117.70
119.35,119.56,119.69,118.28
120.45,119.29,120.70,119.07
119.77,119.17,120.26,119.04
119.58,120.92,121.10,119.41
121.72,121.92,122.62,121.37
121.26,120.63,121.63,120.18
120.33,120.23,121.48,120.12
120.13,120.47,120.54,119.41
120.95,123.60,123.70,120.94
123.32,124.26,125.42,123.22
125.33,128.15,128.60,125.19
127.40,127.86,128.69,127.26
127.87,127.31,129.26,126.96
128.27,130.25,130.96,127.78
129.70,130.49,130.73,129.20
130.11,128.44,130.43,127.08
129.36,128.17,129.39,127.81
130.52,127.86,131.04,127.48
127.96,127.77,128.40,127.36
126.47,126.13,126.47,124.75
126.40,125.76,128.43,125.76
126.03,125.80,126.28,125.50
126.60,127.05,127.60,125.96
127.02,128.30,128.74,126.37
127.68,126.98,127.94,126.33
125.99,126.64,126.86,124.86
127.14,126.69,128.09,125.67
125.85,125.57,127.26,125.27
125.17,126.52,127.47,125.06
126.83,126.26,127.04,125.51
126.55,126.62,127.99,126.34
126.73,127.82,128.00,126.53
123.33,122.29,126.04,121.58
121.79,121.72,122.95,121.35
121.84,121.75,123.59,121.22
121.92,124.31,125.56,121.43
127.02,130.34,130.49,126.95
129.70,130.86,131.52,129.08
132.41,136.85,138.39,130.86
137.66,137.81,141.65,137.19
137.00,136.99,138.13,135.75
138.67,134.74,139.29,133.16
134.88,137.78,137.80,134.15
137.44,136.87,137.44,135.75
136.20,135.43,136.57,135.01
135.32,135.03,136.41,134.60
136.07,136.83,137.31,135.51
137.81,139.35,139.57,137.20
140.00,140.80,141.57,139.85
140.61,141.29,141.50,140.55
140.54,138.32,141.21,137.12
137.70,138.22,138.85,136.64
139.60,141.78,142.68,139.32
140.75,142.63,146.48,139.82
142.22,142.95,143.81,141.89
143.99,142.86,144.96,142.22
