JKJ,iShares Morningstar Small-Cap ETF,NASDAQ
109.10,108.13,109.14,107.89
108.15,107.95,108.35,107.32
107.03,106.77,107.09,105.81
107.75,107.87,107.88,107.08
108.61,108.31,108.62,107.88
108.90,110.35,110.35,108.90
110.08,109.85,110.73,109.83
110.98,111.59,112.20,110.70
111.70,111.35,112.34,111.08
111.42,111.73,111.92,111.14
112.76,112.99,112.99,112.09
113.92,113.66,114.11,113.56
114.44,114.78,114.95,114.07
114.71,114.96,115.12,114.49
116.51,116.26,116.51,115.93
116.42,116.65,116.79,116.42
116.77,117.12,117.27,116.73
117.36,116.61,117.36,116.35
117.05,116.93,117.38,116.79
117.28,117.96,118.38,117.28
117.73,117.94,117.98,117.48
117.97,118.11,118.33,117.97
118.65,117.93,118.65,117.93
118.43,116.83,118.50,116.73
116.81,117.67,117.67,116.62
117.11,117.02,117.11,116.40
117.08,116.48,117.15,116.13
116.85,116.78,117.00,116.57
117.22,116.86,117.82,116.86
117.91,118.54,118.72,117.91
118.34,118.47,118.51,118.11
118.31,118.80,118.90,118.31
118.46,117.52,118.46,117.31
117.09,116.55,117.14,116.47
117.07,117.28,117.50,116.76
117.14,117.28,117.67,116.84
117.00,117.73,117.78,116.58
117.74,117.52,117.74,117.13
117.58,117.16,117.64,117.13
115.79,114.94,115.82,114.85
114.61,114.47,115.22,114.44
114.66,113.29,114.66,113.29
113.90,115.06,115.30,113.90
114.66,114.52,115.39,114.11
115.22,115.74,115.88,114.88
115.95,115.95,116.03,115.30
116.36,115.75,116.36,115.54
114.58,113.35,114.96,113.25
113.52,113.45,113.83,113.35
113.94,114.21,114.57,113.94
114.09,112.45,114.09,112.38
114.00,112.85,114.41,111.99
113.67,113.98,113.98,113.65
114.14,114.45,114.60,114.14
114.95,114.78,115.27,113.92
115.14,116.33,116.41,115.14
116.82,117.32,117.32,116.82
117.24,117.53,117.68,116.98
117.51,116.67,117.51,116.67
117.01,117.27,117.34,116.74
118.79,117.76,118.79,117.76
117.90,118.40,118.40,117.89
117.80,119.68,119.87,117.63
119.98,119.55,119.98,119.29
119.91,119.04,119.91,118.86
118.59,118.77,118.90,118.40
118.37,118.59,119.47,118.06
118.61,118.57,119.35,118.54
118.69,119.24,119.24,118.69
118.60,119.01,119.22,118.60
117.62,119.04,119.04,117.62
118.93,120.24,120.60,118.93
119.59,120.08,120.17,119.52
119.86,118.89,119.86,118.42
118.99,119.59,119.76,118.74
118.44,118.44,119.03,118.43
118.40,116.68,118.40,116.68
116.87,116.78,116.97,115.90
118.42,118.92,119.11,118.42
119.17,120.12,120.13,119.17
119.80,121.22,121.30,119.80
120.79,120.19,121.03,119.89
120.82,121.44,121.48,120.82
121.05,122.31,122.47,121.05
122.56,123.21,123.25,122.56
123.56,123.20,123.57,122.97
123.77,123.52,124.13,123.39
122.88,122.67,122.88,122.31
123.05,123.59,123.75,122.83
123.98,123.99,124.06,123.68
123.95,123.98,124.04,123.42
123.72,124.36,124.36,123.51
124.33,123.08,124.33,122.68
122.82,122.70,123.68,122.63
122.64,122.04,122.64,121.81
122.87,123.86,123.88,122.87
123.13,123.35,123.56,122.88
122.90,122.61,122.90,122.61
123.11,120.58,123.17,120.58
120.87,122.56,122.56,120.87
122.56,122.93,122.97,122.00
122.43,122.96,122.96,122.24
122.30,123.93,123.96,122.30
124.17,124.45,124.47,123.81
124.51,124.97,124.97,124.38
125.06,123.87,125.40,123.87
124.11,123.32,124.38,123.19
123.48,123.60,124.24,123.48
124.08,125.15,125.15,124.08
125.05,125.82,125.82,125.05
125.63,125.69,126.00,125.56
125.81,126.50,126.74,125.81
126.91,127.18,127.21,126.70
123.72,127.06,127.68,123.72
126.71,126.05,126.84,125.92
126.06,125.31,126.06,125.10
125.00,125.48,125.83,125.00
125.46,125.50,125.80,125.18
126.87,126.60,126.97,126.38
126.87,126.78,126.89,126.62
126.63,125.79,126.67,125.66
125.47,123.64,125.47,123.57
123.56,123.64,123.70,123.30
123.73,123.73,123.73,123.73
124.96,125.38,125.44,124.96
125.30,125.27,125.57,124.58
125.06,126.83,126.83,124.82
125.95,125.75,125.98,125.75
125.81,127.24,127.47,125.81
127.54,128.01,128.02,127.54
128.12,128.68,128.69,128.12
129.28,128.75,129.28,128.75
130.18,128.75,130.18,128.56
128.77,129.07,129.23,128.63
129.22,129.28,129.48,129.09
128.67,127.27,128.67,127.27
128.50,128.44,128.50,127.88
127.84,127.17,128.25,127.17
127.45,128.41,128.55,127.45
128.07,128.15,128.15,127.94
128.61,127.90,128.61,127.33
128.11,128.26,128.28,127.63
128.18,126.46,128.19,126.46
127.38,128.10,128.10,127.38
128.79,129.07,129.15,128.79
128.87,128.67,128.87,128.30
128.29,127.85,128.37,127.84
128.64,128.55,128.77,128.04
128.99,129.45,129.45,128.70
128.42,128.28,128.42,128.07
126.91,125.63,126.91,125.42
125.81,124.20,125.84,123.93
124.55,125.53,125.62,124.55
124.48,124.13,125.13,123.87
124.82,125.66,126.02,124.82
124.40,125.07,125.53,124.40
124.83,121.37,124.83,120.97
121.93,122.36,122.55,121.93
121.79,121.84,121.91,120.66
122.17,123.28,123.40,122.17
123.64,124.26,124.26,123.64
124.04,124.25,124.25,123.54
124.34,125.23,125.45,124.34
125.94,125.44,125.94,125.32
125.25,127.56,127.59,125.25
127.34,127.90,127.94,127.34
128.20,129.03,129.03,127.90
128.59,128.04,129.47,128.04
128.28,128.96,128.96,128.28
129.35,129.21,129.57,129.06
130.25,130.85,130.94,130.25
130.26,130.34,130.57,130.11
130.66,131.34,131.83,130.66
130.88,131.49,131.79,130.88
131.73,131.87,132.63,131.73
131.14,131.22,131.49,130.75
132.91,134.61,134.83,132.91
134.35,134.14,134.35,133.93
134.46,134.38,134.64,134.21
134.92,134.20,134.92,133.94
133.91,133.97,134.08,133.53
134.06,132.71,134.48,132.56
132.49,133.24,133.24,132.49
133.73,131.87,133.73,131.62
132.75,132.66,132.85,132.08
133.31,133.29,133.86,133.15
133.43,134.82,134.83,133.29
134.72,133.57,134.72,133.57
133.58,134.35,134.75,133.58
135.36,134.56,135.94,134.56
135.00,132.93,135.00,132.78
133.97,133.11,133.97,132.33
134.22,131.26,134.22,131.16
130.56,130.18,131.31,129.83
131.67,130.86,132.25,130.72
131.51,132.83,133.03,131.51
133.49,134.23,134.23,133.31
134.89,135.50,135.50,134.74
135.73,134.50,135.73,134.50
135.58,133.06,135.58,133.06
131.69,129.90,131.69,129.57
130.61,130.63,130.67,129.42
131.10,131.93,131.94,130.57
131.59,129.27,131.59,128.66
128.33,127.19,128.33,126.72
128.21,127.85,128.58,126.80
128.22,128.40,128.77,126.28
128.99,129.66,129.66,128.91
129.33,130.45,130.49,129.33
130.93,130.82,130.94,130.48
131.68,132.07,132.30,131.68
131.73,131.73,131.87,131.53
131.30,131.27,131.85,131.23
130.89,129.62,130.89,129.40
130.19,129.08,130.19,127.36
129.99,129.68,129.99,129.45
128.80,129.90,130.01,128.80
129.33,129.40,130.43,128.82
130.04,130.12,130.34,130.03
129.63,129.54,129.86,129.54
129.24,128.39,129.28,128.36
128.57,128.65,128.68,127.01
129.54,127.93,129.74,127.76
127.91,128.60,128.67,127.58
129.56,131.66,131.68,129.56
131.52,130.76,131.52,130.76
129.72,129.11,129.79,129.11
126.51,127.81,127.81,126.44
127.59,128.57,128.57,127.21
129.41,129.90,129.92,129.41
127.70,128.09,128.09,127.64
129.00,128.64,129.00,128.20
129.28,129.81,129.81,129.28
130.11,130.71,130.71,130.11
131.53,131.92,132.27,131.49
131.19,131.76,131.88,131.19
131.86,132.05,132.08,131.86
131.94,131.54,131.94,131.54
131.68,131.64,131.70,131.56
130.94,131.51,131.71,130.94
131.11,132.16,132.16,130.93
132.30,134.37,134.43,132.18
134.91,135.53,135.75,134.91
135.81,136.32,136.72,135.70
136.11,136.03,136.15,135.66
135.79,135.74,135.79,135.51
134.68,134.56,135.23,134.56
134.53,135.02,135.14,133.98
135.43,135.29,135.49,135.29
135.37,136.55,136.83,135.22
136.37,136.28,136.37,136.19
137.59,137.41,137.59,136.71
137.74,137.86,137.87,137.66
138.08,137.79,138.08,137.55
137.03,136.02,137.82,135.95
135.25,136.82,136.82,135.25
136.25,136.20,136.28,135.65
135.65,137.02,137.04,135.65
137.00,137.33,137.33,137.00
138.37,139.25,139.61,138.37
138.96,138.29,138.96,138.13
138.93,139.11,139.11,138.93
138.81,137.41,138.81,137.41
136.28,136.35,136.35,135.72
136.57,136.22,136.86,135.99
134.07,135.33,135.56,133.58
135.30,134.56,135.30,134.43
135.44,135.35,135.60,135.29
135.13,134.44,135.13,134.40
134.85,134.93,134.93,134.03
133.84,132.69,134.12,132.68
132.69,134.46,134.49,132.69
133.90,134.11,134.11,133.64
134.84,135.00,135.47,134.84
134.54,134.51,135.12,134.39
134.98,134.18,135.02,134.18
133.41,133.49,133.49,133.41
133.54,133.03,133.54,132.32
133.31,132.98,133.31,132.69
133.45,132.84,133.45,132.50
132.09,130.73,132.09,130.68
130.34,129.66,130.47,129.31
130.19,131.02,131.18,129.51
130.52,130.39,131.22,130.16
129.75,130.94,131.32,129.75
131.33,130.27,131.33,130.19
130.53,131.52,131.52,130.53
132.88,132.94,133.21,132.88
132.03,131.45,132.53,131.32
132.18,132.61,132.61,132.18
133.00,132.94,133.00,132.82
133.50,132.12,133.50,132.06
133.84,134.70,134.70,133.71
135.39,135.19,135.39,135.06
134.58,135.36,135.46,134.58
134.86,135.81,135.81,134.65
135.78,135.87,135.87,135.19
136.17,135.73,136.17,135.64
136.31,136.67,136.69,136.31
136.36,136.38,136.38,136.36
135.45,136.02,136.06,135.45
136.19,136.65,136.65,136.12
137.63,137.54,137.70,136.96
137.89,136.77,137.99,136.77
137.71,136.35,137.71,136.35
136.52,136.50,136.57,136.50
136.87,136.87,136.87,136.45
136.42,135.90,136.42,135.90
135.08,135.77,135.77,135.08
135.48,136.54,136.54,135.48
136.03,135.61,136.03,135.21
135.51,134.54,135.51,134.43
134.07,135.39,135.39,134.07
135.79,135.23,135.79,135.23
135.63,135.69,135.91,135.60
136.55,134.42,136.55,134.16
133.97,132.87,133.97,132.63
132.38,131.87,132.80,131.57
131.42,131.76,131.79,130.70
130.36,129.76,130.36,129.76
130.15,129.92,130.15,129.92
129.90,130.69,130.69,129.90
130.63,129.45,130.63,129.33
129.03,127.36,129.03,127.17
127.27,127.84,128.11,126.35
128.75,128.88,129.31,128.53
128.80,128.38,128.89,128.08
127.65,126.43,127.73,126.43
126.00,127.77,127.82,125.63
127.13,125.51,127.13,125.51
124.51,124.40,125.56,123.74
123.58,122.28,124.39,122.28
123.23,124.37,125.06,123.23
122.37,124.09,124.64,121.32
122.15,125.37,125.94,122.15
127.43,125.98,127.43,125.25
126.08,127.30,127.30,126.08
127.93,129.66,129.66,127.93
129.66,128.13,129.66,128.13
130.51,130.17,130.90,130.02
130.46,130.25,130.46,129.59
130.14,130.07,130.14,130.07
131.22,133.28,133.34,131.22
133.72,133.31,133.72,132.74
133.10,133.63,134.36,133.10
135.86,135.85,135.86,134.97
135.94,135.71,136.61,135.71
135.58,135.19,135.64,134.92
135.84,135.59,135.86,135.45
135.47,136.18,136.18,135.46
135.78,135.82,136.07,135.78
136.50,136.45,136.50,136.28
136.44,136.28,136.71,136.21
136.45,137.16,137.16,136.23
136.64,136.26,136.64,135.94
136.47,136.23,136.47,136.19
136.10,135.58,136.46,135.58
135.97,136.45,136.63,135.97
135.26,135.62,135.73,134.78
135.62,136.53,136.53,135.62
137.64,136.93,137.72,136.93
137.19,138.19,138.19,137.19
136.23,138.40,138.40,136.23
138.71,138.84,138.84,138.28
138.82,137.98,138.82,137.89
136.05,135.49,136.05,135.29
135.09,136.18,136.26,135.09
136.73,137.44,137.70,136.73
137.61,136.43,137.61,136.36
137.25,136.94,137.53,136.94
137.70,135.71,137.85,135.60
134.71,137.31,137.31,134.64
136.53,135.08,137.12,135.02
135.22,135.24,136.36,135.22
133.91,133.82,134.68,133.82
134.46,132.58,134.56,132.49
132.58,132.75,133.93,131.93
132.30,135.82,135.87,132.30
137.08,137.54,137.55,136.50
137.61,137.86,138.01,137.38
138.04,138.40,138.40,137.15
139.48,138.94,139.48,138.75
138.48,139.07,139.07,138.18
139.88,139.38,139.88,139.38
140.23,140.03,140.34,140.00
139.95,139.48,139.98,139.48
140.11,138.64,140.11,138.64
138.71,137.70,138.94,136.69
137.37,135.48,137.37,135.23
135.81,133.70,135.84,133.18
134.73,135.18,135.18,134.26
137.20,137.32,137.47,137.20
137.36,136.44,137.36,136.09
136.22,135.60,136.41,135.19
136.81,135.15,137.19,134.43
134.17,135.02,135.02,133.41
134.15,133.06,134.34,132.89
133.05,135.12,135.25,132.88
135.08,133.97,135.08,133.27
133.61,134.60,134.90,133.61
135.22,137.23,137.23,134.54
137.35,136.96,137.78,136.69
136.48,138.18,138.18,136.39
137.15,138.21,138.21,136.83
137.98,135.80,138.37,135.80
136.15,136.86,136.94,135.08
136.59,134.34,136.59,134.26
134.99,133.95,134.99,132.80
136.33,138.27,138.27,136.33
137.54,138.08,138.38,137.49
138.56,139.18,139.27,138.56
139.38,138.59,139.50,138.59
138.73,137.96,139.00,137.96
139.01,138.22,139.01,137.41
138.69,138.71,138.99,138.50
139.27,140.11,140.12,139.27
140.63,141.02,141.03,140.61
140.81,141.00,141.56,140.75
141.00,141.21,141.36,140.89
141.09,141.13,141.50,141.07
140.76,141.98,141.99,140.18
141.64,141.86,141.92,141.56
142.40,142.33,142.56,141.88
142.43,142.25,142.62,141.93
142.03,142.45,142.52,142.03
142.22,142.01,142.33,142.01
143.23,142.81,143.23,142.44
142.61,142.32,142.61,141.82
140.82,141.34,141.55,140.82
141.57,141.39,141.61,141.08
140.93,139.58,141.04,139.56
140.17,140.51,140.72,140.16
139.38,139.09,139.40,138.89
139.22,139.79,139.91,138.99
140.77,141.91,141.91,140.77
141.82,141.26,141.82,140.47
141.89,142.18,142.29,141.89
142.11,142.68,142.68,141.71
142.08,144.18,144.18,142.08
143.44,143.87,143.99,143.44
144.69,145.56,145.56,144.57
145.72,146.03,146.03,145.66
146.03,146.03,146.03,146.03
144.56,142.05,144.56,141.99
141.15,141.34,141.79,140.95
141.62,142.25,142.25,141.45
143.64,144.29,144.29,143.47
143.37,143.66,143.95,143.21
142.22,142.98,143.01,142.22
143.21,143.81,144.29,143.21
143.09,144.61,144.75,143.00
144.16,143.51,144.52,143.51
143.84,143.79,143.84,143.72
144.01,143.26,144.01,143.26
144.08,143.89,144.08,143.81
144.40,144.12,144.40,144.12
144.15,143.80,144.15,143.19
144.56,145.01,145.08,144.51
144.68,144.41,144.75,144.41
143.21,142.00,143.21,141.92
143.17,143.48,143.57,143.15
144.22,143.41,144.22,143.34
143.09,143.46,143.49,142.59
144.47,144.53,144.56,144.41
144.42,144.13,144.51,144.13
144.56,143.04,144.88,143.04
143.00,143.59,143.70,142.73
143.53,142.82,143.53,142.66
141.09,140.29,141.60,140.29
141.23,141.78,141.78,141.13
141.80,142.24,142.87,141.80
141.66,140.07,141.66,139.85
140.07,140.02,140.07,139.65
140.81,141.19,141.55,140.21
143.16,142.56,143.16,142.47
142.82,142.57,143.23,142.57
141.75,142.59,142.96,141.13
142.38,142.59,142.87,142.38
143.03,144.02,144.19,143.03
144.13,144.18,144.19,143.81
144.26,145.52,145.52,144.22
145.22,145.31,145.41,144.91
145.28,145.64,145.86,145.17
145.94,145.50,145.94,145.16
145.77,145.33,145.77,144.99
144.49,143.76,144.49,143.20
143.87,144.96,145.16,143.27
144.86,144.47,144.86,144.47
144.53,144.27,144.64,143.57
144.30,144.49,144.76,143.50
144.04,144.81,145.39,143.80
145.05,145.91,146.23,144.80
145.39,144.41,145.39,144.27
143.72,144.89,144.89,143.72
145.03,144.53,145.04,144.30
144.10,144.23,144.31,143.54
144.81,146.13,146.28,144.81
146.13,146.28,146.44,146.05
145.54,145.80,146.01,145.52
144.33,145.28,145.57,144.21
144.88,146.36,146.40,144.87
146.63,146.36,146.63,145.73
146.75,147.27,147.75,146.75
147.46,147.38,147.47,147.30
148.05,147.73,148.19,147.72
147.74,148.13,148.13,147.74
147.57,146.58,147.73,146.56
147.00,146.26,147.00,146.26
146.34,146.09,146.78,145.75
145.51,142.75,145.51,142.75
144.02,143.24,144.02,142.99
144.67,143.68,147.54,143.26
144.20,143.26,144.20,142.74
142.38,142.82,143.42,142.10
142.18,142.15,142.49,140.61
142.11,140.62,142.34,140.44
142.27,141.25,142.27,141.25
142.65,142.68,142.81,142.33
143.33,143.75,143.78,143.20
143.71,144.30,144.30,143.71
144.29,143.23,144.29,143.19
144.12,143.92,144.12,143.86
143.31,142.69,143.31,142.65
142.73,142.30,142.86,142.26
142.86,141.71,142.86,141.60
140.90,141.86,142.06,140.90
142.37,140.62,142.37,140.62
139.71,138.96,139.71,138.91
138.04,137.10,138.05,137.10
137.66,138.43,138.43,136.98
138.58,139.46,139.46,138.58
139.58,140.01,140.12,138.90
140.35,140.45,141.06,140.18
140.43,139.68,140.43,139.42
139.97,139.64,140.34,139.44
140.52,139.91,141.39,139.84
139.86,138.50,140.19,137.81
138.32,137.83,138.32,137.56
139.24,139.54,139.57,138.97
139.04,138.23,139.06,137.88
137.59,137.81,137.81,136.20
137.19,137.66,137.66,137.19
137.82,138.77,138.79,137.82
138.14,140.09,140.09,138.14
140.12,139.47,140.12,139.17
138.74,138.84,138.84,137.48
136.75,135.02,136.79,135.02
132.82,132.62,134.26,132.50
117.12,126.79,133.26,91.99
128.91,125.66,129.10,125.55
127.93,129.10,129.25,126.64
130.49,131.85,132.29,129.85
131.90,132.63,133.11,131.90
132.51,132.94,133.57,132.51
130.66,129.01,131.02,129.01
130.96,130.26,130.96,129.64
131.41,131.44,132.30,131.38
130.51,130.10,130.51,129.84
131.95,132.69,132.69,131.39
133.48,131.66,133.48,131.66
131.37,131.87,132.01,131.37
130.58,131.75,131.76,130.53
132.72,131.67,132.72,131.53
131.84,133.28,133.28,131.84
133.17,134.67,134.69,133.17
134.50,135.39,135.39,134.36
133.08,132.44,133.62,132.44
133.39,132.97,133.39,132.50
130.41,130.68,130.68,130.03
130.98,130.38,130.98,130.16
128.74,129.74,129.74,128.53
130.51,128.45,130.51,128.45
127.00,124.94,127.00,124.94
124.58,124.64,125.16,124.35
125.82,126.51,126.63,125.42
126.77,126.26,126.77,124.88
125.10,128.22,128.22,124.38
129.00,130.97,130.99,129.00
130.89,130.53,131.24,130.53
131.13,132.41,132.41,131.12
132.44,133.81,133.81,132.39
133.61,134.07,134.11,133.61
134.12,133.96,134.12,133.78
133.42,133.26,134.12,133.26
132.55,131.02,133.05,131.02
131.50,133.21,133.23,131.14
133.62,133.06,133.62,132.86
132.72,133.06,133.76,132.69
133.29,133.47,133.47,133.29
133.88,131.46,133.88,131.46
132.13,132.17,132.96,131.97
132.81,133.34,133.56,132.47
133.13,132.77,133.33,132.68
132.19,131.12,132.19,130.60
131.70,132.34,133.83,131.70
134.51,134.00,134.92,133.87
133.72,133.86,133.97,133.67
133.77,135.84,135.89,133.77
135.61,136.45,136.82,135.61
136.78,135.86,136.91,135.80
136.09,136.20,136.20,135.08
135.96,136.41,136.41,135.72
136.36,134.57,136.36,134.55
134.59,134.66,134.66,134.23
135.53,134.29,135.53,134.27
132.87,131.98,132.87,131.98
131.66,130.94,131.73,130.94
130.48,132.10,132.10,130.48
132.07,132.37,133.22,131.94
132.04,133.98,133.98,132.04
133.62,133.46,134.13,133.35
133.97,134.76,134.76,133.97
135.19,134.68,135.19,134.68
134.32,135.77,135.78,134.32
136.08,136.51,136.51,135.71
136.89,137.26,137.26,136.50
136.96,136.44,136.96,136.33
136.98,137.21,137.44,136.59
137.21,135.99,137.21,135.76
136.39,133.33,136.42,133.29
134.18,134.72,134.84,133.86
133.60,132.99,133.62,132.86
132.70,131.86,132.70,131.72
132.21,130.60,132.21,130.53
130.47,131.54,131.54,130.47
129.33,128.25,129.61,128.25
128.47,127.51,128.95,127.06
128.28,128.96,129.27,128.28
129.83,130.79,130.84,129.53
131.34,129.73,131.34,129.51
128.04,127.35,128.44,127.35
128.30,127.82,128.56,127.63
128.69,129.12,129.12,128.23
130.06,130.88,130.94,129.77
129.97,130.97,130.97,129.97
129.87,129.91,129.91,128.95
131.17,131.26,131.26,130.54
130.99,130.04,131.00,130.04
129.77,128.49,130.11,128.49
126.85,126.41,126.85,125.23
126.80,127.18,127.27,126.53
125.48,125.61,126.44,125.33
124.00,122.54,124.09,122.54
122.70,121.42,122.70,121.42
121.03,120.74,121.03,119.34
121.15,120.69,121.15,119.41
121.28,117.47,121.28,117.47
117.77,119.15,119.26,116.00
115.40,115.27,116.32,114.42
118.14,116.23,118.14,115.93
114.53,116.63,116.68,111.76
115.91,116.06,117.38,115.59
117.45,118.03,118.03,117.34
117.62,115.72,117.65,115.72
116.30,118.47,118.50,116.30
118.42,117.30,119.10,117.30
118.56,117.65,118.71,117.24
119.59,119.94,120.02,119.59
120.20,120.67,120.67,120.09
119.81,118.21,119.81,117.92
118.19,119.12,119.12,116.52
119.34,119.55,120.63,119.17
119.29,117.53,119.47,117.53
115.58,115.39,115.87,114.31
114.17,115.55,115.93,114.11
115.80,115.93,117.60,115.61
113.51,113.83,114.32,112.90
114.98,115.73,116.01,114.36
117.21,118.57,118.64,117.00
119.91,120.09,120.71,119.88
119.69,120.19,120.19,119.53
119.27,120.32,120.32,118.93
121.37,121.80,121.80,121.37
121.23,121.45,121.45,121.23
119.84,122.03,122.18,119.48
122.46,123.74,123.80,122.23
124.21,124.18,124.45,124.18
124.79,123.70,124.81,123.66
124.51,125.91,126.01,124.51
126.90,127.18,127.18,126.58
127.46,128.66,128.66,127.46
128.75,129.14,129.79,128.53
130.10,130.01,130.10,129.25
130.01,128.41,130.01,128.29
128.16,128.00,128.16,127.82
128.63,127.64,128.80,126.35
128.62,130.10,130.10,128.62
129.50,129.82,129.89,129.44
129.09,128.21,129.09,128.06
128.61,128.81,128.85,128.04
128.69,131.29,131.58,128.69
131.63,132.38,132.45,131.63
131.49,131.73,131.87,131.49
130.98,131.69,131.81,130.98
131.08,129.52,131.08,129.52
128.31,128.71,128.71,127.99
129.55,129.62,129.96,128.86
129.56,132.78,132.78,129.56
133.80,133.09,133.80,133.08
132.89,133.17,133.17,132.74
132.57,133.12,133.18,132.47
132.54,132.19,132.54,132.19
131.13,131.29,131.29,130.68
130.66,131.61,131.61,130.15
130.78,129.80,130.78,129.63
131.11,130.28,131.11,130.28
131.25,130.84,132.00,130.84
130.53,132.05,132.05,130.53
132.67,134.25,134.25,132.67
133.92,134.30,134.48,133.92
134.13,134.13,134.13,134.13
134.15,135.03,135.15,134.15
136.08,135.82,136.16,135.43
135.72,136.08,136.12,135.47
135.89,134.36,135.96,134.26
134.35,135.51,135.51,134.35
135.00,134.68,135.00,134.51
136.07,136.02,136.16,135.68
136.24,136.42,136.62,136.06
136.68,135.29,136.78,135.29
135.20,133.61,135.20,133.61
135.09,135.71,135.71,134.92
134.68,134.05,134.68,133.63
133.56,133.35,133.56,133.03
133.43,132.77,133.70,132.77
132.18,133.51,133.61,132.18
134.32,134.20,134.32,134.20
134.50,135.35,135.35,134.50
134.30,133.55,134.36,133.55
133.68,133.01,134.12,132.54
132.85,131.43,132.85,131.42
131.74,133.22,133.50,131.74
132.44,131.22,133.18,131.08
130.61,132.19,132.19,130.61
130.17,130.73,130.73,129.71
130.39,131.59,132.00,130.39
132.03,132.17,132.52,132.03
132.99,134.27,134.41,132.99
134.80,134.93,134.95,134.67
135.04,135.17,135.17,134.69
135.71,136.12,136.12,135.67
136.36,136.37,136.73,136.04
135.95,137.24,137.24,135.95
136.38,137.99,137.99,136.38
137.72,137.51,137.72,137.51
138.67,138.60,138.91,138.60
138.44,138.90,139.32,138.39
139.25,139.78,139.87,139.25
138.88,139.21,139.21,138.78
138.02,136.90,138.02,136.71
137.17,136.14,137.22,136.12
135.41,134.95,135.60,134.43
135.90,135.28,136.18,135.28
134.00,134.87,134.87,133.42
134.88,135.00,135.69,134.88
137.47,136.92,137.53,136.92
135.63,135.61,135.64,134.92
135.34,135.18,136.37,135.18
137.03,137.70,137.70,136.79
132.64,132.43,133.84,132.43
130.98,127.95,130.98,127.56
128.99,129.45,130.06,128.99
131.88,132.94,132.94,131.88
133.10,134.83,134.83,133.10
136.27,135.52,136.76,135.52
133.38,133.40,133.45,133.38
134.39,134.69,134.74,133.83
135.36,134.54,135.81,134.54
136.16,138.20,138.20,136.16
139.62,139.83,139.83,139.31
140.22,141.24,141.78,140.22
141.08,141.05,141.19,140.89
142.43,141.80,142.43,141.79
141.78,141.93,142.17,141.78
142.27,142.30,142.51,141.67
142.38,141.72,142.38,141.59
141.86,142.64,142.78,141.30
142.13,141.77,142.52,141.53
141.99,143.17,143.19,141.99
142.71,142.70,142.90,142.52
142.68,143.20,143.20,142.68
143.98,142.96,143.98,142.66
142.65,143.44,143.51,142.65
143.53,143.89,144.42,142.99
143.28,143.42,144.25,143.10
142.91,141.83,142.91,141.40
141.23,142.70,142.70,141.23
142.53,142.70,142.91,142.53
144.37,144.71,144.83,144.37
144.93,144.57,144.93,144.52
144.72,144.76,145.11,144.57
144.28,144.19,144.28,144.19
144.64,144.65,144.95,144.06
144.38,144.38,144.49,144.38
145.69,145.93,146.17,145.56
144.90,145.01,145.40,144.90
145.28,144.76,145.28,144.17
145.49,145.48,145.49,144.74
145.56,145.75,145.83,145.28
145.26,145.90,145.91,145.26
147.13,147.02,147.21,146.98
146.52,145.91,146.52,145.90
146.02,146.09,146.38,146.02
146.09,145.84,146.59,144.97
146.92,146.67,146.92,146.67
146.25,146.67,146.67,146.16
146.62,146.42,146.62,145.48
146.40,145.98,146.40,144.98
147.23,147.22,147.23,146.70
146.48,146.74,146.83,146.48
146.87,147.60,147.64,146.87
147.25,147.04,147.53,147.04
145.13,142.96,145.19,142.96
143.10,144.47,144.53,143.10
143.25,141.93,143.25,141.04
141.66,141.57,141.66,141.30
141.84,142.62,142.62,141.84
141.92,142.30,142.35,141.82
143.85,143.11,143.85,143.11
143.39,143.04,143.39,142.85
142.77,144.61,144.61,142.66
146.06,146.25,146.40,146.06
146.15,145.95,146.15,145.84
144.69,144.14,144.69,144.07
143.68,144.04,144.42,143.68
144.04,144.04,144.04,144.04
145.01,144.24,145.27,144.24
144.01,144.73,145.18,143.78
144.28,144.04,144.65,143.84
144.54,143.15,144.70,143.15
144.65,144.66,144.77,144.22
143.19,144.27,144.27,143.18
143.67,143.16,143.74,142.36
144.74,144.48,144.74,144.41
143.10,141.87,143.10,141.26
142.00,142.38,142.52,142.00
140.70,141.75,141.75,140.70
141.87,141.15,142.37,141.05
141.38,140.75,141.51,140.75
141.40,141.62,141.72,141.40
142.57,142.34,142.57,142.34
142.07,142.07,142.07,142.07
140.44,140.44,140.44,140.44
142.47,142.31,142.65,141.92
141.20,141.49,141.69,141.16
140.79,140.68,141.25,140.68
141.05,138.99,141.05,138.99
139.26,139.14,139.80,139.14
139.19,139.80,139.85,139.19
139.30,137.93,139.41,137.61
137.30,136.68,137.39,136.51
136.37,136.56,136.59,136.37
136.46,136.52,137.66,136.46
138.97,139.64,139.92,138.97
139.01,140.39,140.56,139.01
139.82,143.30,143.74,139.64
146.60,144.90,146.60,144.37
145.63,147.11,147.74,145.63
150.34,150.07,150.34,149.81
149.54,150.76,150.76,149.54
150.21,150.59,150.60,150.11
151.30,151.33,151.41,150.97
151.60,151.97,151.97,151.60
153.01,152.51,153.12,151.74
153.10,154.27,154.29,153.02
153.55,155.02,155.02,153.55
155.35,155.15,155.35,155.15
155.35,153.83,155.35,153.83
154.44,154.00,154.67,153.95
154.53,153.70,154.64,153.38
153.70,153.16,154.27,152.58
152.98,153.15,153.84,152.96
154.97,155.39,155.53,154.49
