CORT,Corcept Therapeutics Incorporated - Common Stock,NASDAQ
1.81,1.79,1.82,1.78
1.76,1.69,1.77,1.69
1.70,1.79,1.79,1.69
1.77,1.80,1.83,1.74
1.77,1.86,1.86,1.75
1.87,1.81,1.87,1.80
1.80,1.79,1.80,1.75
1.78,1.73,1.81,1.72
1.76,1.77,1.89,1.73
1.78,1.75,1.79,1.72
1.73,1.74,1.77,1.72
1.80,1.76,1.80,1.73
1.75,1.77,1.77,1.74
1.77,1.77,1.79,1.74
1.76,1.79,1.79,1.75
1.79,1.80,1.82,1.78
1.81,1.80,1.81,1.75
1.81,1.86,1.87,1.78
1.87,1.91,1.91,1.86
1.93,1.96,1.97,1.90
1.98,1.99,2.00,1.96
1.99,1.95,2.01,1.93
1.93,1.91,1.95,1.88
1.94,1.86,1.96,1.82
1.86,1.86,1.89,1.83
1.84,1.93,1.93,1.82
1.91,1.90,1.91,1.87
1.89,1.89,1.92,1.87
1.91,2.09,2.12,1.91
2.10,2.11,2.19,2.00
2.14,2.17,2.20,2.10
2.15,2.13,2.18,2.11
2.14,2.14,2.18,2.10
2.14,2.07,2.16,2.06
2.06,1.94,2.07,1.93
1.95,1.89,2.03,1.88
1.76,1.70,1.97,1.68
1.68,1.54,1.68,1.53
1.69,1.57,1.69,1.51
1.58,1.56,1.58,1.54
1.57,1.53,1.57,1.51
1.52,1.51,1.53,1.50
1.52,1.50,1.56,1.47
1.50,1.56,1.57,1.50
1.55,1.56,1.58,1.53
1.56,1.57,1.58,1.53
1.57,1.56,1.57,1.55
1.58,1.74,1.78,1.58
1.71,1.64,1.74,1.64
1.63,1.66,1.72,1.59
1.66,1.75,1.77,1.66
1.76,1.66,1.82,1.66
1.69,1.66,1.71,1.62
1.67,1.67,1.72,1.62
1.66,1.70,1.71,1.59
1.72,1.73,1.74,1.63
1.73,1.75,1.75,1.71
1.77,1.74,1.77,1.72
1.73,1.71,1.75,1.68
1.70,1.74,1.75,1.70
1.75,1.75,1.77,1.72
1.76,1.69,1.76,1.68
1.69,1.73,1.73,1.67
1.73,1.71,1.75,1.68
1.71,1.65,1.73,1.62
1.65,1.64,1.68,1.59
1.64,1.69,1.69,1.63
1.68,1.68,1.68,1.56
1.67,1.68,1.68,1.62
1.69,1.61,1.69,1.59
1.60,1.61,1.63,1.60
1.60,1.59,1.62,1.59
1.60,1.61,1.61,1.57
1.60,1.60,1.61,1.60
1.59,1.61,1.63,1.59
1.60,1.65,1.66,1.60
1.63,1.66,1.67,1.61
1.67,1.64,1.69,1.64
1.66,1.63,1.66,1.62
1.63,1.65,1.68,1.61
1.63,1.72,1.73,1.63
1.71,1.74,1.75,1.70
1.75,1.71,1.77,1.71
1.73,1.72,1.76,1.70
1.70,1.70,1.73,1.69
1.71,1.69,1.71,1.65
1.70,1.75,1.75,1.67
1.76,1.74,1.76,1.71
1.73,1.74,1.75,1.71
1.73,1.82,1.85,1.73
1.84,1.85,1.86,1.76
1.84,1.83,1.87,1.81
1.85,1.77,1.85,1.77
1.78,1.71,1.80,1.70
1.70,1.69,1.73,1.67
1.68,1.67,1.71,1.61
1.70,1.67,1.70,1.64
1.67,1.66,1.72,1.65
1.68,1.64,1.68,1.62
1.67,1.60,1.67,1.60
1.60,1.65,1.78,1.60
1.63,1.78,1.80,1.63
1.76,1.80,1.80,1.73
1.80,1.81,1.81,1.75
1.80,1.73,1.82,1.66
1.72,1.92,1.94,1.72
1.89,1.86,1.97,1.84
1.87,1.92,1.96,1.86
1.94,1.89,2.06,1.86
1.91,1.99,2.00,1.88
1.98,2.05,2.09,1.97
2.06,2.04,2.07,1.99
2.03,2.05,2.08,2.00
2.06,2.10,2.10,2.01
2.10,2.15,2.16,2.10
2.16,2.10,2.16,2.05
2.10,2.08,2.15,2.08
2.08,2.07,2.10,2.02
2.06,2.06,2.10,2.05
2.09,2.06,2.10,2.05
2.05,2.00,2.08,1.97
2.00,2.06,2.08,2.00
2.05,2.25,2.27,2.01
2.26,2.54,2.74,2.26
2.53,2.54,2.62,2.40
2.56,2.51,2.58,2.44
2.52,2.44,2.54,2.43
2.42,2.50,2.53,2.40
2.51,2.53,2.55,2.45
2.55,2.83,2.85,2.55
2.94,2.90,2.99,2.82
2.93,3.15,3.22,2.92
3.18,3.06,3.20,2.96
3.09,3.11,3.17,3.06
3.12,3.17,3.24,3.04
3.20,3.21,3.24,3.16
3.22,3.37,3.38,3.15
3.36,3.39,3.40,3.20
3.45,3.40,3.46,3.33
3.45,3.58,3.60,3.33
3.59,3.55,3.63,3.53
3.56,3.82,3.83,3.56
3.81,3.75,3.82,3.70
3.51,3.26,3.52,3.15
3.25,3.20,3.25,3.02
3.18,3.10,3.20,3.05
3.08,3.29,3.30,3.08
3.28,3.19,3.29,3.14
3.24,3.29,3.29,3.17
3.27,3.17,3.27,3.11
3.14,3.14,3.17,3.07
3.10,3.04,3.13,2.98
3.04,2.80,3.06,2.70
2.78,2.95,2.98,2.76
2.93,3.04,3.11,2.87
3.06,3.73,3.76,3.03
3.97,3.44,3.98,3.22
3.45,3.03,3.46,2.99
3.02,3.06,3.18,2.98
3.06,3.04,3.06,2.75
3.04,3.02,3.09,2.98
3.03,3.09,3.22,2.97
3.10,3.09,3.16,3.00
3.09,3.04,3.18,3.03
3.06,3.05,3.25,3.00
3.03,3.28,3.30,3.02
3.24,3.09,3.26,3.06
3.11,3.32,3.40,3.06
3.36,3.13,3.36,3.13
3.15,3.36,3.41,3.13
3.39,3.37,3.41,3.25
3.37,3.42,3.63,3.37
3.43,3.37,3.49,3.35
3.39,3.40,3.58,3.34
3.38,3.50,3.51,3.30
3.46,3.28,3.47,3.23
3.26,3.37,3.42,3.15
3.42,3.90,3.99,3.40
3.89,4.00,4.11,3.75
4.00,3.96,4.02,3.80
4.00,4.08,4.19,3.92
4.06,4.06,4.12,3.97
4.01,3.95,4.08,3.79
3.91,3.79,4.01,3.73
3.80,3.66,3.90,3.54
3.63,3.76,3.80,3.55
3.76,3.69,3.77,3.66
3.69,4.01,4.03,3.69
4.02,4.02,4.09,3.85
4.02,4.10,4.22,3.98
4.10,4.12,4.15,3.96
4.14,3.99,4.14,3.80
4.03,3.99,4.20,3.92
4.04,3.99,4.10,3.86
4.01,3.86,4.08,3.77
3.87,4.07,4.40,3.87
4.33,4.36,4.47,4.14
4.41,4.20,4.48,4.15
4.21,4.44,4.45,4.21
4.43,4.25,4.49,4.14
4.34,4.07,4.40,4.00
4.03,4.06,4.19,3.90
4.05,4.18,4.24,3.91
4.17,4.26,4.33,4.11
4.24,3.85,4.26,3.84
3.79,3.63,3.91,3.60
3.70,3.65,3.79,3.51
3.68,3.40,3.75,3.36
3.44,3.62,3.64,3.36
3.62,3.83,3.87,3.55
3.85,3.82,3.86,3.67
3.84,4.28,4.40,3.84
4.27,4.02,4.27,3.99
4.06,4.11,4.12,3.82
4.07,3.84,4.07,3.83
3.87,3.94,4.04,3.79
3.98,4.12,4.19,3.92
4.09,4.42,4.45,3.96
4.36,4.10,4.36,4.06
4.04,3.95,4.13,3.95
3.93,4.15,4.15,3.80
4.14,4.02,4.15,3.98
2.00,1.99,2.16,1.91
1.97,1.74,2.00,1.73
1.72,1.84,1.93,1.69
1.85,1.85,1.91,1.75
2.00,1.85,2.05,1.82
1.85,1.94,1.97,1.84
1.93,1.92,1.95,1.84
1.91,2.00,2.00,1.91
1.99,1.94,2.00,1.91
1.92,1.94,2.00,1.87
1.95,1.94,1.97,1.92
1.93,1.90,2.02,1.88
1.89,1.88,1.92,1.84
1.88,1.96,1.99,1.87
1.97,2.23,2.27,1.92
2.24,2.25,2.26,2.10
2.26,2.26,2.30,2.18
2.24,2.14,2.25,2.10
2.12,2.21,2.23,2.08
2.19,2.20,2.23,2.15
2.22,2.34,2.38,2.17
2.37,2.28,2.39,2.25
2.27,2.33,2.37,2.26
2.33,2.32,2.34,2.27
2.30,2.29,2.33,2.22
2.29,2.58,2.68,2.25
2.57,2.45,2.70,2.38
2.44,2.28,2.45,2.23
2.34,2.49,2.51,2.25
2.50,2.48,2.52,2.30
2.50,2.50,2.54,2.42
2.53,2.56,2.59,2.44
2.56,2.91,2.94,2.50
2.86,2.78,2.97,2.73
2.75,2.87,2.88,2.71
2.88,2.73,2.93,2.70
2.70,2.75,2.77,2.55
2.73,2.80,2.83,2.66
2.83,2.83,2.94,2.80
2.81,2.90,2.94,2.81
2.93,2.93,2.94,2.85
2.91,2.70,2.94,2.65
2.70,2.50,2.70,2.44
2.50,2.50,2.53,2.40
2.41,2.44,2.50,2.32
2.42,2.49,2.63,2.42
2.53,2.56,2.57,2.41
2.54,2.39,2.58,2.36
2.41,2.38,2.44,2.30
2.35,2.33,2.39,2.30
2.30,2.41,2.50,2.27
2.38,2.35,2.45,2.32
2.37,2.44,2.45,2.35
2.46,2.46,2.49,2.40
2.49,2.44,2.66,2.42
2.39,2.41,2.47,2.29
2.40,2.39,2.43,2.28
2.40,2.44,2.51,2.39
2.48,2.47,2.53,2.46
2.42,2.39,2.51,2.38
2.41,2.41,2.43,2.36
2.44,2.40,2.45,2.35
2.36,2.33,2.42,2.32
2.36,2.74,3.02,2.36
2.69,2.61,2.78,2.56
2.60,2.54,2.67,2.51
2.59,2.74,2.92,2.56
2.72,2.53,2.78,2.50
2.55,2.77,2.82,2.55
2.78,2.71,2.84,2.63
2.76,2.76,2.78,2.61
2.78,2.80,2.92,2.77
2.79,2.83,2.83,2.78
2.81,2.95,2.99,2.80
2.93,2.74,2.93,2.64
2.72,2.70,2.78,2.65
2.70,2.81,2.88,2.68
2.81,2.80,2.87,2.76
2.81,2.86,2.90,2.78
2.84,2.77,2.85,2.74
2.77,2.76,2.84,2.75
2.76,2.80,2.84,2.72
2.81,2.76,2.93,2.72
2.77,2.65,2.79,2.64
2.63,2.69,2.74,2.59
2.70,2.79,2.79,2.68
2.79,2.72,2.79,2.65
2.73,2.80,2.81,2.69
2.77,2.81,2.83,2.75
2.81,2.74,2.83,2.74
2.75,2.74,2.78,2.62
2.74,2.71,2.75,2.69
2.71,2.78,2.82,2.69
2.78,2.70,2.83,2.67
2.71,2.83,2.89,2.71
2.79,2.75,2.81,2.68
2.73,2.71,2.81,2.66
2.73,2.80,2.86,2.71
2.78,2.72,2.80,2.68
2.72,2.76,2.78,2.62
2.72,2.77,2.78,2.71
2.76,2.68,2.80,2.67
2.69,2.62,2.73,2.62
2.63,2.71,2.76,2.59
2.76,2.81,2.84,2.73
2.79,2.73,2.88,2.73
2.73,2.67,2.79,2.64
2.68,2.84,2.88,2.62
2.83,2.78,2.89,2.77
2.74,2.80,2.90,2.72
2.78,2.82,2.91,2.70
2.88,3.00,3.25,2.88
2.96,3.00,3.09,2.84
2.97,3.19,3.25,2.88
3.24,2.92,3.33,2.92
2.88,3.00,3.08,2.88
3.00,3.01,3.07,2.96
3.01,2.96,3.08,2.92
2.99,3.02,3.15,2.92
3.04,3.03,3.11,2.99
2.99,3.12,3.17,2.96
3.08,3.18,3.19,3.05
3.21,3.19,3.24,3.09
3.15,3.46,3.47,3.15
3.50,3.25,3.50,3.17
3.29,3.28,3.37,3.16
3.31,3.21,3.38,3.21
3.25,2.91,3.25,2.88
2.90,3.09,3.13,2.88
3.08,3.01,3.08,2.93
3.02,3.11,3.12,2.90
3.12,3.07,3.13,3.01
3.04,3.06,3.11,2.96
3.04,3.05,3.10,2.97
3.07,3.02,3.07,2.93
3.01,3.12,3.14,3.01
3.12,3.05,3.13,3.02
3.03,2.98,3.05,2.91
2.96,3.03,3.12,2.87
3.06,2.99,3.12,2.98
3.04,3.05,3.05,2.94
3.05,3.10,3.15,2.98
3.09,3.15,3.18,3.08
3.17,3.03,3.17,3.00
3.04,2.95,3.04,2.94
2.97,3.04,3.06,2.97
3.03,3.10,3.16,3.03
3.11,3.11,3.16,3.03
3.11,3.24,3.29,3.07
3.24,3.24,3.42,3.23
3.18,3.32,3.35,3.08
3.32,3.28,3.50,3.24
3.30,3.40,3.46,3.30
3.32,3.43,3.56,3.32
3.40,2.97,3.47,2.92
2.91,3.09,3.20,2.91
3.12,3.20,3.41,3.09
3.29,3.20,3.34,3.15
3.17,3.16,3.25,3.13
3.15,3.08,3.16,3.05
3.16,2.88,3.16,2.78
2.90,2.94,2.97,2.81
2.97,3.04,3.04,2.92
3.01,3.06,3.08,2.90
3.04,2.96,3.08,2.92
2.99,3.00,3.07,2.95
3.01,3.12,3.14,2.99
3.09,3.03,3.18,3.02
3.02,2.94,3.08,2.90
2.96,3.00,3.02,2.92
3.04,3.08,3.10,2.98
3.07,3.06,3.10,2.95
3.00,3.01,3.06,2.96
3.05,2.97,3.06,2.92
2.95,3.06,3.08,2.95
3.06,2.90,3.06,2.90
2.88,3.03,3.05,2.88
2.90,2.94,3.07,2.88
2.92,2.89,2.97,2.82
2.92,2.98,2.99,2.69
2.99,2.89,2.99,2.88
2.91,2.89,2.96,2.86
2.86,2.85,2.94,2.83
2.88,2.81,2.89,2.73
2.80,2.95,2.99,2.76
2.91,2.91,3.01,2.83
2.90,2.98,3.03,2.84
3.01,3.00,3.03,2.92
3.01,3.02,3.07,2.96
3.04,3.14,3.19,3.03
3.15,3.07,3.20,3.02
3.08,3.12,3.25,3.05
3.16,3.12,3.17,3.07
3.10,3.06,3.22,3.02
3.06,3.14,3.16,3.04
3.16,3.15,3.21,3.10
3.05,3.24,3.30,3.05
3.22,3.29,3.30,3.19
3.29,3.31,3.42,3.25
3.33,3.37,3.40,3.27
3.35,3.42,3.45,3.33
3.43,3.39,3.45,3.35
3.34,3.40,3.42,3.33
3.41,3.38,3.50,3.37
3.36,3.31,3.43,3.31
3.31,3.51,3.53,3.31
3.50,3.44,3.51,3.38
3.40,3.48,3.52,3.40
3.50,3.61,3.79,3.42
3.57,3.42,3.60,3.41
3.45,3.47,3.47,3.35
3.42,3.37,3.44,3.33
3.95,3.86,4.01,3.76
4.04,3.94,4.28,3.89
3.91,4.00,4.05,3.91
4.04,4.20,4.25,4.00
4.20,4.40,4.47,4.17
4.44,5.22,5.25,4.35
5.20,5.85,6.34,5.17
5.80,5.60,6.02,5.42
5.61,5.65,6.10,5.50
5.65,5.74,5.80,5.56
5.70,5.50,5.85,5.37
5.44,5.55,5.63,5.43
5.56,5.58,5.70,5.49
5.60,5.62,5.82,5.54
5.59,5.60,5.99,5.50
5.55,5.65,5.71,5.50
5.70,5.77,5.90,5.67
5.80,5.75,6.20,5.71
5.78,6.04,6.19,5.77
6.14,6.38,6.55,6.11
6.42,6.33,6.65,6.17
6.28,6.47,6.51,6.18
6.51,6.45,6.59,6.39
6.50,6.39,6.50,6.28
6.42,6.35,6.43,6.30
6.28,6.03,6.37,5.94
5.93,5.96,6.03,5.82
6.02,5.98,6.04,5.89
6.38,6.06,6.45,6.03
6.10,6.44,6.46,5.95
6.39,6.44,6.49,6.19
6.47,6.32,6.60,6.29
6.36,6.19,6.53,6.07
6.16,6.19,6.35,5.92
6.18,6.05,6.27,6.03
5.96,5.77,6.06,5.70
5.83,5.99,6.16,5.76
5.95,5.83,6.07,5.80
5.79,5.66,5.81,5.61
5.89,5.78,5.89,5.50
5.69,5.86,5.91,5.63
5.51,5.50,5.98,5.40
5.43,5.71,5.77,5.43
5.80,5.71,5.80,5.60
5.71,5.67,5.84,5.66
5.73,5.74,5.80,5.66
5.67,5.75,5.76,5.61
5.74,5.89,6.10,5.70
5.96,5.68,6.02,5.48
5.72,5.86,5.90,5.65
5.86,5.88,5.96,5.75
5.88,5.84,5.93,5.74
5.80,5.78,5.90,5.70
5.82,5.81,5.94,5.70
5.78,5.89,5.96,5.73
5.97,6.12,6.17,5.87
6.11,6.21,6.22,6.00
6.21,6.28,6.55,6.21
6.36,6.31,6.43,6.24
6.24,6.16,6.28,6.03
6.12,6.32,6.33,6.04
6.35,6.35,6.41,6.22
6.34,6.17,6.45,6.11
6.19,6.73,6.85,6.13
6.82,6.67,6.93,6.59
6.61,6.66,6.73,6.42
6.66,6.45,6.71,6.42
6.47,6.46,6.55,6.36
6.45,6.44,6.62,6.35
6.40,6.55,6.70,6.40
6.63,6.87,6.90,6.50
6.85,7.16,7.67,6.80
7.16,6.80,7.38,6.77
6.74,6.48,6.79,6.43
6.49,6.39,6.60,6.00
6.32,5.96,6.40,5.94
5.89,5.82,6.08,5.81
5.87,6.01,6.06,5.78
6.05,6.00,6.12,5.95
6.02,6.00,6.09,5.91
6.02,6.03,6.15,5.91
6.02,6.06,6.11,5.90
5.98,5.70,6.09,5.59
5.77,5.74,5.87,5.71
5.75,5.88,5.96,5.75
5.88,5.82,6.01,5.80
5.85,5.83,5.96,5.81
5.88,5.52,5.88,5.46
5.56,5.70,5.83,5.55
5.73,5.57,5.78,5.53
5.55,5.25,5.60,5.13
5.20,5.00,5.39,4.76
4.95,5.22,5.26,4.91
5.20,4.94,5.20,4.88
4.90,4.71,4.99,4.70
4.70,4.92,4.94,4.60
4.97,4.99,5.17,4.70
4.99,5.02,5.10,4.81
4.99,5.00,5.04,4.86
5.04,5.04,5.05,4.92
5.01,4.76,5.14,4.61
4.75,4.85,4.93,4.73
4.87,4.91,4.94,4.65
5.00,5.25,5.66,4.93
5.20,5.31,5.36,5.04
5.33,5.32,5.61,5.21
5.30,5.42,5.43,5.16
5.45,5.40,5.46,5.18
5.29,5.27,5.38,5.19
5.24,5.29,5.29,5.06
5.30,5.48,5.55,5.21
5.50,5.34,5.55,5.31
5.33,5.10,5.34,5.00
5.10,4.74,5.11,4.74
4.56,4.57,4.86,4.52
4.50,4.44,4.75,4.14
4.64,4.51,4.70,4.44
4.60,5.00,5.09,4.37
5.12,5.07,5.12,4.87
5.07,5.18,5.18,4.95
5.14,5.00,5.15,4.77
4.90,4.83,4.95,4.77
4.91,5.04,5.08,4.84
5.02,4.91,5.06,4.81
4.82,4.90,5.02,4.78
5.00,5.01,5.10,4.89
5.10,4.95,5.13,4.90
4.94,5.05,5.07,4.89
4.99,5.06,5.14,4.91
5.05,5.09,5.11,4.90
5.07,5.00,5.10,4.93
5.00,4.90,5.02,4.75
4.93,5.07,5.12,4.85
5.01,5.08,5.27,5.01
5.19,4.88,5.19,4.80
4.74,4.61,4.87,4.52
4.63,4.69,4.74,4.54
4.63,4.47,4.64,4.28
4.55,4.05,4.55,3.95
4.06,3.78,4.11,3.73
3.75,3.51,3.84,3.36
3.61,3.76,3.83,3.57
3.84,3.75,3.84,3.61
3.75,3.89,3.94,3.65
3.94,3.93,4.00,3.77
3.89,3.82,3.90,3.57
3.87,3.76,4.00,3.73
3.76,3.79,3.82,3.61
3.80,3.74,3.90,3.74
3.78,3.75,3.78,3.65
3.73,3.78,3.87,3.71
3.78,3.64,3.89,3.61
3.63,3.95,3.96,3.62
3.97,3.91,4.02,3.74
3.87,3.84,4.00,3.75
3.83,3.60,3.86,3.58
3.63,3.66,3.72,3.45
3.67,3.60,3.74,3.49
3.64,3.90,3.92,3.51
3.90,3.69,3.94,3.68
3.69,3.64,3.79,3.61
3.70,3.93,3.93,3.61
3.91,3.79,4.01,3.75
3.81,3.69,3.84,3.66
3.70,4.05,4.08,3.61
4.01,4.15,4.17,3.93
4.15,4.20,4.21,3.87
4.20,4.18,4.21,4.08
4.49,4.54,4.60,4.08
4.55,4.76,5.00,4.55
4.74,4.90,4.93,4.65
4.91,4.93,5.03,4.82
4.90,4.84,5.03,4.76
4.78,4.80,5.03,4.76
4.78,4.79,4.83,4.62
4.68,4.85,5.00,4.61
4.87,5.14,5.21,4.83
5.15,5.03,5.23,4.92
5.05,4.93,5.16,4.91
4.93,4.95,5.04,4.90
4.95,5.08,5.19,4.95
5.10,5.25,5.27,5.08
5.25,5.24,5.28,5.18
5.30,5.28,5.41,5.16
5.28,5.34,5.40,5.10
5.34,5.36,5.48,5.27
5.40,5.23,5.41,5.14
5.22,5.29,5.30,5.15
5.26,5.20,5.32,5.14
5.16,4.99,5.30,4.98
4.69,4.90,5.00,4.69
4.84,4.96,4.99,4.70
4.80,4.76,4.92,4.72
4.97,4.59,4.99,4.33
4.60,4.51,4.64,4.47
4.58,4.74,4.75,4.52
4.88,4.90,5.10,4.83
4.90,4.75,5.03,4.73
4.82,4.84,4.97,4.72
4.93,4.89,4.98,4.76
4.91,4.82,4.95,4.71
4.86,5.22,5.33,4.86
5.17,5.07,5.20,4.95
5.13,5.24,5.71,4.92
5.25,5.14,5.31,5.11
5.12,4.98,5.20,4.95
4.85,4.66,4.92,4.51
4.72,4.65,4.75,4.57
4.57,4.24,4.57,4.15
4.08,3.97,4.22,3.92
4.01,3.78,4.06,3.75
3.76,3.62,3.91,3.48
3.69,3.73,3.83,3.56
3.77,3.52,4.01,3.50
3.58,3.81,3.92,3.41
3.68,3.59,3.71,3.50
3.63,3.53,3.77,3.44
3.46,3.83,3.87,3.36
3.81,3.62,3.90,3.61
3.91,3.82,3.91,3.62
3.81,3.69,3.89,3.67
3.72,3.81,3.85,3.56
3.79,3.50,3.79,3.48
3.55,3.28,3.55,3.22
3.31,3.65,3.65,3.31
3.65,3.56,3.65,3.40
3.51,3.50,3.56,3.33
3.51,3.52,3.53,3.36
3.49,3.55,3.61,3.46
3.53,3.39,3.56,3.38
3.35,3.44,3.48,3.27
3.45,3.50,3.56,3.33
3.54,3.49,3.70,3.48
3.41,3.75,3.80,3.34
3.81,3.86,3.90,3.70
3.91,3.81,4.00,3.75
3.83,3.90,3.95,3.79
3.90,3.79,3.95,3.77
3.78,3.93,3.94,3.70
4.00,3.96,4.08,3.91
3.95,3.82,4.00,3.80
3.72,3.86,3.86,3.52
3.86,3.81,3.87,3.71
3.85,3.88,3.98,3.78
3.87,3.82,3.95,3.78
3.85,3.95,3.99,3.80
3.93,4.02,4.09,3.90
4.03,4.09,4.13,4.00
4.08,4.13,4.28,3.97
4.13,4.17,4.29,4.02
4.18,4.00,4.38,3.98
4.00,4.02,4.03,3.90
4.07,3.91,4.13,3.85
3.96,4.07,4.08,3.88
4.09,4.01,4.15,3.96
4.00,3.87,4.12,3.85
3.85,3.95,4.04,3.85
3.96,4.08,4.14,3.87
4.13,4.35,4.38,4.01
4.33,4.17,4.50,4.15
4.18,4.48,4.49,4.17
4.48,4.19,4.49,4.19
4.18,4.29,4.30,4.09
4.25,4.21,4.30,4.14
4.21,4.28,4.34,4.12
4.34,4.27,4.41,4.23
4.31,4.68,4.78,4.31
4.68,4.72,4.80,4.55
4.74,4.68,4.86,4.65
4.56,4.91,4.98,4.56
4.94,4.97,5.15,4.87
4.92,4.91,5.00,4.77
4.96,4.91,4.99,4.75
4.93,4.85,5.00,4.83
4.84,4.82,4.93,4.76
4.86,4.85,4.95,4.68
4.87,4.87,4.90,4.76
4.86,4.90,5.03,4.80
4.90,4.95,5.05,4.82
5.00,5.06,5.10,4.92
5.04,5.05,5.25,5.03
5.02,5.10,5.14,5.02
5.10,5.15,5.19,5.06
5.09,5.12,5.18,5.09
5.15,5.09,5.21,5.00
5.09,5.00,5.09,4.94
4.99,5.07,5.13,4.88
5.08,4.77,5.08,4.70
4.75,5.05,5.10,4.72
4.90,4.83,5.01,4.71
4.99,4.75,4.99,4.66
4.82,4.82,4.90,4.67
4.77,4.78,4.87,4.69
4.75,4.96,5.09,4.70
5.01,5.03,5.03,4.92
5.03,4.81,5.12,4.78
4.82,4.79,4.91,4.60
4.78,4.93,4.97,4.78
4.95,5.11,5.15,4.95
5.12,5.11,5.41,4.97
5.09,5.28,5.29,5.09
5.26,5.24,5.30,5.14
5.27,5.35,5.35,5.25
5.35,5.28,5.39,5.20
5.29,5.48,5.50,5.29
5.50,5.48,5.57,5.42
5.51,5.44,5.51,5.26
5.42,5.40,5.50,5.33
5.61,5.95,6.00,5.50
5.93,6.02,6.06,5.81
5.89,6.25,6.33,5.89
6.21,5.82,6.21,5.52
5.92,5.73,5.92,5.58
5.68,5.62,5.82,5.55
5.61,5.64,5.68,5.60
5.62,5.47,5.64,5.35
5.39,5.60,5.65,5.27
5.54,5.38,5.75,5.32
5.36,5.29,5.47,5.21
5.34,5.41,5.44,5.20
5.38,5.44,5.50,5.35
5.46,5.28,5.49,5.27
5.43,5.57,5.75,5.37
5.58,5.41,5.61,5.25
5.54,5.30,5.58,5.25
5.36,5.47,5.49,5.28
5.18,5.22,5.29,4.95
5.17,5.11,5.23,5.03
5.17,5.33,5.43,5.17
5.44,5.48,5.58,5.39
5.50,5.46,5.55,5.33
5.43,5.55,5.60,5.41
5.55,5.58,5.65,5.43
5.51,5.78,5.79,5.50
5.79,5.87,5.89,5.76
5.90,6.01,6.04,5.82
6.04,6.02,6.13,5.85
6.09,6.03,6.15,5.96
6.07,5.88,6.13,5.84
5.93,5.96,5.99,5.79
6.02,5.73,6.05,5.69
5.74,5.88,6.01,5.63
5.87,5.68,5.88,5.53
5.71,5.79,5.84,5.66
5.76,5.86,5.95,5.76
5.87,5.83,5.92,5.81
5.91,5.95,5.97,5.80
5.95,5.82,6.00,5.80
5.81,5.92,5.95,5.80
5.92,5.86,5.94,5.80
5.85,5.80,5.91,5.78
5.83,5.77,5.91,5.73
5.81,5.55,5.90,5.53
5.71,5.87,5.95,5.55
5.90,5.71,5.91,5.68
5.75,5.84,5.87,5.68
5.82,5.83,5.87,5.73
5.79,6.05,6.13,5.75
6.05,5.68,6.16,5.60
5.70,5.82,5.84,5.69
5.78,5.77,5.85,5.71
5.77,5.81,5.90,5.73
5.76,5.69,5.77,5.66
5.70,5.69,5.79,5.65
5.69,5.62,5.76,5.57
5.61,5.53,5.63,5.35
5.51,5.65,5.66,5.48
5.64,5.64,5.75,5.58
5.64,5.50,5.82,5.49
5.50,5.45,5.65,5.41
5.44,5.50,5.55,5.37
5.53,5.40,5.53,5.39
5.39,5.41,5.49,5.35
5.42,5.33,5.42,5.31
5.33,5.35,5.45,5.24
5.38,5.31,5.41,5.25
5.35,5.48,5.50,5.31
5.49,5.71,5.73,5.46
5.75,5.70,5.75,5.65
5.63,5.48,5.69,5.47
5.42,5.75,5.75,5.42
5.66,5.74,5.75,5.56
5.73,5.75,5.85,5.68
5.76,5.75,5.80,5.70
5.78,5.76,5.80,5.68
5.78,5.99,6.00,5.77
6.00,5.96,6.09,5.85
5.95,6.22,6.25,5.94
6.25,6.49,6.60,6.20
6.48,6.49,6.56,6.36
6.60,6.50,6.72,6.45
6.50,6.55,6.60,6.39
6.53,6.50,6.66,6.46
6.46,6.30,6.48,6.24
6.30,6.50,6.55,6.26
6.31,6.68,6.69,6.30
6.70,6.78,6.80,6.53
6.88,6.69,6.88,6.64
6.65,6.55,6.70,6.41
6.53,6.58,6.61,6.47
6.61,6.71,6.90,6.59
6.73,6.44,6.73,6.37
6.45,6.32,6.48,6.30
6.28,6.36,6.47,6.28
6.38,6.26,6.39,6.13
6.22,6.40,6.42,6.11
6.47,6.50,6.54,6.43
6.50,6.72,6.78,6.41
6.72,6.88,6.89,6.69
6.82,6.94,6.96,6.71
6.94,7.01,7.10,6.90
7.04,7.08,7.12,6.90
7.06,7.01,7.18,6.97
7.08,6.92,7.10,6.89
6.89,6.91,6.95,6.68
6.97,6.94,7.05,6.78
6.97,6.92,6.98,6.80
7.00,7.51,7.60,6.91
7.60,7.89,8.19,7.55
7.79,8.02,8.09,7.77
8.17,8.20,8.25,8.04
8.20,8.14,8.21,8.00
8.14,8.32,8.39,8.08
8.64,8.86,9.04,8.56
8.99,9.72,9.83,8.70
9.90,9.74,10.00,9.66
9.72,9.51,9.81,8.96
9.59,9.46,9.59,9.20
9.53,9.56,9.81,9.53
9.62,9.45,9.68,9.37
9.45,9.35,9.50,9.29
9.35,9.05,9.38,8.90
8.98,9.29,9.34,8.86
9.30,9.18,9.54,9.10
9.16,9.09,9.21,8.80
9.00,8.43,9.00,8.40
8.43,8.39,8.64,8.32
8.40,7.95,8.47,7.89
