MAN,ManpowerGroup Common Stock,NASDAQ
55.29,54.38,55.36,54.18
54.79,54.84,54.90,53.37
53.98,53.99,54.34,53.17
54.43,54.45,54.68,53.81
55.07,54.83,55.28,54.33
55.21,55.72,56.48,55.21
55.56,54.80,55.56,54.78
55.06,55.57,55.66,54.71
55.65,55.30,55.97,54.77
53.93,54.65,54.91,53.60
55.65,56.79,57.07,55.61
57.12,58.00,58.20,56.90
58.21,59.09,59.67,58.18
59.21,59.48,59.51,59.00
59.94,59.77,60.35,59.67
59.77,59.93,60.12,59.56
60.10,60.36,60.51,59.57
60.47,59.89,60.51,59.87
60.36,60.67,60.91,60.10
60.87,61.84,61.98,60.47
63.71,65.69,66.20,62.69
65.05,65.89,65.94,63.61
66.20,65.98,66.85,65.65
66.32,66.61,67.22,66.08
66.20,66.74,66.77,65.55
65.99,66.61,66.84,65.81
66.38,65.77,66.83,65.00
66.04,66.06,66.89,65.86
66.47,66.87,67.58,66.27
67.60,68.97,69.89,67.56
68.45,68.80,68.93,67.56
68.66,68.98,68.98,68.26
68.34,67.57,68.34,66.95
67.17,67.02,67.46,66.31
67.86,68.08,68.82,67.62
67.99,67.80,68.40,67.72
67.25,68.73,68.91,67.13
68.77,68.89,68.92,67.46
68.69,68.84,69.00,68.31
68.00,66.75,68.37,66.46
66.59,67.32,67.86,66.38
67.24,66.44,67.35,66.34
66.53,67.20,67.48,66.39
66.80,65.95,66.86,65.88
66.00,67.08,67.28,66.00
67.52,67.01,67.76,66.62
67.00,66.93,67.61,66.64
65.82,64.84,65.83,64.75
64.81,65.40,65.63,64.44
65.09,65.98,66.48,64.97
65.96,64.85,66.26,64.61
65.82,66.65,67.26,65.67
66.62,67.01,67.48,66.33
66.90,67.38,67.74,66.75
67.55,69.16,69.73,66.54
69.29,71.51,71.65,69.21
72.44,73.63,73.67,71.86
73.23,74.00,77.31,72.98
74.03,73.85,74.40,73.30
74.23,73.77,74.52,73.12
75.25,74.19,75.25,74.06
74.50,75.18,75.40,74.33
75.00,75.10,75.32,74.15
75.32,74.51,75.79,74.46
74.30,73.54,74.90,73.54
73.54,72.71,73.54,71.93
72.72,72.97,73.42,72.70
73.24,72.78,73.46,72.55
73.00,72.72,73.50,72.21
72.23,73.10,73.22,71.99
72.24,72.74,73.05,71.74
72.51,73.11,73.40,72.33
74.08,74.88,75.33,73.55
74.83,74.73,75.00,73.60
74.61,75.55,75.74,74.28
74.34,74.20,75.02,74.19
74.24,73.06,74.46,72.66
72.76,72.28,73.11,71.89
73.48,74.86,74.86,73.48
75.00,77.23,77.32,74.75
76.69,76.68,76.92,75.60
76.55,76.43,76.80,75.95
77.35,77.70,77.95,76.42
77.30,77.95,78.26,77.25
78.61,79.31,79.52,77.79
81.52,78.24,81.71,76.70
78.95,80.33,80.69,78.88
80.17,77.76,80.35,77.32
78.09,78.71,78.78,77.17
79.02,79.00,79.08,78.28
79.04,78.40,79.04,77.51
78.40,78.82,79.31,78.32
79.13,77.53,79.30,76.81
77.70,78.10,78.62,76.79
78.19,79.73,79.84,78.10
80.00,81.44,81.58,79.00
80.65,80.44,81.00,79.61
81.17,79.79,81.84,79.49
79.93,77.72,80.00,77.38
77.96,80.00,80.00,77.51
79.61,80.70,80.75,79.61
80.67,80.73,81.04,80.05
80.38,82.26,82.26,80.06
82.39,82.11,82.48,81.81
82.12,81.97,82.42,80.85
81.97,80.70,82.19,80.55
80.76,79.62,81.38,79.47
79.68,79.02,79.86,78.81
79.42,79.77,80.54,79.33
79.89,80.62,80.82,79.58
80.99,80.63,81.22,80.40
80.61,80.63,80.90,79.31
80.93,80.61,80.97,79.95
80.40,79.93,80.69,79.90
79.93,79.93,81.02,78.97
79.72,79.17,80.08,79.12
78.79,80.11,80.92,78.36
80.11,80.12,80.84,79.29
81.45,81.06,81.64,80.57
81.56,81.37,82.45,81.14
81.22,81.23,82.92,81.12
81.36,81.01,82.15,80.95
81.00,81.68,82.20,80.94
82.02,82.23,82.52,81.36
83.30,83.40,83.99,82.92
83.35,83.95,83.98,82.38
84.09,84.19,84.29,82.25
83.83,83.50,83.98,82.95
82.55,85.13,85.62,82.55
85.46,85.60,85.84,85.10
85.58,86.17,86.44,85.55
86.70,86.66,87.16,86.07
86.91,86.42,86.91,86.20
86.51,86.56,87.04,86.22
86.70,85.86,86.89,85.67
85.01,85.53,85.83,84.42
85.61,85.72,86.19,85.31
86.61,84.99,86.75,84.96
85.21,86.18,86.76,84.95
86.15,86.10,86.42,85.10
86.21,86.02,86.80,85.23
85.82,85.40,86.28,85.31
85.13,84.26,85.95,84.09
84.72,84.90,85.30,84.38
85.19,86.73,86.85,84.85
86.60,86.15,86.93,85.96
86.18,85.57,86.48,85.47
86.33,85.90,86.39,85.30
86.22,86.02,86.31,85.52
85.08,84.34,85.18,83.79
83.73,80.14,83.73,80.12
80.26,79.02,80.70,78.14
79.51,80.60,81.15,79.51
79.83,79.36,80.61,78.77
80.49,78.00,83.03,76.52
76.78,77.90,78.76,76.78
78.16,72.45,78.17,72.32
72.82,74.03,74.72,71.89
74.00,74.70,74.71,72.20
74.85,75.61,75.79,74.72
75.96,75.69,76.69,75.33
75.53,75.36,75.93,74.82
75.25,76.13,76.19,74.47
76.47,76.30,76.93,75.68
75.54,76.66,76.91,75.25
77.06,76.92,77.55,76.43
77.00,77.75,77.96,76.81
77.37,75.98,77.47,75.89
75.86,74.25,76.00,73.59
74.63,74.69,74.90,74.07
74.97,74.24,75.27,74.22
74.57,75.11,75.30,74.43
75.29,75.65,75.91,74.85
75.73,77.39,77.64,75.58
77.33,78.16,78.47,77.11
76.93,76.83,77.68,76.36
77.95,77.46,78.17,77.41
77.68,77.29,77.68,76.70
77.67,78.42,78.73,77.37
79.09,79.37,79.92,78.57
79.15,78.76,79.43,78.31
79.17,77.12,79.17,76.78
76.47,77.00,77.10,75.32
77.37,76.30,77.73,75.93
76.00,76.25,77.00,75.87
76.62,76.58,77.08,75.32
76.61,77.18,77.25,76.13
77.30,77.50,77.89,76.73
77.12,78.01,78.26,76.77
78.66,79.31,79.69,78.30
79.30,78.60,79.65,78.03
78.91,78.71,79.36,77.23
79.55,77.75,79.87,77.72
77.75,76.41,77.75,76.31
76.86,76.82,78.11,76.54
77.33,78.83,78.98,77.04
78.72,81.72,81.77,78.72
81.73,80.80,82.00,80.69
80.72,80.31,81.05,79.90
81.16,79.09,81.56,78.58
78.70,77.04,78.90,76.18
77.10,76.57,77.34,76.07
76.90,78.02,78.23,76.43
78.10,75.91,78.25,75.43
75.29,74.24,75.62,73.84
75.16,74.00,75.32,73.41
74.41,74.22,75.17,72.47
75.11,75.87,76.13,74.83
75.79,77.10,77.46,75.46
77.10,77.26,77.78,76.57
77.38,77.88,78.83,77.07
85.43,83.41,85.84,82.80
83.82,82.80,84.21,81.74
82.61,79.89,82.76,79.83
79.77,79.23,80.40,78.55
79.26,80.22,80.37,78.62
82.47,81.34,82.47,79.75
81.44,82.24,82.70,80.66
82.43,81.47,82.80,81.37
80.61,81.52,81.57,79.77
81.50,81.11,82.52,80.82
81.11,82.01,82.05,79.94
81.67,81.88,82.93,81.19
81.76,81.73,81.90,79.86
82.60,83.71,83.82,82.30
83.60,83.23,83.89,82.91
82.56,82.24,83.33,81.98
81.74,80.17,82.03,79.56
80.15,79.83,80.15,79.01
79.44,80.00,80.06,79.13
79.72,79.18,79.84,78.61
79.47,79.99,80.46,79.18
80.00,80.50,81.00,79.47
80.51,81.79,81.86,80.12
82.00,82.88,83.01,81.80
82.80,82.81,83.09,82.32
82.39,82.77,82.82,81.67
82.53,81.98,82.60,81.40
82.14,81.98,82.29,81.12
81.50,81.87,81.99,81.06
81.91,83.02,83.33,81.27
83.21,84.30,84.58,82.68
84.72,85.28,85.66,84.42
85.05,85.85,86.17,85.05
85.61,86.26,86.85,85.27
85.59,85.52,85.97,84.88
85.54,84.57,85.98,84.24
84.45,84.22,85.06,84.08
84.20,83.93,84.26,83.32
83.76,84.31,85.00,83.54
84.25,84.44,84.58,83.43
84.45,83.68,84.45,82.60
83.71,84.54,84.86,83.45
84.66,83.60,84.95,83.38
83.50,83.67,84.87,83.46
83.59,83.94,84.11,83.24
83.94,83.53,84.10,83.22
83.40,84.25,84.38,83.31
84.17,84.85,85.08,83.61
84.98,85.27,86.57,84.98
85.46,85.05,86.11,84.86
85.66,86.15,86.24,84.50
85.84,84.09,85.84,83.97
83.85,83.05,83.85,82.60
83.10,83.11,83.44,82.61
80.88,82.30,82.68,80.63
82.29,82.66,82.73,81.69
83.51,83.34,83.92,83.15
83.09,82.51,83.85,82.14
83.25,82.13,83.25,81.69
82.24,80.82,82.28,80.69
81.33,83.14,83.43,81.33
82.73,80.46,82.80,79.23
81.63,82.26,83.00,81.25
82.73,82.21,83.23,81.91
82.54,82.10,82.54,81.89
81.65,81.46,81.75,80.86
81.33,79.36,81.57,78.50
79.70,80.01,80.74,79.70
80.53,80.03,80.66,79.20
78.85,77.89,79.58,77.86
77.83,77.66,78.33,76.87
77.77,78.22,78.37,77.05
77.83,76.60,77.89,76.37
76.34,76.43,77.21,75.88
76.92,75.28,76.98,74.99
75.31,76.58,76.69,74.94
76.89,76.72,77.45,76.65
76.35,75.45,76.71,75.31
75.89,76.17,76.32,75.71
76.53,76.47,76.81,76.02
76.80,75.61,76.84,75.14
76.54,77.77,77.83,76.23
78.06,78.75,78.95,77.43
78.45,78.26,78.69,77.89
78.53,78.28,78.53,77.54
78.05,78.12,78.36,77.84
78.48,78.07,78.88,77.82
78.15,78.24,78.80,77.74
78.39,78.27,78.55,77.74
78.04,77.33,78.04,77.07
77.56,77.58,78.01,77.13
77.82,77.68,78.75,77.17
77.98,76.55,78.17,76.34
76.67,77.12,77.84,76.62
77.32,77.69,77.76,76.49
77.41,76.67,77.83,76.52
76.84,75.98,76.84,75.54
76.35,76.21,76.74,75.72
75.98,75.75,76.36,75.47
75.72,74.70,75.97,74.54
74.78,75.35,75.46,74.39
75.10,75.07,75.56,74.48
75.49,75.57,75.94,75.15
75.76,75.73,76.17,75.43
76.02,75.24,76.47,75.22
74.68,73.88,74.96,73.12
73.57,73.54,74.50,73.26
73.32,73.69,74.11,72.80
73.44,72.02,73.85,71.93
72.00,71.97,72.34,71.39
70.98,71.08,71.66,70.62
70.94,70.10,71.10,69.94
69.96,68.43,70.09,68.27
68.36,69.16,69.43,68.04
69.56,69.25,70.25,69.20
69.77,70.00,70.46,69.50
69.51,68.04,70.30,68.02
67.89,68.15,68.46,66.54
67.93,64.59,68.06,64.54
64.51,61.60,65.10,61.59
61.87,60.97,62.63,60.96
61.25,59.90,61.67,59.74
59.09,60.08,60.69,57.84
57.74,59.00,59.32,57.55
60.13,60.91,61.20,59.96
60.55,61.67,61.95,60.55
60.00,62.95,63.84,59.54
62.92,62.58,64.53,62.51
63.33,64.04,64.74,63.33
63.91,64.40,64.52,63.61
64.27,64.83,64.97,63.29
64.99,66.51,66.56,64.93
66.43,65.67,66.87,65.26
65.51,65.98,66.39,65.15
67.04,66.75,67.21,66.41
66.73,65.90,66.85,65.75
65.79,65.58,65.86,64.91
65.99,66.52,66.61,65.26
66.60,67.08,67.20,66.07
67.24,67.55,67.68,66.85
67.95,67.70,68.15,67.31
67.61,67.20,67.97,67.00
67.00,67.23,67.46,66.88
67.43,65.65,67.62,65.06
65.78,66.08,66.52,65.65
66.07,66.01,66.52,65.65
66.16,66.47,66.95,66.01
66.36,66.37,66.64,65.61
65.86,66.46,66.61,65.86
67.17,68.04,68.24,67.17
68.45,68.59,68.68,67.80
68.68,68.00,69.14,67.73
67.57,68.57,68.91,67.57
68.26,66.86,68.57,66.62
66.50,67.34,67.52,65.51
67.31,68.29,68.41,66.97
68.32,69.89,70.14,68.12
69.50,69.30,69.61,68.60
69.60,71.17,71.47,69.60
71.09,70.85,71.18,70.23
69.80,69.26,69.80,67.78
68.98,66.88,69.23,66.86
66.87,66.35,67.75,66.09
65.52,64.59,66.20,64.55
65.07,64.43,65.55,63.92
64.30,63.67,65.26,63.65
63.77,65.38,65.51,63.35
66.38,67.80,67.80,66.15
67.88,68.39,68.43,67.38
68.28,68.29,68.77,68.10
68.53,69.10,69.74,68.53
69.14,69.41,69.48,68.37
69.52,69.08,69.96,69.04
69.05,69.29,69.79,68.73
68.86,69.26,69.55,68.83
69.57,68.17,69.57,68.14
68.55,67.47,68.81,66.71
66.92,65.88,67.12,64.95
66.19,65.32,66.46,63.98
66.16,66.48,66.59,65.69
66.52,68.42,68.50,66.47
68.40,67.66,68.40,67.04
67.53,66.37,67.63,66.08
66.82,65.34,68.10,64.57
64.45,63.79,64.59,63.29
63.97,64.41,64.89,63.16
64.59,66.01,66.23,64.33
66.22,65.60,66.53,64.45
65.32,67.42,67.49,65.32
67.85,68.61,69.18,67.35
68.51,67.67,68.69,67.46
67.47,67.09,67.51,66.52
66.06,66.76,67.32,65.87
66.82,64.27,67.21,64.13
64.46,64.90,64.92,63.57
66.14,72.88,73.99,66.13
72.89,71.30,73.75,69.51
72.96,74.82,75.75,71.99
74.20,73.62,74.66,73.15
73.79,75.46,75.49,73.47
75.76,74.83,76.28,74.38
74.62,75.00,75.47,74.52
75.65,76.97,76.99,74.86
76.68,76.18,76.86,75.90
76.62,76.74,76.99,76.12
76.65,77.51,77.60,76.48
77.47,78.27,78.54,76.65
77.84,78.44,79.18,77.76
78.13,79.04,80.69,78.04
78.70,79.50,79.55,78.27
78.96,79.44,79.74,78.72
79.51,80.69,80.88,79.25
80.53,80.59,80.86,79.88
80.65,81.51,82.30,80.34
81.84,80.46,81.98,80.36
80.77,81.60,81.79,80.77
81.16,81.14,81.31,80.05
80.91,81.10,81.30,80.30
81.48,80.19,81.48,80.00
80.00,78.58,80.74,78.24
78.61,82.01,82.31,78.59
82.38,81.96,83.41,81.39
83.27,81.58,83.38,81.49
82.37,84.06,84.12,82.06
83.43,83.29,84.32,82.49
83.49,84.45,84.59,83.43
83.43,84.55,84.67,82.87
84.23,86.26,86.84,84.01
85.72,85.58,86.49,85.56
86.04,86.65,86.79,85.79
86.62,86.70,87.30,86.58
86.37,86.45,87.39,86.00
86.30,84.41,86.81,84.23
83.73,84.50,84.58,83.11
84.80,84.80,85.34,84.28
85.65,86.92,87.16,85.51
86.51,86.15,86.60,85.94
86.09,85.40,86.09,84.53
85.53,86.56,87.67,85.53
85.84,86.73,86.97,85.84
86.62,86.07,86.83,85.69
86.18,84.40,86.47,83.93
83.94,84.24,84.79,83.80
84.63,84.59,84.79,83.97
84.82,84.42,85.23,84.29
84.27,84.52,84.52,83.56
84.80,84.97,85.69,84.61
84.92,83.33,85.17,83.30
82.91,83.33,83.64,82.50
83.70,85.00,85.05,83.32
86.69,84.01,88.00,83.17
84.32,83.66,84.46,82.03
83.59,83.64,84.02,83.07
83.72,85.15,85.21,83.22
85.13,85.43,85.70,84.90
85.62,85.42,86.19,84.89
85.97,85.83,86.39,85.38
85.36,85.33,85.92,85.02
85.89,85.59,85.97,84.86
85.63,85.19,85.96,85.08
84.86,83.07,85.21,82.92
83.30,82.76,83.88,81.95
82.30,83.21,83.31,82.30
84.20,84.71,84.94,83.70
85.09,85.46,87.12,84.95
84.96,84.07,85.41,83.67
84.22,85.30,85.37,84.13
85.94,85.75,86.00,85.37
85.79,86.19,86.92,85.10
86.20,87.08,87.32,85.59
87.18,86.55,87.18,86.37
86.29,86.62,86.88,86.04
86.67,86.41,86.96,86.12
86.11,86.16,86.72,85.96
85.34,85.17,85.55,84.78
85.31,86.12,86.23,85.06
85.34,85.42,86.09,84.98
85.09,84.65,85.51,84.65
84.47,85.40,85.66,84.32
84.96,85.73,86.41,84.96
85.93,86.50,86.58,85.67
85.81,85.35,86.02,84.94
84.92,84.78,85.43,84.16
84.53,85.89,86.31,84.53
85.99,86.10,86.49,85.24
86.56,87.21,88.02,86.37
87.20,88.45,88.79,87.20
87.84,87.84,88.60,87.13
87.29,87.48,90.00,85.79
87.45,88.79,88.97,87.11
89.22,88.76,89.25,88.23
89.15,90.32,90.82,89.00
90.56,90.30,90.81,90.08
90.60,92.00,92.06,90.03
91.75,91.60,92.27,91.09
91.45,91.00,91.95,90.87
91.33,91.75,91.76,90.61
91.74,91.72,92.10,91.30
90.69,88.90,90.96,88.79
89.39,89.38,89.82,88.82
90.34,90.07,90.88,89.50
90.50,89.62,90.93,89.29
88.60,89.14,89.35,87.95
89.15,90.13,90.28,88.20
90.35,88.92,90.76,88.08
90.09,89.67,90.29,89.56
90.92,91.89,92.01,90.34
92.61,91.86,92.61,91.82
91.98,93.99,94.05,91.98
94.11,93.93,94.56,93.34
94.00,94.91,94.99,93.95
94.86,94.01,94.91,93.73
94.00,94.63,94.85,93.55
92.19,90.38,92.19,89.17
90.33,92.27,92.55,90.13
92.35,90.69,92.78,90.36
90.28,89.23,90.49,88.23
88.65,88.67,88.75,87.32
89.49,88.90,89.75,88.68
88.50,90.34,90.58,88.32
90.08,89.82,90.48,89.14
90.20,90.48,91.80,89.51
90.59,90.66,91.32,90.16
90.61,90.97,92.11,90.60
91.69,90.95,92.88,90.81
91.40,90.85,91.96,90.73
90.67,90.93,92.67,90.28
91.83,93.83,93.90,91.63
93.11,93.22,93.39,92.34
92.22,93.30,93.45,91.13
92.98,94.47,95.16,92.82
93.99,95.29,95.77,93.93
95.50,96.56,96.59,94.69
96.17,95.21,96.87,95.18
94.88,94.38,96.05,93.92
93.18,91.71,93.77,91.42
90.85,88.74,91.30,88.65
83.16,82.55,86.25,82.37
85.25,82.44,85.25,82.35
84.20,84.98,85.48,81.29
85.77,87.79,87.95,85.66
86.62,87.09,87.42,84.69
86.67,86.90,87.72,86.44
85.21,84.80,86.09,84.46
86.00,86.74,86.74,84.78
87.12,87.49,88.09,86.21
85.92,85.94,86.63,84.87
87.40,88.56,88.70,87.04
89.50,87.17,89.72,87.02
87.04,87.85,88.42,86.88
87.36,87.74,87.84,86.98
87.61,86.90,88.06,86.69
87.49,88.55,88.92,86.85
88.01,89.87,90.14,88.01
89.70,88.32,90.20,88.12
87.23,85.16,87.23,84.78
85.83,86.34,87.48,85.83
85.12,84.54,85.13,83.91
84.92,84.68,85.78,84.32
83.73,82.83,84.16,82.38
83.95,83.06,83.95,82.68
82.80,79.25,82.95,79.14
79.12,77.43,79.22,76.52
78.77,81.89,82.16,78.48
81.90,82.06,82.34,81.07
81.48,80.48,81.48,79.05
81.19,82.53,82.60,80.76
82.27,80.83,82.55,80.01
81.25,83.03,83.15,81.25
82.88,85.01,85.37,82.31
85.40,85.52,86.47,85.23
85.48,87.19,87.63,85.48
86.30,85.88,87.17,85.76
86.03,86.00,87.50,85.55
86.56,87.61,87.64,86.25
87.84,87.12,88.29,86.36
86.71,87.33,87.75,86.40
87.28,87.66,88.38,86.74
85.70,85.05,86.06,82.91
85.34,83.78,85.43,83.29
84.32,85.65,86.96,83.98
85.65,86.19,86.22,85.15
85.72,87.03,87.07,85.38
87.44,89.56,89.58,87.13
89.88,90.76,91.16,89.44
91.02,91.78,92.97,91.02
92.23,92.87,93.17,91.89
92.32,92.53,93.01,91.65
92.83,93.24,93.34,92.21
92.74,90.91,92.75,90.53
91.04,91.72,92.40,89.79
91.41,92.10,92.26,89.66
91.68,91.43,92.90,90.38
91.71,91.38,92.37,91.12
90.23,88.85,90.85,88.77
88.77,86.98,89.49,86.77
87.06,88.33,88.40,85.55
89.04,89.59,91.28,88.98
90.15,90.98,91.49,89.47
91.04,90.51,91.39,90.23
90.85,90.25,91.22,89.83
89.92,90.10,90.78,89.24
89.22,90.45,90.70,88.75
90.79,90.52,91.16,90.11
89.48,90.60,90.83,89.48
91.01,90.28,91.10,90.04
90.65,91.94,91.97,90.58
92.00,90.28,92.48,90.11
90.48,88.75,90.79,88.20
88.62,89.67,90.20,88.62
89.69,89.08,89.84,88.24
88.00,88.55,89.32,87.69
84.22,83.93,86.92,82.56
83.93,85.07,85.79,83.93
83.96,82.90,84.53,82.66
82.80,82.37,83.52,80.91
83.00,85.44,86.24,82.85
86.07,86.67,87.06,85.13
86.92,84.15,86.92,84.15
83.41,82.55,83.62,82.44
82.98,84.33,84.94,82.98
84.49,84.67,85.02,83.48
85.24,85.89,86.04,85.04
85.59,85.88,86.47,85.59
85.53,85.06,85.56,83.89
85.88,85.79,86.13,85.07
85.84,85.54,86.41,85.52
85.05,84.29,85.60,84.29
82.95,81.82,83.43,81.25
81.82,81.53,82.34,80.79
80.37,79.12,81.23,78.72
77.46,76.76,78.56,76.49
77.68,75.73,77.68,75.54
75.96,76.37,76.62,75.13
77.14,78.45,78.94,76.76
78.51,74.35,78.96,74.04
74.77,75.15,76.15,73.01
73.10,74.86,75.05,72.36
75.66,73.74,75.77,72.75
72.44,72.77,73.73,69.96
73.16,71.48,73.32,71.44
72.93,73.94,74.07,72.14
73.70,72.63,74.23,72.39
72.83,74.44,74.94,72.69
74.36,74.06,75.38,73.36
74.83,72.97,75.15,72.40
73.41,76.35,76.39,73.41
75.51,75.95,76.23,74.82
74.81,72.48,75.17,71.90
76.93,71.86,77.99,70.22
71.51,73.08,73.96,71.18
73.00,73.36,74.00,72.46
71.83,72.21,72.58,70.77
71.37,73.31,74.53,71.32
73.22,72.55,74.49,72.33
71.35,70.33,71.90,69.66
71.52,72.74,73.44,71.40
73.94,75.07,75.29,73.34
75.85,75.77,76.26,75.14
76.10,77.24,77.50,75.84
76.53,76.99,77.92,76.31
77.62,78.20,79.37,77.48
77.58,76.37,77.98,76.06
75.34,77.49,77.61,74.97
77.78,77.44,77.97,76.90
78.23,78.41,78.78,77.46
78.43,77.44,78.82,77.32
77.97,78.95,79.24,77.44
78.74,79.26,79.59,78.48
79.15,80.30,80.54,79.15
80.58,80.32,80.85,80.00
80.03,79.99,80.41,79.43
79.59,77.81,79.59,77.69
78.00,77.48,78.25,76.76
77.96,76.16,78.14,75.39
77.00,78.45,78.53,76.61
78.06,77.68,78.30,77.32
77.36,77.27,77.39,76.50
77.08,77.98,78.30,76.92
77.71,79.06,79.41,77.61
78.95,79.60,80.69,78.84
79.75,79.40,79.81,78.54
79.15,79.93,80.21,78.30
80.01,79.15,80.35,79.12
78.88,79.88,79.90,78.28
80.00,79.57,80.00,79.04
79.54,80.00,80.08,79.14
80.54,80.96,81.55,80.34
80.79,81.42,81.66,80.79
81.18,82.86,82.94,80.61
82.94,81.11,82.99,80.86
80.43,80.01,80.96,79.87
79.85,80.08,80.39,79.00
80.25,79.09,80.60,78.06
79.96,79.63,80.20,79.35
79.95,79.70,80.75,79.53
79.87,81.18,81.39,78.77
81.71,83.02,83.39,81.36
82.97,83.06,83.42,82.44
83.15,82.97,83.58,82.41
82.67,83.64,83.85,82.52
84.17,84.10,84.61,83.27
84.46,85.38,85.80,83.51
80.88,79.08,81.35,77.34
79.68,81.07,82.29,79.35
81.10,81.11,81.78,80.03
81.52,81.53,81.94,80.67
81.19,79.37,82.32,77.64
78.91,78.74,80.13,78.45
78.54,77.03,78.79,76.44
77.41,77.19,77.61,76.60
76.12,77.15,77.58,75.88
76.85,77.13,78.05,76.07
77.68,76.92,78.22,76.45
76.17,76.80,76.95,75.88
76.96,76.78,77.51,76.27
77.35,78.40,78.54,77.05
78.28,77.16,78.60,77.14
77.81,77.16,78.25,76.40
76.78,77.12,77.76,76.60
76.95,78.31,78.62,76.94
78.33,77.80,79.83,77.61
77.78,77.87,78.80,77.14
77.36,77.06,78.05,76.05
77.60,78.36,78.93,77.35
78.30,77.56,78.68,77.47
78.22,79.45,79.57,78.21
79.78,79.32,79.95,79.07
79.26,79.03,79.83,78.65
78.17,79.49,79.73,77.84
79.59,79.75,80.10,79.18
79.75,80.13,80.23,79.18
79.74,80.95,80.98,79.74
80.23,78.79,80.73,77.83
78.63,79.06,79.64,78.54
79.06,79.98,80.21,78.70
80.04,80.18,80.56,79.24
79.72,79.19,80.12,78.92
78.16,76.60,78.16,76.13
76.49,75.01,76.90,74.98
74.61,73.51,74.63,72.96
74.05,72.83,74.60,72.71
71.99,73.49,73.93,71.31
73.42,73.80,74.63,73.10
74.61,75.17,76.27,74.24
75.30,75.71,76.22,75.02
75.61,76.30,76.82,75.61
77.25,76.83,77.57,75.67
71.07,66.53,72.53,65.17
63.22,60.34,63.60,57.26
61.51,59.90,62.57,58.23
61.53,62.59,62.92,61.08
62.79,64.34,64.35,62.47
63.05,62.93,64.16,62.21
61.83,61.31,62.49,61.22
60.84,60.67,61.09,59.39
61.02,60.88,62.39,60.25
61.93,62.85,63.25,61.36
63.38,63.93,64.74,63.18
64.79,66.57,66.76,64.68
66.41,66.23,66.44,64.62
67.23,67.28,68.24,67.13
67.64,67.60,68.19,67.27
67.79,68.27,68.55,67.74
67.84,67.46,68.39,67.11
67.58,68.87,69.04,66.93
68.87,70.27,71.11,66.65
70.55,70.40,71.15,69.99
70.52,69.98,71.18,69.47
70.09,70.28,70.80,69.77
69.88,69.18,69.88,68.05
69.23,69.48,69.83,68.80
69.63,69.40,70.32,69.00
69.53,67.86,69.53,67.50
67.93,66.82,68.18,66.50
66.59,67.91,68.22,66.53
68.07,68.27,68.44,67.84
68.79,69.41,70.36,68.59
69.39,68.93,70.17,68.86
69.01,68.99,69.73,68.57
69.07,69.03,69.89,68.64
69.27,70.18,70.39,69.11
69.84,69.55,69.84,69.18
69.65,70.48,70.77,69.65
69.96,69.44,70.67,69.39
69.72,70.12,70.23,69.26
69.99,70.09,70.90,69.89
69.69,70.32,70.50,69.63
70.00,70.22,70.46,69.75
70.69,70.90,71.81,70.64
71.15,71.10,71.55,70.69
70.76,71.65,71.78,70.56
71.58,71.94,72.78,71.52
72.16,71.58,72.35,71.52
70.41,71.12,71.60,70.41
71.04,71.46,71.57,70.16
71.86,71.33,72.22,70.75
71.78,72.36,72.72,71.68
72.49,71.54,72.49,70.84
71.54,72.61,72.70,71.33
72.61,71.60,72.75,71.59
70.83,69.15,70.83,69.14
68.57,70.24,70.39,68.33
69.42,68.43,69.86,68.14
68.65,67.76,68.91,67.52
67.30,68.41,68.61,67.30
68.11,67.77,68.27,67.47
68.60,68.01,69.13,67.80
68.70,67.63,68.96,67.63
68.30,69.21,69.55,68.21
69.91,70.15,70.30,69.49
70.02,69.78,70.73,69.67
69.31,69.52,69.61,68.03
69.03,70.56,70.62,69.00
70.96,71.53,71.62,70.53
71.64,70.47,71.66,70.30
71.12,72.26,72.53,70.58
72.15,72.94,73.13,71.84
73.28,73.60,74.30,73.05
73.85,73.90,74.52,73.75
73.87,74.16,74.42,73.87
73.96,73.08,73.96,72.61
73.58,73.97,74.39,73.58
73.70,71.94,74.04,71.82
71.95,72.29,72.76,71.87
71.57,71.74,72.37,70.64
72.33,72.15,72.81,71.95
72.04,71.50,72.42,71.47
72.40,71.77,72.40,71.68
71.98,72.49,72.87,71.98
71.85,72.91,73.02,71.80
75.17,79.99,80.00,74.07
81.63,78.73,82.14,78.22
78.46,78.25,79.43,78.08
77.54,78.40,79.21,77.52
78.40,76.84,78.45,76.44
76.78,76.80,77.57,76.51
76.99,76.80,77.75,76.34
77.08,76.14,77.41,75.80
75.78,76.58,76.96,75.29
76.60,76.67,77.08,76.28
76.76,77.28,78.27,76.38
79.00,79.24,79.82,78.62
78.95,78.96,79.67,78.43
78.19,80.05,80.38,77.77
81.33,81.69,82.76,80.60
81.39,83.53,83.64,81.14
84.29,84.35,85.82,83.85
84.22,85.42,85.43,83.13
84.81,85.93,86.12,84.72
86.00,86.42,86.87,85.70
86.23,85.43,86.46,85.21
86.02,85.84,86.44,84.89
86.25,86.86,86.95,85.57
86.95,87.25,87.96,86.82
87.44,87.72,87.91,87.00
87.32,86.69,87.45,85.91
85.83,85.12,86.32,85.08
86.05,85.41,86.38,85.24
85.81,85.58,86.32,85.17
85.48,85.85,86.15,84.98
86.57,86.45,87.52,85.56
