UHS,Universal Health Services,NASDAQ
66.70,65.82,66.93,65.15
65.18,65.38,66.40,64.85
65.86,65.53,65.98,65.02
66.02,65.75,66.60,65.38
66.19,66.94,67.11,66.04
66.67,66.96,67.68,66.61
67.00,68.09,68.15,66.88
68.09,68.21,68.38,67.89
67.47,65.82,67.55,65.52
66.00,63.83,66.53,63.51
64.09,64.64,64.99,63.74
64.90,65.97,66.12,64.81
66.11,67.26,67.30,65.92
67.70,67.08,67.90,66.46
67.16,67.82,68.12,66.66
68.12,68.11,68.55,67.73
68.44,68.08,69.69,67.91
68.27,66.98,68.33,66.91
67.29,68.48,68.55,67.29
66.93,67.45,68.00,66.02
67.38,68.11,68.36,67.15
68.22,67.78,68.49,67.62
68.03,67.44,68.14,67.17
67.15,67.17,67.49,65.96
68.70,69.69,69.92,67.93
70.08,69.85,70.93,69.44
70.00,70.10,70.36,69.10
70.11,69.95,70.40,69.89
70.41,69.81,70.75,69.67
69.54,70.36,70.59,69.31
70.29,71.36,71.73,69.85
71.29,70.71,71.29,70.28
70.38,70.69,70.95,69.85
70.49,70.97,71.25,70.40
70.94,71.87,72.74,70.94
71.49,71.62,71.89,71.06
71.83,71.78,72.34,71.19
72.15,72.02,72.43,71.64
71.24,69.85,71.32,69.78
70.00,69.80,70.21,69.31
69.90,69.31,70.71,69.29
69.22,70.19,70.42,69.09
70.13,68.94,70.13,68.47
68.96,69.65,70.05,68.74
69.73,70.42,70.71,69.44
70.35,71.21,71.35,70.22
70.59,69.31,70.64,69.31
69.31,68.99,69.86,68.95
68.92,69.22,69.54,68.26
69.14,67.75,69.31,67.50
68.59,67.87,69.00,67.10
67.82,67.97,68.46,67.66
68.07,68.26,68.68,67.83
68.53,68.46,69.02,66.92
68.32,67.60,68.43,67.50
68.00,69.67,69.69,68.00
69.67,70.44,70.95,69.34
70.20,70.68,70.73,69.54
70.91,71.70,72.14,70.67
72.50,71.49,72.52,71.26
71.59,72.83,72.83,71.43
72.80,73.65,73.78,72.36
73.97,73.51,74.19,73.37
74.00,73.37,74.21,72.65
73.37,73.39,73.46,72.25
73.33,72.99,74.09,72.93
73.16,73.69,73.93,72.67
73.68,74.27,74.87,73.48
73.78,74.29,74.73,73.56
73.55,74.99,75.35,73.35
75.45,75.67,76.79,74.97
75.18,76.68,76.91,75.10
76.40,77.03,77.55,76.29
77.16,77.66,78.20,76.93
79.14,76.90,79.14,76.90
77.20,75.88,78.33,75.83
76.12,76.01,76.59,75.30
76.80,76.46,77.20,76.32
76.29,77.69,77.73,76.15
77.10,77.54,77.71,76.73
77.51,77.03,77.88,76.81
77.59,77.61,78.05,77.28
77.57,79.13,79.24,77.37
79.79,80.36,80.89,79.20
80.35,80.40,80.79,79.89
80.68,80.06,81.28,79.78
79.66,79.86,79.90,78.82
79.86,78.99,80.27,78.38
79.03,79.75,80.01,77.77
79.57,78.69,80.00,78.69
78.57,79.45,80.06,78.33
80.29,80.72,81.68,78.67
80.70,80.56,81.69,80.51
80.63,80.78,81.20,79.67
80.94,81.42,81.53,80.47
81.68,80.24,81.68,80.03
80.41,80.13,81.02,79.58
80.31,77.31,80.44,77.24
78.34,80.00,80.06,77.52
80.07,80.72,81.15,79.86
80.43,80.76,80.96,79.87
80.85,80.38,81.10,79.80
80.38,80.75,80.82,80.14
80.95,79.40,81.04,79.20
79.43,79.51,79.90,78.83
79.62,79.11,79.81,78.80
79.15,79.79,80.00,79.15
79.50,79.89,80.31,79.37
80.30,79.77,80.33,79.47
80.14,81.53,81.56,79.64
82.08,82.09,82.98,81.41
82.53,82.21,82.80,81.84
82.49,82.43,82.92,82.13
82.76,82.28,83.49,81.96
82.28,83.09,83.13,81.94
82.60,82.81,82.97,82.04
82.56,82.21,82.74,82.03
83.03,82.91,83.83,82.73
82.81,83.00,83.16,81.82
82.68,83.12,83.49,82.44
83.45,80.84,83.45,80.72
80.64,80.93,81.38,80.35
81.29,81.33,81.78,80.50
81.47,80.92,81.94,80.81
80.66,80.25,81.28,79.72
80.52,80.53,81.00,79.39
80.36,79.02,80.44,78.46
78.56,79.40,79.65,78.11
79.56,79.68,79.96,79.35
79.81,80.53,80.99,79.53
80.90,80.59,81.09,80.17
80.59,80.15,80.82,79.92
80.19,80.18,80.55,79.39
80.44,81.26,81.57,80.09
80.84,80.62,81.89,80.20
80.71,81.51,82.46,80.71
81.64,80.51,81.94,79.65
80.93,82.82,83.35,80.93
82.81,83.04,83.43,82.16
83.51,84.44,84.49,83.06
84.20,85.52,85.55,83.94
85.55,83.99,85.95,83.72
84.32,85.69,85.78,84.20
85.48,85.80,86.01,85.23
85.67,85.26,86.08,85.06
85.07,85.28,85.62,84.64
85.52,83.89,85.75,82.72
83.89,83.81,84.37,83.29
83.41,82.91,83.74,82.42
82.52,80.32,82.52,80.28
80.28,79.68,80.70,78.98
79.81,80.66,81.21,79.40
79.96,79.98,81.00,79.57
80.38,80.90,81.10,80.03
80.18,82.02,82.99,79.62
81.68,78.68,82.25,78.51
79.03,78.19,79.58,77.66
78.19,78.20,78.64,77.12
78.27,78.22,78.65,77.85
78.41,78.64,78.88,77.83
78.47,80.12,80.17,77.97
80.05,80.87,80.90,79.31
80.62,80.28,81.99,80.04
79.37,82.03,82.45,78.55
82.24,82.50,83.38,82.11
82.68,83.42,83.56,82.22
83.07,82.00,83.44,81.97
82.17,82.19,82.40,81.05
82.50,82.10,83.14,81.84
82.01,83.11,83.57,81.82
82.62,81.23,82.71,80.69
81.29,82.43,83.02,80.89
82.14,82.20,82.83,81.81
80.44,80.28,82.42,78.55
79.68,81.07,81.26,79.20
82.02,81.50,82.11,81.40
81.57,80.87,81.74,80.63
81.24,79.94,81.31,79.89
80.39,79.24,80.71,78.87
79.20,78.52,79.51,78.23
78.72,77.11,78.96,76.88
76.51,76.77,77.05,75.67
77.13,75.10,77.23,74.60
74.91,74.59,75.47,74.19
74.81,74.35,75.60,74.29
75.74,76.95,77.33,75.68
76.90,76.87,77.87,76.66
76.89,76.81,77.74,76.73
77.20,75.60,77.25,75.52
75.60,75.27,76.14,74.71
75.63,75.97,76.82,75.19
76.52,78.17,79.05,76.27
78.25,78.22,78.33,77.50
78.60,79.70,80.63,78.60
80.60,82.07,82.14,79.91
82.16,82.31,82.96,81.84
82.50,82.58,82.94,82.14
82.61,83.04,83.43,82.45
83.69,81.33,84.48,81.23
81.08,77.85,81.12,77.12
77.68,77.78,78.37,76.57
77.67,77.65,78.03,76.99
77.77,75.87,77.87,75.45
75.43,74.61,76.35,73.65
74.99,75.09,75.32,74.32
75.26,75.04,75.95,73.79
75.57,74.89,75.70,74.10
74.50,74.65,75.11,73.06
74.75,75.49,75.98,74.65
75.44,75.72,76.52,75.30
75.74,76.60,77.17,75.58
76.98,78.12,78.65,76.81
83.00,82.92,86.00,81.56
84.00,83.12,84.36,82.42
82.96,82.89,83.85,82.12
82.91,81.79,83.31,81.66
82.17,83.32,84.02,81.40
83.51,83.40,84.24,83.02
82.99,83.38,83.58,82.43
83.06,82.69,84.00,82.17
82.76,82.46,82.93,81.37
82.19,81.91,83.66,81.54
81.87,82.57,82.64,81.39
82.81,84.32,84.47,82.72
84.50,86.00,86.13,84.43
85.87,85.86,86.42,85.38
85.59,84.94,85.59,83.98
84.66,84.83,84.87,83.41
84.65,85.98,86.38,84.64
86.09,87.23,87.33,85.97
87.47,88.29,89.06,87.40
88.59,88.24,89.03,88.16
88.53,89.43,90.14,87.85
89.86,89.06,90.38,88.67
89.22,89.35,89.55,87.88
89.50,89.74,90.13,88.06
89.56,89.57,90.66,89.40
89.50,89.92,90.02,88.66
89.99,92.83,92.85,89.25
92.50,92.72,92.76,91.95
92.43,95.26,95.66,92.43
95.26,94.82,96.12,94.23
94.51,94.00,94.71,93.84
93.90,93.37,94.03,92.63
92.95,92.77,93.29,91.90
92.67,92.50,93.07,91.99
92.59,94.07,94.25,92.34
93.92,94.71,95.00,93.34
94.81,95.29,96.85,94.64
95.05,95.35,95.47,94.23
95.49,96.35,96.42,94.90
96.63,97.06,97.41,96.18
97.23,98.75,98.89,96.89
98.31,96.89,98.52,96.83
96.66,96.99,97.51,94.78
97.15,95.94,97.44,93.42
95.82,95.00,96.39,94.50
95.16,95.76,96.26,95.16
95.87,95.67,97.07,94.86
95.36,96.48,96.52,94.96
96.48,96.20,97.00,95.69
95.81,94.20,96.03,94.19
94.16,92.80,94.49,91.38
93.20,93.73,94.32,92.86
92.57,92.45,93.07,91.73
92.28,92.46,92.96,91.66
93.00,92.22,93.20,91.80
92.09,91.83,92.90,91.26
95.75,96.98,97.05,94.50
96.58,95.52,97.55,95.27
95.55,96.30,96.95,94.79
95.82,95.88,96.17,94.26
96.07,96.90,97.90,93.93
97.03,97.56,98.14,95.89
98.38,97.54,98.90,97.31
105.00,104.23,108.80,103.33
104.88,108.07,108.96,104.70
108.38,109.04,110.43,107.40
109.07,108.12,109.44,107.53
107.92,106.60,107.92,105.64
106.55,105.37,107.91,104.76
105.80,106.45,106.62,105.01
106.40,106.88,107.67,105.81
106.43,106.80,108.03,105.89
107.25,107.45,108.19,106.57
107.35,107.12,108.10,105.16
107.24,106.90,108.04,106.38
107.00,107.21,107.67,105.90
107.31,108.88,108.99,107.31
109.17,109.92,110.33,109.09
110.09,109.62,110.43,108.65
110.20,111.70,111.70,109.75
112.18,112.19,112.43,111.38
111.76,112.34,112.54,110.89
112.32,112.38,112.87,111.95
112.44,113.00,113.28,112.00
113.45,113.16,113.64,112.50
113.58,113.64,114.12,113.15
113.66,113.40,113.84,112.91
113.20,113.57,113.74,112.78
113.43,114.44,115.44,113.35
114.78,114.66,115.25,113.17
114.57,111.45,115.64,111.25
111.26,108.00,112.03,105.40
108.16,107.55,108.64,106.58
107.71,110.05,110.15,107.71
110.48,111.62,113.16,110.16
112.04,111.16,112.04,110.08
110.98,113.25,113.61,110.98
113.60,111.71,113.90,111.26
112.43,111.25,113.21,110.22
110.81,112.07,112.80,110.61
112.35,111.67,112.87,110.78
111.89,112.56,113.03,111.49
113.43,113.93,114.68,112.48
113.77,113.19,114.44,112.77
113.39,112.79,113.88,112.41
113.02,114.84,115.37,112.27
114.75,111.73,114.75,111.51
111.75,109.03,112.62,108.48
109.03,109.55,109.93,108.10
109.80,104.50,110.17,104.42
104.62,103.61,105.36,102.61
103.63,105.75,106.01,102.56
106.74,107.40,108.11,106.03
107.52,105.47,108.11,105.19
105.33,105.72,107.03,104.68
105.72,108.17,108.22,105.06
107.81,104.32,108.07,104.25
104.39,103.86,105.99,103.78
103.84,102.14,105.15,102.01
102.70,102.93,104.72,100.23
101.16,100.26,101.50,97.15
101.03,103.24,103.74,100.27
103.78,103.31,105.07,103.04
102.96,104.91,104.98,102.30
105.76,106.96,107.39,105.55
106.83,105.30,107.10,105.00
106.08,106.58,107.71,105.81
106.82,108.59,108.62,105.77
108.35,108.42,109.14,107.53
108.78,107.45,110.45,103.83
107.31,104.72,107.83,104.24
104.69,102.66,105.02,101.29
104.01,103.71,104.22,101.09
103.64,103.44,107.79,102.84
103.73,102.10,103.78,99.18
102.67,98.70,102.67,98.24
99.02,100.25,100.83,99.02
100.14,97.93,100.31,95.63
98.43,97.81,99.30,97.49
98.05,98.82,98.90,97.59
97.80,99.06,99.19,96.51
99.00,98.81,99.53,98.05
98.61,97.93,99.23,97.76
97.95,100.93,101.06,97.80
101.17,103.50,103.86,100.74
103.13,102.21,103.85,102.01
101.55,103.06,103.90,101.43
103.75,103.55,104.67,102.98
103.38,103.76,105.30,103.08
103.72,104.73,104.84,103.46
104.85,104.00,105.19,103.47
103.40,104.62,105.04,103.40
104.90,103.88,105.09,103.23
103.57,104.34,104.73,103.43
104.29,105.86,105.89,104.29
105.73,106.92,107.73,105.26
107.14,107.50,108.16,106.65
107.84,108.28,110.20,107.30
107.11,107.30,107.38,105.83
106.94,106.41,107.14,105.55
107.07,108.15,108.99,106.73
107.16,106.64,109.38,106.58
106.77,106.45,108.00,104.95
105.99,104.37,107.31,104.24
104.60,105.60,106.07,103.72
106.77,109.67,109.67,106.60
110.13,109.87,110.57,109.39
109.92,110.66,110.79,109.53
111.07,110.88,111.38,110.43
111.01,111.87,112.59,111.00
112.00,112.32,112.75,111.83
111.96,111.63,112.42,111.33
111.37,111.51,112.36,110.84
111.87,111.26,112.18,110.90
112.05,110.97,112.54,109.74
110.42,108.70,111.15,107.76
108.53,108.74,110.04,108.06
110.30,111.99,112.03,109.78
112.65,113.14,113.47,112.10
113.33,112.85,113.61,112.27
113.48,106.24,113.62,106.12
107.31,106.25,107.88,104.56
105.20,104.31,105.20,102.56
104.31,105.66,106.11,103.37
105.31,108.22,108.37,105.29
108.51,107.13,108.99,106.15
106.53,108.29,108.96,106.01
108.66,110.37,110.85,107.69
110.18,106.51,110.93,106.40
107.52,107.84,107.93,105.29
106.98,106.84,108.02,106.60
107.30,105.68,107.39,105.54
106.17,105.44,106.27,103.39
104.59,102.53,105.01,102.35
102.86,103.14,103.68,101.20
102.35,104.86,105.66,102.19
104.36,105.23,106.20,103.51
105.12,105.82,106.31,105.12
106.25,104.99,106.74,104.60
104.75,103.82,104.98,103.29
104.88,106.08,106.36,104.12
105.70,106.13,106.68,105.21
106.39,104.09,106.60,103.46
103.81,104.93,104.99,102.86
104.79,106.79,106.79,104.50
106.99,106.95,107.47,105.94
106.90,107.18,107.92,106.60
107.27,107.87,108.33,106.01
107.86,108.39,108.84,107.27
108.39,108.52,109.94,108.05
108.52,109.19,109.64,107.66
109.02,112.49,113.07,108.54
112.49,113.35,114.88,112.30
113.35,114.49,117.61,112.87
113.88,112.73,114.26,111.85
112.44,115.75,118.35,111.73
115.76,114.88,116.86,113.55
114.46,114.05,116.12,113.80
114.23,113.53,114.52,113.02
112.43,112.98,114.11,111.73
113.29,113.92,115.08,112.76
114.42,114.48,115.24,113.88
114.09,114.08,115.08,113.28
114.90,116.20,116.43,114.74
115.97,116.17,116.45,115.06
116.18,117.29,117.68,115.63
117.24,118.73,119.12,116.99
119.49,118.76,119.93,118.29
119.12,121.33,121.75,119.12
121.01,120.00,121.38,119.23
120.14,117.98,121.95,117.78
117.70,117.34,118.25,116.33
117.41,118.10,118.38,117.41
119.09,119.97,120.46,119.09
119.20,117.71,120.07,117.59
115.90,112.96,116.63,109.83
112.86,116.69,116.96,112.40
115.97,118.11,119.27,115.58
118.44,117.92,119.90,117.78
118.13,118.98,119.87,117.55
118.69,118.70,119.70,117.30
118.65,118.44,119.15,117.51
118.73,118.39,119.72,118.25
118.03,119.15,119.66,116.93
120.17,121.09,122.05,120.16
120.86,119.98,121.24,119.32
119.20,119.78,120.17,118.63
120.02,120.93,121.09,119.29
121.28,120.95,121.80,120.23
120.96,121.07,121.41,119.71
121.23,122.60,122.77,120.41
122.71,122.69,123.41,122.15
123.13,120.25,123.13,120.03
122.78,121.84,123.00,117.24
121.80,119.71,122.07,118.64
119.51,116.95,120.38,116.66
117.72,116.81,118.17,116.25
117.25,119.38,119.83,117.03
119.54,116.27,119.94,115.85
116.65,115.37,116.78,114.76
115.18,118.49,118.75,115.18
119.57,120.63,120.79,119.07
120.59,122.13,122.95,120.24
121.25,119.54,121.68,119.15
120.12,119.85,120.61,119.23
120.95,122.11,123.09,120.24
122.27,122.25,122.49,121.14
122.34,125.76,126.05,121.97
125.83,127.91,129.31,125.48
127.80,126.78,128.26,126.75
126.60,126.69,127.68,126.16
126.62,126.80,128.28,125.98
126.87,126.68,127.77,126.13
127.59,131.72,131.80,127.59
131.12,129.94,132.03,129.00
129.66,129.58,131.31,128.93
130.02,131.03,131.24,128.93
130.30,129.33,130.88,129.21
129.46,129.11,129.88,128.47
128.70,127.23,128.94,127.02
127.54,127.43,128.29,126.13
127.23,126.46,128.01,126.40
126.54,127.44,127.65,126.35
127.87,131.34,132.13,127.69
131.56,132.33,132.78,131.00
131.57,130.24,132.45,130.13
129.99,131.20,131.56,128.88
131.00,130.06,131.85,129.68
130.72,131.29,132.00,130.11
131.60,132.11,132.70,130.68
132.05,134.72,135.16,131.81
135.39,135.17,136.26,134.93
135.06,134.37,135.79,134.08
134.36,130.68,134.60,130.20
130.63,140.78,144.00,130.63
141.39,142.69,143.05,141.11
141.09,141.32,143.90,140.65
143.06,142.10,143.06,141.25
143.46,143.09,144.00,142.65
143.33,142.71,143.85,142.06
141.94,142.41,143.33,141.60
142.54,141.65,143.00,139.43
140.40,139.98,141.25,139.14
141.50,140.89,141.88,140.26
141.82,141.76,142.69,141.34
143.24,143.00,143.68,141.83
142.91,143.38,144.15,142.31
143.50,142.43,143.50,141.72
141.42,141.25,141.83,139.43
141.84,141.23,142.04,140.13
141.46,142.01,142.33,140.55
141.61,140.25,142.06,139.50
140.20,141.02,141.62,139.96
141.74,141.79,142.64,141.35
141.45,140.99,141.88,140.31
140.80,140.29,141.07,139.35
140.74,141.37,141.51,138.27
141.56,142.31,142.54,140.70
141.70,141.44,142.21,140.37
143.01,145.23,148.28,143.01
145.95,145.80,146.83,145.42
146.78,146.24,147.70,145.81
146.57,143.96,148.57,140.88
143.93,142.52,145.00,140.48
143.00,142.74,143.82,140.97
143.70,143.28,145.09,142.62
142.44,141.40,142.91,139.90
140.65,142.09,142.42,138.77
143.20,142.28,143.74,141.72
142.40,143.09,143.38,142.21
142.67,145.50,145.87,142.01
145.01,145.45,145.81,144.18
144.74,145.97,146.80,143.70
144.63,141.14,145.49,141.10
139.79,140.69,141.90,137.75
133.12,132.85,138.11,131.98
135.57,132.18,136.99,132.12
135.47,136.90,137.44,132.05
138.02,140.97,141.51,137.84
140.27,140.37,140.68,138.59
140.17,137.14,141.58,136.81
134.73,131.78,135.04,131.08
132.78,136.34,136.36,132.07
137.12,135.19,138.55,134.78
134.16,135.02,135.81,133.27
137.37,137.80,138.55,136.01
138.84,135.04,139.32,134.82
135.12,134.70,136.11,134.27
134.04,133.21,134.62,131.60
133.90,135.26,135.49,133.33
135.53,135.31,135.82,134.17
135.82,136.32,137.00,135.28
136.60,139.01,141.19,136.19
138.43,137.23,139.83,136.79
138.03,138.99,139.10,137.06
137.26,139.32,139.54,136.21
139.51,139.29,141.02,137.63
138.52,133.58,138.75,133.14
134.72,130.02,135.37,129.17
129.54,124.89,129.91,121.64
124.84,121.16,125.39,119.81
122.90,124.81,125.13,122.83
125.96,126.46,127.61,124.17
123.68,127.18,127.29,123.65
128.12,130.32,131.71,128.12
129.72,127.90,130.85,126.80
127.90,129.64,130.23,125.89
128.94,127.44,129.42,125.52
127.68,128.50,128.87,126.07
128.41,129.27,129.41,127.04
128.71,127.76,130.43,127.53
128.14,126.29,129.24,125.80
121.16,125.23,125.84,117.04
125.94,128.47,129.48,125.94
128.07,129.40,129.58,127.54
129.63,128.16,130.89,127.67
128.88,125.47,129.05,122.93
116.92,111.73,117.27,107.26
112.93,115.95,117.15,112.93
115.62,117.89,118.05,114.56
117.55,116.04,119.37,114.89
113.26,120.68,121.67,110.31
120.40,122.17,122.79,119.79
122.03,122.09,123.57,121.96
122.27,125.14,125.75,122.27
124.15,122.84,125.14,121.93
123.16,125.03,125.25,122.68
124.83,122.91,125.14,121.34
122.79,125.86,126.20,122.15
125.36,124.44,125.92,122.56
124.53,125.10,125.69,123.08
125.63,120.81,125.63,120.65
120.41,117.62,120.55,117.50
117.15,119.76,120.30,115.90
119.57,120.23,120.73,119.04
120.27,122.66,123.65,119.48
122.98,124.44,124.59,122.54
118.69,119.08,122.79,118.47
119.81,122.50,122.78,119.73
122.74,123.40,125.26,121.53
122.57,124.31,124.48,122.02
124.11,123.75,124.95,122.50
124.11,124.59,125.37,123.54
124.86,121.52,125.30,121.18
122.69,125.33,125.49,122.69
125.06,122.94,125.88,122.67
123.08,118.16,123.42,116.71
118.76,119.45,120.40,117.91
119.33,117.09,119.59,116.46
115.91,120.28,120.50,115.02
119.45,118.75,122.81,118.39
118.83,121.11,121.96,118.83
119.94,119.49,121.27,119.30
119.72,116.16,120.70,113.83
117.46,118.31,118.62,116.82
119.55,116.75,120.64,114.96
116.58,116.12,118.44,115.66
116.31,114.96,117.27,114.80
115.24,119.14,119.73,115.21
119.37,117.77,120.11,116.37
118.65,121.10,122.07,118.15
120.67,120.64,122.15,119.79
119.96,119.35,120.55,118.21
120.00,121.40,121.80,119.44
121.29,120.02,121.94,119.85
119.10,119.49,121.16,118.84
117.46,117.92,119.19,116.50
118.56,118.43,120.25,118.18
116.68,115.70,117.57,114.12
113.45,112.90,115.16,112.30
113.27,112.38,115.82,112.05
114.18,114.46,117.83,112.92
115.41,112.30,117.50,110.10
112.40,109.10,113.40,107.92
109.31,111.18,112.05,109.00
108.83,109.17,110.80,107.12
110.41,107.37,110.59,105.68
105.76,107.39,108.49,103.57
107.77,106.95,110.16,106.05
107.60,107.52,108.53,105.88
107.25,108.46,109.41,107.25
108.78,111.90,112.60,108.55
111.76,111.08,113.70,110.40
112.79,108.02,113.87,107.49
108.28,112.64,112.85,108.03
112.28,115.07,115.80,111.98
113.50,112.10,113.55,111.59
112.91,111.58,113.29,109.11
111.21,111.85,113.03,109.48
111.22,109.04,111.99,108.26
107.04,104.47,107.56,103.51
103.29,105.52,106.36,102.99
106.44,108.99,110.68,106.23
107.29,101.65,108.04,101.56
102.43,104.26,104.50,100.82
101.00,106.10,106.25,100.99
107.17,107.74,109.18,106.59
108.13,107.32,108.80,107.10
107.42,106.99,107.42,105.03
108.06,110.03,110.44,108.06
109.77,109.73,110.87,107.56
108.58,110.66,110.81,107.71
111.27,111.28,112.92,108.82
107.90,113.34,117.50,106.69
112.88,110.37,113.08,110.37
110.83,113.75,114.07,109.28
113.95,115.36,115.52,113.20
115.50,117.50,119.20,115.12
117.71,115.54,117.87,115.43
114.58,114.39,115.17,113.62
113.48,111.82,114.40,111.38
112.66,113.01,113.10,110.73
113.47,112.95,115.02,112.00
114.14,115.69,115.95,113.34
115.21,115.39,116.25,114.62
114.29,112.09,114.70,111.69
111.82,113.72,114.39,111.60
113.33,113.74,114.39,111.65
113.97,116.65,117.11,113.66
117.55,116.61,118.31,115.36
115.94,118.91,120.08,115.23
119.11,118.62,121.64,118.19
117.64,117.91,119.05,116.00
118.37,119.15,120.04,117.65
121.15,123.91,124.10,120.14
124.57,125.33,126.67,123.67
124.95,124.72,126.67,124.42
123.42,125.39,125.53,122.99
125.31,124.67,125.87,123.79
123.50,122.68,124.14,122.57
122.89,124.21,124.31,122.78
123.49,123.04,124.43,122.23
124.05,123.22,124.48,122.84
123.50,121.74,124.39,121.37
121.63,122.49,123.10,121.63
123.29,125.22,125.83,122.74
125.54,125.71,126.27,124.10
125.45,125.38,125.61,122.49
124.89,126.12,126.19,124.16
126.78,125.75,127.32,124.95
126.04,128.33,129.27,124.27
128.07,127.68,130.14,127.26
127.77,129.18,130.33,127.72
128.56,127.81,129.18,126.74
129.97,132.19,133.11,129.97
132.20,132.12,132.82,130.34
132.41,134.91,139.77,132.41
134.98,133.68,135.26,130.39
133.71,134.17,134.83,131.61
132.82,133.88,134.60,131.64
132.86,133.26,135.52,132.23
133.54,133.57,134.81,132.96
133.43,133.87,134.64,132.56
133.50,135.07,135.66,133.50
135.37,135.05,136.02,133.85
135.17,135.78,136.90,134.07
136.48,133.29,136.48,132.60
133.11,133.61,134.47,133.07
133.80,135.02,135.47,133.73
135.02,134.41,137.00,133.45
134.35,133.54,135.18,132.55
132.54,133.69,134.47,132.16
134.23,134.11,135.25,132.94
133.76,132.04,133.76,131.52
132.40,134.85,135.28,132.40
135.25,135.79,136.57,134.72
135.56,134.45,136.43,133.11
134.21,134.69,136.29,134.21
135.04,134.86,135.24,133.90
134.62,135.92,136.06,134.24
135.56,137.37,137.54,135.26
137.15,135.38,137.82,135.18
135.66,136.96,137.22,135.13
136.91,137.84,138.00,136.86
137.82,138.74,139.35,137.71
138.55,138.00,139.46,137.63
136.83,135.17,137.75,134.76
134.60,132.03,135.32,131.95
131.73,133.41,133.49,130.80
133.64,132.14,133.97,132.06
131.05,131.82,132.15,129.85
132.14,131.25,133.53,130.16
132.58,132.64,134.46,132.46
132.94,132.66,133.25,131.32
132.56,134.84,136.16,132.56
136.16,138.28,138.28,136.07
133.67,136.30,138.20,133.49
135.11,129.36,135.11,128.54
130.08,132.08,132.66,130.08
132.00,133.44,134.77,132.00
133.33,134.10,134.36,131.75
133.96,133.54,135.14,132.86
133.14,132.35,133.14,131.39
132.20,133.31,133.71,130.82
134.01,134.74,135.19,133.82
135.81,137.16,137.39,135.40
137.62,137.24,138.23,137.00
138.26,136.55,138.26,136.37
136.90,136.61,137.78,136.23
137.79,135.10,137.79,134.24
135.31,135.23,136.03,134.54
135.66,135.80,136.04,134.52
135.15,135.88,136.22,134.15
136.14,136.00,136.99,135.67
135.76,137.31,138.10,135.53
137.46,138.23,138.77,136.07
138.28,136.64,138.28,136.02
136.17,138.28,138.43,135.73
130.72,130.60,131.72,125.94
129.35,129.98,130.72,128.49
129.57,129.53,129.72,127.72
128.81,128.22,130.02,127.83
127.85,125.28,128.39,124.17
124.27,127.94,128.08,124.27
127.94,127.67,128.78,126.98
128.08,127.25,128.51,126.85
127.13,126.88,128.65,126.82
127.19,126.16,127.29,126.01
125.90,126.22,126.50,125.24
126.47,126.82,127.22,126.06
126.81,126.37,127.01,126.08
126.94,126.31,127.23,126.03
125.68,122.68,125.95,122.49
122.69,120.84,122.90,119.86
120.32,120.90,121.55,120.32
120.43,121.29,121.38,119.49
120.97,121.58,121.85,120.69
121.99,121.48,122.95,121.44
121.71,120.35,122.05,120.01
119.94,120.12,121.28,119.55
120.20,119.45,120.71,118.89
119.29,121.19,121.40,119.18
121.09,121.03,121.52,120.49
120.60,120.53,121.07,119.63
120.68,118.82,120.68,118.51
119.50,120.70,120.94,119.20
120.71,119.67,120.84,118.04
119.66,122.20,123.58,119.37
122.01,121.55,122.01,120.96
121.05,120.11,121.54,120.07
119.40,122.40,122.76,118.81
121.07,121.39,122.03,120.78
121.60,120.55,121.80,119.68
120.02,122.00,122.33,119.59
122.13,123.51,123.99,121.53
123.41,123.27,125.01,122.87
123.42,122.50,124.97,122.35
122.63,122.80,123.54,121.56
123.10,124.25,124.44,123.04
124.12,122.93,125.16,122.93
122.35,121.07,122.35,120.57
120.77,121.72,122.40,120.77
121.87,122.96,123.07,121.57
122.74,122.18,123.51,121.61
122.88,123.22,123.62,121.08
122.83,120.77,122.83,120.03
121.05,120.90,121.52,120.28
121.39,120.08,121.88,119.83
119.93,119.99,120.44,119.14
120.27,120.16,120.54,119.40
120.51,122.38,122.63,120.51
122.08,121.09,122.42,119.99
121.21,121.85,122.69,120.64
121.30,124.67,125.23,121.21
125.20,123.36,125.35,123.30
123.22,123.46,123.63,122.64
124.75,125.85,126.29,124.18
123.99,123.84,124.00,121.52
123.72,124.49,124.86,123.26
123.81,123.56,123.81,122.31
124.23,124.42,124.74,123.73
124.17,121.60,125.27,121.56
120.88,119.09,120.89,118.31
119.32,122.35,125.00,117.42
121.94,120.53,122.86,118.76
121.01,120.71,121.52,119.87
121.21,120.29,121.37,119.00
120.20,120.90,122.00,119.98
121.17,118.65,122.79,118.39
119.09,120.35,121.31,118.90
122.52,124.89,126.30,122.50
124.49,128.06,129.21,123.93
111.00,119.26,120.22,105.35
122.46,121.00,122.46,119.77
120.38,118.74,120.93,117.56
119.15,121.15,122.62,119.06
121.79,122.40,122.59,120.37
121.63,120.10,122.63,119.17
120.33,123.89,124.13,120.01
123.80,122.66,125.32,122.33
122.62,123.06,124.58,122.42
123.10,121.28,123.48,120.78
120.19,122.08,122.36,120.05
122.51,123.17,123.46,122.42
122.65,122.75,123.06,121.69
122.20,123.18,123.73,121.98
122.96,123.02,123.54,121.84
123.28,124.09,126.55,123.06
124.63,124.65,128.08,123.40
124.98,124.78,125.68,122.31
125.35,126.37,126.52,124.94
