VIS,Vanguard Industrials ETF - DNQ,NASDAQ
83.06,81.64,83.06,81.57
81.66,82.81,82.94,81.43
82.75,82.42,83.13,82.23
82.99,82.91,83.17,82.53
83.07,84.00,84.15,83.07
83.98,82.87,83.98,82.87
82.12,80.94,82.12,80.71
81.58,80.81,81.63,80.15
80.06,79.46,80.14,78.96
80.29,80.39,80.50,79.89
81.22,81.12,81.41,80.72
82.00,82.06,82.18,81.51
81.97,81.60,82.14,81.50
82.09,82.48,82.89,81.86
82.42,81.72,82.57,81.40
81.60,81.72,81.93,81.28
82.81,83.04,83.04,82.17
83.32,83.25,83.56,83.19
83.71,84.45,84.77,83.71
84.50,84.34,84.73,84.12
85.87,85.67,85.87,85.22
85.45,85.29,85.62,84.94
85.56,85.56,85.67,85.40
85.67,85.03,85.75,84.93
85.35,85.41,85.69,85.19
85.64,86.18,86.46,85.50
86.44,87.04,87.10,86.40
87.19,87.13,87.37,87.02
87.43,87.09,87.49,86.86
87.60,86.49,87.60,86.36
86.33,86.61,86.61,85.84
86.33,86.40,86.40,85.87
86.27,85.95,86.37,85.90
86.26,86.32,86.51,86.06
86.39,86.62,87.27,86.39
88.00,88.15,88.25,87.53
87.90,88.29,88.29,87.67
88.14,88.03,88.25,87.89
87.60,87.17,87.89,87.03
87.00,86.88,87.00,86.26
87.35,87.34,87.63,87.04
87.29,87.10,87.42,86.74
86.80,87.25,87.32,86.40
87.48,87.40,87.58,86.80
87.36,86.74,87.36,86.74
86.00,85.76,86.06,85.43
85.73,85.85,86.16,85.58
85.85,85.39,85.91,85.35
85.44,85.66,85.99,85.24
85.40,85.17,85.80,85.01
85.50,86.35,86.69,85.23
86.67,86.39,86.67,86.00
86.52,86.26,86.85,86.14
85.28,84.37,85.43,84.27
84.30,84.45,84.73,84.12
84.35,84.80,85.23,84.35
85.10,84.15,85.10,83.97
84.99,84.61,85.55,84.22
84.73,85.52,85.60,84.67
85.65,85.81,86.00,85.53
86.35,85.80,86.44,85.06
86.21,86.99,87.13,86.21
87.88,88.37,88.37,87.57
88.45,88.64,88.64,88.08
88.76,88.27,88.80,88.20
88.47,88.50,88.51,88.03
89.73,89.51,89.83,89.36
89.75,90.05,90.09,89.44
90.04,91.10,91.27,89.69
91.49,91.31,91.80,91.23
91.55,90.28,91.64,90.28
90.10,90.10,90.35,89.59
89.87,90.34,90.93,89.87
90.54,90.07,90.69,90.06
90.25,90.27,90.59,89.93
89.97,89.81,89.97,89.44
88.83,89.39,89.71,88.68
89.36,90.12,90.27,89.36
89.77,89.79,89.84,89.22
89.70,88.90,89.70,88.20
88.95,89.33,89.43,88.76
88.67,88.81,89.14,88.45
88.76,87.54,88.90,87.54
87.84,87.41,87.84,86.85
88.50,89.66,89.66,88.47
89.51,90.38,90.39,89.46
89.93,90.64,90.70,89.74
90.51,89.80,90.61,89.61
90.36,90.36,90.53,89.76
90.37,91.07,91.08,90.16
91.80,92.24,92.32,91.57
92.50,92.50,92.58,92.33
92.90,93.02,93.56,92.77
92.77,92.92,93.02,92.42
93.20,93.62,93.74,93.08
93.84,94.00,94.00,93.31
94.05,93.91,94.11,93.67
94.05,94.19,94.20,93.70
94.48,93.63,94.56,93.40
93.64,93.67,94.31,93.22
93.83,94.29,94.44,93.48
94.79,94.79,94.79,94.38
94.50,94.47,94.76,93.86
94.96,94.68,95.08,94.23
94.98,93.40,95.18,93.39
93.30,94.75,94.79,93.30
94.77,94.83,94.87,94.52
94.74,94.91,95.04,94.49
94.59,95.46,95.46,94.41
95.74,95.90,96.00,95.35
96.10,96.24,96.33,95.76
96.66,96.27,96.92,96.01
96.26,95.61,96.36,95.42
95.89,95.14,95.89,94.97
95.51,96.00,96.03,95.30
96.14,96.74,96.75,95.92
97.02,96.61,97.02,96.44
96.67,96.91,97.14,96.58
97.12,97.41,97.46,97.07
97.57,97.09,97.57,97.02
97.03,96.55,97.38,96.50
96.39,95.93,96.48,95.58
95.54,95.61,96.19,94.76
95.52,95.56,95.89,95.43
96.64,96.97,97.03,96.50
97.34,97.17,97.35,97.02
97.07,96.96,97.60,96.88
97.44,95.48,97.44,95.35
95.37,95.58,95.88,95.28
95.80,95.90,96.17,95.54
96.60,96.93,97.17,96.40
97.24,96.87,97.41,96.66
97.22,98.40,98.40,96.23
98.20,98.30,98.37,97.84
97.50,98.21,98.38,97.31
98.97,98.61,99.17,98.40
99.10,99.08,99.13,98.68
99.36,99.64,99.79,99.36
100.28,99.54,100.28,99.44
99.74,99.51,99.74,99.35
99.77,100.03,100.11,99.69
99.76,98.76,99.76,98.57
99.19,99.12,99.42,98.86
99.55,98.46,99.81,98.43
99.11,98.99,99.26,98.65
99.02,98.99,99.12,98.45
99.34,99.41,99.68,98.84
99.64,99.78,99.79,99.06
99.71,98.62,100.02,98.40
98.97,99.68,99.68,98.71
100.00,100.45,100.56,99.82
100.33,100.17,100.33,99.90
99.97,99.65,99.97,99.45
100.35,99.83,100.50,99.25
100.08,100.14,100.25,99.77
99.85,99.05,99.85,98.75
98.26,95.91,98.26,95.89
96.13,95.76,96.48,95.01
96.11,96.69,96.87,96.09
95.71,95.65,96.42,95.36
96.21,96.49,96.77,95.87
95.32,95.98,96.69,95.01
95.86,93.16,96.26,93.08
93.46,93.93,94.13,92.72
93.54,93.67,94.00,92.74
93.95,94.91,95.06,93.95
95.54,96.37,96.44,95.45
96.61,95.87,96.61,95.59
96.15,96.87,97.19,95.99
97.13,97.39,97.52,97.04
96.69,97.78,97.85,96.47
97.85,98.35,98.50,97.47
98.63,98.34,98.63,97.95
98.23,97.49,98.72,97.42
97.74,98.55,98.71,97.49
98.79,98.52,98.88,98.46
98.58,99.29,100.00,98.53
99.13,98.81,99.53,98.70
99.05,99.12,99.53,98.80
98.91,99.71,99.77,98.91
99.65,99.90,100.45,99.43
98.90,99.13,99.46,98.38
100.16,100.85,101.03,100.16
101.09,100.97,101.23,100.87
101.34,101.61,101.75,101.34
102.20,101.81,102.25,101.53
101.60,101.29,101.67,100.75
101.49,100.51,101.55,100.28
99.96,100.29,100.30,99.61
100.73,98.81,100.83,98.45
98.72,98.63,99.29,98.49
99.27,99.85,100.17,99.27
100.01,100.43,100.61,100.01
100.60,99.59,100.60,98.97
99.45,99.72,99.80,99.04
100.22,99.78,100.60,99.66
100.02,99.34,100.17,98.71
99.90,100.03,100.44,99.54
100.55,98.91,100.65,98.91
98.69,98.64,98.99,98.08
98.82,99.34,99.85,98.82
99.75,100.59,100.72,99.75
100.97,101.40,101.51,100.82
101.40,102.13,102.19,101.40
102.25,102.05,102.38,101.69
102.52,100.72,102.79,100.52
100.45,99.23,100.77,98.94
99.02,99.29,99.57,98.47
99.55,100.66,100.69,99.40
100.70,98.68,100.76,98.53
97.75,97.61,98.72,97.48
98.30,98.09,98.63,97.26
98.20,98.66,98.87,97.09
99.17,100.24,100.25,99.17
100.47,101.09,101.38,100.37
101.13,101.42,101.50,100.72
101.52,101.66,102.20,101.52
101.90,101.91,102.16,101.78
102.36,101.64,102.36,101.20
101.32,100.56,101.47,100.38
101.01,100.49,101.22,99.44
100.92,100.80,100.92,100.14
100.75,101.51,101.58,100.58
101.40,101.32,101.86,100.91
101.38,101.34,102.01,101.24
100.92,101.39,101.54,100.46
101.10,100.55,101.22,100.49
100.80,101.26,101.30,100.11
101.24,101.14,101.96,100.87
100.99,101.28,101.32,100.60
101.75,102.97,103.02,101.71
103.16,102.98,103.36,102.92
102.97,102.01,102.97,101.86
101.64,101.03,101.73,100.30
101.23,101.27,101.27,100.70
100.92,101.82,101.87,100.89
101.68,100.39,101.68,100.03
100.69,101.21,101.26,100.69
101.28,101.57,101.80,101.07
101.74,102.36,102.42,101.65
102.87,102.99,103.19,102.68
103.25,103.03,103.33,102.95
103.33,103.33,103.37,102.75
103.35,103.33,103.36,102.94
103.56,103.76,103.84,102.78
103.09,103.49,103.84,103.09
103.39,103.60,103.69,103.19
103.90,104.81,104.92,103.72
104.82,105.80,105.80,104.82
105.75,106.43,106.82,105.69
106.38,106.16,106.38,105.69
105.76,105.29,105.76,105.10
105.24,103.84,105.24,103.62
103.84,104.14,104.40,103.71
103.96,104.06,104.25,103.60
104.06,104.43,104.65,103.80
104.54,104.99,105.06,104.07
105.13,105.25,105.34,104.82
105.26,105.71,105.75,105.26
105.78,105.15,105.78,104.90
104.96,104.04,105.42,104.00
103.77,104.22,104.36,103.75
104.32,104.11,104.36,103.45
103.90,104.46,104.50,103.85
104.48,104.24,104.48,104.05
104.49,104.97,105.33,104.48
104.76,104.65,105.02,104.58
105.04,105.48,105.57,105.04
105.35,104.49,105.35,104.40
104.32,103.81,104.37,103.40
104.17,103.96,104.33,103.71
102.83,103.41,103.80,102.71
103.42,103.81,103.86,103.13
104.46,104.47,104.82,104.35
104.54,104.44,104.99,104.04
104.79,104.84,104.99,104.36
104.43,103.22,104.57,103.14
103.66,104.18,104.20,103.45
103.91,103.93,104.14,103.33
104.43,104.53,104.69,104.30
104.70,104.22,104.70,104.17
104.22,103.66,104.26,103.47
103.40,103.21,103.68,103.12
103.22,102.53,103.22,102.13
102.56,101.46,102.74,101.45
101.87,101.57,102.01,101.01
100.86,99.53,100.90,99.52
99.14,99.42,99.91,98.68
99.74,99.74,99.87,98.86
99.27,99.27,100.22,98.95
98.82,98.93,99.37,98.51
99.45,98.92,99.78,98.69
98.97,100.25,100.29,98.80
100.64,100.83,101.37,100.64
100.67,100.52,101.12,100.29
100.88,101.43,101.54,100.88
101.60,102.02,102.03,101.57
102.50,101.76,102.50,101.04
102.46,103.45,103.45,102.46
103.69,103.75,103.84,103.58
103.72,104.52,104.61,103.68
104.58,104.48,104.66,104.12
104.33,104.17,104.52,103.90
104.65,104.56,104.77,104.39
104.69,104.31,104.70,104.26
104.38,104.22,104.45,104.03
103.89,103.92,104.01,103.52
104.04,103.95,104.18,103.49
103.98,104.35,104.65,103.82
104.70,104.09,104.70,103.93
104.26,104.15,104.91,103.98
104.14,104.45,104.47,103.57
104.40,104.41,104.77,104.30
104.39,103.88,104.39,103.78
103.91,104.02,104.12,103.41
103.61,104.14,104.22,103.61
104.09,103.67,104.19,103.46
103.67,103.42,103.67,103.18
103.32,104.01,104.15,103.03
104.19,104.33,104.80,103.95
104.72,104.90,104.99,104.55
105.35,104.51,105.37,104.32
104.21,103.19,104.30,103.09
102.87,102.35,103.05,102.35
102.38,102.84,102.94,102.01
102.57,101.32,102.57,101.23
101.55,102.18,102.30,101.27
101.34,101.79,101.97,101.00
101.82,101.42,102.20,101.31
101.05,99.46,101.07,99.22
99.39,99.50,99.82,98.44
100.13,100.72,100.89,99.97
101.24,100.34,101.38,100.08
99.84,98.03,99.84,98.02
98.10,99.45,99.60,97.22
99.40,97.23,99.54,97.08
97.14,95.70,97.37,95.65
96.09,94.10,96.65,94.00
94.79,95.49,96.66,94.64
94.23,95.45,95.89,92.89
93.94,96.32,97.02,93.72
97.72,97.97,98.60,97.48
97.73,98.36,98.40,97.57
99.13,100.75,100.85,99.13
100.99,99.46,101.01,99.40
100.74,101.44,102.24,100.71
101.74,102.29,102.35,101.22
101.94,102.28,102.36,101.34
102.85,104.24,104.34,102.85
104.46,103.76,104.58,102.98
103.26,104.13,104.44,103.03
105.45,105.39,105.58,105.00
105.40,105.23,105.61,104.93
105.15,105.15,105.74,104.90
105.98,105.69,105.98,105.28
105.75,106.94,106.96,105.75
106.89,107.00,107.07,106.56
107.08,107.48,107.48,107.03
107.54,107.32,107.70,107.08
107.04,107.57,107.69,107.02
107.61,107.19,107.92,106.91
107.21,107.27,107.53,107.11
107.10,107.10,107.41,106.93
107.10,107.94,108.22,107.10
107.77,107.51,107.77,107.06
107.08,107.78,107.91,106.88
108.96,108.66,109.02,108.47
108.91,109.13,109.31,108.76
109.29,109.39,109.58,109.05
109.37,109.22,109.45,109.01
109.47,108.31,109.47,108.19
107.86,106.75,107.86,106.55
106.81,107.56,107.68,106.81
107.76,108.96,109.10,107.76
108.89,108.52,108.91,108.07
108.68,108.87,109.28,108.61
108.68,107.57,108.95,107.31
106.51,107.72,107.76,105.96
107.55,105.63,107.55,105.53
105.88,106.13,107.00,105.88
105.58,104.17,105.58,104.17
104.70,103.91,105.04,103.18
103.86,103.72,105.69,103.68
103.79,105.02,105.19,102.73
104.88,105.82,105.82,104.46
105.94,106.36,106.67,105.78
106.62,107.25,107.27,106.62
107.60,107.82,108.10,107.57
108.06,108.01,108.29,107.98
108.34,108.15,108.47,108.14
107.89,108.37,108.49,107.74
108.08,107.82,108.24,107.69
108.11,106.82,108.18,106.81
107.27,106.63,107.44,105.69
106.09,104.17,106.13,103.88
104.25,102.80,104.31,102.06
103.55,103.40,103.78,102.90
104.17,105.42,105.44,104.17
105.59,104.27,105.59,104.17
104.31,103.48,104.39,102.94
104.30,103.38,105.26,102.38
102.10,102.69,102.82,101.62
103.08,101.96,103.40,101.92
101.49,102.77,102.77,101.19
103.29,103.39,103.64,102.32
103.22,104.17,104.39,103.01
104.91,105.99,106.20,104.26
105.48,105.32,105.97,105.19
105.20,105.66,105.68,104.76
104.17,104.37,104.91,103.62
105.01,103.27,105.13,103.10
103.39,104.44,104.60,102.72
103.60,102.67,104.00,102.63
102.65,104.11,104.22,101.92
104.76,105.82,105.88,104.58
105.37,105.07,105.73,104.90
105.37,106.15,106.24,105.37
106.27,106.03,106.79,105.80
105.63,105.70,106.18,105.43
106.19,106.37,106.45,105.46
106.35,106.37,106.68,105.91
106.71,107.31,107.34,106.30
107.30,107.96,108.00,107.30
107.77,108.03,108.26,107.62
107.89,108.67,108.73,107.89
108.53,108.86,109.22,108.50
108.65,109.90,109.92,108.09
109.75,109.55,109.75,109.31
109.37,110.05,110.08,109.29
109.94,109.96,110.27,109.74
109.91,109.56,109.91,109.32
109.52,108.98,109.63,108.94
108.94,109.97,109.97,108.94
109.59,109.28,109.72,108.91
108.84,108.48,108.84,107.94
108.61,108.54,108.61,108.09
107.96,107.09,108.22,106.95
107.39,107.98,108.16,107.39
107.14,106.07,107.14,106.07
106.30,106.23,106.50,106.05
106.26,107.59,107.67,106.26
107.37,106.66,107.48,106.05
107.11,108.17,108.21,107.11
107.87,108.09,108.27,107.56
107.73,109.20,109.56,107.19
108.93,108.62,109.06,108.23
108.77,109.27,109.55,108.73
109.44,108.63,109.44,108.63
108.51,108.22,108.67,108.02
108.27,106.42,108.27,106.40
105.74,106.09,106.44,105.45
106.06,106.63,106.71,105.97
107.16,108.14,108.37,107.16
107.72,107.35,107.72,107.16
107.00,106.42,107.00,106.00
106.16,106.68,107.25,106.16
105.97,107.33,107.70,105.97
107.42,107.05,107.68,107.00
107.08,107.32,107.38,106.75
107.34,107.83,107.88,106.79
108.64,109.35,109.40,108.61
109.10,108.44,109.38,108.37
107.98,108.58,108.67,107.51
108.87,108.96,109.36,108.83
108.76,108.66,109.03,108.40
108.21,107.37,108.21,106.97
107.84,108.51,108.68,107.84
108.79,108.33,108.79,108.00
108.44,108.77,108.82,107.69
108.40,108.66,109.07,108.29
108.80,108.22,108.80,108.03
108.45,108.07,108.65,107.96
107.98,108.36,108.36,107.26
107.91,107.81,108.21,107.34
107.53,106.68,107.65,106.34
107.04,107.94,108.01,107.04
108.12,108.11,108.65,108.03
107.94,106.74,108.27,106.60
107.02,106.67,107.02,106.09
106.44,107.28,107.45,106.44
108.13,108.37,108.68,108.13
108.18,108.29,108.73,108.18
107.84,108.11,108.32,107.36
108.47,108.33,108.90,108.12
108.78,109.42,109.58,108.74
109.57,109.39,109.64,109.03
109.24,109.68,109.81,109.22
109.79,109.42,109.79,109.27
109.41,108.99,109.58,108.84
108.98,109.47,109.68,108.95
109.36,109.02,109.59,108.96
108.79,107.74,108.79,107.52
107.98,108.53,108.61,107.91
108.32,108.06,108.32,107.66
107.92,107.08,107.92,106.79
107.43,107.46,107.78,106.72
107.23,107.74,108.20,107.00
107.97,108.38,108.71,107.75
108.11,107.14,108.11,107.04
107.15,107.36,107.43,106.54
107.24,106.50,107.28,106.50
106.43,106.47,106.89,106.13
106.80,107.59,107.83,106.76
107.79,107.94,108.07,107.61
107.54,107.50,107.83,107.27
106.72,106.63,107.51,106.11
106.54,106.69,106.74,106.28
106.86,106.88,107.15,106.27
107.06,108.04,108.31,107.06
108.06,107.78,108.26,107.77
108.24,108.25,108.51,108.08
108.41,108.22,108.50,108.03
107.96,107.20,108.14,107.18
107.40,106.48,107.40,106.38
106.55,106.63,106.88,106.42
105.75,104.50,106.10,104.45
105.30,104.71,105.47,104.45
105.55,104.94,105.78,104.50
105.20,104.83,105.34,104.57
104.04,104.33,105.03,103.91
104.49,104.99,105.09,103.21
104.11,103.08,104.29,102.83
104.14,103.44,104.49,103.43
104.47,104.65,104.71,104.15
105.23,105.65,105.68,105.23
105.46,105.95,106.15,105.44
105.83,105.43,105.83,105.25
106.03,105.98,106.19,105.84
106.19,105.91,106.21,105.70
106.04,105.85,106.11,105.79
105.54,104.85,105.54,104.75
104.70,104.41,104.97,104.20
104.58,103.44,104.70,103.35
103.69,102.10,103.69,101.98
101.43,101.52,101.86,101.23
102.11,103.27,103.44,102.03
103.27,104.64,104.73,103.27
104.38,104.61,104.66,104.05
104.85,104.68,105.00,104.56
104.68,104.14,104.68,103.71
104.21,104.09,104.72,103.88
104.73,104.59,105.32,104.51
104.75,104.08,104.76,103.82
103.90,103.49,104.06,103.20
104.46,105.48,105.58,104.46
104.60,104.36,104.77,104.00
103.61,104.29,104.49,102.62
104.31,104.29,104.63,103.86
104.13,104.97,105.04,104.13
104.60,105.52,105.53,104.11
105.34,105.30,105.50,105.14
104.74,104.41,105.13,103.95
103.63,101.97,103.63,101.96
100.96,99.28,101.28,99.28
97.41,95.93,98.55,83.92
96.88,94.58,98.54,94.58
95.55,97.30,97.91,94.79
98.27,99.59,99.80,97.95
99.27,99.92,100.03,99.27
99.38,99.22,100.00,98.90
98.28,96.61,98.28,96.14
97.69,98.49,98.49,97.04
98.90,98.81,99.63,98.45
97.88,97.40,97.88,96.29
98.92,100.01,100.02,98.83
100.65,99.03,100.88,98.87
99.00,99.06,99.67,98.64
98.76,99.49,99.49,98.49
99.48,98.97,99.48,98.76
99.28,100.58,100.74,99.12
100.65,101.47,101.58,100.51
101.34,101.00,102.55,100.82
99.68,98.81,99.95,98.63
99.30,99.29,100.00,98.91
97.99,97.78,98.09,97.18
96.43,95.71,96.46,95.34
94.95,94.99,95.18,93.89
95.88,95.12,95.89,94.76
94.52,93.14,94.56,93.09
93.40,93.48,93.79,92.93
94.65,94.96,95.00,93.72
95.26,94.77,95.26,93.83
93.65,95.93,95.93,93.33
96.73,98.83,98.92,96.73
98.74,98.64,99.26,98.61
99.19,100.00,100.37,99.09
99.80,101.58,101.80,99.71
101.82,101.95,102.34,101.59
101.94,101.91,102.00,101.49
101.34,100.80,101.80,100.77
100.73,99.73,101.00,99.61
100.12,100.72,100.81,99.56
101.02,100.35,101.02,99.86
99.93,100.45,100.61,99.82
100.48,100.95,101.41,100.00
101.18,100.83,101.95,100.74
101.58,103.35,103.74,101.40
103.98,103.80,103.98,103.23
103.68,103.59,104.11,103.37
102.89,102.39,103.37,102.13
102.55,103.46,103.51,102.18
103.08,103.41,103.55,102.88
103.41,103.25,103.85,103.25
103.71,104.59,104.78,103.34
104.45,104.62,104.98,104.29
104.85,104.35,104.94,104.18
104.55,104.55,104.68,103.88
104.38,104.74,104.74,103.62
104.37,103.65,104.37,102.84
103.40,103.76,104.05,102.96
103.95,103.90,104.39,103.66
103.20,102.23,103.67,102.23
101.90,101.85,102.61,101.70
101.48,103.00,103.06,101.42
103.35,102.88,103.59,102.65
103.11,104.32,104.32,103.10
104.26,104.70,104.80,104.26
104.99,105.18,105.60,104.99
105.20,104.90,105.46,104.62
104.26,104.92,105.13,103.89
105.02,104.95,105.07,104.75
104.92,105.12,105.28,104.73
105.26,104.52,105.26,104.50
104.68,105.12,105.34,104.53
105.10,104.09,105.19,103.92
104.38,102.81,104.38,102.47
102.90,104.13,104.19,102.73
103.98,103.49,103.98,103.18
102.44,101.94,102.57,101.71
101.52,101.47,102.78,100.91
101.54,101.99,102.61,101.44
100.92,100.17,101.30,100.00
100.13,100.19,100.31,99.12
100.54,100.39,100.93,100.18
101.03,102.13,102.40,100.72
102.55,100.65,102.58,100.65
100.09,99.07,100.09,99.07
99.61,99.76,100.18,99.27
100.29,101.04,101.31,99.96
100.95,101.80,101.82,100.95
101.63,101.82,102.06,101.63
101.39,101.43,101.67,100.80
101.95,102.44,102.58,101.89
102.28,101.65,102.48,101.60
101.37,101.03,101.79,100.80
99.25,99.42,99.42,98.35
99.68,99.55,99.90,98.83
98.21,98.03,98.85,97.46
96.50,95.30,96.94,95.00
95.87,94.04,96.03,93.99
94.54,94.22,94.85,93.25
94.85,94.77,95.03,93.64
95.22,92.39,95.36,92.11
92.76,93.48,94.12,91.60
91.12,91.75,92.14,90.67
92.79,91.60,92.86,90.78
90.25,90.67,91.42,88.23
90.81,91.01,91.97,90.15
92.21,92.04,92.61,91.24
91.77,90.73,91.95,90.65
91.02,92.65,92.71,91.02
92.27,91.57,93.21,91.14
92.27,92.00,92.31,91.22
92.43,94.52,94.60,92.40
93.95,94.31,94.75,93.21
93.56,92.25,93.56,91.96
92.87,93.46,93.68,91.16
93.38,95.15,95.87,93.38
94.82,93.93,95.11,93.60
92.90,92.94,93.05,91.75
91.93,93.21,93.95,91.92
93.70,92.93,94.38,92.92
91.41,91.16,92.41,90.10
91.85,93.06,93.08,91.70
93.91,94.97,95.14,93.54
95.68,96.60,97.01,95.68
96.74,96.54,96.85,96.18
96.00,96.30,96.45,95.56
97.25,97.98,98.38,97.25
97.68,97.08,97.90,96.94
96.19,97.25,97.39,95.32
97.45,98.42,98.44,97.24
98.97,98.74,99.32,98.65
98.70,98.18,99.24,98.18
98.90,100.15,100.26,98.76
100.00,100.43,100.43,99.46
100.47,101.22,101.30,100.46
101.27,101.70,102.37,101.05
101.35,102.10,102.17,101.23
101.34,100.58,101.34,100.50
100.99,100.76,101.13,100.55
101.28,100.61,101.49,99.79
101.32,102.16,102.24,101.32
101.86,102.22,102.42,101.73
101.45,101.91,101.93,101.15
101.76,102.77,103.03,101.63
102.97,104.93,105.16,102.97
105.16,105.78,105.91,105.03
105.26,105.48,105.58,104.92
104.91,105.19,105.54,104.83
104.98,104.35,105.00,104.32
103.74,104.19,104.19,103.39
104.33,104.27,104.46,103.72
104.02,105.19,105.23,103.58
105.77,105.56,106.16,105.42
105.52,105.21,105.62,105.05
104.54,105.50,105.57,103.87
105.41,104.27,105.41,104.19
103.56,103.60,104.09,103.43
103.62,104.10,104.10,102.91
103.48,103.20,103.83,102.87
103.86,103.83,104.78,103.61
104.20,103.72,104.91,103.72
103.70,104.52,104.82,103.70
105.16,106.24,106.32,105.16
106.47,106.19,106.51,106.06
106.28,106.37,106.40,106.10
106.02,106.66,106.81,105.76
107.05,107.22,107.60,106.80
107.22,107.14,107.64,106.83
107.11,106.72,107.32,106.55
106.76,107.11,107.19,106.56
106.86,106.27,106.87,105.96
106.51,107.34,107.37,106.51
107.54,108.12,108.30,107.13
107.34,106.96,108.26,106.77
106.45,106.34,106.84,105.80
106.57,106.76,106.90,106.09
106.08,105.75,106.08,105.15
105.27,104.50,105.35,104.12
104.78,104.31,105.08,104.23
103.92,105.05,105.19,103.84
105.00,104.59,105.06,104.46
105.16,106.43,106.48,105.10
106.27,105.61,106.68,105.61
105.93,105.29,106.09,104.79
105.19,104.05,105.44,103.78
104.27,105.20,105.58,104.27
105.02,104.71,105.90,104.44
104.35,104.42,105.30,103.90
103.68,103.54,103.82,102.81
103.91,104.26,104.64,103.91
104.37,104.02,104.48,103.84
104.58,105.30,105.57,104.58
105.78,106.08,106.30,105.77
106.29,105.86,106.52,105.84
106.02,106.24,106.29,105.32
106.39,106.42,106.67,105.89
105.87,106.40,106.50,105.35
106.31,106.57,106.60,106.04
106.45,106.55,106.65,105.64
106.67,107.49,107.63,106.61
107.65,107.99,108.38,107.65
108.17,108.71,108.80,108.17
108.19,108.61,108.65,108.03
107.72,107.27,107.79,106.94
106.86,106.03,107.19,106.03
105.90,106.00,106.32,105.43
106.34,106.08,106.88,105.96
105.46,106.21,106.33,104.67
106.16,106.32,106.65,105.83
107.32,107.47,108.35,107.32
107.04,106.74,107.08,106.56
106.90,106.44,107.13,106.39
107.52,107.79,107.79,107.24
104.03,103.24,105.24,103.00
102.44,100.63,102.44,100.03
101.72,102.24,102.24,101.24
103.31,104.13,104.29,103.21
104.22,106.27,106.27,104.20
106.16,106.71,107.12,106.16
106.21,105.60,106.21,105.08
105.22,106.18,106.18,104.62
106.21,106.46,106.93,105.95
107.14,108.57,108.72,107.11
108.87,109.31,109.61,108.87
109.92,110.41,110.61,109.61
110.69,110.58,111.06,110.11
111.31,111.34,111.64,111.18
111.58,111.42,111.62,111.14
111.34,111.28,111.53,111.03
110.99,111.23,111.48,110.82
111.35,111.59,111.90,111.13
111.33,110.59,111.50,110.36
110.11,110.77,110.81,109.80
110.51,110.12,110.51,109.90
110.28,111.09,111.09,110.28
111.20,110.62,111.29,110.37
110.44,110.64,110.75,110.00
110.27,110.35,110.70,109.93
110.40,110.14,110.59,109.80
109.93,109.17,110.14,108.82
109.03,109.60,109.66,109.03
109.77,109.78,110.07,109.64
110.18,110.98,111.05,110.18
111.07,111.03,111.46,110.84
111.03,111.01,111.25,110.81
110.99,110.90,111.04,110.54
111.09,111.59,111.73,111.09
111.34,111.22,111.39,111.00
111.41,112.00,112.14,111.41
111.75,111.42,111.76,111.40
111.49,111.78,111.82,111.18
111.66,112.13,112.13,111.66
111.70,112.24,112.30,111.59
112.00,112.13,112.29,111.66
112.44,112.44,112.81,112.44
112.39,112.05,112.39,111.90
111.85,112.03,112.23,111.85
112.15,111.66,112.77,111.31
111.74,112.31,112.44,111.74
112.24,112.17,112.42,111.91
112.14,111.62,112.14,111.13
111.64,111.68,111.68,110.72
112.07,112.22,112.51,111.94
112.34,111.90,112.36,111.52
111.70,112.13,112.20,111.67
111.85,112.04,112.08,111.74
111.19,108.70,111.25,108.70
108.21,110.14,110.33,107.90
109.23,108.29,109.50,108.11
108.30,108.02,108.87,107.88
108.04,108.99,109.23,107.87
108.73,108.22,108.91,108.01
108.82,108.70,109.39,108.39
108.47,107.95,108.90,107.95
108.43,109.45,109.53,108.26
110.01,110.38,110.55,110.01
110.16,109.62,110.18,109.59
109.21,109.10,109.51,108.86
109.13,109.87,109.96,108.88
110.01,110.71,110.73,109.69
110.52,109.85,111.02,109.60
110.28,110.90,111.21,110.15
110.36,110.82,110.95,110.36
111.03,110.09,111.16,109.84
110.32,110.70,110.96,110.32
110.57,110.80,110.86,110.15
110.22,109.40,110.22,108.96
109.40,109.52,110.17,109.40
109.37,108.25,109.37,107.91
108.34,108.50,108.83,108.00
107.81,108.24,108.58,107.27
108.91,108.45,109.30,108.45
108.33,108.27,108.68,108.26
108.98,108.54,109.15,108.44
108.70,108.84,109.19,108.42
108.62,108.36,108.77,108.09
107.45,108.18,108.27,107.00
108.72,108.64,109.29,108.53
108.40,108.00,108.44,107.92
107.51,108.31,108.92,107.45
108.60,107.58,108.63,107.43
107.74,108.21,108.95,107.74
108.50,108.47,108.79,108.42
108.59,107.50,108.62,107.00
107.38,107.06,107.83,106.80
107.29,106.80,107.29,106.58
106.81,107.01,107.88,106.62
108.48,109.56,109.56,108.48
109.36,110.20,110.47,109.23
109.68,113.06,113.52,109.68
113.97,115.55,115.79,113.44
115.41,116.13,116.15,115.10
116.83,116.76,117.25,116.54
117.09,117.34,117.34,116.26
117.08,116.78,117.49,116.40
116.89,117.15,117.19,116.79
117.14,117.11,117.18,116.75
117.48,117.73,117.74,117.22
118.08,118.44,118.49,117.95
118.70,119.34,119.42,118.63
119.78,119.92,119.92,119.48
