CFBK,Central Federal Corporation - Common Stock,NASDAQ
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.44,1.35,1.45,1.30
1.38,1.48,1.49,1.38
1.36,1.36,1.41,1.35
1.40,1.35,1.50,1.35
1.48,1.50,1.50,1.45
1.50,1.46,1.50,1.45
1.50,1.47,1.50,1.32
1.49,1.45,1.49,1.40
1.45,1.45,1.45,1.38
1.44,1.44,1.44,1.44
1.44,1.50,1.50,1.42
1.49,1.50,1.50,1.49
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.43
1.50,1.50,1.50,1.48
1.48,1.48,1.48,1.48
N/A,N/A,N/A,N/A
1.49,1.50,1.50,1.43
1.49,1.50,1.50,1.42
1.48,1.41,1.50,1.41
1.50,1.50,1.50,1.50
1.45,1.35,1.49,1.35
1.38,1.40,1.40,1.38
1.44,1.44,1.44,1.44
1.42,1.44,1.44,1.40
1.44,1.44,1.44,1.43
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.40,1.35,1.44,1.33
1.35,1.43,1.43,1.35
1.47,1.47,1.47,1.47
N/A,N/A,N/A,N/A
1.47,1.46,1.47,1.35
1.44,1.44,1.47,1.44
1.47,1.47,1.47,1.47
1.47,1.32,1.47,1.31
1.36,1.36,1.47,1.35
1.32,1.40,1.40,1.32
1.43,1.44,1.44,1.43
1.39,1.36,1.39,1.35
1.38,1.36,1.41,1.36
1.36,1.46,1.46,1.36
1.43,1.38,1.43,1.38
1.38,1.41,1.41,1.38
1.38,1.38,1.38,1.38
N/A,N/A,N/A,N/A
1.46,1.39,1.46,1.35
1.35,1.43,1.43,1.35
1.43,1.43,1.43,1.43
1.42,1.42,1.42,1.42
1.37,1.35,1.37,1.35
1.35,1.41,1.42,1.35
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.35,1.35,1.35,1.35
1.36,1.40,1.40,1.36
N/A,N/A,N/A,N/A
1.40,1.38,1.40,1.38
1.37,1.40,1.40,1.37
1.40,1.40,1.43,1.40
1.40,1.40,1.40,1.40
1.41,1.41,1.41,1.41
1.40,1.43,1.43,1.40
1.43,1.40,1.43,1.40
1.40,1.45,1.45,1.40
1.43,1.47,1.47,1.43
N/A,N/A,N/A,N/A
1.45,1.45,1.45,1.40
1.43,1.43,1.43,1.43
1.41,1.40,1.41,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.35
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.43,1.35,1.43,1.35
1.34,1.35,1.35,1.33
1.41,1.36,1.42,1.36
1.36,1.34,1.36,1.32
N/A,N/A,N/A,N/A
1.36,1.33,1.36,1.32
1.30,1.35,1.35,1.30
1.45,1.45,1.45,1.45
1.40,1.43,1.45,1.40
1.37,1.37,1.37,1.37
1.33,1.37,1.37,1.33
1.46,1.42,1.46,1.40
1.40,1.41,1.41,1.40
1.40,1.37,1.40,1.37
1.45,1.39,1.45,1.30
1.37,1.37,1.37,1.37
1.36,1.40,1.40,1.30
1.32,1.40,1.40,1.32
1.41,1.42,1.42,1.35
1.43,1.42,1.43,1.31
1.42,1.41,1.43,1.41
1.40,1.40,1.40,1.40
1.38,1.40,1.40,1.38
1.36,1.40,1.40,1.36
1.42,1.41,1.43,1.36
1.40,1.39,1.40,1.35
1.34,1.33,1.43,1.33
1.33,1.37,1.37,1.33
1.32,1.33,1.39,1.32
1.35,1.32,1.36,1.31
1.32,1.30,1.35,1.30
1.32,1.32,1.35,1.30
1.31,1.39,1.39,1.31
1.35,1.40,1.40,1.35
1.39,1.40,1.40,1.30
1.36,1.38,1.40,1.35
1.39,1.35,1.39,1.35
1.40,1.39,1.44,1.38
1.38,1.38,1.40,1.38
1.40,1.37,1.40,1.31
1.40,1.33,1.43,1.33
1.37,1.37,1.37,1.37
1.40,1.41,1.41,1.38
1.42,1.42,1.42,1.42
1.40,1.36,1.40,1.29
1.38,1.34,1.39,1.33
1.32,1.35,1.40,1.32
1.40,1.31,1.40,1.31
1.33,1.32,1.38,1.32
1.37,1.32,1.37,1.32
1.38,1.36,1.45,1.32
1.39,1.38,1.39,1.34
1.40,1.36,1.45,1.36
1.37,1.37,1.37,1.37
1.40,1.44,1.46,1.40
1.44,1.43,1.44,1.42
1.43,1.41,1.44,1.32
1.42,1.43,1.44,1.42
1.44,1.44,1.44,1.40
1.44,1.42,1.44,1.42
1.42,1.40,1.42,1.36
1.39,1.39,1.39,1.39
1.42,1.41,1.42,1.37
1.43,1.42,1.44,1.40
1.43,1.44,1.44,1.43
1.43,1.44,1.44,1.35
1.35,1.38,1.43,1.32
1.36,1.38,1.42,1.35
1.40,1.40,1.40,1.40
1.40,1.41,1.44,1.36
1.42,1.39,1.42,1.36
1.42,1.42,1.42,1.42
1.44,1.41,1.44,1.36
1.40,1.41,1.41,1.38
1.42,1.44,1.44,1.35
1.44,1.44,1.44,1.43
1.45,1.44,1.47,1.42
1.47,1.44,1.47,1.44
1.46,1.45,1.46,1.44
1.45,1.45,1.45,1.41
1.45,1.47,1.47,1.40
1.47,1.44,1.47,1.44
1.46,1.55,1.55,1.43
1.58,1.58,1.78,1.50
1.65,1.55,1.69,1.54
1.57,1.45,1.57,1.44
1.45,1.45,1.53,1.41
1.50,1.51,1.51,1.45
1.44,1.52,1.53,1.43
1.53,1.51,1.53,1.44
N/A,N/A,N/A,N/A
1.47,1.50,1.51,1.45
1.48,1.54,1.57,1.48
1.60,1.58,1.60,1.52
1.60,1.57,1.60,1.57
1.59,1.55,1.70,1.49
1.55,1.50,1.55,1.50
1.50,1.50,1.50,1.50
1.55,1.48,1.55,1.48
1.48,1.50,1.52,1.48
1.53,1.50,1.53,1.50
1.50,1.55,1.55,1.50
1.55,1.55,1.55,1.49
1.51,1.51,1.55,1.50
1.47,1.54,1.55,1.47
1.55,1.49,1.55,1.49
1.50,1.54,1.55,1.48
1.55,1.55,1.55,1.55
1.55,1.54,1.55,1.54
1.50,1.53,1.53,1.50
1.55,1.51,1.55,1.50
1.55,1.54,1.55,1.54
1.54,1.55,1.55,1.52
N/A,N/A,N/A,N/A
1.50,1.50,1.54,1.50
1.51,1.51,1.51,1.51
1.55,1.51,1.55,1.51
1.55,1.58,1.60,1.53
1.61,1.58,1.67,1.55
1.60,1.55,1.60,1.54
1.55,1.55,1.55,1.50
1.50,1.49,1.53,1.48
1.54,1.53,1.54,1.48
1.48,1.46,1.48,1.45
1.47,1.47,1.53,1.45
1.46,1.47,1.47,1.46
1.48,1.42,1.52,1.42
1.54,1.47,1.54,1.43
1.49,1.49,1.49,1.49
1.45,1.46,1.46,1.45
1.47,1.47,1.47,1.43
1.48,1.47,1.48,1.47
1.47,1.47,1.47,1.47
1.40,1.46,1.46,1.40
1.43,1.50,1.50,1.40
1.45,1.48,1.48,1.45
1.48,1.50,1.50,1.45
1.46,1.49,1.49,1.45
1.50,1.49,1.50,1.45
N/A,N/A,N/A,N/A
1.49,1.51,1.51,1.48
1.46,1.51,1.55,1.45
1.54,1.51,1.54,1.51
1.50,1.51,1.51,1.50
1.51,1.51,1.51,1.51
1.51,1.52,1.52,1.48
N/A,N/A,N/A,N/A
1.52,1.51,1.52,1.49
1.55,1.47,1.55,1.45
1.51,1.51,1.51,1.51
1.50,1.49,1.50,1.46
1.51,1.50,1.51,1.46
1.46,1.49,1.49,1.46
1.45,1.50,1.51,1.45
1.52,1.52,1.52,1.52
1.52,1.50,1.52,1.50
1.50,1.50,1.52,1.48
N/A,N/A,N/A,N/A
1.47,1.46,1.50,1.46
1.48,1.48,1.48,1.48
1.48,1.48,1.48,1.48
1.48,1.51,1.51,1.48
1.50,1.49,1.51,1.48
1.50,1.48,1.50,1.48
1.48,1.48,1.52,1.48
1.48,1.50,1.51,1.48
1.38,1.48,1.48,1.38
1.49,1.48,1.49,1.45
1.50,1.49,1.50,1.46
1.45,1.47,1.48,1.45
1.52,1.50,1.52,1.50
1.48,1.48,1.48,1.46
1.45,1.52,1.52,1.45
1.46,1.51,1.51,1.46
1.48,1.48,1.48,1.48
1.49,1.50,1.52,1.45
1.50,1.48,1.50,1.48
1.49,1.48,1.49,1.45
1.45,1.47,1.52,1.45
1.48,1.44,1.50,1.41
1.47,1.46,1.48,1.44
1.46,1.42,1.50,1.42
1.42,1.43,1.47,1.41
1.41,1.46,1.50,1.41
1.44,1.46,1.47,1.44
1.44,1.44,1.47,1.44
1.41,1.46,1.46,1.40
1.49,1.42,1.49,1.42
1.43,1.43,1.43,1.42
1.43,1.42,1.43,1.37
1.43,1.43,1.43,1.43
1.43,1.42,1.43,1.41
1.43,1.42,1.43,1.40
1.40,1.38,1.40,1.38
1.40,1.38,1.40,1.38
1.40,1.40,1.40,1.40
1.40,1.38,1.42,1.38
1.50,1.46,1.50,1.45
1.50,1.44,1.50,1.42
1.44,1.43,1.46,1.41
1.41,1.43,1.45,1.38
1.43,1.43,1.43,1.35
1.47,1.45,1.47,1.40
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.42,1.45,1.42
1.42,1.42,1.42,1.42
1.45,1.42,1.45,1.41
1.45,1.43,1.45,1.43
1.42,1.42,1.42,1.41
1.42,1.41,1.44,1.40
1.41,1.43,1.43,1.38
1.41,1.45,1.45,1.41
1.44,1.41,1.44,1.41
1.45,1.45,1.45,1.45
1.43,1.41,1.45,1.41
1.39,1.39,1.39,1.39
1.42,1.42,1.42,1.42
1.33,1.42,1.44,1.33
N/A,N/A,N/A,N/A
1.39,1.38,1.39,1.38
1.42,1.39,1.42,1.39
1.40,1.40,1.40,1.40
1.42,1.45,1.45,1.40
1.42,1.42,1.43,1.41
1.43,1.43,1.45,1.43
1.41,1.37,1.42,1.36
1.38,1.35,1.38,1.35
1.37,1.33,1.37,1.32
1.35,1.34,1.37,1.32
1.34,1.34,1.34,1.34
1.35,1.37,1.37,1.34
1.37,1.39,1.39,1.37
1.39,1.37,1.39,1.37
1.39,1.37,1.39,1.37
1.39,1.39,1.39,1.39
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.42,1.38,1.42,1.32
1.31,1.31,1.31,1.31
1.38,1.38,1.38,1.38
N/A,N/A,N/A,N/A
1.35,1.38,1.41,1.35
1.37,1.37,1.37,1.37
1.37,1.34,1.37,1.34
1.30,1.30,1.34,1.27
1.30,1.30,1.30,1.28
1.30,1.30,1.35,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.26,1.30,1.26
1.24,1.29,1.39,1.20
1.29,1.28,1.29,1.27
1.26,1.26,1.30,1.26
N/A,N/A,N/A,N/A
1.29,1.29,1.30,1.25
1.28,1.43,1.44,1.28
1.42,1.34,1.42,1.33
1.35,1.41,1.42,1.35
1.35,1.39,1.39,1.32
1.35,1.39,1.39,1.32
1.39,1.39,1.39,1.39
1.44,1.44,1.44,1.44
1.40,1.40,1.40,1.33
1.32,1.36,1.36,1.31
1.44,1.35,1.44,1.35
1.43,1.32,1.44,1.30
1.33,1.31,1.36,1.30
1.30,1.31,1.35,1.30
1.35,1.32,1.35,1.32
1.34,1.35,1.35,1.32
1.32,1.30,1.35,1.30
1.34,1.34,1.35,1.31
1.35,1.34,1.35,1.34
1.35,1.34,1.35,1.34
1.33,1.33,1.34,1.33
1.35,1.35,1.35,1.31
1.35,1.35,1.35,1.34
1.35,1.35,1.35,1.32
1.35,1.35,1.35,1.35
1.31,1.35,1.35,1.30
1.34,1.36,1.36,1.34
1.36,1.50,1.50,1.36
1.45,1.50,1.50,1.42
1.50,1.38,1.50,1.35
1.44,1.26,1.44,1.26
1.31,1.35,1.38,1.27
1.33,1.31,1.38,1.26
1.36,1.31,1.36,1.28
1.27,1.30,1.35,1.18
1.31,1.31,1.35,1.31
1.30,1.30,1.34,1.30
1.31,1.22,1.33,1.22
1.23,1.30,1.31,1.23
1.29,1.28,1.33,1.25
1.30,1.32,1.32,1.30
1.35,1.33,1.35,1.27
1.28,1.37,1.37,1.28
1.30,1.28,1.36,1.26
1.28,1.29,1.29,1.27
1.29,1.28,1.29,1.27
1.30,1.28,1.31,1.28
1.34,1.30,1.34,1.30
1.38,1.29,1.38,1.29
1.30,1.34,1.34,1.29
1.31,1.31,1.37,1.31
1.33,1.33,1.33,1.33
1.32,1.31,1.35,1.29
1.35,1.31,1.35,1.31
1.33,1.30,1.35,1.29
1.31,1.30,1.33,1.29
1.31,1.27,1.36,1.26
1.27,1.25,1.33,1.25
1.30,1.26,1.36,1.26
1.26,1.29,1.30,1.25
1.28,1.26,1.28,1.26
1.25,1.30,1.30,1.24
1.25,1.28,1.29,1.24
1.27,1.29,1.30,1.26
1.26,1.31,1.36,1.26
1.33,1.37,1.37,1.33
1.34,1.35,1.37,1.30
1.31,1.31,1.31,1.30
1.30,1.30,1.35,1.30
1.30,1.32,1.32,1.30
1.30,1.32,1.34,1.30
1.30,1.30,1.34,1.30
1.32,1.32,1.35,1.31
1.35,1.34,1.37,1.34
1.35,1.33,1.36,1.33
1.34,1.33,1.38,1.33
1.34,1.34,1.37,1.33
1.42,1.35,1.42,1.31
1.34,1.34,1.37,1.33
1.33,1.37,1.37,1.33
1.32,1.39,1.39,1.32
1.33,1.33,1.33,1.33
1.34,1.34,1.34,1.34
1.37,1.42,1.42,1.36
1.42,1.42,1.45,1.42
1.42,1.42,1.45,1.42
1.42,1.44,1.45,1.42
1.42,1.42,1.42,1.42
1.44,1.44,1.44,1.44
1.37,1.42,1.42,1.37
1.40,1.37,1.40,1.37
1.34,1.34,1.36,1.34
1.34,1.44,1.45,1.34
1.45,1.45,1.45,1.45
1.44,1.43,1.44,1.43
1.38,1.38,1.38,1.38
1.38,1.40,1.40,1.38
1.40,1.40,1.40,1.40
1.40,1.40,1.43,1.39
1.40,1.40,1.42,1.39
1.38,1.41,1.41,1.38
1.38,1.41,1.41,1.38
1.41,1.43,1.43,1.41
1.42,1.42,1.42,1.41
1.37,1.42,1.42,1.37
1.41,1.38,1.41,1.38
1.40,1.40,1.40,1.37
1.38,1.39,1.39,1.38
1.38,1.41,1.41,1.38
N/A,N/A,N/A,N/A
1.40,1.40,1.41,1.40
1.38,1.38,1.38,1.38
1.38,1.41,1.41,1.38
1.40,1.40,1.40,1.40
1.40,1.43,1.44,1.40
1.39,1.39,1.39,1.39
1.39,1.38,1.41,1.38
1.38,1.40,1.40,1.38
1.40,1.40,1.40,1.38
1.42,1.42,1.42,1.42
1.36,1.42,1.42,1.36
1.39,1.40,1.40,1.39
1.37,1.37,1.37,1.37
1.35,1.40,1.41,1.35
1.36,1.40,1.41,1.36
1.38,1.42,1.42,1.35
1.40,1.40,1.42,1.39
1.35,1.36,1.40,1.35
1.40,1.41,1.42,1.36
1.39,1.38,1.40,1.38
1.38,1.40,1.40,1.38
1.37,1.40,1.40,1.37
1.38,1.37,1.40,1.37
1.36,1.40,1.41,1.36
1.36,1.38,1.38,1.36
1.35,1.36,1.40,1.35
1.38,1.40,1.40,1.38
1.35,1.36,1.40,1.35
1.35,1.36,1.40,1.35
1.38,1.39,1.40,1.38
1.37,1.35,1.38,1.32
1.32,1.35,1.41,1.30
1.39,1.35,1.42,1.35
1.35,1.35,1.36,1.34
1.36,1.37,1.37,1.36
1.31,1.35,1.37,1.31
1.33,1.37,1.37,1.33
1.33,1.33,1.38,1.33
1.28,1.33,1.35,1.28
1.32,1.38,1.38,1.32
1.38,1.36,1.44,1.34
1.32,1.35,1.39,1.32
1.39,1.35,1.39,1.35
1.36,1.37,1.43,1.34
1.38,1.28,1.40,1.28
1.34,1.33,1.36,1.33
1.35,1.32,1.35,1.30
1.34,1.25,1.38,1.25
1.30,1.26,1.38,1.26
1.25,1.26,1.36,1.25
1.32,1.26,1.35,1.26
1.25,1.31,1.36,1.25
1.36,1.31,1.37,1.31
1.32,1.28,1.34,1.28
1.34,1.28,1.35,1.28
1.27,1.34,1.35,1.27
1.35,1.28,1.35,1.25
1.30,1.30,1.30,1.30
N/A,N/A,N/A,N/A
1.30,1.43,1.44,1.30
1.35,1.36,1.36,1.35
1.33,1.40,1.44,1.33
N/A,N/A,N/A,N/A
1.41,1.41,1.41,1.41
1.43,1.39,1.43,1.38
1.36,1.38,1.39,1.35
1.35,1.36,1.36,1.35
1.34,1.37,1.38,1.34
1.35,1.35,1.41,1.35
1.33,1.33,1.37,1.31
1.32,1.31,1.37,1.31
1.35,1.35,1.35,1.34
1.31,1.35,1.35,1.31
1.35,1.35,1.35,1.35
1.35,1.37,1.37,1.35
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.37,1.37,1.38,1.37
1.35,1.37,1.37,1.35
1.37,1.37,1.37,1.37
N/A,N/A,N/A,N/A
1.37,1.37,1.37,1.37
1.41,1.37,1.41,1.37
1.38,1.32,1.38,1.28
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.35,1.35,1.35,1.35
1.37,1.41,1.41,1.36
1.37,1.37,1.38,1.37
1.37,1.37,1.38,1.37
1.37,1.37,1.37,1.37
1.37,1.38,1.38,1.37
1.37,1.37,1.37,1.36
1.37,1.37,1.38,1.37
N/A,N/A,N/A,N/A
1.34,1.36,1.36,1.34
1.37,1.35,1.37,1.35
1.34,1.37,1.37,1.34
1.34,1.34,1.34,1.34
1.35,1.35,1.36,1.34
1.34,1.34,1.40,1.34
1.35,1.35,1.38,1.35
1.36,1.39,1.39,1.36
1.36,1.35,1.36,1.35
1.34,1.35,1.35,1.34
1.36,1.36,1.36,1.36
1.35,1.36,1.36,1.35
1.37,1.44,1.44,1.37
1.44,1.36,1.44,1.36
1.34,1.34,1.34,1.34
1.34,1.38,1.42,1.34
1.40,1.35,1.40,1.35
1.35,1.34,1.35,1.34
1.34,1.34,1.36,1.34
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.34,1.35,1.35,1.34
1.34,1.34,1.34,1.34
1.35,1.35,1.35,1.35
1.35,1.36,1.36,1.34
1.34,1.34,1.36,1.34
1.34,1.34,1.34,1.34
1.36,1.34,1.36,1.34
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.34,1.35,1.35,1.34
1.36,1.36,1.36,1.34
1.34,1.34,1.34,1.34
N/A,N/A,N/A,N/A
1.36,1.35,1.36,1.35
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.37,1.36,1.37,1.36
1.35,1.36,1.37,1.35
1.37,1.36,1.37,1.36
N/A,N/A,N/A,N/A
1.42,1.37,1.42,1.37
1.38,1.37,1.38,1.37
1.37,1.37,1.37,1.37
1.38,1.37,1.39,1.37
1.38,1.39,1.39,1.38
1.38,1.40,1.40,1.38
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.43,1.40,1.43,1.38
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.41,1.43,1.43,1.41
1.37,1.43,1.43,1.37
1.42,1.40,1.42,1.40
1.40,1.38,1.40,1.38
N/A,N/A,N/A,N/A
1.36,1.35,1.36,1.35
1.35,1.50,1.50,1.35
1.39,1.39,1.39,1.39
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.36,1.36,1.36,1.36
1.38,1.41,1.41,1.38
1.44,1.38,1.44,1.37
1.37,1.38,1.38,1.37
1.37,1.34,1.37,1.34
1.38,1.34,1.38,1.34
1.36,1.36,1.36,1.36
1.34,1.34,1.38,1.34
1.34,1.34,1.38,1.34
N/A,N/A,N/A,N/A
1.37,1.38,1.38,1.34
1.36,1.39,1.43,1.36
1.42,1.40,1.44,1.39
1.40,1.45,1.45,1.39
1.40,1.38,1.43,1.38
1.40,1.40,1.40,1.40
1.38,1.29,1.40,1.29
1.40,1.38,1.40,1.27
1.37,1.37,1.39,1.37
1.32,1.33,1.34,1.31
1.32,1.33,1.34,1.32
1.33,1.32,1.34,1.31
1.31,1.31,1.35,1.31
1.34,1.32,1.34,1.31
1.32,1.32,1.32,1.28
1.30,1.32,1.34,1.30
N/A,N/A,N/A,N/A
1.34,1.31,1.34,1.28
1.33,1.33,1.34,1.30
N/A,N/A,N/A,N/A
1.35,1.35,1.35,1.35
1.35,1.24,1.35,1.24
1.18,1.14,1.29,1.13
1.12,1.12,1.12,1.12
1.22,1.29,1.30,1.22
1.29,1.32,1.32,1.28
1.33,1.35,1.36,1.22
1.26,1.26,1.33,1.26
N/A,N/A,N/A,N/A
1.32,1.36,1.36,1.31
1.38,1.37,1.40,1.37
1.39,1.40,1.42,1.39
1.27,1.25,1.27,1.25
1.25,1.28,1.28,1.25
1.36,1.35,1.36,1.35
1.35,1.35,1.35,1.35
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.33,1.35,1.35,1.31
1.30,1.35,1.35,1.29
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.42,1.33,1.42,1.32
1.42,1.35,1.42,1.35
1.42,1.42,1.42,1.42
1.26,1.34,1.34,1.26
1.27,1.30,1.35,1.26
1.30,1.35,1.36,1.28
N/A,N/A,N/A,N/A
1.31,1.30,1.32,1.30
1.35,1.35,1.35,1.35
1.37,1.27,1.37,1.27
1.35,1.22,1.37,1.20
1.22,1.22,1.32,1.22
1.22,1.17,1.27,1.15
1.17,1.15,1.26,1.15
1.17,1.15,1.28,1.15
1.16,1.15,1.26,1.15
1.16,1.15,1.27,1.10
1.12,1.11,1.15,1.11
1.11,1.30,1.31,1.11
1.23,1.20,1.29,1.20
1.16,1.45,1.45,1.15
1.44,1.36,1.44,1.28
1.24,1.36,1.36,1.24
1.25,1.22,1.36,1.22
1.32,1.34,1.35,1.32
1.32,1.31,1.43,1.31
1.32,1.33,1.40,1.32
N/A,N/A,N/A,N/A
1.35,1.35,1.39,1.31
1.39,1.29,1.40,1.29
1.29,1.29,1.36,1.29
1.31,1.40,1.40,1.31
1.33,1.30,1.39,1.28
1.30,1.30,1.30,1.30
N/A,N/A,N/A,N/A
1.39,1.32,1.39,1.29
1.29,1.39,1.39,1.24
1.33,1.33,1.35,1.33
1.39,1.39,1.39,1.38
1.38,1.35,1.40,1.35
1.35,1.31,1.40,1.31
1.32,1.37,1.37,1.32
1.35,1.36,1.36,1.35
1.37,1.37,1.37,1.37
N/A,N/A,N/A,N/A
1.39,1.37,1.39,1.35
1.35,1.35,1.35,1.35
1.37,1.37,1.37,1.37
1.37,1.37,1.39,1.37
1.37,1.39,1.39,1.37
1.36,1.38,1.38,1.36
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.38,1.36,1.38,1.36
N/A,N/A,N/A,N/A
1.33,1.33,1.33,1.33
1.34,1.39,1.40,1.34
1.40,1.40,1.40,1.40
1.40,1.38,1.40,1.38
1.38,1.38,1.38,1.38
1.37,1.40,1.40,1.37
1.40,1.35,1.40,1.35
1.34,1.37,1.40,1.34
1.35,1.35,1.39,1.35
1.35,1.35,1.40,1.35
1.35,1.36,1.36,1.35
1.38,1.36,1.40,1.36
1.40,1.38,1.40,1.38
1.40,1.38,1.40,1.38
1.38,1.40,1.40,1.38
1.39,1.40,1.40,1.39
1.38,1.38,1.40,1.32
1.40,1.33,1.40,1.33
1.33,1.30,1.39,1.30
1.31,1.35,1.36,1.31
1.36,1.35,1.36,1.34
1.33,1.35,1.35,1.33
1.34,1.37,1.37,1.34
1.35,1.37,1.37,1.34
1.40,1.35,1.40,1.32
1.33,1.37,1.39,1.33
1.38,1.37,1.40,1.36
1.37,1.37,1.38,1.37
1.39,1.39,1.39,1.33
1.37,1.36,1.39,1.36
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.34,1.36,1.36,1.34
1.31,1.29,1.35,1.29
1.27,1.28,1.33,1.27
1.33,1.29,1.33,1.27
1.31,1.33,1.33,1.31
1.34,1.36,1.39,1.34
1.36,1.36,1.37,1.36
1.36,1.35,1.36,1.35
1.36,1.34,1.36,1.34
1.32,1.35,1.35,1.32
1.35,1.36,1.36,1.35
1.34,1.34,1.34,1.34
1.33,1.34,1.34,1.33
1.35,1.35,1.35,1.35
1.36,1.34,1.36,1.34
1.36,1.35,1.36,1.34
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.36,1.38,1.68,1.34
1.35,1.38,1.40,1.33
1.39,1.36,1.39,1.34
1.39,1.36,1.39,1.31
1.39,1.37,1.42,1.35
1.35,1.35,1.36,1.34
1.35,1.36,1.36,1.35
1.35,1.33,1.36,1.33
1.33,1.33,1.36,1.33
1.35,1.32,1.35,1.32
1.32,1.34,1.37,1.32
1.37,1.36,1.37,1.36
N/A,N/A,N/A,N/A
1.35,1.38,1.38,1.35
1.36,1.37,1.37,1.36
1.37,1.37,1.37,1.37
1.36,1.31,1.37,1.31
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
N/A,N/A,N/A,N/A
1.32,1.33,1.33,1.32
N/A,N/A,N/A,N/A
1.33,1.37,1.37,1.32
1.36,1.36,1.36,1.36
1.33,1.34,1.34,1.33
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.36,1.36,1.38,1.36
1.38,1.39,1.39,1.37
1.38,1.39,1.39,1.37
1.39,1.38,1.40,1.37
1.40,1.38,1.40,1.38
1.36,1.32,1.40,1.32
1.36,1.34,1.39,1.34
1.38,1.38,1.39,1.35
1.38,1.39,1.40,1.37
1.40,1.38,1.40,1.37
1.38,1.36,1.40,1.35
1.37,1.37,1.37,1.37
1.38,1.38,1.40,1.38
1.33,1.40,1.40,1.33
1.38,1.40,1.40,1.38
N/A,N/A,N/A,N/A
1.38,1.40,1.40,1.36
1.38,1.38,1.40,1.38
1.38,1.40,1.40,1.38
1.40,1.39,1.40,1.36
1.40,1.40,1.40,1.40
1.39,1.35,1.40,1.35
1.40,1.40,1.40,1.36
1.38,1.41,1.42,1.38
1.38,1.44,1.46,1.38
1.40,1.42,1.42,1.40
1.38,1.38,1.38,1.38
N/A,N/A,N/A,N/A
1.45,1.47,1.47,1.45
1.50,1.47,1.50,1.45
1.49,1.45,1.49,1.45
1.43,1.49,1.49,1.37
1.45,1.46,1.50,1.45
1.50,1.50,1.50,1.50
1.50,1.47,1.50,1.47
1.49,1.49,1.49,1.49
1.45,1.44,1.45,1.43
N/A,N/A,N/A,N/A
1.43,1.43,1.43,1.43
1.42,1.42,1.42,1.42
1.43,1.43,1.43,1.43
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.50,1.49,1.50,1.46
N/A,N/A,N/A,N/A
1.50,1.48,1.50,1.48
1.49,1.41,1.49,1.41
1.42,1.43,1.48,1.42
1.49,1.44,1.49,1.44
1.44,1.49,1.49,1.43
1.46,1.44,1.46,1.44
1.45,1.45,1.45,1.42
1.47,1.45,1.47,1.45
1.47,1.50,1.50,1.47
1.49,1.45,1.50,1.44
1.30,1.38,1.42,1.30
1.45,1.45,1.45,1.43
1.45,1.45,1.49,1.44
1.45,1.49,1.49,1.44
1.45,1.46,1.46,1.44
1.49,1.50,1.50,1.49
1.47,1.45,1.48,1.43
1.45,1.45,1.45,1.44
1.44,1.43,1.45,1.41
1.42,1.45,1.45,1.42
1.45,1.49,1.50,1.44
1.46,1.45,1.48,1.45
1.45,1.46,1.48,1.45
1.46,1.51,1.56,1.46
1.51,1.53,1.55,1.51
1.56,1.71,1.80,1.54
1.68,1.63,1.71,1.60
1.69,1.67,1.77,1.60
1.79,1.72,1.79,1.70
1.74,1.78,1.79,1.74
1.79,1.79,1.80,1.68
1.76,1.73,1.80,1.66
1.71,1.66,1.72,1.66
1.68,1.68,1.70,1.68
1.68,1.68,1.70,1.62
1.72,1.64,1.72,1.64
1.69,1.69,1.69,1.69
1.70,1.75,1.78,1.69
1.76,1.70,1.76,1.65
