KEX,Kirby Corporation Common Stock,NASDAQ
79.59,78.84,79.72,78.53
79.12,78.63,79.38,78.36
77.65,76.84,78.15,75.65
77.60,77.85,77.98,76.47
78.65,78.38,79.09,78.31
78.84,78.83,79.34,78.56
78.53,79.54,80.45,78.27
80.09,79.78,80.40,79.15
79.66,80.09,80.87,79.37
79.88,80.54,81.27,79.88
81.45,81.20,82.10,80.71
81.24,82.17,83.54,81.24
82.49,82.80,83.18,82.19
82.98,82.27,83.77,81.81
83.42,82.73,83.72,81.98
82.64,82.67,83.13,82.36
82.70,83.65,83.90,82.70
83.88,81.09,83.95,80.77
81.42,82.52,82.59,81.12
82.56,83.22,83.26,82.35
83.28,83.07,84.65,82.98
83.14,84.04,84.29,83.14
84.15,82.62,84.33,82.00
82.91,82.86,82.94,81.84
82.75,82.06,82.75,79.80
81.57,82.85,83.13,81.33
82.87,83.25,83.47,82.69
83.55,84.06,84.37,83.29
84.17,84.46,85.09,84.00
85.41,86.96,88.48,85.41
86.40,86.83,87.02,86.03
86.62,85.57,86.89,85.17
85.17,84.67,85.50,83.71
84.19,85.43,85.49,84.09
86.10,85.39,86.69,85.00
85.28,84.91,85.81,84.23
84.50,85.19,85.69,83.83
85.34,84.11,85.56,83.92
83.81,83.63,83.97,83.14
82.91,82.55,83.01,81.73
82.46,83.19,83.58,81.78
83.17,83.05,83.62,82.63
83.23,84.35,84.50,82.78
84.16,83.38,84.48,83.05
83.69,84.25,84.62,83.21
84.47,84.81,84.92,83.66
85.00,84.23,85.22,84.18
83.32,82.24,83.65,82.09
82.40,82.50,83.01,82.02
82.39,82.05,83.51,81.88
82.29,80.43,82.29,80.30
81.32,80.48,81.85,79.33
80.50,80.72,81.36,80.15
80.96,81.80,82.03,80.74
82.23,82.77,83.72,80.90
83.22,83.70,84.33,83.02
84.19,84.04,84.28,83.07
84.17,85.25,85.61,84.17
85.40,85.55,85.73,84.81
85.79,86.76,86.92,85.54
88.06,88.11,88.71,87.58
88.00,87.93,88.25,87.11
88.04,87.92,88.59,86.89
88.22,88.73,89.19,87.89
88.59,86.83,88.59,84.87
86.75,85.90,86.75,85.74
86.08,85.26,86.38,85.02
85.50,85.40,86.09,84.88
85.64,85.48,86.42,85.05
85.19,85.82,86.06,84.81
84.84,86.55,86.79,84.84
86.31,87.89,88.25,86.23
87.18,86.89,87.40,86.05
86.85,85.97,87.16,85.35
86.12,86.88,86.90,85.70
86.28,84.83,86.28,84.80
84.95,82.48,85.05,82.47
82.84,83.09,83.75,82.16
85.53,86.33,87.49,85.18
86.39,87.01,87.50,86.25
86.67,87.24,87.50,86.38
87.12,87.03,87.59,86.63
87.45,88.61,89.28,86.93
88.42,89.60,90.02,88.40
89.98,90.15,90.28,89.50
90.24,90.98,91.25,90.18
91.41,91.49,92.39,90.89
91.29,90.00,91.63,89.74
90.37,90.34,90.70,89.95
90.80,90.50,91.15,90.03
92.00,89.30,92.00,88.81
89.65,89.11,89.93,88.16
89.45,88.78,89.54,88.18
88.75,88.49,89.33,87.37
88.98,90.42,90.73,88.98
90.85,91.51,91.61,89.30
90.88,90.75,91.42,90.01
91.07,91.75,92.07,90.26
92.15,89.20,93.02,89.13
89.00,90.88,91.36,88.92
90.93,92.07,92.11,90.93
91.93,92.02,92.97,91.65
91.29,94.10,94.22,91.05
94.43,94.60,95.77,93.93
94.71,95.17,95.46,94.44
95.59,93.33,95.59,92.86
93.28,93.34,94.40,92.88
93.74,93.22,94.03,92.87
93.49,94.23,94.64,93.41
94.27,94.52,94.59,93.54
94.68,93.97,94.91,93.48
93.99,94.27,94.43,93.35
94.61,94.26,94.75,93.60
94.55,94.45,95.15,94.31
94.39,94.43,95.97,94.10
94.10,94.03,94.71,93.66
93.61,93.74,95.02,92.80
93.32,94.02,94.30,92.98
95.13,94.34,95.41,93.96
94.50,93.59,95.45,93.01
93.27,92.65,93.90,92.36
92.81,90.75,93.06,90.63
90.80,90.80,91.53,90.70
91.09,90.98,91.75,90.65
94.88,93.04,94.88,91.82
93.15,94.31,94.52,92.87
94.45,95.04,95.13,92.74
94.84,95.38,95.73,94.01
95.70,97.71,97.88,95.38
98.11,98.15,98.92,97.26
98.06,98.48,98.89,98.06
98.50,98.67,98.90,97.93
98.53,98.73,99.01,98.00
98.82,97.92,98.84,97.60
98.15,99.25,99.41,98.04
99.15,96.85,99.15,96.34
97.02,96.94,97.97,96.70
96.00,95.54,96.32,94.43
95.88,96.80,96.80,95.34
96.80,97.03,97.27,95.91
97.44,96.73,97.98,96.12
96.83,98.15,98.28,96.68
98.00,95.70,98.25,95.32
95.79,97.89,98.79,95.73
98.00,100.34,100.63,97.92
100.12,102.52,103.26,100.06
102.72,102.29,102.96,101.69
103.31,102.02,103.89,100.24
102.30,103.71,103.77,102.07
103.21,102.70,103.55,102.15
102.10,98.15,102.10,98.00
99.13,98.89,99.92,96.88
98.90,99.98,100.59,98.84
98.46,98.77,101.00,97.87
98.46,97.29,99.92,97.10
95.86,99.79,100.18,95.41
99.77,93.64,100.69,93.51
94.12,96.14,96.23,92.86
95.70,95.69,96.12,93.95
95.97,98.51,99.03,95.44
98.97,98.21,100.93,97.98
98.27,97.74,99.39,97.18
97.65,99.65,99.99,97.47
99.78,99.32,100.72,98.97
98.30,100.85,101.95,98.30
100.75,101.41,101.98,100.34
101.55,101.60,102.10,100.51
101.35,99.17,101.80,98.82
99.54,99.85,100.06,98.66
100.05,101.12,101.67,99.62
101.20,102.50,104.03,101.01
102.41,101.46,103.01,101.05
101.72,102.24,103.70,101.01
102.11,103.82,104.15,101.76
103.86,104.61,104.91,103.37
103.33,102.52,104.91,101.32
104.41,104.41,105.10,103.31
104.41,104.33,104.77,103.45
104.92,104.28,104.99,103.84
105.00,105.67,106.93,104.55
105.86,104.37,105.86,104.08
104.60,102.96,105.03,102.67
102.11,104.12,104.15,102.11
104.31,102.39,104.86,101.65
101.94,101.72,102.81,101.01
102.40,104.74,105.13,102.03
106.00,105.58,106.35,105.26
105.58,105.25,105.96,104.33
104.92,105.48,105.69,103.93
105.31,105.19,105.76,104.84
104.50,102.71,104.75,101.45
103.11,102.49,103.42,102.33
103.11,98.78,103.37,98.44
98.53,99.55,99.67,97.80
100.00,100.56,101.70,99.56
101.68,101.25,101.93,100.73
101.49,101.35,101.72,100.29
101.69,102.71,102.91,101.24
102.95,101.01,103.35,100.83
101.60,99.15,101.90,98.85
98.79,97.47,99.53,96.97
97.57,98.10,98.21,96.50
98.60,100.60,100.78,98.24
100.54,98.37,101.00,97.68
97.53,98.16,99.84,97.13
99.10,96.87,99.38,96.00
96.96,98.32,98.46,96.12
99.15,99.89,99.94,98.64
100.04,101.38,101.53,99.65
101.31,102.23,102.26,100.87
102.23,102.06,102.48,101.61
102.02,103.02,104.20,101.92
103.65,102.67,103.66,101.84
102.21,100.60,102.82,100.35
101.20,99.45,101.20,98.50
100.08,99.52,100.53,99.20
99.09,100.62,100.82,99.09
104.20,107.84,109.86,103.50
107.92,106.91,109.19,106.80
106.48,106.78,107.84,105.26
106.29,106.24,107.24,105.85
106.33,106.70,107.23,105.09
106.84,105.91,107.21,105.72
105.93,106.81,107.49,105.27
107.53,107.58,109.07,107.01
107.75,107.12,107.81,106.63
107.10,105.41,108.11,105.11
105.04,104.96,105.56,103.24
105.41,105.77,106.00,104.31
105.54,106.93,107.34,105.24
106.59,105.72,106.59,104.84
106.17,105.34,106.77,105.06
105.59,108.56,108.64,105.10
108.56,108.38,108.78,107.44
109.36,110.66,111.13,109.30
110.96,109.74,111.39,109.53
110.44,110.25,111.25,109.72
110.31,110.55,110.83,109.89
110.96,111.88,111.95,110.54
111.34,111.93,112.28,110.95
111.38,113.01,113.46,111.38
113.20,114.06,114.27,112.47
114.24,114.12,114.48,113.64
114.60,114.58,115.05,113.69
114.15,113.79,114.49,113.12
113.36,114.04,114.28,112.56
113.84,113.63,114.24,112.52
113.86,113.60,114.09,113.14
113.57,114.11,114.88,113.07
113.69,114.21,115.46,112.88
114.50,115.02,115.42,114.23
115.39,116.39,116.63,114.71
116.22,115.30,116.22,114.90
115.55,115.38,116.31,114.82
115.32,114.06,116.08,114.02
114.05,115.64,115.83,113.62
115.47,115.78,116.47,114.51
115.73,115.64,116.73,115.15
116.02,117.14,117.18,115.01
117.95,117.53,118.29,116.72
117.55,116.98,118.23,116.67
117.46,117.82,117.82,116.61
117.46,116.35,117.49,115.85
116.35,116.24,116.65,115.01
116.85,116.14,117.31,115.69
114.11,115.96,116.99,114.11
116.25,116.49,116.94,115.69
117.46,118.58,119.59,117.32
118.38,117.52,118.85,117.05
118.00,117.86,118.87,117.35
117.12,116.76,119.00,116.57
117.31,118.77,118.90,116.85
118.21,117.97,118.52,117.49
118.63,119.49,119.52,118.33
119.69,119.80,120.00,118.94
120.20,121.06,121.48,119.55
120.59,120.01,121.34,119.56
120.01,119.01,120.40,118.22
119.02,117.49,119.50,117.49
117.62,117.74,119.07,117.38
119.25,116.46,120.24,116.00
116.49,115.81,117.94,115.03
115.81,116.66,116.75,114.79
116.01,115.90,117.33,115.17
115.49,115.60,116.64,115.03
115.89,114.95,116.83,114.35
114.80,116.51,116.71,114.32
117.45,117.76,119.58,117.04
117.40,116.72,117.99,116.21
117.42,118.45,118.56,116.65
118.74,119.42,119.78,118.24
120.00,119.29,120.08,118.09
119.91,120.82,120.95,119.78
121.00,120.89,121.55,120.54
120.27,120.97,121.48,119.92
121.46,121.12,121.72,120.15
120.77,121.19,121.62,120.55
121.52,121.49,122.16,120.85
121.58,120.32,122.03,120.16
120.69,120.20,120.84,119.84
119.87,119.51,120.03,118.84
119.81,119.29,120.00,118.66
119.74,120.63,121.60,119.74
121.16,120.33,121.42,119.87
120.32,120.04,120.92,119.75
119.74,121.96,121.96,119.61
121.55,122.66,122.75,121.55
122.21,120.97,122.88,120.87
121.28,121.68,121.71,119.82
121.33,123.25,123.32,121.26
123.00,122.66,123.35,122.12
122.72,122.54,123.26,121.74
122.03,123.19,123.92,121.55
123.45,123.24,124.12,122.41
123.73,122.73,123.73,122.69
123.50,121.67,123.50,121.39
121.39,118.73,121.39,118.02
118.43,117.79,119.18,117.70
117.74,118.05,118.39,116.48
117.56,117.07,117.81,116.42
117.20,118.86,119.35,117.15
118.20,119.48,119.63,116.97
119.14,117.85,120.06,117.66
117.78,113.11,117.78,111.91
113.06,113.30,113.80,110.09
114.10,115.08,115.41,112.95
115.62,114.14,116.33,113.86
113.75,111.08,113.75,111.02
111.05,110.07,111.50,107.73
110.07,105.23,110.07,104.28
105.40,103.15,105.65,102.44
103.43,99.83,105.07,99.58
100.40,99.63,100.70,96.91
97.63,99.12,99.90,95.03
96.96,101.78,102.67,96.96
102.92,104.39,105.19,102.03
103.91,105.07,105.80,102.44
106.81,110.13,110.22,106.81
110.53,107.01,111.09,106.82
108.78,110.29,111.06,108.16
110.72,111.89,111.92,109.51
111.27,110.18,111.27,107.61
110.58,112.02,112.26,110.38
112.36,112.04,112.98,109.78
111.00,108.07,111.00,106.44
109.85,110.58,110.70,107.13
110.58,110.90,112.22,109.41
110.74,105.42,110.74,105.14
106.56,105.63,106.56,103.45
105.68,105.83,106.23,105.23
105.88,105.53,106.00,104.68
105.52,105.90,106.68,105.50
105.83,106.04,106.26,105.07
105.54,106.25,106.69,105.40
106.27,105.24,106.73,104.33
105.09,104.75,106.13,104.39
104.40,103.00,105.11,102.16
102.91,100.25,103.28,100.01
100.27,101.95,102.42,99.65
101.64,102.47,103.23,101.18
103.77,103.64,104.66,102.94
103.80,103.84,104.13,103.17
103.89,103.65,105.08,103.51
103.92,102.47,104.02,102.30
99.50,96.14,99.68,95.60
95.34,90.02,95.84,89.88
90.50,90.16,91.08,89.96
88.21,89.37,90.09,87.50
89.12,89.61,90.41,88.32
89.88,89.76,90.52,89.29
88.31,86.16,88.97,85.44
84.76,87.26,87.44,84.35
86.76,87.16,87.47,86.18
87.84,87.48,88.82,87.25
86.44,86.84,87.69,86.30
87.64,85.80,87.66,85.03
84.83,85.23,87.03,84.49
85.45,88.75,88.99,84.82
84.55,80.32,86.11,78.84
80.10,80.86,81.12,79.44
80.32,80.41,80.85,79.53
80.23,82.03,82.26,79.50
81.68,81.25,82.25,80.98
81.85,82.43,83.38,81.40
82.43,81.54,82.95,81.42
81.16,80.85,81.98,80.66
80.85,80.74,81.97,80.26
81.40,81.53,81.81,79.64
81.19,79.83,81.35,79.39
80.04,77.79,80.75,77.70
78.68,79.81,80.21,78.15
80.42,82.07,82.53,79.92
82.06,82.49,82.91,81.05
82.10,80.67,82.20,80.56
81.28,77.38,81.62,76.72
76.28,77.24,77.44,74.49
77.24,77.28,78.54,76.55
76.92,78.17,78.31,76.92
78.40,77.57,79.08,77.38
77.43,78.76,79.84,77.06
79.36,79.04,79.78,78.56
78.70,79.06,79.69,78.34
79.22,79.94,80.12,78.88
77.92,78.63,79.53,77.73
79.10,75.51,79.10,75.06
75.83,72.59,76.00,70.89
71.74,72.49,73.05,71.73
73.20,74.99,75.00,72.67
75.58,79.31,79.31,75.50
78.42,76.45,79.16,76.04
77.15,77.51,78.48,76.65
78.06,76.69,78.49,76.46
76.77,76.32,77.34,76.14
76.47,75.37,76.63,74.48
75.38,76.16,76.45,75.13
77.14,78.09,78.16,76.78
78.25,79.37,79.47,78.25
79.44,78.75,79.60,78.25
78.58,79.60,80.61,78.58
79.22,80.85,80.86,78.43
80.55,80.70,80.79,79.20
80.85,78.31,81.07,78.07
78.46,78.52,78.95,78.18
78.45,78.62,78.69,77.81
78.65,77.67,78.99,76.42
77.71,77.08,77.85,76.66
77.09,78.20,78.22,76.12
78.22,77.46,78.58,76.85
77.05,77.11,77.15,75.22
77.03,77.57,77.65,76.56
76.93,76.09,77.72,75.80
75.94,76.04,76.40,75.27
75.11,74.55,75.87,74.55
74.70,75.97,76.13,74.38
76.42,75.42,76.42,74.52
75.07,73.61,75.12,73.00
73.76,74.98,75.06,73.14
74.69,75.58,75.71,74.43
75.12,76.04,76.50,74.25
75.72,75.08,75.72,74.84
75.49,75.64,75.97,74.93
75.72,74.79,76.05,74.79
74.64,74.20,74.64,73.72
74.64,73.85,74.75,73.06
73.81,73.76,74.28,72.97
73.52,73.15,73.99,72.60
73.64,73.99,74.19,72.91
73.55,75.05,75.10,73.35
74.84,74.63,75.01,74.08
74.43,73.97,75.05,73.68
73.31,74.83,75.10,73.31
74.87,76.71,76.96,74.87
76.79,76.41,77.00,75.59
76.38,76.77,77.24,75.94
77.09,78.21,78.34,76.92
77.93,78.89,79.18,77.60
78.54,80.66,80.84,77.82
81.26,82.88,83.88,80.88
82.74,83.71,84.23,82.04
82.98,81.82,83.10,81.66
82.15,82.48,83.10,82.03
82.99,82.10,83.09,81.71
82.00,82.17,82.48,81.82
82.33,83.90,84.24,81.96
84.04,82.31,84.04,82.00
82.34,83.12,83.44,82.21
83.36,82.76,83.66,82.53
82.38,81.90,82.67,81.62
76.77,78.53,79.05,74.60
77.80,78.41,78.64,76.85
78.31,79.46,79.92,78.23
79.71,80.98,83.13,79.06
81.50,81.51,81.69,80.64
81.26,82.78,82.84,80.91
83.57,83.42,84.05,82.94
83.26,82.21,83.26,81.78
82.10,82.02,82.47,81.40
82.24,81.64,82.58,81.40
81.14,80.65,81.57,80.07
80.46,81.02,81.60,80.25
80.81,81.63,81.77,80.49
81.37,80.53,82.12,80.19
80.73,80.50,81.00,80.30
80.59,80.84,81.68,80.41
80.64,80.68,81.03,80.46
80.28,77.84,80.80,77.60
77.82,78.38,78.65,77.06
78.03,77.83,78.42,76.75
77.63,76.71,78.17,76.17
77.06,77.16,77.68,76.55
77.09,78.16,79.18,76.74
78.20,77.67,78.77,77.13
77.06,77.06,77.91,76.91
76.80,77.95,78.07,76.79
77.74,76.58,78.17,76.53
76.63,76.21,77.03,76.00
76.77,76.63,77.17,76.27
76.65,77.06,77.36,76.17
76.89,77.21,77.47,76.72
76.45,76.55,77.19,75.51
76.25,76.56,76.81,76.16
76.65,75.96,76.82,75.06
76.23,78.14,78.37,76.23
78.22,78.35,79.43,78.10
81.98,79.51,83.03,79.39
80.00,80.36,80.68,79.80
80.13,78.69,80.42,78.48
78.66,77.59,78.97,77.47
77.73,77.56,78.13,77.25
76.87,76.55,77.93,76.50
77.18,76.66,77.75,76.10
77.07,76.78,77.47,75.91
76.75,77.49,77.98,76.74
76.80,76.16,77.88,76.14
76.03,77.27,77.42,74.01
76.48,74.97,77.39,74.61
75.94,75.82,77.00,74.99
76.72,77.26,77.46,76.19
77.47,78.36,78.72,77.18
78.22,77.60,78.56,77.48
77.56,76.52,78.24,76.21
77.00,76.99,77.59,76.85
77.10,75.89,77.11,75.81
75.79,75.23,75.96,74.98
75.27,75.71,76.91,75.27
75.31,75.02,76.27,74.86
75.04,73.88,75.43,73.71
74.01,72.63,74.07,72.35
71.93,72.47,72.86,71.14
72.79,73.69,74.00,72.48
73.68,75.03,75.47,73.31
74.86,74.23,76.58,74.12
74.06,72.41,74.40,72.00
72.73,71.40,72.83,71.03
71.38,71.25,72.02,70.91
71.79,71.64,72.33,70.94
71.63,71.89,72.27,71.14
71.54,70.70,72.25,70.33
71.25,73.20,73.34,70.85
72.46,71.70,72.86,71.17
70.41,71.30,71.81,70.16
71.22,70.41,71.30,70.01
70.80,70.59,71.17,69.90
70.15,71.25,71.26,69.64
70.97,70.19,71.03,69.78
69.79,68.98,70.29,68.97
68.42,67.50,69.17,67.49
66.77,66.33,67.61,66.31
62.82,64.79,67.11,62.56
66.52,64.23,66.56,64.15
65.36,65.69,65.88,64.28
66.64,68.86,69.05,66.29
68.53,70.48,70.88,68.53
70.02,70.53,71.10,69.76
69.40,68.75,70.39,68.42
69.14,68.97,69.52,68.09
69.06,69.32,70.16,68.94
68.39,68.89,69.30,68.24
70.03,70.14,70.42,69.51
70.71,69.08,70.98,68.91
69.09,69.29,69.96,68.76
68.66,68.60,69.02,68.09
68.45,67.35,68.45,67.12
67.38,68.94,69.27,67.25
68.96,70.44,70.70,68.96
70.50,69.46,70.78,69.26
68.64,67.89,69.10,67.71
68.43,67.76,68.71,67.62
66.63,65.00,66.79,64.16
65.02,63.28,65.02,62.47
62.51,61.88,62.86,61.61
62.32,61.50,62.83,61.08
60.98,60.31,61.20,59.54
60.45,61.07,61.18,59.95
61.53,61.95,62.40,61.16
63.61,62.10,64.13,61.53
61.42,62.00,62.11,61.07
62.40,64.83,65.41,62.11
65.07,64.68,65.71,64.45
65.36,65.54,66.83,65.06
65.53,67.40,67.79,64.77
67.76,68.72,69.05,67.56
68.97,66.83,68.97,66.70
66.31,66.36,67.36,66.03
66.34,66.97,67.05,66.05
67.08,68.10,68.13,66.51
68.33,66.73,68.76,66.37
66.31,65.78,66.61,65.11
65.61,66.75,67.19,65.61
66.95,65.05,66.99,64.75
65.40,64.30,65.69,63.86
64.77,64.55,65.16,64.16
64.54,63.99,64.74,63.60
63.30,61.76,63.35,61.39
61.94,63.19,63.38,61.71
62.76,62.81,63.82,61.27
62.75,65.29,66.08,62.65
65.40,66.71,66.91,65.02
66.60,66.89,67.05,65.31
66.83,67.10,67.51,66.20
67.26,66.99,67.91,66.64
66.83,67.28,67.31,66.15
67.42,66.27,67.51,65.43
65.95,65.64,66.53,64.76
66.08,64.38,66.16,64.29
64.59,62.36,64.59,62.24
61.99,63.00,63.18,61.71
62.71,63.50,63.67,61.97
63.60,63.30,64.11,62.75
63.35,63.97,64.77,63.16
64.07,64.37,64.55,63.55
64.80,64.25,65.22,64.15
64.12,63.67,65.12,63.57
63.44,64.40,64.71,63.28
64.46,64.39,64.62,63.79
64.39,63.96,64.85,63.64
64.00,64.60,64.85,63.75
64.68,65.17,65.38,64.57
64.99,64.39,65.45,64.00
64.80,62.87,64.96,62.26
62.77,61.24,62.98,60.99
60.79,58.75,61.37,58.42
58.16,57.50,58.39,56.52
57.56,56.85,58.00,56.34
56.95,56.97,57.34,56.66
56.19,54.71,56.42,54.44
54.63,54.44,55.04,53.52
54.68,54.97,55.42,54.50
55.23,53.95,55.73,53.73
53.85,51.16,54.00,50.97
50.88,50.86,51.92,50.42
51.35,51.22,51.61,50.61
51.20,52.73,52.92,51.04
53.21,55.25,55.35,53.21
55.18,54.86,56.00,54.82
54.63,53.13,54.63,52.94
53.17,53.98,54.14,53.00
53.99,52.91,53.99,52.11
52.58,52.62,53.13,52.16
51.99,51.22,52.13,50.50
51.22,51.25,51.66,50.32
50.31,48.45,50.34,48.32
47.31,46.97,48.29,46.85
47.35,46.84,47.35,46.42
47.05,46.04,47.05,45.66
46.62,46.32,46.93,45.51
46.51,45.77,47.37,45.31
46.20,48.43,48.99,45.23
46.66,48.35,48.38,46.26
48.99,47.19,48.99,46.76
46.48,49.00,49.84,45.79
49.00,49.92,50.20,48.47
51.15,51.71,52.69,50.61
51.20,49.59,51.62,49.39
50.15,51.00,51.21,49.41
51.00,50.85,53.32,50.67
44.81,48.82,49.40,44.63
48.69,50.65,50.96,48.69
50.00,51.23,51.50,49.73
50.49,50.55,50.83,50.16
51.23,51.61,52.31,50.14
51.77,52.87,53.98,51.77
52.83,51.98,53.27,51.36
51.05,51.82,51.91,50.60
51.31,52.93,53.42,51.17
52.98,52.66,54.18,52.52
51.54,52.27,53.01,50.51
53.03,53.70,53.87,52.55
54.24,55.08,55.95,53.21
55.65,55.63,56.10,55.25
55.91,55.46,55.99,54.85
55.01,54.48,55.38,53.78
55.30,55.29,55.99,54.98
54.97,55.75,56.05,54.44
54.80,55.99,56.19,54.14
56.05,56.30,56.76,55.36
56.81,56.57,57.86,55.99
56.73,56.61,56.98,56.15
57.09,55.97,57.24,55.52
55.84,57.53,57.59,55.41
57.59,59.75,59.94,57.29
59.94,61.52,62.25,59.72
61.30,61.53,62.36,60.90
61.04,57.78,61.33,57.70
58.80,58.80,59.70,58.49
58.80,59.10,59.33,58.10
59.72,60.22,60.49,59.67
59.92,60.38,61.00,59.73
59.80,59.23,60.00,59.12
59.13,60.01,60.07,58.54
60.39,61.57,62.89,60.39
61.61,62.23,63.03,61.61
62.04,62.25,62.61,61.65
61.81,61.40,62.19,61.35
61.21,60.62,61.36,60.55
60.00,59.89,60.33,59.42
60.17,59.00,60.17,58.98
58.73,59.83,60.00,58.40
60.39,60.92,61.21,59.95
60.80,60.29,61.14,59.90
59.67,60.36,60.42,58.71
60.40,59.67,60.87,59.51
59.31,60.20,61.89,59.31
60.21,59.25,60.21,58.33
58.75,58.29,58.94,57.92
58.97,59.41,60.54,58.97
59.91,59.21,60.87,59.21
59.39,60.12,60.23,59.13
60.63,63.22,63.51,60.41
63.26,62.97,63.62,62.91
62.74,62.15,63.24,61.62
61.56,62.15,62.46,61.36
62.69,63.18,64.60,62.36
63.22,63.98,64.69,62.77
63.81,63.67,64.52,62.93
63.77,64.45,64.75,63.71
64.42,63.51,65.14,63.04
63.73,64.82,65.17,63.69
64.94,65.24,65.40,64.42
61.30,64.03,65.24,59.79
63.21,63.82,64.88,62.29
65.00,64.89,65.41,63.96
64.27,64.97,65.19,63.22
64.68,63.27,65.27,63.07
63.60,62.51,64.06,61.79
62.07,63.99,64.25,62.07
63.63,63.66,64.43,63.34
63.73,63.77,64.53,63.57
63.60,63.61,64.60,62.78
64.07,63.92,64.26,63.20
63.56,63.70,64.54,63.23
63.84,65.08,65.76,63.43
65.29,68.03,69.00,65.29
67.93,68.26,69.65,67.79
67.49,67.73,68.69,66.83
68.07,69.07,69.28,67.95
68.78,68.00,69.37,67.80
68.33,68.34,68.79,67.68
68.73,69.40,70.06,68.58
69.70,69.50,71.16,69.48
69.61,69.82,70.21,69.23
70.00,70.08,70.64,69.83
69.31,69.17,69.74,68.18
68.87,69.75,70.14,68.68
69.86,69.31,69.86,69.02
69.81,71.01,71.23,69.66
70.93,72.31,72.77,70.93
72.44,72.71,73.25,72.05
72.14,72.39,72.59,71.78
71.59,70.51,71.59,70.10
70.04,69.69,70.54,69.36
69.32,68.90,70.40,68.34
69.21,68.67,70.14,68.56
68.10,68.56,68.99,67.47
68.65,69.21,69.72,68.65
70.11,69.83,70.72,69.61
68.90,66.62,69.20,66.06
66.75,67.11,67.54,66.06
67.99,67.78,68.86,67.19
65.11,62.48,65.18,61.39
61.19,60.97,61.90,59.63
61.73,62.30,62.99,61.73
63.25,64.52,65.45,62.94
64.22,62.39,64.22,61.25
62.23,63.24,63.96,62.23
62.74,62.03,62.74,60.53
61.86,62.13,62.31,61.56
62.49,62.13,63.37,61.63
63.01,62.18,63.01,61.85
62.69,62.52,63.06,62.36
63.14,63.92,63.98,63.03
64.16,63.58,64.85,63.31
64.19,63.05,64.60,62.51
63.29,63.12,63.70,62.85
62.90,64.17,64.28,62.71
63.90,63.63,64.14,63.27
63.61,62.63,63.94,62.17
63.21,62.35,63.49,62.22
62.58,63.27,63.56,62.36
59.64,58.41,60.59,57.99
58.35,59.13,59.22,58.35
59.22,58.87,59.66,57.91
53.31,54.17,55.02,52.90
54.00,54.49,55.25,53.59
54.47,53.41,54.55,53.21
53.51,52.50,54.22,51.83
52.58,52.97,53.43,52.41
52.91,53.85,53.89,52.58
54.10,55.43,55.55,54.10
55.52,55.60,56.43,55.04
55.67,54.65,55.97,54.48
54.82,53.65,55.02,53.41
53.71,54.19,54.36,53.40
54.30,53.93,54.30,53.53
53.95,54.30,54.66,53.81
54.26,54.33,54.58,53.97
54.41,54.27,54.73,54.03
54.36,55.71,56.06,54.23
55.64,55.38,55.78,55.27
55.06,55.09,55.50,54.71
55.21,55.39,55.71,55.12
55.35,53.55,55.65,53.46
53.48,52.99,53.78,52.60
53.18,51.95,53.39,51.75
51.89,52.12,52.34,51.40
52.02,52.16,52.99,51.89
51.81,52.10,52.31,51.20
51.78,51.90,52.00,50.80
52.44,53.31,54.07,52.43
53.30,54.75,54.80,53.30
54.70,55.80,55.95,54.68
55.86,57.57,57.69,55.49
57.03,56.13,57.52,56.13
55.50,56.98,57.18,55.50
56.22,55.27,56.83,54.87
55.14,55.55,56.18,55.00
55.44,55.76,56.01,55.28
55.18,56.11,56.12,55.09
56.57,57.00,57.42,56.37
58.17,58.49,59.00,57.84
59.05,59.43,59.46,58.59
60.32,59.91,60.65,59.55
59.38,59.55,60.07,59.25
59.40,59.04,59.78,58.92
58.69,59.31,59.68,58.20
59.57,60.24,60.62,58.48
60.33,60.28,60.72,59.57
60.80,62.16,62.37,60.26
61.82,61.68,62.05,60.91
62.11,61.85,62.92,61.70
62.36,61.89,62.59,61.78
62.12,61.81,62.30,61.41
61.65,60.77,62.01,60.39
61.35,61.01,61.84,60.86
60.98,60.00,61.24,59.95
60.00,60.24,60.47,59.63
59.08,58.80,59.65,58.68
59.23,58.58,59.42,57.94
58.31,58.75,58.86,57.84
59.73,58.19,59.73,58.07
58.54,59.79,60.23,57.76
59.46,60.44,60.92,59.46
59.97,60.16,60.57,59.63
61.35,58.98,61.35,58.84
58.95,56.37,59.27,56.16
55.93,55.65,56.67,55.11
56.65,59.34,59.52,55.31
59.35,59.01,60.11,58.70
59.15,58.95,59.40,58.70
60.60,60.45,62.10,59.40
59.95,60.30,60.85,59.25
60.15,59.80,60.50,59.50
59.55,58.50,60.30,58.50
59.45,60.65,60.80,58.95
60.50,60.70,62.10,59.85
60.90,62.50,62.80,60.60
62.95,64.75,65.03,62.85
64.40,62.15,64.58,61.80
62.55,64.85,65.10,61.85
65.30,65.20,67.35,64.55
65.00,64.80,65.60,64.40
65.00,62.45,65.50,62.35
62.55,63.55,63.80,62.20
65.20,64.55,65.30,63.85
64.90,65.25,65.40,64.45
65.00,65.85,66.55,64.80
65.65,65.95,66.65,65.30
64.55,63.85,65.40,63.65
63.90,61.05,64.30,60.80
62.35,63.45,64.96,62.00
64.05,64.90,65.35,63.50
64.65,65.40,65.50,64.10
66.25,65.95,66.40,65.50
