BH,Biglari Holdings Inc.,NASDAQ
406.86,403.69,410.85,400.00
401.75,399.46,403.79,396.91
400.12,399.55,403.22,398.02
397.81,409.85,409.98,395.02
408.53,399.40,408.53,396.33
395.00,394.27,397.20,392.00
396.16,412.81,412.99,396.16
415.17,419.12,421.15,413.90
419.00,423.99,425.00,414.44
422.58,418.09,422.58,410.00
418.08,423.61,425.54,414.09
423.29,424.68,424.68,420.39
423.50,426.52,427.85,419.51
426.63,437.24,439.02,426.63
438.27,428.54,438.27,424.16
426.85,416.50,429.06,414.94
415.99,416.97,421.09,412.00
414.00,415.14,421.02,414.00
418.46,418.23,422.45,414.91
419.30,416.90,423.29,414.01
419.57,428.56,428.78,416.16
426.53,420.34,426.95,418.61
420.77,425.21,425.80,417.31
425.80,418.19,425.80,416.00
414.19,403.34,414.19,403.34
403.31,408.91,411.27,403.31
411.29,414.13,415.99,402.00
413.71,415.87,416.00,411.05
413.43,418.00,420.21,410.48
419.99,405.07,419.99,404.82
407.87,392.00,410.87,391.00
390.96,393.34,395.32,388.50
391.28,394.74,397.42,382.06
397.98,406.18,409.92,396.02
408.27,398.45,412.02,395.70
395.01,382.80,398.21,381.22
383.37,380.19,385.21,377.69
374.91,377.44,380.95,371.92
376.34,374.87,383.49,373.35
376.85,383.63,399.10,376.85
381.68,377.79,386.55,376.19
379.54,374.19,379.54,372.42
373.62,368.45,377.26,367.00
370.24,371.63,375.90,364.01
374.30,376.14,380.00,372.24
374.47,376.54,391.70,369.50
378.25,380.69,387.38,377.06
384.25,391.53,403.00,384.25
389.73,397.13,406.19,389.73
399.27,395.88,403.89,386.47
393.50,383.48,399.00,380.15
379.82,392.81,397.99,376.82
392.75,392.45,401.00,382.19
393.79,393.14,397.13,377.01
395.87,399.24,404.69,387.89
401.98,392.56,402.02,392.56
395.33,391.05,398.00,386.13
392.50,399.67,400.00,389.00
398.29,402.05,402.73,392.69
398.87,400.94,405.87,395.06
404.82,405.50,405.92,401.07
403.54,393.48,403.54,391.30
390.48,382.03,394.98,380.50
380.92,386.91,395.01,380.92
388.35,400.41,404.73,388.35
399.37,390.95,401.08,389.47
392.49,396.18,396.48,391.82
393.90,386.46,395.98,383.21
391.02,399.00,399.00,389.83
400.50,394.39,400.50,391.00
397.39,397.99,399.62,393.43
400.89,388.80,400.89,386.50
383.83,382.32,386.67,381.01
382.45,378.35,386.98,377.15
375.44,363.84,378.43,360.05
363.66,362.20,375.06,362.20
359.22,368.17,375.58,355.00
372.00,373.35,375.11,368.51
370.65,366.18,373.64,366.01
367.78,373.10,374.00,356.93
369.00,352.70,369.00,352.70
356.70,356.46,362.00,345.01
349.50,315.88,349.50,307.02
324.30,356.60,357.00,307.02
349.91,326.12,350.90,323.01
327.88,358.13,361.80,327.88
359.43,340.40,362.43,334.00
342.00,345.32,346.97,332.65
341.00,334.50,345.00,332.06
334.43,342.69,345.00,334.43
275.01,310.45,337.23,275.01
304.94,320.08,331.72,304.94
320.07,318.57,329.94,315.27
320.00,342.36,342.36,316.03
339.70,336.27,344.88,333.70
336.62,319.30,339.27,319.01
320.64,334.42,334.45,319.48
335.37,342.83,343.60,331.01
339.03,341.75,343.38,333.89
342.99,329.26,342.99,322.37
329.53,323.76,335.99,321.06
320.00,312.66,322.87,310.05
304.00,306.71,308.87,300.01
307.01,309.97,315.55,307.01
309.55,308.13,315.97,306.55
304.99,295.17,306.04,294.30
289.70,298.26,299.00,286.10
299.00,302.57,303.99,290.36
304.00,304.65,304.76,293.00
306.57,314.90,316.08,305.50
310.44,308.40,327.73,308.40
305.31,314.57,319.14,302.26
314.87,307.98,324.98,305.54
309.31,295.79,312.22,295.28
288.37,288.29,302.72,279.86
289.79,295.01,299.49,289.00
298.62,305.91,307.75,294.62
312.00,313.68,321.99,311.22
313.43,309.42,314.72,305.80
314.00,306.32,319.99,298.01
301.83,296.39,311.76,289.72
296.97,286.77,306.90,286.77
284.84,295.80,305.68,280.35
298.00,302.90,304.67,293.64
301.07,306.00,314.55,301.07
314.00,309.43,314.00,306.51
313.83,321.70,321.70,310.83
318.36,321.00,321.43,316.86
322.03,328.98,329.57,319.03
327.64,321.24,327.64,317.33
324.99,327.63,327.72,319.96
325.67,316.32,328.60,313.67
316.38,327.16,329.34,313.41
323.88,316.07,326.26,315.57
316.72,321.59,321.60,308.43
326.00,326.90,329.00,322.00
327.48,339.26,339.26,322.00
337.11,327.74,340.00,326.32
328.84,333.80,333.91,326.36
343.00,349.11,352.25,335.79
346.03,351.91,353.37,346.03
347.69,345.12,353.21,344.69
335.00,332.50,338.84,327.10
337.00,341.85,341.85,333.10
344.17,346.33,347.22,336.11
343.22,343.73,345.45,340.07
342.32,346.16,348.03,335.13
349.65,352.00,353.42,344.97
341.33,332.84,345.00,331.43
337.50,341.61,343.55,336.41
344.39,348.30,349.20,341.05
346.10,346.68,349.36,344.70
345.13,348.37,348.97,342.50
344.69,341.86,347.99,341.86
341.27,338.11,344.76,336.70
339.58,342.80,344.95,332.22
328.05,333.00,337.16,326.75
334.09,331.52,337.02,331.36
329.56,320.22,329.79,320.21
320.20,320.57,325.86,320.20
330.00,328.97,333.78,326.00
329.27,331.77,334.52,325.00
344.08,343.82,345.00,335.11
340.99,340.96,347.96,337.99
345.00,347.05,349.98,342.19
351.99,353.84,354.45,348.00
353.50,354.68,356.00,351.22
354.13,356.92,356.92,348.55
353.57,348.88,357.56,347.39
348.94,357.50,358.99,348.94
353.63,356.41,357.45,350.00
357.67,362.39,370.00,357.09
360.79,357.12,360.79,355.10
360.22,373.22,374.54,360.22
375.67,378.18,378.18,371.43
380.00,365.02,380.00,364.04
373.97,384.74,388.30,372.00
384.78,391.88,391.88,379.60
393.25,386.21,394.66,384.00
385.87,388.17,391.37,381.75
387.34,384.34,387.74,384.34
385.28,378.61,385.36,377.13
381.24,381.49,382.54,377.43
379.99,368.24,379.99,361.17
375.01,374.99,377.76,368.51
373.42,383.89,386.96,369.59
379.57,383.73,385.67,372.41
385.01,374.58,385.01,372.89
375.00,378.79,380.85,372.33
382.12,381.65,383.66,376.17
378.97,379.95,380.00,373.64
378.62,381.70,384.00,374.16
377.47,381.70,383.76,376.07
384.37,377.74,384.37,376.27
376.04,381.66,383.53,374.79
381.01,382.98,384.00,381.01
383.70,384.19,384.81,381.05
384.50,382.61,385.92,380.53
382.84,387.51,391.36,378.39
386.50,384.73,386.50,380.93
385.62,383.40,385.99,380.00
383.12,385.92,386.99,380.00
381.03,394.71,396.72,381.03
396.32,395.94,399.69,391.96
400.00,399.98,403.41,396.02
399.25,399.56,401.99,398.25
404.25,411.24,418.93,404.25
409.20,408.29,411.18,406.02
406.39,408.63,412.93,406.00
407.44,412.74,418.40,407.44
414.75,410.00,414.80,408.75
406.00,407.80,409.90,406.00
411.30,412.98,413.49,408.65
410.17,407.63,410.17,405.44
409.00,406.64,417.50,404.10
406.00,411.70,412.95,406.00
412.35,412.62,418.35,409.52
413.65,418.57,431.74,413.65
417.00,410.01,417.00,409.89
409.57,410.13,412.24,408.98
408.60,410.00,414.60,408.60
406.50,413.00,414.04,405.00
411.67,410.64,415.00,407.69
412.56,410.51,412.56,409.50
412.21,409.07,412.21,408.00
410.78,410.01,412.00,406.84
407.54,400.09,408.29,398.57
397.95,393.21,397.95,392.00
396.00,397.65,401.68,396.00
398.16,399.36,402.00,394.01
403.91,402.02,408.28,398.18
403.50,405.57,407.00,403.50
406.90,415.28,416.65,404.11
416.44,411.53,419.50,410.20
410.46,409.76,414.19,408.56
409.76,411.01,414.89,405.77
411.02,414.99,415.05,407.03
413.95,411.14,415.95,409.81
411.28,411.22,418.28,409.98
406.30,411.27,412.81,405.63
411.37,411.29,413.33,405.38
413.64,415.46,416.72,410.02
414.14,410.41,414.14,408.20
408.36,408.52,410.00,405.05
405.74,404.00,409.25,401.71
406.05,402.85,406.05,401.41
402.00,417.87,419.63,401.57
418.00,418.47,420.14,415.16
415.81,416.66,420.93,414.66
416.19,416.67,419.98,414.69
408.00,410.99,414.12,406.00
411.00,405.53,414.77,400.44
408.65,405.73,409.00,404.18
405.42,409.96,411.51,404.54
408.00,406.04,408.99,405.72
407.33,410.34,410.34,405.08
411.24,410.99,414.17,408.09
409.99,407.62,409.99,405.99
404.95,402.56,406.90,401.02
407.25,407.90,408.00,402.66
402.75,405.84,408.80,402.67
405.76,406.00,406.86,401.77
410.09,406.56,414.00,402.00
408.06,413.08,413.87,405.41
415.15,413.61,417.90,410.50
409.20,406.33,413.37,403.02
405.97,404.60,411.50,401.64
404.14,405.94,408.30,400.68
406.71,412.83,415.00,404.91
409.85,411.44,413.30,403.80
411.14,407.66,414.71,406.26
403.97,404.31,407.00,401.14
401.10,405.73,409.03,401.10
408.00,407.04,411.99,405.26
406.11,407.47,410.97,405.13
404.08,405.06,409.88,400.70
403.53,405.20,407.43,403.53
405.84,405.13,409.90,402.16
405.13,401.00,408.99,400.03
400.66,403.00,412.03,399.53
402.99,390.62,402.99,383.04
389.00,388.59,395.11,385.21
387.48,382.32,387.48,374.94
383.21,388.37,388.98,377.47
387.09,389.00,393.96,383.49
391.21,390.00,394.48,389.05
387.80,390.11,393.01,385.17
391.69,391.48,394.00,386.78
385.00,380.81,385.00,378.00
382.76,379.01,383.43,375.00
377.47,382.34,386.23,374.00
382.16,386.93,387.66,382.16
388.56,391.79,392.00,388.00
389.78,389.66,391.44,386.00
391.98,382.21,391.98,379.20
383.46,370.62,383.46,370.01
372.06,365.25,381.02,360.00
366.40,374.00,375.89,365.86
373.18,376.25,378.80,370.51
375.72,377.82,379.94,375.00
379.83,378.61,382.84,378.50
378.43,378.92,382.00,372.00
378.00,368.91,378.00,367.67
372.36,371.97,377.34,367.55
368.93,368.60,372.08,365.73
370.00,371.27,373.60,368.00
373.78,371.87,374.23,368.51
369.85,373.83,373.97,368.00
378.50,386.39,386.72,375.90
387.00,389.00,389.72,378.49
386.63,391.32,392.42,385.02
389.28,386.39,390.00,385.30
383.80,380.19,384.34,378.58
380.35,377.59,381.49,374.05
381.45,383.16,385.63,380.00
383.70,380.15,384.95,380.00
379.20,378.79,381.60,376.33
379.00,384.00,384.67,375.03
382.42,380.04,385.12,380.00
381.14,381.10,385.50,380.20
382.12,384.56,386.45,381.62
383.55,378.66,384.50,378.07
376.67,375.68,378.00,368.83
372.19,371.61,376.16,368.20
372.51,367.90,374.70,367.50
370.00,364.68,371.00,362.13
368.78,371.23,373.10,364.87
371.08,371.86,372.36,366.20
371.92,371.00,372.76,367.63
370.19,375.75,377.00,366.22
376.20,368.66,378.30,367.39
370.16,373.60,376.23,368.00
377.47,385.94,386.00,373.50
384.56,381.93,389.00,380.87
384.65,392.12,400.00,382.22
391.99,397.16,402.73,391.99
397.84,388.20,397.84,388.20
389.00,388.99,391.30,383.00
385.20,377.88,386.70,371.36
378.00,367.39,382.72,364.98
367.08,371.06,374.68,367.08
370.00,376.99,377.40,367.03
378.37,380.99,381.83,375.04
381.06,380.00,381.70,375.40
378.11,372.75,380.43,371.64
373.03,378.52,378.52,373.03
376.08,370.00,376.08,369.20
368.15,371.82,372.92,365.98
371.13,364.03,374.00,364.02
365.00,360.75,367.73,360.00
362.48,357.43,362.48,355.00
355.60,352.75,358.55,350.01
354.01,351.40,356.02,350.22
354.50,355.79,359.13,352.05
356.25,351.00,358.00,351.00
354.98,355.11,359.03,351.22
355.89,354.74,355.98,351.00
353.14,366.39,366.75,351.02
364.76,370.65,374.56,364.76
370.33,368.30,372.20,365.01
366.70,373.01,375.00,362.73
373.54,378.95,383.46,373.01
380.54,371.85,380.54,367.62
370.52,374.94,376.37,366.12
373.90,379.00,381.99,373.90
379.00,373.11,379.80,370.21
379.94,375.93,379.94,370.46
372.70,375.04,377.70,371.24
376.00,374.23,384.64,372.00
374.00,373.59,375.65,371.18
375.27,373.22,378.27,372.23
370.39,365.06,373.04,361.77
364.40,372.51,373.94,359.92
372.30,374.53,387.37,371.50
374.51,374.16,381.03,370.52
374.04,381.32,381.34,373.12
379.39,374.80,383.42,374.03
374.39,377.50,379.93,374.39
377.69,374.99,379.73,370.99
375.00,376.11,376.63,369.41
377.30,370.53,377.30,368.83
372.50,370.18,375.07,368.80
373.00,370.00,373.71,368.00
370.30,369.98,374.00,368.01
369.34,371.73,376.86,368.86
372.87,371.00,374.83,369.78
368.64,359.58,372.57,357.16
359.75,357.51,364.00,356.23
353.60,354.00,356.00,351.00
354.86,353.88,359.00,350.00
354.27,352.03,355.00,350.68
354.45,352.67,354.45,350.50
350.28,353.61,354.79,348.00
352.29,364.30,364.47,352.29
364.37,369.85,374.00,362.00
368.81,370.04,372.98,364.82
370.38,373.90,374.08,370.38
368.95,355.94,371.79,355.27
357.94,349.52,359.00,349.52
347.04,349.51,352.13,347.04
349.00,344.56,349.00,343.76
344.16,346.43,347.78,343.93
345.00,337.52,347.59,337.52
339.24,336.82,340.00,335.01
335.51,328.49,336.00,326.55
331.78,337.47,338.48,330.26
335.93,338.38,339.60,332.02
338.52,340.14,340.14,336.45
341.41,341.55,342.50,341.06
340.71,349.91,349.96,338.75
346.39,354.34,354.61,345.19
352.00,355.61,357.39,348.07
358.40,363.04,364.98,349.50
361.90,363.45,364.79,358.07
364.12,360.54,368.10,358.00
360.54,359.56,366.25,356.22
361.43,361.72,363.98,358.46
360.29,362.26,363.67,357.61
364.41,358.16,364.41,355.00
356.83,352.75,356.83,345.04
353.55,353.92,354.35,348.00
356.50,354.48,357.01,352.99
354.71,342.52,354.71,341.00
336.00,345.22,345.89,336.00
345.55,352.68,354.00,344.20
352.00,353.39,354.20,350.00
352.36,364.50,369.46,350.00
369.45,382.50,389.95,369.45
384.12,389.00,389.95,382.50
387.28,387.88,389.64,385.50
389.68,379.38,390.07,377.77
380.80,389.00,389.97,379.39
388.16,383.50,388.77,381.16
382.99,390.02,392.00,381.17
397.00,397.02,399.00,390.69
397.53,392.71,398.29,392.47
393.00,403.54,406.49,390.00
406.82,398.91,407.90,390.01
398.27,400.85,402.98,395.01
403.00,399.99,403.00,398.18
404.99,399.99,404.99,395.28
402.36,400.84,404.56,398.00
401.65,397.05,404.80,395.09
396.40,394.48,397.63,391.58
397.00,394.05,397.00,391.00
396.42,400.00,400.00,392.19
397.92,399.46,403.00,396.00
404.25,400.90,404.99,398.02
400.44,399.85,402.50,398.03
401.38,402.08,403.35,398.02
403.00,397.82,403.00,397.50
396.25,373.99,396.28,372.01
391.99,370.41,391.99,368.06
368.92,369.42,372.50,366.00
368.00,368.88,371.98,366.62
370.67,369.99,372.50,368.86
370.00,365.41,370.00,365.00
367.50,367.48,371.48,365.12
366.96,371.40,372.50,365.11
371.40,368.11,371.99,366.47
370.00,367.22,372.50,367.01
369.80,368.97,372.50,365.10
368.00,367.31,370.22,366.30
369.23,365.20,370.94,365.16
365.71,367.78,368.50,365.10
369.41,375.79,377.41,366.03
375.20,376.99,378.98,375.20
384.99,378.12,390.69,378.00
380.00,384.57,391.93,380.00
388.54,383.25,391.97,382.01
386.00,373.83,389.99,373.02
376.26,380.90,386.55,374.35
378.90,385.05,392.00,378.90
385.85,374.38,389.56,373.00
372.01,374.26,377.05,370.06
374.14,369.31,374.97,368.35
374.40,374.15,375.89,371.15
375.00,378.68,379.79,374.79
376.97,382.98,386.00,376.97
386.96,385.11,388.32,374.11
385.11,385.08,391.00,382.36
387.68,384.15,388.36,380.16
382.39,385.64,390.69,380.00
385.00,389.57,392.00,384.02
387.10,385.12,391.96,383.20
385.47,385.22,390.12,385.00
384.94,384.77,390.00,383.09
384.87,384.06,388.85,382.01
380.33,384.05,385.71,380.01
382.15,383.70,387.89,382.15
383.70,376.29,387.69,375.00
376.29,374.33,379.53,372.00
373.01,373.06,376.40,367.50
374.02,373.19,375.52,368.40
374.49,377.46,387.00,371.61
380.22,375.75,380.25,374.00
375.50,373.24,381.49,371.75
372.60,376.76,377.55,372.21
372.53,374.38,375.99,370.61
373.77,384.04,385.00,373.77
384.04,385.51,385.51,380.22
385.11,383.52,387.00,383.12
387.67,386.40,387.67,384.15
384.66,385.29,392.00,383.00
381.15,374.80,383.50,373.15
376.36,374.00,380.11,370.84
371.06,373.54,375.99,370.05
373.53,372.47,378.00,370.02
375.31,378.92,382.51,373.03
379.25,380.20,383.65,375.86
384.24,380.07,384.24,376.96
379.63,381.50,386.94,379.63
383.70,385.79,387.00,380.00
385.01,383.27,387.74,380.00
386.10,385.56,388.25,382.64
383.96,387.28,389.79,383.00
384.91,385.09,389.60,384.91
387.48,391.96,391.99,385.91
394.75,400.82,406.50,392.00
402.15,400.97,405.00,399.00
402.52,402.97,403.99,398.27
402.00,402.78,403.00,399.78
402.35,402.02,403.00,400.00
403.00,404.50,404.51,400.19
404.77,402.05,404.99,400.00
401.49,402.50,404.84,398.10
402.04,404.99,405.65,402.00
402.68,402.74,403.50,398.12
401.00,405.48,406.00,400.86
406.00,404.00,407.00,401.32
402.90,404.16,404.99,400.50
405.00,403.86,407.00,401.51
402.55,403.28,405.99,400.01
400.14,399.76,403.89,398.13
404.10,404.88,410.00,400.00
403.36,400.89,403.36,398.31
401.03,399.12,401.03,398.31
398.00,402.55,404.00,396.94
404.80,408.63,410.00,401.81
408.58,411.56,416.15,405.01
411.70,408.60,415.44,407.93
410.01,407.39,412.18,405.05
408.75,410.30,414.89,406.41
412.16,411.26,415.90,407.31
408.11,409.22,412.25,407.00
412.25,410.67,412.25,409.75
411.75,411.96,412.25,409.70
412.25,408.17,412.25,407.14
410.98,405.00,410.98,403.69
406.53,404.48,407.34,400.02
404.26,405.01,408.29,403.21
402.18,403.34,406.00,402.18
