SYN,Synthetic Biologics,NASDAQ
1.70,1.65,1.71,1.65
1.66,1.79,1.79,1.66
1.80,1.70,1.82,1.69
1.70,1.70,1.87,1.65
1.70,1.72,1.74,1.70
1.70,1.72,1.74,1.70
1.70,1.67,1.74,1.61
1.70,1.69,1.71,1.63
1.70,1.67,1.74,1.65
1.71,1.70,1.73,1.62
1.67,1.67,1.67,1.62
1.65,1.64,1.65,1.62
1.60,1.63,1.64,1.60
1.62,1.62,1.65,1.60
1.58,1.42,1.62,1.41
1.45,1.49,1.60,1.40
1.50,1.53,1.60,1.50
1.59,1.68,1.68,1.51
1.65,1.57,1.66,1.55
1.57,1.62,1.65,1.57
1.57,1.64,1.65,1.57
1.65,1.64,1.66,1.61
1.62,1.64,1.65,1.57
1.62,1.65,1.68,1.62
1.66,1.62,1.66,1.59
1.61,1.60,1.61,1.50
1.60,1.63,1.63,1.52
1.57,1.52,1.59,1.49
1.53,1.58,1.59,1.50
1.53,1.54,1.58,1.50
1.54,1.49,1.57,1.47
1.48,1.52,1.53,1.47
1.51,1.50,1.52,1.41
1.50,1.50,1.57,1.45
1.53,1.55,1.55,1.47
1.62,1.45,1.62,1.44
1.45,1.50,1.50,1.43
1.50,1.46,1.50,1.43
1.46,1.47,1.49,1.43
1.48,1.45,1.50,1.42
1.47,1.44,1.54,1.43
1.50,1.48,1.51,1.42
1.45,1.50,1.50,1.45
1.49,1.57,1.57,1.45
1.57,1.54,1.64,1.49
1.54,1.55,1.63,1.54
1.55,1.55,1.58,1.53
1.55,1.57,1.57,1.53
1.65,1.53,1.65,1.53
1.58,1.56,1.58,1.55
1.63,1.57,1.63,1.57
1.58,1.54,1.58,1.53
1.57,1.54,1.59,1.51
1.50,1.58,1.58,1.50
1.54,1.61,1.61,1.54
1.59,1.58,1.59,1.52
1.54,1.58,1.58,1.49
1.58,1.58,1.58,1.51
1.57,1.56,1.57,1.52
1.55,1.53,1.59,1.53
1.55,1.59,1.59,1.52
1.58,1.57,1.58,1.55
1.55,1.54,1.59,1.53
1.57,1.57,1.59,1.55
1.57,1.58,1.59,1.57
1.58,1.55,1.58,1.55
1.56,1.55,1.60,1.55
1.56,1.67,1.68,1.56
1.69,1.71,1.80,1.67
1.97,1.68,1.97,1.65
1.68,1.80,1.81,1.68
1.80,1.80,1.80,1.70
1.78,1.80,1.85,1.77
1.82,1.85,1.90,1.82
1.82,1.85,1.90,1.81
1.83,1.75,1.89,1.75
1.75,1.72,1.84,1.72
1.72,1.72,1.78,1.70
1.70,1.66,1.77,1.60
1.64,1.61,1.64,1.58
1.60,1.63,1.85,1.57
1.63,1.60,1.63,1.56
1.52,1.59,1.59,1.52
1.58,1.60,1.60,1.56
1.61,1.56,1.64,1.55
1.56,1.64,1.64,1.56
1.62,1.63,1.64,1.62
1.63,1.63,1.63,1.56
1.65,1.60,1.67,1.55
1.65,1.51,1.65,1.50
1.50,1.49,1.60,1.49
1.49,1.52,1.54,1.49
1.55,1.50,1.55,1.50
1.58,1.48,1.58,1.48
1.48,1.45,1.51,1.45
1.48,1.51,1.57,1.46
1.57,1.49,1.57,1.49
1.51,1.45,1.54,1.43
1.47,1.47,1.54,1.38
1.50,1.40,1.50,1.36
1.41,1.46,1.49,1.41
1.49,1.48,1.55,1.43
1.53,1.49,1.53,1.45
1.52,1.43,1.52,1.41
1.45,1.36,1.45,1.34
1.37,1.26,1.38,1.23
1.19,1.27,1.28,1.17
1.28,1.31,1.31,1.23
1.35,1.34,1.36,1.28
1.34,1.31,1.34,1.25
1.27,1.27,1.31,1.24
1.27,1.27,1.27,1.19
1.25,1.28,1.30,1.20
1.30,1.26,1.30,1.20
1.25,1.18,1.26,1.18
1.18,1.20,1.20,1.13
1.20,1.18,1.25,1.15
1.20,1.23,1.23,1.17
1.30,1.25,1.42,1.20
1.32,1.35,1.43,1.28
1.30,1.27,1.35,1.20
1.02,1.04,1.13,0.95
1.05,1.02,1.05,1.00
1.02,1.00,1.02,0.99
1.01,1.07,1.13,1.00
1.10,1.11,1.16,1.07
1.08,1.11,1.12,1.08
1.14,1.16,1.20,1.09
1.22,1.37,1.45,1.20
1.40,1.49,1.53,1.40
1.52,1.56,1.58,1.42
1.54,1.55,1.70,1.53
1.60,1.53,1.60,1.50
1.54,1.53,1.59,1.48
1.53,1.61,1.65,1.48
1.65,1.69,1.73,1.62
1.75,1.89,1.89,1.71
1.90,1.82,2.01,1.70
1.85,1.77,1.87,1.66
1.75,1.85,1.85,1.70
1.88,1.87,1.93,1.81
1.88,1.76,1.88,1.72
1.80,1.74,1.88,1.66
1.80,1.92,1.94,1.71
1.98,1.88,2.04,1.84
1.86,1.87,1.96,1.84
1.90,1.87,1.97,1.85
1.87,1.85,1.90,1.75
1.85,1.96,1.96,1.80
1.92,1.93,1.96,1.80
1.93,1.71,1.93,1.64
1.69,1.74,1.85,1.66
1.75,1.79,1.81,1.75
1.75,1.90,2.00,1.75
1.85,1.99,2.03,1.83
1.99,1.88,1.99,1.83
1.93,1.93,2.04,1.88
1.90,1.87,1.92,1.73
1.90,1.82,1.93,1.78
1.83,1.89,1.90,1.79
1.93,1.92,1.98,1.86
1.94,1.96,1.98,1.83
1.96,1.92,1.98,1.86
1.89,2.30,2.46,1.88
2.49,2.44,2.80,2.32
2.49,2.65,2.70,2.45
2.79,2.72,2.89,2.62
2.74,2.69,2.74,2.40
2.73,2.64,2.76,2.58
2.70,2.73,2.74,2.55
2.76,2.90,3.05,2.70
2.91,2.79,2.96,2.73
2.71,2.76,2.80,2.62
2.71,2.70,2.80,2.52
2.56,2.64,2.68,2.51
2.66,2.76,2.85,2.62
2.73,2.90,3.02,2.73
2.92,2.76,2.95,2.65
2.80,2.72,2.84,2.67
2.77,2.81,2.90,2.67
2.83,2.78,3.00,2.70
2.75,2.90,2.90,2.72
2.93,2.95,2.95,2.77
2.99,3.13,3.20,2.98
3.16,3.05,3.18,2.99
3.05,3.15,3.16,3.00
3.33,3.45,3.64,3.25
3.47,3.40,3.55,3.35
3.33,3.26,3.46,3.20
3.25,3.16,3.29,2.88
3.16,3.02,3.21,2.88
3.02,2.72,3.04,2.59
2.72,2.60,2.74,2.45
2.60,2.63,2.65,2.36
2.70,2.57,2.75,2.53
2.56,2.56,2.69,2.50
2.58,2.51,2.59,2.37
2.50,2.45,2.53,2.38
2.50,2.33,2.60,2.25
2.30,2.23,2.33,2.17
2.27,2.30,2.38,2.18
2.30,2.34,2.41,2.28
2.39,2.48,2.56,2.26
2.40,2.54,2.66,2.31
2.65,2.57,2.82,2.46
2.50,2.48,2.64,2.31
2.48,2.49,2.57,2.45
2.50,2.52,2.60,2.42
2.50,2.88,2.90,2.50
2.90,2.97,3.04,2.88
3.04,2.91,3.09,2.88
2.90,3.09,3.16,2.82
3.04,2.84,3.09,2.81
2.89,2.91,3.08,2.71
2.93,2.10,3.03,2.00
1.90,1.45,2.10,1.21
1.47,1.44,1.65,1.40
1.46,1.30,1.51,1.30
1.33,1.42,1.44,1.28
1.42,1.30,1.47,1.30
1.35,1.36,1.42,1.31
1.36,1.27,1.40,1.22
1.33,1.28,1.33,1.21
1.33,1.30,1.34,1.27
1.31,1.26,1.33,1.25
1.28,1.16,1.29,1.16
1.31,1.46,1.48,1.25
1.50,1.41,1.51,1.37
1.42,1.44,1.48,1.41
1.43,1.37,1.43,1.32
1.36,1.30,1.38,1.30
1.34,1.37,1.38,1.30
1.35,1.35,1.39,1.34
1.38,1.31,1.41,1.31
1.31,1.31,1.35,1.29
1.33,1.36,1.39,1.31
1.37,1.38,1.38,1.33
1.38,1.39,1.40,1.33
1.40,1.37,1.42,1.33
1.36,1.32,1.36,1.31
1.34,1.33,1.36,1.30
1.34,1.38,1.38,1.31
1.39,1.64,1.78,1.38
1.70,1.49,1.75,1.38
1.49,1.48,1.50,1.42
1.46,1.42,1.48,1.41
1.42,1.57,1.58,1.39
1.58,1.54,1.60,1.51
1.56,1.61,1.63,1.53
1.64,1.70,1.70,1.61
1.75,1.84,1.89,1.71
1.86,1.79,1.86,1.75
1.82,1.67,1.82,1.65
1.69,1.64,1.74,1.61
1.80,1.71,1.80,1.64
1.68,1.71,1.72,1.60
1.70,1.71,1.75,1.64
1.73,1.72,1.78,1.66
1.77,1.74,1.84,1.72
1.71,1.67,1.76,1.62
1.66,1.65,1.70,1.59
1.66,1.61,1.66,1.54
1.61,1.55,1.61,1.48
1.57,1.52,1.57,1.49
1.48,1.51,1.52,1.47
1.49,1.49,1.53,1.48
1.48,1.50,1.54,1.46
1.50,1.42,1.54,1.41
1.42,1.36,1.42,1.32
1.35,1.49,1.51,1.33
1.45,1.64,1.64,1.44
1.66,1.62,1.75,1.60
1.62,1.51,1.62,1.49
1.52,1.57,1.58,1.52
1.56,1.52,1.59,1.52
1.52,1.47,1.55,1.43
1.48,1.46,1.59,1.34
1.45,1.96,2.20,1.45
1.91,1.90,2.00,1.80
1.80,1.75,1.89,1.73
1.76,1.63,1.81,1.63
1.67,1.75,1.79,1.63
1.79,1.75,1.85,1.68
1.74,1.67,1.74,1.64
1.67,1.66,1.74,1.60
1.65,1.64,1.70,1.61
1.68,1.71,1.74,1.65
1.73,1.73,1.74,1.66
1.74,1.81,1.83,1.71
1.89,1.84,2.01,1.83
1.93,1.81,1.93,1.75
1.84,1.83,1.90,1.81
1.88,2.00,2.12,1.84
2.05,2.32,2.39,2.05
2.25,2.31,2.40,2.12
2.35,2.25,2.38,2.22
2.29,2.30,2.34,2.18
2.33,2.27,2.40,2.27
2.30,2.22,2.36,2.19
2.29,2.30,2.35,2.23
2.32,2.62,2.63,2.28
2.75,2.62,2.75,2.50
2.65,2.62,2.65,2.55
2.61,2.57,2.67,2.50
2.61,2.61,2.62,2.53
2.63,2.50,2.63,2.50
2.52,2.31,2.52,2.22
2.28,2.20,2.33,2.00
2.20,2.36,2.47,2.13
2.44,2.11,2.45,2.05
2.08,1.84,2.11,1.74
1.90,1.78,1.93,1.58
1.85,1.75,1.85,1.69
1.83,1.73,1.83,1.71
1.79,1.75,1.81,1.68
1.65,1.64,1.73,1.60
1.84,1.75,1.84,1.67
1.72,1.72,1.74,1.68
1.69,1.67,1.70,1.61
1.71,1.62,1.72,1.60
1.60,1.68,1.75,1.60
1.69,1.78,1.86,1.66
1.74,1.69,1.80,1.66
1.68,1.69,1.73,1.61
1.71,1.74,1.79,1.66
1.72,1.65,1.73,1.63
1.63,1.61,1.65,1.61
1.60,1.48,1.62,1.35
1.46,1.41,1.54,1.37
1.41,1.43,1.54,1.37
1.42,1.39,1.45,1.37
1.38,1.44,1.44,1.37
1.41,1.37,1.43,1.35
1.34,1.50,1.57,1.34
1.54,1.56,1.69,1.51
1.58,1.66,1.69,1.57
1.69,1.66,1.69,1.63
1.66,1.73,1.77,1.66
1.77,1.77,1.83,1.72
1.77,1.58,1.80,1.57
1.59,1.60,1.64,1.55
1.63,1.61,1.68,1.57
1.64,1.57,1.64,1.51
1.57,1.57,1.60,1.50
1.63,1.51,1.63,1.51
1.53,1.52,1.56,1.50
1.50,1.53,1.56,1.50
1.52,1.50,1.58,1.50
1.50,1.42,1.56,1.42
1.40,1.49,1.52,1.40
1.51,1.43,1.51,1.43
1.45,1.47,1.47,1.37
1.47,1.47,1.47,1.42
1.46,1.43,1.48,1.39
1.43,1.50,1.50,1.36
1.48,1.40,1.51,1.38
1.44,1.45,1.54,1.41
1.50,1.48,1.53,1.46
1.49,1.49,1.53,1.46
1.53,1.46,1.55,1.42
1.55,1.69,1.80,1.51
1.67,1.67,1.68,1.56
1.68,1.64,1.70,1.59
1.65,1.72,1.73,1.61
1.73,1.66,1.78,1.60
1.66,1.59,1.67,1.53
1.61,1.58,1.64,1.54
1.56,1.50,1.57,1.44
1.50,1.56,1.57,1.48
1.53,1.53,1.58,1.46
1.49,1.52,1.54,1.46
1.53,1.51,1.55,1.48
1.53,1.51,1.54,1.50
1.56,1.47,1.56,1.45
1.49,1.45,1.50,1.40
1.42,1.50,1.50,1.39
1.49,1.47,1.52,1.43
1.50,1.50,1.53,1.45
1.50,1.52,1.60,1.49
1.61,1.53,1.65,1.53
1.57,1.53,1.57,1.44
1.47,1.46,1.50,1.45
1.47,1.48,1.50,1.46
1.48,1.49,1.49,1.44
1.50,1.47,1.51,1.42
1.47,1.46,1.47,1.41
1.46,1.55,1.56,1.44
1.56,1.58,1.64,1.52
1.60,1.57,1.64,1.52
1.60,1.56,1.64,1.48
1.55,1.54,1.59,1.53
1.54,1.57,1.64,1.52
1.60,1.56,1.64,1.48
1.53,1.52,1.61,1.48
1.55,1.57,1.57,1.48
1.57,1.56,1.60,1.50
1.55,1.58,1.58,1.50
1.58,1.53,1.59,1.49
1.52,1.52,1.55,1.50
1.53,1.54,1.54,1.50
1.54,1.53,1.56,1.53
1.52,1.74,1.76,1.52
1.74,1.73,1.75,1.65
1.75,1.72,1.82,1.69
1.74,1.76,1.76,1.67
1.78,1.69,1.78,1.66
1.67,1.59,1.68,1.55
1.59,1.68,1.70,1.55
1.74,1.68,1.74,1.65
1.69,1.76,1.76,1.68
1.78,1.73,1.78,1.69
1.74,1.66,1.77,1.64
1.72,1.73,1.76,1.60
1.75,1.86,1.97,1.67
1.88,1.95,1.95,1.78
1.98,2.13,2.18,1.95
2.20,2.23,2.27,2.13
2.23,2.10,2.23,2.00
2.08,2.09,2.17,2.02
2.11,2.06,2.18,2.03
2.12,2.23,2.26,2.10
2.27,2.21,2.30,2.15
2.22,2.25,2.35,2.16
2.30,2.28,2.33,2.21
2.31,2.32,2.32,2.22
2.43,2.45,2.50,2.36
2.50,2.41,2.50,2.30
2.43,2.38,2.45,2.30
2.40,2.35,2.40,2.28
2.37,2.45,2.53,2.33
2.52,2.49,2.52,2.40
2.51,2.94,2.97,2.41
2.92,2.96,3.18,2.77
3.04,3.00,3.17,2.94
3.04,2.89,3.04,2.76
2.90,2.45,2.90,2.39
2.40,2.40,2.53,2.22
2.45,2.38,2.45,2.31
2.52,2.53,2.74,2.48
2.50,2.59,2.60,2.41
2.56,2.47,2.59,2.47
2.44,2.42,2.52,2.40
2.40,2.32,2.41,2.22
2.33,2.36,2.45,2.25
2.37,2.32,2.43,2.25
2.42,2.29,2.47,2.10
2.33,2.19,2.33,2.10
2.09,2.16,2.18,2.05
2.16,2.13,2.20,2.10
2.13,2.11,2.17,2.10
2.11,2.04,2.15,1.95
2.04,2.18,2.19,2.00
2.15,2.11,2.21,2.06
2.11,2.12,2.22,2.05
2.10,2.27,2.27,2.09
2.40,2.52,2.54,2.36
2.50,2.54,2.63,2.46
2.52,2.44,2.52,2.40
2.40,2.36,2.45,2.30
2.40,2.42,2.42,2.29
2.42,2.38,2.44,2.35
2.38,2.31,2.43,2.26
2.26,2.32,2.36,2.20
2.30,2.33,2.42,2.28
2.38,2.20,2.38,2.11
2.22,2.27,2.28,2.04
2.26,2.18,2.31,2.12
2.20,2.10,2.24,2.02
2.16,2.10,2.16,2.01
2.10,2.30,2.30,2.05
2.28,2.16,2.30,2.09
2.14,2.10,2.15,2.05
2.10,2.09,2.18,2.07
2.09,2.07,2.13,2.04
2.11,2.07,2.12,2.06
2.06,2.05,2.06,1.97
2.03,1.93,2.04,1.86
1.92,1.89,1.98,1.88
1.90,1.87,1.92,1.86
1.85,1.94,2.01,1.85
1.90,2.00,2.02,1.90
1.95,1.98,2.05,1.95
2.00,1.92,2.08,1.92
1.90,1.94,1.95,1.84
1.94,1.87,1.96,1.86
1.85,1.89,1.91,1.81
1.91,1.84,1.92,1.83
1.84,1.90,1.90,1.84
1.95,2.16,2.18,1.91
2.19,2.28,2.29,2.08
2.49,2.45,2.54,2.31
2.40,2.51,2.53,2.33
2.49,2.55,2.56,2.43
2.55,2.52,2.55,2.38
2.50,2.59,2.59,2.43
2.60,2.60,2.61,2.51
2.59,2.62,2.62,2.51
2.63,2.80,2.90,2.63
2.80,2.78,2.81,2.68
2.50,2.38,2.63,2.30
2.35,2.44,2.53,2.35
2.53,2.47,2.59,2.43
2.47,2.48,2.56,2.44
2.51,2.73,2.73,2.51
2.72,2.66,2.74,2.63
2.61,2.76,2.78,2.60
2.77,2.79,2.79,2.70
2.80,2.88,2.99,2.80
2.97,2.79,3.22,2.75
2.83,2.85,2.89,2.76
2.81,2.78,2.94,2.65
2.75,2.62,2.76,2.58
2.58,2.73,2.73,2.56
2.72,2.85,2.88,2.64
2.89,2.76,2.90,2.62
2.78,2.85,2.86,2.76
2.90,3.04,3.09,2.83
3.09,3.49,3.50,3.00
3.46,4.00,4.10,3.35
4.00,3.76,4.32,3.35
3.08,3.12,3.37,3.07
3.20,3.31,3.37,3.15
3.39,3.17,3.39,3.10
3.20,3.41,3.58,3.10
3.40,3.45,3.55,3.32
3.45,3.40,3.50,3.37
3.43,3.19,3.43,3.15
3.20,3.35,3.39,3.01
3.30,3.35,3.44,3.27
3.39,3.31,3.45,3.21
3.35,3.19,3.35,3.15
3.16,3.18,3.30,3.15
3.21,3.23,3.32,3.14
3.20,3.18,3.25,3.11
3.17,3.21,3.25,3.00
3.18,3.10,3.20,3.00
3.05,3.20,3.20,2.86
2.95,2.75,2.99,2.56
2.75,2.43,2.81,2.42
2.30,2.52,2.58,2.24
2.56,2.43,2.56,2.40
2.40,2.37,2.44,2.30
2.37,2.36,2.43,2.32
2.35,2.23,2.40,2.23
2.22,2.16,2.28,2.08
2.10,2.07,2.22,2.07
2.01,2.17,2.21,1.91
2.05,2.17,2.32,1.97
2.43,2.22,2.43,2.21
2.26,2.25,2.28,2.10
2.28,2.37,2.37,2.25
2.41,2.48,2.58,2.34
2.52,2.50,2.57,2.44
2.49,2.27,2.49,2.25
2.30,2.29,2.40,2.24
2.30,2.21,2.32,2.15
2.18,2.50,2.56,2.18
2.56,2.51,2.57,2.38
2.56,2.43,2.61,2.43
2.40,2.44,2.46,2.34
2.40,2.62,2.71,2.38
2.66,2.75,2.75,2.52
2.72,2.83,2.95,2.68
2.85,2.94,2.95,2.71
2.90,3.13,3.19,2.86
3.02,3.28,3.30,3.02
3.28,3.08,3.44,2.91
3.00,3.08,3.12,2.91
3.05,2.97,3.13,2.94
2.95,3.19,3.19,2.95
3.18,2.93,3.25,2.82
2.70,2.42,2.85,2.31
2.40,2.16,2.48,2.06
2.21,2.27,2.38,2.20
2.29,2.17,2.29,2.11
2.13,2.46,2.46,2.08
2.50,2.40,2.52,2.34
2.43,2.31,2.47,2.23
2.32,2.40,2.44,2.26
2.40,2.38,2.45,2.27
2.37,2.41,2.47,2.35
2.43,2.27,2.43,2.27
2.38,2.20,2.46,2.20
2.23,2.19,2.33,2.16
2.22,2.37,2.40,2.20
2.41,2.38,2.51,2.35
2.39,2.42,2.50,2.30
2.47,2.40,2.49,2.37
2.56,2.39,2.59,2.28
2.36,2.30,2.45,2.28
2.30,2.32,2.39,2.22
2.34,2.26,2.37,2.25
2.28,2.25,2.31,2.22
2.28,2.34,2.36,2.24
2.29,2.28,2.39,2.23
2.28,2.29,2.32,2.17
2.28,2.39,2.46,2.26
2.38,2.48,2.60,2.37
2.48,2.50,2.54,2.40
2.45,2.35,2.49,2.33
2.28,2.45,2.45,2.17
2.52,2.42,2.52,2.35
2.38,2.36,2.41,2.29
2.40,2.31,2.43,2.30
2.28,2.25,2.33,2.25
2.26,2.25,2.35,2.21
2.25,2.10,2.27,2.05
2.10,2.08,2.25,2.06
2.12,2.15,2.17,1.98
2.18,2.22,2.25,2.16
2.26,2.55,2.58,2.24
2.60,2.83,2.88,2.52
2.88,2.82,2.89,2.70
2.78,2.95,2.98,2.75
3.00,3.04,3.09,2.91
3.02,2.86,3.03,2.76
3.05,2.90,3.05,2.80
2.90,2.87,3.00,2.83
2.85,2.76,2.91,2.73
2.84,2.76,2.84,2.65
2.85,2.58,2.85,2.52
2.53,2.72,2.74,2.50
2.67,2.54,2.77,2.54
2.58,2.40,2.59,2.27
2.35,2.34,2.40,2.26
2.27,2.17,2.36,2.15
2.20,2.30,2.30,2.18
2.31,2.43,2.48,2.30
2.42,2.43,2.58,2.35
2.44,2.48,2.58,2.41
2.50,2.45,2.50,2.41
2.44,2.33,2.45,2.27
2.29,2.33,2.37,2.23
2.38,2.31,2.38,2.22
2.30,2.25,2.33,2.20
2.29,2.32,2.35,2.22
2.38,2.26,2.38,2.21
2.22,2.29,2.30,2.22
2.22,2.27,2.31,2.17
2.30,2.27,2.38,2.21
2.20,2.21,2.29,2.16
2.15,2.10,2.22,2.08
2.10,2.03,2.20,2.02
2.03,1.74,2.07,1.39
1.81,1.64,1.85,1.55
1.66,1.49,1.74,1.48
1.51,1.66,1.67,1.30
1.62,1.61,1.62,1.50
1.67,1.52,1.72,1.44
1.84,1.91,2.04,1.56
1.88,1.70,1.92,1.66
1.79,1.82,1.87,1.72
1.82,1.75,1.89,1.74
1.78,1.75,1.80,1.63
1.74,1.63,1.74,1.61
1.63,1.52,1.68,1.47
1.50,1.59,1.61,1.50
1.60,1.49,1.63,1.44
1.17,1.28,1.36,1.17
1.32,1.29,1.34,1.21
1.26,1.22,1.31,1.22
1.22,1.15,1.23,1.11
1.14,1.08,1.19,1.03
1.01,1.10,1.15,1.01
1.10,1.01,1.14,1.01
0.95,1.16,1.16,0.93
1.20,1.10,1.22,1.05
1.14,1.07,1.15,1.06
1.08,1.26,1.26,1.08
1.32,1.25,1.34,1.16
1.25,1.23,1.26,1.20
1.29,1.31,1.31,1.23
1.31,1.55,1.58,1.28
1.54,1.51,1.54,1.42
1.56,1.51,1.56,1.45
1.60,1.71,1.86,1.55
1.75,1.92,1.94,1.72
2.06,1.91,2.07,1.90
1.90,1.95,2.03,1.82
1.93,1.82,1.97,1.82
1.89,1.84,1.95,1.83
1.92,1.87,1.97,1.85
1.88,1.80,1.93,1.73
1.79,1.73,1.83,1.71
1.72,1.67,1.80,1.57
1.65,1.82,1.84,1.54
1.83,1.94,2.00,1.80
1.93,1.95,2.03,1.89
1.95,1.92,1.98,1.85
1.96,1.99,1.99,1.86
2.00,2.00,2.03,1.92
2.01,2.20,2.21,2.01
2.20,2.30,2.34,2.18
2.32,2.21,2.35,2.12
2.19,2.21,2.34,2.14
2.23,2.25,2.29,2.19
2.25,2.31,2.32,2.15
2.34,2.33,2.38,2.28
2.31,2.36,2.39,2.25
2.36,2.50,2.54,2.35
2.52,2.66,2.69,2.46
2.70,2.58,2.70,2.53
2.61,2.62,2.72,2.57
2.60,2.52,2.69,2.46
2.59,2.54,2.59,2.46
2.57,2.34,2.59,2.31
2.30,2.37,2.45,2.00
2.31,2.46,2.50,2.31
2.46,2.61,2.65,2.39
2.63,2.73,2.74,2.60
2.67,2.59,2.72,2.58
2.59,2.47,2.60,2.44
2.45,2.51,2.57,2.40
2.53,2.39,2.53,2.30
2.37,2.42,2.45,2.31
2.39,2.42,2.46,2.34
2.40,2.32,2.40,2.25
2.31,2.19,2.31,2.16
2.19,2.17,2.32,2.15
2.17,2.23,2.26,2.16
2.21,2.22,2.24,2.16
2.25,2.18,2.25,2.12
2.13,2.00,2.20,1.92
1.89,1.76,2.03,1.65
2.12,2.26,2.31,1.92
2.30,2.28,2.40,2.22
2.28,2.18,2.30,2.14
2.16,2.20,2.28,2.15
2.26,2.12,2.26,2.03
2.11,2.07,2.13,2.05
2.16,2.16,2.23,2.12
2.12,2.18,2.20,2.12
2.15,2.14,2.19,2.11
2.15,2.18,2.18,2.11
2.17,2.24,2.26,2.15
2.29,2.17,2.38,2.15
2.19,2.17,2.20,2.12
2.14,2.15,2.20,2.12
2.15,2.11,2.18,2.08
2.09,2.12,2.15,2.07
2.09,2.19,2.21,2.08
2.17,2.22,2.24,2.16
2.19,2.11,2.25,2.11
2.11,2.09,2.15,2.07
2.06,2.09,2.12,1.94
2.11,2.00,2.11,1.99
2.02,1.89,2.03,1.85
1.90,1.81,1.93,1.78
1.81,1.81,1.88,1.76
1.75,1.81,1.84,1.73
1.81,1.70,1.82,1.66
1.69,1.91,1.93,1.69
1.94,1.87,1.94,1.81
1.85,1.78,1.88,1.74
1.78,1.80,1.86,1.75
1.85,1.78,1.86,1.72
1.77,1.85,1.85,1.72
1.84,1.76,1.86,1.75
1.75,1.70,1.80,1.65
1.68,1.64,1.73,1.62
1.71,1.76,1.81,1.68
1.81,1.78,1.81,1.72
1.80,1.80,1.82,1.76
1.80,1.81,1.83,1.77
1.82,1.80,1.83,1.76
1.78,1.83,1.87,1.77
1.86,1.85,1.90,1.80
1.85,1.89,1.90,1.83
1.88,1.85,1.89,1.84
1.84,1.91,1.93,1.84
1.92,1.79,1.94,1.77
1.83,1.72,1.83,1.71
1.75,1.70,1.75,1.66
1.73,1.78,1.78,1.70
1.78,1.65,1.78,1.65
1.65,1.72,1.74,1.65
1.71,1.66,1.73,1.63
1.67,1.70,1.73,1.66
1.67,1.72,1.74,1.67
1.70,1.72,1.74,1.68
1.73,1.79,1.81,1.69
1.78,1.78,1.82,1.73
1.79,1.75,1.80,1.73
1.74,1.69,1.79,1.69
1.68,1.67,1.71,1.62
1.66,1.67,1.75,1.66
1.70,1.68,1.71,1.65
1.75,1.69,1.75,1.65
1.71,1.68,1.71,1.65
1.70,1.66,1.70,1.63
1.63,1.62,1.67,1.62
1.62,1.71,1.71,1.62
1.68,1.72,1.72,1.68
1.70,1.72,1.75,1.70
1.72,1.67,1.72,1.62
1.67,1.66,1.68,1.62
1.68,1.69,1.71,1.64
1.70,1.67,1.70,1.66
1.68,1.69,1.71,1.67
1.70,1.69,1.72,1.67
1.67,1.60,1.71,1.60
1.61,1.61,1.66,1.60
1.59,1.61,1.64,1.56
1.62,1.66,1.66,1.62
1.64,1.64,1.70,1.61
1.64,1.64,1.65,1.60
1.65,1.59,1.65,1.58
1.59,1.58,1.64,1.52
1.60,1.63,1.67,1.60
1.61,1.69,1.70,1.61
1.70,1.71,1.74,1.66
1.66,1.63,1.70,1.58
1.62,1.65,1.66,1.60
1.64,1.57,1.66,1.57
1.60,1.68,1.69,1.59
1.66,1.68,1.71,1.66
1.69,1.75,1.76,1.67
1.75,1.71,1.75,1.69
1.70,1.70,1.73,1.62
1.70,1.75,1.75,1.68
1.77,1.77,1.77,1.73
1.78,1.75,1.78,1.75
1.75,1.72,1.77,1.71
1.73,1.84,1.86,1.70
1.86,1.82,1.90,1.78
1.86,1.77,1.86,1.76
1.76,1.72,1.77,1.71
1.73,1.66,1.75,1.66
1.67,1.67,1.70,1.66
1.70,1.77,1.78,1.67
1.80,1.70,1.85,1.69
1.70,1.71,1.72,1.66
1.75,1.75,1.75,1.69
1.74,1.67,1.74,1.66
1.67,1.66,1.74,1.64
1.66,1.63,1.68,1.63
1.65,1.58,1.65,1.58
1.58,1.60,1.62,1.58
1.61,1.59,1.63,1.53
1.58,1.54,1.60,1.51
1.54,1.60,1.60,1.52
1.58,1.60,1.63,1.55
1.62,1.57,1.62,1.55
1.57,1.51,1.60,1.51
1.51,1.50,1.53,1.50
1.52,1.39,1.53,1.37
1.41,1.36,1.41,1.24
1.37,1.40,1.40,1.32
1.45,1.31,1.45,1.27
1.28,1.25,1.36,1.25
1.27,1.23,1.28,1.23
1.15,1.17,1.34,1.15
1.18,1.33,1.33,1.18
1.28,1.30,1.32,1.26
1.33,1.49,1.49,1.32
1.50,1.49,1.52,1.36
1.46,1.58,1.58,1.42
1.60,1.43,1.60,1.37
0.93,0.89,0.96,0.85
0.90,0.90,0.93,0.88
0.91,0.86,0.91,0.85
0.87,0.89,0.89,0.86
0.89,0.88,0.91,0.87
0.87,0.90,0.95,0.87
0.88,0.87,0.89,0.82
0.89,0.88,0.89,0.85
0.89,0.85,0.89,0.83
0.86,0.84,0.86,0.83
0.85,0.80,0.85,0.77
0.82,0.76,0.82,0.76
0.76,0.79,0.81,0.73
0.79,0.83,0.83,0.77
0.83,0.83,0.84,0.81
