CPA,Copa Holdings,NASDAQ
135.87,133.70,136.04,132.69
131.73,131.18,131.93,128.00
132.00,132.86,133.70,130.59
133.63,133.92,136.07,133.01
134.15,133.51,135.57,132.84
132.94,131.12,133.74,129.88
132.03,135.75,137.13,132.03
136.22,132.58,137.00,131.66
131.71,133.97,134.81,130.61
134.94,133.03,134.94,131.64
133.81,134.02,134.76,133.31
134.95,134.70,135.54,134.10
134.80,134.70,135.58,133.35
136.60,135.34,136.76,133.33
135.24,134.67,136.99,133.95
135.14,135.70,135.99,134.12
135.46,137.90,139.00,135.46
137.81,138.23,139.11,137.46
139.10,140.58,142.20,138.92
140.58,141.75,141.99,139.37
141.02,143.37,143.58,140.93
143.21,141.83,143.69,140.04
142.85,141.48,143.94,141.08
141.25,138.99,141.74,137.10
138.87,140.20,140.45,137.84
139.85,137.37,140.07,137.32
138.29,137.41,138.52,136.42
137.52,139.17,139.31,137.52
140.56,143.38,143.61,140.56
143.36,142.52,148.09,140.79
142.61,143.16,143.36,142.20
143.17,141.92,143.88,139.13
141.14,141.55,141.97,138.66
142.70,141.00,147.56,140.92
140.68,139.18,141.73,137.43
138.50,137.96,138.92,137.15
137.68,138.66,140.09,135.13
138.95,138.34,139.85,136.89
136.66,134.60,136.80,133.13
133.81,136.43,136.81,133.40
135.87,135.22,136.97,134.26
135.67,138.89,138.98,135.67
138.10,136.22,138.38,136.22
136.99,140.31,141.59,136.06
140.31,137.91,141.20,137.90
138.00,135.17,138.41,134.87
134.82,130.00,135.36,129.15
128.47,124.71,129.33,124.47
125.14,128.41,128.59,124.94
132.62,130.78,135.23,128.80
133.00,131.19,134.50,130.25
131.45,132.29,132.63,130.04
133.35,132.95,134.31,132.68
133.29,133.20,134.19,132.03
134.05,134.73,135.21,133.24
135.93,137.82,138.62,135.55
136.83,135.39,137.84,135.28
135.64,135.95,136.18,134.81
137.34,138.16,138.29,136.08
140.28,138.83,141.29,138.48
139.66,139.95,140.26,138.16
139.90,139.49,140.24,138.20
140.23,139.23,140.23,138.28
140.20,136.37,140.20,136.16
136.37,136.30,136.95,133.96
136.60,138.33,139.20,136.52
138.71,135.56,139.05,135.04
136.09,140.32,140.78,135.94
139.57,138.57,140.27,137.85
138.10,138.67,139.77,136.38
139.21,139.76,139.96,137.91
139.50,139.64,139.83,137.17
140.12,139.51,140.28,136.78
140.15,141.09,141.84,138.06
140.43,140.65,142.00,137.88
140.52,139.97,141.21,139.63
139.55,140.29,140.75,138.57
141.97,144.38,146.84,141.31
144.92,148.41,148.52,143.72
147.26,147.40,147.95,146.32
147.57,146.24,147.98,145.88
146.50,149.01,149.21,146.50
148.70,150.27,150.78,147.31
150.24,149.77,151.85,149.20
150.15,151.24,151.40,149.14
151.47,153.75,156.43,151.47
153.50,153.31,155.01,151.48
153.94,153.78,154.18,152.80
153.25,153.84,153.94,152.38
154.08,149.05,154.08,148.68
150.13,150.39,152.01,148.21
151.40,150.56,152.06,148.58
151.47,149.54,152.14,149.52
150.47,151.00,151.69,149.25
151.04,152.47,153.06,150.35
152.39,152.64,153.01,150.02
152.80,149.95,153.49,149.86
150.45,148.63,151.85,148.56
149.50,151.64,152.00,148.84
151.39,152.72,153.51,150.81
151.79,151.83,154.38,150.95
151.50,153.68,154.01,143.86
154.43,154.00,155.43,153.11
153.60,154.35,155.28,150.50
154.50,152.99,155.01,152.02
152.71,150.81,153.66,150.30
151.27,148.53,152.01,148.26
148.71,150.34,151.05,148.08
150.13,150.00,151.32,147.46
151.12,152.88,153.20,150.67
151.98,153.79,154.39,150.51
151.92,151.84,153.84,151.18
151.84,151.42,152.67,150.72
151.76,150.28,152.31,150.11
150.00,149.08,150.74,146.40
149.10,151.41,151.51,148.86
150.05,149.61,150.98,148.67
150.37,149.87,151.97,149.10
149.60,147.46,150.20,145.79
148.06,154.73,157.00,148.06
155.15,152.92,155.96,152.50
153.99,154.76,155.40,151.94
155.88,158.12,158.50,155.47
160.23,157.75,161.36,157.29
158.13,156.39,158.90,155.36
156.23,155.88,157.29,153.98
156.30,157.59,157.84,155.43
157.91,158.99,159.72,157.31
160.18,158.64,160.89,158.43
159.46,158.81,159.46,157.78
159.80,158.65,159.80,158.05
159.23,156.61,159.52,155.81
157.03,158.44,158.60,156.07
159.64,160.11,160.70,158.45
158.90,158.37,160.18,157.46
158.49,160.20,160.39,158.10
161.25,160.13,161.97,158.55
161.24,161.11,162.83,160.10
159.65,158.47,160.73,157.81
159.84,157.69,160.13,156.09
158.02,158.65,159.89,156.79
158.80,154.94,158.82,154.81
155.59,155.00,155.74,153.93
156.14,158.27,158.41,155.18
158.02,151.12,158.55,150.67
151.39,146.40,151.72,144.58
147.12,146.66,148.80,146.18
147.56,147.13,148.26,146.11
145.10,140.93,145.10,139.25
141.07,136.97,141.99,136.36
136.63,130.21,137.51,130.09
130.92,133.87,135.00,130.50
133.60,129.79,135.19,129.10
131.00,130.96,131.87,129.87
128.89,130.70,131.24,128.89
130.04,125.15,130.57,124.65
126.25,129.22,129.61,125.16
127.99,128.78,129.85,127.53
129.03,128.16,131.02,127.98
128.60,130.93,131.37,127.96
131.04,131.90,132.29,130.00
131.90,132.45,133.10,130.41
135.19,134.20,135.40,132.18
142.62,141.62,149.92,140.68
141.73,145.10,146.25,141.64
145.59,143.75,145.99,143.54
142.75,139.58,143.22,139.06
140.03,139.93,140.41,136.90
140.33,138.15,140.71,137.87
138.21,137.58,139.29,137.47
137.67,136.37,137.72,135.09
135.89,135.65,137.24,134.83
136.00,134.55,136.91,134.18
134.69,135.46,136.72,134.05
134.50,134.93,135.36,132.90
136.54,137.56,138.18,136.48
137.56,134.87,137.56,133.95
128.06,124.50,128.06,121.11
126.70,125.62,127.04,125.56
125.67,124.73,126.33,124.04
124.96,126.82,127.07,124.51
127.00,129.06,130.00,126.60
129.78,129.94,130.86,128.48
130.00,133.34,134.35,128.78
135.08,135.66,135.66,133.49
135.77,135.84,137.36,134.09
136.25,133.98,136.61,133.32
133.31,136.13,136.15,131.47
136.11,135.58,137.27,134.64
136.07,133.95,136.54,132.45
134.78,135.66,136.45,133.47
136.65,137.65,138.66,135.92
137.31,135.67,137.31,134.64
136.27,141.67,141.97,134.49
142.74,145.19,146.00,142.74
144.90,145.49,146.36,144.25
145.37,145.81,146.63,144.67
146.41,146.65,146.86,144.68
146.73,146.46,147.95,146.03
146.21,146.11,146.86,144.78
146.11,145.22,146.24,144.16
145.78,147.35,147.46,144.31
147.31,144.38,147.31,144.34
143.50,144.97,146.19,142.57
145.80,141.54,145.80,141.22
141.87,138.19,142.29,137.11
139.00,140.38,140.47,137.80
140.29,137.53,140.64,136.57
137.56,138.15,138.72,137.05
138.53,137.84,139.30,137.69
138.04,137.10,139.47,136.63
138.41,137.91,139.11,136.17
137.66,133.63,138.01,133.33
134.03,133.83,134.95,132.53
134.19,135.87,135.91,133.48
135.15,135.28,136.46,133.41
135.47,136.49,138.35,135.29
136.27,136.38,136.93,134.60
135.47,133.94,135.53,133.75
133.05,132.75,133.93,132.75
133.25,132.27,134.05,130.79
136.36,138.40,144.27,134.43
137.48,140.12,140.20,135.07
140.35,139.97,141.62,138.59
139.94,138.85,140.44,138.62
138.81,138.53,139.38,138.05
137.48,137.25,137.70,135.40
136.64,136.17,137.25,135.45
135.51,137.22,137.32,135.00
137.10,137.34,138.19,136.23
137.97,135.39,138.99,135.14
135.80,135.14,136.21,135.00
135.41,136.70,136.78,134.61
137.21,136.41,137.48,136.10
135.85,139.50,139.88,135.83
140.30,143.59,143.63,140.00
143.19,142.93,145.00,142.56
143.08,142.56,144.02,141.97
142.19,142.24,143.74,141.72
141.46,140.64,141.75,140.14
141.05,141.40,142.27,140.57
141.78,143.17,143.46,141.48
143.04,142.54,143.81,141.86
142.37,141.09,142.69,140.70
140.60,138.79,141.12,138.64
138.16,140.09,140.23,136.75
140.94,140.13,141.77,139.26
140.00,138.61,140.66,138.15
138.68,139.46,140.16,138.15
139.47,143.00,143.07,138.90
143.06,143.68,144.82,142.76
144.60,143.11,144.64,141.03
143.41,142.11,144.47,140.83
141.82,142.21,143.08,141.34
141.55,143.36,143.70,141.00
143.13,142.45,144.26,140.93
141.80,142.99,142.99,141.21
143.02,142.57,143.73,141.00
143.17,144.05,144.75,142.50
143.31,144.62,144.99,142.22
144.69,145.20,145.90,144.40
145.58,144.54,145.88,143.77
144.00,144.02,145.91,141.71
144.02,144.05,144.83,142.73
143.00,144.48,144.50,142.54
144.52,144.21,144.60,143.02
144.94,145.53,145.59,143.58
146.20,150.12,151.95,145.14
150.28,152.31,152.50,149.67
151.77,152.88,154.41,150.69
152.63,154.26,154.55,152.63
154.74,155.19,155.81,153.69
156.04,156.11,156.41,155.23
156.24,156.77,157.64,155.90
157.00,156.22,157.82,155.49
156.16,155.67,157.98,155.21
155.86,154.35,156.14,154.17
154.58,153.60,155.36,153.16
154.06,153.41,154.50,152.64
152.00,151.87,153.43,151.70
151.04,152.52,153.42,150.55
152.62,151.03,153.71,150.82
151.15,151.37,152.76,150.53
150.70,150.92,151.44,148.68
133.68,127.36,135.65,126.00
129.10,133.60,133.71,128.79
134.16,127.77,134.96,127.19
128.00,126.61,128.70,126.01
126.61,124.05,126.93,123.23
124.76,125.69,127.13,124.17
126.50,125.38,126.50,124.55
126.10,129.54,129.64,125.91
129.95,128.37,130.58,128.15
128.15,128.22,128.80,126.75
128.72,127.48,129.54,127.28
127.83,127.44,128.25,127.18
127.84,125.96,128.25,125.70
126.28,124.84,126.50,124.41
123.78,124.60,125.25,123.77
124.63,123.40,124.99,123.32
123.84,122.98,124.75,121.91
123.97,123.61,124.20,123.01
123.60,123.17,123.78,122.58
122.92,123.03,123.38,122.24
122.85,124.75,124.81,121.68
125.22,125.20,125.52,124.32
125.25,125.76,125.93,124.82
125.89,127.16,127.58,125.15
126.86,125.74,127.27,125.48
125.80,125.06,126.70,124.90
123.56,122.10,124.26,121.65
120.56,116.62,120.80,115.85
117.00,113.24,117.64,113.01
113.38,117.73,118.22,112.51
115.96,116.18,116.73,114.41
116.08,112.55,116.25,112.46
111.67,110.51,113.06,110.20
110.10,108.13,111.04,107.45
107.96,105.92,108.91,105.18
105.43,105.13,106.02,104.61
104.62,105.09,105.70,104.21
105.48,107.29,107.67,104.49
107.00,107.16,107.68,105.93
107.40,107.68,108.82,106.73
108.36,112.76,112.96,108.06
112.99,113.71,114.32,112.92
113.60,109.88,113.71,109.71
110.02,110.37,110.55,107.02
110.58,106.34,111.53,106.25
105.94,100.73,106.00,100.65
101.54,99.85,102.75,99.09
99.61,101.67,103.01,99.61
100.30,99.47,101.19,98.15
98.00,99.92,102.00,97.21
100.55,97.97,101.47,97.67
98.15,97.84,98.61,97.07
98.36,101.39,101.47,98.35
101.00,100.98,103.11,100.54
101.95,102.52,103.96,100.80
102.20,104.94,105.22,101.82
104.26,107.86,108.09,103.46
108.02,110.65,110.97,107.77
111.10,110.84,111.37,110.08
110.81,112.63,113.14,109.56
113.91,116.92,117.28,112.59
117.57,115.38,117.89,114.40
115.36,116.34,116.90,114.70
117.14,113.58,117.14,113.52
114.04,113.57,114.40,112.67
113.38,113.97,114.65,112.92
113.64,111.96,113.99,111.79
112.47,113.81,114.09,112.20
113.54,112.71,113.68,111.59
113.00,111.76,113.10,111.43
111.50,112.80,113.41,111.13
113.14,111.32,114.41,111.06
111.75,116.07,116.57,111.30
116.02,117.06,117.88,116.02
116.98,110.38,116.98,106.52
111.15,110.39,111.37,108.69
109.39,109.06,109.98,106.89
109.77,109.26,110.63,108.66
107.76,108.91,109.13,107.26
110.57,111.91,113.31,110.56
111.69,110.30,111.69,109.67
108.98,109.01,110.27,108.60
109.43,108.72,110.00,107.79
109.03,107.39,109.94,107.26
108.39,109.41,109.79,107.53
109.49,106.86,109.94,106.44
105.75,103.62,105.79,103.00
102.38,99.20,103.42,98.92
99.63,97.55,100.03,95.36
97.94,95.47,98.14,95.17
95.97,93.91,96.42,93.61
93.25,88.12,93.54,88.12
87.99,94.48,94.99,87.00
95.73,97.95,99.05,94.69
98.03,99.01,99.50,97.27
98.70,98.95,99.91,98.25
99.43,101.39,102.25,98.80
101.99,101.89,103.11,101.57
102.27,102.18,103.62,101.61
102.11,102.00,103.90,101.01
101.65,102.83,103.76,101.08
103.32,103.64,105.15,103.32
104.26,102.93,104.41,102.48
102.32,101.58,102.46,100.74
101.93,100.62,102.60,98.76
100.68,100.65,101.32,99.71
101.82,102.05,102.86,100.58
102.09,102.48,103.54,101.17
102.21,103.03,103.23,101.51
103.92,104.90,106.34,103.54
103.53,104.32,105.13,102.96
105.06,105.64,106.24,104.49
106.00,103.99,106.01,103.44
105.74,113.16,113.46,105.62
113.13,111.34,114.68,110.32
112.56,112.31,114.98,111.81
112.29,110.85,112.82,110.69
110.00,109.56,111.31,109.20
108.50,108.43,109.94,107.11
109.31,109.62,111.81,107.80
109.62,110.50,110.51,107.85
110.19,107.51,110.19,106.22
107.01,108.92,109.06,105.00
109.34,110.75,110.88,108.14
111.48,113.96,114.19,110.39
113.69,116.30,116.47,112.17
116.59,114.88,117.93,114.31
114.40,111.38,114.75,109.98
111.48,111.05,113.49,109.75
111.88,111.74,113.06,110.72
116.15,118.85,121.25,115.11
118.85,119.12,120.26,117.15
118.34,113.73,119.09,113.58
113.70,116.61,117.10,113.64
117.38,115.16,117.38,114.35
114.63,115.60,116.00,112.60
115.88,116.13,116.44,115.40
115.76,118.78,118.95,115.05
117.56,117.59,118.90,116.48
117.76,114.76,118.10,114.46
115.55,113.88,115.56,113.82
114.14,113.65,114.85,113.02
113.57,114.05,114.22,111.43
113.32,110.40,113.32,109.69
110.60,109.37,110.90,108.57
109.16,109.14,110.48,108.49
109.29,105.94,109.88,105.83
106.64,101.86,106.64,101.37
101.90,100.26,102.18,99.88
100.00,101.03,102.75,100.00
101.48,104.97,105.77,101.30
105.73,104.20,106.16,103.32
102.87,103.89,104.86,102.71
104.66,104.85,105.32,102.66
105.06,103.96,105.81,103.10
104.27,104.64,105.47,104.15
104.96,105.64,107.92,104.84
105.14,105.43,106.42,104.75
105.50,101.74,105.99,101.71
101.00,102.38,103.35,100.99
102.40,102.95,104.25,101.72
103.32,102.11,104.00,101.66
101.67,100.97,102.37,100.17
101.05,98.25,101.10,98.03
99.38,97.53,100.23,97.17
96.90,99.96,100.18,96.09
99.83,101.73,101.99,99.51
103.46,104.14,105.48,103.11
104.30,105.45,106.34,103.42
105.80,107.41,107.60,105.55
107.53,106.12,108.49,105.52
105.82,106.16,106.51,105.06
105.73,105.78,106.61,105.39
105.96,106.75,107.36,105.76
106.36,106.83,106.85,105.71
106.75,107.15,107.28,106.09
107.40,107.19,107.40,106.04
107.58,108.07,108.94,106.74
107.63,108.89,109.60,107.51
109.29,112.24,113.00,108.71
112.35,114.54,115.16,112.16
114.50,113.72,115.10,113.07
113.39,111.32,113.83,110.81
111.03,110.89,111.71,110.08
111.26,110.50,111.44,109.79
110.99,109.07,110.99,108.77
108.43,109.00,110.11,108.35
109.80,106.90,109.80,106.65
98.72,92.94,99.95,92.51
93.50,94.41,95.59,93.50
95.00,93.49,95.00,92.70
92.85,91.97,93.19,91.87
92.27,91.53,92.54,91.28
91.86,91.74,93.14,91.54
91.58,92.00,92.60,91.50
91.78,91.77,93.08,91.37
92.08,91.01,92.50,90.75
91.04,89.99,91.14,89.75
89.79,89.51,90.00,89.25
89.57,89.66,89.94,89.10
90.19,87.61,90.30,87.01
86.84,87.12,87.99,86.56
87.18,86.67,87.49,85.94
86.47,85.29,86.75,85.00
85.38,85.14,85.76,83.60
84.35,87.39,88.18,84.11
87.41,88.13,88.45,86.87
88.00,87.77,88.35,87.39
87.48,88.66,88.93,87.02
88.49,86.89,88.81,86.45
86.46,87.41,87.60,85.77
87.68,86.98,89.12,86.75
86.76,86.99,87.58,86.65
86.50,86.84,87.95,86.50
85.00,85.09,85.98,85.00
85.00,84.78,85.13,84.30
86.64,84.99,86.64,84.52
85.15,84.98,85.49,84.80
85.05,84.96,85.26,84.70
86.00,86.67,86.69,85.57
86.98,86.67,87.47,86.61
86.85,84.90,86.85,84.60
84.92,84.22,85.22,84.13
84.12,83.20,84.30,83.18
82.55,81.48,83.11,81.20
81.96,82.59,83.24,81.57
83.41,81.97,83.93,80.80
82.00,82.75,83.91,81.01
81.08,81.02,82.03,80.01
80.51,83.97,84.15,78.95
83.11,82.78,84.02,82.67
83.49,84.35,84.75,83.49
85.02,85.32,85.91,84.96
85.69,85.64,86.37,85.23
85.44,84.00,85.94,83.43
83.62,83.77,84.31,83.50
82.91,81.01,84.48,80.72
80.61,80.46,81.67,80.32
80.96,79.04,81.05,78.84
79.00,78.36,79.49,78.08
78.30,77.37,78.90,77.07
78.00,76.98,78.33,76.76
76.89,75.01,77.23,74.71
74.77,74.27,75.37,72.68
74.35,74.72,75.79,74.08
74.99,75.93,76.99,74.65
75.47,73.87,75.73,73.23
74.23,75.53,75.66,73.73
75.56,75.91,76.91,74.84
74.39,76.21,76.29,74.38
76.29,75.86,78.05,75.70
75.61,75.84,76.72,75.10
75.84,76.09,77.18,75.56
76.56,76.69,77.53,76.41
75.94,73.97,76.10,73.48
73.51,73.23,74.00,72.32
66.20,63.61,66.58,62.80
63.50,62.01,64.32,61.22
61.00,60.93,61.89,60.47
60.52,59.95,60.79,59.61
59.85,57.28,59.85,57.21
56.96,56.31,57.74,56.02
55.56,54.08,56.13,53.93
51.55,51.36,54.39,50.75
52.76,49.44,53.21,49.42
50.82,49.45,52.50,48.38
49.01,50.39,50.82,49.01
50.56,52.11,52.84,50.55
52.00,51.27,53.40,51.11
51.22,49.57,51.68,49.22
50.16,49.90,50.58,49.24
49.95,48.90,50.51,48.81
48.28,48.69,49.15,48.12
49.67,48.50,49.67,48.14
48.97,47.00,49.19,46.96
47.01,46.08,47.49,45.86
46.15,45.00,46.77,43.69
45.13,45.00,45.30,42.63
44.87,45.52,46.48,44.70
45.42,45.80,46.08,45.30
45.92,47.71,48.66,45.92
47.17,47.49,48.14,46.75
47.75,46.33,47.75,46.10
45.57,44.94,46.26,44.59
45.27,43.93,45.68,43.82
43.59,41.12,43.78,40.94
41.32,40.52,41.89,39.37
40.28,40.39,40.90,39.03
40.06,41.58,41.84,40.06
42.21,41.93,43.48,41.47
42.01,41.70,42.52,40.67
41.22,44.00,44.02,40.75
44.00,46.36,46.61,43.58
46.40,45.99,47.17,45.50
46.55,54.11,54.18,46.55
54.00,58.00,58.03,53.68
58.00,61.00,61.48,57.71
61.00,58.77,61.25,58.55
58.75,54.22,59.44,54.03
55.02,56.47,57.52,54.07
56.52,61.93,62.11,56.52
61.19,60.85,61.42,59.00
60.47,59.29,60.93,58.80
59.27,59.56,60.53,58.85
59.30,54.57,59.30,54.44
55.40,55.34,56.73,54.55
55.93,55.32,56.35,54.40
55.26,52.35,55.57,51.88
51.90,49.99,53.41,48.37
49.99,50.38,50.94,49.46
50.13,50.03,51.19,49.80
50.01,50.52,50.90,49.85
50.56,53.32,53.80,50.56
52.89,54.83,55.02,52.89
54.82,55.32,56.56,54.68
55.22,54.91,55.78,53.95
54.74,54.74,55.45,53.87
54.72,50.93,54.72,50.78
50.93,50.78,51.72,49.77
51.18,48.89,52.06,48.80
48.65,47.00,49.65,46.50
46.53,49.70,50.68,45.00
49.68,50.61,51.71,47.37
50.58,48.79,51.50,48.27
48.86,53.14,53.21,48.86
53.19,54.62,54.96,51.82
54.86,54.54,55.47,53.78
55.38,58.00,59.76,54.84
57.23,54.49,58.06,53.61
53.58,52.80,53.96,52.04
52.80,52.62,53.36,51.88
52.60,51.65,53.15,51.07
52.04,52.49,52.99,51.28
51.41,51.87,52.36,51.09
52.49,52.93,53.22,51.85
53.16,51.48,53.34,51.31
51.00,49.18,51.31,48.96
48.62,50.20,50.78,48.10
49.78,48.58,51.86,47.82
48.51,49.72,50.23,47.91
49.44,47.78,49.52,47.39
47.77,46.61,48.28,45.65
47.07,48.00,48.13,46.62
48.46,49.45,50.94,48.07
49.56,48.63,49.88,48.56
48.63,49.30,50.31,48.50
49.80,50.95,52.66,49.43
50.77,51.32,51.72,50.15
51.64,52.52,53.18,50.81
52.55,53.44,53.83,52.17
53.20,48.98,53.20,48.75
49.59,49.47,49.71,47.96
48.95,48.20,49.66,48.02
48.00,48.26,48.75,47.59
47.27,47.25,48.29,46.50
47.28,47.50,47.85,46.51
46.73,47.48,48.06,46.73
46.77,45.96,47.10,45.73
46.32,45.32,47.14,45.28
45.53,45.00,46.67,44.38
45.22,44.12,45.48,42.61
44.40,44.59,46.76,44.27
44.50,45.99,46.51,42.90
44.75,46.58,47.61,43.64
47.18,47.13,48.64,45.95
46.01,47.50,48.65,44.21
47.50,47.83,48.52,47.17
48.58,49.45,51.08,47.50
49.39,49.22,50.02,48.49
49.58,51.06,51.19,48.84
50.87,49.71,53.61,49.58
50.08,44.57,50.61,44.07
44.86,47.10,47.76,44.85
46.98,48.94,49.53,46.00
47.55,46.00,47.61,45.00
46.34,47.97,48.20,45.13
47.84,47.96,47.98,46.64
47.42,47.37,52.54,47.00
47.21,47.84,48.15,45.58
47.45,49.44,50.00,46.43
50.14,49.33,50.47,48.82
48.43,48.88,49.45,46.60
49.00,51.31,51.90,48.95
53.00,55.19,55.48,51.40
55.61,53.65,57.90,53.57
56.53,59.96,61.00,56.13
59.87,57.84,60.11,56.92
59.33,59.04,60.52,58.40
58.79,59.98,60.95,58.01
59.50,60.14,60.40,58.74
57.62,59.94,60.18,57.62
60.07,59.71,60.55,59.13
59.61,61.06,61.44,59.04
60.46,61.70,62.00,60.20
61.80,65.00,65.92,61.44
65.29,65.80,66.37,64.71
66.22,66.94,68.23,65.90
66.00,65.83,66.25,64.18
65.00,64.29,65.94,62.79
64.62,64.11,65.26,63.00
64.56,66.08,66.53,64.18
66.15,65.98,66.83,65.29
65.27,64.91,65.61,63.17
64.14,61.60,64.18,61.39
61.38,66.43,66.64,61.38
66.51,70.45,72.00,66.09
70.96,69.91,71.95,69.77
69.70,69.88,70.22,69.05
68.11,68.90,69.74,66.59
68.76,67.62,69.06,67.19
67.02,65.88,67.02,65.37
66.32,66.44,66.81,65.27
66.10,66.84,67.24,64.95
67.48,66.89,68.75,66.38
67.49,67.75,68.50,67.04
66.40,66.77,67.86,65.57
67.00,66.60,67.94,66.56
66.16,66.08,67.00,65.50
65.76,65.50,66.34,64.47
65.52,63.47,66.62,62.34
63.99,63.57,65.99,63.48
64.40,62.93,65.00,62.90
63.10,63.54,64.37,61.40
65.24,66.20,66.68,64.61
66.51,65.24,66.99,65.04
65.25,66.07,66.39,64.37
66.16,66.29,66.97,65.00
66.77,68.88,70.74,66.25
69.05,67.30,70.88,67.22
66.31,66.18,67.67,65.81
64.92,65.46,67.15,64.66
65.21,65.42,66.41,65.14
65.56,67.11,67.12,65.25
66.92,67.62,67.83,66.01
67.02,65.03,67.86,64.78
64.97,63.75,65.82,63.44
64.15,63.30,64.65,62.63
63.21,64.10,65.92,62.07
63.55,63.44,64.95,63.26
63.57,62.39,64.18,62.14
57.71,53.56,57.71,50.38
52.00,52.48,53.10,50.80
52.79,54.65,55.09,52.56
54.38,54.30,56.99,54.00
54.30,53.86,55.42,53.77
53.78,52.99,54.24,51.59
52.83,53.94,54.35,52.27
53.69,53.80,54.83,53.14
53.78,53.55,55.02,52.97
53.18,53.66,54.33,52.80
54.14,54.93,55.51,53.68
54.41,54.30,55.59,53.71
54.15,54.03,54.81,53.86
54.43,53.99,54.99,53.95
52.96,51.13,54.25,50.86
51.85,51.54,51.85,50.88
51.27,51.57,52.68,51.27
51.46,50.97,52.10,50.00
50.68,51.83,52.71,50.56
52.01,52.01,53.14,51.84
52.15,52.95,53.05,51.76
52.81,53.36,54.68,52.30
53.17,53.76,54.56,53.07
53.16,54.68,54.99,53.04
53.70,52.12,54.23,51.77
51.39,52.12,52.35,50.51
51.47,51.10,52.22,50.75
51.44,51.79,53.27,50.85
50.86,51.82,52.13,50.86
51.75,52.09,53.07,51.63
52.79,52.75,52.99,51.95
53.05,54.17,54.38,52.38
54.30,54.36,54.69,53.37
54.96,54.95,55.45,54.58
52.38,53.11,53.39,51.34
52.47,49.43,52.58,48.57
49.99,50.42,52.04,49.69
51.09,51.74,52.25,50.71
52.05,52.26,52.49,50.91
52.36,54.45,54.58,51.86
53.73,53.44,53.80,50.36
52.73,54.31,56.14,51.30
54.30,54.94,55.79,54.19
55.51,55.25,55.93,55.13
57.90,58.16,59.67,57.40
60.16,62.78,63.66,60.00
62.99,64.29,64.81,62.69
65.41,65.26,66.60,64.17
65.03,65.26,65.93,63.95
65.00,65.91,66.29,64.37
67.06,66.52,67.27,65.99
67.21,67.06,68.58,65.80
66.41,66.10,67.62,65.72
66.49,67.20,67.46,66.41
67.27,66.90,67.55,66.33
67.06,66.87,67.42,66.33
67.35,67.68,68.07,66.97
67.65,67.29,67.97,67.26
67.41,67.00,68.23,65.67
66.73,67.62,67.62,65.84
67.83,64.76,67.87,64.51
63.27,65.66,66.12,62.68
69.19,76.48,76.86,69.19
76.11,74.97,76.93,72.50
74.89,76.47,77.97,74.84
76.50,78.57,78.64,76.50
78.77,78.72,79.42,77.99
78.99,80.01,80.45,77.87
80.05,82.08,82.47,79.51
82.08,82.75,83.46,81.50
83.50,83.45,85.17,82.63
82.58,83.74,84.48,81.25
84.09,84.25,85.30,83.31
83.19,82.55,83.74,82.05
81.42,82.27,83.25,81.03
82.88,82.09,82.90,81.76
81.78,81.78,82.11,80.02
81.27,80.99,81.96,80.49
81.20,79.51,81.86,78.71
78.15,78.74,79.21,78.15
78.60,77.95,78.73,77.37
77.88,76.43,77.95,75.74
76.69,76.79,77.17,75.81
77.12,77.42,78.19,77.04
77.78,77.58,77.84,77.03
77.68,79.51,79.52,77.68
80.89,85.70,85.97,80.53
84.47,83.44,84.92,81.99
82.61,88.95,89.25,82.42
89.00,87.16,89.76,85.35
87.01,87.68,89.06,87.01
88.87,89.20,89.73,87.74
88.81,88.80,89.49,88.22
90.00,88.19,90.34,88.09
89.95,89.02,89.99,85.96
90.10,88.96,90.10,87.32
90.00,87.83,90.25,87.06
86.97,90.50,90.67,86.33
90.05,86.15,90.75,85.92
86.45,86.14,87.22,84.33
86.33,85.86,86.74,85.06
85.51,87.31,88.58,85.04
87.33,87.93,88.71,86.35
87.82,87.00,89.21,86.53
87.49,84.21,87.68,83.26
84.01,85.98,86.73,84.01
85.22,84.63,85.93,83.32
84.37,84.39,85.09,83.34
86.07,86.90,88.45,85.31
87.15,85.08,87.74,84.49
85.22,86.53,87.16,85.09
86.02,88.68,88.90,85.45
89.26,90.09,90.74,88.55
89.88,90.69,91.87,89.78
92.00,92.01,92.42,90.87
92.01,92.47,92.77,91.69
91.78,93.51,93.95,91.30
92.92,93.99,94.72,92.01
94.47,93.60,94.91,92.78
93.38,93.13,95.00,93.00
92.00,90.11,92.21,89.77
90.11,92.35,92.56,89.91
92.15,92.56,92.95,90.83
93.16,92.23,93.53,91.31
92.32,90.03,93.26,89.77
89.94,90.61,91.37,89.36
91.11,89.34,92.16,89.26
88.93,88.91,91.84,88.21
90.52,90.46,92.31,89.90
90.48,91.56,91.93,88.68
92.00,93.17,95.78,91.00
94.25,91.15,97.00,90.61
90.29,85.23,91.39,83.34
85.14,88.00,88.26,85.10
88.35,88.99,90.58,88.00
90.57,91.00,91.75,88.78
91.53,91.50,92.48,89.91
91.67,92.68,92.81,90.77
93.20,92.92,94.18,92.87
93.95,93.44,94.64,91.80
92.36,91.53,93.45,90.26
91.87,91.59,91.99,90.71
91.54,87.72,91.54,87.69
88.29,88.82,90.40,88.26
88.97,88.87,89.92,88.07
89.12,88.09,90.78,87.81
88.50,90.68,91.69,88.50
91.32,91.57,92.38,90.64
91.44,91.83,92.10,90.26
