MARK,Remark Media,NASDAQ
3.00,3.03,3.03,2.94
3.00,3.03,3.03,2.85
3.00,3.00,3.00,2.96
3.01,3.01,3.01,2.95
3.01,3.00,3.01,2.94
3.00,2.96,3.00,2.86
2.92,2.90,2.92,2.85
2.95,2.85,2.95,2.85
2.80,2.84,2.93,2.78
2.89,2.77,2.89,2.77
2.79,2.82,2.82,2.77
2.83,2.83,2.86,2.80
2.77,2.82,2.82,2.75
2.83,2.77,2.83,2.75
2.79,2.76,2.79,2.76
2.77,2.77,2.79,2.76
2.76,2.75,2.78,2.66
2.72,2.74,2.74,2.72
2.75,2.70,2.75,2.70
2.59,2.74,2.74,2.59
2.72,2.65,2.72,2.65
2.65,2.65,2.65,2.65
2.65,2.51,2.65,2.50
2.51,2.51,2.51,2.51
2.59,2.89,3.00,2.24
2.85,3.00,3.10,2.80
3.00,2.77,3.45,2.77
2.86,2.97,2.97,2.76
2.91,2.84,2.96,2.84
2.83,2.80,2.85,2.68
2.90,2.79,2.95,2.78
2.75,2.85,3.08,2.74
2.78,2.79,2.84,2.71
2.75,2.77,2.91,2.74
2.77,2.76,2.77,2.73
2.75,2.84,2.88,2.73
2.88,2.80,2.88,2.80
2.77,2.90,2.90,2.75
2.89,2.95,2.95,2.80
2.91,3.03,3.15,2.91
3.10,2.99,3.10,2.85
3.04,3.10,3.20,2.91
3.08,3.28,3.34,3.03
3.21,3.28,3.35,3.10
3.22,2.70,3.27,2.70
3.00,2.99,3.19,2.95
2.97,2.91,3.00,2.90
2.95,2.95,2.95,2.93
2.85,3.10,3.10,2.83
3.00,3.21,3.21,3.00
3.12,3.17,3.17,3.00
3.19,3.38,3.39,3.17
3.36,3.38,3.38,3.27
3.38,3.75,3.75,3.36
3.66,3.47,3.75,3.36
3.59,3.60,3.80,3.30
3.57,3.55,3.65,3.45
3.62,3.99,4.25,3.62
4.05,4.15,4.25,3.91
4.21,4.17,4.40,4.14
4.26,4.30,4.40,3.91
4.38,4.30,4.40,4.05
4.22,4.57,4.57,4.08
4.39,4.21,4.43,4.10
4.25,4.27,4.41,4.15
4.12,3.96,4.16,3.81
4.04,3.99,4.10,3.95
3.69,3.91,4.11,3.34
3.86,3.90,4.14,3.86
3.86,3.77,4.00,3.49
3.83,3.86,4.08,3.73
3.81,3.83,3.90,3.77
3.84,3.79,3.89,3.65
3.74,3.73,3.75,3.62
3.90,3.76,3.98,3.65
3.79,3.66,3.88,3.64
3.68,3.52,3.77,3.52
3.60,3.77,3.77,3.56
3.68,3.96,3.98,3.66
3.97,3.81,3.98,3.65
3.89,4.02,4.03,3.79
3.99,4.06,4.07,3.99
4.02,4.00,4.02,4.00
3.83,3.94,4.07,3.80
4.00,3.67,4.00,3.64
3.95,3.79,4.06,3.77
3.76,3.86,3.86,3.61
3.83,3.80,4.03,3.72
3.90,3.75,3.90,3.68
3.78,3.73,3.78,3.73
3.66,3.60,3.74,3.48
3.59,3.50,3.59,3.45
3.79,3.79,3.79,3.79
3.75,3.57,3.75,3.49
3.56,3.58,3.72,3.52
3.57,3.80,4.08,3.56
3.69,3.81,3.81,3.69
3.90,3.90,4.06,3.79
3.85,3.89,3.90,3.76
3.65,3.73,3.80,3.65
3.77,3.76,3.84,3.71
3.78,3.75,3.81,3.73
3.76,3.99,4.00,3.76
3.85,4.08,4.08,3.85
4.08,4.03,4.09,3.85
3.97,4.32,4.60,3.97
4.30,5.55,5.80,4.30
5.60,5.59,6.10,5.12
5.62,5.65,5.69,5.20
5.78,5.22,5.78,5.00
4.95,5.02,5.10,4.90
4.97,5.20,5.64,4.97
5.07,5.15,5.16,5.03
5.06,4.95,5.06,4.87
4.87,4.94,4.94,4.63
4.75,4.95,4.96,4.67
4.93,4.70,5.10,4.70
4.69,4.80,4.95,4.69
4.76,4.85,5.00,4.65
4.80,4.77,4.85,4.76
4.96,4.82,4.96,4.79
4.99,4.88,4.99,4.76
4.82,4.67,4.96,4.65
4.67,4.72,4.89,4.65
5.00,4.77,5.00,4.77
4.86,4.86,4.90,4.75
5.00,5.07,5.30,4.80
4.90,4.73,5.12,4.73
4.74,4.60,4.87,4.60
4.86,4.61,5.00,4.61
4.90,4.62,4.90,4.54
4.62,4.76,4.76,4.62
4.71,4.76,4.85,4.69
4.69,4.66,4.91,4.62
4.70,5.01,5.23,4.70
5.10,4.95,5.25,4.85
4.99,4.90,4.99,4.61
5.00,4.95,5.00,4.91
5.34,5.10,5.36,5.00
5.04,5.10,5.14,4.75
5.07,5.11,5.12,4.96
5.16,4.95,5.22,4.76
4.99,4.98,4.99,4.75
4.97,5.10,5.20,4.83
5.18,5.00,5.18,4.90
4.94,5.41,5.41,4.94
5.29,5.12,5.41,5.06
5.04,5.50,5.50,5.04
5.28,5.50,5.50,5.00
5.25,5.46,5.46,5.25
5.41,5.17,5.41,5.10
5.18,5.24,5.30,5.10
5.21,5.08,5.26,5.02
5.05,5.00,5.09,4.95
5.00,5.01,5.10,4.80
4.95,5.22,5.48,4.95
5.25,5.38,5.40,5.09
5.34,5.38,5.75,5.30
5.42,5.93,5.95,5.42
5.97,5.69,6.05,5.40
5.73,6.10,6.37,5.73
6.20,5.99,6.25,5.70
5.91,6.00,6.14,5.77
6.11,6.20,6.20,6.00
6.25,6.10,6.25,6.04
6.19,6.30,6.45,6.17
6.48,6.00,6.48,6.00
5.84,5.90,5.97,5.65
5.80,5.98,6.25,5.80
5.89,5.97,6.12,5.85
5.90,6.01,6.61,5.90
5.97,5.78,6.00,5.78
5.85,6.03,6.30,5.85
5.96,5.95,6.00,5.90
5.83,5.77,6.29,5.69
6.04,5.79,6.05,5.79
5.88,5.80,5.88,5.65
5.84,5.80,5.88,5.79
5.90,5.88,5.90,5.72
5.89,5.89,5.99,5.74
5.89,5.79,5.90,5.74
5.72,5.73,5.75,5.60
5.74,5.74,5.75,5.44
5.74,5.73,5.74,5.60
5.75,5.78,5.80,5.34
5.71,6.14,6.30,5.70
6.10,5.93,6.10,5.56
6.00,5.68,6.00,5.59
5.60,5.38,5.93,5.38
5.45,5.32,5.99,5.27
5.60,5.47,5.86,5.38
5.60,5.50,5.63,5.50
5.60,5.50,5.62,5.42
5.35,5.32,5.54,5.20
5.42,5.51,5.61,5.38
5.45,5.54,5.66,5.36
5.53,5.56,5.56,5.39
5.57,5.52,5.59,5.46
5.59,5.40,5.60,5.31
5.40,5.20,5.40,5.10
5.09,5.21,5.35,5.09
5.01,5.31,5.40,5.01
5.20,5.01,5.26,5.01
5.14,5.17,5.35,5.05
4.93,5.19,5.19,4.93
5.17,4.97,5.17,4.93
5.05,5.00,5.05,5.00
5.04,5.05,5.05,4.99
5.08,5.13,5.23,5.00
5.00,5.29,5.35,4.97
5.24,5.48,5.54,5.24
5.52,5.76,5.84,5.50
5.85,5.98,5.98,5.77
5.65,5.80,5.99,5.65
5.86,5.72,6.00,5.70
5.67,5.94,5.94,5.61
5.88,5.85,5.88,5.53
5.75,5.69,5.75,5.68
5.74,5.69,5.75,5.66
5.65,5.72,5.75,5.62
5.75,5.87,5.95,5.65
5.86,5.84,5.90,5.75
5.77,5.77,5.87,5.43
5.76,5.75,5.80,5.70
5.70,5.83,5.94,5.70
5.82,5.81,5.83,5.75
5.81,5.95,5.95,5.80
6.00,5.96,6.15,5.81
5.93,5.89,6.11,5.83
5.75,5.92,5.93,5.74
5.83,5.85,5.85,5.83
5.75,5.85,5.85,5.75
6.00,6.00,6.04,6.00
6.00,6.06,6.10,5.91
6.05,6.27,6.47,5.71
6.01,6.05,6.31,5.99
6.15,6.08,6.20,5.87
6.18,6.16,6.20,6.16
6.17,6.22,6.25,5.78
5.94,6.26,6.27,5.92
6.11,6.49,6.50,6.11
6.48,6.75,6.76,6.25
6.81,6.95,7.00,6.70
7.00,6.91,7.00,6.71
6.86,6.90,6.99,6.86
6.99,7.29,7.30,6.89
7.29,7.23,7.47,7.13
7.14,7.17,7.31,7.11
7.11,7.15,7.28,7.11
7.12,7.24,7.35,7.10
7.17,7.50,7.50,7.13
7.50,7.73,7.73,7.25
7.70,7.66,7.70,7.41
7.76,7.65,7.78,7.55
7.70,7.96,7.97,7.48
7.73,8.13,9.11,7.50
8.29,8.70,8.74,8.29
8.92,8.89,9.08,8.30
8.90,8.83,9.07,8.29
8.70,8.35,8.80,8.27
8.41,8.36,8.55,8.27
8.56,8.89,8.89,8.56
8.89,8.57,8.89,8.48
8.69,8.55,8.88,8.50
8.50,8.40,8.52,8.11
8.47,8.35,8.68,8.31
8.38,8.55,8.56,8.24
8.55,8.29,8.79,8.26
8.11,8.23,8.36,8.11
8.11,8.14,8.22,8.01
8.11,8.11,8.47,8.11
8.04,8.11,8.34,8.04
8.26,8.19,8.27,8.19
8.22,8.15,8.49,8.00
8.20,8.12,8.20,8.06
8.04,8.02,8.17,8.00
8.00,7.10,8.00,6.58
7.45,7.02,7.58,7.02
7.09,7.20,7.37,6.93
7.18,7.00,7.18,6.90
7.00,6.78,7.00,6.72
6.67,6.47,6.67,6.32
6.35,6.52,6.80,6.25
6.65,7.21,7.30,6.31
7.01,6.99,7.25,6.93
6.87,7.11,7.11,6.79
7.14,7.14,7.38,7.06
7.26,7.15,7.41,7.12
7.15,6.98,7.15,6.90
6.93,7.04,7.10,6.93
6.96,7.10,7.21,6.94
7.22,7.19,7.25,6.96
7.25,7.48,7.48,7.02
7.48,7.44,8.00,7.40
7.37,7.27,7.49,7.18
7.36,7.29,7.60,7.03
7.30,7.16,7.38,7.06
7.08,7.20,7.28,7.06
7.26,7.15,7.40,7.15
7.02,7.00,7.12,6.90
7.18,7.00,7.18,7.00
6.95,7.06,7.06,6.95
6.91,6.98,7.08,6.63
6.98,7.11,7.21,6.98
7.22,7.01,7.22,6.98
6.99,6.89,7.00,6.84
6.99,6.99,7.00,6.90
7.00,6.89,7.00,6.78
6.98,6.99,7.00,6.71
6.99,6.98,6.99,6.90
6.90,6.75,6.90,6.53
6.90,6.75,6.90,6.58
6.68,6.85,6.90,6.68
6.87,6.65,6.88,6.56
6.56,6.33,6.75,6.31
6.47,6.43,6.56,6.40
6.61,6.71,6.72,6.25
6.74,6.72,6.83,6.51
6.47,6.75,6.75,6.32
6.75,6.73,6.75,6.56
6.74,6.58,6.74,6.32
6.50,6.31,6.50,6.31
6.25,6.39,6.40,6.10
6.43,6.44,6.45,6.36
6.41,6.32,6.50,6.22
6.10,5.84,6.12,5.75
5.95,5.76,5.96,5.70
5.70,5.77,5.78,5.42
5.40,5.57,5.80,5.28
5.20,5.46,5.60,5.20
5.57,5.26,5.57,5.05
5.17,4.94,5.17,4.55
4.79,4.94,5.20,4.55
4.87,4.92,4.94,4.82
4.94,5.12,5.80,4.94
5.03,5.01,5.34,4.90
5.01,5.15,5.24,4.90
5.05,4.91,5.35,4.87
4.97,4.92,5.05,4.91
4.90,5.00,5.10,4.90
4.91,4.97,5.00,4.81
5.00,4.86,5.00,4.79
5.00,4.94,5.06,4.86
4.78,4.69,4.90,4.56
4.57,4.84,4.84,4.37
4.81,4.64,4.93,4.40
4.74,4.38,4.74,4.27
4.47,4.39,4.60,4.22
4.30,4.41,4.48,4.03
4.45,4.38,4.45,4.10
4.29,4.31,4.45,4.26
4.10,4.32,4.48,4.06
4.49,4.42,4.49,4.02
4.48,4.35,4.48,4.24
4.30,4.51,4.89,4.30
5.01,4.97,5.14,4.80
5.48,5.19,5.48,4.83
5.20,5.10,5.21,4.85
4.88,4.97,5.10,4.81
5.08,5.02,5.08,4.90
5.02,4.98,5.06,4.78
5.00,4.93,5.00,4.66
5.11,4.89,5.11,4.85
5.04,5.00,5.11,4.97
4.94,4.71,5.09,4.61
4.60,4.58,5.02,4.35
4.65,4.89,4.91,4.56
4.85,4.95,5.01,4.69
4.96,4.86,5.00,4.80
4.72,4.85,4.90,4.42
4.73,4.60,4.85,4.40
4.68,4.38,4.68,4.31
4.25,4.40,4.75,4.07
4.46,4.46,4.47,4.35
4.35,4.20,4.56,4.12
4.20,4.20,4.20,4.20
4.27,4.64,4.79,4.19
4.70,4.74,4.84,4.42
4.59,4.22,4.81,4.22
4.05,4.37,4.50,4.05
4.23,4.43,4.48,4.23
4.43,4.61,4.77,4.43
4.35,4.67,4.71,4.35
4.54,4.50,4.73,4.36
4.65,4.49,4.66,4.31
4.26,4.56,4.57,4.26
4.65,4.99,5.50,4.65
5.00,4.71,5.00,4.55
4.50,4.14,5.03,4.09
4.21,4.23,4.38,4.16
4.22,4.43,4.50,4.18
4.30,4.35,4.46,4.28
4.15,4.30,4.37,4.15
4.26,4.23,4.36,4.22
4.16,4.38,4.38,4.16
4.34,4.31,4.34,4.17
4.26,4.59,4.60,4.15
4.59,4.33,4.59,4.29
4.17,4.40,4.55,4.17
4.58,4.34,4.58,4.25
4.35,4.21,4.35,4.16
4.29,4.31,4.47,4.29
4.30,4.27,4.40,4.20
4.33,4.25,4.35,4.15
4.30,4.50,4.50,4.30
4.29,4.45,4.49,4.29
4.35,4.50,4.52,4.27
4.42,4.81,4.81,4.42
4.80,4.87,5.38,4.59
4.81,5.10,5.36,4.73
5.26,4.82,5.48,4.80
4.99,4.75,5.39,4.62
4.72,4.73,4.73,4.68
4.84,4.78,4.84,4.55
4.64,4.67,4.89,4.61
4.61,5.00,5.00,4.61
4.95,4.99,5.39,4.95
4.90,4.84,5.05,4.84
5.36,4.88,5.48,4.83
5.09,4.85,5.09,4.81
4.75,5.07,5.09,4.75
4.92,4.90,4.92,4.81
4.91,4.96,5.00,4.78
4.95,4.89,4.95,4.88
4.99,4.60,4.99,4.60
4.60,4.84,5.01,4.60
4.81,4.72,5.01,4.68
4.63,4.84,4.92,4.63
4.91,4.56,5.00,4.56
4.67,4.56,4.81,4.31
4.76,4.37,4.76,4.37
4.36,4.17,4.36,4.17
4.18,4.34,4.36,4.05
4.26,4.20,4.26,4.05
4.20,4.12,4.28,4.02
4.19,3.90,4.19,3.78
4.00,3.82,4.10,3.70
3.90,3.75,4.13,3.53
3.80,3.89,3.94,3.75
3.93,4.00,4.25,3.93
3.79,4.03,4.24,3.68
4.16,4.41,4.77,4.00
4.54,4.51,4.90,4.31
4.78,4.37,4.78,4.26
4.25,4.42,4.50,3.97
4.42,4.30,4.59,3.90
4.42,4.30,4.50,4.05
4.40,4.14,4.41,4.11
4.11,4.21,4.37,4.11
4.50,4.19,4.50,4.18
4.19,4.03,4.39,4.03
4.23,4.14,4.28,4.10
4.31,4.23,4.31,4.11
4.30,4.18,4.38,4.04
4.13,4.15,4.20,4.08
4.20,4.11,4.20,4.03
4.18,4.19,4.29,4.18
4.24,4.20,4.28,4.07
4.25,4.23,4.28,4.10
4.21,4.25,4.33,4.19
4.30,4.28,4.38,4.20
4.26,4.26,4.30,4.26
4.24,4.24,4.24,4.24
4.14,4.19,4.22,4.12
4.11,4.10,4.26,4.10
4.10,4.30,4.30,4.01
4.19,4.13,4.20,4.08
4.16,4.19,4.19,4.16
4.18,4.14,4.18,4.04
4.19,4.20,4.20,3.96
4.21,4.15,4.24,4.15
4.15,4.15,4.17,4.15
4.18,4.12,4.18,4.12
4.12,4.27,4.33,4.12
4.27,4.17,4.29,4.13
4.12,4.19,4.19,4.12
4.12,4.10,4.12,4.02
4.13,4.10,4.13,4.10
4.12,4.19,4.19,4.04
4.08,4.13,4.20,4.07
4.09,4.02,4.09,3.98
3.93,3.94,4.05,3.90
3.95,3.97,3.97,3.95
4.09,4.05,4.09,3.99
4.15,3.79,4.15,3.62
3.78,3.71,3.82,3.55
3.70,3.63,3.82,3.55
3.95,3.80,3.95,3.62
3.75,3.71,3.78,3.54
3.70,4.04,4.05,3.68
4.04,3.88,4.04,3.88
3.96,3.99,4.10,3.96
3.91,4.19,4.21,3.88
4.22,4.15,4.22,3.86
4.15,4.00,4.15,3.81
4.01,4.04,4.10,3.82
3.96,4.05,4.10,3.95
3.96,4.09,4.14,3.95
4.02,4.12,4.13,3.84
4.05,4.12,4.13,3.88
4.04,4.08,4.20,4.00
4.05,4.19,4.19,4.00
4.06,3.89,4.17,3.89
4.02,3.92,4.08,3.85
3.98,3.94,4.04,3.90
3.88,3.94,4.03,3.87
3.98,4.12,4.12,3.91
4.09,4.21,4.22,4.04
4.13,4.07,4.19,3.98
4.03,4.05,4.22,3.90
4.22,4.16,4.50,4.10
4.25,4.25,4.45,4.22
4.08,4.15,4.22,3.98
4.10,4.06,4.24,4.04
4.00,4.10,4.25,4.00
4.13,4.18,4.24,4.00
4.24,4.45,4.49,4.04
4.48,4.52,4.61,4.31
4.50,4.51,4.56,4.33
4.62,4.46,4.62,4.30
4.41,4.50,4.52,4.32
4.44,4.32,4.44,4.30
4.37,4.31,4.40,4.22
4.25,4.27,4.40,4.21
4.10,4.35,4.38,4.10
4.20,4.20,4.30,4.13
4.30,4.16,4.30,4.15
4.15,4.27,4.29,3.99
4.28,4.29,4.34,4.11
4.08,4.24,4.31,4.08
4.32,4.20,4.32,4.19
4.18,4.14,4.27,4.13
4.29,4.12,4.32,4.11
4.09,4.08,4.09,4.05
4.11,4.19,4.19,4.10
4.19,4.34,4.34,4.19
4.35,4.28,4.35,4.20
4.29,4.21,4.29,4.07
4.21,4.04,4.25,4.04
4.21,4.12,4.21,4.04
4.02,4.09,4.12,4.00
4.01,4.05,4.10,4.00
4.01,4.06,4.19,4.00
4.09,4.10,4.21,4.09
4.15,4.14,4.34,4.10
4.10,4.10,4.27,4.09
4.16,4.25,4.31,4.13
4.25,4.28,4.39,4.20
4.29,4.27,4.34,4.13
4.32,4.31,4.35,4.22
4.34,4.35,4.35,4.32
4.35,4.35,4.39,4.34
4.39,4.33,4.39,4.33
4.32,4.16,4.35,4.09
4.33,4.13,4.33,4.11
4.33,4.28,4.33,4.08
4.24,4.35,4.35,4.12
4.36,4.47,4.64,4.34
4.40,4.39,4.61,4.32
4.35,4.33,4.59,4.15
4.15,4.36,4.53,4.14
4.45,4.31,4.46,4.25
4.24,4.34,4.35,4.20
4.29,4.26,4.33,4.19
4.22,4.36,4.40,4.21
4.32,4.48,4.48,4.20
4.42,4.21,4.42,4.21
4.20,4.23,4.53,4.20
4.49,4.34,4.68,4.17
4.29,4.29,4.29,4.29
4.51,4.28,4.51,4.15
4.21,4.06,4.35,4.06
4.10,4.32,4.35,4.10
4.51,4.41,4.84,4.08
4.45,4.16,4.45,4.16
4.29,4.21,4.35,4.18
4.23,4.21,4.34,4.19
4.25,4.39,4.39,4.09
4.40,4.13,4.40,4.11
4.15,4.00,4.18,4.00
3.93,4.28,4.35,3.82
4.28,4.36,4.40,4.18
4.22,4.28,4.39,4.22
4.06,4.16,4.30,4.06
4.24,4.39,4.40,4.09
4.39,4.39,4.40,4.21
4.31,4.37,4.47,4.24
4.30,4.25,4.30,4.14
4.27,4.30,4.36,4.16
4.26,4.33,4.38,4.18
4.36,4.19,4.36,4.17
4.24,4.19,4.37,4.16
4.17,4.13,4.18,4.11
4.26,4.15,4.26,4.14
4.17,4.11,4.17,4.09
4.10,4.14,4.17,3.96
4.20,4.16,4.30,4.14
4.13,4.31,4.34,4.11
4.29,4.35,4.35,4.14
4.25,4.21,4.35,4.17
4.31,4.26,4.31,4.16
4.21,4.17,4.32,4.04
4.10,4.15,4.28,4.10
4.13,4.21,4.29,4.12
4.20,4.23,4.23,4.17
4.24,4.32,4.33,4.24
4.27,4.34,4.34,4.26
4.30,4.33,4.33,4.24
4.29,4.42,4.55,4.25
4.46,4.68,5.12,4.46
4.81,4.79,5.00,4.56
4.78,4.64,4.90,4.57
4.62,4.63,4.63,4.36
4.65,4.70,4.75,4.50
4.70,4.79,4.79,4.69
4.77,4.75,4.80,4.51
4.77,4.79,4.82,4.61
4.80,4.60,4.85,4.56
4.55,4.71,4.73,4.48
4.71,4.56,4.71,4.39
4.50,4.36,4.64,4.36
4.50,4.53,4.54,4.29
4.48,4.60,4.63,4.43
4.64,4.56,4.67,4.42
4.51,4.40,4.59,4.35
4.41,4.39,4.49,4.25
4.40,4.23,4.41,4.15
4.10,4.21,4.30,4.10
4.20,4.30,4.36,4.20
4.82,4.49,4.95,4.49
4.84,4.85,5.13,4.60
4.96,4.74,4.96,4.71
4.70,4.80,4.90,4.70
4.80,4.99,5.00,4.80
5.05,5.17,5.40,5.05
5.25,5.09,5.25,4.89
5.00,5.10,5.24,5.00
5.17,5.18,5.24,5.02
5.06,5.14,5.18,5.06
5.15,5.06,5.15,5.05
5.00,5.14,5.23,5.00
5.20,5.18,5.33,5.15
5.18,5.09,5.21,5.05
5.10,5.00,5.23,4.92
4.97,4.96,5.11,4.93
5.04,4.88,5.13,4.86
4.92,4.91,4.96,4.85
4.82,4.76,4.89,4.76
4.84,4.53,4.92,4.50
4.44,4.44,4.76,4.26
4.44,4.30,4.71,4.28
4.35,4.31,4.40,4.30
4.34,4.15,4.45,4.13
4.27,4.15,4.48,4.15
4.15,4.15,4.18,4.14
4.18,4.21,4.21,4.15
4.33,4.25,4.33,4.16
4.26,4.15,4.26,4.15
4.20,4.18,4.27,4.15
4.15,4.15,4.17,4.14
4.15,4.16,4.23,4.15
4.15,4.15,4.19,4.13
4.09,4.04,4.15,3.96
4.00,4.01,4.01,3.96
3.97,4.00,4.01,3.96
3.98,4.00,4.01,3.78
3.83,4.00,4.02,3.80
3.85,4.05,4.07,3.85
4.08,4.10,4.10,4.03
4.10,4.00,4.10,3.99
4.07,4.06,4.10,4.00
4.10,4.06,4.10,3.97
4.00,3.92,4.00,3.91
3.66,3.80,3.90,3.66
3.91,3.86,3.91,3.75
3.98,3.92,3.98,3.91
3.87,3.86,3.96,3.82
3.85,3.94,3.95,3.85
3.98,4.20,4.20,3.97
5.37,4.32,5.37,4.12
4.49,4.30,4.50,4.23
4.30,4.22,4.30,4.14
4.27,4.28,4.32,4.17
4.39,4.50,4.57,4.30
4.43,4.48,4.49,4.43
4.54,4.51,4.54,4.37
4.53,4.83,4.89,4.50
4.86,4.73,4.94,4.65
4.65,4.70,4.80,4.65
4.85,4.57,4.85,4.57
4.75,4.59,4.75,4.57
4.62,4.85,4.99,4.62
4.95,4.84,4.98,4.84
4.85,4.92,4.98,4.80
4.92,4.91,4.92,4.78
4.85,4.75,4.94,4.74
5.00,4.89,5.00,4.77
4.71,4.86,4.90,4.71
4.78,4.73,4.86,4.73
4.77,4.69,4.77,4.68
4.78,4.74,4.78,4.66
4.70,4.69,4.85,4.69
4.72,4.65,4.75,4.53
4.57,4.57,4.64,4.51
4.58,4.62,4.67,4.58
4.67,4.68,4.71,4.66
4.69,4.59,4.69,4.57
4.50,4.57,4.70,4.50
4.57,4.60,4.66,4.57
4.68,4.45,4.68,4.44
4.50,4.45,4.50,4.45
4.49,4.49,4.69,4.34
4.47,4.60,4.60,4.47
4.61,4.56,4.72,4.53
4.61,4.58,4.70,4.56
4.66,4.57,4.70,4.51
4.62,4.55,4.70,4.53
4.54,4.61,4.70,4.53
4.68,4.66,4.70,4.66
4.69,4.69,4.70,4.62
4.70,4.70,4.75,4.68
4.73,4.66,4.73,4.66
4.67,4.63,4.67,4.59
4.63,4.61,4.67,4.61
4.62,4.56,4.71,4.54
4.62,4.62,4.64,4.55
4.60,4.58,4.60,4.57
4.54,4.57,4.63,4.54
4.53,4.52,4.61,4.52
4.56,4.53,4.57,4.50
4.62,4.66,4.67,4.38
4.64,4.44,4.64,4.44
4.60,4.50,4.60,4.36
4.42,4.51,4.55,4.42
4.66,4.72,4.85,4.61
4.79,4.53,4.85,4.53
4.51,4.64,4.85,4.51
4.61,4.62,4.69,4.56
4.40,4.59,4.70,4.35
4.56,4.65,4.68,4.56
4.62,4.73,4.79,4.60
4.73,4.61,4.73,4.53
4.67,4.56,4.67,4.53
4.64,4.63,4.68,4.61
4.60,4.80,4.81,4.52
4.72,4.69,4.80,4.69
4.69,4.73,4.74,4.68
4.75,4.77,4.77,4.66
4.63,4.76,4.79,4.62
4.68,4.68,4.71,4.50
4.57,4.58,4.67,4.51
4.55,4.68,4.69,4.55
4.63,4.62,4.68,4.56
4.57,4.41,4.65,4.38
4.50,4.55,4.63,4.44
4.55,4.49,4.55,4.49
4.47,4.39,4.47,4.39
4.43,4.43,4.55,4.37
4.34,4.42,4.80,4.34
4.32,4.18,4.70,4.13
4.22,4.14,4.29,4.03
4.27,4.22,4.33,4.18
4.31,4.24,4.32,4.21
4.26,4.36,4.41,4.24
4.38,4.14,4.39,4.11
4.19,4.14,4.31,4.02
4.17,4.15,4.24,4.07
4.16,4.20,4.27,4.12
4.24,4.17,4.26,4.16
4.17,4.18,4.36,4.16
4.21,4.22,4.30,4.19
4.29,4.21,4.35,4.19
4.18,4.21,4.34,4.15
4.38,4.19,4.39,4.17
4.13,4.20,4.20,4.11
4.21,4.27,4.28,4.15
4.32,4.45,4.46,4.30
4.49,4.56,4.59,4.47
4.54,4.53,4.55,4.49
4.54,4.50,4.54,4.50
4.55,4.50,4.55,4.48
4.44,4.48,4.56,4.41
4.49,4.51,4.55,4.47
4.54,4.66,4.79,4.54
4.65,4.61,4.70,4.61
4.60,4.64,4.70,4.60
4.61,4.60,4.64,4.59
4.63,4.55,4.65,4.50
4.52,4.52,4.55,4.50
4.50,4.50,4.55,4.50
4.50,4.51,4.58,4.49
4.58,4.50,4.58,4.46
4.54,4.56,4.57,4.50
4.60,4.63,4.65,4.55
4.57,4.65,4.65,4.57
4.61,4.62,4.65,4.61
4.58,4.75,4.76,4.58
4.75,4.76,4.77,4.70
4.77,4.80,4.80,4.75
4.79,4.71,4.79,4.64
4.78,4.70,4.78,4.65
4.66,4.24,4.69,4.11
4.27,4.43,4.43,4.20
4.37,4.39,4.50,4.37
4.40,4.54,4.73,4.37
4.75,4.59,4.75,4.53
4.61,4.56,4.61,4.50
4.42,4.53,4.58,4.42
4.55,4.53,4.57,4.50
4.54,4.43,4.54,4.40
4.40,4.46,4.50,4.38
4.44,4.22,4.50,4.19
4.20,3.95,4.30,3.95
3.96,4.11,4.13,3.86
4.11,4.25,4.28,4.11
4.20,4.28,4.28,4.03
4.28,4.29,4.31,4.26
4.27,4.34,4.35,4.27
4.34,4.27,4.35,4.27
4.30,4.38,4.66,4.28
4.41,4.39,4.74,4.39
4.62,4.48,4.62,4.43
4.41,4.39,4.45,4.38
4.35,4.48,4.50,4.35
4.53,4.47,4.57,4.47
4.46,4.50,4.50,4.46
4.45,4.50,4.67,4.45
4.40,4.50,4.54,4.39
4.48,4.47,4.57,4.42
4.40,4.41,4.55,4.40
4.49,4.45,4.51,4.40
4.49,4.43,4.49,4.40
4.35,4.40,4.42,4.35
4.42,4.43,4.47,4.38
4.42,4.40,4.43,4.38
4.50,4.40,4.55,4.38
4.40,4.39,4.41,4.35
4.37,4.33,4.37,4.33
4.29,4.32,4.38,4.25
4.31,4.27,4.32,4.27
4.21,4.24,4.31,4.20
4.17,4.11,4.23,4.06
4.15,4.08,4.15,4.04
4.09,4.10,4.12,4.08
4.09,4.06,4.09,4.04
4.05,4.00,4.06,4.00
3.91,3.95,3.99,3.91
3.92,3.96,3.98,3.92
3.99,3.97,3.99,3.88
3.95,3.93,3.97,3.88
3.94,3.95,3.98,3.92
3.95,3.96,3.99,3.95
3.98,3.99,4.00,3.96
4.00,3.96,4.00,3.95
3.94,4.04,4.04,3.94
4.00,4.25,4.29,3.95
4.27,4.38,4.50,4.23
4.36,4.32,4.42,4.24
4.50,4.41,4.50,4.32
4.44,4.42,4.44,4.35
4.45,4.49,4.49,4.41
4.50,4.60,4.69,4.49
4.60,4.61,4.70,4.55
4.61,4.57,4.68,4.16
4.53,4.57,4.60,4.50
4.53,4.48,4.60,4.48
4.51,4.40,4.58,4.35
4.37,4.05,4.47,4.02
3.94,3.99,4.20,3.91
3.95,4.02,4.08,3.95
4.00,4.00,4.02,3.98
3.97,3.96,4.00,3.95
3.99,4.05,4.13,3.98
