EWM,iShares MSCI Malaysia Index Fund,NASDAQ
29.44,29.56,29.74,29.44
29.63,29.54,29.64,29.50
29.64,29.91,29.94,29.63
29.88,30.07,30.11,29.84
29.89,30.04,30.08,29.80
29.98,29.99,30.10,29.89
29.93,30.06,30.21,29.88
29.75,29.33,29.96,29.30
29.52,29.35,29.52,29.21
29.39,29.40,29.48,29.25
29.33,29.25,29.40,29.23
29.26,29.19,29.36,29.17
28.10,27.97,28.17,27.97
27.88,27.70,27.89,27.58
27.72,27.87,27.87,27.67
27.84,27.94,28.00,27.84
28.00,27.94,28.05,27.91
28.18,28.27,28.38,28.18
28.15,28.07,28.17,27.98
28.08,28.09,28.30,27.96
28.30,28.30,28.38,28.24
28.55,28.71,28.78,28.55
28.86,28.82,28.92,28.66
28.71,28.71,28.80,28.69
28.79,28.87,28.94,28.79
28.89,28.98,29.06,28.83
29.17,29.21,29.24,28.97
28.93,29.04,29.08,28.93
