EWM,iShares MSCI Malaysia Index Fund,NASDAQ
63.76,62.20,63.76,61.92
61.48,60.00,61.63,59.89
61.08,61.28,61.60,60.70
60.24,60.44,60.64,59.64
60.92,61.24,61.52,60.76
61.40,62.08,62.28,61.32
61.68,61.96,62.20,61.68
61.92,62.20,62.32,61.68
62.28,62.20,62.64,62.00
62.12,61.84,62.72,61.44
61.72,61.92,62.32,61.56
61.76,61.28,61.84,60.92
61.16,61.52,61.88,61.12
61.80,62.12,62.20,61.64
61.92,62.08,62.48,61.92
62.92,63.44,63.48,62.80
62.88,62.84,63.00,62.62
62.72,62.92,63.08,62.68
62.84,62.92,63.00,62.60
63.20,62.96,63.32,62.88
62.76,62.60,62.92,62.48
62.88,63.04,63.12,62.76
63.16,63.76,63.84,63.12
63.80,63.72,64.00,63.56
63.76,63.20,63.76,62.92
63.08,63.24,63.24,62.80
62.96,63.04,63.08,62.46
62.00,62.00,62.28,61.95
62.00,61.44,62.00,61.32
60.60,60.44,60.70,59.96
60.96,61.16,61.16,60.76
60.96,61.28,61.48,60.76
61.40,61.36,61.48,61.16
61.12,60.80,61.16,60.72
60.16,60.08,60.36,60.00
60.76,60.92,61.00,60.20
61.08,61.04,61.20,60.88
60.88,61.32,61.32,60.88
61.20,61.12,61.40,61.04
61.16,60.96,61.40,60.92
60.60,60.64,60.64,60.04
60.52,60.20,60.75,60.16
59.76,59.04,59.88,58.88
58.80,58.72,59.04,58.60
58.52,57.88,58.52,57.60
57.28,57.44,57.64,57.24
57.56,57.72,57.72,57.28
57.64,57.24,57.80,57.12
56.12,55.56,56.16,55.52
55.24,55.64,55.94,55.10
56.64,56.64,57.24,56.58
57.64,57.76,57.92,57.36
57.84,57.24,58.16,57.14
57.56,57.92,58.04,57.36
57.40,57.80,57.88,57.28
58.28,58.04,58.44,57.52
58.92,60.16,60.20,58.92
60.12,60.48,60.68,60.08
60.28,60.68,60.80,60.12
60.36,59.96,60.44,59.92
59.92,60.32,60.32,59.88
61.44,61.24,61.88,61.10
61.12,60.88,61.12,60.76
60.76,63.70,64.04,60.60
63.36,63.68,63.80,63.33
63.36,62.84,63.76,62.76
62.52,62.92,63.00,62.52
62.48,61.96,62.56,61.88
61.68,61.28,61.88,61.12
61.60,61.68,61.72,61.16
61.12,60.84,61.12,60.38
59.88,60.16,60.28,59.68
60.48,61.40,61.40,60.48
61.48,62.08,62.08,61.40
61.96,61.64,62.22,61.24
62.28,63.20,63.28,62.20
62.28,62.52,62.76,62.24
62.48,61.56,62.52,61.56
61.96,61.80,61.96,61.48
62.32,63.24,63.40,62.32
63.04,63.48,63.60,62.84
63.00,63.76,63.80,62.88
63.76,63.28,63.88,63.08
63.16,63.68,63.84,63.16
63.84,64.36,64.40,63.76
64.20,64.04,64.28,64.00
64.04,63.60,64.04,63.52
64.08,64.56,64.80,64.08
64.36,63.96,64.36,63.96
64.36,64.40,64.60,64.24
64.80,65.24,65.28,64.80
64.64,64.88,64.96,64.64
64.76,64.68,64.76,64.44
64.68,64.28,64.72,63.92
64.08,63.42,64.16,63.40
63.72,63.76,63.76,63.04
64.00,64.04,64.16,63.72
63.68,63.08,63.78,63.00
63.40,63.48,63.68,63.28
63.64,62.80,63.68,62.62
62.68,62.92,62.96,62.44
63.16,62.72,63.16,62.60
62.28,62.12,62.36,61.64
62.00,62.32,62.44,61.44
62.20,62.96,63.04,61.88
62.84,63.44,63.80,62.84
63.56,63.48,63.94,63.44
63.96,63.40,64.16,63.36
63.20,62.64,63.52,62.52
62.40,62.48,62.72,62.24
62.32,62.56,62.60,61.92
62.48,62.36,62.52,62.16
62.52,62.56,62.64,62.00
62.44,62.64,62.64,62.26
62.92,63.00,63.20,62.80
62.32,62.72,63.52,62.32
63.04,63.24,63.56,62.88
63.04,62.84,63.08,62.48
62.92,62.80,63.24,62.56
63.28,64.04,64.16,63.28
64.32,64.36,64.60,64.24
63.92,64.36,64.40,63.92
63.88,63.32,64.16,63.28
63.20,63.04,63.32,62.88
63.40,63.32,63.52,62.92
63.48,63.76,64.00,63.48
63.68,63.32,63.72,63.24
62.40,62.96,63.52,61.60
62.24,62.28,62.36,61.50
61.88,61.76,62.16,61.70
61.68,61.64,62.00,61.40
61.56,61.72,61.80,61.56
61.76,61.72,61.88,61.60
62.64,62.96,62.96,62.40
62.44,63.08,63.16,62.44
63.08,63.28,63.28,62.92
62.40,61.68,62.40,61.36
61.68,61.32,61.96,61.24
61.40,61.08,61.62,61.08
61.20,61.20,61.36,60.98
61.36,61.28,61.64,61.16
61.44,61.52,61.60,61.08
61.60,62.32,62.36,61.56
62.16,61.40,62.28,61.28
61.64,61.84,61.92,61.28
61.08,60.88,61.12,60.72
60.52,60.36,60.64,60.08
60.16,60.12,60.24,59.92
59.80,59.92,60.08,59.44
59.96,60.08,60.12,59.72
59.60,59.00,59.72,58.68
58.68,58.12,58.88,58.08
58.40,57.84,58.53,57.60
58.32,58.32,58.56,58.16
57.96,57.72,58.08,57.24
58.88,58.72,58.92,58.48
58.16,58.80,58.80,57.88
58.80,57.80,58.88,57.68
58.44,59.08,59.28,58.44
58.88,59.04,59.32,58.68
59.64,59.76,59.84,59.32
59.88,59.96,60.32,59.76
59.76,59.32,59.76,59.04
59.84,60.40,60.52,59.72
60.44,60.28,60.88,60.24
59.64,60.16,60.31,59.60
60.60,60.92,61.04,60.54
61.08,60.56,61.12,60.52
60.72,60.64,61.28,60.56
60.56,60.76,60.96,60.24
61.00,61.20,61.44,60.96
61.20,61.52,61.88,61.20
61.56,61.08,61.72,61.00
60.96,60.84,61.10,60.48
61.20,61.76,61.84,60.96
61.76,61.32,61.92,61.08
60.60,60.88,60.92,60.44
61.72,61.56,61.84,61.50
61.52,61.60,61.76,61.28
61.96,62.52,62.72,61.92
62.12,61.52,62.24,61.20
61.00,61.04,61.12,60.60
61.40,60.40,61.44,60.28
60.12,60.72,60.80,60.12
60.72,60.24,61.04,59.96
59.96,60.20,60.68,59.96
60.84,61.00,61.08,60.78
61.12,61.52,61.58,61.00
61.00,60.28,61.12,60.02
60.04,60.52,60.56,59.80
60.72,60.52,61.04,60.44
61.20,61.32,61.48,60.92
61.44,61.56,61.76,61.36
61.56,61.24,61.84,61.16
61.68,62.28,62.40,61.44
62.76,62.84,63.20,62.60
62.76,62.60,63.04,62.52
62.64,62.72,62.80,62.48
62.44,62.48,62.56,62.36
62.04,62.16,62.20,61.64
62.52,62.28,63.08,62.16
62.60,62.50,62.88,62.48
63.08,63.32,63.60,62.96
63.64,63.68,63.88,63.00
63.68,63.04,63.84,62.96
62.64,62.80,62.96,62.64
63.12,63.12,63.20,62.88
63.00,63.00,63.16,62.28
62.88,63.18,63.32,62.88
63.12,63.20,63.56,63.12
63.32,63.36,63.48,63.24
63.12,63.04,63.36,63.00
62.96,62.68,63.04,62.46
62.72,62.76,62.80,62.20
62.36,62.44,62.48,62.04
62.36,62.36,62.52,61.96
62.80,63.08,63.32,62.80
63.20,63.60,63.60,63.20
63.80,63.68,63.80,63.40
63.16,63.36,63.52,63.16
63.16,63.28,63.36,63.00
63.12,63.16,63.48,63.00
63.16,63.28,63.32,62.96
63.52,63.52,64.12,63.48
63.84,63.60,63.94,63.60
63.76,64.12,64.12,63.72
64.20,64.08,64.20,63.96
64.40,64.44,64.60,64.28
64.24,63.92,64.24,63.68
64.36,64.60,64.64,64.08
65.00,65.16,65.20,64.84
64.52,64.36,64.60,64.14
64.60,64.76,64.80,64.52
64.56,64.76,64.80,64.48
64.52,64.48,64.60,64.36
64.40,64.32,64.40,64.04
64.08,64.12,64.40,63.92
64.68,64.56,64.76,64.52
64.32,64.08,64.56,63.88
63.52,63.80,63.92,63.48
64.48,64.08,64.48,63.92
63.72,63.60,63.72,63.36
63.96,64.28,64.44,63.88
64.44,64.44,64.52,64.32
64.68,64.32,64.68,64.16
64.48,64.64,64.72,64.48
64.32,64.72,64.74,64.32
64.56,64.24,64.84,64.04
63.80,64.44,64.48,63.56
64.24,64.08,64.32,63.92
63.92,64.16,64.20,63.92
64.04,64.84,64.88,63.74
64.56,64.56,64.80,64.49
64.68,64.76,64.84,64.40
64.60,64.72,64.88,64.60
64.76,64.72,65.24,64.64
63.52,63.96,63.96,63.24
64.00,63.92,64.08,63.76
63.72,63.88,63.94,63.60
63.76,63.52,63.92,63.48
63.80,63.92,64.04,63.64
64.16,64.16,64.16,63.92
64.32,64.64,64.68,64.28
64.56,64.60,64.64,64.40
64.88,64.68,64.88,64.56
64.68,65.04,65.12,64.68
64.20,64.56,64.56,64.04
64.28,64.36,64.44,64.16
64.52,64.52,64.60,64.40
64.40,64.24,64.44,63.96
64.36,64.44,64.56,64.28
64.40,63.84,64.52,63.84
64.04,63.92,64.28,63.92
63.92,64.36,64.52,63.84
64.48,64.32,64.52,64.28
64.36,64.36,64.60,64.12
64.32,64.36,64.44,64.08
64.28,64.52,64.52,64.08
64.48,64.72,64.80,64.36
64.60,64.08,64.76,64.08
64.40,63.92,64.40,63.72
63.28,63.16,63.36,63.00
63.16,63.44,63.72,63.16
63.96,64.04,64.20,63.70
63.84,63.68,63.96,63.44
63.36,63.28,63.40,63.14
63.28,63.20,63.28,62.92
62.72,63.04,63.16,62.52
63.32,63.40,63.48,63.04
63.12,63.40,63.40,63.12
63.88,63.76,64.00,63.68
64.00,64.16,64.20,63.88
64.52,64.36,64.80,64.20
64.48,64.64,64.72,64.40
64.76,64.92,64.92,64.52
64.60,64.68,64.80,64.44
64.44,64.68,64.84,64.36
64.52,64.44,64.72,64.04
64.36,64.56,64.62,64.20
64.60,64.56,64.68,64.24
64.96,65.24,65.28,64.86
64.64,64.88,64.92,64.44
64.52,64.20,64.68,64.08
63.96,63.88,64.00,63.72
63.96,64.12,64.16,63.76
64.28,64.00,64.40,63.92
64.24,64.68,64.68,64.08
64.48,64.16,64.60,64.00
64.04,63.84,64.20,63.52
63.72,64.08,64.12,63.60
63.60,63.68,63.80,63.56
63.28,63.00,63.28,62.84
62.60,62.36,62.60,62.04
62.16,62.88,63.24,62.14
62.60,62.08,62.80,62.04
62.12,62.04,62.32,61.97
62.56,61.96,62.68,61.84
62.00,61.68,62.00,61.48
61.56,61.48,61.84,61.44
61.88,62.20,62.36,61.66
61.64,61.56,61.80,61.44
61.80,61.48,61.96,61.44
61.32,61.44,61.60,61.08
61.20,61.60,61.76,61.20
61.60,61.12,61.84,61.08
61.80,61.88,62.24,61.32
61.64,61.68,61.72,61.16
62.28,61.72,62.28,61.72
61.52,61.08,61.54,61.04
60.72,61.60,61.72,60.48
61.44,60.96,61.64,60.76
60.52,60.12,60.68,60.04
60.24,60.00,60.68,60.00
60.16,60.00,60.40,59.80
59.24,59.28,59.48,58.40
57.88,58.60,59.04,57.80
59.28,59.52,59.96,59.28
59.76,60.36,60.40,59.76
60.28,60.52,60.64,60.20
60.52,60.32,60.68,60.12
60.44,60.64,60.80,60.44
60.72,61.12,61.16,60.64
60.68,60.92,60.96,60.60
61.08,61.32,61.40,60.96
61.72,61.20,61.78,61.04
61.28,61.64,61.80,61.20
61.56,61.48,61.68,61.12
61.40,60.92,61.40,60.84
60.52,60.48,60.68,60.28
60.24,60.24,60.32,59.92
60.04,59.84,60.24,59.80
59.76,60.08,60.12,59.64
60.28,59.92,60.32,59.88
59.68,59.84,59.88,59.56
59.56,59.44,59.76,59.40
59.52,59.40,59.62,59.20
58.96,59.16,59.20,58.76
58.84,58.84,58.84,58.68
59.04,59.36,59.36,59.04
59.24,59.20,59.42,59.04
59.00,59.04,59.08,58.92
59.36,59.64,59.80,59.36
59.84,59.84,59.96,59.68
60.12,59.80,60.12,59.80
60.04,60.40,60.44,60.00
58.84,58.36,58.84,58.28
56.72,56.64,56.92,56.45
56.64,56.56,56.72,56.52
55.80,55.82,55.96,55.64
55.36,55.12,55.36,55.00
55.08,54.72,55.08,54.52
54.48,54.40,54.72,54.28
54.28,54.48,54.56,54.18
55.16,54.52,55.40,54.44
54.44,54.20,54.68,54.16
54.04,53.36,54.08,53.36
52.96,52.28,52.96,52.08
52.00,52.28,53.00,51.64
51.80,52.80,53.44,51.55
53.08,53.00,53.36,52.68
53.16,53.24,53.60,53.00
53.52,53.52,53.68,53.32
53.68,53.56,53.84,53.36
53.72,53.80,53.92,53.48
54.24,54.32,54.52,54.08
54.24,54.24,54.48,54.16
54.28,54.36,54.44,54.00
54.32,53.92,54.36,53.86
53.64,52.68,53.64,52.64
52.28,51.44,52.36,51.30
51.16,50.96,51.48,50.76
51.36,51.48,51.60,51.28
52.12,52.24,52.52,52.12
52.28,51.92,52.28,51.80
51.92,51.72,51.96,51.52
52.24,52.16,52.52,51.80
51.80,51.84,51.96,51.28
52.44,52.00,52.80,51.96
52.32,53.16,53.20,52.28
52.16,52.16,52.28,51.96
52.72,53.04,53.16,52.56
53.48,54.08,54.12,53.28
54.08,53.80,54.12,53.68
53.68,53.92,54.04,53.42
53.52,53.40,53.60,53.32
53.16,52.92,53.36,52.82
52.80,52.84,52.84,52.32
52.12,51.88,52.52,51.80
52.40,52.36,52.60,52.00
53.28,53.56,53.78,53.16
53.92,53.60,54.12,53.56
54.20,54.68,54.72,54.10
54.76,54.24,54.76,54.08
54.40,54.40,54.58,54.24
54.16,54.16,54.28,53.92
53.12,53.00,53.28,52.72
53.24,53.72,53.80,53.20
54.16,54.72,54.76,54.16
54.32,54.32,54.40,53.80
53.76,53.76,53.84,53.40
53.44,53.48,53.58,53.20
53.44,53.60,53.68,53.10
53.56,53.44,53.60,53.26
53.56,54.20,54.32,53.24
54.00,54.16,54.28,54.00
54.56,54.24,54.56,54.22
54.16,54.28,54.60,54.16
53.84,53.96,53.96,53.64
53.76,53.60,53.92,53.56
53.36,53.08,53.44,52.92
53.04,52.84,53.20,52.78
52.44,52.16,52.56,51.84
52.40,52.08,52.40,52.04
51.48,51.14,51.64,51.12
51.32,51.44,51.64,51.16
52.08,51.76,52.32,51.64
51.60,51.20,51.80,51.00
51.60,51.92,52.04,51.60
51.84,52.08,52.22,51.80
51.88,53.28,53.44,51.76
52.36,52.20,52.56,52.00
52.24,52.44,52.72,52.16
52.56,52.76,52.92,52.52
53.28,53.44,53.48,53.16
53.44,52.56,53.44,52.56
53.20,53.00,53.24,52.68
52.88,53.08,53.20,52.68
52.80,53.32,53.60,52.72
53.08,53.16,53.32,53.00
53.44,53.44,53.56,53.28
53.84,54.16,54.32,53.76
54.52,55.08,55.36,54.52
54.96,54.68,55.04,54.68
55.04,54.92,55.14,54.68
54.80,55.00,55.16,54.74
54.24,54.24,54.32,54.00
53.44,53.08,53.66,53.04
53.44,53.44,53.76,53.36
53.60,54.12,54.24,53.48
54.44,54.88,55.08,54.30
54.40,54.76,54.76,54.24
54.84,54.96,55.12,54.84
55.24,55.24,55.44,55.16
55.68,55.36,55.80,55.32
55.04,55.52,55.76,54.96
56.28,56.24,56.56,56.12
56.48,56.60,56.64,56.20
56.48,56.92,56.92,56.48
55.80,56.16,56.36,55.76
55.16,54.44,55.16,54.36
54.60,54.72,54.80,54.40
54.60,54.88,54.96,54.48
54.64,54.68,54.84,54.60
55.16,54.68,55.24,54.56
54.24,54.48,54.64,54.08
54.64,54.72,54.96,54.61
54.20,53.84,54.24,53.68
53.56,53.88,54.00,53.36
54.16,54.04,54.44,53.96
54.76,54.88,55.04,54.72
54.72,55.12,55.16,54.56
55.20,54.88,55.20,54.80
54.20,54.08,54.32,53.96
54.24,54.28,54.42,54.00
53.76,54.04,54.20,53.68
53.68,53.52,53.68,53.24
52.60,52.00,52.60,51.88
52.00,52.16,52.20,51.68
51.84,51.80,52.00,51.64
51.48,51.36,51.62,51.28
51.16,50.84,51.16,50.72
50.88,51.40,51.56,50.80
51.16,51.36,51.44,51.16
51.00,50.44,51.00,50.36
50.04,49.88,50.24,49.72
49.72,49.72,49.88,49.54
49.80,49.76,49.88,49.69
50.04,50.64,50.80,50.00
50.24,50.12,50.24,49.88
49.84,49.92,49.96,49.72
49.40,49.52,49.64,49.32
49.64,49.84,49.96,49.56
49.80,50.00,50.14,49.20
50.12,50.32,50.56,50.12
49.80,49.48,49.88,49.48
50.28,50.04,50.36,50.04
49.96,50.16,50.24,49.80
49.96,49.48,49.96,49.44
48.96,48.68,48.96,48.64
48.20,48.32,48.44,48.04
48.16,47.68,48.18,47.56
48.28,48.44,48.72,48.12
49.44,49.16,49.56,48.88
49.32,49.52,49.68,49.32
48.24,48.08,48.60,48.00
47.80,47.60,47.92,47.20
47.48,47.60,47.88,47.44
48.04,47.96,48.44,47.88
48.56,48.68,48.84,48.52
48.08,48.12,48.46,48.08
48.32,48.52,48.60,48.26
48.52,48.24,48.52,48.24
48.64,48.92,48.92,48.56
48.76,48.68,48.80,48.52
48.44,48.44,48.56,48.00
48.76,48.76,48.98,48.72
48.52,48.16,48.52,48.12
48.12,47.76,48.12,47.72
47.96,47.96,47.96,47.64
47.48,47.32,47.74,47.24
47.40,47.52,47.70,47.28
47.56,47.64,47.96,47.40
47.24,47.48,47.48,47.18
48.20,48.60,48.84,48.20
48.20,47.64,48.20,47.50
47.80,47.48,47.96,47.40
47.64,47.12,47.72,47.12
46.08,45.96,46.28,45.80
45.32,45.16,45.40,44.84
44.48,44.88,45.04,44.24
43.60,43.28,43.60,43.00
42.44,42.52,42.88,42.20
42.68,42.44,42.68,42.28
41.60,41.52,41.64,41.36
40.60,40.28,40.60,40.12
40.80,40.76,41.00,40.68
40.64,40.40,40.96,40.20
40.28,40.04,40.50,40.04
39.80,39.24,39.96,39.20
36.92,37.72,38.44,36.24
39.64,38.12,40.00,38.12
39.36,39.60,39.72,38.80
40.60,41.64,41.68,40.56
40.80,40.64,41.00,40.36
40.52,40.76,40.76,40.20
40.12,40.00,40.64,39.80
39.88,39.96,40.04,39.64
40.08,39.96,40.48,39.84
39.20,38.56,39.36,38.40
39.16,39.24,39.28,38.92
39.52,38.80,39.76,38.76
39.48,39.72,40.00,39.44
39.68,39.64,39.80,39.52
40.48,40.40,40.60,40.18
40.92,41.36,41.52,40.92
41.88,42.28,42.64,41.84
42.40,43.08,43.92,42.24
42.28,41.96,42.60,41.76
41.16,41.24,41.26,40.96
40.68,40.60,40.68,40.24
39.60,39.32,39.78,39.24
38.48,38.80,38.92,38.24
39.52,39.00,39.52,38.96
38.72,38.36,38.72,38.24
38.44,38.24,38.44,38.12
39.40,39.64,39.76,39.24
39.64,39.28,39.80,39.20
39.08,40.12,40.24,38.94
40.72,41.20,41.40,40.64
41.04,41.40,41.48,41.04
43.44,43.80,43.96,43.08
43.32,44.40,44.48,43.16
44.84,44.76,45.12,44.72
44.72,44.04,44.72,44.04
43.64,43.44,44.24,43.40
43.80,43.96,44.06,43.46
44.48,44.84,44.84,44.00
44.04,44.36,44.36,43.96
43.44,43.00,43.52,42.84
42.68,42.56,42.76,42.44
42.60,42.32,42.74,42.20
42.88,43.40,43.44,42.78
43.60,43.68,43.76,43.44
43.56,43.12,43.56,43.08
42.44,42.32,42.44,42.14
42.28,41.60,42.64,41.46
41.04,41.08,41.24,40.96
41.52,41.16,41.52,41.16
41.52,42.08,42.10,41.48
42.08,42.88,43.08,42.02
42.68,41.76,42.76,41.76
42.12,42.32,42.44,41.88
41.56,41.68,41.72,41.04
41.08,40.60,41.24,40.40
40.76,40.72,40.76,40.42
40.88,40.64,41.00,40.60
40.44,40.12,40.48,40.04
40.28,40.04,40.36,39.84
40.36,41.16,41.28,40.36
40.76,40.68,40.92,40.56
40.76,41.24,41.32,40.76
41.24,41.60,41.84,41.16
42.04,42.04,42.32,41.88
42.00,41.96,42.28,41.88
42.48,42.92,43.04,42.44
42.92,43.08,43.12,42.80
42.56,42.32,42.60,42.24
42.16,42.40,42.54,42.16
42.72,43.12,43.12,42.72
42.72,42.24,42.76,42.04
42.72,42.52,42.80,42.20
42.44,43.32,43.32,42.36
42.48,42.12,42.56,41.92
41.76,42.24,42.32,41.60
41.96,41.96,42.44,41.72
41.72,41.60,42.00,41.48
40.56,40.32,40.72,40.24
40.08,40.44,40.48,39.80
40.60,40.84,41.02,40.56
41.04,41.52,41.78,40.94
41.72,40.96,41.88,40.96
41.40,41.08,41.44,41.08
29.84,30.20,30.28,29.84
30.28,30.40,30.40,30.12
30.68,31.04,31.04,30.64
30.80,30.86,31.00,30.60
30.92,30.76,30.92,30.68
31.12,31.24,31.40,31.12
31.08,30.92,31.16,30.92
30.96,30.96,31.24,30.92
30.08,29.96,30.12,29.76
30.36,30.20,30.48,30.12
29.72,29.52,29.84,29.44
29.64,29.40,29.82,29.28
29.60,29.12,29.64,29.08
29.36,29.08,29.44,28.80
29.60,29.44,29.76,29.30
29.64,29.12,29.82,29.00
29.36,29.52,29.64,28.98
28.72,28.72,29.00,28.44
29.28,29.00,29.44,28.92
28.96,29.04,29.20,28.44
28.84,29.12,29.44,28.60
29.96,30.44,30.44,29.96
30.16,29.92,30.40,29.88
30.48,30.64,30.84,30.36
30.40,30.32,30.80,30.22
31.20,31.12,31.56,30.86
31.92,32.44,32.44,31.80
31.92,32.00,32.12,31.76
31.08,30.64,31.12,30.52
30.84,31.56,31.60,30.40
31.96,31.96,32.44,31.82
31.60,31.28,31.60,31.08
30.92,31.16,31.26,30.60
30.84,30.88,31.36,30.66
31.52,31.36,31.92,31.32
31.20,31.40,31.60,31.16
31.32,31.52,31.60,31.18
31.32,31.64,31.72,31.28
31.60,32.12,32.24,31.60
32.20,32.12,32.36,31.96
31.44,31.56,31.72,31.36
32.00,32.12,32.20,31.88
31.84,31.56,31.84,31.52
31.08,31.48,31.68,30.84
31.44,31.56,31.64,31.28
31.64,31.08,31.72,31.06
31.40,31.32,31.64,31.32
32.00,32.44,32.44,32.00
32.24,32.64,32.68,32.24
32.64,32.80,32.88,32.60
33.12,33.48,33.60,33.08
33.16,33.32,33.56,32.96
32.68,32.56,32.70,32.40
32.84,32.80,33.00,32.72
32.96,32.72,33.00,32.40
33.16,33.48,33.56,33.14
33.04,32.88,33.04,32.76
32.60,32.68,32.68,32.40
32.52,33.20,33.40,32.36
33.60,33.92,34.08,33.52
34.08,34.04,34.20,33.96
33.92,34.04,34.16,33.88
34.32,34.64,34.72,34.28
34.44,34.16,34.44,34.08
33.92,34.16,34.22,33.80
33.92,34.08,34.12,33.80
34.32,34.92,34.92,34.20
35.20,35.12,35.36,35.08
35.60,35.64,35.88,35.48
34.88,35.60,35.60,34.76
35.56,35.28,35.60,35.28
35.04,34.84,35.16,34.80
34.92,35.56,35.60,34.88
35.08,34.64,35.08,34.56
35.36,35.16,35.48,35.04
35.40,35.44,35.60,35.34
35.36,35.84,36.00,35.28
35.72,35.80,35.88,35.54
35.60,35.60,35.76,35.56
35.60,35.40,35.62,35.36
35.08,35.36,35.48,34.84
35.60,35.92,36.04,35.56
35.64,35.64,35.80,35.48
35.52,35.12,35.52,34.96
35.20,35.20,35.48,35.12
35.20,35.04,35.32,35.00
34.68,34.80,34.80,34.58
34.60,34.92,35.00,34.36
34.52,34.68,34.92,34.36
34.36,34.20,34.48,33.92
34.16,34.16,34.24,34.04
33.28,33.00,33.34,32.92
33.08,32.84,33.20,32.64
32.88,32.68,33.00,32.56
32.76,32.88,33.16,32.76
32.40,32.16,32.48,32.12
32.16,32.48,32.52,32.16
32.60,32.76,33.00,32.60
33.00,32.68,33.08,32.68
32.32,32.20,32.38,32.04
32.24,32.24,32.40,32.24
32.40,32.32,32.56,32.24
32.24,32.16,32.52,31.92
31.96,32.04,32.08,31.84
32.08,32.08,32.20,32.08
32.04,32.00,32.24,31.96
31.80,32.00,32.16,31.76
32.00,32.24,32.28,31.96
32.40,32.44,32.56,32.24
32.36,32.24,32.50,32.20
31.80,31.68,31.84,31.68
31.40,31.44,31.60,31.28
31.56,31.56,31.68,31.36
32.12,32.36,32.48,31.92
32.52,32.92,32.96,32.52
33.08,32.92,33.16,32.92
33.12,33.12,33.32,33.04
32.76,32.68,32.76,32.56
32.40,32.04,32.44,32.00
31.96,32.00,32.20,31.88
31.88,31.88,32.04,31.60
31.96,31.88,32.24,31.88
31.60,31.88,31.92,31.28
31.92,31.84,31.96,31.64
32.36,32.32,32.60,32.32
32.68,32.80,32.86,32.56
32.56,32.48,32.72,32.40
32.80,33.20,33.28,32.72
31.64,31.56,32.34,31.42
31.44,31.28,31.44,30.86
31.96,32.08,32.16,31.82
32.60,32.80,32.88,32.60
32.96,33.16,33.16,32.76
32.96,33.12,33.28,32.96
32.76,32.48,32.80,32.36
32.20,32.48,32.52,31.96
32.76,32.44,32.88,32.36
32.68,32.96,33.00,32.68
33.08,33.00,33.26,33.00
33.32,33.44,33.52,33.24
33.56,33.52,33.64,33.32
33.76,33.92,34.04,33.68
33.92,33.64,33.92,33.48
33.48,33.56,33.56,33.40
33.32,33.20,33.32,33.12
33.00,33.20,33.20,32.88
32.68,32.64,32.72,32.52
32.64,32.72,32.72,32.60
32.76,32.56,32.84,32.52
32.60,32.64,32.76,32.52
32.52,32.72,32.76,32.32
32.68,32.72,32.76,32.54
32.64,32.84,32.92,32.56
33.00,32.80,33.12,32.76
32.76,32.60,32.92,32.40
32.40,32.72,32.76,32.36
32.68,32.80,32.96,32.62
32.84,32.96,33.00,32.80
33.08,33.08,33.20,33.04
33.24,33.28,33.36,33.12
33.60,33.40,33.64,33.36
33.56,33.80,33.88,33.48
33.52,33.48,33.60,33.40
33.76,33.80,33.96,33.76
33.92,34.04,34.04,33.84
33.76,33.76,33.84,33.40
33.72,34.08,34.08,33.68
33.56,33.72,33.80,33.48
33.52,33.44,33.60,33.36
33.56,33.28,33.60,33.20
33.44,33.52,33.52,33.28
33.52,33.60,33.64,33.36
33.72,33.40,34.20,33.18
33.40,33.60,33.60,33.28
33.24,33.08,33.42,33.04
33.00,32.72,33.00,32.68
32.64,32.72,32.80,32.48
33.00,32.96,33.20,32.88
33.24,33.24,33.40,33.04
33.36,33.36,33.36,33.20
33.40,33.16,33.44,33.12
32.84,32.44,32.84,32.40
32.12,32.68,32.84,32.04
32.56,32.24,32.60,32.00
32.08,31.92,32.22,31.92
32.00,32.32,32.40,31.88
32.12,32.16,32.16,31.92
32.12,32.04,32.28,32.02
32.12,32.00,32.20,31.96
32.12,32.80,32.88,32.12
32.92,32.92,33.08,32.84
32.88,32.68,32.92,32.56
32.60,32.40,32.64,32.40
32.32,32.44,32.44,32.20
32.48,32.76,32.80,32.28
32.76,32.44,32.82,32.32
32.36,32.44,32.48,32.20
32.52,32.60,32.64,32.40
32.48,32.08,32.56,31.88
32.40,32.40,32.44,32.16
32.16,32.40,32.48,32.02
32.52,32.28,32.54,32.12
32.44,32.56,32.64,32.40
32.20,32.00,32.24,31.88
31.96,32.00,32.08,31.80
31.80,31.92,32.00,31.56
31.88,31.76,32.00,31.68
31.72,31.60,31.72,31.56
32.04,32.08,32.16,31.92
32.20,32.28,32.36,32.08
32.20,32.12,32.28,32.04
32.12,32.20,32.28,32.04
32.40,32.40,32.40,32.20
32.36,32.40,32.44,32.24
32.32,32.36,32.48,32.24
32.16,31.88,32.24,31.80
31.96,31.84,32.08,31.72
31.88,31.92,32.04,31.84
32.12,31.88,32.12,31.68
31.84,31.80,31.92,31.60
31.68,31.52,31.76,31.44
31.52,31.32,31.52,31.24
31.47,31.86,31.93,31.39
31.74,32.16,32.27,31.61
31.45,30.88,31.60,30.83
30.51,30.07,30.71,29.53
29.53,28.57,29.63,28.48
29.68,29.68,29.90,29.40
30.00,30.35,30.47,29.95
29.58,29.86,29.90,29.50
29.83,29.76,30.03,29.71
29.82,29.58,29.86,29.51
30.00,29.83,30.12,29.70
29.80,29.93,30.04,29.63
29.35,29.40,29.44,29.17
29.35,29.44,29.45,29.35
29.42,29.34,29.42,29.26
29.22,29.37,29.39,29.14
29.35,29.29,29.40,29.28
29.52,29.30,29.52,29.24
29.48,29.39,29.67,29.36
