UAMY,United States Antimony Corporation Common Stock,NASDAQ
1.25,1.06,1.35,1.06
1.06,1.24,1.33,1.06
1.24,1.15,1.24,1.11
1.17,1.26,1.28,1.14
1.29,1.16,1.29,1.15
1.20,1.27,1.28,1.18
1.26,1.11,1.33,1.09
1.15,1.17,1.23,1.15
1.15,1.15,1.18,1.15
1.14,1.15,1.15,1.11
1.14,1.10,1.14,1.09
1.11,1.08,1.15,1.08
1.11,1.08,1.13,1.08
1.11,1.17,1.17,1.07
1.19,1.12,1.19,1.09
1.07,1.09,1.12,1.07
1.11,1.09,1.13,1.09
1.11,1.09,1.12,1.09
1.11,1.05,1.12,1.05
1.05,1.02,1.08,1.02
1.02,1.01,1.05,0.99
1.02,1.01,1.04,1.01
1.03,0.98,1.03,0.98
0.98,0.97,1.01,0.97
0.98,0.95,1.00,0.95
0.95,0.95,0.97,0.95
0.97,0.95,0.98,0.95
0.95,0.93,0.96,0.90
0.95,0.94,0.96,0.93
0.95,0.93,0.95,0.92
0.94,0.92,0.96,0.92
0.93,0.92,0.95,0.92
0.93,0.93,0.95,0.92
0.93,0.91,0.93,0.90
0.91,0.92,0.92,0.90
0.92,0.94,0.96,0.90
0.96,1.08,1.12,0.93
1.14,1.11,1.14,1.09
1.12,1.15,1.18,1.11
1.13,1.13,1.19,1.11
1.14,1.26,1.29,1.12
1.27,1.26,1.30,1.24
1.32,1.30,1.32,1.26
1.32,1.25,1.32,1.25
1.25,1.17,1.25,1.13
1.22,1.20,1.26,1.17
1.23,1.16,1.27,1.14
1.16,1.08,1.16,1.08
1.07,1.07,1.11,1.04
1.09,1.08,1.11,1.05
1.08,1.18,1.19,1.07
1.22,1.28,1.29,1.22
1.35,1.35,1.40,1.22
1.33,1.34,1.35,1.29
1.35,1.31,1.40,1.31
1.35,1.35,1.36,1.30
1.39,1.41,1.45,1.39
1.42,1.45,1.49,1.41
1.46,1.48,1.59,1.41
1.50,1.50,1.54,1.47
1.52,1.51,1.56,1.45
1.51,1.60,1.60,1.45
1.60,1.62,1.67,1.59
1.60,1.62,1.64,1.56
1.56,1.70,1.70,1.55
1.66,1.64,1.73,1.60
1.63,1.61,1.66,1.57
1.60,1.46,1.60,1.46
1.45,1.35,1.45,1.28
1.32,1.32,1.36,1.31
1.32,1.39,1.40,1.27
1.48,1.51,1.59,1.36
1.58,1.63,1.66,1.52
1.66,1.55,1.66,1.47
1.55,1.56,1.58,1.49
1.55,1.57,1.60,1.55
1.57,1.38,1.57,1.31
1.32,1.32,1.36,1.24
1.25,1.44,1.46,1.25
1.50,1.42,1.50,1.34
1.49,1.38,1.49,1.35
1.38,1.34,1.38,1.31
1.34,1.46,1.52,1.34
1.49,1.40,1.49,1.40
1.40,1.36,1.40,1.33
1.38,1.46,1.46,1.34
1.48,1.45,1.49,1.38
1.44,1.45,1.49,1.40
1.43,1.44,1.50,1.35
1.45,1.48,1.50,1.41
1.48,1.49,1.50,1.43
1.48,1.56,1.60,1.48
1.56,1.56,1.58,1.53
1.56,1.58,1.60,1.53
1.59,1.58,1.60,1.53
1.59,1.64,1.65,1.54
1.65,1.63,1.65,1.62
1.64,1.59,1.65,1.58
1.59,1.56,1.65,1.53
1.58,1.55,1.60,1.50
1.55,1.55,1.55,1.55
1.63,1.52,1.65,1.52
1.50,1.54,1.60,1.48
1.53,1.61,1.64,1.50
1.63,1.88,1.92,1.56
1.82,1.76,1.83,1.70
1.71,1.81,1.85,1.70
1.80,1.88,1.90,1.69
1.86,1.95,2.00,1.85
1.90,2.00,2.05,1.85
2.05,2.08,2.19,2.05
2.08,2.04,2.10,1.85
2.01,2.03,2.05,1.92
2.03,2.10,2.14,2.00
2.04,2.00,2.05,1.98
2.01,2.00,2.03,1.98
1.98,2.04,2.12,1.94
2.05,2.07,2.12,1.95
2.09,2.04,2.12,1.97
2.01,1.97,2.11,1.92
2.06,2.03,2.09,1.98
2.01,2.00,2.01,1.98
1.98,1.95,2.07,1.92
1.93,1.96,2.02,1.93
1.92,2.01,2.12,1.91
1.98,2.00,2.05,1.94
2.00,1.99,2.04,1.95
1.97,2.00,2.01,1.90
1.99,2.00,2.04,1.94
2.00,1.95,2.04,1.95
1.97,1.95,1.97,1.95
1.95,1.99,2.04,1.88
2.00,2.00,2.05,1.90
1.94,2.01,2.06,1.94
1.97,1.97,2.06,1.95
2.04,1.91,2.04,1.91
1.92,1.99,2.05,1.92
1.97,2.00,2.05,1.93
1.96,2.03,2.05,1.96
2.05,2.01,2.05,2.01
2.04,2.10,2.12,2.03
2.05,2.02,2.06,2.02
2.01,2.01,2.05,1.97
2.00,1.98,2.03,1.97
1.97,2.03,2.07,1.95
2.03,2.10,2.25,1.98
2.14,2.15,2.18,2.10
2.12,2.07,2.18,2.05
2.05,2.06,2.14,2.03
2.11,2.04,2.11,2.03
2.05,1.95,2.05,1.95
1.96,2.02,2.20,1.96
2.09,2.10,2.13,1.99
2.08,1.99,2.09,1.96
2.00,2.05,2.09,1.99
2.04,2.07,2.08,1.97
2.05,2.00,2.05,1.98
2.06,1.98,2.06,1.95
1.97,2.03,2.03,1.83
2.05,1.95,2.05,1.91
1.91,1.95,1.95,1.90
1.91,1.94,1.96,1.80
1.99,1.95,2.00,1.90
1.95,1.94,1.95,1.81
1.91,1.92,1.96,1.90
1.91,1.95,1.97,1.90
1.95,1.89,1.95,1.85
1.89,1.90,1.93,1.85
1.85,1.91,1.95,1.85
1.85,1.90,1.94,1.85
1.90,1.90,1.94,1.84
1.87,1.89,1.90,1.83
1.89,1.89,1.91,1.79
1.86,1.86,1.90,1.79
1.85,1.91,1.92,1.85
1.87,1.81,1.90,1.75
1.85,1.86,1.90,1.81
1.83,1.90,1.92,1.75
1.92,1.91,1.92,1.89
1.91,1.90,1.91,1.90
1.89,1.89,1.90,1.83
1.87,1.87,1.88,1.79
1.87,1.88,1.88,1.86
1.88,1.85,1.88,1.84
1.87,1.87,1.87,1.87
1.86,1.86,1.95,1.85
1.82,1.75,1.86,1.72
1.73,1.81,1.84,1.73
1.80,1.86,1.90,1.76
1.76,1.83,1.83,1.76
1.79,1.81,1.81,1.76
1.78,1.81,1.81,1.72
1.75,1.80,1.82,1.72
1.83,1.84,1.88,1.80
1.84,1.80,1.85,1.77
1.76,1.82,1.88,1.67
1.85,1.84,1.85,1.84
1.80,1.89,1.94,1.80
1.86,1.86,1.89,1.83
1.82,1.86,1.92,1.82
1.81,1.87,1.87,1.81
1.87,1.92,1.94,1.87
1.94,2.03,2.05,1.90
2.11,2.03,2.17,2.02
2.00,1.96,2.17,1.94
1.97,1.98,2.02,1.90
1.95,1.96,1.96,1.91
1.98,1.98,2.02,1.93
1.92,1.86,1.93,1.83
1.92,1.95,1.99,1.89
1.95,1.99,1.99,1.93
1.99,2.01,2.02,1.94
2.00,2.01,2.02,2.00
1.92,2.01,2.02,1.92
1.95,2.00,2.01,1.92
1.92,1.95,2.01,1.92
1.96,2.00,2.02,1.86
2.00,1.95,2.00,1.85
1.97,1.97,1.97,1.97
1.98,1.98,2.00,1.94
1.93,1.95,1.97,1.91
1.95,1.90,1.95,1.88
1.89,1.91,1.95,1.86
1.84,1.83,1.88,1.83
1.85,1.83,1.88,1.83
1.83,1.86,1.88,1.81
1.80,1.81,1.88,1.76
1.78,1.82,1.84,1.68
1.84,1.87,1.88,1.74
1.88,1.88,1.88,1.85
1.83,1.70,1.83,1.60
1.66,1.62,1.66,1.55
1.56,1.70,1.70,1.56
1.69,1.75,1.75,1.69
1.69,1.71,1.74,1.69
1.69,1.72,1.72,1.68
1.72,1.72,1.72,1.61
1.69,1.68,1.70,1.56
1.68,1.68,1.69,1.63
1.65,1.68,1.69,1.64
1.64,1.66,1.71,1.60
1.63,1.68,1.69,1.57
1.66,1.64,1.66,1.57
1.59,1.75,1.75,1.58
1.70,1.75,1.79,1.70
1.83,1.80,1.83,1.71
1.77,1.83,1.83,1.69
1.76,1.79,1.84,1.74
1.75,1.71,1.75,1.71
1.75,1.78,1.78,1.70
1.74,1.75,1.75,1.65
1.66,1.65,1.69,1.59
1.61,1.53,1.65,1.52
1.44,1.62,1.67,1.42
1.63,1.75,1.75,1.63
1.79,1.75,1.79,1.75
1.80,1.66,1.80,1.66
1.72,1.60,1.78,1.59
1.65,1.42,1.65,1.41
1.44,1.49,1.50,1.41
1.45,1.47,1.48,1.39
1.48,1.60,1.62,1.44
1.60,1.48,1.60,1.48
1.50,1.46,1.50,1.45
1.48,1.46,1.48,1.42
1.52,1.43,1.52,1.43
1.40,1.45,1.56,1.40
1.52,1.52,1.59,1.39
1.53,1.65,1.65,1.53
1.70,1.68,1.70,1.61
1.60,1.64,1.68,1.55
1.62,1.59,1.63,1.54
1.53,1.47,1.59,1.47
1.50,1.54,1.63,1.50
1.51,1.46,1.52,1.42
1.49,1.52,1.75,1.44
1.46,1.58,1.58,1.46
1.51,1.50,1.53,1.43
1.50,1.50,1.55,1.50
1.50,1.54,1.56,1.50
1.59,1.52,1.59,1.50
1.50,1.51,1.56,1.50
1.51,1.60,1.66,1.50
1.53,1.66,1.75,1.53
1.60,1.69,1.76,1.58
1.64,1.53,1.80,1.52
1.50,1.53,1.55,1.49
1.51,1.46,1.53,1.37
1.49,1.53,1.53,1.42
1.60,1.52,1.60,1.46
1.46,1.53,1.53,1.46
1.53,1.49,1.54,1.47
1.50,1.50,1.53,1.49
1.53,1.51,1.56,1.51
1.46,1.49,1.49,1.21
1.45,1.49,1.49,1.38
1.51,1.50,1.52,1.42
1.51,1.50,1.51,1.43
1.47,1.49,1.56,1.36
1.43,1.55,1.59,1.43
1.49,1.53,1.57,1.47
1.57,1.53,1.57,1.50
1.57,1.50,1.57,1.48
1.48,1.50,1.56,1.45
1.64,1.48,1.65,1.48
1.47,1.48,1.50,1.47
1.44,1.48,1.50,1.35
1.44,1.37,1.44,1.36
1.33,1.19,1.42,1.19
1.30,1.16,1.32,1.15
1.19,1.18,1.28,1.15
1.23,1.20,1.23,1.09
1.18,1.28,1.34,1.10
1.28,1.46,1.50,1.27
1.41,1.46,1.50,1.40
1.49,1.50,1.50,1.45
1.48,1.47,1.50,1.45
1.49,1.43,1.50,1.41
1.42,1.47,1.47,1.40
1.45,1.46,1.47,1.40
1.47,1.43,1.47,1.40
1.47,1.47,1.47,1.40
1.41,1.27,1.46,1.27
1.29,1.28,1.35,1.27
1.27,1.16,1.30,1.14
1.15,1.15,1.20,1.14
1.12,1.06,1.13,1.06
1.05,1.02,1.06,1.00
1.03,1.00,1.07,1.00
1.04,1.02,1.04,1.00
1.02,1.04,1.06,1.02
1.05,1.06,1.09,1.05
1.05,1.05,1.10,1.05
1.06,0.97,1.06,0.97
0.97,0.94,1.00,0.94
0.98,1.14,1.14,0.98
1.18,1.10,1.18,1.06
1.15,1.13,1.20,1.10
1.10,1.14,1.18,1.09
1.19,1.15,1.19,1.07
1.10,1.07,1.11,1.07
1.10,1.10,1.14,1.07
1.08,1.06,1.15,1.03
1.10,1.08,1.13,1.08
1.09,1.09,1.12,1.09
1.09,1.10,1.11,1.05
1.08,1.09,1.11,1.07
1.12,1.03,1.16,1.03
1.03,1.11,1.13,1.03
1.10,1.06,1.12,1.03
1.02,1.07,1.12,1.02
1.05,1.05,1.06,1.02
1.08,1.11,1.17,1.07
1.11,1.17,1.17,1.11
1.13,1.11,1.13,1.11
1.11,1.09,1.11,1.08
1.06,1.05,1.09,1.03
1.06,0.98,1.06,0.98
0.98,0.93,1.01,0.91
0.93,0.95,0.96,0.85
0.98,0.99,1.07,0.82
1.00,0.97,1.00,0.97
1.01,0.95,1.01,0.90
0.96,0.97,1.01,0.96
1.02,0.91,1.02,0.91
0.97,0.93,1.05,0.91
0.93,0.99,1.00,0.93
1.00,0.96,1.00,0.96
0.97,0.96,0.98,0.96
1.00,0.97,1.01,0.97
1.00,0.91,1.00,0.90
0.92,0.83,0.92,0.77
0.83,0.78,0.85,0.78
0.75,0.72,0.78,0.67
0.73,0.89,0.97,0.73
1.00,0.83,1.00,0.77
0.93,0.75,0.93,0.71
0.75,0.75,0.78,0.73
0.75,0.73,0.75,0.72
0.75,0.77,0.83,0.75
0.81,0.80,0.81,0.78
0.79,0.76,0.80,0.75
0.77,0.76,0.78,0.75
0.74,0.72,0.75,0.70
0.75,0.60,0.79,0.60
0.60,0.67,0.69,0.60
0.67,0.70,0.70,0.65
0.72,0.76,0.78,0.72
0.75,0.77,0.91,0.75
0.78,0.70,0.78,0.62
0.59,0.69,0.85,0.59
0.71,0.68,0.71,0.67
0.68,0.68,0.72,0.68
0.64,0.70,0.74,0.64
0.66,0.78,0.84,0.60
0.77,0.65,0.77,0.63
0.63,0.65,0.65,0.61
0.65,0.65,0.69,0.64
0.62,0.56,0.64,0.55
0.55,0.56,0.60,0.48
0.54,0.57,0.57,0.50
0.59,0.49,0.59,0.48
0.48,0.48,0.52,0.48
0.51,0.50,0.57,0.48
0.53,0.57,0.60,0.51
0.55,0.51,0.60,0.51
0.49,0.50,0.52,0.48
0.48,0.50,0.50,0.48
0.53,0.57,0.58,0.48
0.57,0.71,0.71,0.57
0.69,0.68,0.70,0.60
0.65,0.59,0.65,0.59
0.61,0.70,0.70,0.61
0.68,0.63,0.68,0.60
0.65,0.60,0.65,0.60
0.60,0.60,0.64,0.60
0.62,0.63,0.63,0.60
0.60,0.68,0.68,0.60
0.70,0.71,0.75,0.69
0.68,0.60,0.70,0.60
0.59,0.60,0.68,0.59
0.60,0.61,0.68,0.60
0.64,0.69,0.74,0.61
0.65,0.68,0.74,0.65
0.67,0.70,0.92,0.61
0.68,0.65,0.68,0.63
0.67,0.65,0.68,0.62
0.65,0.62,0.65,0.62
0.63,0.62,0.64,0.60
0.60,0.63,0.63,0.58
0.60,0.61,0.63,0.60
0.62,0.62,0.62,0.60
0.65,0.65,0.65,0.65
0.64,0.66,0.67,0.61
0.69,0.63,0.69,0.62
0.61,0.72,0.75,0.61
0.72,0.74,0.75,0.72
0.73,0.66,0.74,0.64
0.70,0.70,0.70,0.70
0.66,0.70,0.70,0.63
0.70,0.68,0.70,0.67
0.70,0.70,0.70,0.70
0.70,0.68,0.75,0.68
0.67,0.59,0.67,0.58
0.59,0.59,0.59,0.59
0.62,0.65,0.65,0.62
0.62,0.65,0.67,0.62
0.66,0.68,0.68,0.65
0.69,0.69,0.69,0.69
0.65,0.70,0.70,0.59
0.63,0.70,0.75,0.63
0.69,0.67,0.70,0.67
0.67,0.68,0.68,0.66
0.69,0.72,0.72,0.69
0.74,0.77,0.77,0.74
0.79,0.83,0.83,0.79
0.82,0.97,0.97,0.82
0.98,1.03,1.03,0.83
1.17,1.06,1.17,1.05
1.15,1.12,1.15,1.05
1.15,1.23,1.30,1.15
1.25,1.23,1.25,1.10
1.10,1.36,1.36,1.10
1.48,1.36,1.54,1.36
1.45,1.52,1.52,1.40
1.60,1.42,1.65,1.31
1.40,1.28,1.40,1.27
1.22,1.11,1.25,1.09
1.05,1.10,1.13,1.05
1.05,1.16,1.16,1.03
1.12,1.12,1.15,1.09
1.12,1.19,1.24,1.12
1.15,1.25,1.30,1.15
1.20,1.18,1.22,1.16
1.16,1.15,1.20,1.15
1.24,1.16,1.30,1.16
1.18,1.15,1.18,1.12
1.15,1.15,1.15,1.13
1.15,1.13,1.17,1.05
1.17,1.24,1.24,1.15
1.26,1.17,1.26,1.16
1.10,1.02,1.18,0.92
1.04,1.06,1.06,1.01
1.07,1.02,1.19,1.02
1.02,0.99,1.07,0.97
0.97,0.89,0.97,0.83
0.90,0.88,0.92,0.86
0.88,0.82,0.90,0.81
0.86,0.81,0.86,0.80
0.81,0.82,0.82,0.80
0.80,0.67,0.82,0.63
0.67,0.67,0.69,0.58
0.66,0.68,0.68,0.65
0.65,0.61,0.67,0.56
0.68,0.65,0.68,0.52
0.65,0.84,0.93,0.61
0.90,0.84,0.90,0.84
0.84,0.79,0.85,0.75
0.79,0.80,0.87,0.78
0.80,0.73,0.80,0.70
0.71,0.66,0.72,0.62
0.66,0.71,0.71,0.66
0.71,0.69,0.71,0.69
0.69,0.70,0.71,0.67
0.69,0.69,0.70,0.68
0.67,0.69,0.69,0.62
0.65,0.68,0.68,0.65
0.67,0.67,0.67,0.65
0.67,0.86,0.89,0.67
0.85,0.70,0.85,0.66
0.68,0.68,0.72,0.66
0.71,0.74,0.77,0.71
0.72,0.72,0.72,0.70
0.77,0.81,0.83,0.77
0.79,0.70,0.79,0.60
0.72,0.68,0.74,0.61
0.65,0.65,0.72,0.61
0.65,0.66,0.66,0.61
0.62,0.66,0.66,0.62
0.66,0.70,0.70,0.65
0.69,0.68,0.69,0.68
0.70,0.74,0.74,0.67
0.73,0.74,0.74,0.65
0.75,0.75,0.75,0.67
0.75,0.75,0.75,0.75
0.75,0.67,0.75,0.67
0.67,0.67,0.67,0.67
0.73,0.66,0.73,0.61
0.68,0.70,0.70,0.68
0.62,0.63,0.68,0.62
0.65,0.66,0.68,0.64
0.66,0.66,0.66,0.64
0.65,0.65,0.65,0.63
0.63,0.61,0.63,0.61
0.61,0.58,0.62,0.58
0.60,0.58,0.61,0.58
0.61,0.59,0.61,0.58
0.59,0.57,0.59,0.57
0.60,0.58,0.61,0.57
0.57,0.55,0.57,0.55
0.53,0.57,0.63,0.53
0.56,0.56,0.56,0.56
0.54,0.53,0.54,0.53
0.56,0.54,0.56,0.48
0.48,0.48,0.49,0.48
0.48,0.49,0.50,0.48
0.49,0.48,0.51,0.45
0.47,0.49,0.49,0.46
0.47,0.48,0.49,0.46
0.45,0.51,0.51,0.44
0.45,0.57,0.57,0.45
0.52,0.55,0.57,0.50
0.55,0.54,0.55,0.50
0.55,0.55,0.55,0.55
0.55,0.49,0.55,0.46
0.48,0.50,0.55,0.46
0.48,0.53,0.56,0.48
0.52,0.52,0.53,0.50
0.52,0.56,0.57,0.52
0.56,0.53,0.56,0.51
0.52,0.51,0.52,0.50
0.50,0.52,0.52,0.50
0.56,0.46,0.56,0.46
0.46,0.48,0.48,0.46
0.46,0.50,0.50,0.44
0.48,0.46,0.48,0.41
0.54,0.35,0.54,0.35
0.38,0.43,0.45,0.38
0.43,0.43,0.43,0.41
0.45,0.48,0.48,0.40
0.44,0.45,0.45,0.42
0.42,0.40,0.42,0.40
0.40,0.38,0.40,0.37
0.37,0.36,0.37,0.36
0.35,0.35,0.35,0.33
0.34,0.33,0.35,0.33
0.31,0.33,0.34,0.31
0.33,0.33,0.34,0.32
0.34,0.43,0.45,0.31
0.42,0.37,0.46,0.37
0.41,0.42,0.42,0.39
0.42,0.41,0.42,0.37
0.42,0.41,0.42,0.38
0.41,0.41,0.41,0.41
0.40,0.40,0.42,0.40
0.42,0.42,0.42,0.39
0.40,0.35,0.40,0.35
0.42,0.43,0.43,0.42
0.42,0.40,0.42,0.37
0.42,0.39,0.42,0.39
0.39,0.35,0.40,0.33
0.35,0.34,0.38,0.33
0.34,0.35,0.35,0.33
0.39,0.35,0.39,0.35
0.34,0.33,0.34,0.33
0.33,0.30,0.33,0.29
0.30,0.30,0.30,0.29
0.32,0.34,0.35,0.32
0.35,0.32,0.35,0.32
0.35,0.35,0.35,0.34
0.35,0.35,0.35,0.34
0.35,0.33,0.35,0.30
0.34,0.32,0.35,0.30
0.34,0.28,0.35,0.28
0.30,0.33,0.35,0.30
0.34,0.30,0.35,0.30
0.32,0.35,0.35,0.32
0.35,0.36,0.36,0.33
0.36,0.37,0.39,0.34
0.38,0.34,0.38,0.34
0.38,0.38,0.38,0.35
0.37,0.37,0.37,0.36
0.38,0.38,0.41,0.36
0.37,0.38,0.38,0.35
0.38,0.38,0.40,0.38
0.38,0.38,0.38,0.38
0.38,0.35,0.41,0.34
0.37,0.34,0.37,0.33
0.33,0.35,0.35,0.33
0.33,0.33,0.33,0.33
0.33,0.38,0.38,0.32
0.38,0.34,0.38,0.34
0.33,0.33,0.37,0.31
0.31,0.32,0.32,0.30
0.34,0.36,0.37,0.34
0.34,0.35,0.36,0.34
0.36,0.31,0.36,0.31
0.31,0.34,0.36,0.31
0.34,0.33,0.34,0.31
0.32,0.32,0.34,0.32
0.32,0.34,0.34,0.28
0.32,0.28,0.33,0.28
0.28,0.25,0.29,0.25
0.25,0.27,0.28,0.24
0.27,0.27,0.27,0.26
0.26,0.24,0.26,0.23
0.23,0.24,0.26,0.23
0.23,0.25,0.26,0.20
0.23,0.29,0.29,0.23
0.30,0.31,0.33,0.30
0.32,0.32,0.33,0.30
0.33,0.31,0.33,0.30
0.28,0.33,0.33,0.28
0.32,0.31,0.33,0.30
0.29,0.27,0.29,0.26
0.25,0.25,0.26,0.23
0.30,0.30,0.30,0.28
0.30,0.28,0.32,0.28
0.30,0.23,0.32,0.20
0.25,0.27,0.28,0.20
0.28,0.30,0.31,0.21
0.28,0.30,0.30,0.28
0.27,0.26,0.31,0.26
0.26,0.25,0.31,0.22
0.24,0.25,0.26,0.21
0.26,0.23,0.27,0.21
0.23,0.22,0.23,0.20
0.22,0.20,0.22,0.19
0.22,0.20,0.22,0.20
0.20,0.21,0.22,0.20
0.20,0.17,0.21,0.17
0.20,0.19,0.20,0.17
0.19,0.18,0.20,0.17
0.18,0.21,0.21,0.16
0.21,0.21,0.21,0.21
0.22,0.21,0.22,0.21
0.22,0.25,0.26,0.21
0.25,0.27,0.29,0.18
0.27,0.23,0.28,0.23
0.21,0.24,0.24,0.21
0.25,0.22,0.25,0.18
0.22,0.20,0.23,0.20
0.22,0.22,0.24,0.22
0.24,0.20,0.24,0.20
0.22,0.20,0.23,0.20
0.22,0.23,0.23,0.22
0.25,0.27,0.28,0.23
0.25,0.27,0.29,0.22
0.28,0.25,0.28,0.25
0.25,0.27,0.30,0.24
0.27,0.26,0.28,0.26
0.28,0.27,0.33,0.26
0.29,0.24,0.29,0.23
0.26,0.27,0.28,0.24
0.28,0.29,0.29,0.28
0.29,0.28,0.29,0.27
0.27,0.28,0.28,0.26
0.27,0.29,0.29,0.27
0.28,0.28,0.28,0.28
0.29,0.32,0.34,0.27
0.35,0.32,0.43,0.31
0.34,0.23,0.34,0.23
0.25,0.23,0.26,0.23
0.21,0.20,0.21,0.17
0.20,0.19,0.20,0.19
0.18,0.20,0.23,0.18
0.23,0.19,0.23,0.18
0.21,0.19,0.21,0.17
0.21,0.19,0.21,0.17
0.20,0.23,0.24,0.20
0.25,0.24,0.26,0.24
0.25,0.25,0.26,0.24
0.24,0.24,0.24,0.20
0.22,0.24,0.26,0.22
0.26,0.26,0.27,0.25
0.27,0.25,0.27,0.22
0.23,0.26,0.27,0.20
0.23,0.25,0.26,0.23
0.24,0.25,0.28,0.24
0.27,0.27,0.27,0.25
0.27,0.25,0.27,0.22
0.22,0.24,0.27,0.22
0.24,0.24,0.28,0.24
0.24,0.24,0.27,0.23
0.24,0.25,0.26,0.24
0.26,0.25,0.28,0.24
0.27,0.26,0.27,0.25
0.26,0.26,0.28,0.25
0.27,0.25,0.28,0.24
0.25,0.26,0.26,0.24
0.27,0.27,0.27,0.25
0.28,0.31,0.32,0.26
0.32,0.29,0.32,0.27
0.30,0.28,0.30,0.26
0.29,0.29,0.30,0.28
0.27,0.27,0.29,0.27
0.30,0.29,0.30,0.28
0.28,0.28,0.31,0.28
0.28,0.28,0.29,0.27
0.29,0.27,0.29,0.27
0.27,0.28,0.30,0.25
0.28,0.26,0.28,0.26
0.31,0.27,0.31,0.22
0.28,0.28,0.28,0.25
0.24,0.26,0.28,0.23
0.26,0.26,0.28,0.23
0.27,0.26,0.28,0.25
0.25,0.25,0.27,0.23
0.26,0.26,0.27,0.23
0.25,0.25,0.25,0.23
0.27,0.25,0.27,0.23
0.23,0.25,0.26,0.22
0.23,0.23,0.24,0.23
0.22,0.22,0.23,0.21
0.22,0.22,0.22,0.21
0.23,0.25,0.26,0.21
0.24,0.24,0.24,0.24
0.24,0.23,0.24,0.23
0.24,0.24,0.24,0.20
0.23,0.24,0.24,0.23
0.25,0.25,0.25,0.23
0.25,0.25,0.25,0.22
0.23,0.25,0.25,0.23
0.24,0.25,0.25,0.23
0.23,0.23,0.25,0.22
0.25,0.24,0.25,0.24
0.25,0.23,0.25,0.23
0.25,0.24,0.25,0.24
0.24,0.23,0.25,0.23
0.24,0.23,0.25,0.23
0.25,0.22,0.25,0.20
0.23,0.23,0.24,0.20
0.24,0.23,0.25,0.23
0.23,0.21,0.24,0.21
0.21,0.21,0.23,0.20
0.24,0.24,0.25,0.22
0.24,0.26,0.27,0.23
0.26,0.25,0.27,0.23
0.24,0.25,0.25,0.24
0.24,0.25,0.27,0.24
0.26,0.25,0.26,0.24
0.25,0.25,0.26,0.25
0.24,0.26,0.27,0.24
0.26,0.25,0.28,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.26,0.25
0.27,0.26,0.27,0.24
0.26,0.25,0.26,0.23
0.26,0.25,0.26,0.24
0.24,0.25,0.26,0.23
0.25,0.25,0.25,0.24
0.24,0.26,0.26,0.24
0.25,0.25,0.25,0.24
0.25,0.24,0.26,0.24
0.24,0.24,0.25,0.24
0.24,0.28,0.28,0.24
0.27,0.34,0.36,0.27
0.26,0.33,0.36,0.26
0.31,0.33,0.34,0.31
0.34,0.31,0.34,0.30
0.32,0.33,0.33,0.31
0.32,0.33,0.34,0.31
0.34,0.34,0.34,0.32
0.31,0.31,0.33,0.30
0.31,0.34,0.34,0.29
0.32,0.33,0.34,0.30
0.33,0.35,0.37,0.33
0.37,0.40,0.47,0.35
0.42,0.40,0.42,0.40
0.40,0.36,0.41,0.35
0.36,0.40,0.41,0.34
0.41,0.39,0.42,0.37
0.36,0.40,0.43,0.36
0.41,0.40,0.41,0.40
0.40,0.39,0.41,0.38
0.38,0.39,0.40,0.37
0.34,0.39,0.39,0.28
0.39,0.39,0.40,0.37
0.38,0.38,0.40,0.38
0.40,0.46,0.47,0.39
0.49,0.52,0.57,0.45
0.53,0.55,0.55,0.48
0.55,0.56,0.56,0.53
0.56,0.54,0.56,0.53
0.53,0.55,0.56,0.47
0.54,0.56,0.56,0.53
0.55,0.59,0.59,0.54
0.59,0.47,0.60,0.47
0.48,0.51,0.52,0.48
0.52,0.48,0.52,0.41
0.50,0.47,0.50,0.43
0.48,0.48,0.50,0.46
0.49,0.49,0.49,0.46
0.48,0.48,0.49,0.47
0.48,0.48,0.48,0.46
0.46,0.42,0.46,0.41
0.40,0.46,0.47,0.40
0.46,0.45,0.47,0.44
0.45,0.44,0.48,0.40
0.43,0.46,0.49,0.42
0.44,0.44,0.47,0.40
0.43,0.43,0.44,0.40
0.42,0.39,0.42,0.35
0.39,0.41,0.43,0.39
0.42,0.41,0.44,0.39
0.41,0.44,0.44,0.40
0.45,0.43,0.46,0.39
0.44,0.44,0.45,0.40
0.41,0.42,0.44,0.38
0.42,0.44,0.44,0.41
0.43,0.41,0.44,0.41
0.42,0.40,0.42,0.39
0.41,0.41,0.41,0.41
0.41,0.41,0.42,0.40
0.42,0.41,0.42,0.40
0.41,0.41,0.41,0.40
0.41,0.41,0.41,0.40
0.41,0.41,0.41,0.38
0.39,0.41,0.41,0.35
0.37,0.40,0.41,0.37
0.41,0.41,0.41,0.38
0.41,0.41,0.41,0.41
0.38,0.40,0.41,0.36
0.37,0.41,0.41,0.37
0.39,0.40,0.41,0.38
0.41,0.41,0.42,0.39
0.41,0.42,0.42,0.40
0.42,0.42,0.42,0.39
0.40,0.38,0.41,0.36
0.40,0.39,0.41,0.36
0.38,0.31,0.39,0.30
0.28,0.28,0.31,0.26
0.27,0.29,0.33,0.26
0.30,0.29,0.32,0.26
0.32,0.29,0.32,0.28
0.30,0.29,0.30,0.28
0.27,0.29,0.30,0.25
0.30,0.30,0.32,0.30
0.32,0.30,0.32,0.28
0.29,0.29,0.30,0.28
0.30,0.29,0.30,0.29
0.30,0.28,0.30,0.27
0.29,0.28,0.30,0.26
