ZROZ,PIMCO 25  Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,NASDAQ
99.59,98.28,99.59,98.04
97.55,98.36,98.81,97.55
98.77,97.58,99.40,95.50
95.50,95.00,96.08,93.49
94.60,92.67,94.96,92.65
92.29,93.55,94.03,91.65
93.43,92.22,93.46,92.05
93.50,92.56,93.52,92.20
94.09,94.23,94.48,93.05
92.54,94.44,95.05,92.48
94.03,94.82,95.08,94.03
95.40,95.70,96.00,95.26
95.28,95.07,95.28,94.80
91.32,90.00,91.32,89.90
90.73,90.93,91.30,90.62
90.88,90.80,91.10,90.50
90.88,89.22,90.88,88.97
90.94,90.95,91.31,89.63
91.70,91.03,92.05,90.59
90.88,91.62,91.73,90.88
92.09,92.28,92.36,91.96
92.48,92.21,93.00,92.21
91.85,90.20,91.85,90.19
91.33,92.58,92.58,91.33
93.50,93.16,93.50,92.76
91.80,92.37,92.61,91.73
90.83,90.41,90.91,89.89
90.07,90.40,90.40,89.62
90.95,91.16,91.33,90.66
90.85,90.11,90.85,89.85
90.50,90.08,90.58,89.72
88.75,90.71,91.05,88.15
89.33,88.14,89.33,87.47
88.94,89.39,89.39,88.76
88.74,88.01,88.74,87.82
87.57,88.39,88.48,87.57
88.97,89.45,89.58,88.97
89.95,89.75,90.63,89.61
89.29,90.04,90.04,89.29
90.45,88.93,90.52,88.93
87.15,87.00,87.47,86.76
87.07,87.15,87.42,86.79
85.66,85.25,86.36,85.19
85.29,84.74,85.29,83.89
84.35,83.50,84.35,83.26
83.85,84.55,84.60,83.85
83.88,83.06,84.54,83.06
83.53,84.73,84.73,83.44
84.49,86.44,86.44,84.49
86.75,86.98,86.98,86.42
87.62,88.73,88.90,87.29
88.06,87.73,88.06,87.38
87.60,89.14,89.19,87.60
88.88,89.50,89.98,88.70
87.46,87.18,87.48,86.59
87.80,87.23,87.80,87.15
85.81,85.19,85.92,85.15
85.94,85.70,86.35,85.47
86.37,85.75,86.45,85.75
85.06,84.55,85.87,84.55
85.14,85.47,85.47,84.47
86.33,85.42,86.60,85.08
85.98,85.48,86.31,85.12
86.18,84.72,86.36,84.42
85.12,85.81,85.85,85.02
85.49,87.05,87.75,85.18
86.86,86.06,86.90,85.79
86.35,87.08,87.32,86.35
87.28,88.22,88.22,87.20
88.72,90.08,90.18,88.72
89.22,90.15,90.44,89.19
89.67,89.28,89.67,89.01
89.45,89.18,89.71,88.90
88.31,88.32,88.70,88.03
87.95,87.75,88.06,87.50
88.04,88.11,88.64,87.74
87.85,87.87,88.49,87.83
87.53,87.52,87.56,87.26
88.36,88.07,88.36,88.07
88.10,88.32,88.70,88.10
88.00,86.90,88.00,86.90
86.13,87.24,87.24,85.88
88.04,87.57,88.49,87.38
87.31,86.35,87.75,86.01
87.00,86.21,87.00,86.21
85.98,87.78,87.81,85.98
88.81,89.36,89.56,88.81
89.60,89.47,90.03,89.47
88.98,88.95,89.22,88.95
90.08,90.36,90.82,90.08
91.00,90.97,91.49,90.97
91.50,90.58,91.62,90.54
91.02,91.06,91.22,90.85
90.86,90.49,91.01,90.49
90.16,90.32,90.39,89.90
90.12,89.57,90.99,89.32
90.27,90.00,90.27,89.47
89.23,88.45,89.23,88.43
88.98,88.45,88.98,88.36
87.01,86.68,87.71,86.68
86.50,86.50,86.52,86.08
86.43,87.74,87.81,86.43
85.43,84.42,85.54,84.35
84.45,83.80,84.55,83.80
84.47,84.64,84.64,84.28
84.94,85.01,85.02,84.89
85.84,86.07,86.75,85.52
85.83,86.00,86.00,85.55
86.07,86.65,86.83,86.07
86.50,85.91,86.68,85.91
86.06,83.18,86.18,83.18
83.18,83.53,83.93,82.47
84.72,84.96,85.33,84.65
84.76,85.32,85.48,84.76
85.86,85.92,86.31,85.86
85.94,85.30,85.97,85.30
85.38,85.54,85.61,85.38
85.37,84.93,85.37,84.93
85.51,85.49,85.62,85.33
84.05,84.00,84.45,83.96
83.76,83.68,84.27,83.56
84.13,83.75,84.22,83.75
84.32,84.58,84.72,84.32
85.61,85.80,85.80,85.35
85.08,84.61,85.23,84.61
84.72,84.08,84.78,84.08
84.71,84.86,85.02,84.66
85.29,84.36,85.58,84.29
84.32,84.92,84.94,84.31
84.06,84.31,85.00,82.33
84.62,84.38,84.79,84.38
85.85,86.52,86.52,85.47
86.50,86.12,86.79,86.06
85.33,85.08,85.59,85.08
84.59,84.62,84.62,84.24
82.98,82.85,82.98,82.60
82.98,83.83,83.94,82.98
83.74,83.00,83.74,81.86
82.96,83.26,83.58,82.96
82.99,83.22,83.48,82.58
83.64,83.72,84.17,83.64
83.70,84.14,84.14,83.70
83.45,83.68,84.02,82.98
84.16,84.86,84.93,83.81
85.88,86.38,86.38,85.72
86.66,86.95,87.02,86.46
86.21,86.35,86.40,86.21
85.60,86.00,86.00,85.60
87.11,87.32,87.32,87.00
87.04,88.07,88.19,87.04
87.84,88.15,88.34,87.84
88.11,87.97,88.43,87.79
88.70,89.63,90.23,88.70
90.15,90.78,90.78,90.10
90.60,89.96,90.82,89.92
89.47,89.94,89.94,89.47
90.39,90.94,91.47,90.04
90.63,90.41,90.74,90.06
91.43,91.42,91.77,91.28
91.40,93.43,93.44,91.23
92.65,91.71,92.65,91.51
91.05,90.39,91.26,90.11
90.26,89.65,90.26,89.47
89.27,89.74,90.21,89.22
89.45,89.78,89.85,89.45
89.25,89.43,89.55,89.04
88.82,88.73,88.85,88.37
89.53,89.41,89.77,89.30
89.35,89.31,89.35,89.03
89.34,89.65,90.19,89.34
90.21,89.10,90.21,88.98
89.07,88.59,89.12,88.16
88.74,89.35,89.46,88.74
89.64,89.18,89.64,88.96
90.00,90.49,90.49,90.00
90.76,91.17,91.17,90.50
92.03,91.89,92.03,91.54
91.76,92.23,92.35,91.27
92.99,93.04,93.25,92.84
92.05,91.14,92.05,91.14
90.95,91.20,91.41,90.89
90.00,90.00,90.39,90.00
88.40,88.99,89.28,88.40
89.14,89.14,89.26,88.84
89.13,89.55,89.61,88.91
90.25,90.71,90.71,90.24
90.36,92.25,92.25,90.36
92.17,92.44,92.97,92.15
91.89,91.44,92.13,91.29
91.50,91.84,91.94,91.50
91.70,91.15,91.70,89.74
91.08,91.47,91.51,91.08
91.47,92.47,92.47,91.47
92.33,93.79,94.10,92.33
92.89,93.29,93.52,92.89
93.23,94.07,94.26,93.23
94.61,95.10,95.67,94.47
94.68,94.31,94.77,93.89
92.84,93.20,93.51,92.56
92.59,92.05,92.79,92.05
91.40,91.08,91.40,91.03
91.64,91.75,92.21,91.52
92.00,92.60,92.95,91.83
92.92,93.64,93.65,92.91
93.45,93.98,94.02,93.06
93.36,93.02,93.97,92.82
93.54,94.37,94.99,93.53
95.25,95.88,95.92,94.92
96.00,95.55,96.09,95.08
95.50,96.62,96.94,95.48
95.30,96.71,96.82,95.30
96.92,95.84,97.10,94.87
95.80,94.92,96.00,94.92
94.73,95.42,95.49,94.48
96.12,96.55,96.55,96.07
96.03,96.76,96.81,96.03
97.51,97.11,97.96,97.11
96.73,96.25,97.01,96.10
95.77,96.01,96.05,95.26
95.86,96.38,96.77,95.69
96.69,98.10,98.67,96.64
97.68,99.27,99.98,97.46
99.60,98.21,99.70,97.82
98.66,99.14,99.33,98.45
98.85,98.32,99.04,98.22
98.42,97.71,98.76,96.95
97.09,96.60,97.44,96.50
96.56,96.10,96.56,95.96
96.92,97.32,97.32,96.82
99.15,99.20,99.47,98.74
100.25,100.50,101.10,99.82
99.75,100.09,100.86,99.75
100.74,99.14,100.74,99.14
98.69,99.13,99.79,98.39
98.04,97.94,98.36,97.72
97.97,97.61,98.41,97.30
98.46,98.60,98.87,98.38
99.03,99.43,99.78,98.52
100.66,101.96,101.96,100.66
101.62,101.11,102.14,99.59
100.57,100.87,101.16,100.20
99.64,99.68,100.36,99.14
99.31,97.74,99.31,97.74
98.08,97.75,98.08,97.42
97.00,97.90,98.37,97.00
98.70,97.85,98.70,97.70
97.46,97.70,97.87,97.43
97.21,97.09,97.34,96.89
97.49,97.23,98.00,97.12
97.50,98.84,99.04,97.21
98.23,98.80,99.09,98.18
98.99,99.24,99.47,98.75
98.47,97.98,98.50,97.98
98.40,98.04,99.37,98.04
99.22,97.10,99.29,96.27
97.48,98.26,98.26,96.91
98.74,97.65,98.78,97.52
98.77,99.20,99.20,98.40
99.90,99.68,100.18,99.57
100.60,100.55,101.00,100.55
101.11,99.97,101.11,99.97
100.02,100.02,100.88,99.48
98.89,98.62,99.50,98.45
97.68,96.87,97.84,96.71
96.32,96.28,96.67,96.04
97.18,97.47,97.86,97.14
98.44,99.28,99.28,98.44
99.13,99.66,99.66,99.13
100.16,99.43,100.44,99.43
100.12,100.41,100.41,100.02
100.18,99.83,100.18,99.54
99.40,99.71,100.00,99.02
99.80,100.25,100.42,99.80
101.40,102.26,102.56,101.14
102.60,101.79,102.60,101.35
102.86,102.52,103.17,102.42
102.54,102.96,103.14,102.11
103.05,102.82,103.43,102.76
102.19,101.51,102.19,101.46
102.88,103.79,103.86,102.88
103.79,103.42,104.15,103.13
104.33,104.27,104.33,103.47
103.33,101.92,103.51,101.70
100.82,101.36,101.95,100.69
101.18,102.23,102.55,100.70
102.40,101.86,102.60,101.86
101.66,102.24,102.50,101.03
103.41,102.44,103.41,102.31
102.68,103.70,103.78,102.68
104.34,103.85,104.48,103.31
103.73,103.31,103.73,103.27
103.05,102.21,103.22,101.57
102.20,103.30,103.30,101.64
103.93,104.62,105.18,102.77
105.11,107.71,107.71,105.00
106.26,104.74,106.26,104.59
105.87,104.40,105.87,104.04
103.76,104.04,104.43,103.52
104.50,105.24,105.32,104.21
106.18,106.18,106.78,105.53
106.44,106.77,107.01,106.16
107.68,106.30,107.68,106.28
107.10,107.77,108.00,106.56
109.04,109.00,109.42,108.80
108.01,109.05,109.85,108.01
108.31,106.25,108.31,106.05
105.99,106.86,107.09,105.52
105.87,104.79,105.87,104.68
105.11,103.94,105.32,103.61
103.94,104.40,105.00,103.81
104.40,104.33,104.99,103.98
103.75,103.68,103.79,103.26
103.75,103.02,104.09,103.02
102.00,101.04,102.12,100.75
100.44,101.03,102.27,100.44
101.58,100.69,101.58,100.69
101.37,100.10,101.48,100.00
101.05,100.54,101.15,100.53
101.23,103.15,103.19,100.90
103.27,103.09,103.55,102.94
103.32,104.10,104.10,103.32
104.16,103.40,104.35,103.28
104.53,105.21,105.34,103.75
105.19,105.41,105.52,104.56
106.51,106.62,106.90,106.13
105.60,104.59,105.83,104.25
105.35,107.62,107.82,105.35
106.89,106.21,107.70,106.21
106.16,107.32,107.49,105.95
107.30,107.16,107.90,106.59
107.85,109.55,109.56,107.85
109.66,108.55,109.69,108.33
109.13,108.86,109.36,108.36
109.61,110.66,110.66,109.38
112.64,111.01,112.64,110.14
111.97,112.43,112.64,110.80
115.77,113.29,119.75,112.90
116.68,112.23,119.95,111.55
111.27,111.11,112.04,109.96
111.73,111.50,111.98,110.82
110.58,110.22,111.20,110.03
109.99,110.29,110.55,109.51
109.95,109.02,109.95,108.37
109.09,108.94,110.25,108.75
109.13,109.40,110.03,109.03
108.98,108.46,108.99,108.09
107.95,109.01,109.59,107.46
110.00,109.08,110.29,109.06
109.10,109.13,109.25,108.06
109.28,108.84,109.28,107.94
109.79,109.49,110.16,109.11
108.77,109.22,109.41,108.65
108.52,108.05,108.53,108.01
108.57,109.39,109.59,108.57
109.30,108.09,109.30,108.09
108.50,108.24,108.50,107.51
109.35,108.00,109.50,108.00
108.40,108.63,108.75,107.96
108.98,109.62,109.62,108.58
110.20,109.32,110.20,108.75
109.46,109.50,109.68,108.95
108.84,108.34,109.46,108.34
109.65,109.15,109.89,108.87
109.91,110.50,110.51,109.27
110.01,110.36,110.86,109.64
110.52,111.95,112.30,110.52
112.83,112.79,113.11,112.48
113.49,113.65,114.06,113.30
114.08,112.80,114.50,112.75
111.03,111.14,111.89,111.03
111.41,111.97,112.14,111.15
111.01,113.32,113.32,111.01
114.07,112.64,114.07,112.26
112.01,114.67,115.15,112.01
116.00,115.35,116.46,114.98
115.57,116.65,116.87,115.57
116.40,117.40,117.40,115.73
118.57,119.98,119.99,118.16
119.03,119.90,120.65,118.42
121.76,121.80,122.35,120.35
121.02,120.60,121.64,119.22
118.40,117.84,118.49,117.29
117.62,119.85,119.85,117.47
119.28,120.20,120.37,119.18
119.40,116.42,119.40,116.23
116.06,117.44,117.44,116.06
118.20,118.28,118.54,117.98
118.30,118.94,119.36,118.24
119.99,119.41,120.15,119.17
119.44,119.82,120.07,118.52
120.04,121.49,122.00,120.04
122.75,124.72,124.99,122.62
126.74,127.98,129.10,126.00
127.16,128.21,128.53,125.72
126.66,125.09,126.66,124.91
124.60,127.00,127.47,124.26
127.56,128.61,129.19,127.14
127.99,128.92,129.76,127.47
131.56,130.47,131.91,129.60
130.47,132.71,132.93,129.56
132.50,130.73,132.50,129.73
131.93,132.90,134.29,131.46
133.95,130.99,134.45,130.00
131.60,130.63,132.11,129.01
132.63,132.83,133.12,131.88
132.96,132.30,133.53,131.76
134.22,133.03,135.60,132.00
133.55,137.00,137.00,132.95
137.00,135.09,137.00,134.51
137.95,138.99,139.25,137.16
138.05,138.65,138.90,137.07
137.16,133.37,137.16,133.02
133.37,133.50,133.77,130.52
132.73,131.19,132.73,130.65
130.01,127.26,130.01,126.67
128.17,126.95,129.42,126.80
125.25,124.97,126.07,124.59
125.05,125.49,125.74,124.00
125.00,124.92,126.48,124.75
125.47,123.35,125.47,122.11
122.27,120.18,122.60,119.88
121.06,121.02,122.50,120.11
121.00,120.20,121.80,120.02
121.16,120.69,122.75,120.05
121.70,122.59,122.89,121.67
123.98,125.32,125.72,121.84
124.94,126.48,126.73,124.61
128.27,123.53,128.27,123.42
124.74,125.00,125.11,123.55
125.03,121.85,125.03,121.53
121.59,121.09,122.37,120.80
123.00,121.34,123.00,120.70
121.88,121.01,121.88,120.10
120.00,116.40,120.00,115.65
117.89,118.15,118.95,117.26
120.25,120.28,120.84,119.55
120.60,121.98,122.34,120.59
123.01,121.66,123.40,121.44
121.61,121.47,122.50,120.81
122.78,122.87,123.45,121.91
123.85,124.66,124.75,123.79
125.00,128.33,128.33,124.35
128.16,127.49,128.25,126.45
127.72,128.28,128.95,127.72
128.86,128.17,128.95,127.70
128.27,130.06,130.06,127.89
130.22,128.55,130.22,128.23
128.00,125.30,128.08,124.65
125.64,127.17,127.87,125.64
127.49,126.54,127.49,126.47
125.25,125.71,126.51,125.25
127.46,128.65,129.21,127.06
128.54,125.91,128.54,125.91
125.87,124.66,126.75,124.30
125.19,126.55,126.65,124.30
126.28,126.66,126.92,125.24
126.11,124.11,126.11,123.78
125.13,124.24,125.25,124.07
124.42,124.50,124.65,123.95
126.30,125.73,127.45,125.64
126.38,125.50,126.78,125.30
126.19,124.58,126.19,123.95
124.18,126.94,127.29,124.18
126.36,124.82,126.36,124.46
125.07,124.57,125.36,124.19
123.87,121.36,124.02,121.08
121.80,121.91,122.52,121.19
123.06,123.63,123.63,122.25
123.63,123.09,123.72,121.77
121.95,120.50,122.76,120.50
118.35,118.18,118.94,117.50
117.31,118.57,118.89,116.34
117.17,116.16,117.17,115.57
115.89,114.10,116.98,114.00
114.40,113.92,114.50,112.37
113.02,110.78,113.02,110.48
111.88,113.41,113.67,111.88
114.10,113.46,114.88,113.42
112.43,109.21,112.43,109.19
108.47,109.37,110.68,107.78
110.58,107.80,110.58,107.73
107.67,108.07,109.21,107.60
110.01,111.69,112.48,109.75
110.69,109.01,110.69,108.41
106.48,107.30,109.34,106.48
107.88,107.51,108.29,106.96
108.63,109.94,110.29,108.63
110.63,109.48,110.99,109.48
111.05,113.28,113.32,110.33
112.54,113.62,113.85,112.35
113.60,113.16,113.70,113.15
114.44,113.63,115.00,113.50
113.80,111.65,113.80,111.10
110.79,109.41,110.79,108.91
108.36,106.66,108.36,106.33
107.64,108.84,109.05,107.64
107.00,107.00,108.34,106.16
106.89,106.39,107.54,106.13
105.85,105.04,106.01,104.68
104.00,103.64,104.24,102.97
104.41,107.03,107.04,104.41
107.30,107.06,108.97,106.87
108.13,107.22,108.13,106.70
107.19,108.40,108.40,107.15
107.23,106.76,107.91,106.14
106.20,106.18,106.20,104.78
108.03,108.07,108.22,107.31
107.02,104.62,107.02,104.62
103.58,103.43,104.90,103.28
104.40,105.00,105.42,104.13
104.62,104.56,105.38,104.32
103.30,102.49,103.30,102.40
103.51,106.85,107.64,103.51
105.69,105.16,106.71,105.08
104.03,102.88,104.03,102.49
103.81,103.20,104.00,103.08
104.23,106.23,106.75,104.23
107.74,107.97,109.20,107.58
108.57,109.07,109.76,108.10
107.66,105.72,107.66,105.70
104.19,102.82,104.19,102.81
102.06,103.06,103.59,102.06
103.00,103.13,103.35,102.62
103.39,105.10,105.42,103.39
104.98,106.16,106.24,104.89
106.99,107.16,107.70,106.99
106.57,106.38,107.08,106.38
106.66,107.27,107.46,106.66
107.50,108.91,109.03,107.50
108.87,110.67,111.00,108.80
111.75,111.25,111.75,110.86
112.38,112.43,112.70,111.54
110.84,110.86,111.31,110.53
110.54,110.43,110.71,109.95
111.63,111.56,112.09,111.35
113.00,112.70,113.26,112.31
113.55,114.52,114.91,113.09
113.84,113.29,114.40,113.21
112.00,111.90,112.29,111.50
112.65,113.47,113.92,112.58
114.44,115.99,116.11,114.44
115.63,113.99,116.00,113.36
115.12,116.66,117.20,115.12
117.25,115.88,118.39,115.82
115.61,115.02,116.16,114.70
115.41,116.09,116.47,114.77
116.93,116.64,117.30,116.50
115.78,115.17,116.71,115.00
115.04,116.73,117.12,114.75
117.51,119.08,119.08,117.51
119.25,119.28,119.75,118.44
120.69,119.23,126.00,118.59
118.04,116.27,118.04,115.09
115.56,112.20,115.56,111.85
112.23,112.31,113.72,111.79
114.21,112.43,114.37,112.40
113.55,111.68,114.65,111.41
112.07,112.44,112.95,111.19
112.45,111.26,112.70,111.01
111.58,111.70,112.28,110.93
112.90,113.48,113.94,112.63
112.80,111.12,112.80,110.81
109.45,111.56,112.76,109.01
111.35,110.49,111.35,110.22
111.66,111.47,112.51,111.47
112.43,112.05,112.62,111.86
111.12,108.45,111.12,108.04
108.45,107.62,108.45,107.24
107.61,109.54,109.82,107.55
111.01,112.22,112.93,110.86
111.30,109.26,111.30,108.81
111.42,111.59,112.46,110.88
111.17,111.66,112.17,110.26
113.18,113.09,114.50,112.64
111.68,111.64,111.80,110.89
111.99,114.20,114.55,111.99
114.65,114.74,115.35,113.82
113.96,113.30,113.96,112.95
114.56,113.96,114.94,113.90
116.01,114.91,117.43,114.49
114.00,112.60,114.00,112.37
112.20,113.34,113.50,111.65
112.81,112.57,113.07,112.40
112.97,111.00,112.97,110.60
111.11,111.35,112.01,111.11
112.56,112.79,113.02,112.36
113.39,112.74,113.39,112.27
113.19,114.44,114.50,113.13
114.21,113.71,114.21,113.41
114.00,113.75,114.38,113.31
113.75,113.09,113.75,112.42
112.12,112.23,112.36,111.77
113.13,113.97,114.20,113.13
113.98,114.30,115.02,113.23
113.07,113.17,113.47,112.63
114.31,114.26,114.75,114.22
115.05,114.63,115.41,114.48
114.47,114.06,114.59,113.24
113.47,111.28,113.47,111.08
112.44,112.77,112.98,111.74
111.77,112.23,112.45,111.72
111.78,110.85,111.81,110.56
110.84,111.17,111.75,110.60
110.91,110.53,110.98,110.04
109.07,108.25,109.07,107.90
106.98,107.14,107.94,106.82
107.31,107.63,108.47,107.21
107.14,107.17,107.38,107.02
107.77,107.89,108.55,107.72
108.65,108.85,109.18,108.59
108.93,108.57,109.06,108.31
108.01,108.84,109.18,107.58
108.73,109.39,109.69,108.53
110.72,110.65,111.00,110.26
110.29,109.99,110.74,109.96
110.40,110.58,110.95,110.03
110.56,110.44,111.00,110.33
111.00,110.94,111.10,110.60
111.00,110.42,111.13,110.42
110.79,111.40,111.54,110.79
111.85,113.82,113.82,111.85
113.79,114.10,114.29,113.15
112.11,109.08,112.11,108.79
108.94,110.57,111.37,108.78
111.00,112.32,113.35,111.00
113.12,112.50,113.12,112.01
111.29,112.16,112.60,110.64
112.15,112.06,112.59,111.71
114.05,115.22,116.08,113.88
115.04,112.92,115.04,112.41
111.75,112.16,112.19,111.50
111.44,111.67,112.83,110.91
112.53,114.00,114.16,112.53
114.28,114.80,115.24,114.28
114.98,114.42,115.31,114.11
114.00,113.71,114.00,112.77
112.01,112.06,112.35,111.51
113.00,113.00,113.00,113.00
113.38,113.60,114.31,113.31
112.01,110.27,112.05,109.76
109.48,109.79,110.55,109.37
110.49,109.31,111.01,109.08
112.12,111.90,113.15,111.53
110.92,110.99,111.55,110.48
112.72,113.27,113.27,112.35
113.36,113.32,113.65,111.98
112.99,113.92,114.34,112.59
112.12,111.83,112.88,111.83
112.33,114.18,115.01,112.32
114.04,116.51,116.88,113.94
115.37,114.75,116.08,114.08
116.88,117.40,118.00,116.20
116.78,116.98,118.21,116.45
119.00,118.97,120.83,118.58
119.08,117.61,119.42,117.60
116.50,117.00,117.33,115.90
117.58,117.99,118.15,117.27
117.98,117.85,118.57,117.60
117.26,117.68,118.01,116.62
116.79,117.81,118.18,116.79
119.75,119.31,120.31,118.90
119.13,118.88,119.17,118.16
121.20,122.30,122.30,120.72
121.29,120.62,123.01,120.57
120.63,121.45,121.55,120.21
120.61,121.90,122.17,120.15
123.15,125.60,125.90,123.15
126.78,126.34,126.85,125.25
126.42,127.56,127.56,125.33
130.00,129.02,131.10,128.00
127.61,125.61,128.11,124.66
124.01,123.64,124.19,122.50
122.79,122.16,122.79,121.20
123.19,124.46,124.79,122.93
124.99,124.77,125.74,124.36
124.68,124.65,124.82,124.34
123.10,125.29,125.91,122.90
126.80,124.99,127.92,124.45
125.51,125.40,126.60,125.30
123.33,123.56,124.23,123.01
124.00,124.18,124.93,123.69
124.49,121.49,124.49,121.22
121.12,122.42,122.42,120.98
122.48,122.78,123.50,122.25
122.15,121.67,122.32,120.64
121.52,121.98,122.22,121.22
124.40,124.04,125.36,123.40
122.71,122.60,123.22,122.27
123.26,122.16,123.31,121.05
122.45,120.46,122.49,120.19
120.86,120.84,121.75,120.84
121.81,121.28,122.28,120.81
121.28,121.24,121.96,120.50
121.89,122.31,124.11,121.80
122.39,122.39,123.32,121.97
121.54,121.11,121.80,120.77
122.26,121.16,122.51,120.95
121.39,123.42,123.72,121.27
124.96,122.33,124.96,122.33
123.04,123.44,124.25,123.04
124.49,124.92,125.18,123.86
123.85,123.17,123.90,122.03
123.55,124.31,124.56,123.21
124.71,123.91,124.71,123.18
124.26,124.15,124.52,123.59
126.02,126.14,126.38,125.45
124.65,124.65,125.19,124.16
126.27,127.04,127.29,126.02
126.16,125.49,126.21,125.13
124.81,125.14,125.66,124.35
124.33,124.12,124.64,123.58
123.50,124.54,124.71,123.46
123.93,123.85,124.08,123.46
124.61,124.99,125.82,124.60
124.73,124.35,124.73,123.69
124.21,123.89,124.29,123.10
124.32,121.88,124.86,121.53
120.34,120.58,120.81,120.15
120.88,120.40,120.91,120.09
120.00,119.52,120.23,119.52
119.46,118.44,119.46,118.29
119.31,119.88,120.34,119.17
120.03,120.89,121.00,119.68
120.00,121.47,121.82,119.74
120.63,119.90,121.11,119.26
121.82,121.77,122.57,121.54
122.32,122.91,122.91,121.60
122.46,123.69,123.69,122.04
123.48,123.12,123.80,123.00
122.96,123.27,123.66,122.96
123.24,123.54,123.64,123.24
123.23,124.50,125.07,123.23
123.53,123.77,124.03,123.10
124.79,125.70,125.88,124.52
125.18,124.21,125.18,124.04
124.69,124.51,125.29,124.29
124.20,122.29,124.20,121.59
122.13,123.17,123.47,122.13
122.65,123.22,123.69,122.24
123.44,123.45,124.22,122.70
122.92,123.34,123.42,121.89
122.95,121.81,123.45,121.81
122.80,122.99,123.34,122.80
122.86,122.16,122.99,122.03
121.67,123.11,123.37,121.22
124.00,123.67,124.66,123.27
124.09,125.15,125.45,124.09
126.83,127.44,127.58,126.58
127.23,125.81,127.23,125.81
126.66,126.36,126.95,126.22
127.11,127.59,127.66,126.96
129.05,128.91,129.40,128.54
129.96,129.57,130.57,129.02
130.11,130.50,130.50,129.65
131.21,130.40,131.72,130.23
130.91,131.09,132.27,130.70
132.89,132.37,133.87,131.89
132.08,131.09,132.08,130.50
129.31,128.85,129.37,128.52
128.91,127.88,129.42,127.88
127.86,128.05,128.66,127.38
126.78,126.20,127.51,125.88
131.25,130.49,131.94,130.01
134.39,136.39,136.64,133.20
136.72,136.30,136.85,135.95
136.63,134.82,137.41,134.77
135.65,135.51,136.99,134.59
138.00,137.95,138.35,135.76
140.00,140.79,141.60,139.33
141.88,141.15,142.15,140.39
140.75,141.20,142.20,140.31
142.07,142.64,143.05,141.20
142.49,141.23,142.82,141.11
138.23,137.74,138.97,137.00
139.85,140.34,140.34,139.07
136.75,137.35,137.68,136.40
135.91,135.85,136.19,135.07
136.27,135.10,136.43,134.45
136.08,136.47,136.74,135.45
135.02,135.46,135.74,134.65
133.60,135.60,135.64,133.41
135.18,136.05,136.63,134.95
136.20,136.20,136.99,135.89
137.49,136.50,137.49,135.75
137.02,138.85,139.00,137.02
137.89,138.52,139.04,137.87
138.57,140.13,140.40,138.35
138.09,137.69,138.70,137.52
134.99,135.67,136.87,134.52
136.08,135.94,136.31,135.49
137.30,137.46,138.44,137.05
136.83,135.54,136.83,134.99
134.88,135.81,136.18,134.48
136.77,137.80,138.01,136.55
138.57,138.66,139.30,137.83
138.68,136.83,138.68,136.13
138.76,138.53,139.61,138.53
138.30,136.66,138.30,136.47
136.79,136.05,136.88,136.00
136.47,137.34,137.57,136.20
137.30,137.57,138.01,137.00
136.42,136.84,136.88,135.66
138.00,138.40,138.85,137.50
139.00,138.71,139.41,138.36
138.26,138.12,138.80,138.06
137.75,137.26,138.28,137.26
138.31,136.44,140.64,136.16
138.23,139.81,139.83,138.06
139.68,138.90,139.79,138.34
138.61,139.31,139.60,138.34
138.03,139.52,139.76,137.78
137.91,137.51,137.91,136.99
137.86,138.91,139.50,137.51
140.00,139.02,140.00,138.58
137.70,135.93,138.15,135.26
133.42,132.48,133.46,132.33
132.36,132.41,132.72,132.00
132.87,130.19,132.87,129.03
130.25,130.02,131.21,130.02
129.36,129.35,129.87,128.46
130.62,131.10,131.17,130.38
130.92,130.42,131.29,130.38
131.76,131.11,132.33,131.06
131.05,132.76,133.50,130.67
133.50,134.75,135.29,133.50
134.78,134.30,135.00,134.16
134.74,135.24,135.64,134.74
136.68,136.90,136.93,135.97
136.64,136.53,137.50,136.42
135.13,137.04,137.36,135.13
136.97,135.22,136.97,134.22
135.16,133.98,135.16,133.52
133.29,131.20,133.29,131.02
131.10,130.40,131.10,129.84
129.17,129.37,130.29,129.14
129.36,129.25,129.81,128.19
128.07,128.21,128.78,127.30
127.62,127.79,128.90,127.43
127.50,127.82,127.82,126.84
128.80,128.53,129.17,128.44
126.83,125.72,127.57,125.65
126.34,126.96,127.22,126.33
126.10,127.55,127.62,126.06
126.71,127.83,128.02,126.71
128.66,127.84,128.66,127.80
128.87,128.63,128.87,127.94
128.57,127.29,128.57,126.96
127.06,127.77,128.42,127.06
126.99,126.60,126.99,126.48
125.04,124.38,125.04,123.48
123.85,123.86,124.41,123.85
124.59,125.09,125.29,124.47
124.07,125.13,125.94,123.80
125.45,126.08,126.50,125.30
124.94,124.41,124.94,124.24
125.23,125.99,126.24,125.20
124.58,124.40,124.86,124.23
125.10,123.62,125.31,123.27
119.17,115.46,119.66,114.92
114.61,112.58,115.80,112.58
112.86,111.72,113.01,111.40
111.00,110.89,112.87,110.10
111.80,111.96,113.20,111.80
112.74,113.97,114.11,112.74
112.32,111.19,112.53,111.08
111.93,110.88,112.28,110.20
110.41,111.30,111.86,110.41
112.26,111.28,112.26,110.87
109.81,110.76,111.01,108.60
111.82,110.94,111.82,110.79
111.87,112.25,112.32,111.45
