OSIS,OSI Systems,NASDAQ
54.95,56.71,56.75,54.38
56.52,56.81,56.92,55.58
57.24,58.45,58.59,56.59
58.60,59.01,59.17,58.00
58.88,57.73,59.44,57.63
57.10,55.86,57.60,55.50
56.05,63.51,67.50,55.35
62.75,62.51,63.98,61.89
63.25,63.25,63.50,61.74
63.55,63.46,63.88,62.82
63.93,65.04,65.13,63.68
64.70,64.42,66.13,64.13
64.39,64.39,64.92,64.07
64.22,63.68,65.22,63.20
63.53,65.09,66.58,63.53
66.10,67.84,68.19,65.44
67.83,67.42,67.85,66.41
67.55,67.03,67.89,66.61
66.80,68.33,68.67,66.56
68.89,69.10,69.53,68.39
68.81,68.66,69.91,68.15
68.51,68.49,69.19,68.07
68.35,68.88,69.15,67.80
69.10,68.37,69.53,68.00
68.74,69.10,69.19,68.12
68.89,69.48,69.63,67.98
69.31,70.07,70.13,68.54
70.47,69.89,71.46,69.29
70.34,70.24,70.75,69.69
69.93,71.01,71.24,69.93
70.46,70.28,70.90,69.67
70.37,69.78,70.84,69.64
70.22,70.17,70.99,69.59
70.56,70.39,70.84,69.50
71.00,70.75,71.00,69.59
70.34,70.00,70.68,69.63
69.69,70.50,71.37,69.40
70.43,69.51,70.50,68.92
69.21,69.00,69.66,68.52
69.50,70.99,71.45,69.50
70.95,73.67,74.18,70.95
72.94,74.36,74.98,72.94
74.20,72.15,74.40,71.86
72.95,70.48,74.92,70.11
70.63,69.88,70.63,69.34
69.51,69.16,70.22,68.74
69.00,67.79,69.14,67.66
67.85,69.01,69.05,67.57
68.59,69.95,70.78,68.59
70.36,71.02,71.38,70.36
71.17,71.83,72.02,70.42
71.76,72.76,73.34,71.74
72.02,70.90,72.60,70.89
70.78,71.16,71.76,70.55
71.04,71.94,72.75,71.01
72.12,72.70,72.99,71.29
73.33,71.81,73.93,71.01
71.73,72.35,72.52,71.19
72.53,72.47,73.01,72.36
72.59,72.07,73.02,71.00
72.39,72.66,72.99,71.97
73.00,73.77,73.85,72.60
73.57,73.00,73.85,72.41
73.49,72.13,73.85,72.04
72.49,73.63,73.85,72.03
74.13,73.73,74.45,73.62
73.68,74.81,75.00,73.66
74.64,75.72,76.25,74.22
75.67,74.75,76.16,74.51
74.81,75.09,75.59,74.80
75.13,75.39,75.99,74.17
75.37,74.84,75.78,74.45
74.68,74.71,75.31,74.60
74.82,74.87,75.98,74.48
74.26,74.37,74.95,74.11
74.37,74.38,75.00,73.77
74.23,76.04,76.73,73.90
75.77,76.11,76.62,74.23
75.77,74.87,76.07,73.92
74.81,75.90,76.74,74.81
75.47,75.27,76.06,74.70
75.11,74.26,75.47,73.69
74.72,74.22,74.83,73.67
75.21,75.30,75.89,74.71
74.91,76.23,77.13,74.91
75.65,76.09,77.03,74.85
76.04,75.68,76.49,75.32
76.18,75.08,76.24,74.99
74.75,75.26,75.43,74.55
75.99,76.14,77.40,75.46
76.47,77.01,77.09,76.05
77.23,75.00,77.87,74.73
78.33,74.65,78.50,74.03
74.58,72.84,75.33,71.81
73.12,73.52,73.94,72.07
73.57,71.47,74.17,70.22
71.86,71.18,72.20,70.02
71.00,71.21,71.59,70.96
71.05,72.84,73.86,71.05
72.71,72.51,73.80,72.04
72.99,73.24,73.59,72.58
73.03,73.24,73.54,72.68
73.51,72.98,73.75,72.92
73.38,72.50,73.50,72.19
72.46,73.56,73.79,72.46
73.62,73.33,73.70,72.36
73.19,73.59,73.70,72.19
73.36,73.82,73.89,72.66
73.95,75.00,75.99,72.78
74.88,75.03,75.38,74.61
75.10,74.64,75.50,74.22
74.59,75.09,76.43,74.47
75.39,74.19,75.62,74.00
74.48,74.77,75.09,74.00
74.93,75.00,75.77,74.58
75.22,74.89,75.28,74.53
75.06,75.25,75.84,74.70
75.29,76.61,76.80,75.26
76.75,76.70,77.45,76.05
76.44,74.54,76.50,74.01
74.63,73.14,74.85,72.95
72.80,72.75,73.92,72.57
72.55,71.72,73.03,71.29
68.53,64.75,68.70,64.41
65.59,47.38,65.92,39.00
48.53,48.91,51.89,46.61
48.75,49.00,50.22,48.27
48.88,50.65,50.76,48.50
50.59,52.08,52.34,50.05
52.08,54.47,54.90,52.08
53.99,52.95,54.41,52.17
52.81,50.84,52.89,50.35
50.60,50.58,50.81,49.81
50.70,50.68,51.37,50.01
51.23,51.55,51.98,50.31
51.08,51.14,51.60,50.60
51.15,51.60,52.00,51.00
51.80,52.51,54.29,51.01
52.65,52.37,53.45,52.32
52.30,53.11,53.32,51.66
53.00,52.20,53.00,51.85
52.20,53.36,53.97,52.01
53.79,53.20,53.79,52.73
53.52,55.08,55.82,53.52
54.88,55.76,56.15,54.14
55.80,56.04,56.94,55.80
56.29,57.04,57.61,55.34
57.00,58.04,58.44,57.00
58.33,59.23,59.37,57.93
59.14,59.55,60.00,58.84
59.43,57.58,59.43,57.15
57.69,57.81,58.09,57.11
57.96,58.29,59.22,57.77
58.48,58.75,59.13,58.06
58.54,59.22,59.38,57.91
58.54,57.33,58.54,56.78
57.31,55.51,57.33,54.99
55.64,56.35,58.48,54.75
56.08,56.38,57.68,55.90
56.75,57.91,58.03,56.17
57.11,57.93,58.73,56.46
58.02,57.46,59.58,56.83
57.73,57.80,58.19,56.50
57.70,57.40,58.03,56.12
57.58,57.87,58.20,57.17
58.26,58.71,59.31,57.99
58.46,59.46,59.55,57.98
59.46,58.88,59.64,58.48
59.00,58.84,59.28,58.66
58.51,59.23,59.29,58.28
59.33,59.33,59.44,58.36
59.59,60.35,60.39,59.40
60.51,61.40,63.22,60.33
61.45,62.21,62.34,61.11
62.53,62.50,62.60,61.72
62.72,62.44,63.03,62.20
62.47,61.79,62.50,61.58
61.98,62.24,62.71,61.55
62.17,61.57,62.55,61.15
61.72,61.47,62.31,60.77
61.00,61.33,61.66,59.90
61.93,63.08,63.65,61.93
62.88,64.24,64.39,62.42
64.41,64.82,65.15,64.41
65.41,64.84,65.41,64.16
65.00,64.79,66.78,63.19
64.68,63.53,65.02,63.23
63.09,62.74,63.48,62.50
62.86,62.51,63.38,61.64
62.17,63.14,63.45,62.17
63.63,64.21,64.48,63.06
64.33,64.55,64.72,63.95
64.13,64.16,65.16,63.76
63.88,64.24,64.55,63.84
64.00,62.66,64.00,62.54
62.59,62.21,63.18,60.86
62.63,61.93,63.28,61.90
62.40,60.14,62.73,60.12
60.31,59.45,61.17,59.05
59.24,59.14,59.71,58.87
59.54,59.86,60.47,59.20
60.11,61.01,61.85,60.11
61.34,63.37,63.72,61.12
63.60,62.46,64.11,61.91
62.90,61.26,62.90,60.98
60.97,60.44,61.96,59.46
60.32,60.22,61.36,59.72
60.34,61.02,61.09,59.82
60.86,58.92,61.06,58.65
58.31,58.84,59.45,57.66
59.46,58.27,60.03,57.60
58.61,58.99,59.24,57.76
59.29,60.84,61.09,59.28
60.46,61.16,62.48,59.97
61.43,60.59,62.16,60.11
60.59,60.98,61.88,60.45
61.03,59.92,61.03,59.56
60.42,59.28,60.78,58.70
58.85,57.04,58.90,56.54
57.28,56.96,57.94,56.00
57.40,57.26,57.88,56.46
55.21,55.81,57.00,52.68
55.53,57.22,57.58,54.49
57.21,57.55,58.28,56.24
57.33,57.09,57.88,56.26
56.98,55.53,57.51,55.34
55.42,55.21,55.87,54.35
55.20,55.10,56.58,55.00
54.81,56.29,56.53,54.59
56.52,58.21,58.45,56.52
58.20,56.47,58.20,56.05
56.19,55.92,56.67,55.42
55.60,55.95,56.30,54.85
55.83,55.00,55.83,54.89
54.94,55.85,56.14,54.93
55.60,55.11,55.60,54.57
55.41,55.29,55.70,54.65
55.46,55.91,56.27,55.46
56.01,56.97,56.99,55.90
57.54,57.97,58.33,57.45
57.72,57.70,57.96,56.70
58.07,57.36,58.21,57.29
57.55,56.95,58.07,56.64
57.18,58.00,58.02,56.32
57.65,57.47,57.90,56.83
57.17,57.44,57.91,57.09
57.69,60.28,60.33,57.53
60.60,61.47,61.53,60.60
61.33,62.16,63.00,61.33
62.02,61.60,62.22,61.36
61.20,62.57,62.63,61.20
62.52,61.90,62.53,61.20
62.22,62.52,62.75,62.00
62.50,62.53,62.66,61.98
62.53,64.14,64.32,62.30
63.94,64.21,64.26,63.11
64.27,63.66,64.73,63.60
64.07,63.70,64.28,63.24
65.94,66.76,67.44,65.90
66.48,65.09,67.22,65.04
64.77,65.42,65.50,64.47
65.56,65.80,65.95,64.59
65.36,66.26,66.41,65.36
66.31,66.75,66.92,65.55
67.10,68.08,68.99,67.05
67.83,66.92,68.40,66.66
67.08,67.35,67.77,66.44
66.85,65.75,67.29,65.65
65.43,64.47,65.63,64.38
64.77,65.44,66.18,64.66
64.62,64.81,65.39,64.06
64.66,64.84,65.29,64.31
65.64,65.29,65.85,64.83
65.51,64.78,65.92,64.27
64.96,64.30,65.58,64.26
63.95,63.97,65.15,63.55
63.88,66.41,66.69,63.88
66.11,66.09,66.42,65.21
66.38,66.65,67.70,66.30
66.59,66.09,66.63,65.80
65.68,66.18,66.46,65.31
65.63,66.24,66.64,65.38
66.26,66.64,66.86,65.58
66.59,67.13,67.71,66.59
67.59,67.88,68.21,66.69
66.95,66.30,68.14,65.76
66.41,66.08,67.15,65.11
66.24,67.02,67.23,65.49
66.62,66.88,67.98,65.99
66.26,67.77,68.28,65.81
67.95,66.95,68.50,66.56
67.11,67.16,68.10,66.91
67.25,66.46,67.25,65.83
66.18,66.15,66.75,65.90
66.40,67.42,67.64,65.83
67.64,68.20,68.36,67.35
68.77,67.00,68.88,66.85
67.59,66.99,67.59,66.61
66.94,67.36,67.89,66.88
67.20,67.54,68.74,66.35
67.65,68.03,68.38,66.95
68.02,67.27,68.12,67.00
69.95,67.61,70.19,66.75
68.00,68.69,69.18,66.57
68.52,69.46,70.27,68.52
68.91,69.67,70.00,68.62
69.82,69.76,70.07,69.32
67.79,68.07,68.49,66.84
68.24,68.33,68.77,67.72
68.48,68.42,69.03,68.22
68.17,68.76,68.99,67.88
68.47,68.85,69.36,68.30
68.82,67.39,68.98,67.22
67.29,66.85,67.83,66.46
66.63,66.86,67.50,66.63
66.70,66.43,67.16,65.62
66.22,65.29,66.65,64.54
65.27,65.26,65.72,64.90
65.61,65.21,66.11,64.30
65.37,65.05,65.88,64.41
65.23,63.25,65.57,63.10
63.10,62.96,63.31,62.32
62.82,62.63,62.98,62.24
62.60,64.11,64.24,62.26
63.81,63.52,63.93,62.10
63.66,63.60,64.05,63.06
62.89,63.62,63.70,62.89
63.63,63.48,64.65,63.08
63.48,62.11,63.62,61.97
62.28,62.75,63.36,61.73
63.32,62.41,63.45,62.41
62.68,61.33,62.71,61.24
60.93,60.25,61.57,60.23
60.25,61.79,61.89,60.01
61.81,60.15,61.81,60.03
59.89,59.12,60.56,59.04
59.02,59.32,60.10,58.54
59.97,59.80,61.15,59.54
59.32,61.05,61.60,58.87
60.12,61.27,61.78,59.20
62.13,61.84,62.40,61.34
61.42,61.78,62.40,60.79
62.13,63.61,64.07,62.07
65.40,64.12,67.65,63.98
65.00,67.64,68.10,63.57
70.04,67.94,70.04,66.70
67.95,68.50,68.88,67.62
68.72,69.79,69.95,68.60
69.51,69.31,69.98,68.35
69.22,69.71,69.88,68.74
70.59,70.88,71.12,69.62
70.69,71.44,71.83,70.58
71.41,70.96,71.96,70.82
71.31,70.85,71.31,70.26
70.93,70.49,71.24,70.36
70.40,70.50,70.74,70.01
70.23,70.07,70.82,69.78
69.76,70.11,70.36,69.22
69.71,69.61,70.00,69.17
69.77,69.41,70.13,69.36
69.31,69.08,69.53,68.25
68.93,68.44,69.31,68.11
68.64,68.60,69.54,68.53
68.67,67.95,68.67,67.72
67.66,69.29,69.66,67.64
70.29,69.53,70.35,69.29
69.81,70.37,70.49,69.81
70.57,70.84,70.99,70.27
70.76,70.78,70.97,70.52
70.72,70.57,71.94,70.36
70.41,69.30,70.56,69.30
69.58,71.37,71.42,69.52
71.15,71.69,72.04,70.99
71.73,71.77,72.15,71.29
71.78,72.91,73.29,71.78
72.50,72.39,73.75,72.07
71.48,74.20,74.65,71.48
74.18,73.37,74.79,72.33
73.57,72.66,73.99,72.44
71.79,69.21,71.79,69.11
69.67,67.70,70.34,67.61
67.64,68.30,68.98,67.56
68.30,70.05,70.11,67.51
71.32,70.93,71.97,70.11
70.82,71.75,72.36,70.23
71.68,71.52,72.42,71.02
71.96,71.63,72.12,70.86
71.83,71.75,72.56,71.56
71.98,72.56,72.85,71.90
72.51,72.24,73.10,71.88
71.89,71.69,72.50,71.62
72.00,70.77,72.81,70.67
71.26,70.48,71.91,69.50
70.14,69.35,71.34,69.10
69.37,68.17,70.30,67.22
68.57,69.10,69.10,67.75
69.84,71.65,71.79,69.11
71.67,71.32,72.46,70.88
71.20,70.05,71.61,69.88
70.87,70.06,72.72,69.21
69.41,69.79,70.30,69.37
70.12,67.43,70.18,66.90
67.23,69.09,69.29,67.23
69.31,70.25,70.49,68.33
70.19,68.90,70.35,68.61
69.60,70.04,70.17,68.46
70.29,70.35,71.21,69.70
71.00,71.50,73.88,70.17
70.97,71.62,71.66,69.77
72.24,70.20,72.31,70.19
70.51,70.92,70.95,69.25
70.87,69.98,72.00,69.89
70.39,69.88,70.39,68.68
70.26,70.00,71.27,69.60
69.99,69.74,70.89,69.48
70.23,71.22,71.30,69.99
71.47,70.63,71.85,70.35
70.59,70.73,71.00,70.37
71.45,71.73,71.97,70.27
71.80,71.15,72.76,70.80
71.85,71.67,71.88,70.54
72.05,71.63,72.09,71.00
71.99,71.78,72.13,71.40
71.48,72.75,72.97,71.48
72.43,71.93,72.90,71.90
72.00,72.50,72.53,71.12
72.40,71.98,72.40,71.40
71.86,72.38,72.79,71.73
72.52,72.41,72.60,71.55
72.30,72.88,73.25,72.02
72.71,72.47,72.75,72.24
72.61,73.36,73.84,72.56
72.96,73.19,73.24,72.00
72.84,73.00,73.42,71.77
73.17,73.17,73.64,72.16
72.64,72.62,73.17,72.15
72.81,73.03,73.55,72.18
72.58,73.00,73.17,72.05
73.00,72.84,73.31,72.23
73.25,73.12,73.72,72.71
73.09,72.51,73.32,71.65
72.70,73.02,73.58,72.52
72.87,73.25,73.36,72.82
73.25,73.59,73.84,72.43
73.25,73.72,73.80,73.16
73.85,73.62,73.99,73.08
73.35,73.52,73.79,73.03
73.26,73.73,74.29,72.74
73.81,72.20,74.02,72.00
72.00,73.24,73.41,71.61
73.06,73.80,74.25,73.06
74.25,74.87,75.00,73.97
74.50,74.26,74.58,73.90
74.00,74.41,74.44,73.68
74.23,74.10,75.36,73.85
73.85,74.13,74.49,73.35
74.01,73.90,74.46,73.82
74.03,74.97,75.50,73.76
74.54,74.33,75.01,73.67
74.17,74.25,74.71,73.94
74.33,73.92,74.63,73.88
73.90,74.53,74.71,73.80
74.91,76.30,76.32,74.58
76.25,76.32,76.50,75.77
75.68,74.97,75.89,74.68
75.31,75.23,76.19,75.00
75.44,75.50,75.71,75.10
75.67,75.76,76.70,75.09
75.47,75.78,76.15,75.31
75.95,75.63,76.33,75.35
74.32,69.73,74.33,68.05
69.29,68.68,69.65,67.58
68.47,68.38,69.15,67.86
68.06,67.21,68.06,66.55
67.18,67.19,67.44,66.03
67.43,67.77,68.52,67.38
67.39,66.53,67.76,66.04
66.77,67.26,67.34,66.16
67.10,67.59,67.77,66.71
68.36,68.40,68.63,67.69
68.22,68.71,69.17,68.20
68.73,69.13,69.28,67.70
68.88,69.40,69.90,68.36
69.88,70.60,70.81,68.82
70.64,70.99,71.18,70.19
70.85,72.18,72.23,70.85
71.95,72.45,72.78,71.57
72.50,71.96,72.50,71.39
71.80,71.73,72.33,71.37
71.63,72.32,72.46,71.36
71.96,71.53,72.20,71.30
71.44,72.59,72.74,71.02
72.58,72.62,73.15,72.04
72.33,72.24,72.54,71.75
72.50,72.56,73.05,71.52
72.10,72.69,73.08,71.55
73.28,73.97,74.08,72.52
73.57,72.37,73.58,71.91
72.26,72.65,72.71,71.31
72.31,72.55,72.79,71.72
72.45,72.61,73.01,71.48
73.00,73.36,73.58,72.96
73.20,73.09,73.57,72.73
72.87,73.01,73.15,72.48
72.33,73.07,73.46,71.55
73.02,73.33,73.81,72.65
73.65,73.30,74.05,73.12
73.30,74.00,74.71,73.01
74.21,73.68,74.21,73.09
73.93,73.79,73.93,73.23
73.52,74.18,74.44,73.09
74.18,73.65,74.18,73.27
73.74,73.03,73.82,72.77
73.25,73.05,73.42,72.42
72.70,70.56,72.91,70.38
71.19,70.79,71.95,69.50
71.27,71.17,71.68,70.25
71.06,70.84,71.90,70.63
70.45,71.07,71.22,70.32
71.21,70.60,71.32,69.89
70.07,70.12,71.26,69.76
70.86,69.79,71.43,69.12
70.06,71.42,71.52,69.40
71.63,71.75,72.14,71.33
71.80,71.75,71.97,71.52
71.78,71.71,72.07,71.07
72.13,72.00,72.60,71.66
72.00,71.76,72.26,71.63
72.02,71.51,72.25,71.21
71.16,70.54,71.67,70.22
70.36,70.28,70.68,69.62
70.17,69.98,70.89,69.60
69.79,68.67,70.52,68.56
68.31,68.23,68.78,67.97
68.62,68.31,68.62,67.14
68.18,69.08,69.54,68.18
68.78,69.79,70.53,68.78
69.99,70.18,70.73,69.96
70.23,69.37,70.35,68.77
69.31,68.31,69.48,68.16
68.84,68.72,69.36,68.45
68.63,68.39,69.85,67.97
68.06,67.35,68.50,66.94
67.51,68.84,68.99,67.51
68.41,67.84,68.70,67.55
67.52,68.98,69.07,67.35
68.96,69.34,69.75,68.78
69.11,70.26,70.37,68.83
69.91,70.95,71.12,69.65
70.77,70.59,70.98,70.01
70.14,70.98,71.89,70.09
68.99,71.69,71.95,68.00
70.29,71.12,71.35,69.83
68.00,68.17,70.60,68.00
70.09,69.55,70.34,68.64
70.71,71.91,71.96,69.75
72.14,72.69,73.22,71.40
72.33,73.47,73.64,72.33
73.00,73.04,73.86,72.99
71.61,72.26,72.83,71.61
72.70,73.50,73.74,72.18
73.92,73.54,74.14,73.26
72.64,73.22,73.49,72.64
74.15,74.66,74.74,73.63
74.96,74.76,75.52,74.36
74.57,74.87,75.20,74.51
74.42,74.99,75.20,74.38
75.25,75.16,75.46,74.92
74.92,76.05,76.09,74.92
76.73,77.53,78.67,76.41
77.65,77.88,79.20,77.12
76.69,78.36,78.39,76.44
78.86,78.82,79.28,78.28
78.18,78.04,78.52,77.39
77.80,78.63,78.81,77.66
78.41,78.53,78.70,77.50
78.72,78.22,79.21,77.91
78.22,77.29,78.51,77.12
77.35,76.00,77.77,75.75
76.66,76.96,77.71,75.89
76.94,76.42,77.19,75.60
75.99,78.30,78.30,75.96
79.20,80.32,80.51,79.16
80.40,79.76,80.78,79.20
80.31,82.00,82.69,80.31
82.23,82.58,82.63,81.62
82.17,82.71,83.43,82.17
82.81,83.11,83.48,82.43
82.87,83.04,84.42,82.74
82.75,82.54,83.42,82.02
82.66,84.08,84.08,81.80
84.44,82.97,85.00,82.45
82.52,83.42,83.90,82.28
83.72,82.73,83.96,82.62
83.19,82.11,83.19,81.80
82.72,83.29,83.62,82.01
84.18,83.61,84.58,82.10
83.72,83.49,84.35,82.68
83.50,83.72,84.68,83.00
84.07,85.44,85.45,83.49
84.39,83.97,85.45,83.06
84.91,86.18,86.58,84.79
86.37,83.55,86.37,83.53
83.30,84.70,84.80,83.11
84.50,84.98,85.00,83.65
85.00,84.56,85.44,84.30
84.23,85.47,85.76,83.71
85.26,84.22,85.26,83.82
84.23,84.11,84.70,83.55
84.22,84.20,85.15,84.03
84.00,82.97,84.13,82.91
82.53,82.73,84.02,82.00
83.01,85.01,85.11,83.01
83.01,85.34,85.90,83.01
86.45,93.04,93.23,86.45
92.74,93.92,94.00,91.63
93.97,95.50,96.13,92.91
96.02,95.74,96.57,94.59
95.55,94.52,95.55,93.68
94.82,93.51,95.45,93.22
93.58,93.85,94.86,92.52
93.50,93.63,94.20,93.23
93.60,95.17,95.24,93.45
95.50,95.05,96.75,94.60
95.16,93.11,95.92,92.95
93.34,94.18,95.27,92.48
93.93,93.78,94.28,93.28
92.82,93.09,93.54,90.51
92.46,90.30,92.92,89.50
90.46,91.31,91.59,89.78
90.09,89.87,90.61,89.33
89.80,91.01,91.19,89.18
91.27,91.53,92.19,90.63
92.09,91.67,92.09,90.77
91.95,90.96,92.38,90.89
90.51,90.24,91.43,89.89
90.95,91.51,91.74,90.55
91.74,92.09,92.42,90.37
92.72,91.90,92.72,91.12
91.72,91.79,92.82,91.13
91.66,90.61,91.90,90.53
91.08,90.85,91.50,90.30
90.52,90.09,91.43,87.79
89.96,88.66,90.29,88.64
87.22,86.28,87.22,85.55
86.69,87.47,87.69,85.95
86.39,87.82,88.33,84.90
86.66,85.73,87.48,84.77
86.05,82.18,86.21,81.87
82.50,82.31,82.93,80.91
83.13,83.71,83.90,81.67
83.96,80.61,86.24,80.10
80.79,82.90,83.08,79.70
81.00,84.24,84.28,80.45
85.08,84.27,85.22,83.02
83.65,81.05,83.65,78.97
81.42,79.63,81.61,79.38
80.48,78.50,80.48,77.68
78.34,75.98,78.50,75.81
75.97,80.09,80.71,75.97
79.75,76.25,79.75,75.01
58.13,52.02,58.50,48.19
52.06,54.82,55.45,51.00
54.10,55.40,56.52,54.00
55.00,55.25,55.55,54.29
55.25,54.37,56.23,52.50
53.91,56.19,56.39,53.10
56.03,55.85,56.37,55.37
55.38,55.55,56.05,53.79
55.20,54.69,56.02,53.71
55.30,54.50,56.34,54.50
53.76,55.33,55.80,53.08
56.10,56.35,56.37,54.82
56.48,58.54,58.96,56.44
59.22,58.20,59.95,57.93
58.51,57.72,58.78,57.35
57.89,59.77,60.06,57.05
60.04,60.07,60.49,59.24
59.81,58.87,60.60,58.80
58.58,60.35,60.48,57.98
60.22,60.40,60.99,59.18
60.58,59.95,60.73,59.04
60.19,60.37,61.33,59.54
61.02,61.10,61.36,59.38
61.16,61.34,61.44,60.65
61.13,62.03,62.07,60.54
62.00,62.03,63.28,61.59
61.98,62.74,63.35,61.89
62.28,61.33,63.01,61.23
61.57,62.24,62.41,61.11
62.56,61.43,62.95,60.63
61.90,62.09,62.28,61.13
61.90,62.93,63.40,61.90
62.76,60.62,62.77,60.56
60.05,61.68,61.87,59.86
61.41,62.20,62.44,60.83
62.54,63.16,63.91,62.05
62.92,64.09,64.27,62.92
64.24,65.53,67.11,64.24
65.25,64.04,65.65,64.00
64.00,63.74,64.12,62.84
63.80,63.07,64.55,62.72
62.85,65.34,65.52,62.75
65.67,65.71,66.33,64.40
65.58,65.49,66.04,64.74
65.08,65.82,66.43,64.95
65.96,64.77,65.96,64.19
64.52,64.04,64.87,63.82
64.15,64.35,64.88,63.53
63.86,62.42,64.19,62.30
63.07,62.62,64.02,62.34
63.04,62.16,63.32,62.04
62.00,62.02,62.72,61.67
61.81,61.46,62.40,61.09
61.21,59.56,61.58,59.43
59.59,60.18,60.55,59.59
59.76,60.17,60.72,59.76
60.43,61.44,61.54,60.13
61.15,62.12,62.55,60.17
61.91,59.80,62.01,59.54
59.65,61.19,61.40,59.65
60.84,60.20,61.95,59.96
60.67,61.30,61.44,60.20
61.09,59.58,61.24,59.37
50.73,50.58,54.26,48.76
50.60,50.89,52.59,50.11
50.88,51.17,51.94,50.12
51.03,50.25,51.82,49.40
50.32,49.66,50.82,49.14
50.02,50.51,50.95,49.23
50.37,50.32,50.77,49.09
51.85,50.98,53.27,50.74
51.01,51.48,51.67,50.61
51.55,50.77,51.67,50.29
50.70,50.39,51.00,49.65
50.18,49.79,50.56,49.45
50.01,50.41,51.04,49.68
50.41,50.15,51.26,49.76
49.81,50.26,50.96,49.79
50.09,49.16,50.88,48.82
49.25,50.05,50.33,49.25
50.01,49.44,50.58,49.00
49.90,50.53,50.75,49.21
50.79,51.27,51.59,50.35
51.20,51.81,52.14,50.97
51.64,51.72,52.14,51.35
51.77,53.28,53.38,51.66
53.02,52.91,53.37,52.06
52.61,52.80,53.34,52.10
52.66,52.33,52.92,51.76
52.49,53.58,53.98,52.41
53.69,53.12,53.82,52.73
53.10,53.91,53.98,52.98
53.54,53.01,53.54,52.17
52.39,51.76,52.88,51.68
51.94,51.46,52.37,51.11
51.40,52.90,52.94,51.03
53.21,52.29,53.21,52.13
51.80,52.00,52.37,51.53
52.10,51.88,52.29,51.50
52.44,52.68,53.51,52.44
53.37,57.48,57.80,53.37
57.84,55.73,57.84,55.23
56.23,55.95,56.40,55.67
55.00,55.11,55.35,54.20
54.68,54.66,54.82,54.22
55.08,55.41,55.89,54.76
56.08,55.80,56.08,55.14
55.73,58.13,58.20,55.72
58.02,58.25,58.55,57.47
57.88,56.67,58.25,56.43
56.45,56.43,57.18,55.76
56.76,55.92,57.01,55.81
56.38,57.69,57.83,56.17
58.22,58.63,58.70,58.00
58.95,59.50,59.90,58.94
59.77,59.87,59.93,59.20
60.12,60.38,60.65,59.67
60.99,60.66,61.43,60.62
60.69,60.36,60.69,60.01
60.42,59.50,61.55,59.47
59.55,59.75,60.10,58.86
59.66,59.30,59.73,58.89
59.25,59.42,59.82,58.47
59.25,58.64,59.25,58.17
58.56,59.42,59.68,58.36
59.28,60.10,60.13,59.28
60.22,59.71,61.06,59.58
59.47,59.47,59.59,58.42
59.47,60.74,60.98,59.47
60.61,60.55,61.03,60.05
60.30,60.72,61.09,60.30
60.67,61.45,61.94,60.67
61.79,61.85,67.15,61.26
62.06,60.75,62.46,60.46
60.95,60.35,60.95,60.33
60.16,61.21,62.31,59.76
61.13,61.17,61.37,61.02
61.33,61.46,61.77,60.98
61.37,62.36,62.59,61.37
62.32,60.65,62.32,60.53
65.80,68.23,69.49,65.00
68.04,67.99,68.74,67.16
68.06,68.46,68.80,67.15
68.01,68.47,68.94,67.90
68.17,68.43,69.19,68.07
68.15,68.43,68.77,68.06
68.35,68.43,68.95,67.79
68.23,67.66,69.11,67.58
67.53,67.72,68.07,67.52
67.65,68.24,68.66,67.65
68.20,67.06,68.46,66.91
67.35,67.55,67.70,66.80
67.69,68.37,68.40,67.04
68.50,67.08,68.50,66.71
67.27,67.01,68.15,66.89
67.48,66.84,67.48,66.55
66.21,64.19,66.61,64.17
64.00,65.33,65.36,63.91
65.34,64.37,65.93,64.32
64.23,62.80,64.33,62.22
62.67,63.33,63.75,62.67
63.20,63.43,64.00,62.69
63.43,65.11,65.53,63.43
65.18,65.44,66.05,65.00
65.58,65.57,66.15,64.77
66.17,66.10,66.25,65.14
66.10,65.46,66.32,65.43
64.99,64.54,65.74,64.44
64.58,64.64,64.96,64.40
64.95,64.76,65.22,64.24
65.68,64.49,65.68,63.85
64.52,65.38,65.55,64.01
65.18,66.52,67.15,65.00
66.52,65.99,66.74,65.56
65.88,67.22,67.41,65.88
67.09,67.16,67.45,66.43
66.97,66.45,67.20,66.10
66.58,67.15,67.41,66.42
67.23,66.98,67.23,66.08
67.00,67.03,67.47,66.72
66.55,66.41,67.00,65.88
66.40,66.63,67.06,66.11
66.57,66.25,66.62,65.80
66.62,65.86,66.63,65.23
66.06,66.21,66.21,65.21
65.84,66.22,66.43,65.82
65.77,66.25,66.38,65.63
66.88,67.45,68.20,66.70
67.67,67.17,67.71,66.29
67.11,66.59,67.46,66.05
67.04,66.34,67.07,66.04
74.94,72.26,74.94,70.80
72.43,70.13,72.43,70.00
69.92,68.47,70.74,67.39
68.23,67.52,68.79,67.37
67.87,66.70,67.87,66.68
67.04,66.18,67.23,66.11
67.50,67.86,68.96,66.55
67.76,67.64,68.14,67.17
66.57,70.28,71.85,66.00
71.93,72.83,73.35,71.36
72.54,75.03,75.82,72.54
75.50,76.45,77.56,75.43
76.04,75.01,77.10,74.42
75.68,76.70,78.45,75.68
76.75,75.47,77.21,74.97
75.40,75.51,75.82,74.70
75.50,75.48,76.01,74.66
75.61,76.66,76.84,75.10
76.76,78.04,78.48,75.09
77.85,78.00,78.17,77.25
77.77,76.56,78.15,76.19
