OSIS,OSI Systems,NASDAQ
76.32,76.13,76.81,75.84
76.26,75.70,76.83,75.38
75.64,74.17,76.00,73.93
74.32,74.87,75.07,74.08
75.55,75.94,76.06,74.86
75.51,76.45,76.72,74.85
75.83,76.08,77.16,74.58
75.87,76.95,77.26,75.21
77.36,78.17,78.86,77.05
78.27,76.49,78.58,76.27
76.56,75.84,77.86,75.59
75.48,75.57,76.54,74.82
75.39,75.73,76.46,75.05
76.04,75.58,76.59,75.23
75.32,75.50,76.24,75.09
75.49,75.98,76.20,74.58
76.20,77.26,77.79,75.99
77.09,75.31,77.53,74.80
75.50,75.62,75.64,74.60
75.35,76.13,76.89,75.20
76.27,76.01,76.27,74.86
75.88,75.98,76.15,75.41
76.37,76.12,76.37,74.83
76.38,75.88,76.83,75.19
76.01,77.36,77.47,75.50
77.34,77.26,77.90,76.59
77.59,76.04,77.66,76.00
76.00,77.28,77.98,76.00
77.22,76.45,77.82,75.93
76.65,74.17,77.90,74.05
73.91,71.03,73.91,70.86
71.10,72.36,73.00,71.01
