BIS,ProShares UltraShort Nasdaq Biotechnology,NASDAQ
843.60,843.60,843.60,843.60
823.20,824.40,829.60,823.20
822.20,822.20,822.20,822.20
N/A,N/A,N/A,N/A
824.40,824.40,824.40,824.40
N/A,N/A,N/A,N/A
799.20,790.60,799.20,788.60
788.60,788.60,788.60,788.60
799.60,798.40,799.60,798.40
788.00,787.00,788.00,787.00
765.60,740.00,766.00,740.00
734.00,730.80,734.00,730.80
736.00,743.40,743.40,736.00
728.00,738.00,738.20,728.00
743.60,751.80,756.20,743.60
760.00,764.20,770.80,758.60
787.20,785.22,787.20,754.80
758.60,761.60,761.60,758.60
760.00,738.78,760.00,738.78
738.61,731.00,738.61,731.00
737.40,743.80,743.80,735.40
747.60,719.80,747.60,719.80
N/A,N/A,N/A,N/A
747.40,744.00,747.40,744.00
756.60,747.60,756.60,747.60
735.60,732.20,742.20,732.20
743.40,743.24,748.60,743.24
N/A,N/A,N/A,N/A
749.00,761.80,765.20,749.00
764.20,758.80,764.20,756.00
N/A,N/A,N/A,N/A
755.00,755.00,755.00,755.00
740.80,735.76,740.80,735.60
717.80,722.40,735.40,717.20
729.60,744.52,744.52,729.60
747.60,739.60,747.60,738.40
752.20,750.00,754.60,740.60
N/A,N/A,N/A,N/A
764.80,758.80,765.20,758.80
762.20,763.60,772.20,755.00
776.80,769.20,779.02,760.00
773.00,801.40,801.40,773.00
804.80,804.96,804.96,792.79
810.20,791.40,810.20,786.00
798.60,808.90,808.90,779.40
805.90,819.20,828.80,805.90
802.80,822.80,822.80,802.80
817.20,810.00,817.40,810.00
792.80,792.20,795.60,788.20
787.80,792.80,792.80,787.80
807.00,821.20,821.20,807.00
N/A,N/A,N/A,N/A
785.60,785.80,785.80,785.60
780.60,756.80,780.60,754.20
758.20,755.60,758.20,750.20
747.40,748.28,748.28,743.80
755.40,734.40,755.40,731.15
740.20,730.72,740.20,728.40
739.00,722.40,739.00,719.60
718.40,712.20,718.40,710.92
728.80,709.60,728.80,709.60
729.00,733.40,739.18,722.80
745.80,734.00,745.80,721.92
733.80,716.40,733.80,711.60
722.80,733.00,733.00,715.40
734.00,736.00,740.80,734.00
760.00,756.00,760.40,756.00
nan,753.80,nan,nan
738.80,741.40,742.20,732.60
N/A,N/A,N/A,N/A
714.80,710.18,717.00,708.60
727.00,735.60,735.60,722.60
741.60,750.60,750.60,741.60
760.00,791.20,791.20,760.00
787.00,773.40,789.60,773.40
772.40,781.60,781.60,772.20
765.80,803.00,811.62,760.40
827.00,893.00,893.00,869.60
873.20,854.60,893.00,854.60
889.80,990.84,993.20,889.80
986.00,1008.60,1064.68,986.00
1052.20,1127.60,1127.60,1052.20
1098.20,1000.40,1128.80,1000.40
1026.60,1086.80,1086.80,1026.60
1078.80,997.40,1078.80,990.80
976.00,954.28,976.00,954.28
922.00,902.00,926.24,902.00
925.40,908.32,925.40,904.80
909.80,919.60,934.96,909.80
1006.00,1002.52,1006.00,987.00
1010.00,997.20,1010.00,985.60
968.60,1011.80,1012.56,966.60
935.60,932.20,939.60,932.20
953.20,928.20,953.20,928.20
908.00,955.20,955.20,907.60
N/A,N/A,N/A,N/A
894.40,857.00,894.40,857.00
843.00,833.60,843.00,832.12
838.20,834.00,838.20,834.00
863.80,863.80,863.80,863.80
887.00,889.80,893.00,878.40
944.20,871.20,944.20,871.20
849.20,823.36,851.40,823.36
817.40,817.68,817.68,806.60
877.32,868.60,877.32,868.60
860.80,860.80,860.80,860.80
838.60,836.80,838.60,836.80
832.80,814.80,832.80,800.00
814.20,803.20,814.20,803.20
N/A,N/A,N/A,N/A
830.60,801.60,830.60,793.04
N/A,N/A,N/A,N/A
816.00,816.00,816.00,816.00
N/A,N/A,N/A,N/A
851.80,849.60,854.60,849.60
841.80,841.80,841.80,841.80
806.00,818.80,822.20,792.80
N/A,N/A,N/A,N/A
861.80,861.80,861.80,861.80
881.00,872.20,881.00,852.00
893.40,945.60,945.60,893.40
970.80,910.40,980.40,910.40
873.20,857.20,875.80,849.20
852.00,817.84,859.20,817.84
841.20,836.68,849.20,831.28
829.40,813.00,829.40,807.00
802.40,810.00,810.00,802.40
nan,805.40,nan,nan
823.20,798.60,823.20,798.60
800.80,789.80,800.80,789.80
806.00,823.00,823.00,806.00
840.00,802.00,840.00,802.00
800.00,820.00,820.00,799.80
837.80,812.80,837.80,812.80
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
778.80,778.80,778.80,778.80
796.00,775.98,806.80,775.98
757.00,737.60,766.20,737.60
739.20,739.20,739.20,739.20
759.60,760.20,760.20,759.60
789.40,800.60,803.60,789.20
nan,796.20,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
816.80,816.80,816.80,816.80
794.80,794.80,794.80,794.80
841.20,841.20,841.20,841.20
844.00,844.00,844.00,844.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
821.60,823.00,824.60,821.60
818.00,839.00,839.00,818.00
850.60,845.20,858.04,831.40
N/A,N/A,N/A,N/A
786.40,777.00,790.00,776.36
769.80,751.32,769.80,751.32
779.60,780.60,780.60,775.00
782.40,787.00,787.00,781.20
765.80,744.20,765.80,744.20
739.20,738.20,739.20,738.20
700.20,690.80,702.60,690.80
689.40,689.40,689.40,689.40
681.80,687.20,687.20,680.00
686.00,686.00,686.00,685.60
698.80,689.52,698.80,689.52
713.20,706.20,713.20,706.20
708.20,716.20,716.20,708.20
710.40,710.40,710.40,710.40
708.80,715.00,717.00,708.80
705.20,712.20,712.20,705.20
730.60,730.01,732.80,729.00
726.40,723.00,726.40,721.00
718.60,718.60,718.60,718.60
701.40,720.00,720.00,700.96
691.00,687.60,691.00,687.60
699.60,676.80,699.60,676.80
675.40,673.40,675.40,671.00
671.60,678.40,680.40,671.60
667.40,658.40,667.40,655.80
664.20,677.96,679.40,664.20
758.80,659.60,758.80,659.60
663.20,652.00,664.00,652.00
641.40,637.00,641.40,633.80
646.20,650.60,650.60,646.00
nan,655.40,nan,nan
636.60,621.60,636.60,621.60
612.20,605.80,612.20,604.20
595.60,582.80,595.60,582.40
581.00,576.12,581.00,575.80
581.00,570.80,582.20,570.80
574.80,564.88,577.60,564.88
571.00,560.60,571.00,556.00
565.20,548.20,569.00,548.00
547.40,551.40,551.40,542.20
557.40,559.80,561.40,553.80
555.80,565.40,569.40,555.80
573.40,560.20,573.40,559.00
556.40,533.00,556.40,530.20
535.40,540.00,542.80,524.40
548.40,528.00,548.40,527.00
544.40,533.00,544.40,533.00
531.80,526.40,531.80,523.60
523.60,505.40,523.60,502.00
498.60,498.00,498.60,495.80
487.20,488.00,491.44,483.20
496.20,476.00,496.20,476.00
480.60,485.64,486.00,480.60
483.20,491.00,500.24,483.20
492.60,496.38,496.38,492.00
503.20,501.12,506.38,499.62
484.60,475.20,484.80,475.20
479.20,485.00,485.12,479.20
482.00,482.98,486.00,477.20
481.40,474.40,481.40,474.40
486.20,498.00,498.40,486.20
500.00,516.20,518.60,500.00
519.20,513.37,520.40,512.00
510.00,492.56,510.00,492.40
494.20,494.20,494.20,494.20
493.80,491.60,495.60,491.60
494.20,491.60,494.20,486.80
490.00,494.80,494.80,484.40
495.60,484.00,495.60,482.60
492.20,485.60,492.20,483.60
495.80,495.00,497.88,495.00
509.40,516.20,519.96,509.40
514.40,508.40,514.40,508.08
503.40,491.80,503.40,490.40
493.60,491.20,493.60,487.64
490.60,491.40,491.40,490.60
482.60,480.40,488.20,480.40
nan,480.40,nan,nan
nan,480.40,nan,nan
478.40,474.00,478.40,474.00
481.80,478.00,481.80,478.00
479.60,478.80,480.52,478.80
478.00,475.00,478.00,471.60
481.20,481.20,481.20,481.20
476.40,470.48,476.40,470.48
467.60,455.00,467.60,455.00
452.20,454.60,456.00,452.20
457.20,462.12,462.12,457.20
nan,457.20,nan,nan
458.60,458.00,458.60,456.00
456.80,448.72,456.80,448.72
446.40,446.40,446.40,446.40
458.40,457.20,458.40,457.20
452.40,455.00,455.20,452.40
462.00,470.92,470.92,462.00
476.40,495.20,497.46,471.40
490.00,487.60,490.00,480.56
483.40,479.58,484.52,479.40
492.00,492.82,496.52,492.00
491.60,500.38,508.40,491.60
497.60,478.00,497.60,478.00
482.80,487.00,489.60,482.80
476.60,471.40,476.60,461.80
470.60,463.20,470.60,463.20
474.80,468.60,476.20,468.60
465.20,463.20,465.40,463.20
458.20,448.00,458.20,448.00
446.20,441.60,446.20,439.00
443.20,434.20,443.20,432.40
432.40,437.60,441.00,432.00
443.00,438.88,443.60,435.80
443.20,435.48,445.00,435.48
439.00,438.40,439.00,435.20
446.20,463.40,463.40,446.20
450.40,439.00,450.40,439.00
449.00,439.20,458.36,439.20
453.80,447.21,487.32,447.00
443.80,440.60,443.82,440.20
439.20,428.19,439.20,428.19
429.40,428.80,429.40,428.60
433.20,434.20,434.20,426.60
432.00,432.40,432.40,430.60
437.80,456.20,456.20,437.80
456.40,471.60,472.00,456.40
469.20,448.20,469.20,448.04
444.80,445.00,445.00,433.02
450.20,447.60,453.92,447.60
448.20,437.44,448.20,437.20
437.80,436.60,437.80,436.60
437.40,435.44,443.20,435.08
439.67,438.20,444.20,438.20
447.60,446.80,448.60,443.00
448.00,472.80,474.80,448.00
476.40,471.20,482.60,464.40
474.20,467.00,474.20,462.80
468.00,443.20,468.00,443.20
440.00,452.60,452.60,436.20
460.00,445.00,460.20,445.00
437.80,456.39,456.39,437.80
453.20,443.60,457.20,443.60
445.60,456.40,456.40,442.20
446.80,443.00,446.80,443.00
437.40,427.80,437.40,427.80
437.40,421.80,437.40,421.78
420.60,411.00,431.02,407.40
409.00,411.20,411.60,408.00
411.20,419.56,419.56,411.20
421.80,409.20,421.80,409.20
419.40,417.96,419.40,417.96
411.20,406.40,413.60,406.40
409.40,400.20,409.40,399.60
411.00,422.20,427.58,408.87
410.20,396.04,410.20,393.30
411.00,376.20,411.40,376.20
374.80,371.60,374.80,371.16
384.00,370.20,384.20,362.80
380.00,378.60,382.40,378.60
376.20,376.00,377.40,376.00
374.00,377.00,377.00,374.00
381.80,396.80,400.60,381.80
407.80,388.88,407.80,385.64
385.00,383.40,385.20,381.00
376.40,378.68,383.00,375.20
372.20,368.52,376.00,367.18
370.60,364.16,370.60,360.40
362.40,367.40,370.00,362.40
374.60,374.04,374.80,371.80
388.00,386.60,390.81,386.60
396.20,396.20,396.20,396.20
383.80,378.62,390.80,378.62
374.00,360.20,374.00,357.22
358.00,345.45,411.20,344.60
362.40,357.18,362.40,350.00
355.60,362.40,362.40,354.00
359.60,376.40,377.40,359.60
380.40,384.60,387.19,378.92
367.20,368.80,368.80,366.80
372.00,372.20,372.20,372.00
369.80,366.00,369.80,364.00
372.00,372.00,372.00,370.00
371.60,371.60,371.60,371.60
nan,371.60,nan,nan
376.80,372.00,377.80,372.00
367.20,367.80,368.60,367.20
364.60,360.38,364.60,360.20
364.80,367.20,367.20,364.80
365.60,373.80,373.80,365.60
372.00,372.04,372.20,372.00
371.00,366.84,371.00,366.84
375.60,364.60,375.60,364.60
362.40,362.40,362.40,362.40
360.40,356.19,360.53,353.40
355.60,351.60,355.60,351.60
354.60,354.58,354.60,354.58
355.80,353.97,355.97,351.60
356.00,356.40,358.37,356.00
353.00,354.00,358.77,353.00
352.40,341.60,354.80,340.00
343.20,343.00,346.00,343.00
338.40,327.60,338.40,327.60
327.00,327.80,332.40,327.00
328.00,333.00,335.40,328.00
331.60,336.80,336.80,331.60
337.71,337.71,337.71,337.71
337.00,327.80,337.80,327.60
320.00,325.40,328.00,320.00
331.80,319.80,331.80,319.80
316.40,312.80,324.80,312.80
312.20,312.62,317.00,312.20
316.80,315.40,317.20,315.40
313.20,311.20,313.60,296.20
319.40,317.80,319.60,315.80
317.20,318.00,319.45,315.20
327.00,328.40,329.00,324.80
328.00,322.00,328.00,322.00
320.00,318.20,325.57,318.00
316.80,313.40,316.80,311.78
311.20,307.20,311.20,307.20
304.12,303.00,308.52,303.00
0.00,301.38,301.80,300.00
295.00,295.00,295.00,295.00
294.00,304.65,304.65,294.00
307.40,314.74,314.74,307.40
316.95,320.06,320.30,316.50
318.10,313.90,318.10,312.40
321.05,322.30,322.30,321.05
320.00,318.95,320.00,318.95
319.90,310.70,319.90,310.70
313.95,303.40,313.95,301.00
310.05,308.92,310.80,308.90
313.80,331.59,331.59,313.80
332.60,333.80,338.20,332.60
350.15,345.70,352.45,342.75
341.25,339.40,341.25,339.40
342.30,343.74,344.80,337.90
344.90,354.40,354.40,344.90
352.50,368.99,368.99,352.50
360.75,351.08,360.75,350.55
364.70,369.54,369.54,364.70
370.55,365.01,370.55,365.01
359.10,358.00,359.45,354.50
364.20,374.45,379.76,364.20
374.00,383.05,385.70,374.00
383.50,375.65,397.05,369.70
362.80,363.00,363.00,359.35
361.35,361.35,361.35,361.35
362.00,375.15,375.15,362.00
379.85,379.90,387.10,379.85
379.25,363.20,379.35,362.95
nan,379.35,nan,nan
343.65,342.00,345.90,342.00
340.15,337.00,340.15,336.75
332.50,332.99,332.99,332.50
335.20,335.80,335.80,335.20
335.80,336.90,336.90,333.10
341.00,343.00,343.00,341.00
332.20,322.50,332.20,321.95
322.05,325.65,327.25,321.10
324.95,328.70,329.05,324.95
N/A,N/A,N/A,N/A
327.25,328.10,328.25,326.55
327.60,331.25,331.70,325.35
332.70,334.25,337.15,332.70
327.20,324.45,328.05,323.90
320.60,315.80,320.60,314.00
314.20,318.45,318.45,314.00
320.44,324.10,324.10,320.44
325.40,329.60,329.60,322.30
327.00,321.95,327.65,321.95
317.90,315.65,318.30,315.55
322.95,323.30,323.30,321.30
325.75,322.15,325.75,321.45
332.58,327.39,332.58,325.70
331.60,330.10,331.60,330.10
335.90,334.75,336.05,330.55
340.30,335.00,343.34,333.90
339.80,344.05,344.05,337.50
345.00,331.65,345.00,331.65
316.70,309.75,316.90,309.75
310.50,309.45,313.25,306.80
310.00,305.45,310.00,305.45
309.75,301.90,309.75,301.90
303.80,299.00,303.80,297.50
298.15,290.55,298.15,290.05
287.65,288.30,290.85,287.65
289.00,294.60,294.60,289.00
303.45,292.75,303.45,286.75
295.10,291.85,296.15,291.85
296.50,297.85,297.85,296.50
299.10,298.00,299.10,298.00
294.20,298.50,298.50,294.20
299.10,292.90,299.10,292.90
292.85,294.20,295.80,292.85
291.75,295.60,296.59,291.75
295.95,290.30,296.00,290.30
288.95,292.70,292.94,288.95
294.90,291.00,295.90,290.85
292.95,295.50,295.50,292.95
293.00,292.00,293.65,292.00
291.15,283.50,291.15,283.50
286.10,290.60,290.60,286.10
N/A,N/A,N/A,N/A
284.50,285.20,285.20,284.50
295.50,294.15,296.15,294.15
N/A,N/A,N/A,N/A
286.20,288.10,288.10,284.38
290.30,292.30,292.35,288.50
291.11,291.11,291.11,291.11
291.10,291.85,293.05,287.50
293.70,293.35,293.70,293.35
292.70,290.00,292.70,290.00
288.30,293.74,293.74,287.35
298.75,300.05,300.15,298.75
N/A,N/A,N/A,N/A
285.00,294.90,294.90,284.15
N/A,N/A,N/A,N/A
292.30,292.30,292.30,292.30
286.30,279.25,286.30,279.25
282.50,277.78,282.50,275.30
278.30,268.65,278.30,268.65
265.00,261.25,265.00,261.25
258.75,257.50,258.95,257.50
258.80,257.40,259.09,257.40
255.00,255.05,257.28,253.89
255.55,253.30,255.55,253.30
253.30,251.10,253.30,251.10
253.99,251.40,253.99,251.40
248.76,249.00,250.52,248.75
250.20,252.00,252.00,250.05
254.05,255.00,255.40,254.05
251.65,257.28,257.60,251.50
252.10,251.06,252.10,251.06
253.85,253.85,253.85,253.85
255.00,255.00,255.00,255.00
250.00,253.75,253.90,250.00
N/A,N/A,N/A,N/A
254.55,254.55,254.55,254.55
245.85,239.75,245.85,239.25
237.10,241.40,241.40,236.30
238.75,232.35,238.75,229.95
230.35,240.25,242.70,230.35
240.00,240.00,240.00,240.00
240.70,241.00,242.60,240.55
238.30,237.20,242.20,237.20
236.00,234.05,236.00,234.05
228.70,224.35,228.70,224.35
223.10,216.24,223.10,216.24
217.90,212.00,217.90,212.00
211.90,222.47,223.60,211.60
219.85,216.60,219.85,216.60
215.90,217.95,222.50,215.90
222.60,225.25,225.25,222.60
214.75,202.49,214.75,202.49
198.85,199.30,200.55,197.65
198.30,197.20,198.30,191.30
197.60,208.80,208.80,197.60
