NVR,NVR,NASDAQ
640.74,634.72,646.86,627.22
631.68,648.25,650.00,631.34
641.92,639.77,650.68,636.47
647.51,644.19,650.76,638.67
643.00,639.90,646.43,635.70
640.00,642.56,644.99,628.39
643.50,638.90,643.50,632.34
647.00,647.53,654.40,644.97
652.28,643.07,654.56,638.99
637.50,631.42,638.01,625.00
638.20,641.05,641.05,631.31
639.50,639.00,641.23,633.14
639.22,641.40,645.00,635.15
641.39,633.68,641.42,633.54
632.25,630.57,636.16,629.65
629.62,632.39,635.21,624.86
636.75,635.76,637.80,632.85
633.28,627.00,634.91,622.55
629.19,626.34,632.00,623.82
624.86,638.50,638.50,623.01
632.05,635.08,653.60,629.03
635.77,634.68,637.54,625.15
637.84,631.82,646.99,626.59
630.31,630.09,632.60,626.79
634.80,630.38,642.84,629.76
627.66,627.96,634.87,626.04
625.52,625.54,632.95,624.49
628.24,630.25,635.85,625.61
629.42,627.41,631.60,627.31
630.70,629.82,632.01,628.06
633.15,637.41,638.45,629.00
636.65,637.88,639.54,630.52
641.49,655.60,655.91,640.00
653.74,655.21,659.94,650.20
650.77,656.73,658.58,650.77
655.00,644.61,655.00,640.50
644.63,641.09,644.63,634.37
635.02,644.06,644.06,630.00
640.30,636.87,643.00,634.59
639.01,618.78,640.50,618.73
617.99,617.98,621.99,612.10
616.98,621.83,621.85,614.00
626.50,619.80,626.50,618.99
619.37,619.17,619.96,613.80
617.72,616.47,620.00,613.72
611.50,615.49,618.20,611.50
619.90,622.18,628.15,615.73
618.48,620.50,623.00,614.67
619.69,620.20,624.63,615.19
616.15,619.98,623.94,613.99
625.00,644.95,644.95,622.10
641.80,660.15,662.60,640.00
659.00,666.35,668.45,649.25
663.35,668.66,675.39,660.12
673.45,667.96,679.30,664.85
671.18,663.55,671.18,659.22
663.55,663.36,664.00,659.56
664.20,669.50,672.44,660.20
669.50,674.86,674.99,669.00
679.50,675.18,682.96,672.02
673.03,673.01,683.16,672.00
672.67,678.45,678.99,672.67
678.55,676.00,687.99,676.00
678.00,688.05,696.96,677.60
688.70,689.10,691.34,686.08
693.49,694.35,697.94,689.23
696.87,691.91,699.28,691.91
693.40,692.46,696.29,687.40
691.43,689.00,693.00,686.70
690.99,688.01,692.99,686.04
685.96,691.00,694.90,685.96
691.50,691.02,695.98,690.58
675.00,685.00,685.00,675.00
683.85,684.64,688.79,674.07
681.75,692.69,694.98,677.92
693.34,718.40,720.41,689.35
716.46,735.15,738.97,716.46
729.86,749.96,751.34,726.24
750.00,751.90,764.88,750.00
755.11,766.02,770.00,750.36
760.00,777.21,779.67,760.00
774.05,797.98,799.00,773.36
789.50,804.32,804.32,780.99
800.16,797.36,802.00,792.24
794.99,787.72,794.99,783.00
788.74,780.00,788.74,776.35
778.00,778.00,783.03,772.20
771.97,784.73,784.73,768.90
781.01,784.22,791.66,774.57
780.00,793.13,793.13,769.57
789.83,787.31,795.95,775.95
765.00,765.00,774.78,763.07
766.21,771.56,775.00,760.82
771.01,767.93,773.60,765.28
764.39,756.40,766.65,751.04
755.60,760.61,760.91,753.86
758.50,765.55,765.80,758.50
766.17,766.54,767.00,763.00
764.01,764.55,770.01,762.78
761.83,759.00,764.81,756.86
757.10,760.00,762.00,757.01
757.00,755.00,758.58,753.15
753.15,751.00,753.88,748.03
755.00,759.68,760.97,753.00
758.74,760.15,764.16,756.18
761.09,754.46,761.09,750.19
748.65,731.79,749.90,730.06
731.76,718.83,735.00,704.50
715.50,714.46,718.89,708.78
718.14,728.06,728.34,713.00
728.54,727.86,736.09,724.00
727.36,722.57,731.26,720.07
720.52,739.53,740.01,720.52
740.66,747.78,750.76,740.66
745.52,746.00,748.37,740.64
750.78,740.59,750.78,734.27
742.03,764.90,766.69,742.03
766.52,777.50,784.19,759.04
765.00,763.72,773.36,759.34
764.86,756.71,764.86,752.89
743.18,745.00,749.75,737.78
731.00,754.74,759.30,729.71
753.99,746.12,756.38,739.58
758.90,749.40,758.90,748.62
756.47,753.98,757.94,750.27
757.95,758.40,759.79,752.55
754.26,752.51,754.26,747.50
752.52,753.50,755.00,744.03
750.78,760.00,763.97,748.02
763.50,766.00,770.06,757.50
766.00,769.11,771.88,759.02
767.52,767.44,771.84,765.06
767.45,763.81,769.40,762.53
758.12,756.00,759.41,751.00
756.90,756.42,758.71,749.20
756.39,754.43,757.49,749.40
751.55,751.59,752.36,737.51
751.59,759.04,759.04,740.01
757.11,759.80,761.51,752.85
763.45,767.35,769.60,757.46
765.00,763.98,766.81,759.19
757.52,758.75,762.00,752.50
759.40,756.97,762.37,747.60
750.40,756.18,756.58,749.40
758.50,761.86,761.86,754.09
757.41,760.15,761.45,750.17
761.86,770.18,770.38,758.62
775.00,773.31,788.79,753.62
768.31,725.00,768.31,709.02
722.13,716.61,724.00,711.60
722.00,718.50,723.92,713.81
719.75,735.83,739.31,717.07
730.72,735.27,737.05,728.88
731.08,739.33,740.72,729.75
744.15,735.00,747.00,729.32
732.35,736.04,742.41,728.00
731.01,734.00,740.87,728.49
734.00,741.40,749.60,731.06
742.50,736.50,743.00,733.66
734.00,733.00,738.50,730.22
734.03,734.09,739.33,731.01
736.50,727.22,739.02,722.68
727.35,728.33,731.35,721.19
724.65,718.01,727.48,713.53
718.01,727.49,733.94,716.52
726.45,723.14,730.50,716.98
727.00,733.42,736.50,723.39
734.60,733.04,736.01,728.89
734.50,737.55,740.11,732.23
725.07,731.35,737.65,725.07
729.56,725.47,733.60,723.83
727.80,732.00,735.74,723.99
727.75,739.09,742.71,727.75
743.95,745.17,749.92,742.89
745.19,746.00,750.68,740.66
743.05,734.65,743.40,731.46
735.00,736.99,739.22,733.00
720.30,729.20,735.00,720.30
731.70,719.46,733.02,717.62
723.90,722.37,730.80,720.00
720.31,714.02,724.87,714.02
714.55,711.07,715.00,709.61
709.12,704.62,710.97,701.00
705.96,707.47,712.00,704.03
712.40,710.70,713.63,709.01
703.95,704.42,711.99,701.17
702.00,714.50,718.72,702.00
717.59,726.80,728.17,714.63
722.41,719.63,722.51,713.24
724.85,730.60,736.73,720.42
730.00,732.98,739.80,730.00
728.98,733.12,735.20,723.38
733.11,723.50,735.57,723.50
727.11,714.46,732.00,714.46
716.25,721.00,727.80,716.25
725.90,727.80,732.51,721.24
726.02,725.48,731.78,720.34
727.70,744.71,746.99,725.48
743.50,742.68,747.48,734.10
738.00,744.05,751.52,738.00
745.02,758.36,760.37,745.02
742.55,750.41,750.41,742.55
742.56,726.70,742.56,723.93
720.47,726.63,732.08,718.79
729.00,723.84,732.52,723.84
726.00,727.20,736.56,725.01
727.20,710.65,729.80,708.11
706.17,702.85,708.88,694.27
706.17,708.80,713.87,704.00
710.15,714.20,714.60,706.84
717.50,719.00,721.95,711.55
712.00,703.31,712.78,695.93
699.85,704.24,708.64,694.15
700.59,696.22,702.16,693.38
693.75,680.87,695.96,678.01
682.00,679.00,696.16,676.13
676.71,680.09,690.57,674.29
693.00,682.74,693.00,678.57
681.89,663.11,683.01,658.80
666.18,649.54,666.18,646.78
645.00,621.48,649.84,620.48
628.75,629.29,635.76,617.50
620.50,592.58,625.73,586.19
605.94,596.59,605.94,555.58
583.85,577.28,590.77,570.00
581.97,588.22,595.08,570.00
595.00,601.82,603.27,587.56
603.21,613.18,615.94,600.18
605.64,620.85,630.33,602.70
623.99,621.68,631.40,613.83
612.50,600.00,612.50,594.39
594.25,587.50,598.73,584.92
596.94,597.17,602.77,587.10
594.58,599.60,603.38,587.00
595.62,608.00,611.19,589.63
611.34,615.12,621.15,603.24
614.60,616.50,624.73,602.50
625.55,618.30,625.55,614.29
619.27,636.75,637.47,616.38
637.50,636.50,654.70,634.28
642.50,644.00,650.71,637.51
635.00,634.94,643.11,628.24
627.50,623.31,627.50,610.46
631.90,630.17,632.34,623.22
625.04,633.50,634.61,622.55
630.90,614.00,630.90,610.18
607.40,615.85,616.24,603.08
617.60,616.50,624.78,613.74
620.60,631.16,636.23,620.51
631.97,630.73,633.03,618.01
627.16,623.50,632.51,621.41
619.95,642.11,644.00,612.81
645.02,635.63,652.00,634.53
629.27,618.42,634.00,616.01
612.50,606.00,614.90,601.38
603.05,609.02,610.45,600.78
610.42,618.40,618.40,605.33
627.00,620.98,636.03,619.53
622.51,611.50,627.44,606.02
617.50,614.16,620.03,605.63
610.50,603.98,614.40,602.33
601.50,575.28,606.00,563.25
571.00,587.37,588.91,554.71
587.39,603.00,606.30,577.56
598.50,593.75,602.75,589.72
598.50,607.70,616.34,590.07
611.28,629.24,631.00,611.28
623.85,626.20,633.25,617.55
633.97,634.90,637.50,628.35
631.67,632.00,639.99,627.21
634.90,634.12,638.51,626.00
633.19,624.99,633.19,617.01
630.10,655.00,659.00,620.00
657.52,649.14,666.53,648.04
645.16,642.83,649.89,637.51
649.00,646.75,651.60,639.47
648.60,653.46,657.50,642.16
647.00,633.73,651.50,625.51
636.04,629.75,641.87,621.00
642.00,650.16,661.25,635.56
651.71,652.00,659.95,648.01
650.94,642.75,650.94,640.00
637.50,629.02,638.00,621.87
634.70,632.00,637.56,627.50
632.34,636.00,641.99,628.38
634.00,632.80,634.08,624.15
633.89,637.80,640.00,622.74
635.50,642.95,646.89,630.11
627.20,626.00,636.00,617.51
634.00,636.67,640.75,625.45
642.80,643.64,647.30,633.60
643.64,638.43,643.76,633.58
634.20,637.81,640.00,630.83
632.50,639.61,647.48,630.35
643.00,637.30,650.12,634.69
636.25,630.47,636.51,626.04
628.50,626.35,628.50,614.12
624.96,641.41,644.00,623.14
632.45,625.93,638.02,623.40
628.19,626.88,631.44,613.77
636.75,631.75,636.95,626.02
634.46,643.16,652.19,633.00
656.00,669.85,678.73,654.70
668.19,664.55,677.78,664.18
669.75,671.24,673.88,663.90
679.49,682.10,692.19,677.22
679.63,687.08,689.35,677.50
682.50,684.08,688.47,675.00
676.15,665.64,676.57,662.85
674.80,676.20,677.49,667.39
673.70,665.85,673.70,655.01
670.02,645.11,670.02,634.17
643.71,629.02,644.93,627.51
632.11,640.15,643.70,631.00
640.15,656.29,656.94,640.15
655.00,641.18,657.80,638.16
649.90,660.00,660.73,649.90
657.10,675.54,675.54,650.97
678.17,676.01,678.81,672.50
675.20,675.00,676.73,668.01
673.24,672.26,676.32,669.40
671.00,666.13,671.00,662.40
670.11,685.00,686.79,670.00
686.00,686.00,689.67,682.16
696.23,703.16,712.12,692.50
700.50,705.01,707.26,695.10
705.01,715.00,718.66,693.37
712.00,711.63,720.91,707.65
714.75,712.56,717.26,709.00
713.45,711.00,717.43,705.86
709.00,717.25,719.99,702.53
712.00,717.25,720.56,700.01
707.61,724.83,728.70,701.82
729.10,723.18,731.69,718.22
726.94,752.70,753.62,721.00
751.00,755.08,757.00,746.83
752.00,744.69,759.13,742.56
744.35,738.88,748.68,732.60
730.31,739.28,741.48,728.27
738.91,746.84,755.30,733.50
723.00,700.65,729.80,692.54
700.28,698.26,705.59,688.50
695.00,702.00,702.16,686.79
704.90,693.25,708.50,688.46
700.25,716.63,721.77,697.99
716.63,712.50,718.00,707.04
723.90,728.01,736.55,720.57
728.01,722.15,734.11,718.92
719.25,723.00,724.98,715.31
720.14,719.24,723.99,710.00
719.80,717.00,726.85,711.99
710.33,703.64,710.51,701.00
707.90,721.48,722.50,701.08
718.03,722.52,726.94,710.39
720.95,718.07,727.49,710.01
716.99,715.96,720.04,713.00
711.17,714.00,718.17,709.27
715.45,711.42,718.15,705.78
706.75,699.07,708.50,696.31
695.60,698.98,701.84,693.99
701.20,679.53,702.85,677.89
676.26,693.57,694.24,674.06
692.71,684.10,695.38,680.08
684.77,692.00,701.33,684.77
695.96,690.01,699.37,686.31
687.82,688.51,691.38,685.30
685.15,689.14,691.29,683.05
682.24,671.00,682.24,667.98
671.00,695.88,696.72,669.44
687.53,703.57,706.17,687.53
707.59,721.46,725.75,703.70
718.37,723.90,725.54,717.67
725.01,740.73,743.18,721.02
735.80,736.15,743.85,733.87
738.67,741.70,745.76,736.00
747.25,743.40,749.01,739.04
738.44,741.02,747.86,735.02
732.35,731.00,734.00,724.23
732.55,735.00,740.00,730.32
726.67,736.75,738.16,726.67
720.05,727.00,730.96,720.00
731.00,735.20,735.20,724.57
739.90,744.20,747.15,738.00
740.09,745.27,745.27,736.99
736.98,740.59,743.11,729.05
741.12,726.33,741.12,726.33
726.92,719.80,726.92,711.75
722.74,734.25,734.25,718.74
720.10,736.20,737.36,720.10
731.11,737.00,739.32,730.98
727.51,734.05,735.60,726.00
730.02,723.69,735.00,723.41
731.30,742.70,744.20,726.00
742.00,757.23,762.50,738.05
757.03,748.78,757.10,746.10
753.50,750.53,757.01,745.93
756.95,762.03,764.41,756.95
762.50,758.55,762.50,752.50
754.00,756.97,762.00,751.60
763.20,773.58,774.40,759.98
760.00,763.00,766.33,749.00
760.00,761.38,774.42,757.98
767.72,774.95,777.00,767.72
767.04,783.88,784.50,766.50
785.00,796.88,799.51,783.91
794.81,783.94,794.81,781.11
784.00,792.00,799.00,784.00
784.31,813.99,818.00,784.31
809.95,796.75,811.68,794.88
787.00,798.70,802.25,787.00
805.40,813.90,816.72,798.58
807.57,815.10,817.50,797.69
808.91,805.00,814.09,801.46
810.00,792.00,812.49,782.53
784.00,812.25,812.89,784.00
812.26,816.11,825.62,806.53
815.33,828.42,834.97,807.51
836.50,814.44,837.68,813.01
808.30,779.69,812.29,779.24
784.55,765.71,785.00,762.98
765.11,776.02,780.04,761.05
782.97,792.47,799.42,776.04
792.46,808.00,809.24,786.08
811.50,820.63,821.38,807.50
824.38,832.53,836.85,814.94
839.94,834.20,839.94,825.19
825.00,801.50,825.00,795.25
804.50,804.80,806.55,787.00
792.51,774.00,792.51,769.57
778.90,750.75,778.90,744.00
755.65,760.90,766.84,751.64
770.50,779.92,783.73,767.50
785.07,788.73,794.19,772.00
786.78,792.91,794.91,780.02
795.35,775.40,803.12,773.50
781.00,779.67,784.96,767.50
771.95,768.12,781.90,762.31
772.50,789.92,792.00,769.00
792.25,783.21,794.00,780.90
781.80,798.85,801.68,780.15
798.89,802.94,807.82,798.59
804.00,802.75,806.75,793.13
802.75,792.90,804.47,789.07
793.50,810.00,810.00,790.06
798.50,800.55,804.23,792.66
799.00,818.00,827.00,799.00
821.36,829.00,855.00,818.60
826.85,838.37,842.90,819.85
851.95,850.00,854.76,843.48
853.60,851.01,853.60,831.00
846.05,846.85,852.63,840.95
846.83,859.58,861.95,833.40
851.30,865.00,868.28,849.96
862.30,857.96,862.30,845.41
859.47,855.31,866.22,846.05
855.47,847.44,858.60,839.03
842.62,847.68,855.73,841.39
851.30,864.82,867.74,851.30
861.15,868.00,879.99,852.56
866.00,866.22,874.85,849.14
859.50,866.43,875.19,856.95
845.05,744.85,846.99,732.88
747.49,761.95,775.00,737.29
757.55,745.51,760.47,737.00
745.51,728.00,753.01,725.13
738.00,737.00,739.99,721.56
745.69,764.71,773.90,741.43
764.71,779.13,782.53,759.40
779.13,778.00,783.00,771.64
776.29,773.98,778.05,764.00
781.50,791.15,793.98,773.46
783.00,793.55,801.52,783.00
803.85,792.70,808.60,785.96
791.61,803.56,809.85,791.61
814.90,817.08,818.49,798.30
816.79,831.97,831.97,814.10
828.65,834.98,838.95,826.00
837.50,830.60,837.50,820.03
835.00,833.24,835.00,814.50
836.85,824.16,836.98,818.00
826.71,824.25,826.90,820.29
820.10,839.10,843.72,820.10
840.11,843.76,843.84,830.75
838.10,813.17,838.10,809.29
815.31,805.90,821.11,804.61
813.13,802.95,814.17,797.21
795.20,804.15,808.54,795.20
805.53,821.46,822.66,805.53
825.84,814.70,825.84,811.06
811.50,820.21,828.51,808.16
819.54,817.00,820.34,811.15
811.23,820.41,824.68,809.21
827.50,828.18,836.91,817.42
825.90,847.35,850.99,816.45
844.50,844.09,851.82,835.17
843.26,851.82,860.00,839.10
852.89,853.81,858.00,848.66
855.80,848.56,855.80,843.65
843.95,846.78,849.21,836.86
847.01,845.69,856.00,841.08
848.44,864.99,869.55,838.53
872.93,872.55,875.00,860.00
868.50,864.00,871.99,860.38
862.11,857.41,865.73,851.01
853.01,866.65,868.20,851.56
864.89,860.13,865.82,857.48
863.85,860.30,864.55,847.43
855.85,858.25,862.00,852.00
859.75,861.78,869.54,854.73
861.00,841.95,862.00,833.55
847.45,848.24,852.98,839.41
845.96,844.50,850.11,842.00
845.56,843.29,855.79,833.88
841.61,851.79,852.42,830.00
853.00,861.50,869.52,853.00
863.78,872.91,872.91,860.90
873.16,881.06,886.38,872.46
878.05,875.20,881.40,872.02
870.22,864.14,876.50,860.00
863.00,872.21,877.63,863.00
875.25,864.30,879.30,864.24
866.54,865.00,870.70,847.08
869.94,879.32,879.32,863.43
881.26,877.62,886.69,872.52
885.75,875.99,902.13,875.99
888.79,906.93,915.05,888.79
905.00,905.00,915.05,893.66
905.80,900.60,905.80,886.96
894.75,902.99,902.99,890.08
908.00,902.01,908.00,897.40
905.89,899.00,908.95,889.06
895.35,902.73,906.21,887.75
901.91,903.74,906.58,894.33
905.00,918.99,919.18,902.49
919.31,905.39,919.31,898.89
906.03,911.60,912.75,897.06
909.92,913.01,920.59,907.38
909.74,914.69,923.26,902.66
913.91,914.50,920.02,902.30
908.95,891.54,913.69,891.51
891.99,874.30,895.99,871.68
869.98,866.00,872.95,858.41
867.00,848.77,867.00,842.39
844.71,847.59,851.99,832.40
844.00,869.42,873.63,838.88
882.80,876.84,893.06,871.06
881.11,891.20,893.84,876.49
897.75,895.73,902.84,887.07
892.09,907.80,907.80,892.09
903.00,895.96,906.00,884.55
901.00,893.95,906.39,882.30
888.40,892.07,900.26,880.34
899.89,893.68,903.60,887.95
875.04,899.84,903.80,875.04
904.95,888.15,904.95,884.15
891.10,909.32,910.00,888.32
905.25,892.47,906.59,880.00
890.99,886.00,897.90,871.39
886.07,895.30,898.92,872.75
897.50,902.06,909.40,883.84
901.87,910.86,911.51,892.81
915.00,929.99,940.00,910.12
930.00,926.45,935.96,913.58
926.46,917.52,930.64,910.05
920.75,938.55,938.95,920.75
936.05,956.62,959.78,936.05
958.10,950.99,958.10,936.47
948.90,959.25,966.93,947.37
951.20,943.02,954.00,928.00
943.85,942.91,943.85,935.12
943.85,931.05,952.00,928.65
934.14,933.83,938.11,920.00
934.00,932.50,940.95,926.92
932.52,920.00,948.81,920.00
935.00,930.13,949.36,920.00
930.98,949.00,968.79,930.00
946.01,954.49,954.81,942.32
948.00,966.89,971.49,948.00
968.69,974.50,974.98,960.02
979.40,981.63,993.18,971.65
988.13,969.92,988.13,966.19
971.98,971.33,975.38,955.18
975.75,968.40,978.94,960.00
965.20,978.65,980.00,963.50
974.00,973.58,974.00,967.06
978.75,978.00,987.99,977.50
980.55,970.00,985.77,965.02
973.84,968.55,974.23,963.57
974.00,981.69,987.95,971.10
995.00,1000.89,1026.79,993.12
996.11,1034.40,1043.22,996.11
1033.75,1024.00,1040.10,1002.34
1028.97,1031.49,1033.80,1008.09
1034.80,1040.86,1055.94,1029.13
1032.02,1029.66,1040.25,1019.01
1033.85,1023.00,1046.22,1008.70
1021.99,1009.93,1028.00,1008.78
1013.00,1013.75,1023.25,995.29
1011.96,1006.98,1019.95,999.36
1006.85,1006.47,1006.85,999.44
1007.88,1004.17,1014.11,1002.09
1006.58,1011.00,1020.70,1002.06
1014.00,1032.00,1033.99,1011.12
1036.50,1038.91,1043.91,1030.75
1040.00,1030.26,1041.39,1025.69
1033.00,1039.70,1046.89,1032.54
1038.45,1019.74,1046.00,1012.00
1021.38,980.00,1021.38,975.17
981.88,981.42,988.27,961.35
988.88,998.53,1011.00,986.49
1008.40,982.00,1008.40,975.01
980.24,1001.41,1005.98,980.24
1001.38,1024.07,1026.00,998.40
1023.69,1009.20,1030.00,1003.80
1000.60,1014.39,1021.00,996.10
1012.90,1023.80,1029.17,1005.03
1027.00,1040.22,1051.00,1027.00
1046.75,1044.00,1050.02,1039.66
1045.80,1043.90,1050.02,1040.40
1047.90,1046.00,1049.52,1035.18
1048.95,1045.56,1048.95,1039.00
1045.00,1038.60,1045.29,1030.99
1041.50,1035.00,1041.50,1032.00
1039.28,1045.36,1050.30,1037.00
1039.26,1044.61,1045.16,1036.68
1036.45,1046.95,1048.00,1035.00
1048.56,1075.45,1079.00,1048.43
1078.31,1080.08,1086.00,1073.00
1078.94,1049.25,1079.45,1045.00
1050.83,1056.00,1056.99,1048.18
1057.12,1063.90,1066.81,1052.26
1065.50,1068.48,1071.00,1058.00
1069.00,1077.55,1100.00,1035.32
1082.00,1080.11,1088.19,1075.06
1065.10,1070.35,1084.00,1056.19
1075.00,1061.97,1075.00,1040.09
1060.35,1033.95,1062.99,1029.00
1032.85,1041.99,1041.99,1021.65
1034.67,1046.75,1048.00,1019.01
1047.02,1063.32,1069.01,1038.11
1064.34,1053.11,1066.00,1045.00
1053.25,1038.00,1054.00,1036.00
1034.99,1042.79,1042.79,1023.59
1038.90,1014.00,1044.73,1013.02
1009.39,992.25,1010.00,984.17
994.60,1016.78,1016.79,960.78
1010.00,1009.00,1013.00,1000.00
1015.50,995.97,1015.50,984.38
991.00,1006.13,1006.13,986.35
947.50,983.50,985.01,910.00
989.15,1002.99,1007.00,986.01
1006.82,990.00,1026.23,981.00
998.29,1000.39,1007.98,983.46
1005.00,1018.46,1023.42,995.15
1018.10,1018.36,1027.69,1010.39
1024.25,1030.00,1032.83,1013.02
1023.25,1015.59,1030.00,1007.20
1020.55,1023.69,1027.65,1008.90
1027.85,1022.20,1042.01,1013.04
1023.75,1017.86,1023.75,1002.45
1015.40,1002.64,1016.88,991.20
1000.35,1003.28,1006.80,993.20
1001.00,997.00,1006.97,993.95
1005.66,1004.42,1010.08,1001.60
996.50,996.00,1011.22,992.03
999.75,997.40,1010.00,995.07
994.95,1010.95,1012.22,994.95
1006.50,1001.83,1011.00,990.70
1006.50,1006.00,1016.54,1001.57
1003.35,1001.45,1009.89,997.50
1002.57,1000.12,1002.57,994.50
1004.50,1001.35,1012.00,992.40
997.92,1004.00,1006.70,992.53
996.42,995.31,999.00,977.84
1006.90,1007.22,1014.72,999.75
