UWM,ProShares Ultra Russell2000,NASDAQ
59.60,58.30,59.75,57.80
58.25,58.43,58.85,57.08
57.32,57.22,58.03,56.01
58.20,58.20,58.41,57.27
59.25,58.71,59.35,58.21
59.40,60.55,60.73,59.40
60.33,59.90,60.99,59.76
60.64,61.76,62.40,60.64
61.78,61.71,62.63,60.91
61.24,62.00,62.39,61.09
63.31,63.72,63.75,61.98
64.20,64.20,64.64,63.94
64.98,65.42,65.61,64.49
65.41,65.72,65.88,65.07
67.23,67.34,67.42,66.61
67.30,67.70,68.12,67.30
67.95,68.70,68.88,67.79
68.80,68.03,68.88,67.81
68.88,68.58,69.22,68.34
68.94,69.57,70.06,68.91
69.40,69.61,69.72,68.97
69.92,70.04,70.31,69.49
70.48,69.92,70.55,69.66
70.53,68.73,70.61,68.57
68.55,69.92,70.15,68.47
69.20,69.45,69.48,68.43
69.09,68.49,69.62,67.96
68.91,68.62,69.09,68.14
69.10,68.84,70.16,68.77
70.18,70.69,71.01,69.99
70.22,70.82,70.91,70.02
70.73,71.25,71.39,70.46
70.84,69.86,70.97,69.46
69.42,68.84,69.69,68.54
69.65,69.29,70.02,68.72
69.15,69.21,69.95,68.59
68.31,70.00,70.03,68.31
70.08,69.81,70.08,68.92
69.85,69.28,70.03,69.23
67.64,66.74,67.78,66.41
66.31,66.17,67.03,66.00
66.09,64.71,66.36,64.71
64.99,66.68,66.91,64.90
66.11,65.84,67.16,65.30
66.26,67.56,67.80,66.26
68.06,67.98,68.12,67.12
68.29,68.04,68.86,67.51
66.36,64.80,66.98,64.58
64.66,65.06,65.60,64.53
65.01,66.38,66.88,64.90
66.46,64.44,66.46,64.17
66.27,65.13,66.85,64.02
65.28,66.29,66.37,64.78
66.41,66.61,67.04,66.21
67.32,66.89,67.52,64.77
67.38,68.87,69.00,67.32
69.78,70.26,70.27,69.25
70.04,70.28,70.62,69.71
70.23,69.36,70.33,69.28
69.80,70.04,70.06,69.14
71.76,70.30,71.76,70.13
70.43,71.66,71.72,70.39
71.71,73.15,73.81,70.63
73.53,72.97,73.57,72.50
73.32,72.40,73.37,72.40
72.57,72.52,72.79,71.37
72.65,72.90,73.96,71.75
73.05,72.70,74.06,72.50
73.09,73.47,74.00,72.56
72.60,72.84,73.44,72.32
71.20,72.90,73.14,71.00
72.74,74.60,74.60,72.64
73.42,73.98,74.35,73.15
73.69,72.40,73.83,71.45
72.43,73.40,73.75,72.20
71.95,71.62,72.84,71.59
71.81,69.36,71.97,69.18
69.66,68.72,69.69,67.97
70.59,72.01,72.26,70.45
71.66,74.20,74.21,71.66
73.27,74.86,75.05,73.13
74.64,73.50,74.89,73.16
74.53,75.30,75.40,74.15
74.53,76.59,76.60,74.53
77.67,78.32,78.45,77.17
78.60,78.03,78.89,77.75
78.74,78.41,79.45,77.90
77.67,77.94,78.11,77.03
78.07,78.81,79.10,77.84
79.10,78.86,79.38,78.17
79.00,78.75,79.15,78.06
79.22,79.23,79.63,78.11
79.39,77.05,79.39,76.66
77.08,76.22,77.53,75.77
76.52,75.35,76.74,74.34
76.01,77.14,77.37,75.70
76.54,76.69,77.03,75.60
77.63,75.94,77.68,75.66
76.59,73.37,76.85,73.21
73.54,76.04,76.31,73.54
75.77,76.24,76.52,75.23
75.80,76.29,76.37,75.27
75.23,77.78,77.83,75.16
77.66,77.63,77.90,76.75
77.98,78.25,78.47,77.35
79.00,77.20,79.05,76.74
77.25,76.19,78.01,75.73
76.93,76.18,77.31,75.48
76.76,78.91,78.93,76.67
78.91,79.55,79.79,78.63
80.03,79.69,80.25,79.35
79.80,81.00,81.29,79.72
81.02,81.96,82.06,80.78
82.66,82.06,82.97,81.99
82.27,80.48,82.33,79.91
79.99,79.52,80.66,78.77
78.83,79.09,80.38,77.52
79.11,79.27,79.84,78.62
80.75,80.55,81.35,80.08
80.80,80.42,81.02,79.72
80.05,78.85,80.60,78.74
79.20,76.37,79.20,76.03
76.54,76.75,77.25,76.06
77.03,77.16,77.70,76.17
77.74,79.00,79.12,77.68
78.95,78.87,79.08,77.80
79.12,80.95,81.00,77.41
80.79,79.86,80.96,79.59
79.94,82.24,82.86,79.94
83.33,84.23,84.36,83.14
84.53,84.89,85.28,84.46
85.59,84.98,86.08,84.80
85.35,84.89,85.72,84.33
84.77,84.75,85.19,84.42
85.20,85.10,85.66,84.91
84.72,83.34,84.73,82.68
83.94,84.11,84.47,83.36
84.92,82.81,85.00,82.76
83.45,84.19,84.82,83.38
84.25,84.36,84.70,83.26
85.00,84.37,85.16,83.38
84.44,85.30,85.34,83.71
84.90,83.09,85.30,82.06
83.76,84.93,85.27,83.38
85.50,86.20,86.42,85.41
86.14,86.53,86.58,85.78
86.48,85.93,86.69,85.55
87.05,86.97,87.23,85.70
87.05,87.80,88.03,86.76
87.09,86.60,87.12,85.52
85.42,82.28,85.58,81.93
82.68,79.87,82.76,78.86
80.05,81.49,81.49,79.84
79.96,79.12,80.93,78.72
80.59,81.21,82.37,80.18
78.96,80.24,81.46,78.85
79.84,75.42,80.30,74.54
75.98,76.31,77.00,74.88
75.43,75.24,75.89,73.38
75.50,76.33,77.00,75.48
77.00,78.08,78.22,76.41
78.24,78.57,78.58,77.08
78.72,79.86,80.34,78.27
80.24,80.60,81.30,79.86
78.95,82.53,82.81,78.95
82.20,82.90,83.04,81.59
83.31,84.61,84.84,82.99
84.14,82.87,85.13,82.70
82.98,84.66,84.95,82.60
85.11,85.11,85.80,84.71
85.36,86.57,87.54,85.33
86.61,86.60,87.45,85.94
86.63,87.58,88.72,86.36
87.08,88.56,88.66,86.83
88.50,87.90,89.63,86.81
86.35,86.89,87.41,85.00
88.91,91.38,92.46,88.89
91.30,91.21,91.50,90.78
91.75,91.19,91.90,90.69
92.22,91.01,92.22,90.08
90.54,90.38,90.85,89.24
90.65,88.49,91.20,87.79
87.53,89.06,89.12,86.86
89.74,87.02,89.89,86.07
86.45,87.70,88.21,86.38
88.81,88.51,90.05,88.28
88.68,91.17,91.25,88.64
90.89,89.89,91.03,88.62
89.45,90.17,90.69,88.73
90.95,89.30,91.80,89.28
90.23,87.30,90.23,85.73
88.38,87.26,89.27,86.15
88.30,83.95,88.39,83.91
83.91,83.43,84.74,82.48
83.56,83.33,85.78,82.91
84.44,86.25,86.75,83.85
86.67,88.58,88.82,86.63
89.10,89.27,89.44,88.36
89.36,87.41,89.37,86.76
88.73,83.43,88.86,82.86
82.64,80.91,83.08,79.99
81.05,82.11,82.97,80.14
82.68,84.45,84.49,82.00
84.35,79.68,84.35,78.87
78.31,77.50,80.02,76.72
79.02,77.91,79.61,76.43
78.39,78.57,79.29,75.04
79.55,80.14,80.31,78.62
79.73,81.03,81.70,79.37
81.29,81.72,81.84,80.14
82.11,83.54,84.02,81.80
83.22,82.33,83.68,82.25
83.52,81.95,83.52,80.64
81.23,79.10,81.34,78.51
79.73,78.18,80.35,75.86
78.79,78.52,79.53,78.13
77.92,79.51,79.62,76.82
79.33,79.39,80.64,77.53
79.81,79.60,81.18,79.20
78.37,79.35,79.76,77.56
78.80,76.84,79.12,76.73
77.10,76.95,77.42,74.60
76.82,75.36,78.43,74.97
74.95,76.75,76.80,74.50
77.64,80.22,80.92,77.37
80.08,78.68,80.68,78.57
78.28,76.12,78.28,75.85
75.28,75.09,75.49,73.10
75.22,76.00,76.09,73.95
75.64,77.68,78.07,75.29
77.28,75.32,77.30,74.39
76.06,76.06,76.71,74.63
76.49,77.59,78.00,76.10
77.48,79.28,79.38,77.33
80.42,81.57,81.95,80.34
81.27,80.68,81.40,80.10
81.30,81.29,81.58,80.35
81.21,80.48,81.42,79.85
80.80,79.71,80.82,78.45
78.89,79.32,79.81,78.07
78.67,79.93,80.11,78.24
80.29,83.28,83.36,79.49
84.02,84.88,85.38,83.80
84.81,86.33,87.17,84.57
86.00,85.96,86.10,84.98
85.16,85.16,85.48,84.18
84.81,84.21,84.88,83.45
84.61,84.54,84.87,83.14
84.28,85.20,85.21,83.82
85.01,86.49,87.16,84.77
86.34,87.59,87.64,85.75
88.25,87.72,88.27,86.65
87.88,88.38,88.39,87.33
88.75,87.97,88.75,87.49
87.59,86.16,89.27,85.95
85.16,87.51,87.56,85.06
87.57,87.29,87.60,85.82
86.58,88.44,88.61,86.58
88.20,89.14,89.17,87.68
89.69,91.09,92.32,89.66
91.01,90.20,91.54,89.91
90.97,91.25,91.45,90.60
90.64,88.23,90.64,88.07
87.84,86.06,88.04,85.10
86.60,86.24,87.10,85.55
82.69,84.45,85.57,82.49
84.35,84.23,84.57,83.39
86.05,85.06,86.19,84.64
84.82,83.36,85.47,82.34
84.04,82.90,84.05,82.31
81.77,80.28,82.89,79.95
80.58,82.88,83.12,80.34
81.81,82.09,82.45,81.06
83.12,83.47,84.26,82.78
83.98,83.75,84.54,83.21
84.20,83.40,84.85,82.99
82.19,81.87,82.44,81.31
82.17,81.09,82.18,79.91
81.60,81.53,82.62,81.08
82.66,82.18,82.90,81.50
80.50,78.24,80.93,78.24
78.30,77.75,79.10,76.52
78.15,78.93,79.16,76.57
78.18,78.58,79.80,77.49
77.67,79.06,80.15,77.62
79.67,78.38,80.22,77.78
78.56,79.92,80.05,78.14
80.66,81.46,82.56,80.38
80.82,80.23,81.45,79.56
80.82,81.46,81.82,80.52
81.57,81.73,81.93,81.29
82.98,81.44,82.98,79.86
82.99,83.78,83.95,82.55
83.99,84.40,84.80,83.84
83.49,83.73,84.05,82.88
83.59,84.05,84.30,82.07
83.87,84.05,84.67,83.19
85.04,84.79,85.78,84.22
85.00,86.34,86.54,84.93
86.56,85.96,86.56,85.65
85.30,85.05,85.51,84.51
85.47,86.04,86.36,84.72
86.56,86.96,87.38,85.97
87.89,85.89,87.89,85.63
86.27,85.17,87.38,84.79
84.92,85.73,85.76,83.97
85.51,85.99,86.34,84.96
85.64,83.88,85.69,83.71
84.02,84.89,85.00,83.33
83.97,86.07,86.19,83.86
85.90,84.17,85.90,83.64
84.19,82.26,84.19,81.77
81.82,82.80,83.25,81.34
82.82,83.26,84.27,82.49
83.91,84.21,84.38,83.51
84.99,82.09,84.99,81.63
81.43,79.77,81.47,79.35
79.19,78.28,80.14,78.14
78.56,79.62,79.85,77.71
79.28,76.98,79.43,76.50
77.64,78.31,78.49,77.14
76.60,78.24,78.69,76.43
78.04,75.81,78.27,75.81
75.84,73.73,75.92,73.24
73.78,75.13,75.71,72.59
76.41,76.19,77.17,75.52
76.62,74.97,76.83,74.73
74.00,72.50,74.62,72.40
72.21,75.21,75.32,70.94
75.11,71.21,75.11,71.20
70.93,69.43,72.31,69.26
69.50,68.94,71.26,68.33
70.06,70.38,72.35,69.75
68.84,71.97,72.44,67.99
69.84,73.56,74.55,69.73
75.33,73.06,75.49,72.58
72.52,74.73,74.80,72.49
75.54,77.14,77.34,75.25
77.54,75.11,78.00,74.96
76.56,77.75,78.63,76.20
77.83,77.91,78.28,77.14
77.07,77.93,77.97,75.81
78.53,82.29,82.34,78.35
82.54,81.91,83.37,80.65
81.31,83.31,84.00,80.87
86.22,85.78,86.31,84.89
86.12,85.47,86.87,84.84
84.84,84.63,85.67,83.96
85.90,84.92,86.02,84.36
84.98,85.67,85.70,84.36
85.56,85.88,85.93,84.52
85.90,86.79,86.79,85.62
86.66,86.97,87.01,86.28
85.92,87.81,87.99,85.89
87.79,86.22,88.27,85.83
86.27,85.89,86.62,85.48
85.71,84.43,86.25,84.43
85.17,85.48,86.49,85.10
85.30,83.62,85.30,82.50
82.87,85.47,85.51,82.87
87.56,85.64,87.75,85.10
86.02,87.75,87.84,85.90
88.02,87.92,88.92,87.15
87.86,88.39,88.53,87.57
88.52,85.86,88.52,85.65
85.34,83.22,85.46,83.06
83.29,85.15,85.66,83.29
85.14,86.75,87.25,84.92
86.54,85.89,86.65,85.12
86.53,87.20,87.62,86.11
86.74,85.01,88.20,84.51
83.21,87.91,88.03,82.91
87.30,84.27,87.80,84.05
84.99,84.82,87.07,84.48
82.90,82.77,84.60,82.65
83.57,81.02,84.22,80.58
80.71,80.89,83.58,80.38
81.21,85.94,85.98,81.21
88.02,88.37,88.53,86.75
88.37,88.90,89.62,87.69
89.20,89.90,89.92,88.57
91.06,90.00,91.06,89.57
90.47,90.59,91.09,89.93
91.19,91.84,92.20,91.10
91.98,92.60,93.03,91.92
92.22,91.57,92.77,91.46
92.11,90.43,93.10,90.28
91.14,89.42,91.73,87.79
88.19,86.95,88.94,86.15
87.33,84.01,87.55,82.56
85.02,85.95,86.02,84.20
87.38,88.86,89.09,87.07
88.99,87.25,88.99,86.89
87.37,86.59,87.69,85.24
88.00,86.74,89.84,84.60
84.78,86.11,86.43,84.25
86.63,83.01,86.90,82.64
82.49,85.81,86.17,82.25
86.13,85.05,86.30,83.67
84.46,84.51,86.00,83.80
85.55,88.00,88.06,83.50
88.04,87.79,88.75,87.04
87.57,89.54,89.55,86.35
87.62,88.62,89.50,87.11
89.46,85.63,89.80,85.19
86.16,87.98,88.05,84.90
86.79,84.30,87.36,84.10
84.87,85.70,85.81,82.42
86.50,88.76,89.02,86.42
88.08,88.17,89.35,87.70
88.73,90.36,90.88,88.45
90.71,90.25,91.71,89.58
89.64,88.79,90.81,88.59
89.78,89.84,90.20,87.65
89.47,89.60,90.18,88.44
90.74,91.67,91.82,90.24
91.86,92.76,92.98,91.48
93.00,93.33,93.52,92.42
92.75,93.39,93.52,92.22
93.08,93.61,94.03,92.81
93.26,93.99,94.23,91.87
93.67,94.22,94.22,92.48
94.23,94.38,95.03,93.78
94.39,94.70,95.02,93.91
94.58,95.27,95.40,94.00
95.07,94.38,95.46,94.32
94.38,95.84,96.15,94.38
95.26,94.56,95.26,93.89
93.73,94.00,94.32,92.84
94.20,94.53,94.75,93.30
93.42,92.02,94.40,91.74
92.39,92.96,93.23,92.09
91.26,90.73,91.35,90.09
91.00,91.93,92.04,90.17
93.02,94.94,95.09,92.99
94.81,94.30,95.17,92.14
95.00,95.33,95.75,94.73
94.81,95.82,96.05,94.54
95.52,97.37,98.12,94.65
97.05,97.77,97.88,96.93
98.46,99.44,99.71,98.46
99.55,99.24,99.99,99.20
99.20,99.30,99.97,98.95
99.30,94.65,99.42,94.41
94.00,94.35,95.15,93.06
94.38,95.53,95.68,93.60
96.41,98.16,98.40,96.41
97.26,96.95,98.00,96.74
97.33,97.50,97.50,95.30
97.45,97.86,98.86,97.33
96.70,98.66,99.14,96.68
98.32,97.37,99.17,97.37
97.51,99.08,99.40,97.51
98.99,98.45,99.53,96.50
99.13,99.30,99.61,98.85
99.41,99.48,100.57,99.32
99.68,99.39,100.08,98.03
100.21,100.92,101.71,99.85
100.74,100.63,101.13,100.25
98.59,97.48,99.21,96.51
98.44,99.27,99.80,98.05
100.00,99.12,100.22,99.00
99.10,99.41,99.69,97.49
99.12,100.33,100.70,98.80
100.44,99.70,100.44,99.43
100.17,97.38,101.27,96.79
97.49,98.59,98.85,95.58
97.35,96.42,98.08,96.14
95.31,92.29,95.70,91.62
92.91,93.57,93.76,91.88
93.70,94.11,95.61,93.57
94.07,91.72,94.45,90.91
92.12,92.33,92.71,90.84
92.21,93.09,93.80,91.43
94.87,94.55,95.39,94.15
94.41,94.54,96.03,94.28
93.98,94.30,94.89,91.75
94.67,94.27,95.23,93.47
95.18,96.14,96.30,94.29
95.92,96.09,96.09,95.01
95.66,98.10,98.33,95.26
97.83,97.91,98.13,97.02
98.33,98.23,98.78,97.09
98.10,97.97,98.82,97.26
97.68,97.25,98.40,96.52
96.43,95.35,96.43,94.23
95.50,97.65,97.83,94.61
97.11,97.50,97.54,96.17
97.37,96.28,97.56,95.44
97.46,96.94,97.85,95.10
96.02,97.33,98.49,95.70
97.69,99.22,99.45,97.24
98.23,97.36,98.93,96.57
96.82,98.63,98.84,95.40
98.35,97.77,98.73,97.36
97.63,97.09,97.77,95.67
97.82,99.44,100.25,97.78
99.87,100.04,100.33,99.44
99.48,99.40,99.68,98.70
98.09,98.80,99.18,96.29
98.47,100.18,100.53,98.47
100.68,99.85,101.05,99.53
100.72,102.59,103.03,100.72
102.41,102.37,102.91,102.05
103.41,103.84,104.00,102.96
103.78,104.28,104.39,103.34
103.76,102.52,104.35,102.23
103.25,102.38,103.25,101.59
102.70,101.82,103.07,100.75
100.26,96.74,100.99,96.43
98.18,97.58,98.25,96.81
99.16,98.09,99.55,97.10
98.23,96.71,98.32,96.06
95.32,96.60,97.68,95.18
96.96,96.90,96.96,93.16
95.02,93.97,95.89,92.79
95.88,94.51,96.18,94.31
96.78,97.23,97.46,96.00
98.09,99.17,99.50,98.09
99.17,100.37,100.84,99.16
100.54,99.33,100.83,98.95
100.32,100.58,101.19,100.10
100.63,99.61,100.63,99.05
99.77,98.59,99.77,98.12
98.62,97.55,99.66,97.12
96.95,98.36,98.52,96.88
98.46,96.24,99.01,95.84
96.03,93.22,96.36,93.00
92.29,91.48,92.58,91.10
92.09,93.00,93.39,89.76
92.82,93.76,94.21,92.26
93.09,94.08,94.32,92.28
94.39,95.08,96.20,94.13
95.17,94.14,95.33,92.89
94.31,93.74,95.09,93.08
94.63,94.11,96.00,93.55
94.35,91.59,94.53,90.32
90.77,90.56,91.26,89.25
91.23,92.51,92.84,91.20
91.26,90.95,92.15,90.08
89.93,90.60,91.08,87.54
90.74,89.93,91.41,89.68
89.74,91.10,91.31,89.13
90.65,92.91,93.00,89.96
92.68,91.56,92.68,91.35
90.33,89.62,91.18,88.65
87.93,85.19,88.35,85.14
83.31,83.15,85.45,82.29
75.39,76.79,81.91,74.00
81.26,75.48,81.49,75.30
78.26,79.19,79.54,75.17
80.49,82.10,82.94,79.15
81.84,83.60,83.76,81.78
82.98,83.06,84.08,82.54
80.18,78.51,81.36,78.00
80.50,81.10,81.18,78.65
81.32,80.92,82.84,80.67
79.21,79.68,80.84,78.85
82.10,83.27,83.47,81.50
84.48,81.48,84.60,81.30
80.96,82.18,83.00,80.96
81.33,82.90,82.90,80.75
83.43,82.14,83.43,81.84
82.50,84.04,84.25,82.34
84.00,85.43,85.48,83.75
85.42,86.05,88.15,85.12
83.77,83.58,85.16,83.16
84.72,83.33,85.84,82.75
81.82,80.76,82.12,79.77
81.04,80.30,81.60,79.78
79.24,79.98,80.25,78.13
81.22,77.90,81.28,77.27
77.29,73.47,77.40,73.00
73.52,72.51,74.60,71.78
73.79,74.65,75.00,73.00
74.89,74.48,75.28,72.29
73.01,76.61,76.65,71.91
78.02,80.33,80.56,78.02
80.25,79.28,80.87,78.30
80.03,82.00,82.00,79.50
81.81,83.53,83.83,81.39
83.82,83.81,84.33,83.34
83.90,83.58,84.01,82.93
82.85,81.30,84.49,81.23
81.41,79.75,82.25,79.47
80.19,83.51,83.51,79.42
83.82,83.32,83.82,81.89
82.56,83.58,84.27,82.22
83.51,83.38,84.50,82.73
84.00,80.83,84.00,80.75
81.86,82.20,83.14,80.86
83.44,83.83,84.04,82.29
83.41,82.77,83.77,82.54
82.11,80.88,82.38,79.96
81.41,85.62,85.62,81.13
85.15,83.77,85.45,83.37
83.38,82.97,84.00,82.71
83.09,86.55,86.92,83.09
86.21,87.36,88.33,85.92
87.63,87.22,88.27,86.40
87.22,87.31,87.66,85.66
86.85,88.66,88.76,85.78
88.41,86.53,88.66,85.78
85.80,86.95,86.98,85.26
87.23,85.52,87.23,85.43
84.32,82.15,84.48,82.01
81.50,80.87,82.82,80.47
80.83,82.33,82.35,80.10
82.47,81.84,83.90,81.68
82.21,84.54,84.64,81.75
84.33,83.85,84.62,83.39
84.40,84.95,85.64,84.40
84.83,85.78,86.47,84.83
84.96,86.98,87.26,84.58
87.08,88.34,88.51,86.88
88.34,89.00,89.39,88.10
89.54,88.26,89.55,88.17
89.05,89.35,89.37,87.94
89.14,87.49,89.56,87.26
87.92,84.44,88.58,83.89
84.52,86.24,86.40,84.20
86.06,83.48,86.06,82.90
82.12,82.71,83.54,81.47
82.23,80.78,83.81,80.22
80.67,81.30,82.22,80.36
79.75,77.67,79.75,77.28
77.65,76.66,78.38,75.50
77.50,78.81,79.17,77.36
80.00,81.26,81.51,79.06
82.00,79.46,82.00,79.27
78.71,77.09,78.98,77.09
77.90,78.21,78.56,77.11
78.50,79.58,79.78,77.50
80.43,81.60,81.80,80.13
81.84,81.89,82.80,81.40
81.16,81.01,81.23,79.69
81.80,82.88,82.95,81.28
82.64,81.27,83.00,81.20
80.49,79.14,81.05,79.14
76.55,75.42,76.55,74.21
76.04,75.79,76.17,74.95
73.58,73.47,74.78,72.79
70.94,69.53,72.05,69.36
69.88,67.12,70.65,66.94
67.60,66.59,68.32,65.25
67.68,66.96,68.57,64.81
67.18,62.63,67.89,61.75
63.31,64.27,65.50,61.20
60.96,62.31,62.48,59.01
63.51,60.63,63.61,59.39
59.02,61.13,62.52,56.07
61.25,60.82,63.23,60.15
62.85,63.78,64.08,62.35
63.00,60.97,63.42,60.64
61.58,63.39,63.72,61.08
62.83,61.59,64.00,60.89
62.61,61.61,63.09,61.18
62.03,65.63,65.63,61.99
64.66,65.07,65.81,63.63
63.50,62.27,63.76,61.68
63.18,62.39,63.21,59.70
61.94,62.87,64.31,61.94
62.32,59.39,62.47,59.37
58.18,57.44,58.18,55.72
55.90,56.81,58.27,55.88
57.49,56.68,59.22,56.60
54.66,55.56,56.22,54.24
56.61,57.62,57.86,56.01
58.98,60.42,60.65,58.46
61.23,62.29,63.09,61.23
62.41,61.67,62.52,61.17
61.23,62.26,62.39,60.73
63.34,63.62,64.16,63.30
63.15,62.50,63.48,62.40
61.21,63.67,63.91,60.45
63.94,64.85,64.93,63.42
65.57,65.66,66.00,65.07
65.60,65.12,66.71,65.10
66.25,67.85,67.86,65.56
67.66,69.34,69.34,67.44
69.34,70.66,70.68,69.18
70.69,71.43,72.26,70.24
70.91,73.06,73.17,70.84
72.22,69.51,72.22,69.37
70.04,70.23,70.48,69.32
70.55,69.11,71.08,67.64
70.25,72.02,72.20,70.11
71.67,71.72,72.17,71.02
70.80,69.47,70.80,69.17
68.84,70.43,70.87,68.79
70.15,72.57,73.11,69.61
72.82,73.96,74.25,72.82
73.68,73.46,74.29,73.18
72.84,73.41,73.96,72.33
72.81,70.51,72.84,70.51
69.82,70.97,71.03,69.14
71.37,71.16,71.75,70.16
70.71,75.10,75.12,70.44
75.91,75.15,76.24,74.83
75.34,75.63,76.21,75.21
74.25,76.30,76.31,73.99
75.97,74.95,76.39,74.82
73.81,73.28,74.43,73.13
73.17,74.91,75.04,72.93
73.89,72.86,74.45,72.17
74.06,73.46,74.68,72.90
74.24,72.99,75.32,72.99
72.97,74.53,74.85,72.62
75.37,77.75,77.90,75.35
77.74,77.58,78.24,77.21
77.37,78.00,78.18,77.17
77.26,79.13,79.17,77.13
79.45,79.24,80.26,78.58
79.31,79.56,80.32,78.71
79.39,78.65,79.80,78.25
78.66,80.22,80.25,78.66
79.75,78.96,79.85,78.39
79.52,80.62,80.74,78.96
80.69,81.13,81.45,79.86
80.33,79.29,81.39,78.90
78.66,77.77,79.17,76.89
78.38,79.23,79.25,77.60
77.90,76.59,77.95,75.72
75.84,75.38,77.13,74.95
76.06,74.80,76.16,74.61
74.15,75.66,75.68,73.83
75.65,76.03,76.97,75.32
76.65,77.61,77.67,75.95
77.36,75.70,77.39,75.62
76.19,74.89,76.37,73.74
74.42,73.87,75.65,73.55
74.33,75.78,76.42,74.33
75.59,73.29,76.26,72.77
72.95,74.07,75.21,72.75
73.03,72.96,73.99,71.65
73.42,75.33,75.33,73.38
75.37,75.11,76.04,75.06
76.00,78.33,78.63,76.00
78.73,79.12,79.55,78.50
79.42,79.03,79.70,78.72
79.24,80.51,80.51,79.24
80.95,81.14,81.88,80.47
80.60,82.27,82.45,80.33
81.77,83.49,83.49,81.70
83.11,82.45,83.11,81.15
82.67,84.24,84.77,82.67
84.34,84.68,85.31,83.87
84.87,85.99,86.25,84.87
85.25,84.93,85.25,84.41
83.36,82.50,83.69,82.06
82.05,80.72,82.67,80.48
80.25,80.29,81.12,79.25
80.86,80.41,81.84,80.29
79.26,80.38,80.45,78.09
80.17,79.74,80.92,79.24
82.15,81.59,83.03,81.55
81.52,81.16,81.58,80.14
81.42,80.29,82.12,80.27
82.04,83.65,83.65,82.01
76.59,77.17,79.49,75.95
75.43,72.02,75.43,71.50
73.36,74.34,74.93,73.36
76.12,77.69,77.92,76.01
78.05,80.58,80.62,77.28
80.73,81.22,81.88,80.33
80.63,78.83,80.86,77.98
78.09,79.92,79.98,77.67
80.41,80.23,81.38,79.25
81.68,84.03,84.29,81.68
85.10,85.97,86.22,84.97
87.19,88.19,89.17,86.90
89.03,87.51,89.07,87.02
89.00,87.66,89.03,87.59
88.50,88.20,88.51,87.55
87.84,88.41,89.06,87.66
88.19,87.47,88.49,87.04
87.99,88.74,89.19,87.14
88.55,87.84,89.39,87.46
87.94,89.17,89.52,87.66
88.73,88.80,89.21,88.25
88.88,89.79,89.89,88.50
90.03,90.12,90.58,89.13
89.81,89.81,90.22,89.34
89.67,90.15,91.12,88.62
90.21,90.19,91.01,89.28
90.18,87.65,90.30,87.26
87.62,89.17,89.17,87.27
89.03,89.31,90.04,88.93
90.51,91.91,92.29,89.95
91.94,91.80,92.68,91.53
91.79,92.02,92.35,91.66
92.01,90.76,92.24,90.17
91.50,91.59,92.00,90.94
91.18,91.68,92.10,90.97
92.14,93.54,93.93,92.14
93.09,91.95,93.09,91.83
92.09,91.46,92.16,90.44
91.52,92.77,92.81,91.50
92.46,92.75,92.92,91.92
92.44,93.18,93.31,91.91
93.87,94.48,95.05,93.79
94.34,92.87,94.59,92.59
92.29,93.27,93.83,92.29
93.73,92.92,94.90,91.85
93.23,93.88,94.57,93.23
94.10,94.25,94.58,93.58
94.07,93.18,94.17,92.20
93.39,93.33,93.70,91.43
94.31,95.10,95.14,94.04
95.69,95.33,95.79,94.31
95.18,96.47,96.50,95.15
96.32,96.11,96.41,95.55
94.60,90.01,94.61,90.01
89.23,92.60,92.62,89.10
91.27,89.12,91.41,88.04
89.40,88.98,90.23,88.69
89.20,91.29,91.39,88.98
90.34,90.94,91.11,89.81
91.57,92.13,93.40,91.16
92.88,91.32,92.89,91.32
91.91,93.95,93.99,91.21
95.08,96.73,96.74,95.05
96.44,95.29,96.90,95.29
94.29,93.35,94.76,93.18
93.27,94.10,94.29,92.72
94.38,95.53,95.65,93.14
95.43,92.82,95.43,92.56
93.58,94.84,95.64,92.82
94.19,94.17,94.50,93.16
94.52,93.22,94.90,92.43
93.88,94.38,95.39,93.88
94.03,94.17,94.42,92.78
94.44,92.62,94.89,91.74
93.71,94.86,95.51,93.71
94.44,91.38,94.50,90.36
91.45,91.25,92.24,90.72
89.84,89.64,90.30,88.57
90.31,89.05,91.03,89.00
89.19,88.79,89.56,88.63
90.60,89.70,90.68,89.38
90.04,90.44,91.20,89.08
89.99,89.97,90.64,88.99
88.71,89.81,90.33,88.50
91.29,91.11,92.15,90.48
90.99,89.68,91.23,89.23
88.47,87.89,89.74,87.58
88.35,86.21,88.35,85.53
85.78,85.35,86.80,84.97
85.55,85.96,86.22,85.04
86.23,83.87,86.23,82.84
83.51,81.85,83.81,81.55
82.28,81.01,82.71,80.86
81.42,82.06,83.59,81.13
85.15,85.90,86.33,84.81
85.59,86.38,87.30,84.85
85.22,91.74,92.18,85.16
94.39,94.66,96.00,91.95
95.51,99.13,99.61,94.86
101.47,101.89,103.56,100.75
101.41,102.38,103.00,100.56
101.98,102.53,103.16,101.71
103.07,103.67,104.48,102.89
104.32,104.70,104.90,103.75
105.29,105.73,106.26,104.15
106.63,107.65,107.76,105.87
107.16,108.98,109.03,106.65
109.20,109.68,109.71,108.90
109.58,106.94,109.58,106.59
107.07,106.80,108.02,106.51
107.83,105.74,108.05,105.50
106.65,104.55,107.15,103.59
104.51,104.42,105.39,103.94
106.20,108.23,108.39,106.16
