FSNN,Fusion Telecommunications International,NASDAQ
0.08,0.08,0.08,0.08
0.07,0.08,0.08,0.07
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.07,0.07,0.08,0.07
0.07,0.07,0.07,0.06
0.07,0.07,0.07,0.07
0.07,0.06,0.07,0.06
0.07,0.07,0.07,0.06
0.07,0.08,0.08,0.07
0.08,0.08,0.08,0.08
0.08,0.09,0.10,0.08
0.09,0.09,0.09,0.09
0.08,0.08,0.09,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.09,0.08,0.09,0.07
0.09,0.09,0.09,0.08
0.07,0.07,0.07,0.07
0.07,0.08,0.08,0.07
0.08,0.08,0.09,0.08
0.08,0.08,0.08,0.08
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09
0.09,0.08,0.09,0.08
0.09,0.08,0.09,0.08
0.08,0.08,0.08,0.08
0.08,0.10,0.10,0.07
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09
0.08,0.09,0.09,0.08
0.08,0.08,0.08,0.08
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.09,0.09,0.08
0.09,0.09,0.10,0.09
0.09,0.09,0.09,0.09
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.09,0.09,0.09,0.08
0.09,0.09,0.09,0.09
0.09,0.09,0.10,0.09
0.10,0.09,0.10,0.09
0.10,0.10,0.10,0.10
0.09,0.10,0.10,0.09
0.10,0.11,0.11,0.10
0.11,0.11,0.11,0.10
0.11,0.11,0.11,0.10
0.11,0.10,0.11,0.10
0.10,0.10,0.12,0.10
0.10,0.10,0.10,0.09
0.09,0.10,0.10,0.09
0.09,0.09,0.09,0.09
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.09
0.10,0.10,0.10,0.10
0.10,0.10,0.11,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.12,0.12,0.10
0.11,0.11,0.12,0.11
0.11,0.13,0.13,0.11
0.13,0.14,0.15,0.13
0.14,0.14,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.14,0.15,0.13
0.14,0.15,0.15,0.14
0.14,0.14,0.15,0.13
0.14,0.13,0.14,0.11
0.12,0.11,0.12,0.11
0.11,0.12,0.13,0.11
0.13,0.13,0.14,0.13
0.12,0.13,0.13,0.12
0.13,0.14,0.14,0.13
0.13,0.14,0.14,0.13
0.14,0.16,0.18,0.14
0.17,0.16,0.17,0.15
0.16,0.16,0.16,0.15
0.15,0.15,0.16,0.14
0.15,0.15,0.16,0.14
0.16,0.15,0.16,0.14
0.16,0.15,0.16,0.15
0.16,0.15,0.16,0.15
0.16,0.15,0.16,0.15
0.15,0.15,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.13,0.15,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.12,0.12,0.12,0.12
0.12,0.12,0.13,0.12
0.13,0.12,0.13,0.12
0.12,0.12,0.13,0.12
0.12,0.12,0.12,0.12
0.12,0.12,0.12,0.12
0.12,0.12,0.12,0.12
0.12,0.12,0.13,0.12
0.11,0.12,0.13,0.11
0.13,0.13,0.13,0.13
0.12,0.13,0.13,0.12
0.13,0.12,0.13,0.12
0.12,0.12,0.12,0.12
0.12,0.12,0.12,0.12
0.12,0.11,0.12,0.10
0.12,0.13,0.13,0.12
0.13,0.13,0.13,0.13
0.12,0.12,0.13,0.12
0.12,0.11,0.12,0.11
0.09,0.10,0.11,0.09
0.09,0.13,0.13,0.09
0.13,0.10,0.13,0.10
0.11,0.11,0.11,0.11
0.10,0.10,0.11,0.10
0.10,0.10,0.10,0.09
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.09
0.10,0.12,0.12,0.10
0.12,0.12,0.12,0.12
0.12,0.11,0.12,0.11
0.12,0.12,0.12,0.12
0.12,0.12,0.12,0.12
0.12,0.13,0.13,0.12
0.13,0.12,0.13,0.10
0.12,0.13,0.14,0.12
0.12,0.11,0.13,0.10
0.11,0.12,0.12,0.11
0.12,0.14,0.14,0.12
0.14,0.13,0.14,0.13
0.13,0.13,0.16,0.13
0.14,0.14,0.14,0.13
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.13
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.13
0.14,0.13,0.14,0.13
0.13,0.12,0.13,0.12
0.12,0.12,0.13,0.12
0.13,0.12,0.13,0.12
0.14,0.12,0.14,0.12
0.12,0.12,0.13,0.11
0.12,0.12,0.14,0.12
0.12,0.11,0.12,0.11
0.11,0.11,0.12,0.11
0.11,0.13,0.13,0.11
0.12,0.13,0.13,0.12
0.13,0.12,0.13,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.12,0.11
0.11,0.12,0.12,0.11
0.12,0.11,0.12,0.11
0.13,0.12,0.13,0.11
0.11,0.12,0.12,0.11
0.12,0.12,0.12,0.12
0.12,0.11,0.12,0.11
0.12,0.12,0.12,0.11
0.12,0.11,0.12,0.10
0.11,0.11,0.11,0.11
0.11,0.11,0.12,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.11
0.12,0.11,0.12,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.11
0.12,0.11,0.12,0.11
0.12,0.12,0.12,0.11
0.11,0.11,0.12,0.11
0.11,0.11,0.12,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.11
0.11,0.11,0.11,0.10
0.11,0.11,0.11,0.10
0.11,0.10,0.11,0.10
0.10,0.10,0.11,0.10
0.10,0.11,0.11,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.11,0.10
0.11,0.10,0.11,0.10
0.10,0.10,0.11,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.11,0.10
0.11,0.10,0.11,0.10
0.11,0.11,0.11,0.10
0.11,0.11,0.12,0.10
0.11,0.11,0.11,0.10
0.10,0.10,0.10,0.10
0.11,0.11,0.11,0.11
0.10,0.11,0.12,0.10
0.11,0.11,0.11,0.11
0.11,0.11,0.12,0.11
0.10,0.10,0.10,0.09
0.10,0.10,0.11,0.10
0.10,0.10,0.11,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.09
0.09,0.10,0.10,0.09
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.09
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.09,0.10,0.09
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09
0.08,0.09,0.09,0.08
5.00,5.90,6.00,2.50
5.95,5.90,5.95,4.50
5.01,5.00,5.01,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.03,5.00
4.88,4.55,4.88,4.51
4.51,5.00,5.01,4.50
5.00,4.85,5.25,4.85
5.48,5.50,5.50,5.25
5.75,5.95,6.25,5.61
5.95,5.95,6.00,5.95
5.95,6.10,6.20,5.95
5.85,5.84,5.85,5.31
5.75,5.75,5.75,5.75
5.51,5.75,5.75,5.35
5.92,6.45,6.45,5.30
6.68,6.12,6.85,5.30
6.45,5.90,6.45,5.90
5.90,5.90,5.90,5.90
6.15,7.00,7.47,6.15
7.00,7.00,7.00,7.00
6.60,6.79,7.10,6.60
6.70,6.30,6.71,6.30
6.31,6.66,7.07,6.31
6.80,6.60,6.80,6.52
6.60,6.60,6.60,6.60
6.62,6.20,6.75,6.20
6.45,6.10,6.45,6.10
6.49,6.06,6.50,6.05
6.03,5.82,6.03,5.82
5.55,5.59,6.06,5.47
5.40,5.42,5.59,5.40
5.27,5.30,5.30,5.25
5.11,5.11,5.13,5.05
5.00,5.26,5.26,5.00
5.25,5.00,5.25,5.00
5.36,5.40,5.40,5.36
5.40,5.40,5.40,5.40
5.16,5.16,5.16,5.16
5.19,5.00,5.19,5.00
5.00,4.70,5.03,4.67
4.79,4.60,4.80,4.60
4.65,4.65,4.80,4.65
4.51,4.53,4.55,4.51
4.50,4.34,4.50,4.33
4.64,4.60,4.72,4.57
4.63,4.69,4.70,4.42
4.65,5.06,5.27,4.65
5.06,4.85,5.06,4.85
4.77,4.77,4.77,4.77
4.77,4.77,4.77,4.77
4.61,4.65,4.65,4.61
4.64,5.00,5.00,4.52
4.95,5.00,5.00,4.94
5.05,5.05,5.06,5.05
4.95,4.95,4.95,4.95
5.08,5.20,5.20,4.96
4.97,5.09,5.10,4.97
5.19,5.20,5.20,5.19
5.20,5.20,5.20,5.20
5.00,5.25,5.25,5.00
5.29,5.25,5.41,5.20
5.35,4.95,5.36,4.95
4.98,4.88,5.20,4.80
4.88,4.99,4.99,4.88
4.85,4.75,4.96,4.72
4.70,4.94,4.94,4.68
4.70,4.54,4.72,4.31
4.80,4.50,4.80,4.48
4.50,4.50,4.50,4.50
4.63,4.52,4.63,4.45
4.65,4.65,4.65,4.47
4.54,4.59,4.61,4.54
4.47,4.48,4.65,4.45
4.66,4.60,4.66,4.60
4.60,4.60,4.60,4.60
4.60,4.45,4.60,4.45
4.45,4.46,4.58,4.45
4.53,4.45,4.53,4.45
4.44,4.40,4.55,4.35
4.35,4.81,4.82,4.35
4.73,4.65,4.77,4.50
4.65,4.70,4.85,4.43
4.65,4.60,4.65,4.47
4.75,4.76,4.85,4.75
4.76,4.80,4.80,4.52
4.70,4.60,4.80,4.58
4.53,4.61,4.80,4.53
4.75,4.69,4.80,4.52
4.53,4.50,4.80,4.50
4.74,4.08,4.74,4.05
4.15,4.06,4.40,4.00
4.01,4.07,4.08,3.90
3.98,3.97,3.99,3.95
3.98,3.89,3.98,3.52
3.56,3.83,3.84,3.56
3.59,3.65,3.73,3.33
3.71,3.65,3.72,3.35
3.65,3.96,4.24,3.65
3.83,3.64,4.18,3.63
3.89,3.57,3.89,3.54
3.38,3.70,3.70,3.35
3.90,3.69,3.90,3.69
3.44,3.44,3.44,3.43
3.44,3.44,3.44,3.44
3.80,3.80,3.80,3.80
3.38,3.50,3.63,3.36
3.58,3.37,3.58,3.37
3.40,3.45,3.45,3.40
3.50,3.52,3.52,3.50
3.52,3.52,3.52,3.52
3.38,3.55,3.55,3.38
3.50,3.46,3.50,3.40
3.56,3.40,3.56,3.40
3.52,3.53,3.54,3.40
3.41,3.41,3.41,3.41
3.50,3.50,3.50,3.50
3.43,3.43,3.43,3.43
3.43,3.43,3.43,3.43
3.70,3.70,3.70,3.70
3.73,3.99,3.99,3.73
4.00,3.80,4.00,3.70
3.60,3.40,3.67,3.25
3.36,3.50,3.50,3.10
3.50,3.45,3.50,3.45
3.45,3.30,3.45,3.14
3.50,3.43,3.74,3.25
3.44,3.47,3.50,3.37
3.40,3.37,3.40,3.27
3.49,3.95,3.95,3.29
3.93,3.44,3.93,3.40
3.47,3.50,3.63,3.40
3.54,3.33,3.54,3.33
3.53,3.33,3.53,3.33
3.48,3.37,3.48,3.37
3.43,3.39,3.43,3.33
3.33,3.37,3.40,3.33
3.43,3.33,3.43,3.33
3.43,3.52,3.59,3.42
3.39,3.34,3.48,3.34
3.33,3.35,3.59,3.33
3.39,3.42,3.56,3.39
3.34,3.39,3.60,3.33
3.39,3.51,3.77,3.34
3.59,3.65,3.65,3.40
3.59,3.43,3.59,3.42
3.59,3.46,3.60,3.40
3.55,3.50,3.65,3.50
3.63,3.40,3.63,3.40
3.35,3.44,3.62,3.34
3.54,3.38,3.65,3.33
3.49,3.36,3.65,3.34
3.35,3.39,3.45,3.35
3.37,3.37,3.53,3.37
3.54,3.37,3.54,3.37
3.40,3.49,3.50,3.40
3.37,3.37,3.37,3.37
3.37,3.29,3.47,3.25
3.27,3.27,3.35,3.27
3.22,3.20,3.30,3.20
3.22,3.15,3.26,3.11
3.20,3.15,3.20,3.12
3.11,3.31,3.34,3.11
3.33,3.32,3.33,3.19
3.43,3.43,3.56,3.30
3.52,3.74,3.90,3.52
3.80,3.72,4.15,3.63
3.72,3.63,3.74,3.29
3.65,3.70,3.70,3.50
3.59,3.41,3.59,3.41
3.50,3.60,3.60,3.48
3.60,3.57,3.60,3.54
3.57,3.64,3.64,3.56
3.64,3.71,3.71,3.64
3.74,3.74,3.75,3.72
3.75,3.73,3.75,3.66
3.75,3.75,3.75,3.70
3.74,3.59,3.74,3.59
3.60,3.66,3.70,3.60
3.74,3.59,3.74,3.58
3.62,3.59,3.62,3.59
3.50,3.60,3.67,3.50
3.53,3.53,3.64,3.50
3.65,3.58,3.65,3.52
3.74,3.69,3.74,3.60
3.67,3.64,3.67,3.51
3.63,3.52,3.65,3.50
3.52,3.69,3.69,3.50
3.66,3.66,3.70,3.66
3.69,3.76,3.80,3.63
3.78,3.75,3.78,3.73
3.75,3.73,3.78,3.73
3.75,3.72,3.78,3.72
3.70,3.55,3.70,3.51
3.56,3.61,3.78,3.51
3.65,3.54,3.65,3.51
3.65,3.55,3.65,3.51
3.55,3.55,3.55,3.53
3.55,3.68,3.82,3.55
3.67,3.73,3.73,3.66
3.71,3.78,3.78,3.65
3.71,3.60,3.79,3.55
3.82,3.75,4.05,3.62
3.96,3.70,3.96,3.60
4.05,3.96,4.05,3.72
4.09,4.08,4.18,3.96
4.19,4.12,4.19,3.98
4.12,4.04,4.15,4.00
4.03,4.03,4.03,3.90
3.97,3.98,4.01,3.95
4.04,3.90,4.04,3.90
4.01,3.95,4.01,3.90
3.90,3.92,3.92,3.90
3.93,3.98,4.03,3.90
4.04,3.91,4.04,3.90
3.81,3.95,3.95,3.80
3.93,3.80,3.95,3.75
4.04,4.30,4.45,3.99
4.85,4.64,4.95,4.63
4.50,4.47,4.65,3.96
4.64,4.47,4.64,4.30
4.45,4.13,4.45,3.62
4.13,4.18,4.24,4.09
4.25,4.35,4.39,4.20
4.33,4.17,4.35,4.10
4.26,4.07,4.26,4.05
4.10,4.04,4.10,4.00
4.04,4.10,4.10,4.00
4.15,4.26,4.29,4.13
4.10,4.25,4.27,4.10
4.30,4.32,4.53,4.26
4.45,4.75,5.00,4.42
4.82,4.69,5.10,4.38
4.60,4.67,4.84,4.33
4.62,4.47,4.62,4.07
4.40,4.26,4.40,4.09
4.25,4.38,4.38,4.25
4.38,4.42,4.50,4.25
4.38,4.24,4.38,4.12
4.10,3.95,4.19,3.90
3.90,3.79,4.10,3.70
3.82,3.92,4.00,3.76
3.87,3.81,3.94,3.80
3.79,3.88,3.90,3.76
3.90,3.78,3.90,3.76
3.76,3.70,3.81,3.50
3.69,3.67,3.70,3.66
3.73,3.83,3.84,3.62
3.75,3.73,3.75,3.60
3.54,3.72,3.74,3.50
3.65,3.78,3.79,3.62
3.70,3.60,3.75,3.56
3.56,3.54,3.65,3.54
3.53,3.49,3.53,3.45
3.41,3.36,3.48,3.35
3.35,3.22,3.35,3.20
3.30,3.28,3.45,3.28
3.22,3.32,3.32,3.22
3.39,3.34,3.41,3.21
3.34,3.23,3.34,3.22
3.36,3.27,3.36,3.26
3.28,3.26,3.31,3.21
3.26,3.05,3.26,3.04
3.01,3.06,3.10,2.91
3.07,2.93,3.07,2.72
2.94,2.91,2.96,2.80
2.89,2.77,2.89,2.60
2.68,2.70,2.77,2.53
2.73,2.66,2.73,2.55
2.50,2.69,2.76,2.50
2.72,2.69,2.76,2.62
2.68,2.70,2.72,2.64
2.70,2.72,2.72,2.60
2.61,2.57,2.71,2.56
2.57,2.38,2.57,2.35
2.43,2.26,2.43,2.22
2.13,2.07,2.51,1.88
1.92,2.08,2.17,1.92
2.20,2.32,2.40,2.18
2.33,2.20,2.49,2.20
2.22,2.09,2.45,2.09
2.09,2.14,2.35,2.09
2.12,2.10,2.15,2.10
2.11,2.10,2.16,2.09
2.20,2.13,2.20,2.12
2.15,2.17,2.31,2.15
2.21,2.31,2.31,2.21
2.24,1.99,2.35,1.94
1.92,1.91,1.97,1.85
2.23,1.97,2.23,1.95
2.01,2.09,2.30,1.89
2.14,2.07,2.14,2.04
2.08,2.21,2.21,2.08
2.00,2.20,2.29,2.00
2.13,2.15,2.29,2.13
2.29,2.63,3.07,2.19
2.68,2.88,3.27,2.64
2.93,2.79,3.05,2.75
2.80,2.87,2.87,2.79
2.85,3.02,3.39,2.85
3.15,3.16,3.35,3.05
3.16,3.05,3.16,3.05
3.00,3.08,3.24,3.00
3.08,3.05,3.23,3.02
3.01,3.01,3.01,3.01
3.00,2.86,3.00,2.80
2.79,3.10,3.10,2.79
2.87,2.92,3.06,2.85
2.98,2.80,3.02,2.79
2.81,2.85,2.85,2.55
2.85,2.83,2.85,2.65
2.66,2.78,2.85,2.66
2.82,2.77,2.82,2.77
2.77,2.77,2.77,2.77
2.75,2.75,2.75,2.75
2.65,2.69,2.73,2.56
2.74,2.65,2.74,2.63
2.61,2.58,2.64,2.58
2.52,2.65,2.65,2.52
2.65,2.60,2.72,2.55
2.55,2.51,2.56,2.51
2.51,2.61,2.65,2.49
2.57,2.42,2.57,2.42
2.34,2.35,2.49,2.34
2.36,2.24,2.45,2.20
2.28,2.28,2.28,2.26
2.25,2.18,2.25,2.18
2.15,2.12,2.26,2.12
2.09,2.06,2.12,2.04
2.15,2.05,2.23,2.05
2.09,2.17,2.17,2.04
2.10,2.18,2.19,2.05
2.13,2.33,2.34,2.13
2.60,2.31,2.60,2.27
2.22,2.28,2.35,2.22
2.27,2.46,2.49,2.27
2.45,2.36,2.59,2.31
2.45,2.34,2.60,2.30
2.27,2.40,2.45,2.27
2.35,2.36,2.49,2.29
2.36,2.39,2.48,2.26
2.36,2.35,2.37,2.34
2.32,2.23,2.32,2.23
2.20,2.11,2.26,1.95
2.10,2.14,2.17,2.05
2.05,2.05,2.18,2.05
2.00,2.00,2.06,1.95
2.05,2.00,2.06,1.95
2.10,1.88,2.10,1.83
1.90,1.99,1.99,1.90
1.99,2.00,2.00,1.90
2.00,2.07,2.08,2.00
2.04,2.13,2.32,2.04
2.15,2.08,2.15,2.05
2.05,2.14,2.15,2.05
2.11,2.14,2.14,2.11
2.02,2.36,2.36,2.02
2.24,2.34,2.34,2.24
2.21,2.21,2.21,2.21
2.27,2.36,2.36,2.27
2.35,2.33,2.36,2.17
2.26,2.30,2.32,2.18
2.25,2.31,2.37,2.23
2.20,2.23,2.36,2.20
2.23,2.23,2.23,2.23
2.20,2.17,2.20,2.10
2.10,2.09,2.10,2.05
2.13,2.11,2.20,2.10
2.20,2.73,2.74,2.01
2.78,2.86,3.09,2.70
2.89,2.67,2.89,2.15
2.37,2.46,2.65,2.37
2.52,2.47,2.60,2.38
2.52,2.50,2.53,2.40
2.56,2.50,2.72,2.39
2.70,2.46,2.78,2.46
2.46,2.21,2.46,2.20
2.20,2.22,2.29,2.18
2.16,2.15,2.19,2.11
2.22,2.23,2.23,2.13
2.15,2.18,2.20,2.05
2.19,2.32,2.34,2.13
2.17,2.18,2.39,2.17
2.26,2.23,2.32,2.10
2.24,2.20,2.31,2.19
2.22,2.10,2.23,2.10
2.16,2.19,2.19,2.03
2.18,2.16,2.25,2.10
2.20,2.24,2.24,2.13
2.26,2.26,2.29,2.25
2.15,2.27,2.29,2.15
2.22,2.12,2.22,2.11
2.09,2.19,2.19,2.06
2.11,2.18,2.18,2.11
2.18,2.18,2.20,2.16
2.16,2.10,2.16,2.00
2.09,2.20,2.20,2.02
2.29,2.98,5.43,2.29
3.08,2.99,3.32,2.75
2.38,2.94,2.96,2.38
2.98,2.87,3.25,2.66
2.74,2.75,2.90,2.62
2.78,2.80,2.88,2.66
2.84,3.44,3.60,2.77
3.68,3.13,3.68,3.10
3.26,3.21,3.30,3.13
3.17,3.20,3.26,3.05
3.24,3.23,3.25,3.10
3.22,3.09,3.22,3.05
3.13,3.23,3.23,3.10
3.24,3.36,3.50,3.19
3.35,3.32,3.35,3.23
3.27,3.26,3.40,3.15
3.15,3.50,3.59,3.15
3.52,3.42,3.80,3.36
3.48,3.34,3.48,3.33
3.29,2.93,3.29,2.93
2.99,2.73,2.99,2.71
2.70,2.43,2.72,2.32
2.44,2.34,2.50,2.32
2.36,2.29,2.49,2.12
2.41,2.23,2.41,2.10
2.20,2.15,2.28,2.06
2.20,2.09,2.21,2.08
2.10,2.25,2.25,2.06
2.24,2.02,2.25,2.02
2.06,2.15,2.29,2.05
2.14,2.37,2.43,2.05
2.39,2.15,2.43,2.11
2.18,2.15,2.20,2.14
2.21,2.15,2.23,2.08
2.17,2.11,2.40,2.05
2.08,2.03,2.10,1.96
1.98,1.98,1.99,1.80
1.86,1.97,1.97,1.84
1.99,1.97,2.12,1.95
1.98,1.93,1.99,1.93
1.94,1.79,1.94,1.74
1.82,1.82,1.91,1.81
1.91,1.81,1.96,1.80
1.80,1.80,1.82,1.80
1.82,1.75,1.89,1.75
1.79,1.78,1.85,1.75
1.87,1.82,1.95,1.78
1.85,1.82,1.94,1.80
1.84,1.91,1.97,1.84
1.89,1.88,1.90,1.87
1.82,1.82,1.95,1.80
1.86,1.82,1.86,1.76
1.81,1.99,2.05,1.76
2.00,2.02,2.02,1.91
1.99,2.02,2.08,1.90
2.18,1.96,2.45,1.92
2.00,2.03,2.04,1.90
2.00,1.95,2.05,1.95
1.98,2.01,2.05,1.91
2.05,2.06,2.14,1.95
2.08,1.97,2.11,1.93
1.94,1.99,2.08,1.91
2.11,2.04,2.11,1.90
1.98,2.01,2.17,1.94
2.00,1.91,2.02,1.85
1.90,1.77,1.90,1.75
1.80,1.73,1.80,1.70
1.74,1.74,1.80,1.70
1.78,1.86,1.94,1.75
1.86,1.90,1.92,1.78
1.84,1.84,1.93,1.80
1.83,1.73,1.85,1.69
1.75,1.83,1.84,1.75
1.85,1.82,2.00,1.75
1.84,1.76,1.86,1.75
1.80,1.78,1.85,1.75
1.82,1.79,1.82,1.76
1.80,1.78,1.83,1.78
1.75,1.75,1.76,1.75
1.77,1.79,1.86,1.77
1.79,1.81,1.84,1.79
1.77,1.77,1.82,1.75
1.84,1.81,1.84,1.78
1.80,1.82,1.83,1.77
1.78,1.81,1.84,1.78
1.79,1.81,1.83,1.79
1.77,1.81,1.81,1.76
1.80,1.68,1.81,1.68
1.70,1.70,1.80,1.70
1.70,1.67,1.71,1.65
1.70,1.69,1.71,1.67
1.67,1.69,1.69,1.65
1.70,1.70,1.80,1.70
1.68,1.71,1.72,1.68
1.70,1.72,1.73,1.70
1.75,1.75,1.75,1.70
1.71,1.74,1.74,1.71
1.71,1.75,1.80,1.71
1.75,1.69,1.75,1.69
1.71,1.59,1.77,1.58
1.59,1.69,1.70,1.51
1.65,1.64,1.69,1.60
1.67,1.65,1.69,1.60
1.64,1.66,1.66,1.60
1.68,1.65,1.69,1.60
1.62,1.56,1.65,1.50
1.60,1.40,1.60,1.40
1.40,1.40,1.55,1.40
1.41,1.34,1.44,1.31
1.35,1.28,1.40,1.23
1.29,1.30,1.32,1.29
1.30,1.34,1.34,1.20
1.38,1.38,1.39,1.22
1.35,1.25,1.35,1.20
1.25,1.32,1.38,1.25
1.32,1.37,1.37,1.32
1.39,1.38,1.39,1.35
1.38,1.38,1.38,1.35
1.36,1.35,1.40,1.35
1.38,1.49,1.55,1.23
1.52,1.61,1.78,1.45
1.82,1.70,1.86,1.61
1.70,1.82,1.85,1.70
1.80,1.80,1.85,1.77
1.80,1.89,1.90,1.77
1.83,1.89,1.99,1.81
1.97,1.93,1.99,1.86
1.96,1.89,1.98,1.87
1.89,1.93,1.97,1.85
1.94,1.89,1.98,1.85
1.86,1.94,1.96,1.86
1.86,1.86,1.96,1.86
1.86,1.93,1.95,1.85
1.93,1.95,1.95,1.89
1.96,1.88,2.10,1.88
2.09,1.91,2.09,1.88
1.87,1.87,1.99,1.87
1.87,1.89,1.90,1.87
1.91,1.90,1.99,1.90
1.95,1.96,2.08,1.90
1.98,1.84,1.99,1.84
1.83,1.87,1.90,1.83
1.84,1.85,1.90,1.81
1.85,1.85,1.87,1.85
1.91,1.91,2.05,1.90
1.89,1.86,1.90,1.86
1.87,1.90,1.90,1.87
1.94,1.91,1.95,1.91
1.90,1.86,1.95,1.85
1.86,1.87,1.90,1.80
1.85,1.87,1.87,1.85
1.87,1.88,1.95,1.87
1.95,1.85,1.95,1.81
1.82,1.85,1.85,1.75
1.94,1.85,1.94,1.85
1.81,1.90,1.90,1.81
1.90,1.82,1.90,1.77
1.86,1.85,1.87,1.85
1.90,1.85,1.90,1.85
1.92,1.85,2.15,1.72
1.81,1.86,1.94,1.80
1.81,1.86,1.93,1.67
1.80,1.94,1.99,1.76
1.95,1.95,1.95,1.92
1.90,1.96,2.46,1.90
2.07,1.95,2.15,1.92
1.92,1.85,1.93,1.85
1.85,1.87,2.08,1.81
1.89,1.90,1.93,1.86
1.85,1.88,1.90,1.85
1.85,1.86,1.87,1.80
1.84,1.85,1.88,1.80
1.86,1.85,1.90,1.81
1.82,1.85,1.87,1.81
1.75,1.85,1.86,1.75
1.82,1.78,1.83,1.70
1.74,1.65,1.74,1.65
1.68,1.76,1.80,1.67
1.75,1.74,1.79,1.74
1.78,1.74,1.78,1.65
1.65,1.70,1.79,1.65
1.77,1.74,1.77,1.71
1.69,1.74,1.74,1.68
1.69,1.67,1.74,1.67
1.62,1.65,1.68,1.61
1.67,1.67,1.70,1.67
1.68,1.83,1.90,1.68
1.83,1.77,1.87,1.70
1.78,1.81,1.86,1.72
1.82,1.72,1.87,1.69
1.75,1.73,1.91,1.69
1.71,1.76,1.84,1.67
1.75,1.67,1.78,1.67
1.76,1.65,1.80,1.65
1.77,1.56,1.78,1.56
1.57,1.58,1.65,1.42
1.65,1.59,1.69,1.46
1.69,1.56,1.69,1.53
1.56,1.51,1.64,1.40
1.48,1.48,1.54,1.35
1.41,1.38,1.50,1.36
1.34,1.40,1.47,1.30
1.47,1.45,1.47,1.40
1.45,1.55,1.57,1.45
1.52,1.65,1.73,1.52
1.67,1.57,1.67,1.53
1.55,1.54,1.59,1.54
1.56,1.51,1.57,1.47
1.51,1.50,1.52,1.41
1.47,1.46,1.47,1.39
1.49,1.38,1.50,1.19
1.36,1.35,1.50,1.27
1.35,1.40,1.40,1.31
1.43,1.39,1.44,1.33
1.35,1.31,1.38,1.28
1.35,1.34,1.36,1.29
1.35,1.31,1.37,1.30
1.34,1.31,1.35,1.20
1.27,1.30,1.31,1.20
1.28,1.39,1.46,1.28
1.32,1.29,1.40,1.29
1.29,1.28,1.33,1.26
1.27,1.26,1.30,1.23
1.30,1.30,1.30,1.23
1.26,1.22,1.26,1.22
1.24,1.22,1.28,1.20
1.20,1.19,1.26,0.96
1.12,1.12,1.19,1.10
1.18,1.25,1.28,1.16
1.19,1.16,1.32,1.10
1.19,1.27,1.37,1.18
1.20,1.23,1.36,1.16
1.21,1.20,1.35,1.19
1.16,1.26,1.26,1.16
1.23,1.21,1.28,1.19
1.22,1.21,1.26,1.21
1.25,1.31,1.36,1.24
1.31,1.31,1.36,1.25
1.31,1.45,1.49,1.31
1.43,1.44,1.45,1.22
1.45,1.63,1.67,1.45
1.61,1.67,1.67,1.60
1.64,1.70,1.70,1.61
1.52,1.65,1.71,1.52
1.50,1.58,1.63,1.50
1.52,1.67,1.67,1.52
1.69,1.56,1.69,1.53
1.54,1.52,1.54,1.52
1.57,1.51,1.64,1.51
1.66,1.63,1.70,1.43
1.69,1.63,1.69,1.58
