SELF,Global Self Storage,NASDAQ
4.10,4.08,4.20,4.05
4.08,4.08,4.08,4.07
4.08,4.03,4.08,4.01
4.03,3.96,4.12,3.96
4.05,4.08,4.11,4.05
4.03,4.09,4.09,4.00
4.10,4.07,4.11,4.05
4.05,4.12,4.12,4.03
4.07,4.18,4.18,4.07
4.04,4.17,4.26,4.04
4.17,4.09,4.18,4.09
4.17,4.09,4.17,4.09
4.07,4.20,4.20,3.95
4.07,4.08,4.17,4.07
4.17,4.16,4.17,4.16
4.16,4.20,4.20,4.16
4.19,4.17,4.19,4.14
4.18,4.20,4.20,4.17
4.10,4.10,4.10,4.08
4.16,4.16,4.16,4.16
4.08,4.07,4.23,4.07
4.10,4.10,4.10,4.10
4.08,4.10,4.10,4.08
4.04,4.11,4.11,4.04
4.14,4.12,4.22,4.12
4.20,4.12,4.20,4.12
4.20,4.15,4.20,4.13
4.14,4.20,4.20,4.14
4.20,4.20,4.20,4.20
4.15,4.22,4.22,4.15
4.13,4.12,4.15,4.12
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
4.17,4.22,4.22,4.17
4.15,4.25,4.25,4.15
4.25,4.22,4.25,4.22
4.23,4.23,4.24,4.23
4.22,4.23,4.30,4.20
4.26,4.25,4.31,4.25
4.15,4.25,4.32,4.05
4.25,4.24,4.30,4.24
4.18,4.19,4.19,4.18
4.29,4.32,4.32,4.25
4.32,4.23,4.32,4.23
4.20,4.15,4.24,4.15
4.12,4.15,4.30,4.12
4.14,4.13,4.17,4.13
4.17,4.23,4.25,4.17
4.23,4.23,4.23,4.23
4.25,4.25,4.25,4.25
4.23,4.26,4.26,4.20
4.25,4.31,4.31,4.23
4.31,4.25,4.34,4.25
4.35,4.30,4.35,4.12
4.30,4.23,4.35,4.17
4.23,4.24,4.31,4.23
4.21,4.16,4.23,4.16
4.05,4.30,4.30,4.05
4.12,4.11,4.12,4.05
4.07,4.17,4.17,4.02
4.07,4.10,4.10,4.02
4.15,4.18,4.20,4.10
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.22,4.32,4.32,4.20
4.20,4.25,4.25,4.18
4.30,4.15,4.35,4.15
4.16,4.18,4.30,4.16
4.30,4.21,4.30,4.21
4.21,4.24,4.24,4.21
4.23,4.26,4.29,4.23
4.29,4.32,4.32,4.29
4.31,4.32,4.33,4.24
4.26,4.27,4.33,4.26
4.26,4.22,4.28,4.22
4.26,4.32,4.34,4.16
4.25,4.33,4.34,4.25
4.33,4.32,4.34,4.26
4.27,4.33,4.33,4.27
4.30,4.33,4.33,4.28
4.32,4.30,4.35,4.30
4.33,4.33,4.33,4.33
4.33,4.33,4.33,4.33
4.31,4.28,4.31,4.28
4.24,4.31,4.31,4.24
4.33,4.34,4.34,4.30
4.34,4.30,4.35,4.30
4.35,4.35,4.35,4.35
4.35,4.38,4.38,4.17
4.30,4.40,4.40,4.30
4.44,4.45,4.46,4.40
4.29,4.35,4.46,4.29
4.36,4.44,4.44,4.36
4.40,4.44,4.44,4.36
4.44,4.40,4.44,4.35
4.38,4.31,4.38,4.28
4.48,4.46,4.48,4.40
4.46,4.46,4.46,4.38
4.45,4.37,4.45,4.29
4.37,4.37,4.37,4.37
4.35,4.40,4.40,4.35
4.45,4.40,4.45,4.40
4.44,4.40,4.44,4.36
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.32,4.31,4.32,4.30
4.29,4.29,4.29,4.29
4.28,4.22,4.28,4.22
4.22,4.27,4.27,4.22
4.27,4.27,4.27,4.27
4.28,4.28,4.28,4.28
4.28,4.28,4.28,4.28
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.34,4.38,4.38,4.30
4.31,4.34,4.38,4.31
4.38,4.30,4.40,4.30
4.30,4.35,4.35,4.30
4.31,4.30,4.31,4.30
4.35,4.35,4.36,4.35
4.30,4.44,4.44,4.30
4.44,4.28,4.44,4.28
4.37,4.24,4.38,4.24
4.39,4.23,4.39,4.23
4.31,4.25,4.31,4.24
4.25,4.25,4.25,4.25
4.26,4.30,4.30,4.26
4.30,4.28,4.30,4.27
4.28,4.28,4.28,4.28
4.28,4.28,4.28,4.27
4.23,4.14,4.23,4.14
4.29,4.29,4.29,4.29
4.18,4.18,4.18,4.18
4.21,4.21,4.30,4.20
4.21,4.21,4.25,4.21
4.26,4.32,4.34,4.26
4.30,4.34,4.34,4.30
4.34,4.34,4.34,4.34
4.35,4.37,4.37,4.35
4.30,4.37,4.37,4.28
4.27,4.35,4.35,4.27
4.30,4.30,4.37,4.26
4.30,4.30,4.30,4.25
4.37,4.30,4.37,4.28
4.30,4.30,4.30,4.30
4.22,4.25,4.33,4.21
4.30,4.26,4.37,4.07
4.34,4.26,4.34,4.26
4.33,4.30,4.33,4.30
4.26,4.27,4.27,4.26
4.26,4.24,4.36,4.24
4.30,4.30,4.30,4.30
4.35,4.13,4.35,4.13
4.25,4.16,4.25,4.16
4.16,4.30,4.30,4.16
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.20,4.10,4.20,4.10
4.14,4.20,4.27,4.05
4.01,4.15,4.15,4.01
4.05,3.98,4.05,3.86
4.00,4.00,4.05,3.86
4.00,3.91,4.00,3.91
4.04,4.00,4.15,3.86
4.00,4.00,4.20,3.86
4.01,4.10,4.10,4.00
4.05,4.00,4.05,3.90
4.00,4.00,4.00,3.87
3.96,3.94,3.96,3.65
3.94,3.80,3.94,3.80
3.80,3.95,3.95,3.80
3.94,3.85,3.94,3.65
3.82,3.80,3.82,3.66
3.82,3.83,3.91,3.79
4.00,4.03,4.05,4.00
4.04,4.06,4.06,3.98
3.86,4.15,4.16,3.70
4.03,4.10,4.10,4.03
4.10,4.13,4.13,4.06
4.02,4.12,4.12,4.01
3.90,3.97,3.97,3.90
4.00,4.07,4.12,3.95
4.07,4.11,4.11,4.00
4.03,4.07,4.10,4.03
3.98,4.00,4.09,3.96
4.00,4.00,4.00,4.00
3.97,3.98,3.98,3.97
3.97,4.00,4.00,3.97
3.97,4.08,4.08,3.97
3.99,3.94,3.99,3.91
3.95,3.95,3.95,3.91
3.92,3.85,3.94,3.85
3.85,3.82,3.85,3.78
3.78,3.70,3.91,3.70
3.71,4.00,4.00,3.70
4.08,3.99,4.08,3.90
3.93,3.94,4.05,3.93
3.93,4.00,4.04,3.93
3.95,3.95,3.95,3.95
4.03,4.00,4.03,3.95
3.99,3.60,3.99,3.60
3.80,3.70,3.85,3.70
3.60,3.65,3.65,3.60
3.65,3.65,3.65,3.65
3.90,3.90,3.90,3.90
3.71,3.76,3.76,3.65
3.90,3.90,3.90,3.90
3.78,3.72,3.78,3.71
3.75,3.82,3.82,3.74
3.84,3.82,3.85,3.76
3.76,3.80,3.82,3.75
3.80,3.80,3.80,3.80
3.77,3.82,3.83,3.77
3.85,3.90,3.90,3.80
3.86,3.97,3.97,3.86
3.97,3.81,3.98,3.81
3.90,3.84,3.90,3.84
3.95,3.90,4.00,3.90
3.84,3.84,3.84,3.84
4.00,3.90,4.00,3.84
3.83,3.80,3.83,3.80
3.80,3.85,3.94,3.80
3.95,3.88,3.95,3.85
3.88,3.91,3.94,3.88
3.95,3.82,3.95,3.80
3.82,3.83,3.83,3.82
3.84,3.84,3.84,3.84
3.90,3.95,3.95,3.87
3.93,3.86,3.93,3.86
3.85,3.83,3.85,3.83
3.81,3.85,3.85,3.81
3.81,3.74,3.83,3.65
3.78,3.83,3.86,3.77
3.86,3.85,3.92,3.78
3.79,3.82,3.82,3.65
3.73,3.68,3.74,3.68
3.69,3.77,3.77,3.65
3.68,3.65,3.68,3.65
3.74,3.71,3.74,3.68
3.74,3.75,3.75,3.69
3.75,3.78,3.78,3.74
3.77,3.78,3.78,3.74
3.74,3.74,3.78,3.74
3.73,3.71,3.75,3.71
3.71,3.69,3.78,3.69
3.69,3.71,3.76,3.69
3.73,3.75,3.78,3.72
3.71,3.71,3.80,3.71
3.72,3.75,3.81,3.70
3.67,3.70,3.79,3.67
3.75,3.73,3.75,3.46
3.68,3.67,3.73,3.66
3.67,3.58,3.74,3.58
3.62,3.70,3.72,3.62
3.65,3.75,3.75,3.60
3.75,3.65,3.75,3.61
3.65,3.65,3.65,3.65
3.70,3.69,3.70,3.65
3.69,3.65,3.72,3.61
3.70,3.70,3.70,3.63
3.70,3.76,3.85,3.64
3.76,3.78,3.79,3.68
3.70,3.78,3.78,3.70
3.70,3.77,3.77,3.70
3.70,3.70,3.70,3.70
3.72,3.72,3.78,3.68
3.73,3.75,3.75,3.72
3.78,3.73,3.78,3.72
3.73,3.73,3.73,3.63
3.73,3.70,3.73,3.68
3.72,3.74,3.75,3.68
3.72,3.78,3.78,3.72
3.73,3.75,3.78,3.73
3.75,3.74,3.82,3.74
3.75,3.83,3.85,3.75
3.75,3.76,3.76,3.75
3.76,3.80,3.80,3.63
3.75,3.80,3.80,3.65
3.78,3.81,3.83,3.78
3.88,3.81,3.88,3.81
3.81,3.85,3.85,3.81
3.81,3.88,3.88,3.81
3.83,3.87,3.87,3.82
3.84,3.88,3.90,3.84
3.87,3.90,3.90,3.87
3.90,3.93,3.96,3.88
3.90,3.85,3.92,3.85
3.92,3.97,3.97,3.90
3.90,3.87,3.96,3.86
3.90,3.92,3.94,3.90
3.87,3.97,3.97,3.87
3.96,3.97,3.97,3.96
3.97,3.96,4.00,3.91
3.96,3.97,3.97,3.95
3.97,3.96,3.99,3.96
3.97,3.97,3.97,3.97
3.91,4.00,4.00,3.91
4.00,3.98,4.00,3.92
3.98,4.00,4.05,3.98
3.91,4.07,4.07,3.91
4.01,4.00,4.08,3.96
3.97,4.05,4.10,3.97
4.00,4.02,4.07,4.00
4.06,3.98,4.06,3.97
3.98,3.98,3.98,3.96
3.98,4.05,4.05,3.98
4.04,4.00,4.04,3.97
4.00,4.00,4.00,4.00
4.05,4.01,4.09,4.00
4.09,4.10,4.10,4.02
4.09,4.04,4.10,4.03
4.08,4.06,4.10,4.05
4.04,4.08,4.08,4.04
4.01,4.02,4.02,3.93
4.03,4.04,4.09,4.03
4.10,4.10,4.10,4.10
4.08,4.08,4.09,4.08
4.05,4.10,4.10,4.03
4.01,4.03,4.05,4.01
4.04,4.07,4.08,4.04
4.10,4.02,4.10,4.02
4.00,4.03,4.03,3.95
4.03,3.96,4.03,3.96
4.02,4.05,4.05,4.01
3.97,4.03,4.07,3.97
4.02,4.05,4.05,3.98
4.07,4.03,4.07,3.98
3.99,4.03,4.03,3.99
3.98,3.97,4.00,3.96
3.99,4.00,4.00,3.96
4.03,4.08,4.08,3.98
4.02,4.05,4.05,4.02
4.02,4.07,4.07,4.02
4.01,4.03,4.03,4.01
4.04,4.00,4.05,3.97
3.99,4.01,4.05,3.99
4.05,4.00,4.05,4.00
4.05,3.98,4.07,3.98
3.98,4.03,4.04,3.98
4.00,3.99,4.02,3.98
4.00,4.00,4.00,3.99
4.07,4.00,4.07,3.98
4.00,4.00,4.01,3.98
4.02,4.00,4.02,4.00
4.06,4.05,4.07,4.01
4.07,4.00,4.07,3.98
4.03,3.98,4.03,3.98
3.97,3.98,3.98,3.97
3.98,3.95,4.00,3.95
3.94,3.94,3.94,3.94
3.97,3.99,3.99,3.94
3.98,3.99,3.99,3.97
3.95,3.96,3.96,3.95
3.99,3.95,4.00,3.95
4.00,4.00,4.00,3.98
4.00,4.00,4.02,4.00
4.02,3.98,4.02,3.96
3.99,3.98,3.99,3.98
3.96,3.96,3.96,3.96
4.03,3.95,4.03,3.94
3.92,3.95,3.96,3.92
3.90,3.97,4.03,3.90
3.91,4.03,4.03,3.91
4.00,4.00,4.02,4.00
3.99,3.98,3.99,3.98
3.98,3.98,3.98,3.98
3.96,3.96,3.96,3.95
3.91,3.97,3.97,3.91
3.91,3.91,3.92,3.90
3.94,3.97,3.98,3.94
3.91,3.97,3.98,3.91
3.99,3.93,3.99,3.90
3.95,3.95,4.01,3.95
4.00,4.01,4.01,4.00
3.85,3.96,4.02,3.85
4.01,4.00,4.01,3.99
3.96,4.02,4.02,3.96
4.00,3.93,4.00,3.88
3.98,3.97,3.99,3.97
3.98,3.98,4.05,3.97
4.00,4.00,4.05,3.93
4.00,4.00,4.03,4.00
3.99,4.00,4.00,3.97
4.01,4.00,4.02,3.98
4.01,4.00,4.03,4.00
4.04,4.04,4.05,4.03
4.05,4.05,4.10,4.05
4.10,4.00,4.13,4.00
4.00,4.05,4.05,4.00
4.05,3.98,4.15,3.98
4.03,4.05,4.05,4.03
3.92,4.06,4.06,3.92
4.00,4.04,4.17,4.00
4.02,4.02,4.02,4.02
4.05,4.06,4.06,4.04
4.06,3.96,4.06,3.96
4.04,4.14,4.14,4.00
4.05,4.14,4.14,4.04
4.07,4.07,4.07,4.07
4.13,4.13,4.14,4.13
4.13,4.13,4.13,4.13
4.07,4.13,4.13,4.03
4.05,4.11,4.12,4.01
4.13,4.11,4.13,4.03
4.14,4.09,4.14,4.09
4.10,4.10,4.10,4.09
4.13,4.08,4.13,4.08
4.13,4.10,4.13,4.10
4.13,4.10,4.14,4.10
4.15,4.02,4.15,4.02
4.04,4.13,4.13,4.04
4.06,4.03,4.06,4.03
4.04,4.13,4.13,4.04
4.06,4.10,4.10,4.06
4.13,4.13,4.23,4.12
4.12,4.10,4.17,4.08
4.15,4.18,4.18,4.15
4.18,4.18,4.18,4.18
4.18,4.23,4.23,4.18
4.20,4.10,4.20,4.10
4.10,4.10,4.10,4.10
4.00,4.08,4.09,3.96
4.09,4.09,4.09,4.09
4.19,4.09,4.19,4.09
4.15,4.05,4.20,4.05
4.06,4.04,4.06,4.03
4.06,4.05,4.10,4.03
4.05,4.05,4.05,4.05
4.00,4.10,4.14,4.00
4.10,4.03,4.10,4.03
4.12,4.16,4.19,4.12
4.10,4.13,4.13,4.10
4.11,4.10,4.15,4.04
4.10,4.13,4.14,4.08
4.11,4.14,4.14,4.10
4.14,4.10,4.14,4.10
4.12,4.14,4.14,4.12
4.14,4.14,4.15,4.13
4.08,4.12,4.12,4.08
4.20,4.10,4.20,4.10
4.11,4.12,4.19,4.11
4.14,4.10,4.14,4.10
4.07,4.05,4.13,4.04
4.11,4.06,4.12,4.05
4.07,4.05,4.07,4.05
4.04,4.02,4.06,4.01
4.12,4.03,4.12,4.02
4.02,4.00,4.02,3.99
4.01,4.05,4.05,4.01
4.07,4.11,4.12,4.07
4.12,4.14,4.15,4.05
4.10,4.10,4.10,4.10
4.09,4.12,4.12,4.09
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
4.02,4.01,4.08,4.00
4.02,4.06,4.06,4.02
4.05,4.09,4.09,4.05
4.07,4.04,4.07,4.04
4.01,4.01,4.01,4.01
3.98,4.06,4.06,3.89
4.02,4.08,4.08,4.01
4.03,4.08,4.08,4.02
4.08,4.01,4.08,4.01
4.01,3.98,4.03,3.98
3.97,3.98,4.11,3.97
3.98,3.92,3.98,3.92
3.93,3.90,4.09,3.90
3.91,3.91,3.91,3.91
3.91,3.91,3.91,3.91
3.90,3.89,3.91,3.71
3.89,3.95,4.00,3.89
3.95,3.94,4.06,3.93
4.00,3.97,4.05,3.97
3.94,4.02,4.08,3.94
4.00,3.96,4.00,3.96
3.96,3.94,4.02,3.94
4.01,3.88,4.03,3.85
3.95,3.89,3.95,3.89
3.94,3.90,3.94,3.86
3.90,3.80,3.90,3.65
3.82,3.78,3.84,3.75
3.83,3.80,3.92,3.80
3.80,3.81,3.81,3.80
3.80,3.82,3.85,3.80
3.82,3.86,3.86,3.82
3.86,3.82,3.86,3.82
3.83,3.77,3.83,3.77
3.77,3.88,3.89,3.77
3.85,3.78,3.85,3.78
3.85,3.82,3.85,3.82
3.83,3.85,3.85,3.83
3.85,3.85,3.85,3.85
3.85,3.80,3.85,3.80
3.78,3.85,3.85,3.78
3.78,3.77,3.80,3.77
3.85,3.72,3.85,3.66
3.72,3.72,3.80,3.72
3.75,3.77,3.77,3.75
3.72,3.77,3.77,3.72
3.67,3.68,3.87,3.67
3.71,3.74,3.74,3.71
3.80,3.75,3.82,3.75
3.80,3.80,3.80,3.69
3.78,3.77,3.78,3.77
3.80,3.82,3.88,3.80
3.81,3.84,3.86,3.80
4.40,3.85,4.40,3.77
3.73,3.72,3.74,3.68
3.72,3.67,3.73,3.67
3.69,3.71,3.72,3.69
3.70,3.69,3.74,3.65
3.68,3.81,3.81,3.68
3.80,3.83,3.85,3.80
3.77,3.87,3.87,3.77
3.81,3.83,3.85,3.81
3.82,3.82,3.83,3.72
3.79,3.78,3.87,3.77
3.83,3.85,3.85,3.73
3.83,3.81,3.83,3.78
3.75,3.84,3.84,3.75
3.82,3.88,3.88,3.82
3.85,3.90,3.90,3.85
3.87,3.90,3.90,3.81
3.90,3.81,3.90,3.81
3.91,3.85,3.91,3.85
3.88,3.91,3.92,3.88
3.92,3.88,3.92,3.88
3.90,3.86,3.90,3.86
3.87,3.86,3.91,3.86
3.91,3.94,3.94,3.91
3.94,3.95,3.99,3.94
3.98,3.98,3.99,3.98
3.94,3.95,3.99,3.94
3.93,3.92,3.94,3.85
3.92,3.94,3.94,3.87
3.95,4.01,4.01,3.95
4.02,4.02,4.02,4.02
4.02,4.10,4.12,4.02
4.10,4.10,4.10,4.10
4.10,4.15,4.15,4.01
4.13,4.21,4.22,4.13
4.19,4.24,4.25,4.15
4.18,4.13,4.18,4.00
4.19,4.26,4.26,4.19
4.25,4.25,4.27,4.25
4.28,4.26,4.30,4.26
4.30,4.30,4.30,4.12
4.25,4.20,4.29,4.20
4.20,4.11,4.30,4.11
4.11,4.11,4.11,4.04
4.06,4.11,4.11,4.06
4.10,4.01,4.10,4.01
4.06,4.08,4.08,4.02
4.09,4.09,4.11,4.00
4.09,4.16,4.18,4.09
4.16,4.28,4.28,4.16
4.23,4.28,4.28,4.23
4.25,4.20,4.28,4.20
4.21,4.21,4.28,4.21
4.10,4.10,4.10,4.10
4.12,4.11,4.12,4.11
4.01,3.97,4.01,3.97
4.08,4.00,4.08,3.94
4.03,4.09,4.09,4.03
4.08,4.07,4.08,4.07
4.02,4.03,4.03,3.98
4.03,4.03,4.03,4.03
4.10,4.14,4.14,4.04
4.15,4.20,4.28,4.10
4.10,4.25,4.25,4.08
4.25,4.30,4.34,4.24
4.28,4.20,4.28,4.10
4.14,4.14,4.20,4.14
4.14,4.20,4.20,4.09
4.17,4.17,4.17,4.17
4.14,4.14,4.14,4.14
4.14,4.18,4.18,4.14
4.15,4.15,4.15,4.15
4.15,4.18,4.18,4.11
4.17,4.13,4.18,4.12
4.12,4.12,4.12,4.12
4.11,4.11,4.11,4.11
4.10,4.17,4.17,4.10
4.16,4.13,4.16,4.13
4.13,4.13,4.13,4.13
4.17,4.14,4.18,4.14
4.14,4.14,4.14,4.14
4.16,4.16,4.16,4.14
4.16,4.10,4.16,4.10
4.18,4.18,4.20,4.15
4.16,4.17,4.17,4.16
4.17,4.17,4.17,4.17
4.17,4.17,4.20,4.17
4.16,4.18,4.18,4.16
4.16,4.10,4.18,4.04
4.15,4.14,4.15,4.12
4.15,4.18,4.18,4.15
4.17,4.15,4.17,4.14
4.17,4.20,4.20,4.16
4.16,4.22,4.22,4.10
4.15,4.20,4.20,4.15
4.16,4.20,4.20,4.16
4.18,4.18,4.29,4.14
4.18,4.33,4.33,4.18
4.25,4.35,4.35,4.21
4.34,4.29,4.35,4.29
4.36,4.28,4.36,4.28
4.25,4.37,4.37,4.25
4.32,4.32,4.32,4.27
4.26,4.22,4.26,4.22
4.22,4.12,4.22,4.12
4.14,4.14,4.14,4.14
4.13,4.09,4.13,4.04
4.09,4.06,4.17,4.06
4.06,4.06,4.06,4.06
4.06,4.00,4.06,3.89
4.00,3.99,4.01,3.99
3.99,3.95,4.00,3.95
3.93,3.93,3.93,3.93
3.96,4.02,4.04,3.96
4.00,4.03,4.03,4.00
3.95,3.95,3.95,3.95
3.95,3.92,3.97,3.92
3.93,3.85,3.93,3.76
3.78,3.90,3.90,3.78
3.90,3.91,3.91,3.90
3.92,3.92,3.92,3.92
4.00,4.00,4.00,4.00
3.93,3.86,3.93,3.78
