ANAT,American National Insurance Company - Common Stock,NASDAQ
100.11,99.90,100.16,98.90
100.37,100.55,101.41,99.11
100.86,100.05,100.86,99.75
100.07,98.58,100.07,98.04
99.00,98.98,99.78,98.13
99.41,98.11,99.41,98.00
98.10,98.08,98.54,96.66
98.71,95.79,98.90,95.33
96.13,94.26,96.13,91.14
94.98,95.70,97.15,94.16
96.33,96.86,97.11,95.48
97.09,100.18,100.78,97.09
99.79,99.47,101.55,99.30
99.77,102.70,102.89,99.77
102.55,101.83,103.53,101.04
101.13,101.26,101.80,100.99
102.01,104.54,105.01,100.40
105.57,106.07,106.69,105.26
106.17,105.42,108.00,105.18
106.06,105.18,106.06,104.03
105.49,105.55,105.55,104.27
105.98,105.45,107.87,105.10
105.93,107.88,108.25,105.52
107.88,107.43,107.88,106.00
107.88,108.86,109.58,107.31
109.43,109.72,110.73,108.85
107.37,108.90,109.93,106.86
109.42,109.41,109.84,103.06
108.35,109.58,110.00,105.01
110.24,109.99,110.24,108.74
109.64,110.90,111.19,109.41
110.45,111.51,111.87,110.45
111.45,111.87,112.47,111.45
112.41,112.19,112.41,111.61
112.23,112.50,112.98,111.97
113.50,115.70,115.80,111.67
115.62,115.60,116.01,114.70
115.50,116.32,116.32,114.76
115.81,113.70,116.05,113.56
113.82,114.97,116.08,113.38
114.50,113.98,115.23,112.61
114.37,114.68,115.28,113.79
114.50,114.70,115.00,114.00
114.75,112.50,115.15,112.05
111.95,112.36,112.96,111.15
111.81,110.20,111.81,108.91
110.80,110.65,111.83,109.50
109.94,108.14,110.47,107.36
108.36,111.14,111.49,107.98
110.84,110.29,111.17,109.33
110.52,110.42,111.46,109.18
109.91,109.41,109.92,109.06
109.38,108.80,110.55,108.30
107.21,105.72,107.21,105.05
105.28,105.72,106.70,105.01
106.18,106.00,106.80,99.96
105.71,104.97,105.71,103.95
105.99,105.88,106.26,105.00
105.60,104.70,105.83,104.01
104.53,103.01,104.83,101.77
102.94,103.23,103.99,101.72
103.83,104.13,104.46,102.55
104.96,103.00,104.96,102.75
103.61,102.00,103.61,101.86
101.84,100.25,102.00,99.33
100.24,99.60,100.85,99.05
100.97,99.97,100.97,98.79
100.03,102.85,102.98,99.14
102.33,103.18,103.54,102.09
102.87,100.91,102.87,100.66
101.45,99.55,101.85,98.68
100.25,99.25,100.25,97.51
99.55,97.20,99.55,96.93
97.47,98.08,98.33,96.52
98.32,98.47,99.03,97.74
98.06,98.68,99.54,98.05
97.91,98.04,98.59,97.64
98.54,98.49,99.25,96.80
98.54,98.85,99.00,96.51
98.27,97.80,98.36,96.81
97.86,97.45,98.99,96.89
96.44,96.06,97.12,95.49
95.63,93.00,96.25,92.11
93.65,92.90,95.05,92.30
93.97,95.84,96.22,93.43
95.29,97.45,97.85,95.29
96.91,100.50,101.55,95.86
100.83,97.50,100.99,96.10
97.74,99.40,100.52,97.74
99.10,100.75,101.00,99.02
100.00,100.64,100.84,99.28
100.94,101.34,101.75,100.76
101.77,100.70,101.97,100.68
100.97,100.75,101.58,100.70
100.65,99.42,102.26,99.39
99.44,100.88,101.66,99.44
101.29,102.00,103.45,98.51
101.28,102.59,102.76,100.96
103.00,102.20,103.00,102.00
100.50,101.07,103.29,100.00
100.94,100.69,102.75,100.01
102.00,103.08,104.00,101.00
102.26,102.73,103.51,100.56
103.00,103.29,103.88,102.24
104.00,103.69,104.32,102.67
104.48,107.71,108.86,104.34
107.95,106.49,108.51,106.34
103.02,106.10,106.75,103.02
105.04,108.54,108.98,104.99
109.05,111.07,111.64,108.50
111.06,110.89,112.25,110.15
111.77,112.15,112.99,111.14
111.39,114.15,114.63,111.39
113.77,114.53,115.99,113.04
110.46,118.31,119.22,110.46
115.98,118.90,119.70,115.98
118.67,117.47,119.67,117.18
118.20,116.98,118.20,115.34
117.00,114.99,117.25,114.62
116.30,115.55,116.91,115.55
115.04,117.88,119.27,115.04
117.74,118.50,119.61,113.11
118.10,115.08,119.44,114.84
114.25,114.32,115.75,113.80
116.25,115.00,117.75,113.75
115.05,116.00,117.59,115.05
116.04,114.82,117.05,114.09
115.49,112.61,116.62,112.51
113.71,110.98,113.71,109.10
111.88,110.98,111.99,106.56
111.01,111.01,111.83,109.55
111.10,110.00,112.33,109.84
110.72,113.99,114.39,109.21
112.93,111.74,115.06,111.74
112.04,110.35,114.30,110.35
111.98,111.27,113.40,110.16
111.74,112.12,112.91,110.71
113.00,111.26,114.10,111.26
110.74,112.24,112.32,110.74
112.65,113.26,113.84,111.36
113.23,114.54,115.66,112.66
114.48,113.34,114.48,108.21
113.22,110.99,113.62,110.46
111.38,109.07,112.12,108.51
109.87,111.28,111.28,109.87
110.51,111.70,111.93,110.35
112.00,109.51,112.55,109.51
110.39,110.95,111.00,109.78
110.25,110.10,110.99,110.01
111.00,110.60,111.60,109.00
109.26,110.81,112.51,109.26
111.08,109.30,111.17,109.30
110.00,109.95,111.00,109.68
110.96,110.50,111.43,109.94
110.99,109.94,111.69,109.94
110.11,109.78,111.53,109.38
110.50,107.50,110.77,106.55
107.46,106.03,108.55,106.03
105.15,107.44,107.44,105.15
106.41,105.80,107.39,105.58
104.89,106.70,107.25,104.89
105.43,104.00,105.43,102.25
104.38,102.66,107.40,102.17
103.78,103.80,104.97,102.52
103.50,104.46,104.74,103.04
104.24,107.35,107.35,104.24
107.69,104.59,108.58,104.58
105.47,106.59,107.00,104.52
106.98,107.90,109.48,106.94
108.37,107.53,109.83,107.53
107.00,107.50,107.50,106.60
107.50,117.31,119.70,107.48
117.00,111.85,117.50,111.85
111.37,110.30,112.90,110.30
111.32,112.15,113.21,110.21
113.15,115.84,116.71,112.33
115.17,111.67,117.36,111.47
111.59,111.84,112.18,111.05
112.10,112.64,113.47,111.50
112.60,113.54,113.80,112.50
113.78,113.49,114.17,113.32
111.73,113.16,114.67,111.00
113.53,114.33,115.74,113.53
114.26,114.30,115.45,113.53
114.00,113.23,114.20,113.23
113.20,114.55,114.83,112.60
114.59,114.50,115.53,112.80
114.65,113.10,115.86,112.49
113.07,112.99,113.98,112.00
113.32,112.64,114.95,112.27
113.21,113.70,114.97,111.63
114.86,115.91,116.58,112.57
115.42,116.46,117.95,114.82
117.06,116.71,119.09,115.37
117.21,115.20,117.80,114.40
116.00,112.85,116.83,112.85
113.80,113.85,114.90,112.11
114.19,114.13,117.50,113.86
113.03,113.20,114.89,112.54
113.62,110.98,113.62,110.98
111.83,111.12,112.95,110.63
111.70,113.05,113.85,111.53
114.16,114.69,115.34,113.05
115.17,114.40,115.98,113.91
114.11,115.15,115.96,112.71
116.00,111.84,116.00,111.84
111.99,110.63,112.52,110.30
110.85,111.76,112.27,108.40
111.85,112.70,113.75,111.23
111.25,111.22,111.95,110.40
111.20,110.90,112.34,110.72
112.18,105.40,112.26,103.81
105.45,106.48,106.51,101.75
107.78,108.57,109.65,106.51
109.67,111.42,112.16,108.49
111.74,111.82,113.06,111.25
112.38,112.90,113.50,111.63
113.63,113.64,114.14,112.00
114.40,113.99,114.57,113.30
113.30,113.34,114.74,112.95
113.91,111.47,114.10,110.30
112.06,112.28,114.38,111.15
111.99,112.41,113.50,111.97
113.00,114.41,114.41,112.11
113.54,115.31,115.77,113.54
114.89,114.28,115.50,111.27
113.58,114.48,115.28,113.57
114.55,114.90,115.49,113.67
114.70,115.50,115.50,113.94
115.10,115.98,115.98,114.00
116.00,117.21,118.00,116.00
116.73,115.39,116.80,114.50
115.09,113.53,115.82,113.20
113.97,111.01,113.97,110.50
111.50,111.72,113.80,110.79
111.76,111.63,112.00,110.24
111.99,111.26,113.21,110.78
111.79,111.80,112.60,111.10
111.91,112.20,113.28,111.11
112.00,113.70,113.91,112.00
114.25,114.11,114.25,112.52
114.60,112.50,114.60,112.10
112.80,113.30,113.48,111.72
113.10,114.50,114.83,112.90
113.99,113.02,114.25,112.14
113.02,113.88,114.87,112.35
112.82,114.46,114.87,112.82
115.16,114.60,116.92,114.03
114.87,116.12,117.17,114.60
115.61,116.81,117.63,115.08
116.66,116.60,117.64,114.44
116.58,116.10,117.30,115.67
117.32,115.86,117.32,115.35
114.13,115.30,117.50,114.13
115.75,115.70,116.59,114.36
115.85,116.08,116.71,115.10
116.25,115.40,116.25,114.51
115.41,116.77,116.81,115.30
117.13,115.74,117.46,115.43
116.27,115.84,116.92,114.32
115.42,114.45,116.24,114.09
114.54,113.59,115.89,112.85
113.01,114.07,114.43,111.89
113.72,114.28,115.17,112.73
113.78,114.20,114.96,113.31
114.44,115.33,115.78,113.80
115.85,113.76,115.85,113.26
113.76,115.36,115.39,113.49
115.58,118.38,118.38,114.80
117.43,115.02,118.11,114.16
114.25,114.32,114.32,113.52
113.04,113.75,113.85,112.35
114.18,114.33,114.72,113.44
114.29,116.15,116.39,113.20
116.15,115.12,117.17,114.32
115.50,114.37,115.80,114.04
114.24,112.99,115.23,112.62
113.00,114.14,114.23,113.00
113.73,113.02,114.38,112.50
113.19,112.78,113.19,112.34
113.18,112.69,113.83,112.04
113.62,111.86,113.62,111.86
112.22,111.28,113.51,110.23
110.81,112.39,112.68,109.99
111.66,109.94,111.66,109.94
114.60,110.26,114.60,110.00
110.05,109.00,110.05,108.00
108.44,108.75,110.49,108.44
108.75,110.70,113.67,108.75
111.17,109.17,112.65,108.96
109.55,110.72,112.41,109.47
110.30,109.54,111.01,109.50
110.40,110.75,110.89,109.50
111.18,109.57,111.25,109.57
110.06,109.02,112.88,109.02
109.91,109.97,110.99,109.24
110.40,111.24,111.60,108.50
111.92,110.50,111.92,110.02
111.83,111.76,112.76,110.06
112.52,113.68,113.68,110.00
111.52,114.53,114.89,111.52
114.63,114.31,115.00,112.34
113.30,113.49,114.31,112.70
114.10,114.20,114.80,113.45
114.30,113.64,114.30,113.44
113.39,114.56,115.00,112.30
113.37,114.87,114.99,113.37
113.90,113.84,114.82,113.80
113.74,114.93,114.99,113.74
114.98,114.22,114.98,112.80
113.65,113.50,114.12,112.83
112.28,112.52,113.59,111.67
112.50,114.49,114.84,112.50
114.84,115.09,116.16,114.00
114.80,116.20,116.70,114.80
116.55,115.88,116.55,113.88
115.12,115.91,116.00,115.12
115.87,116.01,116.22,114.58
116.01,115.50,116.01,115.17
115.75,115.78,116.23,114.27
115.00,115.56,116.00,115.00
116.00,113.43,116.23,112.92
113.97,114.01,114.43,112.59
113.21,112.42,114.33,112.06
113.13,112.81,113.95,112.01
112.22,112.00,113.90,111.15
112.85,113.60,113.88,110.82
113.16,113.07,113.94,111.94
111.75,112.40,113.83,111.75
111.76,113.50,113.95,111.76
112.67,112.91,114.50,112.50
113.87,114.04,114.40,112.51
114.04,113.15,114.34,112.05
114.17,113.42,114.50,112.20
111.85,114.82,114.82,111.85
113.92,113.19,114.49,113.15
113.15,112.75,115.07,111.17
113.19,114.15,114.51,112.62
113.76,114.95,114.95,111.70
113.93,110.68,113.93,109.23
109.61,109.89,112.01,108.52
108.69,112.57,113.45,105.01
111.80,107.36,112.15,105.26
106.54,109.83,109.89,106.54
109.89,111.95,112.09,109.00
113.06,111.22,113.06,110.54
108.35,112.97,112.98,108.35
112.98,113.70,113.80,109.46
113.10,114.50,114.50,113.10
114.73,114.59,115.74,112.33
114.59,114.49,115.22,112.90
114.80,114.08,114.80,113.13
114.42,115.07,115.99,113.35
115.29,116.20,116.23,114.53
116.23,115.50,116.23,114.43
114.55,114.62,115.48,112.14
115.00,115.05,115.12,114.30
115.33,113.98,115.33,113.70
114.43,114.94,116.18,114.06
115.00,115.05,115.36,114.16
114.71,115.00,115.23,112.91
115.28,114.30,115.28,114.30
114.54,114.60,115.03,113.45
115.08,114.89,115.36,113.98
114.71,114.11,115.36,113.44
115.10,113.58,115.10,113.58
114.72,114.80,115.86,114.05
115.25,114.50,115.25,114.19
114.89,114.15,115.08,114.15
115.10,114.39,115.24,114.25
114.68,114.78,115.00,113.64
114.73,109.42,114.73,109.42
109.00,111.50,111.93,109.00
111.45,112.51,112.91,111.35
110.94,114.70,114.70,109.89
114.44,111.66,114.99,111.10
110.97,114.36,116.50,110.97
113.05,115.06,116.49,112.16
115.66,114.46,115.94,113.61
114.98,115.40,115.40,114.10
115.24,112.67,115.85,112.60
112.25,111.97,112.26,110.20
112.32,111.92,112.80,110.67
112.85,113.71,113.99,112.01
114.34,115.12,116.00,113.19
115.00,115.00,115.00,112.50
115.00,114.70,115.19,113.89
115.00,114.80,115.90,114.50
115.00,114.30,115.40,114.30
113.95,114.55,115.12,113.95
114.92,115.00,115.85,113.00
113.58,115.00,115.41,113.58
115.70,114.26,115.76,113.36
114.05,114.00,114.99,113.00
112.64,106.86,113.02,106.65
108.00,102.39,108.86,102.11
103.04,104.28,107.99,103.04
105.25,105.12,106.78,103.93
104.75,104.87,105.29,104.13
105.01,105.14,105.60,104.25
106.27,105.39,107.88,103.77
103.75,103.37,105.18,102.53
101.87,102.65,102.98,101.14
103.23,102.91,104.00,102.35
102.87,102.99,104.00,102.02
104.10,102.85,104.10,102.09
102.80,105.21,105.62,102.21
104.73,105.50,107.80,104.71
106.28,107.10,107.30,103.86
105.77,106.07,107.81,103.38
106.29,105.15,107.98,104.40
104.25,105.84,106.36,103.00
105.10,104.04,105.50,103.50
103.69,104.51,105.26,103.20
105.93,105.39,105.93,103.44
106.04,106.14,106.47,104.67
105.57,106.31,106.54,104.96
106.28,106.05,106.54,105.33
105.44,104.49,105.85,104.23
105.00,105.02,105.86,104.33
104.30,105.50,105.50,103.09
105.50,105.00,106.00,104.15
104.33,104.90,105.95,104.00
105.42,105.24,105.51,104.36
104.78,103.93,105.41,103.06
104.25,106.31,106.31,104.00
105.51,105.61,105.70,103.91
105.50,105.50,105.50,103.28
104.67,105.60,105.96,104.67
105.60,104.76,105.60,104.64
104.52,105.85,106.00,104.52
105.60,104.75,105.80,104.58
104.75,105.55,105.85,104.75
105.95,104.99,107.09,104.09
104.16,105.05,106.74,104.16
105.08,104.96,105.84,104.71
105.11,105.29,105.80,104.90
105.83,96.46,105.83,95.80
96.50,97.25,98.58,96.45
97.25,94.40,97.50,93.74
94.51,95.31,96.07,93.82
95.00,96.39,97.28,92.04
96.65,95.79,97.10,95.07
96.15,97.93,98.95,95.41
97.84,98.45,100.05,96.47
97.76,96.16,98.44,95.66
97.29,96.28,98.41,96.16
96.80,98.35,98.64,96.29
98.83,97.49,99.39,97.41
97.98,96.03,98.14,95.92
96.04,96.72,97.11,96.01
97.13,97.19,97.95,95.97
97.19,98.43,98.89,97.19
98.28,98.39,99.00,97.82
98.68,98.67,99.01,97.61
98.67,98.06,99.90,98.06
97.82,97.92,99.15,97.56
98.03,97.66,98.42,97.32
97.86,98.44,99.15,97.29
98.58,98.84,99.21,98.43
99.13,98.16,99.53,98.04
98.44,99.11,99.84,98.44
99.02,98.65,99.38,98.65
99.27,99.80,100.47,99.03
99.85,99.50,100.71,99.23
99.51,99.55,100.25,98.90
100.19,100.61,100.74,99.84
101.11,100.32,101.11,100.14
100.12,100.20,100.67,99.70
100.80,100.77,101.27,100.03
101.13,101.35,101.54,100.16
101.13,100.14,101.24,99.85
100.40,101.36,101.60,100.40
101.31,101.16,101.95,100.65
100.66,100.06,101.14,99.73
100.05,100.11,100.69,99.71
100.11,100.18,100.79,100.10
100.41,99.44,100.41,98.43
99.24,99.12,99.37,97.52
98.98,99.30,99.57,98.52
99.91,99.45,99.92,98.55
99.64,99.46,100.11,99.01
99.39,99.39,99.73,98.61
99.21,99.31,99.86,98.73
99.80,99.46,99.86,99.07
99.94,99.02,100.31,98.50
98.79,100.42,100.50,98.71
99.94,100.15,101.00,99.74
100.00,99.07,100.81,98.48
99.72,99.15,99.72,98.57
99.65,99.02,99.65,98.34
98.87,99.08,99.58,98.72
101.98,102.13,102.26,99.41
102.60,102.86,102.86,101.06
103.04,103.21,103.50,102.49
103.76,103.33,104.53,102.56
103.28,105.09,106.09,103.28
104.90,106.66,107.02,104.32
106.02,104.95,106.78,104.37
105.52,104.73,106.08,104.05
104.40,100.70,106.01,100.10
100.84,101.24,102.54,99.58
102.02,103.99,104.31,101.25
103.64,105.56,105.56,103.32
105.78,104.50,105.78,104.13
103.05,100.75,103.70,100.75
101.09,103.23,103.28,100.84
103.75,102.66,104.46,102.66
103.24,103.54,104.08,102.36
103.99,102.13,104.00,102.05
102.96,103.83,104.01,102.81
103.38,103.80,104.55,103.04
103.60,103.20,104.73,103.20
103.91,102.21,103.91,102.00
101.89,103.29,103.51,101.89
102.72,101.60,103.01,101.23
102.39,102.32,102.73,101.61
103.20,105.21,105.90,103.20
105.43,104.71,106.00,103.35
104.28,104.07,105.05,103.37
104.16,104.73,105.05,102.66
103.73,104.72,105.88,103.73
106.12,104.73,106.12,104.21
105.36,106.48,106.92,105.17
106.62,107.31,109.81,106.62
107.19,107.03,108.47,106.85
107.17,107.82,108.39,106.61
108.00,108.27,108.66,107.52
108.15,107.48,108.19,106.83
107.90,106.83,108.08,105.55
106.56,106.19,107.26,105.59
106.15,106.57,106.87,105.79
106.37,105.13,106.89,104.76
104.89,104.89,106.16,104.18
104.57,103.90,104.61,103.13
104.30,105.06,105.19,103.69
105.60,105.87,106.73,102.32
105.28,106.13,106.40,105.11
106.32,106.95,107.88,105.96
107.15,106.17,107.58,105.38
105.54,105.08,106.17,104.92
105.21,104.63,105.99,104.12
105.06,103.71,105.06,102.62
103.72,103.53,104.47,102.36
104.22,104.86,105.74,103.87
104.28,104.59,105.49,103.98
105.75,102.73,105.75,101.90
102.79,104.08,104.49,102.51
103.51,104.91,105.26,103.51
104.43,104.88,105.18,103.68
104.34,104.29,105.13,104.01
104.19,103.69,104.95,102.46
103.44,101.91,103.44,101.90
101.21,100.00,101.98,99.69
95.96,96.78,99.54,95.29
98.86,97.12,98.86,96.76
98.58,99.65,100.06,97.08
100.65,100.81,101.76,99.61
100.35,100.83,101.07,99.40
99.99,99.29,100.41,98.96
95.68,97.78,99.11,95.68
98.02,98.25,98.47,97.12
98.74,99.48,99.63,98.29
98.36,98.15,99.92,96.97
99.38,98.25,99.38,97.62
99.17,99.44,101.19,98.61
99.55,100.24,101.36,99.55
100.14,101.88,103.99,99.86
101.62,101.69,102.65,101.17
101.79,102.42,103.81,101.44
102.74,103.34,103.82,102.09
103.00,102.06,103.98,101.88
100.86,99.58,100.87,99.14
100.24,99.99,100.86,99.80
99.00,99.00,100.06,98.58
98.79,99.10,99.43,98.35
98.19,98.91,99.55,98.19
99.10,99.48,100.24,98.82
98.70,97.62,99.57,97.62
98.02,97.50,98.04,96.40
97.83,97.64,97.97,97.24
98.01,96.98,98.15,96.21
96.00,96.05,96.43,94.01
96.71,98.79,98.93,96.71
98.74,99.07,99.50,98.37
99.50,100.69,101.21,99.50
100.65,101.87,102.48,100.14
101.81,100.64,102.40,100.30
100.70,101.56,101.66,100.39
101.44,101.37,102.35,101.05
101.37,99.84,101.50,99.71
100.63,101.20,101.32,100.08
101.52,102.15,102.16,101.09
102.00,101.77,102.15,101.07
102.21,102.48,102.95,101.74
102.90,101.97,103.08,101.57
102.48,102.81,103.18,102.29
103.44,104.25,104.58,102.65
104.59,104.01,104.59,102.73
104.08,102.92,104.08,101.85
103.65,104.26,104.38,101.51
103.64,104.35,104.73,103.61
105.00,103.28,105.00,102.64
103.16,104.15,104.15,102.16
103.64,104.39,104.80,103.55
104.78,104.18,106.38,103.51
104.01,104.56,105.03,103.79
105.24,105.91,106.17,104.63
105.67,105.28,105.84,104.49
104.97,106.23,107.84,104.20
106.77,106.60,107.50,105.60
105.92,103.60,106.51,103.38
103.64,103.69,104.09,102.98
104.00,104.97,105.07,102.89
104.95,104.74,105.54,103.73
105.16,106.05,106.24,104.74
106.00,105.79,106.63,105.54
106.31,107.45,107.94,106.00
107.11,107.58,108.45,107.11
106.96,106.42,107.45,105.72
106.73,107.20,107.55,106.19
107.13,106.75,108.10,106.36
107.36,107.36,108.60,106.80
107.89,108.24,108.36,107.68
107.67,106.03,108.08,105.56
106.58,104.46,106.58,103.82
104.55,106.43,106.58,104.55
106.50,105.26,106.50,104.50
105.17,104.21,105.17,103.80
103.90,102.76,104.80,102.42
102.82,102.85,103.38,102.27
102.03,101.29,104.11,100.77
101.62,101.22,103.11,100.68
101.52,102.07,102.57,101.34
102.93,102.48,103.13,102.05
102.97,100.34,102.97,100.34
100.26,99.20,100.33,98.41
100.50,100.04,100.77,98.96
100.57,101.01,101.58,99.65
101.79,102.21,102.55,101.26
102.19,103.07,103.16,102.19
102.53,102.51,102.94,101.75
103.23,103.00,103.88,102.48
103.39,102.59,103.74,101.80
102.13,102.27,103.25,101.49
101.13,100.38,101.60,99.37
100.32,99.50,101.67,98.05
98.57,97.53,98.80,97.11
96.12,96.76,97.36,96.12
96.98,95.40,97.12,95.36
96.02,95.60,96.54,94.90
96.77,96.17,96.77,94.31
96.10,94.55,97.14,94.43
94.72,95.32,96.48,94.72
94.13,96.13,96.60,94.05
96.91,95.83,97.56,95.29
94.61,94.85,95.70,92.75
94.70,94.93,96.21,94.48
95.71,96.45,97.06,95.30
96.51,95.43,97.06,95.12
95.75,96.13,96.91,95.34
96.26,95.55,96.56,95.26
96.07,96.84,96.84,95.42
96.84,97.18,97.32,96.33
96.56,96.34,96.86,96.16
95.75,94.71,95.75,93.36
94.85,94.74,95.34,93.66
94.64,95.88,96.94,94.64
95.82,95.36,96.00,94.07
94.75,95.19,95.54,93.36
94.60,95.15,98.08,94.60
95.51,94.10,95.57,94.06
92.86,92.21,93.77,91.53
92.93,93.25,93.44,91.20
93.45,94.32,94.47,92.59
94.42,96.67,97.08,94.42
97.28,97.10,97.81,96.15
97.28,98.30,98.72,96.55
99.45,98.46,99.45,97.52
98.36,97.82,100.10,96.92
97.72,99.46,101.61,97.72
99.58,102.61,102.81,98.14
103.54,103.26,104.06,101.52
103.31,101.67,103.44,101.18
102.57,103.62,103.62,101.73
103.00,105.23,105.49,102.16
105.24,105.34,105.75,104.09
105.57,105.74,106.75,105.09
106.03,112.90,114.18,106.03
112.33,112.50,113.00,112.15
112.56,113.10,114.34,111.93
113.87,114.15,115.00,113.41
114.93,114.97,115.75,114.42
114.97,115.29,115.75,114.56
114.50,114.11,114.52,113.69
114.26,115.20,115.68,114.00
115.64,116.00,118.50,114.30
116.52,112.93,117.75,112.87
112.93,114.23,114.68,111.97
113.61,114.19,115.09,113.35
114.19,113.57,114.47,112.91
113.39,112.96,113.39,111.70
112.99,114.07,114.92,112.99
113.89,114.78,115.35,112.53
115.39,116.38,117.62,114.63
116.53,115.50,117.26,114.36
114.72,115.83,116.33,114.00
116.06,114.49,116.06,113.80
114.13,114.00,116.72,113.33
114.27,113.93,115.41,113.38
113.31,113.16,115.74,112.28
113.41,112.71,114.60,112.63
113.37,113.04,114.23,112.01
113.14,113.89,114.56,113.04
114.16,115.19,115.40,113.98
114.72,115.28,115.61,113.99
115.21,114.72,116.33,114.48
114.44,115.73,115.86,112.90
116.00,116.94,117.56,115.45
116.86,117.08,117.24,115.46
116.88,115.33,116.88,114.86
115.58,115.44,116.13,112.41
115.70,116.04,116.04,114.53
116.27,116.62,117.25,115.80
116.72,117.39,118.07,115.32
116.84,115.70,117.63,115.09
115.46,116.12,116.43,114.51
116.22,118.03,118.21,116.22
117.52,116.99,117.52,115.64
116.41,116.18,116.98,115.47
116.74,116.28,117.34,115.21
116.04,117.20,117.90,116.04
117.28,117.08,117.30,116.73
117.45,118.03,118.47,117.45
117.54,117.52,118.44,116.03
117.81,118.95,118.99,116.99
118.88,117.84,118.88,117.16
118.17,118.10,118.56,117.16
118.32,116.90,119.15,116.08
116.95,118.37,119.11,116.95
118.01,118.14,119.60,117.04
118.86,119.14,119.40,118.32
119.32,117.79,119.32,116.93
117.85,119.59,119.88,117.85
119.75,119.82,120.66,118.41
120.38,118.69,120.38,117.84
118.52,119.63,119.65,118.52
119.84,119.51,120.01,118.24
118.69,118.96,118.96,117.78
118.87,119.01,119.01,117.38
118.53,119.06,120.44,117.20
119.96,119.49,119.96,118.92
119.49,120.04,120.48,118.85
119.78,120.25,120.65,119.78
119.72,119.43,120.67,119.04
119.10,118.47,120.10,117.61
117.90,115.10,117.90,115.00
115.09,114.68,115.20,113.53
114.96,114.23,116.00,114.04
114.23,115.09,115.32,113.20
115.32,114.30,115.60,112.76
115.14,114.86,116.80,114.47
115.11,114.85,115.80,114.39
114.47,114.91,116.44,114.47
116.02,116.50,117.07,115.68
112.86,112.07,114.72,111.33
110.88,108.19,110.88,107.44
109.40,109.00,109.43,107.98
110.21,111.72,112.10,109.42
112.00,113.15,113.42,110.79
113.14,112.84,113.14,111.98
112.32,110.25,112.32,109.43
109.98,110.69,113.82,108.88
111.03,110.12,111.30,109.74
112.02,111.40,112.63,110.70
112.13,112.93,113.05,110.95
113.34,113.52,114.16,113.04
113.24,113.86,114.13,112.69
114.24,115.00,115.21,113.15
114.71,113.61,114.97,113.25
113.18,113.76,114.30,113.14
113.06,112.53,113.23,112.26
113.07,113.08,114.05,112.79
113.49,112.82,113.75,112.75
112.86,114.69,115.10,112.86
114.01,113.02,114.42,112.32
113.03,113.81,114.18,112.82
113.83,114.05,114.59,113.42
113.55,114.05,114.94,111.21
113.81,114.35,115.91,113.00
113.98,113.53,115.02,113.12
113.73,113.92,114.58,111.72
114.09,115.27,115.64,113.81
115.62,114.67,116.10,114.33
115.73,117.27,117.42,115.73
115.52,116.09,116.84,115.52
115.85,116.38,116.91,115.70
114.96,114.21,117.26,114.00
114.54,114.37,114.98,113.58
112.70,114.21,114.64,112.01
114.39,114.27,114.44,113.63
113.99,114.00,115.39,113.61
113.65,114.11,114.56,113.56
113.41,115.57,115.60,112.83
114.77,114.17,115.12,113.10
115.78,114.68,115.78,114.20
113.58,114.72,115.06,113.58
115.08,114.81,115.21,114.24
114.32,115.30,116.00,114.32
115.29,115.48,117.44,114.66
115.19,116.89,117.72,114.70
116.68,118.32,118.37,116.47
117.38,116.82,118.53,115.24
113.68,114.81,116.28,113.68
116.40,116.00,116.52,115.70
115.70,115.83,116.80,114.13
115.41,116.84,117.00,115.41
117.00,115.51,117.00,115.33
115.50,115.38,116.49,114.51
114.36,115.48,116.28,112.57
114.75,113.24,114.75,113.07
113.74,112.72,113.74,112.56
112.54,114.51,116.42,112.17
114.32,118.60,119.05,114.32
118.85,119.82,120.16,112.50
120.00,119.45,120.00,119.00
120.00,122.32,122.81,119.48
122.85,122.31,122.85,121.26
121.58,120.26,122.35,120.26
119.70,119.38,120.65,118.97
118.98,120.81,121.28,113.14
120.78,122.77,122.95,120.30
121.15,120.19,122.35,119.78
120.25,121.96,122.48,120.25
121.10,120.80,121.86,119.62
120.74,120.34,121.10,119.02
120.55,122.63,122.63,120.43
122.95,120.29,122.95,120.08
119.93,121.16,121.26,118.82
121.32,121.94,123.16,121.22
121.70,121.01,121.95,120.36
121.32,122.17,122.54,120.60
121.16,121.07,122.26,119.96
121.79,120.94,122.00,120.82
120.80,121.15,122.00,120.80
121.95,121.43,122.23,120.97
120.96,121.86,122.01,120.91
121.81,119.92,121.98,119.69
119.40,118.50,119.99,118.10
119.54,119.86,120.18,118.90
118.93,119.47,120.32,118.21
118.69,117.71,118.69,116.70
118.28,118.25,120.74,116.90
118.64,117.49,119.36,116.79
117.35,117.16,118.24,116.52
117.21,116.30,117.63,115.85
115.80,115.46,116.58,115.20
116.18,114.17,116.40,114.12
111.99,112.53,115.45,111.98
114.76,113.15,114.89,112.75
114.50,115.30,115.99,112.55
115.16,116.75,117.40,114.23
117.89,119.91,120.99,117.89
119.10,119.57,121.30,118.82
120.23,121.99,122.12,120.23
121.35,121.71,121.89,120.20
121.57,120.92,122.00,119.68
120.11,122.19,122.49,120.11
122.51,121.45,122.51,119.22
121.74,122.60,123.81,121.22
123.42,123.57,123.88,122.61
123.69,123.38,123.83,118.86
123.77,123.23,123.77,122.84
