BWV,iPath Goldman Sachs Barclays Bank PLC iPath Exchange Traded Notes Linked to the CBOE S&P 500 BuyWrite Index Structured Product,NASDAQ
nan,55.77,nan,nan
55.55,55.55,55.55,55.55
56.31,56.31,56.31,56.31
nan,56.31,nan,nan
nan,56.31,nan,nan
55.75,55.75,55.75,55.75
nan,55.75,nan,nan
nan,55.75,nan,nan
nan,55.75,nan,nan
55.90,55.97,55.97,55.90
nan,55.97,nan,nan
nan,55.97,nan,nan
nan,55.97,nan,nan
54.88,55.14,55.14,54.88
nan,55.14,nan,nan
54.74,55.05,55.51,54.74
55.08,55.08,55.08,55.08
nan,55.08,nan,nan
nan,55.08,nan,nan
nan,55.08,nan,nan
nan,55.08,nan,nan
nan,55.08,nan,nan
54.90,54.84,55.05,54.84
55.10,54.83,55.15,54.83
55.06,54.98,55.12,54.89
nan,54.98,nan,nan
nan,54.98,nan,nan
nan,54.98,nan,nan
56.04,56.27,56.27,56.04
56.46,56.41,56.46,56.41
nan,56.41,nan,nan
nan,56.41,nan,nan
nan,56.41,nan,nan
nan,56.41,nan,nan
55.97,55.97,55.97,55.97
56.40,56.31,56.50,56.31
56.45,56.29,56.51,56.20
nan,56.29,nan,nan
55.46,55.46,55.46,55.46
55.57,55.57,55.57,55.57
55.37,55.37,55.37,55.37
55.70,55.71,55.71,55.70
nan,55.71,nan,nan
nan,55.71,nan,nan
nan,55.71,nan,nan
nan,55.71,nan,nan
55.03,55.03,55.03,55.03
55.79,55.45,55.80,55.10
55.79,55.80,55.80,55.79
nan,55.80,nan,nan
54.36,54.36,54.36,54.36
nan,54.36,nan,nan
nan,54.36,nan,nan
nan,54.36,nan,nan
nan,54.36,nan,nan
nan,54.36,nan,nan
56.44,56.80,56.80,56.44
nan,56.80,nan,nan
nan,56.80,nan,nan
nan,56.80,nan,nan
nan,56.80,nan,nan
nan,56.80,nan,nan
nan,56.80,nan,nan
57.00,57.25,57.40,57.00
nan,57.25,nan,nan
nan,57.25,nan,nan
57.79,57.79,57.79,57.79
nan,57.79,nan,nan
57.26,57.26,57.26,57.26
nan,57.26,nan,nan
nan,57.26,nan,nan
57.40,57.38,57.50,57.37
nan,57.38,nan,nan
57.38,57.38,57.38,57.38
nan,57.38,nan,nan
nan,57.38,nan,nan
nan,57.38,nan,nan
nan,57.38,nan,nan
nan,57.38,nan,nan
nan,57.38,nan,nan
nan,57.38,nan,nan
57.20,57.48,57.48,57.20
57.42,57.56,57.56,57.42
nan,57.56,nan,nan
57.49,57.68,57.68,57.49
58.46,58.46,58.46,58.46
nan,58.46,nan,nan
57.59,57.59,57.59,57.59
nan,57.59,nan,nan
nan,57.59,nan,nan
nan,57.59,nan,nan
nan,57.59,nan,nan
58.64,58.64,58.64,58.64
nan,58.64,nan,nan
nan,58.64,nan,nan
nan,58.64,nan,nan
57.22,57.36,57.36,57.22
57.90,57.55,57.90,57.42
nan,57.55,nan,nan
nan,57.55,nan,nan
nan,57.55,nan,nan
58.98,58.98,59.02,58.98
nan,58.98,nan,nan
nan,58.98,nan,nan
nan,58.98,nan,nan
59.64,59.64,59.64,59.64
nan,59.64,nan,nan
58.67,58.67,58.67,58.67
58.69,59.26,59.29,57.40
nan,59.26,nan,nan
59.36,59.28,59.36,59.25
nan,59.28,nan,nan
59.52,59.36,59.52,59.36
nan,59.36,nan,nan
59.58,59.47,59.58,59.47
59.69,59.69,59.69,59.69
59.62,59.66,59.66,59.62
59.72,59.72,59.72,59.72
nan,59.72,nan,nan
59.65,59.65,59.65,59.65
nan,59.65,nan,nan
nan,59.65,nan,nan
59.17,59.17,59.17,59.17
58.98,58.98,58.98,58.98
58.00,58.43,58.43,58.00
58.43,58.43,58.43,58.43
57.99,57.99,57.99,57.99
nan,57.99,nan,nan
58.28,58.28,58.28,58.28
nan,58.28,nan,nan
nan,58.28,nan,nan
57.15,57.15,57.15,57.15
57.60,57.60,57.60,57.60
58.55,58.55,58.55,58.55
nan,58.55,nan,nan
59.44,59.44,59.44,59.44
59.51,59.51,59.51,59.51
nan,59.51,nan,nan
59.95,60.02,60.02,59.95
60.00,59.97,60.01,59.90
nan,59.97,nan,nan
nan,59.97,nan,nan
nan,59.97,nan,nan
60.59,60.59,60.59,60.59
60.46,60.46,60.46,60.46
60.61,60.56,60.61,60.56
60.50,60.60,60.60,60.49
nan,60.60,nan,nan
nan,60.60,nan,nan
60.73,60.74,60.74,60.73
60.81,60.77,60.81,60.77
61.02,61.02,61.02,61.02
nan,61.02,nan,nan
nan,61.02,nan,nan
61.08,61.07,61.08,61.07
60.93,60.84,60.93,60.84
nan,60.84,nan,nan
nan,60.84,nan,nan
nan,60.84,nan,nan
60.97,61.01,61.01,60.97
nan,61.01,nan,nan
nan,61.01,nan,nan
61.01,61.01,61.01,61.01
60.20,60.20,60.20,60.20
60.41,60.41,60.41,60.41
60.41,60.46,60.46,60.41
nan,60.46,nan,nan
60.38,60.38,60.38,60.38
60.75,60.66,60.75,60.66
nan,60.66,nan,nan
nan,60.66,nan,nan
nan,60.66,nan,nan
nan,60.66,nan,nan
nan,60.66,nan,nan
60.22,60.22,60.22,60.22
60.70,60.70,60.70,60.70
nan,60.70,nan,nan
59.46,59.45,59.46,59.45
59.71,59.73,59.75,59.71
nan,59.73,nan,nan
nan,59.73,nan,nan
nan,59.73,nan,nan
60.85,60.98,61.02,60.85
nan,60.98,nan,nan
60.99,61.04,61.09,60.99
nan,61.04,nan,nan
60.98,60.98,60.98,60.98
60.94,60.98,60.98,60.94
61.24,61.15,61.24,61.15
nan,61.15,nan,nan
nan,61.15,nan,nan
nan,61.15,nan,nan
61.33,61.33,61.33,61.33
61.17,61.19,61.19,61.17
61.25,61.25,61.25,61.25
nan,61.25,nan,nan
nan,61.25,nan,nan
61.72,61.61,61.73,61.59
61.76,61.61,61.76,61.61
61.77,61.58,61.77,61.58
nan,61.58,nan,nan
nan,61.58,nan,nan
63.39,63.39,63.39,63.39
61.75,61.75,61.75,61.75
63.69,61.18,63.69,61.18
61.27,62.08,62.08,61.27
nan,62.08,nan,nan
nan,62.08,nan,nan
nan,62.08,nan,nan
63.49,63.49,63.49,63.49
62.31,62.31,62.31,62.31
nan,62.31,nan,nan
63.47,63.47,63.47,63.47
nan,63.47,nan,nan
nan,63.47,nan,nan
63.35,63.35,63.35,63.35
nan,63.35,nan,nan
nan,63.35,nan,nan
nan,63.35,nan,nan
61.79,61.99,61.99,61.79
nan,61.99,nan,nan
72.90,59.40,72.90,59.40
61.88,61.88,61.88,61.88
nan,61.88,nan,nan
nan,61.88,nan,nan
nan,61.88,nan,nan
nan,61.88,nan,nan
nan,61.88,nan,nan
nan,61.88,nan,nan
61.20,61.72,62.33,61.20
63.21,62.00,63.21,62.00
nan,62.00,nan,nan
nan,62.00,nan,nan
nan,62.00,nan,nan
nan,62.00,nan,nan
63.25,63.75,63.75,63.25
nan,63.75,nan,nan
nan,63.75,nan,nan
nan,63.75,nan,nan
nan,63.75,nan,nan
nan,63.75,nan,nan
61.97,62.93,63.76,61.97
nan,62.93,nan,nan
nan,62.93,nan,nan
62.20,63.07,63.20,62.20
nan,63.07,nan,nan
63.15,63.59,63.59,62.94
nan,63.59,nan,nan
63.55,63.65,63.66,63.04
63.09,64.13,64.16,62.94
63.00,63.50,63.58,63.00
63.20,64.17,64.26,63.20
62.90,63.73,63.73,62.90
63.30,62.44,63.45,62.17
nan,62.44,nan,nan
63.37,63.37,63.37,63.37
nan,63.37,nan,nan
62.50,62.79,62.79,62.50
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
nan,62.79,nan,nan
64.62,64.19,64.62,64.19
63.51,63.51,63.51,63.51
nan,63.51,nan,nan
63.40,63.40,63.40,63.40
nan,63.40,nan,nan
nan,63.40,nan,nan
63.52,64.28,64.28,63.52
nan,64.28,nan,nan
63.37,63.37,63.37,63.37
nan,63.37,nan,nan
nan,63.37,nan,nan
nan,63.37,nan,nan
nan,63.37,nan,nan
nan,63.37,nan,nan
nan,63.37,nan,nan
nan,63.37,nan,nan
nan,63.37,nan,nan
nan,63.37,nan,nan
63.50,64.19,64.19,63.41
63.55,63.33,63.80,63.28
63.40,63.75,63.90,63.02
62.90,62.90,63.15,62.75
62.88,63.74,63.74,62.32
62.85,63.87,63.87,62.26
63.84,63.84,63.84,63.84
63.55,63.55,63.55,63.55
63.01,62.45,63.01,62.45
63.23,62.96,63.23,62.80
64.18,63.45,64.18,63.45
63.14,63.09,63.14,63.09
63.12,63.12,63.12,63.12
62.30,62.55,62.55,61.52
61.35,61.35,61.35,61.35
61.00,61.00,61.00,61.00
60.77,61.00,61.00,60.77
nan,61.00,nan,nan
60.09,60.09,60.11,60.09
nan,60.09,nan,nan
61.50,61.50,61.50,60.76
61.40,61.86,61.86,61.32
60.45,60.45,60.45,60.45
nan,60.45,nan,nan
62.04,62.04,62.04,62.04
62.54,62.54,62.54,62.54
nan,62.54,nan,nan
62.84,62.39,62.84,62.39
62.79,62.50,62.79,62.50
nan,62.50,nan,nan
62.00,62.00,62.00,62.00
62.96,62.96,62.96,62.96
60.94,60.94,60.94,60.94
61.24,63.01,63.01,61.24
62.50,62.63,62.63,62.50
62.66,62.66,62.66,62.66
nan,62.66,nan,nan
60.99,62.65,63.04,60.99
62.46,62.46,62.46,62.46
62.00,62.65,62.65,62.00
61.25,61.30,61.30,61.25
61.85,62.61,62.61,61.85
nan,62.61,nan,nan
nan,62.61,nan,nan
61.00,60.84,61.00,60.84
61.08,61.98,61.98,61.08
62.19,62.24,62.24,62.19
nan,62.24,nan,nan
nan,62.24,nan,nan
nan,62.24,nan,nan
nan,62.24,nan,nan
nan,62.24,nan,nan
nan,62.24,nan,nan
62.15,62.15,62.15,62.15
nan,62.15,nan,nan
61.65,61.65,61.65,61.65
61.00,61.00,61.00,61.00
nan,61.00,nan,nan
60.50,60.50,60.50,60.50
nan,60.50,nan,nan
nan,60.50,nan,nan
60.00,60.00,60.00,60.00
60.50,60.50,60.50,60.50
62.15,62.15,62.15,62.15
nan,62.15,nan,nan
nan,62.15,nan,nan
nan,62.15,nan,nan
nan,62.15,nan,nan
nan,62.15,nan,nan
62.80,62.70,62.80,62.70
nan,62.70,nan,nan
nan,62.70,nan,nan
nan,62.70,nan,nan
60.98,61.65,61.65,60.77
62.50,61.54,62.50,61.54
nan,61.54,nan,nan
62.43,62.82,62.87,62.18
61.90,61.90,61.90,61.90
62.40,61.92,62.40,61.75
nan,61.92,nan,nan
nan,61.92,nan,nan
nan,61.92,nan,nan
nan,61.92,nan,nan
61.96,61.48,61.96,61.48
61.98,62.40,62.40,61.98
nan,62.40,nan,nan
nan,62.40,nan,nan
61.69,61.69,61.69,61.69
nan,61.69,nan,nan
nan,61.69,nan,nan
nan,61.69,nan,nan
61.52,61.34,61.52,61.34
nan,61.34,nan,nan
62.11,62.28,62.28,62.11
62.35,62.35,62.35,62.35
62.40,62.28,62.40,62.28
nan,62.28,nan,nan
nan,62.28,nan,nan
62.50,62.58,62.59,62.50
nan,62.58,nan,nan
nan,62.58,nan,nan
nan,62.58,nan,nan
nan,62.58,nan,nan
nan,62.58,nan,nan
62.67,62.67,62.67,62.67
nan,62.67,nan,nan
nan,62.67,nan,nan
nan,62.67,nan,nan
nan,62.67,nan,nan
nan,62.67,nan,nan
nan,62.67,nan,nan
nan,62.67,nan,nan
nan,62.67,nan,nan
62.97,63.10,63.10,62.97
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
nan,63.10,nan,nan
62.80,62.80,62.80,62.80
nan,62.80,nan,nan
nan,62.80,nan,nan
nan,62.80,nan,nan
nan,62.80,nan,nan
nan,62.80,nan,nan
nan,62.80,nan,nan
nan,62.80,nan,nan
nan,62.80,nan,nan
nan,62.80,nan,nan
nan,62.80,nan,nan
64.67,64.19,64.67,64.19
nan,64.19,nan,nan
64.85,64.85,64.85,64.85
65.00,64.51,65.00,64.41
64.37,64.37,64.37,64.37
nan,64.37,nan,nan
nan,64.37,nan,nan
64.72,64.72,64.72,64.72
nan,64.72,nan,nan
nan,64.72,nan,nan
nan,64.72,nan,nan
64.81,64.81,64.81,64.81
nan,64.81,nan,nan
nan,64.81,nan,nan
nan,64.81,nan,nan
64.35,64.42,64.48,64.35
64.39,64.39,64.39,64.39
nan,64.39,nan,nan
64.70,64.70,64.70,64.70
64.00,64.00,64.00,64.00
64.53,64.58,64.58,64.53
64.49,64.55,64.55,64.49
64.54,64.54,64.54,64.54
nan,64.54,nan,nan
nan,64.54,nan,nan
nan,64.54,nan,nan
nan,64.54,nan,nan
nan,64.54,nan,nan
nan,64.54,nan,nan
64.46,64.46,64.46,64.46
nan,64.46,nan,nan
nan,64.46,nan,nan
nan,64.46,nan,nan
nan,64.46,nan,nan
65.09,65.24,65.25,65.09
64.73,64.80,64.80,64.73
65.29,65.29,65.29,65.12
64.96,64.96,64.96,64.96
nan,64.96,nan,nan
64.46,64.46,64.46,64.46
63.95,64.63,64.63,63.95
65.29,65.32,65.32,65.29
65.10,65.20,65.40,65.04
nan,65.20,nan,nan
64.25,64.48,64.55,64.20
nan,64.48,nan,nan
nan,64.48,nan,nan
65.34,65.40,65.40,65.20
65.55,65.52,65.55,65.48
65.80,66.22,66.22,65.80
66.24,66.24,66.24,66.24
nan,66.24,nan,nan
65.19,65.19,65.19,65.19
65.00,65.00,65.00,65.00
64.49,64.49,64.49,64.49
N/A,N/A,N/A,N/A
nan,64.49,nan,nan
64.60,64.60,64.68,64.60
nan,64.60,nan,nan
nan,64.60,nan,nan
nan,64.60,nan,nan
nan,64.60,nan,nan
64.50,64.62,64.62,64.50
65.25,65.46,66.05,65.25
65.63,65.63,65.63,65.63
nan,65.63,nan,nan
66.06,66.06,66.06,66.06
nan,66.06,nan,nan
nan,66.06,nan,nan
66.07,66.14,66.14,64.70
66.08,66.07,66.08,66.07
nan,66.07,nan,nan
65.57,65.36,65.57,65.36
nan,65.36,nan,nan
nan,65.36,nan,nan
nan,65.36,nan,nan
66.23,66.23,66.23,66.23
nan,66.23,nan,nan
nan,66.23,nan,nan
66.04,65.95,66.04,65.95
66.09,66.09,66.09,66.09
nan,66.09,nan,nan
nan,66.09,nan,nan
66.30,66.10,66.30,66.10
65.77,65.77,66.51,65.77
nan,65.77,nan,nan
66.37,66.37,66.37,66.37
nan,66.37,nan,nan
nan,66.37,nan,nan
nan,66.37,nan,nan
nan,66.37,nan,nan
nan,66.37,nan,nan
62.55,62.50,63.05,62.50
62.50,59.50,63.55,62.50
61.68,60.75,61.68,60.75
nan,60.75,nan,nan
63.63,63.23,63.63,61.66
nan,63.23,nan,nan
63.30,62.89,63.30,62.89
nan,62.89,nan,nan
61.82,61.82,61.82,61.82
nan,61.82,nan,nan
nan,61.82,nan,nan
63.15,63.15,63.15,63.15
62.77,63.33,63.33,62.77
nan,63.33,nan,nan
nan,63.33,nan,nan
nan,63.33,nan,nan
nan,63.33,nan,nan
63.61,63.61,63.61,63.61
nan,63.61,nan,nan
63.54,63.23,63.66,63.23
63.15,63.40,63.40,63.15
62.60,62.60,62.60,62.60
63.35,63.35,63.44,63.35
62.90,62.90,62.90,62.90
nan,62.90,nan,nan
nan,62.90,nan,nan
61.00,61.09,61.09,61.00
62.09,62.09,62.09,62.09
nan,62.09,nan,nan
nan,62.09,nan,nan
63.50,63.50,63.50,63.50
64.00,64.00,64.00,64.00
nan,64.00,nan,nan
nan,64.00,nan,nan
64.50,64.50,64.56,64.44
nan,64.50,nan,nan
nan,64.50,nan,nan
nan,64.50,nan,nan
65.58,65.51,65.58,65.51
64.17,62.83,64.17,62.83
64.29,64.29,64.29,64.29
nan,64.29,nan,nan
nan,64.29,nan,nan
65.04,65.04,65.04,65.04
65.51,65.66,65.66,65.51
nan,65.66,nan,nan
65.62,65.63,65.63,65.53
nan,65.63,nan,nan
65.89,65.89,65.89,65.89
nan,65.89,nan,nan
nan,65.89,nan,nan
nan,65.89,nan,nan
66.00,65.42,66.00,65.42
65.47,65.47,65.47,65.47
nan,65.47,nan,nan
nan,65.47,nan,nan
nan,65.47,nan,nan
nan,65.47,nan,nan
nan,65.47,nan,nan
65.23,65.18,65.23,65.18
nan,65.18,nan,nan
nan,65.18,nan,nan
nan,65.18,nan,nan
nan,65.18,nan,nan
65.75,65.75,65.75,65.75
66.49,66.08,66.49,66.04
nan,66.08,nan,nan
nan,66.08,nan,nan
nan,66.08,nan,nan
65.90,65.90,65.90,65.90
nan,65.90,nan,nan
66.28,66.02,66.28,66.02
nan,66.02,nan,nan
65.91,65.91,65.91,65.91
nan,65.91,nan,nan
65.59,65.59,65.59,65.59
nan,65.59,nan,nan
nan,65.59,nan,nan
nan,65.59,nan,nan
64.06,64.26,64.26,64.04
64.92,64.92,64.92,64.92
65.94,65.94,65.94,65.94
nan,65.94,nan,nan
nan,65.94,nan,nan
nan,65.94,nan,nan
nan,65.94,nan,nan
nan,65.94,nan,nan
65.38,65.38,65.38,65.38
nan,65.38,nan,nan
nan,65.38,nan,nan
nan,65.38,nan,nan
nan,65.38,nan,nan
nan,65.38,nan,nan
nan,65.38,nan,nan
nan,65.38,nan,nan
nan,65.38,nan,nan
nan,65.38,nan,nan
nan,65.38,nan,nan
62.28,62.28,62.28,62.28
62.74,62.74,62.74,62.74
nan,62.74,nan,nan
nan,62.74,nan,nan
62.02,62.02,62.02,62.02
60.67,60.67,60.67,60.67
59.74,59.99,59.99,59.73
nan,59.99,nan,nan
nan,59.99,nan,nan
nan,59.99,nan,nan
nan,59.99,nan,nan
nan,59.99,nan,nan
60.95,61.46,61.46,60.95
nan,61.46,nan,nan
61.44,61.44,61.44,61.44
nan,61.44,nan,nan
60.85,60.85,60.85,60.85
nan,60.85,nan,nan
nan,60.85,nan,nan
59.74,59.74,59.74,59.74
nan,59.74,nan,nan
59.47,59.25,59.47,59.25
60.45,60.45,60.45,60.45
nan,60.45,nan,nan
nan,60.45,nan,nan
nan,60.45,nan,nan
68.16,64.00,68.16,64.00
51.24,62.24,62.24,51.24
nan,62.24,nan,nan
61.45,61.60,61.60,61.45
nan,61.60,nan,nan
64.60,64.60,64.60,63.45
62.64,62.64,62.64,62.64
nan,62.64,nan,nan
62.58,62.58,62.58,62.58
nan,62.58,nan,nan
nan,62.58,nan,nan
63.06,63.06,63.06,63.06
nan,63.06,nan,nan
62.98,63.22,63.22,62.97
63.07,63.23,64.22,63.07
nan,63.23,nan,nan
nan,63.23,nan,nan
62.70,62.70,62.70,62.70
nan,62.70,nan,nan
nan,62.70,nan,nan
nan,62.70,nan,nan
71.41,65.31,71.41,65.31
nan,65.31,nan,nan
nan,65.31,nan,nan
nan,65.31,nan,nan
nan,65.31,nan,nan
nan,65.31,nan,nan
nan,65.31,nan,nan
63.55,63.55,63.55,63.55
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
nan,63.55,nan,nan
65.33,64.75,65.33,64.72
64.91,64.79,64.92,64.66
64.74,64.75,65.56,64.74
nan,64.75,nan,nan
64.96,65.06,65.06,64.96
nan,65.06,nan,nan
nan,65.06,nan,nan
nan,65.06,nan,nan
63.94,63.94,63.94,63.94
nan,63.94,nan,nan
nan,63.94,nan,nan
nan,63.94,nan,nan
nan,63.94,nan,nan
nan,63.94,nan,nan
nan,63.94,nan,nan
nan,63.94,nan,nan
nan,63.94,nan,nan
64.82,64.77,64.86,64.65
nan,64.77,nan,nan
nan,64.77,nan,nan
64.30,64.19,64.30,64.19
nan,64.19,nan,nan
nan,64.19,nan,nan
nan,64.19,nan,nan
nan,64.19,nan,nan
nan,64.19,nan,nan
nan,64.19,nan,nan
nan,64.19,nan,nan
65.44,65.44,65.44,65.44
nan,65.44,nan,nan
nan,65.44,nan,nan
nan,65.44,nan,nan
nan,65.44,nan,nan
65.68,65.68,65.68,65.68
nan,65.68,nan,nan
nan,65.68,nan,nan
nan,65.68,nan,nan
nan,65.68,nan,nan
nan,65.68,nan,nan
65.78,65.78,65.78,65.78
nan,65.78,nan,nan
nan,65.78,nan,nan
nan,65.78,nan,nan
nan,65.78,nan,nan
65.89,65.00,65.89,64.86
64.83,64.28,64.83,64.23
65.55,64.66,65.55,64.60
66.20,66.05,66.30,65.75
66.68,66.74,66.88,66.15
67.14,66.45,67.24,66.45
67.12,66.50,67.20,66.18
66.96,66.71,67.22,66.49
67.29,66.78,67.29,66.68
67.00,67.00,67.34,66.70
67.47,67.16,67.50,66.85
66.97,66.97,66.97,66.97
67.44,67.10,67.44,66.73
nan,67.10,nan,nan
nan,67.10,nan,nan
nan,67.10,nan,nan
67.21,66.41,67.21,66.39
66.49,66.79,66.79,66.49
nan,66.79,nan,nan
67.35,66.90,67.48,66.66
67.05,66.87,67.05,66.87
67.32,66.80,67.32,66.66
66.55,67.00,67.41,66.55
nan,67.00,nan,nan
nan,67.00,nan,nan
67.17,67.08,67.17,67.00
nan,67.08,nan,nan
nan,67.08,nan,nan
66.72,66.72,66.72,66.72
nan,66.72,nan,nan
N/A,N/A,N/A,N/A
67.22,67.13,67.22,67.13
67.35,67.35,67.35,67.35
nan,67.35,nan,nan
nan,67.35,nan,nan
nan,67.35,nan,nan
67.24,67.24,67.24,67.24
67.38,67.38,67.38,67.38
nan,67.38,nan,nan
nan,67.38,nan,nan
nan,67.38,nan,nan
nan,67.38,nan,nan
66.96,66.96,66.96,66.96
66.88,67.52,67.52,66.88
nan,67.52,nan,nan
nan,67.52,nan,nan
nan,67.52,nan,nan
nan,67.52,nan,nan
67.26,67.83,67.94,67.26
nan,67.83,nan,nan
nan,67.83,nan,nan
nan,67.83,nan,nan
nan,67.83,nan,nan
nan,67.83,nan,nan
nan,67.83,nan,nan
nan,67.83,nan,nan
nan,67.83,nan,nan
nan,67.83,nan,nan
nan,67.83,nan,nan
67.09,66.93,67.09,66.93
nan,66.93,nan,nan
nan,66.93,nan,nan
68.14,68.14,68.14,68.14
67.43,67.51,67.51,67.42
nan,67.51,nan,nan
nan,67.51,nan,nan
nan,67.51,nan,nan
67.27,67.27,67.27,67.27
nan,67.27,nan,nan
nan,67.27,nan,nan
nan,67.27,nan,nan
nan,67.27,nan,nan
nan,67.27,nan,nan
nan,67.27,nan,nan
nan,67.27,nan,nan
nan,67.27,nan,nan
nan,67.27,nan,nan
67.53,67.43,67.53,67.43
nan,67.43,nan,nan
67.48,67.41,67.48,67.41
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
nan,67.41,nan,nan
68.13,68.06,68.13,68.06
nan,68.06,nan,nan
68.53,68.62,68.62,68.53
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
nan,68.62,nan,nan
69.71,69.71,69.71,69.71
nan,69.71,nan,nan
nan,69.71,nan,nan
nan,69.71,nan,nan
69.38,69.38,69.38,69.38
70.66,70.66,70.66,70.66
nan,70.66,nan,nan
nan,70.66,nan,nan
69.83,69.83,69.83,69.83
69.81,70.26,70.26,69.67
nan,70.26,nan,nan
70.18,70.25,70.40,70.18
70.47,70.34,70.47,70.25
nan,70.34,nan,nan
nan,70.34,nan,nan
nan,70.34,nan,nan
69.98,69.73,70.33,69.73
nan,69.73,nan,nan
nan,69.73,nan,nan
nan,69.73,nan,nan
nan,69.73,nan,nan
69.45,69.73,69.73,69.45
nan,69.73,nan,nan
70.21,70.11,70.21,70.11
70.13,70.13,70.13,70.13
70.31,70.31,70.42,70.31
nan,70.31,nan,nan
nan,70.31,nan,nan
nan,70.31,nan,nan
nan,70.31,nan,nan
nan,70.31,nan,nan
