WTM,White Mountains Insurance Group,NASDAQ
312.81,309.89,318.27,309.89
314.20,327.89,328.24,314.20
328.70,326.80,333.80,326.07
325.00,326.70,330.04,324.42
327.38,334.50,334.50,326.15
332.40,324.30,333.98,323.31
318.00,319.50,324.99,318.00
323.22,320.41,325.35,320.39
324.00,323.34,325.98,320.00
325.01,318.10,325.12,318.03
322.00,324.68,328.47,320.00
322.98,322.40,323.13,319.50
322.95,333.76,336.37,320.74
334.99,339.80,341.86,334.00
338.75,343.80,345.98,338.75
343.49,339.12,345.45,337.88
335.33,341.75,342.22,335.33
344.51,340.73,344.51,339.53
339.45,338.00,341.17,337.25
338.50,332.73,338.96,332.60
329.05,330.75,335.49,329.05
330.24,340.00,344.98,330.24
336.00,337.85,341.67,336.00
333.00,330.38,334.80,329.58
330.35,324.20,330.89,322.55
325.41,325.50,325.50,320.30
328.09,323.40,329.51,323.01
326.26,325.00,326.26,321.46
327.25,325.61,327.25,321.87
326.00,328.41,328.95,325.40
328.02,331.70,331.90,327.65
331.85,328.18,331.85,327.90
330.00,333.00,333.88,330.00
330.15,331.12,331.70,329.01
331.28,327.77,331.93,327.77
327.41,320.85,328.00,320.85
321.85,326.81,328.10,321.85
324.02,326.12,326.12,322.40
328.58,318.38,328.58,318.38
321.00,328.11,330.00,320.56
328.90,329.00,330.21,328.00
329.90,331.80,331.80,329.14
331.80,330.75,332.46,330.18
330.75,325.45,330.83,325.17
326.30,325.90,327.00,323.40
320.00,314.05,321.46,314.05
317.33,320.00,320.00,314.63
319.60,318.50,321.90,317.75
317.04,320.70,321.69,317.04
320.12,320.00,322.71,318.30
318.90,320.50,321.93,318.36
320.72,323.50,323.50,320.30
321.50,316.25,323.33,316.25
312.72,309.00,313.70,309.00
306.90,307.25,311.49,305.05
305.50,306.28,310.00,305.50
306.00,306.90,307.00,305.49
308.50,308.50,309.94,308.43
304.02,308.18,309.24,304.02
308.05,306.45,309.63,306.45
306.19,303.71,306.19,303.00
306.38,303.19,307.00,303.10
300.75,297.22,301.99,297.22
295.30,301.96,302.36,294.91
301.76,299.10,304.00,299.00
302.00,305.92,305.92,302.00
305.30,301.56,307.10,301.56
301.47,303.58,304.00,300.00
304.90,312.20,312.68,301.00
311.73,312.00,313.15,306.07
314.31,316.55,317.60,311.76
315.00,311.01,315.39,311.01
310.70,312.17,314.92,310.53
316.00,311.96,316.00,310.11
313.00,310.63,313.41,310.63
312.00,310.89,314.00,307.07
309.36,308.22,310.13,307.00
309.00,309.60,312.64,309.00
309.00,309.37,311.49,308.00
310.00,313.10,313.10,309.50
311.50,315.90,316.95,310.85
315.15,313.16,317.67,313.16
314.36,310.06,314.91,310.06
308.16,306.25,309.24,306.01
309.00,309.00,310.00,307.50
307.51,306.37,309.96,306.37
306.93,311.84,311.84,305.04
310.77,310.55,311.79,309.29
311.53,308.46,312.30,308.46
311.24,311.36,311.50,307.48
310.77,309.03,310.77,307.34
311.37,310.74,312.44,307.29
309.60,307.56,309.83,307.45
309.00,308.50,310.19,307.77
309.00,311.74,313.72,308.50
311.03,311.01,313.24,311.01
311.00,313.15,313.15,310.50
313.74,311.47,313.74,310.15
311.74,312.33,314.25,311.64
314.06,318.30,318.30,313.00
319.50,321.25,322.83,318.99
317.50,318.22,319.88,317.50
319.00,319.60,320.43,317.56
316.50,317.50,321.37,316.50
317.25,320.00,320.49,317.25
320.05,321.50,323.90,320.05
319.00,321.87,326.24,318.99
322.00,319.88,323.00,318.20
319.58,317.35,319.58,316.23
319.61,319.20,323.50,318.29
321.54,321.80,322.06,318.52
322.65,324.10,325.15,321.99
323.78,318.36,323.78,316.01
320.83,325.89,325.89,319.16
325.00,324.80,325.00,323.00
323.00,318.26,323.00,318.26
318.01,313.19,318.03,313.19
313.20,320.33,320.82,313.20
319.00,318.19,320.52,318.19
319.67,320.06,320.85,319.11
320.50,322.45,322.52,320.00
320.31,318.32,322.17,317.61
319.10,318.53,320.38,317.49
320.77,319.20,321.37,318.72
318.17,322.00,322.10,318.17
319.70,321.00,322.09,319.70
318.25,318.90,321.75,318.25
320.45,322.38,323.10,320.45
321.02,320.50,322.00,319.52
320.15,321.66,321.66,318.53
317.75,317.50,319.24,314.82
320.89,315.00,320.89,314.80
314.17,320.15,320.15,314.17
318.00,316.50,319.11,315.86
316.10,313.73,316.45,313.31
314.77,314.99,315.96,314.01
315.43,314.86,315.98,313.73
315.53,315.56,316.98,313.90
315.60,317.62,317.62,314.13
317.50,320.51,321.33,317.50
320.40,324.45,324.68,320.40
322.70,323.26,324.55,322.03
323.28,324.00,325.65,323.28
325.12,327.00,329.21,324.73
328.44,329.70,332.00,328.44
331.00,331.44,331.44,330.26
332.91,336.16,336.16,332.56
335.21,334.43,336.24,334.43
332.33,336.20,336.20,332.33
335.38,336.60,336.93,335.38
337.50,338.00,338.00,336.49
338.65,337.12,338.65,336.82
335.80,335.60,338.35,335.00
338.89,343.76,343.76,338.89
343.00,344.21,345.09,341.45
342.57,344.84,346.90,342.57
344.27,342.95,345.75,342.95
344.50,345.85,346.95,344.50
344.90,344.80,345.56,344.20
345.14,350.24,350.24,344.66
351.63,352.33,352.33,350.42
351.61,349.04,351.99,349.04
348.07,347.42,349.04,347.36
347.02,345.35,348.18,345.35
345.00,340.50,345.50,340.50
340.00,347.99,347.99,340.00
349.35,342.91,349.35,341.25
342.00,343.15,343.98,342.00
342.10,342.11,343.95,341.01
340.86,343.61,344.78,340.86
342.41,342.73,345.55,342.41
343.00,341.25,343.22,340.68
340.00,340.00,342.89,340.00
340.97,343.43,343.80,340.35
341.12,341.50,342.95,341.12
340.50,347.18,347.18,340.50
346.21,350.87,352.00,346.00
350.45,360.23,360.90,350.01
359.23,363.37,363.78,359.23
362.55,363.53,363.69,360.05
362.40,365.00,365.13,362.40
364.20,366.05,367.99,364.20
365.10,364.50,365.51,363.64
363.02,363.90,364.65,361.96
363.89,365.67,365.67,363.43
364.11,368.25,368.25,363.20
368.25,370.25,371.00,366.83
367.00,365.60,370.75,365.60
367.02,363.13,369.12,363.13
363.99,363.60,365.74,362.08
364.78,378.50,378.84,364.00
378.45,379.75,379.75,373.00
379.00,375.64,380.00,372.25
374.15,370.57,374.18,370.14
372.31,378.96,381.25,372.00
378.86,373.50,378.86,373.50
374.13,375.03,375.03,372.50
375.60,372.80,376.33,372.80
374.02,372.17,374.58,372.00
368.34,367.00,368.86,367.00
360.00,363.53,363.53,360.00
362.28,363.55,366.00,362.28
361.01,355.00,361.01,354.18
353.50,351.18,353.97,350.56
353.00,352.50,355.74,351.50
356.00,363.50,363.50,355.99
365.47,363.65,365.66,360.00
363.65,360.00,363.65,359.65
359.54,360.33,360.33,357.92
360.27,362.93,362.93,360.27
361.78,367.07,368.96,360.80
366.26,365.21,367.83,365.21
366.00,364.70,366.52,364.01
365.00,362.00,365.00,360.33
360.86,364.20,364.20,360.86
363.57,367.01,367.01,363.57
366.28,369.97,369.97,366.28
369.00,368.05,371.06,368.05
368.15,372.87,373.00,368.12
372.47,370.88,372.60,369.65
370.86,370.58,371.50,369.99
370.25,375.07,375.07,370.25
373.55,374.99,374.99,373.00
374.94,370.84,375.82,370.84
369.89,371.93,372.50,369.89
371.06,368.88,371.06,368.88
367.62,369.97,370.56,367.62
371.45,365.97,372.47,365.35
367.90,370.45,370.52,367.42
371.80,368.34,371.80,365.63
367.99,363.74,367.99,363.03
365.26,360.00,366.21,359.28
359.03,354.91,359.25,351.03
354.91,359.99,360.42,353.42
359.15,357.51,361.39,356.50
358.57,352.82,358.57,350.00
350.78,352.09,353.28,349.75
350.78,346.50,350.78,346.50
347.00,359.29,360.76,347.00
360.59,353.92,364.57,352.36
354.40,350.46,354.40,349.71
350.01,353.55,354.44,349.34
353.27,349.03,354.27,348.48
347.74,349.60,350.44,346.64
350.22,349.01,352.00,349.01
347.53,347.11,352.01,346.91
345.62,343.63,346.57,343.63
365.68,395.18,397.69,365.68
396.15,396.00,396.72,393.16
394.39,392.55,399.75,391.79
392.14,390.54,395.94,387.43
390.90,394.59,400.00,390.02
393.95,392.00,394.43,389.18
394.98,402.00,404.93,392.08
402.02,407.20,410.61,401.70
405.50,409.50,409.84,401.30
409.00,406.24,413.98,403.78
406.68,405.86,407.88,402.22
395.00,406.00,407.29,395.00
404.00,394.93,404.00,394.93
395.35,401.93,402.69,395.01
401.80,402.62,403.56,400.00
402.74,402.36,403.79,401.08
400.51,403.00,403.72,400.51
403.69,402.66,403.69,401.71
404.00,402.00,406.12,402.00
399.62,399.90,402.80,399.62
400.51,404.98,404.98,399.90
406.79,397.31,408.02,395.01
397.01,396.91,398.31,395.41
398.35,398.51,400.00,395.36
397.95,398.15,401.70,397.26
396.01,401.74,407.79,394.50
403.23,403.00,405.99,400.98
401.58,406.05,406.97,401.58
407.10,406.88,407.78,406.33
409.50,423.60,423.73,408.40
423.61,420.16,428.24,417.29
422.60,430.50,430.50,418.03
429.00,415.80,429.00,414.74
412.85,415.00,420.11,412.85
416.15,419.00,420.12,415.31
416.08,416.74,418.52,415.00
415.11,416.24,419.06,413.72
414.88,416.74,417.61,414.02
418.75,416.35,418.75,414.89
417.00,416.52,418.69,416.43
419.00,416.11,419.00,415.45
416.50,421.22,422.39,415.36
422.72,424.30,426.71,422.57
426.00,422.54,429.24,422.54
422.03,431.32,431.32,421.04
429.15,426.83,430.65,426.83
422.71,426.28,427.62,422.71
424.00,425.46,427.08,424.00
422.25,419.81,426.15,419.81
420.50,421.12,426.00,420.01
421.25,421.39,427.62,418.50
425.00,424.00,427.95,423.04
422.60,425.39,438.25,422.60
427.30,421.02,428.33,418.00
420.68,405.00,421.29,404.08
407.35,403.15,407.55,396.56
398.00,377.00,404.93,377.00
380.21,413.39,413.39,380.21
408.00,391.00,411.90,391.00
393.99,411.25,411.56,391.56
415.00,405.00,421.55,405.00
406.12,409.29,413.84,406.07
405.89,403.00,411.07,402.42
407.00,410.02,414.26,407.00
403.50,401.11,406.62,399.99
397.76,408.06,409.39,397.76
415.74,397.85,415.74,395.03
399.09,401.83,402.86,398.50
401.92,403.70,405.96,398.71
403.00,395.75,403.00,395.68
394.75,394.81,398.82,392.05
396.32,400.00,404.82,396.00
398.44,398.00,401.76,398.00
399.91,400.00,404.26,399.01
400.31,396.11,402.32,396.00
393.34,393.70,396.02,392.00
391.02,391.91,393.39,390.50
394.66,392.80,396.14,392.60
393.65,390.50,394.00,390.50
390.00,390.15,393.07,389.00
386.75,393.75,395.98,386.75
396.00,394.00,396.00,393.36
395.00,402.32,403.75,393.50
405.00,408.30,410.48,400.21
407.23,407.02,413.38,404.17
396.00,400.00,404.50,396.00
400.00,403.00,410.32,399.14
401.60,397.27,405.15,397.00
394.00,394.02,395.71,390.01
394.30,393.50,398.16,392.29
394.50,405.94,405.94,392.64
410.47,398.42,410.47,397.12
401.93,396.00,401.93,395.62
402.83,404.90,405.95,396.75
403.00,405.75,406.26,400.00
405.51,403.90,407.38,400.75
403.50,414.45,414.74,395.37
413.49,406.73,414.45,401.00
403.64,412.45,412.45,401.03
408.45,398.21,408.45,395.03
400.95,406.06,407.36,400.12
404.91,400.84,405.86,397.67
402.00,406.02,406.70,400.96
403.73,411.12,411.77,403.73
415.50,420.45,422.19,413.50
417.04,414.78,421.95,414.78
414.78,417.00,422.00,414.78
415.99,413.85,418.31,413.05
415.00,415.00,415.96,413.30
418.01,420.75,420.75,414.76
419.57,423.61,424.00,419.50
422.05,415.00,422.99,414.52
417.47,418.00,419.48,417.11
421.75,435.85,435.85,418.50
434.00,429.54,434.00,424.99
426.04,420.00,432.88,420.00
414.80,415.65,422.10,410.65
420.38,424.55,424.55,417.00
428.05,430.23,431.05,424.30
425.60,424.54,428.95,424.42
423.29,427.99,431.35,423.29
427.53,428.35,429.67,426.00
423.92,426.50,427.80,423.55
429.99,429.50,429.99,424.86
430.01,428.98,431.00,427.63
429.97,423.00,429.97,422.95
422.95,421.53,423.00,413.95
421.75,418.90,424.30,418.40
420.23,421.12,424.13,419.21
423.42,423.19,425.10,423.05
420.00,416.00,424.64,416.00
420.00,413.31,422.92,413.31
413.14,407.44,416.50,407.44
408.98,412.00,413.20,405.71
419.19,417.60,419.25,413.01
416.70,411.72,416.70,407.80
417.90,424.40,424.40,411.67
418.49,422.51,425.00,418.35
424.17,425.58,427.00,422.51
425.55,430.70,437.99,425.45
431.98,433.90,436.00,429.58
435.50,438.48,438.48,435.50
434.35,437.27,440.00,434.35
439.00,440.00,440.00,435.43
439.59,437.02,439.59,436.15
438.01,438.94,438.94,436.50
436.50,437.00,440.71,434.00
438.05,429.66,440.25,429.66
433.73,427.06,433.73,422.06
425.81,422.50,430.86,420.07
425.27,439.69,441.40,425.27
437.51,445.21,445.21,437.51
446.20,448.42,448.42,440.78
449.24,447.75,449.50,444.82
448.40,452.70,452.70,448.40
452.53,447.80,452.53,447.00
448.24,450.00,452.00,447.88
450.00,453.46,453.79,450.00
456.00,455.84,457.50,453.11
453.28,452.71,457.50,452.71
452.55,452.74,454.25,450.51
452.00,445.15,452.00,441.60
445.00,451.41,453.25,443.51
453.22,459.98,459.98,453.22
460.00,459.98,460.00,457.81
459.32,462.84,462.84,457.90
458.00,453.47,460.72,453.10
455.38,439.94,456.95,436.54
438.22,449.14,450.50,438.01
449.12,449.67,455.35,447.86
449.00,450.30,452.13,446.56
449.02,449.00,450.69,448.00
447.00,448.55,449.63,445.38
447.18,446.61,447.84,441.67
448.75,453.75,455.40,446.99
450.69,457.16,458.00,450.69
455.60,454.64,460.87,453.86
455.18,451.24,455.18,444.15
452.33,453.38,455.02,448.07
452.91,458.48,458.48,452.91
464.79,472.50,472.97,464.79
472.49,472.51,474.00,471.48
463.00,472.71,473.00,461.01
470.00,468.10,473.29,467.45
467.31,474.86,475.91,467.31
473.03,467.03,474.91,465.60
468.91,468.00,472.01,464.69
466.25,465.67,467.49,462.56
469.02,470.70,477.75,468.02
473.59,478.57,478.99,472.73
477.93,481.00,483.00,474.43
481.67,483.87,484.45,480.73
480.18,481.76,486.31,477.00
493.06,496.15,504.03,493.06
495.30,498.45,499.25,495.30
496.58,498.32,499.98,496.58
498.00,496.06,498.00,495.85
498.00,496.22,498.01,496.05
495.36,498.63,498.63,495.36
497.91,496.95,498.14,496.16
497.01,498.20,498.42,497.00
496.31,496.31,497.92,496.17
497.30,498.50,498.50,496.59
498.00,498.00,498.00,497.08
498.00,498.78,499.00,497.03
498.03,497.17,498.11,497.17
498.45,499.80,499.80,497.80
497.67,499.07,499.80,497.67
499.68,498.85,499.68,498.14
498.20,498.70,498.98,498.01
498.64,499.90,499.90,498.33
499.60,498.71,499.60,498.50
499.75,499.12,499.79,499.06
498.16,498.50,499.49,498.16
499.00,505.40,505.40,499.00
505.00,511.63,511.63,505.00
509.56,502.50,518.80,502.50
506.25,510.25,515.77,501.01
506.50,502.50,506.93,501.00
503.00,501.72,505.63,500.39
500.75,511.25,512.12,500.75
509.85,508.00,511.42,503.43
506.00,501.06,508.20,501.06
502.85,509.50,509.89,502.00
505.25,510.04,510.72,505.25
509.00,505.28,512.60,504.14
506.55,510.94,513.75,506.55
510.00,515.33,515.33,510.00
515.14,515.25,517.45,513.00
517.90,521.55,521.66,516.51
522.00,523.00,524.99,522.00
524.75,524.55,527.98,523.10
523.52,519.70,526.00,519.57
521.54,517.77,524.36,513.27
515.20,518.00,521.23,511.21
520.91,521.93,522.33,516.55
525.00,518.60,527.25,517.00
519.89,522.67,524.17,518.50
522.85,530.72,531.74,521.20
528.71,523.00,531.83,522.68
524.80,526.13,526.13,520.90
523.00,523.32,525.80,520.23
525.24,523.45,526.82,522.36
523.45,523.74,525.63,516.00
522.29,529.27,529.27,518.78
528.00,541.00,541.00,527.48
539.91,539.55,544.01,537.10
543.85,547.67,549.98,540.61
545.91,539.02,548.00,537.30
538.96,535.01,539.54,535.01
538.79,538.37,543.89,538.37
538.15,538.98,542.94,536.74
537.49,533.31,538.49,531.63
536.89,525.10,537.04,524.60
515.00,523.42,525.73,512.02
524.00,526.10,528.23,520.67
522.06,519.00,523.21,514.96
515.30,530.00,530.00,513.70
531.16,521.27,537.50,519.91
525.50,523.96,531.98,521.29
522.00,517.15,522.01,516.27
513.88,515.02,519.04,513.88
514.72,513.50,517.74,512.62
513.10,512.55,513.10,503.72
510.86,512.32,512.75,505.80
512.32,518.00,518.00,508.01
515.54,514.70,518.98,514.70
514.70,512.02,514.80,508.60
514.00,507.32,514.00,505.00
506.15,513.05,513.05,505.01
510.91,505.92,510.94,500.09
506.01,501.30,509.41,501.27
500.87,502.38,509.00,500.09
500.25,503.80,506.50,500.25
504.01,509.91,509.91,504.01
511.55,509.00,511.89,506.56
508.90,500.54,508.92,500.54
500.59,501.00,504.97,500.44
500.02,495.05,500.99,495.05
496.16,500.60,502.98,496.16
501.19,508.08,508.08,500.01
506.98,507.64,507.64,503.02
507.62,521.75,521.75,507.15
519.98,525.04,525.04,518.70
524.39,523.11,526.69,522.56
510.25,520.55,528.97,504.06
520.94,521.63,521.99,519.40
520.06,520.85,524.04,518.31
522.00,522.63,523.85,519.44
522.00,535.05,536.08,522.00
535.91,533.87,537.55,530.01
534.05,534.69,538.81,532.57
531.41,531.03,533.40,529.01
530.05,534.70,534.70,530.05
534.01,535.00,536.30,531.77
534.25,534.00,536.88,528.15
532.68,529.00,534.07,529.00
527.05,530.94,536.44,522.40
529.23,522.48,531.93,522.48
520.36,525.37,528.90,518.20
530.00,532.94,533.57,528.32
534.18,527.93,534.18,525.10
526.91,510.69,526.91,509.90
511.17,510.59,514.86,508.95
513.55,513.18,516.99,511.08
510.00,512.99,514.01,508.00
514.40,510.80,515.56,510.80
513.48,516.50,517.94,512.53
517.93,516.96,518.95,511.35
513.88,515.45,515.45,510.50
515.00,513.58,515.97,509.01
514.57,523.00,523.39,511.20
522.00,523.69,524.56,520.00
525.00,516.52,525.00,516.52
517.00,515.43,517.86,513.97
519.00,517.88,520.00,515.02
516.92,523.00,525.00,516.39
521.60,530.00,530.00,521.60
530.00,522.08,530.00,522.08
523.12,520.00,523.12,520.00
518.00,515.48,518.00,515.48
514.07,511.76,515.00,511.22
511.90,513.48,514.24,510.50
516.00,511.89,516.00,511.01
512.36,512.37,512.60,510.69
512.01,516.55,516.55,512.01
515.90,520.34,523.00,515.90
522.50,528.37,529.81,522.50
528.17,527.61,529.72,527.00
530.15,529.75,530.15,529.28
530.00,528.93,530.00,528.03
528.24,527.46,528.24,519.39
529.83,534.58,534.89,529.83
535.05,534.63,537.85,532.11
530.31,522.59,530.91,520.31
523.34,529.00,529.00,521.00
529.63,530.14,531.65,527.95
529.89,533.55,533.55,527.28
533.52,527.26,533.92,527.26
527.49,525.00,528.97,525.00
527.23,521.25,528.22,521.25
523.93,520.00,523.93,518.63
522.37,515.61,522.37,514.34
515.03,509.60,516.39,509.60
511.00,516.50,518.96,511.00
516.73,513.34,518.04,512.21
515.85,514.59,517.75,512.41
513.02,515.95,516.42,513.02
513.50,513.99,518.26,512.67
513.92,522.70,522.91,513.92
520.49,524.90,526.49,519.22
523.32,523.32,523.32,519.98
521.79,511.94,521.98,511.21
511.37,517.02,517.02,511.14
519.50,513.53,519.50,512.89
515.54,514.50,517.17,514.50
516.80,516.25,516.80,513.02
519.55,513.26,519.55,512.06
514.80,510.98,516.70,509.51
511.48,519.13,523.82,511.48
517.45,514.11,518.65,513.76
514.48,512.50,516.33,512.50
513.55,513.01,515.70,511.60
517.11,514.66,518.45,513.18
513.18,514.00,514.41,511.52
510.70,512.30,512.50,510.70
512.30,512.70,515.45,509.24
513.97,514.34,514.34,511.00
513.06,514.00,516.95,508.82
514.31,511.50,516.93,511.50
511.21,516.50,517.00,510.52
514.94,508.99,516.46,508.87
511.93,514.75,519.10,508.00
514.35,517.67,518.89,512.02
512.81,513.40,516.30,512.02
508.91,510.18,513.00,508.91
510.30,510.80,512.99,509.10
509.34,513.73,514.00,509.00
513.03,508.66,513.03,507.53
509.73,508.76,509.73,506.07
506.48,509.50,509.50,505.46
510.22,514.18,515.38,505.20
512.60,516.69,516.69,512.60
516.40,514.90,517.75,513.86
514.80,517.87,517.87,514.80
517.00,511.19,517.00,511.18
511.38,512.06,513.10,510.30
513.85,515.26,516.00,508.56
513.61,517.12,519.45,509.87
518.00,516.97,520.20,514.01
517.66,517.35,517.66,514.00
516.61,519.01,519.01,515.14
518.71,520.00,520.00,515.81
514.02,519.92,521.40,514.02
520.00,520.00,520.00,518.70
518.14,519.41,520.00,517.07
518.22,515.00,518.50,511.56
517.15,518.49,520.00,516.07
518.26,519.60,519.95,517.35
520.00,520.02,524.10,518.55
523.30,524.68,526.00,520.39
525.00,522.90,525.00,517.83
515.22,514.65,520.24,514.63
516.20,513.44,516.20,513.44
513.64,513.00,515.99,512.06
514.79,512.10,514.79,511.47
512.48,512.26,513.34,511.14
511.21,515.00,515.80,511.21
518.89,523.50,524.57,515.03
523.98,530.57,533.00,523.98
532.00,534.98,536.95,531.40
535.00,535.90,537.06,532.01
535.99,535.49,538.03,534.16
537.00,539.60,541.65,534.25
537.67,542.00,543.67,537.67
542.00,544.25,544.46,541.00
543.11,544.16,545.00,541.50
544.43,541.56,544.43,540.18
542.59,533.47,542.59,530.05
535.19,528.74,537.68,525.01
525.00,532.99,533.78,523.00
531.03,543.92,544.34,531.00
546.28,545.79,549.00,542.82
546.80,543.99,548.00,542.01
546.19,544.53,546.95,543.61
545.00,546.80,548.44,544.17
546.50,552.43,552.52,545.46
550.28,544.06,550.28,542.58
542.53,550.66,551.47,539.01
554.00,562.25,562.50,553.02
558.25,555.25,562.24,554.31
557.45,556.00,558.94,554.00
553.00,553.64,555.61,550.10
553.23,556.55,557.78,553.23
553.48,562.25,562.25,553.37
561.38,564.08,564.43,558.55
565.01,567.50,568.40,563.01
568.00,567.10,572.93,567.10
565.00,563.00,567.74,563.00
567.51,564.51,567.51,563.00
564.75,564.00,566.08,562.22
564.50,563.01,572.97,561.01
562.82,566.00,567.68,562.82
568.00,567.34,570.69,566.02
567.33,557.11,568.00,554.45
556.97,551.00,558.22,545.66
550.26,562.60,565.35,543.52
560.66,565.00,567.72,560.66
564.78,566.85,567.49,564.00
565.94,565.00,567.00,562.82
567.12,569.75,570.00,567.00
571.00,572.50,574.63,570.00
569.57,551.71,569.75,545.00
552.30,560.04,561.79,549.50
557.00,549.41,560.00,541.00
545.41,544.30,548.00,542.03
546.92,554.90,557.63,543.00
554.44,563.57,567.00,553.70
569.95,579.31,579.73,561.55
574.65,571.83,581.44,571.83
571.75,573.73,578.00,571.50
572.88,562.14,576.00,561.56
563.00,566.25,568.56,559.21
569.75,570.15,576.72,567.35
566.15,565.41,567.50,562.88
564.00,567.55,567.55,560.19
569.00,566.21,572.45,562.62
571.20,567.12,575.00,567.11
569.50,569.00,571.12,566.02
569.39,571.01,573.78,567.02
569.10,566.30,570.92,566.30
566.35,576.32,576.32,566.00
573.98,576.65,580.00,571.98
576.73,579.00,583.88,572.50
580.00,580.03,582.62,576.93
578.25,579.02,586.00,575.14
576.15,581.90,583.49,573.11
581.27,580.97,582.68,579.00
581.58,579.45,582.97,577.60
579.45,587.16,588.77,575.50
586.81,571.00,589.00,567.51
567.75,568.10,570.41,561.79
570.00,568.00,572.00,565.17
571.49,570.58,574.37,568.99
569.50,577.90,577.90,569.50
579.46,582.00,584.97,575.25
585.96,580.00,585.96,577.43
577.51,581.00,581.00,575.00
581.00,576.00,581.39,575.00
574.93,578.31,581.00,574.09
580.00,573.57,582.12,572.00
573.15,565.03,576.95,564.04
567.17,569.85,573.60,562.45
567.35,576.36,579.84,567.35
575.99,581.65,582.99,571.67
583.50,592.68,594.00,582.46
589.38,588.63,593.50,588.51
591.47,594.48,594.48,587.66
591.00,585.69,593.12,585.39
587.00,588.69,594.81,586.00
584.69,608.25,609.97,584.69
609.46,606.56,615.00,605.86
609.96,606.80,609.96,604.00
605.02,606.80,609.50,603.15
607.00,607.40,608.00,604.15
606.75,601.75,608.00,594.00
600.90,604.27,606.00,594.74
604.00,602.03,604.30,598.95
600.14,610.50,610.50,600.07
607.04,605.50,608.40,604.44
603.02,600.00,605.08,600.00
601.99,591.17,603.00,591.17
593.08,598.69,599.99,589.60
600.00,592.96,600.00,591.05
597.40,585.03,597.40,583.01
580.61,588.02,588.97,580.61
597.10,593.52,597.10,587.89
590.00,590.91,592.00,585.31
589.25,583.01,591.00,583.01
582.00,576.85,584.36,576.45
580.00,574.60,580.00,573.00
572.31,568.65,572.31,567.00
572.65,575.00,575.00,570.18
575.00,575.50,576.01,565.00
572.70,574.36,575.00,572.49
570.00,574.15,575.00,568.12
