PRGO,Perrigo Company plc Ordinary Shares,NASDAQ
119.79,118.45,119.79,118.14
119.25,119.61,119.78,118.21
118.88,118.50,119.55,117.89
119.55,118.79,119.55,117.78
119.14,119.60,120.12,118.86
119.86,120.88,120.94,119.52
120.86,121.00,121.96,119.95
121.19,121.94,122.55,120.60
121.47,122.01,122.26,120.94
121.84,122.13,122.30,120.99
122.15,123.77,123.95,121.64
124.40,124.32,124.56,123.37
125.09,126.42,126.71,124.70
126.51,127.84,128.03,126.51
128.57,128.21,129.08,127.57
128.64,128.49,129.00,127.70
128.26,128.33,128.50,126.73
128.66,127.95,128.66,126.88
128.46,127.85,128.82,127.52
127.95,128.99,129.11,127.77
128.32,129.37,133.49,128.24
129.53,130.19,130.60,128.92
130.17,129.28,130.28,129.13
129.55,130.01,130.71,129.47
129.53,132.37,132.55,129.11
132.22,134.23,134.31,131.35
129.90,125.17,131.11,122.99
127.71,126.21,128.50,125.30
126.88,124.39,127.17,124.20
125.52,125.41,126.68,125.21
125.40,128.39,128.39,124.71
128.48,127.21,128.48,127.05
127.35,127.89,128.48,127.06
127.81,128.49,128.70,127.69
128.38,128.93,129.18,127.62
129.43,128.37,129.43,128.20
128.10,128.30,128.71,128.04
127.98,127.64,128.23,127.05
127.84,126.42,128.07,125.96
124.00,122.31,124.82,122.00
120.23,120.00,120.98,119.28
120.26,118.74,120.91,118.50
119.26,119.02,119.51,118.11
118.40,118.50,119.48,118.36
118.50,119.78,119.91,118.46
120.31,119.38,120.31,119.15
119.30,119.22,119.93,118.82
117.91,116.83,117.99,116.28
116.36,118.26,118.79,115.94
118.31,121.04,121.49,117.80
120.61,121.55,121.67,119.84
122.23,122.00,122.50,121.20
122.24,123.73,124.11,122.03
124.03,123.38,124.03,122.50
123.50,123.94,124.50,122.42
123.59,123.23,124.41,122.23
123.70,123.74,124.04,123.08
123.50,123.58,124.24,123.05
123.27,122.92,124.00,122.83
123.41,123.44,123.76,122.94
124.34,123.91,124.99,123.75
124.29,124.64,124.92,124.20
124.50,125.00,125.06,123.23
125.61,125.33,126.02,124.99
125.93,124.98,126.22,124.91
125.17,124.44,125.26,123.97
124.36,124.36,125.24,124.05
124.60,123.14,124.67,123.08
123.28,122.86,124.09,122.50
122.25,123.70,124.13,122.12
123.14,123.38,124.35,122.56
123.35,125.20,125.29,123.11
125.01,125.11,125.40,124.30
125.88,125.21,126.47,124.84
125.56,129.05,129.14,125.32
129.04,129.20,129.91,128.32
129.34,128.18,129.99,127.69
128.86,128.43,128.92,127.48
129.24,129.84,129.84,128.68
129.86,129.59,129.86,128.42
128.87,130.95,130.95,128.69
130.39,130.63,131.06,129.46
131.32,131.94,132.12,130.78
131.54,132.19,132.28,131.16
132.64,132.65,132.69,131.48
133.02,131.25,133.06,130.82
131.32,131.02,132.34,130.56
131.12,129.35,131.19,128.30
129.83,129.20,130.22,128.39
129.16,130.61,130.63,128.88
130.64,130.81,131.24,130.07
130.79,130.60,131.19,130.15
131.02,128.62,131.49,128.05
133.50,137.89,139.32,133.39
138.22,142.38,142.58,137.03
142.83,143.73,143.74,141.53
143.58,142.50,144.03,141.84
143.13,145.28,145.34,142.69
145.54,145.19,145.85,142.67
145.44,148.75,148.85,144.38
148.98,149.61,149.76,147.92
149.38,150.03,150.48,148.90
149.82,150.71,150.76,149.13
151.06,152.51,153.38,150.76
152.19,153.13,153.19,151.38
153.64,152.29,153.80,151.84
152.76,152.21,152.85,151.28
151.59,152.81,153.80,151.59
153.11,155.00,155.09,153.07
155.37,155.28,156.10,154.58
156.47,156.44,156.60,155.06
156.69,156.45,157.02,155.36
156.60,155.80,156.73,155.38
155.82,155.89,156.37,155.36
156.88,156.88,157.47,156.14
156.83,155.23,157.07,154.58
155.03,154.89,155.31,153.04
155.19,155.62,156.43,155.13
156.15,155.63,156.82,155.25
156.37,154.51,156.75,154.18
153.57,154.40,155.57,153.42
154.14,151.11,154.52,150.98
150.72,153.68,154.39,149.32
153.30,151.82,153.43,151.50
152.23,151.04,152.51,149.49
149.70,153.25,153.25,149.12
153.45,155.67,156.47,153.02
155.55,151.14,155.55,148.86
151.61,152.26,152.26,148.15
153.06,151.80,153.34,151.00
151.57,151.60,152.12,150.53
151.58,152.17,152.98,151.51
152.50,152.12,152.50,150.81
152.71,153.11,153.50,151.81
153.59,153.46,154.13,152.52
152.45,153.10,154.52,152.11
152.99,154.23,154.38,152.61
154.89,152.93,155.27,152.43
154.73,154.58,155.33,153.71
154.61,158.03,158.16,154.60
158.20,158.95,158.99,157.05
158.83,161.70,161.76,158.00
161.68,160.88,162.35,159.20
160.07,158.01,160.64,155.77
157.39,157.70,158.83,157.12
157.54,157.16,158.09,156.43
157.34,156.03,158.84,155.83
155.68,155.21,157.12,153.59
155.82,157.07,157.47,155.76
155.28,155.16,156.02,154.14
154.80,152.79,155.88,152.76
152.89,153.32,154.56,151.13
153.91,157.05,157.16,153.91
154.94,153.68,155.55,152.96
153.77,155.90,156.18,153.20
154.73,155.66,156.69,152.04
155.02,152.07,155.35,151.53
152.65,155.79,156.15,152.48
155.64,153.28,155.75,151.91
153.87,146.49,155.22,144.46
146.49,145.74,146.49,144.67
145.73,147.32,147.66,144.83
147.42,147.83,147.87,145.91
147.66,148.87,149.14,147.40
148.95,150.76,150.90,148.41
150.96,149.28,151.95,148.86
150.58,156.14,156.38,150.53
155.95,154.72,157.38,154.49
155.11,161.03,161.51,154.54
160.21,159.06,161.03,158.41
158.87,160.51,161.00,158.43
160.50,161.15,161.94,159.41
161.42,162.96,166.75,161.00
163.14,166.32,166.36,162.53
166.56,164.44,168.39,161.58
162.95,164.95,165.01,162.01
167.11,167.60,168.01,165.82
167.83,166.95,167.97,166.01
167.88,163.89,168.24,163.40
164.58,164.48,165.45,162.30
164.26,165.32,165.40,163.50
165.06,163.91,165.84,163.81
163.69,165.85,166.57,163.63
166.35,162.82,167.25,162.48
162.82,165.49,165.58,161.25
165.73,165.15,167.39,164.64
165.54,167.48,168.23,164.96
167.00,166.16,168.10,165.00
166.10,164.00,166.43,163.37
164.80,159.01,165.99,158.93
159.66,155.94,160.01,155.50
157.41,158.05,160.18,155.51
158.27,155.55,159.03,155.36
156.56,154.05,156.83,152.97
153.25,153.16,155.98,151.87
154.16,154.66,154.80,152.71
154.86,155.85,156.88,154.37
156.78,157.20,158.99,156.58
157.22,152.77,157.22,151.87
153.10,151.03,155.87,150.91
152.32,146.99,152.85,146.47
149.58,148.27,149.79,145.02
148.80,149.66,149.83,147.40
149.78,144.25,150.00,141.73
143.28,140.07,144.49,139.22
140.47,140.48,143.63,138.10
141.07,140.86,141.96,137.53
141.48,143.32,143.77,141.12
142.56,141.99,143.69,141.29
141.82,145.15,145.69,141.16
147.61,151.55,156.00,147.41
151.55,149.93,151.81,148.73
150.92,147.70,151.01,147.28
146.42,146.70,148.57,145.24
147.44,147.04,149.00,145.17
147.25,145.69,147.88,144.82
144.85,144.86,145.52,143.60
145.15,146.02,146.49,144.98
145.23,145.28,146.34,144.67
144.22,145.80,146.32,143.21
144.97,142.99,145.90,142.99
134.38,130.55,135.49,129.18
130.55,126.87,131.76,125.37
126.24,129.51,129.66,125.84
130.56,130.82,132.52,130.37
131.39,131.31,131.92,130.74
131.32,131.26,132.15,130.98
131.76,132.37,132.51,130.20
132.70,132.80,132.93,131.06
132.90,133.17,134.13,132.24
133.27,132.90,133.41,131.76
133.35,133.14,133.78,132.55
132.98,136.83,137.02,132.84
137.20,138.63,139.24,135.07
139.88,135.84,140.01,135.77
135.36,136.72,137.16,134.89
137.33,138.80,139.69,137.01
138.17,138.20,138.97,137.47
138.75,138.66,139.83,138.24
138.04,137.51,138.71,136.66
136.96,136.54,137.68,136.18
137.25,139.34,140.21,136.25
139.88,138.95,139.88,138.22
140.44,140.03,140.63,139.22
140.13,139.41,140.79,139.00
139.05,141.17,141.25,138.52
141.72,142.68,143.58,141.02
142.68,140.39,142.68,140.00
140.21,141.68,142.27,140.12
141.65,141.50,142.01,140.63
141.53,143.62,143.67,141.41
143.59,141.86,143.60,141.35
141.92,143.91,144.06,141.92
144.42,144.30,144.69,143.27
144.77,145.00,145.51,144.18
144.74,147.94,148.02,144.74
148.28,148.90,149.01,147.07
148.22,145.97,148.85,145.66
145.10,145.76,146.68,145.02
146.35,150.42,150.74,146.06
150.87,153.31,153.72,148.86
152.92,153.31,153.74,150.60
153.59,151.15,155.67,150.43
151.76,148.84,152.04,146.71
149.45,148.06,149.79,147.19
145.98,147.27,147.60,144.50
145.50,146.15,146.81,143.48
147.13,158.85,160.65,144.15
156.25,153.44,157.53,152.54
154.40,155.35,155.42,152.57
155.14,151.86,155.55,151.44
152.00,154.81,154.91,150.50
154.44,151.09,154.63,150.75
152.17,155.33,155.78,151.82
155.88,157.28,157.52,155.21
157.23,157.07,157.42,155.49
156.95,154.99,156.95,154.80
155.20,153.84,155.58,153.25
154.33,154.64,155.05,153.10
155.28,153.89,155.59,153.52
153.33,150.45,153.44,150.33
150.01,151.59,152.48,150.01
151.74,150.01,152.33,148.33
148.76,148.10,150.01,147.05
146.05,142.82,146.38,141.48
143.26,141.56,143.59,141.26
141.46,143.28,143.42,140.06
144.68,142.25,144.68,142.19
141.84,139.00,142.32,137.78
139.62,139.15,140.11,137.29
145.41,149.29,149.77,145.15
149.70,148.53,149.70,146.72
147.99,147.88,148.40,146.37
146.84,150.84,151.47,146.84
149.59,149.43,150.76,148.72
149.23,147.75,149.80,147.55
147.78,149.22,149.77,147.44
148.41,147.99,149.37,147.80
149.21,148.12,149.21,147.98
149.50,148.82,150.26,148.38
148.57,150.03,150.17,148.02
152.63,148.74,153.00,148.19
149.44,148.95,150.57,148.82
149.84,149.94,150.56,149.13
150.16,146.07,150.16,145.74
146.59,146.27,146.94,145.16
146.45,144.83,146.45,143.92
144.47,143.18,144.74,142.52
143.73,145.89,146.38,143.38
145.52,145.15,146.14,144.36
145.55,144.50,145.55,144.08
145.46,143.68,145.46,142.48
143.32,145.26,145.60,135.00
145.78,146.00,146.75,145.28
146.80,146.64,146.88,146.28
146.46,147.27,147.86,145.96
147.65,149.76,149.88,147.30
146.96,149.42,149.94,146.96
149.71,152.89,153.17,149.13
152.83,150.77,153.10,150.62
151.52,150.72,151.91,149.83
150.12,149.73,150.59,148.58
150.21,150.19,151.18,149.31
151.04,149.18,151.04,148.44
149.54,151.46,151.93,149.54
152.66,155.16,157.36,151.63
155.65,153.02,155.84,152.72
152.54,149.96,152.84,149.52
150.35,151.43,151.52,147.52
150.76,152.39,153.87,150.50
152.66,149.19,154.70,149.19
148.80,145.72,149.43,145.63
146.09,147.18,148.56,144.98
145.71,145.85,147.06,142.68
144.57,145.69,146.47,142.38
147.42,145.78,148.68,144.51
146.69,148.47,149.63,146.39
149.60,150.16,150.16,148.21
149.95,150.26,151.48,148.94
151.36,153.91,155.42,151.22
154.97,155.15,155.49,153.40
155.17,154.81,155.61,154.17
155.36,156.17,156.35,154.87
155.70,155.00,156.20,154.12
156.60,161.33,161.35,156.30
163.63,161.45,163.63,160.85
160.59,159.95,161.15,159.23
159.49,159.85,160.29,159.23
160.05,158.50,160.49,158.30
160.78,152.49,160.85,145.41
153.14,155.77,155.89,152.62
155.10,156.56,156.56,153.89
156.18,155.44,157.32,155.26
154.77,154.87,155.04,153.85
154.72,155.53,156.01,154.27
155.06,154.46,155.47,153.77
153.05,153.31,155.56,152.97
152.90,159.94,160.16,152.88
160.18,158.81,160.40,158.34
154.57,154.27,157.96,154.00
153.30,154.50,155.45,152.61
154.71,156.89,158.24,154.56
157.29,156.47,157.82,155.84
156.95,159.22,159.35,156.72
159.51,160.19,160.89,159.20
160.43,158.19,160.48,158.09
159.66,158.01,159.89,157.66
157.71,159.58,159.66,157.01
159.28,159.03,159.54,157.26
160.22,157.13,160.22,156.66
156.02,158.23,158.62,156.02
157.59,159.12,159.20,155.94
158.42,157.39,159.39,157.30
156.93,156.54,159.50,156.20
155.51,153.41,156.92,153.41
153.22,154.20,155.25,151.71
153.87,153.77,156.46,153.62
154.75,159.15,159.44,154.55
158.46,164.85,164.92,158.39
166.02,168.14,171.57,166.02
168.83,168.76,169.40,167.44
168.42,164.15,169.21,162.09
163.84,166.11,167.25,163.84
166.36,165.96,166.65,165.24
165.19,167.70,168.25,165.10
166.65,167.04,167.81,166.23
167.71,167.16,168.94,166.96
165.99,166.63,167.34,165.17
165.06,164.91,166.71,164.29
164.38,164.60,166.35,161.97
165.11,167.35,168.80,164.50
169.05,171.17,171.50,168.96
172.00,169.75,172.00,169.17
170.89,169.32,171.45,168.21
170.59,163.79,171.11,161.58
163.21,162.69,164.87,162.12
163.09,158.51,163.86,158.33
157.95,160.52,160.55,157.69
161.35,161.97,162.33,159.12
162.62,158.89,162.62,158.38
158.59,156.21,158.95,152.71
156.46,157.00,158.67,156.15
156.56,157.53,157.62,155.16
157.11,156.01,157.59,155.78
156.91,153.51,157.76,153.08
153.91,154.00,154.43,151.43
152.88,151.74,153.77,151.39
151.88,152.40,152.65,150.85
152.40,151.34,153.25,149.76
151.66,151.48,151.95,150.73
151.71,155.03,157.65,150.51
155.47,150.33,155.47,148.00
149.56,147.85,150.49,147.77
149.11,149.96,150.39,148.48
150.45,147.77,150.46,147.21
148.28,150.68,151.24,147.82
150.52,150.90,151.39,150.20
152.35,151.90,152.65,151.00
152.26,150.60,152.26,150.19
151.30,151.59,152.03,151.06
151.10,151.37,151.81,149.53
152.22,152.05,152.65,151.18
152.21,153.48,153.75,151.90
153.74,152.73,154.04,151.30
153.22,155.25,155.29,152.58
155.13,154.47,155.95,153.70
154.47,157.55,158.17,154.47
157.55,156.22,157.55,153.69
155.54,158.00,158.08,154.32
158.57,160.00,160.32,157.81
159.43,156.83,160.73,156.57
157.68,160.15,160.50,157.06
159.48,158.94,160.58,158.84
159.54,161.25,161.50,158.57
162.12,166.48,166.61,161.88
166.49,166.42,167.90,164.07
167.42,171.77,171.90,167.42
170.70,172.48,172.56,169.49
171.36,173.70,174.65,170.89
173.32,170.37,173.32,168.15
170.89,172.87,173.71,170.89
169.84,166.37,169.84,165.75
167.19,165.92,168.36,165.80
167.16,163.01,168.15,162.91
163.51,164.32,166.23,162.34
164.50,165.97,166.36,163.63
167.64,168.26,168.75,165.34
167.68,165.55,167.75,165.55
166.26,163.99,166.39,162.16
165.01,163.73,166.81,163.41
162.55,165.00,166.01,161.86
165.03,164.71,166.49,163.98
164.70,195.00,215.73,164.63
195.26,198.70,200.12,191.83
198.50,198.55,200.69,197.55
199.00,201.88,203.74,198.44
200.82,203.69,204.90,200.18
203.27,203.21,205.69,202.54
202.48,199.00,203.13,199.00
196.86,198.98,200.37,189.63
197.87,198.08,199.91,195.86
195.20,192.82,197.00,192.35
195.00,201.50,202.27,194.86
199.62,201.63,202.12,199.53
201.53,192.89,205.72,192.89
193.86,188.28,195.79,187.96
188.54,186.39,190.47,185.57
190.08,184.74,192.19,184.63
184.98,183.28,185.77,181.42
186.80,186.26,186.86,182.65
186.28,187.94,189.64,185.34
187.91,188.13,189.10,186.48
188.30,189.87,190.08,187.62
189.87,191.00,195.00,189.82
190.71,192.60,195.00,190.71
193.93,193.58,194.05,191.84
191.96,194.26,195.00,191.96
194.21,193.79,195.00,193.11
194.41,194.15,194.79,193.25
193.26,194.50,194.57,192.65
193.90,198.37,200.96,193.29
199.81,197.68,199.81,197.12
197.85,197.54,198.77,196.94
197.58,198.26,199.74,195.73
198.30,198.47,199.73,197.21
197.20,195.75,199.01,195.32
195.79,194.50,196.37,193.60
192.23,193.96,194.91,192.23
195.00,190.30,195.00,190.22
191.70,192.99,195.23,191.51
193.05,194.31,195.73,191.91
194.46,195.88,196.55,192.09
195.75,192.88,196.55,192.40
192.54,191.26,192.87,190.90
191.45,188.93,191.76,188.18
188.87,188.17,190.48,188.01
187.58,188.00,188.78,186.83
187.21,186.91,189.34,186.40
185.81,184.57,186.80,184.12
183.35,183.30,186.34,182.91
187.12,191.25,192.05,186.44
190.39,188.33,190.80,188.04
188.50,188.28,189.87,188.24
188.09,185.00,190.00,184.24
186.52,184.87,186.76,184.32
186.01,189.39,190.67,185.79
189.64,189.16,190.17,188.06
190.46,189.21,191.75,187.60
190.01,190.55,190.68,187.20
187.53,184.14,188.29,183.88
186.26,184.83,187.47,183.96
185.74,185.06,188.79,184.29
185.18,183.68,186.85,183.13
183.99,185.66,188.56,182.32
185.32,182.94,185.86,181.21
181.79,180.32,182.91,178.89
182.35,180.01,182.54,179.49
181.61,180.86,182.11,179.00
182.70,184.02,185.00,182.08
183.30,186.19,187.40,182.69
186.20,186.68,187.17,183.88
187.50,186.81,187.50,185.19
186.65,185.86,187.40,184.27
185.95,187.64,187.85,184.28
187.38,187.07,188.49,185.19
186.95,189.05,190.31,185.93
191.61,189.71,192.47,187.26
187.44,186.50,190.46,185.38
192.00,193.60,196.90,191.71
192.78,192.07,193.50,187.84
190.89,192.83,194.50,190.46
191.60,191.43,193.21,191.29
192.74,192.20,193.79,191.00
192.20,192.50,194.50,191.13
191.69,190.64,192.49,187.76
192.15,189.65,192.46,188.51
189.94,188.24,189.94,180.40
188.05,190.21,190.29,186.01
191.31,193.99,194.04,190.67
192.69,192.80,193.04,190.18
191.96,186.06,192.07,186.06
187.93,192.50,193.27,187.52
190.40,196.00,196.60,188.95
195.00,197.06,197.83,194.71
196.47,195.54,198.42,194.96
194.31,195.44,196.61,194.31
194.85,192.66,196.21,192.61
191.06,186.89,192.00,184.39
172.68,178.50,183.00,170.69
182.73,178.00,184.00,177.27
180.61,183.76,183.84,176.74
184.14,188.19,188.34,183.43
190.09,185.42,190.16,183.91
183.85,182.97,186.24,182.21
181.17,179.46,182.35,178.18
180.79,181.59,181.59,177.15
181.18,177.95,182.20,177.04
176.59,178.80,180.27,176.11
178.58,180.65,183.14,178.46
181.26,177.07,182.51,176.66
176.77,178.17,179.61,175.78
177.12,179.67,179.81,176.50
179.84,181.26,181.94,176.50
182.00,183.46,184.77,180.37
182.92,182.39,183.64,178.77
180.50,181.08,183.57,180.38
179.77,178.57,180.92,178.24
177.79,174.83,178.57,172.41
171.57,171.97,173.53,169.56
171.76,170.87,173.48,170.03
170.14,169.26,170.14,166.56
170.50,160.90,170.73,158.35
159.29,152.57,159.47,150.64
154.44,154.90,162.69,150.82
156.15,157.27,157.94,152.89
159.02,156.37,159.50,152.69
154.80,160.73,160.85,153.34
161.92,161.83,162.65,160.26
161.54,159.71,162.40,157.27
159.84,156.12,159.92,153.20
155.77,158.34,158.87,154.09
158.36,160.60,161.60,157.47
162.14,161.53,162.59,160.04
159.73,158.18,163.35,157.59
159.56,160.91,161.67,158.05
161.25,162.62,162.73,159.66
163.87,166.15,166.15,162.76
166.22,165.66,166.50,163.44
165.65,162.61,165.69,161.28
162.40,155.24,162.90,151.05
152.60,147.68,153.95,142.62
149.31,150.57,152.10,147.60
151.88,154.27,155.85,149.70
155.34,156.25,156.85,154.75
157.60,160.44,162.15,157.47
163.37,165.81,167.92,162.40
165.15,157.74,165.88,156.58
160.16,159.35,160.27,157.26
159.16,159.74,162.76,157.91
161.17,162.29,162.64,159.57
164.98,160.50,165.29,160.17
159.75,162.25,164.13,157.60
160.22,159.72,162.16,157.51
159.31,163.03,163.51,158.81
163.79,161.06,165.63,160.86
160.10,156.55,165.18,156.10
140.54,146.90,149.16,140.40
149.91,149.00,152.25,147.33
149.14,153.50,153.85,148.90
154.59,155.64,155.68,152.27
155.80,154.63,155.80,153.36
154.79,154.92,156.03,153.81
155.72,148.40,155.79,147.50
148.25,150.00,150.85,146.25
150.30,150.63,151.14,149.40
150.87,150.49,151.00,149.77
151.03,149.39,151.45,149.01
150.79,149.21,150.88,147.28
149.45,147.86,150.91,147.53
148.24,145.59,148.53,143.61
145.99,147.69,148.34,145.05
147.50,147.34,148.16,145.61
146.37,148.39,149.19,146.30
148.46,148.16,150.27,147.69
149.53,148.89,149.65,148.05
147.99,147.19,148.26,145.65
148.33,148.99,149.37,146.82
150.91,149.31,150.95,148.43
149.27,149.45,150.67,146.20
151.05,146.26,151.65,145.56
146.15,144.33,146.40,144.26
144.75,144.28,144.75,142.51
144.93,145.27,146.13,144.29
145.55,147.70,148.33,145.51
148.21,147.54,148.47,147.51
147.78,145.84,147.79,144.80
146.50,146.59,146.99,145.55
146.52,145.24,146.99,144.86
144.89,144.70,145.65,144.28
142.01,142.50,143.42,141.13
143.12,142.68,145.60,141.26
141.21,144.28,144.98,141.00
142.30,144.31,145.19,142.10
144.53,140.69,145.01,140.20
146.21,143.61,146.21,138.74
144.95,146.57,147.35,143.94
147.37,143.08,147.66,142.52
143.31,145.41,146.69,140.32
141.91,145.01,145.26,141.34
145.84,146.50,147.00,144.24
144.60,145.84,147.41,140.74
146.29,146.79,147.92,143.91
147.68,148.58,152.36,147.43
149.09,149.06,151.18,148.43
149.59,148.94,151.50,148.28
148.14,144.52,148.89,143.04
145.18,143.23,145.41,140.05
143.63,144.58,145.66,142.64
143.14,143.70,144.27,142.57
142.83,144.01,144.08,141.62
145.02,145.68,146.29,142.20
145.42,144.11,147.58,142.25
142.76,143.88,145.32,142.28
142.27,137.82,142.46,135.87
136.91,138.77,140.37,136.32
138.91,137.46,139.65,136.82
136.60,135.07,137.26,133.23
135.07,138.60,138.92,133.81
139.29,141.21,141.71,138.51
141.41,145.17,146.16,141.41
134.95,130.40,136.82,128.66
129.16,129.34,130.20,125.68
127.62,124.08,128.61,122.62
123.96,124.85,126.61,123.70
123.78,126.26,127.31,123.61
126.66,129.15,129.26,125.36
129.90,129.23,130.71,128.20
128.71,126.25,129.58,126.16
127.07,126.21,127.14,124.72
126.19,125.81,126.31,123.85
125.91,126.42,126.79,125.08
126.30,126.61,128.48,125.02
125.81,129.08,129.42,125.80
128.92,129.06,130.94,128.60
129.88,131.41,131.52,129.39
132.16,133.88,134.33,131.28
134.08,136.00,136.44,133.93
136.80,140.14,140.65,136.21
139.34,134.37,139.55,132.66
134.34,133.07,135.27,132.39
133.81,131.21,133.86,128.22
131.88,128.46,132.20,127.28
127.86,131.27,131.82,127.68
130.90,132.92,133.93,130.51
133.25,130.23,133.71,129.97
129.32,130.31,130.83,128.62
130.15,127.51,130.30,125.65
127.32,129.59,129.68,126.07
130.37,129.62,131.00,129.53
129.36,127.93,129.95,127.62
127.44,126.73,127.88,125.72
127.00,128.54,129.94,126.75
126.27,128.51,129.44,125.10
128.83,130.71,132.06,128.70
129.82,131.37,133.53,129.82
132.48,128.70,132.74,128.36
129.61,127.23,129.66,125.05
127.51,125.76,127.51,124.07
126.22,127.79,128.85,125.50
128.14,128.03,128.68,127.12
128.06,127.99,128.18,126.45
128.40,128.94,129.62,127.70
129.27,130.62,130.65,128.02
131.74,128.62,132.22,128.01
128.68,128.68,129.98,127.71
123.19,121.35,125.80,120.10
106.00,99.40,110.38,98.81
98.76,99.55,102.78,98.75
99.44,97.24,100.33,96.37
97.00,96.45,97.46,95.60
96.35,96.67,96.76,94.86
98.05,96.11,98.09,94.82
95.94,96.61,98.89,95.74
96.00,95.70,96.60,94.77
95.85,97.07,97.93,95.29
96.24,92.39,96.78,91.82
92.76,93.78,95.38,92.76
94.22,93.07,94.45,92.95
93.00,92.75,93.42,90.80
93.50,89.04,93.50,88.80
86.62,88.36,89.36,84.85
88.56,88.73,89.39,87.72
87.49,90.29,90.89,87.48
90.67,93.55,93.92,90.55
94.04,91.94,94.13,91.05
92.34,93.78,94.07,92.11
94.56,93.50,94.60,92.95
94.16,96.26,96.33,93.95
96.59,96.42,96.75,95.01
96.79,96.20,97.20,95.65
96.78,96.61,97.89,96.19
98.00,95.84,98.16,95.20
95.40,96.95,97.79,95.18
96.64,98.15,98.40,96.57
97.80,97.23,98.00,95.88
98.09,99.26,99.35,97.27
98.79,99.11,99.17,97.42
99.62,100.32,100.80,99.38
100.68,100.48,102.31,100.06
99.70,98.51,99.94,97.70
97.99,99.06,99.30,97.70
99.30,108.13,111.00,98.23
102.86,98.19,106.18,97.93
98.22,98.54,99.81,97.25
99.14,98.04,99.59,96.90
99.00,96.75,99.41,95.93
97.15,96.45,97.33,95.47
96.11,93.81,96.72,93.46
94.64,95.20,95.20,93.90
91.53,91.01,94.08,90.94
90.40,87.75,90.48,87.61
89.04,87.27,89.07,86.34
88.19,91.55,92.62,88.01
91.23,90.67,91.38,89.21
90.41,91.12,91.49,89.97
90.80,90.89,91.88,90.51
90.65,92.84,93.09,90.26
92.94,93.08,94.45,92.14
93.34,93.73,93.91,92.85
94.32,93.67,94.47,93.27
93.71,94.98,95.34,93.64
95.90,95.49,97.23,95.01
96.32,93.63,96.58,93.39
94.11,94.70,97.29,93.00
95.01,92.47,95.06,92.33
92.30,93.05,93.35,92.26
93.89,94.85,95.21,93.68
95.08,91.52,95.65,91.20
92.66,92.46,93.35,91.42
92.61,92.52,93.19,92.08
92.50,90.78,92.50,90.20
91.54,91.34,91.69,90.58
90.89,91.08,91.39,90.48
91.26,91.39,91.79,90.10
91.70,91.10,91.71,90.65
91.16,91.61,91.87,90.83
91.10,94.25,94.45,90.80
94.22,92.24,94.60,92.19
92.34,93.15,93.15,91.68
93.36,93.44,94.35,93.09
93.79,95.09,95.36,93.62
82.65,86.00,86.70,82.50
86.05,85.80,86.55,85.02
85.99,87.96,88.05,84.89
87.88,88.29,88.81,87.64
87.94,88.66,89.48,87.94
88.57,89.54,89.54,88.25
89.61,90.80,90.83,88.77
90.47,91.83,91.92,89.68
91.86,91.52,92.70,91.46
92.16,91.54,92.17,90.83
91.40,87.85,92.46,87.11
87.60,88.48,89.93,87.60
88.28,88.61,89.02,87.22
88.34,89.04,89.10,87.86
89.04,91.02,91.17,88.87
90.73,90.99,91.08,90.08
90.94,91.25,92.06,90.28
91.21,90.75,91.53,90.07
90.93,92.07,94.74,90.93
92.21,90.39,93.09,90.11
90.53,90.70,91.16,89.91
90.40,88.71,90.67,88.70
91.96,95.23,96.23,91.28
95.13,93.58,95.30,92.36
93.66,92.93,95.06,92.65
92.79,93.95,94.19,92.26
93.70,93.30,94.71,92.53
93.63,93.28,95.08,92.76
93.50,93.37,93.73,92.74
92.86,93.69,93.96,92.25
94.06,97.12,97.54,94.06
96.97,97.40,99.14,96.85
96.65,95.73,96.76,95.21
95.34,96.77,97.20,94.85
96.24,97.28,97.70,96.10
97.63,93.24,98.15,92.51
93.62,92.33,94.23,91.64
92.34,93.78,93.89,91.26
94.11,94.07,95.06,93.29
94.69,96.73,97.17,94.46
95.99,94.84,96.20,94.45
94.83,90.95,94.95,90.40
91.90,92.73,92.97,91.36
92.29,89.23,92.71,88.38
89.44,88.00,89.52,87.47
87.55,87.90,88.68,87.12
88.25,86.39,88.25,85.75
86.70,86.43,87.05,85.74
87.55,88.24,88.49,87.00
88.09,88.18,88.73,87.85
88.36,88.51,88.69,87.87
88.08,90.31,92.64,87.45
90.42,90.61,91.08,90.07
90.17,90.17,90.75,89.56
89.94,90.71,91.45,89.72
90.90,91.00,91.90,90.65
90.60,87.06,90.75,86.10
86.53,83.19,86.78,82.93
83.15,84.70,85.10,82.92
84.33,82.91,85.50,82.60
83.49,79.95,84.93,79.72
80.09,82.39,83.16,80.00
84.18,83.96,84.48,83.00
82.53,80.60,83.55,79.96
87.48,83.51,87.68,80.90
84.40,89.11,90.22,83.78
89.19,89.27,90.19,87.94
88.76,91.55,91.95,88.55
90.77,89.10,90.77,86.62
88.34,86.39,88.43,86.17
86.55,88.39,88.67,85.72
88.14,88.14,89.07,87.86
87.83,89.31,89.70,87.48
88.92,87.84,89.49,86.85
86.77,89.33,89.66,86.37
89.44,87.84,89.81,87.64
87.31,88.19,88.43,86.10
88.80,85.79,88.81,85.73
86.05,86.34,87.12,85.50
86.22,85.80,87.15,85.53
86.15,85.96,86.20,85.02
86.33,84.66,86.77,84.37
