MA,Mastercard Incorporated Common Stock,NASDAQ
579.60,572.72,585.70,572.19
579.19,573.29,579.90,568.88
563.37,562.60,569.58,557.48
567.27,564.58,567.63,561.62
568.00,570.00,572.75,563.79
571.53,570.68,577.43,570.00
569.17,574.50,574.50,566.47
578.61,583.21,590.00,577.55
581.90,583.06,588.95,579.71
579.78,586.18,587.65,579.78
590.00,595.03,595.03,586.00
597.18,589.29,602.74,589.17
593.72,593.59,596.49,591.87
593.60,590.91,595.14,587.38
596.82,601.02,601.62,592.16
600.75,598.86,601.82,596.36
599.24,595.87,600.00,594.00
596.22,589.79,597.91,589.38
583.00,593.35,593.94,582.95
596.03,596.92,600.74,594.52
598.78,593.33,600.95,592.66
594.34,602.60,603.85,593.06
603.83,598.00,604.85,597.50
598.33,590.99,600.00,589.65
594.20,598.98,601.86,594.14
596.61,598.15,599.73,592.92
598.87,597.02,600.99,594.53
599.65,601.42,603.90,599.07
624.49,610.61,626.23,567.02
618.74,646.38,649.65,618.74
644.28,645.57,647.02,640.40
641.22,642.45,645.86,640.43
642.21,654.00,656.98,639.95
653.00,646.32,653.00,645.04
649.06,645.84,650.00,641.49
647.37,637.96,647.37,637.68
639.61,630.72,639.61,629.20
636.81,633.33,636.81,630.21
635.61,629.98,637.13,628.07
623.86,618.74,624.79,615.63
618.30,618.21,624.23,616.12
619.15,619.89,626.01,617.50
621.15,622.41,625.08,618.98
619.61,619.31,627.59,618.01
623.00,621.08,623.00,616.86
622.03,626.11,626.58,618.01
625.75,615.18,625.75,614.54
608.18,607.92,612.59,605.87
605.90,610.61,613.22,605.42
610.50,612.57,618.40,610.45
613.95,606.08,614.98,603.59
612.00,623.45,624.82,610.49
623.45,623.40,627.67,617.50
623.00,629.00,631.63,622.47
632.00,636.62,639.74,627.12
638.01,640.40,640.89,635.53
643.98,651.50,652.10,643.63
652.50,658.46,663.23,644.78
661.75,667.52,672.30,654.50
666.80,666.41,669.80,664.69
673.80,671.00,675.00,668.65
673.31,679.17,680.85,671.53
679.00,687.64,688.52,676.44
691.75,686.37,695.01,685.11
689.67,685.74,689.67,682.48
685.36,682.99,689.99,680.11
682.50,685.37,691.66,678.34
683.68,671.94,686.04,671.74
675.23,677.58,679.77,672.49
677.43,681.85,682.61,675.13
677.66,672.78,677.81,670.18
674.42,677.79,679.58,672.48
675.43,676.31,676.42,671.34
673.18,669.06,675.90,664.05
668.06,673.33,674.72,667.44
667.78,666.07,671.00,665.17
666.30,653.87,667.35,651.44
655.73,657.23,664.47,647.44
668.34,678.59,678.59,666.88
678.85,684.18,685.54,675.74
679.42,689.10,690.05,674.30
687.25,686.39,693.24,682.66
689.46,695.50,699.59,687.77
692.69,704.64,705.00,692.61
707.00,715.19,716.39,701.10
717.02,717.84,719.87,709.18
721.76,718.68,727.40,716.61
716.00,710.97,716.62,707.01
714.55,724.69,726.99,714.01
725.00,723.78,732.45,720.05
724.03,729.94,731.60,721.36
733.44,732.44,737.83,727.55
733.99,725.68,734.60,721.35
730.04,717.10,734.62,707.39
723.95,737.48,739.24,723.18
738.33,728.40,739.82,726.24
727.31,736.38,738.24,723.23
738.00,733.87,738.36,730.09
737.36,721.32,737.55,719.63
720.49,734.47,734.50,720.49
734.11,741.16,743.42,732.23
739.47,737.68,740.70,731.53
735.00,735.48,737.45,731.90
735.00,743.53,744.00,734.56
743.55,752.26,753.60,743.55
753.72,754.55,759.70,751.21
754.50,746.95,757.50,745.01
748.00,745.93,753.99,743.45
744.84,747.00,749.59,744.84
747.52,754.45,755.87,746.52
759.17,756.49,759.50,752.40
756.93,757.04,765.15,755.00
761.00,760.40,764.48,756.10
761.43,760.81,765.00,759.63
760.81,756.12,763.75,754.00
752.90,754.10,755.16,747.25
752.00,748.17,753.75,744.06
750.25,751.50,754.90,747.01
757.74,758.47,759.65,752.72
762.90,758.86,766.48,758.00
758.50,763.61,769.10,758.50
793.74,790.57,801.63,789.47
791.50,782.54,791.50,781.33
785.50,787.97,791.79,783.46
793.00,796.75,800.46,791.70
799.80,797.95,803.54,796.12
797.87,802.06,803.51,788.63
802.00,805.38,809.21,799.03
808.55,817.05,823.21,807.04
825.06,815.10,825.63,812.56
814.52,813.20,815.82,811.05
815.05,821.90,821.90,814.17
822.00,827.87,828.34,820.04
830.12,833.30,838.92,828.55
839.37,835.46,839.38,830.62
837.41,834.14,837.97,830.10
834.14,830.81,835.80,826.00
831.96,826.69,833.88,824.66
831.01,837.09,839.19,831.00
837.32,836.84,844.01,836.01
840.00,843.60,844.24,836.25
846.84,834.76,847.48,831.60
835.46,810.00,838.00,807.63
812.82,821.71,822.97,804.14
825.11,823.37,829.78,821.24
824.82,825.50,827.99,822.42
825.00,818.42,834.02,807.88
823.02,818.48,826.56,814.03
82.21,83.30,83.90,82.00
83.80,82.36,83.81,81.92
81.78,78.51,81.98,78.50
78.95,76.05,78.98,74.95
76.70,78.83,79.09,76.58
78.19,77.70,78.67,77.01
80.45,79.76,80.55,78.24
75.51,75.68,76.99,71.75
76.05,73.91,76.41,73.85
74.22,73.12,74.35,72.80
72.76,72.84,73.50,72.11
73.23,74.90,74.91,73.14
75.67,76.31,76.93,75.13
76.66,76.35,77.34,75.85
76.80,76.19,76.83,76.00
76.44,75.97,76.93,75.67
75.48,76.53,76.64,75.13
76.58,77.39,77.66,76.48
78.46,77.49,78.49,77.20
77.34,76.65,78.01,76.53
76.88,75.86,76.88,74.85
75.86,75.70,76.35,75.50
75.57,75.96,76.97,75.56
76.00,76.74,76.97,75.52
76.83,77.36,77.41,76.61
77.34,77.76,78.01,77.00
78.20,77.72,78.67,76.95
76.53,76.73,77.09,75.65
77.81,78.50,78.80,77.41
78.67,78.20,78.88,77.83
78.40,77.63,78.71,77.57
78.07,77.94,78.25,77.52
77.80,77.39,77.94,77.27
77.49,77.90,78.45,76.89
77.22,78.34,78.34,76.80
78.38,76.62,78.77,76.54
76.51,76.34,77.22,76.23
76.75,77.83,77.84,76.74
78.10,78.92,78.98,77.54
78.94,78.31,79.60,77.92
78.21,78.41,78.65,77.61
79.34,75.99,79.83,75.90
76.48,77.39,77.71,75.87
77.58,75.28,77.77,75.23
75.81,73.71,76.17,73.68
73.54,73.34,73.62,72.35
73.39,73.22,73.79,72.44
73.86,74.70,74.87,73.50
75.25,74.81,75.34,74.38
74.89,74.70,75.35,74.53
75.04,74.53,75.55,74.24
75.40,72.18,75.49,71.71
71.66,71.33,71.96,70.43
71.22,71.52,71.94,71.00
71.93,73.56,73.67,71.61
73.67,71.17,74.32,70.95
70.05,68.68,70.38,68.68
69.79,71.18,71.97,69.60
72.30,72.15,72.74,70.48
72.88,73.93,73.95,72.50
74.07,74.13,74.82,73.61
74.25,74.31,74.63,73.83
74.47,74.53,74.77,73.85
74.33,73.36,74.50,73.06
73.71,74.35,74.72,73.33
72.21,70.66,73.00,70.60
70.80,71.24,72.16,70.22
71.49,72.03,72.61,71.33
72.34,73.55,73.63,71.54
75.57,74.22,76.71,74.05
74.20,73.78,74.50,72.52
73.21,74.82,74.86,72.95
74.34,73.81,74.47,73.75
73.93,73.87,74.37,73.05
73.87,74.24,75.47,73.50
74.01,74.38,74.44,73.52
74.69,75.02,75.22,74.50
75.19,74.83,75.43,74.45
74.66,74.10,75.02,73.96
74.00,73.08,74.24,72.88
73.03,73.75,73.86,72.56
73.47,73.86,74.38,73.41
73.82,73.65,74.49,73.51
74.20,75.63,75.64,74.17
75.81,75.75,76.22,75.10
76.00,76.45,76.67,75.82
76.88,77.03,77.89,76.72
77.11,76.93,77.25,76.72
77.05,76.79,77.23,76.51
76.80,76.45,77.03,76.35
76.77,77.05,77.21,76.23
76.76,76.35,77.00,76.24
76.31,76.32,76.53,75.82
76.32,76.84,77.17,76.14
77.00,77.47,77.88,76.90
77.32,76.86,77.49,76.75
76.74,77.36,77.56,76.57
76.96,76.87,77.43,76.72
76.98,75.72,77.14,75.46
75.72,75.94,76.14,75.13
75.60,75.11,75.78,74.90
75.14,74.98,75.43,74.55
74.95,75.12,75.21,74.40
75.08,74.27,75.42,74.10
74.53,73.81,75.01,73.48
73.59,74.14,74.30,73.20
74.09,72.70,74.79,72.55
72.56,73.04,73.55,72.54
73.26,72.77,73.28,72.56
72.52,73.40,73.61,72.45
73.24,73.47,73.88,73.06
74.20,75.53,75.91,74.14
74.86,76.20,76.39,74.86
76.60,76.74,76.90,76.35
76.44,76.18,76.64,75.94
76.11,75.69,76.15,75.13
75.87,76.63,76.67,75.60
75.65,75.47,75.96,74.75
75.54,75.83,75.85,75.26
76.44,77.33,77.71,76.04
77.99,78.32,79.22,77.86
78.65,78.31,78.69,77.95
77.31,76.39,77.87,76.25
76.75,77.50,77.65,76.45
77.11,77.35,77.44,76.59
77.52,78.27,78.39,77.35
78.16,77.74,78.38,77.19
77.93,77.57,78.06,76.92
75.63,75.75,76.03,75.22
75.70,76.19,76.21,75.52
76.31,75.89,76.61,75.65
76.07,75.91,76.29,75.45
76.30,74.15,76.32,73.81
73.84,74.98,75.44,73.64
75.39,75.68,75.85,75.08
75.31,75.20,75.66,74.81
74.85,75.36,75.58,74.69
75.54,74.06,75.68,73.82
74.00,75.17,75.23,73.75
75.54,75.63,76.07,74.99
75.36,75.63,75.82,74.93
75.85,76.30,76.51,75.59
76.60,76.05,76.61,75.66
76.41,75.21,76.57,74.98
75.69,76.77,76.82,75.69
76.75,76.40,76.80,76.09
75.97,76.39,76.48,75.90
76.51,76.99,77.12,76.29
76.75,76.48,76.88,76.15
77.11,76.43,77.21,76.39
76.79,77.00,77.85,76.54
77.02,76.64,77.12,76.50
76.09,76.16,76.43,75.66
76.30,75.81,76.48,75.73
75.93,75.58,76.01,75.44
76.10,75.94,76.19,75.73
76.03,76.38,76.82,76.00
76.19,76.86,76.93,75.86
76.59,76.23,76.85,75.90
76.26,76.07,76.51,75.69
76.09,76.65,76.93,75.88
76.32,75.62,76.45,75.41
75.68,75.47,76.07,74.93
75.19,75.24,75.42,74.78
75.65,76.59,76.80,74.94
76.88,76.22,76.90,75.47
76.64,77.80,77.81,76.23
77.94,77.28,78.37,77.24
77.26,76.16,77.36,76.08
75.98,75.51,76.25,75.50
75.70,77.05,77.05,75.55
76.54,74.72,76.64,74.72
74.75,75.06,75.17,74.50
74.15,74.52,74.89,73.79
74.47,73.92,75.31,73.92
73.82,73.32,74.18,73.07
72.87,73.42,73.73,72.59
74.05,74.33,74.63,73.90
74.62,74.51,74.78,74.39
74.10,72.94,74.32,72.94
72.75,74.06,74.07,72.48
73.98,71.83,73.99,71.81
71.80,70.50,72.30,70.50
70.59,69.78,71.21,69.64
70.04,71.00,71.67,70.00
69.96,71.30,71.73,69.66
70.08,70.86,71.49,69.85
71.70,71.56,72.16,70.86
71.21,72.04,72.06,71.14
72.87,74.16,74.28,72.55
74.11,73.22,74.36,73.18
74.10,74.09,74.66,73.77
73.84,74.00,74.08,73.39
74.00,74.11,74.53,73.76
74.54,76.00,76.01,74.47
76.19,75.99,76.97,75.58
78.35,83.13,83.22,78.30
83.21,83.75,84.83,83.20
83.82,84.13,84.35,83.82
83.86,83.99,84.21,82.70
84.50,85.99,86.40,84.38
86.00,85.75,86.38,85.49
85.94,84.80,85.94,84.59
84.72,84.85,85.11,84.21
84.98,84.59,85.12,84.25
83.76,84.35,84.68,83.33
84.54,84.20,84.74,83.75
84.32,84.05,84.34,83.64
83.80,83.20,84.26,83.17
83.25,83.90,84.24,83.18
83.70,84.28,84.49,83.41
83.50,84.60,84.85,83.29
85.74,84.72,85.88,84.21
84.82,84.99,85.19,84.65
85.10,86.34,86.74,85.08
86.26,86.56,86.90,85.96
87.00,87.29,87.89,86.68
86.56,87.46,88.16,86.35
87.91,87.69,87.95,86.54
88.21,88.32,89.24,87.68
88.38,88.77,89.44,88.14
89.87,89.08,89.87,88.85
89.04,88.04,89.56,87.88
86.57,87.84,88.05,86.40
87.53,86.33,88.03,86.21
86.76,87.69,88.18,86.75
86.57,84.13,87.32,84.11
85.14,84.61,85.29,83.54
83.72,82.64,84.97,82.05
82.79,84.73,84.87,82.40
86.12,86.92,86.92,85.40
86.98,86.44,87.29,86.14
86.75,86.83,86.97,86.21
87.46,87.63,87.85,86.75
87.70,87.77,88.30,87.53
87.90,87.77,88.07,87.52
87.64,87.68,88.49,87.50
87.35,86.97,87.75,86.51
87.18,86.16,87.54,86.16
86.68,85.68,87.36,84.92
85.29,83.27,85.35,83.05
83.66,83.09,83.78,81.80
84.10,84.22,84.28,83.07
85.19,85.53,85.62,85.03
85.97,84.44,86.00,84.40
84.41,83.36,84.85,82.91
84.09,83.55,85.24,82.74
82.00,83.46,83.48,81.84
83.80,82.25,84.13,82.18
82.05,83.80,83.86,81.83
84.39,84.26,84.89,83.19
83.78,83.72,84.35,83.30
83.36,84.38,84.53,82.50
84.28,84.39,84.83,83.80
84.30,83.60,84.70,82.87
82.61,81.77,82.81,80.96
83.33,80.74,83.55,80.67
80.30,81.38,81.55,79.82
84.03,82.03,84.80,81.49
81.71,82.98,83.23,80.58
83.28,83.81,83.88,82.44
83.92,84.18,84.97,83.52
84.58,85.82,85.91,84.00
85.62,84.16,85.77,83.96
83.97,84.59,84.83,83.61
85.17,84.23,85.18,83.89
84.23,84.46,84.79,83.94
85.43,87.52,87.98,85.31
87.83,87.14,87.99,86.62
87.93,87.52,88.17,87.24
87.52,87.73,87.84,86.85
87.64,89.20,89.43,87.58
89.02,90.79,90.94,88.88
90.92,91.12,91.14,89.94
90.55,91.32,91.65,90.24
92.05,92.67,92.76,91.39
92.89,91.26,93.00,91.06
91.01,90.13,91.68,89.97
89.56,92.02,92.16,89.50
91.90,90.97,91.94,90.52
90.64,91.71,91.89,90.13
92.00,92.81,92.95,91.45
92.51,90.79,92.53,90.67
90.52,91.12,91.44,90.07
90.18,88.84,90.39,88.84
87.59,86.97,88.17,86.85
87.73,89.25,89.51,87.68
89.25,87.75,89.25,87.35
88.50,88.71,88.93,87.93
88.26,87.97,88.56,87.75
87.72,88.88,89.26,87.22
88.85,89.02,89.67,88.64
89.57,89.82,90.36,89.38
89.94,89.33,90.65,89.32
89.40,89.49,89.94,89.04
89.57,87.37,89.62,87.37
86.71,87.93,88.30,86.56
87.90,87.25,88.32,86.87
87.64,87.67,88.29,87.48
87.33,86.39,88.26,86.39
86.73,86.74,86.74,85.37
86.92,87.03,87.87,86.67
86.35,87.34,87.66,86.22
87.46,87.92,88.51,87.27
88.40,89.32,89.69,88.28
89.10,89.06,89.70,88.14
89.48,88.57,89.48,88.32
88.63,88.25,89.43,88.25
88.01,89.12,89.47,88.01
89.15,89.25,89.57,88.66
88.95,88.72,89.18,88.59
87.99,86.93,88.31,86.59
87.22,87.33,87.89,87.01
87.50,87.77,88.18,87.27
88.48,91.20,92.43,88.48
91.20,90.88,91.40,90.18
90.72,90.72,91.16,90.21
90.93,89.75,91.27,89.69
89.65,90.23,90.44,89.31
91.13,90.25,93.59,89.81
90.25,90.21,91.39,89.66
90.36,91.25,91.31,90.26
91.49,91.18,91.99,90.81
91.14,90.78,91.92,90.56
91.05,90.57,91.45,89.96
90.71,92.05,92.16,90.35
92.84,93.51,94.33,92.64
93.48,92.52,93.92,92.50
91.89,92.39,92.73,91.58
92.75,92.52,92.98,92.02
93.10,93.84,93.90,92.80
93.84,93.22,94.50,93.03
92.90,93.08,93.16,91.83
93.61,93.80,94.07,93.15
94.10,93.24,94.10,92.81
93.09,92.90,93.35,92.73
92.95,92.69,93.29,92.65
92.60,91.89,92.64,91.55
92.11,92.59,92.78,91.89
92.60,92.82,92.96,92.11
92.81,92.26,92.92,92.15
92.40,92.56,92.94,91.61
92.14,93.17,93.52,91.44
93.30,93.50,94.06,92.90
92.95,92.57,93.66,92.32
92.44,92.62,92.84,91.70
92.39,91.90,92.61,91.77
91.73,92.09,92.31,91.30
92.50,94.17,94.36,92.40
94.35,94.50,95.13,93.98
94.05,93.77,94.27,93.21
92.93,93.30,93.54,92.15
93.33,94.15,94.42,93.08
94.35,94.45,94.97,93.90
94.57,96.05,96.31,94.54
95.82,94.81,95.96,94.72
95.59,95.42,96.13,95.26
95.67,95.70,95.98,95.35
95.38,95.51,96.15,95.29
95.87,94.46,95.87,94.28
94.80,94.51,94.83,93.90
93.68,92.52,94.12,92.41
93.20,93.48,94.04,92.74
94.47,94.50,94.95,94.00
94.49,94.24,94.76,93.90
93.40,94.52,94.68,93.23
94.54,93.89,94.54,92.29
92.97,92.49,93.27,92.13
93.73,93.04,94.14,92.99
94.45,94.62,95.00,94.08
95.37,95.50,95.70,95.11
95.70,95.27,95.90,95.15
95.51,95.25,95.60,94.65
95.75,95.82,95.97,95.46
95.56,96.08,96.26,94.46
96.56,97.26,97.76,96.41
97.20,96.71,97.40,96.32
96.30,96.88,97.36,96.15
96.90,95.16,96.97,94.87
97.30,95.83,97.49,95.52
95.47,94.39,95.83,94.30
95.07,95.16,95.47,94.71
94.40,96.73,97.95,93.00
96.64,98.41,98.82,96.11
98.65,97.40,98.78,97.27
97.74,97.44,97.88,96.31
97.45,97.30,98.30,97.14
98.08,98.27,98.73,97.79
98.56,97.16,98.61,96.92
97.09,97.77,97.79,96.56
98.37,98.08,99.18,97.80
97.20,97.20,97.77,96.70
96.56,97.04,97.34,95.27
97.29,97.23,97.90,96.58
97.23,97.89,98.07,96.86
97.56,97.86,97.95,96.80
97.68,97.60,98.11,97.50
97.15,96.60,97.48,96.17
95.97,94.56,96.12,94.52
93.53,90.68,93.93,90.64
85.50,87.83,90.55,74.61
90.83,86.82,90.89,86.66
88.91,91.71,91.87,87.95
93.15,94.05,94.21,92.05
93.69,94.08,94.17,93.06
93.42,92.37,93.64,92.00
90.06,89.05,91.04,88.54
90.16,90.43,90.57,88.99
90.99,91.65,92.35,90.94
90.75,90.53,90.93,89.89
92.21,92.90,93.13,91.58
91.20,89.97,93.55,89.77
89.80,89.68,90.69,89.55
89.51,91.35,91.42,89.46
91.28,90.94,91.45,90.55
91.28,92.11,92.60,90.18
92.32,92.73,92.77,91.87
92.65,93.21,94.84,92.63
92.05,92.15,93.32,91.84
92.87,93.05,94.07,92.59
91.73,92.07,92.31,91.41
91.91,92.14,92.74,91.81
91.41,91.12,91.57,90.11
92.09,91.30,92.10,90.70
90.97,88.35,91.10,88.15
88.67,88.76,89.55,88.02
90.20,90.12,90.29,88.95
90.57,90.73,90.88,89.40
89.27,92.07,92.12,88.92
92.79,94.33,94.37,92.55
94.00,93.92,94.85,93.77
94.51,95.18,95.27,94.20
94.70,95.87,96.00,94.65
95.63,95.82,96.19,95.11
95.83,96.64,96.82,95.82
96.32,95.93,96.67,95.88
95.71,95.03,96.19,94.79
95.96,97.16,97.16,95.52
97.37,97.64,97.69,96.66
97.21,97.74,97.99,97.01
97.48,97.67,97.83,97.07
98.11,96.60,98.36,96.48
97.44,98.02,98.74,97.16
99.25,99.79,99.86,98.18
98.50,99.63,99.93,98.50
99.35,98.43,99.47,97.84
98.73,100.09,100.13,98.36
99.88,100.59,101.65,99.00
100.77,98.99,101.00,98.72
98.90,99.38,99.67,98.69
99.45,100.12,100.55,99.01
100.10,100.52,100.69,99.51
100.00,100.69,101.20,99.81
100.80,101.50,101.51,100.27
101.04,100.47,101.17,99.80
99.97,100.65,100.77,99.82
101.29,100.88,101.76,100.76
100.81,98.28,100.81,98.26
98.09,96.86,98.50,96.69
96.57,98.30,98.36,96.50
98.56,98.07,99.02,97.81
98.43,99.16,99.22,98.13
99.01,98.93,99.26,98.35
99.42,99.50,100.15,99.27
99.96,99.37,99.96,99.06
98.73,98.50,98.92,97.56
98.54,98.16,98.84,98.06
98.28,98.67,98.95,98.27
98.80,97.92,98.89,97.92
98.21,97.93,98.67,97.17
97.74,97.10,98.00,96.91
97.33,95.96,97.95,95.70
96.43,98.70,98.70,96.24
98.30,97.82,98.69,97.43
97.18,98.18,98.57,96.76
98.61,97.82,99.93,97.49
98.12,97.61,98.66,97.45
97.61,94.83,97.61,94.50
95.08,96.30,96.31,94.70
97.40,98.43,98.86,97.28
99.65,100.04,100.29,98.89
100.54,99.33,100.80,99.26
98.64,96.29,98.93,96.21
96.91,97.04,97.74,96.23
97.51,97.54,97.79,96.78
97.94,98.73,98.88,97.71
98.78,98.59,99.11,98.31
98.15,98.53,98.62,97.86
99.23,99.72,99.99,99.23
99.67,98.87,99.97,98.73
98.25,97.36,98.86,97.36
95.37,94.81,95.59,93.72
95.38,94.99,95.83,94.41
93.49,93.35,94.39,92.98
91.56,91.64,92.37,90.68
91.97,89.89,92.24,89.72
90.25,90.58,91.10,89.29
91.61,91.44,91.87,90.12
92.07,89.19,92.15,88.75
89.40,90.71,91.69,89.16
88.09,88.71,89.28,87.82
89.56,86.22,89.74,85.49
84.71,85.13,85.96,83.52
85.23,86.12,87.53,84.56
87.73,88.00,88.83,87.40
88.03,86.77,88.19,86.65
87.00,87.00,87.50,86.40
86.89,84.81,87.05,84.34
85.34,83.43,85.65,83.35
81.45,89.03,89.25,81.00
88.52,88.63,89.20,87.23
87.68,85.93,87.74,85.37
86.56,86.47,86.76,84.46
86.24,86.33,86.87,85.74
86.04,82.76,86.32,82.18
81.44,80.65,81.74,79.87
78.87,81.97,83.23,78.52
83.06,83.31,84.84,82.93
80.15,82.11,82.79,79.98
83.62,84.89,85.27,83.31
86.12,86.18,86.59,85.36
86.93,87.21,87.60,86.59
86.58,86.04,87.45,85.83
85.65,86.79,86.86,85.22
86.79,87.82,88.23,86.79
87.26,86.21,87.85,85.93
85.14,86.42,86.76,84.59
86.55,87.42,87.43,85.52
88.11,87.57,88.59,87.49
87.30,86.92,88.83,86.90
87.77,90.10,90.13,87.72
89.76,89.89,90.09,88.99
89.73,89.74,90.14,88.92
90.00,90.05,90.56,89.50
89.69,88.30,89.75,87.44
87.46,86.85,87.76,86.81
87.21,87.18,87.60,86.70
87.66,86.89,88.20,85.93
87.91,88.58,89.16,87.78
88.53,88.87,89.13,88.02
88.36,89.36,89.70,88.20
89.22,90.01,90.32,89.02
89.92,91.41,91.66,89.66
92.01,92.31,92.44,91.45
91.86,92.35,92.63,91.56
91.68,91.76,92.21,91.54
91.88,92.13,92.65,91.64
91.30,91.91,91.97,91.30
92.18,91.24,92.30,91.18
91.22,92.78,93.04,91.10
93.55,93.81,94.17,93.30
93.68,94.50,94.94,93.52
93.65,95.87,96.11,93.50
96.01,95.05,96.10,94.46
94.10,94.35,95.41,93.89
94.20,94.75,94.84,93.84
94.17,93.51,94.26,93.04
94.09,93.79,94.66,93.42
93.92,93.47,94.68,93.39
93.76,93.86,93.99,93.14
94.50,95.75,95.75,94.39
95.72,96.17,96.77,95.41
96.25,96.68,97.31,96.14
96.64,97.67,97.79,96.60
98.00,97.24,98.16,96.35
97.66,97.90,98.40,97.05
97.95,97.54,98.09,97.35
96.39,97.45,98.49,96.39
96.79,96.98,97.32,96.54
97.16,97.27,97.61,96.73
97.24,98.38,98.61,96.55
97.94,97.18,100.00,96.73
96.83,96.99,97.66,96.08
97.15,97.77,97.94,96.49
97.01,96.45,97.54,95.92
95.72,96.25,96.39,95.23
96.34,96.19,96.83,95.96
95.80,96.68,96.76,95.65
96.81,96.72,97.25,96.50
96.78,97.64,97.70,96.69
97.64,96.41,97.84,96.36
96.74,95.85,96.82,95.24
95.59,95.36,96.28,95.14
95.60,96.15,96.52,95.45
95.98,95.60,96.29,95.26
95.33,95.63,96.17,94.87
95.14,94.70,95.50,94.08
95.17,95.47,95.89,95.03
95.51,95.08,95.73,94.99
95.53,96.48,96.74,95.33
96.78,96.45,96.90,96.14
96.54,96.38,96.73,96.07
96.53,97.18,97.18,96.38
97.18,95.90,97.20,95.60
95.90,96.41,96.54,95.25
96.27,96.88,96.88,96.01
96.21,96.03,96.61,95.33
96.40,96.64,96.97,95.98
96.59,96.68,97.17,96.44
96.65,97.99,97.99,96.57
97.51,97.02,97.63,96.98
96.00,95.21,96.09,94.90
94.73,94.19,95.63,94.16
93.87,94.11,94.33,93.35
94.36,93.34,94.50,93.34
92.93,94.08,94.09,92.05
93.98,93.29,94.21,92.69
94.50,94.35,95.18,94.25
94.68,95.11,95.30,94.47
95.23,94.06,95.38,94.06
95.15,95.71,95.71,94.61
91.48,91.47,93.13,91.14
90.27,89.07,90.80,88.82
90.28,90.42,90.50,89.72
91.04,92.13,92.21,90.85
92.61,88.06,92.74,87.59
89.16,88.85,89.48,88.27
88.12,88.24,89.34,87.92
87.16,86.83,87.58,86.65
86.95,87.81,88.32,86.95
88.43,88.56,88.69,87.94
89.05,88.75,89.31,88.63
89.08,90.00,90.08,88.87
90.46,90.34,90.56,89.64
91.32,91.45,91.65,90.51
92.03,90.93,92.03,90.72
91.18,91.60,91.64,90.84
91.21,92.38,92.41,91.21
92.56,93.30,93.44,92.15
93.00,92.46,93.67,92.03
92.66,93.66,93.66,92.11
93.60,93.00,93.60,92.54
92.78,93.43,93.67,92.75
93.53,93.75,94.30,92.75
95.00,96.01,96.50,94.56
96.07,95.24,96.10,95.12
95.23,95.07,95.47,94.45
95.03,95.25,95.39,94.50
95.07,95.08,95.45,94.78
95.09,95.91,96.05,94.80
96.29,96.88,96.94,96.09
97.00,96.78,97.10,96.63
96.63,96.70,97.14,96.55
96.72,96.29,96.82,96.23
96.50,96.53,96.92,96.17
95.96,96.12,96.41,95.51
96.31,96.44,96.56,96.07
96.20,95.62,96.26,95.46
95.79,95.59,96.07,95.03
95.30,95.27,95.87,95.07
95.18,95.22,95.29,94.41
95.19,95.79,95.95,94.95
96.00,96.29,96.76,95.99
96.29,95.53,96.47,95.39
95.47,95.59,95.81,95.33
95.84,96.47,97.00,95.77
96.45,96.78,96.85,96.23
96.79,97.09,97.19,96.34
96.81,96.63,97.09,96.13
96.67,97.62,97.70,96.51
97.40,97.89,98.10,97.37
97.81,98.79,98.91,97.69
98.49,99.57,99.60,98.26
99.45,99.98,100.67,99.39
99.08,98.15,99.69,98.15
97.54,100.11,100.32,97.49
99.35,99.39,100.06,98.98
99.34,98.71,99.63,98.38
98.57,99.47,99.82,98.45
99.05,99.36,99.69,98.59
99.95,99.68,100.39,99.42
100.25,100.49,100.92,100.01
100.81,101.26,101.31,99.97
101.57,102.12,102.23,101.51
101.92,101.66,102.10,101.25
100.82,101.16,101.83,100.75
101.00,101.45,101.65,100.56
101.43,101.51,101.58,100.83
101.58,100.61,102.31,100.59
100.78,101.77,102.23,100.68
101.39,101.88,102.38,101.24
102.03,101.22,102.21,101.04
101.32,102.40,102.67,101.32
102.40,102.94,103.17,102.02
103.05,102.25,103.49,101.98
102.70,102.65,103.37,102.55
102.54,101.35,102.63,100.82
101.56,101.36,101.91,101.05
100.75,100.65,101.49,99.78
101.10,100.88,102.20,100.81
100.96,100.85,101.26,100.62
101.78,101.73,102.12,101.06
101.80,102.73,102.85,101.63
102.79,102.55,103.37,102.35
102.13,102.85,103.00,101.96
103.15,103.19,103.92,102.96
103.19,102.88,103.24,102.29
102.56,103.22,103.46,102.53
103.19,103.60,104.30,103.19
105.05,106.90,107.83,104.61
107.40,107.02,108.93,106.47
107.00,104.96,107.12,104.79
104.28,104.00,105.00,104.00
103.52,103.78,104.46,103.51
103.90,103.03,104.43,103.03
104.58,105.96,106.03,104.53
105.74,105.70,106.47,105.53
104.91,106.19,106.45,103.86
106.66,104.50,107.14,102.45
103.86,104.62,105.06,103.66
105.02,101.14,105.10,100.36
101.38,102.48,102.99,101.38
102.43,104.00,104.00,102.43
104.40,104.45,105.25,103.74
104.65,104.78,105.10,104.31
104.78,105.94,106.00,104.69
106.00,105.93,106.13,104.74
105.60,104.56,105.91,104.29
104.62,105.73,105.73,104.53
105.42,103.36,105.42,103.05
103.68,103.82,104.37,103.34
103.54,102.20,104.28,101.38
102.33,100.18,102.58,99.51
100.25,101.10,101.14,99.82
101.87,103.55,103.67,101.80
