TWMC,Trans World Entertainment Corp. - Common Stock,NASDAQ
4.84,4.81,4.91,4.64
4.75,4.92,4.93,4.75
4.89,4.93,4.93,4.82
4.89,4.89,4.96,4.87
4.95,4.94,5.01,4.92
4.94,5.01,5.01,4.94
5.05,4.86,5.06,4.86
4.92,4.99,5.04,4.89
5.01,5.00,5.03,4.98
5.00,5.01,5.01,4.98
5.00,5.01,5.02,4.98
5.03,5.02,5.04,4.99
5.50,5.22,5.59,5.10
5.34,5.24,5.34,5.23
5.29,5.22,5.29,5.17
5.23,5.22,5.23,5.17
5.23,5.19,5.23,5.14
5.20,5.22,5.24,5.12
5.22,5.19,5.24,5.16
5.16,5.15,5.20,5.06
5.10,5.17,5.19,5.07
5.07,5.15,5.17,5.07
5.13,5.10,5.20,5.09
5.15,5.11,5.15,5.08
5.09,5.12,5.15,5.08
5.10,5.10,5.15,5.10
5.08,5.14,5.14,4.90
4.85,4.98,5.10,4.70
4.92,5.00,5.02,4.91
5.04,5.11,5.11,5.02
5.10,5.10,5.11,5.07
5.13,5.10,5.13,5.02
5.18,5.09,5.18,5.03
5.08,5.12,5.14,5.02
5.15,4.99,5.15,4.82
4.90,4.82,5.01,4.67
4.70,4.62,4.77,4.55
4.59,4.54,4.62,4.45
4.51,4.77,4.79,4.45
4.78,4.93,4.99,4.56
4.92,4.92,4.99,4.53
4.76,4.95,5.01,4.76
4.95,5.03,5.03,4.92
5.03,5.08,5.09,4.99
5.05,4.82,5.09,4.65
4.81,4.75,4.90,4.69
4.75,4.72,4.79,4.72
4.73,4.62,4.75,4.59
4.62,4.55,4.65,4.52
4.56,4.55,4.70,4.51
4.54,4.53,4.65,4.51
4.51,4.58,4.64,4.51
4.59,4.53,4.72,4.51
4.46,4.51,4.58,4.46
4.52,4.65,4.76,4.50
4.66,4.59,4.70,4.55
4.59,4.68,4.74,4.59
4.68,4.73,4.76,4.62
4.73,4.74,4.77,4.73
4.75,4.66,4.75,4.61
4.67,4.51,4.67,4.48
4.46,4.49,4.54,4.30
4.46,4.49,4.56,4.32
4.41,4.45,4.50,4.38
4.45,4.39,4.45,4.35
4.40,4.49,4.50,4.36
4.49,4.56,4.56,4.38
4.56,4.52,4.64,4.51
4.41,4.59,4.63,4.38
4.56,4.47,4.64,4.36
4.40,4.63,4.64,4.35
4.64,4.47,4.64,4.39
4.44,4.52,4.59,4.42
4.49,4.41,4.55,4.37
4.39,4.38,4.44,4.38
4.37,4.32,4.41,4.32
4.40,4.36,4.40,4.32
4.35,4.37,4.40,4.32
4.41,4.38,4.41,4.30
4.35,4.38,4.39,4.31
4.39,4.35,4.40,4.34
4.33,4.32,4.40,4.31
4.33,4.31,4.36,4.30
4.35,4.36,4.39,4.33
4.39,4.35,4.39,4.30
4.34,4.33,4.35,4.30
4.34,4.36,4.37,4.32
4.35,4.30,4.37,4.20
4.26,4.27,4.31,4.07
4.27,4.29,4.37,4.25
4.29,4.30,4.44,4.26
4.30,4.26,4.30,4.26
4.29,4.29,4.31,4.25
4.26,4.33,4.45,4.24
4.30,4.31,4.41,4.29
4.33,4.35,4.42,4.30
4.41,4.40,4.44,4.35
4.26,4.40,4.44,4.26
4.41,4.34,4.41,4.31
4.33,4.39,4.45,4.33
4.39,4.43,4.45,4.29
4.41,4.42,4.45,4.41
4.41,4.50,4.51,4.41
4.49,4.46,4.51,4.43
4.45,4.49,4.50,4.43
4.47,4.43,4.53,4.42
4.44,4.40,4.48,4.40
4.40,4.40,4.45,4.40
4.40,4.32,4.40,4.27
4.34,4.38,4.40,4.31
4.38,4.25,4.38,4.25
4.28,4.29,4.37,4.27
4.33,4.36,4.37,4.25
4.38,4.35,4.38,4.27
4.30,4.28,4.38,4.26
4.27,4.34,4.37,4.27
4.32,4.35,4.40,4.26
4.28,4.30,4.32,4.26
4.32,4.26,4.39,4.23
4.25,4.15,4.25,4.07
4.13,4.21,4.25,4.01
4.20,4.22,4.25,4.20
4.22,4.24,4.25,4.20
4.24,4.18,4.26,4.14
4.20,4.24,4.27,4.20
4.24,4.25,4.27,4.20
4.20,4.26,4.31,4.20
4.22,4.22,4.26,4.20
4.24,4.28,4.28,4.20
4.27,4.27,4.27,4.25
4.27,4.28,4.29,4.27
4.29,4.38,4.40,4.29
4.40,4.57,4.60,4.38
4.54,4.49,4.57,4.48
4.45,4.42,4.51,4.27
4.42,4.23,4.42,4.22
4.22,4.21,4.35,4.12
4.21,4.42,4.55,4.17
4.42,4.33,4.45,4.31
4.32,4.34,4.36,4.31
4.35,4.15,4.35,4.07
4.18,4.08,4.18,4.05
4.06,4.07,4.13,4.05
4.08,4.05,4.08,4.03
4.08,4.15,4.20,4.06
4.16,4.17,4.19,4.09
4.18,4.18,4.23,4.18
4.19,4.13,4.20,4.09
4.11,4.15,4.18,4.08
4.14,4.06,4.19,4.03
4.03,4.01,4.06,4.00
3.85,4.00,4.05,3.85
3.99,4.02,4.03,3.95
3.98,3.92,3.98,3.86
3.93,3.97,4.07,3.93
3.93,3.96,4.05,3.93
3.97,4.06,4.19,3.97
4.10,4.12,4.15,4.06
4.09,4.11,4.19,4.07
4.12,4.11,4.13,4.05
4.10,4.10,4.14,4.08
4.08,4.11,4.15,4.04
4.11,4.18,4.18,4.04
4.25,4.01,4.25,3.99
4.00,4.00,4.04,3.95
4.01,3.98,4.08,3.95
4.02,4.02,4.02,4.02
3.97,3.95,4.05,3.95
3.95,3.91,4.01,3.91
3.93,3.93,4.02,3.90
3.90,4.01,4.12,3.90
3.98,4.03,4.10,3.96
4.05,4.03,4.12,4.00
4.01,4.19,4.19,4.00
4.21,4.18,4.25,4.13
4.17,4.19,4.25,4.14
4.23,4.28,4.42,4.18
4.25,4.12,4.42,4.12
4.36,4.45,4.45,4.18
4.52,4.21,4.59,4.06
4.23,4.35,4.45,4.23
4.37,4.41,4.47,4.33
4.41,4.54,4.55,4.40
4.54,4.46,4.57,4.45
4.42,4.50,4.52,4.41
4.51,4.50,4.53,4.45
4.10,4.00,4.27,3.97
4.03,3.89,4.05,3.88
3.90,3.87,3.94,3.76
3.90,4.03,4.08,3.84
4.07,3.90,4.17,3.84
3.98,4.02,4.03,3.97
4.03,3.85,4.05,3.85
3.85,3.72,3.89,3.71
3.72,3.68,3.81,3.64
3.68,3.63,3.79,3.55
3.70,3.72,3.79,3.67
3.75,3.73,3.76,3.64
3.75,3.67,3.79,3.60
3.70,3.55,3.71,3.51
3.55,3.51,3.58,3.50
3.61,3.52,3.62,3.51
3.54,3.56,3.63,3.50
3.57,3.45,3.59,3.44
3.41,3.52,3.61,3.35
3.56,3.52,3.56,3.46
3.53,3.46,3.54,3.43
3.49,3.60,3.64,3.41
3.60,3.53,3.67,3.50
3.53,3.56,3.61,3.45
3.52,3.57,3.61,3.52
3.64,3.56,3.64,3.50
3.57,3.50,3.62,3.47
3.48,3.39,3.53,3.37
3.38,3.30,3.49,3.30
3.33,3.30,3.37,3.25
3.28,3.27,3.36,3.25
3.25,3.21,3.28,3.21
3.23,3.21,3.29,3.19
3.20,3.26,3.34,3.20
3.26,3.18,3.27,3.17
3.19,3.21,3.25,3.18
3.22,3.20,3.24,3.19
3.19,3.31,3.34,3.19
3.28,3.52,3.54,3.28
3.47,3.46,3.53,3.43
3.44,3.42,3.48,3.41
3.39,3.47,3.52,3.33
3.46,3.54,3.55,3.37
3.54,3.55,3.60,3.51
3.44,3.43,3.51,3.43
3.46,3.45,3.52,3.37
3.35,3.44,3.50,3.29
3.44,3.45,3.47,3.41
3.49,3.53,3.59,3.46
3.45,3.50,3.54,3.45
3.55,3.48,3.55,3.43
3.50,3.49,3.54,3.44
3.45,3.50,3.56,3.36
3.35,3.36,3.45,3.34
3.33,3.35,3.40,3.31
3.34,3.48,3.51,3.32
3.52,3.43,3.57,3.40
3.38,3.41,3.44,3.38
3.42,3.40,3.46,3.29
3.39,3.40,3.47,3.37
3.38,3.34,3.44,3.31
3.36,3.24,3.36,3.23
3.22,3.26,3.29,3.22
3.26,3.30,3.34,3.25
3.31,3.23,3.35,3.22
3.25,3.26,3.32,3.21
3.27,3.23,3.29,3.20
3.21,3.22,3.30,3.19
3.23,3.16,3.27,3.16
3.15,3.21,3.27,3.15
3.23,3.33,3.36,3.23
3.33,3.59,3.60,3.27
3.51,3.80,3.85,3.51
3.85,4.04,4.08,3.67
4.00,3.99,4.03,3.89
3.98,3.97,3.99,3.91
3.94,3.77,3.95,3.72
3.74,3.84,3.94,3.69
3.82,3.81,3.91,3.76
3.79,3.80,3.82,3.72
3.82,3.80,3.86,3.78
3.78,3.75,3.87,3.70
3.74,3.71,3.86,3.69
3.76,3.64,3.76,3.63
3.58,3.58,3.63,3.56
3.59,3.62,3.62,3.52
3.58,3.60,3.71,3.57
3.60,3.70,3.72,3.57
3.63,3.73,3.79,3.62
3.72,3.81,3.97,3.64
3.78,3.71,3.92,3.68
3.71,3.63,3.83,3.62
3.63,3.56,3.78,3.54
3.63,3.67,3.78,3.57
3.40,3.60,3.67,3.40
3.62,3.64,3.67,3.45
3.65,3.54,3.73,3.48
3.60,3.58,3.67,3.52
3.55,3.63,3.66,3.52
3.58,3.62,3.72,3.58
3.66,3.68,3.71,3.58
3.64,3.66,3.73,3.64
3.62,3.61,3.70,3.54
3.60,3.62,3.70,3.56
3.68,3.63,3.70,3.60
3.56,3.66,3.69,3.56
3.67,3.66,3.70,3.64
3.65,3.68,3.76,3.57
3.54,3.55,3.70,3.50
3.42,3.43,3.54,3.42
3.54,3.42,3.57,3.40
3.40,3.34,3.56,3.31
3.49,3.29,3.50,3.29
3.41,3.27,3.41,3.27
3.28,3.29,3.31,3.22
3.21,3.32,3.41,3.21
3.46,3.60,3.74,3.37
3.88,3.73,3.88,3.62
3.78,3.67,3.82,3.65
3.70,3.65,3.77,3.60
3.69,3.73,3.80,3.62
3.76,3.70,3.79,3.61
3.66,3.70,3.77,3.60
3.69,3.66,3.76,3.63
3.69,3.62,3.70,3.62
3.60,3.62,3.69,3.60
3.63,3.60,3.65,3.60
3.64,3.65,3.71,3.61
3.63,3.62,3.70,3.61
3.65,3.57,3.69,3.57
3.59,3.50,3.60,3.50
3.51,3.51,3.59,3.48
3.68,3.55,3.68,3.46
3.65,3.65,3.69,3.52
3.69,3.67,3.70,3.56
3.67,3.65,3.67,3.62
3.69,3.66,3.69,3.63
3.67,3.46,3.67,3.42
3.46,3.69,3.69,3.46
3.62,3.58,3.69,3.51
3.56,3.56,3.69,3.56
3.57,3.62,3.70,3.57
3.69,3.59,3.69,3.59
3.63,3.60,3.69,3.60
3.67,3.58,3.70,3.58
3.58,3.50,3.63,3.50
3.51,3.48,3.60,3.46
3.60,3.47,3.60,3.47
3.47,3.42,3.58,3.37
3.45,3.57,3.59,3.37
3.59,3.51,3.59,3.46
3.57,3.53,3.59,3.47
3.59,3.45,3.59,3.44
3.48,3.43,3.51,3.40
3.45,3.42,3.58,3.39
3.40,3.37,3.40,3.36
3.50,3.37,3.50,3.36
3.50,3.36,3.50,3.36
3.35,3.32,3.49,3.30
3.36,3.30,3.45,3.30
3.32,3.32,3.43,3.26
3.37,3.37,3.47,3.33
3.45,3.33,3.50,3.33
3.34,3.32,3.53,3.30
3.31,3.27,3.47,3.25
3.42,3.31,3.42,3.30
3.43,3.18,3.43,3.10
3.18,3.18,3.24,3.15
3.23,3.18,3.23,3.15
3.23,3.22,3.24,3.16
3.39,3.17,3.39,3.15
3.39,3.17,3.39,3.12
3.17,3.18,3.39,3.17
3.36,3.25,3.40,3.17
3.30,3.21,3.39,3.17
3.37,3.20,3.37,3.12
3.28,3.20,3.28,3.10
3.30,3.23,3.30,3.20
3.31,3.23,3.31,3.21
3.20,3.23,3.39,3.13
3.19,3.29,3.37,3.14
3.27,3.25,3.38,3.23
3.27,3.32,3.38,3.27
3.32,3.30,3.44,3.25
3.20,3.25,3.25,3.19
3.27,3.23,3.30,3.23
3.27,3.18,3.30,3.18
3.20,3.26,3.30,3.12
3.29,3.25,3.30,3.10
3.20,3.19,3.25,3.15
3.25,3.17,3.25,3.13
3.22,3.21,3.29,3.21
3.30,3.25,3.30,3.23
3.28,3.21,3.30,3.21
3.20,3.27,3.29,3.20
3.30,3.28,3.30,3.24
3.25,3.28,3.30,3.25
3.28,3.29,3.30,3.28
3.25,3.27,3.30,3.22
3.30,3.30,3.30,3.28
3.30,3.29,3.30,3.22
3.30,3.24,3.30,3.22
3.20,3.15,3.21,3.10
3.17,3.22,3.26,3.16
3.22,3.18,3.24,3.18
3.18,3.24,3.25,3.18
3.29,3.22,3.30,3.21
3.20,3.22,3.24,3.20
3.24,3.22,3.24,3.20
3.21,3.14,3.21,3.14
3.14,3.24,3.28,3.10
3.29,3.30,3.30,3.23
3.21,3.29,3.37,3.21
3.37,3.13,3.37,3.13
3.15,3.23,3.38,3.14
3.14,3.32,3.39,3.14
3.27,3.40,3.40,3.25
3.39,3.32,3.40,3.28
3.27,3.38,3.38,3.27
3.38,3.33,3.40,3.27
3.35,3.47,3.58,3.35
3.50,3.51,3.59,3.50
3.58,3.45,3.58,3.45
3.46,3.50,3.50,3.45
3.45,3.47,3.55,3.45
3.46,3.43,3.46,3.29
3.43,3.42,3.53,3.38
3.42,3.45,3.52,3.40
3.47,3.45,3.47,3.40
3.45,3.55,3.55,3.44
3.54,3.67,3.67,3.53
3.52,3.67,3.69,3.51
3.68,3.55,3.70,3.54
3.51,3.69,3.88,3.51
3.79,3.67,3.80,3.63
3.58,3.57,3.69,3.54
3.73,3.77,3.77,3.73
3.65,3.67,3.73,3.65
3.58,3.58,3.58,3.52
3.60,3.79,3.80,3.58
3.88,4.00,4.04,3.88
3.90,3.85,3.96,3.85
3.93,3.87,3.93,3.86
3.94,3.67,3.94,3.61
3.74,3.79,3.79,3.68
3.83,3.85,3.91,3.83
3.84,3.84,3.88,3.81
3.86,3.81,3.86,3.81
3.86,3.78,3.86,3.78
3.79,3.80,3.80,3.76
3.76,3.67,3.77,3.66
3.69,3.72,3.72,3.65
3.63,3.77,3.77,3.63
3.71,3.78,3.80,3.71
3.73,3.75,3.75,3.67
3.75,3.75,3.75,3.75
3.69,3.65,3.69,3.63
3.62,3.61,3.63,3.61
3.61,3.66,3.66,3.61
3.65,3.62,3.65,3.61
3.60,3.75,3.77,3.60
3.80,3.70,3.91,3.62
3.79,3.72,3.85,3.72
3.72,3.53,3.72,3.50
3.66,3.57,3.69,3.54
3.58,3.60,3.69,3.58
3.63,3.68,3.69,3.62
3.69,3.73,3.80,3.67
3.85,3.92,3.93,3.73
3.92,3.82,3.96,3.80
3.82,3.82,3.82,3.82
3.86,3.87,3.87,3.85
3.90,3.82,3.99,3.82
3.80,3.76,3.88,3.76
3.81,3.81,3.91,3.78
3.92,3.92,3.92,3.92
3.80,3.80,3.80,3.80
3.80,3.89,3.89,3.77
3.86,3.84,3.86,3.76
3.80,3.79,3.90,3.78
3.90,3.80,3.95,3.80
3.80,3.81,3.81,3.80
3.77,3.76,3.77,3.75
3.76,3.63,3.78,3.61
3.63,3.63,3.63,3.63
3.67,3.76,3.76,3.67
3.76,3.76,3.76,3.76
3.76,3.76,3.76,3.76
3.64,3.73,3.73,3.64
3.67,3.70,3.73,3.64
3.75,3.69,3.76,3.64
3.69,3.69,3.69,3.69
3.77,3.86,3.90,3.76
3.86,3.88,3.88,3.86
3.87,3.86,3.87,3.86
3.86,3.75,3.86,3.74
3.77,3.74,3.85,3.69
3.80,3.70,3.86,3.60
3.72,3.74,3.74,3.68
3.70,3.69,3.70,3.50
3.77,3.80,3.82,3.77
3.80,3.80,3.80,3.80
3.77,3.87,3.90,3.77
3.83,3.87,3.89,3.82
3.82,3.84,3.84,3.82
3.85,3.85,3.85,3.76
3.85,3.81,3.86,3.77
3.83,3.85,3.87,3.79
3.76,3.81,3.85,3.75
3.76,3.82,3.83,3.75
3.78,3.76,3.83,3.75
3.75,3.80,3.85,3.75
3.79,3.77,3.79,3.76
3.70,3.67,3.71,3.67
3.67,3.67,3.75,3.61
3.68,3.68,3.70,3.68
3.68,3.69,3.79,3.68
3.68,3.76,3.76,3.68
3.77,3.72,3.77,3.72
3.72,3.61,3.80,3.61
3.58,3.66,3.66,3.57
3.66,3.66,3.66,3.66
3.66,3.66,3.66,3.66
3.66,3.55,3.70,3.55
3.65,3.66,3.70,3.65
3.69,3.71,3.73,3.68
3.73,3.71,3.73,3.71
3.65,3.65,3.65,3.55
3.65,3.68,3.68,3.65
3.67,3.59,3.69,3.56
3.59,3.59,3.59,3.59
3.66,3.66,3.66,3.66
3.61,3.53,3.61,3.53
3.57,3.61,3.67,3.57
3.61,3.61,3.61,3.61
3.53,3.55,3.64,3.52
3.62,3.60,3.65,3.55
3.56,3.60,3.60,3.56
3.60,3.59,3.60,3.57
3.52,3.57,3.59,3.52
3.59,3.59,3.59,3.55
3.55,3.58,3.60,3.55
3.50,3.55,3.55,3.50
3.54,3.51,3.57,3.51
3.54,3.56,3.62,3.54
3.56,3.56,3.56,3.56
3.56,3.56,3.56,3.56
3.50,3.51,3.51,3.50
3.58,3.52,3.58,3.50
3.51,3.52,3.52,3.51
3.51,3.50,3.51,3.50
3.50,3.50,3.51,3.50
3.55,3.54,3.55,3.54
3.55,3.53,3.59,3.53
3.56,3.56,3.56,3.56
3.59,3.58,3.60,3.50
3.52,3.59,3.60,3.52
3.59,3.51,3.59,3.51
3.58,3.57,3.58,3.57
3.56,3.60,3.63,3.56
3.60,3.65,3.77,3.60
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.52,3.68,3.70,3.52
3.68,3.65,3.68,3.57
3.74,3.68,3.74,3.65
3.62,3.66,3.74,3.60
3.72,3.72,3.74,3.68
3.65,3.71,3.72,3.65
3.72,3.63,3.75,3.63
3.65,3.64,3.67,3.63
3.56,3.69,3.71,3.55
3.65,3.69,3.70,3.65
3.60,3.71,3.72,3.60
3.72,3.79,3.92,3.69
3.83,3.94,3.95,3.83
3.98,3.87,4.02,3.87
3.80,3.80,3.80,3.80
3.80,3.82,3.82,3.80
3.80,3.89,3.90,3.79
3.80,3.68,3.88,3.68
3.77,3.63,3.80,3.57
3.66,3.79,3.80,3.66
3.78,3.79,3.84,3.75
3.78,3.82,3.82,3.78
3.82,3.80,3.83,3.80
3.83,3.79,3.86,3.65
3.83,3.81,3.90,3.80
3.89,3.77,3.89,3.77
3.80,3.90,3.90,3.80
3.85,3.89,3.90,3.85
3.88,3.81,3.89,3.81
3.86,3.86,3.89,3.80
3.81,3.83,3.90,3.80
3.84,3.84,3.84,3.81
3.87,3.81,3.97,3.81
3.82,3.82,3.82,3.80
3.87,3.76,3.89,3.76
3.89,3.88,3.89,3.88
3.88,3.88,3.89,3.81
3.78,3.80,3.84,3.78
3.82,3.77,3.87,3.77
3.84,3.79,3.87,3.79
3.80,3.83,3.83,3.80
3.85,3.85,3.85,3.85
3.83,3.81,3.89,3.76
3.81,3.79,3.88,3.79
3.87,3.80,3.89,3.80
3.85,3.83,3.88,3.80
3.86,3.85,3.88,3.79
3.80,3.80,3.87,3.79
3.79,3.80,3.83,3.79
3.82,3.84,3.84,3.82
3.88,3.88,3.88,3.88
3.88,3.81,3.88,3.81
3.86,3.86,3.86,3.86
3.79,3.87,3.87,3.78
3.85,3.81,3.85,3.78
3.80,3.80,3.85,3.79
3.83,3.82,3.84,3.80
3.85,3.84,3.85,3.76
3.80,3.81,3.84,3.80
3.84,3.81,3.84,3.61
3.80,3.72,3.85,3.72
3.82,3.71,3.82,3.71
3.67,3.74,3.79,3.67
3.74,3.73,3.74,3.56
3.64,3.64,3.64,3.64
3.71,3.68,3.78,3.66
3.55,3.70,3.80,3.55
3.62,3.68,3.72,3.62
3.78,3.79,3.79,3.78
3.79,3.76,3.80,3.71
3.70,3.68,3.74,3.64
3.80,3.74,3.80,3.58
3.51,3.53,3.65,3.50
3.55,3.50,3.55,3.50
3.50,3.50,3.53,3.50
3.50,3.42,3.50,3.34
3.39,3.30,3.50,3.30
3.31,3.35,3.40,3.30
3.31,3.31,3.39,3.30
3.38,3.33,3.38,3.30
3.30,3.43,3.65,3.30
3.31,3.51,3.74,3.31
3.38,3.45,3.51,3.36
3.41,3.54,3.75,3.40
3.48,3.70,3.72,3.48
3.71,3.70,3.84,3.70
3.83,3.61,3.90,3.61
3.78,3.58,3.78,3.58
3.61,3.59,3.77,3.58
3.53,3.58,3.70,3.53
3.76,3.57,3.76,3.57
3.58,3.64,3.64,3.56
3.66,3.59,3.77,3.54
3.61,3.58,3.68,3.55
3.57,3.58,3.64,3.51
3.54,3.40,3.64,3.37
3.54,3.42,3.60,3.40
3.42,3.42,3.45,3.40
3.42,3.43,3.45,3.36
3.41,3.31,3.42,3.30
3.32,3.50,3.50,3.31
3.37,3.24,3.40,3.16
3.36,3.36,3.40,3.22
3.37,3.20,3.37,3.11
3.20,3.15,3.20,3.10
3.19,3.16,3.19,3.13
3.19,3.13,3.22,3.13
3.25,3.26,3.40,3.16
3.37,3.28,3.40,3.27
3.39,3.53,3.68,3.39
3.60,3.62,3.74,3.28
3.66,3.73,3.73,3.49
3.73,3.69,3.79,3.60
3.74,3.67,3.78,3.52
3.67,3.44,3.69,3.44
3.50,3.43,3.51,3.43
3.52,3.59,3.76,3.42
3.53,3.67,3.68,3.32
3.64,3.64,3.75,3.59
3.64,3.63,3.64,3.63
3.65,3.63,3.67,3.52
3.63,3.63,3.64,3.44
3.65,3.61,3.75,3.49
3.74,3.70,3.81,3.60
3.66,3.73,3.80,3.56
3.63,3.61,3.70,3.61
3.56,3.62,3.63,3.51
3.60,3.62,3.80,3.60
3.62,3.55,3.65,3.41
3.65,3.80,3.80,3.65
3.81,3.83,3.88,3.65
3.83,3.80,3.85,3.73
3.76,3.71,3.76,3.71
3.75,3.80,3.93,3.75
3.75,3.80,3.89,3.75
3.87,3.94,4.00,3.63
3.84,3.81,3.97,3.75
3.78,3.80,3.80,3.78
3.80,3.74,3.96,3.74
3.75,3.75,3.91,3.73
3.52,3.60,3.60,3.52
3.55,3.53,3.71,3.53
3.65,3.55,3.73,3.51
3.56,3.55,3.56,3.50
3.58,3.57,3.58,3.57
3.56,3.57,3.57,3.56
3.57,3.57,3.57,3.57
3.70,3.72,3.80,3.70
3.68,3.70,3.77,3.68
3.71,3.70,3.80,3.67
3.69,3.64,3.79,3.64
3.84,3.83,3.84,3.81
3.80,3.87,3.98,3.75
3.97,3.81,3.97,3.81
3.89,3.78,3.89,3.78
3.78,3.80,3.88,3.78
3.80,3.66,3.81,3.66
3.77,3.83,3.88,3.66
3.80,3.86,3.88,3.77
3.88,3.82,3.88,3.81
3.84,3.85,3.85,3.84
3.85,3.85,3.89,3.85
3.85,3.85,3.86,3.82
3.85,3.85,3.85,3.85
3.85,3.88,3.90,3.85
3.89,3.88,3.89,3.88
3.87,3.82,3.88,3.82
3.88,3.85,3.88,3.85
3.83,3.85,3.85,3.82
3.88,3.81,3.88,3.81
3.79,3.80,3.84,3.79
3.79,3.79,3.80,3.79
3.86,3.77,3.86,3.77
3.77,3.77,3.77,3.77
3.86,3.80,3.86,3.80
3.80,3.81,3.81,3.80
3.87,3.81,3.90,3.80
3.89,3.83,4.00,3.83
3.83,3.83,3.83,3.83
3.98,3.98,3.99,3.85
3.82,3.84,3.84,3.82
3.82,3.82,3.90,3.82
3.82,3.98,3.98,3.82
3.97,3.84,3.98,3.84
3.90,3.86,3.90,3.86
3.78,3.81,3.88,3.77
3.82,3.82,3.82,3.77
3.97,3.79,3.97,3.78
3.88,3.88,3.88,3.88
3.90,3.86,3.98,3.83
3.87,3.88,3.88,3.86
3.95,3.96,3.96,3.93
3.87,3.95,3.95,3.86
3.95,3.98,4.00,3.89
3.96,3.95,3.96,3.95
3.92,3.88,3.97,3.88
3.90,3.90,3.90,3.90
3.98,3.97,3.98,3.91
3.97,3.97,3.97,3.97
3.98,4.00,4.00,3.95
3.95,3.92,3.96,3.92
3.93,3.87,3.93,3.87
3.92,3.90,3.92,3.89
3.93,3.90,3.94,3.90
3.90,3.88,3.90,3.88
3.88,3.95,3.95,3.87
3.95,3.87,3.95,3.87
3.95,3.88,3.95,3.88
3.90,3.92,3.95,3.90
3.92,3.92,3.92,3.92
3.86,3.92,3.92,3.86
3.86,3.84,3.88,3.84
3.84,3.66,3.90,3.66
3.67,3.78,3.79,3.66
3.95,3.75,3.95,3.74
3.78,3.70,3.78,3.70
3.79,3.68,3.79,3.68
3.70,3.67,3.75,3.66
3.67,3.67,3.67,3.67
3.66,3.71,3.71,3.66
3.71,3.55,3.71,3.43
3.58,3.46,3.58,3.45
3.46,3.47,3.59,3.46
3.47,3.51,3.51,3.47
3.51,3.51,3.51,3.51
3.54,3.55,3.58,3.50
3.51,3.53,3.53,3.51
3.55,3.58,3.58,3.54
3.60,3.53,3.60,3.53
3.54,3.45,3.56,3.45
3.50,3.50,3.50,3.50
3.46,3.52,3.59,3.46
3.60,3.63,3.63,3.60
3.66,3.68,3.73,3.66
3.64,3.55,3.64,3.55
3.58,3.54,3.74,3.54
3.54,3.66,3.70,3.53
3.66,3.66,3.66,3.66
3.65,3.61,3.65,3.55
3.64,3.64,3.70,3.56
3.64,3.71,3.71,3.56
3.66,3.67,3.67,3.66
3.67,3.67,3.67,3.67
3.72,3.66,3.72,3.66
3.66,3.66,3.69,3.66
3.66,3.57,3.67,3.57
3.57,3.57,3.57,3.57
3.58,3.56,3.71,3.53
3.53,3.51,3.54,3.45
3.53,3.64,3.66,3.53
3.51,3.51,3.62,3.50
3.51,3.51,3.55,3.51
3.55,3.80,3.88,3.51
3.55,3.62,3.68,3.53
3.54,3.82,3.82,3.53
3.79,3.79,3.93,3.76
3.74,3.76,3.87,3.71
3.77,3.71,3.85,3.60
3.68,3.70,3.84,3.68
3.66,3.72,3.72,3.55
3.68,3.53,3.70,3.52
3.65,3.50,3.74,3.50
3.68,3.48,3.68,3.46
3.48,3.59,3.66,3.47
3.61,3.45,3.63,3.45
3.50,3.48,3.55,3.47
3.52,3.48,3.62,3.48
3.50,3.46,3.51,3.46
3.46,3.59,3.60,3.46
3.60,3.59,3.64,3.56
3.56,3.50,3.56,3.50
3.50,3.49,3.62,3.49
3.51,3.49,3.60,3.49
3.52,3.53,3.60,3.50
3.52,3.46,3.59,3.46
3.47,3.48,3.52,3.47
3.49,3.45,3.50,3.45
3.46,3.46,3.46,3.46
3.46,3.45,3.46,3.45
3.48,3.46,3.48,3.45
3.47,3.46,3.50,3.45
3.47,3.44,3.54,3.43
3.45,3.45,3.48,3.43
3.45,3.49,3.49,3.40
3.48,3.44,3.48,3.40
3.45,3.54,3.54,3.40
3.50,3.40,3.56,3.40
3.41,3.41,3.41,3.41
3.40,3.42,3.46,3.40
3.42,3.75,3.75,3.42
4.21,3.80,4.21,3.67
3.89,3.92,3.94,3.84
3.90,3.75,3.94,3.71
3.48,3.87,3.99,3.48
3.89,3.92,3.93,3.67
3.76,3.75,3.87,3.74
3.74,3.83,3.95,3.74
3.85,3.85,3.93,3.76
3.85,3.85,3.97,3.85
3.95,3.90,3.95,3.85
3.88,3.80,3.90,3.80
3.80,3.71,3.80,3.71
3.56,3.70,3.75,3.56
3.76,3.70,3.80,3.70
3.70,3.65,3.75,3.55
3.60,3.65,3.70,3.60
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.65,3.70,3.75,3.65
3.52,3.52,3.52,3.52
3.63,3.80,3.80,3.63
3.70,3.55,3.70,3.45
3.55,3.45,3.55,3.45
3.50,3.65,4.00,3.45
3.70,3.70,3.70,3.55
3.60,3.55,3.60,3.55
3.65,3.65,3.65,3.45
3.70,3.50,3.70,3.50
3.50,3.65,3.70,3.45
3.65,3.65,3.80,3.50
3.70,3.60,3.70,3.55
3.55,3.50,3.75,3.50
3.45,3.40,3.55,3.40
