GPI,Group 1 Automotive,NASDAQ
62.70,61.79,62.70,61.12
60.94,60.90,61.40,60.01
61.14,61.23,61.81,60.56
61.89,62.05,62.66,61.29
62.52,64.00,64.15,62.24
63.66,64.33,65.38,63.43
65.05,64.89,66.08,64.56
64.65,65.00,65.93,64.61
64.50,65.30,65.58,64.50
66.19,66.12,66.27,64.36
66.48,66.95,67.09,66.26
67.58,67.38,67.80,66.92
67.26,67.40,67.88,67.04
67.85,68.29,68.61,67.74
68.25,67.09,68.25,66.81
67.28,68.56,68.56,67.08
68.35,68.14,68.76,67.73
68.30,67.95,68.44,67.37
68.10,67.58,68.10,67.43
67.38,67.35,67.74,67.05
67.37,67.61,67.71,66.89
67.82,67.85,69.40,67.16
68.17,67.37,69.21,66.90
67.37,69.68,69.81,66.85
69.12,71.13,71.32,69.04
71.46,72.39,72.48,71.28
72.68,73.58,73.63,71.90
74.01,72.79,74.60,72.77
74.00,75.68,75.80,73.57
75.44,76.73,76.77,74.67
76.65,76.15,76.97,75.54
76.22,77.17,77.66,76.02
76.97,76.68,77.39,75.88
77.06,77.00,77.97,76.60
76.86,76.46,77.79,76.06
75.83,76.50,76.75,75.58
76.60,76.30,76.64,75.81
76.56,77.00,77.19,75.94
76.17,74.79,76.88,74.58
74.50,75.37,75.78,74.30
75.25,75.44,76.21,75.03
75.75,76.56,76.69,75.29
76.10,75.98,76.59,75.19
76.14,76.14,76.93,75.74
76.19,76.72,77.02,76.08
76.76,76.35,77.08,75.84
75.52,76.20,76.42,75.12
76.02,76.24,76.48,75.80
76.25,76.84,77.52,76.25
77.11,76.73,77.49,75.90
77.61,76.97,78.44,76.53
76.96,78.69,78.99,76.74
78.94,78.94,79.83,78.82
79.26,78.46,79.48,77.39
78.76,80.15,80.26,78.53
80.67,81.74,81.93,80.14
80.68,80.12,81.36,80.11
79.70,78.75,80.07,78.50
79.19,79.00,79.56,78.61
80.20,79.22,80.20,79.00
79.47,80.42,80.57,79.47
80.37,81.71,81.73,79.79
82.00,80.99,82.40,80.54
80.63,80.55,81.39,80.20
80.55,80.42,81.08,78.99
81.30,80.55,81.39,79.58
80.37,79.99,81.15,79.44
79.99,79.49,80.13,78.63
78.83,78.72,80.00,78.35
77.99,77.68,78.33,77.03
77.59,78.29,78.41,77.14
77.50,78.12,78.22,76.96
78.12,75.11,78.54,74.38
74.24,72.97,74.24,71.41
71.99,70.81,72.65,70.77
69.16,67.70,69.63,67.63
67.96,67.14,68.62,66.91
68.04,68.67,69.50,67.66
68.51,69.03,69.03,68.03
68.16,69.65,69.65,68.07
69.67,67.94,69.70,67.71
68.96,68.24,69.47,67.80
67.75,69.83,70.11,67.38
70.24,70.00,70.56,69.12
70.09,70.38,70.50,69.39
70.66,68.82,71.31,68.60
68.07,68.86,69.08,67.86
61.64,64.86,66.54,61.20
65.13,64.57,65.49,62.66
64.27,64.50,64.98,64.02
64.51,64.30,64.93,63.87
64.55,63.73,64.91,63.62
64.01,64.00,64.47,63.52
63.99,64.60,64.95,63.87
64.63,65.01,65.39,64.44
64.85,63.89,64.96,63.80
64.17,63.79,64.63,63.53
63.99,63.00,64.33,62.96
62.99,63.62,64.33,62.99
63.47,64.24,64.47,63.24
63.98,64.86,65.48,63.75
64.54,65.78,66.08,64.54
65.72,65.08,66.25,64.52
65.04,66.21,66.29,64.55
66.28,66.06,66.60,65.68
65.92,66.05,67.07,65.38
66.17,65.57,66.53,65.26
65.86,66.64,66.97,65.24
66.78,66.53,66.78,65.84
66.55,67.78,68.04,66.34
67.98,67.92,68.36,67.78
68.00,68.39,68.46,67.39
68.67,68.45,69.19,68.08
68.35,67.36,68.43,66.87
67.04,67.68,68.03,66.51
67.58,67.76,68.46,67.37
67.82,68.34,69.35,67.82
68.89,69.49,69.72,68.16
69.76,69.41,69.90,68.89
69.37,69.13,69.38,68.15
69.26,68.97,69.26,68.58
68.95,69.07,69.70,68.65
69.20,68.97,69.56,68.62
69.27,69.07,69.89,68.97
69.15,69.30,69.51,68.87
69.16,70.18,70.42,67.48
70.14,70.50,70.80,69.54
70.44,70.18,71.12,69.82
70.50,70.74,71.20,70.38
70.74,70.93,71.61,70.64
71.06,71.18,71.77,71.06
71.10,70.92,71.32,70.80
70.99,71.30,71.79,70.60
71.32,71.02,71.51,70.53
70.61,70.14,71.26,69.24
70.13,69.63,70.72,69.18
69.73,68.78,70.22,68.61
68.98,68.56,70.32,68.19
68.42,67.64,68.55,67.59
67.77,66.55,67.77,66.29
66.59,66.21,66.64,65.67
65.85,65.01,66.44,64.76
65.04,65.63,65.99,64.51
64.79,62.90,65.20,62.46
62.80,63.48,63.92,61.91
63.54,64.32,64.35,63.34
64.88,63.95,64.96,63.11
64.12,63.81,64.23,63.55
63.74,63.30,63.95,63.16
62.85,62.02,63.15,61.72
62.12,61.98,62.57,61.08
62.10,62.00,62.75,61.36
61.58,61.10,62.22,60.90
61.65,61.82,62.22,61.32
61.05,61.13,62.12,60.71
61.40,60.32,61.64,59.37
60.58,62.04,62.71,60.50
62.88,61.44,63.00,60.28
61.87,62.68,64.41,61.41
63.02,62.98,63.75,62.50
63.01,62.43,63.03,62.15
62.45,62.24,62.77,61.99
62.24,62.10,62.77,61.91
61.81,62.57,63.07,61.43
62.53,63.13,63.40,62.15
63.34,63.36,63.75,63.01
62.95,63.38,64.14,62.95
63.45,62.87,63.50,62.77
63.08,63.42,63.72,62.66
63.61,63.48,63.68,63.17
63.43,64.34,64.63,63.43
64.65,66.42,68.19,64.08
66.23,67.40,68.57,66.07
67.48,66.76,67.67,66.50
66.38,65.92,66.84,65.26
66.34,67.68,68.07,66.34
67.38,67.33,67.68,66.91
67.32,67.31,67.78,66.51
67.80,68.54,69.40,67.58
68.33,68.57,68.98,68.17
68.43,68.51,69.21,68.11
68.27,67.36,68.49,67.19
67.39,66.54,67.49,66.40
66.39,66.85,67.44,65.59
67.04,67.76,68.04,66.81
67.79,68.33,69.01,67.75
68.06,67.04,68.20,66.58
66.83,68.65,68.96,66.83
68.83,68.19,69.32,68.06
68.38,67.90,68.91,67.01
68.20,66.87,68.20,66.21
67.07,64.88,67.07,64.74
64.85,64.29,65.25,63.81
64.46,64.51,65.71,64.18
64.61,65.66,65.76,64.15
65.95,66.61,67.03,65.95
66.82,67.40,68.33,66.66
67.59,66.86,67.99,66.47
66.87,66.34,67.61,66.16
66.24,62.59,66.33,62.44
62.59,63.24,63.51,61.91
63.25,63.13,63.44,62.69
62.97,61.99,63.35,61.69
61.27,60.93,61.59,60.31
61.52,62.50,62.64,60.84
62.37,63.12,63.28,61.69
63.74,62.97,63.81,62.76
63.01,64.09,64.37,62.79
64.21,64.22,64.54,63.72
64.22,64.73,65.02,64.03
64.55,64.93,65.25,64.19
67.80,69.39,70.63,67.31
69.48,68.94,71.68,68.91
69.31,69.85,70.31,68.28
70.25,70.82,71.48,70.00
70.77,72.13,72.25,70.00
72.16,73.09,73.09,72.06
73.09,73.25,74.46,73.02
72.90,72.62,73.32,72.29
72.53,72.57,72.81,72.01
72.54,73.33,73.97,72.54
73.19,73.93,74.90,72.72
73.81,76.96,77.65,73.70
77.38,79.05,79.22,77.27
79.18,77.94,79.43,77.64
77.97,76.10,78.17,75.49
75.63,76.06,76.20,75.01
76.06,77.06,77.33,75.92
76.43,77.57,77.86,76.40
77.43,77.25,77.93,76.45
77.71,78.13,78.83,76.78
78.42,78.75,79.62,78.16
78.72,79.54,79.58,78.72
79.88,79.72,81.03,79.44
79.42,79.80,79.99,79.04
79.70,79.90,80.12,79.64
80.08,80.50,81.04,79.99
81.02,80.75,81.02,79.73
80.58,81.40,82.16,80.36
81.33,81.88,82.00,81.00
81.95,81.50,81.98,80.97
82.10,81.81,82.26,81.65
81.76,81.82,82.34,81.63
81.77,81.50,82.12,81.31
81.45,81.32,81.88,80.71
81.16,78.87,81.47,78.39
79.12,79.03,79.66,77.86
79.11,80.38,80.90,79.11
80.49,81.13,81.50,80.15
81.19,81.79,82.25,80.94
81.75,81.78,82.19,81.53
82.05,81.75,82.19,81.67
81.75,81.72,82.00,81.65
81.60,81.34,81.90,81.28
81.07,82.89,83.12,81.01
83.11,83.30,83.53,82.02
83.05,83.77,83.78,82.62
83.63,84.31,84.59,83.35
84.78,84.84,85.40,84.16
85.05,86.08,86.25,84.49
86.23,87.34,87.38,86.00
87.00,85.70,87.28,85.27
85.64,84.29,85.65,84.26
84.54,84.25,85.37,83.98
83.15,83.63,84.21,82.55
83.43,83.40,83.87,82.60
83.82,83.28,84.23,82.82
83.73,82.22,84.06,81.79
83.00,82.48,83.00,81.97
81.46,80.66,81.82,80.41
80.62,81.84,81.93,80.43
81.58,81.92,82.10,80.39
82.38,80.84,82.38,80.61
81.01,80.76,81.14,80.38
77.72,78.53,80.35,76.63
78.30,76.30,78.61,75.77
76.31,75.49,76.77,75.33
75.48,75.05,76.52,74.93
75.35,74.52,75.55,74.00
74.13,73.92,74.77,73.69
73.91,74.24,74.97,73.73
74.69,74.36,74.88,73.85
73.95,73.61,74.87,73.24
73.23,74.00,74.25,72.64
74.19,73.52,74.79,73.34
73.75,75.09,75.17,73.72
75.52,76.04,76.78,75.26
76.04,76.41,76.95,75.69
76.79,77.01,77.62,75.78
77.33,77.97,78.34,77.22
78.53,77.18,78.66,76.23
77.65,78.95,79.12,77.65
79.03,78.32,80.03,78.31
78.13,78.35,78.96,77.75
78.43,78.41,78.77,77.26
78.40,77.96,78.73,77.62
78.46,79.36,79.89,78.30
79.64,80.22,80.72,79.63
80.43,79.85,80.87,79.68
79.22,79.52,80.21,78.40
79.67,80.16,80.51,79.48
80.27,78.28,80.28,78.20
78.53,77.94,78.60,77.64
78.24,78.96,79.92,78.00
78.53,77.33,78.76,76.95
77.05,76.50,77.34,75.76
76.49,76.56,77.76,75.62
76.55,75.57,76.55,75.24
74.98,75.60,76.30,74.98
75.67,75.56,76.36,74.76
75.40,75.08,75.68,74.66
74.77,76.03,76.24,74.31
76.10,78.48,80.19,75.98
78.56,77.58,79.11,77.51
77.92,76.42,78.43,76.41
76.07,74.47,76.51,73.89
73.83,72.99,74.13,72.67
73.05,73.10,73.72,72.62
72.96,72.95,73.56,71.94
73.01,72.49,73.49,72.48
71.57,73.56,73.83,71.50
73.55,72.71,74.02,72.56
72.83,70.48,72.83,70.37
71.76,72.89,73.82,71.57
73.75,74.70,75.06,72.79
74.76,73.99,75.95,73.85
73.56,72.06,73.84,72.06
72.14,74.20,74.24,71.88
74.13,72.90,74.59,72.62
72.62,73.30,74.53,72.00
72.45,69.14,72.57,68.95
67.70,69.55,70.15,65.49
68.41,70.90,71.39,67.48
70.46,72.04,72.16,70.13
72.92,73.12,74.36,72.16
73.03,74.63,74.64,73.02
74.90,74.23,75.43,73.55
74.11,72.21,75.66,71.44
75.37,82.82,85.55,75.15
82.32,83.29,85.81,80.66
83.04,82.14,83.24,81.34
82.96,84.07,84.81,82.16
83.65,82.93,84.75,82.36
82.74,84.09,84.24,82.74
85.05,85.43,85.96,84.47
85.43,84.95,85.72,84.28
84.54,83.94,84.88,83.47
84.81,85.01,86.47,84.45
84.94,86.27,86.31,84.27
86.13,87.28,87.55,85.94
87.21,86.54,87.88,85.56
86.50,87.23,87.59,86.13
87.03,88.38,88.85,87.03
88.37,86.61,88.95,86.38
87.08,87.06,88.05,86.97
87.04,86.28,87.04,85.45
86.41,86.11,88.22,86.00
86.27,86.29,86.83,85.25
85.84,87.53,87.64,85.69
88.90,88.37,89.04,87.75
88.57,88.55,88.96,88.30
88.93,89.00,89.97,88.12
88.94,89.54,89.85,88.30
89.88,89.51,90.84,89.19
89.39,87.07,89.94,86.68
87.06,88.66,89.31,87.06
88.43,90.67,91.09,88.35
90.30,91.33,91.39,90.14
91.42,91.72,92.66,90.67
91.20,89.68,91.72,89.17
88.64,92.94,92.99,88.17
92.18,90.40,93.23,90.36
90.74,90.38,92.00,90.26
89.51,88.97,90.65,88.84
88.12,85.84,88.85,84.71
85.42,83.99,86.38,83.85
84.08,87.47,87.54,82.95
88.38,88.31,89.02,86.38
88.67,89.72,90.28,87.25
89.53,89.78,90.80,89.00
90.35,89.34,91.25,89.11
89.81,89.75,90.41,89.34
90.43,90.35,91.03,89.97
90.14,91.28,91.53,89.86
90.98,90.68,92.18,90.35
91.05,89.62,91.74,89.54
90.03,88.98,90.67,87.32
88.52,87.94,88.90,87.33
88.36,85.23,89.35,84.31
86.05,85.79,86.45,84.47
87.12,86.57,88.15,86.05
86.33,83.97,86.38,83.80
84.12,84.06,84.60,83.17
84.88,82.44,85.32,81.84
81.09,80.94,81.39,79.26
81.16,78.14,81.21,77.98
77.68,81.20,81.28,77.68
81.09,79.34,81.09,78.62
78.28,77.68,78.99,76.99
78.29,78.18,78.92,77.78
77.97,78.75,79.95,77.94
79.26,82.48,82.99,79.25
81.51,82.39,82.79,80.51
82.63,80.56,83.39,80.11
80.55,82.49,82.63,80.55
82.38,80.39,82.76,80.03
80.58,81.46,81.93,78.85
83.55,82.75,85.00,81.68
82.83,82.49,83.52,81.54
87.98,84.78,89.40,83.36
85.27,85.24,86.50,84.62
85.06,85.01,85.70,83.78
85.82,85.28,85.82,84.06
85.45,84.32,85.65,83.91
84.64,85.08,85.11,83.14
85.11,84.34,85.78,83.87
84.40,83.26,84.42,83.13
82.85,83.57,84.26,82.74
83.57,83.47,84.84,83.17
83.09,83.69,83.75,82.67
83.79,83.71,84.17,83.02
83.87,82.60,84.19,82.16
82.71,82.46,83.36,81.55
82.46,82.46,83.26,81.63
82.35,81.34,82.95,81.32
81.50,80.45,81.74,79.90
80.42,81.51,82.73,80.42
80.90,78.97,80.94,78.79
79.31,77.29,79.31,77.23
76.51,75.68,77.30,75.58
75.84,75.88,76.21,74.45
75.25,76.32,76.78,75.05
76.24,76.91,77.52,76.24
77.24,78.31,78.52,77.24
78.91,80.05,80.58,78.85
80.42,79.79,80.66,79.45
79.67,79.79,80.35,79.17
79.38,80.41,80.42,78.21
80.36,82.55,82.73,80.28
82.92,82.32,82.92,80.76
82.37,83.02,83.53,82.01
83.50,85.81,86.17,82.66
85.79,83.90,85.95,83.80
83.86,83.32,84.65,82.42
83.09,85.21,85.90,82.89
85.56,86.43,86.66,84.29
86.26,86.33,87.33,85.61
85.76,85.40,86.50,84.38
85.88,86.64,87.27,85.88
85.90,86.74,87.20,85.52
86.51,85.32,86.61,85.26
85.64,85.91,85.97,84.87
85.97,85.74,86.35,84.48
86.00,86.44,86.82,85.88
86.43,85.99,86.43,85.23
85.85,85.48,85.91,84.65
85.72,85.67,86.22,85.27
85.64,85.50,85.99,84.89
84.75,83.66,85.30,83.25
84.03,85.60,85.69,83.37
86.25,85.95,86.55,85.07
86.61,87.04,87.34,86.17
87.00,86.69,87.76,85.87
86.75,86.54,86.75,85.35
86.50,85.50,87.19,85.00
83.79,83.70,86.47,82.61
83.57,80.77,83.94,79.88
81.00,78.98,81.47,78.49
79.14,80.86,80.99,77.90
80.80,80.86,82.27,80.69
80.85,79.41,81.71,79.19
79.67,79.65,80.05,77.79
79.64,80.02,81.58,79.64
80.78,80.32,81.60,80.26
80.44,81.00,81.84,80.44
80.63,81.00,81.61,80.57
80.88,81.05,81.58,80.48
81.68,81.54,81.75,80.34
81.72,82.66,83.59,81.68
82.90,83.63,83.86,82.18
83.62,83.82,84.03,83.03
84.00,83.42,84.08,83.01
83.35,83.59,84.53,83.00
83.49,82.61,83.86,82.44
82.68,81.71,82.71,81.42
81.93,82.40,82.71,81.20
82.18,82.99,83.09,82.05
82.73,82.31,83.40,82.00
82.53,82.79,83.60,81.74
82.47,82.90,83.69,82.34
83.25,87.38,87.63,83.05
87.00,87.03,88.19,86.78
87.03,89.14,89.28,86.26
88.89,89.03,90.30,88.53
89.38,88.76,90.00,88.02
89.04,89.85,90.93,88.73
89.90,89.52,90.72,89.13
89.18,89.81,90.00,89.13
89.14,89.54,89.99,88.47
89.23,89.71,90.69,88.99
90.32,90.26,90.96,89.57
90.32,89.73,90.99,89.55
89.48,89.15,90.31,88.90
89.53,89.19,89.83,88.94
89.48,90.98,91.22,89.03
90.95,91.31,92.33,90.63
91.41,91.46,91.85,90.05
91.79,92.25,92.50,91.32
91.84,90.82,92.69,90.51
91.57,90.83,91.68,90.29
91.50,92.35,92.40,91.02
92.51,91.22,93.02,90.89
90.66,91.38,92.34,90.57
91.36,90.25,91.52,89.23
89.77,89.34,90.74,88.64
90.32,90.09,90.74,88.89
90.91,90.84,91.36,90.30
91.58,92.26,92.50,91.36
92.22,91.65,92.58,91.60
91.72,94.02,94.45,91.51
94.59,94.03,94.95,93.57
94.12,94.46,94.72,93.46
94.43,93.61,94.83,93.06
93.34,90.24,93.68,89.79
90.37,90.15,90.82,89.02
93.03,94.90,97.00,90.21
95.40,93.09,96.60,93.00
92.96,91.94,92.96,91.23
92.44,94.11,94.53,91.04
94.37,95.54,96.00,94.20
95.25,95.53,96.39,94.44
96.03,96.97,97.11,95.01
97.05,94.72,97.34,94.22
94.92,94.97,96.50,94.72
95.55,95.81,97.06,95.48
95.77,93.03,95.77,92.80
92.54,92.69,93.54,92.11
93.18,95.04,95.87,93.18
94.16,94.40,94.45,93.05
93.54,93.20,94.26,91.86
93.17,92.81,93.88,92.32
92.77,93.28,93.66,92.15
93.24,93.94,94.05,91.96
93.89,93.26,94.45,92.53
92.95,92.16,93.43,91.78
91.53,89.07,91.53,88.98
87.56,86.84,88.75,85.36
82.53,85.74,88.16,81.10
87.93,85.81,87.93,85.66
87.21,88.50,88.88,85.80
89.22,89.76,91.50,88.58
89.16,88.05,90.10,87.54
87.31,87.40,88.45,86.95
86.45,86.01,87.51,85.43
86.48,86.49,87.48,85.69
86.75,86.52,87.82,85.92
85.53,85.48,86.19,84.99
86.86,88.06,88.67,86.05
87.00,85.99,87.74,85.82
85.93,85.60,87.09,85.21
84.91,83.67,85.10,83.46
83.66,82.99,84.19,82.81
83.46,83.15,83.49,82.56
83.25,84.83,84.92,83.10
85.47,91.02,92.31,85.47
90.14,88.49,91.11,88.27
89.25,87.95,89.75,87.78
86.77,86.58,87.35,85.83
86.98,86.31,87.05,85.23
85.52,85.20,85.87,83.89
85.80,86.56,87.62,85.48
86.04,82.26,86.75,82.15
82.44,83.94,84.14,82.26
84.89,85.15,85.47,83.86
85.19,84.71,85.88,83.23
83.71,85.97,85.98,82.97
86.64,88.49,88.68,86.62
88.36,86.71,88.85,86.39
87.25,87.62,88.02,85.90
87.37,88.67,88.85,86.08
88.63,88.55,89.47,87.78
88.74,87.98,88.94,87.50
87.45,86.50,88.42,86.29
86.91,86.65,88.31,85.65
86.98,88.40,88.75,86.55
88.81,88.32,88.98,87.42
87.98,87.23,89.64,86.80
87.14,88.54,88.77,86.72
88.66,87.61,88.66,87.12
88.12,86.91,88.90,86.39
87.90,86.80,87.90,85.35
86.82,89.49,89.52,85.82
88.82,85.60,88.84,83.76
85.90,87.91,88.31,84.89
87.79,86.88,88.24,86.44
86.82,86.95,87.32,86.25
87.04,87.08,87.99,86.47
87.07,88.66,88.74,86.83
88.59,87.85,88.59,87.06
87.94,87.60,88.18,86.82
87.11,86.67,87.72,86.41
86.65,85.06,86.86,84.67
85.00,85.26,85.32,84.39
85.41,83.77,85.41,83.70
83.11,81.77,83.88,80.59
80.96,76.98,82.16,76.77
76.93,78.93,79.34,76.76
79.49,79.82,80.68,79.10
80.30,80.89,81.05,79.74
80.94,80.97,81.65,80.46
81.90,81.54,81.97,80.69
81.50,82.02,82.48,81.02
81.76,82.52,83.00,81.07
82.60,82.89,83.35,82.47
82.63,82.67,83.43,82.25
82.84,81.22,82.84,81.10
81.44,82.18,82.28,81.11
82.05,80.75,82.39,80.52
81.08,76.92,81.23,76.79
77.00,78.99,79.41,77.00
78.97,78.90,80.10,77.96
78.03,79.62,79.73,77.89
79.34,80.13,80.81,79.34
80.27,80.33,81.37,79.38
79.13,78.40,79.67,78.09
78.58,78.22,79.44,77.02
78.80,78.90,79.35,78.21
79.56,79.19,79.68,78.03
79.18,77.34,79.25,77.32
76.56,74.61,77.33,73.83
75.08,74.65,75.08,73.94
74.93,76.07,76.33,74.53
76.47,76.84,77.39,75.65
76.73,76.03,76.86,75.70
75.59,76.33,76.73,75.52
76.81,77.21,77.44,76.13
77.10,75.99,77.43,75.89
75.67,75.70,76.66,75.14
74.65,74.65,75.63,73.60
74.68,71.72,74.79,71.55
70.00,63.89,70.00,63.18
63.07,62.94,67.00,62.68
63.57,59.76,63.57,59.58
60.00,61.15,61.40,59.75
61.72,60.80,62.00,59.04
60.80,58.92,61.20,58.72
58.92,59.69,60.88,57.18
58.12,58.69,59.24,57.44
58.75,56.31,59.47,55.04
55.31,58.39,59.40,54.66
58.33,57.14,59.47,56.84
58.13,58.13,58.62,57.15
57.95,56.79,58.27,56.48
57.02,57.53,57.97,56.65
57.42,55.39,57.69,54.72
55.57,52.31,55.57,52.03
52.67,53.65,53.68,52.33
53.46,55.11,55.76,52.45
54.35,53.40,54.72,52.26
53.88,53.00,54.09,50.67
52.23,54.82,55.12,52.23
54.40,54.92,55.69,54.07
53.90,53.70,55.40,52.95
52.90,53.27,55.21,52.90
53.83,53.83,55.30,53.52
52.76,52.02,52.76,47.67
51.45,49.80,51.45,48.94
49.81,51.05,51.50,49.81
51.36,51.99,52.43,51.21
52.19,52.01,52.60,51.68
51.68,51.79,52.05,51.29
52.43,53.01,53.44,52.18
52.80,53.35,54.03,52.46
52.64,56.07,56.10,52.01
56.07,55.48,56.36,54.60
55.67,55.30,56.23,54.94
55.44,55.76,56.81,55.44
56.24,56.51,56.61,54.06
56.49,56.44,57.07,55.78
56.51,58.79,59.03,56.44
58.79,58.24,59.92,58.14
58.18,59.43,59.58,58.13
58.67,56.81,59.19,56.80
58.11,59.14,59.17,57.30
59.49,57.99,59.97,57.67
58.72,59.31,59.51,58.36
58.93,57.88,59.53,57.60
57.76,56.41,58.07,56.14
56.09,55.18,56.37,54.59
55.26,57.62,58.03,54.69
58.03,58.50,58.75,57.77
58.28,58.45,58.90,58.12
58.08,57.87,58.26,57.29
57.80,57.52,57.97,57.03
57.31,58.26,58.40,56.90
58.26,57.70,58.48,57.62
57.34,59.31,59.50,57.34
59.77,59.88,60.12,59.04
59.68,58.69,60.25,57.71
57.91,55.99,57.92,55.36
55.85,53.89,56.01,53.66
53.41,54.39,55.05,53.00
54.62,55.08,55.53,54.30
55.21,52.94,55.21,52.61
53.43,53.13,54.09,52.83
53.43,54.53,55.05,53.18
54.76,55.66,56.22,54.51
56.06,58.71,58.74,55.98
58.56,59.79,60.56,58.00
59.49,59.03,60.00,58.76
58.85,58.95,59.23,58.37
59.45,58.41,59.59,58.29
58.30,59.37,59.46,57.94
59.20,56.95,59.26,56.13
56.33,58.71,59.12,55.61
58.56,58.57,59.50,58.20
58.86,62.00,63.08,58.31
65.43,66.37,68.39,64.06
66.83,67.18,68.47,66.00
67.10,65.84,67.66,65.31
66.38,64.37,66.38,63.86
64.08,62.84,64.23,61.92
62.55,62.90,63.88,62.02
63.00,61.94,63.24,61.85
61.66,62.26,62.55,61.62
62.13,63.12,63.83,61.99
63.65,64.25,64.65,62.87
63.42,60.95,63.76,60.91
61.38,61.24,61.84,60.71
60.85,60.33,62.36,60.15
60.54,60.11,61.03,59.99
59.86,60.32,61.63,59.85
60.22,60.17,60.86,59.69
59.57,57.97,60.79,57.71
58.05,59.03,59.31,57.59
59.08,57.84,59.14,57.83
58.07,58.28,58.90,56.90
58.24,59.02,59.32,57.99
59.19,59.61,59.76,58.63
59.45,60.81,60.92,59.45
60.93,62.18,62.48,60.93
61.98,62.55,62.66,60.76
62.40,62.78,63.51,62.01
62.39,60.12,62.39,60.03
60.46,60.25,60.49,59.59
60.41,60.86,61.28,60.31
61.14,61.24,61.55,60.78
60.75,59.46,61.26,58.95
58.64,58.13,59.18,57.38
57.74,56.67,57.85,56.27
56.65,55.56,57.22,54.86
55.80,55.75,57.08,55.38
55.20,55.98,56.16,54.38
56.16,56.73,57.78,55.95
56.99,58.27,58.87,56.99
57.97,55.91,57.97,55.64
56.00,55.35,56.57,55.32
56.15,56.93,57.31,55.83
54.08,53.27,54.27,52.55
52.37,50.10,53.03,49.60
50.75,49.66,51.51,49.19
50.21,50.02,50.77,49.87
50.05,49.36,50.31,48.40
49.44,51.11,52.20,49.44
50.69,48.20,50.69,47.51
48.00,48.82,49.44,47.31
49.36,49.34,51.09,48.76
50.19,51.96,52.19,50.16
52.49,52.56,53.41,51.99
53.14,54.48,55.10,53.07
54.77,54.25,54.82,53.44
55.60,55.32,57.33,55.23
55.69,55.25,56.40,54.70
55.33,57.69,57.82,55.16
57.23,57.71,58.17,56.77
59.74,59.56,59.89,58.61
59.64,60.09,61.01,59.39
59.98,60.14,60.39,58.87
60.13,60.72,60.94,59.87
60.59,60.41,61.11,60.15
60.47,59.01,61.00,58.36
58.30,59.15,59.25,56.19
59.19,62.32,62.82,59.14
62.29,62.76,62.93,61.66
62.70,60.03,62.95,59.79
59.73,60.54,60.71,58.85
60.56,60.90,61.57,60.34
61.41,61.49,62.63,61.41
61.56,61.00,62.25,60.76
60.31,59.99,60.61,59.66
60.26,60.29,60.61,60.01
60.73,61.39,62.19,60.43
61.51,60.30,61.59,60.06
60.39,61.13,61.42,60.39
60.91,60.97,61.32,60.47
60.97,60.17,60.98,59.48
60.19,59.67,60.48,59.26
59.34,59.06,59.77,58.80
58.75,57.23,58.75,56.70
57.54,57.40,58.29,57.23
57.41,56.60,58.14,56.50
56.44,57.26,57.43,56.25
57.30,57.94,58.37,57.29
58.10,58.73,59.09,57.96
58.42,59.61,60.06,58.42
59.38,59.34,59.96,58.83
59.21,59.70,59.96,59.21
59.88,60.91,61.07,59.65
61.30,61.26,61.53,60.31
61.39,62.54,62.89,61.23
62.12,61.65,62.39,61.49
60.93,59.68,61.05,59.58
59.13,61.26,61.45,59.11
60.60,61.26,61.83,60.43
61.26,61.77,61.88,60.43
61.60,61.31,62.40,61.01
61.07,60.23,61.72,59.29
60.59,59.85,60.88,59.39
60.23,59.39,60.26,58.73
59.24,59.79,60.01,58.77
60.35,61.59,61.77,60.35
60.84,62.09,62.30,60.75
61.89,61.80,62.24,61.42
61.37,61.21,62.10,60.95
61.32,60.94,61.64,59.32
60.59,61.50,62.21,60.59
61.46,63.88,64.19,61.29
63.47,62.80,63.86,62.48
62.83,63.40,64.11,62.59
63.27,65.45,65.94,63.27
64.99,64.87,65.43,63.77
64.91,63.87,65.33,63.30
64.00,63.75,64.70,63.62
63.62,64.32,64.50,63.28
64.27,64.83,65.30,63.91
64.15,62.14,64.15,61.84
62.40,62.73,63.12,62.05
62.45,62.55,63.51,61.97
63.17,61.61,63.22,61.29
61.50,63.06,63.21,61.13
55.75,59.15,59.89,55.06
58.42,59.66,60.36,58.42
59.95,60.18,61.08,58.77
59.28,59.16,59.76,58.40
58.90,59.33,59.68,58.69
59.52,58.90,59.57,58.40
58.41,59.05,59.64,58.24
59.48,60.27,60.59,58.86
60.23,58.57,60.43,58.26
58.20,57.47,58.54,57.13
57.85,56.53,58.21,56.39
56.45,57.55,58.85,56.29
58.83,58.90,59.60,58.36
58.63,57.05,58.63,56.18
55.88,60.14,60.38,55.56
60.32,62.72,63.75,60.32
63.45,64.72,64.88,62.22
64.98,67.86,68.72,64.46
67.70,68.37,68.75,66.31
68.26,68.53,68.96,67.68
68.53,68.78,68.93,67.79
68.70,69.90,69.93,67.65
69.97,70.51,70.96,69.50
69.40,70.99,73.07,69.40
71.06,72.32,72.32,70.50
72.64,72.86,73.74,72.00
72.83,72.11,73.28,71.11
72.35,71.84,73.14,71.17
72.10,72.59,73.89,71.75
72.67,74.37,76.35,72.59
74.44,73.02,74.94,72.90
73.99,76.56,76.58,73.64
76.22,79.43,79.63,76.22
