HBIO,Harvard Bioscience,NASDAQ
4.86,4.91,4.96,4.72
4.86,4.77,4.86,4.72
4.80,4.74,4.80,4.73
4.78,4.73,4.79,4.70
4.75,4.73,4.75,4.71
4.73,4.70,4.73,4.69
4.72,4.76,4.91,4.61
4.70,4.75,4.78,4.69
4.77,4.75,4.80,4.70
4.77,4.75,4.77,4.73
4.76,4.98,5.01,4.76
5.00,4.96,5.04,4.91
4.96,5.02,5.05,4.85
5.06,5.00,5.06,4.92
4.98,4.97,5.05,4.96
4.99,4.99,5.02,4.95
5.00,4.97,5.02,4.97
4.99,4.99,5.02,4.99
5.03,5.40,5.51,5.03
5.50,5.52,5.78,5.42
5.62,5.65,5.94,5.60
5.75,5.51,5.79,5.50
5.54,5.52,5.57,5.49
5.53,5.52,5.61,5.46
5.47,5.45,5.69,5.44
5.46,5.46,5.54,5.35
5.50,5.45,5.53,5.41
5.46,5.35,5.50,5.20
5.30,5.22,5.31,5.13
5.19,5.21,5.24,5.12
5.21,5.36,5.41,5.21
5.35,5.25,5.35,5.24
5.25,5.25,5.33,5.25
5.26,5.26,5.30,5.20
5.23,5.24,5.27,5.20
5.22,5.26,5.28,5.22
5.25,5.11,5.26,5.08
5.12,5.23,5.28,5.12
5.18,5.04,5.20,5.01
5.01,5.06,5.12,5.00
5.02,5.00,5.13,5.00
5.01,5.04,5.10,5.01
5.04,5.01,5.08,4.97
5.03,5.03,5.09,5.00
5.05,5.09,5.15,5.04
5.09,5.01,5.16,5.00
4.98,4.96,5.03,4.92
4.95,4.90,5.02,4.88
4.91,5.01,5.17,4.90
5.00,4.94,5.04,4.91
4.97,5.02,5.02,4.96
5.02,5.14,5.17,5.00
5.13,5.19,5.25,5.12
5.22,5.22,5.26,5.16
5.22,5.31,5.31,5.17
5.34,5.31,5.39,5.30
5.31,5.32,5.36,5.31
5.30,5.35,5.40,5.30
5.40,5.39,5.43,5.34
5.43,5.40,5.45,5.38
5.39,5.39,5.40,5.35
5.43,5.39,5.45,5.35
5.42,5.30,5.48,5.28
5.30,5.33,5.37,5.29
5.39,5.30,5.45,5.25
5.31,5.34,5.39,5.28
5.35,5.33,5.40,5.31
5.28,5.28,5.36,5.21
5.25,5.22,5.26,5.14
5.17,5.26,5.30,5.16
5.27,5.26,5.27,5.16
5.21,5.19,5.34,5.18
5.17,5.13,5.19,5.08
5.12,5.09,5.28,5.08
5.07,5.05,5.12,4.97
5.07,4.97,5.11,4.96
5.00,4.96,5.02,4.92
5.01,4.98,5.16,4.92
4.97,5.04,5.13,4.97
5.02,5.08,5.17,5.02
5.05,5.05,5.06,5.01
5.09,5.34,5.43,5.09
5.34,5.29,5.43,5.20
5.35,5.50,5.66,5.34
5.65,5.80,5.93,5.56
5.80,5.76,5.95,5.66
5.72,5.85,5.90,5.70
5.89,5.82,5.90,5.78
6.13,5.70,6.13,5.63
5.72,5.79,5.83,5.66
5.82,5.79,5.90,5.74
5.81,5.73,5.86,5.63
5.60,5.85,5.94,5.60
5.77,5.55,5.99,5.47
4.65,4.42,4.75,4.40
4.40,4.36,4.45,4.10
4.37,4.15,4.37,4.07
4.14,4.15,4.19,4.06
4.14,4.30,4.32,4.14
4.28,4.31,4.37,4.04
4.31,4.26,4.32,4.19
4.25,4.23,4.27,4.15
4.21,4.22,4.23,4.15
4.21,4.24,4.26,4.17
4.26,4.24,4.33,4.19
4.24,4.17,4.29,4.16
4.17,4.17,4.28,4.12
4.20,4.32,4.35,4.18
4.34,4.34,4.40,4.29
4.36,4.31,4.39,4.30
4.40,4.47,4.64,4.37
4.49,4.50,4.55,4.40
4.53,4.56,4.65,4.53
4.54,4.41,4.60,4.39
4.40,4.42,4.50,4.34
4.41,4.57,4.65,4.38
4.58,4.68,4.93,4.51
4.74,4.68,4.82,4.58
4.70,4.61,4.70,4.48
4.61,4.60,4.63,4.58
4.59,4.61,4.64,4.55
4.63,4.67,4.70,4.57
4.65,4.70,4.75,4.65
4.70,4.75,4.80,4.65
4.78,4.76,4.86,4.68
4.75,4.83,4.86,4.74
4.81,4.80,4.84,4.79
4.83,5.07,5.15,4.81
5.11,5.06,5.15,5.04
5.02,5.06,5.09,5.00
5.09,5.03,5.12,4.99
5.06,4.90,5.06,4.89
4.87,4.69,4.94,4.64
4.69,4.70,4.76,4.59
4.66,4.75,4.84,4.54
4.74,4.65,4.80,4.62
4.68,4.60,4.69,4.56
4.60,4.63,4.68,4.54
4.68,4.58,4.68,4.47
4.61,4.63,4.66,4.55
4.66,4.64,4.70,4.60
4.61,4.56,4.65,4.50
4.60,4.55,4.60,4.52
4.55,4.55,4.59,4.53
4.55,4.67,4.73,4.51
4.68,4.65,4.72,4.61
4.70,4.65,4.77,4.62
4.63,4.52,4.65,4.51
4.50,4.57,4.59,4.48
4.52,4.45,4.52,4.40
4.42,4.42,4.58,4.38
4.41,4.50,4.52,4.30
4.44,4.46,4.54,4.39
4.48,4.52,4.64,4.45
4.43,4.42,4.53,4.39
4.39,4.20,4.40,4.19
4.20,4.14,4.30,4.10
4.10,4.10,4.18,4.07
4.08,4.22,4.22,4.08
4.21,4.28,4.32,4.15
4.26,4.41,4.46,4.18
4.39,4.48,4.56,4.38
4.47,4.25,4.57,4.22
4.25,4.30,4.35,4.23
4.30,4.23,4.32,4.19
4.23,4.43,4.57,4.23
4.40,4.38,4.55,4.35
4.40,4.49,4.53,4.36
4.52,4.36,4.52,4.35
4.39,4.41,4.48,4.39
4.40,4.61,4.65,4.30
4.64,4.73,4.78,4.54
4.70,4.79,4.86,4.41
4.83,4.88,4.91,4.73
4.78,4.48,5.01,4.44
4.55,4.69,4.77,4.51
4.66,4.67,4.74,4.54
4.70,4.55,4.71,4.54
4.59,4.58,4.65,4.50
4.59,4.61,4.66,4.48
4.64,4.58,4.65,4.54
4.57,4.56,4.59,4.51
4.55,4.48,4.59,4.43
4.45,4.62,4.64,4.43
4.63,4.73,5.00,4.63
4.76,4.76,4.79,4.63
4.74,4.74,4.78,4.66
4.71,4.66,4.72,4.58
4.70,4.84,4.88,4.56
4.86,4.81,4.92,4.68
4.81,4.77,4.92,4.73
4.80,4.65,4.80,4.64
4.65,4.71,4.73,4.60
4.70,4.73,4.81,4.66
4.75,4.74,4.89,4.69
4.76,4.74,4.87,4.69
4.75,4.64,4.78,4.60
4.66,4.58,4.66,4.55
4.58,4.40,4.62,4.35
4.37,4.44,4.48,4.32
4.45,4.46,4.53,4.39
4.47,4.52,4.52,4.43
4.50,4.42,4.52,4.30
4.36,4.33,4.42,4.30
4.39,4.42,4.50,4.30
4.45,4.42,4.45,4.25
4.44,4.48,4.53,4.35
4.45,4.33,4.46,4.31
4.33,4.37,4.49,4.33
4.36,4.55,4.57,4.34
4.52,4.49,4.54,4.42
4.50,4.46,4.57,4.39
4.42,4.43,4.52,4.39
4.44,4.44,4.52,4.38
4.48,4.28,4.48,4.26
4.28,4.22,4.32,4.18
4.24,4.07,4.24,4.00
4.10,4.17,4.20,4.07
4.15,4.16,4.18,4.05
4.12,4.16,4.26,4.11
4.18,4.12,4.18,4.05
4.14,4.09,4.17,4.07
4.09,4.16,4.25,4.07
4.20,4.34,4.39,4.20
4.32,4.28,4.32,4.25
4.29,4.14,4.29,4.11
4.16,4.10,4.21,4.07
4.08,4.08,4.10,4.00
4.04,4.03,4.11,4.02
4.04,4.08,4.12,4.01
4.08,4.04,4.13,4.03
4.07,4.11,4.28,4.07
4.13,4.18,4.18,4.06
4.20,4.23,4.29,4.13
4.21,4.22,4.26,4.13
4.23,4.22,4.31,4.22
4.24,4.12,4.26,4.08
4.11,4.10,4.17,4.02
4.06,4.01,4.07,3.96
4.01,4.03,4.11,4.01
4.04,4.04,4.11,3.98
4.08,4.05,4.08,4.03
4.05,4.15,4.22,4.05
4.12,4.11,4.18,4.08
4.12,4.13,4.20,4.07
4.11,4.02,4.14,4.00
4.02,3.86,4.03,3.86
3.87,3.86,3.96,3.82
3.96,3.90,4.02,3.88
3.93,3.93,3.95,3.85
3.96,3.96,3.97,3.91
3.99,3.86,3.99,3.85
3.89,3.87,3.94,3.85
3.88,3.83,3.96,3.80
3.80,3.73,3.90,3.68
3.86,3.93,4.10,3.86
3.90,4.27,4.29,3.85
4.33,4.55,4.61,4.27
4.51,4.71,4.74,4.51
4.71,4.63,4.74,4.59
4.67,4.65,4.69,4.63
4.67,4.67,4.70,4.58
4.67,4.65,4.76,4.58
4.64,4.78,4.83,4.60
4.66,4.77,4.85,4.65
4.79,4.76,4.79,4.69
4.83,4.70,4.83,4.65
4.67,4.77,4.83,4.61
4.78,4.75,4.79,4.70
4.75,4.67,4.77,4.66
4.71,4.76,4.81,4.70
4.70,4.77,4.83,4.66
4.83,4.90,4.90,4.78
4.88,4.89,4.89,4.84
4.92,4.90,4.92,4.83
4.84,4.81,4.90,4.70
4.80,4.82,4.84,4.76
4.84,4.71,4.86,4.69
4.77,4.70,4.77,4.62
4.71,4.62,4.75,4.50
4.62,4.76,4.80,4.60
4.82,4.67,4.83,4.59
4.65,4.58,4.67,4.55
4.55,4.67,4.71,4.55
4.67,4.66,4.69,4.58
4.67,4.56,4.67,4.55
4.56,4.69,4.71,4.55
4.68,4.58,4.70,4.57
4.63,4.66,4.69,4.56
4.72,4.70,4.72,4.60
4.74,4.78,4.81,4.69
4.80,4.80,4.82,4.74
4.78,4.80,4.81,4.75
4.78,4.62,4.78,4.59
4.61,4.61,4.63,4.56
4.58,4.62,4.65,4.55
4.67,4.54,4.67,4.53
4.51,4.53,4.61,4.50
4.52,4.52,4.59,4.48
4.52,4.51,4.55,4.46
4.53,4.52,4.58,4.52
4.55,4.53,4.56,4.52
4.54,4.52,4.59,4.42
4.51,4.51,4.55,4.49
4.36,4.48,4.50,4.36
4.45,4.43,4.48,4.43
4.41,4.40,4.47,4.38
4.41,4.39,4.43,4.37
4.40,4.41,4.45,4.39
4.40,4.41,4.45,4.40
4.39,4.46,4.46,4.37
4.41,4.44,4.46,4.40
4.47,4.46,4.48,4.46
4.45,4.49,4.49,4.43
4.49,4.43,4.49,4.43
4.42,4.46,4.48,4.41
4.42,4.38,4.45,4.38
4.40,4.41,4.41,4.37
4.38,4.39,4.39,4.31
4.38,4.27,4.40,4.23
4.23,4.20,4.24,4.17
4.19,4.09,4.19,4.08
4.09,4.21,4.27,4.07
4.28,4.26,4.32,4.19
4.30,4.29,4.34,4.22
4.29,4.15,4.29,4.12
4.09,4.14,4.17,4.09
4.12,4.15,4.18,4.10
4.16,4.34,4.39,4.14
4.35,4.25,4.35,4.23
4.28,4.41,4.45,4.26
4.37,4.54,4.54,4.37
4.50,4.59,4.65,4.37
4.65,4.62,4.71,4.59
4.67,4.65,4.72,4.56
4.65,4.62,4.72,4.57
4.66,4.72,4.73,4.65
4.71,4.74,4.75,4.68
4.74,4.80,4.80,4.71
4.78,4.79,4.80,4.75
4.80,4.89,4.91,4.75
4.92,4.92,4.94,4.86
4.90,4.99,4.99,4.90
4.99,4.99,5.01,4.89
4.99,4.80,4.99,4.65
4.81,4.70,4.82,4.69
4.74,4.77,4.87,4.66
4.81,4.70,4.90,4.70
4.74,4.63,4.77,4.59
4.71,4.73,4.92,4.67
4.76,4.82,4.84,4.70
4.89,4.91,4.91,4.76
4.89,4.90,4.91,4.85
4.88,4.84,4.91,4.76
4.81,4.79,4.85,4.76
4.78,4.85,4.89,4.77
4.89,4.95,4.95,4.80
4.92,4.75,4.96,4.68
4.71,4.74,4.84,4.69
4.72,4.69,4.83,4.65
4.74,4.81,4.84,4.74
4.82,4.86,4.87,4.78
4.86,4.82,4.93,4.81
4.86,4.92,4.92,4.80
4.88,4.73,4.88,4.56
4.71,4.72,4.78,4.65
4.72,4.65,4.75,4.65
4.68,4.85,4.86,4.68
4.89,4.79,4.89,4.72
4.81,4.82,4.89,4.79
4.80,4.80,4.84,4.52
4.75,4.80,4.84,4.75
4.79,4.82,4.84,4.76
4.76,4.81,4.91,4.67
4.79,4.66,4.90,4.65
4.68,4.72,4.77,4.66
4.70,4.80,4.90,4.70
4.83,4.97,4.98,4.81
5.00,5.11,5.24,4.95
5.18,5.23,5.25,5.12
5.25,5.24,5.35,5.18
5.25,5.15,5.30,5.13
5.20,5.14,5.20,5.10
5.06,5.21,5.27,5.06
5.23,5.26,5.36,5.20
5.33,5.67,5.93,5.30
5.70,5.49,5.70,5.43
5.57,5.33,5.57,5.26
5.60,5.04,5.60,5.00
5.06,5.02,5.16,4.98
5.05,5.02,5.11,5.02
5.06,5.23,5.30,4.93
5.23,5.40,5.50,5.23
5.50,5.52,5.59,5.45
5.52,5.53,5.57,5.32
5.50,5.50,5.51,5.36
5.38,5.41,5.53,5.32
5.37,5.24,5.43,5.17
5.24,5.25,5.28,5.14
5.31,5.19,5.31,5.16
5.25,5.25,5.28,5.19
5.30,5.25,5.31,5.12
5.22,5.21,5.30,5.13
5.29,5.28,5.32,5.16
5.23,5.24,5.25,5.18
5.25,5.21,5.25,5.14
5.16,5.15,5.21,5.14
5.14,5.22,5.25,5.14
5.23,5.22,5.25,5.18
5.25,5.23,5.25,5.21
5.22,5.20,5.23,5.19
5.15,5.24,5.26,5.15
5.29,5.28,5.38,5.24
5.32,5.28,5.36,5.25
5.34,5.32,5.34,5.25
5.22,5.31,5.33,5.21
5.31,5.32,5.44,5.31
5.31,5.48,5.48,5.31
5.42,5.41,5.48,5.35
5.44,5.45,5.48,5.40
5.42,5.48,5.51,5.42
5.43,5.58,5.58,5.43
5.58,5.76,5.82,5.56
5.75,5.55,5.92,5.45
5.57,5.46,5.58,5.43
5.46,5.51,5.59,5.39
5.47,5.78,5.83,5.47
5.75,5.61,5.78,5.53
5.60,5.51,5.72,5.51
5.46,5.58,5.71,5.46
5.55,5.59,5.71,5.55
5.50,5.47,5.53,5.43
5.44,5.30,5.52,5.29
5.27,5.36,5.45,5.26
5.33,5.22,5.39,5.20
5.20,5.39,5.45,5.20
5.40,5.31,5.47,5.30
5.30,5.21,5.31,5.15
5.17,5.27,5.36,5.16
5.31,5.40,5.40,5.26
5.33,5.38,5.43,5.33
5.37,5.48,5.53,5.36
5.49,5.43,5.62,5.27
5.41,5.49,5.49,5.13
5.50,5.48,5.55,5.35
5.55,5.55,5.59,5.48
5.55,5.82,5.83,5.43
5.82,5.84,5.90,5.68
5.86,6.22,6.22,5.80
6.26,6.29,6.45,6.08
6.32,6.30,6.50,6.25
6.35,6.50,6.50,6.26
6.44,6.70,6.70,6.34
6.72,6.59,6.84,6.53
6.40,6.60,6.73,6.38
6.57,6.60,6.60,6.43
6.62,6.59,6.66,6.45
6.60,6.61,6.63,6.50
6.56,6.50,6.61,6.38
6.50,6.35,6.50,6.21
6.45,6.35,6.45,6.22
6.20,6.06,6.30,6.03
6.00,6.14,6.17,5.90
6.16,6.22,6.24,6.08
6.22,6.11,6.26,6.04
6.07,5.84,6.13,5.79
5.80,5.90,5.92,5.80
5.50,5.55,5.55,4.17
5.44,5.52,5.70,5.43
5.48,5.50,5.69,5.48
5.46,5.27,5.74,5.25
5.25,5.28,5.38,5.17
5.28,5.19,5.31,5.15
5.23,5.24,5.38,5.17
5.20,5.18,5.45,5.16
5.19,5.24,5.27,5.13
5.21,5.23,5.60,5.16
5.25,5.40,5.50,5.22
5.36,5.24,5.49,5.21
5.22,5.34,5.38,5.15
5.23,5.15,5.31,5.14
5.14,5.20,5.29,5.12
5.19,5.26,5.39,5.17
5.29,5.43,5.44,5.24
5.44,5.62,5.65,5.27
5.63,5.56,5.66,5.43
5.54,5.38,5.70,5.33
5.36,5.60,5.63,5.28
5.66,5.54,5.68,5.48
5.57,5.80,5.85,5.53
5.76,5.66,5.90,5.60
5.54,5.56,5.69,5.41
5.52,5.39,5.90,5.33
5.38,5.36,5.59,5.25
5.39,5.31,5.55,5.25
5.32,5.30,5.46,5.25
5.26,5.30,5.37,5.25
5.23,5.25,5.34,5.22
5.28,5.25,5.28,5.18
5.30,5.30,5.36,5.21
5.30,5.35,5.44,5.30
5.33,5.30,5.45,5.27
5.34,5.23,5.37,5.23
5.28,5.30,5.33,5.25
5.33,5.30,5.34,5.26
5.32,5.39,5.47,5.20
5.38,5.72,5.77,5.36
5.65,5.84,6.10,5.52
5.80,5.66,5.96,5.62
5.66,5.70,5.74,5.61
5.71,5.63,5.76,5.54
5.67,5.30,5.67,5.29
5.22,5.42,5.43,5.22
5.38,5.30,5.38,5.20
5.27,5.09,5.30,5.06
5.14,5.18,5.21,5.11
5.24,5.34,5.35,5.15
5.33,5.25,5.35,5.19
5.28,5.26,5.33,5.23
5.29,5.16,5.30,5.07
5.21,5.19,5.25,5.03
5.21,5.24,5.30,5.12
5.27,5.05,5.27,4.98
4.95,5.00,5.05,4.90
4.96,5.09,5.14,4.96
5.12,4.99,5.12,4.95
4.97,4.83,4.99,4.79
4.77,4.94,4.95,4.71
5.03,5.01,5.13,4.76
5.05,4.97,5.05,4.82
5.06,4.87,5.11,4.73
4.85,4.89,4.99,4.80
4.92,4.92,4.93,4.68
4.87,4.76,4.94,4.73
4.75,4.67,4.99,4.65
4.65,4.59,4.75,4.52
4.53,4.53,4.73,4.47
4.52,4.63,4.74,4.50
4.59,4.57,4.66,4.50
4.59,4.48,4.63,4.47
4.51,4.40,4.59,4.39
4.37,4.53,4.57,4.35
4.54,4.63,4.63,4.40
4.58,4.47,4.64,4.45
4.45,4.49,4.55,4.38
4.44,4.26,4.45,4.26
4.13,4.39,4.50,4.13
4.19,4.34,4.51,4.11
4.47,4.36,4.47,4.30
4.47,4.56,4.57,4.30
4.57,4.33,4.57,4.30
4.29,4.28,4.39,4.25
4.30,4.37,4.39,4.25
4.30,4.31,4.39,4.25
4.41,4.43,4.47,4.26
4.49,4.36,4.52,4.34
4.30,4.31,4.45,4.29
4.37,4.47,4.49,4.26
4.52,4.46,4.55,4.44
4.43,4.50,4.56,4.35
4.45,4.53,4.70,4.43
4.51,4.54,4.60,4.48
4.52,4.54,4.60,4.46
4.52,4.52,4.57,4.45
4.49,4.52,4.55,4.45
4.44,4.49,4.62,4.43
4.50,4.36,4.53,4.31
4.35,4.25,4.35,4.21
4.28,4.19,4.28,4.14
4.15,4.15,4.22,4.10
4.18,4.00,4.18,3.98
4.01,3.76,4.01,3.66
3.74,3.74,3.79,3.65
3.78,3.78,3.88,3.76
3.77,3.81,3.83,3.75
3.79,3.89,3.93,3.77
3.90,3.98,4.24,3.89
3.95,3.92,4.07,3.80
3.94,4.06,4.12,3.85
4.02,3.86,4.07,3.80
3.89,3.86,3.97,3.84
3.87,3.91,3.93,3.85
3.88,3.86,4.02,3.86
3.87,3.77,3.90,3.76
3.78,3.87,3.89,3.75
3.89,3.78,4.01,3.75
3.78,3.84,3.88,3.77
3.84,3.80,3.87,3.75
3.81,3.75,3.86,3.74
3.77,3.82,3.83,3.71
3.85,3.72,3.85,3.70
3.72,3.51,3.97,3.45
3.50,3.51,3.52,3.30
3.52,3.71,3.74,3.35
3.60,3.07,3.68,3.00
3.10,2.94,3.12,2.87
2.97,3.06,3.12,2.93
3.10,3.10,3.15,2.98
3.10,3.16,3.20,3.02
3.16,3.17,3.25,3.04
3.14,3.16,3.20,3.10
3.13,3.06,3.13,3.05
3.09,3.07,3.09,3.01
3.06,3.03,3.09,3.02
3.00,2.99,3.06,2.90
2.95,2.99,3.04,2.95
2.98,3.00,3.03,2.95
3.00,2.89,3.00,2.88
2.88,2.87,2.88,2.73
2.87,2.97,2.99,2.87
2.99,3.04,3.14,2.96
3.04,3.05,3.07,2.96
3.03,3.09,3.21,2.96
3.08,3.05,3.09,3.01
3.06,3.18,3.21,3.06
3.20,3.17,3.25,3.14
3.18,3.14,3.22,3.13
3.14,3.27,3.35,3.14
3.27,3.28,3.39,3.27
3.29,3.29,3.36,3.25
3.30,3.28,3.31,3.23
3.27,3.26,3.32,3.22
3.26,3.24,3.45,3.14
3.23,3.23,3.45,3.23
3.15,3.23,3.33,3.15
3.22,3.27,3.30,3.15
3.29,3.32,3.46,3.29
3.35,3.48,3.50,3.30
3.53,3.49,3.63,3.31
3.47,3.52,3.60,3.46
3.52,3.67,3.68,3.52
3.68,3.74,3.79,3.61
3.69,3.73,3.84,3.69
3.72,3.73,3.78,3.68
3.70,3.66,3.75,3.62
3.67,3.67,3.70,3.54
3.68,3.59,3.68,3.56
3.52,3.47,3.61,3.46
3.45,3.23,3.45,3.18
3.22,3.18,3.24,3.16
3.15,3.25,3.28,3.06
3.17,3.02,3.19,3.01
3.02,2.94,3.08,2.91
2.94,2.91,2.95,2.86
2.93,2.81,2.98,2.79
2.81,2.70,2.83,2.64
2.70,2.80,2.87,2.65
2.73,2.72,2.79,2.60
2.74,2.65,2.78,2.63
2.62,2.74,2.77,2.57
2.74,2.84,2.85,2.74
2.87,2.90,3.03,2.84
2.86,2.80,2.95,2.78
2.81,2.78,2.86,2.75
2.76,2.69,2.77,2.69
2.71,2.68,2.76,2.67
2.70,2.97,2.98,2.70
2.97,2.93,2.99,2.89
2.89,2.96,2.98,2.86
2.98,3.00,3.02,2.91
3.00,3.09,3.22,2.99
3.06,2.96,3.09,2.81
2.91,3.00,3.02,2.88
2.96,2.85,2.98,2.81
2.86,2.88,2.98,2.72
2.79,2.64,2.79,2.60
2.65,2.65,2.71,2.60
2.67,2.76,2.80,2.66
2.77,2.86,2.89,2.74
2.85,2.80,2.91,2.80
2.81,2.65,2.89,2.60
2.65,2.66,2.81,2.60
2.65,2.48,2.67,2.46
2.50,2.60,2.66,2.41
2.60,2.82,2.84,2.60
2.81,2.79,2.96,2.75
2.78,2.75,2.85,2.70
2.76,2.82,2.83,2.75
2.80,2.85,2.89,2.78
2.84,2.78,2.84,2.74
2.78,3.01,3.45,2.78
3.00,3.13,3.16,3.00
3.06,2.83,3.06,2.79
2.86,2.84,3.20,2.76
2.85,2.83,2.91,2.76
2.87,2.87,2.90,2.72
2.85,2.79,2.88,2.78
2.72,2.73,2.78,2.60
2.71,2.75,2.88,2.71
2.74,2.77,2.85,2.68
2.87,2.77,2.87,2.60
2.73,2.77,2.84,2.71
2.75,2.69,2.79,2.67
2.68,2.57,2.70,2.55
2.55,2.61,2.63,2.43
2.61,2.66,2.72,2.60
2.67,3.10,3.14,2.66
3.16,3.02,3.16,2.97
3.02,3.02,3.12,3.00
3.00,3.05,3.08,3.00
3.07,3.00,3.08,2.96
2.98,2.93,3.01,2.91
2.92,2.85,2.93,2.82
2.81,2.76,2.91,2.76
2.78,2.72,2.78,2.72
2.74,2.87,3.06,2.70
2.85,2.75,2.88,2.71
2.75,2.81,2.81,2.71
2.80,2.85,2.85,2.70
2.83,2.88,2.88,2.77
2.88,2.86,2.90,2.78
2.86,2.96,2.99,2.83
2.94,3.20,3.23,2.94
3.18,3.16,3.29,3.10
3.15,3.12,3.17,3.08
3.11,3.08,3.11,3.06
3.09,3.10,3.10,3.01
3.12,3.14,3.27,3.02
3.19,3.09,3.20,3.09
3.06,2.97,3.08,2.83
2.98,3.17,3.23,2.98
2.75,3.04,3.11,2.61
3.01,2.94,3.06,2.90
2.93,2.87,3.08,2.77
2.88,2.82,2.92,2.76
2.77,2.85,2.89,2.77
2.87,3.02,3.04,2.83
2.90,2.81,3.00,2.80
2.75,2.85,2.89,2.75
2.84,2.99,2.99,2.73
2.99,3.14,3.15,2.96
3.16,3.23,3.27,3.08
3.28,3.27,3.28,3.20
3.22,3.24,3.27,3.20
3.27,3.28,3.35,3.25
3.28,3.41,3.44,3.21
3.42,3.53,3.58,3.42
3.52,3.55,3.78,3.46
3.59,3.40,3.59,3.28
3.41,3.54,3.60,3.37
3.58,3.65,3.68,3.54
3.66,3.83,3.88,3.55
3.88,3.74,3.90,3.62
3.76,3.65,3.76,3.44
3.69,3.65,3.70,3.55
3.68,3.65,3.72,3.63
3.61,3.61,3.67,3.59
3.55,3.49,3.58,3.46
3.46,3.49,3.52,3.37
3.46,3.52,3.56,3.30
3.53,3.43,3.55,3.41
3.48,3.44,3.50,3.26
3.38,3.38,3.42,3.29
3.39,3.40,3.43,3.29
3.46,3.44,3.52,3.35
3.45,3.44,3.49,3.30
3.49,3.33,3.49,3.30
3.40,3.47,3.50,3.32
3.30,3.19,3.41,3.04
3.11,2.93,3.27,2.89
2.98,2.91,3.11,2.86
2.96,2.96,2.99,2.89
2.95,2.86,2.95,2.82
2.88,2.85,2.89,2.81
2.78,2.77,2.85,2.71
2.77,2.76,2.82,2.72
2.75,2.74,2.80,2.74
2.77,2.80,2.81,2.75
2.80,2.76,2.86,2.76
2.75,2.84,2.99,2.74
2.83,2.86,3.01,2.81
2.91,3.02,3.06,2.86
3.03,3.02,3.06,2.98
3.00,3.03,3.07,3.00
3.00,3.10,3.15,3.00
3.13,3.19,3.20,3.10
3.15,3.18,3.20,3.11
3.15,3.18,3.22,3.07
3.14,3.10,3.18,3.07
3.11,3.08,3.22,3.02
3.09,2.99,3.12,2.98
3.04,2.91,3.04,2.88
2.87,2.85,2.94,2.82
2.88,2.85,2.95,2.79
2.90,2.83,2.90,2.82
2.86,2.80,2.87,2.80
2.82,2.80,2.90,2.80
2.82,2.75,2.83,2.75
2.77,2.74,2.81,2.71
2.77,2.72,2.78,2.71
2.70,2.71,2.73,2.63
2.71,2.69,2.72,2.62
2.70,2.65,2.72,2.64
2.70,2.61,2.70,2.60
2.57,2.56,2.61,2.55
2.53,2.53,2.57,2.51
2.50,2.56,2.61,2.50
2.55,2.62,2.64,2.52
2.64,2.65,2.75,2.60
2.60,2.65,2.68,2.60
2.62,2.67,2.74,2.62
2.75,2.70,2.75,2.70
2.69,2.60,2.72,2.58
2.60,2.62,2.69,2.57
2.63,2.70,2.72,2.63
2.70,2.71,2.75,2.67
2.72,2.70,2.75,2.69
2.70,2.79,2.81,2.68
2.80,2.67,2.80,2.65
2.69,2.64,2.70,2.60
2.64,2.62,2.67,2.58
2.62,2.65,2.68,2.56
2.63,2.64,2.65,2.60
2.62,2.61,2.67,2.61
2.61,2.60,2.64,2.59
2.59,2.58,2.60,2.56
2.55,2.61,2.61,2.53
2.63,2.66,2.68,2.58
2.72,2.72,2.75,2.67
2.75,2.81,2.82,2.71
2.84,2.85,2.97,2.82
2.85,2.88,2.92,2.76
2.85,2.85,2.88,2.80
2.82,2.83,2.88,2.79
2.81,2.80,2.84,2.78
2.85,2.74,2.85,2.73
2.72,2.72,2.74,2.68
2.69,2.69,2.73,2.69
2.75,2.62,2.75,2.61
2.70,2.74,2.76,2.69
2.71,2.64,2.71,2.62
2.63,2.44,2.63,2.42
2.50,2.60,2.64,2.50
2.56,2.58,2.64,2.53
2.56,2.59,2.66,2.55
2.55,2.59,2.63,2.53
2.61,2.70,2.70,2.59
2.65,2.60,2.70,2.55
2.60,2.60,2.65,2.55
2.55,2.60,2.60,2.55
2.55,2.55,2.70,2.55
2.55,2.65,2.65,2.55
2.65,2.50,2.65,2.50
2.40,2.40,2.55,2.35
2.35,2.35,2.40,2.30
2.35,2.30,2.40,2.25
2.30,2.35,2.45,2.26
2.40,2.40,2.45,2.35
2.40,2.35,2.45,2.25
2.30,2.30,2.35,2.25
2.35,2.30,2.55,2.25
2.25,2.40,2.53,2.25
2.40,2.40,2.50,2.40
2.40,2.45,2.50,2.40
2.40,2.50,2.55,2.40
2.50,2.60,2.65,2.45
2.55,2.60,2.65,2.55
2.60,2.60,2.70,2.60
2.65,2.60,2.65,2.50
2.60,2.60,2.60,2.50
2.60,2.55,2.75,2.55
2.60,2.60,2.60,2.55
2.55,2.55,2.60,2.55
2.60,2.50,2.60,2.50
2.55,2.60,2.65,2.55
2.60,2.65,2.65,2.60
2.63,2.45,2.63,2.45
2.45,2.45,2.55,2.45
2.45,2.45,2.50,2.40
2.45,2.40,2.50,2.40
2.40,2.40,2.45,2.35
2.50,2.40,2.50,2.40
2.40,2.50,2.60,2.35
