GENE,Genetic Technologies Ltd - American Depositary Shares representing 150 ordinary shares,NASDAQ
2.67,2.58,2.74,2.40
2.61,2.55,2.61,2.55
2.50,2.44,2.54,2.38
2.42,2.50,2.65,2.42
2.46,2.62,2.63,2.45
2.48,2.57,2.61,2.42
2.58,2.51,2.60,2.50
2.60,2.58,2.60,2.55
2.52,2.33,2.59,2.32
2.50,2.46,2.50,2.45
2.53,2.39,2.56,2.35
2.36,2.46,2.48,2.35
2.40,2.45,2.45,2.29
2.49,2.43,2.55,2.37
2.50,2.37,2.50,2.37
2.40,2.35,2.50,2.35
2.48,2.45,2.49,2.42
2.45,2.42,2.45,2.38
2.49,2.49,2.55,2.43
2.46,2.42,2.46,2.39
2.42,2.52,2.55,2.39
2.50,2.42,2.50,2.40
2.43,2.47,2.48,2.43
2.50,2.44,2.50,2.43
2.45,2.43,2.47,2.43
2.44,2.44,2.44,2.38
2.39,2.47,2.48,2.39
2.50,2.38,2.50,2.38
2.40,2.38,2.41,2.38
2.42,2.39,2.42,2.39
2.39,2.39,2.39,2.39
2.39,2.31,2.39,2.30
2.31,2.26,2.32,2.16
2.35,2.45,2.45,2.22
2.44,2.31,2.44,2.29
2.29,2.26,2.45,2.23
2.36,2.36,2.45,2.30
2.37,2.34,2.39,2.25
2.35,2.29,2.35,2.26
2.26,2.25,2.32,2.25
2.25,2.35,2.40,2.25
2.29,2.25,2.36,2.25
2.26,2.26,2.30,2.25
2.30,2.24,2.30,2.24
2.28,2.32,2.33,2.21
2.21,2.20,2.31,2.20
2.27,2.63,2.81,2.25
2.72,2.78,3.00,2.66
2.74,2.65,2.74,2.54
2.56,2.43,2.56,2.40
2.40,2.38,2.44,2.38
2.39,2.39,2.40,2.31
2.50,2.49,2.60,2.43
2.48,2.43,2.54,2.35
2.40,2.37,2.44,2.35
2.34,2.36,2.41,2.34
2.37,2.36,2.48,2.33
2.40,2.38,2.42,2.34
2.37,2.40,2.42,2.36
2.42,2.38,2.49,2.38
2.38,2.36,2.42,2.36
2.40,2.35,2.40,2.33
2.42,2.32,2.42,2.32
2.30,2.32,2.37,2.30
2.35,2.33,2.35,2.30
2.31,2.32,2.34,2.31
2.31,2.33,2.35,2.31
2.31,2.28,2.33,2.28
2.28,2.31,2.34,2.28
2.28,2.30,2.32,2.28
2.28,2.26,2.30,2.24
2.29,2.27,2.31,2.22
2.27,2.30,2.37,2.26
2.37,2.39,2.49,2.26
2.39,2.37,2.39,2.33
2.37,2.30,2.37,2.28
2.30,2.39,2.40,2.25
2.35,2.43,2.46,2.30
2.38,2.30,2.39,2.28
2.26,2.21,2.27,2.01
2.33,2.30,2.40,2.04
2.28,2.27,2.30,2.11
2.20,2.24,2.27,2.20
2.23,2.15,2.23,2.10
2.22,2.19,2.22,2.12
2.14,2.15,2.22,2.14
2.19,2.12,2.19,2.12
2.15,2.10,2.18,2.08
2.14,2.10,2.14,2.09
2.08,2.04,2.11,2.03
2.03,2.07,2.15,2.03
2.09,2.09,2.12,2.08
2.08,2.08,2.13,2.04
2.06,2.10,2.10,2.05
2.09,1.99,2.09,1.95
1.96,1.90,1.98,1.82
1.88,1.89,1.96,1.78
1.86,1.86,1.91,1.86
1.86,1.87,1.92,1.79
1.91,1.91,1.92,1.85
1.89,1.88,2.09,1.83
1.86,1.81,1.87,1.77
1.82,1.79,1.87,1.75
1.77,1.66,1.79,1.64
1.69,1.72,1.73,1.66
1.73,1.72,1.74,1.71
1.70,1.77,1.77,1.70
1.78,1.79,1.80,1.76
1.70,1.71,1.79,1.70
1.71,1.80,1.94,1.71
1.89,1.88,1.94,1.81
1.93,1.85,1.93,1.84
1.85,1.94,1.94,1.85
1.89,1.77,1.90,1.77
1.80,1.82,1.82,1.77
1.82,1.82,1.82,1.78
1.78,1.76,1.80,1.75
1.74,1.69,1.77,1.66
1.65,1.71,1.73,1.65
1.68,1.65,1.72,1.62
1.67,1.68,1.85,1.65
1.67,1.62,1.67,1.56
1.55,1.56,1.62,1.51
1.55,1.51,1.58,1.42
1.47,1.52,1.60,1.47
1.57,1.48,1.57,1.46
1.48,1.50,1.51,1.45
1.52,1.48,1.52,1.47
1.52,1.45,1.52,1.37
1.46,1.43,1.52,1.37
1.40,1.40,1.46,1.35
1.45,1.55,1.71,1.42
1.65,1.50,1.75,1.46
1.50,1.55,1.63,1.50
1.60,1.47,1.60,1.47
1.47,1.51,1.56,1.47
1.48,1.43,1.49,1.41
1.42,1.48,1.49,1.40
1.48,1.49,1.50,1.44
1.50,1.47,1.50,1.44
1.45,1.47,1.48,1.45
1.65,1.70,1.88,1.62
1.75,1.56,1.78,1.55
1.61,1.61,1.62,1.55
1.62,1.71,1.73,1.59
1.75,1.68,1.75,1.66
1.74,1.62,1.74,1.62
1.67,1.72,1.73,1.65
1.72,1.80,1.88,1.70
1.80,1.75,1.83,1.72
1.72,1.75,1.77,1.67
1.75,1.70,1.76,1.65
1.68,1.65,1.69,1.60
1.66,1.53,1.66,1.51
1.56,1.51,1.56,1.48
1.50,1.45,1.53,1.41
1.56,1.55,1.64,1.50
1.53,1.49,1.53,1.45
1.50,1.42,1.50,1.39
1.42,1.39,1.44,1.37
1.35,1.36,1.40,1.30
1.35,1.40,1.48,1.35
1.43,1.45,1.50,1.41
1.45,1.41,1.45,1.40
1.42,1.42,1.48,1.40
1.42,1.43,1.58,1.37
1.57,2.00,2.41,1.56
1.95,1.90,2.05,1.86
1.93,1.74,1.93,1.66
1.74,1.73,1.83,1.67
1.75,1.74,1.78,1.68
1.70,1.76,1.84,1.70
1.79,1.78,1.87,1.76
1.84,1.74,1.85,1.70
1.69,1.69,1.78,1.67
1.71,1.68,1.76,1.65
1.70,1.64,1.71,1.60
1.63,1.57,1.63,1.56
1.58,1.65,1.69,1.58
1.72,1.66,1.74,1.63
1.66,1.62,1.70,1.61
1.66,1.60,1.70,1.60
1.63,1.69,1.73,1.61
1.66,1.67,1.78,1.62
1.65,1.65,1.70,1.61
1.65,1.57,1.65,1.51
1.56,1.55,1.63,1.53
1.58,1.53,1.64,1.53
1.58,1.58,1.61,1.55
1.56,1.57,1.64,1.54
1.57,1.56,1.62,1.55
1.55,1.65,1.73,1.55
1.68,1.67,1.74,1.60
1.68,1.62,1.70,1.61
1.60,1.53,1.62,1.53
1.55,1.48,1.55,1.45
1.49,1.42,1.50,1.40
1.44,1.40,1.46,1.39
1.41,1.42,1.47,1.39
1.44,1.47,1.50,1.41
1.48,1.45,1.48,1.42
1.47,1.44,1.47,1.41
1.41,1.38,1.42,1.35
1.38,1.41,1.41,1.38
1.43,1.42,1.44,1.38
1.39,1.38,1.44,1.38
1.39,1.36,1.41,1.35
1.35,1.35,1.40,1.32
1.41,1.32,1.41,1.31
1.32,1.34,1.37,1.32
1.44,1.39,1.44,1.33
1.39,1.35,1.39,1.34
1.37,1.43,1.44,1.35
1.40,1.42,1.44,1.38
1.40,1.40,1.40,1.36
1.38,1.37,1.38,1.34
1.37,1.33,1.38,1.32
1.35,1.36,1.39,1.32
1.34,1.36,1.45,1.32
1.36,1.36,1.37,1.32
1.36,1.34,1.36,1.33
1.34,1.31,1.34,1.30
1.32,1.28,1.32,1.26
1.25,1.15,1.26,1.13
1.19,1.06,1.19,1.01
1.05,1.02,1.06,0.97
1.03,1.06,1.08,1.03
1.05,1.12,1.14,1.05
1.14,1.10,1.14,1.08
1.15,1.15,1.17,1.13
1.17,1.15,1.17,1.13
1.18,1.17,1.18,1.14
1.20,1.10,1.20,1.06
1.08,1.03,1.11,1.03
1.03,1.08,1.13,1.03
1.11,1.08,1.11,1.02
1.11,1.07,1.14,1.06
1.05,1.06,1.08,1.05
1.06,1.06,1.07,1.04
1.06,1.08,1.11,1.06
1.12,1.04,1.12,1.04
1.08,1.01,1.09,1.00
1.00,1.02,1.04,1.00
1.00,1.03,1.09,1.00
1.01,1.02,1.06,1.01
1.00,1.03,1.05,1.00
1.02,1.08,1.09,1.02
1.10,1.04,1.11,1.03
1.06,1.07,1.15,1.04
1.12,1.09,1.12,1.07
1.09,1.09,1.11,1.08
1.08,1.13,1.24,1.08
1.16,1.14,1.16,1.13
1.09,1.10,1.14,1.07
1.08,1.11,1.15,1.07
1.10,1.08,1.14,1.07
1.06,1.05,1.08,1.05
1.07,1.05,1.08,1.05
1.05,1.04,1.05,1.03
1.05,1.06,1.07,1.03
1.09,1.06,1.09,1.04
1.06,1.05,1.08,1.01
1.05,1.03,1.06,1.03
1.02,1.02,1.03,1.01
1.15,1.14,1.31,1.11
1.13,1.10,1.15,1.06
1.09,1.07,1.14,1.05
1.05,1.05,1.07,1.05
1.06,1.06,1.07,1.04
1.06,1.06,1.07,1.02
1.08,1.05,1.12,1.02
1.08,1.03,1.08,1.01
1.02,0.94,1.02,0.90
0.95,0.96,0.98,0.94
0.96,0.94,0.99,0.90
0.94,0.92,0.96,0.92
0.95,0.95,0.96,0.91
0.95,0.92,0.95,0.92
0.95,0.91,0.95,0.89
0.90,0.86,0.92,0.81
0.84,0.85,0.88,0.82
0.84,0.85,0.88,0.83
0.88,0.83,0.92,0.82
0.84,0.82,0.88,0.79
0.84,0.82,0.86,0.80
0.86,0.78,0.86,0.77
0.79,0.80,0.84,0.77
0.80,0.83,0.83,0.77
0.83,0.78,0.83,0.77
0.79,0.76,0.79,0.75
0.75,0.70,0.78,0.66
0.70,0.72,0.74,0.69
0.73,0.72,0.76,0.70
0.72,0.70,0.72,0.66
0.72,0.70,0.72,0.68
0.66,0.65,0.69,0.61
0.65,0.65,0.67,0.62
0.63,0.65,0.66,0.62
0.65,0.62,0.65,0.62
0.60,0.60,0.63,0.60
0.75,0.80,0.95,0.74
0.86,0.73,0.87,0.71
0.73,0.71,0.75,0.69
0.71,0.66,0.72,0.66
0.66,0.64,0.69,0.63
0.65,0.65,0.67,0.63
0.68,0.64,0.70,0.64
0.67,0.64,0.67,0.61
0.64,0.67,0.67,0.64
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.60,0.55,0.60,0.50
0.54,0.58,0.64,0.54
0.60,0.54,0.60,0.53
0.56,0.58,0.58,0.54
0.59,0.56,0.61,0.53
0.60,0.60,0.60,0.56
0.60,0.58,0.60,0.55
0.55,0.59,0.60,0.55
0.57,0.56,0.60,0.55
0.55,0.59,0.61,0.55
0.55,0.57,0.60,0.55
0.60,0.57,0.60,0.56
0.60,0.55,0.61,0.55
0.57,0.59,0.59,0.55
0.60,0.56,0.61,0.55
0.55,0.53,0.60,0.51
0.55,0.50,0.55,0.48
0.53,0.50,0.53,0.46
0.50,0.45,0.51,0.42
0.49,0.43,0.49,0.43
0.46,0.39,0.48,0.38
0.41,0.35,0.42,0.34
0.37,0.36,0.37,0.32
0.36,0.33,0.36,0.32
0.34,0.34,0.35,0.32
0.33,0.39,0.43,0.33
0.41,0.41,0.43,0.38
0.44,0.40,0.44,0.38
0.40,0.37,0.42,0.37
0.37,0.36,0.39,0.36
0.37,0.36,0.39,0.34
0.36,0.44,0.48,0.36
0.45,0.45,0.56,0.44
0.45,0.44,0.50,0.38
0.45,0.51,0.57,0.44
0.54,0.54,0.60,0.53
0.58,0.49,0.59,0.47
0.46,0.45,0.48,0.43
0.48,0.44,0.49,0.42
0.42,0.41,0.43,0.39
0.39,0.37,0.42,0.36
0.37,0.39,0.40,0.36
0.39,0.36,0.41,0.34
0.39,0.35,0.39,0.34
0.37,0.35,0.37,0.34
0.36,0.33,0.37,0.33
0.34,0.31,0.35,0.31
0.31,0.33,0.34,0.31
0.33,0.34,0.35,0.31
0.35,0.32,0.36,0.32
0.31,0.34,0.35,0.31
0.35,0.40,0.42,0.32
0.42,0.43,0.47,0.41
0.42,0.39,0.43,0.37
0.41,0.35,0.41,0.33
0.35,0.40,0.40,0.32
0.42,0.48,0.52,0.40
0.50,0.41,0.54,0.38
0.48,0.40,0.48,0.36
0.38,0.39,0.40,0.35
0.38,0.39,0.39,0.36
0.40,0.39,0.40,0.36
0.40,0.38,0.40,0.34
0.34,0.37,0.39,0.34
0.35,0.35,0.37,0.34
0.35,0.36,0.38,0.33
0.40,0.35,0.42,0.34
0.35,0.35,0.38,0.34
0.37,0.37,0.37,0.33
0.44,0.37,0.44,0.35
0.37,0.35,0.37,0.34
0.34,0.36,0.37,0.34
0.35,0.38,0.38,0.34
0.36,0.37,0.37,0.35
0.38,0.37,0.38,0.34
0.37,0.39,0.44,0.37
0.40,0.38,0.41,0.37
0.38,0.38,0.39,0.37
0.39,0.44,0.49,0.37
0.43,0.45,0.48,0.41
0.46,0.44,0.49,0.43
0.45,0.42,0.46,0.42
0.45,0.41,0.45,0.39
0.42,0.38,0.43,0.36
0.37,0.38,0.38,0.35
0.38,0.37,0.38,0.35
0.37,0.36,0.37,0.35
1.51,1.74,2.15,1.41
1.75,1.63,1.96,1.59
1.71,1.35,1.75,1.31
1.21,1.25,1.30,1.04
1.20,1.36,1.38,1.15
1.38,1.27,1.42,1.26
1.33,1.27,1.33,1.25
1.42,3.61,4.68,1.42
2.91,2.79,3.49,2.66
2.95,2.59,2.95,2.38
2.55,3.09,3.40,2.38
2.97,3.53,4.15,2.91
3.95,3.74,4.54,3.68
4.15,3.95,4.29,3.74
3.79,3.68,3.94,3.56
3.61,4.15,4.38,3.53
4.09,4.50,4.92,3.82
4.79,6.14,7.68,4.74
7.28,8.04,9.49,7.07
9.43,9.44,10.10,8.70
11.00,9.82,11.00,8.67
9.00,9.50,10.09,8.85
8.60,6.46,8.80,6.33
6.15,7.01,7.65,6.13
7.38,6.98,7.60,6.86
6.38,6.42,6.76,6.25
6.88,6.54,6.96,6.32
6.00,5.83,6.57,5.80
5.78,5.73,6.21,5.67
5.76,5.36,6.06,5.34
5.20,5.75,6.22,5.20
6.08,6.25,6.67,5.84
5.39,4.86,5.54,4.83
4.88,4.57,4.90,4.47
4.52,4.45,4.80,4.40
4.48,4.23,4.64,4.15
4.47,4.40,5.10,4.20
4.66,4.71,5.25,4.52
4.56,4.45,4.76,4.36
4.32,4.29,4.55,4.20
4.22,3.90,4.24,3.85
3.87,3.97,4.21,3.65
4.09,3.88,4.20,3.81
3.77,3.79,4.07,3.74
3.75,3.74,4.02,3.71
3.76,3.69,3.91,3.65
3.70,3.69,3.79,3.58
3.67,3.70,3.80,3.64
4.00,4.94,4.95,4.00
5.11,5.27,5.74,5.00
4.90,5.09,5.33,4.84
4.93,4.70,5.11,4.65
4.80,4.44,4.88,4.32
4.44,4.40,4.56,4.30
4.38,4.41,4.51,4.27
4.42,4.50,4.70,4.39
4.52,4.34,4.60,4.29
4.44,4.04,4.44,4.02
4.24,4.27,4.32,4.12
4.42,4.38,4.50,4.23
4.35,4.25,4.45,4.21
4.18,4.23,4.23,4.11
5.43,5.19,6.00,5.07
5.04,4.93,5.15,4.77
4.73,4.88,5.20,4.65
4.99,4.83,5.06,4.72
4.81,4.70,4.96,4.68
4.60,4.43,4.70,4.42
4.42,4.41,4.49,4.30
4.40,4.34,4.47,4.31
4.30,4.42,4.50,4.25
4.42,4.42,4.56,4.30
4.52,4.64,4.73,4.35
4.70,4.46,5.05,4.45
4.58,4.38,4.65,4.25
4.35,4.27,4.45,4.25
4.32,4.34,4.35,4.26
4.34,4.45,4.80,4.34
4.37,4.43,4.55,4.35
4.48,4.46,4.64,4.40
4.46,4.43,4.58,4.36
4.45,4.36,4.45,4.30
4.36,4.17,4.38,4.15
4.18,4.12,4.19,4.05
4.09,4.27,4.39,4.05
4.25,4.13,4.26,4.10
4.12,4.14,4.19,4.07
4.13,3.97,4.23,3.93
3.99,3.95,4.04,3.91
3.95,4.45,4.48,3.80
4.23,4.06,4.33,4.06
4.10,3.93,4.13,3.92
3.90,3.96,4.03,3.85
3.93,4.06,4.17,3.93
4.02,3.98,4.12,3.91
3.92,3.96,4.02,3.92
3.93,3.92,3.99,3.91
3.92,3.98,4.14,3.83
4.11,4.03,4.12,4.02
4.02,3.94,4.09,3.91
3.98,4.00,4.04,3.98
3.98,3.95,4.03,3.92
3.94,3.92,4.02,3.88
3.92,3.88,3.97,3.86
3.91,3.85,3.91,3.85
3.88,3.78,3.89,3.75
3.83,3.68,3.89,3.66
3.69,3.51,3.71,3.51
3.53,3.57,3.62,3.50
3.52,3.52,3.61,3.51
3.53,3.22,3.58,3.10
3.13,3.10,3.28,3.10
3.21,3.04,3.21,3.00
3.13,3.16,3.29,3.13
3.26,3.12,3.26,3.05
3.08,3.04,3.16,3.01
3.02,2.87,3.10,2.81
2.76,2.64,2.79,2.64
2.67,2.60,2.75,2.60
2.62,2.93,3.15,2.59
2.93,3.03,3.17,2.88
3.14,2.97,3.15,2.95
2.95,2.88,2.98,2.84
2.87,2.95,3.00,2.87
2.93,3.53,3.64,2.90
3.84,3.71,4.10,3.53
3.64,3.51,3.64,3.34
3.40,3.63,3.77,3.39
3.61,3.42,3.72,3.27
3.42,3.36,3.57,3.25
3.22,3.33,3.56,3.15
3.29,3.42,3.43,3.20
3.38,3.26,3.44,3.25
3.25,3.19,3.26,3.10
3.19,3.16,3.26,3.12
3.20,2.93,3.24,2.89
2.93,2.97,3.07,2.86
2.94,2.80,3.00,2.80
3.36,3.04,3.37,2.98
3.09,3.01,3.09,2.89
2.95,2.90,3.08,2.86
2.89,2.86,2.93,2.85
2.86,2.86,2.88,2.80
2.88,2.73,2.88,2.73
2.69,2.66,2.79,2.65
2.75,2.71,2.80,2.63
2.73,2.71,2.80,2.68
2.70,2.69,2.76,2.65
2.66,2.57,2.70,2.50
2.61,2.37,2.61,2.23
2.20,2.12,2.37,2.00
2.22,2.07,2.31,2.07
2.07,2.06,2.11,2.01
2.15,2.14,2.22,2.06
2.19,2.30,2.30,2.15
2.33,2.34,2.45,2.31
2.30,2.32,2.54,2.21
2.30,2.34,2.45,2.30
2.36,2.33,2.44,2.31
2.28,2.36,2.37,2.28
2.37,2.43,2.46,2.34
2.50,2.28,2.50,2.26
2.29,2.33,2.36,2.23
2.33,2.35,2.46,2.25
2.34,2.37,2.38,2.30
2.34,2.29,2.39,2.29
2.34,2.28,2.38,2.27
2.31,2.34,2.43,2.31
2.34,2.46,2.56,2.33
2.55,2.36,2.58,2.35
2.34,2.29,2.38,2.28
2.29,2.26,2.31,2.26
2.25,2.17,2.28,2.14
2.24,2.08,2.24,2.06
2.07,1.89,2.07,1.88
1.93,1.79,1.93,1.72
1.81,1.78,1.86,1.76
2.00,2.02,2.09,1.82
1.92,2.07,2.17,1.92
2.09,2.00,2.09,1.93
1.98,1.97,2.09,1.91
1.94,2.00,2.00,1.85
1.97,1.97,2.00,1.88
1.94,2.02,2.05,1.92
2.05,2.02,2.09,1.97
1.97,1.99,2.05,1.95
1.99,1.99,2.01,1.96
1.98,2.05,2.06,1.97
2.05,2.04,2.07,2.01
2.04,2.01,2.13,1.98
2.04,1.94,2.09,1.87
1.96,1.92,2.00,1.90
1.93,1.94,1.94,1.86
1.98,1.92,1.99,1.88
1.95,1.90,1.95,1.87
1.88,1.85,1.90,1.83
1.84,1.87,1.90,1.82
1.90,1.89,2.07,1.76
1.97,1.85,1.97,1.83
1.83,1.94,1.95,1.80
2.00,2.11,2.21,1.95
2.10,2.91,3.40,2.07
3.54,3.09,3.80,2.96
2.91,3.01,3.04,2.79
3.01,2.84,3.04,2.70
2.76,2.48,2.79,2.46
2.46,2.47,2.54,2.35
2.42,2.56,2.75,2.41
2.52,2.44,2.63,2.40
2.44,2.52,2.53,2.37
2.49,2.42,2.52,2.38
2.40,2.47,2.52,2.28
2.45,2.41,2.68,2.37
2.41,2.38,2.45,2.33
2.38,3.19,3.25,2.38
3.17,2.96,3.18,2.80
2.89,3.70,4.27,2.83
3.50,3.69,3.80,3.36
3.65,3.44,3.77,3.40
3.51,3.59,3.64,3.23
3.52,3.41,3.87,3.36
3.41,3.34,3.52,3.28
3.33,3.30,3.35,3.12
3.32,3.16,3.45,3.10
3.05,3.00,3.15,2.98
2.97,2.83,3.13,2.71
2.83,2.84,2.95,2.73
2.78,2.59,2.83,2.59
2.62,2.46,2.65,2.43
2.46,2.45,2.61,2.37
2.44,2.53,2.58,2.41
2.52,2.78,2.88,2.52
2.77,2.72,2.92,2.60
3.10,2.94,3.25,2.87
2.97,2.82,3.01,2.80
2.82,2.74,2.84,2.70
2.68,2.80,2.84,2.66
2.71,2.69,2.80,2.65
2.66,2.72,2.75,2.61
2.72,2.80,2.88,2.68
2.75,2.68,2.82,2.68
2.62,2.56,2.62,2.33
2.50,2.52,2.56,2.47
2.55,2.49,2.57,2.43
2.45,2.33,2.50,2.31
2.36,2.30,2.40,2.24
2.32,2.20,2.39,2.13
2.20,2.11,2.27,2.05
2.15,1.93,2.24,1.92
1.91,1.80,1.95,1.62
1.84,1.80,1.84,1.72
1.89,1.86,1.89,1.80
1.86,1.97,1.99,1.78
2.00,2.04,2.12,1.99
2.10,2.10,2.11,2.00
2.12,2.30,2.37,2.12
2.39,2.34,2.41,2.29
2.35,2.25,2.39,2.11
2.24,2.15,2.28,2.12
2.14,2.15,2.16,2.01
2.12,2.16,2.21,2.12
2.16,2.20,2.26,2.16
2.19,2.13,2.20,2.12
2.13,2.19,2.26,2.08
2.22,2.11,2.26,2.10
2.07,2.05,2.14,2.02
2.09,2.01,2.19,2.01
2.06,2.02,2.15,2.02
2.01,2.03,2.13,2.00
2.09,2.06,2.10,2.00
2.06,2.06,2.19,2.00
2.09,2.19,2.20,2.04
2.20,2.31,2.39,2.07
2.31,2.32,2.40,2.23
2.37,2.34,2.46,2.27
2.41,2.23,2.41,2.15
2.26,2.15,2.29,2.05
2.12,2.10,2.15,2.04
2.09,2.13,2.14,2.05
2.17,2.06,2.17,2.02
2.05,2.05,2.08,2.02
2.02,2.09,2.16,2.02
2.07,2.19,2.26,2.07
2.25,2.25,2.30,2.14
2.28,2.34,2.38,2.23
2.36,2.25,2.40,2.22
2.24,2.15,2.25,2.10
2.15,2.08,2.18,2.07
2.13,2.10,2.15,2.05
2.13,2.13,2.16,2.11
2.16,2.14,2.20,2.07
2.14,2.18,2.19,2.10
2.23,2.22,2.29,2.20
2.24,2.23,2.27,2.18
2.25,2.25,2.28,2.20
2.23,2.36,2.43,2.23
2.34,2.25,2.35,2.23
2.20,2.25,2.28,2.20
2.28,2.30,2.32,2.25
2.30,2.27,2.35,2.26
2.29,2.30,2.34,2.29
2.29,2.31,2.35,2.21
2.30,2.32,2.36,2.25
2.31,2.34,2.46,2.30
2.33,2.46,2.55,2.32
2.48,2.64,2.69,2.48
2.71,2.63,2.72,2.54
2.69,2.54,2.69,2.50
2.55,2.46,2.59,2.40
2.46,2.44,2.50,2.41
2.47,2.51,2.54,2.41
2.56,2.49,2.58,2.49
2.68,2.65,2.76,2.52
2.66,2.59,2.68,2.56
2.57,2.51,2.60,2.50
2.54,2.53,2.54,2.47
2.56,2.45,2.56,2.41
2.40,2.49,2.49,2.15
2.47,2.45,2.47,2.36
2.46,2.56,2.56,2.39
2.55,2.43,2.60,2.40
2.43,2.44,2.53,2.40
2.49,2.42,2.50,2.41
2.45,2.40,2.45,2.39
2.41,2.38,2.45,2.36
2.38,2.40,2.40,2.27
2.42,2.29,2.42,2.21
2.30,2.20,2.30,2.09
2.23,2.22,2.27,2.19
2.20,2.18,2.22,2.15
2.20,2.20,2.21,2.16
2.22,2.20,2.22,2.18
2.20,2.18,2.25,2.16
2.18,2.18,2.25,2.16
2.20,2.21,2.23,2.18
2.20,2.22,2.22,2.16
2.23,2.21,2.31,2.15
2.23,2.26,2.31,2.16
2.27,2.24,2.30,2.20
2.25,2.27,2.30,2.23
2.28,2.30,2.31,2.24
2.32,2.39,2.49,2.24
2.42,2.42,2.45,2.32
2.45,2.44,2.45,2.38
2.45,2.36,2.45,2.25
2.34,2.28,2.34,2.24
2.26,2.21,2.29,2.20
2.19,2.20,2.25,2.18
2.22,2.22,2.26,2.20
2.24,2.24,2.25,2.16
2.24,2.18,2.26,2.18
2.18,2.20,2.37,2.16
2.18,2.17,2.24,2.16
2.16,2.11,2.19,2.10
2.14,2.11,2.14,2.08
2.09,2.12,2.13,2.01
2.11,2.10,2.15,2.06
2.09,2.09,2.12,2.08
2.12,2.11,2.18,2.10
2.15,2.12,2.18,2.06
2.15,2.12,2.15,2.06
2.06,2.10,2.12,2.04
2.05,2.03,2.11,2.00
2.01,2.03,2.07,2.00
2.03,2.06,2.10,2.00
2.15,2.09,2.15,1.99
2.06,2.21,2.25,2.06
2.22,2.22,2.27,2.10
2.21,2.19,2.23,2.12
2.22,2.23,2.25,2.16
2.21,2.20,2.22,2.10
2.18,2.22,2.23,2.18
2.21,2.20,2.23,2.20
2.20,2.19,2.23,2.13
2.23,2.20,2.23,2.15
2.22,2.21,2.22,2.20
2.21,2.21,2.22,2.19
2.22,2.18,2.23,2.15
2.20,2.20,2.25,2.17
2.19,2.19,2.24,2.18
2.17,2.19,2.22,2.14
2.19,2.17,2.21,2.11
2.11,2.13,2.19,2.10
2.16,2.17,2.27,2.10
2.13,2.10,2.16,2.09
2.12,2.12,2.15,2.10
2.14,2.12,2.14,2.08
2.11,2.09,2.13,2.07
2.06,2.09,2.09,2.05
2.06,2.06,2.09,2.03
2.04,2.08,2.11,2.03
2.06,2.07,2.09,2.04
2.04,2.04,2.07,2.02
2.02,2.02,2.06,2.00
2.04,2.06,2.07,2.02
2.02,2.04,2.06,2.02
2.02,2.06,2.06,2.02
2.04,2.05,2.07,2.03
2.06,2.09,2.10,2.04
2.08,2.10,2.12,2.08
2.08,2.10,2.11,2.08
2.07,2.05,2.09,2.05
2.05,2.06,2.07,2.04
2.04,2.05,2.07,2.03
2.04,2.03,2.07,2.02
2.02,2.03,2.05,2.02
2.01,1.93,2.03,1.89
1.94,1.97,1.98,1.91
1.97,1.93,2.00,1.91
1.90,1.90,1.95,1.87
1.90,1.85,1.91,1.83
1.86,1.89,1.92,1.85
1.90,1.91,1.95,1.89
1.92,1.95,1.98,1.92
1.95,1.93,1.96,1.90
1.92,1.95,1.99,1.92
1.95,1.93,1.95,1.89
1.92,1.94,1.96,1.92
1.93,1.88,1.93,1.85
1.86,1.89,1.92,1.86
1.87,1.89,1.95,1.87
1.88,1.89,1.90,1.87
1.87,1.89,1.90,1.86
1.87,1.87,1.89,1.87
1.89,1.88,1.89,1.86
1.86,1.85,1.87,1.85
1.85,1.80,1.86,1.70
1.80,1.79,1.80,1.78
1.79,1.77,1.80,1.76
1.76,1.76,1.79,1.75
1.75,1.73,1.78,1.72
1.73,1.75,1.77,1.73
1.76,1.76,1.76,1.75
1.74,1.73,1.75,1.73
1.71,1.71,1.74,1.71
1.70,1.68,1.71,1.66
1.66,1.68,1.70,1.66
1.68,1.59,1.70,1.56
1.56,1.58,1.63,1.53
1.58,1.66,1.73,1.51
1.70,1.62,1.70,1.58
1.61,1.52,1.61,1.50
1.51,1.53,1.58,1.51
1.54,1.53,1.56,1.49
1.54,1.56,1.60,1.53
1.59,1.54,1.59,1.51
1.52,1.51,1.53,1.45
1.51,1.49,1.51,1.47
1.49,1.48,1.50,1.45
1.48,1.36,1.48,1.20
1.32,1.28,1.36,1.28
1.30,1.38,1.40,1.30
1.38,1.40,1.44,1.37
1.40,1.40,1.46,1.33
1.38,1.33,1.44,1.33
1.65,1.41,1.65,1.35
1.42,1.38,1.42,1.23
1.34,1.30,1.38,1.26
1.31,1.37,1.42,1.31
1.37,1.35,1.37,1.33
1.32,1.30,1.36,1.30
1.30,1.27,1.30,1.25
1.27,1.38,1.47,1.25
1.34,1.41,1.44,1.30
1.39,1.39,1.50,1.38
1.38,1.38,1.42,1.38
1.39,1.34,1.39,1.30
1.30,1.31,1.35,1.25
1.31,1.31,1.32,1.26
1.32,1.31,1.37,1.29
1.67,2.14,2.89,1.62
1.93,2.19,2.30,1.91
