HSIC,Henry Schein,NASDAQ
97.90,96.59,98.18,96.51
95.86,93.90,96.49,93.52
94.02,93.67,94.95,93.34
93.52,94.07,94.68,92.89
95.03,94.58,95.23,93.73
95.39,95.18,95.64,94.67
95.67,95.24,95.94,95.23
94.85,95.74,96.37,94.07
96.44,97.07,97.72,95.94
97.40,96.92,97.79,96.70
96.50,96.81,97.29,96.14
97.90,98.09,98.58,96.73
98.74,98.67,98.85,98.03
99.11,99.07,99.27,98.45
98.72,100.25,100.33,98.63
100.92,101.70,101.79,100.77
101.92,102.56,102.68,101.47
102.95,102.40,103.28,102.10
102.24,102.14,102.75,101.91
102.69,102.20,102.69,102.02
102.48,103.33,103.34,102.24
103.33,103.57,104.06,102.52
104.32,103.95,104.81,103.63
103.90,103.31,104.06,103.15
103.84,102.96,104.33,102.63
102.58,103.35,103.41,102.55
102.78,103.24,103.55,102.50
103.22,103.27,103.58,102.34
103.30,102.57,103.50,101.78
103.20,103.83,104.59,102.79
105.03,106.46,106.81,104.06
106.34,105.99,106.34,105.14
106.18,105.24,106.56,104.62
105.40,105.01,105.80,103.47
105.00,104.97,105.29,104.08
105.00,105.86,106.20,104.80
105.46,106.04,106.33,105.34
106.05,106.50,106.60,105.60
106.95,107.16,107.75,105.64
107.00,105.81,107.28,105.54
104.64,103.70,105.23,103.15
103.58,103.20,104.05,103.03
103.23,103.38,104.24,102.49
103.50,103.90,104.35,103.25
103.19,103.47,104.19,103.06
103.66,103.84,104.23,103.19
103.86,103.28,104.22,102.92
103.15,103.47,104.30,103.15
102.72,101.76,102.96,101.65
101.96,102.03,102.61,101.57
101.67,101.95,102.86,101.34
102.22,101.05,102.59,100.79
102.16,101.77,103.89,100.64
101.79,102.36,102.50,101.43
102.27,102.58,102.98,101.43
103.15,102.50,103.28,101.20
102.68,103.45,103.70,102.51
104.15,104.85,104.89,103.72
104.71,105.60,105.67,104.71
105.34,105.34,105.94,105.00
105.89,104.52,105.98,104.25
105.60,105.61,105.78,105.08
105.63,105.63,106.00,105.20
105.50,105.20,105.62,104.54
105.40,105.44,105.69,104.80
105.84,105.00,106.00,104.70
104.59,105.00,105.90,104.48
105.26,104.07,105.26,103.91
104.04,103.41,104.44,103.36
103.82,104.11,104.80,103.59
103.62,103.48,104.13,103.25
102.87,103.77,103.98,102.50
103.37,105.18,105.48,103.19
104.99,105.11,105.14,103.68
104.63,103.91,104.87,103.26
103.69,105.30,105.50,103.57
104.52,103.82,105.09,103.80
103.70,102.98,104.45,102.89
103.72,104.72,105.00,103.27
105.63,106.75,106.92,104.90
106.26,107.30,107.55,106.26
105.95,108.17,108.19,105.95
107.50,108.45,108.77,107.50
108.81,109.73,109.83,108.66
109.56,110.99,111.09,109.09
111.48,111.49,111.53,110.61
111.27,111.34,111.81,110.78
111.48,111.30,112.48,111.15
111.07,111.82,111.90,110.90
111.50,110.91,111.81,110.77
111.71,111.03,111.71,110.66
111.00,111.75,111.80,110.56
112.19,112.98,112.99,111.92
113.05,111.98,113.69,111.59
112.04,112.43,112.83,111.21
113.26,112.38,113.26,111.85
112.40,113.09,113.21,110.78
110.00,110.58,112.48,108.76
111.76,110.18,111.90,110.00
110.66,109.34,110.97,109.16
109.69,111.15,111.16,109.42
111.11,111.25,111.68,110.69
110.73,112.44,112.44,110.54
112.13,113.40,113.45,111.60
113.26,114.79,114.81,112.61
115.23,113.94,115.23,113.50
113.84,113.56,114.19,113.09
113.27,112.97,113.92,112.94
112.82,113.28,113.95,112.67
113.32,114.52,114.68,112.59
114.52,114.53,114.83,113.95
113.01,114.73,115.32,113.01
114.73,114.35,115.46,114.25
114.32,114.41,114.69,113.76
114.18,114.00,114.60,113.45
113.46,114.60,115.12,113.46
114.11,114.60,114.64,113.89
114.27,113.70,114.37,112.91
113.38,112.45,113.94,112.01
114.00,113.88,114.23,112.73
114.21,113.48,115.59,113.21
113.90,115.22,115.35,112.80
115.62,112.81,116.07,112.76
112.50,111.73,114.15,111.52
112.40,112.08,112.85,111.32
112.63,112.09,113.38,111.79
112.48,111.40,112.62,111.13
111.87,113.15,113.18,110.40
112.70,112.05,113.33,111.59
112.13,112.86,113.00,112.13
113.49,113.81,114.15,112.77
114.00,114.23,114.27,113.19
114.30,114.23,114.61,113.57
114.48,114.43,114.90,114.24
114.49,114.50,114.64,113.81
114.90,114.26,114.92,113.99
114.01,113.49,114.26,112.99
113.71,113.91,114.30,113.14
113.95,113.65,114.33,112.86
113.99,115.32,115.80,112.98
115.18,117.26,117.32,115.00
117.92,117.53,118.52,116.97
117.12,116.20,117.32,116.11
116.08,114.31,116.42,114.11
114.50,115.39,116.03,114.06
116.13,115.80,116.13,115.51
115.80,115.78,115.99,115.12
115.42,116.16,116.48,114.96
117.25,117.07,117.25,116.24
117.48,117.86,117.88,116.33
117.24,116.85,117.84,116.06
116.32,114.96,117.11,114.67
114.88,112.94,115.20,112.87
113.13,114.16,114.16,112.46
113.00,113.98,114.54,112.11
115.23,115.06,116.00,114.55
113.20,114.89,115.28,113.01
114.90,110.21,115.82,109.69
110.81,110.36,111.34,110.20
109.98,111.06,111.32,109.77
111.20,111.52,112.10,110.11
112.16,113.37,113.68,110.81
113.03,114.84,114.90,113.03
115.24,114.43,115.95,112.28
114.90,115.01,116.05,114.09
114.93,117.15,117.21,114.06
116.54,117.03,117.39,116.18
117.56,117.79,118.14,117.26
117.75,116.86,117.98,116.68
116.64,118.00,118.17,116.13
118.55,118.71,119.15,117.45
119.17,119.58,120.30,118.32
119.59,119.15,120.00,118.84
119.52,118.62,120.06,118.27
118.66,118.74,119.18,117.97
118.93,119.04,119.95,118.16
117.89,117.21,118.62,116.54
118.84,119.33,120.00,118.50
119.66,119.35,119.66,118.63
119.59,119.76,120.35,119.28
120.39,119.77,120.39,118.97
119.68,120.17,120.32,118.97
119.74,119.59,120.72,119.00
118.76,119.06,119.42,118.45
119.85,118.48,120.36,118.23
118.27,118.40,119.36,118.02
118.96,118.98,119.88,118.47
119.18,119.19,119.60,118.66
118.79,118.46,119.41,117.81
118.18,118.64,118.97,117.83
119.26,117.18,119.99,117.08
117.62,116.14,118.47,115.09
116.42,115.94,117.59,115.26
116.33,116.60,117.33,115.74
117.00,116.11,117.15,115.74
116.71,117.76,118.95,115.57
118.38,119.37,119.67,118.02
119.57,119.92,120.00,118.67
120.14,119.74,120.61,119.56
120.30,119.69,120.30,118.87
120.65,116.48,120.99,116.25
115.93,113.95,116.46,113.32
114.41,115.26,116.06,112.91
115.81,116.79,116.81,114.46
116.61,114.03,116.87,113.63
113.11,112.43,114.31,112.37
113.52,113.32,114.08,112.19
113.43,113.39,114.28,110.99
114.31,113.50,114.63,113.06
113.75,113.87,115.49,113.55
113.97,114.18,114.81,113.08
114.44,114.50,115.01,113.75
114.67,114.49,115.54,113.74
115.33,113.67,115.51,113.61
113.09,113.54,113.89,112.73
114.23,113.80,114.96,112.29
113.99,113.80,114.49,113.57
113.56,114.23,114.23,113.25
114.85,114.28,115.00,113.44
114.84,113.94,115.27,113.88
113.59,115.18,115.36,113.05
114.73,113.62,115.95,113.46
113.15,113.17,113.39,112.10
113.04,113.40,114.99,113.04
113.21,115.20,115.27,112.73
115.48,116.23,117.04,115.29
116.37,115.48,116.77,115.00
115.37,114.48,115.37,114.31
114.08,114.20,114.46,113.02
114.08,115.42,115.53,113.75
115.15,116.04,116.41,115.10
115.47,115.31,116.01,114.31
115.65,116.25,116.66,115.33
115.95,116.15,116.55,115.28
116.63,116.80,116.84,115.78
117.05,118.13,118.13,116.69
118.08,118.16,119.09,117.72
118.19,118.94,118.96,117.62
117.34,119.65,119.74,117.34
119.79,119.70,119.96,118.85
118.89,120.48,120.54,118.89
120.03,119.43,120.35,119.14
119.26,119.18,119.82,118.60
119.90,119.63,119.90,119.03
119.40,119.98,120.54,119.11
119.64,119.55,119.87,118.77
119.02,118.79,120.00,118.56
118.67,118.14,118.67,117.66
118.59,118.08,118.70,117.88
118.40,117.76,119.27,117.47
117.87,118.34,119.16,117.66
118.59,119.10,119.38,118.14
119.55,119.08,119.55,118.53
119.53,119.55,119.83,119.04
119.37,120.05,120.08,119.06
120.00,120.00,120.90,119.77
119.44,120.26,120.78,119.04
120.29,119.91,120.37,119.33
119.81,118.86,119.81,118.77
118.89,118.66,119.65,118.09
119.17,119.90,120.37,118.83
119.64,119.30,119.96,118.99
119.64,119.67,119.91,119.04
119.67,119.34,120.00,118.92
119.41,118.95,119.41,118.90
119.34,118.97,119.75,118.72
117.78,118.57,118.98,117.55
118.90,118.65,118.90,117.77
119.62,118.59,119.99,118.25
118.79,118.56,118.79,117.56
118.87,119.53,119.65,117.95
119.29,118.50,119.72,118.03
119.24,119.69,119.79,118.09
119.05,118.09,119.05,117.81
118.42,118.11,119.22,118.09
118.46,118.68,118.83,118.21
118.97,119.23,119.74,118.94
118.47,118.10,118.98,117.50
117.73,118.33,118.96,117.62
118.59,118.37,119.04,117.98
118.72,118.80,119.29,117.99
118.19,116.25,118.27,115.98
116.41,117.39,117.61,115.87
117.90,116.76,119.93,115.79
116.39,115.31,116.77,115.18
114.89,115.61,116.10,114.54
115.96,114.85,116.09,114.57
114.57,116.05,116.27,114.57
116.26,116.39,117.25,116.26
116.52,116.60,117.09,116.14
117.02,117.85,118.07,116.88
117.98,118.47,118.52,117.51
119.45,117.97,119.45,117.54
118.40,118.89,119.13,118.36
118.99,119.46,119.57,118.45
119.26,119.29,119.35,118.57
119.23,119.63,119.75,118.79
119.90,119.25,119.90,119.06
119.64,120.07,120.19,119.12
120.48,119.90,120.48,119.67
120.23,119.63,120.23,119.33
119.44,119.45,119.87,118.92
120.10,119.69,120.36,119.10
119.68,119.80,120.17,119.17
119.90,119.54,120.04,119.25
121.00,118.72,121.00,118.37
119.06,119.20,119.72,118.12
118.74,119.37,119.48,118.72
118.89,118.63,119.42,118.29
118.62,118.33,118.69,117.88
117.68,117.86,118.79,117.54
117.46,116.76,117.88,116.48
116.95,116.02,116.95,115.74
116.02,116.70,117.05,115.54
117.15,117.13,118.02,116.45
117.22,117.45,117.64,116.96
117.44,117.05,117.72,117.00
117.00,117.27,118.04,116.91
116.73,117.17,117.57,116.51
117.04,118.35,118.42,116.98
117.75,116.66,118.26,116.29
116.67,117.13,117.51,116.38
116.37,117.22,117.30,115.91
117.12,116.47,117.53,116.40
116.25,115.13,116.43,114.94
115.29,114.70,115.51,114.37
115.29,115.88,116.28,115.12
116.59,115.61,117.19,115.37
114.83,114.42,115.35,114.33
114.42,115.20,115.47,113.93
114.80,113.70,115.49,113.35
113.49,112.90,114.91,112.85
112.95,111.83,113.40,111.74
112.47,112.72,113.42,112.18
111.56,111.56,112.65,109.88
109.82,110.96,111.42,109.34
111.87,113.26,113.65,111.87
112.45,113.62,113.62,112.39
114.16,116.31,116.37,114.06
116.24,115.63,116.45,115.17
117.36,116.57,117.36,116.25
117.11,117.82,117.91,116.75
117.82,117.89,118.26,117.50
118.31,118.73,118.74,117.95
118.84,119.07,119.39,118.12
118.99,120.21,120.30,118.79
122.11,120.03,122.79,119.96
120.07,119.71,120.45,119.38
119.62,120.84,120.91,119.37
122.02,122.21,122.83,120.99
122.96,130.31,133.16,122.23
130.00,128.84,130.00,128.27
129.18,129.62,130.07,128.94
129.82,129.47,130.49,128.93
129.01,129.68,130.03,128.50
130.17,130.28,130.60,129.54
130.61,130.15,131.14,128.66
130.00,130.94,131.10,130.00
130.94,132.39,132.47,130.63
134.32,132.10,134.32,131.50
131.80,131.60,134.28,130.97
133.17,132.47,133.98,131.84
132.54,134.15,134.15,132.50
134.07,135.85,136.14,133.35
135.80,135.66,136.49,134.96
136.33,137.20,138.22,135.82
136.53,137.18,137.84,136.19
137.20,137.10,137.98,136.94
136.92,136.88,138.40,136.37
136.91,136.76,137.77,136.11
137.49,137.12,138.24,136.55
137.39,136.36,138.41,136.05
134.58,135.38,135.74,134.10
135.63,133.52,136.20,133.29
133.81,135.00,135.76,133.71
134.07,133.80,135.60,133.69
134.32,131.54,134.80,131.44
131.43,132.40,134.50,131.06
132.56,134.09,134.15,130.30
136.03,135.80,136.63,134.43
135.53,137.51,137.86,135.25
138.00,137.49,138.80,137.29
138.92,137.72,139.15,136.64
137.44,137.87,138.81,137.29
137.97,137.39,138.70,137.20
137.39,137.54,138.02,136.73
136.92,137.66,138.65,136.92
137.74,136.15,138.89,136.10
136.60,136.84,138.12,135.69
136.89,135.61,137.47,135.54
135.74,134.82,137.04,133.77
136.00,138.55,138.84,134.77
139.26,140.50,141.00,139.26
140.26,141.21,141.40,139.03
141.23,139.86,142.13,139.74
141.28,139.54,142.20,138.45
137.98,139.09,139.64,137.67
139.24,137.84,140.15,137.66
137.71,139.50,139.55,137.32
139.98,138.50,140.20,137.34
138.22,138.16,139.00,137.58
138.14,142.56,142.56,137.45
142.46,143.33,143.89,142.17
142.74,143.59,143.64,140.94
142.12,142.74,143.17,140.68
143.00,140.59,143.74,140.25
140.96,140.01,140.96,138.96
139.47,138.07,140.32,137.81
137.85,138.75,138.90,135.53
138.78,138.84,140.00,137.18
138.43,139.69,140.81,138.12
140.05,141.17,141.56,139.00
141.69,139.83,141.70,139.13
139.37,139.23,139.64,138.16
139.83,141.22,141.49,138.82
141.22,141.99,142.37,137.00
143.15,142.46,143.23,141.51
142.50,143.18,143.24,142.02
142.83,142.32,143.12,141.93
141.90,142.09,142.30,141.39
141.81,140.86,141.81,140.51
141.23,142.55,142.61,140.27
142.49,143.00,143.24,142.00
142.53,141.39,142.99,141.33
141.39,141.01,141.93,140.82
141.04,140.44,141.64,140.01
140.66,140.05,140.83,139.65
140.11,141.88,142.00,140.11
141.00,140.77,141.44,140.26
139.80,140.87,140.90,139.51
140.98,140.62,141.78,140.16
140.40,137.84,140.40,137.43
137.94,138.97,139.15,137.94
137.58,137.18,138.90,137.03
137.30,136.81,137.77,136.01
136.92,138.31,138.59,136.82
137.15,136.37,138.55,135.56
137.33,139.18,140.94,137.32
138.53,138.34,140.20,137.74
138.88,139.17,139.96,137.96
139.11,140.69,141.21,138.66
142.10,143.01,143.09,141.61
142.68,142.14,143.04,142.12
141.75,140.67,142.29,140.47
141.04,138.55,141.25,138.44
137.46,137.23,138.31,136.94
136.98,138.80,139.00,136.69
139.84,140.84,141.10,139.42
140.43,139.62,141.49,139.57
139.81,138.22,139.81,137.21
138.36,139.33,140.23,137.53
138.39,140.36,141.39,137.55
140.39,139.88,141.93,139.87
139.94,140.11,141.88,139.36
139.76,141.80,141.84,139.55
142.00,141.85,142.46,141.33
141.91,142.14,143.15,141.91
141.77,140.58,142.13,139.69
140.81,140.04,141.08,139.96
139.77,140.26,140.36,138.91
139.20,138.27,139.38,137.33
139.04,139.67,140.15,138.70
140.35,139.97,140.63,139.52
139.98,141.11,141.28,139.43
141.18,141.84,142.67,140.68
141.91,142.54,143.25,140.46
142.63,139.99,142.83,139.92
139.77,140.04,140.28,138.36
139.08,139.15,139.99,138.17
138.50,137.10,139.02,136.67
137.19,138.84,138.98,136.91
139.47,142.06,142.70,138.70
141.72,138.33,142.00,138.29
138.33,136.43,138.60,135.92
136.38,136.99,137.41,136.13
138.36,138.27,139.37,137.03
138.00,137.41,138.32,137.10
137.00,137.43,137.89,135.80
137.84,137.93,138.96,137.10
139.02,140.35,140.40,137.77
141.17,139.77,141.17,139.48
139.75,141.05,141.25,139.69
140.98,141.47,141.92,140.51
141.98,141.26,142.71,141.26
140.78,141.62,142.03,140.78
141.73,142.05,142.66,141.37
141.99,141.30,142.06,141.08
141.66,142.76,142.78,140.87
142.60,142.66,143.11,141.76
142.76,141.67,142.93,141.21
142.42,142.98,143.17,141.11
142.02,142.13,142.88,141.24
142.57,142.50,142.61,141.43
142.10,140.88,142.34,140.54
140.51,140.22,141.53,139.43
139.97,139.78,140.64,139.67
140.01,139.32,140.23,139.03
140.33,142.49,142.70,139.64
142.61,143.41,143.55,142.30
143.01,142.16,143.36,142.07
140.97,141.05,141.33,140.18
140.77,142.21,142.56,140.35
142.63,142.87,143.22,141.55
143.57,145.07,145.77,143.50
145.02,144.84,145.98,144.26
145.87,145.71,146.45,145.02
145.90,145.68,146.10,145.23
145.69,144.32,145.72,144.20
144.57,144.49,144.93,143.98
145.01,145.45,145.92,144.15
144.70,142.22,144.76,142.08
143.48,142.12,143.84,142.10
143.30,144.24,144.47,142.52
144.58,144.45,144.87,143.67
143.45,144.50,144.98,143.00
144.50,145.15,145.24,142.79
144.60,142.52,145.38,142.29
144.35,143.44,144.74,143.12
144.98,145.47,145.92,144.29
146.32,146.53,146.75,145.44
147.00,147.24,147.49,145.81
146.78,147.44,148.11,146.66
148.18,148.16,148.44,147.49
148.16,148.10,148.41,147.53
148.04,148.00,148.60,147.74
148.11,147.43,148.22,146.50
147.47,148.63,149.10,147.25
149.06,147.37,149.06,147.12
147.38,147.02,147.71,146.59
146.73,146.65,147.23,145.74
147.03,149.62,149.85,146.16
149.95,146.54,149.95,144.13
145.42,146.76,147.23,144.47
147.28,147.98,148.03,145.99
147.95,146.79,148.44,145.93
147.41,146.28,147.89,146.02
147.00,146.87,148.17,146.28
146.66,144.97,147.59,144.36
145.19,144.83,145.79,143.36
145.98,145.77,146.43,144.88
144.77,145.25,146.14,144.41
144.02,144.76,144.84,142.23
144.57,145.15,145.62,143.98
144.70,145.10,145.23,144.09
144.32,145.86,145.88,143.64
145.87,147.31,148.36,145.87
146.61,146.71,147.82,145.55
145.57,142.61,147.76,142.58
140.82,138.10,141.47,138.10
131.18,133.31,136.32,126.17
136.21,132.23,136.46,132.23
135.74,137.27,137.61,132.52
138.53,138.68,139.23,136.30
137.57,139.40,139.62,136.95
138.76,136.81,139.57,136.39
134.18,132.56,135.21,132.05
134.51,135.38,135.49,133.11
136.29,135.15,136.82,134.87
133.22,133.27,134.69,132.48
135.24,136.59,136.66,134.20
137.53,134.36,138.07,134.01
133.90,134.85,135.96,133.53
134.10,135.24,135.58,133.81
135.68,135.49,135.71,134.65
135.71,135.41,136.39,135.07
135.26,136.58,136.82,134.34
136.84,138.06,139.49,136.80
137.00,137.35,138.45,136.02
137.65,136.95,138.90,136.11
135.46,135.43,135.97,134.27
135.29,135.07,135.71,134.51
134.30,133.84,135.37,132.92
134.59,131.11,135.39,130.22
130.39,128.50,130.51,127.16
128.37,129.95,130.29,127.80
131.23,132.72,133.31,130.11
133.70,134.09,134.15,132.25
132.21,137.64,137.69,131.71
138.94,138.21,139.34,137.38
138.11,136.62,138.11,134.75
136.48,138.68,138.77,136.01
138.56,141.19,141.34,137.70
141.10,141.70,141.91,140.87
141.61,143.18,143.18,141.39
142.75,141.99,143.83,141.88
142.49,140.79,143.32,140.57
140.77,142.73,142.76,140.11
143.46,144.84,144.90,142.65
144.68,145.60,145.68,144.29
145.86,146.12,146.93,145.23
147.05,146.32,147.53,145.46
146.73,148.34,148.51,145.14
149.39,149.92,150.06,147.40
150.35,149.57,150.50,148.80
149.64,150.81,150.99,149.49
150.81,150.96,151.18,148.77
150.92,150.87,151.88,149.53
151.49,151.71,152.54,150.51
153.19,154.01,154.08,150.77
153.81,152.49,153.81,151.26
150.72,154.92,156.01,149.98
155.00,154.21,155.61,153.76
152.35,153.69,154.89,151.66
153.44,152.98,153.91,151.35
152.59,154.81,154.87,152.42
155.00,153.81,155.80,153.31
153.45,152.83,154.28,152.81
152.65,151.07,153.13,150.52
151.44,154.02,154.24,151.41
153.89,154.18,155.20,153.00
154.97,156.57,156.84,154.11
156.26,155.05,157.46,154.76
155.99,156.13,157.32,155.17
156.03,155.50,156.81,154.79
154.81,154.59,154.81,153.37
154.72,155.46,156.13,154.44
155.60,156.63,157.08,155.06
157.35,156.48,157.37,154.79
157.87,159.13,160.00,157.66
158.69,159.10,159.95,158.10
159.33,156.30,159.46,155.73
156.63,158.35,158.43,156.35
158.28,159.20,159.41,158.27
158.34,157.76,158.60,156.65
156.88,155.15,158.22,154.35
155.06,154.79,156.06,154.29
152.95,153.18,153.97,152.41
153.77,153.80,154.52,152.38
154.97,153.43,155.47,152.72
154.96,154.90,156.21,152.60
155.16,155.20,156.32,154.90
154.29,152.14,155.25,152.10
153.27,153.89,154.76,152.91
154.95,154.75,155.56,152.66
155.34,157.44,157.53,154.73
157.41,157.09,157.76,156.32
156.36,158.49,158.85,156.36
159.78,160.50,161.08,159.68
160.50,159.91,161.62,159.76
159.13,158.19,160.47,158.13
155.94,155.26,156.26,154.00
155.75,155.79,157.01,154.90
153.87,154.21,155.10,152.76
151.47,151.67,154.04,151.15
152.32,150.28,152.32,150.02
150.51,146.38,151.90,145.88
147.50,146.45,148.90,145.45
146.68,144.67,147.42,144.07
145.32,146.61,147.29,144.63
142.64,146.72,147.40,142.64
148.68,148.35,161.06,146.29
146.66,146.43,147.54,142.72
146.51,144.14,146.59,143.76
145.66,146.57,147.63,144.68
146.37,144.70,146.98,144.56
144.93,148.86,148.96,143.96
148.97,147.49,150.61,146.46
148.14,146.50,149.13,145.64
147.28,151.44,151.67,147.01
150.39,153.82,154.27,150.14
152.66,150.86,153.97,150.43
152.02,150.67,153.91,148.05
150.75,150.11,151.81,148.97
150.01,147.87,150.15,147.33
147.05,146.32,147.74,143.64
145.41,147.62,149.13,144.86
150.53,156.75,159.26,148.74
154.44,157.91,158.26,154.25
158.92,158.99,159.40,156.60
160.00,161.86,162.50,159.43
162.46,164.01,164.51,161.00
163.44,163.49,165.41,162.75
163.37,166.24,166.42,162.50
167.54,166.95,168.41,166.34
165.88,166.58,167.36,165.35
165.37,167.70,168.11,164.29
168.56,169.35,169.45,166.67
170.01,167.53,170.02,167.05
167.78,165.45,168.86,165.38
165.96,170.16,170.24,164.62
169.44,168.93,170.22,167.52
168.05,167.70,168.81,166.70
168.17,167.97,168.53,166.26
167.66,167.12,168.63,165.92
166.82,167.51,168.24,165.27
168.01,167.34,168.33,167.02
167.48,168.16,169.47,166.91
169.03,169.75,169.81,167.92
169.72,168.32,169.95,167.13
167.30,167.58,168.96,166.32
166.81,167.41,168.09,165.51
167.11,165.67,167.24,164.45
166.37,167.62,168.41,165.63
166.87,167.16,167.91,165.85
167.07,169.18,169.57,165.62
168.65,168.57,169.95,168.26
168.31,167.98,169.46,166.84
168.40,168.84,169.29,167.23
168.80,171.79,171.91,167.51
172.48,172.87,173.57,172.04
172.50,172.63,173.32,171.40
171.95,172.90,173.35,171.04
172.69,172.24,173.14,171.76
171.65,169.44,172.27,169.36
169.14,171.42,171.52,169.00
170.87,168.60,171.31,167.84
168.97,167.99,169.64,167.95
168.96,166.60,169.18,166.11
166.95,168.39,168.78,165.66
169.47,169.40,169.88,168.16
169.48,169.60,170.13,168.50
169.77,169.98,170.07,168.79
169.49,172.36,172.47,169.49
173.12,171.70,173.12,171.29
171.81,171.82,172.72,169.12
171.52,170.03,172.14,169.13
170.15,170.83,171.14,169.32
172.00,172.15,172.24,170.33
172.20,172.26,173.97,171.58
172.72,174.09,174.57,171.25
173.48,170.53,174.75,169.78
169.38,168.70,169.89,167.55
168.86,171.00,171.21,168.73
168.97,168.54,171.86,167.63
167.61,166.70,167.83,165.16
166.79,168.11,168.76,166.79
167.24,170.00,170.77,166.05
169.59,170.73,172.07,168.63
171.12,172.23,172.31,170.19
171.41,171.38,172.56,170.39
171.97,172.25,172.82,170.68
172.00,171.97,173.98,170.83
171.63,174.13,174.45,171.41
174.10,170.55,174.31,169.77
170.39,170.95,172.23,169.56
170.09,170.89,171.64,169.10
171.03,170.75,172.00,169.65
171.02,169.21,171.10,169.02
170.27,172.74,172.80,169.64
172.86,171.53,173.32,171.24
171.35,172.72,173.07,170.04
173.45,173.80,174.89,173.15
173.99,173.73,174.23,172.30
173.36,173.10,173.95,172.30
173.35,176.16,176.47,172.66
175.98,175.87,176.30,175.00
175.80,176.71,177.19,175.14
176.38,175.88,176.82,175.20
176.15,179.14,179.32,175.45
178.99,180.71,180.98,178.78
178.90,178.35,180.04,177.74
178.32,176.98,179.35,176.94
176.94,176.66,177.50,175.26
176.72,174.68,177.14,174.39
174.22,174.71,174.81,172.35
174.79,172.90,174.79,171.81
174.47,174.83,175.90,174.01
175.20,174.71,175.39,174.25
174.81,174.95,175.84,174.70
176.01,177.61,177.63,175.55
171.40,170.87,173.60,170.31
169.99,167.75,170.76,166.51
168.75,171.27,171.66,168.75
171.98,175.52,175.70,171.70
176.07,176.80,176.81,174.52
176.92,177.21,177.47,175.87
177.09,177.25,177.69,176.13
176.89,178.14,178.43,176.00
178.50,177.98,179.36,176.98
179.00,180.72,180.91,178.43
181.74,181.78,182.65,180.93
182.40,180.90,183.00,180.80
181.69,181.11,181.71,180.52
181.61,181.45,181.72,180.77
182.30,180.58,182.67,180.13
180.98,180.92,181.25,180.13
180.61,180.51,181.25,179.32
180.62,180.86,181.44,180.50
180.46,179.72,180.82,179.14
180.44,180.66,180.99,179.29
180.89,179.83,181.43,179.24
180.09,180.89,181.14,179.32
180.68,179.01,180.68,178.52
178.87,179.28,180.22,178.32
179.88,180.98,181.27,179.01
180.74,180.14,181.21,180.00
180.11,179.95,180.23,178.83
180.02,179.68,180.32,178.54
171.10,163.53,174.00,163.16
164.53,166.96,167.18,163.58
166.94,166.02,167.53,165.10
165.53,164.55,166.22,164.19
164.58,166.22,167.70,164.17
166.63,167.46,167.81,165.90
166.74,165.46,166.90,165.38
165.22,164.42,165.81,164.29
163.69,162.87,164.21,162.58
163.22,161.40,163.22,160.85
161.50,161.39,161.98,160.95
161.20,161.29,161.42,159.58
161.36,162.48,162.93,161.15
162.54,160.50,163.03,160.11
160.36,159.83,160.63,159.21
159.50,160.82,161.84,158.53
161.14,163.36,164.18,160.26
163.15,164.22,164.49,162.55
164.11,163.81,164.84,163.47
163.16,163.79,164.53,162.91
163.92,162.98,164.31,162.28
163.80,164.29,165.00,162.86
164.10,164.31,164.50,163.56
164.17,164.42,165.25,164.09
164.16,164.12,164.66,163.28
162.90,158.86,163.71,158.79
160.00,161.88,162.16,158.85
160.66,160.08,161.07,159.83
160.06,159.41,160.39,158.56
159.15,162.77,163.33,159.15
163.24,164.10,164.35,162.45
163.80,162.48,164.98,161.47
162.91,162.80,163.21,162.48
163.11,164.88,165.11,162.29
165.78,167.28,167.83,165.13
167.62,164.45,167.99,164.43
163.39,162.62,164.37,162.34
163.04,163.77,164.15,162.51
164.17,163.80,164.25,162.34
163.10,161.15,163.36,160.12
162.04,162.98,163.90,160.56
161.77,161.43,162.21,160.18
161.48,160.04,161.97,159.51
160.51,161.34,161.86,160.51
161.97,163.12,163.24,160.67
163.44,161.77,163.44,161.14
162.40,163.04,163.81,162.40
164.22,158.63,164.48,158.17
158.45,158.45,159.68,158.06
157.99,156.05,158.64,155.86
153.51,153.36,154.91,149.29
153.46,153.21,153.92,152.86
154.38,153.35,154.62,152.96
153.72,154.05,155.21,153.31
154.06,152.85,154.06,150.97
152.19,152.54,152.90,150.89
153.62,152.94,154.18,152.90
152.95,150.59,152.95,150.36
150.48,148.96,150.53,148.91
149.60,148.90,150.46,148.09
147.65,149.31,150.98,147.42
149.63,149.20,150.90,148.94
149.26,147.04,149.26,146.23
151.68,156.09,161.34,150.67
156.06,153.87,156.95,153.62
153.58,154.86,156.95,153.53
157.35,156.15,157.35,155.25
156.00,157.59,159.03,155.46
163.81,157.52,163.81,154.36
159.78,154.69,159.88,154.34
153.91,156.67,156.92,153.32
157.51,157.83,159.35,155.81
158.36,157.99,158.95,156.83
157.59,159.22,159.98,157.04
158.84,158.89,159.97,158.13
158.33,156.96,158.87,156.68
157.01,148.55,157.85,148.18
154.99,152.92,154.99,148.73
152.77,152.96,153.89,150.67
152.87,151.18,154.17,150.65
150.59,151.36,151.43,148.67
151.74,153.24,153.58,150.60
152.55,148.96,152.94,148.81
149.24,149.26,150.30,148.96
149.51,149.57,151.35,148.72
