CMP,Compass Minerals Intl Inc Common Stock,NASDAQ
84.06,83.46,84.29,82.73
83.33,83.11,84.24,82.94
82.25,82.51,83.03,81.52
83.25,84.06,84.37,82.63
84.73,83.09,84.73,82.90
83.21,83.59,84.41,83.07
83.61,84.53,84.61,82.86
84.93,85.99,86.44,84.88
86.02,86.60,87.13,86.02
85.90,86.90,87.31,85.72
87.40,87.47,87.77,86.92
87.51,87.65,88.46,87.50
87.87,88.88,88.90,87.80
89.03,89.04,89.40,88.60
89.42,90.20,90.70,89.42
90.28,89.91,90.34,89.50
89.88,90.24,90.38,89.65
90.21,90.16,90.77,89.94
90.66,89.96,90.87,89.76
90.32,90.25,90.50,90.03
90.09,90.32,90.70,89.71
90.43,90.50,91.10,90.11
90.90,91.64,91.82,90.28
91.88,89.80,91.88,89.39
89.41,89.18,90.04,89.04
88.71,89.19,89.25,88.54
89.01,88.92,89.67,88.34
77.00,73.06,78.20,64.24
73.59,75.60,75.90,73.07
76.00,76.37,76.64,74.55
76.07,74.51,76.07,74.29
74.65,75.09,75.11,74.00
74.89,75.28,75.93,74.03
75.03,75.58,75.67,74.81
76.82,76.67,77.14,76.36
76.45,75.89,78.00,75.73
75.47,76.26,76.44,75.47
76.02,74.47,76.26,74.37
74.56,74.08,74.78,73.95
73.35,73.29,73.70,72.52
73.40,73.26,73.59,72.74
73.36,73.50,73.93,73.22
73.59,73.73,74.83,73.18
73.26,71.96,73.61,71.95
72.31,73.07,73.13,72.11
73.35,73.42,73.50,73.00
73.71,74.13,74.23,73.36
73.56,73.95,74.16,73.40
73.69,73.43,73.85,73.00
73.43,73.82,74.18,73.00
73.98,73.73,74.35,73.61
74.86,72.10,75.44,71.77
72.09,73.00,73.60,71.79
73.00,73.44,73.84,72.95
73.48,73.44,73.95,73.29
73.89,74.37,74.66,73.62
74.80,75.55,75.83,74.37
75.15,75.16,75.47,74.80
75.04,74.68,75.28,74.45
74.96,76.59,77.24,74.37
77.84,77.06,77.85,76.34
76.87,77.17,77.46,76.73
77.17,77.78,78.00,76.59
78.00,77.61,78.00,76.96
77.59,75.91,77.59,75.59
75.72,75.30,76.28,75.21
75.11,75.67,76.04,74.79
75.56,75.50,76.18,75.36
75.66,77.28,77.39,75.55
76.82,75.80,76.98,75.67
74.99,76.27,76.46,74.99
76.20,76.44,77.84,75.86
76.28,77.23,77.58,75.58
77.03,76.00,77.20,75.74
76.07,75.94,76.20,75.16
75.13,75.36,75.71,74.70
75.19,74.76,75.28,74.44
74.74,74.74,75.61,74.44
75.10,74.96,75.38,74.58
75.00,75.04,75.09,74.26
74.50,75.50,75.69,74.50
75.36,75.56,75.80,75.29
75.66,75.86,76.01,75.27
75.78,76.74,77.14,75.57
76.83,76.95,77.11,76.24
77.23,76.85,77.49,76.70
77.04,76.62,77.34,76.51
76.24,75.42,76.57,75.36
75.25,75.88,76.04,74.24
76.10,77.13,77.47,75.27
77.35,76.91,77.46,76.16
76.53,75.47,76.76,73.99
75.50,75.52,76.16,74.97
75.41,74.47,75.41,73.79
74.21,75.21,75.44,74.13
75.20,74.38,75.70,73.70
74.24,74.25,74.81,72.97
74.70,74.37,74.88,73.60
74.52,72.50,74.86,72.31
72.49,73.51,73.57,72.22
73.61,73.13,73.85,72.93
72.92,72.34,73.15,71.92
72.00,73.45,73.68,72.00
73.32,73.10,73.73,72.97
73.31,73.09,73.68,72.82
73.39,72.86,73.47,72.35
72.68,72.71,73.40,72.37
72.64,71.66,73.09,71.27
71.95,71.49,72.27,70.90
71.32,72.21,72.28,70.88
72.29,71.57,72.50,71.30
70.92,71.85,72.14,70.68
71.89,71.78,72.09,71.08
71.79,71.55,72.36,71.42
71.46,71.09,72.11,71.02
70.80,71.63,71.96,70.54
71.57,71.90,72.26,71.48
71.55,72.05,72.74,71.55
72.50,72.92,73.16,72.14
72.99,74.25,74.61,72.50
74.08,74.34,75.34,74.08
74.49,73.45,74.61,72.36
73.33,73.77,74.05,73.25
74.10,74.08,74.89,73.46
74.08,74.44,74.67,73.78
74.28,76.82,76.98,74.25
76.69,75.94,76.74,74.79
75.70,75.89,76.08,75.30
76.00,78.83,78.96,75.09
79.82,78.60,79.93,78.15
78.51,81.03,81.40,78.51
81.30,80.55,81.30,80.25
80.32,81.37,81.77,80.10
81.14,79.54,81.68,79.36
80.01,80.05,80.28,79.73
80.06,79.41,80.41,78.94
80.05,79.28,80.06,79.21
79.85,80.09,80.52,79.67
80.23,79.90,80.63,79.51
79.91,80.29,80.70,79.82
81.45,78.90,81.98,78.73
79.25,81.43,81.67,79.19
81.10,79.73,81.13,79.61
80.03,80.95,80.98,79.48
80.61,82.28,82.42,80.61
82.44,82.92,83.57,82.06
82.64,82.25,82.93,81.62
82.62,82.91,83.12,81.49
83.18,82.99,83.20,82.63
82.43,83.49,83.82,81.39
82.96,80.32,82.96,80.25
80.63,78.91,80.86,78.87
79.36,79.74,80.04,79.01
79.50,78.89,80.25,78.76
79.23,79.11,79.66,78.64
78.13,78.62,79.09,78.12
78.42,77.09,79.38,76.61
77.51,77.54,78.11,76.92
77.71,81.16,81.63,77.50
82.37,83.98,84.36,82.00
84.59,83.70,84.86,83.40
83.70,86.33,86.47,82.99
82.25,81.49,83.45,78.86
82.68,84.94,86.30,81.89
84.91,85.44,86.20,84.15
85.99,85.99,87.54,85.28
86.38,85.59,86.89,85.16
85.59,85.27,86.42,85.08
85.57,86.36,86.58,85.48
86.56,85.80,86.56,85.55
86.29,83.75,86.32,83.32
83.51,83.64,84.37,82.99
83.36,82.83,84.21,82.44
82.87,84.42,84.69,82.64
84.29,85.35,86.07,84.29
84.45,85.12,86.14,84.45
86.48,85.21,86.48,84.92
84.95,85.73,85.79,84.56
86.16,87.18,87.32,85.82
87.24,87.18,87.63,86.00
86.88,87.18,87.45,86.60
87.38,86.25,88.03,86.17
85.79,86.22,86.60,85.65
86.35,83.63,87.02,83.46
83.65,83.28,85.18,82.56
84.03,84.50,84.92,83.99
84.45,83.19,84.64,82.51
83.21,81.77,83.53,81.40
82.07,81.50,82.07,80.01
81.45,79.91,82.50,79.89
80.24,81.55,81.89,80.24
81.74,81.41,82.29,81.34
81.81,80.83,82.10,80.43
80.90,81.37,81.53,80.59
81.53,81.38,81.73,81.11
82.08,82.52,83.33,81.65
82.61,83.32,83.86,82.61
83.41,83.95,84.31,82.96
84.10,83.51,84.20,83.36
84.25,83.50,85.00,83.42
84.52,82.91,84.81,82.42
82.99,83.57,83.94,82.63
83.68,84.90,85.30,83.27
84.88,84.81,85.60,84.69
84.98,85.02,85.74,84.03
85.13,85.78,85.97,85.13
85.85,85.10,85.99,83.90
85.68,85.55,85.99,85.25
85.55,85.84,86.35,85.17
85.87,86.08,86.22,85.33
85.75,84.23,86.06,83.51
84.20,84.25,84.74,83.73
84.38,84.00,85.11,83.32
84.00,83.64,84.04,83.25
83.88,83.78,84.63,82.91
85.00,87.96,90.00,84.66
89.72,91.60,92.21,88.83
91.74,91.33,92.05,90.60
91.70,91.87,92.20,91.11
91.60,92.15,93.15,91.36
92.09,91.15,92.40,91.04
91.18,92.59,93.19,90.70
92.50,91.61,92.77,91.34
91.60,90.56,92.09,89.63
91.15,92.07,92.48,90.93
91.93,91.42,92.28,91.07
91.60,92.44,92.72,91.43
92.19,93.07,93.37,91.11
93.25,93.11,93.25,92.33
92.91,92.87,93.57,92.44
92.96,91.99,93.16,91.81
92.21,92.52,92.68,91.59
92.53,92.14,93.20,91.80
92.21,93.25,93.58,91.77
93.83,94.27,94.33,93.28
93.63,92.93,94.20,92.67
92.81,93.06,93.14,92.62
92.90,92.99,93.34,92.40
92.84,92.47,92.91,92.37
92.36,92.30,92.44,91.74
92.40,93.06,94.07,92.35
93.55,93.34,93.55,92.99
93.48,92.92,93.54,92.85
92.59,91.60,92.91,91.18
91.49,91.54,91.62,90.96
91.47,93.28,93.42,91.25
92.93,92.59,93.17,92.46
92.70,92.97,93.09,91.80
92.89,92.18,93.13,91.96
91.87,92.94,93.75,91.73
92.83,92.93,93.69,92.81
92.93,93.02,93.18,92.44
92.83,92.77,92.83,92.04
93.04,94.37,94.37,92.68
94.35,93.27,94.35,93.21
93.57,95.30,95.64,93.34
95.38,94.88,95.72,94.36
94.40,95.37,95.52,94.40
95.23,95.74,95.82,94.24
95.73,95.51,97.22,95.39
95.59,95.74,96.01,95.44
95.62,96.53,96.58,95.20
96.40,96.79,97.29,95.50
96.56,97.20,97.43,96.14
96.79,96.08,97.50,95.84
95.13,95.99,96.63,95.05
95.63,95.21,95.89,94.76
95.50,95.71,95.95,95.05
95.53,95.91,96.60,95.53
96.36,93.12,96.93,92.80
92.70,92.24,92.83,91.43
92.30,93.00,93.00,91.81
92.99,92.31,92.99,91.74
92.77,92.78,93.59,92.38
92.77,92.17,92.86,91.88
92.17,92.70,93.55,92.00
92.50,94.62,95.07,91.90
93.00,87.43,93.00,85.46
87.74,87.80,89.42,86.53
88.25,87.19,88.70,86.48
87.12,86.02,87.45,85.93
86.02,86.01,86.65,85.24
86.01,86.26,86.58,85.20
86.33,85.93,86.53,85.56
86.02,86.27,86.61,85.59
86.56,87.03,87.17,86.00
86.97,86.06,86.99,85.43
86.37,86.03,86.86,85.91
85.84,86.50,86.60,85.84
86.53,87.08,87.45,86.36
87.08,87.25,87.42,86.17
87.29,87.26,87.32,86.56
87.66,88.37,88.54,87.24
88.36,88.68,88.73,87.92
88.42,88.69,88.87,88.26
88.48,89.05,89.44,88.27
89.11,88.46,89.16,88.38
88.54,88.37,88.83,87.84
88.65,89.01,89.47,88.08
88.57,88.05,88.90,87.85
87.77,88.12,88.25,87.21
88.13,89.07,89.26,87.79
89.30,88.98,90.12,88.98
89.04,89.12,89.63,88.38
89.10,88.93,89.96,88.46
88.90,89.74,89.84,88.46
89.57,90.65,90.84,89.29
90.66,89.92,90.66,89.45
89.93,90.25,90.45,89.28
90.05,90.21,90.63,89.56
90.13,89.79,90.56,89.51
89.71,89.62,90.21,89.32
89.84,89.41,90.45,89.05
89.74,89.26,89.74,89.04
89.44,89.24,89.66,88.94
89.42,89.01,89.83,88.63
89.00,87.58,89.00,87.49
87.27,86.32,87.75,86.25
86.41,86.19,86.52,85.38
85.95,85.03,86.19,84.75
85.15,84.80,85.15,84.40
84.32,84.92,85.04,83.72
84.68,84.28,84.68,83.81
83.96,83.60,84.54,82.71
83.17,83.64,83.91,82.28
83.98,83.19,84.21,83.00
83.21,83.55,84.15,83.20
83.16,82.79,83.54,82.71
82.68,84.44,84.51,82.32
83.94,82.17,83.99,82.04
82.30,81.93,82.62,81.06
81.50,80.28,82.84,80.04
80.33,80.72,81.44,80.02
80.42,82.60,82.80,79.07
82.50,83.00,83.50,82.21
83.99,83.79,84.52,83.40
83.78,83.98,84.20,83.11
84.18,85.79,85.83,83.85
86.06,85.24,87.38,85.18
85.92,86.14,86.69,85.20
86.15,86.22,86.54,85.69
85.37,84.96,85.84,84.38
84.92,86.75,86.85,84.44
86.82,86.31,87.36,85.05
85.83,85.08,85.83,84.53
85.67,85.68,86.23,85.11
86.01,87.93,88.64,85.41
87.83,87.29,88.17,86.98
87.76,86.44,88.04,86.41
86.43,85.87,87.28,85.85
85.90,87.42,87.44,85.51
87.69,86.91,87.69,86.70
87.35,88.02,88.15,86.51
87.98,88.69,88.82,87.78
89.04,88.37,89.25,88.27
88.38,88.83,88.86,87.98
88.59,88.95,89.29,88.18
89.30,90.76,90.80,89.01
91.06,90.55,91.54,89.91
90.57,91.72,91.82,90.22
92.96,91.39,93.32,91.17
91.70,90.09,91.76,90.00
89.89,89.40,90.28,88.72
88.88,88.91,89.13,88.45
88.90,87.05,89.00,86.97
87.01,85.23,87.01,85.19
85.58,84.68,86.22,84.61
84.95,85.51,86.04,84.73
85.28,84.45,85.44,83.95
84.66,84.34,85.16,84.02
83.81,83.44,83.84,82.91
82.94,82.24,83.10,82.01
82.21,80.99,82.21,80.82
81.29,81.55,81.84,80.90
81.51,81.83,82.17,80.80
83.00,82.93,83.84,82.51
82.98,84.51,84.82,82.75
84.96,86.60,86.64,84.51
87.73,86.09,87.87,85.94
86.19,86.78,87.07,85.67
86.90,86.98,87.50,86.12
87.65,87.11,87.83,86.95
86.79,87.48,87.89,86.17
87.67,87.57,88.37,87.53
87.69,87.75,88.54,87.57
87.89,87.64,88.34,87.53
87.85,86.83,88.00,86.73
86.67,86.93,87.32,86.17
86.44,86.69,87.65,86.07
86.68,85.89,87.73,85.47
88.22,89.64,90.23,88.00
90.32,91.99,92.12,89.99
91.99,91.74,92.62,91.66
91.64,91.16,92.00,90.68
91.22,91.12,92.69,90.23
90.78,89.50,90.98,88.13
89.72,89.05,90.04,88.49
89.09,90.89,91.07,88.41
91.17,90.51,91.80,89.99
90.78,90.96,91.49,90.11
91.41,91.94,92.31,90.58
91.55,90.85,92.00,90.33
91.18,91.07,91.95,90.66
90.44,89.22,91.02,89.15
89.72,87.74,89.72,87.55
87.54,87.14,87.98,86.51
86.43,87.40,88.01,86.09
87.40,87.50,88.36,86.55
87.50,90.55,90.99,87.50
90.56,89.71,90.94,89.63
90.11,91.45,91.86,89.84
91.43,90.98,92.20,90.48
90.54,90.09,91.48,88.98
95.40,91.87,95.44,89.04
92.37,90.88,92.37,90.70
91.73,91.14,92.33,91.11
91.47,91.66,91.96,91.19
91.86,92.09,92.84,91.33
92.28,92.45,92.90,91.41
92.16,91.59,92.33,91.45
91.76,91.37,91.76,90.81
91.00,91.02,91.22,90.69
91.40,90.95,91.52,90.88
90.50,90.43,91.60,90.09
90.75,90.32,91.27,90.00
90.33,90.67,91.29,90.27
90.99,93.71,93.80,90.64
93.66,92.59,93.66,92.20
91.95,91.56,92.45,91.20
91.49,91.50,92.00,90.92
90.61,91.61,91.73,90.17
91.70,92.63,92.86,91.59
91.85,91.75,92.55,91.20
91.69,92.72,92.74,91.16
93.42,93.60,93.71,92.36
93.60,93.44,93.79,92.61
93.50,93.94,94.02,93.25
93.87,94.08,94.15,93.30
93.66,95.19,95.47,92.86
94.54,94.71,95.13,94.30
95.23,95.00,95.23,94.47
94.71,94.23,95.23,94.11
93.80,93.73,93.85,92.65
94.15,92.70,94.17,92.27
92.05,92.27,92.84,92.02
92.00,91.56,92.26,91.18
92.06,93.26,93.37,91.68
93.10,93.21,93.37,92.41
93.00,94.10,94.10,92.39
94.24,94.02,94.76,93.43
94.27,94.15,94.79,93.80
94.46,94.32,94.92,94.22
94.70,94.77,94.94,93.85
94.86,95.60,95.68,94.30
91.58,91.51,92.08,90.53
91.53,90.21,91.89,90.01
90.32,89.75,90.32,89.38
89.56,89.41,90.26,89.32
89.46,89.08,89.82,89.00
88.69,89.11,89.11,88.10
89.55,89.95,90.52,89.46
90.13,89.11,90.20,88.68
89.28,88.49,89.28,88.41
88.47,89.18,89.39,88.00
89.52,88.45,90.14,88.35
88.80,87.64,89.12,87.30
88.67,91.65,93.14,88.54
89.42,89.09,89.42,85.20
89.08,88.33,89.62,88.09
88.75,88.38,89.46,88.29
88.81,88.59,89.69,88.53
88.72,87.71,89.66,87.59
88.05,87.75,88.42,87.50
87.75,88.30,88.84,87.39
88.71,88.49,89.98,88.47
88.83,88.52,89.61,88.30
88.21,88.54,88.76,87.52
88.88,88.30,89.21,88.20
88.85,89.59,89.74,88.85
89.74,89.30,89.74,89.08
89.03,89.66,89.90,88.19
89.62,88.74,89.62,88.38
88.70,88.25,88.90,88.02
88.31,87.88,88.59,87.71
88.02,88.35,88.59,87.20
88.23,87.73,88.69,87.23
88.07,88.59,88.81,87.38
87.60,86.91,88.95,86.66
87.04,86.16,87.42,85.89
86.27,86.73,87.10,85.98
86.70,87.28,87.42,86.55
87.23,88.10,88.54,87.19
87.76,87.43,88.30,87.10
87.22,87.22,88.15,86.80
87.12,86.69,87.56,86.64
86.71,86.62,87.53,86.22
87.03,87.05,87.71,86.63
87.36,88.02,88.04,87.32
87.80,86.99,87.80,86.45
85.70,85.37,86.55,84.74
85.03,84.51,85.53,84.48
84.86,84.47,84.86,83.54
84.34,83.89,84.92,83.34
83.81,83.34,83.81,83.07
83.76,83.34,84.47,83.13
83.57,83.03,83.62,82.68
83.10,83.07,83.35,82.55
83.07,83.30,83.78,83.07
83.26,83.99,84.15,83.17
83.66,82.79,83.81,82.71
83.06,82.14,83.62,81.92
82.53,82.40,82.66,81.64
82.40,82.51,82.99,82.06
82.19,82.57,82.67,81.89
82.20,82.61,82.66,80.92
82.24,83.08,83.24,81.88
83.58,83.51,84.00,83.01
84.01,84.53,84.76,83.78
85.05,85.86,85.97,84.09
85.73,84.35,85.73,83.90
84.19,82.78,84.19,82.67
83.23,84.25,84.34,82.68
84.10,83.48,84.76,83.04
82.95,82.86,82.99,82.28
82.67,82.14,83.13,82.08
81.90,82.46,82.58,81.27
82.46,82.01,83.24,81.88
81.74,81.55,82.22,80.66
81.03,80.86,81.62,80.54
81.26,84.97,85.47,81.15
84.47,81.81,84.79,81.70
81.29,80.48,81.67,80.30
80.70,80.00,81.86,79.98
79.74,79.58,80.39,79.05
79.83,79.84,80.42,79.07
80.65,80.53,81.10,80.01
80.60,80.54,80.99,80.10
80.20,80.58,81.38,80.05
81.13,82.90,82.99,80.77
82.07,81.84,82.33,81.28
81.66,83.87,84.51,80.98
84.32,84.75,85.92,83.21
84.59,85.08,85.83,83.86
85.08,84.98,85.15,84.10
84.80,84.55,84.98,83.92
84.28,84.41,84.56,83.06
84.27,84.05,84.54,83.80
83.62,82.46,84.10,82.36
81.81,79.23,82.08,79.14
80.73,79.62,81.77,79.57
80.98,80.38,80.98,78.88
80.71,80.94,81.88,80.13
80.97,81.72,81.91,80.72
81.72,81.00,82.00,80.66
80.08,79.71,81.04,79.51
80.43,79.68,80.61,79.20
80.20,80.89,81.01,80.05
80.00,80.98,81.15,79.80
82.00,83.71,83.95,81.53
84.10,83.07,84.48,82.95
83.18,82.42,83.73,82.26
82.21,83.06,83.16,81.85
83.05,82.75,83.05,82.00
82.85,82.98,83.18,82.31
83.14,85.32,85.42,83.14
85.27,84.93,85.93,84.60
83.77,83.72,84.66,83.57
84.01,83.55,84.33,83.33
82.36,81.75,82.89,81.43
81.57,79.08,81.75,79.05
79.00,78.93,79.65,77.68
79.00,79.18,79.37,77.89
78.68,77.83,79.10,77.32
77.88,77.47,78.36,77.34
78.30,78.37,78.69,77.13
78.73,78.82,79.08,77.30
78.52,81.65,81.70,78.25
82.26,82.74,83.57,81.71
83.19,83.65,84.37,82.73
84.65,83.35,85.69,82.84
83.20,84.28,84.94,83.10
85.14,85.98,86.41,84.31
86.00,85.12,86.00,84.87
84.65,84.71,85.50,84.53
84.47,84.42,85.45,84.14
84.51,85.60,85.73,83.95
85.60,85.17,85.98,84.69
83.39,82.46,84.07,82.45
82.35,83.27,83.60,82.09
83.32,83.06,83.49,82.66
83.65,83.57,84.61,83.16
84.54,85.26,85.41,84.03
85.04,84.75,85.63,84.53
84.31,82.33,84.31,81.44
82.16,82.06,83.70,80.17
81.50,81.08,82.41,81.03
81.35,81.24,82.50,80.80
81.33,83.05,83.15,81.19
82.89,84.41,84.89,82.51
84.89,84.83,85.00,84.02
84.87,83.68,84.90,83.51
83.11,82.99,83.22,81.66
83.00,82.19,83.51,81.49
81.77,82.12,82.41,81.55
82.29,82.48,82.67,81.49
81.70,81.33,82.34,81.05
81.27,80.20,81.64,80.11
80.38,81.87,81.90,80.00
81.74,82.48,82.93,81.50
82.88,84.16,84.25,81.63
84.37,83.98,84.58,83.25
84.34,83.25,84.53,83.04
82.95,84.18,84.55,82.01
84.20,84.85,85.19,83.54
84.54,84.99,85.28,83.89
84.50,83.44,84.50,82.86
83.50,84.14,84.59,83.12
84.34,84.49,85.20,84.00
83.15,83.06,84.14,82.54
83.43,83.13,83.94,82.63
83.11,84.84,84.89,83.11
84.35,84.10,84.68,83.30
83.43,82.78,84.15,82.59
83.09,81.98,84.07,81.84
82.00,79.57,82.00,79.48
78.75,78.57,79.22,77.80
78.38,76.22,79.23,76.02
76.97,75.22,77.53,74.85
75.75,76.02,76.35,74.45
76.06,73.94,77.05,73.48
74.00,73.84,74.53,73.50
74.23,72.12,74.29,71.71
71.00,74.93,75.38,71.00
75.65,75.16,76.70,74.40
75.28,75.52,75.83,75.00
75.52,75.71,75.81,74.80
76.15,76.34,76.48,75.86
76.15,75.81,76.75,75.81
75.80,75.27,75.99,75.02
75.27,76.07,76.82,74.74
76.00,74.58,76.00,74.47
74.01,74.20,74.47,73.58
73.50,73.06,74.00,72.93
71.86,70.50,72.00,70.07
70.75,70.32,71.36,69.64
70.71,70.76,71.58,70.22
71.00,70.11,71.68,70.07
70.28,72.60,72.89,69.97
71.85,71.89,72.88,71.13
72.72,71.60,72.82,70.91
70.93,71.10,71.59,69.43
71.04,71.00,71.57,70.04
72.23,72.65,73.45,71.41
71.94,71.70,72.46,71.13
72.36,72.63,72.82,71.81
72.51,72.61,73.53,72.02
72.92,73.53,73.73,72.10
73.71,74.85,74.88,73.23
74.43,73.95,74.75,73.19
73.25,71.52,74.09,71.42
72.26,73.59,73.98,71.74
74.17,75.35,75.62,73.70
74.66,72.88,75.12,72.69
72.84,71.66,73.00,71.33
70.23,72.09,72.26,69.34
71.80,69.73,72.50,69.64
69.43,66.80,69.69,66.61
67.14,69.26,69.71,66.53
69.25,66.62,70.44,66.30
67.30,69.23,69.40,67.28
69.21,69.58,69.90,68.67
69.25,69.05,69.85,68.10
69.69,70.22,70.75,69.21
70.10,68.71,70.86,68.61
68.17,68.44,68.79,67.00
67.70,67.75,68.26,67.12
68.17,68.05,68.80,67.70
68.15,67.84,69.09,67.83
68.40,68.72,68.92,67.27
68.64,69.15,69.90,67.93
69.15,69.92,70.02,68.75
70.12,68.72,70.97,68.24
69.28,72.72,73.40,69.27
71.92,70.06,72.36,70.00
70.12,70.42,70.57,69.59
70.43,70.72,70.95,68.80
71.37,71.95,71.98,70.96
72.04,72.84,73.43,71.92
72.16,73.10,73.50,71.80
72.75,73.49,73.63,71.60
73.88,74.90,75.21,73.20
74.93,75.71,75.99,74.63
75.62,75.86,76.27,75.48
75.70,76.05,76.16,74.81
75.29,72.06,75.59,71.43
71.50,72.01,72.01,71.29
72.38,71.69,72.41,70.87
71.20,73.15,73.40,71.16
72.30,71.63,72.41,70.24
71.48,70.86,72.25,70.66
70.00,70.48,70.75,69.72
70.48,69.61,70.48,69.41
69.26,68.07,69.57,67.46
68.03,68.35,68.40,67.05
68.10,67.71,68.84,67.55
68.06,68.97,69.95,67.78
69.82,69.05,71.00,68.79
69.52,70.65,71.30,69.05
70.85,72.23,72.35,70.30
72.47,72.42,72.80,71.72
72.31,73.22,73.53,71.43
72.90,73.57,73.77,72.29
73.38,73.81,74.72,73.38
73.94,73.74,74.34,73.54
73.90,72.85,74.43,72.69
73.06,73.10,73.58,72.78
73.03,72.34,73.21,71.83
74.41,74.86,75.40,72.01
74.67,75.24,75.41,74.36
75.43,74.39,76.16,74.10
74.53,74.96,75.16,74.45
74.99,74.88,75.60,74.06
73.89,74.84,74.94,73.25
74.40,75.00,75.36,74.08
75.46,74.95,76.00,74.63
75.11,75.34,75.60,74.51
73.61,74.95,75.66,71.03
75.24,77.32,77.41,75.00
77.55,77.20,77.93,76.76
77.74,77.30,78.48,76.90
77.06,76.74,78.07,76.28
76.82,77.55,78.02,76.41
77.47,77.94,78.49,76.90
77.36,76.34,78.01,76.18
75.75,78.09,78.29,75.25
78.22,78.02,78.57,77.78
77.88,77.89,78.65,77.74
78.30,78.06,78.70,77.76
78.20,78.58,79.50,77.95
79.05,78.29,79.26,78.01
77.37,78.11,78.56,77.37
78.26,77.95,78.72,77.45
77.36,78.29,78.62,76.81
78.18,77.99,78.59,77.73
78.43,78.67,80.08,77.98
79.01,80.50,80.60,79.01
80.54,80.33,80.86,79.76
80.71,80.01,80.90,79.28
79.02,79.22,79.58,78.44
78.45,78.71,79.09,77.69
78.71,78.09,79.77,77.95
78.02,78.34,78.53,77.50
77.65,78.28,78.92,77.27
78.05,78.46,78.60,77.30
78.45,79.48,79.76,78.43
79.90,80.45,80.96,79.90
80.40,79.81,80.40,79.56
80.23,79.50,80.42,78.84
80.28,80.87,81.28,80.07
78.91,78.03,79.58,78.02
77.69,74.52,78.45,74.01
74.85,73.80,75.74,73.68
74.85,73.83,75.05,73.61
73.90,74.19,74.39,73.49
74.55,74.59,75.80,74.30
74.68,74.25,75.18,73.58
74.69,74.37,74.89,73.50
74.47,72.65,74.76,72.14
72.83,72.94,74.16,71.23
73.27,72.34,73.93,72.03
72.75,72.50,73.12,72.34
73.40,74.60,74.84,73.03
74.89,74.17,75.00,74.14
74.02,73.55,74.48,73.38
73.40,73.20,73.95,73.01
72.76,72.61,73.82,72.48
72.49,72.72,73.36,71.74
73.00,72.34,73.34,71.99
72.40,71.94,72.64,71.94
71.67,70.07,71.91,69.60
69.51,71.89,73.87,68.84
72.00,69.63,72.01,69.02
69.63,69.72,69.78,69.04
69.53,69.59,69.78,69.05
69.51,68.80,69.51,67.99
68.95,69.23,69.65,68.55
69.02,69.57,69.63,68.88
69.31,70.00,70.02,69.31
70.03,70.09,70.30,69.70
70.10,70.48,70.75,70.10
70.58,70.70,70.76,69.90
70.36,71.08,71.22,70.23
71.20,70.87,71.47,70.48
71.03,70.88,71.20,70.60
71.09,71.68,71.91,71.07
73.10,73.06,73.34,71.98
73.13,72.24,73.52,71.99
71.69,72.90,72.93,71.69
72.31,72.72,73.12,71.77
72.72,73.71,73.79,72.72
74.11,74.33,74.78,73.72
74.26,73.44,74.26,73.19
73.53,73.28,74.18,72.94
73.36,72.96,74.18,72.45
73.03,73.50,73.78,73.03
73.50,75.32,75.53,72.51
75.26,74.53,75.26,73.58
74.45,74.09,74.57,73.67
75.50,75.72,75.84,74.17
75.67,75.51,76.21,75.10
75.41,75.13,75.48,73.97
75.16,74.15,75.16,74.13
73.93,71.68,74.15,71.56
71.30,72.30,72.48,71.30
71.38,70.86,72.58,70.28
70.75,70.36,71.57,70.00
70.28,70.95,71.00,69.80
70.49,70.73,71.45,70.10
71.36,72.28,72.39,71.16
72.28,71.54,72.95,71.53
72.14,72.81,72.89,71.26
73.35,74.06,74.57,73.08
73.59,72.80,74.35,72.74
72.73,71.95,72.94,71.65
72.06,72.45,72.71,72.03
72.78,74.02,74.10,72.52
73.79,73.73,74.02,73.23
73.83,73.70,74.04,73.26
73.80,73.58,74.12,73.19
73.34,73.48,74.11,72.85
74.15,74.48,74.86,73.08
74.07,74.52,74.98,74.01
74.80,73.03,74.89,72.27
73.25,74.06,74.60,73.22
73.47,72.17,73.47,71.65
72.16,71.83,72.68,71.79
71.03,71.21,71.69,70.34
71.44,71.32,71.89,70.92
71.65,71.55,72.05,71.30
72.55,72.55,72.55,71.95
72.60,72.25,73.20,72.15
72.20,72.95,73.25,70.75
72.65,72.10,72.95,72.05
72.85,71.35,72.85,70.80
73.45,71.00,74.62,70.80
71.60,72.15,73.10,71.40
72.30,72.40,73.00,71.30
72.40,71.85,72.80,71.65
72.20,71.85,72.90,71.25
72.25,71.75,72.95,71.70
71.65,71.45,72.50,71.35
71.05,72.60,73.05,71.00
72.35,72.05,73.10,71.45
72.95,72.70,74.05,72.70
72.45,72.70,73.62,72.35
72.70,74.15,75.00,72.20
74.95,75.95,76.85,74.55
75.70,75.30,76.75,74.80
75.15,76.45,76.55,75.15
76.25,77.35,77.45,74.90
77.15,75.80,77.80,75.65
76.00,75.85,76.60,75.45
75.55,76.20,76.60,75.10
77.00,78.40,78.45,76.55
78.90,78.95,79.25,78.28
78.35,79.35,79.60,78.10
79.45,79.15,79.90,79.00
79.30,78.70,79.50,77.95
77.45,78.00,78.20,76.10
77.90,77.55,78.15,77.45
78.00,77.45,78.40,77.35
77.20,78.00,78.05,76.85
78.85,78.95,79.65,78.05
