DLHC,DLH Holdings Corp. - Common Stock,NASDAQ
0.83,0.83,0.83,0.83
0.85,0.86,0.86,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.80,0.86,0.86,0.80
0.88,0.80,0.88,0.80
0.90,0.90,0.90,0.90
0.85,0.85,0.85,0.85
0.80,0.80,0.80,0.80
0.80,0.89,0.89,0.80
0.81,0.89,0.89,0.81
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.86,0.86,0.86,0.86
0.89,0.89,0.90,0.89
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
0.81,0.81,0.81,0.81
0.83,0.85,0.91,0.83
0.84,0.84,0.84,0.84
0.85,0.85,0.85,0.85
0.87,0.86,0.87,0.86
0.86,0.86,0.86,0.86
0.87,0.91,0.91,0.86
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.83,0.81,0.83,0.79
0.83,0.92,0.92,0.79
0.94,0.83,0.94,0.83
0.82,0.92,0.96,0.82
0.91,0.85,0.96,0.56
0.95,0.82,0.95,0.82
0.81,0.89,0.89,0.81
0.87,0.88,0.88,0.86
0.86,0.85,0.86,0.85
0.81,0.81,0.81,0.81
0.81,0.80,0.81,0.79
0.81,0.78,0.81,0.78
0.76,0.84,0.84,0.72
0.84,0.80,0.86,0.80
0.80,0.80,0.80,0.80
0.84,0.72,0.84,0.72
0.75,0.86,0.90,0.75
0.91,0.75,0.91,0.75
0.76,0.78,0.88,0.76
0.78,0.78,0.78,0.78
0.84,0.88,0.88,0.78
0.88,0.83,0.88,0.76
0.76,0.79,0.79,0.76
0.79,0.79,0.79,0.79
0.80,0.80,0.81,0.74
0.84,0.80,0.84,0.80
0.80,0.86,0.92,0.80
0.90,1.11,1.15,0.89
1.10,1.07,1.15,1.06
1.14,1.02,1.15,0.90
1.13,1.05,1.13,1.02
1.05,0.95,1.05,0.94
0.95,0.93,0.95,0.93
1.07,1.00,1.07,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.10,1.28,1.65,1.10
1.41,1.21,1.41,1.06
1.30,1.30,1.39,1.13
1.20,1.20,1.20,1.10
1.13,1.23,1.24,1.13
1.22,1.21,1.30,1.13
1.13,1.06,1.14,1.02
1.02,1.09,1.11,1.02
1.06,1.06,1.06,1.06
1.08,1.15,1.16,1.08
1.11,1.17,1.20,1.10
1.15,1.21,1.21,1.15
1.21,1.19,1.21,1.10
1.25,1.36,1.36,1.20
1.36,1.37,1.44,1.23
1.49,1.44,1.60,1.42
1.45,1.42,1.49,1.42
1.47,1.43,1.47,1.38
1.55,1.50,1.55,1.43
1.45,1.50,1.50,1.45
1.49,1.53,1.53,1.43
1.48,1.45,1.54,1.45
1.48,1.52,1.52,1.40
1.41,1.51,1.51,1.39
1.51,1.51,1.51,1.51
1.49,1.39,1.49,1.38
1.40,1.40,1.40,1.39
1.38,1.38,1.38,1.38
1.39,1.38,1.41,1.38
1.38,1.38,1.41,1.38
1.40,1.40,1.40,1.38
1.40,1.40,1.44,1.39
1.41,1.38,1.41,1.32
1.36,1.35,1.40,1.28
1.31,1.26,1.31,1.26
1.26,1.26,1.28,1.26
1.26,1.25,1.26,1.25
1.22,1.19,1.25,1.18
1.19,1.38,1.40,1.19
1.36,1.40,1.40,1.19
1.41,1.36,1.41,1.36
1.14,1.21,1.35,1.14
1.21,1.26,1.34,1.21
1.25,1.30,1.30,1.25
1.32,1.30,1.32,1.30
1.30,1.25,1.34,1.25
1.27,1.28,1.33,1.27
1.28,1.22,1.31,1.21
1.27,1.22,1.27,1.15
1.32,1.24,1.32,1.21
1.22,1.21,1.22,1.21
1.18,1.33,1.34,1.18
1.41,1.63,1.70,1.29
1.63,1.55,1.63,1.45
1.63,1.59,1.74,1.48
1.48,1.70,1.70,1.48
1.70,1.54,1.70,1.46
1.62,1.59,1.63,1.53
1.64,1.48,1.64,1.48
1.46,1.50,1.74,1.44
1.41,1.52,1.69,1.41
1.49,1.53,1.53,1.47
1.59,1.55,1.59,1.46
1.60,1.55,1.60,1.55
1.51,1.53,1.57,1.50
1.58,1.56,1.60,1.51
1.48,1.53,1.62,1.44
1.48,1.52,1.55,1.45
1.52,1.52,1.52,1.52
1.52,1.52,1.60,1.52
1.59,1.59,1.61,1.57
1.63,1.67,1.68,1.60
1.74,2.10,2.33,1.71
2.20,2.04,2.20,1.81
2.05,2.15,2.18,2.05
2.15,2.40,2.43,2.05
2.44,2.60,2.60,2.27
2.69,2.91,2.97,2.60
2.95,3.38,3.50,2.95
3.38,3.19,3.39,2.99
3.12,2.96,3.20,2.91
2.96,2.77,3.00,2.59
2.73,2.72,2.85,2.50
2.72,2.30,2.73,2.20
2.30,2.34,2.42,2.30
2.31,2.20,2.33,2.15
2.15,2.38,2.44,2.14
2.38,2.52,2.60,2.29
2.63,2.57,2.64,2.39
2.64,2.51,2.64,2.41
2.48,2.47,2.48,2.22
2.51,2.47,2.51,2.40
2.41,2.55,2.60,2.41
2.54,2.85,2.93,2.53
2.86,2.81,2.95,2.64
2.89,2.73,2.95,2.63
2.77,2.57,2.85,2.41
2.60,2.68,2.72,2.57
2.69,2.56,2.70,2.38
2.65,2.52,2.67,2.52
2.58,2.39,2.66,2.38
2.36,2.44,2.60,2.31
2.43,2.65,2.66,2.43
2.72,2.44,2.72,2.39
2.65,2.46,2.65,2.45
2.46,2.46,2.60,2.45
2.55,2.48,2.56,2.45
2.50,2.45,2.50,2.40
2.41,2.33,2.43,2.33
2.38,2.47,2.47,2.33
2.47,2.40,2.47,2.36
2.40,2.52,2.54,2.40
2.55,2.38,2.55,2.35
2.40,2.47,2.49,2.39
2.51,2.48,2.51,2.40
2.42,2.40,2.47,2.40
2.46,2.45,2.46,2.36
2.45,2.49,2.49,2.40
2.45,2.49,2.50,2.40
2.45,2.45,2.51,2.45
2.45,2.50,2.51,2.45
2.51,2.54,2.54,2.46
2.55,2.55,2.55,2.46
2.55,2.54,2.55,2.51
2.55,2.52,2.55,2.49
2.50,2.55,2.55,2.48
2.47,2.24,2.48,2.20
2.30,2.14,2.30,2.10
2.21,1.75,2.21,1.69
1.75,1.58,1.76,1.52
1.50,1.55,1.57,1.32
1.50,1.62,1.65,1.50
1.53,1.62,1.65,1.53
1.63,1.65,1.66,1.62
1.65,1.66,1.71,1.65
1.65,1.60,1.69,1.60
1.69,1.65,1.69,1.65
1.64,1.65,1.69,1.58
1.60,1.70,1.70,1.60
1.72,1.71,1.76,1.71
1.76,1.73,1.76,1.71
1.70,1.68,1.71,1.67
1.65,1.75,1.75,1.65
1.75,1.83,1.87,1.75
1.85,1.90,1.90,1.71
1.90,1.90,1.90,1.85
1.94,2.05,2.10,1.94
1.96,1.97,2.02,1.96
2.03,2.00,2.03,2.00
1.89,1.95,2.02,1.87
1.95,1.94,1.97,1.94
2.00,1.96,2.00,1.92
1.95,1.95,1.99,1.95
1.93,1.99,1.99,1.93
2.00,1.90,2.04,1.87
1.88,1.81,1.96,1.81
1.86,1.85,1.90,1.85
1.85,1.76,1.85,1.76
1.85,1.64,1.85,1.64
1.63,1.59,1.63,1.59
1.66,1.66,1.67,1.60
1.66,1.66,1.67,1.66
1.66,1.65,1.67,1.62
1.55,1.59,1.60,1.42
1.65,1.51,1.65,1.47
1.53,1.48,1.53,1.48
1.48,1.54,1.54,1.28
1.51,1.53,1.53,1.51
1.53,1.53,1.53,1.50
1.52,1.53,1.57,1.52
1.52,1.59,1.65,1.50
1.55,1.50,1.60,1.50
1.50,1.50,1.55,1.50
1.55,1.55,1.55,1.50
1.50,1.76,1.76,1.50
1.74,1.74,1.88,1.70
1.80,1.73,1.94,1.72
1.71,1.69,1.74,1.69
1.75,1.77,1.80,1.69
1.78,1.71,1.80,1.71
1.73,1.72,1.80,1.71
1.77,1.70,1.79,1.70
1.76,1.78,1.78,1.69
1.79,1.76,1.79,1.75
1.76,1.75,1.79,1.75
1.76,1.82,1.82,1.76
1.84,1.82,1.94,1.80
1.80,1.97,1.97,1.80
1.97,1.89,2.01,1.88
1.85,1.99,2.08,1.81
1.98,1.92,1.98,1.92
2.06,2.00,2.07,2.00
2.00,2.02,2.07,1.90
2.04,2.06,2.10,2.00
2.05,2.03,2.10,1.87
1.88,1.88,1.88,1.88
1.99,1.93,2.07,1.81
1.85,1.81,1.85,1.80
1.75,1.80,1.80,1.75
1.80,1.83,1.91,1.80
1.76,1.78,1.87,1.74
1.80,1.80,1.99,1.78
1.78,1.88,2.04,1.75
1.97,2.04,2.10,1.97
1.97,2.08,2.09,1.84
1.84,2.10,2.10,1.84
1.96,1.90,2.01,1.85
2.00,1.99,2.00,1.90
1.98,1.92,2.06,1.78
1.84,1.87,1.90,1.82
1.90,2.05,2.10,1.90
2.10,2.05,2.10,1.89
1.92,2.04,2.10,1.92
1.85,2.05,2.05,1.85
1.83,2.04,2.05,1.83
1.87,2.03,2.04,1.87
1.91,2.00,2.00,1.91
1.91,1.94,1.94,1.87
1.84,1.84,1.93,1.84
1.84,2.09,2.09,1.84
1.87,1.91,2.00,1.87
1.95,1.84,1.95,1.84
1.90,1.96,2.00,1.90
1.98,1.90,1.98,1.90
1.84,1.99,1.99,1.84
1.95,1.87,1.95,1.87
1.88,1.99,1.99,1.87
1.92,1.96,1.98,1.88
1.96,1.96,1.96,1.95
1.89,1.91,1.92,1.89
1.89,2.00,2.00,1.88
1.85,1.98,1.98,1.81
1.83,1.87,1.92,1.83
1.87,1.84,1.88,1.80
1.84,1.85,1.89,1.81
1.82,1.95,1.95,1.81
1.95,1.96,1.97,1.76
1.94,2.00,2.00,1.79
1.89,2.00,2.00,1.89
1.84,1.99,2.00,1.84
1.92,2.00,2.00,1.92
2.00,2.00,2.00,1.87
1.98,1.98,2.01,1.89
2.01,2.01,2.01,2.01
2.02,1.95,2.05,1.95
1.95,1.94,2.00,1.94
1.95,1.95,1.99,1.95
2.00,1.95,2.00,1.95
2.00,1.99,2.00,1.95
1.98,1.97,1.98,1.95
1.94,1.95,1.95,1.90
1.95,1.95,1.95,1.92
1.95,1.94,1.95,1.93
1.93,1.94,1.94,1.93
1.90,1.94,1.94,1.89
1.89,1.98,1.98,1.89
1.98,1.89,1.98,1.89
1.90,1.89,1.90,1.89
1.89,1.89,1.89,1.89
1.90,1.99,1.99,1.90
1.93,1.92,1.93,1.88
1.94,1.94,2.00,1.94
2.00,2.21,2.34,2.00
3.21,2.48,3.21,2.30
2.77,3.43,3.65,2.71
3.21,2.93,3.22,2.81
2.90,2.62,2.90,2.49
2.62,2.59,2.72,2.50
2.59,2.54,2.69,2.51
2.55,2.83,2.85,2.50
2.85,2.77,2.87,2.55
2.67,2.89,2.92,2.67
2.94,2.93,3.00,2.90
2.95,2.94,3.00,2.91
2.91,2.85,2.94,2.71
2.77,2.86,2.86,2.58
2.85,2.66,2.95,2.65
2.69,2.75,2.84,2.51
2.67,2.55,2.75,2.52
2.54,2.72,2.78,2.50
2.72,2.75,2.76,2.51
2.75,2.74,2.78,2.68
2.78,2.77,2.78,2.67
2.80,2.70,2.89,2.65
2.68,2.67,2.69,2.65
2.67,2.62,2.67,2.62
2.68,2.64,2.69,2.52
2.61,2.64,2.70,2.59
2.60,2.63,2.66,2.60
2.65,2.56,2.66,2.56
2.55,2.55,2.65,2.55
2.57,2.60,2.63,2.55
2.65,2.58,2.65,2.56
2.61,2.61,2.61,2.61
2.63,2.56,2.65,2.54
2.60,2.45,2.65,2.45
2.52,2.25,2.63,2.25
2.26,2.40,2.58,2.21
2.64,2.44,2.64,2.43
2.44,2.54,2.55,2.44
2.58,2.50,2.59,2.50
2.50,2.38,2.50,2.31
2.58,2.35,2.58,2.31
2.40,2.38,2.50,2.20
2.35,2.34,2.38,2.09
2.21,2.25,2.31,2.06
2.16,1.95,2.25,1.94
1.95,2.02,2.03,1.70
2.03,2.11,2.13,2.03
2.10,2.03,2.11,1.89
2.02,2.14,2.14,2.02
2.14,2.17,2.21,2.14
2.17,2.17,2.17,2.17
2.21,2.21,2.21,2.17
2.17,2.08,2.23,2.08
2.06,2.08,2.22,2.06
2.17,2.01,2.22,2.01
2.03,1.95,2.05,1.95
1.95,2.16,2.21,1.95
2.16,2.23,2.23,2.14
2.21,2.30,2.30,2.08
2.38,2.46,2.47,2.38
2.46,2.42,2.50,2.38
2.42,2.18,2.48,2.18
2.42,2.23,2.42,2.23
2.10,2.21,2.21,1.98
2.47,2.20,2.47,2.05
2.43,2.27,2.45,2.22
2.25,2.26,2.26,2.21
2.25,1.99,2.25,1.99
2.01,2.09,2.09,2.01
2.05,2.08,2.11,2.05
2.01,2.09,2.15,2.00
2.10,2.14,2.14,2.10
2.17,2.07,2.17,2.05
2.04,2.11,2.12,1.96
1.95,2.11,2.12,1.95
2.10,2.19,2.19,2.10
2.17,2.18,2.19,2.10
2.10,2.26,2.26,2.10
2.26,2.14,2.26,2.13
2.18,2.32,2.40,2.18
2.39,2.26,2.39,2.25
2.20,2.31,2.31,2.20
2.31,2.26,2.31,2.26
2.26,2.27,2.30,2.26
2.26,2.21,2.28,2.20
2.26,2.31,2.32,2.26
2.30,2.20,2.30,2.16
2.20,2.20,2.20,2.20
2.15,2.13,2.22,2.13
2.10,2.03,2.10,1.97
2.03,2.09,2.09,2.00
2.09,2.02,2.09,2.01
2.02,2.11,2.11,2.02
2.15,2.12,2.19,2.10
2.07,2.07,2.07,2.07
2.13,2.18,2.18,2.11
2.18,2.06,2.18,2.06
2.06,2.06,2.06,2.06
2.08,2.06,2.14,2.05
2.06,2.06,2.06,2.05
2.05,2.11,2.11,1.97
2.01,2.01,2.06,2.00
2.00,2.05,2.10,2.00
1.98,1.95,2.03,1.94
2.05,2.08,2.10,1.93
2.07,2.00,2.07,2.00
2.08,2.09,2.09,1.96
2.09,2.02,2.09,2.02
1.95,1.96,2.07,1.95
1.96,2.03,2.03,1.86
2.00,1.98,2.00,1.95
1.96,2.00,2.01,1.96
2.00,2.00,2.00,2.00
1.99,1.99,1.99,1.99
1.94,1.93,1.94,1.90
1.90,1.95,1.95,1.90
1.94,1.92,1.94,1.85
1.89,1.97,1.98,1.89
1.97,2.07,2.20,1.97
2.07,2.07,2.07,2.05
2.07,2.07,2.07,2.02
2.03,2.07,2.07,2.02
2.12,2.03,2.12,2.03
2.05,2.13,2.13,2.05
2.14,2.06,2.14,2.06
2.11,2.10,2.14,2.06
2.06,2.12,2.13,2.05
2.12,2.04,2.12,1.93
2.06,2.10,2.10,2.06
2.08,2.09,2.09,2.08
2.05,2.01,2.05,2.01
2.02,2.00,2.03,2.00
1.98,1.98,1.98,1.98
2.04,2.00,2.06,2.00
2.10,2.13,2.13,2.00
2.17,2.17,2.17,2.17
2.05,2.05,2.14,2.05
1.96,2.17,2.17,1.96
2.07,2.10,2.20,2.07
2.09,2.07,2.16,2.05
2.17,2.26,2.26,2.17
2.29,2.20,2.40,2.10
2.23,2.20,2.36,2.14
2.09,2.20,2.20,2.09
2.19,2.20,2.20,2.19
2.20,2.20,2.20,2.12
2.13,2.15,2.16,2.12
2.07,2.07,2.18,2.07
2.13,2.10,2.16,2.07
2.11,2.10,2.11,2.10
2.08,2.11,2.11,2.07
2.10,2.08,2.10,2.08
2.08,2.08,2.08,2.08
2.09,2.09,2.09,2.07
2.08,2.14,2.15,2.08
2.10,2.17,2.17,2.10
2.16,2.16,2.16,2.16
2.10,2.10,2.10,2.10
2.19,2.18,2.19,2.16
2.18,2.18,2.18,2.18
2.18,2.12,2.18,2.12
2.15,2.49,2.52,2.15
2.57,2.69,2.79,2.55
2.51,2.69,2.70,2.51
2.70,2.69,2.75,2.52
2.66,2.67,2.72,2.66
2.52,2.62,2.63,2.52
2.67,2.66,2.75,2.52
2.60,2.65,2.73,2.54
2.60,2.71,2.72,2.60
2.62,2.71,2.71,2.61
2.64,2.50,2.72,2.50
2.52,2.60,2.79,2.52
2.51,2.67,2.72,2.51
2.57,2.57,2.57,2.57
2.55,2.55,2.55,2.55
2.66,2.67,2.74,2.60
2.68,2.65,2.70,2.60
2.68,2.61,2.69,2.60
2.70,2.63,2.72,2.61
2.72,3.04,3.50,2.72
2.77,2.94,3.02,2.77
2.97,2.98,2.99,2.86
2.97,2.88,2.97,2.80
2.86,2.85,2.90,2.76
2.87,2.71,2.87,2.63
2.75,2.65,2.75,2.40
2.60,2.52,2.60,2.49
2.50,2.64,2.65,2.50
2.60,2.68,2.72,2.54
2.68,2.66,2.70,2.63
2.65,2.61,2.67,2.57
2.60,2.36,2.60,2.33
2.46,2.36,2.55,2.30
2.38,2.99,3.25,2.27
2.96,2.68,2.96,2.68
2.71,2.80,2.80,2.59
2.81,2.96,3.00,2.81
3.04,3.00,3.19,2.71
2.78,3.06,3.06,2.78
3.00,2.99,3.10,2.91
2.91,2.85,2.91,2.83
2.85,2.77,2.94,2.76
2.94,2.73,2.94,2.72
2.92,2.73,2.95,2.68
2.70,2.57,2.70,2.52
2.60,2.75,2.85,2.57
2.70,2.70,2.70,2.70
2.58,2.62,2.85,2.51
2.53,2.54,2.95,2.50
2.65,2.50,2.89,2.50
2.94,2.64,2.94,2.52
2.51,2.61,2.68,2.51
2.58,2.71,2.82,2.45
2.65,2.57,2.65,2.56
2.55,2.32,2.55,2.25
2.32,2.36,2.36,2.32
2.35,2.41,2.44,2.27
2.37,2.45,2.50,2.37
2.45,2.47,2.49,2.45
2.51,2.45,2.54,2.45
2.42,2.50,2.50,2.42
2.60,2.60,2.60,2.52
2.73,2.69,3.00,2.54
2.75,2.54,2.75,2.49
2.49,2.70,2.74,2.49
2.45,2.56,2.60,2.45
2.56,2.59,2.63,2.56
2.59,2.59,2.59,2.59
2.59,2.59,2.59,2.59
2.69,2.75,2.75,2.65
2.90,2.98,3.00,2.84
2.90,2.79,2.94,2.76
2.79,2.79,2.79,2.79
2.79,2.78,2.95,2.78
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.72,2.82,2.70
2.75,2.75,2.75,2.75
2.91,2.75,2.91,2.75
2.74,2.86,2.86,2.74
2.95,2.85,2.98,2.85
2.76,2.84,2.85,2.76
2.84,2.84,2.84,2.84
2.85,2.90,2.90,2.84
2.81,2.81,2.85,2.80
2.81,2.81,2.81,2.81
2.80,2.78,2.84,2.78
2.76,2.81,2.85,2.76
2.81,2.81,2.81,2.81
2.85,2.84,2.85,2.82
2.85,2.83,2.85,2.78
2.80,2.78,2.82,2.78
2.82,2.81,2.84,2.75
2.84,2.81,2.84,2.81
2.80,2.80,2.80,2.80
2.77,2.81,2.81,2.77
2.84,2.83,2.84,2.82
2.80,2.77,2.80,2.77
2.84,2.78,2.90,2.77
2.82,2.81,2.90,2.81
2.81,2.82,2.89,2.81
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.82,2.82,2.95,2.82
2.81,2.74,2.81,2.61
2.74,2.75,2.75,2.68
2.70,2.75,2.75,2.61
2.75,2.74,2.75,2.74
2.74,2.66,2.74,2.65
2.65,2.65,2.66,2.65
2.67,2.73,2.73,2.65
2.68,2.67,2.68,2.67
2.65,2.82,2.82,2.65
2.80,2.80,2.80,2.80
2.86,2.86,2.86,2.86
2.91,2.65,2.91,2.65
2.65,2.78,2.86,2.65
2.78,2.78,2.78,2.78
2.74,2.63,2.74,2.56
1.89,2.40,2.40,1.89
2.53,2.50,2.53,2.00
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.49,2.48,2.60,2.35
2.46,2.46,2.50,2.45
2.03,2.51,2.63,2.03
2.54,2.53,2.55,2.53
2.68,2.83,3.00,2.62
2.89,2.97,3.00,2.81
2.90,2.85,3.03,2.80
3.02,3.04,3.06,2.88
3.07,3.09,3.10,2.96
3.02,2.87,3.02,2.87
2.83,3.10,3.10,2.83
2.93,2.99,3.06,2.93
2.92,3.28,3.30,2.90
3.29,3.25,3.30,3.11
3.30,3.33,3.35,3.26
3.40,3.66,3.75,3.34
3.80,4.28,4.47,3.80
4.30,4.05,4.30,4.02
4.16,4.20,4.20,4.12
3.78,4.03,4.13,3.41
4.00,3.69,4.00,3.69
3.87,3.88,3.92,3.77
3.74,3.51,4.11,3.50
3.45,3.51,4.05,3.45
3.73,3.71,3.74,3.56
3.74,3.52,3.74,3.51
3.61,3.11,3.61,3.11
3.12,3.20,3.30,3.12
3.15,3.05,3.16,3.05
3.05,3.03,3.18,3.00
3.02,3.14,3.14,2.98
2.91,3.10,3.20,2.91
3.44,3.38,3.46,3.12
3.29,3.35,3.95,3.22
3.56,3.41,3.56,3.41
3.52,3.22,3.54,3.22
3.45,3.39,3.45,3.39
3.35,3.65,3.91,3.35
3.64,3.72,3.81,3.40
3.83,3.50,4.13,3.30
3.32,3.60,3.96,3.26
3.70,3.44,3.70,3.44
3.33,3.45,3.50,3.32
3.25,3.29,3.29,3.25
3.29,3.40,3.67,3.25
2.50,3.23,3.41,2.50
3.07,3.22,3.22,2.74
3.11,3.15,3.16,3.06
3.15,3.24,3.28,3.13
3.28,3.27,3.30,3.07
3.18,3.21,3.21,3.13
3.31,3.20,3.31,3.15
3.25,3.20,3.29,3.13
3.20,3.13,3.21,3.13
3.15,3.20,3.20,3.12
3.21,3.14,3.34,3.13
3.18,3.19,3.29,3.18
3.10,3.11,3.15,3.09
3.10,3.20,3.20,3.09
3.16,3.16,3.16,3.16
3.10,3.11,3.20,3.10
3.12,3.30,3.30,3.11
3.24,3.14,3.24,3.13
3.12,3.25,3.32,3.12
3.19,3.18,3.34,3.13
3.16,3.18,3.20,3.16
3.16,3.19,3.19,3.15
3.19,3.35,3.55,3.17
3.29,3.43,3.49,3.28
3.38,3.38,3.38,3.38
3.28,3.62,3.62,3.25
3.60,3.35,3.60,3.29
3.30,3.51,3.60,3.30
3.58,3.36,3.58,3.28
3.46,3.51,3.63,3.44
3.58,3.74,3.75,3.38
3.75,4.13,4.24,3.72
4.17,4.27,4.38,4.17
4.25,4.02,4.25,3.77
3.78,3.84,4.03,3.78
3.86,3.94,4.05,3.86
3.96,3.65,4.03,3.57
3.54,3.55,3.87,3.51
3.51,3.66,3.70,3.51
3.80,3.66,3.80,3.51
3.66,3.66,3.66,3.66
3.60,3.65,3.65,3.57
3.70,3.87,3.87,3.66
3.63,3.74,3.83,3.60
3.64,3.70,3.71,3.64
3.75,3.67,3.82,3.65
3.67,3.67,3.76,3.67
3.68,3.69,3.89,3.68
3.67,3.69,3.93,3.67
3.69,3.71,3.71,3.69
3.81,3.80,3.81,3.73
3.69,3.82,3.90,3.69
3.87,3.81,3.87,3.81
3.90,3.97,4.05,3.84
3.97,3.98,4.06,3.91
4.05,4.05,4.05,4.05
4.06,3.98,4.06,3.98
4.00,4.31,4.49,4.00
4.37,4.75,4.84,4.36
4.77,4.61,4.77,4.57
4.52,4.72,4.74,4.52
4.53,4.62,4.65,4.51
4.50,4.62,4.63,4.49
4.60,4.48,4.60,4.26
4.43,4.43,4.50,4.43
4.49,4.50,4.50,4.48
4.52,4.50,4.55,4.35
4.53,4.29,4.53,4.26
4.41,4.38,4.41,4.35
4.38,4.38,4.38,4.38
4.27,4.23,4.30,4.20
4.19,4.12,4.19,4.00
4.10,4.00,4.11,3.99
3.99,4.12,4.12,3.99
4.14,4.23,4.23,4.09
4.12,4.38,4.40,4.11
4.26,4.20,4.26,3.88
4.16,4.25,4.38,4.04
4.36,4.53,4.74,4.33
4.45,4.84,4.84,4.39
4.84,5.08,5.32,4.75
4.99,4.87,5.05,4.86
4.86,4.70,4.98,4.61
4.32,4.51,4.66,4.32
4.29,4.33,4.43,4.29
4.40,4.25,4.54,4.23
4.38,4.24,4.40,4.24
4.57,4.30,4.72,4.30
4.46,4.40,4.79,4.32
4.41,4.65,4.65,4.41
4.72,4.72,4.74,4.66
4.62,4.62,4.62,4.62
4.41,4.79,4.80,4.41
4.61,4.77,4.90,4.57
4.87,5.00,5.00,4.87
5.00,4.99,5.00,4.98
4.77,4.94,4.99,4.70
4.95,5.04,5.04,4.94
5.04,5.05,5.15,5.04
4.96,4.71,4.96,4.42
4.76,4.76,4.78,4.75
4.90,4.86,4.90,4.53
4.86,5.28,5.28,4.86
5.28,5.24,5.29,4.92
5.29,5.38,5.40,5.22
5.40,5.50,5.66,5.40
5.50,5.52,5.55,5.37
5.59,5.58,5.70,5.55
5.58,5.60,5.72,5.58
5.59,5.57,5.60,5.51
5.53,5.53,5.60,5.52
5.58,5.60,5.60,5.54
5.50,5.50,5.57,5.50
5.50,5.56,5.56,5.15
5.05,5.02,5.45,4.95
4.96,4.96,5.01,4.94
5.08,5.05,5.14,4.96
5.05,5.06,5.19,5.03
5.10,5.02,5.10,5.01
5.03,5.11,5.12,5.02
4.99,4.97,5.01,4.86
4.94,5.04,5.10,4.90
5.12,4.99,5.25,4.97
5.04,4.95,5.04,4.93
4.99,5.00,5.14,4.96
5.05,5.00,5.18,5.00
4.95,4.88,5.12,4.87
5.13,4.95,5.14,4.91
4.95,4.93,5.07,4.91
4.87,4.97,5.02,4.87
5.14,5.03,5.14,4.98
4.89,4.72,4.89,4.63
4.71,4.84,4.84,4.59
4.80,4.81,4.84,4.78
4.87,4.96,5.01,4.65
5.00,4.83,5.13,4.83
4.95,4.87,4.95,4.87
4.81,4.81,4.82,4.81
4.76,4.79,4.80,4.71
4.79,4.73,4.80,4.73
4.72,4.80,4.80,4.72
4.77,4.72,4.77,4.71
4.76,4.75,4.78,4.71
4.77,4.76,4.82,4.75
4.74,4.63,4.80,4.62
4.62,4.65,4.78,4.62
4.65,4.83,5.02,4.50
4.90,4.70,4.94,4.59
4.66,4.62,4.66,4.61
4.62,4.54,4.64,4.52
4.52,4.42,4.57,4.38
4.44,4.47,4.47,4.44
4.47,4.69,4.79,4.38
4.71,4.64,4.71,4.63
4.69,4.67,4.74,4.51
4.62,4.64,4.70,4.62
4.67,4.53,4.67,4.52
4.59,4.50,4.59,4.46
4.47,4.41,4.50,4.41
4.43,4.47,4.49,4.32
4.42,4.39,4.55,4.32
4.35,4.55,4.84,4.33
4.49,4.69,4.72,4.34
4.55,4.47,4.77,4.47
4.53,4.76,4.76,4.53
4.80,4.80,4.81,4.74
4.75,4.88,4.90,4.64
4.79,4.74,4.79,4.55
4.63,4.89,4.89,4.61
4.87,4.81,4.87,4.80
4.81,4.81,4.81,4.81
4.80,4.80,4.81,4.80
4.66,4.73,4.80,4.66
4.69,4.75,4.75,4.69
4.72,4.73,4.89,4.60
4.73,4.65,4.74,4.60
4.65,4.65,4.65,4.65
4.61,4.72,4.76,4.59
4.60,4.71,4.72,4.60
4.70,4.61,4.71,4.60
4.61,4.61,4.61,4.61
4.60,4.89,4.89,4.60
4.90,4.91,5.10,4.89
5.12,5.12,5.13,4.93
5.11,5.07,5.11,5.04
4.76,5.08,5.08,4.76
5.08,5.09,5.09,5.05
5.09,5.08,5.09,5.08
5.10,5.09,5.10,5.08
4.86,5.06,5.09,4.86
5.06,5.02,5.06,4.61
4.84,4.86,4.86,4.84
5.08,5.10,5.12,4.97
5.13,5.57,5.58,5.10
5.60,5.39,5.69,5.24
5.39,5.24,5.39,5.02
5.33,4.80,5.33,4.77
5.08,4.92,5.12,4.92
5.15,5.36,5.36,4.67
5.37,5.56,5.56,5.13
5.64,5.55,5.69,5.55
5.55,5.55,5.55,5.55
5.58,5.49,5.61,5.44
5.37,5.52,5.64,5.30
5.69,6.24,6.25,5.64
6.24,6.41,6.96,6.24
6.50,6.65,6.74,6.50
6.55,6.56,6.75,6.38
