WKHS,Workhorse Group,NASDAQ
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.01,1.01,1.01,1.01
0.75,1.01,1.01,0.75
1.01,1.01,1.01,1.01
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.98,0.98,0.98,0.98
0.98,0.90,1.05,0.90
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.51,0.51,0.51,0.51
0.51,0.65,0.65,0.51
0.65,0.65,0.65,0.65
0.65,0.60,0.65,0.60
0.70,0.60,0.70,0.60
0.80,0.60,0.85,0.60
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.80,0.71,0.80,0.71
0.80,0.73,0.80,0.73
0.75,0.75,0.75,0.75
0.85,0.74,0.85,0.74
0.70,0.75,0.75,0.70
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.80,0.85,0.85,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.85,0.85,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.69,0.69,0.69,0.69
0.60,0.60,0.65,0.60
0.60,0.60,0.60,0.60
0.69,0.69,0.69,0.69
0.64,0.61,0.64,0.61
0.61,0.70,0.70,0.51
0.70,0.70,0.70,0.70
0.70,0.69,0.70,0.69
0.65,0.65,0.65,0.65
0.67,0.67,0.67,0.67
0.66,0.67,0.67,0.66
0.67,0.67,0.67,0.67
0.55,0.60,0.67,0.55
0.65,0.61,0.65,0.60
0.65,0.65,0.67,0.65
0.65,0.55,0.65,0.55
0.55,0.62,0.65,0.55
0.62,0.68,0.68,0.60
0.68,0.65,0.68,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.68,0.65,0.68,0.65
0.73,0.73,0.73,0.73
0.73,0.75,0.75,0.73
0.78,0.80,0.80,0.76
0.85,0.78,0.85,0.78
0.85,0.85,0.85,0.85
0.83,0.85,0.87,0.83
0.90,1.02,1.05,0.88
0.98,0.97,0.98,0.97
0.97,0.97,0.97,0.97
0.90,0.79,0.90,0.79
0.84,0.80,0.84,0.80
0.80,0.80,0.80,0.80
0.65,0.80,0.80,0.65
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.79,0.80,0.79
0.79,0.79,0.79,0.79
0.79,0.79,0.79,0.79
0.65,0.65,0.75,0.65
0.65,0.65,0.67,0.65
0.65,0.65,0.65,0.65
0.75,0.72,0.75,0.72
0.70,0.70,0.72,0.69
0.70,0.72,0.72,0.70
0.70,0.65,0.71,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.64,0.65,0.60
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.70,0.68,0.70,0.68
0.70,0.68,0.72,0.68
0.70,0.70,0.70,0.70
0.70,0.76,0.78,0.70
0.75,0.75,0.82,0.72
0.78,0.78,0.78,0.75
0.71,0.75,0.75,0.71
0.75,0.75,0.75,0.75
0.75,0.73,0.75,0.60
0.73,0.73,0.73,0.73
0.76,0.85,0.85,0.76
0.75,0.85,0.85,0.75
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.90,0.88,0.90,0.88
0.88,0.69,0.88,0.60
0.69,0.69,0.69,0.69
0.84,0.84,0.84,0.84
0.81,0.75,0.81,0.75
0.75,0.75,0.75,0.75
0.74,0.78,0.81,0.74
0.78,0.78,0.78,0.78
0.80,0.83,0.83,0.80
0.60,0.90,0.96,0.60
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.87,0.90,0.92,0.87
0.85,0.85,0.85,0.85
0.92,0.80,0.92,0.80
0.88,0.80,0.88,0.80
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.78,0.85,0.85,0.78
0.82,0.80,0.82,0.79
0.82,0.80,0.82,0.80
0.78,0.77,0.80,0.77
0.80,0.80,0.80,0.80
0.78,0.78,0.78,0.78
0.78,0.78,0.78,0.78
0.68,0.62,0.68,0.60
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.63,0.60,0.63,0.60
0.55,0.60,0.64,0.55
0.62,0.61,0.62,0.61
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.60,0.60,0.60,0.60
0.60,0.55,0.60,0.55
0.60,0.55,0.60,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.54,0.54,0.54,0.54
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.56,0.46,0.56,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.50,0.48,0.50,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.55,0.54,0.55,0.54
0.54,0.54,0.54,0.54
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.55,0.50,0.55,0.50
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.40,0.50,0.50,0.40
0.50,0.54,0.55,0.50
0.50,0.50,0.50,0.50
0.50,0.65,0.65,0.50
0.65,0.65,0.65,0.65
0.65,0.67,0.67,0.65
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.67,0.68,0.68,0.67
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.68,0.75,0.75,0.43
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.80,0.80,0.80,0.75
0.80,0.92,0.92,0.80
0.90,0.88,0.90,0.70
0.88,0.91,0.94,0.85
0.91,0.80,0.91,0.80
0.85,0.89,0.89,0.85
0.90,0.89,0.90,0.89
0.89,0.85,0.89,0.85
0.84,0.85,0.85,0.80
0.80,0.87,0.87,0.80
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.92,0.89,0.92,0.89
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.90,0.90,0.93,0.88
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.85,0.85,0.85,0.85
