ETRM,EnteroMedics Inc. - Common Stock,NASDAQ
1953.00,1896.30,2077.74,1890.00
1921.50,2016.00,2142.00,1890.00
2016.00,1917.09,2079.00,1890.00
1953.00,2077.11,2079.00,1902.60
2123.10,1921.50,2123.10,1915.83
1922.13,1984.50,2079.00,1922.13
1953.00,1890.00,1953.00,1764.63
1890.00,1833.30,1890.00,1719.90
2299.50,3811.50,4063.50,2102.31
4504.50,3962.70,5103.00,3865.68
3654.00,3989.16,4095.00,3115.35
3906.00,3655.89,4377.24,3465.00
3956.40,3087.00,3956.40,3024.00
3213.00,3023.37,3528.63,2898.00
2521.26,2268.00,2709.00,2217.60
2268.00,2331.00,2331.00,2041.20
2331.00,2079.00,2394.00,2079.00
2271.78,2142.00,2332.26,2087.19
2087.19,2047.50,2268.00,2029.23
2079.00,2142.00,2268.00,2029.23
2205.00,2033.01,2205.00,2029.86
2331.00,2089.50,2331.00,1785.00
1953.00,1994.90,2037.00,1701.00
1995.00,1821.75,1995.00,1764.00
1827.00,2289.00,2604.00,1764.00
2247.00,2026.50,2247.00,1890.00
1995.00,1942.50,2015.90,1900.50
1932.00,1911.00,2026.50,1890.00
2058.00,1921.50,2068.50,1921.50
1921.50,1963.40,2047.50,1890.00
1963.50,1974.00,1995.00,1848.00
1932.00,2131.60,2194.50,1911.00
2173.50,1995.00,2173.60,1974.00
1995.00,1942.50,2068.50,1911.00
1942.50,1942.50,2047.50,1921.50
1921.60,1926.75,1963.29,1890.00
2352.00,2625.00,3087.00,2205.00
2625.00,2341.50,2625.00,2257.50
2320.50,2215.50,2415.00,2110.50
2173.50,2226.00,2278.50,2016.00
2173.50,2142.00,2194.50,2079.00
2141.90,1974.00,2141.90,1837.50
1984.50,1974.00,1995.00,1890.00
1953.00,1932.00,1953.00,1806.00
1743.00,1942.50,1942.50,1743.00
1942.50,1974.00,1984.50,1890.00
1984.50,1911.00,2037.00,1879.50
1911.00,1837.50,1921.50,1785.00
1869.00,1816.50,1869.00,1764.00
1816.50,1785.00,1827.00,1701.00
1785.00,1743.00,1795.50,1732.50
1743.00,1795.50,1806.00,1743.00
1774.50,1732.50,1774.50,1680.00
1701.00,1627.50,1701.00,1596.00
1627.50,1669.50,1669.50,1617.00
1690.50,1680.00,1701.00,1627.50
1711.50,1648.50,1711.50,1627.50
1638.00,1711.50,1753.50,1638.00
1711.50,1649.34,1764.00,1627.50
1638.00,1680.00,1732.50,1638.00
1669.50,1774.50,1858.50,1638.00
1806.00,1753.50,1806.00,1690.50
1743.00,1774.50,1795.50,1722.63
1816.50,1837.50,1837.50,1743.00
1837.50,1921.50,2047.50,1837.50
1879.50,1869.00,1900.50,1837.50
1848.00,1785.00,1869.10,1774.50
1816.50,1848.00,1869.00,1806.00
1848.00,1848.00,1858.50,1774.40
1837.50,1827.00,1848.00,1816.50
1837.50,1921.50,1942.50,1827.00
1942.50,1827.00,2058.00,1827.00
1827.00,1900.50,2068.50,1806.00
1900.50,1827.00,1900.50,1743.00
1827.00,1827.00,1900.50,1743.00
1858.50,1858.50,1858.50,1785.00
1900.50,1806.00,1900.50,1680.00
1795.50,1806.00,1826.90,1764.00
1890.00,1785.00,1932.00,1732.50
1785.00,1816.60,1848.00,1784.90
1848.00,1806.00,1848.00,1806.00
1848.00,1858.50,1879.50,1827.00
1879.50,1869.00,1932.00,1837.50
1806.00,1837.50,1858.40,1806.00
1858.50,1837.60,1858.50,1818.60
1858.50,1845.48,1858.50,1785.00
1848.00,1837.50,1879.60,1785.00
1848.00,1858.50,1900.50,1806.00
1848.10,1848.00,1879.50,1848.00
1879.50,1869.00,1879.50,1848.00
1837.50,1879.50,1921.50,1806.00
1848.00,1869.00,1869.00,1806.00
1911.00,2173.50,2572.50,1911.00
2173.50,2152.50,2373.00,2047.50
2089.50,2110.50,2205.10,2016.00
2310.00,2142.00,2415.00,2079.00
2142.00,2131.50,2152.40,2100.00
2110.50,2152.40,2164.05,2110.50
2152.50,2110.50,2268.00,2058.00
2058.10,1995.00,2089.50,1995.00
2299.50,2100.00,2299.50,2047.50
2100.00,2100.00,2152.50,2089.50
2089.50,2089.40,2089.50,2047.50
2089.50,2110.50,2163.00,2079.00
2068.50,2089.50,2120.90,2047.50
2079.00,2058.00,2079.00,1953.00
2289.00,2163.00,2299.50,2089.50
2152.50,2089.40,2152.50,2047.50
2016.00,2047.50,2121.00,1995.00
2079.00,2026.50,2163.00,1942.50
2068.40,1953.00,2068.40,1921.50
1900.50,1921.50,2047.40,1900.50
1900.50,1900.50,1963.50,1900.50
1900.50,1848.00,1942.50,1848.00
1890.00,1869.00,1942.50,1711.50
1858.50,1837.50,1888.95,1764.00
1774.50,1764.00,1806.00,1753.50
1753.50,1774.50,1795.50,1753.50
1764.00,1911.00,1942.50,1732.50
1932.00,1827.00,1942.50,1827.00
1858.50,1785.00,1879.50,1785.00
1764.00,1816.50,1827.00,1753.50
1774.50,1816.50,1827.00,1722.00
1827.00,1869.00,1911.00,1827.00
1900.50,1900.50,1974.00,1848.00
1932.00,1984.50,2068.50,1921.50
2047.50,2320.50,2845.50,1995.00
2100.00,2289.00,2562.00,2100.00
2268.00,2604.00,2614.50,2268.00
2562.00,2940.00,2992.50,2551.50
2929.50,2835.00,2940.00,2677.50
2814.00,2709.00,2835.00,2709.00
2677.50,2677.50,2703.75,2635.50
2709.00,2982.00,3139.50,2709.00
2940.00,2877.00,3055.50,2845.50
2887.50,3066.00,3139.50,2835.00
3097.50,3150.00,3244.50,2961.00
3181.50,3370.50,3433.50,3087.00
3402.00,3444.00,3538.50,3328.50
3465.00,3465.00,3486.00,3402.32
3507.00,3402.00,3507.00,3318.00
3412.50,3412.50,3486.00,3360.00
3423.00,3234.00,3423.00,3213.00
3255.00,3181.50,3288.60,3076.50
3213.00,3265.50,3297.00,3192.00
3244.50,3465.00,3486.00,3244.50
3465.00,3454.50,3465.00,3349.50
3433.50,3339.00,3433.50,3309.60
3307.50,3255.00,3465.00,3223.50
3244.50,3150.00,3244.50,3108.00
3192.00,3045.00,3192.00,2940.00
3045.00,3139.50,3192.00,3045.00
3150.00,3139.50,3160.50,3087.00
3181.50,3097.50,3192.00,3066.00
3118.50,2877.00,3118.50,2760.45
2866.50,2803.50,2908.50,2761.60
2803.50,2940.00,2982.00,2790.48
2908.50,2898.00,2929.50,2761.50
2887.50,2803.50,2887.50,2782.50
2793.00,2814.00,2856.00,2793.00
2824.50,2814.00,2866.50,2793.00
2845.50,2793.00,2877.00,2782.50
2824.50,2845.50,2845.50,2635.50
3045.00,2866.50,3097.50,2793.00
2877.00,2688.00,2877.00,2667.00
2698.50,2635.50,2719.50,2509.50
2677.50,2845.50,2940.00,2656.50
2835.00,2887.50,2961.00,2782.50
2898.00,2814.00,2898.00,2793.10
2782.50,2782.50,2823.45,2740.50
2782.50,2772.00,2782.50,2740.50
2730.10,2730.00,2761.40,2719.50
2730.00,2751.00,2761.50,2625.00
2709.00,2761.50,2772.00,2667.00
2782.50,2713.20,2782.50,2677.50
2730.00,2709.00,2772.00,2709.00
2698.50,2782.50,2782.50,2698.50
2740.50,2803.50,2877.00,2698.50
2772.00,2698.50,2919.00,2677.50
2677.50,2677.50,2719.50,2661.75
2709.00,2677.50,2740.50,2646.00
2719.50,2929.50,3454.50,2646.00
2940.00,2929.50,2971.50,2793.10
2908.50,2835.00,2950.50,2835.00
2887.50,2835.00,2887.50,2761.50
2835.00,2803.50,2856.00,2781.76
2793.00,2751.10,2793.00,2740.50
2803.50,2751.00,2803.50,2646.00
2751.00,2740.50,2751.00,2709.00
2730.00,2698.50,2751.00,2677.50
2677.50,2751.00,2782.50,2572.50
2730.00,2698.50,2803.50,2625.00
2646.00,2751.00,2772.00,2520.00
2739.45,2646.00,2835.00,2541.00
2719.50,2719.50,2730.00,2677.40
2719.50,2625.00,2719.50,2604.00
2625.00,2866.50,2887.50,2625.00
2887.50,2761.50,2908.50,2740.50
2796.68,2719.50,2796.68,2635.50
2709.00,3045.00,3129.00,2677.50
3045.00,2866.50,3066.00,2793.00
3024.00,2919.00,3066.00,2793.00
2898.00,2844.66,2992.60,2824.50
2877.00,2919.00,2992.50,2845.50
2877.10,2898.00,2919.00,2845.50
2908.50,2982.00,2982.00,2856.00
2982.00,2887.50,2982.00,2845.50
2866.50,2877.00,2887.50,2819.25
2887.50,2824.50,2929.50,2782.50
2856.00,2803.50,2856.00,2677.50
2803.50,2793.00,2803.50,2698.50
2772.00,2646.00,2782.50,2488.50
2646.00,2625.00,2646.00,2541.00
2625.00,2562.00,2625.00,2520.00
2572.50,2562.00,2593.50,2551.50
2583.00,2541.00,2583.00,2541.00
2509.50,2551.50,2562.00,2509.50
2562.00,2509.50,2562.00,2509.50
2530.50,2614.50,2614.50,2425.50
2614.50,2772.00,2772.00,2579.01
2793.00,2782.50,2793.00,2646.00
2761.50,2814.00,2814.00,2751.00
2793.00,2814.00,2835.00,2698.50
2782.50,2866.50,2877.00,2782.50
2835.00,2887.50,2898.00,2824.50
2892.75,2961.00,2961.00,2887.50
2950.50,2814.00,2950.50,2814.00
2751.00,2782.50,2793.00,2698.50
2688.00,2761.50,2782.50,2667.00
2793.00,2782.50,2814.00,2719.50
2793.00,2761.50,2803.50,2688.00
2751.00,2730.00,2782.40,2677.50
2730.00,2625.00,2730.00,2604.00
2614.50,2709.00,2709.00,2572.50
2698.50,2730.00,2730.00,2677.50
2709.00,2698.50,2751.00,2698.50
2698.50,2614.50,2709.00,2604.00
2646.00,2625.00,2677.50,2530.50
2688.00,2646.00,2688.00,2614.50
2625.00,2719.50,2719.50,2604.00
2646.00,2625.00,2656.50,2614.50
2625.00,2625.00,2635.50,2598.75
2624.90,2583.00,2646.00,2583.00
2614.50,2614.60,2625.00,2593.50
2625.00,2614.50,2646.00,2614.50
2635.50,2625.00,2646.00,2625.00
2604.00,2625.00,2677.50,2530.60
2625.00,2625.00,2646.00,2604.00
2635.50,2572.50,2646.00,2488.50
2622.90,2593.50,2622.90,2520.00
2625.00,2604.00,2635.50,2572.50
2625.00,2499.00,2646.00,2499.00
2520.00,2551.50,2583.00,2457.00
2562.00,2614.50,2614.50,2541.00
2625.00,2656.50,2656.50,2572.50
2677.50,2698.50,2719.50,2656.50
2651.25,2719.50,2719.50,2625.00
2709.00,2761.50,2782.50,2709.00
2720.55,2782.50,2793.00,2719.50
2793.00,2604.00,2856.00,2541.00
2625.00,2688.00,2803.50,2562.00
2688.00,2677.50,2751.00,2677.50
2646.00,2730.00,2730.00,2646.00
2719.50,2877.00,2887.50,2677.50
2877.00,2866.50,2877.00,2786.18
2877.00,2835.00,2908.50,2835.00
2835.00,2824.50,2876.90,2824.50
2814.00,2845.50,2887.50,2814.00
2845.50,2898.00,2940.00,2845.50
2908.50,2898.00,2947.88,2887.50
2887.50,2898.00,2904.51,2870.18
2929.50,2940.00,2940.00,2887.50
2919.00,2898.00,2919.00,2887.50
2877.00,2824.50,2877.00,2824.50
2814.00,2803.50,2835.00,2803.50
2804.02,2814.00,2866.50,2803.50
2824.50,2908.50,2929.50,2814.00
2908.40,2950.50,2950.50,2877.00
2950.50,2940.00,2950.50,2887.50
2940.00,2919.00,2940.00,2908.50
2919.00,2919.00,2940.00,2905.56
2919.00,2877.00,2919.00,2877.00
2835.00,2898.00,2898.00,2835.00
2866.50,2898.00,2908.50,2803.50
2856.00,2803.50,2856.00,2803.50
2803.50,2625.00,2803.60,2625.00
2635.50,2730.00,2835.00,2635.50
2689.26,2740.50,2751.00,2667.00
2740.50,2751.00,2835.00,2677.50
2714.88,2646.00,2740.50,2646.00
2646.00,2719.50,2772.00,2646.00
2625.00,2614.50,2685.90,2614.50
2646.00,2436.00,2646.00,2173.50
2257.50,2310.00,2415.00,2142.00
2215.50,2425.50,2457.00,1984.60
2362.50,2320.50,2362.50,2205.00
2336.88,2457.00,2541.00,2325.12
2499.00,2614.50,2730.00,2415.00
2677.50,2698.50,2698.50,2530.50
2667.00,2730.00,2730.00,2625.00
2719.50,2635.50,2719.50,2635.50
2593.50,2499.00,2698.50,2467.50
2499.00,2467.50,2530.50,2394.00
2509.50,2499.00,2541.00,2383.50
2541.00,2572.50,2572.50,2467.50
2551.50,2562.00,2625.00,2450.70
2520.00,2625.00,2625.00,2415.00
2583.00,2509.50,2625.00,2488.50
2509.50,2677.50,2677.50,2509.50
2646.00,2614.50,2709.00,2572.50
2614.50,2530.50,2709.00,2446.50
2572.50,2467.50,2572.50,2467.50
2625.00,2478.00,2625.00,2373.00
2467.50,2499.00,2530.50,2415.00
2467.50,2541.00,2583.00,2457.00
2562.00,2415.00,2562.00,2341.50
2373.00,2310.00,2457.00,2289.00
2268.00,2173.50,2299.50,2100.00
2152.60,2310.00,2362.50,2152.50
2289.00,2257.50,2310.10,2257.50
2205.00,2215.50,2278.50,2205.00
2247.00,2362.50,2415.00,2089.50
2278.50,2268.00,2352.00,2152.50
2247.00,2100.00,2247.00,1995.00
2100.00,1932.00,2100.00,1879.50
1932.00,1953.00,2005.50,1837.50
1858.50,1774.50,1858.50,1659.00
1827.00,1732.50,1837.60,1722.00
1774.50,1785.00,1827.00,1722.00
1816.50,1743.00,1837.50,1722.00
1764.00,1785.00,1785.00,1722.00
1753.50,1795.50,1827.00,1706.25
1837.50,1711.50,1837.50,1711.50
1753.50,1722.00,1753.50,1596.00
1732.50,1743.00,1764.00,1722.00
1743.00,1764.00,1869.00,1722.00
1785.00,1837.50,1890.00,1764.00
1890.00,1879.50,1900.40,1827.00
1890.00,1858.50,1932.00,1858.50
1848.00,1869.00,1909.95,1837.50
1911.00,1890.00,1921.50,1858.50
1932.00,2016.00,2100.00,1911.00
1995.00,2016.00,2068.29,1941.98
2005.50,1995.00,2068.50,1984.50
1986.08,1984.50,2068.50,1942.50
1995.00,1890.00,2079.00,1774.50
1837.50,1963.50,2058.00,1837.50
2047.50,2037.00,2079.00,1974.00
2026.50,2026.50,2047.50,1963.50
2016.00,2016.00,2079.00,1984.50
2089.50,1974.10,2089.50,1911.00
1984.50,2016.00,2016.00,1953.00
1984.50,1995.00,2016.00,1900.50
1984.50,2016.00,2016.00,1900.50
2016.00,1963.50,2047.50,1963.50
2016.00,1995.00,2037.00,1965.60
2016.00,1974.00,2026.50,1932.00
1974.00,1963.50,2026.50,1942.50
2026.50,1995.00,2026.50,1984.50
1974.00,1995.00,1995.00,1974.00
1974.00,1869.00,2005.50,1869.00
1848.00,1837.50,1995.00,1816.50
1837.50,1732.50,1848.00,1711.50
1774.50,1869.00,1879.50,1701.00
1827.00,1963.50,1995.00,1795.50
1995.00,1942.50,1995.00,1942.50
1995.00,1932.00,1995.00,1932.00
1963.50,1932.00,1974.00,1879.50
1984.50,1995.00,2047.50,1963.50
1995.00,1974.00,2005.50,1953.00
1938.72,1974.10,1995.00,1938.72
1995.00,1994.90,2079.00,1963.50
2047.50,1995.00,2047.50,1974.00
2037.00,2037.00,2068.50,1963.50
2068.50,2079.00,2089.50,2016.00
2079.00,2089.50,2089.50,2026.50
2089.50,2131.50,2157.75,2089.50
2194.50,2152.50,2194.50,2005.50
2142.00,2152.50,2205.00,2142.00
2184.00,2160.90,2205.00,2131.50
2163.00,2152.50,2163.00,2005.50
2100.00,2100.00,2142.00,2089.50
2142.00,2047.50,2152.50,1996.05
2030.70,1995.00,2037.00,1963.50
2047.50,1932.00,2047.50,1879.50
1974.00,1732.50,1995.00,1732.50
1774.50,1722.00,1785.00,1722.00
1701.00,1711.50,1785.00,1627.50
1659.00,1774.50,1774.50,1627.50
1774.50,1837.50,1869.00,1764.00
1816.50,1879.50,1900.50,1806.00
1848.00,1795.50,1869.00,1780.80
1874.25,1785.00,1889.90,1785.00
1827.00,1753.50,1827.00,1753.50
1764.00,1785.00,1869.00,1722.00
1869.00,1837.50,1869.00,1827.00
1848.00,1932.00,1953.00,1848.00
1963.50,1900.50,1974.00,1900.50
1921.50,1911.00,1921.50,1879.50
1848.00,1942.50,1971.06,1848.00
1963.50,1942.50,1974.00,1942.50
1900.50,1890.00,1921.50,1837.50
1869.00,1942.50,1942.50,1837.50
1942.50,1963.50,1974.00,1921.50
1984.50,1942.50,2005.50,1911.00
1953.00,1963.50,1995.00,1943.34
1984.50,1995.00,2005.50,1921.50
1995.00,2016.00,2026.50,1984.50
2058.00,1995.00,2068.50,1890.00
1984.50,1974.00,2005.50,1900.50
1984.50,2016.00,2016.00,1980.30
2026.50,2005.50,2152.50,1890.00
1953.00,2100.00,2110.50,1942.50
2121.00,2310.00,2341.50,2098.95
2310.00,2383.50,2457.00,2310.00
2415.00,2352.00,2457.00,2320.50
2362.50,2257.50,2362.50,2142.00
2299.50,2310.00,2333.10,2089.50
2415.00,2425.50,2520.00,2381.40
2457.00,2436.00,2478.00,2383.50
2478.00,2383.50,2478.00,2373.00
2415.00,2331.00,2425.50,2289.00
2373.00,2299.50,2373.00,2205.00
2310.00,2310.00,2341.50,2289.00
2301.18,2310.00,2310.00,2278.50
2309.90,2299.50,2310.00,2278.50
2299.50,2304.75,2362.50,2289.00
2310.00,2278.50,2362.50,2205.00
2257.50,2310.00,2310.00,2257.50
2299.50,2268.00,2310.00,2268.00
2310.00,2226.00,2310.00,2215.50
2257.50,2289.00,2289.00,2257.50
2289.00,2257.50,2333.62,2257.50
2310.00,2310.00,2310.00,2257.50
2299.50,2289.00,2299.50,2247.00
2257.50,2268.00,2310.00,2257.50
2268.00,2268.00,2320.50,2257.50
2257.50,2236.50,2299.50,2236.50
2226.00,2068.50,2252.25,2047.50
2100.00,2100.00,2257.50,2058.00
2278.40,2110.50,2278.40,2100.00
2184.00,2079.00,2194.50,2066.40
2079.00,2257.50,2257.50,2079.00
2247.00,2278.50,2278.50,2205.00
2236.50,2226.00,2278.08,2226.00
2236.50,2352.00,2425.50,2226.00
2310.00,2415.00,2415.00,2310.00
2425.50,2415.00,2467.50,2415.00
2362.50,2404.50,2435.37,2320.50
2383.50,2289.00,2467.50,2289.00
2331.00,2352.00,2352.00,2257.50
2289.00,2383.50,2467.50,2257.50
2404.50,2404.50,2415.00,2394.00
2415.00,2404.50,2425.50,2373.00
2383.50,2373.00,2425.50,2373.00
2383.50,2299.50,2383.50,2226.00
2336.04,2373.00,2415.00,2268.00
2373.00,2415.00,2415.00,2310.00
2520.00,2572.50,3045.00,2520.00
2583.00,2446.50,2583.00,2257.50
2478.00,2593.50,2625.00,2425.50
2583.00,2415.00,2604.00,2415.00
2499.00,2394.00,2509.50,2383.50
2436.00,2467.50,2467.50,2392.95
2446.50,2467.50,2467.50,2415.00
2467.50,2446.50,2478.00,2404.50
2478.00,2457.00,2520.00,2394.00
2520.00,2604.00,2677.50,2467.50
2625.00,2593.50,2709.00,2551.50
2593.50,2667.00,2667.00,2572.50
2677.50,2604.00,2709.00,2604.00
2635.50,2677.50,2803.50,2604.00
2719.50,2898.00,2992.50,2656.50
2940.00,2992.50,3097.50,2835.00
3024.00,2908.50,3045.00,2856.00
2940.00,2992.50,3076.50,2782.50
3055.50,3097.50,3097.50,3034.60
3129.00,3076.50,3150.00,3034.50
3097.50,3066.00,3118.50,2940.00
3108.00,2971.50,3108.00,2955.22
2982.00,2835.00,2982.00,2782.50
2845.50,2992.50,2992.50,2751.00
2971.50,2887.50,2971.50,2835.00
2856.00,2908.50,2971.50,2856.00
2929.50,2866.50,2929.50,2835.00
2845.50,2908.50,2919.00,2835.00
2992.50,3013.50,3087.00,2866.50
2982.00,3160.50,3234.00,2982.00
3202.50,3202.50,3244.50,3150.00
3223.50,3108.00,3223.50,3097.50
3097.50,3118.50,3150.00,3003.00
3139.50,3265.50,3270.75,3087.00
3265.50,3570.00,3654.00,3213.00
3580.50,3801.00,3853.50,3486.00
3853.50,3885.00,3885.00,3759.00
3927.00,3843.00,3927.00,3811.50
3937.50,3864.00,3937.50,3801.00
3885.00,3748.50,3958.50,3675.00
3811.50,3638.25,3822.00,3370.60
3528.00,3265.50,3528.00,3108.00
3307.50,3402.00,3454.50,3255.00
3570.00,3454.50,3675.00,3370.50
3465.00,3591.00,3633.00,3370.50
3654.00,3580.50,3654.00,3507.00
3507.00,3538.50,3570.00,3412.50
3612.00,3276.00,3612.00,3255.00
3276.00,3444.00,3528.00,3265.50
3444.00,3412.50,3475.50,3365.25
3391.50,3475.50,3507.00,3307.50
3444.00,3496.50,3507.00,3370.50
3465.00,3465.00,3528.00,3318.00
3475.50,3444.00,3496.50,3360.00
3402.00,3276.00,3423.00,3171.00
3286.50,3297.00,3391.50,3223.50
3360.00,3297.00,3412.50,3213.00
3265.50,3339.00,3402.00,3160.50
3360.00,3286.50,3360.00,3223.50
3276.00,3444.00,3507.00,3213.00
3402.00,3349.50,3444.00,3307.50
3496.50,3622.50,3664.50,3433.50
3675.00,3465.00,3675.00,3444.00
3465.00,3433.50,3465.00,3328.50
3465.00,3496.50,3570.00,3412.50
3475.50,3412.50,3475.50,3360.00
3465.00,3675.00,3948.00,3465.00
3738.00,3517.50,3738.00,3517.50
3549.00,3843.00,3958.50,3507.00
3843.00,4252.50,4273.50,3802.05
4336.50,4473.00,4473.00,4252.50
4473.00,4420.50,4578.00,4147.50
4441.50,4557.00,4620.00,4305.00
4567.50,4557.00,4567.50,4431.00
4546.50,4494.00,4595.32,4389.00
4462.50,4305.00,4536.00,4231.50
4200.00,4231.50,4263.00,4000.50
4200.00,4074.00,4305.00,4042.50
4105.50,4147.50,4263.00,4105.50
4221.00,3927.00,4221.00,3881.74
3927.00,3874.50,3969.00,3790.50
3885.00,3643.50,3895.50,3622.50
3643.50,3486.00,3654.00,3465.00
3496.50,3381.00,3568.95,3370.50
3370.50,3391.50,3475.50,3339.00
3486.00,3549.00,3570.00,3454.50
3528.00,3790.50,3927.00,3477.60
3780.00,3759.00,3948.00,3738.00
3738.00,3612.00,3738.00,3528.00
3612.00,3433.50,3612.00,3423.00
3423.00,3339.00,3433.50,3286.50
3381.00,3202.50,3412.60,3192.00
3213.00,3045.00,3276.00,3013.50
3076.50,3150.00,3244.50,3003.00
3160.50,3129.00,3171.00,3067.05
3108.00,3244.50,3254.90,3108.00
3370.50,3244.50,3412.50,3244.50
3328.50,3276.00,3433.50,3255.00
3276.00,3223.50,3328.50,3223.50
3244.50,3507.00,3580.50,3234.00
3507.00,3664.50,3738.00,3507.00
3696.00,3601.50,3727.50,3570.00
3612.00,3864.00,3864.00,3580.50
3874.50,3937.50,4032.00,3874.50
3927.00,3874.50,3990.00,3822.00
3906.00,3864.00,3937.50,3837.75
3906.00,3958.50,3969.00,3696.00
3927.00,3916.50,3979.50,3885.00
3927.00,3937.50,3969.00,3864.00
3958.50,3864.00,3958.50,3832.50
3885.00,3864.00,3885.10,3832.50
3853.50,3811.50,3885.00,3727.50
3822.00,3801.00,3832.50,3759.00
3801.00,3780.00,3853.50,3706.50
3801.00,3895.50,3927.00,3801.00
3874.50,3811.50,3906.00,3717.00
3790.50,3717.00,3843.00,3675.00
3738.00,3864.00,3916.50,3622.50
3822.00,3801.00,3864.00,3759.00
3864.00,4168.50,4179.00,3832.50
4200.00,4200.00,4347.00,4116.00
4200.00,4242.00,4263.00,4179.00
4242.00,4021.50,4242.00,4000.50
4042.50,3664.50,4053.00,3633.00
3664.50,3832.50,3911.25,3664.50
3895.50,3927.00,4084.50,3822.00
3958.50,3937.50,3958.50,3843.00
3958.50,4000.50,4000.50,3937.50
4042.50,4095.00,4116.00,3990.00
4105.50,3864.00,4126.50,3864.00
