GERN,Geron Corporation - Common Stock,NASDAQ
1.19,1.11,1.23,1.11
1.12,1.21,1.23,1.11
1.20,1.22,1.23,1.16
1.25,1.24,1.25,1.20
1.25,1.34,1.36,1.22
1.36,1.46,1.46,1.35
1.46,1.50,1.55,1.42
1.52,1.47,1.57,1.44
1.45,1.48,1.49,1.41
1.48,1.48,1.49,1.42
1.49,1.53,1.53,1.48
1.53,1.52,1.55,1.50
1.53,1.50,1.55,1.49
1.49,1.52,1.53,1.48
1.54,1.53,1.54,1.49
1.52,1.54,1.55,1.49
1.54,1.48,1.54,1.45
1.48,1.49,1.53,1.45
1.50,1.50,1.53,1.47
1.50,1.48,1.53,1.46
1.48,1.48,1.50,1.47
1.47,1.41,1.49,1.40
1.37,1.34,1.38,1.31
1.34,1.44,1.45,1.34
1.39,1.44,1.44,1.33
1.42,1.38,1.44,1.38
1.36,1.34,1.38,1.33
1.34,1.35,1.36,1.31
1.35,1.31,1.35,1.30
1.33,1.33,1.34,1.31
1.31,1.39,1.42,1.31
1.40,1.36,1.40,1.35
1.35,1.35,1.38,1.32
1.34,1.30,1.34,1.27
1.30,1.28,1.33,1.27
1.53,1.49,1.68,1.46
1.59,1.57,1.65,1.52
1.59,1.55,1.62,1.52
1.56,1.48,1.56,1.46
1.48,1.41,1.49,1.41
1.41,1.42,1.52,1.41
1.44,1.40,1.49,1.40
1.41,1.41,1.43,1.40
1.41,1.45,1.47,1.40
1.46,1.48,1.50,1.43
1.48,1.52,1.52,1.46
1.52,1.50,1.52,1.49
1.48,1.43,1.50,1.42
1.43,1.47,1.50,1.43
1.46,1.51,1.54,1.46
1.50,1.43,1.50,1.43
1.46,1.49,1.49,1.44
1.49,1.50,1.52,1.49
1.50,1.52,1.52,1.48
1.53,1.54,1.58,1.47
1.54,1.66,1.67,1.54
1.69,1.65,1.70,1.59
1.65,1.81,1.85,1.62
1.88,1.92,2.06,1.83
1.95,1.99,2.03,1.86
2.07,2.25,2.31,2.02
2.26,2.31,2.34,2.10
2.32,2.68,2.75,2.25
2.74,2.65,2.75,2.52
2.68,2.47,2.68,2.46
2.47,3.17,3.18,2.46
3.14,3.22,3.40,2.87
3.19,3.12,3.32,3.08
3.11,3.35,3.46,3.11
3.35,3.70,3.95,3.35
3.60,3.35,3.60,3.31
3.31,3.32,3.66,3.13
3.26,3.40,3.49,3.26
3.39,3.17,3.51,3.10
3.16,3.35,3.38,3.15
3.30,3.35,3.44,3.15
3.34,2.90,3.37,2.65
2.90,2.92,2.95,2.74
2.98,3.03,3.30,2.97
3.07,3.08,3.25,2.97
3.04,3.08,3.14,3.01
3.15,3.12,3.37,2.99
3.27,4.36,4.62,3.24
4.20,4.32,4.49,3.95
4.41,4.28,4.45,4.15
4.30,4.15,4.78,4.12
4.21,4.22,4.42,4.09
4.22,4.29,4.40,4.06
4.31,4.38,4.53,4.22
4.48,4.12,4.48,4.04
4.12,4.10,4.19,3.90
4.12,3.93,4.18,3.81
3.86,3.93,4.05,3.86
3.88,3.95,4.00,3.62
3.94,3.94,4.06,3.81
3.99,4.01,4.09,3.94
4.20,3.88,4.22,3.82
3.88,3.60,4.00,3.56
7.25,5.21,7.79,5.18
5.08,4.61,5.29,4.31
4.75,5.05,5.18,4.70
5.07,5.02,5.13,4.72
4.96,5.28,5.44,4.88
5.27,5.62,5.86,5.25
5.66,5.42,5.69,5.30
5.55,5.08,5.65,5.02
5.10,4.98,5.16,4.83
4.98,5.05,5.10,4.90
5.05,5.20,5.24,5.05
5.25,5.27,5.46,5.22
5.30,5.36,5.55,5.18
5.33,5.41,5.50,4.95
5.40,5.31,5.45,5.17
5.38,5.37,5.59,5.31
5.37,5.73,5.78,5.37
5.81,5.48,5.90,5.37
5.70,5.74,5.78,5.35
5.86,5.87,6.08,5.66
6.72,5.86,6.92,5.71
5.90,5.52,5.94,5.43
5.75,5.15,6.00,4.94
5.17,4.66,5.25,4.65
4.78,4.78,4.99,4.55
4.76,4.77,4.80,4.61
4.75,4.85,4.93,4.75
4.81,4.70,4.87,4.60
4.70,4.69,4.76,4.50
4.66,4.75,4.86,4.63
4.76,4.84,4.96,4.73
4.83,5.20,5.28,4.83
5.18,4.98,5.30,4.91
5.02,5.10,5.19,4.98
5.08,4.84,5.08,4.83
4.89,4.77,4.94,4.72
4.79,4.74,4.90,4.71
4.75,4.90,4.94,4.67
4.91,4.88,4.98,4.86
4.91,4.65,4.91,4.64
4.68,4.66,4.77,4.60
4.69,4.83,4.83,4.55
4.99,5.23,5.30,4.81
5.26,5.22,5.35,5.07
5.24,4.50,5.24,4.47
4.60,4.76,4.78,4.48
4.72,4.50,4.74,4.33
4.38,4.26,4.38,4.08
4.26,4.51,4.59,4.26
4.80,5.38,5.38,4.67
5.45,5.48,5.53,5.25
5.49,5.71,5.78,5.24
5.62,5.62,5.92,5.58
5.04,4.76,5.15,4.50
4.72,4.61,4.87,4.60
4.52,4.33,4.53,4.30
4.38,5.35,5.54,4.29
5.05,5.02,5.22,4.93
5.10,4.83,5.12,4.81
4.87,4.73,4.94,4.70
4.71,4.51,4.74,4.42
4.52,4.48,4.61,4.43
4.50,4.79,4.84,4.49
4.79,5.01,5.02,4.70
5.05,5.09,5.15,4.92
5.10,5.10,5.22,5.04
5.00,5.07,5.09,4.92
5.09,4.97,5.26,4.95
5.13,5.20,5.28,5.02
5.12,4.84,5.15,4.80
4.84,4.88,4.91,4.70
4.91,4.88,5.02,4.77
4.91,4.93,5.08,4.82
4.97,4.95,5.05,4.83
4.94,5.00,5.23,4.92
5.09,5.06,5.19,4.82
5.08,4.76,5.15,4.55
4.67,4.63,4.73,4.51
4.74,4.74,4.89,4.70
4.78,4.77,4.81,4.68
4.70,4.57,4.80,4.52
4.62,4.53,4.64,4.25
4.52,4.52,4.53,4.33
4.52,4.40,4.67,4.35
1.66,1.69,1.82,1.39
1.70,1.79,1.95,1.69
1.82,1.83,1.84,1.67
1.82,1.78,1.93,1.77
1.80,2.48,2.53,1.78
2.38,2.28,2.46,2.21
2.15,2.24,2.38,2.13
2.23,2.21,2.29,2.13
2.22,2.28,2.33,2.13
2.29,2.15,2.31,2.06
2.13,1.99,2.19,1.99
1.99,2.05,2.06,1.88
2.12,2.02,2.18,1.97
2.07,2.09,2.16,2.02
2.07,2.12,2.18,2.05
2.14,2.05,2.16,2.03
2.07,1.98,2.09,1.96
2.02,1.94,2.04,1.86
1.94,1.93,2.02,1.85
1.94,2.01,2.06,1.91
2.03,2.03,2.05,1.93
2.04,1.94,2.05,1.90
1.90,1.84,1.95,1.82
1.88,1.89,2.02,1.80
1.87,1.86,1.95,1.75
1.88,1.97,1.98,1.85
1.98,1.94,2.02,1.91
1.96,1.91,1.96,1.89
1.92,2.19,2.29,1.89
2.17,2.00,2.20,2.00
2.07,2.03,2.12,1.95
2.03,1.90,2.03,1.88
1.93,1.92,1.97,1.80
1.94,1.95,1.95,1.86
1.94,1.98,1.99,1.86
1.99,1.97,2.07,1.92
1.83,1.85,1.89,1.82
1.85,1.88,1.90,1.79
1.88,1.81,1.92,1.80
1.83,1.78,1.85,1.72
1.77,1.71,1.85,1.69
1.70,1.80,1.80,1.69
1.82,1.86,1.90,1.81
1.96,2.02,2.07,1.92
2.00,1.89,2.02,1.88
1.90,1.86,1.91,1.81
1.84,1.87,1.89,1.81
1.87,1.95,2.01,1.82
1.93,1.94,2.00,1.91
1.96,1.96,2.14,1.95
1.98,2.05,2.12,1.96
2.06,2.06,2.14,2.05
2.10,2.10,2.11,1.99
2.12,2.12,2.20,2.05
2.11,2.12,2.15,2.04
2.13,2.08,2.22,2.06
2.06,1.99,2.09,1.96
1.98,1.99,1.99,1.91
1.96,1.99,2.04,1.95
2.00,2.06,2.06,1.97
2.06,2.08,2.10,2.04
2.08,2.14,2.18,2.05
2.12,2.35,2.35,2.07
2.29,2.60,2.77,2.25
3.24,3.15,3.47,3.05
3.17,2.98,3.18,2.89
2.92,2.99,3.05,2.90
3.00,3.11,3.19,2.93
3.12,3.12,3.18,3.04
3.20,3.15,3.22,3.07
3.17,3.08,3.17,3.05
3.05,3.10,3.13,2.99
3.10,3.06,3.18,3.03
3.03,3.05,3.13,3.03
3.08,2.98,3.09,2.96
2.95,2.97,2.98,2.90
2.91,3.21,3.31,2.91
3.27,3.23,3.30,3.19
3.26,3.17,3.26,3.15
3.18,3.19,3.22,3.12
3.17,3.06,3.22,3.06
3.05,2.95,3.06,2.86
2.93,2.93,3.04,2.85
2.90,2.91,2.97,2.85
2.91,3.00,3.04,2.90
3.02,3.03,3.07,2.97
3.02,2.88,3.09,2.86
2.89,2.77,2.92,2.75
2.72,2.61,2.77,2.57
2.61,2.64,2.67,2.55
2.62,2.72,2.77,2.59
2.70,2.59,2.70,2.57
2.60,2.53,2.64,2.48
2.54,2.53,2.57,2.48
2.51,2.42,2.53,2.40
2.41,2.39,2.45,2.35
2.39,2.47,2.52,2.35
2.49,2.47,2.54,2.38
2.43,2.40,2.45,2.40
2.41,2.33,2.43,2.28
2.33,2.47,2.51,2.26
2.47,2.43,2.50,2.38
2.37,2.43,2.53,2.36
2.43,2.41,2.47,2.38
2.42,2.45,2.48,2.41
2.48,2.54,2.61,2.46
2.45,2.32,2.45,2.28
2.33,2.40,2.43,2.29
2.39,2.39,2.45,2.36
2.43,2.41,2.45,2.35
2.43,2.37,2.43,2.35
2.38,2.41,2.42,2.35
2.40,2.36,2.43,2.36
2.35,2.32,2.37,2.31
2.31,2.32,2.35,2.30
2.33,2.36,2.38,2.31
2.35,2.36,2.37,2.29
2.37,2.38,2.41,2.34
2.37,2.33,2.41,2.33
2.33,2.38,2.39,2.32
2.41,2.39,2.43,2.35
2.42,2.44,2.53,2.39
2.48,2.59,2.65,2.46
2.61,2.52,2.65,2.47
2.52,2.58,2.62,2.50
2.61,2.46,2.64,2.46
2.46,2.44,2.49,2.40
2.41,2.49,2.49,2.40
2.48,2.46,2.50,2.43
2.45,2.38,2.45,2.35
2.35,2.34,2.37,2.31
2.33,2.34,2.38,2.32
2.34,2.31,2.36,2.31
2.31,2.25,2.34,2.19
2.22,2.15,2.23,2.15
2.12,2.16,2.23,2.11
2.15,2.19,2.19,2.10
2.20,2.12,2.27,2.12
2.12,2.13,2.15,2.10
2.10,2.16,2.19,2.09
2.14,2.00,2.17,1.98
2.00,1.91,2.02,1.88
1.92,2.02,2.03,1.86
2.04,2.08,2.10,2.02
2.07,2.02,2.12,2.02
2.00,1.91,2.02,1.90
1.90,2.02,2.02,1.87
2.05,1.94,2.07,1.91
1.91,1.86,1.97,1.85
1.90,1.85,1.97,1.76
1.90,1.87,1.95,1.80
1.86,2.07,2.07,1.85
2.05,2.20,2.23,2.01
2.27,2.11,2.27,2.10
2.11,2.18,2.23,2.11
2.19,2.16,2.21,2.13
2.19,2.15,2.20,2.14
2.18,2.21,2.28,2.15
2.20,2.23,2.24,2.17
2.20,2.21,2.23,2.16
2.21,2.34,2.34,2.17
2.33,2.26,2.40,2.21
2.24,2.21,2.30,2.19
2.26,2.23,2.43,2.20
2.81,2.80,2.98,2.58
2.81,2.68,2.81,2.58
2.71,2.64,2.75,2.62
2.50,2.40,2.51,2.30
2.38,2.33,2.40,2.26
2.31,2.30,2.33,2.21
2.30,2.40,2.44,2.25
2.35,2.37,2.39,2.33
2.38,2.31,2.42,2.30
3.21,2.76,3.33,2.72
2.74,2.98,3.10,2.74
3.00,3.17,3.18,3.00
3.20,3.11,3.25,3.06
3.08,3.25,3.28,3.04
3.30,3.70,3.76,3.28
3.83,3.84,3.93,3.72
3.84,3.59,3.87,3.52
3.51,3.72,3.79,3.50
3.69,3.68,3.78,3.65
3.76,3.55,3.76,3.52
3.53,3.59,3.65,3.53
3.57,3.60,3.63,3.49
3.58,3.50,3.61,3.46
3.53,3.64,3.65,3.52
3.75,3.78,3.96,3.72
3.57,3.63,3.68,3.46
3.60,3.37,3.63,3.36
3.40,3.23,3.51,3.22
3.20,3.24,3.35,3.15
3.27,2.98,3.28,2.91
3.04,3.04,3.18,3.00
3.08,3.15,3.19,3.03
3.18,3.27,3.31,3.17
3.26,3.26,3.32,3.19
3.21,3.12,3.22,3.11
3.15,3.01,3.15,2.95
3.00,3.06,3.13,2.99
3.06,3.24,3.24,3.05
3.23,3.31,3.37,3.23
3.31,3.21,3.34,3.19
3.21,3.25,3.36,3.20
3.27,3.30,3.35,3.20
3.29,3.25,3.30,3.22
3.28,3.12,3.35,3.08
3.14,3.23,3.25,3.13
3.24,3.21,3.30,3.18
3.21,3.15,3.25,3.09
3.16,3.14,3.21,3.09
3.19,3.20,3.47,3.15
3.20,3.36,3.44,3.19
3.35,3.14,3.38,3.13
3.16,3.30,3.35,3.15
3.28,3.40,3.45,3.23
3.37,3.27,3.53,3.25
3.30,3.24,3.30,3.15
3.23,3.23,3.29,3.20
3.25,3.32,3.38,3.22
3.28,3.37,3.45,3.27
3.40,3.28,3.44,3.26
3.27,3.23,3.29,3.16
3.21,3.18,3.25,3.16
3.20,3.08,3.21,3.05
3.10,3.11,3.15,2.92
3.08,3.00,3.09,2.97
2.99,3.07,3.09,2.98
3.06,3.03,3.14,3.00
3.00,2.97,3.14,2.96
3.01,3.01,3.03,2.97
2.99,2.97,3.07,2.95
2.99,3.03,3.05,2.93
3.03,3.03,3.06,2.98
3.01,3.17,3.18,3.01
3.17,3.26,3.26,3.17
3.23,3.21,3.29,3.20
3.22,3.16,3.23,3.13
3.12,3.10,3.18,3.02
3.05,3.06,3.15,3.00
3.05,3.14,3.17,3.01
3.10,3.15,3.15,3.03
3.15,3.02,3.15,3.01
3.03,3.02,3.06,2.98
3.00,2.96,3.02,2.93
2.86,2.81,2.92,2.70
2.90,3.78,3.82,2.86
3.72,3.50,3.73,3.33
3.53,3.66,3.75,3.44
3.62,4.10,4.32,3.54
4.13,4.11,4.30,3.95
4.13,4.34,4.35,4.04
4.40,4.34,4.49,4.24
4.35,4.07,4.38,4.06
4.05,4.19,4.27,4.05
4.15,4.07,4.26,4.05
4.08,4.13,4.20,4.05
4.24,3.98,4.25,3.95
3.95,3.89,3.96,3.69
3.85,3.78,3.98,3.76
3.75,3.65,3.85,3.64
3.62,3.73,3.88,3.56
3.73,3.85,3.88,3.73
3.88,3.87,3.98,3.82
3.87,3.77,3.96,3.76
3.76,3.72,3.77,3.62
3.75,3.73,3.75,3.66
3.70,3.67,3.82,3.65
3.67,3.76,3.84,3.67
3.89,4.00,4.04,3.83
3.99,3.96,4.09,3.86
3.97,4.08,4.08,3.95
4.10,4.22,4.30,4.05
4.24,4.17,4.28,4.16
4.20,4.08,4.23,4.00
4.10,4.07,4.15,4.03
4.02,3.97,4.11,3.93
4.04,4.14,4.15,3.92
4.30,4.24,4.47,4.22
4.26,4.20,4.30,4.13
4.20,4.33,4.36,4.13
4.33,4.30,4.45,4.30
4.31,4.04,4.39,4.02
4.04,3.91,4.09,3.71
3.87,3.81,3.98,3.73
3.78,3.62,3.81,3.52
3.72,3.93,4.00,3.72
3.93,3.96,4.08,3.91
3.94,3.88,3.98,3.82
3.89,3.89,3.95,3.80
3.89,3.91,3.95,3.80
3.93,3.85,3.94,3.82
3.84,3.93,3.94,3.78
3.87,3.87,3.88,3.80
3.81,3.84,3.87,3.75
3.86,3.91,3.94,3.80
3.93,3.89,3.96,3.83
3.86,3.88,3.95,3.83
3.87,3.76,3.91,3.74
3.75,4.19,4.24,3.72
4.18,4.02,4.22,4.00
4.02,3.95,4.06,3.89
3.90,3.89,3.97,3.81
3.92,3.93,3.98,3.87
3.90,3.84,3.96,3.82
3.84,3.86,3.90,3.80
3.86,3.86,3.89,3.75
3.86,3.80,3.90,3.80
3.84,3.90,3.90,3.79
3.88,3.84,3.95,3.82
3.85,3.92,3.93,3.80
3.92,3.92,3.96,3.83
3.88,3.82,3.91,3.81
3.86,3.82,3.87,3.80
3.85,3.86,3.89,3.81
3.86,4.05,4.18,3.83
4.07,3.91,4.15,3.91
3.91,3.84,3.96,3.83
3.87,3.88,3.90,3.84
3.88,4.02,4.06,3.88
4.06,4.01,4.13,3.96
4.02,4.17,4.18,4.01
4.16,4.32,4.32,4.15
4.34,4.06,4.35,4.05
4.08,4.08,4.14,4.01
4.11,4.06,4.12,3.95
3.98,4.09,4.20,3.86
4.14,4.28,4.28,4.11
4.36,4.40,4.67,4.29
4.41,4.15,4.41,4.15
4.10,4.32,4.35,4.05
4.32,4.19,4.32,4.13
4.14,4.03,4.30,4.02
4.10,4.09,4.15,4.05
4.15,4.22,4.22,4.06
4.25,4.32,4.35,4.22
4.29,4.28,4.40,4.27
4.31,4.18,4.38,4.18
4.18,4.24,4.28,4.12
4.26,4.28,4.29,4.20
4.35,4.26,4.37,4.21
4.25,4.26,4.33,4.14
4.28,4.32,4.39,4.22
4.33,4.27,4.44,4.26
4.24,4.11,4.33,4.07
4.10,4.08,4.12,4.01
4.18,4.22,4.23,4.05
4.38,4.09,4.38,4.05
4.06,4.13,4.15,3.96
4.11,4.05,4.15,4.00
4.05,4.01,4.18,4.00
4.02,4.00,4.08,4.00
4.05,4.02,4.11,3.99
3.95,3.69,3.98,3.59
3.65,3.61,3.71,3.50
3.63,3.63,3.75,3.61
3.62,3.42,3.64,3.39
3.32,3.45,3.47,3.22
3.48,3.24,3.50,3.23
3.21,3.08,3.28,3.05
3.08,3.47,3.48,3.01
3.43,3.36,3.45,3.32
3.33,3.20,3.40,3.20
3.13,2.98,3.19,2.96
2.90,3.08,3.19,2.88
2.87,3.01,3.20,2.76
3.17,3.01,3.21,2.98
3.06,3.05,3.08,2.83
3.08,3.08,3.16,2.99
3.09,3.23,3.23,3.05
3.25,3.03,3.32,3.02
2.99,2.93,3.05,2.91
3.00,3.05,3.06,2.92
3.61,3.45,3.68,3.36
3.38,3.33,3.47,3.27
3.41,3.38,3.45,3.29
3.39,3.23,3.43,3.23
3.19,3.38,3.42,3.16
3.38,3.53,3.54,3.34
3.66,3.56,3.66,3.46
3.54,3.55,3.57,3.44
3.65,3.49,3.66,3.46
3.51,3.73,3.76,3.46
3.66,3.59,3.75,3.58
3.68,3.37,3.68,3.31
3.30,3.24,3.40,3.18
3.22,3.32,3.36,3.18
3.27,3.28,3.29,3.18
3.32,3.05,3.32,2.90
3.00,2.88,3.04,2.82
2.88,2.70,2.95,2.65
2.78,2.76,2.85,2.60
2.76,2.69,2.80,2.60
2.67,3.01,3.02,2.65
3.03,2.98,3.13,2.88
2.96,2.91,2.99,2.74
2.92,3.04,3.08,2.80
3.03,2.97,3.09,2.89
2.97,3.07,3.11,2.95
3.10,3.01,3.10,2.98
3.00,2.92,3.13,2.92
2.96,3.02,3.09,2.89
3.02,3.27,3.27,2.93
3.26,3.23,3.32,3.17
3.21,3.28,3.36,3.13
3.26,3.19,3.26,3.14
3.21,3.29,3.35,3.09
3.31,3.38,3.40,3.18
3.40,3.53,3.54,3.38
3.54,3.50,3.60,3.45
3.48,3.45,3.53,3.36
3.45,3.60,3.60,3.38
3.63,3.51,3.78,3.50
3.51,3.47,3.61,3.43
3.50,3.68,3.68,3.47
3.65,3.77,3.85,3.63
3.80,3.77,3.85,3.70
3.76,3.61,3.77,3.59
3.77,3.90,3.93,3.62
3.93,3.97,3.98,3.86
3.99,3.95,3.99,3.82
3.98,4.01,4.08,3.91
4.00,3.98,4.07,3.94
3.95,3.94,4.09,3.91
3.92,3.92,3.96,3.72
3.92,4.00,4.13,3.88
4.04,4.20,4.20,4.01
4.19,4.11,4.24,4.08
4.14,4.13,4.17,4.04
4.14,4.20,4.22,4.09
4.17,4.29,4.31,4.16
4.30,4.52,4.55,4.25
4.57,4.49,4.63,4.42
4.59,5.10,5.21,4.56
5.20,5.12,5.20,4.81
5.24,5.05,5.30,5.04
5.08,4.93,5.16,4.91
4.95,5.06,5.08,4.85
5.28,4.71,5.29,4.68
4.65,4.74,4.79,4.55
4.70,4.46,4.80,4.42
4.46,4.54,4.59,4.35
4.44,4.31,4.54,4.30
4.28,4.28,4.44,4.20
4.33,4.52,4.59,4.33
4.57,4.72,4.74,4.50
4.82,4.73,4.90,4.70
4.71,4.91,4.95,4.68
5.00,4.80,5.00,4.73
4.80,4.83,4.88,4.73
4.85,4.87,4.89,4.80
4.90,4.82,5.04,4.77
4.83,4.86,4.90,4.75
4.88,5.09,5.15,4.85
5.10,4.96,5.14,4.95
4.95,4.84,4.97,4.83
4.67,4.58,4.77,4.52
4.62,4.39,4.64,4.32
4.29,4.20,4.32,4.10
4.06,3.85,4.09,3.85
3.90,3.88,4.08,3.85
3.94,3.48,3.95,3.28
3.53,3.59,3.70,3.40
3.61,3.26,3.64,3.25
3.35,3.45,3.53,3.08
3.28,3.34,3.39,3.15
3.38,2.97,3.43,2.93
2.79,3.19,3.26,2.76
3.19,3.07,3.31,3.03
3.18,3.20,3.28,3.08
3.10,3.24,3.40,3.10
3.27,3.21,3.35,3.08
3.24,3.10,3.25,3.07
3.12,3.00,3.15,2.94
3.00,3.05,3.14,2.95
3.04,3.12,3.15,2.92
3.10,2.96,3.10,2.92
2.99,2.90,3.01,2.76
2.88,2.95,3.08,2.85
2.95,2.86,2.95,2.85
2.83,2.62,2.84,2.58
2.56,2.64,2.74,2.52
2.70,2.58,2.77,2.58
2.51,2.54,2.56,2.44
2.56,2.63,2.64,2.51
2.74,2.71,2.77,2.63
2.75,2.89,2.91,2.73
2.92,2.75,2.94,2.74
2.74,2.72,2.77,2.65
2.76,2.76,2.83,2.73
2.75,2.65,2.82,2.65
2.62,2.63,2.64,2.43
2.63,2.55,2.68,2.52
2.50,2.52,2.59,2.30
2.46,2.41,2.47,2.33
2.41,2.48,2.48,2.33
2.47,2.83,2.83,2.41
2.84,2.82,2.90,2.80
2.81,2.94,3.07,2.79
2.91,3.10,3.18,2.83
3.06,2.89,3.09,2.87
2.90,2.80,2.95,2.80
2.84,2.72,2.89,2.66
2.73,2.80,2.80,2.69
2.79,2.88,2.95,2.75
2.85,2.64,2.87,2.63
2.65,2.69,2.76,2.62
2.68,2.66,2.72,2.56
2.68,2.86,2.87,2.63
2.85,2.96,3.05,2.83
2.94,3.01,3.08,2.92
3.01,2.78,3.05,2.78
2.76,2.86,2.87,2.66
2.86,2.80,2.90,2.77
2.80,2.90,2.93,2.68
2.90,2.87,3.05,2.84
2.89,2.92,3.00,2.85
2.89,3.00,3.04,2.83
3.05,3.18,3.32,3.04
3.15,3.07,3.26,3.06
3.10,3.29,3.29,3.08
3.28,3.20,3.34,3.18
3.24,3.15,3.29,3.11
3.15,3.07,3.21,3.06
3.07,3.10,3.13,3.03
3.15,3.20,3.20,3.04
3.26,3.28,3.32,3.20
3.25,3.26,3.33,3.21
3.26,3.32,3.35,3.21
3.33,3.24,3.35,3.23
3.27,3.22,3.32,3.14
3.20,3.26,3.30,3.14
3.26,3.27,3.27,3.17
3.29,3.21,3.35,3.21
3.23,3.11,3.27,3.06
3.14,3.09,3.14,3.02
3.08,3.04,3.16,3.03
3.04,2.95,3.10,2.94
2.99,3.00,3.01,2.88
2.98,2.84,3.00,2.84
2.83,2.73,2.85,2.69
2.75,2.70,2.79,2.67
2.65,2.67,2.76,2.59
2.66,2.77,2.81,2.66
2.80,2.82,2.90,2.74
2.80,2.75,2.87,2.75
2.77,2.63,2.79,2.63
2.64,2.64,2.73,2.61
2.69,2.76,2.81,2.66
2.74,2.74,2.84,2.72
2.73,2.81,2.88,2.73
2.80,2.68,2.84,2.68
2.72,2.82,2.82,2.72
2.82,2.84,2.93,2.79
2.87,2.92,2.93,2.83
2.93,2.94,3.03,2.90
2.94,2.81,2.94,2.81
2.82,2.85,2.85,2.75
2.86,2.96,2.98,2.85
2.95,2.98,3.04,2.92
2.97,3.07,3.08,2.97
3.07,2.96,3.09,2.96
2.97,3.12,3.15,2.91
3.09,2.98,3.09,2.97
2.99,2.95,3.02,2.93
2.92,2.81,2.93,2.81
2.78,2.77,2.81,2.73
2.75,2.71,2.78,2.69
2.71,2.69,2.75,2.63
2.70,2.69,2.76,2.67
2.66,2.70,2.71,2.60
2.72,2.73,2.80,2.71
2.76,2.80,2.86,2.74
2.78,2.68,2.82,2.64
2.68,2.67,2.78,2.62
2.69,2.75,2.75,2.67
2.63,2.59,2.69,2.56
2.55,2.42,2.60,2.42
2.49,2.64,2.65,2.48
2.68,2.64,2.70,2.60
2.62,2.68,2.73,2.62
2.66,2.75,2.76,2.65
2.75,2.67,2.77,2.65
2.64,2.68,2.73,2.62
2.68,2.69,2.74,2.63
2.70,2.72,2.75,2.68
2.73,2.75,2.79,2.71
2.77,2.70,2.78,2.69
2.77,2.64,2.77,2.63
2.66,2.62,2.69,2.60
2.63,2.66,2.66,2.58
2.65,2.66,2.69,2.64
2.59,2.57,2.66,2.57
2.58,2.66,2.66,2.58
2.67,2.70,2.73,2.65
2.70,2.66,2.71,2.64
2.63,2.64,2.68,2.60
2.63,2.64,2.69,2.62
2.66,2.75,2.75,2.66
2.75,2.66,2.78,2.66
2.66,2.68,2.70,2.64
2.68,2.71,2.75,2.66
2.71,2.72,2.76,2.66
2.71,2.78,2.78,2.68
2.73,2.71,2.76,2.66
2.73,2.76,2.78,2.72
2.78,2.72,2.80,2.70
2.72,2.73,2.74,2.66
2.73,2.65,2.74,2.65
2.66,2.70,2.72,2.63
2.69,2.74,2.75,2.67
2.75,2.87,2.87,2.72
2.87,2.74,2.87,2.74
2.74,2.73,2.76,2.70
2.73,2.73,2.76,2.68
2.71,2.72,2.75,2.70
2.71,2.74,2.74,2.69
2.77,2.73,2.77,2.71
2.72,2.65,2.80,2.65
2.67,2.67,2.73,2.61
2.67,2.70,2.76,2.65
2.70,2.66,2.70,2.64
2.65,2.69,2.70,2.63
2.68,2.69,2.72,2.64
2.68,2.73,2.73,2.66
2.75,2.75,2.78,2.69
2.75,3.02,3.04,2.72
3.04,3.05,3.13,3.02
3.03,3.05,3.09,3.03
3.10,2.86,3.10,2.86
2.12,2.30,2.45,2.06
2.23,2.17,2.29,2.11
2.18,2.07,2.24,2.02
2.06,1.97,2.11,1.94
1.97,1.88,1.99,1.84
2.00,2.00,2.05,1.94
2.02,2.05,2.12,2.01
2.09,2.25,2.26,2.08
2.30,2.22,2.31,2.12
2.26,2.20,2.26,2.18
2.20,2.21,2.23,2.17
2.23,2.26,2.28,2.20
2.30,2.27,2.35,2.25
2.29,2.20,2.29,2.19
2.22,2.26,2.30,2.18
2.30,2.29,2.32,2.21
2.34,2.27,2.34,2.26
2.28,2.29,2.32,2.26
2.26,2.37,2.43,2.26
2.40,2.29,2.41,2.28
2.29,2.40,2.41,2.28
2.40,2.36,2.45,2.32
2.38,2.21,2.40,2.20
2.19,2.21,2.27,2.19
2.25,2.19,2.26,2.19
2.21,2.08,2.23,2.02
2.13,2.14,2.16,2.05
2.15,2.08,2.15,2.06
2.07,2.09,2.13,2.06
2.07,2.12,2.14,2.07
2.13,2.14,2.18,2.11
2.15,2.07,2.15,2.05
2.05,2.06,2.14,2.04
2.08,2.01,2.09,1.99
2.01,1.96,2.02,1.91
1.96,1.85,1.96,1.85
1.88,1.93,1.95,1.86
1.92,1.85,1.94,1.85
1.86,1.81,1.89,1.81
1.85,1.90,1.98,1.84
1.94,1.92,1.97,1.87
1.91,1.89,1.93,1.86
1.91,2.18,2.18,1.91
2.24,2.14,2.27,2.10
2.15,2.20,2.22,2.10
2.20,2.26,2.26,2.15
2.28,2.22,2.28,2.14
2.22,2.15,2.22,2.14
2.13,2.19,2.22,2.08
2.20,2.19,2.21,2.13
2.22,2.19,2.23,2.16
2.21,2.15,2.23,2.13
2.12,2.19,2.20,2.05
2.19,2.23,2.24,2.15
2.23,2.12,2.23,2.11
2.12,2.08,2.15,2.08
2.09,2.04,2.15,2.02
2.04,1.96,2.08,1.95
1.96,2.01,2.04,1.96
2.05,2.08,2.13,2.02
