RXL,ProShares Ultra Health Care,NASDAQ
58.95,59.45,60.14,58.37
58.09,58.55,59.27,57.26
59.25,58.99,59.71,58.17
59.88,60.84,61.20,59.88
61.55,61.23,62.00,61.04
61.09,60.30,61.41,60.30
61.32,61.11,62.09,60.95
60.97,60.80,61.57,60.64
60.11,60.17,60.36,59.70
61.29,61.95,61.95,60.61
62.50,62.81,63.02,62.50
63.93,63.10,63.93,62.87
63.39,63.88,64.10,63.39
65.07,65.83,65.83,65.07
65.79,66.57,66.57,65.36
66.94,66.71,66.94,66.24
66.92,65.76,67.00,65.53
66.00,66.28,66.94,66.00
66.25,66.59,67.12,66.25
65.93,68.32,68.32,65.93
68.58,68.89,69.27,68.07
69.70,68.53,69.70,68.11
68.65,68.05,68.70,67.67
67.68,69.02,69.02,67.12
68.40,69.62,69.65,67.88
69.61,69.34,69.92,69.16
70.04,69.50,70.04,68.73
69.69,69.95,70.59,69.68
70.64,70.55,70.70,70.26
70.81,70.36,70.81,70.10
70.19,70.36,70.68,70.08
70.04,69.73,70.07,69.18
69.04,69.70,69.88,68.72
70.05,69.77,70.24,69.06
69.80,69.28,69.96,68.72
68.27,68.52,68.82,68.00
68.59,69.14,69.40,68.00
69.14,68.15,69.19,67.99
67.00,65.78,67.05,65.50
65.52,64.83,65.52,63.30
64.50,65.24,65.77,64.35
65.12,66.00,66.18,65.00
65.61,64.84,66.18,64.56
65.00,66.01,66.01,65.00
66.18,66.18,66.18,65.34
66.30,66.51,67.39,66.23
65.23,64.05,65.54,63.92
63.94,64.75,65.13,63.62
64.68,65.34,66.19,64.54
65.50,64.52,65.50,64.24
65.02,65.29,66.40,65.00
65.38,66.87,67.13,65.34
67.58,67.20,70.50,66.93
67.80,67.39,68.18,65.54
67.60,68.18,68.28,67.21
68.77,68.84,69.44,68.51
68.99,69.75,69.93,68.99
69.99,69.60,70.27,69.60
69.47,69.96,69.96,69.43
70.79,70.90,71.58,70.78
71.32,71.19,71.32,70.52
71.37,72.10,72.36,70.42
72.15,71.77,72.53,71.26
72.11,70.86,72.11,70.86
70.86,70.39,70.86,69.18
70.16,69.58,70.49,69.58
68.95,68.77,69.23,68.66
68.65,68.94,69.37,68.54
68.01,68.98,69.22,66.02
67.79,68.65,68.96,67.79
68.72,70.45,70.45,68.72
69.90,70.36,70.36,69.35
69.89,68.91,69.96,68.50
68.94,70.50,70.63,68.94
69.69,69.05,69.69,68.84
68.75,66.32,68.75,66.32
66.51,65.83,66.74,65.19
67.99,68.98,69.09,67.72
69.18,69.46,69.78,68.90
68.97,70.34,70.39,68.49
70.36,70.07,70.91,69.28
70.61,72.34,72.52,70.61
71.96,73.76,73.76,71.96
74.03,72.85,74.03,72.37
73.19,72.17,73.19,72.00
72.93,74.01,74.20,72.75
73.35,73.90,73.92,72.95
74.38,73.61,74.75,73.55
73.50,73.47,73.50,72.91
73.80,73.99,74.18,73.41
74.49,74.96,74.99,74.28
75.79,74.10,76.04,73.52
74.42,73.28,74.52,73.26
73.01,74.34,74.34,73.01
74.70,74.47,74.70,74.18
74.33,74.06,74.33,73.20
74.19,73.50,74.69,73.40
73.60,72.00,73.69,71.97
72.09,74.25,74.25,72.09
74.28,74.89,75.05,74.28
74.42,74.66,74.71,74.13
74.29,75.44,75.44,74.29
75.74,76.92,76.96,75.74
76.92,77.47,80.11,76.77
78.20,76.67,78.20,76.65
76.74,77.03,77.25,76.10
77.29,77.49,78.23,77.07
78.00,78.39,78.67,78.00
78.79,80.36,80.36,78.79
80.98,81.00,81.64,80.75
81.28,80.58,81.28,80.57
81.24,80.58,81.25,80.27
81.00,80.53,81.00,80.53
80.41,80.58,80.87,79.93
80.00,79.12,80.00,78.91
78.51,78.41,79.57,77.17
78.16,78.37,79.07,78.00
79.63,80.04,80.12,79.18
80.81,80.50,80.81,80.31
80.41,79.86,80.50,79.29
79.10,76.82,79.10,76.50
76.50,75.97,76.82,75.00
76.42,76.40,77.13,75.31
76.00,76.46,77.66,75.91
76.00,75.74,76.00,74.76
75.30,78.50,78.99,74.80
78.93,78.60,78.93,78.10
78.11,79.69,80.00,78.11
80.75,80.25,80.75,79.99
80.30,80.06,80.30,80.02
80.48,81.18,81.22,80.42
82.00,81.09,82.00,80.65
80.16,81.17,81.24,80.12
81.22,81.10,81.50,80.73
81.07,80.42,81.26,80.09
81.19,80.81,81.36,80.60
81.10,80.38,81.10,79.85
81.49,82.15,82.46,81.49
82.12,83.16,83.60,82.12
83.79,84.59,84.80,83.36
85.14,85.45,85.48,83.93
85.81,84.42,86.63,83.84
85.06,86.77,86.80,84.75
87.07,86.42,87.65,86.30
86.59,86.97,87.38,86.59
87.03,87.33,87.81,86.72
88.00,87.80,88.61,86.54
88.95,88.37,89.66,87.64
88.42,86.95,88.42,85.86
85.40,83.05,85.99,82.85
82.80,81.26,82.80,80.50
82.90,83.73,83.83,82.35
82.50,81.84,83.07,81.31
83.15,85.00,85.25,83.15
82.75,83.70,84.11,82.73
83.53,80.10,84.22,79.64
80.70,81.40,81.70,80.36
81.25,80.91,81.80,79.40
81.48,81.30,81.78,81.17
82.45,84.53,84.53,81.52
84.50,86.16,86.22,83.82
86.58,88.37,88.40,86.00
88.74,88.19,89.34,87.95
87.70,89.76,89.79,86.86
90.00,90.11,90.75,89.49
91.28,92.11,92.69,91.28
92.33,90.68,92.77,90.68
91.32,92.95,93.00,90.64
93.31,92.55,93.86,92.45
93.50,94.20,95.03,93.37
94.49,93.37,94.49,92.94
93.55,93.32,94.38,93.11
93.12,94.45,94.54,93.12
94.80,94.03,96.09,92.54
91.74,92.31,93.10,89.48
95.00,96.07,96.33,94.00
96.53,95.74,96.53,95.30
96.71,94.02,96.95,93.63
94.54,93.49,95.00,92.18
93.64,94.23,94.23,93.00
94.64,93.63,95.41,93.43
92.90,93.59,93.79,92.61
94.86,90.87,94.86,90.58
90.58,90.30,91.34,89.23
91.41,91.62,92.56,91.41
92.55,94.18,94.30,92.55
94.77,93.70,95.18,92.50
92.78,93.32,93.38,92.65
93.62,89.69,93.73,89.62
90.01,87.71,90.16,86.01
87.81,89.01,90.24,87.60
89.99,88.87,90.64,88.87
87.69,88.42,89.27,86.69
89.06,87.36,90.49,87.26
89.01,90.21,90.54,88.71
91.24,91.55,92.50,90.57
92.50,92.39,92.60,91.70
92.90,91.76,92.90,90.63
92.02,88.98,92.94,88.50
87.96,86.61,89.36,86.11
86.20,85.60,86.66,84.21
85.51,89.05,89.11,85.51
90.00,83.07,90.00,82.79
80.92,81.54,84.32,80.49
82.00,81.95,83.05,80.18
81.95,83.92,84.11,80.18
82.61,84.51,85.48,82.61
84.06,84.54,85.27,84.00
84.63,86.59,86.59,84.63
87.87,89.06,89.70,87.87
89.94,87.98,89.94,87.45
88.21,87.52,88.30,85.99
86.19,86.42,87.67,86.19
87.18,87.05,88.24,85.00
87.29,88.17,88.17,87.29
87.50,87.96,88.75,87.50
87.26,89.00,90.00,87.26
89.94,87.62,89.94,87.35
86.50,88.99,88.99,85.94
88.52,87.34,88.67,87.34
87.50,87.77,87.77,86.11
88.00,86.49,88.74,86.49
85.86,87.66,87.88,85.65
88.44,89.79,89.83,88.44
90.00,90.00,90.62,89.80
89.25,90.43,90.43,89.24
89.58,87.88,89.76,87.29
87.90,87.74,88.66,87.09
89.00,89.99,90.00,89.00
89.50,88.84,89.60,87.97
88.96,89.78,90.03,88.88
90.25,91.24,91.60,90.25
91.62,91.26,91.62,90.66
91.71,92.31,92.31,91.35
92.41,92.14,92.56,91.70
92.39,92.99,93.00,92.37
93.37,93.18,93.37,92.82
93.19,93.70,93.70,92.12
93.85,94.14,94.14,93.17
94.12,94.64,94.74,93.62
95.50,95.00,95.72,94.22
95.00,95.10,96.00,94.61
95.55,93.93,95.55,93.78
93.15,94.16,94.58,93.05
93.03,94.32,94.99,93.03
95.86,93.62,95.86,93.62
93.42,93.77,94.01,93.13
93.53,93.68,94.24,93.53
93.50,94.23,94.44,93.50
94.50,95.16,95.16,93.75
95.77,96.01,96.01,95.29
96.73,98.16,98.16,96.73
99.04,97.31,99.04,97.01
97.67,96.94,98.77,96.94
96.23,99.22,99.22,96.23
100.00,99.07,100.00,97.74
99.17,98.46,99.17,98.00
98.96,98.08,99.11,98.00
98.97,100.92,102.50,98.97
102.00,102.02,102.02,100.73
102.95,102.71,102.98,101.72
102.78,101.09,102.95,101.02
101.82,98.83,101.82,98.14
99.03,99.70,100.00,98.80
98.70,99.71,100.04,97.15
99.68,100.02,100.14,99.05
101.58,100.55,101.58,100.46
101.49,98.61,101.49,98.33
98.11,98.20,98.75,97.42
97.01,95.86,98.91,95.34
96.03,98.79,98.79,96.03
99.00,98.65,99.00,97.97
99.00,99.88,100.59,99.00
101.50,101.56,101.87,101.06
102.69,101.38,102.69,100.91
100.75,100.27,100.75,99.39
100.25,100.35,101.01,99.33
100.76,101.12,101.50,100.75
100.63,101.77,102.71,100.63
99.72,97.31,99.88,97.31
96.72,97.18,98.40,95.71
96.62,98.53,98.63,96.41
97.47,96.70,98.02,96.00
94.86,96.36,97.11,93.98
96.61,94.15,96.68,93.85
93.90,96.44,96.44,93.75
97.71,96.33,97.71,96.32
95.86,96.01,96.38,95.50
96.38,98.59,98.68,96.38
98.33,100.69,100.84,98.33
102.04,100.79,102.15,99.83
101.73,102.43,102.99,101.73
103.11,104.19,104.19,102.49
104.15,104.20,104.37,103.50
104.27,104.37,104.85,104.09
105.00,104.47,105.14,104.07
105.50,106.28,106.58,105.33
106.58,107.03,107.36,106.24
108.28,107.31,108.28,107.00
106.80,106.64,107.30,106.50
106.63,107.82,108.01,106.63
107.21,107.58,107.90,107.21
108.26,108.30,108.89,108.03
108.99,107.00,109.37,106.70
107.04,108.24,108.24,105.23
108.25,108.68,108.75,107.81
109.01,107.83,109.01,107.63
108.02,109.69,109.72,108.02
109.30,108.95,109.30,108.00
109.00,107.26,109.00,106.71
106.83,106.56,106.90,105.70
105.44,109.56,109.56,105.44
109.53,109.85,109.86,109.07
110.03,111.10,111.10,110.03
112.28,111.65,113.66,111.11
112.69,110.36,112.69,109.45
108.87,109.11,110.82,106.59
110.41,112.45,112.47,109.64
112.35,109.29,112.35,108.73
109.09,109.52,109.63,107.54
108.49,109.13,109.46,106.82
110.23,107.78,110.23,107.64
107.78,105.40,107.78,104.41
104.83,105.13,105.54,102.97
107.26,109.00,109.19,106.01
110.65,107.83,110.67,107.12
106.50,105.00,106.60,105.00
104.56,109.76,109.76,104.16
109.86,105.61,110.05,105.00
105.00,103.41,107.32,103.41
103.36,98.79,103.36,98.34
99.39,97.37,100.63,95.68
94.69,95.88,96.72,90.55
93.52,95.57,97.59,92.61
98.29,98.98,99.74,97.16
99.00,100.99,100.99,99.00
102.65,106.41,106.57,102.65
106.83,105.53,107.52,104.87
107.83,108.87,110.25,107.83
109.01,111.91,111.99,109.01
112.38,112.46,112.63,111.10
114.39,114.11,114.83,112.22
114.34,114.32,114.81,112.83
114.01,118.12,125.55,114.01
120.85,119.32,123.26,118.37
119.51,119.26,120.22,117.84
119.45,119.38,120.03,118.09
121.62,118.55,123.21,118.32
118.50,120.42,120.75,118.50
120.37,117.87,120.37,117.02
117.98,119.86,120.00,117.50
119.92,120.50,121.23,119.92
120.05,120.49,120.95,119.34
120.80,120.41,121.75,119.56
120.43,117.93,120.43,117.50
118.23,119.11,119.92,117.50
119.20,123.27,123.41,119.20
123.65,122.10,123.65,121.67
120.75,121.30,122.10,120.61
123.25,122.31,123.32,121.89
123.11,123.84,124.00,123.11
124.90,123.89,124.90,123.09
124.15,125.64,125.64,124.15
126.95,126.56,128.46,126.08
126.38,126.55,128.12,125.86
128.00,128.91,128.98,127.34
130.00,129.70,130.00,128.28
129.70,129.27,130.07,128.11
130.59,131.28,131.54,129.47
131.07,132.72,133.74,131.07
130.19,131.50,131.50,127.53
130.52,126.99,131.49,126.93
128.00,128.12,130.59,126.59
126.00,124.00,127.37,123.23
125.75,121.57,126.38,120.53
120.30,119.13,124.32,118.61
119.41,123.63,123.94,119.00
126.43,129.86,130.01,125.93
130.75,132.03,132.85,128.26
131.36,128.53,131.36,127.27
129.84,122.27,129.84,120.99
121.35,124.06,125.78,121.35
125.38,126.79,126.86,125.38
126.80,126.81,127.37,125.71
125.71,126.12,127.00,125.65
126.70,123.89,128.03,123.89
125.55,124.10,127.08,123.30
123.78,123.32,124.99,122.50
123.67,123.08,125.60,120.59
124.86,127.76,127.76,124.65
131.00,132.49,132.62,130.21
133.65,130.33,133.65,129.40
132.75,130.39,133.23,129.72
131.01,129.50,134.19,127.08
127.88,129.17,129.80,126.16
130.75,126.01,130.75,126.01
126.00,130.86,130.87,125.66
130.92,130.61,132.04,128.79
130.64,131.07,132.32,129.80
133.09,134.00,134.27,129.00
133.73,133.15,134.46,130.77
133.71,134.25,134.86,132.00
133.75,132.53,134.61,132.27
133.45,128.47,134.99,128.18
128.90,131.29,131.29,126.60
130.74,126.65,131.90,126.65
128.08,128.49,129.43,124.00
128.51,129.50,129.84,125.51
128.75,126.28,128.75,125.65
127.31,130.96,130.96,127.31
132.00,128.39,132.00,128.00
128.39,125.71,128.39,125.03
126.65,129.11,129.77,126.65
129.00,130.14,131.40,128.79
131.44,130.70,131.44,128.63
130.90,131.80,131.80,130.07
131.80,133.70,134.00,131.80
134.00,134.65,134.65,132.82
134.62,134.60,135.20,133.04
134.50,137.55,137.82,134.43
138.00,138.53,139.68,137.87
139.38,137.95,139.38,137.50
138.55,138.86,139.18,137.00
139.30,139.57,139.75,137.64
139.88,138.47,139.88,137.98
138.27,140.39,140.58,138.27
140.39,138.23,140.39,136.75
137.00,139.53,139.65,135.63
140.54,141.21,141.92,140.00
140.59,135.73,140.59,135.41
136.03,137.44,137.44,134.59
135.90,134.10,135.90,134.09
135.36,134.61,135.96,134.35
135.60,137.50,137.65,134.57
137.78,137.23,138.67,135.23
136.48,142.59,143.00,136.48
141.12,142.75,142.85,140.29
141.72,145.47,147.44,140.64
145.95,148.29,148.53,145.53
151.97,149.91,151.97,148.35
149.84,149.35,150.20,147.58
149.43,146.43,149.65,146.20
147.34,140.94,147.82,140.41
138.60,140.22,142.02,135.47
141.03,142.37,143.24,141.03
145.42,145.14,145.63,144.00
145.14,141.39,145.14,140.79
140.31,136.02,140.86,135.18
135.14,137.94,138.66,135.14
137.23,138.29,139.39,135.98
139.48,138.89,141.01,138.89
139.50,141.50,142.68,139.50
142.30,143.39,143.78,141.37
144.82,145.99,146.43,142.61
146.20,144.52,147.42,144.34
144.67,144.57,145.24,143.00
145.00,145.70,146.80,145.00
146.58,145.53,146.58,145.40
144.54,143.14,144.80,141.51
145.00,144.94,145.33,144.07
145.54,147.03,147.60,145.54
146.09,147.10,147.55,145.92
147.30,148.51,148.90,146.05
147.51,147.40,148.83,146.38
149.00,141.62,149.00,140.98
142.45,142.35,143.13,137.62
140.84,140.20,142.50,138.00
139.31,135.61,139.46,134.07
136.96,138.94,139.62,136.96
140.06,141.31,142.82,140.06
141.00,137.50,141.00,137.09
137.00,136.55,137.38,134.60
136.47,138.51,138.74,136.42
141.57,142.17,143.49,141.53
142.83,142.79,144.00,142.51
142.36,141.60,142.36,138.85
141.91,141.01,143.55,140.54
142.42,145.00,145.20,141.20
144.81,145.40,145.82,144.78
145.25,147.20,147.90,144.65
147.90,148.37,149.74,147.46
75.17,74.81,77.04,74.11
75.02,74.87,75.02,74.50
74.81,74.66,75.01,74.40
73.82,73.17,74.00,72.60
73.64,74.53,74.81,73.20
74.66,74.80,75.00,74.07
75.00,74.94,75.75,74.08
74.95,74.76,75.63,73.99
74.01,74.23,74.78,73.74
74.69,74.25,74.96,74.00
73.80,73.19,74.22,72.70
73.17,73.44,73.48,72.25
74.02,72.59,74.02,72.59
72.85,72.54,72.85,71.77
72.60,74.19,74.34,72.55
75.00,74.99,75.34,74.25
74.45,73.30,74.70,73.30
72.98,73.43,73.66,71.66
74.20,74.12,74.39,73.44
74.59,74.67,74.97,73.76
74.90,76.64,77.10,74.90
76.83,76.73,77.30,76.55
77.75,77.98,79.03,77.70
78.44,78.13,78.67,77.60
78.32,76.74,78.32,76.59
77.45,77.82,78.06,76.75
77.82,77.29,78.20,76.69
76.37,73.58,76.56,73.50
74.32,74.44,74.90,73.63
75.25,75.72,75.99,74.75
76.00,75.21,76.00,74.47
74.31,74.85,75.94,73.60
75.17,75.50,75.70,72.85
74.75,73.02,74.92,72.63
73.73,73.74,74.73,73.52
74.65,75.69,77.01,74.65
76.50,76.90,78.01,75.80
77.03,78.47,78.80,76.97
79.25,78.57,79.93,78.41
79.42,79.62,79.85,78.78
79.11,79.32,79.48,78.55
79.30,79.86,80.13,79.12
80.30,79.23,80.30,78.21
78.99,79.13,79.42,78.00
79.87,78.75,79.87,78.59
78.25,74.99,78.26,74.57
74.86,74.53,74.95,73.79
75.25,77.38,77.38,74.81
77.40,77.63,78.30,76.47
77.87,77.40,78.00,76.22
78.19,78.57,79.19,77.90
78.89,78.41,79.05,77.12
78.41,77.96,79.00,77.84
78.73,79.50,79.75,78.73
79.95,76.15,79.95,75.71
75.60,75.55,75.60,73.89
76.10,76.60,77.40,75.55
76.28,75.79,76.35,74.78
74.57,75.82,75.82,72.45
75.64,75.50,76.40,75.17
74.92,75.28,75.67,74.47
74.75,77.60,77.60,73.78
77.50,77.29,78.06,76.84
76.73,76.80,77.43,74.85
76.04,72.70,76.04,72.70
71.04,68.19,72.35,68.19
66.31,62.86,66.98,31.00
63.81,61.02,68.00,61.00
61.62,66.04,66.46,61.42
68.42,68.77,69.39,66.26
68.25,68.68,69.36,66.77
67.80,66.02,68.98,65.50
65.36,62.25,65.36,61.00
62.87,64.85,65.00,62.68
64.23,63.99,66.31,63.82
62.19,62.44,63.61,61.27
63.73,66.09,66.19,63.73
67.35,64.00,67.66,63.74
63.66,65.15,66.32,63.03
64.82,66.16,66.25,64.64
66.02,65.75,66.73,65.22
65.90,67.51,67.93,65.87
67.77,68.00,68.11,67.00
68.30,69.12,70.83,66.48
67.92,67.11,68.60,66.93
67.40,64.95,68.25,64.01
63.20,63.90,64.09,62.50
64.26,63.68,64.95,63.44
62.66,62.19,63.00,60.93
64.00,58.41,64.00,57.52
57.30,53.65,57.82,52.55
54.09,54.46,56.57,53.20
55.57,56.99,57.44,55.57
57.35,58.07,58.16,56.13
56.97,60.65,60.65,55.91
61.66,60.85,62.12,59.72
60.68,57.78,60.68,55.97
58.36,59.34,60.02,57.04
59.07,59.76,59.79,57.50
59.09,60.26,61.00,59.09
60.03,60.71,60.86,59.75
59.51,58.80,61.49,58.72
59.08,58.71,60.34,58.54
58.09,61.55,61.55,58.09
61.62,62.61,62.69,61.58
62.86,62.73,63.22,62.00
62.79,60.97,62.80,60.60
61.53,59.89,61.53,57.77
57.89,58.98,59.63,57.44
59.20,61.59,62.00,59.20
61.36,62.03,62.80,61.24
62.02,64.28,64.30,62.02
64.82,65.46,65.55,63.20
65.86,65.93,67.37,65.65
66.06,65.33,66.62,65.32
66.30,68.30,68.40,66.30
67.88,67.71,68.19,67.03
68.50,67.26,68.50,66.66
67.21,67.00,67.23,65.79
65.93,66.48,66.48,64.75
66.49,65.52,66.49,64.81
65.21,66.23,66.23,65.03
66.97,64.99,67.00,64.99
64.10,62.72,64.46,62.66
62.34,62.57,63.49,62.21
61.72,63.79,63.80,61.72
63.70,64.42,65.34,63.66
65.02,66.89,66.89,64.80
66.24,64.71,66.24,64.60
65.10,65.56,66.30,65.10
65.69,65.53,66.20,65.31
65.01,65.83,65.90,64.53
65.68,66.63,66.73,65.68
66.85,66.90,67.06,66.85
67.25,65.11,67.25,64.97
65.63,67.10,67.20,65.44
67.07,65.93,67.70,65.87
65.96,62.84,65.96,62.50
63.05,65.90,65.90,63.05
65.87,64.80,65.87,64.24
64.59,65.33,65.54,64.52
64.58,63.88,65.07,63.60
63.61,64.82,65.44,63.61
63.47,62.64,63.68,62.61
62.62,63.00,63.28,61.44
64.50,65.21,65.74,64.50
65.84,67.19,67.24,65.37
67.44,66.34,67.44,65.91
66.02,63.81,66.02,63.78
64.30,64.79,64.79,64.19
65.18,65.09,65.18,64.18
65.01,66.55,66.80,65.01
66.38,66.99,67.05,66.37
66.68,66.14,66.68,65.71
67.00,67.79,67.95,67.00
67.59,67.28,67.77,67.02
66.72,65.98,66.83,65.98
65.00,63.37,65.00,62.37
63.89,64.03,64.63,63.66
62.26,62.59,63.57,62.00
60.05,60.59,61.11,58.96
61.15,58.25,61.15,58.20
59.10,57.28,59.10,55.32
57.78,58.43,59.24,56.96
58.72,54.75,58.73,54.56
55.07,57.49,58.18,54.06
51.57,56.02,56.72,51.57
56.93,55.75,57.37,54.40
53.00,56.20,56.57,52.28
54.98,55.65,56.34,54.98
57.11,57.28,57.33,56.54
56.75,56.17,57.14,56.11
56.27,57.00,57.22,55.30
56.85,55.49,57.69,54.93
56.38,52.92,56.38,52.27
52.72,54.47,54.62,52.72
53.41,55.17,55.47,53.41
53.79,53.47,54.35,53.06
53.74,54.01,54.01,51.76
53.73,53.43,54.29,52.79
52.55,51.09,52.73,50.75
49.62,49.67,50.30,48.51
48.00,50.24,51.04,47.64
51.74,51.27,52.79,51.27
49.77,49.46,50.05,45.88
49.98,50.79,50.79,49.51
51.86,53.00,53.00,51.74
53.97,54.67,54.67,53.43
55.52,53.83,55.52,53.70
53.49,53.68,53.85,53.00
54.59,55.19,55.26,53.90
55.00,54.48,55.44,54.42
53.00,54.73,54.75,52.85
54.73,55.98,56.00,54.73
56.79,56.15,56.79,56.01
55.90,54.25,55.90,54.25
54.53,56.37,56.41,54.53
56.88,56.67,56.89,56.25
56.16,56.57,56.59,56.04
56.05,56.31,57.19,56.00
57.00,57.51,57.60,55.88
56.79,55.62,56.79,55.62
56.04,55.68,56.04,55.29
56.50,55.94,56.81,55.00
56.66,58.16,58.16,56.66
57.80,57.80,58.00,57.80
56.08,55.52,56.30,55.49
55.19,55.17,55.67,54.84
55.00,54.21,55.00,53.28
54.32,55.38,55.74,54.05
55.43,56.05,56.25,55.43
56.31,57.46,57.72,56.31
57.31,56.46,57.34,56.39
55.87,56.29,56.58,55.52
56.32,55.85,56.51,55.85
55.81,57.41,57.41,55.64
58.16,57.41,58.16,57.11
57.50,57.20,58.07,57.20
56.62,58.81,59.00,56.61
59.00,59.77,60.35,59.00
58.94,58.61,59.36,58.61
59.02,61.77,61.82,59.02
61.31,60.44,61.31,59.86
61.03,59.88,61.52,59.36
60.55,59.01,60.55,59.01
59.00,60.07,60.20,59.00
60.60,61.19,61.31,60.21
61.20,61.50,61.56,61.07
61.50,61.33,61.50,60.74
60.82,62.42,62.49,60.82
62.50,62.54,63.30,62.12
62.82,63.74,63.74,62.82
63.55,63.99,64.11,63.45
64.03,64.53,64.77,63.84
64.22,63.80,64.22,63.48
63.58,63.38,64.15,62.96
63.29,63.37,63.37,62.77
63.25,62.44,63.97,62.44
62.07,60.50,62.07,59.86
60.64,61.42,61.42,60.51
60.83,60.90,61.51,60.70
60.08,59.41,60.08,59.40
59.25,59.75,60.03,59.25
59.00,59.28,59.45,58.40
59.00,60.70,60.99,59.00
60.95,61.66,61.75,60.85
62.00,60.58,62.00,60.55
59.90,59.34,59.90,59.08
59.07,59.22,59.92,59.04
59.17,61.05,61.16,59.17
60.70,59.55,60.83,59.21
58.81,59.76,60.61,58.81
59.09,59.11,59.50,58.40
59.48,60.20,60.83,59.48
60.34,59.89,60.34,59.89
60.35,61.60,61.87,60.35
62.64,62.30,62.64,61.87
62.26,62.41,62.57,62.23
62.64,62.84,63.36,62.59
63.29,63.36,63.56,63.11
63.75,63.58,64.14,63.54
62.94,65.19,65.50,62.94
65.96,65.09,65.96,64.16
64.93,65.81,66.00,64.64
65.56,65.22,65.56,64.83
65.06,65.42,65.47,64.62
65.54,65.07,65.83,64.80
63.98,63.91,63.98,63.16
63.50,63.38,64.12,63.13
62.91,62.74,62.91,61.88
63.71,62.11,63.71,62.11
61.85,62.56,62.56,61.15
62.37,61.26,62.37,60.87
62.46,62.51,62.73,62.46
62.79,61.66,62.79,61.30
60.73,62.15,63.33,60.73
63.34,63.51,63.51,62.55
59.64,60.09,61.63,59.54
59.50,58.19,59.50,57.45
59.65,60.24,60.24,56.49
61.28,62.64,62.89,61.19
62.90,63.95,63.95,62.09
63.75,64.49,64.69,63.75
63.82,64.45,64.90,63.82
64.00,65.79,66.03,64.00
66.28,65.68,66.29,65.50
66.23,67.10,67.38,66.23
67.13,67.17,68.00,67.13
67.44,67.52,67.79,67.24
67.99,67.34,68.02,67.34
68.39,67.90,68.39,67.30
67.86,68.24,68.80,67.82
68.17,68.05,68.23,67.61
68.04,67.79,68.04,67.79
68.50,69.00,69.42,67.90
69.02,69.11,69.61,68.80
69.40,69.71,69.86,69.40
70.00,69.40,70.00,68.92
68.75,69.25,69.34,68.75
68.94,70.21,70.21,68.94
70.08,70.07,70.08,69.31
70.09,70.54,70.74,70.09
70.74,71.39,72.21,70.73
71.13,70.61,71.19,69.82
70.40,70.34,70.48,70.25
70.12,70.26,70.60,70.12
70.60,70.34,70.60,69.75
70.59,69.17,70.59,68.82
69.69,69.43,69.95,69.43
69.08,68.68,69.08,68.48
69.42,69.64,70.00,68.85
69.13,69.28,69.33,68.68
69.74,70.00,70.00,69.74
70.00,68.55,70.00,68.26
68.65,68.44,68.65,67.63
68.78,68.78,68.78,68.78
69.00,68.47,69.00,68.47
67.97,68.86,69.68,67.97
69.74,69.37,69.83,69.17
69.40,66.77,69.40,66.77
66.39,65.63,67.27,65.54
65.66,66.31,67.06,65.66
66.19,66.89,66.89,66.11
66.57,66.23,66.89,65.98
65.73,65.69,65.87,65.35
65.56,65.41,65.60,65.01
65.05,65.60,65.98,65.05
65.89,66.17,66.50,65.89
65.97,66.03,66.89,65.94
65.90,66.40,66.45,65.69
65.26,64.16,65.26,64.16
63.25,65.77,65.77,63.25
64.01,64.07,64.38,63.51
64.67,63.86,64.67,63.86
63.26,65.36,65.98,63.26
65.40,65.35,65.81,65.22
66.32,65.50,66.32,65.44
66.59,65.90,66.59,65.51
65.91,66.99,67.10,65.22
67.02,68.00,68.00,67.02
67.97,67.51,67.97,67.43
66.82,65.70,66.82,65.70
65.61,66.25,66.25,65.61
66.01,66.57,66.57,66.01
65.77,64.33,66.35,64.30
63.68,65.81,65.81,63.68
65.12,65.09,65.12,65.09
65.66,64.56,65.66,64.56
64.72,65.43,65.68,64.72
64.40,64.40,64.40,64.40
64.25,64.78,64.78,64.25
65.16,65.67,65.88,65.16
64.00,62.43,64.00,61.84
62.14,61.45,62.59,61.39
61.30,61.29,61.89,60.79
61.32,60.63,61.93,60.63
60.01,60.27,60.63,60.00
60.97,61.82,62.05,60.97
61.38,61.45,61.54,61.23
62.51,61.81,62.51,61.53
60.56,60.76,60.83,60.56
60.93,60.82,61.18,60.75
60.81,60.34,60.84,60.12
59.93,59.42,59.95,58.93
59.94,59.62,60.38,59.61
58.54,57.77,58.54,57.20
57.51,56.92,57.63,56.82
56.65,56.59,57.25,55.73
56.89,55.83,56.89,55.83
55.76,54.47,56.36,54.47
54.42,55.49,56.16,54.41
56.48,58.14,58.60,56.48
58.11,58.93,59.51,58.03
60.83,62.47,63.99,60.52
65.98,64.29,65.98,63.09
64.05,62.80,64.05,62.29
63.23,62.10,63.23,61.86
61.98,62.45,62.79,61.96
62.77,62.26,62.77,62.25
62.48,62.50,62.89,62.37
62.49,61.23,62.49,61.23
61.32,61.67,62.04,61.32
61.25,59.97,61.25,59.23
59.00,60.51,60.51,59.00
60.55,60.90,61.01,60.49
60.20,59.96,60.20,59.87
60.10,60.89,61.16,60.10
59.88,59.60,60.14,59.38
59.50,58.58,59.50,58.04
58.31,58.67,59.41,58.31
58.92,58.73,59.18,58.31
58.71,59.10,59.10,58.33
