TCCO,Technical Communications Corporation - Common Stock,NASDAQ
7.30,7.40,7.84,7.23
7.11,7.79,7.79,7.11
7.50,7.53,7.74,7.50
7.74,7.74,7.74,7.71
7.74,7.69,7.74,7.63
7.75,7.72,7.75,7.72
7.26,7.59,7.59,7.22
7.25,7.60,7.60,7.25
7.65,7.65,7.65,7.29
7.53,7.53,7.53,7.53
7.36,7.46,7.54,7.35
7.54,7.42,7.64,7.36
7.52,7.47,7.52,7.31
7.35,7.45,7.50,7.25
7.36,7.41,7.64,7.22
7.26,7.40,7.45,7.07
7.37,7.35,7.47,7.25
7.33,7.29,7.41,7.25
7.30,7.47,7.49,7.30
7.47,7.59,7.59,7.47
7.54,7.43,7.62,7.40
7.39,7.57,7.64,7.39
7.59,7.77,7.82,7.30
7.77,7.80,7.80,7.51
7.84,7.50,7.84,7.48
7.60,7.80,7.80,7.50
7.81,7.81,7.82,7.81
7.77,7.65,7.85,7.65
7.54,7.84,7.90,7.54
7.52,7.82,7.89,7.52
7.77,7.89,7.90,7.60
7.89,7.86,7.89,7.77
7.60,7.89,7.89,7.50
7.65,7.31,7.65,7.25
7.83,7.68,7.83,7.45
7.67,7.71,7.71,7.31
7.30,7.00,7.30,6.00
6.93,6.61,6.93,6.39
6.90,6.90,6.90,6.50
6.89,6.89,6.89,6.89
6.81,6.55,6.92,6.55
6.90,6.90,6.90,6.90
6.88,6.90,6.90,6.88
6.90,6.85,6.90,6.85
6.84,6.60,6.85,6.60
6.60,6.60,6.60,6.60
6.52,6.51,6.52,6.51
6.26,6.63,6.82,6.25
6.45,6.46,6.80,6.44
6.74,6.76,6.76,6.74
6.80,6.80,6.80,6.51
6.72,6.45,6.72,6.27
6.45,6.78,6.80,6.45
6.76,6.58,6.76,6.50
6.77,6.77,6.77,6.77
6.49,6.49,6.49,6.49
6.49,6.50,6.68,6.49
6.58,6.69,6.69,6.58
6.60,6.69,6.69,6.49
6.49,6.69,6.69,6.49
6.74,6.61,6.85,6.59
6.53,6.51,6.77,6.51
6.60,6.50,6.60,6.49
6.49,6.75,6.75,6.49
6.49,6.67,6.68,6.49
6.49,6.50,6.60,6.49
6.49,6.69,6.69,6.49
6.59,6.75,6.75,6.53
6.63,6.63,6.63,6.63
6.60,6.79,6.79,6.50
6.85,6.69,6.87,6.69
6.69,6.70,6.81,6.60
6.75,6.75,6.75,6.73
6.80,6.70,6.80,6.70
6.67,6.75,6.75,6.62
6.70,6.62,6.70,6.62
6.60,6.63,6.65,6.49
6.75,6.75,6.75,6.75
6.79,6.79,6.90,6.79
6.75,6.82,6.82,6.70
6.73,6.69,6.73,6.69
6.70,6.70,6.70,6.70
6.72,6.78,6.78,6.72
6.70,6.66,6.70,6.58
6.80,6.73,6.80,6.65
6.71,6.70,6.72,6.65
6.72,6.75,6.75,6.65
6.90,6.91,6.94,6.56
6.55,6.55,6.59,6.55
6.73,6.54,6.73,6.53
6.60,6.80,6.80,6.60
6.91,6.80,6.94,6.80
6.85,6.85,6.85,6.85
6.78,6.65,6.78,6.61
6.65,6.65,6.65,6.65
6.57,6.55,6.84,6.55
6.93,6.85,6.93,6.75
6.75,6.94,6.94,6.65
6.95,6.95,6.95,6.95
6.90,6.83,7.00,6.83
6.94,6.94,6.94,6.94
6.80,8.49,8.49,6.80
8.88,8.48,9.29,8.30
8.54,8.30,8.54,7.70
8.20,8.15,8.49,7.91
8.01,9.15,9.97,8.00
9.05,8.30,9.30,8.18
7.73,7.10,8.57,6.92
7.09,7.36,7.40,7.06
7.16,7.10,7.76,7.02
7.12,7.12,7.12,7.10
7.84,7.13,7.84,7.07
7.11,7.31,7.67,7.10
7.10,7.10,7.10,7.10
7.13,7.31,7.44,7.13
7.40,7.41,7.99,7.22
7.31,7.55,7.55,7.25
7.39,7.33,7.47,7.25
7.53,7.53,7.53,7.30
7.49,7.89,8.45,7.09
8.18,7.88,8.18,7.60
7.75,7.50,7.90,7.50
7.51,7.78,7.78,7.31
7.68,7.76,7.78,7.40
7.60,7.65,7.65,7.60
7.95,7.80,7.95,7.70
7.75,8.20,8.25,7.75
8.06,7.75,8.89,7.75
8.00,8.24,8.24,7.97
8.03,8.25,8.25,7.71
8.01,8.16,8.25,7.76
8.11,8.16,8.75,7.80
8.00,8.15,8.80,7.89
8.50,7.98,8.50,7.65
7.82,7.61,8.00,7.61
8.04,7.84,8.04,7.60
7.91,7.89,7.91,7.89
7.89,7.89,7.89,7.89
8.04,7.75,8.04,7.50
7.73,7.67,8.04,7.60
7.69,7.71,7.99,7.60
7.89,7.62,7.89,7.62
7.65,7.67,7.77,7.63
8.03,7.98,8.03,7.98
7.86,7.96,7.96,7.86
7.90,7.90,7.90,7.90
7.60,7.77,7.87,7.60
7.70,7.67,7.70,7.67
7.77,7.77,8.03,7.74
7.84,7.62,8.03,7.62
7.88,7.88,7.88,7.88
7.93,7.88,7.93,7.56
7.93,7.90,7.93,7.90
7.51,7.51,7.51,7.51
7.90,7.52,7.90,7.02
7.81,7.35,7.81,7.27
7.55,7.30,7.55,7.25
7.36,7.56,7.82,7.35
7.60,7.45,7.60,7.38
7.61,7.70,7.84,7.51
7.77,7.89,8.01,7.32
7.94,7.63,8.39,7.63
7.64,7.85,7.96,7.45
7.80,7.65,7.80,7.33
7.52,7.50,7.61,6.94
7.42,7.42,7.42,7.42
7.30,7.30,7.30,7.11
7.19,7.61,7.61,7.12
7.56,7.50,7.56,7.30
7.20,7.50,7.50,7.20
7.13,6.90,7.45,6.43
6.75,6.85,7.00,6.74
6.85,7.20,7.48,6.85
7.07,7.20,7.25,7.04
7.17,7.00,7.17,7.00
6.85,7.10,7.19,6.85
7.15,7.15,7.19,7.13
7.00,7.00,7.00,7.00
7.15,7.00,7.15,7.00
7.15,6.99,7.15,6.88
6.90,6.71,6.99,6.65
6.80,6.75,6.97,6.72
6.65,6.60,6.66,6.60
6.60,6.48,6.70,6.47
6.96,6.96,6.96,6.96
6.75,6.54,6.75,6.54
6.99,6.88,6.99,6.88
6.80,6.82,6.97,6.50
6.65,6.70,6.89,6.65
6.49,6.51,6.51,6.47
6.45,6.41,6.46,6.40
6.60,6.42,6.60,6.42
6.50,6.63,6.63,6.50
6.63,6.63,6.63,6.63
6.41,6.49,6.59,6.40
6.63,6.63,6.63,6.63
6.44,6.39,6.46,6.39
6.59,6.57,6.59,6.54
6.46,6.40,6.46,6.40
6.40,6.44,6.44,6.40
6.63,6.61,6.63,6.57
6.61,6.50,6.63,6.50
6.63,6.63,6.63,6.63
6.35,6.60,6.60,6.35
6.42,6.63,6.63,6.40
6.44,6.64,6.64,6.44
6.64,6.64,6.64,6.64
6.31,6.40,6.45,6.31
6.63,6.47,6.63,6.40
6.48,6.40,6.48,6.40
6.25,6.49,6.50,6.25
6.63,6.63,6.63,6.63
6.63,6.63,6.63,6.63
6.28,6.30,6.50,6.09
6.45,6.16,6.45,6.10
6.20,6.20,6.20,6.20
6.10,5.90,6.11,5.76
6.00,5.75,6.00,5.75
5.99,5.97,5.99,5.97
6.07,6.07,6.07,6.07
6.07,6.07,6.07,6.07
5.75,5.92,6.05,5.25
5.80,5.72,5.91,5.58
5.71,5.97,5.97,5.71
5.54,5.94,5.94,5.45
5.74,4.88,5.74,4.63
4.89,4.67,5.00,4.67
4.60,4.88,4.88,4.60
4.74,4.60,4.74,4.60
4.49,4.40,4.69,4.30
4.55,4.55,4.55,4.55
4.45,4.54,4.55,4.40
4.44,4.54,4.54,4.44
4.40,4.50,4.50,4.40
4.40,4.46,4.47,4.40
4.40,4.40,4.45,4.39
4.35,4.25,4.35,4.19
4.32,4.25,4.32,4.25
4.27,4.29,4.29,4.27
4.23,4.20,4.23,4.19
4.22,4.21,4.22,4.21
4.21,4.20,4.22,4.19
4.19,4.23,4.23,4.19
4.20,4.22,4.22,4.20
4.23,4.35,4.35,4.23
4.35,4.45,4.59,4.35
4.97,4.97,4.97,4.35
4.55,4.90,4.90,4.55
4.50,4.65,4.85,4.39
4.51,4.63,4.95,4.47
4.67,4.53,4.67,4.44
4.40,4.61,4.61,4.35
4.33,4.70,4.70,4.33
4.40,4.67,4.67,4.40
4.49,4.59,4.63,4.45
4.70,4.49,4.70,4.48
4.48,4.65,4.65,4.48
4.50,4.65,4.65,4.50
4.45,4.62,4.65,4.43
4.62,4.62,4.62,4.62
4.43,4.43,4.45,4.43
4.59,4.27,4.59,4.17
4.51,4.52,4.52,4.26
4.52,4.52,4.52,4.52
4.28,4.19,4.28,4.08
4.09,4.08,4.24,4.02
4.10,4.07,4.20,4.06
4.09,4.00,4.09,4.00
4.10,4.08,4.10,3.95
4.00,4.19,4.19,4.00
4.17,3.98,4.19,3.98
4.00,4.14,4.14,3.95
4.01,4.14,4.14,3.98
3.98,4.13,4.14,3.95
4.14,4.08,4.14,3.94
4.01,3.96,4.10,3.95
4.09,4.08,4.09,3.92
3.99,3.91,4.00,3.91
3.91,3.89,3.95,3.85
3.87,3.95,4.02,3.85
3.82,3.83,4.01,3.82
3.84,3.97,3.97,3.84
3.95,3.97,3.97,3.81
3.95,3.75,3.95,3.75
3.76,3.89,3.92,3.75
3.76,3.72,3.90,3.71
3.70,3.66,3.70,3.66
3.75,3.88,3.96,3.70
3.93,3.85,3.93,3.70
3.91,3.88,3.91,3.75
3.91,3.83,3.91,3.83
3.92,3.91,3.92,3.75
3.75,3.76,3.88,3.75
3.77,3.81,3.91,3.77
3.82,3.85,4.06,3.82
3.98,3.90,3.98,3.90
3.96,3.96,3.96,3.96
3.96,3.96,3.96,3.96
3.98,3.98,3.98,3.87
3.94,3.85,3.95,3.77
3.97,3.90,3.97,3.81
3.95,3.91,3.96,3.86
3.96,3.93,3.96,3.86
3.88,4.85,4.96,3.88
4.99,5.71,6.43,4.85
5.69,5.37,5.70,5.01
5.78,4.84,5.78,4.84
4.75,4.66,4.75,4.42
4.55,4.47,4.65,4.36
4.59,4.54,4.59,4.31
4.45,4.67,4.70,4.45
4.45,4.44,4.82,4.35
4.38,4.33,4.49,4.28
4.34,4.64,4.64,4.34
4.72,4.46,4.74,4.37
4.59,4.31,4.59,4.25
4.47,4.44,4.56,4.36
4.55,4.56,4.56,4.33
4.39,4.25,4.58,4.25
4.14,4.28,4.30,4.12
4.19,4.28,4.43,4.08
4.41,4.40,4.41,4.11
4.11,4.24,4.32,4.10
4.31,4.09,4.31,3.95
4.24,3.98,4.24,3.92
4.10,4.05,4.23,3.92
3.91,4.11,4.18,3.86
3.92,3.92,4.16,3.92
4.12,3.92,4.12,3.82
4.09,3.78,4.09,3.75
4.03,3.88,4.03,3.75
3.71,3.97,3.99,3.71
3.89,3.99,4.00,3.89
3.90,4.00,4.00,3.78
3.95,3.98,4.00,3.80
4.00,4.00,4.00,4.00
3.85,3.85,4.01,3.84
3.98,3.96,3.99,3.81
3.86,3.85,3.98,3.84
3.85,3.88,3.96,3.85
3.95,4.04,4.34,3.94
4.49,4.05,4.49,4.00
4.20,4.24,4.45,3.85
4.37,4.24,4.37,4.07
4.47,4.36,4.47,4.08
4.36,4.36,4.36,4.36
4.07,4.09,4.34,4.05
4.37,4.06,4.37,4.05
4.40,4.08,4.40,4.06
4.38,4.12,4.38,3.95
4.39,3.81,4.39,3.71
3.96,3.80,4.05,3.80
3.97,3.83,3.97,3.80
3.90,3.90,3.90,3.90
3.89,3.97,3.97,3.83
3.97,3.97,3.97,3.97
3.82,3.93,3.94,3.78
3.93,3.93,3.93,3.93
3.89,3.91,3.91,3.83
3.83,3.83,3.84,3.80
3.90,4.13,4.22,3.80
4.06,4.06,4.06,3.85
3.96,3.96,3.96,3.96
4.04,4.04,4.04,4.04
4.03,4.11,4.13,3.98
4.07,3.92,4.15,3.75
4.03,4.01,4.03,3.94
4.62,6.13,6.51,4.62
6.39,5.37,6.48,5.20
5.22,5.17,5.30,5.06
5.06,4.99,5.50,4.99
4.80,4.75,4.85,4.65
4.82,4.88,4.96,4.80
5.04,4.76,5.04,4.75
4.79,4.73,4.89,4.70
4.74,4.71,4.84,4.70
4.75,5.31,5.42,4.75
5.33,5.38,5.41,5.10
5.40,5.41,6.05,5.25
5.43,5.29,5.91,5.20
5.25,4.99,5.71,4.81
5.09,5.00,5.42,4.90
4.94,4.96,5.00,4.94
5.00,4.68,5.00,4.52
5.00,4.70,5.00,4.70
4.79,4.70,4.95,4.59
4.68,4.71,4.80,4.62
4.69,4.77,4.79,4.69
4.77,4.66,4.77,4.65
4.82,4.72,4.82,4.60
4.64,4.79,4.81,4.62
4.85,4.75,4.85,4.75
4.75,4.61,4.75,4.56
4.72,4.76,4.76,4.57
4.60,4.75,4.75,4.60
4.73,4.57,4.73,4.57
4.70,4.35,4.73,4.32
4.35,4.30,4.48,4.25
4.31,4.47,4.52,4.30
4.55,4.47,4.55,4.33
4.53,4.53,4.53,4.53
4.31,4.44,4.44,4.12
4.46,4.30,4.53,4.12
4.15,4.49,4.52,4.15
4.54,4.42,4.54,4.27
4.35,4.44,4.44,4.31
4.31,4.30,4.50,4.26
4.20,4.25,4.25,4.20
4.44,4.37,4.44,4.20
4.44,4.37,4.44,4.19
4.25,4.34,4.43,4.24
4.25,4.42,4.42,4.25
4.00,4.39,4.39,4.00
4.25,4.19,4.30,4.07
4.12,4.39,4.39,4.11
4.39,4.39,4.39,4.39
4.25,4.32,4.32,4.15
4.16,4.31,4.31,4.14
4.17,4.15,4.31,4.11
4.31,4.21,4.31,4.21
4.28,4.27,4.29,4.17
4.12,4.14,4.26,4.10
4.21,4.28,4.30,4.08
4.31,4.24,4.31,4.10
4.27,4.27,4.27,4.27
4.24,4.24,4.24,4.24
4.24,4.23,4.25,4.10
4.24,4.16,4.24,4.15
4.23,4.22,4.23,4.13
4.10,4.19,4.23,4.09
4.19,4.17,4.19,4.17
4.15,4.10,4.15,4.10
4.09,4.15,4.15,4.09
4.12,4.11,4.15,4.09
4.10,4.14,4.14,4.10
4.09,4.15,4.17,4.09
4.12,4.10,4.12,4.10
4.09,4.14,4.15,4.01
4.17,4.17,4.17,4.17
4.07,4.21,4.21,4.06
4.25,4.24,4.25,4.18
4.24,4.24,4.24,4.24
4.26,4.25,4.26,4.25
4.19,4.24,4.24,4.19
4.13,4.22,4.22,4.11
4.25,4.10,4.25,4.10
4.11,4.10,4.25,4.10
4.03,4.24,4.24,4.03
4.11,4.24,4.24,4.10
4.05,4.16,4.16,4.01
4.14,4.16,4.16,4.07
4.15,4.06,4.24,4.05
4.24,4.06,4.24,4.06
4.24,4.43,4.49,4.24
4.35,4.43,4.48,4.16
4.20,4.37,4.37,4.20
4.16,4.29,4.29,4.14
4.14,4.33,4.34,4.14
4.15,4.15,4.15,4.15
4.10,4.32,4.32,4.10
4.17,4.28,4.30,4.08
4.17,4.15,4.17,4.08
4.09,4.18,4.18,4.09
4.10,4.17,4.19,4.10
4.16,4.19,4.20,4.05
4.10,4.04,4.17,4.04
4.05,4.16,4.16,4.05
4.18,4.07,4.18,4.07
4.04,4.05,4.05,4.03
4.05,4.06,4.15,4.05
4.10,4.13,4.13,4.10
4.10,4.13,4.13,4.10
4.06,4.10,4.10,3.91
4.05,4.05,4.05,4.05
4.04,4.12,4.12,3.91
3.91,3.65,3.91,3.51
3.63,3.59,3.80,3.53
3.58,3.55,3.61,3.53
3.55,3.61,3.62,3.55
3.62,3.59,3.62,3.59
3.61,3.55,3.61,3.55
3.62,3.62,3.62,3.61
3.62,3.62,3.62,3.62
3.65,3.65,3.70,3.64
3.65,3.82,3.82,3.65
3.82,3.82,3.82,3.82
3.71,3.77,3.78,3.71
3.66,3.76,3.77,3.66
3.80,3.73,3.80,3.68
3.80,3.77,3.80,3.77
3.77,3.77,3.77,3.77
3.60,3.77,3.80,3.38
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.68,3.81,3.81,3.68
3.68,3.79,3.79,3.68
3.69,3.69,3.81,3.69
3.79,3.78,3.79,3.72
3.74,3.78,3.79,3.68
3.80,3.80,3.80,3.80
3.72,3.73,3.81,3.72
3.69,3.69,3.69,3.69
3.65,3.76,3.77,3.53
3.76,3.76,3.76,3.76
3.53,3.50,3.74,3.44
3.70,3.55,3.70,3.55
3.67,3.65,3.67,3.59
3.66,3.68,3.68,3.66
3.62,3.71,3.71,3.62
3.71,3.71,3.71,3.71
3.67,3.68,3.68,3.66
3.63,3.67,3.68,3.48
3.40,3.63,3.63,3.40
3.52,3.60,3.60,3.49
3.66,3.66,3.66,3.42
3.47,3.53,3.67,3.42
3.64,3.64,3.64,3.64
3.64,3.64,3.64,3.64
3.39,3.63,3.63,3.39
3.50,3.60,3.60,3.49
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.40,3.59,3.59,3.40
3.59,3.59,3.59,3.59
3.59,3.59,3.59,3.59
3.43,3.59,3.60,3.39
3.59,3.59,3.59,3.59
3.59,3.59,3.59,3.59
3.59,3.59,3.59,3.59
3.39,3.43,3.55,3.39
3.50,3.40,3.50,3.40
3.57,3.57,3.57,3.57
3.57,3.57,3.57,3.57
3.57,3.57,3.57,3.57
3.57,3.57,3.57,3.57
3.41,3.59,3.59,3.41
3.40,3.18,3.40,3.18
3.18,3.18,3.18,3.18
3.13,3.13,3.13,3.08
3.06,3.08,3.10,3.06
3.35,3.14,3.35,3.11
3.29,3.07,3.29,3.07
3.07,3.25,3.25,3.07
3.25,3.25,3.25,3.25
3.13,3.26,3.26,3.13
3.10,3.25,3.25,3.07
3.20,3.20,3.20,3.06
3.20,3.20,3.20,3.20
3.24,3.26,3.26,3.08
3.07,3.27,3.27,3.07
3.27,3.27,3.27,3.27
3.11,3.10,3.11,3.10
3.15,3.14,3.26,3.13
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.12,3.08,3.25,3.06
3.06,3.07,3.21,3.06
3.06,3.19,3.19,3.06
3.06,3.05,3.07,3.05
2.76,2.82,2.99,2.76
2.77,2.88,2.91,2.40
3.06,2.67,3.06,2.67
2.67,2.96,2.98,2.65
2.85,2.85,2.91,2.66
2.91,2.75,2.91,2.75
2.64,2.90,2.90,2.64
2.66,2.85,2.85,2.66
2.85,2.85,2.85,2.85
2.91,2.72,2.91,2.72
2.68,2.87,2.87,2.68
2.86,2.86,2.86,2.86
2.66,2.85,2.85,2.66
2.86,2.86,2.86,2.69
2.67,2.88,2.88,2.67
2.70,2.87,2.87,2.68
2.68,2.89,2.89,2.68
2.68,2.67,2.90,2.67
2.66,2.66,2.85,2.66
2.81,2.74,2.81,2.70
2.67,2.67,2.80,2.66
2.77,2.74,2.77,2.73
2.74,2.74,2.74,2.74
2.67,2.74,2.74,2.66
2.73,2.79,2.79,2.73
2.79,2.79,2.79,2.79
2.77,2.70,2.91,2.70
2.90,2.88,2.90,2.85
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.70,2.89,2.89,2.70
2.89,2.76,2.98,2.75
2.80,2.85,2.85,2.80
2.75,2.94,2.95,2.70
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.98,2.97,2.98,2.97
2.97,2.97,2.97,2.97
3.00,2.99,3.00,2.87
2.99,2.99,2.99,2.99
3.89,3.72,3.90,3.55
3.55,3.76,3.76,3.55
3.88,3.85,3.88,3.76
3.76,3.76,3.76,3.76
3.41,3.65,3.65,3.41
3.65,3.65,3.65,3.65
3.30,3.24,3.30,2.97
3.23,3.25,3.25,3.11
3.20,3.24,3.40,3.15
3.41,3.25,3.41,3.25
3.17,3.25,3.25,3.17
3.25,3.22,3.25,3.22
3.25,3.66,3.90,3.25
3.69,4.20,4.49,3.60
4.28,4.22,4.50,3.78
4.00,3.30,4.00,3.25
3.25,3.29,3.74,3.16
3.14,3.20,3.30,3.11
3.70,3.20,3.70,3.06
3.40,2.86,3.40,2.71
2.78,2.67,2.87,2.66
2.61,3.15,3.15,2.51
3.19,2.98,3.19,2.98
2.85,2.96,3.12,2.85
3.12,2.95,3.12,2.95
2.85,3.08,3.08,2.80
3.08,2.94,3.08,2.89
2.90,2.99,3.01,2.90
3.03,3.00,3.03,2.90
2.96,2.93,2.96,2.77
2.85,2.85,2.90,2.82
2.84,2.98,2.98,2.81
2.97,3.03,3.03,2.97
3.03,3.10,3.17,2.95
3.11,3.11,3.11,3.11
3.12,3.12,3.12,3.12
2.98,2.97,2.98,2.85
2.90,2.96,3.05,2.88
3.05,3.01,3.05,2.88
3.02,2.90,3.02,2.90
3.02,2.91,3.02,2.90
2.91,2.93,2.99,2.90
3.02,3.05,3.08,2.89
3.05,3.05,3.05,3.05
2.89,3.01,3.01,2.89
3.01,3.01,3.01,3.01
2.89,3.01,3.01,2.89
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
2.90,3.00,3.00,2.89
2.90,2.90,2.90,2.90
2.95,2.89,2.95,2.89
2.90,2.92,2.92,2.89
2.92,2.89,2.92,2.89
2.89,2.90,2.90,2.69
2.55,2.86,2.86,2.55
2.64,2.90,2.90,2.56
2.90,2.90,2.90,2.90
2.75,2.75,2.76,2.51
2.77,2.77,2.78,2.77
2.69,2.69,2.69,2.51
2.69,2.69,2.69,2.69
2.69,2.67,2.69,2.52
2.60,2.60,2.60,2.60
2.58,2.56,2.59,2.56
2.60,2.58,2.70,2.41
2.69,2.69,2.69,2.69
2.68,2.58,2.68,2.43
2.60,2.67,2.67,2.59
2.61,2.67,2.67,2.60
2.62,2.62,2.62,2.62
2.50,2.61,2.66,2.50
2.66,2.97,2.97,2.65
3.00,2.94,3.00,2.69
2.92,2.95,2.95,2.92
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.61,2.81,2.87,2.61
2.87,2.87,2.87,2.87
2.88,2.88,2.88,2.88
2.66,2.70,2.87,2.62
2.65,2.90,2.90,2.65
2.90,2.94,2.94,2.67
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.65,2.80,2.80,2.65
2.80,2.80,2.80,2.80
2.79,2.79,2.79,2.79
2.79,2.65,2.79,2.61
2.77,2.77,2.77,2.77
2.62,2.77,2.77,2.62
2.61,2.78,2.78,2.61
2.62,2.76,2.76,2.62
2.64,2.78,2.78,2.62
2.78,2.78,2.78,2.78
2.78,2.78,2.78,2.78
2.78,2.78,2.78,2.78
2.78,2.78,2.78,2.78
2.78,2.78,2.78,2.78
2.78,2.78,2.78,2.78
2.70,2.77,2.77,2.70
2.61,2.50,2.78,2.40
2.50,2.66,2.78,2.36
2.50,2.74,2.76,2.50
2.74,2.74,2.74,2.74
2.66,2.66,2.66,2.66
2.57,2.56,2.57,2.56
2.72,2.72,2.72,2.72
2.72,2.72,2.72,2.72
2.72,2.72,2.72,2.72
2.75,2.75,2.75,2.56
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.56,2.72,2.72,2.56
2.59,2.59,2.59,2.58
2.51,2.70,2.70,2.51
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.55,2.67,2.75,2.55
2.61,2.60,2.61,2.60
2.56,2.51,2.60,2.51
2.51,2.51,2.51,2.51
2.50,2.52,2.52,2.50
2.53,2.66,2.66,2.50
2.51,2.66,2.66,2.45
2.76,2.75,2.76,2.46
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.53,2.69,2.70,2.52
2.69,2.69,2.69,2.69
2.56,2.67,2.67,2.52
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.54,2.67,2.75,2.54
2.58,2.62,2.62,2.58
2.72,2.70,2.73,2.68
2.71,2.70,2.75,2.70
2.55,2.69,2.69,2.53
2.73,2.73,2.73,2.73
2.64,2.70,2.70,2.61
2.74,2.46,2.74,2.45
2.50,2.66,2.66,2.46
2.66,2.66,2.66,2.66
2.66,2.66,2.66,2.66
2.58,2.57,2.60,2.54
2.59,2.59,2.59,2.59
2.59,2.59,2.59,2.59
2.52,2.51,2.59,2.46
2.60,2.60,2.60,2.60
2.46,2.45,2.53,2.45
2.45,2.53,2.53,2.45
2.47,2.59,2.59,2.47
2.52,2.55,2.55,2.50
2.46,2.53,2.53,2.45
2.55,2.89,2.94,2.50
2.81,2.71,2.89,2.64
2.47,2.79,2.79,2.47
2.70,2.73,2.73,2.70
2.75,2.80,2.80,2.61
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.73,2.98,2.98,2.66
2.80,2.89,3.15,2.71
4.40,5.15,7.75,4.40
5.25,3.91,5.39,3.67
3.92,3.69,3.92,3.50
3.90,3.72,3.90,3.44
3.82,3.68,3.82,3.43
3.45,3.33,3.70,3.28
3.28,3.57,3.70,3.10
3.36,3.30,3.59,3.21
3.20,3.62,3.75,3.12
3.56,3.30,3.56,3.21
3.32,3.27,3.50,3.21
3.30,3.55,3.60,3.23
3.44,3.50,3.74,3.20
3.48,3.30,3.48,3.24
2.95,2.79,2.96,2.50
2.81,2.62,2.82,2.56
2.62,2.65,2.80,2.54
2.66,2.58,2.78,2.58
2.57,2.60,2.70,2.56
2.63,2.45,2.63,2.36
2.46,2.53,2.60,2.45
2.44,2.65,2.66,2.40
2.63,2.61,2.65,2.49
2.52,2.62,2.66,2.50
2.49,2.51,2.64,2.49
2.49,2.63,2.63,2.46
2.60,2.49,2.63,2.49
2.50,2.50,2.50,2.43
2.46,2.41,2.46,2.40
2.41,2.39,2.46,2.37
2.43,2.48,2.50,2.40
2.50,2.36,2.65,2.35
2.37,2.36,2.60,2.35
2.36,2.45,2.48,2.36
2.43,2.42,2.60,2.42
2.45,2.44,2.45,2.30
2.44,2.43,2.47,2.26
2.36,2.46,2.46,2.35
2.41,2.61,2.61,2.40
2.56,2.54,2.67,2.43
2.55,2.54,2.55,2.45
2.60,2.58,2.60,2.45
2.53,2.53,2.53,2.47
2.55,2.60,2.62,2.46
2.50,2.59,2.60,2.44
2.60,2.54,2.64,2.48
2.54,2.74,3.08,2.54
2.77,2.59,2.78,2.50
2.52,2.65,2.79,2.44
2.49,2.65,2.65,2.46
2.65,2.60,2.74,2.57
2.60,2.47,2.65,2.46
2.46,2.33,2.48,2.30
2.34,2.34,2.42,2.32
2.36,2.32,2.39,2.10
2.30,2.31,2.38,2.30
2.31,2.20,2.33,2.17
2.17,2.23,2.36,2.11
2.25,2.27,2.30,2.18
2.28,2.29,2.33,2.24
2.30,2.50,2.50,2.25
2.35,2.35,2.42,2.20
3.50,2.85,4.25,2.78
2.70,2.55,2.85,2.35
2.55,2.55,2.65,2.40
2.50,2.40,2.50,2.40
2.40,2.50,2.55,2.40
2.44,2.35,2.44,2.30
2.50,2.30,2.50,2.25
2.30,2.30,2.40,2.30
2.35,2.35,2.43,2.31
2.35,2.35,2.40,2.35
2.35,2.30,2.40,2.30
2.60,2.95,3.35,2.49
2.50,2.50,2.70,2.35
2.50,2.40,2.60,2.35
2.40,2.35,2.50,2.35
2.30,2.50,2.59,2.30
2.50,2.40,2.60,2.40
2.50,2.60,2.60,2.45
2.58,2.50,2.65,2.40
2.40,2.45,2.55,2.40
2.45,2.70,2.95,2.45
2.60,2.65,2.75,2.55
2.65,2.75,2.80,2.40
2.75,2.55,2.80,2.45
2.65,2.95,3.35,2.65
2.95,2.85,2.95,2.70
2.65,2.76,2.80,2.65
2.84,2.70,2.95,2.70
2.80,2.68,2.80,2.65
2.67,2.70,2.71,2.60
2.60,2.70,2.75,2.60
2.65,2.55,2.67,2.55
2.70,2.55,2.80,2.50
