SWK,Stanley Black & Decker,NASDAQ
77.52,76.00,77.74,75.55
75.27,75.05,75.90,73.77
76.00,76.46,76.67,75.90
77.11,76.83,77.40,76.62
77.53,78.12,78.40,77.44
77.96,77.30,78.07,77.09
77.91,78.35,78.80,77.77
78.23,77.78,78.89,77.51
77.50,77.91,78.18,77.01
78.72,79.07,79.15,78.18
79.66,79.31,79.81,79.14
79.87,80.58,81.06,79.87
80.49,79.96,80.95,79.53
81.23,81.53,81.75,80.91
81.34,82.30,82.35,81.12
82.40,82.20,82.62,81.97
82.12,81.51,82.44,81.12
81.85,80.98,81.97,80.83
81.01,81.79,82.14,81.01
81.87,83.12,83.13,81.50
83.20,83.46,83.80,82.99
83.59,83.89,84.23,83.26
84.07,82.51,84.25,82.23
81.94,82.51,82.75,81.26
83.75,84.02,84.74,83.10
83.78,84.06,84.37,82.98
84.09,83.81,84.39,83.44
83.86,84.62,85.12,83.65
85.22,86.98,87.13,84.99
86.50,87.62,87.68,86.11
87.25,86.88,87.85,86.72
86.75,85.70,86.99,85.46
85.34,85.77,85.86,84.79
85.05,85.58,86.38,85.05
85.59,85.60,85.84,84.95
85.36,88.19,88.66,85.24
88.30,88.81,89.43,87.79
89.03,87.97,89.50,87.57
87.00,86.92,87.15,86.07
86.61,86.80,87.45,86.40
86.81,86.18,86.91,85.78
86.19,86.75,87.11,85.99
86.69,86.45,87.50,86.20
86.66,87.63,87.89,86.66
87.70,87.60,87.97,87.05
87.42,86.80,87.64,86.62
85.80,84.59,85.87,84.35
84.71,85.18,85.33,84.33
85.00,85.85,86.71,84.78
86.17,85.26,86.18,85.01
86.46,86.22,87.18,85.61
85.56,86.10,86.57,85.51
86.02,86.66,86.93,85.88
87.09,87.27,88.36,85.90
87.64,88.13,88.54,87.61
88.75,89.42,89.55,88.45
89.44,89.46,89.86,88.98
89.59,89.24,89.80,88.90
89.49,89.26,89.74,88.69
90.35,89.66,90.56,89.61
89.66,89.65,90.05,89.37
89.86,91.49,91.61,89.07
91.74,91.50,92.36,91.44
91.21,90.13,91.85,89.96
90.01,89.07,90.01,88.35
89.03,89.59,90.36,89.03
90.18,89.77,90.36,89.40
89.99,90.51,90.72,89.76
90.00,90.59,90.85,89.83
89.69,90.57,90.76,89.69
91.23,92.36,92.76,91.11
91.79,91.31,92.18,90.93
90.97,90.86,91.39,89.94
91.00,91.14,91.54,90.90
90.45,90.03,90.90,89.97
89.90,88.88,90.47,88.65
89.16,88.40,89.22,87.95
89.33,90.25,90.25,89.11
90.15,91.30,91.50,90.06
90.54,91.58,91.60,90.00
91.26,89.51,91.60,89.22
79.63,76.75,79.94,75.42
76.12,74.37,76.60,74.13
74.93,77.16,77.43,74.42
77.16,77.49,77.81,77.06
77.49,77.36,77.70,76.56
77.28,76.39,77.32,75.79
76.74,77.75,77.83,76.21
77.69,78.46,78.49,77.15
78.60,78.39,78.62,78.06
78.58,79.87,79.91,78.44
79.98,78.73,80.30,78.65
78.38,79.09,79.29,77.49
79.33,79.05,79.46,78.17
79.27,79.63,79.71,78.99
79.50,78.54,79.52,78.38
79.29,80.59,80.60,78.93
80.59,81.05,82.66,80.51
80.76,80.88,81.49,80.43
80.81,81.61,82.12,80.73
81.91,81.82,82.29,81.35
81.16,82.37,82.68,81.16
82.35,81.96,82.56,81.85
81.99,82.64,82.81,81.83
83.00,82.74,84.00,82.44
82.52,81.79,82.87,81.58
82.33,81.18,82.40,80.99
81.24,81.42,82.00,81.14
81.28,82.05,82.14,80.33
82.33,80.65,82.49,80.49
81.00,80.84,81.40,80.30
80.73,81.03,81.32,80.55
80.92,81.39,81.60,80.54
81.38,79.53,81.55,79.41
79.39,79.82,79.97,79.16
78.99,79.59,80.60,78.87
79.36,79.77,80.11,79.29
80.73,80.71,81.37,80.54
80.58,80.90,81.11,80.43
80.87,80.71,81.30,80.51
80.46,79.35,80.80,78.97
79.77,80.55,81.03,79.36
80.76,80.48,81.17,79.99
80.55,80.03,81.02,79.91
80.22,79.77,80.52,79.63
80.02,80.55,80.90,79.05
80.54,80.73,81.11,80.45
80.83,80.56,81.32,80.49
81.29,80.95,81.53,80.64
81.12,80.65,81.29,80.40
80.93,81.04,81.14,80.55
81.05,81.01,81.11,80.84
81.00,81.25,81.30,80.90
81.25,80.69,81.49,80.19
80.57,80.18,80.79,79.68
80.37,80.38,80.90,80.21
80.75,79.64,80.85,79.55
79.64,79.98,80.26,79.01
80.03,80.08,80.77,79.84
80.30,80.30,80.88,79.75
80.32,81.42,81.67,80.06
81.05,80.15,81.29,80.02
81.35,82.20,82.66,81.21
82.01,82.54,83.22,81.96
82.56,82.39,82.94,82.29
82.16,81.17,82.39,80.82
81.42,81.00,81.66,80.57
80.97,80.93,81.30,80.77
80.50,80.41,80.78,79.83
80.95,77.81,82.76,77.50
78.06,77.35,78.25,76.20
77.34,77.93,78.00,77.19
77.45,78.03,78.82,77.20
78.37,77.87,78.58,77.51
76.69,77.40,77.93,76.18
78.00,75.64,78.56,75.59
75.94,76.11,76.33,75.35
75.96,75.65,76.40,75.00
75.93,76.46,76.79,75.76
76.80,78.80,78.91,76.76
78.86,78.96,79.35,78.78
78.86,80.01,80.46,78.86
80.12,80.62,80.99,80.11
80.15,80.59,80.81,79.85
80.69,81.32,81.53,80.47
81.35,81.28,81.60,80.61
81.01,80.66,81.82,80.61
80.89,81.43,81.68,80.52
81.49,81.74,81.96,81.16
81.95,82.08,82.69,81.85
81.96,81.71,82.52,81.61
81.71,82.00,82.50,81.61
81.81,82.95,83.15,81.71
83.12,83.04,83.76,82.54
81.62,81.75,82.28,81.30
82.56,82.00,82.82,81.70
82.03,81.54,82.14,81.40
81.76,81.88,82.10,81.64
82.07,82.51,82.68,81.72
82.19,81.90,82.40,81.34
82.74,81.47,82.96,81.38
81.00,80.56,81.27,80.13
80.36,79.09,80.99,78.73
78.97,79.02,79.83,78.88
79.55,80.37,80.52,79.40
80.44,80.16,80.62,80.03
80.59,79.54,80.71,79.05
79.26,79.96,80.03,78.69
80.66,79.71,80.75,79.34
79.67,79.34,80.17,78.90
79.70,80.33,80.50,79.49
80.79,79.41,81.00,79.39
79.41,79.08,79.56,78.50
79.24,80.69,80.75,79.12
81.00,81.24,81.34,80.57
81.12,81.78,82.02,81.12
81.94,81.83,82.24,81.69
82.09,81.61,82.17,81.51
81.69,80.75,82.16,80.53
80.51,79.10,80.72,78.77
79.01,78.87,79.53,78.36
79.04,80.29,80.45,78.89
80.00,78.39,80.67,78.39
77.92,77.58,78.31,75.90
78.34,78.30,78.44,77.72
78.44,80.22,80.28,78.42
80.83,81.48,81.52,80.11
81.73,81.92,82.30,81.45
81.53,81.62,81.88,81.12
81.79,81.73,82.50,81.34
82.56,82.44,82.80,81.93
84.00,85.53,86.01,83.83
85.58,85.23,85.59,84.13
85.52,84.26,85.85,83.46
84.84,84.82,85.05,83.94
84.83,85.89,86.00,84.41
85.69,85.99,86.51,85.50
86.18,85.93,86.70,85.70
85.52,85.73,86.03,85.10
85.50,85.19,85.75,85.06
85.55,86.15,86.22,85.00
85.86,86.40,87.10,85.68
86.28,86.33,86.40,85.57
86.65,87.37,87.76,86.65
87.37,87.00,87.50,86.92
86.89,85.78,87.14,85.76
85.54,84.99,85.72,84.19
85.12,85.70,85.77,84.57
85.58,86.46,86.57,85.32
86.17,84.87,86.38,84.31
85.23,86.19,86.23,85.18
86.02,86.13,86.88,85.91
86.09,87.25,87.47,85.86
87.51,87.40,88.06,87.10
87.44,87.40,87.62,87.07
87.42,87.18,87.75,86.49
87.10,87.40,87.54,86.75
87.09,87.50,87.66,86.45
87.08,86.63,87.20,86.48
86.42,86.11,86.96,86.10
86.61,87.58,87.76,86.03
87.60,87.86,88.10,87.58
87.70,88.26,88.88,87.65
88.17,88.24,88.24,87.75
87.81,87.46,87.81,87.05
87.30,87.12,87.44,86.76
87.03,87.17,87.37,86.72
87.07,87.76,87.77,86.90
87.31,87.98,88.10,86.64
87.85,88.27,88.41,87.14
88.37,88.38,88.59,87.86
88.51,89.02,89.05,88.15
88.92,88.47,88.95,88.08
88.07,87.37,88.63,87.32
87.36,87.59,88.33,87.19
87.75,87.26,87.83,86.52
87.17,88.04,88.06,86.90
88.01,87.82,88.26,87.56
88.13,87.96,88.69,87.92
88.05,87.84,88.44,87.68
88.19,88.65,88.70,87.98
88.54,88.13,88.54,87.80
87.66,87.06,87.95,86.70
87.25,87.12,87.59,86.86
86.10,86.09,86.47,85.81
86.02,85.89,86.32,85.64
86.59,86.39,86.77,86.22
86.39,85.65,86.39,85.40
86.03,86.26,86.51,85.70
85.73,85.01,85.99,84.92
85.34,85.19,85.53,84.94
85.04,85.82,86.02,84.83
86.28,86.33,86.55,86.17
86.30,86.37,86.91,85.88
86.14,85.02,86.56,84.92
87.17,90.77,90.97,87.00
90.75,90.66,91.25,90.29
90.49,89.35,90.89,89.21
89.51,89.38,89.71,88.56
88.97,87.45,88.97,87.41
86.97,87.45,87.94,86.63
87.69,87.95,88.09,86.89
87.52,86.91,88.19,86.41
86.41,86.66,87.13,86.01
87.16,86.86,87.61,86.57
87.00,88.23,88.23,86.71
88.56,88.68,89.27,88.39
88.43,88.53,89.14,88.36
89.19,89.37,89.60,88.91
89.45,90.04,90.12,89.31
90.38,89.78,90.40,89.10
90.20,90.41,91.00,90.11
90.63,91.08,91.51,90.43
91.10,91.54,91.83,91.00
91.63,91.56,91.91,90.96
91.18,90.96,91.48,90.80
91.28,91.16,91.49,90.95
91.18,90.94,91.50,90.88
90.94,90.72,91.17,90.51
90.42,90.78,90.91,89.79
91.06,91.50,91.96,90.78
91.28,91.59,91.84,91.22
91.72,91.34,91.96,91.16
91.37,91.29,92.14,91.12
91.17,91.93,92.00,90.40
91.70,91.78,92.46,91.58
91.67,91.71,92.33,91.58
91.61,92.04,92.22,91.33
91.58,92.12,92.33,91.46
91.97,91.89,92.12,91.30
91.72,91.78,91.97,91.36
91.77,91.90,92.23,91.21
91.81,92.27,92.71,91.81
92.40,93.46,93.56,92.14
93.87,93.25,95.40,92.80
92.97,91.63,93.25,91.35
91.35,91.46,91.87,90.92
91.14,91.68,91.86,90.68
91.52,90.31,91.52,90.26
90.26,90.23,90.46,89.66
89.57,89.98,90.14,89.29
90.11,88.79,90.16,88.49
88.79,87.50,88.84,87.18
87.55,87.26,87.89,86.55
87.57,88.00,88.11,87.01
88.44,88.23,88.88,88.16
87.55,85.22,87.58,85.19
85.17,86.36,86.50,83.74
86.26,84.17,86.33,84.02
84.28,83.58,84.68,83.05
83.56,81.35,84.18,81.28
81.73,82.57,83.36,81.73
81.75,81.31,81.89,79.03
80.05,82.88,83.07,80.02
83.65,84.19,85.05,83.56
83.69,84.46,84.48,83.36
84.88,86.09,86.46,84.85
88.03,87.41,89.61,86.79
88.55,88.98,89.88,88.19
88.74,90.12,90.22,88.56
89.88,89.55,89.88,89.11
90.25,91.37,91.59,89.68
91.61,91.47,91.77,90.57
90.92,92.07,92.59,90.57
92.80,93.64,93.71,92.61
93.75,93.61,94.39,93.48
93.36,93.15,93.59,92.78
93.86,93.27,93.96,93.17
93.58,94.40,94.59,93.28
94.53,95.01,95.32,94.13
95.20,95.88,95.93,94.77
95.73,95.83,96.25,95.49
95.50,96.21,96.41,95.29
96.18,95.86,96.55,95.51
95.50,95.67,96.51,95.50
95.58,95.18,95.60,94.90
95.30,95.12,96.38,94.99
95.13,94.88,95.18,94.27
94.47,95.20,95.66,94.37
96.44,95.31,96.53,95.18
95.49,95.26,95.89,95.04
95.53,95.31,95.94,94.86
95.27,94.77,95.30,94.25
94.86,94.44,94.91,93.83
94.18,93.55,94.19,92.90
93.75,94.48,95.10,93.52
94.35,95.36,95.57,94.33
95.05,94.84,95.29,94.33
94.75,95.61,95.71,94.65
95.50,95.31,95.97,94.94
94.11,95.56,95.59,93.93
95.06,94.45,95.46,94.21
95.00,94.93,95.85,94.65
94.13,93.70,94.62,93.65
94.16,92.91,94.68,92.65
92.54,93.58,94.98,92.54
93.59,94.39,94.60,92.87
95.53,96.41,96.42,95.16
96.72,96.90,97.19,96.16
97.10,97.07,97.50,96.49
97.44,97.32,97.66,97.10
97.40,97.36,97.68,97.24
97.60,97.05,97.72,97.04
96.69,96.73,97.46,96.67
96.61,96.72,96.95,96.22
97.18,96.08,97.62,96.01
96.57,96.02,96.81,94.91
95.23,93.97,95.45,93.74
93.97,93.03,94.38,92.24
93.68,94.63,95.00,93.18
94.66,96.43,96.45,94.66
95.61,94.61,95.75,94.30
94.68,94.01,94.83,93.60
94.80,93.47,95.55,92.72
92.03,93.59,93.67,92.03
93.59,91.73,94.32,91.63
91.74,91.83,91.86,90.37
92.22,91.81,92.50,90.55
91.40,92.44,92.47,91.13
93.00,93.87,94.11,92.10
93.71,93.39,94.02,93.15
93.49,93.48,93.81,92.96
92.32,91.30,92.54,91.08
91.35,90.51,92.15,90.08
93.52,95.57,95.99,92.66
95.19,93.65,95.35,93.43
93.44,95.54,95.91,93.12
95.99,96.48,96.72,95.65
96.27,95.68,96.38,95.30
96.14,96.16,96.59,95.89
96.16,96.32,96.92,96.04
96.19,95.40,96.87,95.16
95.81,96.81,97.07,95.43
96.89,96.56,97.06,95.95
97.04,97.28,97.40,96.36
97.45,98.20,98.36,97.38
97.91,98.32,98.43,97.77
98.25,98.55,98.73,98.02
97.97,98.28,98.65,97.58
97.91,98.94,99.16,97.40
98.94,98.69,99.03,98.37
98.69,100.17,100.44,98.65
100.05,99.13,100.28,98.94
99.04,98.64,99.25,98.10
98.66,98.34,99.06,98.17
97.82,98.92,98.95,97.45
98.75,98.38,98.99,97.58
97.94,97.32,98.22,97.11
97.47,97.62,97.70,97.13
96.76,95.68,97.14,95.43
95.75,97.24,97.75,95.74
96.15,96.02,96.75,95.88
96.28,95.15,96.28,94.92
95.52,96.47,96.62,95.34
96.15,96.18,96.64,95.29
94.71,95.02,95.47,93.28
94.75,94.47,95.23,94.10
94.38,96.65,96.98,93.94
96.02,95.87,96.47,95.27
96.16,96.32,97.25,96.13
96.53,95.99,97.15,95.99
95.55,96.01,96.77,95.50
96.06,94.99,96.43,94.95
94.71,94.86,95.15,94.12
94.86,95.41,95.61,94.74
96.00,96.21,96.77,95.80
95.90,95.36,96.01,95.12
95.35,95.54,95.97,94.62
95.58,95.61,96.47,95.29
94.92,96.64,97.25,94.60
96.57,96.16,96.91,95.87
96.15,96.73,96.74,95.94
96.68,96.39,96.75,95.53
96.66,96.50,96.92,96.30
96.22,95.95,96.57,95.56
95.68,95.93,95.95,95.07
96.35,96.99,97.26,96.09
96.66,97.17,97.45,96.20
96.18,96.25,96.53,95.73
97.01,97.36,97.50,96.69
97.48,97.08,97.48,96.39
97.08,98.11,98.46,96.38
100.31,99.77,101.06,99.31
100.37,99.79,100.82,99.40
99.82,99.71,100.28,99.38
99.44,99.73,99.74,98.50
99.12,99.64,100.06,98.47
99.16,98.70,99.58,98.54
98.99,99.30,99.54,98.82
99.48,100.55,100.85,99.35
100.67,100.74,101.50,100.27
101.28,101.96,102.53,100.89
102.03,102.37,102.75,101.38
103.11,103.33,103.74,102.78
103.28,103.48,103.70,102.82
103.17,103.43,103.53,102.27
103.53,103.63,104.02,103.20
104.16,104.04,104.28,103.85
103.99,104.05,104.47,103.71
104.01,103.26,104.02,103.15
103.38,103.66,103.94,103.02
104.01,103.69,104.18,103.36
103.57,103.88,104.10,103.31
104.01,103.60,104.22,103.59
103.50,102.41,103.71,102.22
102.74,103.45,103.66,102.36
103.25,103.34,103.48,102.87
103.19,102.44,103.59,101.98
102.36,102.83,103.17,101.94
102.45,103.40,103.95,102.39
103.67,103.87,104.24,103.41
103.40,103.07,103.65,102.69
102.86,103.50,103.63,102.85
103.51,103.64,104.14,103.34
103.66,103.97,104.26,103.38
104.30,106.39,106.52,104.23
106.78,106.79,107.24,106.30
106.59,106.28,106.70,106.00
105.30,105.69,105.79,105.07
105.64,105.78,105.96,105.27
106.27,105.60,106.35,104.87
104.79,106.56,106.83,104.79
106.71,106.86,107.19,106.38
107.48,107.29,107.69,106.96
107.28,107.33,107.56,107.14
107.35,106.36,107.42,106.04
106.38,105.70,106.73,105.57
105.88,106.39,106.44,105.66
105.53,104.99,106.07,104.90
105.68,105.24,106.59,104.83
106.70,107.50,108.63,106.70
107.75,107.71,107.85,107.09
106.75,107.38,108.13,106.32
107.66,107.65,107.84,106.07
107.24,106.19,107.24,105.74
107.71,105.82,107.93,105.80
107.17,106.66,107.17,106.18
107.60,107.58,107.69,107.14
107.61,107.59,107.97,107.47
107.59,107.18,107.72,106.91
107.89,107.21,108.03,107.14
107.10,107.35,107.47,106.66
107.49,107.90,108.28,107.16
107.61,106.79,107.76,106.26
106.68,106.69,107.13,106.18
106.35,106.35,107.13,106.10
106.22,105.14,106.36,104.70
104.46,104.68,104.90,104.16
104.98,106.17,106.78,104.81
106.20,108.17,108.67,105.77
109.61,104.51,111.18,104.34
104.56,105.49,106.01,104.56
104.79,103.74,105.25,102.93
103.95,103.97,104.42,103.57
103.84,105.28,105.50,103.84
105.45,105.20,105.95,104.75
105.15,104.69,105.36,104.50
105.68,105.99,106.80,105.68
104.85,105.02,105.10,104.29
104.39,104.69,105.05,103.17
103.71,104.50,104.82,103.54
104.80,105.41,105.56,104.49
105.09,105.74,106.00,104.48
105.79,105.85,106.22,105.34
105.49,105.76,106.42,104.94
105.11,104.56,105.43,104.50
103.83,101.15,104.19,101.06
96.02,96.64,99.37,91.19
99.17,94.66,99.61,94.58
96.73,97.84,98.13,94.85
99.21,100.73,100.96,98.57
100.25,100.50,100.71,99.19
100.51,101.52,102.33,100.18
99.17,98.36,99.66,97.94
98.86,99.09,99.10,97.90
99.11,99.29,100.15,98.85
97.81,97.79,98.37,97.25
99.69,100.28,100.31,98.93
101.13,99.09,101.70,98.93
98.85,98.73,99.60,98.19
98.43,99.88,99.91,98.08
99.78,99.01,99.88,98.67
99.43,101.25,101.55,99.00
100.93,101.70,102.21,100.84
106.78,100.95,106.78,100.71
100.08,100.31,101.31,99.87
100.74,100.71,101.53,100.14
99.19,99.12,99.70,98.54
99.47,98.65,99.61,97.93
97.54,98.26,98.42,96.85
98.89,98.35,99.02,97.92
97.66,96.66,97.89,96.51
96.74,94.90,97.08,94.56
96.04,96.98,97.16,95.19
96.94,96.62,97.39,95.72
94.89,97.46,97.46,94.89
98.24,99.79,99.99,98.24
99.78,99.88,100.49,99.28
100.44,100.44,101.49,99.10
100.06,101.74,102.42,99.38
102.00,101.55,103.11,101.30
101.57,101.51,102.00,100.91
100.85,100.32,101.65,100.10
100.28,98.43,100.35,98.20
98.71,98.73,99.12,97.61
98.99,98.51,99.02,97.81
98.25,98.24,99.43,98.00
97.90,98.60,99.67,97.64
98.97,98.15,99.37,97.93
105.00,105.47,106.15,102.15
106.58,106.05,106.97,105.03
106.10,106.18,106.70,105.13
105.32,105.95,106.45,104.96
106.23,107.14,107.32,105.62
107.12,106.46,107.32,105.54
106.81,105.98,107.28,104.74
106.28,107.31,107.50,105.79
106.92,107.45,107.71,106.52
107.95,107.28,108.14,106.90
107.37,107.11,107.88,106.53
106.81,107.50,107.50,105.73
106.88,106.56,107.37,106.15
106.17,106.88,107.13,105.79
107.32,107.06,107.57,106.16
105.82,105.06,106.93,104.81
105.02,104.44,105.53,104.27
104.38,105.69,105.75,104.19
106.03,105.12,106.03,104.90
105.70,107.00,107.16,105.55
107.13,107.34,107.69,106.77
108.00,107.72,108.47,107.35
107.70,107.99,108.29,107.49
107.49,107.48,107.64,106.53
107.79,108.29,108.74,107.58
108.27,109.06,109.22,108.23
109.14,109.16,109.50,108.37
109.44,110.15,110.23,109.05
109.92,109.37,110.09,109.21
109.74,108.29,109.96,107.73
108.42,110.06,110.15,108.34
109.61,110.17,110.41,109.32
108.93,109.34,110.04,108.84
108.65,108.09,109.70,107.85
108.20,108.57,109.28,108.02
107.36,107.00,107.77,106.59
107.31,108.73,108.78,107.17
109.52,107.51,109.52,107.18
108.22,109.40,109.51,107.89
109.63,107.54,109.84,107.46
107.51,104.56,107.51,104.36
105.33,104.58,105.48,103.38
105.00,105.74,106.14,104.08
106.19,107.06,107.32,105.75
106.84,106.95,107.19,106.31
106.80,106.99,107.53,106.19
107.83,107.92,108.25,106.88
108.02,107.23,108.47,107.21
106.81,106.73,107.56,106.55
104.94,104.87,105.00,103.66
105.16,102.71,105.60,102.44
101.33,101.29,102.83,100.82
99.12,98.41,100.37,98.28
98.59,96.44,98.93,96.28
96.89,96.29,97.06,95.33
97.22,97.91,98.37,96.49
98.39,96.23,99.17,96.11
96.63,97.82,98.38,95.29
95.11,95.70,96.20,94.86
96.86,95.67,96.96,94.95
94.30,93.67,94.97,90.40
93.66,92.85,94.95,92.48
94.46,93.99,95.43,92.63
93.44,93.61,94.63,92.91
94.36,96.22,96.57,94.24
96.11,96.12,98.55,95.66
90.27,91.82,93.55,89.01
91.95,94.34,94.34,91.95
93.52,94.23,94.70,92.01
94.22,92.96,94.85,92.60
94.42,95.51,95.66,92.39
95.11,96.11,98.25,95.00
95.62,93.25,96.14,93.17
92.01,90.42,92.24,89.39
89.57,90.63,91.45,89.57
90.94,91.27,92.13,90.66
89.76,90.14,90.99,88.72
91.34,91.76,92.38,90.94
93.17,92.97,93.93,92.68
93.75,93.06,94.01,92.24
92.89,92.61,93.34,92.00
92.47,92.00,92.59,91.57
93.15,94.11,94.17,93.15
94.08,93.60,95.00,93.00
92.67,93.72,93.90,92.66
94.05,95.07,95.08,93.50
95.50,95.59,96.12,95.08
95.15,94.01,95.48,94.01
94.89,96.78,97.01,94.66
96.64,96.82,97.40,95.83
96.63,97.51,97.69,96.20
97.33,98.59,98.67,97.33
98.22,99.13,99.50,95.57
98.25,98.66,99.19,97.95
98.92,98.99,99.45,98.33
99.03,98.35,99.58,97.47
99.04,100.00,100.16,99.04
99.56,99.73,100.37,99.44
99.00,99.82,99.98,98.70
99.78,99.80,100.08,98.62
99.80,101.71,102.02,99.72
101.89,101.76,102.14,100.61
101.49,103.48,103.84,101.18
102.87,103.18,103.49,102.61
102.80,102.95,103.96,102.27
102.59,103.51,103.51,102.18
103.51,103.73,103.89,102.80
103.74,105.71,105.96,103.57
106.48,105.17,106.48,104.79
105.29,105.21,105.65,104.75
104.31,106.64,106.76,104.20
106.54,105.44,106.54,105.14
104.89,104.57,105.48,104.28
104.57,105.74,105.77,103.89
104.83,104.77,105.76,104.37
105.83,105.84,106.38,105.33
106.44,106.10,107.08,106.03
106.41,107.49,107.60,106.12
107.99,109.24,109.33,107.96
109.47,108.96,109.62,108.01
109.19,108.79,109.47,108.41
108.31,109.11,109.11,108.03
109.59,109.06,109.95,108.32
108.95,108.22,109.18,108.03
109.90,112.27,113.16,109.38
112.65,111.67,113.55,110.98
111.63,111.52,111.93,111.17
111.95,112.78,113.05,111.53
112.92,113.19,113.69,112.21
112.27,112.41,113.49,111.81
111.93,111.92,112.63,111.38
112.02,112.08,112.73,111.54
111.08,110.58,111.19,109.51
110.32,110.35,110.56,109.60
110.64,110.36,110.96,110.01
110.17,111.30,111.33,109.83
110.88,110.86,111.49,110.54
111.31,112.99,113.05,110.95
113.00,112.97,113.46,112.30
113.42,113.65,113.95,112.64
113.41,113.21,114.35,112.26
112.90,114.01,114.30,112.61
113.97,113.50,114.62,113.09
113.31,113.25,114.01,112.59
112.40,112.33,112.62,111.07
113.04,112.97,113.43,112.28
113.05,112.93,113.49,112.01
113.68,114.47,114.70,113.05
114.70,114.21,115.15,114.00
114.32,113.62,114.54,113.39
113.39,113.18,113.56,112.78
113.25,113.18,113.52,112.48
112.66,113.54,113.68,112.05
113.50,113.98,113.98,113.03
113.62,113.34,113.74,112.41
113.71,113.73,113.85,112.91
113.77,114.22,114.42,113.42
114.30,114.02,114.69,113.82
113.55,114.37,114.49,112.96
113.10,112.94,113.55,112.60
112.47,112.33,113.30,111.78
111.93,111.12,112.20,110.96
111.33,111.84,112.69,110.84
111.61,112.02,112.23,110.55
112.13,112.59,112.78,111.69
113.78,114.34,115.16,112.86
114.30,114.07,114.56,113.79
114.13,113.65,114.36,113.52
114.71,115.05,115.05,114.26
110.60,107.23,111.82,106.82
106.36,104.24,106.36,103.86
105.28,106.22,106.28,104.95
107.50,108.08,108.15,106.83
108.63,111.22,111.22,108.25
111.28,112.32,112.64,110.88
111.68,111.40,112.47,110.48
110.69,112.10,112.17,110.44
111.90,112.97,113.31,111.90
113.97,114.97,115.36,113.83
115.60,115.86,116.22,115.37
116.58,116.84,117.40,115.92
117.22,117.24,117.61,116.63
118.06,117.46,118.47,117.34
117.80,117.34,117.95,117.02
117.05,117.33,117.56,116.75
116.17,116.59,117.00,115.98
116.83,116.99,117.28,116.36
116.59,114.97,116.88,114.40
119.40,120.49,121.10,118.17
120.60,121.49,121.73,119.54
121.40,122.42,122.55,120.50
122.56,122.36,123.30,121.70
122.20,122.17,122.43,121.13
121.80,121.70,122.19,121.14
121.82,122.08,122.20,121.05
122.10,121.65,122.10,120.95
122.20,121.79,122.40,121.06
121.95,122.50,122.92,121.72
122.81,123.45,123.50,122.54
123.46,123.49,123.72,123.02
123.26,123.49,123.96,123.12
123.89,123.06,123.89,122.84
123.59,123.47,123.85,123.13
123.38,123.21,123.42,122.82
123.24,123.50,124.00,123.14
123.00,121.92,123.35,121.92
122.17,122.34,122.44,121.13
122.21,122.21,122.45,121.98
121.75,122.12,122.26,121.48
121.60,121.68,122.16,120.96
121.91,122.39,122.68,121.68
122.27,121.60,122.27,121.41
121.53,121.79,122.00,121.01
122.38,122.75,124.11,122.07
122.73,123.61,123.71,122.73
123.81,124.46,124.73,123.61
123.88,123.75,124.10,123.30
123.64,123.57,124.07,122.80
124.15,123.81,124.40,123.25
123.90,122.87,124.10,122.52
122.85,122.67,123.22,122.16
122.51,122.36,122.88,122.22
121.34,119.71,121.64,119.62
119.03,121.13,121.54,118.75
120.09,119.66,120.86,119.58
119.64,120.00,120.28,119.55
119.88,121.38,121.64,119.88
120.50,120.12,120.91,119.88
120.52,121.26,121.56,120.32
121.65,121.96,122.73,121.40
122.24,122.51,122.79,121.13
123.43,123.20,124.38,122.78
122.47,120.92,122.64,120.80
120.58,120.90,121.50,120.13
120.62,122.25,122.28,120.03
122.60,123.51,123.60,122.25
123.18,121.73,123.66,121.65
122.39,122.98,123.44,122.08
122.80,122.76,123.01,121.99
122.71,123.17,123.42,122.20
123.64,124.49,124.82,123.03
124.43,124.16,124.86,123.61
123.87,122.27,124.16,122.26
122.68,121.68,122.98,121.27
120.81,117.66,120.81,116.95
122.68,121.05,122.68,119.25
119.88,120.83,121.53,119.15
121.56,121.23,122.15,121.03
121.25,120.23,121.25,120.06
121.26,120.00,121.49,119.89
120.45,119.61,120.71,119.54
119.12,120.23,120.72,118.74
119.26,119.71,119.91,119.13
120.43,119.52,120.88,119.09
119.05,117.02,119.48,116.58
116.80,116.77,117.33,115.50
120.28,115.03,120.28,111.89
114.59,114.39,115.35,113.65
114.35,113.84,114.74,113.38
113.77,113.60,114.35,112.86
113.79,113.49,114.56,112.91
114.03,114.07,114.34,113.38
114.20,114.58,115.47,114.10
116.52,117.27,117.31,115.65
117.08,117.94,118.49,116.59
116.83,119.90,120.65,116.00
120.64,125.07,125.18,120.64
124.71,125.78,126.32,124.32
126.07,121.89,126.72,121.53
121.78,122.69,122.71,120.70
123.32,123.03,123.32,121.78
123.23,122.02,123.54,121.90
121.99,121.56,123.13,121.36
122.19,121.13,122.50,120.71
121.41,120.98,121.51,120.34
121.22,120.40,121.56,119.70
120.61,121.60,121.60,120.50
121.32,119.64,121.58,119.53
119.40,119.93,120.87,119.25
119.94,118.63,120.78,118.45
119.09,118.82,119.91,118.54
118.91,118.23,119.20,118.12
119.25,119.15,119.82,118.58
118.95,118.64,119.27,118.01
