NURO,NeuroMetrix,NASDAQ
1.95,1.98,2.02,1.95
1.93,2.02,2.02,1.93
1.95,2.01,2.01,1.95
2.01,2.00,2.01,1.97
2.00,2.00,2.00,2.00
2.01,2.00,2.01,1.92
1.95,1.92,1.95,1.90
1.91,1.94,1.95,1.88
1.93,1.94,1.94,1.89
1.91,1.90,1.93,1.88
1.92,1.88,2.18,1.80
1.91,1.80,1.91,1.80
1.91,1.87,1.91,1.82
1.86,1.86,1.90,1.83
1.89,1.86,1.89,1.83
1.86,1.84,1.90,1.80
1.87,1.84,1.87,1.82
1.81,1.85,1.86,1.81
1.81,1.81,1.87,1.80
1.85,1.85,1.85,1.81
1.88,1.86,1.89,1.85
1.86,1.88,1.88,1.86
1.90,1.88,1.90,1.82
1.90,1.77,1.92,1.68
1.85,1.81,1.85,1.78
1.77,1.80,1.80,1.75
1.78,1.78,1.78,1.75
1.75,1.75,1.76,1.74
1.77,1.72,1.77,1.70
1.74,1.79,1.80,1.74
1.80,1.87,2.03,1.79
1.90,1.87,1.98,1.79
1.86,1.89,1.89,1.82
1.86,1.88,1.90,1.85
1.82,1.85,1.88,1.78
1.82,1.80,1.83,1.72
1.78,1.78,1.80,1.73
1.72,1.72,1.78,1.70
1.70,1.70,1.71,1.67
1.66,1.68,1.74,1.66
1.68,1.66,1.72,1.65
1.67,1.70,1.74,1.66
1.70,1.70,1.73,1.70
1.70,1.66,1.70,1.61
1.68,1.62,1.68,1.61
1.60,1.69,1.71,1.60
1.68,1.65,1.68,1.60
1.66,1.63,1.68,1.61
1.61,1.61,1.65,1.60
1.60,1.59,1.64,1.55
1.60,1.56,1.64,1.54
1.57,1.57,1.59,1.55
1.56,1.55,1.62,1.55
1.55,1.68,1.68,1.55
1.62,1.61,1.62,1.55
1.59,1.55,1.63,1.55
1.55,1.59,1.64,1.52
1.55,1.58,1.60,1.55
1.57,1.59,1.59,1.56
1.59,1.59,1.59,1.55
1.58,1.58,1.58,1.56
1.58,1.52,1.59,1.51
1.51,1.51,1.53,1.50
1.54,1.54,1.54,1.52
1.53,1.50,1.53,1.50
1.50,1.57,1.74,1.50
1.54,1.63,1.63,1.54
1.65,1.65,1.65,1.58
1.65,1.70,1.83,1.65
1.66,1.65,1.70,1.65
1.70,1.74,1.78,1.66
1.79,1.85,1.92,1.75
1.86,1.67,1.90,1.57
1.70,1.68,1.73,1.67
1.68,1.70,1.72,1.61
1.68,1.68,1.68,1.64
1.64,1.65,1.69,1.63
1.66,1.60,1.66,1.56
1.58,1.64,1.65,1.58
1.67,1.59,1.67,1.59
1.60,1.63,1.87,1.60
1.65,1.62,1.74,1.61
1.59,1.62,1.63,1.59
1.62,1.63,1.64,1.62
1.60,1.54,1.60,1.53
1.55,1.56,1.60,1.53
1.55,1.58,1.61,1.52
1.58,1.51,1.58,1.51
1.50,1.51,1.54,1.50
1.50,1.50,1.58,1.47
1.57,1.54,1.57,1.47
1.49,1.57,1.58,1.49
1.55,1.59,1.68,1.52
1.59,1.53,1.59,1.51
1.71,1.55,1.71,1.55
1.55,1.56,1.67,1.55
1.60,1.91,2.12,1.60
2.82,2.41,3.09,2.07
2.12,1.98,2.39,1.93
1.95,1.83,2.00,1.80
1.81,2.13,2.29,1.76
2.30,2.79,2.81,2.23
3.04,2.61,3.09,2.48
2.44,2.30,2.74,2.30
2.29,2.16,2.30,2.12
2.14,2.40,2.47,2.04
2.31,2.38,2.65,2.16
2.40,2.37,2.54,2.28
2.43,2.44,2.57,2.37
2.48,2.26,2.49,2.22
2.24,2.37,2.63,2.12
2.40,2.43,2.55,2.30
2.38,2.38,2.51,2.32
2.51,2.48,2.51,2.32
2.44,2.39,2.48,2.34
2.36,2.55,2.70,2.33
2.59,2.57,2.70,2.50
2.68,2.66,2.68,2.50
2.73,3.00,3.00,2.62
3.55,3.10,4.25,3.05
2.97,2.96,3.14,2.85
2.96,3.13,3.25,2.86
3.18,2.97,3.27,2.92
3.00,3.00,3.10,2.81
2.98,3.01,3.17,2.85
2.99,2.95,3.05,2.91
2.95,2.80,3.07,2.79
2.80,3.00,3.00,2.68
2.99,2.90,3.00,2.85
2.96,2.87,2.96,2.81
2.85,2.81,2.92,2.77
2.89,2.74,2.89,2.69
2.81,2.73,2.81,2.64
2.71,2.92,3.05,2.71
2.93,2.92,2.99,2.81
2.93,2.76,2.93,2.75
2.78,2.84,2.88,2.78
2.80,2.76,2.85,2.67
2.75,2.66,2.75,2.58
2.66,2.71,2.77,2.55
2.78,2.81,2.97,2.71
3.00,2.71,3.14,2.66
2.66,2.59,2.81,2.57
2.60,2.65,2.73,2.55
2.65,2.74,2.74,2.56
2.71,2.61,2.71,2.58
2.60,2.43,2.68,2.42
2.40,2.35,2.49,2.17
2.26,2.59,2.59,2.24
2.60,2.35,2.60,2.25
2.40,2.32,2.41,2.22
2.35,2.31,2.49,2.30
2.31,2.32,2.33,2.25
2.32,2.49,2.52,2.30
2.50,2.65,2.72,2.42
2.63,2.53,2.65,2.40
2.74,2.58,2.81,2.54
2.55,2.54,2.65,2.45
2.53,2.48,2.61,2.45
2.50,2.59,2.75,2.45
2.59,2.64,2.84,2.52
2.67,2.70,2.77,2.62
2.70,2.62,2.72,2.58
2.58,2.52,2.65,2.46
2.54,2.49,2.58,2.46
2.50,2.48,2.53,2.45
2.47,2.49,2.62,2.42
2.49,2.45,2.52,2.41
2.43,2.44,2.51,2.42
2.44,2.48,2.51,2.41
2.45,2.45,2.49,2.40
2.44,2.30,2.46,2.29
2.30,2.30,2.35,2.27
2.27,2.32,2.33,2.26
2.30,2.51,2.89,2.29
2.54,2.49,2.60,2.43
2.47,2.50,2.54,2.42
2.48,2.43,2.54,2.43
2.43,2.37,2.45,2.29
2.35,2.44,2.48,2.26
2.41,2.31,2.44,2.30
2.31,2.56,2.56,2.31
2.57,2.43,2.60,2.43
2.46,2.39,2.47,2.37
2.40,2.33,2.54,2.33
2.35,2.50,2.58,2.32
2.47,2.40,2.58,2.35
2.38,2.57,2.64,2.35
2.65,2.68,2.69,2.53
2.70,2.51,2.70,2.43
2.54,2.50,2.54,2.43
2.50,2.45,2.54,2.39
2.41,2.41,2.47,2.38
2.39,2.35,2.44,2.30
2.31,2.34,2.40,2.30
2.34,2.48,2.48,2.34
2.49,2.46,2.49,2.41
2.49,2.43,2.49,2.40
2.46,2.35,2.46,2.30
2.33,2.34,2.34,2.26
2.33,2.36,2.36,2.29
2.34,2.37,2.42,2.30
2.38,2.30,2.38,2.25
2.28,2.19,2.28,2.17
2.20,2.12,2.28,2.10
2.12,2.01,2.12,1.96
2.02,2.16,2.28,2.02
2.24,2.15,2.25,2.10
2.16,2.18,2.20,2.12
2.23,2.32,2.34,2.23
2.31,2.27,2.39,2.26
2.35,2.20,2.35,2.14
2.20,2.05,2.20,2.00
2.01,1.93,2.09,1.88
1.94,1.88,1.95,1.81
1.85,1.91,1.91,1.80
1.86,1.97,1.98,1.86
1.98,1.93,2.00,1.91
1.91,1.94,1.94,1.89
1.88,1.87,1.93,1.83
1.84,1.82,1.85,1.80
1.80,1.75,1.87,1.75
1.75,1.76,1.78,1.75
1.78,1.78,1.79,1.73
1.76,1.81,1.82,1.76
1.82,1.77,1.85,1.75
1.78,1.76,1.78,1.71
1.73,1.75,1.79,1.73
1.73,1.69,1.73,1.68
1.68,1.70,1.73,1.68
1.67,1.73,1.90,1.67
1.79,1.84,1.87,1.72
1.86,1.90,1.94,1.85
1.90,1.80,1.90,1.76
1.80,1.84,1.92,1.75
1.84,1.95,2.03,1.79
1.97,1.96,2.05,1.94
1.93,1.86,1.95,1.85
1.85,1.80,1.87,1.75
1.77,1.74,1.80,1.73
1.75,1.80,1.81,1.70
1.84,1.81,1.84,1.80
1.81,1.89,1.92,1.78
1.85,1.84,2.02,1.81
1.81,1.88,1.88,1.81
1.84,1.93,2.00,1.83
1.94,1.95,2.02,1.90
1.93,1.87,1.96,1.83
1.85,1.91,1.96,1.81
1.99,1.88,1.99,1.88
1.88,1.90,1.96,1.88
1.91,1.89,1.92,1.86
1.90,1.88,2.00,1.88
1.94,2.24,2.61,1.94
2.10,2.02,2.10,1.97
2.03,2.01,2.07,1.95
1.98,1.98,2.05,1.92
1.98,1.94,1.98,1.91
1.94,1.92,1.99,1.91
1.92,1.91,1.96,1.91
1.90,1.92,1.92,1.90
1.93,1.89,1.96,1.89
2.83,2.34,3.15,2.23
2.39,2.25,2.43,2.14
2.16,2.24,2.30,2.13
2.26,2.15,2.26,2.10
2.15,2.17,2.25,2.12
2.12,2.12,2.23,2.04
2.16,2.03,2.17,2.02
2.04,1.95,2.11,1.93
1.96,2.06,2.08,1.91
2.06,2.02,2.06,1.98
2.05,2.02,2.08,1.97
1.99,1.97,2.05,1.97
2.02,1.93,2.04,1.85
1.93,1.93,1.95,1.88
1.94,1.86,1.94,1.84
1.85,1.80,1.87,1.80
1.82,1.78,1.84,1.76
1.76,1.77,1.77,1.71
1.76,1.75,1.79,1.73
1.75,1.70,1.75,1.68
1.68,1.66,1.69,1.66
1.66,1.66,1.69,1.63
1.68,1.65,1.68,1.60
1.65,1.64,1.70,1.61
1.66,1.76,1.88,1.65
1.76,1.72,1.78,1.70
1.74,1.70,1.74,1.65
1.71,1.85,2.00,1.70
1.84,1.79,1.91,1.73
1.80,1.75,1.82,1.74
1.79,1.78,1.79,1.73
1.78,1.75,1.89,1.75
1.76,1.80,1.85,1.76
1.82,1.82,1.89,1.78
1.85,1.88,1.95,1.82
1.89,1.83,1.89,1.80
1.82,1.80,1.82,1.75
1.80,1.79,1.82,1.79
1.79,1.74,1.81,1.64
1.72,1.76,1.76,1.71
1.73,1.78,1.85,1.73
1.75,1.74,1.78,1.71
1.70,1.74,1.75,1.70
1.76,1.79,1.79,1.73
1.76,1.78,1.85,1.76
1.79,1.70,1.79,1.69
1.69,1.73,1.75,1.69
1.74,1.75,1.80,1.74
1.75,1.71,1.75,1.67
1.72,1.71,1.73,1.67
1.70,1.67,1.70,1.62
1.67,1.65,1.68,1.63
1.63,1.65,1.70,1.60
1.62,1.57,1.65,1.57
1.60,1.62,1.66,1.60
1.64,1.64,1.66,1.62
1.64,1.63,1.73,1.62
1.73,1.64,1.73,1.62
1.64,1.68,1.69,1.64
1.65,1.80,1.80,1.64
1.80,1.75,1.80,1.70
1.72,1.72,1.73,1.66
1.70,1.76,1.80,1.70
1.74,1.75,1.75,1.67
1.72,1.78,1.79,1.70
1.76,1.77,1.78,1.73
1.78,1.70,1.85,1.70
1.68,1.68,1.69,1.62
1.69,1.67,1.70,1.65
1.67,1.66,1.78,1.63
1.65,1.65,1.70,1.64
1.75,1.68,1.76,1.65
1.67,1.65,1.72,1.60
1.70,1.72,1.74,1.64
1.71,1.74,1.79,1.71
1.75,1.65,1.75,1.64
1.67,1.68,1.72,1.67
1.66,1.71,1.71,1.66
1.72,1.72,1.86,1.71
1.71,1.68,1.71,1.63
1.65,1.64,1.65,1.62
1.64,1.69,1.71,1.61
1.73,1.69,1.74,1.65
1.66,1.71,1.72,1.64
1.70,1.66,1.79,1.66
1.68,1.74,1.76,1.68
1.73,1.69,1.74,1.69
1.74,1.67,1.74,1.67
1.65,1.66,1.68,1.65
1.66,1.64,1.66,1.62
1.65,1.61,1.66,1.59
1.72,1.67,1.72,1.57
1.68,1.64,1.68,1.61
1.68,1.64,1.68,1.63
1.69,1.62,1.69,1.61
1.60,1.70,1.71,1.60
1.70,1.70,1.71,1.70
1.71,1.60,1.72,1.60
1.65,1.77,1.78,1.65
1.78,1.80,1.81,1.72
1.82,1.78,1.82,1.77
1.83,1.79,1.84,1.75
1.81,1.74,1.81,1.69
1.78,1.75,1.79,1.71
1.80,1.74,1.81,1.71
1.69,1.74,1.81,1.69
1.70,1.72,1.74,1.70
1.72,1.73,1.78,1.71
1.77,1.78,1.80,1.70
1.81,1.70,1.85,1.69
1.71,1.74,1.75,1.71
1.76,1.70,1.77,1.68
1.74,1.67,1.74,1.65
1.71,1.67,1.71,1.52
1.74,1.66,1.74,1.63
1.65,1.67,1.71,1.65
1.70,1.75,1.76,1.68
1.77,1.78,1.78,1.69
1.78,1.78,1.78,1.69
1.75,1.78,1.78,1.74
1.77,1.75,1.80,1.73
1.74,1.75,1.79,1.71
1.76,1.74,1.80,1.71
1.77,1.95,2.01,1.75
1.99,1.92,2.05,1.90
1.94,1.87,1.94,1.76
1.85,1.79,1.85,1.71
1.78,1.79,1.91,1.70
1.78,1.75,1.82,1.70
1.72,1.78,1.82,1.70
1.99,1.83,1.99,1.79
1.86,1.76,1.86,1.75
1.78,1.71,1.80,1.71
1.80,1.69,1.80,1.66
1.70,1.71,1.71,1.64
1.77,1.77,1.77,1.71
1.73,1.73,1.75,1.71
1.75,1.73,1.75,1.71
1.74,1.72,1.74,1.71
1.74,1.75,1.75,1.68
1.73,1.75,1.77,1.70
1.78,1.72,1.79,1.68
1.73,1.68,1.73,1.68
1.70,1.68,1.73,1.65
1.76,1.78,1.80,1.65
1.79,1.74,1.79,1.69
1.75,1.71,1.75,1.70
1.69,1.73,1.74,1.69
1.71,1.70,1.74,1.68
1.72,1.67,1.74,1.67
1.73,1.68,1.73,1.66
1.73,1.66,1.73,1.66
1.66,1.66,1.70,1.65
1.71,1.66,1.71,1.65
1.69,1.66,1.69,1.65
1.65,1.67,1.70,1.65
1.69,1.79,1.85,1.68
1.79,1.72,1.81,1.66
1.69,1.70,1.74,1.69
1.76,1.68,1.77,1.68
1.68,1.65,1.70,1.63
1.65,1.64,1.70,1.60
1.64,1.65,1.71,1.60
1.66,1.67,1.69,1.65
1.70,1.75,1.75,1.60
1.90,1.79,1.96,1.70
1.85,1.75,1.85,1.69
1.77,1.69,1.77,1.67
1.77,1.71,1.83,1.65
1.74,1.70,1.74,1.67
1.71,1.71,1.82,1.68
1.78,1.69,1.78,1.65
1.69,1.68,1.72,1.66
1.66,1.71,1.72,1.66
1.71,1.71,1.72,1.70
1.70,1.71,1.75,1.68
1.76,1.73,1.76,1.72
1.75,1.73,1.78,1.70
1.73,1.76,1.77,1.71
1.77,1.76,1.81,1.76
1.79,1.71,1.79,1.68
1.78,1.67,1.79,1.65
1.77,1.67,1.77,1.67
1.73,1.69,1.73,1.67
1.70,1.68,1.72,1.67
1.70,1.65,1.70,1.64
1.68,1.59,1.68,1.53
1.55,1.53,1.60,1.53
1.54,1.53,1.58,1.52
1.56,1.40,1.56,1.33
1.37,1.38,1.38,1.37
1.38,1.33,1.38,1.30
1.33,1.43,1.56,1.32
1.43,1.41,1.45,1.35
1.40,1.38,1.41,1.35
1.37,1.37,1.40,1.36
1.40,1.36,1.40,1.36
1.38,1.38,1.41,1.37
1.38,1.34,1.38,1.34
1.33,1.32,1.35,1.32
1.30,1.31,1.33,1.30
1.33,1.28,1.33,1.25
1.28,1.22,1.28,1.22
1.27,1.46,1.46,1.24
1.53,1.33,1.53,1.30
1.36,1.30,1.36,1.30
1.30,1.24,1.36,1.17
1.24,1.26,1.27,1.19
1.27,1.21,1.30,1.20
1.29,1.12,1.29,1.12
1.13,1.25,1.29,1.12
1.29,1.20,1.29,1.20
1.20,1.21,1.34,1.20
1.21,1.19,1.23,1.17
1.27,1.36,1.53,1.18
1.32,1.28,1.38,1.22
1.26,1.26,1.34,1.24
1.27,1.24,1.28,1.23
1.27,1.21,1.27,1.20
1.24,1.22,1.29,1.20
1.20,1.20,1.25,1.19
1.19,1.15,1.23,1.14
1.16,1.13,1.17,1.12
1.11,1.00,1.12,0.97
1.04,1.01,1.20,0.95
1.01,1.03,1.04,0.98
1.00,1.01,1.03,1.00
1.00,0.98,1.03,0.97
0.95,0.97,1.00,0.95
0.98,0.97,1.02,0.96
0.98,0.97,0.98,0.95
0.96,0.96,0.99,0.96
0.95,0.96,0.99,0.95
0.96,0.94,0.97,0.92
0.96,0.93,0.96,0.93
0.95,0.94,0.96,0.94
1.04,0.98,1.10,0.97
1.00,0.95,1.01,0.95
0.96,0.92,0.99,0.87
0.90,0.92,0.94,0.84
0.91,0.99,0.99,0.91
0.96,0.95,0.99,0.94
0.95,0.94,0.98,0.91
0.96,0.94,0.96,0.92
0.95,0.91,0.96,0.90
0.93,0.91,0.93,0.89
0.92,0.91,0.92,0.89
0.92,0.91,0.92,0.86
0.90,0.94,0.99,0.88
0.91,0.96,0.96,0.91
0.96,0.96,0.98,0.95
0.94,0.94,0.96,0.90
0.91,0.90,0.92,0.90
0.91,0.94,0.95,0.90
0.94,0.94,0.95,0.90
0.93,0.95,0.95,0.91
0.95,0.90,0.95,0.90
0.90,0.91,0.95,0.90
0.93,0.91,0.93,0.90
0.91,0.91,0.93,0.90
0.92,0.87,0.93,0.74
0.89,0.85,0.89,0.83
0.82,0.81,0.86,0.80
0.84,0.77,0.84,0.75
0.75,0.74,0.76,0.71
0.74,0.76,0.78,0.73
0.75,0.77,0.80,0.74
0.77,0.78,0.80,0.74
0.78,0.83,0.86,0.75
0.83,0.80,0.85,0.80
0.78,0.80,0.84,0.78
0.80,0.82,0.85,0.78
0.82,0.83,0.84,0.80
0.80,0.80,0.84,0.80
0.80,0.84,0.84,0.80
0.84,0.92,0.99,0.84
0.92,0.93,0.93,0.86
0.93,1.00,1.03,0.88
1.00,0.95,1.01,0.89
0.96,0.96,0.99,0.88
0.96,0.93,0.96,0.91
1.20,0.91,1.24,0.91
0.92,0.85,0.94,0.85
0.85,0.95,0.95,0.82
0.95,0.91,0.95,0.86
0.88,0.90,0.90,0.80
0.87,0.87,0.94,0.84
0.89,0.88,0.92,0.84
0.86,0.89,0.93,0.86
0.87,0.92,0.95,0.87
0.93,0.90,0.97,0.84
0.86,0.89,0.91,0.86
0.92,0.91,0.95,0.87
0.94,0.89,0.94,0.87
0.88,0.88,0.90,0.86
0.89,0.94,0.94,0.89
0.98,0.86,0.98,0.86
0.88,0.87,0.91,0.87
0.90,0.89,0.95,0.87
0.86,0.90,0.90,0.86
0.87,0.88,0.91,0.87
0.89,0.92,0.92,0.88
0.92,0.94,0.95,0.89
0.95,0.95,0.95,0.92
0.95,0.91,0.95,0.90
0.91,0.92,0.93,0.86
0.94,0.92,0.94,0.90
0.90,0.90,0.95,0.90
0.89,0.87,0.90,0.85
0.89,0.83,0.89,0.80
0.84,0.87,0.89,0.81
0.90,0.88,0.90,0.88
0.89,0.87,0.89,0.83
0.85,0.88,0.88,0.84
0.89,0.88,0.89,0.86
0.85,0.87,0.90,0.85
0.86,0.88,0.88,0.85
0.88,0.86,0.88,0.80
0.85,0.85,0.87,0.83
0.86,0.85,0.88,0.83
0.89,0.88,0.89,0.85
0.88,0.88,0.89,0.85
0.89,0.88,0.90,0.85
0.87,0.90,0.90,0.86
0.88,0.85,0.93,0.83
0.88,0.84,0.90,0.83
0.83,0.86,0.89,0.83
0.88,0.73,0.88,0.73
0.73,0.73,0.77,0.73
0.73,0.63,0.74,0.55
0.70,0.61,0.70,0.60
0.66,0.60,0.66,0.58
0.61,0.63,0.67,0.61
0.64,0.64,0.68,0.60
0.68,0.61,0.68,0.61
0.61,0.66,0.67,0.61
0.64,0.69,0.70,0.64
0.68,0.66,0.72,0.65
0.65,0.61,0.68,0.61
0.65,0.67,0.67,0.64
0.67,0.70,0.71,0.65
0.70,0.68,0.75,0.65
0.68,0.69,0.70,0.65
0.66,0.64,0.69,0.64
0.64,0.61,0.65,0.60
0.65,0.63,0.66,0.61
0.68,0.66,0.70,0.64
0.68,0.70,0.70,0.68
0.72,0.72,0.75,0.71
0.73,0.69,0.73,0.68
0.72,0.69,0.73,0.68
0.71,0.69,0.71,0.68
0.70,0.70,0.72,0.69
0.74,0.71,0.74,0.67
0.71,0.70,0.76,0.61
3.01,2.65,3.10,2.49
2.70,2.44,2.70,2.28
2.39,2.40,2.56,2.25
2.43,2.39,2.45,2.30
2.29,2.39,2.39,2.17
2.33,2.52,2.72,2.27
2.67,2.61,2.73,2.47
2.60,2.48,2.65,2.48
2.48,2.33,2.48,2.30
2.55,2.50,2.71,2.30
2.67,2.58,2.69,2.40
2.57,2.51,2.61,2.48
2.44,2.41,2.61,2.39
2.53,2.49,2.58,2.41
2.50,2.43,2.52,2.34
2.50,2.60,2.60,2.33
2.53,2.50,2.66,2.45
2.50,2.30,2.52,2.30
2.91,2.31,2.96,2.27
2.04,1.99,2.10,1.88
1.99,1.98,2.08,1.88
1.92,1.86,1.96,1.83
1.83,1.75,1.90,1.71
1.70,1.81,2.35,1.60
1.61,1.61,1.78,1.35
1.55,1.60,1.61,1.55
1.79,1.66,1.79,1.56
1.90,1.74,2.00,1.66
1.75,1.61,1.76,1.56
1.59,1.65,1.65,1.57
1.76,1.62,1.76,1.57
1.65,1.62,1.68,1.54
1.55,1.67,1.67,1.43
1.80,1.66,1.89,1.66
1.71,1.77,1.79,1.66
1.75,1.82,1.82,1.67
1.79,1.73,1.82,1.71
1.73,1.64,1.73,1.61
1.68,1.64,1.85,1.60
1.65,1.63,1.85,1.62
1.70,1.74,1.79,1.63
1.77,1.61,1.77,1.58
1.64,1.56,1.73,1.51
1.53,1.56,1.59,1.53
1.53,1.46,1.60,1.46
1.38,1.41,1.46,1.37
1.41,1.39,1.45,1.38
1.43,1.51,1.54,1.40
1.55,1.41,1.60,1.40
1.44,1.51,1.57,1.44
1.46,1.50,1.54,1.44
1.47,1.48,1.57,1.45
1.48,1.52,1.52,1.44
1.49,1.48,1.49,1.46
1.49,1.48,1.49,1.46
1.46,1.47,1.50,1.44
1.48,1.48,1.49,1.44
1.48,1.47,1.49,1.44
1.47,1.50,1.50,1.46
1.50,1.44,1.50,1.44
1.48,1.55,1.55,1.43
1.50,1.50,1.52,1.47
1.55,1.47,1.56,1.46
1.49,1.46,1.52,1.46
1.52,1.71,1.74,1.52
1.74,1.77,1.81,1.61
1.77,1.79,1.84,1.75
1.84,1.82,1.85,1.77
1.85,1.80,1.85,1.67
1.80,1.75,1.80,1.73
1.73,1.74,1.75,1.71
1.74,1.78,1.79,1.62
2.13,1.73,2.19,1.63
1.76,1.70,1.76,1.56
1.70,1.64,1.70,1.56
1.60,1.60,1.67,1.55
1.65,1.65,1.83,1.48
1.61,1.66,1.69,1.52
1.68,1.61,1.70,1.56
1.68,1.62,1.68,1.58
1.60,1.63,1.66,1.60
1.62,1.83,1.85,1.62
1.85,1.84,1.92,1.78
1.88,1.88,1.90,1.84
1.88,1.86,1.88,1.85
1.89,1.87,1.89,1.85
1.86,1.97,2.02,1.86
2.00,1.98,2.05,1.81
1.82,1.90,1.92,1.82
1.87,1.78,1.87,1.78
1.73,1.80,1.86,1.70
1.83,1.85,1.86,1.80
1.82,1.76,1.85,1.76
1.75,1.86,1.94,1.75
1.90,1.90,1.90,1.85
1.90,1.88,1.90,1.83
1.64,1.82,1.89,1.64
1.80,1.77,1.80,1.76
1.77,1.80,1.81,1.71
1.76,1.82,1.86,1.76
1.80,1.84,1.85,1.80
1.85,1.86,1.86,1.84
1.85,1.83,1.85,1.83
1.82,1.82,1.85,1.81
1.83,1.82,1.83,1.82
1.83,1.81,1.85,1.81
1.81,1.84,1.88,1.81
1.80,1.77,1.83,1.77
1.80,1.78,1.80,1.75
1.78,1.77,1.79,1.73
1.76,1.69,1.80,1.67
1.70,1.64,1.74,1.59
1.64,1.74,1.75,1.64
1.72,1.58,1.74,1.56
1.55,1.60,1.65,1.54
1.60,1.52,1.62,1.51
1.62,1.56,1.62,1.51
1.58,1.59,1.65,1.57
1.59,1.64,1.66,1.59
1.64,1.68,1.70,1.61
1.69,1.69,1.71,1.66
1.69,1.65,1.71,1.65
1.66,1.68,1.69,1.65
1.68,1.70,1.75,1.66
1.71,1.70,1.73,1.69
1.93,1.80,1.97,1.77
1.85,2.08,2.36,1.80
2.09,2.00,2.17,1.93
1.99,2.01,2.01,1.90
2.04,1.99,2.05,1.95
2.00,1.95,2.02,1.91
1.94,1.98,2.02,1.93
1.92,1.90,2.00,1.90
1.90,1.80,1.95,1.80
1.82,1.72,1.84,1.68
1.70,1.68,1.71,1.66
1.70,1.66,1.73,1.64
1.74,1.68,1.74,1.64
1.66,1.63,1.66,1.61
1.65,1.64,1.70,1.53
1.64,1.68,1.76,1.64
1.63,1.73,1.75,1.63
1.70,1.73,1.79,1.70
1.79,1.74,2.00,1.62
1.74,1.67,1.77,1.66
1.72,1.66,1.72,1.65
1.68,1.76,1.80,1.68
1.78,1.72,1.80,1.69
1.73,1.73,1.77,1.71
1.74,1.76,1.76,1.73
1.75,1.76,1.79,1.73
1.78,1.71,1.79,1.69
1.73,1.67,1.76,1.67
1.76,1.74,1.76,1.72
1.70,1.72,1.76,1.70
1.72,1.70,1.73,1.66
1.71,1.70,1.72,1.61
1.72,1.72,1.75,1.70
1.75,1.74,1.75,1.72
1.76,1.72,1.79,1.66
1.70,1.70,1.71,1.66
1.66,1.64,1.72,1.60
1.64,1.63,1.66,1.62
1.63,1.62,1.65,1.55
1.59,1.60,1.65,1.56
1.58,1.66,1.66,1.52
1.59,1.60,1.63,1.53
1.60,1.51,1.63,1.50
1.52,1.55,1.62,1.50
1.54,1.56,1.60,1.50
1.52,1.57,1.62,1.51
1.59,1.59,1.64,1.58
1.63,1.57,1.63,1.56
1.61,1.54,1.61,1.52
1.55,1.49,1.55,1.49
1.51,1.45,1.55,1.43
1.45,1.47,1.49,1.40
1.50,1.44,1.54,1.44
1.46,1.42,1.46,1.40
1.48,1.50,1.52,1.44
1.50,1.49,1.52,1.44
1.46,1.47,1.48,1.41
1.50,1.50,1.52,1.49
1.52,1.45,1.52,1.43
1.46,1.43,1.49,1.42
1.43,1.44,1.49,1.40
1.45,1.41,1.47,1.36
1.40,1.43,1.45,1.40
1.43,1.41,1.43,1.40
1.38,1.51,1.73,1.36
1.53,1.46,1.53,1.38
1.46,1.42,1.46,1.39
1.40,1.41,1.48,1.39
1.48,1.43,1.51,1.41
1.41,1.43,1.44,1.36
1.43,1.39,1.46,1.38
1.45,1.41,1.46,1.41
1.39,1.41,1.45,1.39
1.42,1.52,1.54,1.40
1.50,1.54,1.54,1.43
1.54,1.56,1.66,1.51
1.56,1.58,1.61,1.53
1.62,1.63,1.63,1.58
1.66,1.59,1.66,1.58
1.58,1.60,1.63,1.58
1.61,1.56,1.61,1.55
1.58,1.60,1.60,1.50
1.58,1.56,1.60,1.54
1.58,1.55,1.60,1.52
1.55,1.56,1.59,1.51
1.55,1.54,1.57,1.49
1.51,1.53,1.55,1.50
1.50,1.53,1.56,1.50
1.51,1.47,1.54,1.47
1.50,1.42,1.50,1.41
1.42,1.47,1.49,1.40
1.46,1.46,1.47,1.40
1.45,1.44,1.46,1.43
1.43,1.46,1.48,1.42
1.50,1.49,1.50,1.47
1.51,1.53,1.60,1.48
1.51,1.50,1.51,1.48
1.50,1.49,1.50,1.43
1.50,1.46,1.50,1.44
1.40,1.43,1.45,1.40
1.40,1.43,1.45,1.40
1.44,1.39,1.44,1.38
1.41,1.36,1.41,1.35
1.36,1.34,1.39,1.26
1.34,1.32,1.35,1.30
1.40,1.37,1.40,1.33
1.32,1.29,1.35,1.29
1.32,1.27,1.32,1.27
1.29,1.28,1.29,1.25
1.30,1.26,1.30,1.25
1.29,1.21,1.29,1.19
1.21,1.15,1.21,1.14
1.16,1.20,1.21,1.15
1.18,1.13,1.21,1.12
1.13,1.23,1.24,1.13
1.23,1.19,1.25,1.16
1.19,1.15,1.19,1.13
1.17,1.22,1.25,1.13
1.25,1.25,1.30,1.21
1.26,1.21,1.27,1.18
1.23,1.27,1.38,1.18
1.28,1.19,1.34,1.16
1.18,1.16,1.18,1.14
1.15,1.13,1.16,1.10
1.16,1.03,1.16,1.00
1.06,0.97,1.07,0.95
0.97,0.91,1.04,0.90
0.97,0.95,0.99,0.91
0.95,0.90,0.95,0.88
0.88,0.90,0.95,0.88
0.90,0.91,0.95,0.89
