GCBC,Greene County Bancorp,NASDAQ
17.25,17.25,17.25,17.25
16.52,16.52,16.52,16.52
16.52,16.52,16.52,16.52
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.21,17.22,17.22,17.21
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.25,17.25,17.25,17.25
17.24,17.24,17.24,17.24
16.32,16.33,16.62,16.32
16.33,16.33,16.33,16.33
17.21,17.21,17.21,17.21
17.25,16.51,17.25,16.51
16.51,16.51,16.51,16.51
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.33,16.40,17.25,16.25
16.40,16.40,16.40,16.40
16.40,16.40,16.40,16.40
16.40,16.40,16.40,16.40
16.40,16.40,16.40,16.40
17.01,17.25,17.25,16.76
17.25,17.25,17.25,17.25
16.40,17.17,17.17,16.40
17.25,17.25,17.25,17.07
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
16.50,17.23,17.23,16.50
17.23,17.23,17.23,17.23
17.23,17.25,17.25,17.20
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.24,17.24,17.24,17.24
16.59,16.28,16.59,16.28
16.28,16.28,16.28,16.28
17.24,17.24,17.24,17.24
17.24,17.24,17.24,17.24
17.22,17.22,17.22,17.22
17.22,17.22,17.22,17.22
17.21,17.21,17.21,17.21
17.25,17.20,17.25,17.18
17.20,17.20,17.20,17.20
17.25,17.25,17.25,17.25
16.77,16.75,17.25,16.75
17.19,17.17,17.24,17.17
17.17,17.17,17.17,17.17
17.24,16.87,17.25,16.51
17.25,16.96,17.25,16.96
16.96,16.96,16.96,16.96
17.25,17.24,17.25,17.24
17.25,17.25,17.25,17.00
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
16.64,17.25,17.25,16.64
16.76,16.87,16.87,16.76
16.63,17.24,17.25,16.63
17.24,17.24,17.24,17.24
17.25,17.50,17.50,17.25
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
18.10,18.10,18.10,18.08
18.25,18.25,18.25,18.25
18.50,18.25,18.50,18.25
18.49,17.99,18.49,17.99
17.99,17.99,17.99,17.99
17.50,18.00,18.45,17.50
18.00,18.00,18.00,17.98
18.00,18.25,18.49,18.00
17.57,18.50,18.50,17.57
18.49,18.50,18.50,18.20
18.45,18.50,18.50,18.45
18.50,17.13,18.50,17.13
17.13,17.13,17.13,17.13
17.72,17.50,17.72,17.50
18.37,17.91,18.37,17.90
17.94,17.89,18.00,17.89
17.94,17.96,17.96,17.84
18.00,18.00,18.00,18.00
17.75,17.75,17.75,17.74
17.75,17.75,17.75,17.75
17.75,16.57,17.75,16.57
16.53,17.74,17.74,16.53
17.75,17.75,17.75,17.75
17.75,17.75,17.75,17.75
17.75,17.75,17.75,17.75
17.75,18.50,18.50,17.75
18.40,17.80,18.50,17.80
18.48,18.52,18.52,18.48
17.07,18.55,18.55,17.07
18.55,18.55,18.55,18.55
18.99,19.96,19.96,17.28
17.72,17.60,17.75,17.56
18.84,19.57,19.75,17.68
19.25,19.25,19.25,19.25
19.22,18.81,19.22,17.82
19.23,19.95,19.95,17.77
19.95,18.08,19.95,18.06
19.44,18.78,19.84,18.22
18.78,18.78,18.78,18.78
18.46,17.99,19.48,17.99
19.25,18.87,19.25,18.87
19.50,18.75,19.58,17.82
18.75,18.75,18.75,18.75
18.95,19.00,19.00,18.95
18.91,18.98,18.98,18.91
19.00,19.00,19.00,19.00
19.47,19.47,19.47,19.47
19.46,18.76,19.46,18.76
19.39,19.50,19.75,18.55
19.37,19.37,19.37,19.37
19.37,19.37,19.37,19.37
19.37,19.37,19.37,19.37
18.65,18.50,18.65,18.50
18.76,18.78,18.80,18.75
19.75,19.81,19.81,19.03
19.94,19.01,19.94,19.01
19.82,19.16,19.82,18.84
19.16,18.80,19.97,18.80
19.09,18.10,19.10,18.10
18.10,18.10,18.10,18.10
18.10,18.10,18.10,18.10
18.33,18.02,18.49,18.02
18.08,18.42,18.46,18.08
18.42,18.42,18.42,18.42
18.44,18.45,18.45,18.44
17.56,18.41,18.41,17.56
17.29,17.43,17.56,17.29
17.43,17.43,17.43,17.43
17.43,17.43,17.43,17.43
18.36,18.36,18.36,18.36
17.55,17.31,17.57,17.31
17.75,17.60,17.75,17.60
17.60,17.74,17.75,17.60
18.13,17.74,18.13,17.74
17.75,17.74,17.97,17.74
17.79,17.79,17.79,17.79
17.59,18.00,18.00,17.59
18.01,18.01,18.01,18.01
18.14,18.14,18.14,18.03
18.24,18.00,18.24,18.00
18.24,18.25,18.25,18.24
18.25,18.00,18.25,18.00
17.48,18.00,18.23,17.48
18.00,18.25,18.25,18.00
18.25,18.25,18.25,18.25
18.25,18.25,18.25,18.25
18.50,18.25,18.50,18.25
18.35,18.35,18.35,18.35
18.03,18.24,18.24,18.03
17.99,18.50,18.50,17.99
18.50,18.50,18.50,18.50
18.25,18.25,18.25,18.25
18.25,18.25,18.25,18.25
18.25,18.02,18.25,18.02
18.01,18.00,18.01,18.00
18.00,18.00,18.00,18.00
18.02,18.48,18.48,18.01
18.48,18.48,18.48,18.48
18.49,18.49,18.49,18.49
18.49,18.49,18.49,18.49
18.01,18.01,18.01,18.01
18.01,18.01,18.01,18.01
18.40,18.00,18.40,18.00
18.01,18.01,18.01,18.01
18.00,18.00,18.02,18.00
18.01,18.00,18.01,18.00
18.00,18.00,18.00,18.00
18.15,18.15,18.15,18.15
18.20,18.00,18.20,18.00
18.00,17.81,18.00,17.81
17.80,17.80,17.80,17.80
18.03,17.75,18.03,17.75
17.75,17.75,17.75,17.75
17.88,17.88,17.88,17.88
17.76,17.75,17.76,17.75
17.75,17.75,17.75,17.75
17.98,17.98,17.98,17.98
17.98,17.98,17.98,17.98
17.98,17.98,17.98,17.98
18.48,18.48,18.48,18.48
17.98,17.98,17.98,17.98
17.98,17.75,18.00,17.44
17.84,18.95,18.99,17.45
18.75,17.76,18.75,17.76
18.96,17.50,18.96,17.50
17.57,18.18,18.18,17.57
17.83,17.83,17.83,17.83
18.49,18.50,18.50,18.49
19.00,18.02,19.00,18.00
18.21,18.53,18.53,18.21
18.53,18.53,18.53,18.53
19.44,18.64,19.44,18.30
18.64,18.64,18.64,18.64
18.31,18.06,18.31,17.78
17.64,17.64,17.70,17.63
17.76,17.75,17.76,17.75
17.75,17.37,17.75,17.36
17.44,17.44,17.44,17.44
18.33,18.38,18.38,18.33
17.57,17.74,17.75,17.57
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
17.53,17.54,17.61,17.51
18.25,17.51,18.25,17.51
17.60,17.60,17.60,17.60
17.60,17.60,17.60,17.60
17.60,17.60,17.60,17.60
17.61,17.65,17.65,17.59
18.17,17.96,18.17,17.70
17.99,17.99,17.99,17.99
17.63,17.63,17.63,17.63
17.63,17.63,17.63,17.63
17.63,17.63,17.63,17.63
17.59,17.54,17.59,17.52
17.94,17.32,17.94,17.29
17.75,17.90,17.90,17.75
17.53,17.55,17.94,17.41
17.32,17.40,17.53,17.30
17.49,17.54,17.54,17.41
17.57,17.55,17.57,17.54
17.55,17.55,17.55,17.55
17.55,17.55,17.55,17.55
17.50,17.50,17.50,17.50
17.53,18.44,18.44,17.53
17.83,17.61,17.83,17.53
17.70,17.20,17.70,17.20
17.20,17.20,17.20,17.20
17.50,17.50,17.50,17.29
17.29,17.46,17.46,17.29
17.40,17.69,17.70,17.40
17.88,17.89,17.89,17.78
17.28,17.75,17.75,17.28
17.75,17.75,17.75,17.75
17.75,17.75,17.75,17.75
17.75,17.75,17.75,17.75
17.80,17.80,17.80,17.80
17.75,17.80,17.86,17.75
17.51,17.76,17.76,17.51
17.89,18.03,18.03,17.89
17.96,17.96,17.96,17.96
17.54,17.78,18.07,17.53
17.56,17.60,17.88,17.53
17.60,17.60,17.60,17.60
17.65,17.65,17.65,17.65
17.65,17.65,17.65,17.65
17.65,17.65,17.65,17.65
17.65,17.65,17.65,17.65
17.65,17.65,17.66,17.65
17.66,17.65,17.66,17.65
17.65,17.65,17.65,17.65
17.88,17.88,17.88,17.88
17.88,17.88,17.88,17.88
17.86,17.88,17.88,17.67
17.88,17.84,17.88,17.25
17.26,17.31,17.31,17.26
17.25,17.27,17.50,17.25
17.47,17.64,17.64,17.47
17.99,17.32,18.00,17.25
17.27,19.50,19.50,17.27
19.50,17.29,19.50,17.29
17.29,17.29,17.29,17.29
17.29,19.28,19.28,17.29
19.28,19.28,19.28,19.28
18.51,18.51,18.51,18.51
18.20,18.20,18.20,18.20
18.04,17.90,18.04,17.72
17.55,17.53,17.55,17.53
17.29,17.03,17.31,16.82
17.66,17.10,17.66,17.10
17.42,17.65,17.65,17.42
17.75,17.97,18.00,17.75
17.97,17.97,17.97,17.97
17.53,17.53,17.53,17.53
18.52,18.89,19.16,17.95
18.57,18.84,18.84,18.57
18.18,18.30,18.30,18.18
18.24,17.96,18.70,17.85
18.16,18.01,18.16,18.01
17.94,18.07,18.14,17.81
18.07,18.07,18.07,18.07
18.06,18.25,18.25,18.04
18.13,18.33,18.33,18.13
18.33,18.33,18.33,18.33
18.33,18.33,18.33,18.33
18.52,18.42,18.52,18.34
18.42,18.42,18.42,18.42
18.35,18.60,18.60,18.33
18.33,18.52,18.63,18.33
18.50,18.50,18.55,18.50
19.14,18.52,19.14,18.52
18.52,18.52,18.52,18.52
18.52,18.52,18.52,18.52
18.82,18.82,18.82,18.82
18.53,18.74,18.75,18.50
18.74,18.74,18.74,18.74
18.52,18.41,18.52,18.41
18.41,18.41,18.41,18.41
18.43,18.40,18.43,18.40
18.95,18.95,18.95,18.95
18.57,18.60,18.60,18.57
18.50,18.54,18.60,18.50
18.54,18.54,18.54,18.54
18.50,18.51,18.51,18.50
18.75,18.51,18.75,18.50
18.51,18.51,18.51,18.51
18.53,18.51,18.53,18.51
18.52,18.52,18.52,18.52
18.51,18.70,18.73,18.51
18.70,18.70,18.70,18.70
18.70,18.70,18.70,18.70
18.90,18.86,18.90,18.86
18.88,18.86,18.90,18.86
18.91,18.68,19.20,18.68
19.19,18.32,19.19,18.32
18.32,18.32,18.32,18.32
18.32,18.32,18.32,18.32
18.32,18.32,18.32,18.32
18.70,18.00,18.70,17.99
17.99,17.99,17.99,17.99
17.90,17.80,17.90,17.80
17.81,17.81,17.81,17.81
18.04,17.77,18.04,17.77
17.76,17.75,17.76,17.57
17.75,17.78,17.78,17.75
17.76,17.00,17.76,17.00
17.00,17.00,17.00,17.00
17.34,17.34,17.34,17.34
17.34,17.34,17.34,17.34
17.30,17.32,17.32,16.66
16.65,16.86,17.26,16.65
16.86,16.86,16.86,16.86
16.86,16.86,16.86,16.86
16.86,16.86,16.86,16.86
16.87,17.22,17.22,16.87
16.95,16.95,16.95,16.95
17.30,16.81,17.30,16.69
16.99,17.24,17.28,16.76
17.29,17.29,17.29,17.29
17.39,17.39,17.39,17.39
17.39,17.39,17.39,17.39
17.10,17.10,17.10,17.10
17.14,17.00,17.14,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.43,17.43,17.43,17.43
17.06,17.06,17.06,17.06
17.06,17.06,17.06,17.06
17.06,17.06,17.06,17.06
17.37,17.39,17.39,17.37
17.48,17.48,17.48,17.48
17.20,17.24,17.39,17.20
17.24,17.24,17.24,17.24
17.15,17.23,17.27,17.06
17.40,17.32,17.40,17.13
17.29,17.19,17.29,17.14
17.08,17.25,17.25,17.08
17.37,17.01,17.37,17.01
17.05,17.34,17.34,17.05
17.34,17.34,17.34,17.34
17.34,17.34,17.34,17.34
17.38,17.38,17.38,17.38
17.38,17.38,17.38,17.38
17.40,17.40,17.40,17.40
17.40,17.40,17.40,17.40
17.40,17.59,17.59,17.40
17.59,17.59,17.59,17.59
17.85,17.43,17.85,17.43
17.43,17.43,17.43,17.43
17.43,17.43,17.43,17.43
17.43,17.43,17.43,17.43
17.90,17.36,17.90,17.36
17.36,17.36,17.36,17.36
17.38,17.38,17.38,17.38
17.38,17.38,17.38,17.38
17.82,17.82,17.82,17.82
17.82,17.82,17.82,17.82
17.51,17.90,17.90,17.51
17.90,17.90,17.90,17.90
17.90,17.90,17.90,17.90
17.39,17.35,17.40,17.35
17.57,17.45,17.90,17.45
17.45,17.45,17.45,17.45
17.45,17.45,17.45,17.45
17.45,17.49,17.90,17.45
17.49,17.49,17.49,17.49
17.48,17.38,17.48,17.38
17.40,17.40,17.40,17.40
17.51,17.43,17.60,17.43
17.45,17.45,17.45,17.45
17.89,17.89,17.89,17.80
17.89,17.89,17.89,17.89
17.50,17.51,17.51,17.50
17.53,17.50,17.53,17.47
17.45,17.25,17.45,17.25
17.25,17.25,17.25,17.25
17.75,17.62,17.75,17.50
17.62,17.62,17.62,17.62
17.61,17.90,17.90,17.42
17.81,17.90,17.90,17.81
17.57,17.57,17.57,17.57
17.57,17.57,17.57,17.57
17.90,17.99,17.99,17.89
18.01,17.93,18.01,17.90
18.00,18.13,18.17,18.00
18.19,18.15,18.19,18.15
17.90,17.90,17.90,17.90
17.92,18.15,18.28,17.91
17.94,18.19,18.19,17.94
18.18,18.18,18.18,18.18
18.24,18.24,18.24,18.24
18.40,18.00,18.40,18.00
18.04,18.10,18.10,18.02
18.10,18.10,18.10,18.10
18.10,18.10,18.10,18.10
17.95,17.95,17.95,17.95
17.95,17.95,17.95,17.95
17.95,17.95,17.95,17.95
17.97,17.97,17.97,17.97
17.97,17.97,17.97,17.97
17.97,17.97,17.97,17.97
18.14,18.14,18.14,18.14
18.13,18.10,18.13,18.10
18.38,18.75,18.75,18.38
18.75,18.75,18.75,18.75
18.50,18.06,18.50,17.90
18.51,17.95,18.61,17.95
18.19,18.19,18.19,18.19
18.19,18.19,18.19,18.19
18.25,18.35,18.35,18.25
17.93,18.13,18.35,17.91
18.13,18.13,18.13,18.13
17.72,17.61,17.72,17.61
17.70,17.70,17.91,17.70
17.70,17.70,17.70,17.70
17.68,17.90,17.90,17.65
17.92,17.65,17.92,17.65
18.00,18.00,18.00,18.00
18.33,18.10,18.33,18.10
17.60,17.70,18.89,17.60
17.63,18.03,18.03,17.63
18.03,18.03,18.03,18.03
17.94,17.99,17.99,17.94
17.99,17.99,17.99,17.99
17.89,17.89,17.89,17.89
17.89,17.89,17.89,17.89
17.80,17.60,17.80,17.60
17.60,17.97,17.97,17.60
18.50,18.50,18.50,18.50
18.30,18.30,18.30,18.30
17.56,17.56,17.56,17.56
17.56,17.56,17.56,17.56
17.56,17.56,17.56,17.56
17.56,17.56,17.56,17.56
17.56,17.56,17.56,17.56
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
18.09,18.09,18.09,18.09
18.01,18.00,18.04,18.00
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
18.03,20.90,20.90,18.03
18.85,20.49,20.50,18.30
19.82,19.82,19.82,19.82
19.95,20.10,20.10,19.95
20.07,20.07,20.07,20.07
20.00,19.40,20.00,19.40
19.22,18.66,19.22,18.66
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
18.99,19.10,19.10,18.99
19.10,19.10,19.10,19.10
18.83,18.83,18.83,18.83
18.98,19.66,19.66,18.98
19.20,19.20,19.20,19.20
18.72,18.66,18.72,18.66
18.90,18.90,18.90,18.90
18.65,18.79,18.80,18.65
18.67,18.67,18.67,18.67
18.67,18.67,18.67,18.67
18.67,18.67,18.67,18.67
18.67,18.67,18.67,18.67
18.67,18.67,18.67,18.67
18.94,19.00,19.00,18.94
19.00,18.51,19.00,18.51
18.54,18.53,18.54,18.53
18.53,18.53,18.53,18.53
18.53,18.53,18.53,18.53
18.53,18.53,18.53,18.53
18.53,18.53,18.53,18.53
18.74,18.75,18.75,18.74
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.65,18.65,18.65,18.65
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.02,19.00,19.02,19.00
19.00,19.00,19.00,19.00
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
19.00,19.47,19.47,19.00
19.48,19.50,19.50,19.48
19.50,19.50,19.50,19.50
18.85,18.84,18.85,18.84
18.82,18.82,18.82,18.82
18.87,19.42,19.49,18.87
27.13,19.48,27.13,18.90
19.50,19.18,19.50,18.86
18.67,18.67,18.67,18.67
18.67,18.67,18.67,18.67
19.00,19.00,19.00,19.00
19.18,19.18,19.18,19.18
19.18,19.18,19.18,19.18
19.20,19.52,19.52,19.20
20.53,20.00,20.53,20.00
19.85,19.50,19.85,19.50
19.50,19.50,19.50,19.50
19.74,20.50,20.50,19.74
20.55,20.50,20.60,20.50
20.50,20.50,20.50,20.50
23.00,23.00,23.00,23.00
20.62,20.90,20.93,20.62
20.54,20.54,20.54,20.54
20.54,20.54,20.54,20.54
20.54,20.54,20.54,20.54
20.87,20.87,20.87,20.87
20.87,20.87,20.87,20.87
20.90,20.90,20.90,20.90
21.00,21.12,21.12,21.00
21.01,21.01,21.01,21.01
21.01,21.01,21.01,21.01
22.94,22.94,22.94,22.94
22.64,22.64,22.64,22.64
22.64,22.64,22.64,22.64
22.64,22.64,22.64,22.64
22.35,22.35,22.35,22.35
21.95,21.95,21.95,21.95
22.48,20.50,22.60,20.50
20.50,20.50,20.50,20.50
20.57,20.47,20.57,20.47
20.55,20.55,20.55,20.55
21.30,21.43,21.43,21.30
21.43,21.43,21.43,21.43
21.90,21.90,21.90,21.90
19.93,19.39,20.03,19.06
19.67,19.26,20.00,19.07
19.88,19.59,19.88,19.59
19.68,19.68,19.68,19.68
19.75,20.85,20.85,19.75
20.70,20.70,20.70,20.70
20.50,20.50,20.50,20.50
20.50,20.79,20.84,20.50
20.79,20.79,20.79,20.79
20.79,20.79,20.79,20.79
20.85,20.85,20.85,20.85
20.85,20.85,20.85,20.85
20.95,21.44,21.44,20.95
21.44,21.06,21.44,21.06
21.06,21.06,21.06,21.06
21.00,20.02,21.00,20.02
20.21,21.11,21.11,20.21
20.64,20.64,20.64,20.64
20.16,20.16,20.16,20.16
21.43,21.19,21.43,20.75
21.40,21.40,21.40,21.40
21.25,21.25,21.25,20.75
21.25,21.25,21.25,21.25
21.48,19.50,21.48,19.50
19.50,19.50,19.50,19.50
21.50,21.50,21.50,21.50
21.50,21.50,21.50,21.50
21.50,20.53,21.50,19.63
20.53,20.53,20.53,20.53
20.53,20.53,20.53,20.53
20.54,20.05,20.54,19.99
20.05,20.05,20.05,20.05
20.05,20.05,20.05,20.05
20.05,20.05,20.05,20.05
20.49,21.92,21.93,20.49
22.06,22.20,22.20,21.92
22.14,21.02,22.14,21.02
21.00,21.06,21.06,21.00
21.07,21.07,21.07,21.07
21.01,21.01,21.01,21.00
21.06,21.00,21.06,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.08,21.00,21.08,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.21,21.21,21.21,21.21
21.00,21.00,21.00,21.00
21.00,21.00,21.48,21.00
21.52,20.50,21.52,20.50
20.50,20.50,20.50,20.50
20.00,20.74,20.74,20.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.91,21.97,22.89,21.91
22.35,21.16,22.35,21.16
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
22.13,22.49,22.49,22.13
22.49,22.49,22.49,22.49
21.28,21.28,21.28,21.28
21.28,21.28,21.28,21.28
21.28,21.28,21.28,21.28
21.28,21.28,21.28,21.28
20.62,21.00,21.00,20.61
20.61,21.00,21.00,20.50
21.00,21.00,21.00,21.00
20.52,20.51,20.52,20.50
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
21.80,21.95,21.95,21.80
21.95,21.95,21.95,21.95
21.95,21.95,21.95,21.95
21.95,21.95,21.95,21.95
22.00,22.00,22.00,22.00
21.85,21.85,21.85,21.85
21.00,21.00,21.00,21.00
21.00,21.01,21.01,21.00
21.19,21.01,21.19,21.00
21.03,21.03,21.03,21.03
21.05,20.50,21.09,20.50
20.50,20.50,20.50,20.50
20.50,20.50,20.50,20.50
19.34,20.50,20.50,19.34
20.50,20.50,20.50,20.50
19.59,19.59,19.59,19.59
20.49,20.49,20.49,20.49
20.49,20.49,20.49,20.49
20.49,20.49,20.49,20.49
20.49,20.49,20.49,20.49
20.49,20.49,20.49,20.49
20.49,20.49,20.49,20.49
20.49,20.49,20.49,20.49
20.49,20.49,20.49,20.49
20.06,20.06,20.06,20.06
20.06,20.06,20.06,20.06
20.06,20.06,20.06,20.06
20.06,20.06,20.06,20.06
20.06,20.06,20.06,20.06
20.06,20.06,20.06,20.06
20.10,20.10,20.10,20.10
20.10,20.10,20.10,20.10
20.10,22.93,22.93,20.10
22.31,22.31,22.31,22.31
20.12,22.77,22.77,20.12
20.31,23.00,23.44,20.31
24.00,23.00,24.00,23.00
22.99,22.99,23.00,22.99
23.00,21.75,23.00,20.81
21.75,20.56,21.75,20.56
20.61,20.40,20.61,20.40
20.46,20.31,20.46,20.31
20.41,20.48,20.48,20.41
20.47,20.47,20.47,20.47
20.47,20.47,20.47,20.47
20.12,20.00,20.40,20.00
20.00,20.00,20.00,20.00
20.02,19.75,20.09,19.75
19.88,19.76,21.41,19.75
19.98,19.97,20.27,19.97
19.93,20.00,20.00,19.93
20.00,20.00,20.00,20.00
20.12,20.12,20.12,20.12
20.23,20.23,20.23,20.23
20.23,20.23,20.23,20.23
20.12,20.04,20.50,19.94
21.30,21.05,21.30,20.05
20.75,20.18,20.75,19.93
20.17,19.76,20.25,19.76
19.77,19.77,19.82,19.77
19.77,19.77,19.77,19.77
19.77,19.77,19.77,19.77
19.80,20.20,20.20,19.80
20.40,20.40,20.40,20.40
20.46,20.20,20.46,20.20
20.40,20.40,20.40,20.40
20.40,20.40,20.40,20.40
20.40,20.20,20.45,20.20
20.20,20.20,20.20,20.20
20.20,20.20,20.20,20.20
20.00,19.99,20.00,19.96
19.99,19.99,19.99,19.99
19.99,19.99,19.99,19.99
19.84,19.86,19.86,19.84
19.86,19.86,19.86,19.86
20.08,21.16,21.42,20.08
20.74,21.42,21.42,19.91
21.36,20.20,21.36,20.06
20.20,19.70,20.20,19.70
19.93,20.50,20.50,19.93
20.53,21.19,21.30,20.53
21.19,20.89,21.19,20.65
20.89,20.89,20.89,20.89
20.89,20.89,20.89,20.89
20.89,20.89,20.89,20.89
20.89,20.89,20.89,20.89
20.89,20.89,20.89,20.89
20.73,20.73,20.73,20.73
20.73,20.73,20.73,20.73
20.73,20.73,20.73,20.73
