CAT,Caterpillar,NASDAQ
84.02,83.12,84.02,81.93
82.06,81.52,82.25,80.86
82.34,82.33,82.68,81.97
82.92,82.10,83.43,81.70
82.55,82.96,83.17,82.55
82.76,82.49,83.19,82.31
83.04,82.72,83.25,82.27
82.77,82.48,83.59,82.04
82.15,81.85,82.50,81.56
82.53,82.14,82.63,81.40
82.40,83.20,83.20,82.25
84.07,85.33,86.25,83.72
85.42,84.96,85.77,84.79
86.46,86.70,86.89,86.10
86.63,87.17,87.27,86.54
87.24,87.40,88.03,87.19
87.72,88.17,88.53,87.42
88.45,86.67,89.00,85.88
85.88,85.72,86.60,85.42
85.45,85.65,85.88,85.15
85.38,86.00,86.55,85.38
85.49,85.52,86.38,85.12
84.58,83.44,85.28,82.64
82.05,82.14,82.58,81.35
81.88,82.06,82.08,81.44
82.42,83.02,83.35,82.00
83.47,83.19,83.75,82.66
83.58,82.91,83.90,82.84
83.62,84.44,84.81,83.12
84.29,84.30,84.68,83.50
84.11,83.56,84.29,83.50
83.31,82.53,83.32,82.15
82.38,82.43,82.77,81.80
82.95,83.96,84.59,82.92
83.80,84.51,84.79,83.50
84.19,86.32,86.45,84.06
86.62,86.57,87.43,86.45
86.86,85.82,87.00,85.71
84.96,85.86,86.53,84.88
85.85,85.16,86.40,85.14
85.15,84.20,85.50,83.95
83.80,83.86,84.46,83.27
83.52,82.94,83.85,82.83
83.31,84.17,84.49,83.06
84.38,83.89,84.40,83.40
83.98,83.56,84.78,83.52
82.88,82.70,83.54,82.48
81.81,82.45,82.66,81.46
82.50,82.53,83.06,82.02
82.59,82.54,82.76,82.21
83.15,82.51,83.54,81.72
82.75,83.54,83.74,82.30
83.37,82.95,83.52,82.71
83.22,83.39,84.22,82.40
84.04,85.59,86.03,84.02
86.81,86.61,86.89,86.18
86.50,87.13,87.13,86.26
86.94,86.84,87.22,86.62
87.10,87.01,87.20,86.38
87.96,87.18,88.22,87.03
87.36,87.07,87.45,86.67
86.31,87.84,88.01,86.20
88.04,87.75,88.25,87.31
87.61,84.75,87.65,84.75
85.00,85.03,85.39,84.38
85.13,85.11,85.44,84.53
85.14,84.50,85.55,84.43
84.59,84.20,84.85,83.90
83.62,83.80,83.92,83.38
82.95,83.40,83.83,82.83
83.56,83.76,84.30,83.08
83.52,84.07,84.25,83.33
83.89,83.97,84.27,83.42
83.97,84.20,84.35,83.54
83.46,83.53,84.16,83.30
83.54,82.85,83.89,82.63
83.05,83.52,83.89,82.45
84.44,84.73,84.95,84.07
84.64,85.61,85.85,84.35
85.06,86.24,86.42,84.86
86.24,85.75,86.75,85.69
86.06,86.27,86.49,85.60
85.33,85.85,85.99,84.95
86.31,87.34,87.76,86.27
87.72,87.70,87.80,87.19
87.88,89.17,89.17,87.54
84.15,83.76,84.65,83.05
83.32,84.53,85.00,83.13
84.32,84.77,84.78,83.61
84.50,84.28,84.73,84.15
83.91,84.07,84.10,83.29
84.17,83.49,84.35,83.21
83.44,83.36,84.27,83.36
83.78,83.59,83.80,82.80
83.81,83.89,83.99,83.45
83.61,84.05,84.19,83.36
84.30,84.22,84.36,83.85
83.95,83.65,84.43,83.50
83.52,84.24,84.32,83.50
84.19,84.15,84.47,83.82
83.98,83.85,84.28,83.54
83.46,84.20,84.25,83.00
84.00,83.76,84.20,83.56
84.00,83.74,84.11,83.50
84.05,84.04,84.97,83.74
84.11,83.67,84.50,83.48
83.18,82.68,83.71,82.46
83.05,82.12,83.09,81.87
82.22,82.88,82.95,82.00
84.40,84.40,84.94,83.87
84.80,84.36,84.83,84.01
84.43,84.67,84.93,84.33
84.64,84.60,85.18,84.53
84.70,84.25,85.09,84.03
83.80,83.87,83.95,83.27
83.75,83.97,84.38,83.11
83.92,84.41,84.58,83.70
85.06,85.50,85.58,84.93
85.78,86.09,86.53,85.56
85.97,86.42,86.87,85.92
86.03,85.28,86.22,85.12
85.32,85.57,85.70,84.84
85.67,86.05,86.23,85.57
86.46,87.38,87.85,86.44
87.17,86.92,87.65,86.38
86.97,88.17,88.46,86.65
87.50,87.54,87.84,87.26
87.81,88.93,89.11,87.81
89.31,89.96,90.07,89.27
90.00,90.91,90.98,89.99
90.99,91.15,91.67,90.70
91.14,90.87,91.43,90.56
90.85,90.87,91.03,90.28
91.00,90.81,91.18,90.46
90.41,89.87,90.45,89.33
90.00,89.82,90.25,89.59
90.19,88.64,90.30,88.38
88.77,88.93,89.23,88.75
88.78,89.14,89.82,88.67
89.26,89.71,89.80,88.68
89.41,90.51,90.60,89.29
90.26,89.89,91.26,89.82
89.86,90.56,90.71,89.86
90.88,92.41,93.20,90.88
91.89,92.01,92.86,91.70
92.15,91.44,92.26,91.01
91.60,90.60,91.85,89.64
90.59,89.64,90.82,89.35
88.70,88.48,89.08,88.05
87.98,86.17,87.99,85.88
91.77,91.29,92.31,89.07
91.40,92.47,92.67,91.35
91.31,90.62,91.96,90.29
91.53,93.20,93.85,90.73
92.16,93.91,94.69,92.01
93.74,92.42,93.94,91.95
92.48,92.50,92.65,91.49
92.24,91.96,92.51,91.06
91.94,93.83,94.23,91.79
94.17,94.87,95.24,93.88
94.97,94.50,94.98,93.63
94.62,94.96,95.34,94.28
95.31,96.17,96.64,95.17
95.29,96.11,96.41,95.11
95.86,96.55,96.68,95.84
95.85,96.56,96.94,95.85
96.19,96.21,97.67,96.10
96.51,96.92,97.52,95.30
97.11,97.50,97.95,96.92
97.55,97.32,98.24,97.18
96.84,96.41,96.98,95.82
96.66,97.20,97.91,96.34
97.21,96.70,97.64,96.52
96.63,96.97,97.52,96.30
96.32,96.31,96.67,95.60
97.20,97.02,97.46,96.56
96.54,96.37,96.90,95.88
96.95,97.60,98.15,96.66
97.78,97.05,97.87,96.50
96.64,96.75,96.80,95.86
97.09,96.84,97.91,96.62
96.30,96.82,97.24,96.30
97.20,95.61,97.73,95.06
95.45,95.39,96.25,95.20
95.99,95.67,96.45,95.55
96.12,96.41,96.65,95.70
96.09,96.04,96.72,95.25
95.71,96.21,96.24,95.10
97.07,97.39,97.63,96.67
97.60,96.85,97.60,96.42
97.36,98.59,99.34,97.15
99.28,97.80,99.60,97.80
97.82,98.45,98.89,97.29
98.91,99.39,99.62,98.78
100.00,99.37,100.63,99.05
98.94,99.81,100.08,98.94
100.04,102.63,102.76,99.88
101.92,102.55,103.20,101.61
102.89,102.17,103.38,101.91
101.61,101.11,102.07,100.41
100.98,102.39,103.25,100.96
102.65,102.99,103.20,101.85
102.91,102.26,103.72,101.99
101.10,101.45,102.10,100.97
102.18,102.78,102.83,100.95
102.63,102.50,103.09,101.26
102.62,102.93,103.15,102.21
103.05,102.83,103.44,102.60
102.90,102.64,102.98,101.55
102.78,103.69,104.14,102.76
103.56,103.38,104.62,103.18
106.02,105.28,107.40,104.79
105.03,104.69,105.28,103.29
104.99,104.26,105.42,103.25
104.79,105.30,105.50,103.83
105.23,105.40,106.24,104.99
105.20,105.07,105.79,104.63
104.93,105.01,105.58,104.73
104.66,104.52,104.80,103.81
104.21,103.87,104.47,103.60
104.10,104.62,104.66,103.43
104.55,104.94,105.02,104.15
104.96,105.06,105.30,104.30
105.71,106.20,106.50,105.65
106.50,107.15,108.21,105.82
106.85,106.53,107.04,106.30
106.49,104.99,106.74,104.04
105.05,106.03,106.05,104.17
105.42,105.39,105.53,104.72
104.79,101.56,104.81,100.72
101.48,102.88,103.00,101.48
102.90,103.08,103.88,102.51
103.15,104.03,104.15,103.14
104.20,103.68,104.48,103.46
103.53,102.91,103.86,102.85
103.28,103.60,103.66,102.56
102.90,102.23,102.98,101.55
102.42,103.76,103.94,102.01
103.42,104.49,104.56,103.05
104.42,104.31,105.10,104.07
104.80,106.96,107.12,104.77
107.08,108.18,108.36,106.98
107.74,108.75,109.30,107.66
108.50,109.31,109.50,108.40
108.93,108.69,108.98,108.33
108.46,106.65,108.50,106.44
106.55,106.77,107.23,106.07
106.50,106.81,106.88,105.73
106.51,106.67,107.00,106.00
106.63,107.48,107.60,106.05
106.99,107.25,107.42,106.69
108.05,109.38,109.53,107.64
109.25,108.78,109.85,108.29
108.56,107.81,109.34,107.00
107.48,108.44,108.88,107.35
108.55,108.52,108.80,107.85
108.34,108.78,108.88,107.73
108.68,108.67,109.03,107.97
109.08,109.17,109.75,109.01
109.32,109.56,109.95,109.30
109.90,111.08,111.16,109.69
110.18,110.16,110.45,109.57
110.21,109.46,110.38,109.40
109.79,110.14,110.29,109.42
108.14,109.36,109.57,107.80
109.50,109.96,109.99,108.65
110.43,110.09,111.04,110.09
110.25,109.85,110.42,109.40
110.18,111.40,111.46,109.92
110.40,109.07,110.67,108.93
109.43,110.17,110.17,109.05
110.00,110.23,110.55,109.45
110.84,110.06,111.28,109.80
109.79,108.38,109.98,108.21
105.60,105.04,106.23,104.09
104.14,104.85,105.35,104.10
104.78,104.15,104.90,103.17
105.00,104.69,106.44,104.69
105.08,103.38,105.32,103.03
102.24,100.75,102.69,100.74
100.52,100.52,100.85,99.11
100.36,101.81,102.05,100.10
101.11,101.50,102.47,100.94
100.76,101.49,101.85,100.61
102.66,101.94,103.47,101.88
102.01,103.28,103.44,101.78
104.61,104.50,104.85,103.93
104.59,104.33,105.16,104.12
104.33,105.16,105.50,104.33
105.51,105.66,106.00,104.99
106.01,105.74,106.42,105.13
106.69,106.98,107.10,106.28
107.26,107.30,107.70,106.87
107.39,107.70,108.15,107.20
108.17,107.97,108.57,107.54
107.58,107.31,107.82,106.54
107.96,107.97,108.33,107.73
108.05,108.06,108.64,107.98
108.13,108.55,108.92,108.08
108.02,108.65,108.82,107.80
108.90,109.07,109.10,108.25
109.03,108.92,109.73,108.83
109.45,108.46,109.66,108.05
108.30,108.82,109.49,108.16
109.00,108.54,109.18,108.19
108.23,107.91,108.46,107.52
107.82,107.40,108.20,107.19
105.61,105.93,106.12,105.38
105.66,105.59,105.66,104.59
104.97,105.02,105.09,104.40
104.32,104.86,104.90,103.22
104.21,104.86,105.83,103.77
105.18,103.99,105.41,103.88
104.30,104.34,104.55,103.40
104.85,102.51,105.00,102.08
102.10,100.90,102.26,100.82
100.86,99.99,101.09,99.88
100.04,101.20,101.49,99.89
101.00,99.51,101.20,99.19
99.44,100.38,100.64,99.24
99.35,99.83,100.10,98.26
100.03,99.03,100.10,98.80
98.64,97.61,99.00,97.27
97.65,97.41,97.98,96.14
98.04,97.39,98.34,97.03
97.81,98.00,98.13,96.91
97.09,94.70,97.51,94.69
94.58,96.65,96.86,93.64
96.21,93.50,96.52,93.24
93.24,93.13,94.57,91.61
93.29,91.68,94.06,91.62
92.51,92.80,95.01,92.39
91.43,92.59,92.75,90.05
90.27,93.24,94.15,90.27
94.20,95.05,95.60,93.98
94.53,94.03,95.30,93.27
95.04,95.89,96.32,95.04
95.53,94.57,95.98,94.05
97.60,99.27,99.94,97.34
99.51,99.44,99.68,98.37
98.68,98.54,98.77,97.14
99.44,101.16,101.16,99.03
101.53,100.19,101.84,99.84
99.63,100.16,100.58,99.06
101.35,101.41,102.37,100.84
101.61,100.22,101.76,99.77
99.75,98.61,100.00,98.04
99.45,99.41,99.64,98.45
99.51,100.91,100.99,99.24
101.26,101.76,101.83,100.90
101.86,102.21,102.55,101.86
102.31,102.53,102.80,101.60
102.17,102.99,103.22,101.52
103.06,101.11,103.18,100.68
101.00,101.34,101.70,100.65
101.25,101.70,102.08,100.45
101.70,102.04,102.45,101.31
101.86,101.30,102.30,100.89
100.33,102.09,102.14,100.07
104.30,106.45,107.12,104.20
106.40,105.96,106.47,105.10
106.10,106.24,106.63,105.33
106.29,105.79,106.44,105.45
104.39,100.60,104.61,100.12
100.24,99.00,100.47,97.79
99.48,99.51,99.96,98.72
100.04,100.18,101.46,99.96
99.69,99.67,100.87,99.51
99.81,98.78,99.96,98.70
98.66,95.25,98.76,95.20
94.17,95.45,96.17,93.80
94.91,93.02,95.02,92.75
93.68,92.69,94.29,92.53
92.00,90.50,92.00,89.96
91.25,89.75,91.29,89.39
89.23,89.34,92.25,89.15
89.40,89.75,90.14,88.03
91.89,91.69,91.89,90.55
91.58,91.71,91.98,90.88
92.46,92.32,92.81,91.85
92.99,93.50,93.94,92.65
93.64,93.72,93.98,93.27
93.95,94.23,94.66,93.72
94.20,93.71,94.28,93.59
93.60,92.59,93.63,92.51
92.89,91.53,93.57,91.45
91.77,91.88,92.37,90.66
90.35,87.03,90.42,86.60
87.28,86.47,87.68,85.17
87.37,87.81,88.14,86.42
89.18,88.71,89.28,87.84
88.76,87.65,88.89,87.02
87.73,86.89,87.77,86.07
87.68,86.37,87.90,85.20
84.89,86.07,86.22,84.27
86.03,84.32,86.17,84.30
84.24,83.86,84.32,83.04
84.42,83.97,84.50,83.19
83.59,85.37,85.40,83.59
86.05,86.82,87.36,85.43
86.79,85.61,87.00,85.20
85.36,86.03,86.26,84.90
79.74,79.85,81.35,79.10
80.40,80.01,81.20,79.96
79.91,80.00,80.18,78.81
79.51,79.97,80.82,79.42
80.08,80.84,80.88,79.49
81.22,83.92,84.11,81.15
82.78,81.95,83.32,81.66
82.40,83.57,83.63,81.87
83.60,83.21,84.14,82.80
83.05,84.67,84.87,82.95
85.00,83.90,85.00,83.46
83.56,83.41,83.67,82.24
84.08,83.53,84.25,83.31
84.11,85.13,85.49,84.03
84.86,85.38,85.58,84.20
84.92,84.80,85.81,84.58
83.81,83.30,84.00,82.20
83.14,84.44,84.62,82.40
83.90,83.49,83.98,83.14
83.77,84.50,84.69,83.60
84.52,85.15,85.36,84.17
85.10,83.80,85.10,83.56
84.18,82.90,84.18,82.89
82.78,83.00,83.07,82.24
82.71,82.84,83.79,82.65
82.56,81.73,82.61,80.83
80.41,81.51,81.56,80.06
80.37,80.06,81.21,79.55
80.17,80.81,81.34,80.10
80.02,79.91,80.76,79.74
80.15,79.70,80.15,79.26
80.27,80.19,80.48,79.80
79.90,79.23,79.91,78.19
79.57,79.97,80.00,79.06
79.35,78.45,79.35,78.25
78.25,81.33,81.44,78.25
80.50,80.09,80.50,79.56
80.62,81.19,81.25,80.19
81.19,81.09,81.92,81.02
81.15,80.48,81.20,80.20
81.03,79.86,81.04,79.83
79.64,79.88,80.80,79.51
79.46,79.67,79.88,78.76
80.01,81.37,81.52,80.00
80.51,80.03,80.65,79.81
80.03,79.64,80.52,79.39
79.60,80.24,80.50,79.40
80.35,81.49,82.00,79.98
81.22,80.54,81.43,80.50
80.84,80.44,81.24,79.92
80.50,80.68,81.21,80.28
81.10,82.60,82.80,80.74
82.60,82.14,82.61,81.60
82.55,83.00,83.24,81.54
83.29,85.16,85.73,83.00
84.40,84.34,84.90,84.00
83.50,83.28,83.59,82.66
83.96,84.60,84.75,83.88
84.66,83.92,84.97,83.61
84.13,84.87,84.94,83.09
86.85,84.79,87.50,83.85
84.70,84.60,85.17,84.02
84.77,85.33,85.94,84.40
85.42,86.20,86.22,84.50
85.69,87.50,87.92,85.46
86.85,86.88,87.30,86.23
87.69,87.37,88.28,86.76
87.73,87.30,87.96,87.17
87.57,87.00,88.22,86.70
87.75,86.99,87.94,86.42
86.65,86.43,86.88,85.89
87.78,87.31,87.84,86.70
88.40,88.77,89.44,88.09
88.19,88.16,88.34,87.26
88.59,88.44,89.07,88.21
88.78,88.74,89.59,88.65
88.50,88.43,88.56,87.60
88.39,88.29,88.50,87.65
87.89,87.24,87.91,86.50
87.63,87.93,88.13,87.13
88.23,89.33,89.62,87.94
89.18,88.63,89.50,88.63
88.13,87.84,88.15,87.29
87.99,87.92,88.82,87.65
87.33,86.01,87.45,85.73
85.74,85.32,86.33,85.11
86.06,85.53,86.37,84.70
85.21,86.17,86.68,85.07
86.60,86.23,87.06,85.81
85.50,85.47,86.40,85.32
85.01,86.05,86.50,84.91
85.80,86.15,86.48,85.78
86.46,86.73,87.62,86.42
87.45,88.48,88.71,87.36
88.62,88.17,88.76,87.92
87.95,87.85,88.41,87.57
87.14,87.13,87.39,86.35
86.79,86.59,87.02,86.24
86.89,87.25,87.55,86.32
86.83,87.44,87.74,86.83
87.27,87.52,87.96,87.15
87.97,88.27,88.32,87.71
88.42,88.45,88.62,88.01
88.79,88.17,88.81,88.07
88.22,86.72,88.33,86.66
86.50,86.82,86.95,85.81
86.22,85.30,86.74,85.10
86.09,84.82,86.25,84.80
85.39,83.95,85.45,83.54
84.53,84.38,84.78,83.85
83.65,83.15,84.15,82.73
82.99,83.99,84.12,81.85
83.05,82.27,83.23,81.76
83.43,81.69,83.70,81.46
82.64,82.15,82.91,81.87
82.87,83.64,84.03,82.68
83.53,84.46,84.68,83.52
84.55,84.16,84.86,83.75
84.75,83.76,84.89,83.41
83.55,83.16,83.65,82.76
83.06,82.25,83.29,82.14
81.80,82.22,82.89,81.25
81.00,79.76,81.12,79.15
77.70,76.88,79.04,76.65
76.91,76.10,77.09,75.85
75.18,75.32,75.72,74.77
75.92,77.78,78.15,75.79
77.30,77.33,77.46,76.51
76.98,78.35,78.37,76.68
78.60,78.63,79.04,78.15
78.42,77.26,78.43,76.75
77.33,76.60,77.86,76.32
77.50,76.88,77.92,76.72
76.98,77.46,77.65,76.18
77.52,77.29,78.15,76.94
78.04,80.16,80.31,77.90
78.73,78.04,78.93,77.23
77.31,78.92,79.12,76.92
78.55,77.76,78.58,77.70
77.66,78.49,78.73,77.60
78.13,78.54,78.64,77.21
78.51,78.82,79.00,78.18
78.25,77.41,78.54,77.05
77.28,76.41,77.83,76.41
75.94,75.00,76.30,74.96
71.82,72.82,74.88,70.23
75.22,72.06,75.49,72.03
73.82,73.87,74.08,72.53
75.04,75.66,76.22,74.23
75.19,75.95,76.02,74.63
75.32,76.44,76.77,74.90
74.50,74.90,75.94,74.46
75.90,76.10,76.16,74.95
75.95,74.45,76.00,73.78
73.00,73.10,73.66,72.35
74.58,74.30,74.62,73.56
75.00,72.96,75.20,72.78
72.89,72.42,73.31,72.03
72.23,72.63,72.92,71.88
72.35,72.77,72.89,72.01
73.02,74.58,74.74,72.64
74.85,75.64,75.87,74.58
75.40,74.06,75.68,73.91
73.33,71.86,73.50,71.61
72.30,72.16,72.84,71.91
71.12,71.68,71.80,70.64
71.67,70.20,71.81,70.16
66.20,65.80,66.70,64.65
65.00,64.98,65.77,64.74
64.24,63.79,64.32,62.99
63.65,64.31,65.38,63.60
64.95,65.36,65.64,64.15
65.63,64.39,66.10,63.61
63.79,65.70,65.73,63.10
66.69,69.18,69.48,66.52
69.54,70.82,71.15,69.08
71.36,70.38,72.71,69.15
70.32,71.84,72.18,69.85
72.34,71.30,72.49,70.86
71.51,70.50,71.53,70.32
69.96,70.17,71.03,69.26
70.11,70.71,71.06,69.57
70.47,70.83,70.92,69.76
70.62,69.68,70.84,69.11
69.25,69.27,69.47,68.80
68.86,70.27,71.19,68.51
70.59,69.67,71.90,69.58
67.92,70.88,72.83,67.81
71.71,71.75,72.43,70.66
71.79,71.52,72.30,71.42
70.18,70.39,71.08,68.34
70.75,71.97,72.11,70.48
71.49,71.97,72.57,71.28
72.27,72.99,73.28,71.63
73.00,74.34,74.64,72.83
74.44,74.75,75.32,74.20
75.34,74.55,75.93,74.33
74.65,74.22,75.56,73.21
73.42,73.84,73.85,72.33
73.43,71.89,73.60,71.48
71.79,72.43,72.58,71.63
72.54,71.91,72.85,71.82
70.82,68.66,70.99,68.41
68.70,69.63,70.13,68.50
69.48,70.39,70.62,69.23
70.13,69.39,70.36,69.05
69.90,70.32,70.45,69.38
69.50,70.02,70.11,68.60
70.48,71.14,71.21,70.16
70.98,71.02,71.90,70.88
70.78,71.40,71.71,70.44
71.74,71.49,71.89,70.72
71.18,71.22,71.53,70.70
71.33,72.65,72.79,71.15
72.33,71.56,72.64,70.85
71.20,71.03,72.13,70.62
71.15,69.64,71.22,69.37
69.36,69.98,70.03,68.80
68.68,68.36,68.73,67.72
66.99,66.54,67.16,66.18
66.30,65.91,67.02,65.16
65.98,66.38,67.09,65.91
65.38,65.43,66.10,64.48
65.63,66.12,66.18,64.73
65.46,66.75,66.96,65.24
66.22,67.72,67.88,66.14
67.18,64.90,67.50,64.88
64.60,65.11,65.87,64.10
65.59,65.24,65.82,64.38
66.25,68.41,68.79,66.11
69.59,69.89,70.49,68.98
69.75,69.38,69.90,69.06
69.12,68.58,69.18,68.03
69.22,69.19,69.57,68.62
68.66,68.69,69.63,68.57
68.45,67.96,69.10,67.94
66.88,67.99,68.08,65.72
68.38,67.28,68.44,66.42
65.98,66.22,66.85,65.62
65.08,63.94,65.52,63.66
64.33,63.29,64.53,62.93
63.67,61.47,63.70,60.85
62.44,61.60,62.50,60.39
62.07,60.89,62.76,60.39
61.24,62.27,62.97,60.38
59.52,59.87,60.09,58.75
60.26,59.03,60.54,58.48
58.08,58.81,59.38,56.36
59.00,59.69,60.42,58.25
61.23,60.98,62.56,60.60
58.96,57.91,59.35,57.76
58.40,59.16,59.66,58.09
58.43,58.32,59.89,57.46
62.01,61.08,62.45,58.57
61.69,62.24,62.29,60.76
61.97,62.70,63.08,61.38
61.28,60.67,61.55,60.48
61.47,63.27,63.60,59.80
63.60,65.96,66.99,63.60
65.67,66.12,66.76,65.18
65.42,64.58,65.64,63.66
63.90,63.93,64.41,63.12
64.27,62.14,64.38,62.00
60.91,61.41,62.31,60.51
61.99,63.15,63.47,61.82
64.16,65.21,65.55,63.51
66.00,67.26,67.79,65.72
67.15,66.12,67.60,65.14
64.92,65.42,65.52,64.08
66.41,67.31,67.52,66.35
67.11,65.78,67.24,65.70
64.70,65.88,65.97,63.07
65.89,66.47,66.47,64.84
67.39,66.87,68.00,66.45
67.14,67.70,68.58,66.49
68.44,69.09,69.49,67.34
68.75,69.38,69.93,68.21
69.62,71.75,72.08,69.39
72.09,72.84,73.96,71.54
72.80,74.77,75.73,72.80
73.78,71.73,74.11,71.52
72.33,71.87,72.70,71.26
72.03,71.36,72.03,70.49
72.36,72.80,73.10,72.28
72.73,72.73,73.44,72.13
71.44,72.44,72.47,70.86
72.59,74.34,74.51,72.20
74.20,75.90,76.30,73.52
76.08,75.47,76.94,74.64
75.53,75.89,76.35,75.04
75.59,75.55,76.08,75.24
74.97,73.68,75.12,73.57
72.93,75.29,75.35,72.73
75.15,75.32,75.55,74.46
74.97,76.01,76.05,74.19
76.94,76.51,77.25,76.01
76.30,76.54,77.13,76.24
75.65,76.79,76.87,74.67
76.56,75.72,77.04,75.42
75.32,75.24,75.85,74.60
75.52,75.22,75.57,73.70
74.49,74.17,74.68,73.76
75.03,74.35,75.25,74.00
74.61,74.63,75.78,74.61
75.06,76.10,76.74,74.47
76.87,79.13,79.16,76.56
79.44,79.05,79.72,78.37
79.38,79.17,79.78,78.73
78.47,79.25,79.87,78.14
79.99,80.39,80.89,79.46
80.25,79.74,80.60,79.30
78.75,78.66,79.58,78.19
78.93,78.32,79.18,77.20
78.50,76.79,78.86,76.20
77.15,77.65,77.74,76.47
77.98,78.68,78.89,77.60
78.03,77.75,79.17,77.60
78.02,77.72,79.00,77.32
77.35,77.84,78.07,76.62
76.85,76.36,77.10,75.58
76.18,74.24,76.31,73.90
74.15,72.79,74.60,72.70
72.16,73.36,73.42,71.62
72.33,70.78,72.62,70.57
70.78,72.51,72.71,70.59
72.85,72.43,73.61,72.36
72.92,71.70,73.24,71.18
71.63,70.07,71.78,70.06
70.39,70.70,71.70,70.10
70.70,71.05,72.18,70.45
70.62,70.59,71.87,70.08
69.93,69.43,70.12,69.04
70.00,69.87,70.78,69.75
69.80,70.40,70.95,69.59
70.78,71.09,71.25,70.25
71.63,72.57,72.70,71.26
73.24,72.08,73.59,72.06
72.15,71.96,72.20,71.50
72.03,72.51,73.17,71.95
71.98,72.27,72.49,71.27
72.60,73.62,73.64,72.28
73.65,75.04,75.14,73.10
75.36,76.42,76.53,75.11
76.53,76.81,77.28,76.44
77.50,78.11,78.70,77.26
77.39,77.16,77.50,76.64
76.32,76.03,76.56,75.38
75.70,75.23,76.34,75.23
75.06,74.86,75.55,73.95
75.19,75.07,75.95,74.34
74.41,74.99,75.14,73.35
75.35,75.93,76.66,75.24
76.91,76.43,77.35,76.39
76.45,76.49,76.90,76.01
76.89,76.43,77.09,76.18
77.66,78.22,78.25,77.22
75.20,73.03,75.61,72.99
72.50,71.38,72.71,70.53
72.24,72.52,72.90,71.51
73.25,74.23,74.40,72.79
74.17,75.81,75.85,73.97
75.38,76.45,76.99,75.32
75.66,74.38,75.95,73.70
74.59,74.83,74.87,73.46
75.07,75.05,75.73,74.38
75.92,77.37,77.43,75.78
78.00,77.80,78.54,77.32
78.72,79.80,79.94,78.30
79.98,79.69,80.33,79.07
80.50,80.06,81.00,79.97
80.49,80.70,80.80,80.16
79.88,79.82,79.89,78.87
79.34,79.74,79.77,79.15
79.45,79.69,79.86,78.93
80.45,80.01,81.38,79.74
79.78,79.38,79.79,78.86
79.15,78.69,79.18,78.34
79.04,82.75,83.00,78.74
82.72,84.10,84.29,82.72
83.70,82.92,83.71,82.45
82.80,82.76,83.14,82.13
82.76,81.95,82.88,81.53
82.00,81.24,82.19,80.92
81.15,82.03,82.30,80.93
81.82,81.77,82.54,81.40
82.22,82.56,82.96,82.00
83.00,83.44,83.79,82.80
83.52,82.83,83.75,82.70
83.31,82.65,83.31,82.48
83.00,83.24,83.65,82.99
83.26,83.00,83.78,82.58
83.00,84.15,84.28,82.96
84.21,84.29,84.36,83.64
84.41,84.41,84.73,83.84
83.41,83.38,83.61,82.51
83.06,83.84,84.38,82.76
83.62,83.59,83.78,83.00
83.98,84.01,84.68,83.94
83.41,83.15,84.10,82.97
83.07,82.84,83.17,82.59
83.21,82.66,83.90,82.28
82.51,83.10,83.35,82.41
82.86,82.48,83.15,82.31
82.06,81.95,82.34,81.61
81.59,81.45,82.00,80.57
82.19,81.69,82.36,81.47
82.01,82.08,82.23,81.48
82.50,83.72,83.73,82.41
83.50,83.54,83.96,83.08
82.89,80.79,83.00,80.76
80.27,81.92,82.12,80.10
81.10,80.23,81.26,79.93
80.38,81.02,81.62,80.23
80.83,82.03,82.35,80.74
81.62,82.05,82.08,81.21
82.18,81.88,82.35,81.35
82.46,81.70,82.67,81.66
82.30,83.47,83.49,82.01
83.97,83.50,84.45,83.31
83.51,82.44,83.58,82.39
82.20,82.37,82.68,82.01
82.19,82.88,82.88,81.67
83.25,86.59,86.66,83.14
86.28,87.47,88.85,86.28
87.99,88.77,88.98,87.81
88.23,88.28,89.19,88.17
88.50,87.51,88.95,87.18
88.12,89.42,89.87,88.04
88.96,89.29,89.66,88.71
89.52,88.47,89.74,87.94
89.10,88.22,89.50,88.14
89.10,87.47,89.32,87.26
87.50,87.58,87.75,87.02
86.90,86.97,87.07,86.26
87.83,87.67,88.42,87.56
87.38,87.29,87.72,86.90
88.11,87.22,88.20,86.77
87.31,88.00,88.28,86.86
87.06,86.63,87.27,86.23
85.73,86.33,86.62,85.36
86.12,85.99,87.13,85.54
85.86,84.48,87.65,83.88
83.81,84.13,84.39,82.88
84.28,83.01,84.34,82.71
83.32,83.88,84.17,83.00
84.19,83.46,84.38,83.41
83.47,82.24,83.65,81.65
82.15,81.11,82.15,80.33
81.64,81.27,81.67,80.68
81.34,82.31,82.90,80.59
83.74,83.75,84.16,82.97
83.77,84.68,85.00,83.06
89.78,91.20,93.20,89.36
92.04,93.45,94.95,91.84
93.39,93.01,94.34,91.82
93.25,94.17,95.50,93.02
93.46,94.44,94.46,92.64
93.77,93.35,94.40,92.84
93.50,92.78,93.50,92.40
93.01,92.34,93.40,91.90
93.13,92.90,93.85,92.78
93.40,93.62,93.71,92.80
94.81,96.18,96.42,94.22
95.96,95.81,96.44,95.21
95.51,94.90,95.86,94.47
94.00,94.04,94.57,93.63
95.75,95.56,95.90,94.35
96.00,96.24,97.39,94.05
95.36,95.14,96.15,94.93
95.87,94.45,95.99,94.15
94.10,95.22,95.31,94.07
