MGYR,Magyar Bancorp,NASDAQ
4.21,4.20,4.23,4.20
4.12,4.12,4.12,4.12
4.05,3.98,4.06,3.91
4.17,4.14,4.17,4.14
4.14,4.14,4.14,4.14
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.02,3.89,4.02,3.89
3.89,3.89,3.89,3.89
3.67,3.44,3.67,3.44
3.64,3.65,3.65,3.62
3.65,3.25,3.65,3.09
3.43,3.39,3.43,3.39
3.40,3.43,3.48,3.40
3.17,3.46,3.56,3.17
3.43,3.43,3.43,3.43
3.40,3.44,3.49,3.25
3.48,3.62,3.62,3.48
3.55,3.62,3.62,3.55
3.63,3.63,3.63,3.63
3.64,3.64,3.65,3.64
3.48,3.65,3.65,3.48
3.44,3.37,3.44,3.37
4.24,3.49,4.24,3.30
3.49,3.49,3.49,3.49
3.51,3.32,3.51,3.32
3.83,3.61,3.83,3.33
3.62,3.43,3.62,3.43
3.42,3.42,3.50,3.42
3.42,3.42,3.42,3.42
3.41,3.50,3.50,3.40
3.50,3.50,3.50,3.50
3.49,3.49,3.49,3.45
3.40,3.50,3.50,3.40
3.49,3.46,3.49,3.30
3.49,3.55,3.55,3.48
3.50,3.49,3.51,3.49
3.50,3.50,3.50,3.34
3.50,3.50,3.50,3.50
3.50,3.40,3.50,3.40
3.45,3.46,3.46,3.45
3.50,3.50,3.50,3.49
3.50,3.50,3.50,3.50
3.60,3.65,3.77,3.51
3.80,3.64,3.80,3.64
3.64,3.64,3.64,3.64
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.55,3.62,3.62,3.55
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.56,3.60,3.64,3.56
3.43,3.47,3.65,3.40
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.41,3.41,3.41,3.41
3.37,3.35,3.37,3.35
3.40,3.40,3.41,3.40
3.40,3.40,3.40,3.40
3.35,3.33,3.35,3.28
3.49,3.49,3.49,3.49
3.50,3.50,3.50,3.50
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.46,3.46,3.46,3.46
3.35,3.33,3.38,3.30
3.33,3.33,3.33,3.33
3.25,3.17,3.25,3.02
3.17,3.17,3.17,3.17
3.35,3.35,3.35,3.33
3.35,3.35,3.35,3.35
3.25,3.36,3.41,3.09
3.37,3.41,3.41,3.37
3.41,3.41,3.41,3.41
3.25,3.30,3.30,3.20
3.35,3.45,3.45,3.35
3.45,3.45,3.45,3.45
3.25,3.27,3.27,3.21
3.31,3.31,3.31,3.30
3.22,3.33,3.33,3.22
3.14,3.35,3.43,3.14
3.26,3.25,3.26,3.23
3.45,3.72,3.72,3.45
3.65,4.05,4.44,3.65
4.05,4.05,4.05,4.05
4.00,3.95,4.00,3.85
3.85,4.01,4.01,3.51
4.01,4.01,4.01,4.01
3.70,3.68,3.70,3.64
3.70,3.60,3.70,3.60
3.56,4.00,4.00,3.55
3.56,3.82,3.82,3.56
3.62,3.62,3.67,3.61
3.60,3.63,3.68,3.51
3.60,3.66,3.66,3.50
3.98,4.00,4.12,3.98
3.89,4.00,4.35,3.88
4.00,4.02,4.04,4.00
4.02,4.02,4.02,4.02
4.02,4.00,4.02,4.00
4.00,4.00,4.00,4.00
4.39,4.31,4.39,4.00
4.02,4.16,4.16,4.02
4.16,4.16,4.16,4.16
3.97,4.01,4.01,3.96
4.01,4.01,4.01,4.01
3.95,3.90,3.96,3.90
4.36,3.90,4.37,3.90
3.90,3.90,3.90,3.90
3.85,3.87,3.97,3.83
3.87,3.87,3.87,3.87
3.87,3.87,3.87,3.87
4.23,4.09,4.23,4.08
4.00,4.09,4.09,4.00
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.09,4.15,4.09
4.23,4.24,4.24,4.23
4.32,4.32,4.35,4.32
4.23,4.29,4.29,4.22
4.29,4.29,4.29,4.29
4.15,4.15,4.15,4.15
4.10,4.28,4.28,4.00
4.28,4.28,4.28,4.28
4.25,4.26,4.30,4.25
4.25,4.25,4.25,4.01
4.25,4.25,4.25,4.25
4.26,4.25,4.26,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.00,4.25,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.07,4.25,4.25,4.03
4.40,4.35,4.40,4.35
4.33,4.05,4.33,4.05
4.01,4.22,4.27,4.01
4.05,4.06,4.07,4.05
4.05,4.05,4.05,4.05
4.07,4.06,4.07,4.06
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.05,4.24,4.24,4.05
4.21,4.20,4.25,4.20
4.38,4.25,4.39,4.25
4.13,4.15,4.15,4.12
4.12,4.35,4.35,4.12
4.35,4.35,4.35,4.35
4.13,4.12,4.13,4.12
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.16,4.16,4.16,4.16
4.12,4.12,4.13,4.12
4.12,4.12,4.12,4.12
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
4.12,4.12,4.12,4.12
4.13,4.14,4.15,4.12
4.35,4.35,4.35,4.35
4.12,4.12,4.12,4.12
4.15,4.15,4.15,4.12
4.16,4.16,4.16,4.16
4.16,4.16,4.16,4.16
4.16,4.16,4.16,4.16
4.19,4.21,4.38,4.19
4.12,4.14,4.14,4.12
4.14,4.14,4.14,4.14
4.14,4.14,4.14,4.14
4.13,4.13,4.13,4.13
4.19,4.24,4.24,4.19
4.20,4.20,4.22,4.20
4.21,4.25,4.25,4.21
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.22
4.25,4.30,4.30,4.15
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.31,4.45,4.45,4.31
4.45,4.45,4.45,4.45
4.62,4.49,4.62,4.40
4.49,4.49,4.49,4.49
4.53,4.50,4.54,4.50
4.55,4.50,4.55,4.50
4.50,4.50,4.50,4.50
4.50,4.54,4.54,4.50
4.51,4.50,4.51,4.50
4.75,4.80,4.94,4.75
4.80,4.80,4.80,4.80
4.95,5.70,6.00,4.95
5.79,5.74,5.79,5.74
5.74,5.74,5.74,5.74
5.85,5.85,5.85,5.85
6.40,6.40,6.40,6.40
6.40,5.97,7.00,5.78
4.91,5.03,5.03,4.75
5.03,5.03,5.03,5.03
5.03,5.03,5.03,5.03
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.30,4.75,5.30,4.75
4.79,4.50,4.79,4.50
4.50,4.45,4.50,4.45
4.16,4.29,4.56,4.16
4.26,3.80,4.28,3.65
3.75,4.02,4.24,3.75
3.77,3.91,3.98,3.73
3.91,3.91,3.91,3.91
3.91,3.91,3.91,3.91
3.75,3.60,3.75,3.60
3.75,3.67,3.75,3.66
4.10,4.00,4.25,4.00
4.00,4.00,4.00,4.00
4.11,4.14,4.14,4.11
4.14,4.14,4.14,4.14
4.14,4.14,4.14,4.14
5.20,5.20,5.20,5.20
5.20,4.30,5.20,4.28
5.20,4.57,5.20,4.57
4.48,4.48,4.48,4.48
4.48,4.48,4.48,4.48
4.78,4.78,4.78,4.78
4.78,4.78,4.78,4.78
4.78,4.78,4.78,4.78
4.78,4.78,4.78,4.78
4.78,4.78,4.78,4.78
4.78,4.78,4.78,4.78
4.40,4.10,4.40,4.00
4.29,4.30,4.30,4.27
3.96,3.96,3.96,3.96
4.00,4.00,4.00,4.00
4.00,4.05,4.05,4.00
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
3.98,3.95,3.98,3.95
3.95,3.95,3.95,3.95
3.85,3.65,3.85,3.60
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29
4.29,3.76,4.29,3.72
4.09,4.10,4.10,4.09
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
3.85,4.09,4.09,3.58
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
3.95,3.95,3.95,3.95
3.36,3.70,4.00,3.33
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.56,3.56,3.56,3.56
3.56,3.56,3.56,3.56
3.56,3.56,3.56,3.56
3.50,3.50,3.50,3.50
3.45,3.17,3.45,3.16
3.36,3.16,3.48,3.16
3.22,3.34,3.61,3.15
3.34,3.34,3.34,3.34
3.80,3.84,3.84,3.80
3.84,3.84,3.84,3.84
3.95,3.99,3.99,3.95
3.92,3.26,3.92,3.26
3.77,3.77,3.77,3.77
3.77,3.77,3.77,3.77
3.77,3.77,3.77,3.77
3.18,3.99,3.99,3.18
3.32,3.17,3.84,3.15
3.15,3.19,3.19,3.15
3.19,3.19,3.19,3.19
3.19,3.19,3.19,3.19
3.20,3.47,3.53,3.20
3.47,3.47,3.47,3.47
2.79,3.40,3.40,2.79
3.32,3.33,3.33,3.32
3.08,3.08,3.08,3.08
3.37,3.37,3.37,3.37
3.32,3.30,3.32,3.30
3.25,3.33,3.33,2.90
2.92,3.30,3.40,2.88
3.13,3.23,3.23,3.13
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.39,3.41,3.23
3.39,3.39,3.39,3.39
2.87,3.02,3.04,2.87
3.05,2.90,3.18,2.90
2.86,2.90,3.00,2.58
2.63,2.95,2.97,2.63
2.62,2.70,2.93,2.61
2.91,3.34,3.34,2.91
3.34,3.34,3.34,3.34
3.34,3.34,3.34,3.34
3.05,3.05,3.05,3.02
3.04,2.89,3.05,2.68
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.72,2.87,2.87,2.68
2.87,2.87,2.87,2.87
2.66,2.66,2.66,2.66
2.71,2.66,2.71,2.66
2.68,2.68,2.68,2.68
2.68,2.68,2.68,2.68
2.85,2.97,2.97,2.85
2.88,2.87,2.90,2.85
2.71,2.70,2.75,2.70
2.68,2.68,2.68,2.68
2.68,2.68,2.68,2.68
2.68,2.68,2.68,2.68
2.67,2.67,2.68,2.66
2.67,2.67,2.67,2.67
2.67,2.67,2.67,2.67
2.67,2.78,2.90,2.67
2.78,2.78,2.78,2.78
2.67,2.67,2.67,2.67
2.67,2.67,2.67,2.67
2.30,2.51,2.51,2.29
2.55,2.55,2.55,2.33
2.52,2.55,2.55,2.52
2.29,2.50,2.50,2.29
2.47,2.47,2.47,2.47
2.50,2.51,2.51,2.50
2.52,2.52,2.56,2.52
2.81,2.84,2.84,2.30
2.53,2.52,2.80,2.45
2.49,2.42,2.89,2.42
2.41,2.35,2.46,2.35
2.33,2.44,2.44,2.33
2.39,2.76,2.76,2.32
2.77,2.57,2.77,2.47
2.61,2.46,2.74,2.36
2.59,2.66,2.66,2.34
2.55,2.55,2.55,2.46
2.55,2.91,2.91,2.55
2.90,2.90,2.90,2.90
2.83,2.85,2.90,2.76
2.85,2.80,2.85,2.80
2.90,2.77,2.90,2.77
2.79,2.70,2.80,2.70
2.67,2.68,2.74,2.60
2.68,2.68,2.68,2.68
2.79,2.65,2.79,2.65
2.78,2.98,2.98,2.77
3.15,3.18,3.19,3.15
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.42,3.42,3.42,3.42
3.44,3.01,3.62,2.85
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
3.12,3.60,3.60,3.00
3.09,3.35,3.73,3.09
3.36,4.70,4.89,3.36
4.80,4.30,5.74,4.26
4.28,4.40,4.40,4.28
5.00,4.00,5.00,4.00
3.92,4.26,4.70,3.92
4.30,4.15,4.43,4.00
4.16,4.30,4.94,4.16
4.93,4.78,4.93,4.30
5.01,4.41,5.03,4.39
4.46,4.17,4.46,4.15
4.14,4.29,4.45,4.14
4.32,4.95,4.99,4.29
4.99,5.07,5.07,4.81
4.95,5.25,5.33,4.79
5.16,5.25,5.25,5.12
5.02,5.01,5.02,5.01
5.01,4.35,5.01,4.35
4.34,4.90,5.00,4.34
4.81,4.90,4.90,4.75
4.91,4.90,4.95,4.88
4.90,4.81,4.93,4.81
4.53,4.81,4.91,4.31
4.78,4.31,4.78,4.31
4.43,4.08,4.43,4.07
4.23,4.55,4.60,4.21
4.47,4.42,4.64,4.24
4.25,4.30,4.71,4.25
4.29,4.85,4.86,4.29
4.70,4.90,5.00,4.70
4.98,4.73,4.98,4.73
4.74,5.28,5.28,4.74
5.32,5.11,5.32,4.95
5.14,5.15,5.15,5.14
4.96,5.05,5.05,4.95
5.05,5.00,5.05,5.00
5.00,5.17,5.17,5.00
5.07,5.19,5.20,5.07
5.27,5.27,5.27,5.27
5.27,5.27,5.27,5.27
5.10,5.10,5.10,5.02
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.00,5.02,5.02,5.00
4.94,5.00,5.07,4.94
5.00,5.00,5.00,5.00
5.00,4.82,5.03,4.82
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.48,4.40,4.50,4.35
4.59,4.55,5.24,4.40
4.50,4.96,4.96,4.50
4.86,4.50,4.86,4.50
4.49,4.59,5.22,4.48
4.75,4.75,4.75,4.75
4.71,4.81,5.24,4.70
4.78,4.80,4.89,4.53
4.71,4.79,4.79,4.71
4.65,4.65,4.65,4.65
4.55,4.55,4.75,4.52
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.40,4.70,4.70,4.40
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.26,4.26,4.26,4.26
4.29,4.56,4.56,4.25
4.54,4.32,4.80,4.25
4.32,4.32,4.32,4.32
4.31,4.39,4.50,4.31
4.37,4.53,4.95,4.36
4.40,4.25,4.40,4.20
4.24,4.24,4.24,4.24
4.24,4.24,4.24,4.24
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.09,4.00,4.09,4.00
4.00,4.07,4.07,4.00
4.00,4.07,4.07,4.00
4.06,4.00,4.06,4.00
3.98,3.98,3.98,3.98
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.03,4.56,4.56,4.03
4.54,4.05,4.54,3.95
4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11
4.44,4.53,4.53,4.44
4.53,4.53,4.53,4.53
4.53,4.53,4.53,4.53
4.09,3.90,4.09,3.90
4.02,4.45,4.45,4.02
4.20,4.20,4.28,4.02
3.88,3.88,3.88,3.88
4.09,4.40,4.52,4.00
4.36,4.36,4.36,4.36
4.34,4.34,4.34,4.34
4.00,4.00,4.00,4.00
4.04,4.00,4.04,4.00
4.00,4.00,4.00,4.00
4.02,4.02,4.02,4.02
4.10,4.05,4.12,4.05
4.07,4.00,4.07,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.01,4.14,4.17,3.87
4.14,4.14,4.14,4.14
4.14,4.14,4.14,4.14
4.14,4.14,4.14,4.14
4.25,4.00,4.25,4.00
4.00,4.00,4.00,4.00
4.00,3.97,4.00,3.97
4.00,3.99,4.00,3.97
3.99,3.99,3.99,3.99
4.00,4.00,4.00,4.00
4.00,4.00,4.00,3.90
4.06,4.05,4.06,4.05
4.23,3.95,4.25,3.95
3.95,3.95,3.95,3.95
3.99,3.99,3.99,3.99
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.19,4.30,4.53,4.19
4.30,4.26,4.30,4.26
4.33,4.20,4.33,4.20
4.18,4.25,4.26,4.01
4.50,4.75,4.75,4.50
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.60,4.60,4.60,4.60
4.60,4.67,4.67,4.58
4.67,4.67,4.67,4.67
4.67,4.67,4.67,4.67
4.82,4.81,4.82,4.81
4.81,4.81,4.81,4.81
4.85,4.40,4.85,4.40
4.48,4.40,4.48,4.40
4.85,5.00,5.09,4.85
4.40,4.99,4.99,4.40
4.68,4.28,4.68,4.15
4.45,4.22,4.45,4.20
4.20,4.20,4.20,4.20
4.35,4.30,4.35,4.30
4.32,4.82,4.82,4.30
4.82,4.82,4.82,4.82
4.43,4.43,4.43,4.43
4.49,4.60,4.60,4.45
4.50,4.68,4.68,4.50
4.55,4.69,4.69,4.55
4.55,4.55,4.58,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.79,5.00,5.00,4.79
4.94,5.00,5.00,4.94
5.00,5.00,5.00,5.00
4.60,4.60,4.60,4.60
4.58,4.57,4.96,4.57
4.62,4.62,4.62,4.62
4.63,4.70,4.76,4.63
4.66,4.70,4.70,4.66
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
5.00,4.65,5.00,4.65
4.65,4.65,4.65,4.65
4.66,5.00,5.00,4.66
4.67,4.67,4.67,4.67
4.67,4.67,4.67,4.67
4.95,5.00,5.00,4.84
4.66,4.66,4.66,4.66
4.66,4.65,4.66,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.66,4.65,4.66,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.68,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.45,4.29,4.45,4.29
4.25,4.65,4.78,4.20
4.33,4.30,4.33,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.46,4.40,4.54,4.40
4.40,4.40,4.40,4.40
4.49,4.33,4.49,4.33
4.33,4.33,4.33,4.33
4.33,4.33,4.33,4.33
4.33,4.33,4.33,4.33
4.31,4.20,4.31,4.20
4.39,4.54,4.54,4.39
4.54,4.54,4.54,4.54
4.35,4.20,4.35,4.20
4.20,4.37,4.55,4.20
4.37,4.37,4.37,4.37
4.18,4.17,4.19,4.15
4.17,4.35,4.35,4.15
4.25,4.05,4.25,4.05
4.00,3.73,4.00,3.58
3.79,4.20,4.20,3.77
4.11,4.20,4.20,4.00
4.20,4.20,4.20,4.20
4.15,4.15,4.15,4.14
4.13,4.12,4.20,4.12
4.19,4.16,4.19,4.12
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.22,4.22,4.22,4.22
4.22,4.19,4.22,4.19
4.15,4.22,4.22,4.15
4.22,4.22,4.22,4.22
4.22,4.22,4.22,4.22
4.35,4.50,4.52,4.35
4.43,4.41,4.43,4.41
4.47,4.47,4.47,4.47
4.55,4.55,4.55,4.55
4.64,4.75,4.85,4.63
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.83,4.89,4.89,4.83
4.88,4.88,4.88,4.88
4.99,4.95,5.15,4.95
5.10,5.07,5.10,5.07
5.07,5.07,5.07,5.07
5.07,5.07,5.07,5.07
5.07,5.07,5.07,5.07
5.07,5.07,5.07,5.07
5.07,5.07,5.07,5.07
5.20,5.20,5.20,5.20
5.21,5.18,5.21,5.00
5.18,5.18,5.18,5.18
5.01,5.00,5.10,4.99
5.21,4.95,5.21,4.81
4.78,4.90,4.90,4.78
4.90,4.85,4.90,4.85
4.90,5.16,5.16,4.90
5.13,5.20,5.20,5.13
5.21,5.20,5.50,5.20
5.29,5.25,5.46,5.25
5.26,5.11,5.26,5.10
5.11,5.11,5.11,5.11
5.11,5.11,5.11,5.11
5.10,5.10,5.10,5.10
5.10,4.91,5.10,4.73
5.20,4.92,5.20,4.92
4.92,4.98,4.98,4.92
4.98,4.98,4.98,4.98
5.18,5.20,5.20,5.18
5.49,5.40,5.49,5.37
5.37,5.40,5.40,5.37
5.26,5.25,5.26,5.25
5.18,5.05,5.18,5.05
5.05,5.05,5.05,5.05
5.06,5.06,5.06,5.06
5.06,5.06,5.06,5.06
5.03,5.03,5.05,5.03
5.40,5.40,5.40,5.40
5.33,5.25,5.33,5.05
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.31,5.03,5.31,5.03
5.03,5.03,5.03,5.03
5.03,5.03,5.03,5.03
5.17,5.10,5.17,5.05
5.10,5.10,5.10,5.10
5.11,5.11,5.15,5.11
5.10,5.11,5.13,5.10
5.12,5.12,5.12,5.12
5.11,5.10,5.11,5.10
5.10,5.38,5.40,5.10
5.38,5.38,5.38,5.38
5.38,5.38,5.38,5.38
5.33,5.24,5.33,5.24
5.24,5.24,5.24,5.24
5.24,5.24,5.24,5.24
5.14,5.07,5.14,5.05
5.05,5.22,5.22,5.05
5.22,5.22,5.22,5.22
5.06,5.05,5.06,5.05
5.05,5.05,5.05,5.05
5.05,5.03,5.05,5.03
5.03,5.03,5.03,5.03
5.03,5.03,5.03,5.03
5.10,5.10,5.10,5.10
5.20,5.14,5.20,5.14
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.24,5.14,5.25,5.14
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.03,5.03,5.03,5.03
5.03,5.03,5.03,5.03
4.81,5.09,5.09,4.81
5.04,5.21,5.24,5.04
5.24,5.25,5.25,5.24
5.21,5.25,5.25,5.21
5.25,5.25,5.25,5.25
5.40,5.40,5.40,5.40
5.51,5.72,5.72,5.11
5.75,5.59,5.76,5.07
5.60,5.40,5.60,5.15
5.45,5.43,5.45,5.15
5.43,5.43,5.43,5.43
5.38,5.38,5.38,5.38
5.25,5.20,5.35,5.20
5.28,4.94,5.28,4.94
5.07,5.84,5.94,5.07
5.78,5.90,5.90,5.77
5.66,5.30,5.66,5.30
5.31,5.31,5.93,5.30
5.33,5.30,5.33,5.30
5.30,5.30,5.30,5.30
5.97,5.79,5.97,5.79
