MCHX,Marchex,NASDAQ
5.89,6.03,6.03,5.80
5.96,6.05,6.08,5.96
6.09,5.94,6.09,5.90
5.99,5.91,6.03,5.77
5.94,5.99,6.04,5.92
5.99,6.02,6.06,5.42
6.01,6.01,6.05,5.82
5.99,5.87,6.06,5.85
5.83,5.90,5.90,5.71
6.00,6.00,6.03,5.93
6.00,6.00,6.03,5.88
5.85,5.95,6.08,5.85
5.95,6.04,6.05,5.75
6.06,6.18,6.38,5.99
6.15,6.12,6.30,6.06
6.08,6.00,6.14,5.96
6.02,6.04,6.21,6.02
6.09,5.99,6.09,5.43
6.00,6.05,6.12,6.00
6.05,6.05,6.11,5.99
6.02,6.07,6.17,5.84
6.11,6.05,6.20,5.98
6.10,6.09,6.26,6.07
6.10,6.19,6.19,5.99
6.12,6.10,6.30,6.00
6.10,6.06,6.16,6.06
6.11,6.13,6.17,6.10
6.15,6.10,6.44,6.07
6.11,6.07,6.25,6.05
6.03,6.09,6.17,6.03
6.09,6.09,6.15,6.03
6.09,5.87,6.09,5.69
6.75,7.29,7.50,6.24
7.19,6.97,7.37,6.93
6.97,6.91,7.06,6.80
6.83,6.82,7.04,6.80
6.79,6.86,6.93,6.76
6.84,6.89,7.00,6.75
6.79,6.68,7.00,6.63
6.63,6.67,6.74,6.60
6.63,6.60,6.81,6.60
6.62,6.73,6.82,6.62
6.69,6.74,6.87,6.62
6.77,7.00,7.04,6.77
6.97,7.13,7.40,6.97
7.20,7.19,7.32,7.00
7.09,6.94,7.25,6.93
6.92,6.86,7.01,6.81
6.87,6.87,7.00,6.78
6.85,6.85,6.99,6.72
6.92,7.08,7.12,6.83
7.07,7.40,7.58,7.01
7.38,7.28,7.45,7.13
7.31,7.25,7.36,7.05
7.25,7.24,7.35,7.21
7.25,7.02,7.31,6.95
6.98,6.90,7.17,6.78
6.89,6.81,7.10,6.81
6.92,6.91,7.11,6.85
7.01,7.16,7.21,6.96
7.23,7.48,7.48,7.21
7.50,7.75,7.99,7.49
7.75,7.52,7.76,7.39
7.53,7.38,7.64,7.27
7.53,7.45,7.65,7.37
7.47,7.48,7.62,7.31
7.52,7.40,7.75,7.35
7.49,7.63,7.72,7.35
7.60,7.43,7.68,7.36
7.31,7.28,7.50,7.25
7.30,7.15,7.41,7.08
7.16,7.55,7.59,7.12
7.50,7.55,7.59,7.28
7.52,7.74,7.76,7.52
7.64,8.00,8.10,7.62
8.01,7.77,8.10,7.72
7.82,7.96,8.14,7.82
8.09,8.02,8.21,7.93
7.98,8.12,8.18,7.75
8.07,8.12,8.23,8.06
8.18,8.06,8.20,8.01
8.14,8.38,8.47,8.14
8.35,8.30,8.57,8.25
8.42,8.49,8.53,8.27
8.47,8.41,8.76,8.33
8.43,8.46,8.59,8.35
8.39,8.44,8.64,8.36
8.46,8.47,8.59,8.41
8.51,8.36,8.62,8.30
8.34,8.21,8.40,8.11
8.29,8.80,8.92,8.29
8.76,8.95,8.99,8.64
8.93,8.92,9.00,8.13
8.90,8.80,9.01,8.61
8.93,8.71,8.93,8.68
8.85,8.69,9.20,8.69
10.00,9.90,10.00,8.17
9.94,9.31,9.98,9.17
9.30,9.25,9.53,9.20
9.20,9.00,9.43,8.92
8.93,8.90,9.15,8.71
8.91,9.23,9.40,8.91
9.20,9.20,9.44,9.11
9.18,9.21,9.35,9.15
9.27,9.37,9.57,9.17
9.40,9.52,9.56,9.19
9.53,9.24,9.63,9.17
9.28,9.35,9.49,9.18
9.35,9.38,9.49,9.30
9.44,9.40,9.50,8.90
9.43,9.51,9.64,9.26
9.50,9.54,9.67,9.30
9.54,9.38,9.54,9.36
9.40,9.05,9.49,8.98
9.01,8.92,9.29,8.79
8.82,8.99,9.25,8.30
8.98,8.51,9.00,8.38
8.63,8.66,9.03,8.50
8.58,8.52,8.76,8.49
8.50,8.63,8.85,8.46
8.67,8.42,8.69,8.25
8.43,8.32,8.54,8.30
8.33,8.34,8.52,8.33
8.35,8.50,8.52,8.35
8.43,8.50,8.53,8.30
8.53,8.59,8.68,8.45
8.54,8.80,9.03,8.54
8.78,8.94,9.16,8.78
9.01,9.04,9.16,8.92
9.08,8.61,9.08,8.50
8.62,8.46,8.66,8.33
8.50,8.43,8.55,8.34
8.45,8.48,8.66,8.35
8.51,8.65,8.78,8.50
8.59,9.86,9.95,8.59
9.85,9.69,9.97,9.15
9.75,10.07,10.10,9.56
10.08,9.97,10.18,9.83
9.93,10.04,10.09,9.91
10.11,9.92,10.15,9.80
9.90,9.88,10.12,9.71
9.88,9.81,10.11,9.79
9.81,9.90,10.09,9.75
9.93,9.79,10.00,9.76
9.81,9.78,9.99,9.58
9.80,10.14,10.33,9.80
10.24,9.84,10.40,9.78
9.87,9.80,9.89,9.74
9.78,9.79,9.85,9.70
9.73,9.74,9.85,9.55
9.75,9.47,9.79,9.38
9.48,9.73,9.79,9.17
9.63,9.49,9.72,9.25
9.56,9.57,9.97,9.54
9.42,9.36,9.65,9.33
9.35,9.13,9.96,9.04
9.18,9.29,9.69,9.18
9.25,8.95,9.34,8.78
9.02,8.89,9.22,8.72
8.89,9.21,9.44,8.76
9.20,9.32,9.42,9.10
9.31,9.19,9.38,9.17
9.17,9.41,9.44,9.08
9.41,9.49,9.67,9.39
9.51,9.49,9.54,9.39
9.48,9.52,9.64,9.35
9.46,9.59,9.60,9.46
10.50,11.91,11.95,10.39
11.89,12.21,12.46,11.48
12.08,11.84,12.15,11.56
11.79,11.61,11.95,11.43
11.56,12.36,12.47,11.56
12.30,12.25,12.65,11.83
12.34,11.84,12.35,11.58
11.65,11.74,12.00,11.60
11.92,12.01,12.43,11.54
11.97,12.27,12.49,11.84
12.26,11.83,12.33,11.79
11.84,11.83,12.11,11.67
11.77,11.33,12.34,11.23
11.38,11.33,11.84,11.25
11.29,11.19,11.62,11.00
11.22,11.21,11.44,11.09
11.18,11.45,11.57,11.14
11.49,11.30,12.10,11.24
11.27,12.01,12.22,11.27
12.05,12.30,12.43,11.82
12.30,12.37,12.62,12.11
12.44,12.47,12.84,12.33
12.32,11.99,12.58,11.44
12.00,12.08,12.65,11.95
12.19,11.14,12.58,11.13
10.24,10.41,10.48,10.20
10.48,10.65,10.90,10.38
10.66,10.51,10.91,10.50
10.58,11.08,11.10,10.51
11.15,11.35,11.42,11.05
11.40,10.71,11.43,10.53
10.75,10.15,10.81,10.14
10.23,10.25,10.38,9.78
10.24,10.32,10.54,10.10
10.36,10.41,10.52,10.20
10.36,9.88,10.36,9.75
9.77,9.87,10.08,9.60
9.99,9.65,10.03,9.50
9.64,9.48,9.73,9.07
9.60,9.79,9.82,9.25
9.76,9.79,9.92,9.54
9.81,10.03,10.19,9.66
10.03,10.25,10.35,9.88
10.26,10.09,10.26,9.89
10.20,9.96,10.27,9.76
9.90,9.49,10.00,9.06
9.58,9.24,10.17,9.07
9.31,9.33,9.48,9.17
9.26,9.25,9.43,9.10
9.19,9.72,9.79,8.97
10.90,10.77,11.63,10.60
10.66,11.03,11.20,10.57
10.90,10.68,10.97,10.61
10.75,10.68,10.79,10.39
10.74,10.60,11.00,10.50
10.52,10.59,10.77,10.32
10.62,10.82,11.15,10.62
10.81,10.60,10.86,10.51
10.56,10.23,10.65,10.21
10.14,9.93,10.20,9.89
9.92,10.07,10.13,9.66
9.96,10.16,10.30,9.90
10.13,10.01,10.19,9.89
10.05,9.98,10.19,9.88
10.05,10.13,10.20,9.85
10.13,10.44,10.49,10.11
10.54,10.66,10.81,10.53
10.58,10.66,10.77,10.50
10.59,10.54,10.90,10.40
10.58,10.33,10.65,10.22
10.32,10.20,10.43,10.04
10.16,10.00,10.36,9.89
9.96,10.24,10.27,9.89
10.25,10.62,10.75,10.20
10.68,10.71,10.75,10.61
10.61,10.71,10.73,10.42
10.64,10.90,10.95,10.60
10.80,10.82,10.89,10.64
10.74,10.78,10.84,10.53
10.82,10.91,11.15,10.71
10.87,11.14,11.17,10.75
11.09,11.10,11.36,10.75
11.12,11.30,11.38,10.92
11.32,11.30,11.40,11.00
11.32,11.47,11.50,11.24
11.45,11.87,11.96,11.33
11.81,11.80,12.11,11.69
11.73,12.07,12.12,11.32
12.04,12.09,12.17,11.80
12.03,12.04,12.19,11.94
12.04,12.02,12.13,11.64
11.94,12.12,12.20,11.89
12.12,12.08,12.21,12.05
12.11,12.14,12.20,11.87
12.04,11.64,12.04,11.60
11.62,11.59,11.76,11.33
11.59,11.54,11.82,11.47
11.25,11.79,11.83,11.18
11.54,11.66,11.79,11.38
11.82,12.39,12.42,11.72
12.34,11.98,12.37,11.92
11.98,12.13,12.20,11.89
11.99,11.71,12.19,11.55
11.74,11.90,12.14,11.63
11.83,11.75,11.95,11.71
11.87,11.78,11.89,11.63
11.80,11.73,11.93,11.64
11.80,11.66,11.89,11.37
11.52,11.33,11.58,11.29
11.32,11.48,11.65,11.07
11.50,11.26,11.60,11.02
11.42,11.25,11.50,11.13
11.09,11.00,11.20,10.64
10.96,11.14,11.22,10.96
11.13,10.84,11.29,10.81
10.80,10.65,10.80,10.48
11.51,11.16,11.76,11.07
11.20,10.76,11.29,10.63
10.75,10.52,10.80,10.44
10.54,10.19,10.65,10.15
10.12,9.11,10.12,9.10
9.23,9.33,9.56,9.18
9.37,9.28,9.51,9.20
9.39,9.24,9.55,9.17
9.34,8.91,9.36,8.88
8.91,9.00,9.08,8.83
8.96,8.90,9.01,8.80
8.90,8.87,9.01,8.80
8.87,9.04,9.16,8.81
9.08,8.78,9.17,8.76
8.80,8.78,8.96,8.73
8.76,8.81,8.89,8.71
8.76,8.63,8.87,8.60
8.63,8.58,8.68,8.43
8.60,8.33,8.75,8.30
8.35,8.28,8.51,8.24
8.30,8.54,8.80,8.30
8.52,8.51,8.55,8.28
8.57,8.64,8.81,8.36
8.62,8.39,8.62,8.33
8.41,8.50,8.54,8.35
8.45,8.50,8.63,8.37
8.44,8.66,8.82,8.42
8.59,8.14,8.59,7.92
8.13,7.83,8.15,7.82
7.85,7.50,7.91,7.47
3.98,4.07,4.50,3.92
4.16,4.00,4.17,3.92
3.93,3.96,4.08,3.93
3.98,4.19,4.35,3.94
4.25,4.26,4.35,4.11
4.23,4.32,4.37,4.17
4.35,4.31,4.38,4.18
4.26,4.23,4.31,4.08
4.21,4.15,4.29,4.13
4.16,4.20,4.24,4.08
4.19,4.15,4.23,4.03
4.19,3.98,4.26,3.91
4.00,3.95,4.01,3.89
3.92,3.92,3.95,3.81
3.90,3.91,3.97,3.70
3.93,3.72,3.93,3.62
3.70,3.74,3.81,3.65
3.76,3.87,3.95,3.68
3.92,3.97,3.98,3.78
3.91,3.89,3.96,3.71
3.84,3.89,3.94,3.73
3.95,3.88,3.96,3.77
3.86,3.89,3.97,3.81
3.95,3.96,4.05,3.85
3.96,3.82,4.00,3.80
3.84,3.87,3.90,3.80
3.87,3.88,3.90,3.75
3.85,3.75,3.88,3.71
3.77,3.80,3.83,3.66
3.82,3.79,3.84,3.77
3.78,3.69,3.82,3.68
3.73,3.83,3.86,3.70
3.82,3.78,3.86,3.76
3.76,3.66,3.79,3.65
3.63,3.79,3.93,3.60
3.69,3.85,3.94,3.15
3.90,3.90,3.94,3.83
3.90,3.88,3.91,3.79
3.88,3.77,3.88,3.75
3.78,3.80,3.86,3.73
3.80,3.60,3.80,3.59
3.59,3.58,3.61,3.44
3.55,3.58,3.60,3.49
3.57,3.65,3.70,3.54
3.67,3.70,3.76,3.61
3.68,3.64,3.85,3.63
3.71,3.55,3.74,3.53
3.57,3.58,3.62,3.52
3.59,3.61,3.72,3.52
3.63,3.71,3.73,3.62
3.71,3.63,3.72,3.62
3.60,3.65,3.73,3.57
3.63,3.62,3.72,3.59
3.60,3.63,3.73,3.58
3.63,3.65,3.70,3.63
3.64,3.83,3.88,3.61
3.84,3.80,3.95,3.79
3.78,4.07,4.12,3.64
4.06,3.88,4.13,3.88
3.86,4.03,4.12,3.86
3.99,4.02,4.10,3.85
4.04,3.94,4.10,3.91
3.94,4.02,4.13,3.94
4.02,4.12,4.13,3.93
4.16,4.29,4.34,4.10
4.29,4.58,4.74,4.27
4.62,4.83,4.84,4.57
4.85,5.25,5.28,4.83
5.29,5.20,5.29,5.13
5.20,4.70,5.20,4.66
4.79,4.48,4.91,4.47
4.49,4.55,4.70,4.45
4.57,4.59,4.72,4.48
4.62,4.75,4.87,4.56
4.72,4.68,4.91,4.58
4.68,4.55,4.69,4.51
4.56,4.19,4.56,4.17
4.23,4.40,4.42,4.02
4.43,4.37,4.44,4.32
4.34,4.31,4.44,4.25
4.34,4.42,4.46,4.26
4.38,4.19,4.43,4.10
4.21,3.95,4.21,3.94
3.94,4.19,4.22,3.94
4.21,4.07,4.23,3.96
4.07,3.88,4.09,3.84
3.91,3.96,3.99,3.83
3.97,4.02,4.20,3.88
4.02,4.09,4.15,4.00
4.05,4.06,4.12,4.02
4.09,3.93,4.28,3.89
3.94,4.00,4.04,3.82
3.97,3.81,4.02,3.81
3.81,4.01,4.04,3.81
4.04,4.18,4.25,4.02
4.15,4.00,4.25,4.00
4.03,4.15,4.18,4.00
4.19,4.28,4.30,4.11
4.25,4.50,4.53,4.10
4.54,4.60,4.66,4.40
4.61,4.34,4.63,4.33
4.38,4.35,4.44,4.29
4.35,4.34,4.50,4.34
4.37,4.35,4.46,4.32
4.36,4.18,4.36,4.07
4.16,4.15,4.25,4.13
4.17,4.15,4.20,4.10
4.11,4.15,4.19,4.01
4.17,4.09,4.26,4.08
4.10,3.96,4.13,3.92
4.42,4.31,4.59,4.18
4.29,4.13,4.40,4.13
4.13,4.08,4.19,4.07
4.07,4.09,4.20,4.06
4.09,4.14,4.25,4.05
4.16,4.44,4.46,4.08
4.40,4.17,4.40,4.08
4.15,4.20,4.28,4.15
4.15,4.10,4.21,4.02
4.12,4.29,4.33,4.09
4.34,4.16,4.36,4.13
4.17,4.09,4.21,4.03
4.10,4.06,4.20,4.03
4.05,4.09,4.13,4.04
4.06,4.30,4.32,4.05
4.28,4.43,4.45,4.25
4.49,4.48,4.60,4.39
4.50,4.51,4.65,4.46
4.50,4.62,4.63,4.49
4.63,4.50,4.63,4.48
4.51,4.32,4.53,4.28
4.32,4.22,4.37,4.19
4.26,4.25,4.33,4.20
4.21,4.08,4.21,4.07
4.05,4.36,4.36,4.05
4.34,4.25,4.35,4.17
4.21,4.21,4.33,4.10
4.18,4.20,4.32,4.07
4.19,4.46,4.59,4.19
4.43,4.33,4.47,4.32
4.33,4.18,4.39,4.18
4.18,4.10,4.20,4.10
4.13,4.08,4.16,4.08
4.08,4.08,4.14,4.07
4.08,4.04,4.11,4.02
4.00,3.92,4.00,3.86
3.93,3.99,4.01,3.85
3.99,4.03,4.14,3.93
4.15,4.50,4.67,4.14
4.46,4.58,4.64,4.31
4.56,4.49,4.63,4.43
4.53,4.58,4.64,4.48
4.58,4.46,4.66,4.37
4.44,4.48,4.55,4.44
4.43,4.25,4.44,4.20
4.26,4.27,4.35,4.20
4.26,4.27,4.35,4.25
4.21,4.17,4.29,4.16
4.19,4.15,4.28,4.15
4.26,4.90,5.07,4.20
4.90,4.70,5.03,4.66
4.72,5.21,5.29,4.72
5.32,5.06,5.32,4.85
5.05,5.12,5.17,4.99
5.15,5.04,5.15,5.00
5.05,5.17,5.19,5.04
5.13,5.13,5.21,5.01
5.10,4.91,5.13,4.91
4.94,4.95,5.08,4.76
4.92,4.99,5.03,4.85
4.99,4.87,5.05,4.86
4.81,4.80,4.86,4.72
4.84,4.86,4.91,4.75
4.86,4.84,4.90,4.81
4.83,4.86,4.94,4.77
4.86,4.90,4.93,4.80
4.86,5.07,5.15,4.86
5.07,5.14,5.21,5.05
5.10,5.03,5.14,5.03
5.03,4.93,5.14,4.92
4.90,4.77,5.00,4.70
4.79,4.75,4.85,4.72
4.80,4.91,4.97,4.75
4.92,4.86,4.98,4.72
4.87,4.90,5.11,4.73
4.86,4.89,4.97,4.77
4.86,4.90,5.13,4.82
4.94,4.90,4.98,4.85
4.94,5.00,5.07,4.86
5.02,5.04,5.07,4.78
4.89,5.15,5.16,4.89
5.15,5.18,5.19,5.08
5.17,5.04,5.18,5.00
5.09,5.14,5.18,5.00
5.17,5.15,5.17,5.02
5.10,4.92,5.13,4.92
4.98,4.95,5.00,4.83
4.68,4.75,4.88,4.54
4.78,4.70,4.78,4.63
4.63,4.65,4.67,4.58
4.64,4.64,4.68,4.52
4.55,4.47,4.56,4.39
4.54,4.61,4.68,4.48
4.75,4.74,4.78,4.56
4.78,4.81,4.83,4.71
4.81,4.75,4.87,4.73
4.77,4.57,4.77,4.45
4.64,4.93,5.08,4.59
4.95,4.81,4.95,4.80
4.80,4.75,4.80,4.58
4.73,4.78,4.87,4.71
4.75,4.69,4.81,4.65
4.71,4.60,4.71,4.56
4.59,4.59,4.63,4.55
4.55,4.54,4.61,4.23
4.56,4.65,4.66,4.32
4.65,4.66,4.70,4.59
4.64,4.66,4.75,4.52
4.67,4.60,4.69,4.48
4.58,4.56,4.61,4.46
4.59,4.51,4.59,4.49
4.50,4.68,4.72,4.49
4.17,4.13,4.63,3.84
4.07,4.08,4.22,4.05
4.13,4.16,4.19,4.02
4.10,4.11,4.20,4.08
4.05,4.11,4.17,4.01
4.10,4.13,4.17,4.02
4.11,4.16,4.18,4.06
4.12,4.13,4.23,4.07
4.10,3.95,4.11,3.93
3.91,3.82,3.94,3.82
3.77,3.68,3.79,3.63
3.58,3.96,4.10,3.51
3.85,3.74,3.94,3.74
3.91,3.68,3.93,3.62
3.77,3.65,3.80,3.62
3.66,3.85,3.88,3.65
3.83,3.96,4.06,3.83
3.91,3.97,4.07,3.90
3.87,3.86,4.02,3.84
3.91,3.98,4.05,3.85
4.00,4.08,4.17,3.95
4.01,3.95,4.17,3.89
4.00,3.84,4.00,3.82
3.86,3.88,4.00,3.85
3.89,3.92,4.00,3.86
3.88,3.89,3.94,3.84
3.89,3.89,3.99,3.85
3.88,4.00,4.05,3.88
4.00,4.02,4.09,3.96
4.01,3.99,4.10,3.85
3.95,3.99,4.01,3.83
4.00,4.08,4.13,4.00
4.07,4.10,4.18,4.04
4.12,4.03,4.12,3.95
4.02,4.15,4.16,3.96
4.16,4.09,4.18,4.07
4.01,4.05,4.15,4.01
4.05,4.00,4.11,3.98
4.04,4.03,4.09,3.95
4.02,4.01,4.12,3.89
3.94,3.95,4.02,3.88
3.96,4.22,4.33,3.95
4.25,4.22,4.30,4.21
4.22,4.33,4.35,4.22
4.32,4.31,4.37,4.30
4.34,4.30,4.36,4.27
4.33,4.28,4.33,4.18
4.24,4.18,4.33,4.16
4.17,4.03,4.21,4.00
4.06,4.21,4.25,4.06
4.23,4.16,4.30,4.08
4.10,4.18,4.26,4.03
4.18,4.26,4.27,4.13
4.25,4.15,4.26,4.14
4.15,4.30,4.33,4.15
4.29,4.38,4.43,4.29
4.40,4.33,4.42,4.26
4.30,4.10,4.32,4.10
4.12,4.40,4.40,4.11
4.34,4.28,4.42,4.26
4.30,4.32,4.40,4.28
4.33,4.43,4.49,4.32
4.43,4.44,4.48,4.38
4.42,4.45,4.49,4.36
4.60,4.60,5.14,4.32
4.56,4.49,4.58,4.45
4.43,4.53,4.55,4.43
4.50,4.51,4.55,4.46
4.47,4.44,4.47,4.39
4.43,4.31,4.43,4.31
4.28,4.19,4.29,4.10
4.17,4.25,4.28,4.16
4.17,4.11,4.28,4.10
4.10,4.00,4.13,3.99
3.99,3.90,4.03,3.89
3.93,3.93,4.00,3.84
3.89,4.00,4.06,3.89
4.01,4.00,4.06,3.96
3.99,4.10,4.14,3.99
4.11,4.18,4.22,4.11
4.21,4.26,4.30,4.15
4.28,4.36,4.42,4.25
4.37,4.27,4.40,4.25
4.24,4.21,4.29,4.19
4.20,4.13,4.22,4.11
4.14,4.03,4.16,4.01
4.01,4.09,4.16,4.00
4.01,4.09,4.14,4.01
4.10,4.11,4.12,4.05
4.00,4.13,4.26,4.00
4.16,4.09,4.16,4.06
4.12,4.09,4.12,3.84
4.08,4.05,4.13,4.03
4.08,3.96,4.11,3.95
3.94,3.79,4.00,3.75
3.70,3.64,3.84,3.60
3.85,3.76,3.89,3.65
3.79,3.83,3.90,3.74
3.81,3.85,3.89,3.73
3.83,3.82,3.89,3.78
3.83,3.88,3.89,3.82
3.88,3.90,4.00,3.85
3.89,3.89,3.95,3.84
3.81,3.75,3.90,3.53
3.76,3.81,3.87,3.71
3.71,3.80,3.87,3.71
3.72,3.71,3.82,3.68
3.72,3.72,3.80,3.69
3.73,3.70,3.75,3.66
3.73,3.70,3.76,3.66
3.70,3.57,3.74,3.55
3.56,3.60,3.69,3.37
3.49,3.49,3.58,3.08
3.39,3.45,3.52,3.21
3.38,3.51,3.60,3.38
3.52,3.55,3.60,3.48
3.61,3.72,3.76,3.57
3.69,3.66,3.78,3.65
3.67,3.66,3.77,3.63
3.65,3.65,3.73,3.62
3.70,3.69,3.74,3.66
3.70,3.82,3.93,3.70
3.73,3.72,3.92,3.64
3.66,3.67,3.75,3.47
3.71,3.74,3.76,3.63
3.75,3.78,3.86,3.70
3.77,3.70,3.77,3.70
3.70,3.76,3.78,3.65
3.70,3.70,3.79,3.65
3.72,3.62,3.82,3.50
3.55,3.69,3.73,3.55
3.73,3.72,3.76,3.67
3.78,3.79,3.82,3.69
3.81,3.86,3.91,3.78
3.86,3.99,4.01,3.82
4.02,4.06,4.37,3.79
4.14,4.21,4.31,4.05
4.21,4.26,4.29,4.17
4.17,4.30,4.33,4.09
4.32,4.32,4.33,4.18
4.31,4.23,4.42,4.21
4.22,4.29,4.32,4.19
4.33,4.36,4.43,4.29
4.36,4.42,4.44,4.31
4.43,4.51,4.55,4.35
4.49,4.40,4.54,4.36
4.40,4.44,4.49,4.17
4.38,4.37,4.41,4.27
4.32,4.37,4.42,4.06
4.39,4.63,4.68,4.33
4.66,4.57,4.66,4.52
4.55,4.48,4.57,4.44
4.44,4.34,4.49,4.32
4.30,4.32,4.45,4.29
4.30,4.35,4.39,4.28
4.38,4.40,4.41,4.30
4.40,4.43,4.48,4.40
4.43,4.45,4.50,4.41
4.45,4.32,4.45,4.31
4.31,4.33,4.39,4.29
4.35,4.31,4.40,4.29
4.30,4.45,4.49,4.29
4.46,4.45,4.50,4.42
4.47,4.45,4.50,4.45
4.41,4.47,4.60,4.38
4.44,4.35,4.55,4.31
4.30,4.34,4.42,4.30
4.32,4.39,4.42,4.31
4.35,4.37,4.42,4.31
4.39,4.34,4.48,4.32
4.35,4.32,4.37,4.30
4.31,4.30,4.33,4.25
4.31,4.28,4.31,4.23
4.26,4.28,4.33,4.26
4.25,4.28,4.32,4.25
4.29,4.32,4.36,4.26
4.32,4.27,4.36,4.20
4.26,4.26,4.28,4.21
4.25,4.26,4.32,4.22
4.28,4.26,4.34,4.25
4.25,4.23,4.28,4.21
4.27,4.26,4.27,4.22
4.26,4.25,4.28,4.22
4.27,4.25,4.34,4.25
4.24,4.25,4.32,4.22
4.23,4.24,4.31,4.20
4.20,4.18,4.26,4.18
4.17,4.07,4.19,4.07
4.01,4.08,4.14,3.91
4.28,3.91,4.28,3.88
3.87,3.85,3.95,3.72
3.84,3.83,3.88,3.80
3.84,3.75,3.89,3.75
3.74,3.75,3.82,3.70
3.75,3.63,3.78,3.62
3.61,3.63,3.80,3.61
3.64,3.41,3.64,3.40
3.37,3.24,3.37,3.20
3.24,3.25,3.29,3.20
3.27,3.31,3.36,3.25
3.32,3.42,3.49,3.30
3.46,3.54,3.62,3.42
3.56,3.66,3.70,3.49
3.66,3.53,3.69,3.52
3.52,3.50,3.56,3.49
3.47,3.33,3.50,3.31
3.32,3.33,3.37,3.23
3.30,3.46,3.48,3.30
3.47,3.38,3.49,3.37
3.36,3.45,3.49,3.34
3.45,3.45,3.46,3.39
3.43,3.45,3.48,3.39
3.45,3.39,3.45,3.37
3.37,3.41,3.47,3.37
3.42,3.46,3.50,3.33
3.47,3.40,3.48,3.38
3.41,3.42,3.51,3.37
3.40,3.26,3.40,3.11
3.27,3.36,3.39,3.24
3.37,3.38,3.49,3.36
3.40,3.31,3.44,3.29
3.29,3.23,3.33,3.22
3.24,3.32,3.35,3.20
3.20,3.23,3.28,3.14
3.17,3.17,3.20,3.17
3.18,3.10,3.26,3.05
3.14,3.15,3.19,3.11
3.15,3.18,3.21,3.14
3.19,3.12,3.23,3.11
3.12,3.06,3.14,3.06
3.06,3.09,3.15,3.02
3.10,3.12,3.23,3.08
3.15,3.17,3.22,3.15
3.20,3.20,3.23,3.17
3.23,3.31,3.33,3.21
3.33,3.20,3.36,3.20
3.02,3.16,3.23,3.02
3.18,3.10,3.18,3.09
3.09,3.10,3.11,3.07
3.10,3.09,3.13,3.08
3.09,3.14,3.17,3.08
3.18,3.11,3.18,3.09
3.10,3.17,3.20,3.09
3.16,3.13,3.18,3.10
3.13,3.15,3.19,3.12
3.17,3.17,3.25,3.12
3.19,3.17,3.27,3.15
3.19,3.17,3.25,3.15
3.17,3.17,3.18,3.15
3.15,3.15,3.26,3.13
3.15,3.18,3.19,3.12
3.18,3.18,3.21,3.13
3.18,3.12,3.22,3.09
3.13,3.29,3.35,3.12
3.32,3.39,3.42,3.21
3.06,2.79,3.06,2.70
2.81,3.00,3.01,2.80
2.98,2.98,3.03,2.91
2.98,2.85,3.00,2.84
2.94,2.84,2.94,2.80
2.96,2.84,2.98,2.79
2.82,2.91,2.94,2.80
2.85,2.88,2.95,2.85
2.90,2.88,2.93,2.85
2.88,2.88,2.92,2.86
2.91,2.83,2.92,2.82
2.80,2.81,2.85,2.80
2.82,2.79,2.82,2.77
2.78,2.78,2.80,2.76
2.75,2.76,2.79,2.75
2.76,2.76,2.90,2.75
2.75,2.80,2.81,2.72
2.80,2.86,2.88,2.80
2.88,2.84,2.88,2.79
2.85,2.80,2.87,2.77
2.78,2.81,2.83,2.75
2.78,2.76,2.81,2.75
2.75,2.78,2.80,2.72
2.76,2.75,2.78,2.73
2.76,2.76,2.80,2.74
2.77,2.80,2.80,2.75
2.81,2.80,2.81,2.75
2.80,2.78,2.86,2.78
2.81,2.74,2.81,2.74
2.77,2.79,2.80,2.76
2.81,2.85,2.85,2.79
2.83,2.82,2.88,2.78
2.80,2.84,2.85,2.80
2.87,2.82,2.87,2.81
2.85,2.76,2.85,2.75
2.76,2.74,2.79,2.73
2.76,2.77,2.78,2.74
2.74,2.75,2.76,2.71
2.70,2.59,2.74,2.55
2.59,2.60,2.63,2.59
2.59,2.66,2.68,2.59
2.65,2.60,2.69,2.55
2.60,2.61,2.62,2.55
2.58,2.57,2.61,2.55
2.57,2.63,2.68,2.57
2.60,2.59,2.64,2.58
2.58,2.57,2.62,2.56
2.55,2.57,2.61,2.55
2.59,2.58,2.60,2.57
2.59,2.60,2.60,2.56
2.58,2.66,2.68,2.56
2.62,2.64,2.70,2.62
2.67,2.60,2.67,2.59
2.62,2.54,2.62,2.53
2.53,2.53,2.55,2.52
2.48,2.55,2.56,2.48
2.69,2.56,2.69,2.51
2.56,2.52,2.62,2.52
2.52,2.50,2.59,2.46
2.51,2.50,2.54,2.50
2.60,2.50,2.60,2.50
2.52,2.48,2.52,2.48
2.52,2.50,2.53,2.49
2.47,2.49,2.54,2.47
2.48,2.57,2.60,2.46
2.56,2.66,2.68,2.55
2.64,2.85,2.86,2.59
2.90,2.70,2.90,2.66
2.73,2.68,2.73,2.62
2.68,2.69,2.70,2.62
2.72,2.63,2.75,2.62
2.65,2.67,2.67,2.58
2.65,2.72,2.76,2.62
2.72,2.73,2.76,2.66
2.70,2.72,2.77,2.66
2.72,2.70,2.72,2.66
2.71,2.61,2.72,2.61
2.63,2.58,2.63,2.55
2.61,2.62,2.64,2.55
2.65,2.61,2.65,2.55
2.60,2.62,2.64,2.58
2.61,2.64,2.68,2.61
2.67,2.64,2.69,2.60
