RAND,Rand Capital Corporation - Common Stock ($0.10 Par Value),NASDAQ
2.90,2.92,2.92,2.90
2.90,2.92,2.93,2.80
2.90,2.99,2.99,2.90
2.90,2.94,2.94,2.90
2.90,2.93,2.93,2.90
2.93,2.93,2.93,2.93
2.93,3.15,3.15,2.93
3.15,3.15,3.15,3.15
3.15,3.00,3.15,3.00
3.13,2.96,3.13,2.96
2.90,3.00,3.00,2.90
2.91,2.99,2.99,2.91
2.99,2.99,2.99,2.99
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
3.01,2.95,3.01,2.95
3.00,3.00,3.00,3.00
3.01,3.01,3.02,3.01
3.01,3.01,3.01,3.01
2.99,2.99,2.99,2.81
2.90,2.93,2.99,2.90
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.93,2.98,2.98,2.93
2.96,2.99,3.00,2.96
2.93,2.95,2.95,2.93
2.95,2.94,2.95,2.92
2.92,2.94,2.94,2.92
2.92,3.00,3.00,2.92
3.00,2.99,3.00,2.95
2.98,3.00,3.01,2.95
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,2.92,3.00,2.92
3.00,3.00,3.00,3.00
2.98,2.98,2.98,2.94
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.92,2.92,2.92,2.92
2.92,2.93,2.96,2.92
2.98,2.99,2.99,2.98
2.99,2.99,2.99,2.99
2.93,2.93,2.93,2.93
2.98,2.98,2.98,2.98
2.97,2.98,2.98,2.97
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.92,2.98,2.98,2.92
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.94,2.94,2.94,2.94
2.98,2.98,2.98,2.98
2.97,2.97,2.97,2.97
2.98,2.98,2.98,2.95
2.94,2.94,2.94,2.92
2.98,2.98,2.98,2.98
2.94,2.93,2.94,2.93
2.96,2.93,2.96,2.93
2.93,2.92,2.97,2.92
2.95,2.95,2.95,2.95
2.94,2.98,2.98,2.93
2.98,2.98,2.98,2.98
2.98,2.93,2.98,2.93
2.95,2.92,2.95,2.92
3.00,2.93,3.00,2.93
2.92,2.90,2.92,2.90
2.90,2.90,2.92,2.90
2.90,2.92,2.92,2.90
2.87,2.95,3.00,2.85
3.00,3.00,3.00,2.86
3.00,3.00,3.00,3.00
2.95,2.95,2.95,2.86
2.86,2.93,2.93,2.85
2.85,2.87,2.95,2.85
2.85,2.85,2.85,2.85
2.85,2.95,2.95,2.85
2.82,2.95,2.95,2.82
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.93,2.95,2.95,2.73
2.95,2.95,2.95,2.95
2.73,2.93,2.93,2.73
2.93,2.93,2.93,2.93
2.88,2.78,2.88,2.77
2.78,2.89,2.95,2.78
2.81,2.81,2.81,2.81
2.92,2.93,2.94,2.79
2.93,2.81,2.94,2.75
2.85,2.73,2.85,2.73
2.93,2.76,2.93,2.76
2.77,2.82,2.93,2.71
2.90,2.90,2.90,2.85
2.82,2.92,2.92,2.82
2.92,2.83,2.92,2.81
2.83,2.85,2.85,2.83
2.85,2.85,2.85,2.85
2.95,2.94,2.95,2.91
2.94,2.94,2.94,2.94
2.95,2.94,2.95,2.94
2.94,2.94,2.94,2.94
2.85,2.86,2.86,2.85
2.94,2.94,2.94,2.71
2.94,2.92,2.94,2.91
2.78,2.83,2.83,2.75
2.80,2.87,2.87,2.80
2.85,2.88,2.88,2.85
2.84,3.02,3.20,2.75
3.00,3.06,3.06,2.97
3.00,3.15,3.20,3.00
3.11,3.03,3.15,2.91
3.15,2.97,3.15,2.81
3.11,3.14,3.15,3.05
3.15,3.01,3.15,2.99
3.00,3.15,3.15,3.00
3.11,3.05,3.11,3.05
3.08,3.10,3.15,3.01
3.08,3.14,3.14,3.08
3.14,3.05,3.14,3.05
3.09,3.12,3.19,3.09
3.11,3.10,3.11,3.10
3.10,3.10,3.10,3.10
3.11,2.96,3.11,2.96
3.12,3.03,3.12,3.03
3.06,3.06,3.06,3.06
3.02,3.01,3.02,2.99
3.19,3.19,3.19,3.19
3.17,3.16,3.17,3.16
3.07,3.07,3.14,3.07
3.11,3.12,3.12,3.11
3.12,3.07,3.12,3.07
3.06,3.07,3.07,3.06
3.07,3.07,3.07,3.07
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.06,3.06,3.10,3.06
3.05,3.00,3.14,2.96
3.00,3.00,3.00,3.00
3.01,3.01,3.01,3.01
3.15,3.16,3.16,3.10
3.16,3.16,3.16,3.16
3.16,3.08,3.16,3.08
3.08,3.08,3.08,3.08
3.11,3.09,3.13,3.09
3.17,3.15,3.17,3.14
3.18,3.18,3.18,3.18
3.18,3.20,3.20,3.09
3.18,3.17,3.23,3.08
3.15,3.15,3.20,3.15
3.24,3.25,3.25,3.23
3.25,3.25,3.25,3.25
3.24,3.24,3.24,3.24
3.24,3.07,3.24,3.07
3.15,3.15,3.15,3.15
3.22,3.12,3.22,3.09
3.11,3.11,3.13,3.10
3.11,3.11,3.11,3.11
3.11,3.11,3.11,3.11
3.10,3.10,3.10,3.09
3.18,3.19,3.22,3.18
3.19,3.19,3.19,3.19
3.09,3.10,3.15,3.07
3.09,3.14,3.14,3.09
3.09,3.08,3.09,3.07
3.10,3.10,3.10,3.10
3.08,3.08,3.08,3.08
3.12,3.12,3.12,3.06
3.12,3.12,3.12,3.12
3.12,3.19,3.21,3.12
3.15,3.17,3.18,3.15
3.12,3.15,3.17,3.12
3.17,3.28,3.35,3.17
3.31,3.40,3.40,3.29
3.50,3.50,3.50,3.50
3.48,3.34,3.48,3.21
3.27,3.26,3.28,3.26
3.30,3.28,3.30,3.24
3.32,3.33,3.33,3.24
3.38,3.25,3.38,3.24
3.20,3.19,3.22,3.19
3.23,3.19,3.28,3.19
3.19,3.26,3.26,3.19
3.28,3.26,3.28,3.25
3.25,3.25,3.30,3.25
3.29,3.25,3.45,3.25
3.25,3.25,3.34,3.25
3.21,3.24,3.26,3.19
3.27,3.49,3.49,3.19
3.49,3.44,3.49,3.26
3.47,3.45,3.49,3.40
3.46,3.56,3.60,3.41
3.59,3.50,3.59,3.50
3.45,3.56,3.59,3.42
3.59,3.49,3.59,3.49
3.45,3.45,3.45,3.45
3.44,3.44,3.44,3.44
3.43,3.35,3.43,3.33
3.39,3.49,3.50,3.38
3.49,3.49,3.49,3.49
3.50,3.50,3.50,3.39
3.50,3.49,3.50,3.36
3.49,3.49,3.49,3.49
3.40,3.30,3.40,3.30
3.50,3.31,3.50,3.31
3.43,3.43,3.43,3.43
3.38,3.37,3.38,3.37
3.30,3.31,3.36,3.30
3.27,3.38,3.38,3.26
3.26,3.50,3.55,3.26
3.49,3.51,3.52,3.49
3.49,3.40,3.49,3.40
3.48,3.37,3.48,3.37
3.49,3.49,3.49,3.44
3.50,3.45,3.50,3.45
3.50,3.50,3.50,3.50
3.45,3.49,3.60,3.45
3.58,3.41,3.60,3.41
3.44,3.45,3.45,3.44
3.50,3.34,3.50,3.30
3.40,3.41,3.41,3.40
3.36,3.36,3.36,3.36
3.47,3.37,3.47,3.37
3.38,3.38,3.38,3.38
3.31,3.43,3.43,3.30
3.30,3.35,3.35,3.30
3.35,3.35,3.35,3.35
3.49,3.31,3.49,3.30
3.39,3.32,3.42,3.25
3.38,3.25,3.38,3.25
3.30,3.35,3.40,3.30
3.35,3.27,3.35,3.25
3.25,3.25,3.29,3.25
3.25,3.20,3.48,3.19
3.27,3.30,3.39,3.27
3.39,3.38,3.39,3.38
3.38,3.38,3.38,3.38
3.34,3.29,3.34,3.25
3.31,3.26,3.39,3.25
3.26,3.20,3.36,3.19
3.20,3.20,3.20,3.20
3.25,3.25,3.25,3.25
3.23,3.26,3.26,3.23
3.30,3.30,3.30,3.30
3.31,3.25,3.31,3.25
3.28,3.40,3.40,3.28
3.41,3.41,3.41,3.41
3.40,3.44,3.44,3.40
3.44,3.45,3.45,3.40
3.41,3.25,3.41,3.25
3.19,3.24,3.25,3.19
3.24,3.21,3.25,3.19
3.25,3.18,3.25,3.18
3.11,3.25,3.25,3.11
3.18,3.18,3.18,3.18
3.14,3.17,3.17,3.14
3.11,3.11,3.11,3.11
3.11,3.11,3.11,3.11
3.15,3.13,3.22,3.08
3.13,3.13,3.13,3.13
3.15,3.15,3.15,3.15
3.13,3.08,3.14,3.07
3.20,3.21,3.30,3.15
3.09,3.24,3.27,3.09
3.32,3.19,3.32,3.09
3.19,3.19,3.19,3.19
3.16,3.12,3.34,3.12
3.23,3.24,3.24,3.23
3.12,3.10,3.12,3.10
3.24,3.24,3.24,3.24
3.12,3.12,3.20,3.10
3.13,3.12,3.25,3.10
3.24,3.07,3.24,2.99
3.18,3.10,3.18,3.10
3.19,3.10,3.19,3.10
3.13,3.14,3.14,3.13
3.12,3.10,3.16,3.09
3.17,3.01,3.17,3.01
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
3.18,3.18,3.18,3.18
3.05,3.10,3.15,2.93
3.03,3.04,3.04,2.99
3.05,2.99,3.06,2.92
3.06,3.01,3.16,3.00
3.08,3.05,3.17,2.99
3.01,3.11,3.11,3.01
3.07,3.01,3.14,3.00
3.10,3.10,3.10,3.10
3.00,3.04,3.04,2.99
3.05,3.03,3.05,3.03
3.01,3.00,3.09,2.97
3.00,3.08,3.09,2.97
3.02,3.15,3.15,2.97
3.18,3.20,3.38,3.11
3.11,3.20,3.25,3.09
3.28,3.16,3.28,3.16
3.25,3.20,3.26,3.17
3.25,3.06,3.26,3.06
3.06,3.06,3.06,3.06
3.24,3.09,3.24,3.09
3.17,3.20,3.20,3.09
3.20,3.06,3.20,3.04
3.13,3.02,3.13,3.02
3.04,2.99,3.04,2.99
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.14,3.14,3.14,3.14
3.14,3.14,3.14,3.14
3.03,3.15,3.15,3.03
3.15,3.15,3.15,3.15
3.23,3.05,3.23,3.05
3.06,2.99,3.21,2.99
3.09,3.09,3.09,3.09
3.01,3.05,3.05,2.99
3.05,3.06,3.06,3.05
3.06,3.07,3.07,3.03
3.06,3.07,3.07,3.06
3.01,3.01,3.01,3.01
3.06,3.05,3.06,3.00
3.07,3.10,3.11,3.07
3.09,3.09,3.09,3.09
3.09,3.09,3.09,3.09
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.09,3.08,3.09,3.08
3.09,3.08,3.09,3.08
3.08,3.08,3.08,3.08
3.09,3.05,3.09,3.00
3.05,3.05,3.06,3.05
3.06,3.09,3.09,3.06
3.06,3.09,3.09,3.06
3.05,3.05,3.08,3.05
3.06,3.05,3.06,3.05
3.05,3.05,3.05,3.05
3.05,3.05,3.05,3.05
3.19,3.09,3.19,3.09
3.08,3.12,3.18,3.00
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.05,3.06,3.08,2.99
3.06,3.11,3.11,3.05
3.05,3.05,3.05,3.05
3.05,3.05,3.05,3.05
3.05,3.08,3.08,3.05
3.10,3.10,3.10,3.10
3.12,3.10,3.12,3.07
3.10,3.11,3.11,3.10
3.05,3.12,3.12,3.05
3.09,3.05,3.09,3.04
3.06,3.10,3.12,2.98
3.07,3.07,3.07,3.07
3.12,3.35,3.35,3.12
3.40,3.50,3.50,3.32
3.48,3.38,3.50,3.31
3.43,3.61,3.73,3.37
3.72,3.55,3.73,3.52
3.60,3.56,3.60,3.51
3.56,3.56,3.56,3.56
3.56,3.65,3.71,3.50
3.57,3.58,3.64,3.57
3.69,3.72,3.75,3.66
3.74,3.74,3.75,3.72
3.72,3.74,3.74,3.65
3.74,3.68,3.74,3.55
3.74,3.74,3.74,3.64
3.75,3.69,3.75,3.69
3.74,3.66,3.74,3.66
3.61,3.62,3.74,3.61
3.63,3.74,3.75,3.62
3.75,3.75,3.77,3.69
3.77,3.76,3.77,3.74
3.77,3.77,3.77,3.77
3.77,3.77,3.77,3.75
3.75,3.85,3.93,3.75
3.93,3.97,4.00,3.73
4.00,3.98,4.10,3.97
4.05,4.12,4.12,4.01
4.12,4.08,4.25,4.08
4.00,4.10,4.10,4.00
4.06,4.09,4.10,3.98
3.97,3.99,3.99,3.95
4.05,4.05,4.14,4.00
4.04,3.99,4.05,3.99
3.95,4.00,4.05,3.95
3.96,3.96,3.99,3.96
3.96,3.96,3.96,3.96
3.98,4.02,4.06,3.98
4.02,4.02,4.02,4.02
3.95,4.03,4.03,3.95
4.00,3.99,4.00,3.99
3.98,4.04,4.13,3.98
4.05,4.12,4.17,4.05
4.11,4.13,4.19,4.04
4.19,4.11,4.21,4.05
4.11,4.06,4.18,4.06
4.08,4.06,4.08,4.05
4.11,4.08,4.12,4.08
4.10,4.15,4.15,4.10
4.12,4.07,4.12,4.05
4.07,4.11,4.11,4.07
4.07,4.10,4.15,4.05
4.10,4.10,4.10,4.10
4.09,4.12,4.14,4.05
4.10,4.09,4.10,4.06
4.19,4.06,4.19,4.04
4.04,3.83,4.04,3.78
3.90,3.93,4.02,3.90
3.98,3.95,4.10,3.94
4.05,4.13,4.20,4.05
4.23,4.15,4.25,3.99
4.07,4.18,4.18,4.00
4.10,4.07,4.10,3.96
3.98,4.00,4.05,3.97
4.01,4.17,4.17,4.01
4.01,4.15,4.18,3.98
4.20,4.20,4.20,4.20
4.20,4.14,4.20,4.10
4.14,4.14,4.14,4.14
4.07,4.09,4.09,4.07
4.06,4.00,4.08,3.98
4.05,4.00,4.06,4.00
4.06,4.00,4.06,4.00
4.05,4.06,4.06,4.05
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.98,3.98,3.99,3.98
4.07,3.99,4.07,3.99
4.08,4.04,4.08,4.00
4.08,4.08,4.08,4.08
4.08,4.04,4.08,4.03
4.03,4.07,4.07,4.03
4.07,4.07,4.07,4.07
4.05,4.03,4.05,4.03
4.06,4.04,4.06,4.04
4.00,4.02,4.05,4.00
4.05,4.02,4.05,4.02
4.02,4.02,4.02,4.02
4.02,4.02,4.02,4.02
4.02,4.02,4.02,4.02
3.99,4.02,4.05,3.99
3.91,3.95,4.00,3.91
3.98,4.00,4.00,3.93
3.98,4.01,4.01,3.96
3.92,3.98,3.98,3.91
3.95,3.93,4.07,3.90
3.92,3.93,3.93,3.92
3.92,3.83,3.95,3.76
3.88,3.88,3.90,3.88
3.98,3.97,3.98,3.90
3.94,3.95,3.95,3.94
3.92,3.94,3.94,3.92
3.92,3.96,3.96,3.92
3.96,3.94,3.96,3.92
3.96,3.86,3.96,3.86
3.92,3.95,3.97,3.85
3.88,3.85,3.95,3.70
3.83,3.82,3.83,3.82
3.82,3.82,3.82,3.82
3.83,3.86,3.91,3.82
3.86,3.86,3.86,3.86
3.93,3.93,3.93,3.93
3.93,3.93,3.93,3.93
3.90,3.82,3.90,3.82
3.82,3.89,3.90,3.82
3.84,3.82,3.84,3.82
3.82,3.82,3.82,3.82
3.82,3.82,3.93,3.82
3.82,3.89,3.92,3.71
3.80,3.79,3.80,3.75
3.78,3.78,3.78,3.78
3.83,3.83,3.83,3.83
3.81,3.77,3.81,3.76
3.78,3.76,3.80,3.70
3.75,3.73,3.80,3.73
3.75,3.84,3.84,3.75
3.75,3.75,3.82,3.75
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.76,3.81,3.90,3.76
3.77,3.77,3.77,3.77
3.77,3.77,3.77,3.77
3.79,3.79,3.79,3.79
3.75,3.75,3.75,3.75
3.76,3.75,3.76,3.75
3.75,3.75,3.75,3.75
3.74,3.74,3.74,3.74
3.74,3.74,3.74,3.74
3.78,3.81,3.81,3.74
3.81,3.81,3.81,3.81
3.88,3.88,3.88,3.88
3.83,3.85,3.85,3.76
3.85,3.85,3.85,3.85
3.95,3.95,3.95,3.95
3.97,3.96,3.97,3.96
3.85,3.85,3.85,3.85
3.93,3.93,3.93,3.93
3.95,3.89,3.95,3.89
3.95,3.91,3.95,3.91
3.91,3.91,3.91,3.91
3.96,3.93,3.96,3.80
3.95,3.95,3.95,3.95
3.96,3.94,3.96,3.74
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.91,3.89,3.94,3.75
3.94,3.95,3.95,3.94
3.96,3.85,3.96,3.85
3.96,3.90,3.96,3.90
3.90,3.85,3.98,3.85
4.15,3.93,4.15,3.93
4.02,3.86,4.02,3.86
4.13,4.13,4.13,4.13
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.13,4.06,4.20,4.04
4.03,4.03,4.03,4.03
4.08,4.08,4.08,4.08
4.08,4.08,4.10,4.08
3.92,3.99,3.99,3.92
3.94,4.08,4.09,3.94
3.99,3.96,3.99,3.96
3.85,4.15,4.15,3.85
4.14,4.14,4.14,4.14
4.14,4.14,4.14,4.14
4.01,4.12,4.12,3.90
4.12,4.12,4.12,4.12
4.15,4.15,4.15,3.87
3.87,4.09,4.09,3.87
4.09,4.09,4.09,4.09
4.09,4.09,4.09,4.09
4.09,4.07,4.09,4.07
3.94,4.02,4.02,3.94
3.91,3.92,3.92,3.91
4.07,4.07,4.07,4.07
3.94,3.98,3.98,3.94
3.95,3.93,3.95,3.92
3.90,3.90,3.90,3.90
4.07,3.85,4.07,3.76
3.77,3.98,3.98,3.75
3.97,3.82,3.98,3.82
3.92,3.85,3.92,3.85
3.92,3.78,3.92,3.76
3.98,3.85,3.98,3.85
3.78,3.83,3.85,3.77
3.96,3.96,3.96,3.96
3.96,3.96,3.96,3.96
3.96,3.83,3.96,3.83
3.80,3.86,3.86,3.70
3.86,3.85,3.86,3.85
3.85,3.85,3.85,3.84
3.85,3.85,3.85,3.85
3.98,3.80,3.98,3.72
3.82,3.82,3.82,3.72
3.80,3.85,3.86,3.80
3.98,3.98,3.98,3.98
3.98,3.85,3.98,3.85
3.85,3.85,3.85,3.85
3.85,3.90,3.90,3.85
3.80,3.85,3.88,3.80
3.85,3.85,3.85,3.85
3.78,3.80,3.85,3.77
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.79,3.80,3.85,3.78
3.80,3.80,3.80,3.80
3.78,3.77,3.82,3.77
3.77,3.77,3.83,3.77
3.83,3.83,3.83,3.83
3.76,3.76,3.76,3.76
3.75,3.60,3.80,3.55
3.70,3.58,3.70,3.51
3.60,3.60,3.60,3.56
3.64,3.65,3.65,3.64
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.60,3.65,3.65,3.60
3.61,3.65,3.65,3.61
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.60,3.60,3.60,3.60
3.70,3.68,3.73,3.68
3.68,3.68,3.68,3.68
3.68,3.68,3.68,3.68
3.72,3.74,3.74,3.72
3.74,3.74,3.74,3.74
3.74,3.74,3.74,3.74
3.74,3.70,3.74,3.69
3.68,3.73,3.73,3.68
3.70,3.70,3.70,3.70
3.74,4.03,4.03,3.74
4.03,4.03,4.03,4.03
3.93,4.00,4.00,3.72
4.01,3.68,4.01,3.68
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.81,3.90,3.90,3.81
3.77,3.77,3.77,3.77
3.95,3.95,3.95,3.95
3.75,3.75,3.83,3.75
3.87,3.80,3.87,3.80
3.80,3.80,3.80,3.80
3.82,3.82,3.82,3.82
3.82,3.82,3.82,3.82
3.81,3.81,3.81,3.81
3.80,3.80,3.80,3.80
3.84,3.84,3.88,3.84
3.81,3.80,3.81,3.80
3.80,3.80,3.80,3.80
3.80,3.80,3.88,3.80
3.80,3.80,3.80,3.80
3.89,3.75,3.89,3.75
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.75,3.75,3.76,3.75
3.75,3.75,3.75,3.75
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.75,3.65,3.79,3.65
3.76,3.68,3.76,3.68
3.70,3.65,3.70,3.65
3.83,3.74,3.83,3.74
3.70,3.81,3.81,3.70
3.71,3.71,3.71,3.70
3.71,3.71,3.71,3.71
3.77,3.77,3.77,3.77
3.66,3.70,3.70,3.66
3.70,3.99,4.15,3.70
3.96,3.93,4.06,3.93
3.79,3.77,3.79,3.77
3.83,3.67,3.83,3.67
3.67,3.67,3.67,3.67
3.80,3.70,3.80,3.70
3.71,3.65,3.71,3.65
3.67,3.68,3.72,3.67
3.67,3.67,3.67,3.67
3.69,3.65,3.69,3.65
3.76,3.65,3.76,3.65
3.65,3.79,3.79,3.65
3.79,3.65,3.79,3.65
3.58,3.58,3.58,3.58
3.70,3.67,3.70,3.64
3.67,3.67,3.67,3.67
3.52,3.52,3.52,3.52
3.70,3.70,3.70,3.68
3.70,3.70,3.70,3.70
3.71,3.70,3.71,3.70
3.70,3.48,3.70,3.40
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.72,3.70,3.75,3.70
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,4.69,5.25,3.75
4.70,4.61,4.70,4.50
4.70,4.67,4.70,4.47
4.45,4.58,4.60,4.35
4.60,4.45,4.60,4.45
4.37,4.38,4.55,4.37
4.52,4.50,4.55,4.50
4.49,4.55,4.60,4.49
4.55,4.55,4.55,4.55
4.72,4.55,4.72,4.50
4.55,4.55,4.55,4.55
4.70,4.49,4.70,4.49
4.32,4.49,4.57,4.30
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.59,4.59,4.59,4.59
4.30,4.09,4.30,4.08
4.42,4.19,4.42,4.19
4.70,4.17,4.70,3.93
4.73,4.18,4.73,4.04
4.70,4.23,4.70,4.23
4.27,4.39,4.40,4.11
4.18,4.40,4.40,4.15
4.63,4.34,4.63,4.16
4.34,4.34,4.34,4.34
4.34,4.34,4.34,4.34
4.70,4.23,4.70,4.23
4.23,4.23,4.23,4.23
4.64,4.64,4.64,4.64
4.64,4.64,4.64,4.64
4.50,4.50,4.50,4.50
4.69,4.64,4.70,4.64
4.41,4.54,4.54,4.41
4.35,4.38,4.38,4.35
4.40,4.17,4.40,4.15
4.17,4.17,4.17,4.17
4.17,4.17,4.17,4.17
4.15,4.15,4.15,4.15
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.35,4.35,4.35,4.35
4.22,4.50,4.50,4.19
4.59,4.45,4.59,4.23
4.44,4.22,4.44,4.15
4.32,4.28,4.32,4.21
4.27,4.27,4.27,4.27
4.17,4.29,4.29,4.17
4.29,4.29,4.29,4.29
4.28,4.28,4.28,4.28
4.28,4.28,4.28,4.28
4.28,4.28,4.28,4.28
4.24,4.23,4.24,4.23
4.19,4.30,4.30,4.17
4.30,4.30,4.30,4.30
4.29,4.26,4.30,4.17
4.17,4.29,4.29,4.17
4.17,4.01,4.17,4.01
4.07,4.01,4.07,4.01
4.01,4.01,4.01,4.01
4.07,4.02,4.07,4.01
4.07,4.00,4.07,4.00
4.06,4.14,4.23,4.06
4.04,4.26,4.26,4.04
4.10,4.10,4.10,4.10
4.10,4.18,4.19,4.10
4.01,4.00,4.17,3.97
4.12,4.12,4.12,4.12
3.82,3.95,4.02,3.80
3.92,4.01,4.01,3.90
4.13,4.13,4.13,4.13
4.13,4.13,4.13,4.13
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.13,4.12,4.13,4.05
4.12,4.12,4.12,4.12
4.10,4.04,4.10,4.04
4.04,4.04,4.04,4.04
4.05,4.05,4.06,4.05
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.04,3.99,4.04,3.99
3.99,3.99,3.99,3.99
4.10,4.10,4.10,4.10
3.92,3.95,4.08,3.92
3.92,3.93,4.01,3.92
3.92,4.04,4.04,3.92
3.92,3.86,4.17,3.76
3.85,3.85,3.85,3.85
3.85,3.70,3.85,3.67
3.66,3.65,3.75,3.65
3.84,3.84,3.84,3.84
3.85,3.85,3.85,3.85
3.78,3.68,3.85,3.68
3.85,3.72,3.85,3.57
3.62,3.85,3.85,3.62
3.80,3.77,3.80,3.55
3.77,3.77,3.77,3.77
3.68,3.63,3.68,3.63
3.54,3.69,3.78,3.53
3.55,3.69,3.70,3.54
3.72,3.41,3.81,3.18
3.44,3.53,3.57,3.44
3.43,3.60,3.72,3.43
3.69,3.67,3.69,3.67
3.51,3.65,3.65,3.49
3.45,3.44,3.63,3.36
3.47,3.47,3.47,3.47
3.48,3.48,3.48,3.48
3.48,3.48,3.48,3.48
3.48,3.48,3.48,3.44
3.34,3.37,3.43,3.22
3.39,3.43,3.45,3.39
3.23,3.38,3.42,3.22
3.40,3.40,3.40,3.40
3.37,3.45,3.45,3.37
3.46,3.57,3.62,3.25
3.55,3.55,3.55,3.55
3.50,3.56,3.56,3.49
3.36,3.50,3.79,3.36
3.50,3.50,3.50,3.50
3.50,3.23,3.50,3.05
3.15,3.21,3.28,3.09
3.26,3.25,3.45,3.24
3.25,3.22,3.29,3.22
3.28,3.25,3.28,3.22
3.25,3.29,3.39,3.20
3.36,3.25,3.36,3.21
3.23,3.25,3.27,3.19
3.25,3.41,3.41,3.18
3.49,3.42,3.50,3.40
3.32,3.50,3.50,3.32
3.40,3.40,3.40,3.40
3.40,3.38,3.47,3.34
3.35,3.56,3.72,3.35
3.72,3.53,3.72,3.38
3.46,3.75,3.75,3.43
3.73,3.61,3.74,3.47
3.69,3.64,3.71,3.59
3.60,3.60,3.61,3.59
3.44,3.60,3.70,3.44
3.51,3.78,3.78,3.49
3.75,3.56,3.79,3.40
3.43,3.53,3.53,3.38
3.67,3.52,3.67,3.46
3.47,3.50,3.50,3.39
3.43,3.44,3.44,3.34
3.37,3.60,3.60,3.37
3.52,3.46,3.52,3.40
3.61,3.44,3.61,3.44
3.53,3.44,3.53,3.40
3.39,3.43,3.48,3.35
3.41,3.41,3.41,3.41
3.50,3.50,3.50,3.50
3.44,3.41,3.50,3.35
3.36,3.43,3.48,3.36
3.40,3.44,3.50,3.34
3.45,3.51,3.62,3.40
3.59,3.59,3.78,3.53
3.61,3.53,3.61,3.53
3.53,3.53,3.53,3.53
3.54,3.64,3.64,3.50
3.57,3.60,3.61,3.48
3.68,3.61,3.71,3.49
3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61
3.52,3.52,3.52,3.52
3.52,3.52,3.52,3.52
3.52,3.52,3.52,3.52
3.52,3.52,3.52,3.52
3.41,3.41,3.41,3.41
3.41,3.41,3.41,3.41
3.41,3.41,3.41,3.41
3.41,3.41,3.41,3.41
3.37,3.40,3.40,3.37
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.43,3.52,3.55,3.39
3.40,3.38,3.40,3.37
3.35,3.40,3.40,3.35
3.39,3.37,3.39,3.37
3.37,3.37,3.37,3.37
3.40,3.30,3.52,3.30
3.30,3.22,3.35,3.22
3.29,3.35,3.35,3.29
3.36,3.35,3.36,3.35
3.39,3.36,3.40,3.36
3.42,3.42,3.42,3.42
3.57,3.25,3.57,3.06
3.37,3.12,3.37,3.10
3.14,3.15,3.15,3.14
3.16,3.15,3.21,3.12
3.15,3.15,3.15,3.15
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.23,3.36,3.60,3.19
