ARL,American Realty Investors,NASDAQ
4.82,4.80,4.95,4.66
4.88,4.35,5.47,4.35
4.57,4.80,5.00,4.57
4.87,5.16,5.20,4.87
5.18,5.02,5.20,4.98
4.99,4.87,5.11,4.77
4.88,4.77,4.94,4.76
4.67,4.47,4.73,4.41
4.64,4.68,4.74,4.59
4.77,4.86,4.87,4.70
4.87,4.77,4.88,4.76
4.76,4.74,4.81,4.60
4.65,4.60,4.68,4.38
4.56,4.40,4.56,4.35
4.37,4.41,4.43,4.35
4.40,4.39,4.40,4.39
4.41,4.38,4.41,4.35
4.35,4.39,4.39,4.35
4.40,4.53,4.53,4.40
4.53,4.55,4.57,4.52
4.61,4.57,4.65,4.50
4.66,4.82,4.86,4.66
4.81,4.75,4.81,4.75
4.66,4.75,4.75,4.61
4.70,4.51,4.70,4.46
4.48,4.25,4.51,3.97
4.21,4.18,4.21,4.04
4.03,4.10,4.10,3.99
4.05,4.03,4.10,3.93
3.90,3.80,3.99,3.80
3.80,3.93,3.93,3.68
3.80,4.04,4.06,3.80
4.09,3.91,4.09,3.91
4.01,4.05,4.05,4.00
4.05,4.31,4.31,4.05
4.24,3.77,4.28,3.75
3.76,3.66,3.91,3.64
3.59,3.79,3.80,3.51
3.79,3.72,3.79,3.71
3.64,3.62,3.72,3.50
3.62,3.47,3.63,3.40
3.47,3.98,3.98,3.47
3.99,4.10,4.17,3.99
4.20,4.19,4.20,4.11
4.20,4.29,4.30,4.20
4.15,4.14,4.29,4.12
4.14,4.29,4.30,4.14
4.30,4.29,4.30,4.27
4.22,4.22,4.23,4.22
4.45,4.97,4.97,4.45
4.57,4.40,4.74,4.40
4.80,4.59,4.80,4.36
5.03,4.48,6.49,4.43
4.71,4.78,4.78,4.61
4.61,4.45,4.73,4.45
4.26,4.65,4.77,4.15
4.64,4.48,4.73,4.38
4.57,4.55,4.74,4.51
4.56,4.19,4.59,4.15
4.19,4.15,4.25,3.88
4.18,4.24,4.37,3.75
4.11,3.95,4.23,3.93
4.03,4.40,4.40,4.00
4.34,4.51,4.80,4.34
4.75,4.72,4.75,4.72
4.75,5.12,5.13,4.54
5.03,4.80,5.03,4.80
4.89,4.72,4.89,4.72
4.82,4.58,4.90,4.51
4.57,4.73,5.00,4.57
4.71,4.84,4.96,4.61
4.92,5.00,5.00,4.72
5.20,4.94,5.45,4.90
5.05,5.23,5.49,5.00
5.28,5.37,5.47,5.09
5.36,5.44,5.47,5.36
5.46,5.27,5.46,5.09
5.35,5.33,5.35,5.29
5.14,5.15,5.16,5.14
5.16,5.16,5.16,5.16
5.16,5.16,5.16,5.16
5.16,5.16,5.16,5.16
5.09,5.09,5.09,5.09
5.15,5.25,5.25,5.13
5.15,5.15,5.15,5.15
N/A,N/A,N/A,N/A
5.15,5.15,5.15,5.15
5.15,5.16,5.16,5.15
5.16,5.16,5.16,5.16
nan,5.16,nan,nan
5.15,5.20,5.20,5.15
5.30,5.30,5.30,5.30
5.25,5.15,5.28,5.15
5.26,5.20,5.28,5.15
5.15,5.43,5.60,5.15
5.33,5.81,6.02,5.33
6.60,5.15,6.60,5.15
5.16,5.18,5.31,5.16
5.15,5.84,6.04,5.15
5.84,5.88,6.00,5.56
6.00,5.81,6.02,5.81
5.86,5.87,6.05,5.60
5.39,5.51,5.70,5.17
5.26,5.03,5.34,5.03
5.12,5.07,5.12,5.07
5.06,5.00,5.06,5.00
4.69,4.77,4.84,4.62
4.82,5.05,5.18,4.82
5.27,5.18,5.27,5.12
5.07,4.85,5.07,4.85
4.53,4.67,4.67,4.50
4.50,4.67,4.67,4.50
4.66,4.90,5.34,4.59
5.10,5.15,5.18,5.03
5.24,5.50,5.50,5.09
5.37,5.40,5.54,5.33
5.32,5.46,5.49,5.16
5.52,5.70,5.70,5.30
5.86,5.76,6.00,5.54
5.52,5.71,5.71,5.37
5.66,5.90,5.90,5.58
5.60,5.90,5.90,5.51
5.73,5.75,5.90,5.59
5.73,5.80,5.80,5.50
5.73,5.44,5.75,5.38
5.06,5.26,5.60,5.06
5.01,5.10,5.35,4.96
4.96,5.10,5.27,4.89
5.21,5.21,5.22,5.21
5.15,5.09,5.17,5.05
4.93,4.86,5.06,4.85
4.85,4.81,4.98,4.80
4.82,5.25,5.25,4.82
5.13,5.32,5.39,5.06
4.98,5.04,5.18,4.98
5.32,5.26,5.36,5.26
5.09,5.14,5.27,5.02
4.90,5.12,5.15,4.78
5.06,5.09,5.21,5.06
5.04,5.40,5.41,4.81
5.23,5.35,5.45,5.16
5.16,5.09,5.32,4.90
4.92,5.02,5.08,4.33
5.06,5.28,5.44,5.02
5.09,5.26,5.29,5.09
5.13,5.34,5.34,5.12
5.13,5.38,5.41,5.13
5.50,5.48,5.50,5.29
5.40,5.35,5.44,5.26
5.38,5.69,5.84,5.38
5.90,5.90,5.90,5.88
5.85,5.97,5.97,5.85
5.82,5.85,6.05,5.82
5.88,5.91,6.10,5.80
6.10,6.22,6.45,5.78
6.44,6.44,6.48,6.28
6.38,6.34,6.49,6.23
6.26,6.82,7.00,6.23
6.82,7.69,7.69,6.82
7.69,9.47,9.84,7.69
9.17,9.43,10.34,9.17
9.61,8.87,9.85,8.86
8.87,8.34,9.03,7.99
7.98,8.49,8.49,7.98
8.24,8.90,9.32,8.21
9.25,9.39,9.39,9.00
9.85,9.53,9.85,9.52
9.10,9.13,9.13,8.98
9.07,9.18,9.18,8.76
9.40,9.77,9.77,9.27
9.85,9.70,9.85,9.69
9.85,9.75,9.85,9.68
9.23,9.80,9.80,9.23
9.85,9.80,9.85,9.74
9.84,9.85,9.85,9.84
9.76,9.89,9.92,9.75
10.00,10.15,10.99,10.00
10.60,10.48,10.60,10.30
9.37,9.74,9.74,9.11
9.65,9.30,9.65,9.19
8.80,10.46,10.48,8.51
10.40,9.78,10.46,9.64
9.84,9.72,10.44,9.60
9.87,10.00,10.31,9.75
10.10,10.14,10.15,9.99
10.10,9.85,10.10,9.85
9.82,9.94,10.32,9.65
10.17,10.00,10.35,9.65
10.14,9.86,10.25,9.65
9.65,9.77,9.79,9.65
9.69,9.90,9.90,9.62
9.93,9.83,9.93,9.79
9.81,9.54,9.82,9.54
9.61,9.46,9.61,9.44
9.38,9.45,9.52,9.25
8.92,9.46,9.54,8.92
9.51,9.80,9.91,9.51
9.45,9.72,9.76,9.32
9.88,9.90,9.97,9.48
9.36,9.55,9.60,9.36
9.39,9.23,9.88,9.07
9.22,9.39,9.63,9.14
9.01,9.33,9.58,9.01
9.09,9.25,9.31,9.09
9.07,9.28,9.28,9.07
9.08,9.34,9.64,9.00
9.19,9.33,9.55,9.10
9.40,9.35,9.41,9.14
9.35,9.49,9.59,9.26
9.40,9.46,9.50,9.16
9.00,9.44,9.75,9.00
9.56,9.22,9.66,9.18
9.15,9.16,9.53,9.09
9.39,9.13,9.56,8.71
9.44,8.95,9.44,8.73
9.10,8.71,9.99,8.50
8.55,8.36,8.85,8.36
8.58,7.92,8.58,7.74
7.80,7.65,7.80,7.46
7.38,7.30,7.38,7.05
7.22,6.75,7.36,6.63
6.96,6.85,6.96,6.84
6.73,6.87,6.99,6.70
6.92,6.97,6.97,6.91
6.98,6.80,6.98,6.73
6.73,6.51,6.84,6.49
6.45,6.50,6.53,6.38
6.47,6.28,6.52,6.11
6.12,6.06,6.26,5.61
5.85,6.03,6.03,5.75
6.02,6.00,6.02,5.98
6.04,6.00,6.04,6.00
6.05,5.76,6.05,5.68
6.05,6.10,6.15,6.04
6.14,6.52,6.72,6.14
6.65,6.44,6.65,6.44
6.37,6.40,6.40,6.30
6.31,6.39,6.40,6.13
6.57,6.40,6.57,6.31
6.33,6.44,6.57,6.33
6.44,6.47,6.60,6.30
6.36,6.51,6.61,6.35
6.48,6.51,6.55,6.43
6.54,6.51,6.70,6.42
6.51,6.41,6.60,6.41
6.16,6.33,6.45,6.04
6.43,6.21,6.43,6.21
6.36,6.33,6.36,6.25
6.38,6.36,6.38,6.29
6.40,6.81,6.81,6.40
6.93,6.71,6.93,6.71
6.90,6.85,6.90,6.78
6.92,6.66,6.92,6.66
6.71,6.78,6.89,6.71
6.86,6.93,6.98,6.73
6.90,6.98,6.98,6.74
6.70,6.76,6.85,6.70
6.78,6.84,6.84,6.76
6.94,7.07,7.07,6.94
7.00,6.90,7.00,6.83
6.85,7.00,7.00,6.85
7.00,6.87,7.00,6.80
6.94,6.82,6.94,6.82
6.79,6.81,6.92,6.78
6.90,6.85,6.91,6.77
6.85,6.90,6.93,6.79
6.83,6.61,6.86,6.60
6.72,6.62,6.79,6.57
6.60,6.53,6.60,6.51
6.45,6.46,6.49,6.45
6.53,6.53,6.53,6.52
6.46,6.45,6.58,6.45
6.51,6.56,6.68,6.49
6.64,6.65,6.80,6.55
6.77,6.72,6.77,6.66
6.70,6.66,6.71,6.55
6.56,6.55,6.72,6.55
6.63,6.69,6.81,6.55
6.56,6.55,6.58,6.55
6.55,6.55,6.56,6.55
6.46,6.27,6.53,6.24
6.45,6.21,6.45,6.19
6.10,6.14,6.14,6.10
6.09,6.13,6.31,6.05
6.03,5.89,6.03,5.89
5.74,6.05,6.05,5.74
6.11,5.94,6.11,5.94
5.94,6.00,6.11,5.94
6.03,6.00,6.05,6.00
6.00,6.00,6.00,6.00
6.01,5.94,6.08,5.94
5.94,5.94,6.08,5.94
nan,5.94,nan,nan
5.84,5.89,6.00,5.77
5.72,5.82,5.82,5.67
5.65,5.65,5.69,5.65
5.75,5.76,5.85,5.73
5.76,5.85,5.85,5.76
5.88,5.73,5.88,5.69
5.73,5.96,6.03,5.70
5.90,5.72,5.90,5.70
5.83,5.99,5.99,5.83
5.86,5.74,5.86,5.70
5.66,5.68,5.79,5.66
5.60,5.49,5.61,5.43
5.49,5.14,5.52,5.14
5.10,5.13,5.20,5.10
5.13,5.21,5.26,5.10
5.13,5.23,5.23,5.09
5.22,5.33,5.38,5.22
5.23,5.30,5.30,5.22
5.39,5.90,6.36,5.39
6.02,5.76,6.06,5.75
5.80,5.70,5.85,5.55
5.67,5.67,5.67,5.57
5.61,5.59,5.66,5.49
5.55,5.37,5.55,5.32
5.50,5.37,5.50,5.37
5.34,5.42,5.42,5.33
5.48,5.42,5.48,5.34
5.40,5.36,5.50,5.36
5.49,5.40,5.49,5.40
5.32,5.61,5.70,5.32
5.51,5.45,5.51,5.33
5.33,5.35,5.45,5.32
5.34,5.32,5.34,5.32
nan,5.32,nan,nan
5.32,5.37,5.45,5.32
5.32,5.44,5.44,5.32
5.38,5.33,5.38,5.33
5.32,5.32,5.34,5.32
5.32,5.26,5.32,5.25
5.24,5.23,5.40,5.16
5.18,5.18,5.18,5.18
nan,5.18,nan,nan
5.28,5.35,5.35,5.28
5.35,5.32,5.35,5.32
5.24,5.24,5.24,5.24
nan,5.24,nan,nan
5.19,5.00,5.19,5.00
5.15,5.10,5.20,5.02
5.07,5.18,5.20,5.07
5.23,5.23,5.23,5.23
5.33,5.33,5.33,5.33
5.28,5.24,5.28,5.23
5.24,5.33,5.35,5.24
5.19,5.45,5.45,5.19
5.35,5.45,5.45,5.35
nan,5.45,nan,nan
nan,5.45,nan,nan
nan,5.45,nan,nan
5.35,5.30,5.35,5.30
nan,5.30,nan,nan
5.55,5.70,5.70,5.35
5.55,5.58,5.70,5.52
5.50,5.50,5.53,5.50
5.50,5.49,5.50,5.49
nan,5.49,nan,nan
5.47,5.40,5.47,5.33
5.34,5.25,5.34,5.22
5.25,5.24,5.30,5.18
5.16,5.99,5.99,5.16
6.39,6.22,6.40,6.15
6.08,5.97,6.08,5.85
5.88,5.95,6.03,5.88
5.86,5.86,5.86,5.86
5.67,5.25,5.70,5.04
5.25,5.21,5.25,5.21
5.20,5.10,5.20,5.04
5.08,4.86,5.08,4.85
4.99,5.00,5.00,4.99
4.90,4.94,4.98,4.86
4.99,5.05,5.05,4.99
5.20,5.20,5.27,5.20
5.21,5.25,5.33,5.21
N/A,N/A,N/A,N/A
5.44,5.59,5.70,5.33
5.37,5.48,5.48,5.21
5.21,5.35,5.39,5.21
5.35,5.24,5.35,5.20
5.21,5.21,5.21,5.21
5.21,5.35,5.37,5.21
5.48,5.63,5.70,5.48
5.57,5.54,5.70,5.54
5.41,5.46,5.46,5.41
5.33,5.79,5.86,5.33
5.80,5.80,5.80,5.66
5.66,5.70,5.70,5.66
5.79,5.75,5.85,5.57
5.90,5.83,5.90,5.83
5.68,5.73,5.73,5.68
5.54,5.60,5.62,5.54
5.49,5.49,5.49,5.49
5.21,5.40,5.40,5.21
5.32,5.32,5.32,5.32
5.22,5.20,5.22,5.20
5.20,5.28,5.28,5.20
5.36,5.38,5.42,5.24
5.40,5.40,5.42,5.40
5.42,5.41,5.65,5.40
5.51,5.45,5.56,5.45
5.45,5.45,5.45,5.45
5.48,5.48,5.48,5.48
5.46,5.60,5.61,5.46
5.70,5.70,5.70,5.70
5.48,5.48,5.48,5.48
5.66,5.66,5.66,5.66
5.70,5.45,5.70,5.45
5.48,5.50,5.63,5.45
5.55,5.55,5.55,5.55
5.45,5.46,5.46,5.45
5.45,5.46,5.46,5.45
5.45,5.51,5.51,5.45
5.65,5.65,5.65,5.65
nan,5.65,nan,nan
5.58,5.48,5.58,5.45
5.45,5.45,5.45,5.45
nan,5.45,nan,nan
5.45,5.45,5.45,5.45
nan,5.45,nan,nan
5.60,5.66,5.72,5.60
5.66,5.45,5.71,5.45
5.30,5.14,5.30,5.14
5.20,5.20,5.20,5.20
5.22,5.14,5.22,5.14
5.05,5.05,5.11,5.05
5.05,5.05,5.05,5.05
5.20,5.11,5.20,5.05
5.18,5.12,5.18,5.12
5.06,5.07,5.07,5.05
5.06,5.05,5.06,5.05
5.14,5.05,5.14,5.05
N/A,N/A,N/A,N/A
5.05,5.05,5.05,5.05
5.13,5.13,5.13,5.13
5.08,5.08,5.08,5.05
5.14,5.14,5.14,5.14
5.25,5.18,5.25,5.18
5.16,5.15,5.16,5.15
nan,5.15,nan,nan
5.20,5.20,5.20,5.20
5.33,5.33,5.33,5.33
nan,5.33,nan,nan
nan,5.33,nan,nan
5.33,5.17,5.33,5.17
5.24,5.39,5.74,5.24
5.49,5.50,5.55,5.48
5.41,5.27,5.41,5.27
5.30,5.30,5.30,5.30
5.20,5.17,5.21,5.17
5.18,5.25,5.25,5.15
5.36,5.41,5.41,5.36
5.50,5.45,5.50,5.45
5.50,5.90,5.90,5.50
5.85,5.81,5.94,5.81
5.82,5.77,5.82,5.77
5.88,5.77,5.90,5.76
5.77,5.75,5.79,5.75
5.72,5.76,5.76,5.70
5.75,5.75,5.75,5.75
5.92,5.81,5.95,5.81
5.63,5.56,5.63,5.56
5.38,4.81,5.42,4.66
4.86,4.89,4.94,4.85
4.88,4.85,4.88,4.85
5.00,4.86,5.00,4.86
4.85,4.85,5.00,4.85
4.92,4.92,4.92,4.92
4.88,4.88,4.88,4.88
4.88,5.01,5.01,4.88
N/A,N/A,N/A,N/A
4.93,4.98,4.98,4.89
4.95,4.88,4.95,4.88
4.88,4.92,4.97,4.88
4.92,4.92,4.92,4.92
5.10,5.10,5.10,5.10
4.90,4.88,4.95,4.88
5.07,4.99,5.07,4.97
4.91,5.07,5.18,4.90
5.01,5.16,5.21,5.01
5.16,5.01,5.21,5.01
nan,5.01,nan,nan
5.08,5.07,5.08,5.07
5.08,5.00,5.08,5.00
5.02,5.08,5.15,5.01
5.08,5.14,5.14,5.08
5.05,5.05,5.05,5.05
5.05,5.14,5.22,5.04
5.10,5.00,5.19,5.00
5.14,5.07,5.14,5.07
5.07,5.05,5.17,5.05
4.98,5.05,5.05,4.90
4.91,4.99,4.99,4.88
4.90,4.91,4.95,4.90
5.07,5.00,5.14,5.00
5.00,5.03,5.03,5.00
5.02,5.00,5.02,5.00
5.04,5.03,5.06,5.00
5.01,5.01,5.11,5.00
5.00,5.00,5.05,5.00
5.00,5.00,5.06,5.00
5.12,4.85,5.18,4.85
4.85,4.84,4.85,4.81
4.92,4.87,4.92,4.84
4.82,4.84,4.90,4.82
4.83,4.75,4.90,4.75
4.80,4.80,4.81,4.80
4.80,4.80,4.83,4.80
4.89,4.85,4.89,4.85
4.81,4.81,4.81,4.81
4.80,4.80,4.80,4.80
4.80,4.75,4.85,4.75
4.75,4.64,4.76,4.64
4.70,4.72,4.84,4.70
nan,4.72,nan,nan
4.61,4.61,4.61,4.61
4.55,4.61,4.61,4.55
4.66,4.58,4.67,4.58
4.57,4.55,4.59,4.55
4.60,4.60,4.60,4.60
4.72,4.65,4.72,4.65
4.55,4.55,4.55,4.55
4.62,4.50,4.66,4.35
4.39,4.20,4.39,4.09
4.31,4.57,4.64,4.31
4.75,4.65,4.83,4.65
nan,4.65,nan,nan
4.80,4.72,4.80,4.72
4.83,4.75,4.85,4.75
4.85,5.25,5.31,4.84
5.05,5.20,5.22,5.02
5.25,5.35,5.35,5.25
5.46,6.32,6.85,5.45
6.60,6.70,6.79,6.48
6.75,6.80,6.87,6.61
6.64,6.62,6.64,6.48
6.51,6.46,6.53,6.46
6.36,6.39,6.45,6.35
6.35,6.40,6.40,6.35
6.35,6.55,6.64,6.35
6.35,6.40,6.40,6.35
6.65,6.65,6.80,6.65
6.70,6.60,6.70,6.49
6.69,6.66,6.70,6.53
6.48,6.50,6.50,6.48
6.42,6.68,6.68,6.42
6.50,6.71,6.71,6.50
6.80,7.22,7.25,6.80
7.24,7.31,7.31,7.24
7.39,7.12,7.40,7.12
7.09,7.01,7.15,7.01
6.77,6.95,6.95,6.74
6.69,6.69,6.69,6.69
6.56,6.51,6.61,6.50
6.51,6.66,6.66,6.51
6.52,6.56,6.60,6.52
6.42,7.08,7.08,6.42
6.94,7.13,7.13,6.90
7.14,7.40,7.40,7.14
7.19,7.43,7.45,7.19
7.20,7.45,7.45,7.14
7.25,7.49,7.49,7.18
7.48,7.40,7.49,7.32
7.49,7.49,7.49,7.49
7.41,7.12,7.49,7.12
7.07,7.19,7.20,7.03
7.23,7.22,7.27,7.21
7.24,7.37,7.37,7.24
7.31,7.27,7.31,7.27
7.28,7.28,7.28,7.28
7.29,7.28,7.29,7.28
nan,7.28,nan,nan
7.15,7.00,7.16,7.00
7.03,7.03,7.03,7.03
7.03,7.03,7.03,7.03
7.02,7.02,7.02,7.01
nan,7.02,nan,nan
7.01,7.08,7.19,7.00
nan,7.08,nan,nan
nan,7.08,nan,nan
7.03,7.03,7.03,7.03
7.00,6.96,7.00,6.96
nan,6.96,nan,nan
6.81,6.95,6.95,6.81
6.81,6.73,6.81,6.73
6.56,6.16,6.56,6.16
6.10,5.91,6.10,5.80
5.85,5.83,5.88,5.83
5.74,5.74,5.74,5.74
5.61,5.68,5.68,5.61
5.50,5.23,5.50,5.23
5.34,5.12,5.34,5.10
4.97,4.96,5.00,4.96
4.96,5.10,5.10,4.96
5.20,5.09,5.20,5.09
5.16,5.50,5.65,5.15
5.57,5.53,5.59,5.53
5.43,5.43,5.43,5.43
5.53,5.50,5.55,5.48
5.55,5.55,5.55,5.55
5.60,5.48,5.60,5.47
5.40,5.40,5.40,5.40
5.42,5.42,5.42,5.42
nan,5.42,nan,nan
5.24,5.24,5.24,5.24
5.08,5.08,5.08,5.08
5.11,5.12,5.12,5.08
5.09,4.96,5.09,4.96
4.96,4.96,5.00,4.96
4.96,4.90,5.04,4.90
5.00,5.00,5.00,5.00
4.82,4.89,4.89,4.82
nan,4.89,nan,nan
nan,4.89,nan,nan
4.89,4.77,4.89,4.75
4.78,4.87,4.87,4.78
4.80,4.87,4.87,4.80
4.86,4.76,4.87,4.75
4.77,4.77,4.77,4.77
4.77,4.84,4.85,4.75
4.76,4.75,4.80,4.75
4.79,4.75,4.79,4.75
4.75,4.80,4.83,4.75
4.75,4.77,4.77,4.75
4.76,4.75,4.76,4.75
4.87,4.87,4.97,4.86
4.93,5.07,5.07,4.93
5.07,5.07,5.07,5.07
5.16,5.40,5.40,5.12
5.28,5.44,5.50,5.28
5.44,5.44,5.44,5.44
5.33,5.28,5.33,5.28
5.40,5.51,5.52,5.40
5.41,5.42,5.49,5.41
5.45,5.57,5.57,5.45
5.56,5.53,5.59,5.53
5.51,5.62,5.62,5.51
5.53,5.51,5.58,5.43
5.54,5.47,5.55,5.47
5.45,5.40,5.51,5.40
5.40,5.40,5.45,5.40
5.40,5.41,5.41,5.40
5.55,5.55,5.55,5.55
5.55,5.70,5.71,5.54
5.79,5.41,5.83,5.41
5.53,5.30,5.53,5.28
4.81,4.75,4.91,4.75
4.69,4.55,4.69,4.55
4.41,4.41,4.41,4.41
4.20,4.20,4.20,4.20
4.34,3.99,4.34,3.99
3.89,3.92,3.92,3.89
4.02,3.89,4.02,3.89
3.91,3.95,3.95,3.89
3.98,4.05,4.05,3.96
3.97,3.97,3.97,3.97
3.95,3.95,3.95,3.95
4.08,4.08,4.08,4.08
4.10,4.13,4.13,4.10
nan,4.13,nan,nan
4.20,4.26,4.26,4.20
4.35,4.36,4.36,4.35
nan,4.36,nan,nan
4.36,4.37,4.37,4.35
4.35,4.26,4.35,4.26
4.40,4.40,4.40,4.40
4.52,4.54,4.54,4.52
4.60,4.61,4.61,4.60
nan,4.61,nan,nan
4.60,4.60,4.60,4.60
4.50,4.46,4.50,4.45
4.59,4.45,4.59,4.45
nan,4.45,nan,nan
4.57,4.57,4.57,4.57
N/A,N/A,N/A,N/A
4.60,4.46,4.60,4.46
nan,4.46,nan,nan
4.36,4.36,4.36,4.36
4.47,4.16,4.50,4.12
4.08,4.18,4.18,4.08
4.10,4.20,4.27,4.10
4.30,4.30,4.46,4.30
4.36,4.63,4.67,4.02
4.53,4.44,4.53,4.26
4.48,4.11,4.48,4.05
4.06,4.01,4.11,4.01
4.90,4.50,4.90,4.50
4.47,3.92,4.47,3.91
4.07,4.12,4.16,4.07
4.26,4.16,4.26,4.16
4.21,4.20,4.29,4.20
4.21,4.27,4.34,4.20
nan,4.27,nan,nan
4.45,5.09,5.09,4.45
5.26,5.28,5.33,5.26
5.32,5.28,5.32,5.28
5.30,5.28,5.30,5.28
5.33,5.14,5.33,5.14
5.23,4.85,5.23,4.83
4.85,5.00,5.00,4.85
4.96,4.96,4.96,4.96
4.91,5.06,5.06,4.91
nan,5.06,nan,nan
5.22,5.21,5.22,5.21
5.27,5.21,5.27,5.21
5.14,5.14,5.14,5.14
5.21,5.09,5.25,5.09
5.19,5.15,5.22,5.15
5.10,5.09,5.10,5.03
5.10,4.94,5.23,4.94
5.07,5.15,5.25,5.03
5.15,5.10,5.16,5.10
5.12,4.63,5.12,4.63
nan,4.63,nan,nan
4.56,4.90,4.90,4.52
4.97,4.97,5.02,4.97
4.92,4.95,4.95,4.86
4.85,4.85,4.95,4.85
nan,4.85,nan,nan
4.94,5.08,5.08,4.94
nan,5.08,nan,nan
4.91,4.91,4.91,4.91
4.80,4.80,4.80,4.80
4.94,5.07,5.07,4.94
4.94,4.64,4.94,4.64
4.56,4.56,4.56,4.56
4.44,4.44,4.44,4.44
4.70,4.70,4.70,4.70
nan,4.70,nan,nan
4.70,4.69,4.70,4.69
4.64,4.56,4.69,4.56
4.66,4.63,4.66,4.63
4.62,4.63,4.63,4.62
4.67,4.67,4.67,4.67
4.67,4.74,4.75,4.67
4.73,4.74,4.75,4.73
nan,4.74,nan,nan
4.84,5.00,5.00,4.84
4.93,4.80,4.93,4.80
4.94,5.00,5.00,4.94
5.00,5.07,5.07,4.99
5.10,5.37,5.37,5.10
5.15,5.34,5.35,5.15
5.40,5.81,5.83,5.40
5.77,6.10,6.10,5.77
5.63,6.13,6.29,5.63
6.24,6.47,6.47,6.11
6.14,6.59,6.68,6.14
6.59,5.72,6.59,5.71
5.73,5.41,5.75,5.29
5.35,5.14,5.63,5.13
4.90,5.15,5.28,4.90
5.25,5.32,5.64,5.12
5.31,5.48,5.62,5.30
5.47,5.52,5.67,5.47
5.65,5.75,5.85,5.52
5.82,5.80,6.13,5.61
5.86,5.90,6.13,5.28
5.40,5.97,5.97,5.29
5.99,6.84,6.85,5.99
6.90,6.60,6.90,6.53
6.60,6.78,7.05,6.60
6.65,6.65,6.65,6.44
6.70,6.58,6.70,6.52
6.03,6.56,6.57,5.99
6.50,6.55,6.58,6.37
nan,6.55,nan,nan
6.60,6.84,6.84,6.57
6.85,7.04,7.21,6.76
7.08,7.10,7.10,7.08
6.78,6.78,6.78,6.78
6.75,6.75,6.75,6.75
6.87,6.83,7.09,6.53
6.78,6.65,6.78,6.50
6.77,6.86,6.86,6.43
6.65,6.58,6.65,6.47
6.51,6.16,6.58,6.03
6.48,6.45,6.48,6.45
6.47,6.44,6.47,6.42
6.43,6.35,6.57,6.35
6.47,6.44,6.52,6.42
6.45,6.42,6.45,6.39
6.59,6.54,6.61,6.54
6.59,6.60,6.60,6.58
6.65,6.65,6.86,6.65
6.67,6.84,6.84,6.67
6.84,6.76,6.84,6.75
6.83,6.74,7.01,6.65
6.88,6.45,6.89,6.30
6.34,6.14,6.54,5.95
6.01,5.90,6.14,5.54
5.85,5.82,6.08,5.82
5.84,5.90,5.96,5.84
5.94,6.32,6.33,5.93
6.54,6.59,6.70,6.50
6.48,6.27,6.48,6.06
6.13,5.89,6.15,5.89
5.93,5.70,5.93,5.67
5.71,5.91,5.93,5.52
6.05,5.78,6.09,5.61
5.71,5.66,5.77,5.50
5.66,5.67,5.80,5.66
5.60,5.58,5.62,5.52
5.61,5.70,5.77,5.59
5.73,5.94,6.24,5.71
5.92,6.00,6.09,5.85
5.95,5.63,6.07,5.60
5.83,5.66,5.83,5.48
5.57,5.70,5.73,5.57
5.71,5.39,5.71,5.32
5.52,5.93,6.08,5.19
6.02,6.48,6.54,5.81
6.55,5.91,6.59,5.90
5.91,5.73,6.24,5.64
5.72,6.18,6.18,5.72
5.87,7.29,7.29,5.85
7.00,7.05,7.10,6.90
6.92,6.99,7.18,6.91
7.00,6.75,7.04,6.70
6.77,7.43,7.63,6.77
7.31,7.50,7.60,7.30
7.43,7.50,7.64,7.39
7.49,7.31,7.60,7.20
7.47,7.24,7.50,7.05
7.31,7.50,7.50,7.16
7.50,7.81,7.81,7.50
7.82,7.82,7.85,7.45
7.65,7.65,7.73,7.65
7.50,7.63,7.70,7.36
7.47,7.65,7.71,7.47
7.69,7.69,7.69,7.69
7.69,7.74,7.93,7.67
7.60,7.48,7.60,7.45
7.58,7.58,7.58,7.58
7.47,7.50,7.64,7.47
7.47,7.10,7.48,7.08
7.09,7.11,7.22,7.09
7.12,7.14,7.37,7.12
7.26,7.05,7.26,6.69
6.94,7.00,7.00,6.94
6.78,7.05,7.05,6.78
6.91,6.81,6.91,6.68
6.56,6.56,6.56,6.56
6.43,6.43,6.43,6.43
6.43,6.73,6.73,6.43
6.70,6.70,6.70,6.70
nan,6.70,nan,nan
6.70,6.62,6.70,6.62
6.52,6.52,6.52,6.52
nan,6.52,nan,nan
nan,6.52,nan,nan
6.45,6.63,6.63,6.45
6.50,6.67,6.68,6.45
6.70,6.72,6.90,6.50
7.05,7.71,7.71,7.05
7.63,7.59,7.63,7.59
7.50,7.26,7.53,7.26
7.17,6.69,7.17,6.69
6.45,6.58,6.69,6.45
6.75,6.75,6.75,6.51
6.76,6.46,6.76,6.46
6.46,5.70,6.51,5.70
5.73,5.86,5.86,5.69
5.86,6.06,6.06,5.86
6.20,6.00,6.20,6.00
6.07,6.07,6.07,6.07
5.97,6.01,6.03,5.97
6.10,6.45,6.45,6.10
6.35,5.90,6.35,5.90
5.91,5.90,5.91,5.87
5.76,5.95,5.98,5.73
5.98,5.98,6.05,5.68
5.90,5.87,6.03,5.70
5.88,5.93,6.10,5.88
6.00,6.01,6.01,6.00
5.94,6.07,6.07,5.92
6.04,5.82,6.04,5.75
5.70,5.77,5.92,5.64
5.76,5.65,5.81,5.60
5.60,5.29,5.60,5.21
5.29,5.07,5.29,4.98
