SAA,ProShares Ultra SmallCap600,NASDAQ
72.10,70.50,72.10,70.00
70.30,70.78,71.05,69.05
68.40,69.62,69.62,68.21
70.12,70.66,70.66,69.35
70.34,70.85,70.85,70.25
72.49,73.11,73.36,72.49
73.33,72.16,73.50,72.16
74.64,74.89,75.06,74.64
75.03,75.02,75.84,74.53
75.44,75.26,75.44,75.26
75.41,77.36,77.36,75.41
78.28,78.07,78.28,77.97
79.32,79.62,79.62,79.06
79.50,80.00,80.15,79.24
82.10,81.50,82.10,81.00
81.26,81.86,82.23,81.25
82.35,82.50,82.64,82.09
82.48,81.94,82.48,81.59
82.08,82.08,82.08,82.08
83.35,83.71,84.07,83.35
83.77,83.63,83.77,83.28
84.18,83.93,84.25,83.60
84.29,83.96,84.29,83.80
84.63,82.50,84.63,82.50
82.26,83.85,83.94,82.26
82.96,82.98,82.98,82.20
82.37,82.37,82.37,82.37
83.00,82.12,83.00,82.09
83.57,83.08,84.17,83.08
84.76,85.11,85.11,84.46
84.84,85.11,85.11,84.84
85.13,85.77,85.86,85.13
84.07,84.15,84.24,84.05
83.50,84.06,84.06,83.50
83.68,83.97,83.97,83.56
84.45,84.29,84.45,83.74
83.28,84.93,84.93,83.28
85.03,85.03,85.03,85.03
85.03,85.03,85.03,85.03
82.35,81.32,82.45,81.32
81.09,80.75,81.63,80.75
79.92,79.37,80.85,79.37
79.27,81.39,81.39,79.27
81.30,81.66,81.66,80.07
82.01,82.34,82.34,81.92
82.34,82.84,83.28,82.14
83.80,83.80,83.80,83.80
81.52,79.21,81.52,79.14
79.28,79.42,79.80,79.28
80.92,80.81,81.45,80.66
79.03,79.03,79.03,79.03
80.78,79.04,80.78,79.04
80.50,80.62,80.62,80.50
80.72,80.74,81.10,80.72
80.75,81.01,81.80,78.31
81.95,83.52,83.52,81.95
84.38,84.78,84.90,84.36
84.78,85.16,85.75,84.78
84.12,84.11,84.12,84.11
84.00,84.76,84.76,84.00
86.47,85.45,87.16,85.30
85.26,86.61,86.68,85.26
86.60,88.40,88.96,85.57
88.32,88.16,88.32,88.04
88.15,87.54,88.15,87.49
87.61,86.32,87.61,86.32
87.21,87.96,89.35,87.21
89.17,88.42,89.35,88.17
88.50,88.42,88.74,88.42
87.63,88.43,88.43,87.61
82.39,88.54,88.59,82.39
90.55,90.23,90.55,89.83
89.40,89.40,89.40,89.40
88.47,87.80,88.47,86.71
88.84,88.84,88.84,88.84
88.15,87.07,88.15,87.07
85.96,84.59,86.83,84.26
83.32,84.17,84.47,83.32
87.00,88.36,88.36,87.00
88.36,88.36,88.36,88.36
88.05,91.56,91.78,88.05
91.44,90.45,91.44,89.93
91.59,91.97,92.09,91.50
91.60,93.44,93.46,91.60
94.53,96.11,96.11,94.53
96.25,95.64,96.25,95.64
96.01,96.30,97.01,96.01
95.45,95.74,95.74,95.45
96.95,97.13,97.13,96.95
96.74,96.60,96.76,96.60
97.42,96.60,97.42,96.60
98.36,97.43,98.60,97.41
99.27,95.29,99.27,95.27
95.80,95.23,96.24,95.23
94.00,93.92,94.56,93.00
95.00,96.46,96.46,94.41
95.79,96.29,96.68,95.78
96.65,96.01,97.30,96.01
95.46,92.94,95.46,92.58
95.49,95.51,95.51,94.83
95.86,96.36,96.45,95.86
95.79,95.56,95.79,94.90
96.75,97.83,97.83,96.75
97.59,97.57,97.59,96.90
98.31,97.41,98.31,97.03
98.48,97.43,99.73,96.55
98.42,97.57,98.42,97.00
97.60,96.80,97.60,96.80
97.48,99.34,99.38,97.48
99.79,100.42,100.84,99.79
100.50,100.75,100.90,100.50
101.00,101.56,101.56,100.71
102.30,103.18,103.18,101.86
104.17,103.73,104.30,103.73
103.15,100.62,103.15,100.62
99.95,99.01,100.73,99.01
98.97,98.96,100.55,95.50
99.57,99.60,99.60,99.57
101.69,102.15,102.18,101.00
101.80,100.84,101.80,100.84
100.84,100.84,100.84,100.84
98.20,97.03,98.20,97.00
96.03,96.77,96.83,96.02
96.77,96.77,96.77,96.77
97.57,99.51,99.85,97.57
98.48,98.38,98.48,98.38
98.86,101.75,101.75,98.42
100.96,100.00,100.96,100.00
102.35,102.92,102.92,102.12
103.75,105.53,105.53,103.75
105.98,106.67,106.67,105.79
106.51,106.80,106.88,106.50
110.53,105.13,110.53,105.07
105.55,105.33,106.58,105.33
106.52,105.96,106.52,105.94
104.00,103.65,104.00,102.52
104.43,104.09,104.43,100.89
103.78,102.83,103.78,102.78
104.12,104.58,104.83,104.09
104.47,103.47,104.47,103.47
103.67,102.77,103.67,102.32
103.70,104.43,105.75,101.80
103.96,101.81,103.96,101.80
102.00,103.98,103.98,102.00
104.50,104.50,104.50,104.50
104.97,105.51,105.53,104.86
104.40,103.96,104.40,103.96
104.18,105.45,105.70,104.18
105.45,105.45,105.45,105.45
104.52,103.64,104.65,103.60
102.02,100.10,102.19,99.60
101.00,98.92,101.00,96.38
98.08,97.80,99.06,97.40
97.73,96.13,101.11,96.01
98.16,99.22,99.48,97.60
97.25,97.75,97.76,97.25
96.36,91.28,96.42,90.90
92.01,92.64,93.22,91.26
91.71,91.47,92.05,89.50
93.75,93.24,93.75,93.24
94.74,95.06,95.06,94.74
93.93,94.61,94.61,93.93
95.52,96.75,97.44,95.01
97.43,97.50,98.52,97.40
97.90,100.00,100.44,97.90
99.70,100.35,100.35,99.70
100.29,101.19,101.19,100.29
101.75,100.01,101.75,100.00
100.40,102.01,102.36,100.00
102.77,103.00,103.00,102.00
103.00,104.95,104.95,103.00
103.70,103.31,103.81,103.31
103.99,105.50,105.50,103.99
104.60,106.22,106.22,104.60
106.01,106.01,106.01,106.01
103.98,103.56,103.98,103.56
108.00,111.20,111.20,108.00
110.22,110.09,110.22,109.65
110.98,110.98,110.98,110.21
110.39,110.96,111.01,110.00
110.79,109.24,110.79,109.24
110.76,107.35,110.76,107.35
106.75,108.74,108.74,104.61
107.90,105.74,107.90,105.05
105.70,106.78,106.78,105.70
108.24,108.15,108.48,108.15
109.30,111.50,111.50,108.68
111.56,109.16,111.56,108.82
108.87,110.48,110.99,108.80
112.82,109.55,112.82,109.55
109.56,108.00,110.32,106.05
108.99,107.36,109.47,107.36
106.67,104.37,106.67,104.37
103.94,102.92,104.80,102.27
105.43,103.86,106.00,103.86
104.35,107.72,107.72,104.35
108.00,110.12,110.12,107.93
110.05,111.38,111.38,110.05
110.78,109.87,110.90,109.87
111.23,104.57,112.38,104.33
103.70,101.91,103.90,101.42
103.22,103.18,104.00,103.18
104.00,105.69,105.69,103.76
102.32,100.52,103.06,100.52
98.92,98.07,100.07,97.80
99.19,97.79,100.55,97.79
98.00,99.63,100.27,96.91
101.38,102.01,102.01,101.38
102.25,103.28,103.28,102.25
103.50,103.57,103.57,102.00
105.00,105.66,106.13,104.93
105.45,104.29,105.45,104.29
104.29,104.29,104.29,104.29
103.48,100.13,103.48,100.13
99.88,99.02,100.38,97.17
99.77,100.10,100.63,99.77
100.30,100.30,100.30,100.30
100.31,100.08,100.31,100.08
101.20,101.20,101.20,101.20
100.26,100.16,100.90,100.16
99.63,97.23,99.63,97.23
98.00,98.11,98.11,95.44
98.88,98.68,98.88,98.68
98.68,98.68,98.68,98.68
98.87,102.98,103.00,98.87
102.95,99.83,102.95,99.83
99.77,96.21,99.77,96.21
94.50,95.30,95.30,93.60
95.22,96.22,96.22,95.22
97.93,98.40,98.85,97.93
96.50,95.92,96.56,95.92
97.30,96.75,97.30,95.58
97.35,98.43,98.43,97.35
99.24,100.69,100.69,99.24
103.25,102.18,103.40,102.18
102.10,101.80,102.21,101.40
101.78,101.78,101.78,101.78
102.42,101.00,102.42,101.00
101.00,101.00,101.00,101.00
99.05,99.74,99.77,99.05
100.83,100.83,100.83,100.83
104.52,105.32,105.32,104.35
101.53,107.41,107.85,101.53
108.49,108.71,108.71,108.17
107.01,107.01,107.01,107.01
107.00,107.00,107.00,107.00
107.00,104.60,107.00,104.60
105.79,105.50,105.79,105.50
104.77,104.77,104.77,104.77
106.35,108.29,108.29,106.35
108.00,108.15,108.15,108.00
108.50,108.50,108.50,108.50
109.98,110.00,110.00,109.98
110.08,109.02,110.08,109.02
109.10,109.35,110.50,108.58
106.58,108.00,108.00,104.46
108.34,108.05,108.60,108.05
109.27,109.20,109.27,109.20
109.40,110.82,110.82,108.36
114.00,114.00,114.50,113.14
113.86,112.70,113.86,112.13
113.50,113.50,113.50,113.50
111.08,111.60,111.75,111.08
107.22,108.27,108.27,107.22
108.50,108.05,108.50,108.05
105.50,106.53,106.53,103.35
106.36,105.56,106.36,104.95
106.46,106.35,107.45,106.10
105.15,105.23,105.23,105.15
106.32,105.00,106.32,105.00
103.56,101.70,103.56,101.70
103.04,103.04,103.04,103.04
102.96,103.52,103.52,102.81
105.75,105.75,105.75,105.75
105.85,105.76,105.85,105.60
105.76,105.76,105.76,105.76
103.38,103.22,103.39,102.85
102.00,102.50,102.74,101.47
103.50,102.52,103.74,102.52
103.25,103.15,103.25,103.15
101.00,98.60,101.00,98.60
98.35,97.93,98.35,97.18
98.03,99.28,99.28,98.03
99.28,99.28,99.28,99.28
98.53,99.82,99.84,98.53
100.00,100.00,100.00,100.00
100.17,100.73,100.73,100.17
101.75,104.00,104.00,101.75
102.28,102.00,102.28,101.61
101.47,102.83,102.83,101.47
103.11,102.80,103.11,102.80
104.52,101.30,104.52,101.30
105.00,104.98,105.52,104.58
106.04,106.50,106.50,106.04
105.72,104.55,105.72,104.55
104.55,104.55,104.55,104.55
106.19,106.45,106.70,105.71
106.18,106.18,106.18,106.18
107.50,107.88,108.05,107.50
107.88,107.88,107.88,107.88
105.81,105.97,105.97,105.81
105.97,105.97,105.97,105.97
107.85,107.85,107.85,107.85
107.49,107.65,107.65,107.49
107.67,107.67,107.67,107.67
106.74,106.74,106.74,106.74
107.92,107.23,107.92,106.50
106.23,106.23,106.23,106.23
106.23,106.23,106.23,106.23
104.93,106.02,106.02,104.93
105.20,105.20,105.20,105.20
103.14,103.00,103.14,102.41
102.70,103.96,103.96,102.29
103.96,103.96,103.96,103.96
104.65,105.70,105.74,104.65
103.00,103.00,103.00,103.00
100.10,100.50,100.58,100.00
100.17,99.86,100.77,99.86
99.72,99.51,99.72,99.51
97.50,96.98,97.59,96.98
97.43,98.23,98.44,97.06
98.46,98.46,98.46,98.46
96.27,96.56,96.56,96.27
94.00,92.75,95.78,92.75
92.98,95.00,95.51,92.98
97.15,97.15,97.15,97.15
96.74,94.96,96.74,94.96
93.52,92.17,93.52,92.17
91.50,94.50,94.50,90.68
92.75,90.96,93.90,90.70
91.08,88.92,91.08,88.92
88.06,88.06,88.06,88.06
88.95,89.81,89.81,88.95
89.01,88.15,89.55,88.15
87.99,93.66,93.79,87.99
94.73,92.70,94.73,91.46
91.63,94.10,94.23,91.63
95.25,97.00,97.25,95.25
98.00,95.57,98.55,95.57
96.92,98.98,99.79,96.92
98.00,97.99,98.00,97.99
97.99,97.99,97.99,97.99
101.23,102.56,102.68,101.22
103.75,103.84,104.13,102.96
104.00,105.45,106.23,104.00
108.40,108.68,109.16,108.40
110.01,108.65,110.01,108.65
107.65,107.51,107.65,107.43
112.13,108.15,112.98,108.15
108.25,108.04,108.25,108.04
108.04,108.04,108.04,108.04
108.70,109.53,110.03,108.70
110.25,110.09,110.25,109.91
109.19,111.09,111.10,109.19
110.33,109.63,110.33,109.63
110.10,109.59,110.10,109.27
107.63,107.96,107.99,107.63
108.34,107.68,108.47,107.68
105.76,104.80,105.76,104.80
104.74,107.96,107.96,104.74
109.00,110.35,110.35,109.00
109.41,110.11,110.18,109.41
111.00,110.75,111.90,110.75
110.69,110.84,110.84,110.69
111.24,108.85,111.24,108.85
107.56,107.30,107.56,107.30
107.30,107.30,107.30,107.30
109.68,110.20,110.20,109.68
109.90,108.82,109.90,108.36
110.75,110.67,110.75,110.45
111.17,111.17,111.17,111.17
106.52,111.00,111.00,105.91
109.64,106.52,109.64,106.52
108.58,107.76,108.58,107.76
105.19,105.87,105.87,104.01
103.00,102.88,103.41,102.24
102.88,102.88,102.88,102.88
105.17,106.52,107.21,105.17
106.41,110.69,110.75,106.41
111.66,110.01,111.66,110.01
110.68,113.08,113.08,110.68
113.74,113.64,114.06,112.96
113.88,114.43,114.43,113.24
115.85,115.72,115.95,115.72
114.93,116.24,117.61,114.93
116.26,116.26,116.26,116.26
116.90,114.11,116.90,114.11
114.55,111.28,115.59,110.79
112.95,108.99,112.95,108.99
109.18,106.10,109.38,106.10
106.31,106.97,107.92,106.20
111.87,111.06,111.87,110.74
110.00,109.65,110.60,109.50
109.65,109.65,109.65,109.65
112.40,107.46,112.40,107.46
107.46,106.83,107.46,106.83
104.99,104.70,104.99,104.70
105.21,107.75,107.75,105.21
108.00,106.92,108.00,105.85
107.23,105.37,107.23,105.37
107.96,110.78,110.78,107.96
111.66,110.08,111.66,110.08
108.77,111.70,112.30,108.77
112.07,111.00,112.07,111.00
110.39,110.00,110.76,110.00
108.93,110.12,110.12,107.27
108.50,106.00,108.77,106.00
106.74,106.74,106.74,106.74
111.30,112.29,112.29,111.30
112.32,111.82,112.32,111.82
113.52,114.90,115.30,113.38
114.94,115.61,116.00,114.94
115.61,115.61,115.61,115.61
114.13,113.96,114.13,111.43
112.99,112.81,112.99,112.81
115.32,115.17,115.32,115.17
116.30,117.15,117.15,116.30
116.62,116.82,117.36,116.62
116.38,117.95,117.95,116.38
117.58,117.75,118.00,117.58
117.75,117.75,117.75,117.75
117.00,117.00,117.00,117.00
119.69,119.63,119.69,119.63
119.50,119.35,119.50,119.25
119.90,119.90,119.90,119.90
119.85,119.69,119.85,119.69
119.71,120.39,120.39,119.54
120.25,119.00,120.25,119.00
118.00,117.91,118.00,117.91
117.10,117.10,117.10,117.10
114.30,114.70,114.70,114.30
114.81,115.63,115.63,114.81
113.57,114.00,114.02,113.53
113.57,113.96,113.96,113.57
117.48,117.32,117.48,117.32
118.27,118.52,118.67,118.27
119.11,119.11,119.11,119.11
117.97,118.51,118.51,117.70
120.75,121.97,122.67,120.75
121.16,122.17,122.17,121.16
123.74,123.50,123.86,123.50
125.85,125.54,126.00,125.20
125.83,125.28,125.83,124.98
124.05,119.87,124.31,119.87
119.25,119.59,119.59,118.83
119.59,119.59,119.59,119.59
122.34,122.95,122.95,122.34
122.78,122.37,122.78,122.37
119.52,121.90,122.10,119.52
121.90,121.90,121.90,121.90
120.80,123.39,124.06,120.80
123.39,123.39,123.39,123.39
122.91,122.46,122.91,122.45
122.46,122.46,122.46,122.46
122.56,123.18,123.51,122.56
123.91,123.60,124.76,123.60
123.60,123.60,123.60,123.60
125.25,125.25,125.25,125.25
124.62,125.26,125.26,124.62
120.22,120.22,120.22,120.22
120.22,120.22,120.22,120.22
123.50,124.00,124.00,123.50
124.00,124.00,124.00,124.00
124.00,125.08,125.08,123.33
124.51,124.51,124.51,124.51
124.22,124.75,125.86,124.22
123.77,123.45,123.77,122.79
121.06,122.00,122.00,121.06
118.29,116.50,118.29,116.50
117.22,117.79,117.79,117.22
119.09,119.09,119.09,119.09
117.11,117.11,117.11,117.11
116.00,116.00,116.00,116.00
116.79,117.73,117.73,116.79
117.73,117.73,117.73,117.73
117.73,117.73,117.73,117.73
118.00,118.72,118.72,117.58
118.72,118.72,118.72,118.72
121.95,121.95,121.95,121.95
121.95,121.95,121.95,121.95
122.00,122.00,122.00,122.00
122.00,122.00,122.00,122.00
61.14,61.81,61.81,61.14
61.39,62.21,62.21,61.39
62.21,62.21,62.21,62.21
59.00,59.65,59.67,59.00
59.50,59.50,59.50,59.50
59.50,59.50,59.50,59.50
60.06,60.06,60.06,60.06
59.98,60.71,60.71,59.98
60.71,60.71,60.71,60.71
61.51,62.24,62.24,61.51
62.24,62.24,62.24,62.24
62.24,62.24,62.24,62.24
60.72,61.23,61.23,60.72
60.56,60.33,60.56,60.08
62.25,62.45,62.67,62.25
62.45,62.45,62.45,62.45
62.45,62.45,62.45,62.45
62.10,62.11,62.11,62.10
62.28,63.00,63.00,62.28
63.00,62.37,63.04,62.37
63.25,64.00,64.00,63.14
64.11,64.17,64.17,63.99
64.87,64.91,64.91,64.87
64.45,64.80,65.30,64.45
64.80,64.80,64.80,64.80
64.80,64.80,64.80,64.80
63.65,63.65,63.65,63.65
62.72,61.28,62.72,60.92
62.17,61.34,62.17,60.90
63.16,62.00,63.16,62.00
61.36,60.71,61.36,60.71
59.72,60.41,60.97,59.71
60.62,60.01,60.63,59.00
58.44,58.44,58.44,58.44
59.72,59.78,60.33,59.72
60.65,60.48,60.65,60.48
61.62,61.58,61.79,61.58
61.91,62.95,62.95,61.91
61.82,61.82,61.82,61.82
62.85,62.64,62.85,62.64
61.42,61.47,61.47,61.42
61.35,61.37,61.37,60.93
61.54,61.12,61.54,60.70
60.84,61.45,61.45,60.84
61.60,60.19,61.60,60.19
58.33,57.93,58.40,57.92
56.97,57.09,57.39,56.97
57.64,58.48,58.56,56.56
58.33,58.33,58.33,58.33
58.33,58.33,58.33,58.33
60.10,60.10,60.10,60.10
58.91,59.00,59.43,58.91
59.56,59.48,59.79,59.32
60.27,60.00,60.27,59.41
60.00,60.00,60.00,60.00
57.77,57.77,57.77,57.77
58.35,59.31,59.55,58.35
59.31,59.31,59.31,59.31
57.81,58.45,58.45,57.81
58.39,58.39,58.39,58.39
57.72,57.72,57.72,57.72
58.60,58.59,58.60,58.59
59.18,59.05,59.80,59.05
58.15,58.15,58.15,58.15
56.61,55.37,56.90,55.37
54.12,54.30,55.46,54.07
53.95,49.76,53.95,49.76
51.13,48.73,52.50,48.73
50.47,50.71,50.71,49.49
52.87,52.85,53.20,52.00
53.24,53.61,53.61,53.23
52.92,53.47,53.47,52.92
52.52,51.10,52.52,47.39
51.92,51.52,52.01,50.75
52.50,52.50,52.50,52.50
51.00,51.63,51.63,51.00
52.90,52.90,52.90,52.90
54.13,52.97,54.13,52.97
52.65,52.50,52.65,52.50
51.53,51.53,51.53,51.53
52.43,52.43,52.43,52.43
52.70,52.70,52.70,52.70
53.07,54.48,54.48,53.07
54.86,55.06,55.84,54.86
53.00,53.58,54.01,52.88
53.67,54.46,54.52,53.67
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
52.06,51.86,52.06,50.60
52.28,51.62,52.55,51.62
49.11,49.15,49.15,48.90
48.60,48.08,49.51,48.08
48.90,49.14,49.14,48.90
49.14,49.14,49.14,49.14
47.64,49.29,49.29,47.64
52.12,52.50,52.58,52.12
52.50,52.50,52.50,52.50
52.50,52.50,52.50,52.50
54.31,55.12,55.20,54.31
55.12,55.12,55.12,55.12
55.84,55.84,55.84,55.84
55.90,54.58,55.90,54.58
54.10,53.32,54.21,53.32
54.55,54.55,54.55,54.55
55.57,55.51,55.57,55.05
54.60,54.60,54.60,54.60
54.60,54.60,54.60,54.60
55.42,54.75,55.42,54.75
55.16,54.41,55.21,54.41
54.41,54.41,54.41,54.41
54.41,54.41,54.41,54.41
54.41,54.41,54.41,54.41
54.41,54.41,54.41,54.41
57.18,56.22,57.18,56.22
56.22,56.22,56.22,56.22
57.23,57.23,57.23,57.23
57.90,58.54,58.92,57.90
58.25,58.25,58.25,58.25
58.25,58.25,58.25,58.25
58.25,58.25,58.25,58.25
57.92,57.92,57.92,57.92
56.97,57.41,57.41,56.97
57.41,57.41,57.41,57.41
55.76,55.50,55.76,55.12
53.97,54.10,54.10,53.71
54.10,54.10,54.10,54.10
55.93,54.98,55.93,54.98
55.10,55.10,55.10,55.10
55.10,55.10,55.10,55.10
57.26,56.63,57.26,56.63
57.00,57.00,57.00,57.00
56.92,57.35,57.35,56.75
58.03,58.26,58.36,58.03
58.24,59.03,59.03,58.09
58.95,58.95,58.95,58.95
58.95,58.95,58.95,58.95
59.01,57.91,59.01,57.91
57.91,57.91,57.91,57.91
56.78,57.26,57.72,56.78
57.84,55.71,57.84,55.71
55.00,55.31,55.31,55.00
55.22,53.62,55.58,53.62
53.62,53.62,53.62,53.62
52.41,52.61,52.61,52.41
52.61,52.61,52.61,52.61
52.66,51.97,52.66,51.97
53.16,53.88,53.88,53.03
54.31,53.23,54.31,53.17
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
51.89,53.57,53.57,51.65
53.58,54.17,54.63,53.58
54.79,55.00,55.00,54.79
53.83,54.11,54.11,53.83
54.11,54.11,54.11,54.11
55.05,55.05,55.05,55.05
53.75,53.85,53.85,53.75
49.95,50.25,50.65,49.65
50.28,50.44,50.44,50.28
49.32,49.51,49.51,49.32
48.08,46.74,48.08,46.74
46.92,46.10,47.17,45.78
44.63,45.69,45.69,44.49
46.12,44.74,46.12,44.74
45.10,43.00,45.10,42.80
43.67,44.90,44.90,43.67
41.77,43.01,43.01,41.77
43.25,42.42,43.25,41.73
40.20,41.78,41.78,39.50
42.00,43.51,43.61,42.00
44.49,44.42,44.49,43.45
44.57,42.17,44.57,42.17
43.91,44.25,44.25,43.91
44.02,44.02,44.02,44.02
44.26,44.26,44.26,44.26
44.26,44.26,44.26,44.26
46.11,45.99,46.11,45.99
45.17,44.55,45.17,44.55
45.17,43.05,45.17,42.83
43.05,43.05,43.05,43.05
43.08,43.08,43.08,43.08
41.59,41.59,41.59,41.18
41.59,41.59,41.59,41.59
42.13,41.01,42.29,41.01
39.44,40.60,40.60,39.44
41.36,41.47,41.47,41.36
43.06,43.50,43.50,43.06
43.50,43.50,43.50,43.50
43.50,43.50,43.50,43.50
43.06,44.24,44.24,43.06
44.24,44.24,44.24,44.24
44.24,44.24,44.24,44.24
44.05,44.05,44.05,44.05
45.88,46.91,46.91,45.78
47.41,47.55,47.55,47.32
47.58,47.65,48.15,47.58
47.72,47.98,48.63,47.72
47.98,47.98,47.98,47.98
50.72,50.76,50.76,50.72
51.44,51.66,51.66,51.44
52.00,51.97,52.00,51.94
50.54,50.54,50.54,50.54
51.00,51.00,51.00,51.00
52.02,50.29,52.02,49.46
50.82,50.82,50.82,50.82
50.82,50.82,50.82,50.82
50.82,50.82,50.82,50.82
50.82,50.82,50.82,50.82
51.78,52.65,52.65,51.78
52.22,53.50,53.50,52.22
53.31,53.36,54.10,53.17
52.40,53.44,53.44,52.19
51.80,51.40,51.95,51.32
51.40,51.40,51.40,51.40
51.75,51.97,51.97,51.75
54.30,54.30,54.30,54.30
55.00,54.75,55.48,54.46
54.75,54.75,54.75,54.75
54.49,54.85,54.85,54.49
54.14,53.90,54.14,53.90
53.26,52.76,53.26,52.54
52.75,53.60,53.60,52.75
52.68,52.42,52.87,52.34
53.00,52.17,53.01,51.94
53.20,53.20,53.20,53.20
53.05,53.45,53.45,53.05
53.13,55.25,55.25,53.13
55.64,55.55,55.64,55.49
54.82,55.14,55.70,54.80
55.33,56.14,56.23,55.20
56.25,56.76,56.76,56.25
56.19,57.00,57.00,56.19
55.82,55.82,55.82,55.82
56.50,56.93,56.99,56.50
55.89,55.89,55.89,55.89
56.49,56.61,56.61,56.49
56.92,58.01,58.49,56.92
56.92,57.78,57.78,56.92
57.78,57.78,57.78,57.78
56.18,56.66,56.66,56.18
56.66,56.66,56.66,56.66
56.66,56.66,56.66,56.66
56.66,56.66,56.66,56.66
53.71,54.56,54.56,53.65
54.98,54.98,54.98,54.98
55.54,55.41,55.89,55.31
54.97,54.35,55.03,54.24
53.15,53.15,53.16,53.15
53.15,53.15,53.15,53.15
54.00,54.12,54.12,54.00
54.65,54.50,54.73,54.50
53.13,52.53,53.27,52.53
52.53,52.53,52.53,52.53
53.35,53.60,53.60,53.35
53.22,53.22,53.22,53.22
55.40,55.40,55.40,55.40
56.71,56.18,56.86,56.18
56.18,56.18,56.18,56.18
57.25,56.62,57.25,56.62
57.13,57.50,57.50,57.13
57.50,57.50,57.50,57.50
58.66,58.66,58.66,58.66
58.66,58.66,58.66,58.66
59.25,59.69,59.69,59.25
60.00,60.00,60.00,60.00
59.99,59.98,60.19,59.98
60.22,60.07,60.22,60.07
60.07,60.07,60.07,60.07
57.49,57.49,57.50,57.49
57.49,57.49,57.49,57.49
57.49,57.49,57.49,57.49
57.14,57.14,57.14,57.14
57.30,56.55,57.38,56.55
56.55,56.55,56.55,56.55
58.31,58.53,58.53,58.31
58.51,57.83,58.51,57.57
59.36,59.03,59.36,59.03
53.27,56.39,58.00,52.99
55.82,52.51,55.82,51.39
53.89,53.32,53.89,52.91
53.32,53.32,53.32,53.32
57.21,57.38,57.50,57.21
57.38,57.38,57.38,57.38
57.30,57.30,57.30,57.30
55.69,55.69,55.69,55.69
57.15,56.91,57.70,56.91
58.00,59.50,59.50,58.00
61.30,61.50,61.50,61.30
63.00,63.75,63.75,62.44
63.50,62.92,63.50,62.67
63.75,63.34,63.75,63.34
63.34,63.69,63.69,62.76
63.31,63.31,63.31,63.31
62.30,62.46,62.70,62.30
62.45,63.42,63.70,62.45
63.68,63.75,63.75,63.31
62.86,62.67,62.86,62.45
63.60,63.15,63.64,62.86
63.00,63.25,63.66,63.00
63.25,63.25,63.25,63.25
63.25,63.25,63.25,63.25
64.22,63.77,64.22,63.77
63.77,63.77,63.77,63.77
62.42,62.40,62.87,62.40
61.67,61.67,61.67,61.67
61.67,61.67,61.67,61.67
64.66,64.41,64.66,64.41
64.25,64.25,64.25,64.25
64.25,64.25,64.25,64.25
64.25,64.25,64.25,64.25
64.00,64.00,64.00,64.00
64.00,63.23,64.00,63.23
64.00,65.03,65.11,64.00
65.50,64.63,65.50,64.63
63.79,63.79,63.79,63.79
64.09,63.93,64.26,63.93
65.22,64.59,65.22,64.59
64.10,64.33,64.51,64.10
64.33,64.33,64.33,64.33
64.33,64.33,64.33,64.33
65.54,65.31,65.54,65.20
64.77,64.68,64.77,64.68
66.25,66.25,66.25,66.25
66.71,65.50,66.71,65.50
65.81,65.88,65.94,65.81
66.16,64.96,66.16,64.96
64.96,64.96,64.96,64.96
66.80,66.91,66.91,66.80
67.40,67.22,67.40,67.17
67.20,67.20,67.20,67.20
65.26,65.26,65.26,65.26
62.66,62.66,62.66,62.66
62.66,62.34,62.66,62.28
62.34,62.34,62.34,62.34
62.99,62.57,63.00,62.57
62.77,62.77,62.77,62.77
63.98,63.98,63.98,63.98
64.39,64.07,64.39,64.07
64.07,64.07,64.07,64.07
65.85,67.45,67.45,65.85
67.14,66.89,67.14,66.89
64.89,64.89,64.89,64.89
65.22,64.60,65.22,64.59
65.60,66.00,66.00,65.60
65.09,65.09,65.09,65.09
65.80,66.30,66.30,65.80
65.62,65.50,65.62,65.50
65.00,65.00,65.00,65.00
65.50,65.81,65.95,65.44
65.65,65.65,65.65,65.65
65.65,65.65,65.65,65.65
65.65,65.65,65.65,65.65
63.83,63.83,63.83,63.83
64.04,64.03,64.04,64.03
62.66,62.66,62.66,62.66
63.03,63.08,63.08,63.03
63.08,63.08,63.08,63.08
63.20,63.20,63.20,63.20
63.16,63.07,63.16,63.07
62.24,62.24,62.24,62.24
62.24,62.24,62.24,62.24
62.91,63.02,63.02,62.91
62.23,61.35,62.23,61.35
61.35,61.35,61.35,61.35
61.35,61.35,61.35,61.35
61.35,61.35,61.35,61.35
58.99,58.89,59.51,58.57
58.43,58.23,58.43,58.23
58.07,58.07,58.07,58.07
57.13,57.30,57.30,57.13
57.99,57.99,57.99,57.99
60.15,59.97,60.66,59.58
61.20,61.14,61.20,60.44
62.09,64.41,64.41,58.27
66.51,66.97,66.97,65.09
68.70,69.80,69.87,68.31
72.46,71.44,73.72,70.79
72.10,71.43,72.10,71.41
71.58,72.38,72.75,71.58
73.08,73.82,73.82,73.08
73.90,73.97,73.97,73.51
73.95,74.94,74.94,73.64
75.48,76.92,76.92,75.37
76.08,77.40,77.72,76.08
77.90,78.44,78.61,77.74
80.57,75.85,80.57,75.70
78.69,77.08,78.69,76.62
78.96,76.58,78.96,75.95
77.47,74.76,77.47,74.48
74.48,75.53,75.53,74.48
77.00,79.15,79.15,76.48
