DHIL,Diamond Hill Investment Group,NASDAQ
81.74,81.26,82.60,80.56
81.42,79.04,82.00,78.35
78.99,79.88,80.20,77.48
80.43,80.47,80.48,78.83
80.73,81.45,81.47,80.21
81.59,84.12,84.12,81.45
84.00,85.59,86.00,84.00
85.81,86.67,88.32,85.10
86.68,86.21,87.49,84.90
86.24,87.30,89.06,86.24
88.67,88.81,89.07,86.67
89.65,90.82,90.84,89.65
90.59,90.47,91.82,89.99
90.73,91.04,91.28,90.04
92.90,91.96,93.49,91.21
91.80,92.12,93.83,91.15
92.00,92.94,92.95,91.01
93.20,93.60,93.63,92.45
94.28,98.52,99.19,93.86
98.75,100.08,100.50,98.75
99.48,100.00,100.83,98.52
100.00,100.80,100.80,99.40
100.97,101.95,103.04,100.23
101.81,102.60,103.00,101.81
102.70,102.43,102.92,101.23
101.74,102.81,102.81,100.52
102.13,102.22,103.04,100.87
103.13,103.76,103.81,100.89
103.50,103.53,105.24,103.50
104.25,105.57,105.88,102.08
105.00,105.58,105.58,104.13
101.11,105.88,105.91,101.11
105.72,109.08,109.85,105.50
108.84,108.57,111.00,107.78
109.72,109.41,110.48,107.72
108.95,108.92,109.67,108.56
108.79,110.62,110.62,108.70
110.14,111.02,111.52,109.00
111.23,111.63,111.86,110.36
111.20,109.82,111.20,109.80
109.30,110.38,110.90,109.14
110.02,108.31,110.20,108.05
108.05,107.92,109.50,107.46
107.23,106.53,108.00,105.26
106.90,109.10,109.12,105.77
108.86,111.39,111.66,108.60
110.97,113.16,114.76,110.97
111.98,110.98,112.85,110.86
111.00,110.99,111.00,110.10
111.05,112.47,112.51,110.77
111.54,109.71,111.85,106.23
111.86,111.19,112.30,107.94
110.66,111.30,112.47,110.66
111.08,109.89,111.08,108.60
109.05,108.20,109.64,108.15
108.90,105.85,108.90,105.03
106.10,109.37,109.73,106.10
108.82,109.27,110.00,108.01
109.82,110.00,110.79,109.00
110.42,110.82,111.81,109.45
112.88,111.24,112.88,110.40
111.00,111.12,111.28,109.72
110.15,110.74,111.73,107.82
111.35,111.27,111.35,110.21
110.99,111.29,111.53,110.07
111.06,111.42,111.84,110.20
111.77,109.88,111.77,109.25
110.34,109.41,110.84,109.21
107.83,108.66,108.99,107.33
108.30,107.89,108.54,107.04
106.75,106.95,107.80,105.91
107.56,106.96,107.56,105.41
106.10,106.18,107.59,106.00
105.48,107.44,108.60,104.50
106.85,107.69,108.40,106.85
107.00,104.90,107.19,104.62
105.41,104.86,106.88,104.82
105.30,105.32,107.32,104.96
106.64,108.34,108.46,106.15
107.63,111.04,111.04,107.63
110.15,111.80,112.00,108.90
111.49,110.85,111.93,110.68
112.00,110.79,112.00,110.55
110.96,110.82,111.31,108.20
111.97,111.78,111.98,109.88
110.69,110.67,111.19,110.66
110.91,111.43,111.89,109.77
110.50,110.59,111.35,110.39
111.00,111.41,111.67,110.40
111.45,111.15,111.45,110.94
110.85,110.70,111.87,109.25
111.49,110.83,111.49,109.10
111.20,110.29,112.00,109.94
109.10,110.27,111.94,105.41
110.25,110.10,110.47,107.72
110.82,110.20,110.82,109.71
111.99,111.60,112.00,111.05
111.94,111.41,112.00,111.00
112.00,110.51,112.00,110.31
110.63,111.98,113.62,110.63
111.85,113.30,113.30,110.80
112.43,116.63,118.98,111.43
116.51,116.99,118.60,116.13
116.61,117.00,117.74,116.56
116.80,119.26,119.30,116.80
119.60,121.01,121.98,118.03
119.36,120.03,121.31,119.32
120.00,119.48,121.41,118.95
119.50,119.86,120.41,118.52
119.86,122.80,123.50,119.61
123.08,122.42,123.08,121.82
122.63,123.01,123.01,121.61
121.60,123.30,123.50,121.60
124.50,124.25,126.74,124.00
124.00,121.86,124.00,121.70
121.87,122.33,123.00,121.52
122.16,122.21,122.70,122.00
122.47,121.49,122.47,120.89
120.54,121.54,121.89,119.46
120.02,120.01,121.61,119.23
120.15,120.22,120.81,119.55
120.00,116.53,120.00,116.53
116.56,115.85,116.56,115.30
114.59,114.99,115.68,114.59
115.36,117.69,117.69,115.36
117.17,115.41,117.86,115.41
115.91,118.95,119.99,115.91
118.28,118.60,119.20,117.01
118.47,118.29,119.90,118.29
118.22,118.95,121.00,117.73
118.89,120.50,120.50,118.67
120.63,120.19,121.00,120.19
120.00,120.02,120.48,118.90
120.20,120.20,121.07,117.72
120.50,118.34,120.54,118.27
119.85,117.01,119.85,117.01
117.09,116.34,117.53,115.63
116.90,115.61,117.65,115.61
116.52,117.00,117.24,116.16
116.41,115.97,116.64,115.12
116.65,116.67,117.45,116.45
116.58,117.21,117.21,115.74
117.21,116.61,118.00,115.59
116.79,118.69,119.28,116.79
118.43,122.75,123.24,118.43
124.80,124.66,125.34,123.00
124.86,124.17,125.24,123.00
125.24,126.73,128.00,125.10
127.88,126.36,128.25,126.36
126.31,125.26,126.34,125.26
125.79,119.80,125.79,118.02
120.05,119.64,121.48,119.12
119.80,116.70,119.80,116.14
115.06,112.83,115.67,112.60
114.50,117.00,117.27,113.00
114.78,114.54,117.00,114.20
114.81,112.84,114.81,111.33
113.60,114.52,114.78,113.00
114.50,113.50,114.68,112.99
114.27,115.32,115.43,114.10
115.32,115.56,116.80,115.32
115.50,116.01,117.00,115.28
116.95,117.35,118.17,116.66
117.82,116.80,118.90,116.61
116.00,118.00,118.11,116.00
118.18,116.73,118.18,116.64
117.24,116.70,117.24,116.70
117.24,115.60,117.37,115.55
115.61,116.38,116.39,115.61
116.96,115.55,116.96,115.00
115.52,116.68,117.23,115.43
116.98,115.90,116.98,115.90
115.54,115.50,115.54,115.00
114.80,115.37,115.88,114.80
115.80,117.35,117.38,115.05
117.00,117.30,119.66,116.17
117.57,123.46,124.49,117.57
124.22,121.51,124.22,120.51
122.54,118.11,122.54,118.11
118.15,118.80,120.00,118.15
118.00,117.82,118.82,115.70
117.36,115.57,117.36,115.57
115.65,118.28,118.70,115.00
118.00,116.58,118.00,116.17
116.60,116.46,117.74,116.46
119.00,121.87,121.95,118.01
122.53,123.48,123.48,120.11
123.99,123.50,124.78,123.07
123.50,125.07,125.59,122.77
125.30,126.83,126.86,125.30
126.00,126.44,126.87,125.35
127.78,129.99,130.00,127.00
131.37,129.71,131.37,129.00
130.05,130.00,130.50,129.87
129.79,130.57,132.00,129.79
131.99,131.44,131.99,131.24
131.62,133.02,133.80,131.45
133.89,133.50,134.85,131.62
133.84,131.73,133.84,131.66
132.50,126.01,133.41,126.00
126.21,120.50,126.21,120.20
120.26,122.10,122.93,120.26
121.70,124.49,124.49,121.70
123.86,119.02,123.86,119.02
118.30,116.86,118.46,116.81
117.54,120.11,123.86,117.50
119.01,119.88,119.88,117.99
119.14,120.60,121.58,118.36
119.72,120.03,121.78,119.72
120.01,119.45,120.01,118.34
118.54,120.96,121.50,118.54
122.00,122.65,123.40,121.00
122.74,121.20,122.79,121.00
121.00,118.00,121.40,118.00
119.36,117.92,119.84,117.72
118.41,118.85,119.19,118.10
118.69,118.72,119.60,118.03
120.00,117.53,121.00,117.36
117.68,119.00,120.50,117.68
118.67,118.27,119.89,118.01
117.78,115.86,118.64,115.86
116.92,121.20,121.20,116.75
121.20,120.76,122.00,118.77
119.75,121.31,124.34,119.75
122.13,122.79,126.00,122.13
122.00,123.40,124.70,122.00
123.44,120.81,123.44,120.67
119.66,121.10,121.98,119.66
121.00,122.49,122.49,119.50
122.97,124.15,124.83,122.97
122.52,120.74,122.52,119.00
120.57,122.52,122.99,120.50
120.14,120.86,123.92,120.14
119.75,121.54,121.65,119.75
121.66,122.57,122.87,121.00
122.50,122.09,122.84,120.70
121.45,122.61,123.52,121.45
122.88,122.01,123.00,122.00
122.00,120.76,122.00,120.70
120.61,120.05,120.61,117.70
120.78,121.40,122.11,119.42
121.84,126.40,126.98,120.48
127.46,126.22,127.93,125.25
126.39,128.20,128.20,126.00
127.10,126.50,128.47,126.10
125.93,125.30,126.37,124.79
124.50,124.70,125.41,122.90
125.14,126.20,126.44,125.10
126.56,127.52,128.25,125.38
126.88,126.64,127.50,126.23
127.37,128.00,128.00,127.29
129.39,128.29,129.39,128.29
129.93,127.88,130.00,127.02
126.16,128.45,128.45,126.16
129.61,127.10,129.61,127.09
127.52,127.11,128.50,126.60
127.62,126.88,127.62,126.00
125.88,127.65,129.29,125.88
127.24,127.72,128.35,125.35
128.50,130.34,130.80,127.89
130.13,131.80,132.40,130.13
132.00,132.63,132.78,131.41
129.66,130.00,131.19,129.59
130.00,129.51,130.74,128.50
129.51,129.58,129.58,128.69
127.26,126.29,127.26,125.10
125.57,127.05,127.25,125.00
127.73,130.20,130.87,127.62
130.00,128.47,130.54,128.05
129.50,129.59,130.85,128.01
127.51,126.47,128.75,126.47
126.29,131.19,131.79,126.29
130.70,130.41,130.73,129.60
129.59,132.01,132.95,129.59
132.40,132.29,132.87,130.99
131.94,131.47,132.39,130.05
131.20,130.67,132.15,130.67
130.04,130.59,131.00,129.00
131.11,129.60,131.11,129.06
129.99,129.98,130.00,129.15
127.85,127.78,129.88,106.53
127.94,129.03,129.40,126.00
129.35,129.00,129.90,127.75
127.86,127.90,128.41,126.30
127.50,128.59,129.00,127.50
128.86,128.51,129.00,125.91
128.05,127.83,129.10,127.00
128.49,129.57,130.67,127.77
128.12,129.00,129.83,127.75
129.81,127.92,129.81,127.92
128.00,129.18,129.45,127.97
130.67,128.34,131.08,127.14
128.67,130.49,130.69,127.79
128.61,129.53,130.45,128.61
127.72,128.27,128.46,127.72
128.00,129.00,129.00,128.00
127.11,128.00,129.45,127.11
128.19,128.70,129.90,128.19
128.15,129.45,129.45,128.15
129.45,129.29,129.65,129.26
129.29,129.77,129.77,129.00
130.19,131.18,131.18,130.19
131.02,130.95,131.02,129.17
132.55,129.50,132.55,129.50
132.90,130.09,132.90,129.82
129.98,133.21,135.93,129.50
132.43,133.62,133.95,131.44
132.93,131.61,135.49,131.03
132.90,132.68,132.90,131.65
132.90,131.13,132.90,130.25
130.75,129.28,132.84,129.28
129.51,128.57,129.99,128.57
128.00,129.16,129.16,126.50
128.00,129.07,129.12,126.70
129.60,128.51,131.74,128.50
128.47,126.66,132.59,126.11
126.55,125.26,127.85,125.26
125.75,125.43,126.00,124.56
125.76,126.00,126.01,125.75
125.08,124.61,127.13,124.56
124.25,125.58,125.58,122.35
125.00,122.89,125.00,122.89
123.61,123.05,126.00,122.60
123.56,121.06,123.59,119.27
120.00,121.10,121.95,117.00
121.97,121.65,122.02,121.65
121.65,120.16,121.65,120.16
120.01,117.69,120.07,117.69
117.75,120.31,121.06,117.75
123.76,116.48,123.76,116.48
115.87,114.57,117.99,113.39
116.40,119.03,121.99,115.30
120.35,120.00,121.42,118.27
115.63,116.96,120.75,115.04
115.55,120.00,120.74,115.55
121.96,118.90,122.51,118.21
120.70,117.52,120.70,116.12
118.52,119.96,120.00,118.52
122.01,121.05,123.23,118.36
122.41,125.78,127.20,120.27
123.12,125.37,125.37,122.75
121.58,124.08,124.08,120.81
124.21,131.15,131.15,122.50
131.15,129.75,134.15,128.63
129.82,133.10,133.25,128.12
134.87,133.99,135.77,131.15
135.65,134.05,135.65,130.11
133.70,132.17,133.70,132.17
135.87,133.11,135.87,133.11
133.00,133.00,133.00,132.17
134.84,133.52,134.84,133.52
135.26,134.91,137.01,134.91
135.37,134.42,136.74,133.99
133.58,134.49,135.62,131.54
132.08,133.46,134.40,132.08
134.23,134.00,134.23,133.89
134.08,133.63,134.50,132.57
134.35,134.40,134.40,134.35
134.50,134.64,134.64,134.31
134.09,136.25,136.89,134.09
137.50,136.05,139.90,135.54
135.60,137.47,137.68,135.60
136.05,136.01,136.05,136.01
136.00,137.20,137.57,134.55
136.45,135.68,136.45,135.66
136.20,133.11,136.20,132.55
133.00,137.86,137.86,133.00
136.37,135.51,136.37,133.31
136.00,134.06,136.00,133.20
133.56,135.40,135.98,132.80
134.00,134.16,135.70,133.25
132.64,134.40,135.27,132.23
133.21,132.60,133.78,129.70
133.79,134.46,136.30,133.79
132.67,131.39,132.67,131.05
131.55,132.00,134.75,126.65
134.48,131.43,134.48,129.25
129.70,135.59,135.59,129.70
135.00,138.99,139.00,135.00
138.22,138.58,141.12,136.30
136.38,138.72,138.72,136.35
143.05,143.06,144.95,138.74
143.15,142.84,143.15,139.07
143.20,141.70,143.20,139.15
140.00,139.67,140.00,139.30
134.61,136.79,137.00,134.61
134.63,138.04,139.97,134.63
137.21,135.87,137.21,135.87
136.00,134.88,136.00,134.88
133.73,131.80,134.75,128.84
131.00,136.56,136.56,128.01
136.35,133.56,136.35,133.00
132.72,131.93,134.00,131.25
132.50,131.01,132.50,131.00
131.00,130.36,131.78,130.31
129.50,131.17,132.84,129.50
129.50,129.76,133.00,129.50
129.31,136.48,136.49,126.31
132.43,132.76,137.28,132.43
132.76,131.12,132.76,130.95
130.19,134.95,138.40,130.05
133.86,133.86,133.86,133.86
137.69,137.55,137.69,137.55
131.51,131.51,131.51,131.51
130.75,132.12,134.91,130.75
135.00,134.30,135.00,133.43
134.29,130.06,134.29,130.01
131.19,134.14,134.15,131.19
131.07,135.34,135.34,131.07
131.76,131.76,131.76,131.76
133.51,137.53,137.95,131.03
134.31,136.06,137.00,134.31
135.00,136.18,136.18,133.00
135.30,135.30,135.30,135.30
136.27,135.85,136.70,135.85
139.29,139.29,139.29,139.29
139.61,140.50,143.20,139.02
142.49,139.99,142.50,139.99
140.35,139.11,140.39,139.11
139.52,139.52,139.52,139.52
140.28,139.50,140.28,139.11
141.11,141.33,141.39,141.11
139.50,141.50,141.50,139.50
141.37,139.40,141.37,139.40
139.50,139.86,140.45,139.15
140.63,140.72,141.00,140.22
141.19,141.60,141.96,140.00
141.60,140.83,141.94,140.40
140.02,143.51,144.66,139.50
143.21,144.12,144.22,141.16
142.38,142.38,142.56,141.11
141.68,143.84,143.84,140.20
141.68,142.41,143.82,141.00
142.05,142.41,142.97,142.01
143.00,144.90,144.90,143.00
144.85,144.65,144.88,144.23
145.00,147.84,149.37,144.93
148.00,147.50,148.00,147.00
147.00,153.00,153.42,147.00
150.55,152.50,154.00,150.55
152.95,157.52,159.10,152.51
159.85,157.26,159.85,156.31
158.50,157.48,158.50,156.73
157.33,157.11,157.33,156.41
155.21,158.01,158.01,155.21
155.51,159.69,159.69,155.51
162.88,164.49,164.92,158.99
160.00,160.00,160.00,160.00
160.00,161.92,162.00,159.37
162.45,164.80,164.80,162.03
165.00,167.25,168.50,163.55
169.69,169.45,169.69,167.50
169.45,168.69,170.00,167.15
167.96,168.69,168.69,167.96
168.67,168.50,169.90,168.00
170.05,172.90,173.06,170.00
177.90,171.11,177.90,171.10
172.50,170.88,172.50,169.50
170.45,170.14,170.45,170.14
168.77,168.69,169.00,167.71
168.76,170.26,170.26,167.78
169.25,170.70,171.10,169.25
171.00,171.99,176.79,170.00
172.00,171.00,172.00,169.25
171.90,172.31,172.31,171.16
174.95,173.50,175.03,172.59
174.00,178.20,179.42,173.42
178.05,179.53,182.00,178.05
179.54,182.20,189.75,179.54
183.00,186.81,187.00,183.00
187.48,187.45,189.74,186.00
186.76,186.08,187.84,183.52
186.00,186.23,195.37,184.96
185.65,185.95,187.48,183.09
186.27,188.99,191.99,185.12
188.70,185.29,189.00,184.50
184.40,188.40,188.44,184.40
188.40,186.15,188.40,185.15
187.45,186.97,187.48,186.31
187.18,187.91,188.00,186.67
187.00,193.82,193.99,187.00
193.70,198.73,199.99,188.06
198.99,199.71,209.00,197.23
193.58,199.38,200.00,193.58
199.50,193.04,200.00,192.01
192.00,191.45,193.89,190.00
192.98,193.77,194.10,191.10
195.54,194.31,195.54,193.51
195.57,191.30,195.57,191.30
193.00,194.70,195.21,193.00
194.70,197.96,200.56,193.00
198.00,196.37,198.00,194.38
196.62,193.85,196.62,193.15
195.00,194.40,195.00,193.10
195.57,193.17,195.57,192.20
192.40,192.00,194.13,191.30
192.05,196.60,198.00,192.05
196.80,197.42,197.64,194.00
196.00,200.06,201.40,195.17
202.06,208.96,208.96,200.01
206.90,205.52,208.88,201.64
205.36,198.39,206.50,193.85
197.86,199.99,200.40,196.99
200.00,201.16,203.39,198.51
203.27,200.87,203.27,197.03
200.00,200.15,202.70,198.03
199.79,198.11,199.79,196.54
199.90,198.98,199.90,197.98
199.80,199.89,200.00,198.00
198.61,199.45,200.00,198.50
200.14,199.66,202.00,197.20
200.02,201.15,202.98,197.20
201.34,197.19,204.97,197.01
196.01,194.51,196.01,191.06
194.52,196.34,197.97,194.52
195.75,194.40,198.89,193.65
190.84,194.72,196.98,190.84
195.99,196.90,197.00,191.75
197.20,199.10,200.01,195.51
199.00,199.43,200.00,195.21
198.99,198.83,200.60,197.10
200.00,200.00,203.46,198.80
200.60,199.67,203.45,198.46
200.00,198.70,202.90,196.30
198.61,201.04,202.32,198.50
198.85,202.50,202.70,198.85
201.41,197.53,203.43,197.48
195.53,196.31,196.31,195.53
194.76,194.21,199.15,189.90
194.26,191.87,198.65,191.86
192.05,191.50,197.00,191.50
190.88,192.47,192.98,190.02
190.01,192.49,195.00,190.01
191.93,192.39,194.00,190.03
191.89,190.26,193.10,190.20
194.57,190.80,194.57,190.80
191.05,192.10,192.50,190.50
193.00,191.62,193.00,191.47
192.12,194.24,194.28,191.62
193.41,193.36,194.46,192.25
194.49,192.30,194.49,191.26
192.37,191.60,192.79,190.49
190.54,191.83,192.00,190.53
191.94,193.60,194.38,190.77
193.13,192.73,194.44,192.48
193.82,192.24,193.82,190.25
191.58,190.43,193.89,190.43
187.89,190.80,193.02,151.73
182.80,187.98,192.09,182.80
192.85,187.64,192.85,186.04
190.88,192.00,192.00,186.17
192.44,193.70,194.66,191.00
192.84,194.72,194.72,192.84
194.72,194.72,194.72,192.51
191.31,188.79,195.00,186.01
190.40,191.22,192.47,186.42
191.22,190.30,191.87,188.81
188.95,189.00,189.88,185.31
190.55,191.30,195.00,190.30
191.60,185.22,194.98,184.92
186.00,185.95,189.48,183.86
185.97,188.00,189.19,185.90
187.56,186.24,187.56,184.52
186.24,192.21,193.09,184.76
193.18,193.81,193.81,191.55
193.95,193.40,193.98,190.99
191.30,190.20,192.50,188.21
190.78,192.00,193.47,189.99
190.50,188.57,191.00,187.99
188.65,188.91,189.80,187.05
189.15,193.01,194.60,189.15
194.45,186.71,194.45,186.01
186.30,184.20,187.47,183.50
184.00,186.84,187.00,183.12
188.60,186.04,188.60,182.64
183.35,187.75,191.72,183.35
185.60,189.29,190.28,184.24
190.05,191.10,193.25,187.51
191.10,189.18,191.11,187.71
189.52,191.76,193.40,186.22
191.49,194.03,194.10,190.00
194.98,195.50,195.64,191.71
196.47,195.50,196.47,192.38
195.40,197.00,197.01,193.28
196.67,193.90,197.00,193.61
195.94,197.91,198.00,195.94
198.25,197.64,199.80,197.46
197.81,196.40,197.81,196.19
197.25,198.09,198.79,195.26
193.81,195.40,195.40,193.81
195.70,199.03,199.39,195.70
198.24,199.77,199.95,198.24
199.47,203.13,203.20,198.09
201.51,198.40,204.50,198.17
200.01,201.04,202.09,199.90
200.00,200.21,204.87,199.78
200.00,200.05,201.86,197.46
200.00,200.77,200.79,199.50
200.00,203.14,203.32,199.76
202.92,201.02,204.30,199.00
200.73,199.79,201.67,198.49
199.79,198.95,199.80,197.50
197.33,196.44,197.33,196.27
195.50,196.84,197.00,193.68
196.44,194.52,201.00,193.76
194.47,194.00,196.47,193.75
192.92,195.11,200.60,192.92
195.48,197.47,198.80,191.18
197.60,199.94,201.16,196.75
200.00,202.75,203.88,200.00
204.86,201.43,204.86,200.44
202.91,204.87,204.87,201.75
206.61,206.17,207.10,205.00
207.77,208.33,209.76,206.44
209.51,213.62,213.62,208.30
213.96,213.29,213.96,211.84
214.45,220.19,221.92,214.45
221.92,228.79,228.82,221.48
226.26,222.76,231.85,205.00
222.55,218.76,224.20,218.27
220.54,215.17,221.01,212.14
215.03,214.45,220.00,212.03
213.64,213.31,216.00,213.00
214.00,213.99,216.00,213.12
214.00,211.69,214.00,209.79
209.23,202.01,209.23,201.13
201.43,200.07,205.97,198.53
197.85,198.90,203.72,197.85
198.74,198.22,199.45,193.10
197.76,197.22,201.95,192.51
196.01,194.99,198.95,193.20
196.50,189.98,196.61,187.00
189.10,189.95,192.03,187.35
189.90,190.80,193.00,188.86
189.20,189.92,192.72,188.94
190.67,189.72,190.67,189.52
190.41,191.70,192.00,188.30
191.50,191.20,192.50,189.57
191.70,189.00,192.00,188.88
187.24,178.01,187.24,176.50
177.00,179.40,181.90,175.40
179.40,180.65,180.65,172.68
176.55,182.77,184.57,175.60
183.00,182.36,190.20,182.36
182.24,177.36,182.24,177.17
178.00,169.87,178.21,166.15
169.76,159.09,171.60,157.50
158.13,155.97,158.55,153.20
151.95,154.88,158.54,142.69
154.78,154.21,157.37,153.87
152.86,158.18,159.45,150.76
156.65,158.20,158.20,140.98
157.44,160.01,162.29,157.44
160.00,162.46,165.58,155.89
162.65,161.70,166.80,158.20
161.90,161.90,162.24,159.32
161.05,162.30,162.82,161.05
164.37,169.05,172.61,164.37
167.71,168.67,170.14,166.30
169.00,174.22,177.50,167.42
175.47,175.00,179.00,174.22
175.93,176.40,177.02,175.03
176.40,175.06,179.00,173.66
173.31,178.67,179.34,173.14
178.11,176.82,178.11,174.63
176.87,177.50,179.69,176.87
174.00,175.59,178.99,168.58
176.37,184.40,185.29,176.37
184.45,186.65,187.24,179.00
186.50,192.91,193.26,186.50
192.00,189.98,195.09,188.18
189.98,185.54,189.98,180.50
185.62,186.80,192.47,185.60
185.34,176.49,185.54,176.44
179.87,179.85,181.64,175.59
179.33,176.00,180.71,175.51
176.54,170.19,176.54,170.02
171.00,169.00,171.60,168.30
169.58,169.00,170.19,167.81
169.43,171.90,172.00,167.81
172.17,174.60,175.00,169.25
173.63,178.00,178.92,173.63
176.28,179.16,180.54,176.28
178.01,176.02,178.39,176.01
178.75,178.70,181.12,177.96
178.10,176.88,179.32,175.15
177.02,179.99,180.00,175.25
180.06,179.40,180.59,178.69
179.71,179.20,181.00,175.00
179.50,177.18,180.60,177.05
181.07,179.60,181.07,176.53
180.53,179.89,181.54,179.20
178.61,179.10,180.00,178.61
178.95,178.88,178.97,178.88
177.43,176.27,178.57,176.21
176.97,174.41,176.97,174.41
175.00,173.10,175.19,171.61
171.78,174.41,175.00,171.78
176.51,176.36,177.00,174.59
176.96,177.36,179.95,176.46
174.26,174.00,175.11,172.60
172.53,173.80,173.80,172.20
173.41,171.79,173.41,171.31
170.38,172.40,173.63,170.38
168.05,168.14,171.71,167.59
171.56,167.40,171.56,167.17
167.42,167.27,169.48,167.00
167.52,167.00,168.54,165.61
166.00,167.79,170.72,165.38
167.00,173.83,175.60,167.00
173.47,172.75,174.25,171.15
173.00,174.86,176.00,173.00
173.12,176.42,177.12,173.12
177.55,178.22,178.22,173.66
179.90,178.01,179.90,177.79
175.80,181.01,182.66,175.80
180.28,180.00,180.28,179.99
179.68,180.00,181.98,179.68
180.03,179.22,180.03,179.22
179.25,178.53,181.27,178.53
178.57,175.26,180.00,175.13
177.78,179.84,180.12,173.31
177.88,175.64,177.89,175.64
171.52,176.95,178.99,171.52
176.78,176.05,177.85,175.50
175.00,178.00,178.03,173.97
175.12,175.00,175.97,174.22
175.15,176.87,178.00,175.02
176.01,175.64,176.63,173.00
175.11,174.06,175.11,173.47
176.20,179.70,180.00,175.00
179.53,181.15,181.90,178.30
179.08,179.05,181.29,178.58
178.00,174.16,180.48,173.72
174.72,173.80,177.00,172.30
173.90,175.69,177.83,173.01
175.95,177.58,178.42,175.87
177.88,180.64,180.76,173.86
180.74,182.70,182.80,179.48
180.00,180.25,181.60,178.34
179.76,181.01,181.47,178.59
180.44,180.26,181.79,180.00
178.05,183.48,183.95,178.05
183.49,186.00,186.67,182.96
186.46,187.10,187.22,185.02
186.00,187.90,188.50,184.26
187.63,188.34,188.91,186.37
187.75,191.20,191.50,187.75
190.00,191.15,192.55,189.90
190.00,191.15,191.76,189.64
190.95,192.14,193.35,189.03
191.71,191.71,192.00,189.36
191.57,191.12,191.66,189.50
192.96,193.38,193.99,192.00
193.75,196.00,199.74,193.75
196.00,197.25,199.69,194.56
196.31,196.92,199.20,196.00
196.90,196.12,197.78,195.26
198.19,198.11,198.19,197.21
193.73,190.24,196.60,189.83
181.94,180.30,184.56,179.54
181.00,185.60,186.91,181.00
186.80,187.75,195.34,186.76
187.96,188.42,190.00,185.47
190.65,191.80,194.00,188.70
190.40,186.52,191.74,185.43
186.52,185.22,190.80,185.00
185.01,190.80,191.63,185.01
191.77,190.80,192.40,189.07
190.62,193.09,193.62,190.62
193.45,194.44,196.50,192.35
193.97,196.00,196.00,191.72
196.94,198.00,198.99,191.53
197.97,197.84,198.32,193.92
197.00,197.95,199.17,196.33
197.85,198.00,198.32,196.70
198.47,198.40,199.98,197.85
198.92,195.55,198.92,193.58
193.80,196.49,196.50,193.80
193.10,194.12,194.70,193.10
192.26,189.90,192.51,188.61
188.58,189.88,191.17,185.11
187.53,189.25,193.45,187.53
188.27,190.99,192.00,188.27
191.30,194.55,195.76,190.81
188.06,192.01,193.04,188.06
191.01,192.22,193.00,190.50
191.15,190.52,191.98,189.95
190.56,192.94,193.50,190.56
191.76,192.60,194.36,191.76
193.50,193.97,193.97,193.50
190.70,190.25,193.92,190.00
193.38,189.99,194.00,188.20
184.42,190.00,191.64,184.42
190.85,191.24,192.00,190.08
190.07,190.00,191.40,190.00
190.00,192.00,193.95,188.51
191.21,192.80,193.47,191.21
192.99,192.66,194.44,192.66
192.11,191.21,193.10,191.00
191.18,190.90,191.39,190.90
190.10,189.09,190.10,189.09
189.01,189.01,190.96,188.52
189.00,189.00,189.00,189.00
189.04,189.04,189.85,188.22
181.20,187.82,189.41,181.20
190.04,189.35,190.44,187.35
188.17,189.32,189.32,187.70
188.31,189.79,189.90,188.31
191.77,188.86,191.77,188.29
188.03,185.80,188.05,185.79
185.84,188.00,191.21,185.00
189.11,186.11,189.11,186.11
186.00,187.75,189.55,186.00
189.42,184.22,189.50,184.22
188.61,180.58,188.61,180.16
180.01,182.89,184.95,179.72
184.13,181.00,184.13,181.00
182.09,181.81,182.14,181.26
183.96,181.80,183.96,180.71
182.50,184.00,184.04,182.01
184.95,185.09,185.29,184.00
184.41,183.80,184.72,180.83
183.45,182.11,184.41,182.06
183.45,179.71,183.45,179.71
179.50,183.50,184.70,178.54
184.48,183.38,184.48,182.97
184.38,184.79,185.97,182.10
184.09,181.33,184.09,181.33
177.02,181.00,181.00,177.02
181.96,182.60,182.61,180.45
182.64,181.64,182.89,180.70
180.45,180.61,182.53,179.47
180.75,182.00,182.40,180.75
180.80,181.42,182.65,180.80
181.00,180.20,181.00,179.89
178.73,178.22,181.77,178.22
179.28,181.81,184.97,179.28
179.00,182.11,183.54,179.00
183.00,182.00,183.00,179.14
183.69,182.11,183.69,180.05
180.02,180.02,180.02,180.02
179.08,181.20,182.22,179.00
183.64,183.60,184.07,182.21
183.49,183.49,183.49,183.49
183.53,179.05,184.44,178.50
180.44,178.15,181.37,178.06
184.31,184.01,185.63,179.60
182.16,182.01,184.85,182.01
180.62,179.20,181.00,178.83
179.20,175.52,179.20,175.52
175.12,175.51,175.51,173.55
170.99,172.30,175.02,170.00
175.10,177.19,177.19,172.78
176.44,175.84,177.42,175.10
174.75,178.00,178.80,173.88
179.99,180.88,183.94,179.34
181.70,189.00,191.40,180.48
191.04,193.74,193.74,189.80
194.00,195.28,196.76,191.39
197.80,202.15,204.02,195.00
200.00,200.93,203.74,198.74
200.75,203.19,205.95,200.00
204.18,202.01,207.93,200.64
202.00,211.79,212.85,201.72
210.00,208.11,210.64,205.81
208.81,211.78,212.70,208.81
212.97,212.50,217.68,210.99
213.00,212.11,217.00,212.01
209.10,209.10,210.67,204.72
207.00,209.60,211.96,207.00
209.90,208.21,210.76,203.95
209.89,208.90,211.40,207.00
