LEA,Lear Corporation Common Stock,NASDAQ
58.82,58.08,58.82,57.21
57.13,57.23,57.63,55.81
57.83,58.07,58.52,57.78
58.50,58.57,59.05,58.23
59.09,59.45,59.87,59.09
59.52,60.46,60.71,59.27
60.64,61.55,62.29,60.64
61.61,61.23,62.03,61.00
60.91,61.19,61.67,60.85
61.68,62.18,62.54,61.54
62.62,63.06,63.44,62.50
63.51,63.56,64.10,63.45
63.56,63.84,63.99,63.54
65.02,64.54,65.17,64.51
64.59,64.73,65.14,64.50
64.88,64.66,65.26,64.61
64.98,63.74,65.09,63.15
64.25,64.63,64.76,64.25
64.99,65.76,66.36,64.96
65.76,66.02,66.10,65.17
66.02,66.72,66.77,65.96
66.84,66.55,67.22,66.39
67.17,66.35,67.50,66.12
66.16,65.96,66.39,65.40
67.03,67.80,68.13,66.30
67.05,67.69,68.27,66.98
68.17,68.59,68.86,67.60
68.89,69.27,70.64,68.52
69.69,69.40,70.50,69.15
69.18,70.13,70.25,68.90
70.28,70.55,71.70,70.01
70.53,69.42,70.79,69.13
69.33,69.37,69.56,68.60
69.83,70.95,71.38,69.75
70.97,71.32,71.74,70.90
71.21,73.00,73.25,71.03
73.17,72.54,73.32,72.34
72.59,72.27,72.90,72.24
71.50,70.80,71.62,70.43
70.87,70.88,71.73,70.67
70.99,70.55,71.19,70.30
70.56,70.78,71.16,70.12
70.69,70.19,70.87,69.75
70.31,71.32,71.87,70.31
71.56,71.85,72.00,71.12
71.78,71.42,72.53,71.34
70.66,69.10,71.01,69.05
68.99,68.98,69.61,68.75
68.91,68.98,69.45,68.66
69.18,68.75,69.18,68.26
69.67,69.36,70.99,68.81
69.21,70.58,70.83,68.76
70.84,71.00,71.49,70.64
71.26,70.90,71.52,70.18
71.20,71.00,71.50,70.85
71.62,71.41,71.78,71.05
71.54,71.66,71.82,71.00
71.63,70.34,71.63,69.91
70.70,70.22,70.76,69.74
71.35,70.94,71.59,70.80
71.16,71.04,71.39,70.89
71.31,71.42,71.67,70.76
71.78,71.58,72.00,71.28
71.78,70.80,72.00,70.80
70.90,70.91,71.15,70.07
70.91,71.72,72.41,70.91
71.75,72.38,72.57,71.52
72.68,72.33,73.29,72.19
71.95,71.86,72.35,71.39
70.87,71.57,71.90,70.45
71.74,72.10,72.31,71.55
71.52,72.47,72.72,71.20
72.30,71.96,72.93,71.43
72.16,73.79,73.99,71.85
72.78,72.21,73.12,72.17
72.13,70.58,72.46,69.96
70.65,70.31,70.78,69.40
71.26,71.82,72.22,71.23
71.82,72.36,72.36,71.34
72.08,72.98,73.38,71.68
73.01,72.69,73.18,72.14
73.31,74.16,74.45,72.98
74.01,74.47,74.96,73.82
75.05,75.08,75.36,74.78
75.45,74.91,75.70,74.64
75.36,75.57,76.42,75.24
75.50,76.07,76.15,75.30
76.19,76.16,76.45,75.45
79.14,77.20,79.15,77.00
76.71,77.04,78.12,76.71
77.25,76.96,77.50,76.60
77.38,76.80,77.82,76.37
76.73,77.39,78.05,76.39
77.80,77.58,78.16,76.84
78.11,78.63,78.65,77.84
78.69,78.50,78.87,77.53
78.84,78.01,79.17,77.76
78.39,77.06,78.53,76.60
77.21,77.71,77.75,76.64
78.07,78.49,79.19,77.97
78.33,78.62,78.72,78.12
78.38,79.24,79.25,78.06
79.50,79.37,79.79,78.99
79.47,80.44,80.53,79.21
80.77,80.29,81.41,80.04
80.31,79.22,80.32,78.63
79.31,79.64,80.20,79.23
80.16,80.68,81.77,80.06
80.81,80.90,81.02,80.37
81.00,81.45,81.66,80.82
81.43,81.94,82.47,81.43
82.23,82.75,83.02,82.16
83.00,82.91,83.45,82.63
83.00,83.11,83.72,82.92
82.82,82.29,83.48,81.93
81.73,81.60,82.32,81.12
81.76,81.52,82.20,81.16
82.00,81.93,82.66,81.73
82.27,82.59,83.00,82.13
82.32,81.92,82.62,81.71
81.85,80.51,82.12,80.32
80.84,81.67,81.84,80.31
82.00,81.17,82.06,81.09
81.51,82.39,82.71,81.32
82.62,82.66,83.00,82.15
82.16,81.01,82.25,79.23
80.90,79.49,80.90,77.69
79.73,79.64,80.37,79.30
80.23,80.42,80.68,79.91
80.59,81.10,81.49,80.43
81.50,81.34,82.01,81.24
81.54,81.24,81.54,80.91
81.09,80.95,81.41,80.74
81.08,80.97,81.49,80.71
80.81,79.53,80.81,78.78
79.67,79.02,80.03,78.63
79.27,79.21,79.94,78.92
79.72,80.72,81.08,79.49
80.85,81.36,81.66,80.85
82.00,82.01,82.38,81.68
81.88,82.05,82.58,81.55
82.20,80.85,82.79,80.64
81.15,81.93,82.54,80.47
82.28,79.56,82.28,79.29
79.50,80.43,80.45,78.89
80.34,80.02,80.49,79.81
79.99,79.06,80.55,78.88
79.06,80.00,80.05,78.70
79.33,79.36,79.73,78.71
79.23,77.05,79.39,76.75
76.99,76.13,77.03,75.30
76.36,76.80,77.37,76.30
76.35,75.95,76.70,75.76
76.36,76.84,77.11,76.12
75.00,72.33,75.92,71.94
71.63,71.97,73.46,71.57
72.22,72.68,72.90,71.75
72.43,72.71,73.11,71.70
72.40,73.72,74.21,72.38
74.26,74.88,75.25,74.13
74.88,74.43,75.15,74.03
74.69,75.19,75.32,74.39
75.39,76.20,76.38,75.39
75.81,76.86,77.02,75.50
76.90,77.40,77.63,76.86
77.42,77.17,77.80,76.11
77.07,78.21,78.63,76.98
78.20,78.61,79.27,77.83
78.76,80.84,80.93,78.43
80.86,80.18,81.62,80.15
80.06,80.33,80.83,79.89
80.55,80.65,81.08,80.19
80.46,81.32,81.35,80.36
81.28,81.20,81.81,80.74
80.55,80.74,81.19,79.95
81.55,82.38,82.51,81.30
82.57,83.09,83.51,82.13
83.11,83.49,84.07,83.00
83.72,83.68,84.18,83.34
83.54,83.36,83.78,82.65
83.48,82.73,83.50,82.60
82.07,82.71,82.71,81.21
82.92,80.94,83.10,80.58
80.58,81.12,81.59,80.53
81.54,81.87,82.19,81.06
82.13,83.90,84.01,82.13
83.88,82.99,84.14,82.43
82.79,83.03,83.20,82.43
83.34,84.02,84.16,82.99
83.72,82.17,83.84,82.16
82.66,81.57,83.20,81.36
81.97,81.39,82.84,81.37
81.05,80.99,81.52,80.61
81.32,82.69,82.86,81.29
83.09,83.72,83.82,82.79
84.00,86.80,86.93,84.00
86.79,85.79,86.85,85.11
85.80,85.86,87.19,85.72
86.19,83.68,86.44,83.53
83.46,81.40,83.76,81.27
81.33,81.39,82.32,81.18
81.95,84.20,84.23,81.95
84.22,82.41,85.06,82.39
81.33,80.46,82.09,80.33
81.24,81.08,81.43,80.14
81.36,81.42,82.22,79.71
82.27,82.42,82.52,81.36
82.10,83.00,83.44,82.10
82.86,84.02,84.44,82.56
84.02,84.35,84.81,84.02
84.31,84.38,84.94,83.97
85.05,84.88,85.58,83.64
87.03,83.11,87.17,82.98
83.74,82.49,83.96,80.97
82.71,82.33,83.02,82.02
82.26,83.06,83.09,82.02
83.06,83.23,84.43,82.81
83.62,84.66,85.25,83.62
84.26,84.50,84.67,83.40
84.34,83.51,84.70,83.35
83.84,83.78,84.18,82.54
83.60,83.57,85.26,83.24
83.15,82.19,83.73,81.88
82.55,84.37,84.45,82.52
84.44,84.59,85.11,84.27
86.33,86.09,87.26,85.69
85.67,84.83,85.88,83.90
84.60,84.56,85.23,83.47
84.29,84.91,85.57,84.06
84.85,84.22,85.38,83.60
84.53,86.12,86.40,84.35
86.22,86.45,87.22,85.98
86.34,87.89,87.89,86.12
88.54,89.13,89.77,88.51
89.13,88.77,89.19,88.45
89.05,88.86,89.35,88.61
88.94,88.05,89.16,87.91
88.32,88.57,88.85,87.89
88.23,89.31,90.02,88.23
88.99,89.98,90.45,88.70
90.30,90.32,90.94,89.65
90.57,91.31,91.87,90.41
91.28,90.81,91.94,90.66
90.49,91.37,91.39,90.40
90.57,91.51,91.72,90.53
91.35,89.04,92.00,88.54
89.06,89.21,89.59,88.37
89.23,89.63,90.33,89.03
89.39,89.83,90.25,89.13
89.78,89.39,90.02,88.77
89.41,88.72,90.01,88.59
89.31,89.20,89.90,89.17
89.12,88.96,89.50,88.53
88.55,87.82,88.96,87.82
88.29,88.48,88.81,87.55
88.48,88.54,88.66,87.24
88.38,88.31,88.85,88.05
88.33,89.32,89.38,88.22
89.35,90.68,91.59,89.35
90.75,90.85,91.69,90.74
91.06,91.76,91.90,91.06
91.62,91.51,92.28,91.13
91.01,90.91,91.46,90.37
91.02,91.53,91.77,91.01
90.01,91.73,92.61,89.30
91.53,92.49,92.94,91.53
94.81,94.86,95.18,93.63
95.16,95.49,95.56,94.54
96.02,94.98,96.02,94.83
94.50,93.74,96.36,93.51
93.85,96.42,96.72,93.81
96.42,95.77,96.82,95.51
96.54,96.16,96.76,95.81
96.55,96.06,96.55,95.71
96.41,95.78,96.49,95.49
99.53,99.00,100.58,98.52
98.11,98.53,98.78,97.50
98.91,96.71,99.06,96.70
96.95,96.09,97.38,95.81
95.11,94.17,95.53,94.16
94.03,93.34,94.40,92.54
94.06,95.00,95.29,93.87
94.51,94.54,95.74,94.18
94.00,94.64,95.43,93.84
95.32,93.31,95.35,93.13
93.42,95.42,95.46,93.42
96.21,96.22,96.53,95.56
96.21,96.18,97.12,95.82
96.71,96.12,96.85,95.49
96.65,98.00,98.04,96.38
98.01,97.08,98.29,96.78
97.81,98.40,98.99,97.81
98.75,98.20,98.99,98.13
98.85,99.12,99.63,97.58
99.58,98.25,99.63,98.19
98.25,97.91,98.29,97.27
98.36,98.33,98.98,98.03
98.36,97.63,98.77,97.58
97.70,98.11,98.11,97.35
99.65,101.57,101.73,99.10
101.81,101.13,101.81,100.40
101.11,102.25,102.82,101.11
102.95,102.53,103.50,102.04
102.53,102.71,103.14,102.33
102.93,103.08,103.09,102.00
102.82,103.28,103.74,102.60
103.06,102.54,103.65,102.52
102.66,102.81,103.15,102.02
102.48,102.63,103.15,102.07
102.44,102.13,102.77,101.47
102.04,101.23,102.70,101.07
101.28,100.64,101.63,100.02
100.99,100.05,101.18,99.90
100.26,98.85,100.98,98.81
99.25,97.21,99.57,97.15
96.85,95.03,97.03,94.90
95.00,94.23,95.24,94.21
94.42,94.39,94.78,93.70
94.16,92.51,94.30,92.49
92.65,91.84,92.76,91.56
90.99,90.16,91.62,90.03
90.00,86.41,90.40,86.41
86.33,86.64,87.75,86.14
86.88,88.94,89.54,86.72
91.51,91.07,91.51,90.43
91.83,90.16,91.83,90.01
89.30,87.35,89.34,87.25
87.38,89.30,89.35,86.18
89.07,85.09,89.16,85.00
84.84,83.73,85.45,83.70
83.73,80.89,84.86,80.79
80.57,79.67,81.48,78.71
77.28,78.22,78.67,75.05
76.86,80.82,81.15,76.86
82.36,82.60,83.46,81.38
82.55,82.79,83.88,82.22
83.18,84.40,85.14,83.18
84.78,83.70,85.56,83.65
83.75,85.56,85.97,83.72
88.00,90.26,91.88,88.00
90.31,88.29,91.17,87.30
89.49,91.75,92.00,89.09
91.99,91.21,92.75,90.20
90.83,90.06,91.35,89.40
91.63,92.50,92.84,91.29
92.26,91.79,92.68,91.27
91.37,90.84,91.93,89.63
92.07,92.39,92.44,91.07
91.81,93.33,93.51,91.28
93.15,92.35,93.90,92.01
91.94,93.30,93.35,91.87
93.05,92.62,93.84,92.05
92.15,92.43,92.68,90.66
92.97,93.37,93.49,92.42
93.06,93.62,93.81,92.85
93.21,93.72,94.33,93.10
93.84,94.68,95.55,93.77
94.91,94.57,94.91,93.46
93.84,95.39,95.67,93.52
96.41,95.62,96.85,95.49
95.50,95.88,95.96,94.96
96.32,95.75,96.71,95.54
95.98,95.85,95.98,95.07
95.64,95.91,96.64,95.31
95.75,94.98,96.07,94.67
94.99,96.59,96.90,94.95
96.82,98.41,98.44,96.80
98.53,98.12,99.14,97.65
98.50,98.42,98.93,97.69
98.12,95.79,98.12,95.36
94.99,96.03,96.14,94.10
96.31,93.07,96.39,92.97
93.40,92.95,94.50,92.76
91.77,90.08,92.33,90.08
90.76,90.90,91.39,89.33
90.43,91.50,93.36,90.02
92.28,92.69,93.28,91.52
94.11,94.65,94.94,93.40
94.54,95.79,96.48,94.46
96.01,97.05,97.21,95.53
97.74,98.46,99.28,97.56
98.49,98.23,98.67,97.82
98.63,98.51,99.03,98.31
98.46,99.71,99.88,98.46
99.53,98.98,99.78,98.96
99.25,98.08,99.77,97.97
98.58,97.90,98.86,96.83
97.05,94.69,97.48,94.55
95.16,94.38,95.84,92.99
95.62,95.83,96.60,94.93
96.29,97.33,97.43,95.93
97.70,95.74,97.95,95.67
95.82,95.06,96.24,94.01
96.63,96.42,98.77,95.45
94.55,94.74,95.61,92.45
95.18,93.40,95.69,93.32
93.08,95.09,95.17,92.97
95.39,96.56,96.83,94.01
96.54,97.95,98.58,96.05
98.89,99.70,99.85,97.78
99.40,99.22,99.90,98.65
98.87,99.99,100.00,98.25
98.36,98.70,99.40,97.49
99.07,97.47,99.13,97.19
97.63,99.05,99.17,96.89
102.02,100.35,103.41,100.18
101.77,102.79,103.01,100.46
104.18,107.79,108.95,103.85
108.00,108.76,109.72,107.56
109.29,108.24,109.53,108.05
109.00,108.50,110.06,108.18
107.82,107.09,109.80,107.03
108.45,108.33,108.78,107.25
108.26,107.55,108.61,107.05
108.55,109.43,109.55,108.29
107.91,108.70,109.04,105.91
109.24,108.29,109.63,107.55
108.00,108.55,108.87,107.73
108.00,108.23,108.75,107.65
108.16,109.00,109.13,107.34
108.75,110.31,110.48,108.50
109.93,110.12,111.77,109.87
110.44,110.45,111.31,110.03
110.09,109.03,110.25,108.82
108.66,108.92,109.41,108.04
109.01,111.48,112.21,108.92
111.24,110.77,112.06,110.02
110.12,109.30,110.33,108.88
110.11,109.55,110.21,109.20
108.70,107.89,109.07,107.57
108.24,108.10,108.88,107.87
107.00,106.74,107.49,106.43
106.40,105.68,107.14,104.89
106.44,108.16,108.18,105.90
107.48,106.43,107.64,105.70
106.46,108.64,108.67,106.29
108.36,108.92,109.05,107.85
109.02,111.07,111.91,108.39
110.18,110.69,111.00,110.18
111.37,111.97,112.05,110.95
111.99,111.47,112.67,111.29
111.38,111.02,111.94,110.60
111.01,108.22,111.01,108.15
108.01,108.32,109.11,107.33
108.00,109.65,109.89,107.54
110.23,111.51,112.00,110.18
111.19,110.82,111.93,110.38
110.88,112.05,112.26,107.80
112.32,113.22,113.50,112.12
113.04,114.40,115.38,112.01
114.85,112.98,114.85,112.98
113.70,114.40,114.63,112.94
114.50,114.82,115.08,113.53
115.05,114.83,115.20,113.85
115.00,114.30,115.19,113.83
114.46,113.46,114.73,113.09
113.93,114.07,114.50,113.81
114.11,114.32,114.89,113.63
113.24,113.70,113.80,112.16
114.62,115.74,116.01,114.14
116.04,116.29,116.57,114.69
116.50,116.57,116.68,115.08
115.82,116.05,116.62,114.88
117.77,115.08,117.88,113.17
115.68,114.27,115.98,113.54
114.56,112.56,114.56,111.50
112.25,112.14,113.10,111.00
111.38,111.03,111.81,110.23
111.70,111.73,111.86,110.41
112.29,112.99,113.38,112.01
112.85,112.05,114.29,112.02
112.31,111.36,112.75,110.34
111.05,110.89,111.80,110.12
112.07,112.50,112.84,111.61
112.55,113.12,113.96,112.43
112.71,113.63,113.85,111.87
114.05,114.14,114.85,113.19
114.72,114.42,114.93,113.95
114.38,114.47,114.81,114.00
114.30,115.68,115.86,114.30
115.83,115.95,116.20,114.97
116.31,116.85,117.32,116.05
116.94,117.63,117.90,116.77
117.73,117.21,118.24,116.61
116.99,116.79,117.59,116.23
116.81,117.32,117.34,115.86
117.40,116.29,117.52,115.76
116.30,116.02,116.84,115.36
116.09,116.05,116.55,114.98
115.63,116.19,116.81,115.31
116.15,117.00,117.38,115.89
116.10,115.40,116.62,114.90
115.16,114.36,115.19,114.07
114.42,113.89,114.92,113.70
114.04,114.46,114.69,113.10
115.29,116.18,117.32,114.51
115.96,116.35,117.34,115.96
115.76,115.97,116.39,115.05
115.01,115.42,115.79,114.02
115.57,116.67,117.09,115.20
116.87,115.70,117.43,115.42
116.00,116.85,117.06,115.21
116.85,116.32,117.43,115.65
117.19,117.41,117.45,116.57
117.73,117.93,118.50,117.44
117.68,116.93,118.13,116.30
117.36,117.09,118.13,116.86
117.50,116.40,117.66,116.26
115.19,111.99,115.81,111.78
113.18,112.26,113.18,111.30
113.32,113.06,113.65,111.89
113.54,113.35,113.54,112.33
111.98,112.07,113.12,111.50
112.00,110.15,112.12,107.98
108.77,103.33,108.77,102.51
104.25,103.33,105.27,103.27
104.51,104.21,104.69,103.02
105.60,105.63,105.83,104.91
105.51,104.20,105.86,104.12
104.52,103.75,104.82,103.29
103.25,99.18,103.25,98.18
99.33,99.65,99.96,97.66
99.71,99.33,99.96,98.34
99.30,99.63,99.92,98.52
99.26,98.90,99.90,98.70
99.84,98.99,100.52,98.53
103.50,99.59,103.99,99.10
99.78,99.68,101.39,97.83
100.47,102.20,102.85,99.94
102.51,103.82,103.85,102.02
102.89,104.78,104.94,102.89
105.25,104.07,105.39,103.20
104.50,103.57,104.86,103.05
103.57,103.27,105.20,103.08
104.35,103.60,105.02,103.42
103.88,104.16,104.73,103.18
103.95,105.57,106.19,103.79
106.01,107.75,108.42,105.76
106.79,103.63,107.50,102.93
102.44,102.51,102.97,99.70
102.02,103.92,104.55,101.86
104.14,104.70,104.96,103.17
104.50,107.11,107.20,102.85
107.95,108.07,109.52,107.06
107.25,106.98,108.08,106.39
106.01,103.47,106.87,103.38
101.90,98.97,103.37,98.94
90.93,95.73,99.20,89.71
98.45,95.05,99.45,95.02
97.88,99.61,99.98,96.44
101.69,104.49,104.75,100.81
103.45,103.51,104.40,102.41
103.24,102.79,104.32,102.67
101.06,99.33,102.43,98.87
100.29,100.29,101.25,99.14
101.50,102.19,103.62,100.29
100.75,101.09,101.69,99.84
103.55,104.13,104.49,102.63
105.36,105.23,107.00,105.04
105.00,106.55,107.05,104.36
106.12,105.94,106.22,104.36
106.05,106.63,106.93,105.73
107.00,107.89,108.11,105.99
107.95,109.96,110.15,107.65
109.94,111.38,113.24,108.10
109.63,106.84,110.27,106.75
107.53,107.79,108.09,106.07
105.48,105.00,105.71,103.81
105.53,104.89,105.54,103.73
103.97,105.00,105.53,101.32
106.06,106.55,107.58,105.66
105.63,103.87,105.87,103.20
103.94,105.58,105.74,103.48
107.10,108.78,110.54,106.96
109.60,109.68,109.86,106.54
108.14,109.43,109.53,106.86
110.43,113.61,114.43,109.78
113.74,113.15,114.31,112.30
113.46,114.74,115.19,113.06
115.02,116.61,117.03,114.29
116.53,116.04,117.64,115.33
115.98,116.41,116.94,115.51
116.21,114.11,116.63,113.88
113.98,115.28,116.03,113.19
115.56,116.05,116.99,115.04
115.91,116.79,117.56,114.75
116.00,116.15,116.59,115.43
116.40,117.79,119.00,115.95
117.74,117.31,119.05,117.16
117.06,118.75,119.08,116.08
120.85,120.94,123.49,119.52
119.78,120.13,120.74,117.85
120.02,122.53,123.08,119.80
123.03,125.68,125.89,122.66
125.24,123.64,126.16,123.00
124.18,125.06,126.11,123.76
125.05,126.34,126.70,124.39
125.66,124.03,126.49,123.57
124.57,124.17,124.94,123.29
123.98,123.38,124.96,122.81
123.48,123.46,124.24,122.79
123.39,123.54,123.86,122.14
123.11,124.64,125.23,122.69
125.13,125.50,126.20,124.68
124.38,123.81,125.18,123.57
123.33,121.25,124.21,120.84
120.79,122.16,122.54,120.79
122.40,122.48,123.38,121.57
122.94,124.03,124.65,122.65
123.69,124.48,125.06,123.36
125.10,125.68,126.30,124.80
125.78,124.64,126.25,124.64
124.00,125.23,125.73,123.45
125.24,125.55,126.27,125.06
125.65,125.82,126.32,124.91
126.32,125.90,126.46,125.46
126.68,125.99,126.99,125.42
126.15,124.48,126.65,124.31
124.53,124.40,125.76,123.59
124.63,126.00,126.19,123.93
126.08,125.28,126.38,124.61
124.72,123.65,124.82,122.71
122.90,122.91,125.32,122.24
122.68,123.22,124.11,122.49
121.57,121.35,123.14,121.15
121.29,120.00,121.94,119.25
121.06,122.65,123.67,121.06
123.76,125.19,125.50,123.49
125.19,122.07,125.36,122.00
121.63,122.59,127.00,120.97
123.15,123.17,125.04,122.05
124.05,124.56,125.26,123.57
125.50,125.82,126.42,125.04
125.79,124.78,126.24,124.55
124.53,125.52,125.74,123.84
126.09,125.73,126.33,124.63
125.10,124.45,125.56,124.26
123.96,122.83,124.56,122.82
121.78,120.71,122.09,119.49
120.70,117.24,121.73,116.75
115.28,113.24,115.48,111.55
110.37,108.59,111.98,108.21
110.19,107.14,111.31,106.93
108.18,110.10,110.30,108.18
113.67,112.42,114.23,108.01
112.53,107.93,113.13,107.03
107.67,105.53,108.95,102.71
102.31,103.48,104.21,101.15
103.78,102.55,104.57,101.76
101.18,102.56,103.74,99.10
102.49,101.41,104.21,100.86
103.09,101.45,104.27,99.57
101.02,100.08,101.75,98.63
101.04,102.15,102.21,101.03
102.00,102.03,103.94,100.65
105.91,101.02,106.15,99.42
101.32,103.83,103.90,100.97
103.46,105.61,106.30,102.54
104.24,101.60,104.84,100.10
102.29,98.24,102.58,96.38
97.95,98.90,100.41,96.45
98.73,98.59,100.75,98.06
96.89,94.98,97.01,93.54
94.27,97.00,97.41,94.00
97.17,98.23,100.63,96.95
96.75,97.89,100.49,96.75
99.24,100.71,100.81,97.89
102.45,103.90,104.86,101.88
104.02,106.33,107.62,103.43
106.79,104.89,106.79,103.38
104.09,103.32,104.43,102.55
104.60,105.95,106.60,104.14
104.90,100.31,104.90,100.14
99.50,98.44,99.50,96.64
98.50,100.66,100.79,97.13
101.47,101.78,102.52,100.67
101.50,101.35,103.58,101.10
102.81,105.14,105.69,102.01
104.71,106.79,106.95,104.53
106.66,109.77,110.03,106.58
109.61,109.00,110.28,107.42
107.95,108.43,109.24,107.68
107.75,105.69,108.43,104.64
105.89,108.13,108.64,105.53
108.77,106.05,109.16,104.78
106.91,109.46,110.30,106.91
108.55,110.62,111.06,107.95
109.71,110.50,110.70,109.60
110.39,112.19,112.27,110.20
111.46,112.40,112.86,111.16
112.72,111.91,113.90,111.32
112.00,112.18,112.31,110.77
111.35,112.25,112.59,110.45
112.31,110.77,113.79,110.56
110.14,110.49,110.56,108.52
110.50,109.95,110.84,109.62
109.95,111.54,111.96,109.48
112.42,111.65,112.69,111.08
111.65,111.17,112.23,110.87
110.23,106.08,110.23,105.51
105.81,102.49,105.91,101.68
101.48,103.70,104.71,100.83
103.86,106.28,106.30,103.30
106.02,103.80,107.13,102.71
104.62,104.66,106.82,103.89
105.48,106.16,107.23,105.09
106.51,105.87,106.97,105.36
106.79,109.34,109.52,106.79
109.53,109.79,111.15,109.53
109.64,108.65,109.74,107.93
108.52,109.21,109.66,108.40
110.00,112.11,113.37,109.57
111.97,113.00,113.64,111.44
113.47,113.12,114.35,113.01
113.09,112.77,113.63,111.76
112.62,113.15,114.67,111.68
113.54,116.14,116.79,113.31
119.47,116.01,120.00,115.31
115.47,115.45,116.74,111.43
115.48,115.13,116.41,114.02
116.00,117.30,117.38,115.19
116.33,116.13,117.25,113.12
115.37,115.42,116.69,114.61
116.03,114.35,116.71,114.26
114.21,115.02,115.17,113.62
115.15,115.10,116.08,114.85
115.55,116.32,116.78,114.90
115.73,115.27,117.62,115.15
116.05,114.60,116.61,113.74
114.46,114.04,115.96,113.73
114.21,114.77,116.51,114.14
113.39,113.71,115.75,113.00
113.46,113.80,115.13,112.67
113.36,111.80,114.25,111.04
111.94,114.23,114.79,111.94
114.00,112.84,114.29,112.67
113.50,116.06,116.46,113.50
116.14,116.96,117.65,115.83
117.01,116.88,117.52,115.78
116.74,118.18,118.40,116.52
118.07,118.76,118.91,117.24
118.76,117.49,118.76,114.90
116.77,117.46,118.45,116.77
116.92,115.95,117.59,115.32
116.21,116.32,116.76,115.32
116.32,116.55,117.16,115.69
116.81,117.08,117.50,116.24
116.01,117.73,117.99,115.33
116.34,115.20,116.93,115.01
113.84,113.08,114.98,113.04
112.67,113.15,113.96,111.93
113.50,113.64,115.71,113.50
112.58,113.33,113.43,110.87
113.15,114.32,114.48,112.99
116.25,117.49,117.84,115.58
115.09,114.09,115.55,112.79
113.87,113.57,115.30,113.38
115.03,115.87,116.16,114.08
111.04,104.78,111.04,104.40
103.29,97.71,103.29,97.35
99.22,100.79,101.20,98.50
101.51,102.99,103.95,100.99
103.10,101.76,103.83,100.77
103.16,102.81,105.50,102.03
101.89,99.45,102.47,98.92
99.04,100.54,101.26,98.00
100.54,101.79,103.35,100.09
103.41,106.41,107.14,103.33
107.26,107.39,109.29,106.77
108.97,108.71,109.86,108.29
108.90,110.16,110.36,107.64
111.32,111.34,113.44,110.89
111.90,111.84,112.14,110.80
111.74,112.86,113.04,111.53
111.64,112.28,112.80,110.81
112.31,113.64,114.27,111.92
114.02,115.04,116.24,113.85
114.63,113.50,115.10,112.87
113.50,113.52,114.67,112.95
113.56,114.90,115.02,113.45
115.06,116.44,116.89,114.66
103.37,110.06,111.22,103.37
110.58,113.45,115.28,110.31
113.59,113.66,114.45,112.34
113.04,109.11,113.28,107.65
108.82,111.20,111.20,108.29
111.38,111.54,112.64,111.31
112.17,113.76,115.34,111.93
113.76,114.51,114.58,113.70
113.83,114.06,115.17,113.25
114.19,113.68,114.75,113.19
114.06,114.83,115.46,114.06
114.27,114.25,114.79,113.31
114.13,114.70,115.12,114.13
114.24,112.80,114.24,112.69
112.79,113.32,113.47,112.32
112.97,113.61,113.99,112.41
113.00,114.75,114.92,112.51
114.14,114.75,114.84,113.77
115.30,115.80,116.32,115.07
115.67,115.70,116.72,115.29
115.30,115.45,116.00,113.97
115.55,115.47,116.84,115.10
115.22,115.66,116.40,114.94
115.36,115.72,116.25,114.78
115.55,116.29,117.00,114.94
116.00,115.75,118.17,115.12
116.30,117.05,117.28,115.70
117.49,116.81,117.77,116.32
116.81,116.94,117.50,116.38
116.52,115.58,116.99,115.31
114.76,113.05,115.15,112.78
112.22,115.56,115.94,111.95
114.22,114.42,115.39,113.57
113.82,115.23,115.88,113.25
115.47,116.95,117.35,115.10
116.93,117.30,117.44,115.34
117.98,116.56,119.24,116.47
117.47,117.21,117.69,116.12
117.52,118.59,118.72,117.52
119.04,120.71,121.05,119.04
120.59,119.98,120.59,119.06
119.18,119.21,119.68,118.33
118.84,118.71,119.45,118.11
118.85,120.13,120.25,118.76
119.44,118.77,120.32,118.70
119.43,121.22,121.78,119.05
121.20,121.00,121.69,120.48
121.59,121.25,122.51,120.72
121.39,124.46,125.28,121.27
120.72,121.79,122.46,120.23
121.57,121.01,121.64,119.81
121.62,120.35,122.40,120.29
120.19,118.40,120.50,117.75
118.74,119.05,119.63,118.32
118.18,116.39,118.18,115.26
116.65,116.06,117.77,115.84
116.18,115.91,117.80,115.85
116.68,112.84,116.98,110.77
113.25,115.83,116.08,112.91
115.85,115.38,115.95,114.34
114.57,115.39,115.59,113.46
115.86,117.23,117.45,115.86
116.32,114.10,117.16,112.46
116.00,120.62,121.05,114.15
120.62,121.04,122.11,117.95
121.08,121.30,121.98,119.72
121.49,122.78,122.97,121.21
123.00,122.84,123.96,121.21
122.19,120.62,124.01,120.09
121.07,120.06,121.69,119.74
120.11,120.43,122.17,119.42
122.53,122.60,123.40,121.46
121.92,122.23,122.87,120.12
117.40,116.93,118.71,112.54
116.06,119.24,121.13,115.79
118.83,119.05,119.62,117.53
119.47,122.62,124.12,119.47
123.01,125.33,125.82,123.00
124.46,126.18,126.61,124.43
125.55,126.54,126.76,123.41
126.80,126.87,128.03,126.12
127.69,126.78,128.00,124.90
127.13,128.87,129.15,125.87
128.66,128.69,130.59,128.35
129.19,129.62,130.52,128.84
129.82,128.68,130.27,127.67
127.99,128.06,128.99,127.42
128.73,129.51,130.78,128.52
130.39,131.72,133.24,129.84
131.72,130.75,132.81,129.96
132.06,131.19,132.95,130.60
131.61,132.91,133.09,131.03
