CASY,Caseys General Stores,NASDAQ
59.20,58.05,59.70,57.87
57.69,58.02,58.67,57.22
58.40,58.68,58.80,57.56
59.15,59.18,59.66,58.89
59.51,60.72,60.98,59.51
60.53,60.16,60.90,59.77
60.79,61.56,61.85,60.46
61.57,62.77,62.80,61.31
62.39,63.28,63.75,62.21
64.23,63.58,64.23,63.09
63.80,63.88,64.10,63.39
64.27,64.54,64.66,64.18
64.54,64.43,64.87,64.25
64.80,65.04,66.06,64.63
65.00,64.95,65.43,64.64
65.50,65.72,65.78,64.53
65.46,67.99,68.15,65.05
68.42,68.48,69.91,67.80
68.72,69.57,70.01,68.72
69.45,69.33,69.55,68.74
68.97,68.43,69.16,68.11
68.78,67.17,68.78,66.54
67.50,66.91,68.00,66.09
66.94,67.37,67.55,66.53
66.91,67.13,67.32,66.36
67.00,67.37,67.86,66.81
67.52,66.21,67.58,65.70
66.31,66.23,66.98,65.81
66.80,66.25,66.98,66.01
65.89,66.43,66.67,65.72
66.46,67.34,67.61,66.40
67.24,66.48,67.24,65.99
66.15,65.47,66.44,64.84
65.90,66.61,66.70,65.61
66.47,66.85,66.96,65.67
66.40,67.15,67.22,66.40
67.38,67.80,67.94,66.40
67.78,67.68,68.05,66.97
67.00,64.50,67.04,64.42
64.25,66.07,66.38,64.25
66.13,67.37,68.06,66.04
67.30,68.82,69.26,66.87
68.49,69.04,69.57,68.38
69.21,68.71,69.21,68.44
68.75,68.91,69.07,67.80
68.87,67.98,69.06,67.97
67.18,65.79,67.54,65.79
65.83,65.66,66.37,65.58
65.72,66.85,67.16,65.55
66.62,65.94,66.75,65.70
66.76,65.89,66.90,65.48
65.73,66.59,66.85,65.01
66.77,67.23,67.34,66.41
67.36,67.82,68.30,65.76
71.46,68.83,69.14,67.80
69.97,70.35,70.96,69.10
70.54,71.79,72.81,70.54
71.76,71.06,72.00,70.83
71.53,71.02,71.88,70.86
71.65,70.93,71.73,70.83
71.11,71.02,71.56,70.61
70.99,72.68,73.00,70.87
72.75,73.02,74.00,72.58
73.07,72.45,73.12,72.20
72.21,72.67,73.51,71.83
72.95,73.18,73.66,72.39
73.16,72.67,73.80,72.54
72.28,73.48,74.02,72.28
72.87,73.30,73.85,72.41
72.72,73.39,74.08,72.72
73.50,73.67,74.60,73.11
73.28,72.64,73.66,72.17
72.30,71.13,73.03,70.67
71.00,72.12,72.74,70.71
71.63,71.32,71.97,71.11
71.26,71.87,72.33,71.26
72.09,72.09,72.96,71.41
72.87,73.47,73.98,71.71
73.17,73.41,74.40,72.82
72.94,73.06,73.45,72.18
73.00,71.89,73.08,71.67
72.11,71.92,73.80,71.70
71.76,71.90,72.08,71.47
72.58,73.26,73.52,71.78
73.57,73.71,74.36,73.27
73.89,72.43,75.13,72.30
72.22,72.64,73.28,72.01
72.74,72.48,73.01,72.23
72.85,72.64,72.85,72.07
72.54,72.71,72.91,72.04
73.00,73.97,74.04,72.86
74.02,73.14,74.02,72.80
73.24,72.88,73.75,72.59
72.78,73.87,74.27,72.25
74.17,75.40,75.42,73.59
75.23,76.99,77.04,74.68
77.47,77.03,77.58,76.65
77.44,76.78,77.55,76.44
76.73,77.07,77.26,75.98
77.04,76.34,77.08,76.00
76.27,76.12,76.44,75.37
75.64,76.27,76.45,75.34
76.28,76.57,76.88,75.63
76.57,75.78,77.29,75.50
76.05,74.80,76.39,74.37
74.92,74.22,75.62,73.90
74.59,74.24,75.10,73.77
74.50,75.22,75.85,74.50
75.45,74.05,75.73,74.00
74.41,73.42,74.87,73.15
73.60,75.28,75.58,73.11
75.19,75.01,75.77,74.79
75.49,74.42,75.58,74.36
74.17,73.70,74.49,73.48
73.60,73.38,74.56,73.04
73.25,73.85,74.08,72.58
73.66,74.68,75.00,73.10
75.14,75.97,76.21,74.24
76.34,74.88,76.59,73.61
73.67,70.27,73.95,70.01
70.18,68.73,70.51,68.64
68.36,71.85,72.17,67.80
72.12,70.80,72.33,70.59
71.29,70.58,71.50,70.27
70.49,70.53,70.84,69.61
70.75,71.58,72.25,70.23
71.29,70.54,71.92,70.52
70.86,71.13,71.77,70.32
71.19,70.78,71.78,70.03
71.00,71.09,71.80,70.08
71.22,70.77,71.25,70.36
70.60,70.31,70.75,69.93
70.09,70.53,71.00,69.90
70.39,70.25,70.74,69.83
69.75,68.90,70.24,68.72
68.94,68.58,69.79,67.99
68.71,67.39,68.90,67.09
67.50,66.83,67.63,66.75
66.83,66.59,66.90,65.88
66.93,67.02,67.30,65.93
67.13,66.79,67.23,66.53
66.44,65.40,67.18,64.84
65.81,66.31,66.36,65.00
66.29,66.95,67.15,65.91
68.03,67.83,68.04,66.56
67.69,68.46,68.58,67.12
68.99,68.59,69.13,68.18
68.64,67.99,69.00,67.93
67.88,68.34,68.43,66.95
67.90,66.87,68.24,66.66
65.90,66.06,67.00,65.64
66.15,67.65,67.68,65.73
67.28,68.40,68.50,67.23
68.89,68.87,68.97,67.81
67.76,68.67,69.01,67.29
68.61,67.27,68.65,66.85
67.45,67.24,67.62,66.57
67.05,66.93,67.51,66.62
67.12,67.23,67.61,66.69
67.34,67.16,67.57,66.18
67.02,66.63,67.02,66.18
66.77,67.42,67.58,66.44
67.50,66.93,67.63,66.84
66.62,66.56,66.78,65.84
66.62,67.43,67.58,65.91
67.70,66.88,67.75,65.73
66.86,67.18,69.28,66.80
67.29,67.98,68.23,67.18
67.90,66.78,67.90,66.69
66.71,66.76,67.28,66.40
66.65,66.88,67.79,66.58
67.14,67.65,67.99,66.72
67.56,67.92,67.95,67.32
68.15,68.49,68.70,67.52
68.02,67.19,68.52,66.81
67.96,69.20,69.49,67.44
69.30,67.80,69.30,67.67
67.96,67.23,68.01,66.45
67.41,66.35,67.50,66.09
65.87,67.87,68.37,65.85
66.47,66.26,67.84,65.51
65.93,67.78,67.96,65.91
68.14,68.45,68.78,67.48
68.44,69.48,69.66,68.02
69.92,70.68,70.95,69.86
70.41,70.21,70.50,69.51
70.15,69.60,70.40,69.25
69.33,70.23,70.30,69.33
70.00,69.82,70.67,69.65
70.10,68.72,70.26,67.96
69.07,68.22,69.53,68.15
68.68,66.98,68.68,66.98
67.00,66.54,67.48,66.22
66.42,67.58,67.99,66.42
67.74,67.59,68.13,66.62
67.74,68.74,68.84,67.15
68.83,69.84,69.90,68.20
69.98,68.84,70.15,68.43
69.28,67.99,69.78,67.45
67.62,66.84,67.93,66.66
67.01,68.36,68.98,67.01
68.50,69.01,69.16,68.29
69.07,67.50,69.32,67.04
66.80,67.84,68.04,66.11
68.58,67.66,68.71,67.05
67.95,67.20,68.14,66.09
67.51,66.45,67.90,65.74
66.33,66.69,67.10,65.82
66.86,66.98,67.29,66.36
66.89,66.53,67.77,66.31
66.37,66.42,66.92,65.96
66.67,66.72,67.25,65.82
66.30,65.34,66.32,65.00
65.78,67.79,68.24,65.78
67.76,67.81,68.49,67.09
67.59,68.66,68.71,67.00
68.38,68.41,68.74,67.34
68.54,67.84,69.46,67.75
67.50,67.84,68.30,66.84
67.73,67.44,68.09,67.00
67.71,67.23,67.71,66.42
67.32,66.71,68.44,66.62
66.47,68.36,68.42,66.25
68.60,69.76,70.34,68.15
69.80,69.15,70.74,69.09
68.88,67.39,68.90,67.34
67.14,67.03,67.30,65.45
66.89,66.82,66.89,66.10
66.51,66.66,67.03,66.06
66.23,65.93,66.86,64.12
66.25,66.43,66.83,64.86
66.57,67.36,69.00,66.57
67.54,67.81,67.94,67.06
68.39,69.69,69.92,68.07
69.50,69.62,70.21,69.12
70.08,70.08,70.25,69.51
70.34,71.23,71.39,70.31
71.36,71.09,71.55,70.68
70.81,70.72,71.22,70.54
70.47,71.16,71.30,70.47
71.32,72.11,72.79,70.76
72.10,72.35,72.96,72.02
71.98,74.77,74.87,71.54
71.57,75.12,75.79,70.21
75.02,75.03,75.49,74.75
74.68,73.66,74.71,73.10
74.02,72.68,74.02,72.41
72.50,72.80,72.95,72.14
72.90,72.03,73.07,71.91
72.15,72.25,72.49,71.50
72.55,71.03,73.04,70.94
70.88,69.60,71.31,69.45
69.88,70.13,70.30,68.98
69.88,69.11,70.48,69.08
68.69,69.50,69.74,68.69
69.40,69.48,69.71,69.13
69.40,69.95,70.19,69.40
70.03,70.29,70.86,69.40
70.67,70.98,71.48,70.41
70.68,70.23,71.06,70.08
70.51,70.68,71.41,69.98
70.72,70.76,71.27,70.52
70.64,70.01,70.95,69.85
70.31,70.09,70.75,69.45
69.00,68.95,69.53,68.87
68.71,68.89,69.03,68.29
69.44,69.03,69.60,68.72
68.98,67.29,69.26,67.18
67.73,66.91,68.23,66.84
66.65,66.77,67.60,66.65
66.56,68.46,68.78,66.56
68.16,67.59,68.29,67.31
67.94,67.53,68.08,67.23
67.47,67.25,67.84,67.03
67.55,67.55,68.67,67.39
67.15,66.50,67.45,66.38
66.49,66.58,66.86,65.95
66.85,66.81,67.38,66.58
66.88,66.78,67.68,66.31
66.29,66.17,67.01,65.70
66.39,66.70,67.20,65.97
67.04,66.79,67.33,66.50
66.51,66.67,67.77,66.26
66.45,66.62,67.54,66.30
66.81,66.20,67.48,66.06
66.14,67.90,68.04,66.05
68.07,68.65,69.52,67.85
68.54,67.99,68.95,67.74
68.01,68.66,69.10,67.08
68.76,69.06,69.40,68.36
69.97,69.47,69.97,68.70
70.00,70.96,71.26,69.65
70.98,71.31,71.67,70.79
71.24,70.73,71.24,70.03
70.58,70.80,70.90,69.96
70.88,71.74,71.93,70.50
72.26,72.15,73.05,71.84
72.37,72.65,73.09,72.04
72.89,71.87,72.94,71.73
71.77,71.01,71.77,70.40
71.05,71.69,71.99,70.66
71.81,71.55,71.81,70.59
72.00,71.99,72.50,71.68
72.02,71.08,72.35,70.75
70.71,70.88,71.40,70.34
70.80,70.50,71.43,70.17
73.00,69.22,73.00,68.06
69.80,70.49,70.54,68.75
70.32,70.43,70.87,70.17
70.55,68.75,70.55,68.64
68.55,68.42,68.89,67.78
68.44,68.57,68.82,68.06
68.90,70.93,70.97,68.51
71.00,71.27,71.57,70.79
71.47,70.95,71.99,70.61
70.57,70.47,70.82,70.18
70.45,70.27,71.01,70.04
70.60,70.78,71.16,70.29
70.62,70.16,71.02,69.49
70.22,70.44,70.75,69.76
69.84,71.23,71.47,69.29
71.15,71.70,72.39,70.64
71.48,71.38,72.04,71.08
71.28,72.16,73.04,71.28
72.92,73.49,73.65,72.79
73.56,73.69,74.08,73.26
73.37,73.80,73.99,73.06
73.80,75.28,75.52,73.40
75.00,74.66,75.71,74.58
74.27,75.59,75.97,74.03
75.79,77.22,78.17,75.36
78.11,79.67,79.98,76.94
79.00,78.01,79.46,77.13
77.31,78.66,79.14,76.72
79.72,75.98,79.74,75.06
75.64,76.73,76.74,75.39
77.16,76.79,77.77,76.26
77.01,76.65,78.11,76.46
77.48,77.98,78.88,76.52
78.21,77.79,78.79,77.23
77.48,77.73,77.98,77.17
77.85,80.09,80.28,77.82
80.55,80.53,81.22,79.56
79.83,81.06,81.48,79.81
82.19,81.87,82.44,81.48
81.87,80.76,81.90,80.51
80.71,81.20,81.87,80.26
81.59,81.46,82.41,80.95
81.64,82.74,82.80,81.27
82.88,83.52,83.57,81.99
83.66,83.98,84.54,83.23
84.23,83.68,84.23,83.08
83.45,83.65,83.97,83.16
83.91,83.55,84.00,83.41
83.40,82.48,83.80,82.42
82.47,81.37,82.63,81.30
81.62,82.26,82.83,81.00
82.05,83.56,83.81,81.46
83.21,85.55,85.90,82.78
86.45,87.22,87.63,85.62
87.20,87.87,88.66,86.68
85.84,80.83,85.84,79.20
80.34,83.47,84.28,80.10
83.60,83.72,84.89,83.46
83.34,82.53,84.39,82.33
82.75,82.52,83.40,81.87
82.50,82.49,83.32,81.97
82.62,82.50,83.11,81.63
82.40,82.63,83.15,82.40
82.28,82.88,84.12,82.28
82.06,83.67,83.90,81.65
83.68,82.70,84.32,82.43
83.38,86.02,87.00,83.38
84.75,85.88,87.17,82.50
86.33,85.99,87.37,85.01
86.98,84.45,87.55,84.40
85.30,87.76,88.03,84.80
88.66,88.32,89.23,87.37
88.66,88.42,88.99,87.62
88.44,89.15,89.18,87.75
89.05,89.03,90.59,88.60
89.33,89.15,89.94,88.80
89.50,89.07,90.14,88.80
88.83,89.70,90.16,88.83
89.61,90.18,91.24,89.61
90.46,90.32,91.42,90.06
90.02,89.00,90.61,88.28
88.49,87.05,88.71,86.36
87.10,86.41,87.36,86.09
87.26,87.40,88.21,86.59
89.61,91.53,92.32,88.97
91.54,90.78,92.54,90.18
91.09,91.46,92.60,90.22
92.39,92.93,93.85,91.83
91.96,92.38,93.03,91.14
92.52,91.73,93.16,90.71
91.70,93.00,93.57,91.70
93.30,92.50,93.70,91.50
92.36,91.30,93.16,91.01
92.12,91.41,92.36,90.80
91.43,92.06,92.48,91.12
91.83,94.61,94.67,91.76
93.31,93.29,94.47,92.84
93.91,92.34,94.36,92.14
92.57,93.61,93.78,91.52
92.89,91.30,93.75,91.15
91.81,92.01,92.28,90.29
92.33,93.32,94.01,91.55
93.15,93.52,94.34,92.30
93.63,91.55,94.29,91.12
91.55,91.40,92.19,90.21
91.05,89.85,91.40,89.71
90.53,89.76,90.57,89.63
89.68,89.60,90.26,89.01
90.12,90.03,90.50,89.66
90.02,88.93,90.40,88.58
89.26,89.53,89.61,88.36
90.01,90.71,91.60,89.66
90.18,90.35,90.54,89.35
90.52,91.15,91.17,89.40
91.20,91.82,92.35,90.73
91.54,91.34,92.15,90.94
91.20,89.08,91.20,88.77
88.88,89.49,89.61,88.65
89.59,87.75,89.90,87.20
87.89,88.44,88.83,87.65
88.36,87.39,88.61,87.04
86.99,87.94,88.17,86.20
88.20,88.19,89.09,87.56
87.27,87.48,88.32,86.88
88.12,90.73,92.57,88.11
86.50,87.55,89.48,83.00
86.91,87.35,89.00,86.04
88.12,89.26,89.45,87.70
89.60,88.00,89.60,87.55
88.63,88.06,88.88,87.42
88.14,88.09,88.41,87.10
87.69,87.57,88.45,86.11
87.60,87.90,88.27,87.10
88.43,88.96,89.21,87.95
89.07,88.64,89.66,88.19
88.50,89.02,89.28,87.87
89.50,87.23,89.52,86.95
87.25,87.20,88.10,86.30
87.02,88.85,88.95,86.60
88.98,90.27,90.87,88.51
90.07,90.10,90.38,89.69
89.72,89.77,89.89,88.10
89.77,90.02,91.98,89.76
89.40,90.45,91.77,89.40
90.70,89.25,90.70,89.06
89.59,89.20,90.26,89.01
89.40,88.78,90.60,87.85
89.37,89.92,89.95,88.54
90.26,89.72,91.08,89.47
89.92,90.25,91.08,89.26
90.91,88.98,91.38,88.82
89.23,88.26,89.91,88.04
87.72,87.32,88.00,86.55
88.41,87.75,88.72,87.63
88.33,87.43,88.39,87.33
87.71,86.46,87.73,85.70
86.40,85.82,86.78,85.18
86.07,85.80,86.27,85.60
86.13,85.11,86.32,84.09
85.04,85.03,85.76,84.19
84.55,82.02,84.99,82.01
81.78,82.18,82.78,80.94
82.39,83.07,83.72,82.02
83.61,83.42,84.92,83.03
83.34,82.32,83.85,81.10
82.62,82.20,83.07,81.71
82.38,81.75,82.66,81.18
82.60,82.31,83.16,81.74
82.60,82.26,83.66,82.22
82.23,82.93,83.75,81.72
82.98,82.68,83.21,81.74
82.92,83.52,84.12,82.09
84.58,91.31,91.42,84.58
91.45,91.14,92.80,90.59
90.79,91.07,91.71,90.01
91.59,91.34,91.76,90.66
91.34,90.36,91.87,90.29
90.30,91.00,91.64,90.08
91.53,89.83,91.53,89.72
89.84,89.75,90.28,88.69
89.19,89.58,89.98,88.95
89.78,87.19,90.30,87.02
87.43,89.08,89.19,87.01
88.60,87.52,88.60,87.24
87.82,88.27,88.37,86.73
88.00,88.16,89.56,87.63
87.26,87.67,88.04,86.64
87.29,87.26,88.39,86.96
91.60,92.80,97.95,90.32
93.06,93.36,94.24,91.52
93.70,93.13,94.18,92.64
92.93,93.10,93.76,92.49
92.65,93.23,93.82,91.66
93.28,92.81,94.45,92.48
92.83,92.98,93.39,92.16
91.36,94.49,95.43,91.36
94.64,95.83,97.30,93.96
96.08,96.38,96.76,95.44
96.66,95.22,96.98,94.76
95.96,96.96,98.22,95.75
97.20,97.34,97.47,95.99
97.68,96.35,98.07,96.23
95.62,94.43,96.70,94.32
94.93,95.74,96.47,94.47
96.09,96.77,97.48,95.59
97.00,96.41,97.45,95.65
95.40,96.66,97.03,95.30
97.32,97.88,98.56,96.70
97.10,97.69,98.62,96.50
97.68,97.11,98.45,96.52
97.95,97.92,98.92,97.04
98.50,98.39,98.61,97.91
98.02,97.95,98.08,96.86
98.24,98.30,98.75,97.37
99.02,101.75,102.01,98.62
102.06,100.57,102.68,100.49
100.50,100.53,100.91,99.05
101.08,99.45,101.08,99.34
99.26,99.93,100.20,99.06
99.73,98.31,99.73,98.16
98.01,97.35,98.73,97.28
97.05,97.89,98.55,95.71
98.57,100.12,100.24,97.11
100.12,100.06,100.81,99.83
99.72,100.42,101.85,99.27
100.77,102.22,102.30,100.05
102.57,104.04,104.17,101.54
103.58,104.71,104.85,102.84
105.11,105.68,106.47,104.51
105.34,104.21,105.75,103.76
103.59,102.87,104.80,102.53
103.75,102.99,103.97,102.38
102.33,103.07,104.29,101.99
102.99,103.83,104.76,102.02
104.05,105.01,105.85,103.01
104.48,106.61,106.87,104.39
106.93,107.91,108.14,106.09
108.31,107.62,109.24,107.26
107.20,107.07,108.00,106.40
106.11,106.51,108.00,105.83
104.47,104.91,105.82,103.54
101.06,102.52,105.27,99.01
105.48,102.12,106.00,101.83
102.99,105.91,106.20,101.57
106.71,105.69,107.60,103.53
105.06,106.08,106.15,104.04
106.08,105.86,106.28,104.87
104.21,104.91,105.25,103.60
105.76,104.80,106.92,104.14
104.93,105.32,105.58,104.08
103.95,105.55,106.22,103.76
107.38,108.49,109.91,106.57
112.00,108.17,114.90,107.46
108.23,108.42,110.86,107.60
109.44,110.21,110.50,107.92
110.19,109.09,110.50,108.72
109.28,110.32,111.16,109.04
110.73,111.56,111.76,110.33
111.47,112.20,113.19,110.90
110.89,110.54,112.03,110.06
111.45,110.84,111.89,109.56
109.81,109.02,109.94,108.01
109.34,107.90,109.43,106.64
107.33,106.66,107.74,105.92
107.37,106.42,108.49,105.96
106.20,104.07,106.68,102.90
103.87,102.99,105.25,102.59
104.06,102.92,104.97,102.58
103.31,103.42,103.82,101.36
102.86,104.15,104.15,101.54
104.46,104.16,104.75,102.95
104.16,103.09,104.62,101.92
103.53,105.04,105.88,103.02
105.78,105.98,106.99,105.37
106.07,107.14,107.24,105.27
107.54,107.67,108.00,107.00
107.36,106.42,108.09,106.26
106.49,104.48,106.95,103.31
104.64,104.85,105.40,103.29
105.29,106.67,106.80,104.01
106.92,108.48,108.63,106.90
108.29,106.97,108.67,106.50
107.00,108.79,109.45,106.56
109.72,110.04,110.42,108.76
111.09,108.83,111.09,107.60
109.01,107.82,110.21,107.58
107.03,107.00,108.02,106.24
106.35,107.38,107.79,105.82
107.00,106.59,107.48,106.42
106.60,106.22,107.38,105.91
105.91,109.29,109.40,105.29
109.45,111.45,111.68,108.76
111.74,111.26,112.55,110.91
111.27,112.47,112.78,110.80
111.98,114.66,114.70,111.61
115.19,112.82,115.50,111.63
112.57,115.51,115.56,112.42
115.61,113.77,115.61,113.76
113.68,112.06,115.31,111.80
111.38,110.81,112.24,110.78
111.55,112.88,113.10,109.79
113.64,114.00,114.71,113.60
113.99,114.52,115.73,112.80
114.52,114.63,116.67,114.08
115.31,114.54,116.10,113.90
116.14,115.77,117.00,114.45
115.00,116.08,116.23,114.38
116.51,117.79,117.93,116.10
117.30,118.38,118.91,116.82
118.80,116.27,119.11,115.98
117.02,117.98,118.31,116.28
117.36,119.59,120.00,117.30
119.46,117.62,121.05,117.55
118.13,119.79,119.85,117.62
120.33,120.01,121.63,118.75
120.75,125.49,126.90,118.29
124.68,125.37,127.07,124.01
125.47,126.35,127.91,125.30
124.69,125.32,126.79,123.80
123.68,128.72,129.00,123.00
128.25,126.87,129.53,126.32
124.49,124.50,125.50,123.18
125.41,124.30,125.89,123.51
123.57,118.14,125.12,118.04
118.70,118.03,120.18,117.02
118.73,119.82,120.05,117.55
120.93,120.51,121.49,119.55
120.90,121.07,121.86,120.55
121.00,121.48,121.77,120.58
122.35,122.91,123.74,121.92
122.93,123.09,123.84,122.76
122.32,120.45,122.37,120.42
118.29,115.59,119.87,114.42
115.15,116.94,117.85,115.15
116.00,117.93,118.79,116.00
116.28,116.96,118.48,116.19
117.67,116.20,117.97,116.05
117.15,117.59,118.09,116.57
118.43,119.18,119.40,117.70
119.88,115.93,119.88,115.74
115.27,115.87,116.83,114.50
113.71,116.73,116.86,112.55
117.96,115.93,118.18,114.98
114.67,115.53,116.82,112.35
116.30,115.22,116.88,113.40
115.95,117.91,118.92,115.21
117.42,115.55,117.90,115.15
115.90,117.98,118.94,115.50
117.42,116.37,118.90,115.98
117.03,116.83,117.54,115.42
117.04,120.74,120.83,116.72
120.03,122.18,123.29,119.60
121.21,121.80,121.95,119.07
123.30,120.26,123.75,119.47
119.83,119.32,120.41,118.73
119.18,113.69,119.47,113.64
112.58,112.24,112.99,109.39
111.34,112.32,113.65,110.20
113.33,113.24,115.79,113.11
111.92,112.06,113.13,110.53
113.05,113.77,114.52,112.13
114.98,116.83,118.00,114.11
116.28,105.02,116.28,104.29
104.94,104.95,106.76,103.99
104.84,107.17,107.36,104.53
107.19,106.71,108.91,106.50
107.43,108.33,108.92,106.02
107.91,109.37,109.66,107.08
110.07,110.50,111.05,109.46
110.22,106.89,110.95,106.79
106.83,105.57,107.46,105.35
106.12,105.00,106.50,104.23
105.00,105.89,107.26,104.86
105.09,102.49,105.75,101.08
102.73,105.81,106.56,102.30
106.02,102.36,106.15,101.94
100.00,104.61,105.66,98.80
107.15,105.75,107.28,102.12
105.90,105.62,107.19,104.57
106.58,105.04,106.66,103.87
105.25,106.35,107.79,105.25
105.65,107.20,107.85,105.50
107.31,107.25,109.36,107.23
106.99,108.20,108.71,106.28
108.59,109.91,110.85,108.30
109.50,109.36,110.14,108.50
108.98,112.00,112.37,108.62
111.85,109.08,111.98,109.05
108.84,109.43,109.82,108.37
109.11,108.24,109.26,107.48
107.78,110.32,110.39,107.78
112.77,114.03,114.95,111.94
113.78,113.32,114.68,112.80
113.09,114.21,114.61,112.75
114.54,111.17,114.54,110.51
110.52,110.50,111.11,109.64
110.72,111.97,112.20,109.48
111.48,110.31,112.47,109.96
110.77,109.38,111.36,107.81
109.65,106.42,109.65,106.37
106.25,105.98,106.62,105.17
106.25,109.04,109.11,105.65
108.88,108.52,109.99,108.17
108.54,112.14,112.80,108.30
111.98,111.14,112.15,110.89
111.34,110.64,111.54,110.10
110.34,112.75,113.35,110.20
113.05,112.57,113.68,111.45
112.22,110.25,112.44,109.42
110.76,112.44,113.17,110.30
112.87,112.11,113.15,111.39
112.17,112.60,112.92,111.29
112.82,111.54,113.06,111.30
111.38,112.00,112.23,109.00
111.84,114.47,114.64,111.84
113.59,113.42,114.53,111.69
112.98,113.81,113.93,112.34
113.37,112.12,114.11,110.63
112.04,111.52,112.38,109.82
111.99,117.25,117.32,111.85
117.79,118.18,118.19,115.92
117.09,114.48,118.01,114.36
114.86,116.41,116.57,114.20
115.75,116.15,117.09,114.97
117.05,115.85,117.05,115.11
115.36,114.98,117.09,114.61
114.64,112.26,115.43,111.85
112.49,113.90,114.60,112.49
113.71,116.42,116.43,113.17
116.91,116.00,117.50,115.82
115.95,119.97,120.17,115.50
119.58,117.66,119.66,117.57
117.29,119.63,119.78,116.84
119.95,119.97,120.14,119.04
120.62,120.21,120.62,119.35
120.33,123.54,123.67,120.05
123.76,124.60,124.66,122.75
125.26,125.00,126.21,123.65
125.32,123.77,125.71,123.50
121.25,119.72,121.25,116.24
119.50,119.52,119.86,117.62
119.74,119.32,119.92,118.18
118.17,119.63,119.93,118.04
118.47,118.72,119.78,117.90
118.94,117.67,118.94,117.09
117.71,117.73,118.14,116.92
117.73,118.99,119.89,117.62
118.68,117.24,118.68,116.02
117.73,119.27,120.30,117.56
119.24,118.78,119.49,118.08
118.79,117.26,118.97,116.95
118.35,119.69,119.77,117.11
115.52,122.80,123.38,115.01
122.84,124.08,125.10,121.40
124.91,124.04,125.07,121.90
127.83,128.57,130.25,125.52
128.77,131.51,131.52,128.33
131.15,130.28,132.35,129.72
130.00,131.17,132.48,130.00
131.12,133.01,133.29,130.40
133.49,132.29,133.49,131.23
132.90,134.19,134.59,132.40
134.11,134.19,134.25,132.85
133.94,131.63,134.03,131.40
132.35,131.29,132.58,131.14
131.56,130.27,131.74,130.15
130.49,130.21,131.22,129.38
130.38,130.72,131.44,129.70
130.99,131.14,131.58,129.96
131.70,132.73,133.08,131.03
132.68,132.07,132.88,131.13
131.87,133.51,133.53,131.53
134.86,134.86,135.29,133.51
135.89,135.92,136.22,134.60
136.00,132.77,136.01,132.21
132.53,131.97,133.00,131.20
132.00,133.54,134.55,131.29
133.49,133.55,134.30,132.21
133.99,131.92,134.00,131.16
131.57,132.47,132.50,130.00
132.79,131.45,133.61,130.89
132.14,133.47,134.04,131.37
134.03,133.06,134.03,132.05
132.77,132.72,133.65,132.56
132.88,133.00,134.23,132.19
132.95,132.00,134.02,131.44
132.31,132.00,132.51,131.26
131.34,132.29,132.59,131.29
132.05,131.83,132.98,130.85
131.85,132.32,132.46,131.10
132.73,134.34,134.40,132.73
134.45,134.34,135.68,133.99
134.43,134.77,135.39,132.75
135.00,132.87,135.00,132.85
133.00,133.71,134.18,133.00
133.28,133.83,134.14,132.85
133.84,133.11,134.58,132.20
132.89,133.41,134.04,132.54
133.67,132.15,134.29,131.81
131.88,131.31,132.88,130.88
131.81,131.47,132.45,130.92
131.76,133.28,133.76,131.65
133.89,133.31,134.57,131.69
121.25,121.21,122.74,115.37
121.19,119.82,121.50,118.88
118.76,119.84,120.98,118.18
119.25,119.80,121.48,119.03
119.74,120.12,121.01,119.26
120.23,118.55,120.24,118.25
118.18,119.70,120.87,117.80
120.57,118.98,120.57,118.13
118.81,119.72,120.39,118.81
119.96,119.08,120.35,118.19
118.58,119.64,120.07,117.55
119.77,119.70,120.35,118.34
119.39,117.94,120.20,117.70
117.21,116.21,117.84,116.01
115.89,115.70,117.04,115.57
115.92,116.15,117.00,115.50
116.15,115.09,116.44,115.07
117.75,120.15,120.45,117.31
119.49,119.10,120.56,118.74
119.00,117.20,120.74,117.14
116.97,116.78,117.70,116.61
116.05,118.31,119.07,116.05
118.75,116.95,118.75,116.74
116.95,117.69,118.08,116.84
117.03,116.37,117.93,116.11
116.37,117.24,117.70,116.20
117.01,117.15,117.35,116.40
117.31,115.32,117.31,115.32
115.70,114.36,116.81,114.29
115.62,116.53,116.78,114.11
116.97,116.47,116.97,115.25
116.27,115.08,116.27,115.03
115.04,114.65,115.36,114.09
114.70,115.72,115.79,114.70
116.00,116.11,116.22,114.66
116.19,115.26,116.49,115.17
115.90,114.37,115.96,114.18
114.43,115.16,115.38,114.22
114.00,112.99,114.91,111.04
113.66,112.33,113.66,111.19
112.51,113.26,113.65,112.10
113.34,111.27,113.77,110.63
110.92,112.14,112.60,110.45
112.77,114.84,115.06,112.02
114.61,116.20,116.25,113.56
113.83,116.60,116.66,111.94
117.00,115.06,117.49,114.86
115.00,116.72,117.34,113.53
116.45,120.04,120.26,115.00
120.50,121.66,121.98,119.58
122.05,122.05,122.40,120.65
121.97,122.59,123.92,121.06
122.51,122.81,124.81,121.92
122.50,121.34,123.00,120.71
121.90,120.55,122.07,120.17
120.81,122.99,123.01,120.81
124.00,122.55,124.17,121.94
122.25,123.02,123.04,120.88
123.02,122.56,123.90,122.23
121.81,120.45,122.66,119.04
119.91,120.83,121.82,119.31
120.43,120.82,121.16,118.51
121.47,122.17,123.19,121.10
122.81,123.08,124.57,121.37
