HUM,Humana Inc. Common Stock,NASDAQ
84.23,84.91,84.96,84.02
84.44,84.60,85.90,84.00
85.02,84.41,85.27,84.04
84.71,84.16,85.48,83.91
84.25,85.17,85.56,84.11
85.08,84.38,85.10,84.09
84.85,85.19,86.30,84.84
85.00,82.93,85.22,82.33
82.70,83.05,83.55,82.14
83.54,83.68,83.74,82.61
84.29,84.27,84.77,83.89
84.94,85.18,86.29,84.85
85.18,84.93,85.64,84.57
85.71,86.20,86.50,85.00
86.55,85.53,87.25,85.41
85.53,85.10,85.77,85.05
84.92,85.16,85.75,83.73
85.63,85.43,86.09,84.88
86.23,88.34,89.49,86.23
87.34,89.08,89.09,87.09
89.34,89.99,90.40,88.74
90.37,90.59,90.86,89.57
90.96,91.57,91.61,90.30
91.15,90.36,91.15,89.08
89.68,89.74,90.33,88.09
90.10,90.64,90.96,89.67
91.14,89.26,91.33,88.76
90.11,91.26,92.74,89.26
90.39,91.31,91.37,89.00
90.96,89.89,91.33,89.60
89.92,91.25,91.56,89.89
91.28,91.78,92.08,90.45
92.20,91.85,92.96,91.69
92.08,93.79,94.14,91.91
93.21,93.39,93.92,92.95
92.81,93.30,93.44,92.56
93.17,93.37,93.92,93.17
93.58,92.68,93.58,92.51
92.01,91.39,92.50,90.90
90.99,91.53,92.19,90.99
91.28,91.71,92.33,91.28
91.59,91.69,91.85,91.14
91.73,91.51,92.02,91.04
91.83,93.48,93.62,91.64
93.62,94.33,94.58,93.45
94.57,93.85,94.67,93.70
92.33,92.70,93.33,92.00
92.65,92.82,93.30,92.40
92.61,93.19,93.72,92.31
93.68,92.08,93.93,91.85
92.81,94.35,94.65,92.81
94.26,94.70,94.70,93.45
94.70,96.26,96.75,94.47
96.28,95.64,96.70,94.68
95.57,95.44,96.00,95.19
95.93,97.09,97.30,95.44
97.23,97.97,98.09,96.54
97.98,97.73,98.19,97.45
98.16,98.24,98.64,97.92
99.08,99.56,99.85,98.87
99.44,99.60,99.68,98.44
99.53,96.95,99.69,96.05
96.95,94.71,97.36,93.83
95.09,95.53,96.22,94.90
95.42,95.29,95.81,94.23
95.51,96.00,97.00,95.14
95.84,94.74,96.32,94.51
94.88,93.78,95.65,93.00
93.41,93.88,94.19,93.08
93.54,93.33,93.65,91.48
93.66,95.35,95.72,93.66
94.97,94.87,95.12,93.73
94.60,94.38,95.49,94.07
94.65,96.54,96.85,94.54
96.17,94.71,96.17,94.51
94.53,93.00,95.00,92.97
93.38,93.21,93.65,92.93
93.98,95.76,96.40,93.94
95.77,95.65,96.03,95.28
95.22,95.67,95.87,94.34
95.32,94.82,95.95,94.59
95.25,96.63,96.65,95.21
93.75,93.85,93.92,92.18
94.29,91.23,94.79,90.83
91.04,91.50,91.75,90.19
91.50,92.82,93.67,91.50
92.85,91.87,93.03,91.00
92.11,91.33,92.58,90.99
91.33,91.54,91.84,91.02
91.50,91.60,91.95,91.08
91.38,91.65,91.67,90.70
91.66,91.21,92.33,90.83
91.45,92.15,92.86,90.96
92.31,93.01,93.11,91.92
93.35,94.13,94.69,93.23
93.69,93.95,94.67,93.22
91.84,95.87,97.36,91.34
97.00,95.48,97.00,95.01
95.65,95.19,96.29,94.36
95.37,96.15,96.74,95.13
95.90,96.38,96.63,95.60
95.91,96.57,96.60,95.54
96.85,97.46,97.67,96.67
97.40,98.27,98.28,97.08
98.26,98.64,98.92,97.65
98.93,98.64,99.40,97.81
99.05,100.28,101.41,98.70
100.19,99.72,101.60,99.62
99.80,101.25,101.59,99.76
101.52,103.48,103.50,101.35
103.60,103.89,104.59,103.38
103.52,103.78,104.05,103.03
103.81,103.99,104.69,103.81
104.01,105.25,105.80,103.81
104.90,104.76,105.12,103.90
104.64,103.76,104.73,102.45
103.49,101.91,104.06,101.82
103.03,104.00,104.15,102.87
103.78,104.42,104.95,103.78
104.04,103.63,104.47,103.44
103.99,101.93,104.74,101.70
101.68,100.47,102.40,99.69
100.85,99.91,102.03,99.62
99.90,100.11,100.85,98.99
100.18,99.07,100.25,98.76
99.63,100.73,101.11,98.62
100.22,101.69,101.86,99.20
101.95,101.89,102.59,101.11
102.39,103.07,103.60,102.02
103.21,103.26,103.79,103.08
103.29,103.53,103.78,102.85
103.17,103.05,103.98,102.78
103.15,102.48,103.42,102.32
102.67,103.22,103.53,102.05
102.76,102.84,103.88,102.30
102.86,101.76,103.04,101.58
102.30,100.76,102.38,99.96
98.72,100.55,101.35,98.50
100.66,99.40,100.66,98.95
99.80,98.99,100.40,98.99
97.00,96.96,98.77,95.01
96.94,96.03,97.75,95.97
96.04,96.79,96.91,95.50
96.79,97.13,97.65,96.52
96.72,96.16,97.10,95.13
96.00,96.57,97.17,95.83
96.69,95.66,96.94,95.27
96.14,96.14,96.49,95.56
95.91,96.19,97.84,95.80
95.30,96.00,96.32,94.91
96.12,96.04,96.77,94.85
96.00,96.02,96.74,95.70
95.18,96.52,98.59,94.20
96.92,98.17,98.92,96.81
97.03,97.30,97.68,96.80
97.19,96.36,97.33,95.88
96.47,97.47,97.58,95.31
91.00,95.71,96.88,91.00
95.57,96.66,96.81,94.70
96.01,95.97,96.57,94.56
95.78,96.47,96.47,94.71
96.54,97.27,97.54,94.88
97.30,95.59,98.23,95.39
95.52,97.02,97.23,95.28
96.86,100.23,101.61,96.86
100.73,102.31,103.96,100.35
101.93,101.98,102.94,101.76
100.91,102.24,102.92,100.91
102.72,102.82,104.11,102.37
102.86,113.69,114.76,102.71
113.37,110.49,114.11,109.92
108.14,110.31,112.72,108.14
110.26,110.62,111.28,109.78
110.79,112.46,113.09,110.46
114.20,112.22,115.00,111.62
113.07,112.35,113.52,111.78
111.76,111.96,112.93,110.96
112.39,111.47,113.29,111.18
110.77,110.92,111.23,109.84
110.71,110.88,110.97,110.11
111.19,110.36,111.19,110.20
110.11,110.99,111.27,109.81
111.17,109.62,111.26,109.46
109.72,109.49,110.58,109.21
109.95,111.54,112.00,109.89
111.42,113.45,113.70,111.42
113.53,116.96,117.51,113.37
116.95,118.78,119.93,116.81
119.68,116.99,119.81,116.97
117.20,113.79,117.63,113.76
113.75,114.20,115.79,113.39
114.82,112.93,115.08,112.39
113.10,112.06,113.50,111.60
112.56,113.08,113.95,112.39
113.77,112.72,113.88,111.15
112.77,113.27,115.01,112.44
113.56,112.17,113.56,111.83
112.56,114.09,114.14,111.97
114.36,112.21,114.89,111.75
112.20,112.00,114.07,111.75
112.20,111.27,113.13,108.65
111.67,113.90,114.18,111.40
113.81,109.66,114.39,109.21
108.47,108.16,109.78,107.90
108.57,109.25,109.32,107.61
109.52,109.65,110.01,108.18
110.13,108.80,110.55,108.18
105.55,104.74,107.18,103.89
105.23,105.38,106.24,104.08
105.52,107.88,108.35,105.52
107.45,107.87,109.00,106.37
108.97,108.82,109.81,108.37
108.32,109.18,109.40,108.05
109.54,108.97,109.59,107.91
109.54,109.05,109.65,108.43
109.32,109.75,112.22,108.88
110.52,109.42,111.05,109.02
109.55,108.89,110.26,108.70
108.74,110.12,110.56,108.16
110.22,109.79,111.00,109.69
110.02,119.05,119.86,107.99
119.05,116.72,119.12,116.08
116.73,120.04,120.09,116.31
120.19,123.62,123.94,120.18
123.63,121.92,123.94,121.88
121.99,119.99,121.99,119.70
119.81,119.56,120.88,117.81
119.68,119.00,120.24,118.02
118.78,121.34,121.51,118.78
121.07,121.33,122.14,119.99
121.39,122.41,122.71,121.21
122.41,123.31,123.53,121.39
123.78,124.49,124.81,123.03
124.98,125.25,126.44,124.65
125.15,124.32,125.98,124.20
124.89,124.56,125.35,123.55
124.72,124.46,125.48,123.38
124.96,125.40,126.28,124.47
124.91,124.40,125.66,123.84
124.65,125.24,125.60,124.03
125.23,124.35,125.23,123.85
125.58,126.38,126.75,125.35
126.33,125.38,126.99,125.19
124.92,126.54,126.54,124.20
126.54,126.89,127.17,125.31
126.51,125.24,126.84,124.93
125.16,124.66,125.34,124.01
124.78,123.05,124.78,122.87
123.21,122.93,123.47,122.36
123.26,124.86,124.99,122.40
124.91,126.58,126.70,124.53
126.12,127.15,127.22,125.41
127.24,127.32,127.67,126.67
127.07,127.07,128.00,127.03
127.00,128.95,129.14,127.00
128.85,127.80,128.87,126.19
127.47,127.41,127.99,126.39
127.25,127.72,129.36,126.86
128.22,129.29,129.90,127.94
128.85,129.60,129.66,127.21
129.60,130.21,130.42,128.90
129.90,128.27,129.90,128.04
127.58,127.41,127.93,126.89
128.15,127.70,128.95,127.51
126.02,127.08,127.68,125.86
127.07,127.40,127.79,126.57
127.85,128.50,128.98,127.73
128.50,128.64,129.65,125.24
128.99,127.43,128.99,127.36
127.07,131.17,133.65,127.07
131.43,132.60,132.90,130.75
131.79,133.02,133.21,130.90
133.39,133.56,134.93,133.24
133.91,133.06,134.21,132.50
133.51,132.90,134.38,132.57
127.02,128.55,129.82,127.02
129.03,130.93,131.09,128.94
130.57,127.52,130.98,126.58
125.00,120.34,125.00,118.53
120.68,117.65,120.68,116.38
117.30,118.80,119.11,117.30
118.70,120.36,120.77,118.26
119.15,119.51,120.10,118.53
119.05,120.07,121.21,119.05
119.94,115.97,119.94,115.51
116.29,118.11,118.33,115.66
118.11,117.24,118.38,117.05
117.44,117.66,118.24,117.01
117.66,119.50,120.17,117.49
120.11,120.13,120.29,119.44
120.35,120.45,121.06,118.94
121.19,121.93,122.10,120.07
121.95,122.93,123.35,121.32
123.00,123.15,123.35,122.11
122.89,123.45,123.88,122.85
123.42,123.19,123.85,122.66
123.83,124.22,124.71,123.30
124.39,125.05,125.48,124.20
124.91,127.32,127.64,124.88
126.87,127.64,128.53,126.58
127.93,128.74,129.59,127.90
129.15,127.45,129.49,126.66
128.23,127.25,128.38,127.18
127.35,126.88,129.75,126.51
127.11,129.20,130.04,126.68
129.00,129.55,130.23,128.50
129.47,130.45,131.15,128.93
131.05,128.96,131.05,128.05
128.68,129.40,129.62,127.28
129.71,128.26,129.97,127.83
128.18,127.66,128.88,127.57
128.28,132.37,132.48,127.72
132.60,132.52,133.51,131.73
133.02,133.18,134.00,132.57
133.97,134.91,135.10,133.19
134.15,134.78,135.86,134.15
134.19,132.35,134.48,131.87
132.17,135.51,135.76,132.17
134.57,131.28,134.57,131.01
131.92,131.73,132.18,130.45
130.63,131.90,132.15,130.42
132.00,130.29,132.25,130.29
130.28,127.99,130.60,127.49
127.10,127.15,128.21,125.90
128.09,128.92,129.57,127.47
129.82,126.24,130.45,126.23
125.90,124.73,126.66,124.68
125.21,127.42,127.46,124.91
127.35,125.03,128.46,124.70
125.37,126.39,127.87,125.17
126.30,124.63,128.40,124.51
125.07,124.20,125.07,122.33
122.75,124.17,124.83,121.04
122.96,125.73,129.48,122.96
126.78,128.23,128.54,125.66
128.14,130.10,130.17,128.10
131.44,133.27,133.78,130.24
133.75,131.47,133.78,131.10
132.88,132.63,133.38,132.25
132.72,133.11,133.16,131.62
133.10,132.73,133.71,132.44
131.14,134.73,134.91,130.51
135.00,134.95,136.60,134.26
134.51,137.18,138.00,134.51
138.93,138.85,139.87,138.31
139.00,138.48,139.75,137.64
138.50,137.75,139.65,137.22
139.45,138.94,139.94,137.13
139.06,139.87,140.65,138.73
131.40,130.58,135.75,129.31
131.51,132.46,133.21,131.16
132.95,136.44,136.59,132.95
136.09,137.25,137.75,134.44
137.49,138.41,139.30,136.96
138.11,135.77,138.43,135.41
136.00,137.47,138.09,135.57
137.91,139.29,140.76,137.56
139.02,136.56,139.44,136.17
136.12,136.20,136.71,135.38
137.50,136.42,137.79,136.02
137.30,139.84,140.46,136.71
139.84,137.69,140.92,137.63
138.18,137.49,138.69,136.67
137.54,137.97,138.98,137.45
137.65,139.08,140.62,137.26
138.36,140.12,140.22,137.18
141.12,141.71,144.30,140.56
141.12,141.12,141.58,139.52
141.62,144.32,145.76,141.47
143.97,144.57,145.26,143.76
142.23,143.45,143.92,142.02
142.25,141.44,142.79,140.40
141.67,142.48,144.49,141.67
141.72,143.60,146.00,141.65
144.00,143.08,144.54,141.01
142.71,141.15,145.60,141.00
141.21,143.33,144.47,141.21
144.81,149.07,149.09,143.37
149.84,146.47,151.52,146.42
146.24,146.34,147.86,146.23
147.49,144.69,148.04,143.74
145.16,144.38,145.23,144.19
145.12,145.07,145.74,144.31
144.75,144.48,145.43,143.05
144.35,145.77,146.14,144.15
145.81,143.63,148.14,143.48
144.95,142.99,146.51,141.39
141.69,139.20,142.76,138.69
140.21,139.09,141.49,137.45
139.73,141.73,142.24,139.73
143.62,147.83,148.39,143.62
147.34,146.75,148.06,146.57
146.66,145.51,147.70,144.87
147.25,146.84,149.22,145.78
145.25,147.55,147.73,144.49
147.90,147.92,149.76,147.45
147.83,149.94,150.06,146.83
150.86,148.97,151.12,146.99
149.43,153.28,154.38,149.13
153.71,153.65,154.46,151.60
153.94,151.47,155.30,151.37
150.97,152.00,152.31,148.90
151.05,150.75,152.05,150.05
151.60,148.91,152.30,148.49
149.00,149.62,149.96,146.20
148.02,146.44,149.65,145.96
146.88,145.98,147.11,143.44
145.96,148.58,148.75,144.37
148.17,150.54,152.88,145.27
153.50,150.36,153.91,149.64
150.29,147.74,150.59,147.36
147.27,147.15,149.23,146.64
148.73,151.65,151.89,148.00
151.45,153.32,153.77,150.92
154.00,153.73,154.76,152.82
153.30,152.67,153.62,151.79
152.62,154.86,154.88,152.40
154.63,155.40,155.45,154.25
154.40,153.28,155.28,153.13
153.08,156.12,156.84,152.66
156.56,164.52,165.52,156.54
164.51,164.44,165.65,163.64
164.44,165.37,166.20,163.88
163.97,163.35,164.50,162.36
162.70,164.38,165.75,162.70
164.38,162.00,164.85,161.24
161.63,160.25,162.00,159.58
159.22,160.22,161.35,158.75
160.17,162.11,162.81,160.17
160.95,159.73,162.07,159.15
160.09,162.34,163.06,159.82
160.62,159.00,160.69,158.16
159.58,161.00,161.34,159.00
161.87,164.28,164.38,161.11
163.49,166.50,166.59,162.63
167.67,174.31,175.30,167.21
172.65,174.00,174.97,172.64
174.35,178.63,179.56,173.70
178.58,180.96,182.97,178.28
182.31,182.79,183.01,180.08
182.79,182.10,183.05,181.37
182.04,180.41,182.98,180.41
181.48,177.33,182.83,177.17
176.80,175.72,177.55,174.81
175.76,177.52,177.77,175.40
179.98,181.18,181.38,179.49
180.03,178.02,181.37,178.02
177.83,177.64,178.34,174.70
177.84,177.98,180.14,177.07
177.19,178.26,178.93,176.60
182.00,178.10,182.00,176.97
178.71,178.73,179.58,177.84
178.13,177.73,179.14,176.34
177.64,178.48,178.56,176.94
178.83,178.58,181.05,178.52
178.39,179.55,180.00,178.09
179.99,176.73,180.68,175.49
180.00,177.68,180.57,176.10
176.25,177.48,177.64,176.07
178.68,178.70,179.25,178.41
179.20,180.13,180.44,178.96
180.07,180.01,180.50,178.83
179.06,181.91,182.05,178.61
181.60,182.35,182.41,181.50
182.50,180.12,182.96,179.79
180.49,181.11,182.05,177.79
175.81,168.05,177.45,165.84
167.21,165.60,167.81,164.94
167.00,166.36,167.99,165.07
166.29,168.65,169.97,165.80
167.42,164.25,168.40,163.94
165.29,163.07,165.38,162.35
162.63,164.54,166.27,162.63
165.86,167.90,168.20,165.09
167.56,166.62,168.64,166.43
166.63,173.38,174.00,166.52
173.08,173.50,173.88,171.50
174.77,174.25,176.24,173.86
175.01,175.90,175.91,173.46
175.30,176.61,177.31,175.25
176.35,177.74,178.96,176.30
177.75,178.54,179.25,176.96
177.88,178.76,179.39,177.02
178.34,179.00,179.51,177.21
178.10,177.88,178.84,176.53
178.74,178.52,180.17,177.82
178.08,178.41,179.75,177.27
178.62,214.65,219.79,176.41
213.15,214.92,217.00,210.33
214.66,214.74,216.02,213.55
214.50,213.61,215.10,212.30
212.50,213.00,214.00,211.46
212.48,214.38,214.80,211.14
216.55,212.33,219.48,212.03
211.94,212.47,213.74,211.40
212.37,214.45,215.55,211.55
215.07,214.17,216.66,213.37
213.01,212.47,215.37,212.21
211.66,206.58,217.77,198.80
202.94,199.60,206.26,199.39
200.50,200.89,205.30,200.50
201.30,199.30,202.84,198.91
199.62,202.31,202.68,198.43
207.00,189.94,207.57,189.03
189.47,189.86,193.69,185.11
188.99,184.23,189.84,184.23
184.83,197.37,199.99,184.38
199.01,195.50,200.00,194.15
193.00,192.90,194.40,189.26
193.87,191.28,196.30,191.04
191.87,193.14,194.11,189.78
192.02,187.50,192.93,185.01
190.00,188.96,195.00,187.62
188.40,187.10,189.40,181.82
186.01,185.86,187.74,185.46
187.26,186.16,188.14,186.16
188.00,187.25,188.15,186.02
188.25,185.10,188.25,183.68
186.17,186.14,186.98,185.05
186.03,187.48,187.99,185.40
187.90,186.42,187.98,185.72
186.38,187.44,187.77,185.99
188.07,186.16,188.24,185.76
186.26,185.85,187.22,184.53
185.85,186.10,186.88,184.91
186.21,184.73,186.48,184.21
184.01,181.76,184.09,181.02
181.01,183.91,184.23,180.29
184.16,184.52,184.86,181.86
183.84,184.41,184.89,182.29
184.96,183.70,186.00,183.20
184.15,182.09,184.92,181.28
182.50,182.40,184.21,181.33
182.93,182.33,184.38,181.41
183.29,185.54,186.09,182.94
185.76,184.52,186.99,184.39
184.78,184.06,184.78,182.56
184.54,186.26,186.55,183.97
185.21,185.82,186.60,184.53
185.31,186.09,186.18,182.68
186.00,186.06,187.31,185.25
185.53,186.51,188.15,185.06
185.47,189.75,190.33,185.10
188.99,190.53,192.49,188.26
189.57,189.40,190.60,188.60
188.09,186.09,189.58,185.45
184.93,181.73,185.97,181.73
170.76,175.18,180.36,169.40
177.69,175.46,181.63,175.45
178.93,180.73,181.09,176.17
181.04,184.81,184.90,180.80
184.07,184.01,185.06,183.09
184.10,182.79,186.18,182.72
179.88,179.25,181.68,178.47
181.10,181.70,181.70,178.83
182.35,182.16,184.43,181.04
180.30,181.52,182.95,179.50
183.98,184.98,185.25,183.24
185.92,185.15,188.24,184.84
185.39,185.21,185.96,184.25
184.63,187.32,187.38,184.28
186.50,187.00,187.43,185.67
187.20,187.69,189.12,186.30
188.15,187.62,188.36,187.07
188.10,188.59,190.10,187.25
187.71,187.89,188.69,187.20
188.62,188.84,190.20,186.89
187.67,188.65,189.19,185.14
188.47,188.68,189.60,187.11
187.62,185.97,188.33,184.65
186.89,181.15,187.58,180.68
180.29,174.16,180.93,172.71
174.35,175.76,177.30,173.29
177.09,179.00,179.45,175.72
178.77,180.07,180.55,175.97
178.43,183.51,183.58,176.50
184.62,183.36,185.25,181.65
183.54,178.90,183.86,178.61
179.46,180.92,181.05,178.28
180.55,180.30,181.22,178.98
179.56,181.04,182.42,179.56
180.94,181.51,181.91,180.13
180.53,184.45,185.99,180.53
184.60,182.52,185.69,181.30
181.13,183.25,183.37,180.20
184.00,184.20,185.08,182.83
183.90,186.67,186.80,183.90
186.82,185.92,187.45,184.98
186.58,177.15,186.85,170.75
176.86,165.11,178.19,162.21
165.03,168.20,169.79,165.03
168.41,170.24,170.92,167.55
170.24,175.16,177.03,169.51
174.91,178.00,178.20,171.31
178.00,180.57,183.30,175.41
180.81,178.63,182.12,178.56
179.95,180.64,181.87,178.21
179.98,178.53,181.50,177.01
178.67,176.88,179.01,176.01
177.00,179.05,179.98,176.32
176.02,177.24,177.81,174.62
176.70,177.65,178.08,175.76
177.72,176.44,178.37,175.73
177.45,171.10,178.14,170.61
170.79,169.05,172.55,167.95
168.51,167.36,170.43,166.85
167.48,169.04,169.95,166.99
168.70,169.52,171.74,168.57
169.58,171.08,171.60,168.64
165.29,164.25,168.18,163.40
165.21,167.61,169.24,164.50
167.94,168.07,170.35,167.01
166.91,168.41,168.77,166.44
168.80,168.39,169.52,168.02
168.91,168.90,169.98,168.17
169.25,168.66,170.32,168.24
168.92,173.55,173.61,168.92
173.50,173.13,175.66,172.50
173.17,168.60,173.62,168.24
169.65,170.77,172.62,169.05
170.90,169.47,171.01,169.02
168.98,170.04,170.60,168.35
168.86,170.73,171.25,168.62
170.77,172.02,173.14,170.24
170.37,172.78,174.24,170.26
173.26,174.89,175.10,172.05
174.93,175.66,176.96,174.48
177.20,176.36,178.30,175.69
176.35,176.88,177.83,175.31
176.14,175.38,177.12,174.86
175.65,176.10,176.75,174.47
177.04,176.10,177.37,174.22
176.58,179.14,179.49,171.35
178.82,178.30,180.31,178.11
177.73,177.86,178.33,176.01
178.00,179.11,180.13,177.81
179.53,179.00,179.62,177.51
178.40,178.51,179.75,178.40
177.67,179.75,179.88,176.44
180.22,179.63,181.46,178.50
177.80,176.61,179.24,175.05
175.08,175.15,176.66,173.81
174.56,172.91,176.33,172.44
173.08,169.01,173.42,166.71
169.55,168.83,172.00,167.62
168.93,163.89,170.11,163.52
163.89,167.23,167.75,162.77
166.34,162.16,166.50,160.47
162.16,164.00,167.36,162.16
162.84,164.74,166.20,157.45
165.64,166.11,167.24,163.30
167.44,166.22,168.23,165.64
166.22,163.29,166.81,163.11
163.25,164.66,165.54,163.01
165.35,161.30,165.53,159.74
161.31,159.79,162.70,158.81
160.62,162.79,163.45,158.12
162.71,167.58,168.36,162.69
166.13,166.87,167.59,164.26
167.54,166.78,167.98,164.75
166.56,168.65,169.87,164.87
167.97,164.78,169.32,163.32
164.13,156.96,164.73,156.04
157.04,159.53,161.30,155.24
161.17,161.07,165.52,160.75
158.91,158.02,160.92,157.01
158.34,160.37,160.47,157.41
161.00,166.64,166.74,160.55
167.33,168.31,169.59,166.00
168.00,167.75,169.00,166.61
167.80,165.34,168.22,164.47
166.50,171.75,171.85,165.34
171.68,172.83,174.01,170.06
172.82,172.29,174.00,169.87
171.79,176.60,176.74,171.64
176.81,178.71,181.65,176.60
179.04,176.97,180.98,176.71
178.35,181.23,181.50,176.61
180.30,182.70,183.25,179.65
182.05,183.22,183.56,180.41
182.71,183.25,185.28,181.26
182.00,184.25,184.58,181.93
183.83,182.52,184.16,182.01
182.99,184.43,185.62,182.79
185.00,184.76,186.08,183.52
185.90,186.91,186.98,185.16
187.00,186.33,187.50,185.14
185.45,183.91,187.00,183.02
183.63,183.39,184.84,181.86
182.93,182.54,182.94,179.30
182.00,184.60,185.95,180.52
184.26,183.73,184.99,182.74
183.40,184.36,185.46,181.75
184.76,183.59,184.76,182.51
182.32,184.07,184.64,181.44
184.07,182.93,184.96,182.82
182.94,185.76,186.23,182.65
186.11,184.89,187.44,184.35
184.52,182.95,185.75,182.48
182.77,184.74,185.01,181.50
185.00,185.47,187.80,184.21
182.84,181.03,183.26,178.38
180.60,180.35,181.95,179.81
179.36,172.58,180.76,171.93
172.89,171.03,173.50,169.75
171.05,167.46,171.90,167.32
167.71,170.41,170.65,167.70
170.70,169.96,172.11,168.69
169.74,168.24,170.61,168.03
168.05,169.87,170.23,166.70
169.89,171.72,172.28,168.87
172.42,174.77,174.90,172.09
175.00,174.50,176.27,172.71
174.20,173.45,175.37,172.29
173.98,175.30,175.32,173.53
174.80,176.11,176.16,173.70
176.30,178.48,178.76,175.01
178.90,177.56,179.16,176.60
177.69,177.87,179.40,176.88
177.34,177.07,178.17,175.05
178.00,177.61,178.79,177.32
177.12,176.93,178.31,176.00
175.16,175.70,177.69,174.65
175.29,174.11,176.39,173.99
173.00,170.68,174.44,169.62
171.39,171.28,173.91,170.50
171.59,173.54,174.22,171.31
173.97,170.06,174.99,169.71
170.10,165.81,171.52,165.55
165.88,165.23,166.61,160.65
164.91,171.52,171.96,163.89
171.43,170.80,172.26,168.67
170.53,170.22,173.42,169.86
168.89,168.33,169.98,167.34
168.95,169.60,169.99,168.31
170.00,169.59,172.97,169.08
170.21,170.78,171.81,169.55
170.63,174.70,175.14,170.03
174.67,174.25,174.82,172.98
174.08,173.74,174.98,172.50
174.50,172.51,174.86,171.38
172.27,177.40,177.82,171.53
177.81,187.36,187.40,175.27
186.90,186.20,186.99,184.28
186.75,189.38,189.82,186.25
189.50,188.40,189.90,187.80
187.63,188.00,189.37,187.48
187.03,188.35,188.58,187.00
188.00,186.76,188.50,185.98
186.24,184.69,187.86,184.63
184.88,185.69,187.44,184.50
186.22,185.55,187.52,185.24
185.06,187.04,187.53,184.34
187.26,187.15,187.93,185.40
188.71,189.90,191.65,188.00
190.73,190.07,190.76,188.68
189.72,187.67,191.00,187.33
188.85,187.31,190.62,185.61
184.69,182.90,185.90,182.46
181.44,176.94,182.00,176.94
179.34,182.95,182.97,179.03
183.87,183.65,184.92,183.04
183.50,179.88,183.50,177.90
180.47,174.00,181.21,169.98
173.68,177.21,177.66,172.47
176.49,179.98,181.49,176.37
180.37,162.74,180.37,158.60
159.76,158.15,164.10,157.26
159.80,154.00,164.95,152.34
155.35,154.71,155.52,151.30
155.00,161.30,163.00,153.80
162.22,161.27,162.44,159.55
162.41,158.89,162.70,158.89
160.19,159.64,160.85,156.59
158.90,153.38,160.32,150.00
154.41,158.41,160.20,152.81
153.75,171.53,174.77,153.58
171.34,176.05,178.20,171.34
175.68,173.01,176.06,172.47
173.22,173.96,174.56,171.48
173.11,172.07,173.87,171.34
171.36,172.21,172.38,170.87
169.85,172.55,173.00,169.85
173.00,171.18,173.37,170.40
171.69,169.57,173.00,167.52
170.38,173.48,173.56,168.81
172.18,173.83,176.54,171.55
174.34,178.96,181.71,173.67
178.69,177.65,179.21,177.50
177.96,177.13,179.11,176.83
176.98,179.70,180.48,176.39
180.00,180.09,180.39,178.90
178.93,180.86,183.49,178.53
180.86,179.63,181.53,178.28
179.42,179.63,180.79,177.62
180.34,178.88,180.40,178.12
178.47,179.48,180.07,178.47
178.96,178.00,179.85,177.91
178.56,180.42,180.97,178.47
180.75,179.86,180.88,179.32
180.00,179.31,180.75,178.64
178.44,177.29,179.79,176.88
177.59,177.38,177.86,175.66
177.33,176.93,178.96,176.75
176.52,178.47,178.63,176.16
178.48,178.71,179.01,177.42
179.23,176.53,179.23,176.30
177.14,177.33,178.07,176.03
177.18,176.78,178.91,175.14
176.20,176.16,177.71,175.52
176.13,176.42,177.53,174.91
175.33,176.50,178.20,174.96
176.50,176.78,176.90,175.54
175.73,175.79,176.88,174.61
175.59,174.99,176.05,174.75
174.39,174.78,176.55,174.27
174.35,174.62,177.56,173.53
175.02,174.58,175.29,174.12
174.62,174.52,175.42,174.28
174.49,175.85,176.00,174.30
176.57,175.99,176.87,175.68
175.31,175.55,176.87,174.81
175.43,175.31,176.85,174.92
175.79,177.22,178.19,175.33
177.63,176.58,177.99,175.37
176.41,175.82,176.98,174.95
176.29,176.89,177.45,175.63
176.89,176.63,177.44,174.86
177.01,177.22,177.51,175.78
177.29,177.80,178.37,176.86
177.86,177.23,178.21,176.30
177.92,177.74,177.92,176.36
177.79,178.51,178.71,177.43
178.16,177.53,178.75,176.63
178.00,168.44,180.00,163.50
168.02,169.48,170.46,166.01
170.21,170.82,172.87,169.88
170.45,169.89,171.51,169.44
171.96,173.27,174.10,171.00
173.69,173.90,175.99,172.67
174.26,174.55,174.97,173.25
173.06,175.88,177.37,173.06
176.04,176.27,176.61,174.20
176.43,174.86,176.50,174.32
174.89,174.65,175.49,174.13
175.40,174.19,175.98,172.93
174.04,171.06,174.27,170.04
171.57,171.53,172.77,170.37
172.00,168.66,172.12,167.66
169.00,168.19,171.17,168.08
168.19,165.31,169.66,165.03
165.76,167.42,169.90,165.52
170.87,174.91,175.91,169.62
174.73,179.03,180.00,174.01
179.12,186.00,189.06,178.92
189.30,192.88,194.05,188.20
193.91,193.19,196.45,192.00
193.00,198.84,203.48,192.99
199.58,198.82,201.80,197.40
198.83,200.47,201.12,198.39
200.45,202.06,203.95,199.65
201.99,200.16,202.40,199.96
199.52,199.99,201.91,199.52
200.13,205.71,205.91,199.18
206.66,207.93,208.25,203.24
208.68,207.88,210.30,207.40
207.99,208.00,208.60,206.82
208.71,210.00,211.71,208.16
209.65,212.64,212.94,208.33
211.93,216.76,216.92,211.42
217.00,213.63,217.80,212.57
214.00,208.83,214.87,204.71
210.01,204.30,210.69,202.16
