CPST,Capstone Turbine Corporation - Common Stock,NASDAQ
20.80,21.00,21.60,20.40
21.00,20.80,21.20,20.40
21.00,20.80,21.00,20.40
20.80,20.00,21.00,20.00
20.60,20.80,20.80,20.40
20.60,20.40,20.80,20.40
20.60,20.60,20.80,20.20
20.60,20.80,20.80,20.20
20.40,22.00,22.80,20.40
22.00,20.60,22.20,20.40
20.40,20.40,20.60,20.00
20.60,19.60,20.60,19.60
20.40,19.40,20.40,18.60
19.20,19.00,19.80,18.73
19.27,19.00,19.40,18.80
19.20,20.00,20.00,19.00
20.20,20.00,20.40,19.50
20.00,20.20,20.20,19.62
20.20,19.60,20.20,19.60
19.92,19.80,19.92,19.40
19.60,19.40,19.60,19.00
19.40,19.06,19.58,19.00
19.00,18.43,19.40,18.40
18.40,18.26,19.00,18.05
18.14,19.40,19.60,18.00
19.40,18.42,19.80,18.20
18.72,19.00,19.00,18.60
18.93,19.20,19.20,18.50
19.40,19.20,19.40,19.00
19.39,20.00,20.00,19.23
20.00,19.60,20.40,19.60
19.68,19.20,20.20,19.10
19.10,19.80,20.00,19.00
20.00,20.00,20.20,19.44
19.99,19.35,19.99,19.35
19.40,19.40,19.43,18.60
19.22,18.80,19.60,18.80
18.68,19.40,19.80,18.60
19.56,19.00,19.58,18.60
18.60,17.58,18.70,17.22
17.22,15.20,17.22,15.00
15.00,14.54,15.20,14.40
14.80,14.00,15.40,14.00
14.40,14.00,14.60,13.80
14.20,14.60,14.60,14.20
14.80,15.00,15.10,14.62
15.00,14.10,15.08,14.00
14.00,13.80,14.00,13.72
14.42,14.00,15.00,14.00
14.00,13.86,14.29,13.80
13.85,13.40,14.00,13.00
13.54,13.20,13.79,13.20
13.40,13.54,13.60,13.02
13.52,13.00,13.59,13.00
13.20,12.80,13.60,12.44
12.88,13.00,13.00,12.50
13.00,13.36,13.40,12.62
13.60,13.40,13.98,13.20
13.40,13.70,14.28,13.20
13.80,13.50,14.19,13.40
13.63,13.60,13.86,13.40
13.60,13.78,13.88,13.44
13.87,13.92,14.16,13.72
13.92,14.00,14.40,13.80
13.99,13.92,14.19,13.80
14.20,13.61,14.20,13.60
13.77,13.34,14.00,13.34
13.40,13.20,13.69,12.80
13.20,13.42,14.00,13.20
13.96,13.51,13.99,13.27
13.60,13.19,13.80,13.00
13.40,13.66,13.74,13.20
13.60,13.79,13.80,13.32
13.86,13.81,14.00,13.41
13.82,14.50,14.60,13.64
15.00,15.44,16.40,14.60
16.00,15.81,16.00,15.11
15.85,14.80,15.89,14.62
15.00,15.70,15.90,14.74
15.60,15.38,15.79,15.08
15.42,15.98,17.00,14.90
16.00,16.19,16.40,15.80
16.40,16.20,16.79,16.07
16.99,16.00,16.99,15.72
16.02,16.00,16.30,15.80
16.00,15.34,16.00,15.20
15.54,15.53,15.60,15.20
15.60,15.40,15.78,15.20
15.14,15.35,15.69,15.00
15.46,15.18,15.60,15.06
15.00,14.89,15.40,14.83
14.98,14.80,14.99,14.60
14.93,14.90,15.37,14.80
15.40,15.14,15.42,14.85
15.14,14.93,15.29,14.70
15.10,15.00,15.31,14.85
15.00,15.00,15.29,14.80
15.76,15.18,15.76,15.00
15.39,14.94,15.40,14.80
14.98,15.00,15.16,14.84
15.20,15.78,15.80,15.00
15.78,15.80,15.80,15.45
15.80,15.80,15.80,15.40
16.00,15.20,16.04,14.80
16.40,16.98,17.30,16.00
17.60,16.60,17.80,16.26
16.42,16.00,16.60,15.80
16.05,15.92,16.17,15.70
16.00,15.84,16.00,15.70
15.84,15.80,16.00,15.64
15.80,15.83,16.00,15.80
15.86,15.80,15.90,15.60
15.80,16.00,16.00,15.62
16.00,15.97,16.00,15.42
16.03,15.98,16.20,15.60
15.90,15.60,15.97,15.60
15.60,15.92,15.96,15.47
15.74,15.64,15.98,15.60
15.92,15.60,16.00,15.45
15.56,15.40,15.80,15.20
15.29,15.18,15.60,15.00
15.20,15.40,15.46,14.80
15.80,16.30,16.38,15.60
16.20,16.20,16.26,15.82
16.40,17.04,17.38,16.07
17.20,18.40,19.16,17.00
18.60,18.10,19.00,18.00
18.00,18.40,18.79,17.64
17.80,18.04,18.56,17.80
18.02,19.40,19.40,18.02
19.40,21.00,21.20,19.00
21.20,20.80,22.00,20.60
20.80,20.40,21.00,20.00
20.20,19.14,20.40,19.00
19.05,19.40,19.80,19.00
20.00,20.00,20.80,19.90
20.00,20.00,20.20,19.60
20.00,19.60,20.00,19.20
19.84,18.66,19.92,18.66
18.98,19.20,19.40,18.80
19.60,19.18,19.60,18.72
19.32,19.17,19.60,19.00
19.21,19.80,20.20,19.21
20.60,21.60,22.60,20.40
22.00,23.40,24.00,22.00
24.40,24.20,24.80,23.20
24.20,24.10,24.20,23.60
24.80,24.20,25.60,24.20
25.00,24.00,25.00,23.40
24.00,23.60,24.20,23.20
23.60,24.40,24.60,23.40
24.20,22.00,24.40,22.00
22.20,22.00,23.20,21.80
22.00,22.80,23.00,22.00
22.80,23.00,23.40,22.60
22.80,23.10,23.40,22.80
23.20,24.20,24.40,23.00
24.40,23.40,24.40,23.20
23.60,22.80,24.00,22.60
22.60,22.80,23.40,22.60
23.60,24.20,24.20,23.40
24.40,24.80,26.00,23.80
25.00,25.80,26.00,24.80
25.80,26.20,26.80,25.60
26.60,27.60,27.60,26.20
29.00,30.60,30.80,28.40
30.20,30.00,30.40,28.60
29.60,29.40,30.00,29.20
29.20,30.20,30.40,29.00
30.40,30.80,31.20,30.20
30.40,29.00,30.60,29.00
29.00,29.80,30.00,28.80
30.20,30.40,30.60,29.40
30.60,30.40,31.00,30.00
30.00,28.80,30.00,28.80
28.60,27.00,28.80,26.60
27.40,29.40,29.80,27.40
30.40,30.20,30.80,29.60
30.60,30.40,30.80,30.00
30.00,28.80,30.42,28.20
28.80,29.60,29.80,28.60
30.00,30.20,30.40,29.60
30.00,33.20,33.20,29.80
34.00,35.00,35.20,32.60
35.00,35.20,36.30,33.80
34.40,34.20,34.80,33.60
33.00,31.80,33.00,31.00
31.00,34.00,34.80,30.80
34.40,32.20,35.20,32.20
31.00,33.20,34.00,30.40
34.00,34.80,35.40,33.20
37.00,35.40,37.60,35.20
36.00,36.80,37.00,35.80
37.80,38.00,38.60,37.40
38.60,39.00,39.00,37.80
39.20,41.60,41.80,38.20
42.40,38.00,42.80,37.40
38.40,39.00,40.20,37.20
39.00,37.00,39.20,36.00
37.00,37.20,37.40,35.00
38.60,37.40,39.00,37.20
38.20,36.20,38.40,35.20
36.40,38.80,38.80,35.20
40.00,40.20,41.40,39.60
40.00,40.20,41.40,39.00
41.40,40.40,41.40,40.00
41.20,40.20,41.20,40.20
40.40,38.60,40.60,38.40
39.20,37.00,39.60,36.40
37.60,36.00,38.20,36.00
36.40,36.40,36.80,35.40
36.00,36.40,36.40,35.40
36.40,36.20,36.80,35.40
35.80,35.20,36.20,35.00
35.40,36.80,37.20,33.20
37.40,36.40,37.60,36.20
37.00,36.80,37.00,36.40
36.80,36.00,37.00,35.80
36.20,35.60,36.40,35.20
35.80,37.80,38.20,35.40
37.60,38.20,38.60,37.20
38.60,38.60,39.40,38.20
40.00,38.20,40.60,37.80
38.40,37.10,38.60,36.40
37.20,36.20,37.20,36.00
36.20,35.00,37.00,34.80
35.40,35.00,36.20,34.80
35.00,35.80,36.00,35.00
36.00,37.40,37.50,36.00
37.20,36.00,37.80,35.40
35.60,36.40,36.60,35.60
36.60,36.20,36.64,35.80
35.80,35.00,36.10,35.00
35.00,33.80,35.20,33.60
33.60,35.40,35.60,33.60
35.60,35.50,36.20,35.20
35.40,35.20,35.60,35.10
35.60,36.20,37.00,35.20
36.20,35.40,36.80,35.40
35.40,34.80,35.66,34.40
35.00,34.40,35.00,34.00
34.60,35.20,35.40,34.20
35.60,34.80,36.00,34.00
34.40,33.40,34.80,33.20
33.40,32.80,33.40,31.40
31.80,32.00,32.20,30.60
33.80,33.00,34.60,32.20
33.80,33.40,34.40,33.40
34.20,32.80,34.60,32.80
33.20,33.60,33.80,32.20
33.20,33.00,33.40,32.40
33.60,34.00,34.60,33.00
35.00,34.30,35.00,33.60
30.00,28.40,31.60,27.20
27.80,26.40,28.03,26.00
26.80,26.60,27.20,26.00
27.40,27.20,27.60,26.20
27.40,28.00,28.60,27.00
28.00,28.40,28.80,27.80
28.00,28.20,28.40,26.60
28.20,28.80,28.81,27.40
28.60,27.60,28.60,27.40
27.60,28.40,28.60,27.20
28.60,29.40,29.80,27.80
29.80,30.60,30.80,29.60
31.00,31.20,31.80,30.00
31.80,30.80,31.80,30.40
30.80,31.40,31.40,30.60
31.80,32.40,32.80,31.60
32.00,32.80,33.60,31.40
32.00,30.20,32.38,29.40
30.20,30.40,30.60,30.00
30.80,30.00,31.00,29.60
30.20,30.80,32.20,30.20
31.00,30.80,31.40,29.60
30.80,30.00,30.80,29.60
30.20,30.80,31.40,30.00
31.20,31.60,32.40,30.40
32.00,32.60,32.60,31.40
32.80,33.40,33.80,32.20
32.60,33.00,33.60,31.82
33.20,32.40,33.20,32.00
32.00,29.80,32.20,29.20
29.80,29.80,31.00,29.60
29.00,29.00,29.60,28.00
30.20,30.00,32.00,29.60
30.00,27.20,29.00,27.00
27.20,27.80,29.00,27.00
27.60,25.00,27.60,24.80
25.00,25.60,26.40,23.40
23.40,22.80,24.60,22.80
23.00,25.00,25.00,22.80
26.20,21.60,26.80,21.40
21.80,22.80,23.00,21.80
23.20,22.40,23.40,22.00
22.60,24.20,24.20,22.60
23.80,23.40,24.00,23.40
23.80,23.20,24.40,22.60
22.20,21.00,22.40,21.00
20.60,20.60,21.40,20.40
21.20,20.20,21.61,20.00
20.20,22.20,22.40,20.20
22.80,23.60,23.80,22.00
23.80,22.20,24.20,22.20
22.20,22.60,23.40,21.80
23.00,24.00,24.00,22.80
23.80,24.00,24.60,23.40
24.40,24.00,24.80,23.60
24.00,22.60,24.20,22.60
22.20,22.00,22.70,21.80
21.00,21.80,22.40,20.80
22.40,22.80,23.60,22.00
22.40,22.40,23.40,22.40
22.20,21.40,22.80,20.80
20.60,22.20,22.60,20.60
22.20,22.80,23.00,22.00
23.00,23.20,23.60,22.60
23.40,23.00,23.60,21.80
22.80,23.20,23.20,22.60
22.40,22.30,22.60,22.00
23.00,22.20,23.00,22.20
22.00,21.40,22.80,21.20
21.00,20.60,21.40,20.60
20.60,20.80,21.40,20.60
21.20,20.80,21.80,20.40
21.60,21.40,21.60,20.80
21.40,20.40,21.60,20.40
21.00,20.40,21.20,20.00
20.00,20.00,20.90,19.80
20.00,17.20,20.00,17.00
17.20,19.96,21.00,17.00
19.83,20.20,20.60,19.10
20.20,21.20,21.60,19.80
21.00,20.40,21.00,20.20
21.00,21.40,21.40,20.40
20.80,21.20,22.00,20.80
21.60,22.00,22.00,21.40
21.60,21.80,21.80,21.20
22.00,22.00,22.40,21.60
22.00,21.60,22.40,21.60
21.80,22.40,22.40,20.80
22.00,20.80,22.40,20.60
21.00,20.60,21.40,20.60
21.20,20.80,21.20,20.40
21.20,21.20,21.60,20.80
21.00,21.00,21.20,20.60
21.40,21.00,21.40,20.80
21.40,22.00,22.00,21.20
22.00,22.40,22.60,21.60
22.20,21.80,22.40,21.80
21.40,20.80,21.40,20.40
21.00,21.20,21.80,21.00
21.40,22.00,22.00,20.80
21.60,22.00,22.40,21.20
21.80,22.20,22.60,21.80
22.40,22.00,22.60,22.00
21.40,21.20,21.80,21.20
22.00,21.60,22.60,21.20
21.80,21.80,22.00,21.40
22.40,23.40,23.60,22.20
23.60,25.60,25.80,23.40
25.60,24.60,25.80,24.20
24.60,23.40,24.60,22.80
23.00,22.20,23.60,22.00
21.80,21.80,22.20,21.00
21.60,19.80,21.60,17.24
19.80,18.60,20.20,18.37
18.42,18.20,19.00,18.20
19.20,19.80,19.80,18.80
19.89,19.00,20.40,18.89
20.20,20.80,20.80,19.40
20.40,20.00,20.60,19.80
20.40,20.80,21.20,20.20
21.80,22.60,22.60,21.40
22.60,22.20,22.80,21.80
22.40,21.80,22.40,21.40
21.80,20.00,22.00,20.00
20.40,21.20,21.20,20.20
21.00,20.80,21.00,20.00
20.60,20.00,21.20,20.00
20.40,20.80,21.00,20.00
21.00,20.20,21.00,20.00
20.40,23.00,23.00,20.20
23.00,21.60,23.00,21.20
22.20,22.80,22.80,21.60
23.00,23.20,24.60,22.80
23.20,23.80,23.80,23.20
23.80,23.90,24.20,23.20
24.00,23.80,24.00,23.40
23.80,23.40,24.00,23.00
23.40,23.60,23.80,22.60
23.40,23.20,23.60,23.00
23.80,23.00,24.00,22.40
23.00,22.60,23.00,22.20
22.60,23.20,23.40,22.20
23.00,22.60,23.20,22.20
22.60,22.80,24.00,22.40
22.60,22.40,22.60,21.60
22.20,22.20,22.70,22.00
22.20,22.80,23.00,22.00
22.40,23.00,23.20,22.40
23.20,23.40,23.80,23.00
23.60,24.00,24.00,23.20
24.00,23.80,25.00,23.40
24.00,24.00,24.60,23.80
24.20,23.80,24.40,23.20
23.40,24.80,25.20,23.40
24.80,25.60,26.00,24.60
26.00,25.00,26.00,24.80
24.80,24.60,25.00,24.20
24.20,24.20,24.60,23.60
24.40,23.80,24.60,23.40
24.00,25.00,25.40,23.60
25.80,27.40,28.00,25.20
28.20,26.00,28.60,24.00
26.60,28.80,29.20,26.60
28.80,29.20,30.60,28.60
29.20,27.20,30.00,27.00
28.00,28.00,29.20,27.42
26.80,25.30,27.00,25.20
25.80,24.20,26.00,24.00
24.00,23.50,24.20,22.60
23.80,24.40,25.00,23.20
24.60,24.40,24.60,23.80
24.60,24.60,25.00,24.20
24.80,23.80,25.00,23.40
24.00,22.80,24.60,22.40
23.20,23.00,23.20,22.20
23.00,23.20,23.60,22.40
24.00,24.00,25.00,23.80
24.60,23.60,24.80,23.20
23.00,22.40,23.00,22.00
22.40,22.80,23.00,22.00
22.80,22.00,23.00,22.00
21.60,21.20,22.00,21.00
21.20,20.20,21.40,19.60
20.60,20.60,20.80,20.00
21.00,21.20,21.40,20.80
21.40,21.40,21.60,21.00
21.60,21.00,21.80,20.80
21.00,21.40,21.40,20.70
21.40,20.40,21.40,20.40
20.60,20.60,20.80,20.20
20.80,21.20,21.20,20.40
21.00,22.40,22.40,21.00
22.40,22.00,22.40,21.80
22.00,22.60,22.60,21.80
22.40,21.60,22.40,21.40
21.40,22.40,22.40,21.20
22.40,22.00,22.60,21.60
21.80,21.00,22.00,21.00
21.00,21.00,21.20,21.00
20.80,20.60,21.00,20.40
20.80,20.40,21.00,20.40
20.40,20.60,20.60,20.00
20.20,20.60,20.80,20.20
20.40,20.20,20.60,20.20
20.20,20.00,20.40,19.95
20.00,19.04,20.20,18.64
19.20,18.97,19.60,18.97
19.20,20.00,20.20,19.04
20.20,19.78,20.40,19.60
19.80,19.34,19.80,19.06
19.41,18.80,19.80,18.60
19.80,20.40,21.00,19.40
20.60,20.40,20.80,19.84
20.80,22.20,22.60,20.40
23.60,23.00,24.00,22.60
22.80,22.20,22.80,21.80
22.60,22.00,22.80,21.40
22.60,22.20,22.60,22.00
22.20,23.40,23.40,22.00
23.60,22.20,23.60,22.00
22.00,21.60,22.40,21.20
21.60,21.20,21.80,21.20
21.20,21.20,21.40,21.00
21.00,21.40,21.60,21.00
21.40,21.20,21.60,21.00
21.00,22.00,22.00,21.00
22.00,21.40,22.00,21.00
21.00,21.00,21.60,20.80
21.20,21.40,21.50,20.80
21.00,21.40,21.80,21.00
21.20,20.60,21.40,20.60
20.40,20.40,21.00,20.40
20.60,20.40,21.00,20.20
20.60,20.20,20.80,20.20
20.40,20.40,20.60,19.60
20.20,20.40,20.80,20.20
20.40,20.40,20.80,20.20
20.00,20.40,20.40,20.00
20.40,20.40,20.60,19.63
20.40,20.40,20.60,20.00
20.20,20.80,20.80,20.00
20.80,20.80,21.40,20.40
21.00,20.60,21.20,20.40
20.20,20.00,20.60,19.80
20.00,18.86,20.00,18.66
19.00,18.60,19.29,18.60
19.00,19.06,19.61,18.90
19.40,19.62,19.98,19.40
19.64,19.95,20.00,19.25
20.20,19.00,20.40,18.80
19.27,19.80,20.20,19.20
19.84,19.24,20.00,19.20
19.47,19.80,19.80,19.20
19.75,19.74,20.40,18.97
19.60,20.60,21.00,19.40
20.40,21.00,21.40,20.20
21.20,20.00,21.80,19.80
20.00,19.33,20.20,19.00
19.61,20.20,20.20,19.40
20.20,19.40,20.20,19.20
19.60,19.46,19.80,19.20
19.40,19.69,19.80,19.22
19.53,19.62,19.80,19.40
20.00,20.20,20.20,19.72
20.00,20.50,20.60,20.00
20.40,21.00,21.00,20.00
20.80,21.60,21.60,20.60
21.20,21.20,21.40,21.00
21.00,21.20,21.40,20.80
21.20,20.80,21.40,20.60
21.00,21.20,21.40,20.60
21.00,21.60,22.40,20.80
22.00,22.20,22.20,21.40
22.40,21.80,22.60,21.00
22.20,20.80,22.20,20.80
20.80,21.20,21.40,20.80
21.40,21.00,21.40,20.80
20.80,21.20,21.20,20.80
20.80,20.80,21.00,20.40
20.60,20.30,20.80,20.20
20.40,20.00,20.40,20.00
20.80,20.80,21.00,20.00
20.80,21.20,21.20,20.40
21.40,21.00,21.40,20.60
21.20,20.80,21.40,20.40
21.00,20.40,21.00,20.40
20.40,20.80,20.80,20.40
20.80,21.20,21.20,20.60
21.00,21.20,21.40,21.00
21.20,21.60,22.00,21.00
21.40,21.80,22.00,21.40
21.80,21.80,22.00,21.20
20.60,20.20,21.00,20.20
20.20,20.40,20.40,20.00
20.40,20.20,20.60,19.94
20.20,19.82,20.20,19.50
19.60,20.20,20.20,19.50
20.20,20.40,20.40,20.00
20.20,20.40,20.60,20.20
20.40,20.40,20.60,20.00
20.20,20.20,20.40,20.00
20.00,20.90,21.00,19.94
20.60,20.40,20.80,20.20
20.40,20.20,20.42,19.80
20.00,20.20,20.20,19.83
20.20,20.20,20.20,19.88
20.00,20.20,20.40,19.80
20.20,19.97,20.20,19.97
19.96,20.10,20.20,19.70
20.20,20.00,20.40,20.00
20.20,20.20,20.40,19.80
20.40,20.40,20.40,20.00
20.40,20.40,20.40,20.00
20.40,20.20,20.40,20.20
20.20,20.40,20.40,20.00
20.60,20.60,20.80,20.20
20.80,20.60,21.00,20.60
20.60,21.00,21.00,20.40
21.00,21.00,21.00,20.60
21.00,20.40,21.00,20.20
20.40,20.00,20.60,20.00
20.40,20.50,20.60,20.00
20.20,20.10,20.40,19.90
20.40,20.30,20.60,20.00
20.20,20.00,20.40,20.00
20.00,20.00,20.20,20.00
20.00,20.00,20.40,20.00
20.00,20.00,20.20,20.00
20.00,20.60,20.60,20.00
20.80,20.50,21.20,20.20
20.60,20.20,20.80,19.63
20.20,20.00,20.40,19.82
19.81,19.80,20.20,19.64
19.80,19.62,20.20,19.60
20.00,19.50,20.20,19.20
19.63,19.89,19.90,19.60
20.00,20.00,20.60,19.80
20.20,19.82,20.20,19.60
20.00,19.98,20.20,19.66
20.00,20.10,20.20,19.80
20.00,19.85,20.00,19.71
19.66,19.47,19.87,19.47
19.60,19.80,19.80,19.60
19.63,19.41,19.80,19.20
19.50,19.44,19.60,19.20
19.60,19.00,19.70,19.00
19.00,19.21,19.40,18.80
19.60,20.00,20.20,19.50
20.00,20.00,20.20,19.60
20.00,20.00,20.40,19.95
20.00,21.00,21.20,20.00
20.80,20.60,21.00,20.00
20.00,19.80,20.40,19.60
20.20,19.78,20.20,19.64
19.60,19.55,20.09,19.50
19.56,19.75,19.80,19.44
19.60,19.59,19.80,19.50
19.69,19.00,19.80,19.00
19.00,18.00,19.00,17.66
17.80,18.12,18.80,17.72
18.40,17.83,18.60,17.68
17.90,17.81,18.00,17.44
18.00,18.20,18.20,17.70
18.30,18.37,18.60,18.05
18.38,18.80,18.92,18.31
18.84,18.70,19.20,18.60
19.00,19.20,19.20,18.80
19.41,19.30,19.57,19.00
19.38,19.32,19.40,18.97
19.60,19.05,19.60,19.00
19.05,19.40,19.56,19.05
19.54,19.46,19.57,19.22
19.50,18.98,19.50,18.30
19.01,18.60,19.16,18.60
18.80,19.20,19.20,18.65
19.20,19.12,19.40,18.86
19.20,19.00,19.60,19.00
19.00,18.80,19.30,18.80
18.80,18.94,19.36,18.70
19.09,19.18,19.20,18.70
19.00,19.15,19.19,18.50
19.11,18.95,19.18,18.75
18.94,19.28,19.30,18.80
19.25,18.21,19.25,17.70
18.20,18.20,18.58,18.06
18.30,18.20,18.37,18.04
18.20,17.78,18.22,17.60
17.63,17.86,18.00,17.61
17.80,17.80,17.99,17.60
18.20,18.55,18.80,17.86
18.60,18.37,18.60,18.20
18.48,18.60,18.76,18.40
18.40,18.05,18.80,17.99
18.40,18.32,18.40,17.82
18.20,17.86,18.20,17.70
18.00,17.69,18.20,17.50
18.00,17.54,18.10,17.50
17.54,17.20,17.76,17.10
17.40,16.28,17.40,14.63
16.20,15.76,16.20,15.50
15.80,15.53,15.80,15.30
15.57,15.90,16.00,15.40
16.00,15.82,16.20,15.70
16.08,15.70,16.08,15.65
16.00,15.40,16.00,15.38
15.64,15.60,15.64,15.20
15.80,16.55,16.55,15.80
16.60,16.88,17.00,16.60
17.00,16.49,17.00,16.40
16.80,16.86,17.40,16.60
17.60,17.50,17.69,17.09
18.00,17.80,18.20,17.62
18.00,17.85,18.20,17.60
18.02,18.20,18.30,18.00
18.20,18.12,18.70,18.04
18.20,17.83,18.39,17.80
18.00,17.60,18.10,17.40
19.02,19.40,20.40,19.00
19.80,19.80,19.90,19.30
19.65,20.00,20.00,19.46
20.20,20.80,21.20,20.00
21.00,21.00,21.00,20.20
21.00,20.00,21.00,20.00
20.00,19.10,20.00,19.00
19.20,19.34,19.74,19.02
19.41,19.11,20.00,19.00
19.13,19.42,19.74,19.12
19.80,19.50,19.80,19.24
19.54,19.40,19.80,19.40
19.20,19.35,19.58,19.20
19.26,18.77,19.31,18.20
18.78,19.40,19.40,18.76
19.38,19.09,19.50,18.80
19.04,19.80,19.92,19.01
19.96,19.72,19.96,19.60
19.80,19.53,19.80,19.41
19.56,19.38,19.58,19.20
19.20,18.97,19.58,18.60
19.00,19.50,19.50,19.00
19.80,19.73,19.90,19.60
20.00,19.40,20.00,19.36
19.62,19.22,19.76,19.22
19.36,19.52,19.59,19.30
19.36,19.40,19.56,19.20
19.40,19.02,19.40,18.90
19.20,18.81,19.20,18.70
18.94,19.00,19.50,18.68
18.85,18.58,19.01,18.40
18.80,18.00,18.80,17.80
18.04,17.80,18.58,17.76
18.00,17.40,18.00,17.40
17.38,16.96,17.60,16.96
17.27,17.96,17.96,17.20
17.70,17.40,17.80,17.40
17.80,18.70,18.80,17.62
18.80,18.48,19.00,18.24
18.46,19.36,19.76,18.42
19.60,19.27,19.60,19.20
19.26,18.53,19.37,18.06
18.51,17.60,18.51,17.60
17.80,17.60,18.20,17.57
17.54,17.35,17.60,17.20
17.40,17.24,17.80,17.20
17.24,17.76,17.76,17.24
17.80,17.39,17.90,17.20
17.40,17.64,18.00,17.20
17.71,17.63,17.80,17.44
17.70,17.94,18.00,17.60
17.93,17.36,17.93,17.35
17.60,17.47,17.80,17.40
17.40,17.60,17.77,17.24
17.50,16.98,17.74,16.98
17.00,17.20,17.20,16.80
17.60,17.40,17.76,17.20
17.45,17.19,17.60,17.06
17.16,16.68,17.16,16.40
16.90,17.14,17.31,16.80
17.20,17.20,17.49,17.20
17.40,17.39,17.70,16.80
17.41,16.92,17.57,16.82
17.20,17.15,17.20,16.85
17.59,17.43,17.59,16.91
17.40,17.20,17.40,16.91
17.20,16.91,17.40,16.70
17.00,16.80,17.10,16.60
16.85,17.20,17.60,16.80
17.27,17.80,18.90,17.27
17.72,18.99,20.60,17.72
19.00,20.60,20.60,19.00
21.80,23.40,24.00,21.60
23.40,22.80,23.59,21.80
24.00,24.40,25.00,23.40
24.20,23.20,24.40,22.80
24.00,25.60,26.80,23.80
25.60,23.80,25.60,23.60
24.80,23.56,25.00,22.40
23.00,23.80,23.80,22.60
23.60,26.00,26.00,23.40
26.60,25.80,26.60,24.40
25.60,25.40,25.80,25.20
26.00,25.80,26.40,25.40
26.20,25.60,26.20,25.40
24.20,23.20,24.60,22.00
22.80,22.20,23.40,21.80
21.80,23.00,23.00,21.60
23.00,23.40,23.60,22.80
