URI,United Rentals,NASDAQ
48.80,46.26,48.83,44.85
47.51,48.12,49.08,47.46
48.73,48.95,49.74,48.60
49.48,50.57,51.01,49.42
50.27,49.91,50.99,49.77
50.43,50.05,51.46,49.92
49.93,49.99,50.99,49.54
49.51,50.29,50.81,49.51
51.21,51.03,51.51,50.39
51.15,51.69,52.03,51.05
52.57,53.27,53.94,51.97
53.10,52.14,53.18,51.71
53.12,52.74,53.36,51.51
52.70,52.81,53.23,52.38
53.28,52.22,53.47,52.11
51.94,50.98,52.52,50.70
53.40,56.37,56.48,52.97
56.41,56.70,57.55,55.69
56.39,56.63,56.70,55.26
56.50,56.52,57.67,56.49
56.85,55.95,57.10,55.83
56.47,55.44,56.75,55.29
55.24,55.40,55.89,54.45
54.88,54.56,55.37,54.32
54.40,54.25,54.79,53.90
54.71,55.16,55.57,54.32
55.60,57.32,57.80,55.59
58.07,59.41,59.61,57.83
58.95,59.62,59.84,58.17
59.46,58.88,59.58,58.48
58.92,57.34,58.92,56.33
57.65,55.87,57.80,55.56
56.93,56.05,57.28,55.87
56.08,55.55,56.40,55.50
55.17,55.85,56.34,54.80
55.98,55.73,56.04,55.08
55.70,55.01,56.03,54.98
54.34,54.11,54.48,53.25
54.10,54.03,55.24,53.78
53.98,54.01,54.88,53.79
54.23,55.77,56.15,54.04
55.76,56.14,57.10,55.76
56.24,56.85,57.15,56.16
56.90,56.29,57.15,55.68
56.29,56.56,57.35,55.99
55.62,54.22,55.95,53.61
54.33,55.09,55.72,53.86
54.93,55.90,56.53,54.93
55.91,54.77,55.93,54.29
55.79,55.65,56.76,54.91
55.84,56.13,56.60,55.23
55.59,56.95,57.56,55.53
57.75,56.81,57.90,55.79
57.06,58.25,58.59,57.04
58.72,57.67,58.80,57.41
57.18,55.34,57.18,52.39
55.37,55.87,56.48,55.00
56.07,56.07,57.33,55.87
56.89,55.01,56.91,54.68
55.11,56.50,56.92,54.65
56.37,58.09,58.15,56.33
58.46,57.79,59.19,57.77
57.84,56.52,57.84,56.48
57.03,56.54,57.03,55.70
56.50,56.61,57.24,56.02
56.86,56.79,57.53,56.01
56.80,57.64,58.28,56.80
57.53,57.67,57.94,56.90
56.63,58.29,58.75,56.25
58.40,59.32,60.38,58.25
58.77,60.41,60.53,58.69
60.33,59.92,60.87,58.90
59.79,60.70,60.93,59.67
59.81,58.37,59.90,58.35
58.35,56.51,58.86,56.48
56.45,55.98,56.78,55.05
57.09,58.10,58.34,57.02
57.85,57.73,58.35,57.32
57.33,57.88,58.11,57.19
57.69,57.38,58.13,56.76
58.12,59.79,61.43,56.55
59.77,61.94,62.90,57.80
62.98,64.89,65.36,62.62
65.29,64.38,65.58,63.93
64.79,64.69,65.28,63.95
64.21,64.93,65.15,64.03
64.78,65.12,65.81,64.11
65.48,65.35,65.64,63.79
65.32,65.79,66.10,65.04
65.95,65.87,66.07,64.94
65.77,64.27,65.91,63.63
64.35,64.59,65.46,64.03
64.82,64.43,65.33,63.83
64.54,65.97,66.41,64.49
65.70,66.10,66.80,65.38
66.69,66.30,66.81,65.79
66.20,62.11,66.36,62.01
62.30,63.49,63.74,62.13
63.76,64.73,65.08,63.35
64.55,65.19,65.25,64.07
64.71,66.08,66.24,64.40
66.25,67.38,67.59,65.53
67.72,68.59,68.75,67.08
68.63,67.64,69.41,67.32
67.69,67.19,68.58,67.05
67.39,66.17,67.85,65.84
67.08,67.18,67.55,66.25
67.20,68.84,69.40,67.07
69.09,68.76,69.35,68.08
68.65,69.04,69.31,68.10
68.84,68.89,69.25,68.30
68.95,68.73,69.38,68.31
69.05,69.97,70.86,68.81
69.41,68.78,69.89,68.50
68.30,68.51,69.00,67.79
68.02,68.85,69.18,68.02
69.30,69.97,70.95,69.30
69.91,70.99,71.88,69.75
71.69,71.72,72.97,71.14
71.92,69.98,72.25,69.81
69.83,70.59,71.04,69.51
70.62,71.99,72.33,70.59
72.86,73.32,73.77,72.80
73.33,74.10,74.75,73.03
75.54,75.72,75.75,73.15
75.64,74.87,76.49,74.81
74.32,77.35,77.48,74.17
77.74,77.10,78.05,76.91
77.48,76.81,77.85,76.65
77.20,77.87,78.37,77.20
78.23,77.24,78.23,77.06
77.37,76.99,77.50,76.71
77.37,77.95,78.14,77.21
77.27,76.49,77.73,75.51
76.58,77.16,77.43,76.45
77.18,77.37,78.37,77.05
77.71,77.78,78.79,77.59
77.74,78.78,79.36,77.47
79.36,78.26,79.43,77.85
78.18,79.15,79.33,78.07
79.04,77.08,79.64,76.79
77.99,78.82,78.82,77.16
79.68,81.68,82.00,79.35
81.74,82.01,82.57,81.31
81.90,81.09,82.22,80.84
82.29,81.51,82.29,80.45
81.95,81.59,82.12,80.75
80.92,83.32,84.20,80.38
82.82,79.50,82.87,79.06
79.86,78.23,80.30,76.12
78.75,81.56,81.64,78.75
80.72,79.99,81.31,79.09
81.06,81.60,82.68,80.26
80.70,80.94,82.14,80.12
81.12,74.46,81.53,74.32
74.95,76.87,78.14,74.88
76.96,76.81,77.46,75.42
77.34,79.45,79.95,77.31
79.87,80.60,81.37,79.70
80.44,79.18,80.56,78.73
79.47,81.91,82.34,79.44
82.70,82.63,83.57,81.91
81.43,82.71,83.42,81.22
82.46,83.31,83.70,82.31
83.99,85.11,85.60,83.99
85.36,84.59,85.71,84.27
84.58,86.78,87.25,84.01
86.77,86.59,87.82,86.55
87.09,87.43,88.76,87.01
87.31,87.90,89.10,86.99
88.30,86.21,88.38,86.00
86.22,88.08,88.55,86.07
88.37,88.34,89.08,87.64
86.81,87.50,88.26,86.20
89.41,90.52,91.03,88.73
90.26,89.33,90.69,89.17
89.85,88.50,90.40,88.36
89.91,88.49,89.91,88.17
90.62,91.82,92.79,90.62
91.99,89.95,92.60,89.63
89.50,91.92,91.92,88.50
92.22,89.31,92.45,88.60
88.90,90.09,91.21,88.90
91.04,90.91,92.84,90.76
91.09,91.88,92.17,90.57
91.99,92.66,93.32,91.35
92.09,94.76,94.83,92.05
95.14,94.91,96.51,94.50
95.60,92.69,95.67,91.30
93.85,93.13,94.00,91.76
93.91,91.68,94.23,91.44
91.54,90.83,92.13,89.70
91.32,92.43,93.14,90.50
93.74,94.94,95.67,92.97
95.20,95.94,96.72,95.03
96.62,95.04,96.67,94.85
94.75,94.57,95.84,93.44
95.36,91.87,95.94,91.31
91.35,85.66,91.44,85.01
85.75,87.90,88.60,85.11
88.70,90.98,91.45,88.07
91.07,88.17,92.19,87.76
87.71,87.41,89.38,86.41
88.26,87.18,88.93,85.80
88.03,88.49,88.86,85.88
90.03,91.49,91.66,89.70
94.50,93.47,96.00,92.61
94.28,93.25,94.43,92.05
93.65,96.10,96.41,93.41
96.15,94.46,96.47,93.60
96.06,95.02,96.12,93.36
94.29,92.35,94.56,92.15
93.06,90.37,93.39,88.36
91.25,92.89,93.21,91.01
92.70,93.83,93.83,91.80
94.16,93.17,95.99,92.97
93.16,94.00,94.54,92.56
93.39,94.45,94.86,92.56
93.90,93.43,94.66,93.33
94.31,93.34,94.70,92.15
93.17,92.89,95.41,92.59
92.71,93.47,93.71,91.29
93.89,97.67,97.87,93.83
97.79,97.65,99.25,97.22
97.46,96.73,98.73,96.62
96.07,94.44,96.73,91.93
94.35,95.36,96.17,93.14
95.30,96.61,97.10,95.17
96.52,96.38,97.72,95.35
96.78,97.47,98.49,96.59
97.65,98.78,99.09,97.07
98.99,99.89,99.95,98.00
101.09,101.27,102.48,100.73
101.27,100.93,101.76,100.09
101.27,101.51,101.51,100.20
101.63,101.05,101.86,100.31
100.77,101.50,101.73,99.19
100.53,100.99,102.00,100.15
101.00,102.21,102.44,100.66
103.04,105.95,106.73,103.00
105.77,105.97,106.56,105.12
105.53,107.74,108.46,105.53
107.00,107.17,107.50,105.33
105.99,107.05,107.45,104.80
106.55,105.01,107.00,104.36
105.14,105.39,105.93,104.17
104.69,105.16,105.59,103.88
103.20,102.75,103.81,101.80
103.13,104.77,104.86,102.50
104.85,104.23,104.85,103.39
104.29,105.25,105.34,103.64
106.00,105.37,106.42,104.85
105.37,103.71,106.60,103.64
103.79,105.58,105.65,103.11
105.58,105.28,105.78,103.93
105.01,104.89,105.68,104.12
104.98,104.73,105.21,104.14
105.44,107.21,107.47,104.99
106.75,107.50,108.39,106.75
108.45,108.96,109.18,107.95
108.25,106.36,108.50,106.15
106.39,106.28,106.91,104.85
106.63,108.35,108.39,106.60
106.43,107.69,108.54,105.25
107.34,107.39,107.85,106.16
108.45,109.50,109.60,108.02
109.51,107.66,110.00,107.28
108.60,108.23,108.86,107.30
111.94,110.06,114.95,109.00
110.51,112.04,112.15,110.10
111.08,111.78,112.25,111.06
112.10,113.33,113.96,112.02
113.94,112.77,114.00,112.56
113.07,112.63,113.84,112.33
112.34,112.69,113.18,112.11
112.95,111.18,112.95,110.67
111.43,110.46,112.38,110.28
111.63,110.55,111.75,109.61
108.87,105.90,109.41,104.54
104.64,105.87,107.06,103.60
106.20,106.98,107.37,105.15
106.61,105.77,107.44,104.90
105.50,105.44,106.48,104.67
106.43,105.23,108.30,104.80
105.25,107.25,107.32,104.33
108.43,109.42,110.36,108.25
109.24,109.63,110.17,108.73
110.50,110.85,111.68,109.77
111.66,111.55,112.09,111.17
112.15,111.71,112.47,109.50
112.64,114.29,114.46,112.39
114.90,115.41,116.63,114.67
114.76,116.70,116.99,114.55
116.81,116.27,116.86,115.24
116.27,117.23,117.97,115.50
118.41,117.98,119.18,117.42
118.29,118.33,118.77,117.50
118.16,117.64,118.58,116.69
116.74,117.10,117.49,115.69
117.80,117.65,118.28,117.23
118.45,118.84,119.50,117.56
119.44,118.22,119.83,117.63
118.45,118.30,119.79,117.90
118.17,118.51,118.91,117.11
118.27,118.30,119.01,118.01
118.11,115.56,118.62,115.22
115.77,115.20,116.20,113.29
114.73,116.10,116.14,114.03
116.42,116.60,116.91,115.63
117.50,116.29,118.85,115.65
115.68,117.71,118.04,115.50
118.00,117.64,118.49,117.07
118.50,118.70,118.95,117.21
119.68,116.70,119.68,116.70
116.97,114.85,117.16,114.57
114.00,113.47,114.72,113.00
113.23,114.14,114.22,112.35
113.88,110.98,113.98,110.77
110.99,112.50,112.61,110.74
110.61,112.52,112.78,110.48
112.75,111.10,113.73,110.88
110.92,104.43,110.98,103.43
104.35,105.45,105.97,101.51
106.13,109.16,111.11,106.08
109.62,107.06,109.87,106.58
104.14,99.27,104.14,99.18
99.40,103.12,103.25,96.87
102.50,97.91,103.26,97.77
97.79,93.74,97.86,93.47
93.92,90.30,94.98,90.11
91.02,92.45,94.60,90.87
91.27,93.43,94.08,88.34
93.55,99.64,100.90,89.43
103.39,103.27,106.50,100.50
102.50,104.01,104.26,101.79
105.05,108.65,109.22,104.85
109.03,104.90,109.15,104.75
107.01,107.41,108.55,106.40
107.69,107.96,107.99,106.05
107.33,106.16,107.37,104.73
106.68,108.74,108.87,106.41
108.78,107.16,109.99,106.06
106.68,106.12,107.63,105.21
108.01,110.06,110.39,107.52
109.92,111.81,113.61,109.90
111.04,109.60,111.29,107.63
110.89,111.17,112.50,110.42
111.41,113.76,114.02,111.11
113.56,113.39,114.95,112.85
113.71,113.70,114.94,113.31
114.00,113.98,115.23,112.67
113.32,114.43,115.08,112.94
114.03,113.55,114.71,112.62
113.31,115.17,115.26,113.09
114.32,113.01,114.68,112.29
113.17,114.17,114.60,112.57
113.77,114.30,114.50,112.50
113.63,114.52,114.84,112.90
115.83,114.71,116.82,114.33
115.00,115.74,116.53,113.75
115.74,119.02,119.12,115.74
118.61,118.70,119.35,117.71
118.50,113.31,118.50,111.33
111.82,106.37,112.25,103.85
107.19,108.74,109.35,107.07
109.57,112.51,113.21,108.91
112.22,113.35,113.53,110.72
115.17,114.54,116.29,112.96
113.99,110.84,114.23,109.35
108.91,109.31,109.38,106.37
109.35,108.21,111.17,107.59
108.39,106.53,110.34,106.25
105.02,99.68,105.03,99.58
101.01,99.46,102.64,98.81
98.73,99.71,104.35,98.26
99.75,99.19,100.24,97.00
101.42,100.76,103.21,99.17
101.04,101.33,101.86,99.67
101.67,102.37,102.94,101.01
102.73,104.68,105.44,102.59
104.73,104.84,106.03,104.19
104.99,106.03,106.80,104.99
105.89,105.69,106.42,105.24
105.21,104.12,105.77,103.55
104.60,102.01,104.60,101.87
103.11,103.59,103.85,100.46
102.68,92.25,102.82,90.98
92.65,89.39,92.84,86.28
90.47,88.58,90.90,87.76
90.07,90.47,91.13,89.50
90.57,89.29,91.50,88.16
89.29,85.78,89.29,84.78
87.23,85.81,88.40,84.08
82.95,84.00,84.48,81.91
84.00,83.11,85.45,83.08
82.30,82.31,84.23,81.25
82.42,84.47,84.84,81.29
84.25,87.56,88.10,83.99
91.63,86.03,92.09,82.11
87.69,88.43,89.50,86.85
88.85,90.46,91.54,88.73
87.90,88.72,89.78,87.00
89.00,86.26,89.44,86.01
86.50,86.32,86.82,84.66
85.37,82.85,85.98,82.70
83.01,85.15,85.61,82.51
85.88,90.09,90.32,85.67
89.00,89.00,89.98,88.18
89.56,89.00,90.68,88.52
90.14,89.72,91.00,88.75
89.14,90.97,91.45,89.14
92.00,91.07,92.08,90.12
90.78,90.06,90.89,89.18
90.55,91.57,92.00,90.40
91.99,92.98,93.91,91.80
92.94,94.29,94.76,92.45
94.79,95.39,95.63,94.10
93.81,94.81,95.46,93.03
94.69,95.98,96.03,93.53
95.43,94.54,95.90,94.01
94.59,93.86,95.04,93.48
94.06,94.06,94.41,92.99
94.36,94.26,94.84,93.40
94.36,93.06,94.84,93.00
95.01,94.66,95.27,93.49
94.90,94.31,95.50,93.99
94.00,92.34,94.00,91.20
92.54,92.06,92.55,90.76
90.75,90.50,92.46,90.25
91.00,90.82,91.21,90.13
89.46,87.05,89.47,86.38
87.08,87.61,88.21,86.50
87.87,88.20,89.07,87.78
87.49,87.80,87.97,86.10
88.24,87.79,88.72,87.00
87.76,87.33,88.77,87.20
86.82,88.92,89.80,86.00
88.85,88.48,88.85,87.66
89.07,88.85,89.30,88.13
88.67,88.69,88.92,88.07
88.48,88.91,89.69,88.30
89.80,89.17,90.60,89.17
88.49,91.09,92.11,88.25
90.60,90.05,90.92,89.04
90.64,91.86,92.32,90.51
91.13,91.16,92.15,90.27
90.46,91.48,92.73,90.40
91.38,90.65,92.35,90.62
90.16,93.63,94.07,90.00
93.61,92.94,94.19,92.75
92.97,93.17,94.14,91.74
93.01,94.66,94.72,92.70
95.24,95.96,96.05,94.55
95.96,95.83,96.75,95.60
95.54,97.57,97.67,95.50
97.60,99.30,100.02,96.74
98.74,97.49,98.98,97.41
96.67,96.46,97.11,95.26
98.00,98.86,99.15,97.00
99.25,97.90,99.43,96.87
94.00,95.79,97.52,93.72
96.05,98.53,99.00,96.00
99.27,96.64,99.43,96.34
96.98,96.52,97.88,96.03
96.57,96.24,96.96,95.20
96.03,97.76,98.49,95.92
97.21,96.58,98.64,96.15
96.88,99.27,99.54,96.88
99.45,99.02,99.99,98.50
99.22,100.53,102.94,99.10
100.99,99.85,101.59,99.34
99.51,99.30,100.05,98.00
100.46,101.41,101.50,99.98
101.18,101.65,101.99,99.56
100.69,102.98,103.40,100.17
103.00,103.48,104.68,102.91
103.83,103.05,104.24,102.47
102.91,103.17,103.48,100.90
103.21,103.61,103.79,102.45
104.16,102.01,104.27,101.64
101.96,103.25,103.40,101.09
103.01,105.13,105.83,103.01
104.99,104.89,105.36,103.64
104.70,104.36,105.12,103.89
104.45,104.50,105.44,104.09
101.00,94.95,101.00,94.27
92.67,88.91,93.32,87.90
89.68,90.38,90.81,88.52
90.20,92.06,92.88,90.18
92.28,91.63,92.94,91.18
90.85,91.19,91.85,90.70
91.51,91.86,92.27,90.85
91.87,90.34,92.32,90.17
90.23,88.88,90.58,88.46
89.57,89.68,90.34,89.07
89.77,89.72,90.36,89.60
90.84,91.44,92.25,89.87
90.78,91.14,91.76,89.85
89.11,88.76,89.50,86.88
88.93,90.53,91.05,88.82
90.77,92.58,93.00,90.71
92.18,91.92,92.73,91.76
92.25,92.13,92.65,91.13
92.40,92.57,93.35,92.03
92.51,92.32,92.99,91.57
92.61,89.58,92.61,88.99
89.85,89.97,90.03,89.12
88.88,87.24,89.39,87.08
88.12,87.62,88.60,87.50
87.64,83.60,87.99,82.96
83.71,84.28,84.67,83.08
83.31,83.25,85.27,82.63
83.30,83.31,83.69,80.08
82.94,80.05,83.13,78.90
81.50,81.37,83.31,81.34
82.44,81.39,82.59,81.18
82.21,82.01,82.63,81.45
81.90,82.32,82.55,81.41
82.07,80.13,82.21,80.08
80.96,81.78,82.32,80.52
81.93,81.26,82.34,80.30
80.51,79.20,80.79,79.11
79.25,78.77,80.13,78.34
78.41,77.63,78.48,76.82
71.88,66.98,74.92,66.74
66.75,64.72,66.75,62.46
64.22,65.16,66.55,63.01
65.86,66.93,67.50,65.61
67.16,66.88,67.55,66.25
66.01,66.54,66.72,64.88
66.90,66.99,68.49,66.78
66.46,65.28,66.64,65.11
66.01,65.50,66.90,65.17
66.00,65.47,67.06,65.29
65.31,65.66,66.21,64.66
65.40,63.81,66.12,63.67
64.74,66.71,67.49,64.18
65.78,65.84,67.09,64.61
64.88,66.27,66.44,64.03
66.63,64.31,66.83,64.14
64.27,65.33,65.39,64.27
65.16,65.58,65.66,64.20
65.10,65.51,65.93,65.10
65.11,65.56,66.63,64.91
64.65,64.55,66.39,64.53
63.07,61.66,63.90,61.63
56.88,60.92,63.96,56.66
63.47,60.83,63.79,60.80
62.28,63.51,63.59,60.97
65.00,68.30,68.77,64.63
67.92,67.06,69.21,66.52
66.80,69.33,69.58,66.21
67.31,65.34,67.92,65.01
67.51,67.36,68.96,65.51
67.50,67.83,68.81,66.28
66.62,66.08,67.01,65.16
67.47,67.99,68.23,66.38
68.94,69.22,71.98,67.96
69.12,68.98,70.47,68.57
68.30,69.45,69.54,67.61
69.17,67.63,69.43,67.40
67.79,69.83,69.95,67.79
69.98,72.28,72.46,69.82
71.79,69.60,72.19,69.33
68.19,67.13,68.67,66.60
67.91,67.61,68.62,67.07
66.52,66.70,67.20,65.67
66.76,63.30,66.93,62.57
62.05,61.81,62.72,59.07
64.48,62.80,64.87,62.23
62.30,59.48,62.46,59.33
59.68,59.94,60.49,58.62
60.60,60.05,61.73,59.30
60.58,59.84,61.97,59.46
59.00,59.65,59.68,57.41
60.50,64.41,65.03,60.45
64.37,65.73,66.32,64.27
66.78,67.90,69.23,65.93
68.18,70.53,71.53,67.60
71.06,70.76,72.05,69.62
70.51,69.52,70.74,68.94
68.75,70.01,71.95,68.01
69.96,70.20,71.01,68.88
69.50,69.27,69.88,67.02
69.18,66.89,69.18,66.04
66.47,65.39,66.93,65.02
65.02,66.21,67.73,64.22
66.68,67.20,68.20,65.01
69.82,73.90,74.85,69.28
74.15,73.96,75.97,73.10
74.14,73.85,75.00,73.12
72.47,71.98,73.29,71.23
72.32,74.69,75.15,71.93
73.95,74.26,75.42,73.27
74.62,74.86,75.51,73.95
74.84,76.04,76.58,74.73
75.90,76.97,78.09,75.65
77.34,76.56,77.92,75.98
76.39,78.34,78.62,75.69
77.45,79.84,80.18,77.02
79.40,77.50,79.96,76.18
77.17,77.72,78.09,76.28
77.97,76.99,77.97,76.67
75.46,73.49,76.32,73.32
73.53,74.14,74.82,73.11
74.06,74.75,75.29,73.63
76.22,75.66,77.86,75.41
76.12,76.99,77.21,75.84
76.47,75.56,76.96,75.02
75.99,75.58,76.93,75.24
75.40,76.14,76.47,75.35
75.87,77.41,78.36,75.75
77.73,77.88,78.60,76.41
77.32,77.16,78.20,76.80
77.36,78.67,79.18,77.13
78.63,78.41,79.32,77.43
77.85,76.21,78.19,75.58
76.58,75.20,77.62,74.55
74.70,74.14,75.47,73.99
73.30,70.46,73.53,69.70
68.80,67.93,69.78,67.50
69.87,71.07,72.66,69.78
70.69,71.04,72.09,70.57
69.62,67.56,70.51,67.28
67.07,66.13,67.28,64.03
67.21,67.58,68.91,66.96
68.22,69.23,69.39,67.54
69.23,66.90,69.23,66.87
66.71,67.18,68.25,66.03
67.50,69.05,70.15,67.36
69.31,72.05,72.67,69.05
72.78,74.82,75.09,72.51
74.76,74.60,75.44,74.50
73.43,72.47,73.75,71.06
73.08,73.32,73.87,72.31
72.80,72.68,73.60,72.40
72.07,72.54,73.12,71.99
71.11,70.76,71.51,68.73
70.85,70.05,71.30,69.39
68.75,66.70,69.14,66.01
64.89,62.36,64.96,61.71
63.05,61.81,63.78,61.51
62.17,60.96,62.36,59.77
61.99,61.28,63.85,59.66
61.96,57.74,63.52,56.60
58.23,57.14,58.32,54.67
55.56,54.90,56.00,53.61
56.02,54.00,56.69,52.97
52.38,54.41,55.01,50.25
54.40,55.31,56.93,53.70
57.14,57.74,59.65,55.87
56.68,54.64,57.12,54.51
55.25,56.89,56.93,54.71
56.40,55.84,57.90,54.73
49.90,45.58,50.20,44.60
45.01,47.91,48.40,44.59
47.46,48.83,49.46,46.65
47.71,45.76,47.73,44.61
46.48,48.43,48.46,44.88
48.09,48.68,51.08,47.98
47.76,48.20,50.06,47.51
47.14,46.61,47.76,45.17
45.51,44.78,46.09,43.61
45.16,45.50,46.72,44.64
43.96,43.34,44.83,41.90
44.32,45.45,45.85,43.53
46.31,47.56,47.77,45.59
48.02,48.18,49.19,47.31
48.78,49.87,50.45,47.73
49.22,48.40,49.28,46.65
49.68,51.61,52.17,49.65
51.07,49.87,51.14,49.38
49.14,49.68,49.77,47.02
49.52,50.36,50.42,47.88
51.00,51.53,52.32,50.67
51.58,51.57,52.52,50.96
52.10,52.47,52.71,49.91
52.31,54.31,54.53,52.03
54.41,56.56,56.64,53.94
57.05,57.49,59.15,55.69
57.60,59.85,60.82,57.60
58.69,56.84,58.94,56.28
57.12,58.24,58.95,55.93
58.32,57.92,59.17,56.46
58.89,59.65,59.85,58.53
59.16,60.01,60.41,58.27
58.75,59.54,59.69,58.45
59.28,61.76,61.98,59.15
61.84,63.37,63.84,61.45
63.86,62.91,64.38,61.57
62.75,63.54,63.99,62.13
62.83,63.77,64.05,62.68
63.77,61.60,63.77,61.25
61.03,61.99,62.54,60.06
62.20,61.68,62.63,60.84
61.20,62.56,62.67,60.26
63.07,62.79,64.20,62.37
62.58,62.19,62.58,60.74
60.45,60.81,61.02,58.85
60.54,59.47,61.29,59.36
58.40,58.48,59.43,58.20
58.74,59.00,59.57,56.97
58.27,57.95,59.81,57.45
59.01,59.50,60.15,58.86
59.88,59.58,60.99,59.55
59.71,59.96,60.28,58.72
60.82,61.91,62.38,60.32
62.31,61.34,62.55,61.29
61.00,61.00,61.24,59.95
60.36,61.54,62.11,60.13
62.21,61.15,62.33,60.65
61.05,60.14,61.19,60.00
57.15,64.87,65.74,56.01
62.82,66.01,66.06,62.52
65.78,64.82,67.14,64.36
65.48,66.90,67.06,65.30
66.85,68.07,68.37,66.43
67.70,66.81,68.84,66.66
66.75,66.93,67.83,65.88
67.18,65.77,67.44,64.99
65.16,63.49,65.48,62.95
63.16,61.87,64.00,61.50
62.49,61.04,62.82,60.88
59.03,61.50,61.73,58.83
61.15,61.02,61.70,60.76
61.33,62.94,63.37,61.08
62.66,61.76,63.28,61.10
62.15,60.87,62.88,60.57
60.64,59.83,61.34,59.43
60.31,60.94,61.79,60.20
61.67,64.28,66.47,61.67
63.70,64.86,66.27,63.55
64.15,64.10,64.72,62.65
64.53,65.27,65.66,64.36
65.11,64.96,65.45,64.21
65.52,65.75,66.03,64.54
66.10,68.09,68.32,65.76
68.50,68.20,70.09,67.65
68.15,68.40,68.58,67.57
68.42,69.67,69.79,68.16
68.89,69.45,69.47,67.69
69.03,71.09,71.18,68.68
70.98,71.27,71.64,69.07
71.62,73.67,73.91,71.13
73.56,74.48,74.75,73.09
74.68,74.92,76.04,74.46
73.86,74.11,74.35,72.69
72.85,71.51,73.28,70.74
71.18,70.31,71.70,70.19
70.21,70.00,71.64,68.54
70.29,69.84,71.35,69.29
67.54,67.01,67.86,65.04
67.64,67.62,68.79,67.21
69.50,68.85,70.10,68.83
69.20,68.96,69.48,67.95
69.46,69.01,70.04,68.82
70.36,72.23,72.25,70.36
68.42,66.25,69.86,65.95
65.44,62.27,65.67,61.78
63.50,62.97,64.08,61.83
63.90,65.49,66.00,63.50
65.90,67.10,67.12,64.68
66.96,66.58,67.50,65.81
65.88,63.47,66.34,62.63
62.81,63.66,63.86,61.92
64.15,64.63,65.74,63.80
65.59,67.44,67.60,65.59
68.09,68.26,69.22,68.05
69.38,70.29,70.56,69.22
70.48,69.24,70.89,68.46
68.74,69.59,70.06,67.81
69.98,70.12,70.96,69.53
69.87,69.18,69.87,68.65
68.41,67.93,68.63,67.09
68.00,69.86,70.09,67.64
76.07,76.25,80.68,75.41
76.89,78.22,78.58,75.51
78.10,78.34,79.33,77.89
78.30,80.04,80.35,78.25
80.60,80.55,81.50,79.48
80.34,79.84,80.60,78.94
79.62,79.67,80.00,78.66
79.63,77.35,79.65,76.79
77.58,75.32,78.05,74.33
75.47,76.60,76.71,75.32
76.17,76.93,77.22,75.93
77.52,79.45,79.79,77.23
79.96,79.47,80.76,79.08
79.10,78.84,80.82,78.53
79.24,77.86,79.30,77.74
78.49,78.89,79.42,78.01
78.68,78.37,79.47,77.85
78.67,79.23,79.69,78.64
79.08,77.88,79.25,77.77
77.92,77.62,78.05,77.16
78.16,80.81,81.37,78.16
80.24,80.23,80.57,79.12
79.68,80.13,80.51,79.01
80.73,82.12,82.50,80.69
81.96,80.96,82.83,80.68
80.73,81.21,81.61,80.60
81.57,82.26,83.76,81.42
82.25,82.89,83.59,82.06
82.89,82.82,83.67,82.26
82.50,82.31,82.60,80.78
82.00,81.16,82.30,79.70
81.95,81.96,83.04,81.68
81.96,81.96,82.35,81.34
82.52,83.92,84.00,81.99
83.88,83.88,84.63,82.85
82.40,77.90,82.71,77.88
77.03,79.88,80.03,76.54
78.66,77.01,79.09,76.53
77.17,78.69,79.09,76.62
78.72,79.31,79.63,78.19
78.32,77.64,78.68,77.07
78.77,79.18,80.33,78.45
79.49,75.56,79.49,75.56
76.34,75.66,76.97,74.60
76.42,75.39,76.89,74.97
75.28,75.55,77.24,74.99
75.36,73.95,76.00,73.82
73.52,73.22,73.95,72.85
73.47,75.14,75.29,73.23
75.00,76.34,76.98,74.76
77.11,78.49,78.91,76.86
78.38,78.93,79.54,78.02
80.15,79.16,80.88,78.83
79.98,80.58,81.54,79.63
80.64,83.21,83.56,80.64
82.83,80.76,82.83,80.42
81.39,81.28,82.24,80.69
81.28,79.50,81.28,78.94
79.61,80.18,80.56,79.18
79.13,78.21,79.16,77.17
76.39,75.27,76.90,75.05
74.91,75.70,76.02,74.31
76.86,76.44,77.22,76.06
76.65,75.58,76.85,75.44
80.00,79.13,81.50,77.04
78.30,79.18,79.80,78.04
78.65,76.57,78.65,76.35
76.20,76.49,77.48,75.60
75.92,76.19,76.82,75.31
76.59,76.27,76.78,75.40
76.36,75.39,76.72,74.86
75.60,75.66,75.95,74.90
75.89,73.03,76.06,72.26
72.61,70.92,73.36,70.58
71.31,72.29,73.03,70.74
72.37,72.16,73.75,71.55
74.39,76.11,76.16,74.24
75.40,75.87,76.24,74.43
82.90,88.86,90.07,82.70
89.04,89.50,92.80,88.46
88.96,91.20,91.23,88.17
91.90,94.69,96.60,91.28
93.91,94.14,94.18,91.57
91.01,92.12,93.20,90.78
92.00,92.23,92.88,91.51
92.74,90.95,92.80,90.77
92.00,93.86,94.15,91.72
94.39,94.06,94.60,93.28
94.23,97.35,97.67,94.23
97.35,98.12,98.12,96.76
97.11,96.19,97.93,94.83
94.59,96.30,97.29,94.20
98.51,101.11,101.87,98.51
101.47,104.29,105.70,101.25
103.89,104.85,105.57,103.25
105.27,105.31,106.42,104.87
104.62,107.17,107.58,104.40
107.02,109.12,109.75,106.76
109.39,108.30,109.90,106.59
