HEI,Heico Corporation Common Stock,NASDAQ
50.86,51.32,51.57,50.43
50.97,50.54,51.31,50.05
50.96,50.39,51.25,49.74
50.78,50.25,50.79,50.01
50.70,50.91,51.30,50.43
50.84,50.37,51.51,50.33
50.55,51.33,51.87,50.46
51.37,51.00,51.82,50.24
50.56,51.64,51.76,50.56
52.45,53.00,53.00,52.05
53.34,54.10,54.28,52.80
54.55,54.94,55.21,54.21
54.95,54.00,55.31,53.06
54.92,54.85,54.92,54.39
54.95,54.27,55.15,53.94
54.48,55.65,55.82,54.48
55.75,54.82,56.03,54.70
55.23,54.08,55.40,53.91
54.06,55.11,55.15,53.95
55.04,55.41,55.42,54.49
55.60,55.73,55.81,55.41
55.95,55.81,56.00,55.02
56.05,56.47,57.13,55.85
56.40,57.12,57.17,56.29
56.66,56.83,57.31,56.51
56.64,56.81,57.16,56.51
57.07,57.09,57.28,56.41
57.16,56.80,57.45,56.62
57.21,57.84,57.92,56.92
57.73,57.95,58.29,57.49
57.99,58.78,58.98,57.99
58.77,57.99,58.99,57.81
57.84,57.78,58.08,57.48
58.21,58.95,59.14,57.91
58.65,59.33,60.09,58.57
59.15,59.50,59.95,58.70
59.71,60.16,60.38,59.53
60.34,60.30,60.78,60.05
59.59,58.26,60.05,58.24
57.96,58.92,59.22,57.77
59.02,58.74,59.78,58.61
58.75,59.64,60.12,58.75
59.50,59.27,59.97,58.73
59.54,59.89,60.12,59.25
59.90,59.70,60.36,59.42
59.81,59.81,60.53,59.25
59.25,57.75,59.27,57.35
61.00,60.43,61.63,59.56
60.70,63.68,64.07,60.70
63.63,62.50,64.15,61.91
63.57,63.03,64.57,62.69
63.10,62.95,63.75,62.75
62.85,62.97,63.31,62.50
63.45,62.93,63.45,62.02
63.37,63.21,63.52,63.09
63.67,64.37,65.04,63.43
64.16,64.49,64.68,63.85
65.05,64.36,65.27,64.20
64.77,64.16,65.12,63.95
65.06,64.97,65.08,64.28
64.95,66.68,66.82,64.85
66.80,67.41,67.67,65.73
67.76,67.61,67.89,67.25
68.04,68.11,68.37,67.46
68.17,67.80,68.50,67.41
68.09,69.32,70.11,68.04
69.48,68.60,69.48,68.44
68.63,69.16,69.34,68.32
68.52,68.34,68.95,67.99
67.56,67.74,68.12,67.11
67.60,68.00,68.07,67.38
67.09,66.32,67.09,65.21
65.98,65.43,66.38,65.02
65.37,65.58,65.91,65.37
65.13,64.87,65.77,64.79
64.87,63.61,64.91,63.41
63.71,63.38,64.15,63.10
64.01,65.83,65.84,63.72
65.73,66.62,66.62,65.54
66.17,66.72,66.93,65.76
66.54,65.27,66.73,65.08
65.69,65.50,66.09,65.46
65.31,67.02,67.03,65.25
67.86,69.22,69.32,66.84
69.32,68.26,69.48,68.04
68.65,68.39,69.19,68.19
54.71,54.55,55.74,54.16
54.74,54.49,54.74,54.21
54.72,54.41,55.23,54.03
54.56,54.43,54.73,54.04
54.59,55.21,55.22,54.39
55.26,53.70,55.56,53.36
53.59,53.58,54.37,53.17
53.40,53.60,54.58,53.09
53.82,54.73,54.94,53.82
54.59,54.27,54.99,54.19
54.65,53.69,54.82,53.26
53.88,51.59,54.05,51.49
51.52,52.79,53.36,51.44
52.64,52.93,53.26,52.17
52.78,52.47,53.02,52.23
51.98,52.72,52.73,51.80
52.61,52.54,53.30,52.19
52.45,52.25,52.54,51.97
52.56,52.77,53.68,52.31
52.92,53.16,53.80,52.76
53.41,54.29,54.76,53.19
54.66,55.85,56.07,54.26
55.97,56.27,56.40,55.60
56.26,55.87,56.52,55.53
55.80,56.50,56.85,55.62
56.53,57.09,57.14,56.32
57.51,57.08,58.00,56.97
57.03,55.60,57.16,55.35
55.34,55.24,56.12,54.59
55.07,55.17,55.77,54.33
55.24,55.54,56.22,54.82
56.27,56.76,57.20,56.18
56.98,57.42,57.60,56.71
57.33,56.22,57.66,55.90
56.22,54.97,56.38,54.82
55.04,54.51,55.05,54.26
54.60,55.66,55.91,54.32
55.75,58.00,58.53,55.66
58.20,58.01,58.48,57.52
62.25,59.64,62.30,57.81
59.74,58.74,59.76,58.64
58.97,59.88,60.48,58.87
59.99,60.03,60.74,59.67
60.29,60.01,60.71,59.93
60.45,60.23,60.99,60.06
60.52,59.20,60.85,59.05
59.01,58.83,59.48,58.50
58.72,57.95,58.72,57.55
57.65,56.74,58.32,56.41
56.84,57.01,57.37,56.44
57.12,56.80,57.42,56.36
56.85,57.34,57.58,56.76
57.22,57.04,57.32,56.51
57.09,57.60,57.85,57.09
57.76,58.33,58.73,57.21
58.05,57.68,58.20,56.99
58.00,57.76,58.40,57.50
57.90,58.11,58.54,57.75
57.84,58.10,58.38,57.63
57.96,58.69,58.88,57.96
59.06,58.75,59.49,58.49
59.20,59.37,59.66,58.92
59.20,58.31,59.35,58.25
57.80,55.97,57.80,55.82
56.19,55.56,56.57,55.44
55.57,55.59,56.23,55.30
55.03,54.31,55.56,54.30
55.14,54.23,55.16,54.15
53.10,53.22,53.80,52.29
53.04,50.72,53.61,50.51
50.96,51.74,51.99,50.29
51.27,51.45,52.22,51.10
51.59,51.77,52.20,51.37
51.92,52.60,52.89,51.92
52.72,51.67,52.72,51.39
51.61,53.09,53.30,51.61
53.28,53.85,53.92,53.16
53.38,54.56,54.79,53.38
54.58,54.86,55.35,54.15
55.97,57.86,58.59,55.86
58.39,56.25,58.88,55.95
56.31,57.21,57.27,56.05
58.15,57.36,58.30,57.09
57.36,58.00,58.44,56.92
58.00,58.29,58.60,57.59
58.56,62.70,63.58,58.56
62.69,62.01,63.14,61.11
62.23,62.19,63.41,61.68
61.45,61.69,62.16,61.25
62.63,64.52,65.04,62.55
64.40,63.81,64.71,63.75
63.88,63.95,64.32,63.46
64.27,63.35,64.38,63.03
63.05,62.76,63.16,62.02
62.72,60.93,62.74,60.53
60.50,60.68,60.79,60.19
60.96,60.25,61.05,59.42
59.85,60.48,60.88,59.50
60.93,61.62,62.01,60.90
61.75,62.40,62.63,61.39
62.48,61.29,62.62,60.30
61.32,61.41,62.23,61.07
61.88,60.90,62.14,60.77
61.29,60.17,61.49,59.06
60.66,60.86,61.53,60.17
61.38,58.74,61.41,58.71
58.62,58.22,58.97,57.42
58.24,59.08,59.78,58.24
59.68,60.16,60.68,59.20
60.43,61.78,61.98,60.33
61.85,61.56,62.23,60.90
61.67,61.72,61.99,61.04
62.15,60.48,62.23,60.09
60.25,58.23,60.25,57.28
58.34,58.82,59.32,58.04
59.12,60.46,60.87,58.59
60.41,57.75,60.81,57.29
57.15,57.69,58.66,57.15
58.58,57.61,59.25,56.67
58.00,58.53,58.73,56.82
59.00,58.72,59.00,58.15
58.52,58.73,59.84,58.09
58.77,58.28,59.39,57.84
58.37,58.03,58.79,57.87
57.86,57.43,58.48,57.16
57.72,55.78,57.72,55.42
55.60,54.91,55.68,53.98
55.29,55.18,55.58,53.81
55.51,55.25,56.05,55.11
55.13,55.32,55.61,54.03
55.25,55.35,56.38,54.30
55.51,55.04,56.59,54.94
54.64,54.88,55.69,53.57
54.80,53.84,55.02,53.55
53.93,54.83,54.90,53.10
54.68,53.82,55.71,53.77
53.52,55.23,55.50,53.41
55.40,57.33,57.69,55.22
57.34,55.53,57.35,55.49
55.54,53.53,55.61,53.52
53.31,54.90,55.40,53.06
54.77,54.77,54.82,53.35
54.52,55.47,55.68,54.31
55.16,54.19,55.37,53.60
55.48,52.18,56.56,51.21
52.14,52.12,52.24,51.50
52.05,53.40,53.47,51.59
53.74,53.81,54.23,53.26
53.85,53.59,54.19,53.40
53.85,52.92,53.85,52.83
53.04,52.09,53.04,52.06
52.17,52.12,52.42,51.38
52.00,52.52,52.92,51.82
52.45,52.74,52.83,52.12
52.88,54.87,55.27,52.73
55.30,55.70,55.90,54.91
55.45,56.37,56.68,55.18
56.02,55.27,56.35,55.02
54.94,52.45,54.94,52.29
52.41,51.58,52.62,51.33
51.79,51.43,52.06,51.07
51.42,50.47,52.25,50.16
50.44,49.89,50.76,49.27
49.99,50.89,51.04,49.64
51.00,50.83,51.59,50.51
50.70,51.15,51.38,50.65
51.13,50.90,51.43,50.39
50.67,50.43,51.78,50.38
49.97,50.52,50.56,49.70
50.54,50.61,50.89,50.00
50.24,52.02,52.14,50.24
51.89,51.94,52.29,50.86
52.26,53.20,53.51,51.99
53.26,53.09,53.78,52.96
53.33,53.48,53.77,53.03
53.15,52.47,53.65,52.28
52.32,51.80,52.58,51.60
51.94,51.60,52.06,51.37
50.54,50.51,51.19,50.35
50.46,50.24,50.67,49.83
50.86,50.95,51.24,50.70
51.03,50.29,51.30,49.60
50.71,50.00,50.71,49.85
49.67,48.85,49.96,48.76
48.72,49.99,50.17,48.72
49.71,49.84,50.07,49.37
50.15,50.07,50.65,49.65
50.00,49.21,50.23,49.11
49.23,49.34,49.48,48.54
49.02,49.16,49.46,48.83
49.18,49.21,49.90,48.57
49.20,49.39,49.98,49.15
49.77,50.12,50.45,49.40
49.28,49.16,49.93,49.11
49.19,49.51,49.78,48.88
49.82,50.48,50.67,49.40
50.20,50.68,51.30,49.65
50.11,51.98,52.00,49.86
52.16,51.91,52.89,51.39
51.88,52.68,52.99,51.78
53.02,53.44,53.89,52.61
53.32,52.39,53.70,52.16
52.42,52.90,53.14,52.27
52.77,52.07,52.99,51.77
52.54,51.75,52.93,51.31
52.39,52.91,52.93,52.18
52.99,53.05,53.23,52.65
52.74,52.05,52.90,51.85
52.06,53.40,53.41,51.37
53.31,53.39,53.91,53.19
53.63,53.06,54.20,53.02
53.15,54.40,54.62,53.03
54.45,51.85,54.56,51.43
51.65,51.73,51.89,51.43
51.95,51.81,52.11,51.64
51.97,52.58,52.76,51.64
52.78,51.94,53.07,51.69
52.09,51.45,52.57,51.29
51.17,50.12,51.27,49.77
50.06,49.85,50.37,49.81
49.75,49.83,50.29,49.72
49.87,50.46,50.63,49.83
50.46,51.10,51.21,50.34
51.18,51.01,51.49,50.54
50.91,51.01,51.45,50.21
50.80,51.11,51.46,50.15
51.26,50.80,51.62,50.56
51.04,51.23,51.59,50.85
51.19,50.12,51.75,50.11
49.89,48.52,49.90,48.49
48.50,48.69,49.12,48.36
48.72,48.43,48.74,48.01
48.39,47.64,48.50,47.63
47.67,47.94,48.36,47.60
47.31,47.76,48.40,47.28
47.84,46.70,48.07,46.69
46.61,46.75,47.21,46.19
46.63,47.44,47.89,46.63
48.03,47.81,48.47,47.69
47.88,47.42,48.05,47.34
47.11,46.49,47.41,46.47
46.33,47.86,48.08,46.05
47.69,46.51,48.07,46.49
46.10,47.20,48.02,46.03
47.21,48.18,49.22,47.16
48.66,49.16,50.56,48.66
48.54,50.56,50.97,47.86
50.20,49.16,51.30,49.14
49.78,48.40,50.01,48.26
48.14,48.86,48.88,47.65
49.09,49.85,50.15,49.09
49.98,48.67,50.53,48.59
49.16,49.60,50.13,48.69
49.75,49.51,50.02,49.03
49.17,49.75,49.80,48.65
50.00,53.15,53.15,49.79
53.08,51.66,53.08,51.33
51.33,52.51,52.81,51.21
53.56,54.24,54.25,53.17
54.28,52.88,54.32,52.60
52.62,53.18,53.51,52.62
53.54,53.00,53.89,52.34
53.04,53.87,53.89,52.50
53.98,53.47,54.00,53.03
53.61,54.42,54.44,52.75
54.54,53.36,54.65,52.97
53.12,53.85,53.98,52.69
53.78,53.36,54.66,53.29
53.47,52.74,53.77,52.68
52.72,51.54,52.96,51.29
51.65,51.58,52.25,51.28
51.59,51.09,51.59,50.37
50.73,51.65,51.77,50.27
52.55,51.64,52.62,51.56
51.87,52.65,52.76,51.86
52.80,53.08,53.47,52.61
53.22,53.42,53.45,52.71
53.32,53.01,53.98,52.90
52.94,52.52,53.27,52.35
52.49,53.65,53.75,52.37
53.57,53.29,54.76,53.20
53.29,51.71,53.37,51.61
51.63,53.45,53.59,51.63
53.27,52.75,54.37,52.61
52.06,54.56,54.62,51.94
54.51,53.45,54.96,53.20
53.60,53.67,54.77,53.40
52.86,52.46,53.85,52.20
52.87,53.82,54.23,51.79
53.94,56.99,57.35,53.94
57.10,56.37,57.10,54.00
57.13,58.18,58.73,56.49
58.17,58.01,58.49,57.21
58.42,59.16,59.29,58.32
59.52,60.65,60.71,59.10
61.00,61.21,61.43,60.67
61.51,62.06,62.15,61.05
62.05,62.43,62.94,61.61
62.47,62.06,62.52,61.85
62.28,60.40,62.78,60.30
60.65,58.26,60.99,57.70
58.00,57.78,58.98,56.85
57.78,57.49,57.99,56.30
58.01,57.94,58.20,57.22
58.56,59.07,59.60,58.20
58.97,58.05,59.22,57.67
58.23,57.42,58.36,56.93
58.08,57.78,59.27,57.01
57.33,57.92,58.36,57.25
58.21,57.88,58.51,57.19
57.54,58.45,58.56,57.50
58.62,58.24,58.94,57.31
58.37,58.93,59.49,58.05
59.43,61.96,62.20,59.00
62.12,61.90,62.46,61.45
61.64,62.12,62.40,60.15
61.23,60.82,61.76,60.62
61.27,59.99,61.61,59.81
59.92,61.81,61.96,59.10
61.11,60.68,61.61,60.39
61.01,61.75,61.93,59.47
62.22,62.85,62.99,61.76
62.69,61.57,63.25,61.20
61.68,61.83,62.30,61.07
62.03,61.88,62.70,61.55
61.90,61.15,62.81,60.57
61.71,61.06,61.71,60.41
60.79,61.41,61.83,60.76
61.94,61.61,61.95,60.79
61.77,62.50,62.64,61.62
62.26,61.15,62.38,60.74
61.02,61.89,62.19,60.83
61.73,62.02,62.26,61.29
62.18,62.63,63.21,62.18
62.40,62.36,62.71,61.61
62.56,61.84,62.77,61.39
61.50,58.62,61.50,55.89
58.41,59.01,59.72,57.96
58.73,59.26,59.74,58.44
59.37,60.39,61.10,59.36
60.04,60.10,61.11,59.84
59.86,60.21,60.38,59.86
60.15,60.50,60.71,59.85
59.87,59.14,60.29,59.00
59.35,60.78,61.17,59.25
60.17,58.99,60.18,58.82
59.01,59.20,59.76,58.86
59.76,59.87,60.26,59.19
59.98,59.76,60.19,58.82
59.90,60.01,60.25,59.55
59.85,60.07,60.26,59.41
59.78,59.94,60.18,58.93
59.63,59.84,60.57,59.59
60.34,59.84,60.37,59.68
59.96,59.45,60.02,58.84
59.27,61.15,61.23,59.21
61.08,59.97,61.39,59.79
59.97,60.19,60.37,59.35
60.07,60.67,60.95,60.07
60.96,61.10,61.52,60.66
60.95,61.07,61.57,60.52
60.85,60.65,61.00,59.61
60.62,60.67,61.49,60.39
60.12,60.80,61.07,59.88
60.87,60.26,61.13,59.99
60.35,60.81,60.96,59.93
60.82,60.34,61.23,59.66
60.82,60.23,60.82,59.82
60.32,60.19,60.69,59.89
60.21,60.52,61.03,59.65
60.92,61.11,61.74,60.41
61.26,60.71,61.72,60.52
60.38,58.62,60.38,58.18
59.10,59.48,60.08,58.79
59.73,59.34,59.73,59.00
59.35,59.00,59.35,58.03
58.84,58.67,59.00,58.41
58.88,58.60,59.15,58.40
58.70,58.25,58.91,57.54
58.27,58.44,58.77,57.78
58.31,57.98,58.75,57.86
57.51,55.84,57.60,55.41
55.92,56.43,56.82,55.22
56.48,56.01,56.99,55.83
55.86,55.28,56.41,55.10
55.32,55.44,55.78,54.81
55.26,55.39,55.78,55.15
55.89,55.38,56.25,55.12
55.29,55.82,55.99,55.29
55.82,55.67,55.95,54.73
55.84,55.96,56.34,55.51
56.16,56.59,56.82,56.01
56.42,56.00,56.74,55.72
55.71,56.77,56.97,55.71
56.88,58.05,58.27,56.45
58.49,60.95,63.73,58.49
61.19,61.09,61.42,60.43
61.10,60.22,61.47,60.17
59.88,59.55,60.16,58.84
59.81,59.09,59.81,58.35
59.08,59.25,59.43,58.28
59.15,57.30,59.15,57.27
57.86,57.78,58.40,56.93
57.57,57.74,58.36,57.18
57.80,58.34,58.82,57.63
57.98,57.08,58.26,56.97
56.94,58.07,58.18,56.20
57.95,57.95,58.22,57.20
58.02,57.24,58.42,57.19
57.84,58.01,58.77,57.80
58.02,58.41,58.50,57.85
58.25,57.89,58.28,57.62
57.25,57.41,57.68,56.68
57.25,58.34,59.11,57.25
58.60,58.14,58.79,57.86
58.46,58.35,59.70,57.78
58.54,58.82,58.99,57.94
59.32,60.43,60.55,58.58
60.53,61.01,61.05,59.49
60.78,60.47,60.99,60.27
60.83,61.80,61.85,60.48
62.12,59.74,62.17,59.45
59.29,58.47,59.89,58.44
59.05,58.30,59.05,58.06
58.86,58.50,59.75,58.13
58.71,57.62,58.71,57.49
57.37,57.74,57.89,57.25
57.81,57.57,57.96,56.85
57.13,57.15,57.37,56.56
57.63,56.96,57.83,56.69
57.55,57.39,57.81,56.89
57.78,57.82,57.96,57.30
57.97,58.65,58.87,57.35
58.72,57.52,58.95,57.31
58.01,57.92,58.45,57.70
57.76,58.48,58.48,57.76
58.47,58.71,59.17,58.47
58.63,56.57,58.63,56.53
56.72,56.35,56.81,56.08
56.33,55.63,56.56,55.50
55.61,55.13,55.85,55.09
54.86,54.18,54.96,54.11
54.31,53.21,54.54,53.08
53.17,54.19,54.57,52.99
54.00,54.47,54.61,53.64
54.66,54.83,55.19,54.30
54.90,53.89,54.90,53.19
53.88,53.87,54.70,53.72
54.32,53.92,54.67,53.83
54.18,54.22,54.46,53.27
53.95,54.20,54.32,53.63
54.51,55.43,55.48,54.47
54.85,55.05,55.32,54.54
54.63,54.42,54.66,53.80
54.52,54.27,54.66,53.82
54.19,54.97,55.00,54.01
54.82,55.60,55.63,54.40
55.53,55.06,55.53,54.81
54.76,54.44,55.30,54.07
53.96,53.27,54.35,53.24
52.38,52.79,53.47,51.90
50.15,51.50,52.00,50.11
53.11,50.73,53.11,50.46
53.00,50.36,53.00,48.73
50.50,49.91,50.99,48.68
49.76,50.41,50.92,48.54
50.15,50.90,51.47,49.69
50.27,49.78,50.47,49.50
50.18,50.68,50.74,49.92
50.76,50.42,51.25,50.37
49.91,50.44,50.70,49.88
50.95,51.28,51.61,50.48
51.58,50.35,51.76,50.31
50.31,49.59,50.50,49.49
49.43,50.01,50.25,49.17
50.16,48.90,50.16,48.85
49.05,49.42,49.77,48.91
49.52,50.03,50.36,49.39
49.99,49.85,50.65,49.74
49.31,50.43,50.43,48.28
49.57,51.05,51.36,49.46
50.57,49.66,51.14,49.56
49.75,48.29,50.00,48.11
48.07,48.10,48.48,47.57
48.54,47.69,48.54,47.60
47.60,47.50,48.08,47.38
47.50,47.81,47.94,47.24
48.25,48.88,49.06,48.00
48.87,48.22,49.00,47.72
47.76,48.59,48.63,47.51
48.83,49.86,49.93,48.69
49.87,49.81,50.38,49.54
49.99,50.08,50.68,49.78
49.98,50.43,50.59,49.92
50.48,50.56,50.88,50.44
50.56,50.66,50.90,50.10
50.55,50.33,50.59,50.02
50.30,49.66,50.72,49.55
49.74,49.59,50.21,48.95
49.57,49.34,49.75,49.05
49.18,49.79,49.92,49.17
49.70,49.80,50.23,49.32
50.06,49.40,50.40,49.29
49.55,50.58,50.89,49.40
50.85,50.28,51.20,49.94
50.30,49.76,50.41,49.61
49.61,49.41,49.91,49.23
49.53,50.13,50.16,48.95
49.98,50.35,50.41,49.57
50.32,50.44,50.74,49.94
50.40,51.40,51.42,50.36
51.40,51.32,51.67,50.94
51.36,51.35,51.70,50.92
51.39,51.74,51.79,50.78
51.62,51.86,51.88,50.85
51.76,51.52,51.99,51.19
51.51,51.73,51.85,51.12
51.89,51.24,51.89,50.89
50.08,50.00,50.79,49.59
49.71,49.42,50.60,49.29
49.42,50.52,50.58,49.34
50.48,50.36,51.21,50.04
50.42,51.08,51.14,50.36
50.91,51.17,51.31,50.51
51.52,51.66,51.86,51.22
51.49,51.98,52.00,51.42
51.58,51.62,51.89,51.25
51.75,51.29,51.75,51.09
51.23,50.78,51.40,50.62
50.80,51.48,51.61,50.80
51.59,51.72,52.21,51.17
51.67,51.62,51.78,51.47
51.85,51.56,52.23,51.08
51.45,52.16,52.44,51.45
52.16,51.29,52.38,51.03
51.09,50.38,51.69,50.04
50.31,49.51,50.96,49.37
49.67,50.25,50.84,49.38
49.64,48.36,49.93,48.16
48.34,48.73,48.81,47.86
49.00,49.61,49.67,48.77
53.00,50.28,53.50,49.09
50.36,49.69,50.36,49.53
49.38,48.51,49.58,48.48
49.13,50.68,50.71,49.01
52.27,53.58,53.85,51.71
53.82,53.68,54.13,53.43
53.77,53.54,54.02,53.34
53.45,53.17,53.45,52.63
53.61,54.26,54.39,53.40
54.23,54.89,55.01,53.88
54.58,54.36,54.94,54.02
53.76,54.12,54.44,53.23
54.26,55.60,55.64,54.17
55.14,55.91,56.20,55.14
54.93,55.36,55.53,54.61
55.59,54.75,55.59,54.60
55.01,54.92,55.35,54.34
55.37,56.28,56.77,55.37
56.28,54.09,56.58,53.80
54.23,53.70,54.32,53.14
52.41,52.99,53.18,51.81
53.49,52.37,53.49,51.77
51.56,53.22,53.72,50.85
53.27,52.92,54.17,52.73
53.51,53.85,54.27,53.36
53.81,53.49,54.01,53.11
53.63,55.16,55.38,53.63
54.67,53.99,54.74,53.78
54.38,53.80,54.43,53.51
53.95,55.70,55.70,53.95
55.49,54.95,55.49,54.23
54.47,54.05,54.56,53.76
54.31,54.35,55.02,53.72
54.25,54.50,55.04,53.96
54.15,53.25,54.15,52.94
52.76,55.18,55.37,52.31
54.52,54.88,55.36,54.41
55.23,54.66,55.58,54.57
53.80,53.08,54.43,51.76
53.41,52.49,54.06,52.29
52.96,53.17,53.44,52.44
53.57,54.13,54.31,53.33
54.63,54.54,54.92,53.96
54.49,54.33,54.91,54.06
55.13,54.04,55.64,53.71
53.99,55.68,55.97,53.79
55.15,54.34,55.15,53.76
54.50,55.49,55.76,54.50
57.10,57.56,58.79,56.54
57.92,57.51,58.04,56.21
58.08,58.42,58.67,57.23
58.45,59.29,59.69,58.20
59.06,59.14,60.00,58.70
59.14,59.32,59.53,58.41
59.01,59.34,59.67,58.91
59.00,58.13,59.05,58.08
58.20,57.56,58.46,57.25
57.59,56.48,58.40,55.96
56.83,57.64,57.86,56.64
57.42,57.22,57.42,56.58
56.83,57.79,58.12,56.70
57.62,58.78,59.03,57.23
58.77,59.56,59.73,57.94
60.00,60.08,60.21,59.61
60.21,60.70,60.79,59.67
60.13,60.39,60.41,59.68
60.13,59.44,60.32,59.33
59.29,59.64,59.78,58.61
59.72,59.09,59.82,58.73
58.86,60.74,60.75,58.34
60.90,60.47,60.90,60.21
60.50,60.13,60.50,59.54
59.59,59.71,60.01,58.95
59.49,57.97,59.49,57.72
57.53,58.44,58.60,57.53
58.35,58.97,59.21,57.30
58.67,58.83,59.15,58.28
59.25,59.51,59.62,59.03
59.64,60.06,60.22,59.44
59.83,59.87,60.53,59.61
60.08,61.93,61.95,59.91
61.96,62.38,62.61,61.47
62.38,61.40,62.69,61.27
60.94,61.55,61.95,60.94
61.89,61.05,61.89,60.75
60.72,60.43,60.75,60.26
60.57,59.71,60.70,59.33
59.66,60.18,60.49,59.36
59.95,59.34,60.02,59.07
59.53,60.44,60.49,59.30
60.56,60.75,60.99,60.26
60.67,60.90,61.34,60.14
60.89,61.31,61.57,60.57
61.49,61.89,62.36,60.85
61.60,61.30,61.64,60.90
60.94,60.53,61.02,60.44
60.86,61.45,61.71,60.62
61.14,61.77,62.04,60.34
61.71,61.63,62.00,61.35
62.05,62.55,62.78,61.86
62.31,62.28,62.87,61.87
62.27,61.59,62.62,61.42
61.71,62.05,62.22,61.23
62.05,63.09,63.32,62.01
63.08,63.30,63.91,62.79
63.29,63.89,64.39,62.87
63.50,63.55,63.76,63.00
63.80,64.66,64.71,63.67
64.70,64.50,64.85,64.15
64.85,65.88,66.17,64.44
66.05,64.91,66.38,64.87
65.11,66.90,66.99,65.11
67.31,66.63,67.77,66.38
67.24,66.55,67.46,66.20
66.67,66.40,66.77,65.70
66.45,66.36,66.95,65.91
66.14,65.86,66.33,65.76
65.99,67.63,67.66,65.60
67.65,67.17,67.97,67.02
67.04,67.52,67.62,66.79
67.22,67.43,67.66,67.17
67.24,66.55,67.53,66.25
66.39,64.91,66.51,64.83
64.65,65.20,65.48,64.19
65.27,65.23,65.76,64.81
64.88,64.95,65.36,64.16
65.16,65.05,65.37,64.47
66.22,65.79,66.30,65.31
65.54,65.21,65.76,65.18
65.37,64.82,65.47,64.59
65.45,65.68,65.72,64.51
63.85,64.26,64.71,63.14
63.43,63.45,63.88,63.04
63.99,64.25,64.44,63.75
64.74,65.19,65.38,64.43
65.40,66.81,66.83,65.33
67.00,66.87,67.81,66.72
66.76,65.54,66.76,64.82
65.39,65.38,66.06,65.22
65.37,65.62,66.00,65.34
66.11,66.33,66.87,66.04
66.39,66.53,67.14,66.37
66.91,66.35,67.01,66.24
66.35,65.68,66.97,65.66
65.95,65.60,66.05,65.40
65.64,65.16,65.93,65.08
65.31,65.56,65.82,65.27
65.48,66.12,66.53,65.48
66.39,66.37,66.75,66.05
66.23,66.37,66.97,66.04
66.17,66.42,66.70,65.81
66.22,65.52,66.36,65.36
65.53,67.75,67.84,65.53
68.01,69.70,69.97,68.00
69.65,69.59,69.96,69.21
69.37,69.51,69.73,68.59
69.44,70.68,70.74,69.29
70.41,69.41,70.70,68.85
69.61,70.29,70.48,69.57
70.43,69.86,70.56,69.48
70.14,70.32,70.69,69.90
70.56,70.39,70.56,69.75
70.54,70.60,70.67,70.26
70.52,70.99,71.00,70.10
71.14,71.30,71.81,70.84
71.32,71.55,71.84,70.97
71.55,72.57,72.58,71.33
72.71,72.78,73.02,72.23
72.87,73.33,73.52,72.71
73.73,73.69,74.06,73.35
73.51,74.07,74.34,73.26
74.04,74.22,74.49,73.80
74.50,73.37,74.66,73.36
73.35,74.24,74.76,73.28
75.00,71.72,75.01,69.56
70.50,69.07,71.22,68.38
69.00,69.09,69.57,69.00
67.69,68.41,68.41,67.42
68.21,67.96,68.29,67.81
67.98,68.59,68.71,67.67
68.97,69.26,69.52,68.72
69.32,68.24,70.09,67.68
68.36,68.81,68.98,67.86
68.94,68.79,70.08,68.38
68.42,67.61,68.56,67.55
67.71,68.48,68.93,67.44
68.14,68.24,68.94,68.06
68.06,68.29,68.78,68.06
68.13,69.11,69.47,67.79
69.02,68.34,69.02,68.31
68.41,68.56,69.41,68.35
68.68,67.84,68.72,67.63
68.04,68.38,68.56,68.04
68.78,69.19,69.63,68.48
68.93,69.02,69.55,68.74
68.67,68.94,69.58,68.34
68.72,69.06,69.58,68.72
68.95,69.16,69.47,68.80
69.21,68.76,69.28,68.58
69.12,69.20,69.64,68.56
68.82,69.53,69.94,68.82
69.49,68.48,69.93,68.42
68.88,68.71,69.12,68.30
68.38,68.16,68.52,67.93
68.17,67.07,68.17,67.07
67.19,67.39,67.80,67.19
67.15,66.78,67.43,66.67
67.02,66.50,67.22,66.42
65.94,66.87,67.29,65.70
67.29,66.68,67.49,66.53
66.64,66.68,67.14,66.60
67.00,67.53,67.75,67.00
67.75,67.60,68.11,67.41
67.30,66.42,68.00,66.38
66.10,66.52,66.57,65.89
67.08,66.92,67.38,66.64
67.03,66.88,67.26,66.45
66.72,67.38,67.51,66.64
67.56,67.21,67.56,66.87
67.20,67.43,67.91,67.13
67.59,67.56,67.90,67.10
67.79,67.17,67.97,67.05
67.03,66.61,67.45,66.54
67.09,66.43,67.15,66.35
66.37,67.06,67.56,66.37
67.66,68.28,68.30,67.45
68.05,68.43,68.71,68.05
68.13,72.00,72.64,68.13
73.02,71.96,73.70,71.66
71.67,73.56,73.97,71.46
74.39,74.79,75.65,74.00
74.90,74.64,74.90,73.16
74.31,74.87,74.94,73.99
74.89,75.53,75.70,74.89
75.97,75.67,76.10,75.05
75.92,75.79,76.30,75.49
76.26,77.51,77.68,75.78
77.78,78.41,78.95,77.42
78.89,78.49,78.95,78.40
78.49,79.77,80.19,78.38
79.81,79.02,79.92,78.95
79.38,78.50,79.62,78.25
79.00,79.45,79.77,78.54
79.25,80.05,80.39,78.78
80.65,79.85,80.85,79.38
79.70,80.37,80.46,79.54
