ANTM,Anthem,NASDAQ
78.76,79.64,79.78,78.71
79.52,78.52,80.00,78.50
77.81,77.48,79.27,77.40
78.12,79.40,79.59,77.86
78.47,79.98,81.00,78.47
80.47,79.89,80.68,79.34
80.47,80.21,81.00,79.42
80.46,81.70,81.85,80.40
81.55,81.84,82.33,81.10
82.00,81.65,82.24,81.60
81.53,81.38,82.24,81.20
81.23,81.09,81.45,80.75
81.58,81.96,82.00,80.98
82.35,83.09,83.16,81.96
83.29,84.09,84.71,83.03
84.28,84.75,85.06,84.11
85.45,85.41,85.60,84.75
85.60,85.40,85.66,84.89
85.12,85.68,85.88,84.89
85.80,85.35,85.80,84.91
85.53,84.43,85.96,84.30
85.18,86.43,87.08,85.18
86.40,86.80,86.99,85.70
86.80,87.00,87.52,86.55
87.05,87.51,87.59,86.61
87.97,87.44,90.00,87.32
86.50,85.90,86.88,85.32
85.50,84.79,85.72,84.23
84.79,85.54,86.06,84.79
86.05,84.96,86.52,84.44
85.30,85.56,86.50,85.17
86.03,86.37,86.61,85.98
86.33,86.08,86.37,85.59
86.06,87.66,88.72,85.72
87.66,87.45,87.86,86.61
87.33,87.14,88.17,87.00
87.36,87.74,88.49,87.17
87.58,87.39,88.14,86.76
86.74,86.97,87.30,86.34
87.44,86.99,87.55,86.25
86.99,86.63,87.14,86.23
86.08,85.42,86.66,85.24
85.15,86.05,86.77,85.13
86.13,85.82,86.49,85.71
85.73,86.02,86.40,85.58
85.84,85.76,86.38,85.46
85.80,86.20,86.55,85.52
86.40,86.58,86.75,86.10
86.86,86.57,87.00,86.00
85.91,85.07,86.05,85.00
85.11,84.83,85.59,84.15
84.75,85.46,86.16,84.65
85.30,85.14,85.78,84.98
85.62,86.28,86.54,85.52
86.24,87.38,87.47,85.76
87.26,87.87,88.08,87.14
87.86,87.29,87.92,86.21
87.27,86.71,87.62,86.54
87.30,87.80,87.80,86.50
87.80,89.26,89.44,87.79
89.09,88.46,89.47,88.36
89.13,89.09,89.48,88.70
89.82,89.10,89.93,88.94
89.15,88.27,89.17,87.51
87.68,84.39,87.92,83.97
84.45,82.53,85.01,82.44
82.78,82.33,83.66,82.30
82.06,83.15,83.35,81.46
83.23,84.29,85.01,83.21
84.34,83.63,84.39,83.20
83.64,84.11,84.76,83.57
83.74,83.95,84.12,83.41
83.16,83.61,84.24,82.87
83.80,86.11,86.11,83.52
85.64,86.60,86.64,85.01
86.34,86.48,87.10,85.83
86.45,87.21,87.86,86.07
86.43,86.28,87.09,86.21
86.22,85.37,86.64,85.34
85.36,85.56,86.00,85.21
86.47,88.43,88.48,86.29
88.18,88.64,88.95,88.05
88.34,88.67,88.82,87.81
87.92,87.97,89.44,87.58
88.38,89.66,89.87,88.04
87.74,88.59,88.78,86.90
88.81,86.38,88.81,85.64
86.45,87.60,87.81,86.00
87.74,88.43,88.89,87.59
88.46,85.48,89.10,84.81
85.68,83.60,86.64,83.13
83.62,84.10,84.32,83.18
84.32,84.55,85.52,83.98
84.47,84.54,84.64,83.22
84.94,84.54,85.37,84.33
84.80,84.80,85.47,84.06
85.15,85.36,85.70,84.46
85.77,86.81,87.02,85.75
86.69,87.41,87.71,86.20
87.50,87.70,88.37,86.75
87.97,86.46,88.50,86.43
86.66,87.28,87.65,86.08
87.24,87.94,88.34,87.01
87.83,87.50,88.03,87.04
87.26,88.02,88.13,87.06
88.22,89.49,89.53,87.65
88.98,90.10,90.23,88.43
90.14,90.40,90.96,90.02
90.56,92.00,92.87,90.50
92.00,92.76,93.72,91.91
92.70,92.08,93.49,91.85
91.77,93.03,93.11,91.14
93.00,93.61,94.22,92.98
93.61,93.66,94.32,93.31
94.09,93.62,94.33,93.48
93.83,92.88,93.96,92.73
92.90,93.92,94.36,92.89
92.16,92.56,93.29,91.55
91.97,91.59,92.79,90.51
91.18,89.78,91.73,89.68
90.61,90.69,90.99,89.44
91.07,90.98,91.91,90.83
91.00,91.06,91.86,90.89
91.00,89.27,91.25,89.05
89.18,88.69,89.82,88.35
88.85,87.75,89.72,87.50
87.71,87.69,88.37,86.92
87.86,86.89,87.86,86.88
87.43,89.02,89.05,87.05
88.75,88.75,88.90,88.06
88.68,89.59,90.00,88.53
90.06,91.15,91.25,90.02
91.02,91.39,91.81,91.02
91.80,92.15,92.49,91.50
92.15,92.17,92.83,92.06
92.17,91.52,92.45,91.22
91.65,92.39,92.54,91.58
92.00,90.63,92.01,90.62
90.46,90.63,91.06,90.31
91.02,89.28,91.05,89.25
89.67,91.08,91.49,89.42
90.84,92.22,92.22,90.67
90.69,93.00,93.09,90.69
92.74,91.99,92.95,90.86
91.74,90.84,92.38,90.70
90.93,91.35,91.87,90.36
91.71,88.15,91.90,87.85
88.13,85.56,88.13,85.40
85.58,85.49,86.40,85.00
85.82,86.92,87.26,85.54
86.91,86.11,87.42,86.00
86.39,85.79,86.72,85.27
85.33,84.25,85.36,83.89
83.95,84.89,85.50,83.85
84.90,84.30,85.49,84.26
82.21,85.37,87.75,81.84
87.06,87.76,89.04,86.14
86.74,86.00,87.44,85.93
86.00,85.62,86.28,85.30
85.75,85.35,86.07,84.72
85.21,85.65,86.69,84.58
85.67,86.58,86.67,84.65
85.95,84.68,85.95,84.25
84.80,84.60,85.41,83.99
84.12,85.68,86.15,84.02
85.66,84.25,86.32,84.02
84.03,85.31,85.67,84.03
85.07,87.80,88.01,85.07
87.89,87.52,89.20,87.48
87.34,87.50,88.61,87.00
87.77,87.71,88.21,86.99
87.46,88.55,89.49,87.41
88.02,90.93,91.96,88.02
91.64,89.68,91.66,89.52
89.61,89.15,90.49,88.99
89.19,89.28,89.87,88.90
89.26,90.59,91.86,89.26
89.87,89.44,90.22,89.03
90.12,90.81,91.41,89.99
89.26,91.56,91.67,89.26
90.75,91.52,92.00,90.75
92.00,91.53,92.00,91.40
91.36,92.24,92.29,91.36
92.31,93.00,93.48,92.24
92.55,93.62,94.17,92.55
93.79,93.27,93.99,93.22
93.02,93.35,93.79,92.84
93.60,95.15,95.45,93.57
95.14,97.71,97.95,95.10
98.05,99.05,100.59,98.00
98.87,99.71,100.40,98.40
99.89,99.77,102.56,99.65
100.48,100.97,102.39,100.16
101.01,99.69,101.78,99.66
100.46,99.91,100.77,99.00
99.91,97.70,99.99,97.26
98.07,99.39,100.10,97.98
100.00,99.55,100.39,99.06
98.50,99.09,101.05,98.50
96.70,98.32,99.26,96.70
98.58,99.24,99.41,98.26
99.58,97.59,99.87,97.52
97.56,96.61,98.00,96.11
96.93,96.65,97.47,95.69
96.67,96.81,98.14,95.99
97.01,95.74,97.74,95.12
95.33,95.05,96.14,94.56
95.52,95.38,95.85,94.30
95.68,96.47,96.74,94.67
97.02,95.65,97.15,95.14
92.10,92.00,92.88,90.75
91.76,93.03,93.27,91.72
93.32,94.19,94.46,93.25
94.02,94.69,94.91,93.76
95.57,96.54,97.17,95.57
96.25,96.00,96.94,95.71
96.35,94.96,96.54,94.37
95.44,95.39,95.83,95.18
99.28,100.68,101.95,97.97
100.68,100.77,101.76,99.91
100.87,100.87,101.46,100.46
100.53,102.44,102.72,99.99
102.24,102.33,103.01,101.93
102.32,104.74,105.00,101.97
104.67,103.28,104.96,103.07
103.18,104.51,104.55,102.84
104.87,107.01,107.09,104.80
106.88,106.45,107.59,106.32
106.40,105.67,106.40,104.98
105.45,104.93,105.75,104.18
105.04,105.12,105.73,104.17
104.99,106.43,106.74,104.91
106.19,106.00,107.37,105.45
106.19,107.12,107.25,105.89
107.23,107.34,107.69,106.57
107.64,108.82,109.33,107.44
108.81,108.48,108.86,108.33
110.00,107.88,110.03,107.66
108.07,108.55,108.65,107.61
108.46,108.36,108.77,107.73
108.56,108.35,108.95,107.81
108.25,108.01,108.45,107.70
108.14,108.63,108.91,107.80
108.73,107.26,108.87,107.16
106.89,106.13,107.25,105.75
106.14,105.28,106.36,105.21
104.88,105.70,105.70,104.79
105.51,107.68,107.92,105.33
107.68,107.10,107.68,106.80
106.93,106.88,107.09,106.15
106.88,106.10,107.41,106.02
105.92,106.06,106.35,105.02
105.79,106.25,106.34,105.43
106.49,107.69,107.85,106.32
108.01,108.55,108.61,107.30
108.13,108.65,108.70,107.62
108.48,107.91,108.95,107.89
107.94,108.74,109.09,107.78
108.83,108.12,109.36,107.41
107.47,107.55,107.87,106.37
107.50,107.61,109.50,107.32
108.27,108.38,109.15,107.93
108.04,110.32,110.34,107.12
110.67,110.16,111.01,109.19
109.99,109.13,110.00,108.58
108.77,109.46,109.67,108.26
109.47,110.87,111.08,109.39
110.37,110.76,111.27,109.68
110.55,110.90,111.31,109.99
111.25,113.15,113.44,111.08
113.05,112.77,114.68,112.55
112.94,112.18,113.20,111.84
111.93,113.44,115.52,111.93
113.71,114.93,115.00,113.27
112.23,114.43,114.77,112.23
115.00,115.32,116.26,114.96
115.52,115.44,115.91,115.00
115.72,115.25,116.17,114.90
113.52,113.51,114.23,111.12
114.31,115.57,115.64,113.54
114.71,112.55,114.98,112.13
116.15,112.47,116.50,108.01
109.56,109.81,111.90,106.88
109.65,111.00,111.70,109.49
110.83,111.60,111.90,110.23
111.17,110.44,112.00,109.96
110.48,111.34,112.50,110.44
111.67,107.29,111.86,107.07
107.59,108.58,108.62,106.52
108.91,107.39,109.00,107.28
107.61,108.66,108.73,107.19
109.00,110.35,110.67,109.00
111.00,112.48,112.84,110.65
112.56,111.78,112.81,110.63
112.49,112.40,112.52,111.16
112.56,113.62,113.78,111.86
113.50,113.07,113.60,112.60
113.48,113.12,114.00,112.86
113.13,112.87,113.62,112.50
113.36,113.22,113.80,112.45
113.55,114.67,114.92,113.20
114.82,115.78,116.24,114.36
115.31,116.25,116.74,115.30
116.47,116.51,117.36,116.15
116.46,115.64,116.63,114.63
115.46,116.62,117.14,115.31
117.00,118.01,119.05,116.76
117.72,118.97,119.20,117.38
118.15,118.13,118.62,117.47
118.26,120.89,121.33,118.21
121.06,119.80,121.06,119.32
119.21,119.95,120.18,118.62
120.00,118.62,120.16,118.19
118.65,118.40,119.11,118.01
118.51,120.32,120.57,118.11
120.25,120.22,121.21,119.00
120.48,122.16,122.19,120.34
122.84,122.04,122.86,121.64
122.53,121.82,124.48,121.59
121.42,119.36,122.00,119.28
119.76,124.17,124.58,119.40
123.71,120.69,123.87,120.50
121.18,120.80,121.97,119.75
120.09,121.31,121.92,119.78
121.46,119.62,121.66,119.34
119.27,118.15,119.58,117.24
118.36,118.45,119.21,116.87
119.64,122.07,122.53,118.83
122.15,119.07,123.35,118.98
118.71,117.52,119.39,117.49
117.51,119.85,120.01,117.17
120.03,118.93,120.89,118.54
119.25,116.95,120.01,116.95
116.90,114.41,117.66,114.28
114.78,113.20,114.92,111.13
111.46,111.06,113.43,108.92
111.25,111.92,114.33,110.54
113.71,114.99,115.94,112.75
115.31,116.23,116.60,115.00
117.48,120.43,120.73,117.41
120.48,118.87,120.64,118.83
120.32,119.77,120.64,119.33
119.93,120.21,120.24,119.01
120.13,120.34,120.87,119.95
118.85,120.00,120.54,117.60
122.91,122.20,123.80,121.09
122.20,123.29,123.75,121.02
124.53,126.69,126.69,124.31
126.61,126.31,127.59,125.83
126.31,126.83,128.09,126.31
128.16,127.03,128.16,126.08
127.42,127.80,127.98,126.85
126.79,124.15,127.52,123.41
124.16,125.50,126.14,124.01
125.99,126.62,127.19,125.60
125.83,126.64,127.44,125.23
126.57,126.63,128.19,125.91
127.00,125.36,127.45,125.24
125.36,127.27,127.69,125.21
127.41,129.04,129.96,127.41
128.59,125.82,128.69,125.72
125.47,126.25,126.58,125.17
127.92,125.89,127.92,125.73
126.48,126.14,127.41,124.49
126.57,127.15,127.86,126.27
127.90,126.90,128.36,126.33
127.21,127.91,128.35,127.21
128.25,127.77,128.58,127.19
127.76,128.71,128.82,126.93
125.25,129.16,129.50,125.25
128.39,127.64,129.49,126.56
126.98,127.91,129.96,126.79
128.21,126.34,128.37,126.09
124.89,126.66,126.80,123.86
126.14,123.69,126.62,123.62
123.96,125.40,126.19,123.78
124.02,122.65,125.96,122.61
123.88,122.22,124.26,121.26
122.34,121.32,124.89,121.22
122.02,123.71,124.50,121.80
125.76,127.71,127.83,124.29
127.90,127.95,129.34,127.54
127.94,128.47,128.67,127.05
129.00,126.94,129.17,126.87
127.10,126.93,127.50,126.62
126.93,126.36,127.60,126.11
126.00,127.07,127.40,126.00
126.34,128.21,128.46,126.34
128.25,125.67,129.32,125.63
126.65,125.46,127.73,124.40
124.30,123.26,125.46,122.86
125.02,124.94,126.94,124.27
125.14,125.56,127.90,125.14
126.02,131.55,131.80,126.02
131.74,129.80,131.74,129.73
130.44,128.83,130.66,128.19
130.12,130.28,131.49,128.90
128.68,131.81,132.80,127.85
132.00,134.09,134.93,131.94
133.75,136.01,136.26,133.18
136.94,137.13,137.74,135.83
136.86,139.68,140.53,136.67
140.74,142.86,143.38,139.52
142.50,140.77,143.65,140.44
140.60,138.70,140.60,138.01
138.12,137.78,138.97,137.09
138.21,133.58,139.28,133.03
134.62,137.10,137.37,133.76
135.41,134.96,137.40,134.14
134.96,135.50,135.59,132.94
136.08,136.96,137.24,135.50
136.49,137.65,138.67,135.40
135.50,137.23,138.37,135.40
136.95,135.69,137.23,135.09
134.79,134.88,135.69,134.38
136.38,138.74,139.04,135.61
138.60,141.49,141.72,138.56
142.56,142.00,142.56,140.78
141.37,141.05,141.74,140.68
140.56,141.76,141.94,140.00
141.76,141.84,142.77,141.04
141.99,142.65,142.90,141.69
141.88,144.59,144.74,141.80
145.50,147.35,147.48,145.30
147.35,147.28,148.76,147.00
147.50,146.97,148.00,146.56
146.63,146.72,147.34,146.23
146.72,146.45,147.43,146.24
146.45,146.93,147.71,146.30
146.06,145.99,147.07,144.62
144.78,146.55,147.30,144.20
146.50,146.85,147.70,146.26
145.12,145.16,146.87,144.90
145.16,146.75,146.93,145.03
145.33,144.28,145.89,144.28
145.35,144.38,145.86,144.28
145.28,147.46,147.56,145.12
146.83,150.01,150.03,146.40
150.08,153.25,154.84,150.08
152.65,153.30,153.56,152.39
153.03,157.39,157.98,153.03
157.78,157.32,158.10,156.41
158.75,158.38,160.64,157.75
158.20,157.57,158.88,157.04
156.85,157.60,158.29,156.85
159.54,154.42,159.54,154.39
154.18,152.82,154.42,152.64
154.13,156.27,157.58,154.13
157.31,156.85,158.45,156.54
155.81,154.41,156.80,154.31
154.08,153.99,154.39,152.53
154.18,153.95,155.08,153.54
152.90,155.43,156.07,152.90
156.70,155.19,157.56,154.84
155.00,154.64,155.98,154.02
154.37,153.49,154.72,152.74
154.12,153.92,154.27,152.97
154.50,153.51,155.82,153.50
154.52,154.25,154.99,153.45
154.30,151.30,155.00,150.61
155.35,154.93,155.43,153.96
153.81,152.48,154.31,151.37
153.30,152.87,154.10,152.73
153.05,152.88,153.63,152.55
153.00,152.84,153.49,152.04
152.30,154.20,154.53,152.05
154.04,154.28,154.58,153.55
154.49,151.02,154.89,150.67
150.15,154.22,154.52,149.19
155.96,151.07,157.00,148.29
151.83,150.93,154.22,150.46
151.92,153.23,153.28,151.49
153.45,155.84,156.17,153.01
154.67,154.20,155.70,153.91
154.97,159.85,159.85,154.03
158.91,155.80,159.45,155.58
157.21,158.40,158.60,156.36
158.24,158.81,160.53,158.08
157.92,158.47,159.69,157.33
159.41,158.79,160.63,158.30
160.13,160.00,160.91,158.88
160.35,161.37,161.38,159.90
162.00,163.25,163.43,161.43
163.37,164.44,165.33,163.25
164.45,163.57,164.45,162.68
163.00,164.62,164.86,162.50
164.13,164.19,165.47,163.46
164.01,162.34,164.01,162.18
162.96,163.38,164.17,162.35
162.84,164.22,164.25,162.57
164.66,167.85,170.98,162.51
168.97,168.07,169.00,166.78
167.46,164.14,168.22,164.02
164.45,163.76,165.11,162.23
162.54,161.45,163.45,160.97
161.40,162.82,163.38,159.65
162.54,161.89,163.90,161.71
162.34,162.59,162.94,161.59
163.13,164.37,164.56,162.43
164.53,163.97,165.33,163.74
163.31,160.71,163.80,160.65
161.45,164.46,167.20,160.36
164.31,166.85,167.85,164.26
167.50,165.16,167.98,164.60
165.49,165.24,167.06,164.95
165.10,165.06,165.86,164.45
170.50,171.04,173.59,168.72
170.74,170.00,170.74,162.02
170.06,167.97,170.91,167.47
167.73,170.34,170.58,165.90
170.53,164.68,171.00,164.68
165.25,163.06,165.38,162.44
163.80,164.14,165.85,163.69
165.62,165.22,165.93,164.02
165.79,163.14,165.79,162.62
160.82,161.60,162.43,157.37
162.49,160.33,162.66,158.09
159.50,159.39,160.55,159.00
161.29,158.58,161.98,158.58
159.67,159.73,161.00,159.30
160.20,156.45,160.82,155.07
156.57,159.97,160.81,156.41
160.10,159.60,161.80,158.82
159.43,157.60,160.06,157.01
157.67,158.59,158.61,157.05
158.56,156.59,158.84,154.50
156.35,155.78,157.00,154.39
155.61,155.10,156.79,154.77
156.60,155.21,157.12,154.01
152.31,150.86,154.15,148.78
150.80,151.50,152.03,149.89
152.43,154.20,155.00,151.00
155.85,155.27,157.00,151.73
156.03,154.89,157.05,152.62
155.86,154.27,156.12,153.64
154.28,152.78,155.27,152.05
153.80,152.50,154.00,151.77
153.44,154.95,155.01,152.38
154.72,152.44,155.95,152.18
152.29,152.63,153.00,151.89
152.60,152.33,153.77,152.20
152.00,152.42,152.76,151.43
151.58,149.47,152.00,148.80
149.97,149.69,150.61,148.45
149.69,149.30,150.45,148.44
149.39,151.90,152.25,149.27
152.18,153.30,154.50,151.87
152.43,151.95,152.87,150.78
150.54,147.86,151.62,147.72
145.67,146.62,147.50,144.77
138.89,140.68,143.82,136.04
142.51,138.14,143.86,137.94
140.26,142.16,142.31,138.32
143.00,142.16,144.37,139.44
141.77,140.56,142.24,139.09
140.09,141.05,143.69,139.95
138.49,138.06,139.75,137.03
139.05,140.47,140.50,137.62
140.81,142.95,143.94,140.58
140.84,142.05,142.95,140.49
143.49,146.43,146.55,142.74
147.27,145.60,147.96,145.17
145.11,143.94,146.28,143.76
147.75,147.09,147.75,143.01
147.44,145.87,147.80,145.39
147.66,148.24,148.62,145.57
148.62,151.15,151.91,148.60
151.98,150.27,152.44,148.32
148.79,146.86,149.49,146.23
148.67,149.57,149.78,147.02
148.01,148.66,149.85,147.06
148.24,149.28,150.41,147.80
147.52,147.06,149.98,144.79
148.02,141.91,148.43,140.87
141.21,136.31,142.03,134.62
136.50,137.72,139.83,135.14
138.90,140.00,141.43,138.39
140.31,138.94,140.68,137.00
138.00,141.85,141.87,136.71
142.89,142.85,143.96,142.02
142.88,139.46,142.92,138.19
139.95,139.41,139.99,135.25
139.22,137.33,139.38,136.18
137.15,140.49,141.32,137.15
141.00,143.86,143.88,140.60
143.71,146.53,149.87,143.47
146.28,143.35,147.87,142.25
143.13,145.23,145.56,137.11
146.86,147.05,147.76,145.88
146.35,148.81,149.37,146.35
148.98,148.24,149.50,147.44
149.31,142.79,149.38,138.75
142.25,139.41,143.14,135.24
140.08,140.95,143.28,139.28
140.96,141.74,142.34,139.54
141.33,144.69,146.10,141.33
141.00,141.80,144.98,134.74
140.85,141.34,142.71,140.40
141.92,139.15,141.92,139.03
139.00,139.86,140.52,137.72
139.10,137.05,140.17,135.53
138.00,135.34,138.04,133.09
135.51,136.04,136.44,133.79
134.98,133.98,135.84,132.46
133.49,133.77,134.31,131.95
133.77,135.27,135.91,133.54
136.02,134.19,136.02,133.95
134.36,133.43,135.70,133.26
133.32,132.55,134.50,132.00
132.76,135.06,135.27,132.76
134.68,136.25,138.20,134.05
136.30,137.30,137.66,134.65
130.52,127.86,131.98,126.25
128.17,131.29,132.00,128.03
131.67,131.13,133.92,131.03
130.81,131.63,131.88,129.76
131.50,131.00,131.82,130.32
131.60,131.22,132.29,130.17
131.22,130.38,131.58,130.10
131.11,135.82,135.99,130.32
135.38,132.92,137.14,132.45
132.78,129.43,133.81,129.04
129.41,132.75,133.18,129.28
133.52,132.78,133.52,131.14
132.00,131.60,133.45,130.55
130.80,132.46,133.96,130.46
132.03,134.84,135.20,131.33
134.00,135.78,137.48,133.15
136.23,135.53,137.00,134.16
136.23,135.02,137.30,134.03
136.31,137.78,138.12,135.54
137.70,139.01,140.49,137.26
139.00,137.75,139.83,137.75
138.10,139.53,140.62,137.70
140.10,140.19,140.88,138.00
140.47,140.51,141.08,139.58
140.68,140.56,141.49,140.45
140.28,140.03,140.51,139.01
140.52,141.85,142.28,140.31
141.87,140.96,142.49,140.76
140.12,139.44,141.22,139.42
137.66,139.21,139.43,137.01
139.85,141.24,141.94,139.03
139.62,137.79,140.48,136.90
136.12,135.43,137.82,134.63
135.49,132.13,136.51,131.79
132.12,128.36,132.98,127.58
130.50,135.60,136.52,130.00
135.62,134.14,137.17,133.08
134.79,138.10,139.24,133.86
134.62,134.99,136.70,133.41
136.67,136.85,137.90,133.81
135.49,137.49,139.08,131.71
137.15,138.78,140.49,137.01
140.09,141.40,141.80,138.91
141.75,138.67,141.75,137.67
138.53,137.76,139.71,136.58
134.84,131.23,136.10,129.75
131.09,126.42,133.08,126.42
127.78,130.49,130.53,127.09
131.62,129.72,132.44,129.22
129.17,127.01,129.89,125.78
127.62,126.83,127.70,123.48
126.00,126.64,127.49,122.78
126.63,123.38,127.09,122.77
122.10,117.22,122.50,115.63
117.05,119.82,121.75,115.74
120.51,121.47,123.16,119.76
119.80,119.98,121.15,118.82
120.52,121.55,121.61,119.77
122.37,124.83,124.97,122.17
125.00,127.56,127.71,124.80
127.66,128.02,129.48,127.53
127.58,127.23,129.13,126.54
128.00,132.17,132.48,128.00
131.90,131.27,133.88,130.81
130.94,130.75,131.07,128.95
130.63,132.23,132.24,129.92
132.55,132.50,133.85,131.88
131.86,130.69,133.62,130.68
131.87,131.80,132.17,130.34
132.06,134.09,134.12,131.22
133.25,132.97,133.50,130.25
132.42,132.35,132.88,131.10
131.09,133.20,133.24,130.70
131.70,132.48,133.98,131.61
133.13,134.54,134.76,132.30
135.41,137.81,139.60,134.65
138.40,143.10,143.21,138.37
142.67,144.17,144.69,141.75
142.90,142.31,143.88,141.70
142.31,143.51,144.00,141.51
143.67,140.35,144.00,138.86
140.84,142.68,144.11,140.53
142.03,140.00,142.35,138.48
139.50,140.87,141.65,138.95
141.74,139.50,141.86,139.04
138.57,139.97,140.00,137.87
139.94,139.56,140.79,138.98
139.77,140.28,140.56,138.60
141.03,139.97,141.41,139.75
139.61,138.99,140.30,137.65
138.54,141.85,141.91,137.83
141.79,147.26,147.43,141.29
144.81,143.34,145.88,143.14
143.32,144.87,144.99,142.91
143.67,143.42,144.57,142.50
144.37,143.74,144.99,142.53
144.32,140.90,145.00,140.72
141.07,142.87,143.44,140.83
143.58,143.55,144.92,142.50
143.16,143.21,143.72,141.50
143.05,142.91,143.25,141.85
142.78,142.59,143.10,142.05
143.76,144.40,144.58,142.74
144.51,145.52,146.30,143.42
145.27,145.91,146.50,144.82
146.40,147.52,147.99,146.00
146.84,146.09,148.00,145.15
145.52,147.07,147.18,145.29
146.15,144.76,146.82,140.99
145.05,144.00,146.40,143.61
142.68,140.77,142.68,139.33
141.68,140.48,142.00,139.72
139.90,141.42,142.33,139.90
138.51,138.73,139.27,136.75
138.73,137.07,139.53,136.46
136.79,137.25,138.55,135.85
136.96,138.44,138.73,136.65
138.79,140.16,140.41,138.50
140.03,139.57,141.75,139.42
139.84,136.08,140.20,135.15
136.18,135.51,137.20,134.77
135.41,137.23,137.45,134.84
137.85,136.21,137.85,134.86
136.18,136.08,137.24,134.96
135.38,133.79,137.01,133.38
134.62,135.73,135.99,133.82
134.70,133.18,135.11,132.91
133.04,128.48,134.21,128.39
129.20,130.96,131.38,128.76
131.46,129.61,131.54,129.27
130.10,130.70,131.02,129.50
131.25,132.16,132.49,130.44
131.92,132.51,133.16,131.06
132.74,133.29,133.40,132.20
132.41,131.84,132.90,131.00
131.82,132.44,132.56,131.58
132.28,132.91,133.54,132.02
132.25,134.20,134.25,132.00
133.93,133.75,134.73,133.36
133.14,131.52,133.32,131.15
130.77,130.68,132.32,130.48
130.61,130.52,131.12,129.85
131.12,130.61,131.95,130.32
132.11,132.28,133.47,130.11
132.27,132.34,132.79,131.48
133.63,132.72,134.31,132.06
133.37,131.45,133.43,131.35
131.30,128.72,131.30,128.37
129.75,128.67,130.29,127.72
124.82,126.38,127.50,123.71
125.33,124.85,125.33,122.91
126.21,127.05,128.08,125.40
127.75,131.48,131.51,127.33
130.87,131.34,132.15,130.30
131.25,131.67,132.44,130.32
131.65,130.84,131.91,130.17
130.27,132.12,132.79,129.84
132.44,129.44,132.45,128.55
130.29,132.15,132.87,128.74
132.30,131.56,132.55,130.32
132.06,131.88,132.45,131.41
132.42,133.74,133.82,131.98
134.47,133.91,134.67,133.50
134.53,134.31,135.96,133.70
134.71,135.00,135.30,134.14
133.76,132.06,134.60,130.00
133.08,135.47,136.48,132.72
134.58,139.00,140.62,134.16
139.73,142.94,143.18,139.14
142.63,139.98,142.94,139.77
139.42,137.59,140.08,137.09
133.50,133.86,137.98,132.00
133.15,132.90,134.24,132.05
131.96,131.34,132.97,131.20
131.46,127.61,131.68,127.33
127.98,125.56,128.97,125.30
125.73,127.87,128.89,125.39
127.69,126.82,127.88,126.13
127.74,127.86,128.57,127.11
127.66,127.74,128.35,127.08
128.09,128.45,128.49,127.55
128.17,128.15,129.53,127.58
128.37,128.20,128.60,127.60
128.01,130.19,131.26,127.59
129.68,129.29,130.12,128.90
129.18,129.33,129.82,128.16
129.30,129.54,129.78,128.78
129.05,129.43,131.10,128.84
129.08,129.52,129.97,128.67
129.71,129.72,130.70,129.36
130.25,129.12,130.31,128.97
129.37,127.61,130.00,127.35
127.23,127.11,128.64,127.01
127.31,124.94,127.86,124.53
124.84,124.18,125.32,124.16
124.11,125.42,125.61,124.00
125.46,125.08,125.90,124.23
124.90,123.36,125.72,123.18
123.51,124.24,124.32,123.02
124.10,124.29,124.90,123.76
123.72,125.85,125.89,123.10
125.70,127.67,127.76,125.70
126.93,126.89,128.18,126.52
126.39,128.58,128.86,125.59
126.22,124.57,127.00,123.95
124.40,123.29,125.00,122.52
123.21,124.34,124.89,122.96
124.37,125.52,126.69,123.87
125.39,126.32,126.71,125.14
126.47,125.76,126.93,124.98
126.56,128.59,128.75,126.08
128.82,128.42,129.62,127.84
127.80,126.56,128.42,126.44
126.00,125.08,126.48,124.86
125.09,126.30,126.34,124.40
126.70,127.37,127.90,126.24
127.19,124.93,127.19,124.88
125.38,125.31,125.83,124.01
124.74,122.90,125.32,122.58
123.22,122.44,123.95,121.71
122.44,122.07,122.57,120.97
122.13,122.35,122.78,121.55
122.28,121.90,122.74,120.78
122.34,124.80,124.94,122.34
124.68,121.90,124.79,121.55
122.05,120.85,122.50,120.17
120.32,121.00,121.28,119.79
121.18,121.09,121.81,120.76
120.38,118.28,120.95,117.50
120.02,123.15,123.77,119.66
123.24,123.83,124.12,122.63
123.78,124.03,125.57,123.35
123.05,123.50,123.72,121.92
124.23,124.49,124.94,123.86
124.37,124.50,125.45,123.81
124.47,124.17,125.04,123.78
124.00,123.49,124.59,122.74
123.10,121.62,123.13,121.45
122.35,121.86,123.00,121.44
122.44,117.42,122.44,116.88
117.76,122.99,123.87,114.85
123.48,120.03,124.58,119.69
120.67,119.29,121.24,119.17
121.03,123.49,123.93,120.35
123.19,126.84,127.42,122.43
120.40,128.75,129.73,118.42
129.56,133.86,133.98,129.23
133.55,133.68,135.01,131.38
133.80,138.60,138.75,132.65
140.02,138.42,142.62,136.82
138.37,138.39,139.37,137.90
138.45,137.88,138.72,136.89
137.39,135.35,137.59,135.00
136.00,137.36,137.88,135.68
138.29,141.31,141.56,137.64
141.48,143.62,143.66,140.34
143.62,144.74,145.21,142.82
144.06,143.24,145.19,142.73
143.73,145.28,146.09,142.56
145.51,142.53,145.51,142.04
142.38,145.17,146.22,141.82
