PSA,Public Storage Common Stock,NASDAQ
147.06,149.73,151.02,146.65
148.46,149.20,152.85,146.66
150.19,150.80,151.94,148.13
151.86,151.55,152.50,150.91
152.49,154.10,154.35,151.47
153.15,153.33,154.80,151.61
153.63,151.77,154.09,151.27
151.57,154.68,155.21,151.52
153.80,153.26,154.20,150.53
153.27,152.87,153.82,149.46
152.99,152.86,154.56,152.63
153.72,155.24,155.92,153.06
154.99,155.26,156.25,153.77
156.86,159.37,159.70,156.76
159.46,159.08,160.24,157.58
159.00,159.71,160.21,158.44
159.86,160.34,161.30,159.67
160.82,161.70,162.81,160.44
161.70,162.95,163.13,161.40
162.83,162.54,163.23,161.43
162.64,163.37,163.74,161.84
163.68,162.94,163.68,162.11
162.85,159.12,163.73,158.04
158.67,159.95,160.50,157.45
159.62,161.00,161.03,158.36
160.45,159.59,160.57,159.00
160.66,159.54,161.22,158.81
159.47,159.22,161.15,158.10
159.83,161.28,162.06,158.81
161.07,160.73,162.39,160.00
160.26,162.18,162.52,160.25
161.96,162.17,162.73,161.36
161.90,162.67,162.99,160.91
162.97,161.47,163.44,160.52
161.28,163.15,164.26,161.21
162.66,161.88,163.03,160.64
162.53,160.17,162.53,159.36
160.37,159.57,160.70,159.17
158.00,157.43,158.95,156.14
156.78,153.95,157.36,153.84
154.79,153.34,155.31,153.19
153.35,156.41,156.98,153.35
156.05,157.10,159.67,154.86
157.49,157.32,157.79,155.30
157.40,157.68,158.40,156.74
157.78,155.43,158.37,155.10
154.13,153.81,154.50,151.80
153.76,152.65,153.89,151.85
152.40,152.81,153.12,151.18
153.24,152.67,153.75,152.11
153.92,152.40,154.81,150.46
152.42,152.55,153.76,151.66
152.29,151.26,152.80,151.05
153.06,153.02,154.82,152.12
153.05,156.90,156.92,152.69
157.45,157.87,158.00,156.22
157.33,157.13,157.33,155.78
157.15,155.94,158.04,155.34
155.69,156.03,156.26,155.30
158.72,157.60,158.91,156.79
157.82,158.54,159.10,157.70
158.80,165.63,165.73,157.30
165.40,166.00,168.30,164.91
166.70,163.83,167.42,163.83
163.86,162.24,163.86,161.84
162.24,160.47,162.41,160.28
160.74,162.27,163.04,160.53
162.76,163.01,163.35,161.93
162.58,162.59,163.88,161.81
161.95,160.55,162.95,160.06
160.99,162.75,164.69,160.38
162.20,163.71,163.77,161.59
163.11,161.99,163.87,160.29
162.05,162.76,163.82,161.29
161.80,163.41,164.63,160.25
163.32,161.84,164.02,161.65
161.98,162.04,163.66,161.36
163.83,166.32,166.39,162.83
165.69,168.41,168.47,165.38
167.95,167.57,168.24,166.58
166.73,167.32,168.55,166.53
168.41,170.77,170.98,167.95
169.69,172.56,172.97,169.24
173.63,172.16,173.63,171.38
171.96,170.74,172.14,169.46
170.64,171.43,171.50,169.24
170.76,171.47,171.51,169.44
171.46,171.88,172.34,171.06
172.22,174.26,174.26,171.27
173.87,172.37,173.87,170.23
172.49,169.62,172.49,168.90
169.62,167.63,170.16,167.16
167.63,166.97,168.13,165.62
168.01,168.99,176.68,166.64
168.78,168.65,169.85,166.14
167.13,165.23,167.74,164.75
165.90,164.67,166.81,164.43
164.70,161.19,165.12,160.13
160.42,159.91,160.53,157.23
159.65,159.89,161.16,159.51
159.42,159.12,159.77,157.54
158.27,160.26,160.34,157.98
160.74,162.67,163.23,160.39
162.68,162.41,163.02,160.91
162.18,159.50,162.29,159.13
158.70,156.95,159.72,156.65
156.92,154.55,157.64,153.95
155.45,154.73,156.05,154.05
154.82,154.86,155.12,153.54
155.24,153.71,155.66,153.52
153.86,152.65,154.35,152.60
153.22,154.19,154.42,152.40
154.58,152.70,155.03,152.63
152.96,152.80,153.54,151.30
151.64,150.42,153.04,150.23
149.02,151.93,153.11,148.51
151.94,151.15,152.53,150.57
152.41,154.00,154.22,151.95
154.00,155.20,155.35,153.37
155.18,154.70,155.90,154.13
153.61,150.55,153.64,150.47
150.33,149.71,151.13,149.67
150.09,149.54,152.07,149.38
150.64,151.01,151.59,149.48
149.84,149.52,150.29,148.25
149.31,152.15,152.40,147.14
151.47,151.16,151.63,150.37
151.16,151.82,151.92,151.00
152.33,151.55,153.31,151.40
151.47,151.60,151.74,151.00
151.70,151.15,152.44,150.74
151.64,151.12,152.26,150.54
151.37,151.57,152.67,150.91
151.74,150.52,151.94,150.08
150.49,148.95,150.49,148.04
149.12,150.11,150.71,148.34
150.70,150.03,151.00,149.11
150.03,149.86,151.49,149.55
150.02,150.13,150.66,148.75
151.49,153.05,153.11,150.31
153.04,154.26,154.60,153.04
153.52,153.96,155.10,153.52
155.22,155.73,156.71,154.22
155.67,155.04,156.10,154.67
155.19,156.01,156.26,155.05
156.23,154.97,156.34,154.78
155.89,155.03,157.41,154.51
155.10,155.32,156.33,154.03
154.28,154.46,155.36,153.61
153.99,152.42,153.99,152.15
152.58,152.63,153.63,151.84
153.09,154.73,155.23,153.09
153.29,154.51,155.36,153.01
155.33,156.81,157.90,155.33
155.52,157.59,158.73,155.09
157.35,155.86,157.41,155.00
156.63,158.57,158.81,155.61
158.09,157.90,158.77,157.24
157.89,158.41,158.51,157.26
158.83,160.25,160.35,158.12
160.20,162.05,162.36,159.70
161.62,163.38,164.81,161.25
163.67,163.51,163.68,162.00
162.90,164.52,165.19,162.29
164.19,165.75,166.10,164.07
165.41,166.91,167.03,164.82
166.87,166.45,167.87,166.03
166.72,166.71,167.73,165.61
166.54,166.44,167.49,164.52
166.57,166.70,167.82,166.57
166.75,167.66,168.74,166.60
166.44,167.11,168.68,165.85
167.24,166.54,168.43,165.79
166.73,169.00,169.60,166.73
168.20,168.69,168.98,166.97
168.69,170.89,171.05,168.69
170.75,171.17,172.11,170.00
171.09,169.33,171.42,169.20
168.82,167.55,168.82,166.66
167.58,167.03,167.83,166.06
168.00,167.81,168.18,166.91
165.93,166.80,167.01,165.85
167.25,167.15,167.69,166.00
166.43,168.17,168.62,166.43
169.50,168.10,169.67,167.66
167.96,168.36,170.00,167.17
168.74,166.89,169.60,165.91
166.49,167.59,167.63,164.65
169.06,169.36,170.00,167.60
169.20,167.90,169.36,167.52
168.53,168.88,169.19,167.35
169.15,167.83,169.77,167.11
167.66,167.59,168.01,166.32
168.06,168.03,169.26,167.61
168.59,168.49,169.55,167.46
168.69,169.49,169.61,167.41
169.10,169.95,170.13,168.49
169.84,169.32,169.84,168.58
170.34,169.55,170.44,168.98
169.61,169.78,170.93,168.90
169.63,171.37,171.46,168.81
171.33,170.13,171.36,169.09
170.61,169.32,171.36,169.08
168.41,168.48,170.42,168.40
169.49,169.48,169.71,168.21
169.75,170.90,171.26,169.18
171.50,172.07,172.54,170.60
171.52,172.28,172.41,170.76
172.63,173.16,173.24,171.96
172.89,173.31,173.56,171.74
173.47,173.31,173.47,172.28
173.51,174.01,174.01,172.77
174.08,173.58,174.22,173.17
174.27,175.60,175.61,173.54
176.30,175.95,176.72,175.17
175.80,175.51,175.93,174.35
175.27,176.19,176.49,173.30
172.40,170.54,172.51,169.49
170.19,171.93,172.00,170.08
171.07,170.86,171.77,170.07
171.36,173.20,173.35,171.07
172.33,171.50,172.85,170.19
171.46,171.64,172.75,170.60
171.88,171.87,172.57,171.16
172.04,170.43,173.65,168.29
170.71,171.65,171.92,169.88
171.27,170.55,171.81,168.94
170.27,172.37,172.47,169.62
171.77,171.93,172.22,170.51
172.19,170.81,172.62,170.04
170.87,170.32,171.51,170.11
170.60,169.72,171.05,169.62
170.48,171.37,171.57,170.12
171.69,172.39,172.49,171.39
172.22,170.44,172.22,170.17
170.57,169.99,171.29,169.85
170.00,172.38,172.55,169.96
172.21,172.13,172.80,171.71
172.27,171.01,172.69,170.80
170.56,172.09,172.35,170.22
172.11,174.60,174.78,171.74
174.64,172.83,175.00,172.24
172.65,171.33,173.84,170.68
171.00,171.60,172.21,171.00
169.91,169.93,170.57,169.18
170.06,169.43,170.35,168.67
169.38,169.53,170.01,168.22
169.39,168.99,170.75,168.68
168.32,169.78,169.85,167.80
169.48,170.86,171.24,168.56
170.87,171.36,172.21,170.03
171.73,172.12,172.37,170.76
172.14,171.28,172.99,171.16
171.00,170.95,172.04,170.63
170.53,169.70,171.34,169.36
169.94,169.35,170.20,169.24
169.24,172.17,172.41,169.24
171.29,171.35,172.12,170.32
171.85,172.08,172.66,170.62
171.69,171.63,171.95,170.22
171.55,170.87,171.55,169.76
171.01,170.67,171.68,170.29
171.00,170.52,171.82,170.30
170.68,170.55,170.99,169.53
170.55,171.26,171.60,170.01
171.36,171.31,171.66,170.23
171.65,172.14,172.25,171.08
172.21,172.18,172.96,171.56
172.25,172.48,172.70,171.48
171.75,171.98,172.86,171.50
172.51,173.21,173.32,171.79
172.82,172.90,173.77,172.48
173.29,173.14,173.99,172.94
173.11,174.00,174.83,173.11
174.47,175.15,175.26,173.98
174.55,173.67,175.73,173.58
174.22,175.49,175.86,173.84
175.31,174.52,175.78,174.29
174.44,175.26,175.85,173.93
174.56,171.61,174.77,171.29
171.82,172.70,173.42,171.61
172.65,172.74,173.27,171.19
172.00,171.12,172.81,170.84
171.16,172.80,173.82,171.10
172.93,172.29,173.85,172.01
172.89,173.32,173.52,171.58
172.82,173.70,174.44,172.82
173.93,173.84,175.39,173.51
174.40,175.72,176.42,173.98
176.59,175.46,176.89,174.44
175.95,175.01,176.59,174.04
176.07,175.72,176.14,175.16
175.78,176.47,177.16,175.52
176.54,177.24,177.81,175.50
177.89,176.68,178.26,176.63
176.45,174.94,176.49,174.27
175.73,173.99,175.73,173.59
174.80,173.55,174.95,173.33
173.73,173.87,174.28,173.13
173.37,173.85,174.24,173.37
174.00,175.18,175.22,173.80
175.50,175.30,175.77,174.66
176.14,175.42,176.41,174.48
175.18,174.26,175.50,173.25
174.32,176.64,176.76,173.79
176.65,175.99,177.13,175.44
176.07,175.23,176.58,174.60
174.77,172.60,174.78,172.20
171.61,171.18,171.78,170.37
170.81,166.08,170.93,165.69
166.06,166.27,167.04,165.06
166.10,167.17,168.14,166.02
167.73,166.59,168.92,166.32
166.55,165.12,167.02,164.77
166.18,164.96,166.81,164.89
164.94,163.55,165.10,163.43
163.64,163.05,164.66,162.99
162.97,163.12,165.57,162.50
163.20,163.50,163.87,162.34
163.42,164.99,165.25,163.17
163.91,165.92,166.03,163.49
165.98,165.84,167.20,164.60
165.73,165.76,167.19,165.17
165.84,165.89,166.82,165.05
166.69,167.60,168.08,165.58
167.69,166.86,168.59,166.83
167.00,165.55,167.15,165.53
165.91,169.37,169.37,165.48
169.62,169.49,170.93,169.09
170.03,168.51,170.51,168.41
168.53,168.31,170.21,168.00
168.23,170.80,171.70,168.04
169.62,169.88,170.96,167.95
168.43,169.90,170.44,167.72
170.78,171.52,172.12,169.04
171.51,173.15,173.21,171.00
173.92,175.29,175.41,172.73
176.22,176.21,176.87,175.33
177.01,176.72,177.78,175.83
176.33,175.97,177.12,175.08
175.95,179.05,179.07,175.52
179.07,179.74,179.79,178.12
179.34,179.08,182.08,178.05
178.41,179.78,180.46,178.33
183.89,184.34,184.46,179.78
184.32,186.57,186.71,183.40
186.42,186.65,187.11,185.14
186.36,187.05,187.29,185.42
187.11,186.57,187.79,186.24
186.82,186.29,187.15,185.14
186.13,188.12,188.12,185.77
187.87,187.35,188.36,186.79
187.36,185.96,188.00,185.80
186.62,187.04,187.65,185.98
186.55,185.62,187.87,185.16
185.76,186.20,187.20,185.34
186.57,186.46,187.53,185.90
186.46,183.92,186.95,183.74
183.85,183.98,184.41,183.20
185.54,185.48,185.75,184.39
186.20,185.18,187.00,185.14
185.38,185.40,185.90,184.93
185.70,186.63,187.16,185.09
187.42,187.63,190.19,187.22
186.97,186.26,188.23,185.97
186.56,185.98,186.56,185.11
185.89,186.13,186.71,184.74
184.89,185.50,186.00,183.91
185.01,184.56,185.45,183.41
184.58,185.53,186.53,184.58
184.19,185.91,186.30,184.10
185.43,185.66,186.99,184.49
185.17,184.47,185.74,184.00
183.83,182.14,185.24,182.06
182.53,180.07,183.21,179.51
179.97,178.85,180.50,178.42
179.87,182.87,182.87,178.93
184.47,185.34,185.41,182.56
186.18,184.95,186.36,184.35
185.60,188.50,188.68,185.31
188.74,188.61,189.72,188.02
188.66,187.43,189.63,187.12
187.44,187.96,188.98,187.21
187.94,189.35,189.98,187.93
189.34,188.62,190.00,188.29
188.76,184.85,189.71,184.66
185.35,187.23,187.63,185.05
186.82,188.11,188.91,186.17
189.79,191.32,191.80,189.19
191.80,195.24,195.53,190.67
195.82,197.90,198.56,194.71
198.40,198.50,198.77,195.63
198.52,198.15,199.28,197.93
198.75,198.92,200.40,198.20
197.98,198.82,199.48,197.01
198.82,199.44,201.14,198.55
199.82,202.25,202.65,198.56
203.36,202.58,203.78,201.82
201.72,201.01,202.09,200.18
201.46,205.22,205.45,201.05
204.08,202.75,206.16,202.17
202.73,204.39,204.51,201.54
203.64,204.67,206.14,203.08
205.50,202.76,206.92,202.68
202.66,204.19,204.41,201.59
203.38,200.84,203.87,200.74
201.01,201.75,202.13,197.82
201.87,203.03,203.06,200.06
202.06,202.66,203.30,200.51
202.72,206.76,206.81,202.57
206.12,204.47,206.17,202.96
204.25,202.60,204.63,202.29
203.65,203.68,204.10,201.71
204.18,202.83,204.92,201.81
202.69,203.79,204.17,201.68
203.46,202.61,203.46,201.10
202.75,203.13,204.09,201.96
203.28,203.16,203.58,200.84
202.13,198.79,202.55,198.34
199.87,200.18,201.71,198.79
200.56,201.01,201.71,199.43
200.14,198.50,200.90,198.28
198.17,198.28,199.84,197.41
198.15,196.76,198.59,196.03
197.09,197.22,197.74,195.38
195.95,197.55,199.67,195.95
197.36,196.92,197.48,195.52
196.71,195.18,197.30,194.77
195.22,195.60,196.82,194.04
192.05,188.15,192.39,187.83
189.01,187.96,190.79,187.93
187.65,186.65,188.47,186.01
186.45,185.86,188.22,185.20
185.71,188.23,188.42,185.61
188.50,188.83,189.19,186.63
189.14,190.77,191.53,189.14
190.48,190.19,191.33,189.39
190.16,193.73,194.35,188.37
193.83,194.24,195.38,193.26
195.12,199.12,199.41,194.23
198.82,201.56,202.69,197.70
201.47,199.38,202.81,199.38
199.47,196.83,200.23,196.74
195.68,196.58,197.72,195.39
196.55,197.48,197.85,195.98
197.46,199.19,199.62,197.01
198.85,197.14,199.78,196.76
197.40,195.95,198.06,194.80
195.88,197.31,198.11,195.36
197.98,199.37,199.93,197.54
199.41,197.05,199.41,196.88
197.13,197.00,197.51,196.52
196.88,194.13,197.57,193.49
195.30,193.69,196.81,193.02
193.71,191.45,193.93,191.45
192.13,192.07,193.50,191.36
192.53,190.95,193.47,190.88
190.51,191.61,192.28,189.82
190.87,190.07,191.44,189.27
190.33,191.59,191.68,189.63
191.85,191.64,192.60,190.50
192.22,192.81,193.04,191.75
192.81,193.04,193.78,191.73
193.62,193.60,194.91,192.51
193.81,193.18,194.78,192.72
192.45,192.51,193.13,191.48
191.42,188.57,191.82,187.82
188.25,187.91,189.34,186.40
188.36,190.13,192.69,188.36
190.57,191.15,191.79,190.41
190.32,187.55,190.90,186.92
188.58,187.36,189.15,186.27
188.42,191.81,192.72,188.14
193.34,196.53,197.45,193.34
196.49,194.16,197.10,193.50
194.46,196.19,197.13,192.17
196.70,193.23,197.88,192.56
194.24,197.38,197.55,194.12
197.95,200.07,200.24,197.28
199.28,199.48,200.60,198.80
199.08,197.15,199.30,196.90
197.16,196.15,197.97,196.15
196.00,194.85,197.06,193.91
194.81,195.09,196.25,193.37
194.94,193.84,194.99,193.24
193.84,196.18,196.51,193.54
196.72,195.52,196.94,194.61
196.03,193.54,196.50,192.75
193.46,196.32,196.67,193.01
195.42,195.16,196.00,194.07
194.61,193.02,195.02,191.91
192.57,191.69,193.38,191.43
191.38,188.20,191.38,187.95
188.20,186.94,188.69,186.94
187.55,185.94,188.23,185.67
186.24,187.23,188.93,185.73
186.21,186.87,187.53,186.02
186.65,186.72,187.33,185.71
186.25,185.60,186.25,184.58
185.60,187.64,188.15,185.38
187.68,188.87,189.08,185.83
189.26,192.46,193.23,189.22
192.15,191.02,192.54,190.24
191.16,188.34,191.75,188.10
188.09,186.68,188.74,186.39
186.80,184.96,187.96,184.96
184.88,183.62,186.17,183.45
183.77,185.45,185.65,183.07
185.43,182.98,186.19,182.91
184.16,184.37,185.97,183.01
183.36,187.07,187.09,182.08
188.80,187.24,189.69,186.77
186.33,188.38,188.48,185.99
189.10,192.68,193.07,188.38
191.81,193.28,194.52,191.02
194.39,193.73,195.29,193.17
194.61,196.13,197.75,193.90
197.25,196.70,198.83,195.46
197.09,197.68,198.13,196.01
197.09,198.75,199.32,196.01
199.34,200.19,200.58,199.05
199.49,198.40,199.67,197.49
198.40,200.14,200.75,197.31
200.46,200.83,201.51,199.61
200.89,201.49,202.06,200.86
201.15,201.10,202.08,199.53
200.90,201.93,203.04,200.29
201.82,202.92,203.56,201.45
203.24,203.41,203.91,202.10
203.29,202.93,203.33,201.93
203.00,203.02,203.43,200.32
204.25,205.18,206.73,203.40
205.18,205.52,206.21,204.79
201.92,205.38,207.34,201.55
206.36,205.63,206.92,205.09
205.63,207.49,207.75,204.49
207.97,208.81,209.57,207.20
210.00,207.45,210.94,206.86
207.24,209.10,210.50,207.24
208.65,210.53,210.59,208.27
210.07,212.55,213.34,209.29
212.21,213.73,213.97,210.85
213.99,215.35,215.46,213.04
215.35,216.85,217.06,214.80
215.66,216.86,217.99,215.11
215.80,215.31,217.38,215.04
214.82,212.51,215.74,212.50
206.00,202.21,210.00,201.09
207.23,196.96,211.10,196.61
200.26,203.20,203.68,198.35
204.22,208.01,210.87,203.31
207.72,206.16,207.92,205.58
205.94,201.27,206.95,201.05
199.41,199.00,202.04,197.38
198.82,202.35,203.10,198.82
203.44,203.25,204.61,202.34
202.21,199.55,202.93,198.60
202.50,203.88,204.42,201.28
205.99,200.24,206.36,199.87
200.00,200.21,202.34,199.13
198.56,202.19,202.24,198.56
202.21,201.68,202.54,201.01
202.13,203.92,204.48,200.74
203.87,205.47,206.08,203.04
205.40,207.41,210.68,204.13
205.42,206.97,210.75,205.04
207.34,209.52,210.10,206.38
209.27,207.24,209.77,206.56
207.18,208.40,209.22,206.37
208.50,205.66,208.97,204.63
206.25,209.26,210.26,205.67
209.05,207.17,209.33,205.82
206.97,209.26,209.82,206.64
211.06,211.63,212.11,209.52
212.72,213.95,214.07,211.04
213.23,216.21,216.39,210.87
217.51,220.11,220.36,216.22
220.08,217.15,220.51,216.71
217.33,217.09,218.91,214.99
217.02,218.76,218.94,215.39
218.92,217.18,218.92,215.64
217.32,219.27,219.98,217.32
218.17,217.06,219.46,216.13
217.64,217.05,218.55,216.39
217.92,219.57,219.57,217.25
220.75,221.31,222.20,219.96
221.37,225.92,225.92,221.37
225.88,227.14,227.99,225.12
228.12,227.43,228.98,227.13
228.87,230.03,231.14,227.90
229.50,229.90,231.30,228.38
230.62,230.61,231.57,228.77
230.25,232.94,232.99,229.89
233.09,231.60,233.72,227.18
228.48,228.90,230.02,226.73
229.64,229.46,229.77,227.20
229.29,235.26,235.33,228.57
234.63,233.66,235.22,230.87
233.68,231.65,234.21,230.90
231.03,232.10,232.25,230.45
229.36,227.15,231.31,225.07
226.80,227.11,227.88,222.70
227.30,229.37,229.99,226.69
228.46,228.84,230.38,228.46
228.62,228.43,230.12,227.46
228.21,226.26,230.00,225.65
226.26,229.33,229.33,225.85
229.33,231.41,232.93,228.93
232.73,232.73,233.75,229.25
233.08,234.31,235.00,232.56
235.65,236.68,237.55,235.00
236.95,237.04,238.00,236.31
236.14,237.83,238.15,235.24
238.00,239.34,240.74,238.00
239.12,240.80,242.58,239.01
241.38,240.06,242.59,238.75
241.90,243.11,243.14,240.45
242.00,240.15,244.19,239.95
239.38,236.83,242.07,235.42
238.16,241.90,242.86,238.16
242.49,243.15,243.87,241.56
242.87,246.20,246.75,240.91
246.82,242.76,246.82,242.02
243.18,240.90,244.33,240.64
239.00,241.97,242.09,237.82
241.71,249.09,249.56,241.71
250.85,246.81,251.74,246.66
247.91,249.84,250.72,247.21
248.38,247.56,249.88,246.69
247.02,248.74,249.74,245.66
250.51,250.64,251.46,249.25
251.70,248.49,252.86,248.21
248.88,248.63,249.95,246.74
249.17,248.25,249.53,247.38
247.80,251.17,251.80,247.02
252.73,252.21,253.93,251.13
252.19,250.46,252.45,249.91
250.50,247.70,250.84,247.66
243.92,244.37,246.48,242.15
244.80,251.27,252.27,244.36
250.00,251.67,253.80,249.64
248.48,249.05,251.88,248.39
250.20,247.23,251.39,246.80
248.20,249.67,251.47,248.09
250.12,250.17,251.27,248.00
250.49,249.35,254.66,248.91
249.77,249.73,251.66,246.43
247.74,248.55,253.38,246.30
250.12,250.44,252.78,247.82
248.74,240.29,249.91,239.51
241.21,241.06,244.67,240.13
242.79,247.73,249.22,242.60
247.98,247.51,251.49,246.38
246.85,253.47,253.54,246.38
253.02,248.18,253.92,246.97
248.91,249.06,252.53,247.48
251.79,253.56,255.97,249.07
253.14,254.08,256.46,251.63
254.04,255.22,256.12,251.85
256.24,253.11,257.98,250.14
252.71,246.22,252.84,245.60
245.75,237.13,245.75,236.73
235.00,228.98,235.96,224.71
228.12,232.92,235.33,225.95
235.32,235.87,238.91,234.62
234.72,234.83,236.92,230.94
237.17,233.61,237.51,229.84
236.22,238.18,239.37,234.06
242.96,246.11,249.45,242.35
245.50,246.72,247.79,244.59
246.29,251.97,254.32,244.06
253.33,253.64,254.95,251.72
253.33,253.72,256.79,253.11
252.46,249.92,254.44,247.85
251.25,255.10,255.25,250.26
254.76,254.04,256.00,253.31
254.00,249.49,254.94,249.29
249.73,254.90,255.00,249.73
254.90,256.17,256.78,254.46
256.00,253.21,256.96,250.02
252.83,249.95,253.35,248.35
249.57,250.57,250.65,247.67
250.41,248.92,253.02,248.40
249.64,249.89,251.53,248.85
250.91,250.00,253.32,247.89
252.19,256.82,257.12,251.62
255.32,259.71,260.22,254.99
258.92,263.51,264.33,258.25
262.42,268.03,268.63,260.85
267.28,269.75,270.68,266.72
270.10,269.45,271.81,267.59
268.05,264.26,271.00,263.83
263.12,263.90,265.66,262.14
264.35,265.20,267.17,263.18
263.79,266.68,267.12,263.43
267.28,269.86,271.40,267.28
270.01,274.51,274.64,268.81
275.00,273.21,275.10,272.66
273.92,275.83,276.83,273.40
275.61,275.52,276.77,273.36
275.40,276.27,277.06,273.78
275.13,273.85,276.80,272.91
273.85,273.73,274.08,270.36
273.52,273.83,274.64,271.57
274.25,274.05,275.79,273.14
274.84,272.25,275.06,271.77
273.00,276.16,276.84,272.07
277.54,271.91,277.60,270.22
271.01,267.15,272.13,265.99
267.56,267.94,268.76,266.27
267.94,272.60,272.74,267.13
272.91,263.48,272.91,262.96
263.91,262.79,264.85,261.18
263.19,255.09,263.92,254.86
255.80,256.94,257.16,253.55
254.53,258.49,258.69,253.12
259.00,256.81,259.34,255.01
254.16,248.21,254.38,246.00
247.62,249.01,251.62,247.45
247.62,244.81,248.32,241.77
245.24,252.57,253.66,245.00
251.81,253.25,255.87,251.07
252.30,257.48,259.96,251.84
256.52,260.06,260.75,255.15
260.29,263.31,264.10,259.33
263.75,264.78,265.45,262.56
266.15,264.94,267.34,263.10
265.26,259.28,265.28,257.11
260.34,264.69,265.74,257.41
265.06,261.89,265.06,261.72
261.90,264.97,265.82,261.45
264.99,258.24,265.63,257.54
257.37,253.82,258.09,250.86
251.25,249.80,252.94,248.56
251.33,252.38,253.35,249.98
252.68,251.87,253.56,251.09
252.44,254.39,255.95,252.44
254.38,253.34,254.92,251.45
253.04,254.14,255.37,252.00
254.11,255.23,256.45,254.11
255.55,253.71,256.16,251.91
253.03,256.79,257.13,252.30
255.56,257.98,258.03,254.26
258.28,260.26,261.50,258.28
260.51,257.41,262.74,256.31
257.14,255.69,259.24,255.47
255.08,252.00,256.92,246.03
250.35,245.43,252.78,244.38
244.00,241.79,244.59,240.64
240.57,240.35,242.99,240.13
240.50,238.12,241.02,238.01
239.98,243.43,244.74,238.21
242.76,244.33,246.96,242.20
244.03,241.34,244.22,239.10
242.71,240.95,245.13,240.58
242.36,241.12,243.40,241.06
241.08,240.13,241.24,238.05
241.80,241.00,243.87,240.22
234.98,241.32,245.40,234.98
240.59,250.21,251.32,240.48
251.00,253.14,254.19,250.15
254.06,254.01,256.80,252.81
254.34,255.59,255.73,251.67
256.54,253.84,256.98,251.75
253.71,259.74,260.00,253.71
259.33,258.13,260.83,257.31
257.39,253.78,257.39,252.35
254.69,257.34,257.71,253.77
258.12,256.56,258.69,254.63
256.49,255.80,257.70,253.03
256.55,256.45,257.03,254.83
257.39,254.07,257.39,252.07
254.07,251.62,254.42,250.39
252.28,251.25,252.60,250.23
251.66,252.14,252.18,248.96
252.26,251.92,252.47,250.77
251.70,251.65,251.79,249.75
251.77,253.74,255.21,251.13
254.44,251.96,255.17,249.90
251.66,250.43,252.21,249.27
250.23,248.18,250.23,245.70
244.75,238.62,244.75,236.30
238.51,238.92,243.94,238.06
238.78,238.97,239.30,236.30
237.61,234.35,237.96,233.63
234.63,233.45,234.63,231.19
233.56,230.55,233.56,228.94
230.79,232.76,234.61,229.11
232.50,230.50,234.09,230.14
230.22,231.84,232.63,228.50
231.48,232.27,232.82,231.10
231.29,230.83,232.96,229.00
230.85,230.17,233.39,229.56
230.42,229.09,230.80,228.35
228.21,227.54,228.80,226.55
228.12,227.90,228.90,226.21
227.89,226.74,228.00,225.31
225.96,224.03,226.67,222.82
224.87,226.78,227.06,224.03
227.52,226.51,227.68,226.22
226.49,223.93,226.50,223.08
224.44,225.74,228.16,224.35
225.82,224.00,227.27,221.51
224.59,225.74,226.34,223.90
225.94,223.77,226.12,221.82
223.65,223.94,226.08,222.36
224.25,226.11,228.13,223.43
226.10,226.79,229.19,224.57
226.66,224.37,226.66,221.50
224.31,225.93,226.53,223.45
225.10,223.00,225.36,222.53
221.75,218.58,223.14,218.39
216.76,219.00,220.33,215.77
217.30,214.75,218.78,214.72
214.93,215.10,216.37,214.51
214.71,214.80,215.50,213.49
214.15,214.96,216.12,213.92
214.93,216.07,216.65,214.59
215.98,216.84,218.10,214.93
216.61,217.53,218.09,212.69
217.91,221.80,222.66,217.91
219.85,222.12,223.04,218.11
221.86,223.95,224.79,221.57
225.00,222.94,225.23,222.68
223.66,225.83,226.11,222.76
224.71,224.99,227.15,222.69
226.37,223.14,227.77,223.01
222.60,216.56,222.60,216.50
218.91,212.66,218.91,211.40
213.49,208.89,214.85,208.31
209.52,211.24,213.13,207.06
211.96,212.05,214.66,210.96
211.96,211.59,212.68,211.02
210.57,209.72,211.70,209.03
210.39,212.77,213.29,209.41
211.37,214.23,215.10,211.12
214.74,214.20,215.72,213.23
214.22,215.11,215.67,213.61
215.68,215.83,216.47,213.68
215.91,215.19,215.91,213.28
215.57,214.12,216.45,212.85
213.07,211.05,214.28,210.91
210.68,211.50,213.01,209.74
210.03,212.35,212.42,209.76
212.05,213.28,213.75,210.89
210.12,202.25,210.88,200.65
203.69,207.75,208.89,203.69
209.09,213.72,213.87,208.00
213.26,205.72,213.26,205.00
206.26,205.26,207.83,205.13
205.31,203.76,205.31,202.78
204.01,205.44,205.80,202.30
208.28,211.73,211.86,206.71
211.99,216.38,217.27,210.91
210.63,217.46,218.73,206.65
217.53,214.74,218.43,211.26
215.29,214.18,218.36,213.43
213.94,216.45,217.36,208.60
216.77,212.12,219.22,211.34
211.88,208.21,212.12,206.81
208.59,204.61,209.03,204.31
204.55,203.97,206.17,201.70
203.97,201.93,205.99,201.75
203.29,205.10,205.25,200.72
204.59,204.76,205.44,202.88
204.62,205.73,208.34,204.59
206.03,209.49,210.37,206.03
210.07,209.61,212.78,207.62
208.25,209.30,211.85,207.39
208.16,207.86,210.77,206.00
208.46,209.48,214.87,208.46
209.12,212.45,212.88,205.93
213.36,214.71,215.91,212.04
